gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity
gene:TraesCS4B03G0004300	Chr4B	1762923	1767453	+	1765188	Chr4B	2096929	2101332	+	2099130	1.0	1.0
gene:TraesCS4B03G0004400	Chr4B	1769850	1774224	+	1772037	Chr4B	2103584	2107958	+	2105771	1.0	0.999
gene:TraesCS4B03G0004500	Chr4B	1775068	1779099	+	1777083	Chr4B	2108802	2112833	+	2110817	1.0	0.999
gene:TraesCS4B03G0004900	Chr4B	1839220	1843075	+	1841147	Chr4B	2172987	2176842	+	2174914	1.0	1.0
gene:TraesCS4B03G0005300	Chr4B	2021348	2025490	-	2023419	Chr4B	2211771	2215838	-	2213804	0.988	0.971
gene:TraesCS4B03G0005400	Chr4B	2134054	2136160	+	2135107	Chr4B	2707717	2709823	+	2708770	1.0	0.997
gene:TraesCS4B03G0006400	Chr4B	2318788	2320128	-	2319458	Chr4B	2906090	2907430	-	2906760	1.0	1.0
gene:TraesCS4B03G0006600	Chr4B	2361690	2362465	-	2362077	Chr4B	2949048	2949823	-	2949435	1.0	0.998
gene:TraesCS4B03G0007000	Chr4B	2416943	2418089	+	2417516	Chr4B	3004291	3005437	+	3004864	1.0	0.999
gene:TraesCS4B03G0007800	Chr4B	3611489	3612627	+	3612058	Chr4B	5490589	5491727	-	5491158	1.0	0.997
gene:TraesCS4B03G0008000	Chr4B	3629912	3630922	-	3630417	Chr4B	5472587	5473597	+	5473092	1.0	1.0
gene:TraesCS4B03G0008500	Chr4B	3739290	3747740	+	3743515	Chr4B	4602079	4606117	+	4604098	1.0	0.999
gene:TraesCS4B03G0008700	Chr4B	3827314	3833721	+	3830517	Chr4B	4677216	4683623	+	4680419	1.0	0.999
gene:TraesCS4B03G0008800	Chr4B	3842707	3849034	+	3845870	Chr4B	4692797	4699124	+	4695960	1.0	1.0
gene:TraesCS4B03G0009100	Chr4B	3859442	3864519	+	3861980	Chr4B	4709341	4714319	+	4711830	1.0	0.995
gene:TraesCS4B03G0009200	Chr4B	3875185	3875885	+	3875535	Chr4B	4724985	4725685	+	4725335	1.0	0.998
gene:TraesCS4B03G0009300	Chr4B	3880766	3883099	+	3881932	Chr4B	4730566	4732758	+	4731662	1.0	1.0
gene:TraesCS4B03G0009600	Chr4B	4394789	4395654	-	4395221	Chr4B	5409050	5409915	-	5409482	1.0	1.0
gene:TraesCS4B03G0010100	Chr4B	4628508	4631877	-	4630192	Chr4B	5726204	5729573	-	5727888	1.0	1.0
gene:TraesCS4B03G0010200	Chr4B	4649709	4654096	+	4651902	Chr4B	5747384	5751771	+	5749577	1.0	1.0
gene:TraesCS4B03G0010400	Chr4B	4694467	4701478	+	4697972	Chr4B	5792149	5799152	+	5795650	1.0	1.0
gene:TraesCS4B03G0010500	Chr4B	4702115	4703499	+	4702807	Chr4B	5799789	5801173	+	5800481	1.0	1.0
gene:TraesCS4B03G0010600	Chr4B	4704103	4704905	+	4704504	Chr4B	5801777	5802579	+	5802178	1.0	1.0
gene:TraesCS4B03G0010700	Chr4B	4748349	4751329	-	4749839	Chr4B	5853620	5856600	-	5855110	1.0	1.0
gene:TraesCS4B03G0010800	Chr4B	4757354	4758546	-	4757950	Chr4B	5862632	5863824	-	5863228	1.0	1.0
gene:TraesCS4B03G0011200	Chr4B	5005176	5006735	+	5005955	Chr4B	6016407	6017966	+	6017186	1.0	1.0
gene:TraesCS4B03G0011300	Chr4B	5013958	5015724	-	5014841	Chr4B	6025189	6026955	-	6026072	1.0	1.0
gene:TraesCS4B03G0011400	Chr4B	5016147	5018598	+	5017372	Chr4B	6027378	6029829	+	6028603	1.0	1.0
gene:TraesCS4B03G0011500	Chr4B	5038625	5040507	-	5039566	Chr4B	6049529	6051201	-	6050365	1.0	1.0
gene:TraesCS4B03G0011700	Chr4B	5043923	5045938	+	5044930	Chr4B	6054617	6056632	+	6055624	1.0	1.0
gene:TraesCS4B03G0011800	Chr4B	5050011	5052020	-	5051015	Chr4B	6060591	6062600	-	6061595	1.0	1.0
gene:TraesCS4B03G0012100	Chr4B	5077523	5082200	+	5079861	Chr4B	6087383	6092060	+	6089721	1.0	1.0
gene:TraesCS4B03G0012200	Chr4B	5087164	5091352	-	5089258	Chr4B	6097024	6101212	-	6099118	1.0	1.0
gene:TraesCS4B03G0012400	Chr4B	5318530	5319996	-	5319263	Chr4B	6323022	6324488	-	6323755	1.0	1.0
gene:TraesCS4B03G0012500	Chr4B	5320101	5321234	-	5320667	Chr4B	6324593	6325726	-	6325159	1.0	1.0
gene:TraesCS4B03G0013100	Chr4B	5665779	5670020	-	5667899	Chr4B	7237521	7242008	-	7239764	1.0	1.0
gene:TraesCS4B03G0013200	Chr4B	5674268	5676260	-	5675264	Chr4B	7245787	7247779	-	7246783	1.0	1.0
gene:TraesCS4B03G0013300	Chr4B	5730119	5731654	-	5730886	Chr4B	7301641	7303176	-	7302408	1.0	1.0
gene:TraesCS4B03G0013400	Chr4B	5753494	5754438	-	5753966	Chr4B	7325009	7325953	-	7325481	1.0	1.0
gene:TraesCS4B03G0013500	Chr4B	5772706	5776139	-	5774422	Chr4B	7344221	7347654	-	7345937	1.0	1.0
gene:TraesCS4B03G0013600	Chr4B	5779687	5781436	-	5780561	Chr4B	7351202	7352951	-	7352076	1.0	1.0
gene:TraesCS4B03G0013700	Chr4B	5784701	5785668	-	5785184	Chr4B	7356216	7357183	-	7356699	1.0	1.0
gene:TraesCS4B03G0013900	Chr4B	5803248	5807228	-	5805238	Chr4B	7374763	7378743	-	7376753	1.0	1.0
gene:TraesCS4B03G0014100	Chr4B	5878408	5881448	+	5879928	Chr4B	7449925	7452965	+	7451445	1.0	1.0
gene:TraesCS4B03G0014600	Chr4B	6029853	6032274	+	6031063	Chr4B	7601245	7603665	+	7602455	1.0	1.0
gene:TraesCS4B03G0015000	Chr4B	6269662	6271092	+	6270377	Chr4B	7841040	7842470	+	7841755	1.0	1.0
gene:TraesCS4B03G0015100	Chr4B	6272493	6273128	+	6272810	Chr4B	7843871	7844506	+	7844188	1.0	1.0
gene:TraesCS4B03G0015200	Chr4B	6274207	6274850	-	6274528	Chr4B	7845585	7846228	-	7845906	1.0	1.0
gene:TraesCS4B03G0015300	Chr4B	6276095	6276960	+	6276527	Chr4B	7847473	7848338	+	7847905	1.0	1.0
gene:TraesCS4B03G0015500	Chr4B	6283520	6284166	-	6283843	Chr4B	7854894	7855540	-	7855217	1.0	1.0
gene:TraesCS4B03G0015700	Chr4B	6338082	6340667	-	6339374	Chr4B	7910408	7912993	-	7911700	1.0	1.0
gene:TraesCS4B03G0015800	Chr4B	6346102	6348397	+	6347249	Chr4B	7918428	7920723	+	7919575	1.0	1.0
gene:TraesCS4B03G0015900	Chr4B	6349266	6350916	-	6350091	Chr4B	7921592	7923242	-	7922417	1.0	1.0
gene:TraesCS4B03G0016000	Chr4B	6396293	6400437	-	6398365	Chr4B	7968622	7972766	-	7970694	1.0	1.0
gene:TraesCS4B03G0016200	Chr4B	6438288	6442488	-	6440388	Chr4B	8010502	8014706	-	8012604	1.0	1.0
gene:TraesCS4B03G0016500	Chr4B	6542399	6542847	+	6542623	Chr4B	8114377	8114825	+	8114601	1.0	1.0
gene:TraesCS4B03G0016700	Chr4B	6603474	6606350	+	6604912	Chr4B	8174941	8177817	+	8176379	1.0	1.0
gene:TraesCS4B03G0016800	Chr4B	6622209	6624334	+	6623271	Chr4B	8193665	8195790	+	8194727	1.0	1.0
gene:TraesCS4B03G0017400	Chr4B	6779772	6782952	+	6781362	Chr4B	8351213	8354393	+	8352803	1.0	1.0
gene:TraesCS4B03G0017700	Chr4B	6802311	6806219	-	6804265	Chr4B	8373752	8377660	-	8375706	1.0	1.0
gene:TraesCS4B03G0017800	Chr4B	6841063	6845077	+	6843070	Chr4B	8412506	8416520	+	8414513	1.0	1.0
gene:TraesCS4B03G0017900	Chr4B	6898433	6901748	-	6900090	Chr4B	8469185	8472497	-	8470841	1.0	1.0
gene:TraesCS4B03G0018000	Chr4B	6902643	6905948	-	6904295	Chr4B	8473392	8476697	-	8475044	1.0	1.0
gene:TraesCS4B03G0018100	Chr4B	6943116	6947537	-	6945326	Chr4B	8513639	8518060	-	8515849	1.0	1.0
gene:TraesCS4B03G0018300	Chr4B	7074978	7077800	-	7076389	Chr4B	8645035	8647857	-	8646446	1.0	1.0
gene:TraesCS4B03G0018400	Chr4B	7084337	7087845	+	7086091	Chr4B	8654394	8657902	+	8656148	1.0	1.0
gene:TraesCS4B03G0019500	Chr4B	7253579	7257515	+	7255547	Chr4B	8823647	8827582	+	8825614	0.999	0.999
gene:TraesCS4B03G0019600	Chr4B	7266869	7273008	+	7269938	Chr4B	8836897	8843030	+	8839963	1.0	1.0
gene:TraesCS4B03G0019900	Chr4B	7276002	7276726	-	7276364	Chr4B	8846024	8846748	-	8846386	1.0	1.0
gene:TraesCS4B03G0020000	Chr4B	7459008	7461775	+	7460391	Chr4B	9029030	9031797	+	9030413	1.0	1.0
gene:TraesCS4B03G0020300	Chr4B	7681207	7683033	+	7682120	Chr4B	9217386	9219212	+	9218299	1.0	1.0
gene:TraesCS4B03G0020400	Chr4B	7684152	7686148	+	7685150	Chr4B	9220331	9222327	+	9221329	1.0	1.0
gene:TraesCS4B03G0020500	Chr4B	7857196	7862596	-	7859896	Chr4B	9359736	9365136	-	9362436	1.0	1.0
gene:TraesCS4B03G0020700	Chr4B	7957320	7962746	-	7960033	Chr4B	9459871	9465297	-	9462584	1.0	1.0
gene:TraesCS4B03G0020900	Chr4B	8273296	8276777	-	8275036	Chr4B	9774606	9778087	-	9776346	1.0	1.0
gene:TraesCS4B03G0021100	Chr4B	8349077	8352483	-	8350780	Chr4B	9850230	9853636	-	9851933	1.0	1.0
gene:TraesCS4B03G0021200	Chr4B	8354847	8360894	-	8357870	Chr4B	9856000	9862047	-	9859023	1.0	1.0
gene:TraesCS4B03G0021300	Chr4B	8360912	8364647	-	8362779	Chr4B	9862065	9865800	-	9863932	1.0	1.0
gene:TraesCS4B03G0021400	Chr4B	8419281	8420199	+	8419740	Chr4B	9920224	9921142	+	9920683	1.0	1.0
gene:TraesCS4B03G0021500	Chr4B	8487556	8490533	+	8489044	Chr4B	9988156	9991130	+	9989643	0.997	0.997
gene:TraesCS4B03G0021600	Chr4B	8534247	8537334	+	8535790	Chr4B	10034271	10037358	+	10035814	1.0	1.0
gene:TraesCS4B03G0021700	Chr4B	8578630	8581537	+	8580083	Chr4B	10078716	10081623	+	10080169	1.0	1.0
gene:TraesCS4B03G0021800	Chr4B	8623962	8626909	+	8625435	Chr4B	10123947	10126894	+	10125420	1.0	1.0
gene:TraesCS4B03G0021900	Chr4B	8668879	8671759	+	8670319	Chr4B	10168227	10171107	+	10169667	1.0	1.0
gene:TraesCS4B03G0022000	Chr4B	8690949	8694149	+	8692549	Chr4B	10189597	10192797	+	10191197	1.0	1.0
gene:TraesCS4B03G0022100	Chr4B	8696794	8699786	+	8698290	Chr4B	10195442	10198434	+	10196938	1.0	1.0
gene:TraesCS4B03G0022200	Chr4B	8713800	8721462	+	8717631	Chr4B	10212448	10219859	+	10216153	1.0	1.0
gene:TraesCS4B03G0022300	Chr4B	8778184	8781081	+	8779632	Chr4B	10275293	10278190	+	10276741	1.0	1.0
gene:TraesCS4B03G0022400	Chr4B	8928149	8930990	+	8929569	Chr4B	10424346	10427187	+	10425766	1.0	1.0
gene:TraesCS4B03G0022600	Chr4B	8969015	8972206	+	8970610	Chr4B	10464850	10468041	+	10466445	1.0	1.0
gene:TraesCS4B03G0022900	Chr4B	9188963	9190624	+	9189793	Chr4B	10683402	10685063	+	10684232	1.0	1.0
gene:TraesCS4B03G0023000	Chr4B	9197152	9202090	+	9199621	Chr4B	10691591	10696529	+	10694060	1.0	1.0
gene:TraesCS4B03G0023200	Chr4B	9235129	9243483	-	9239306	Chr4B	10729569	10737894	-	10733731	1.0	1.0
gene:TraesCS4B03G0023300	Chr4B	9242541	9249609	-	9246075	Chr4B	10736952	10744020	-	10740486	1.0	1.0
gene:TraesCS4B03G0023500	Chr4B	9257978	9259039	-	9258508	Chr4B	10752389	10753450	-	10752919	1.0	1.0
gene:TraesCS4B03G0023700	Chr4B	9284155	9286184	+	9285169	Chr4B	10778565	10780594	+	10779579	1.0	1.0
gene:TraesCS4B03G0024000	Chr4B	9312201	9316723	-	9314462	Chr4B	10806618	10811140	-	10808879	1.0	1.0
gene:TraesCS4B03G0024100	Chr4B	9321836	9323497	-	9322666	Chr4B	10816252	10817913	-	10817082	1.0	0.999
gene:TraesCS4B03G0024400	Chr4B	9542136	9544219	+	9543177	Chr4B	11337595	11339577	-	11338586	0.94	0.927
gene:TraesCS4B03G0024500	Chr4B	9631181	9633297	+	9632239	Chr4B	11123562	11125678	+	11124620	1.0	1.0
gene:TraesCS4B03G0024800	Chr4B	9790333	9792797	+	9791565	Chr4B	11285261	11287725	+	11286493	1.0	1.0
gene:TraesCS4B03G0024900	Chr4B	9842957	9847003	-	9844980	Chr4B	11033150	11037196	+	11035173	1.0	0.999
gene:TraesCS4B03G0025600	Chr4B	10400582	10403964	-	10402273	Chr4B	11891849	11895233	-	11893541	1.0	1.0
gene:TraesCS4B03G0026100	Chr4B	10803185	10805569	+	10804377	Chr4B	12279229	12281613	+	12280421	1.0	1.0
gene:TraesCS4B03G0026600	Chr4B	10847041	10851294	+	10849167	Chr4B	12323096	12327349	+	12325222	1.0	1.0
gene:TraesCS4B03G0027200	Chr4B	10931857	10935497	-	10933677	Chr4B	12411101	12414741	-	12412921	1.0	1.0
gene:TraesCS4B03G0027400	Chr4B	11093025	11100708	+	11096866	Chr4B	12570045	12577747	+	12573896	1.0	0.999
gene:TraesCS4B03G0027500	Chr4B	11107511	11109226	+	11108368	Chr4B	12584547	12586262	+	12585404	1.0	1.0
gene:TraesCS4B03G0027600	Chr4B	11111048	11113357	+	11112202	Chr4B	12588415	12590700	+	12589557	1.0	0.974
gene:TraesCS4B03G0027900	Chr4B	11120139	11124482	-	11122310	Chr4B	12597492	12601836	-	12599664	1.0	0.998
gene:TraesCS4B03G0028100	Chr4B	11668860	11670629	-	11669744	Chr4B	13228518	13230287	-	13229402	1.0	0.996
gene:TraesCS4B03G0028200	Chr4B	11672668	11675712	-	11674190	Chr4B	13233591	13236634	-	13235112	0.999	0.999
gene:TraesCS4B03G0028300	Chr4B	11677119	11681241	+	11679180	Chr4B	13238041	13242167	+	13240104	1.0	1.0
gene:TraesCS4B03G0028500	Chr4B	12157687	12158558	+	12158122	Chr4B	13718039	13718910	+	13718474	1.0	1.0
gene:TraesCS4B03G0029700	Chr4B	12236367	12238738	+	12237552	Chr4B	13796720	13799091	+	13797905	1.0	1.0
gene:TraesCS4B03G0029800	Chr4B	12242993	12245251	-	12244122	Chr4B	13803346	13805604	-	13804475	1.0	1.0
gene:TraesCS4B03G0030000	Chr4B	12307140	12311868	+	12309504	Chr4B	13867141	13871869	+	13869505	1.0	1.0
gene:TraesCS4B03G0030100	Chr4B	12311772	12313549	-	12312660	Chr4B	13871955	13873239	-	13872597	0.921	0.918
gene:TraesCS4B03G0030200	Chr4B	12327262	12328629	-	12327945	Chr4B	13878484	13879851	-	13879167	1.0	0.998
gene:TraesCS4B03G0030300	Chr4B	12329369	12332339	-	12330854	Chr4B	13880583	13883552	-	13882067	1.0	0.998
gene:TraesCS4B03G0031300	Chr4B	13064511	13066817	-	13065664	Chr4B	14512520	14514831	-	14513675	1.0	0.997
gene:TraesCS4B03G0031400	Chr4B	13150070	13152283	+	13151176	Chr4B	14598874	14601087	+	14599980	1.0	1.0
gene:TraesCS4B03G0031700	Chr4B	13283883	13286103	+	13284993	Chr4B	14734212	14736432	+	14735322	1.0	1.0
gene:TraesCS4B03G0032100	Chr4B	13326019	13326527	+	13326273	Chr4B	14776345	14776853	+	14776599	1.0	1.0
gene:TraesCS4B03G0032200	Chr4B	13371547	13375209	-	13373378	Chr4B	14821894	14825556	-	14823725	1.0	1.0
gene:TraesCS4B03G0032300	Chr4B	13387538	13391363	+	13389450	Chr4B	14837889	14841714	+	14839801	1.0	1.0
gene:TraesCS4B03G0032400	Chr4B	13425673	13430257	+	13427965	Chr4B	14876014	14880598	+	14878306	1.0	1.0
gene:TraesCS4B03G0032700	Chr4B	13449724	13450466	+	13450095	Chr4B	14896863	14897605	+	14897234	1.0	1.0
gene:TraesCS4B03G0032800	Chr4B	13450549	13454028	-	13452288	Chr4B	14897688	14901167	-	14899427	1.0	1.0
gene:TraesCS4B03G0032900	Chr4B	13455718	13461325	-	13458521	Chr4B	14902856	14908464	-	14905660	1.0	1.0
gene:TraesCS4B03G0033000	Chr4B	13464420	13467636	+	13466028	Chr4B	14911554	14914770	+	14913162	1.0	1.0
gene:TraesCS4B03G0033100	Chr4B	13613526	13625103	-	13619314	Chr4B	15058681	15070250	-	15064465	1.0	1.0
gene:TraesCS4B03G0033200	Chr4B	13619936	13622133	+	13621034	Chr4B	15065091	15067280	+	15066185	0.994	0.988
gene:TraesCS4B03G0033300	Chr4B	13627329	13635247	-	13631288	Chr4B	15072472	15080359	-	15076415	1.0	1.0
gene:TraesCS4B03G0033400	Chr4B	13643817	13644143	-	13643980	Chr4B	15088930	15089256	-	15089093	1.0	0.996
gene:TraesCS4B03G0033600	Chr4B	13731974	13732261	+	13732117	Chr4B	15142619	15142903	+	15142761	0.989	0.965
gene:TraesCS4B03G0033700	Chr4B	13767289	13767576	+	13767432	Chr4B	15181067	15181354	+	15181210	1.0	0.993
gene:TraesCS4B03G0034700	Chr4B	13857744	13859586	-	13858665	Chr4B	21213437	21215237	-	21214337	0.968	0.962
gene:TraesCS4B03G0034900	Chr4B	13970511	13974126	+	13972318	Chr4B	21304642	21308259	+	21306450	1.0	0.998
gene:TraesCS4B03G0035200	Chr4B	13994176	13995863	+	13995019	Chr4B	21327466	21329153	+	21328309	1.0	0.999
gene:TraesCS4B03G0035600	Chr4B	14269259	14273323	+	14271291	Chr4B	21541933	21546000	+	21543966	1.0	0.996
gene:TraesCS4B03G0036600	Chr4B	14793756	14795965	-	14794860	Chr4B	22068044	22070255	-	22069149	1.0	0.995
gene:TraesCS4B03G0037000	Chr4B	14819047	14821688	+	14820367	Chr4B	22093696	22096756	+	22095226	1.0	0.996
gene:TraesCS4B03G0037100	Chr4B	14829643	14834893	+	14832268	Chr4B	22107022	22112271	+	22109646	0.999	0.998
gene:TraesCS4B03G0037200	Chr4B	14835047	14839810	+	14837428	Chr4B	22112425	22117189	+	22114807	1.0	0.998
gene:TraesCS4B03G0037300	Chr4B	14866669	14868524	-	14867596	Chr4B	22124392	22126245	-	22125318	1.0	0.998
gene:TraesCS4B03G0037700	Chr4B	15018264	15019321	+	15018792	Chr4B	22284695	22285760	+	22285227	1.0	0.99
gene:TraesCS4B03G0037800	Chr4B	15020905	15022023	+	15021464	Chr4B	22287344	22288485	+	22287914	1.0	0.998
gene:TraesCS4B03G0037900	Chr4B	15022046	15026127	-	15024086	Chr4B	22288508	22292394	-	22290451	1.0	0.998
gene:TraesCS4B03G0038100	Chr4B	15040448	15043277	-	15041862	Chr4B	22312204	22315032	-	22313618	1.0	0.995
gene:TraesCS4B03G0038200	Chr4B	15136397	15136759	+	15136578	Chr4B	22420827	22421189	+	22421008	1.0	1.0
gene:TraesCS4B03G0038300	Chr4B	15149172	15152263	+	15150717	Chr4B	22433602	22436693	+	22435147	1.0	1.0
gene:TraesCS4B03G0038400	Chr4B	15156746	15162716	+	15159731	Chr4B	22441174	22447147	+	22444160	1.0	0.999
gene:TraesCS4B03G0038500	Chr4B	15162926	15167293	-	15165109	Chr4B	22447357	22451724	-	22449540	1.0	1.0
gene:TraesCS4B03G0038900	Chr4B	15684259	15687307	+	15685783	Chr4B	22975832	22978880	+	22977356	1.0	0.995
gene:TraesCS4B03G0039100	Chr4B	15712104	15715791	+	15713947	Chr4B	22993742	22997431	+	22995586	1.0	0.994
gene:TraesCS4B03G0039300	Chr4B	15716043	15720952	-	15718497	Chr4B	22997683	23002629	-	23000156	1.0	0.947
gene:TraesCS4B03G0039400	Chr4B	15732613	15734448	-	15733530	Chr4B	23014911	23016740	-	23015825	0.994	0.985
gene:TraesCS4B03G0039500	Chr4B	15737018	15740036	-	15738527	Chr4B	23019305	23022039	-	23020672	0.994	0.993
gene:TraesCS4B03G0039700	Chr4B	15751071	15753626	+	15752348	Chr4B	23032932	23035487	+	23034209	1.0	0.998
gene:TraesCS4B03G0040200	Chr4B	15766863	15767150	-	15767006	Chr4B	23043533	23043820	-	23043676	1.0	0.989
gene:TraesCS4B03G0040700	Chr4B	15792986	15794572	+	15793779	Chr4B	23078623	23080207	+	23079415	0.998	0.994
gene:TraesCS4B03G0040800	Chr4B	15841975	15845957	+	15843966	Chr4B	23111432	23115154	+	23113293	1.0	0.998
gene:TraesCS4B03G0040900	Chr4B	15846816	15848032	+	15847424	Chr4B	23116325	23117519	+	23116922	0.974	0.944
gene:TraesCS4B03G0041000	Chr4B	15848203	15853551	-	15850877	Chr4B	23117690	23123036	-	23120363	1.0	0.997
gene:TraesCS4B03G0041100	Chr4B	15855377	15863470	-	15859423	Chr4B	23124628	23132610	-	23128619	0.968	0.955
gene:TraesCS4B03G0041200	Chr4B	16001794	16004653	+	16003223	Chr4B	23258869	23261706	+	23260287	0.999	0.993
gene:TraesCS4B03G0041300	Chr4B	16006143	16010111	+	16008127	Chr4B	23263196	23267164	+	23265180	1.0	1.0
gene:TraesCS4B03G0041500	Chr4B	16124182	16125149	+	16124665	Chr4B	23376660	23377627	+	23377143	1.0	0.998
gene:TraesCS4B03G0041600	Chr4B	16127192	16132169	+	16129680	Chr4B	23379670	23384649	+	23382159	1.0	0.997
gene:TraesCS4B03G0041700	Chr4B	16219932	16223106	+	16221519	Chr4B	23802081	23805440	+	23803760	0.995	0.944
gene:TraesCS4B03G0043300	Chr4B	16946042	16949083	+	16947562	Chr4B	24077533	24080575	+	24079054	1.0	0.996
gene:TraesCS4B03G0043800	Chr4B	17141319	17146978	+	17144148	Chr4B	24961563	24966995	+	24964279	1.0	0.993
gene:TraesCS4B03G0043900	Chr4B	17148921	17154014	-	17151467	Chr4B	24968953	24974036	-	24971494	0.996	0.994
gene:TraesCS4B03G0044000	Chr4B	17159796	17164440	-	17162118	Chr4B	24979992	24984810	-	24982401	1.0	1.0
gene:TraesCS4B03G0044900	Chr4B	17328711	17330355	-	17329533	Chr4B	25160403	25162047	-	25161225	1.0	0.995
gene:TraesCS4B03G0045000	Chr4B	17373898	17374391	-	17374144	Chr4B	25196437	25196930	-	25196683	1.0	1.0
gene:TraesCS4B03G0045300	Chr4B	17485639	17488430	+	17487034	Chr4B	25305582	25308395	+	25306988	1.0	0.993
gene:TraesCS4B03G0045400	Chr4B	17494069	17503649	-	17498859	Chr4B	25314044	25323442	-	25318743	1.0	0.999
gene:TraesCS4B03G0045500	Chr4B	17654480	17659108	-	17656794	Chr4B	25474272	25478900	-	25476586	1.0	1.0
gene:TraesCS4B03G0046200	Chr4B	17787230	17788021	+	17787625	Chr4B	25703300	25704091	+	25703695	1.0	1.0
gene:TraesCS4B03G0046300	Chr4B	17789225	17795793	-	17792509	Chr4B	25705295	25711863	-	25708579	1.0	0.999
gene:TraesCS4B03G0046500	Chr4B	17819946	17826018	+	17822982	Chr4B	25735841	25741913	+	25738877	1.0	1.0
gene:TraesCS4B03G0046900	Chr4B	18230904	18231356	+	18231130	Chr4B	26146898	26147350	+	26147124	1.0	1.0
gene:TraesCS4B03G0047700	Chr4B	18406414	18410974	+	18408694	Chr4B	26322249	26326809	+	26324529	1.0	1.0
gene:TraesCS4B03G0048600	Chr4B	18510959	18511369	+	18511164	Chr4B	26431507	26431917	+	26431712	1.0	1.0
gene:TraesCS4B03G0048900	Chr4B	18522191	18523400	+	18522795	Chr4B	26442739	26443949	+	26443344	1.0	0.999
gene:TraesCS4B03G0049000	Chr4B	18538665	18540367	-	18539516	Chr4B	26459214	26460916	-	26460065	1.0	1.0
gene:TraesCS4B03G0049100	Chr4B	18596908	18597706	-	18597307	Chr4B	26515756	26516554	-	26516155	1.0	1.0
