gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity
gene:TraesCS1D03G0103500	Chr1D	31100298	31103944	-	31102121	Chr1D	15555864	15559510	-	15557687	1.0	1.0
gene:TraesCS1D03G0103800	Chr1D	31249138	31260750	-	31254944	Chr1D	15704397	15716157	-	15710277	1.0	0.926
gene:TraesCS1D03G0103900	Chr1D	31760185	31760928	-	31760556	Chr1D	16213296	16214039	-	16213667	1.0	1.0
gene:TraesCS1D03G0104400	Chr1D	31966035	31969492	-	31967763	Chr1D	16418191	16421648	-	16419919	1.0	1.0
gene:TraesCS1D03G0104600	Chr1D	32114017	32117392	-	32115704	Chr1D	16565105	16568480	-	16566792	1.0	1.0
gene:TraesCS1D03G0104700	Chr1D	32302321	32308029	+	32305175	Chr1D	16751157	16756469	+	16753813	1.0	1.0
gene:TraesCS1D03G0105100	Chr1D	32357749	32363324	-	32360536	Chr1D	16863002	16868577	-	16865789	1.0	1.0
gene:TraesCS1D03G0105300	Chr1D	32372655	32380731	+	32376693	Chr1D	16877650	16885726	+	16881688	1.0	1.0
gene:TraesCS1D03G0105400	Chr1D	32384121	32385075	-	32384598	Chr1D	16889115	16890069	-	16889592	1.0	1.0
gene:TraesCS1D03G0106000	Chr1D	32516191	32517098	-	32516644	Chr1D	17021514	17022421	-	17021967	1.0	1.0
gene:TraesCS1D03G0106500	Chr1D	32592604	32594057	+	32593330	Chr1D	17097896	17099347	+	17098621	1.0	0.995
gene:TraesCS1D03G0107200	Chr1D	32915655	32917932	+	32916793	Chr1D	17305244	17307521	+	17306382	0.998	0.988
gene:TraesCS1D03G0107300	Chr1D	33058646	33059970	+	33059308	Chr1D	17616374	17617697	+	17617035	1.0	0.982
gene:TraesCS1D03G0108600	Chr1D	33515398	33515748	-	33515573	Chr1D	17651926	17652276	-	17652101	1.0	1.0
gene:TraesCS1D03G0108900	Chr1D	33543847	33545455	+	33544651	Chr1D	17680407	17682015	+	17681211	1.0	0.999
gene:TraesCS1D03G0110600	Chr1D	33837514	33837822	-	33837668	Chr1D	17983969	17984277	-	17984123	1.0	0.993
gene:TraesCS1D03G0111200	Chr1D	33901600	33911875	-	33906737	Chr1D	18047784	18058132	-	18052958	0.999	0.997
gene:TraesCS1D03G0113300	Chr1D	34949289	34951870	+	34950579	Chr1D	18135491	18140085	+	18137788	1.0	0.988
gene:TraesCS1D03G0113600	Chr1D	34999351	35000383	-	34999867	Chr1D	18187046	18188065	-	18187555	0.985	0.954
gene:TraesCS1D03G0113900	Chr1D	35013249	35016060	-	35014654	Chr1D	18202319	18205132	-	18203725	1.0	0.992
gene:TraesCS1D03G0114000	Chr1D	35205827	35208254	+	35207040	Chr1D	18384884	18387311	+	18386097	1.0	0.999
gene:TraesCS1D03G0115300	Chr1D	35929018	35933393	+	35931205	Chr1D	18734873	18739237	+	18737055	1.0	0.999
gene:TraesCS1D03G0115600	Chr1D	36010972	36011400	+	36011186	Chr1D	18816774	18817202	+	18816988	1.0	1.0
gene:TraesCS1D03G0116200	Chr1D	36053152	36055049	+	36054100	Chr1D	18858959	18860856	+	18859907	1.0	1.0
gene:TraesCS1D03G0116300	Chr1D	36061701	36063104	+	36062402	Chr1D	18867508	18868911	+	18868209	1.0	1.0
gene:TraesCS1D03G0116400	Chr1D	36096025	36098285	+	36097155	Chr1D	18900780	18903040	+	18901910	1.0	1.0
gene:TraesCS1D03G0116500	Chr1D	36121276	36121736	+	36121506	Chr1D	18926311	18926771	+	18926541	1.0	1.0
gene:TraesCS1D03G0116600	Chr1D	36163084	36163846	+	36163465	Chr1D	18966804	18967566	+	18967185	1.0	1.0
gene:TraesCS1D03G0116700	Chr1D	36169496	36170410	+	36169953	Chr1D	18973216	18974130	+	18973673	1.0	1.0
gene:TraesCS1D03G0117300	Chr1D	36259476	36262813	-	36261144	Chr1D	19063275	19066612	-	19064943	1.0	1.0
gene:TraesCS1D03G0118000	Chr1D	36687959	36688572	+	36688265	Chr1D	19491409	19492021	+	19491715	0.997	0.997
gene:TraesCS1D03G0118100	Chr1D	37071328	37075401	+	37073364	Chr1D	19874813	19878886	+	19876849	1.0	0.999
gene:TraesCS1D03G0118200	Chr1D	37076434	37082399	+	37079416	Chr1D	19879920	19885885	+	19882902	1.0	0.999
gene:TraesCS1D03G0118300	Chr1D	37090041	37093466	+	37091753	Chr1D	19893527	19896952	+	19895239	1.0	1.0
gene:TraesCS1D03G0118500	Chr1D	37108084	37121339	-	37114711	Chr1D	19911574	19924829	-	19918201	1.0	1.0
gene:TraesCS1D03G0118800	Chr1D	37395644	37396751	+	37396197	Chr1D	20199254	20200361	+	20199807	1.0	1.0
gene:TraesCS1D03G0119000	Chr1D	37397142	37398843	-	37397992	Chr1D	20200752	20202453	-	20201602	1.0	1.0
gene:TraesCS1D03G0119200	Chr1D	37399425	37401769	-	37400597	Chr1D	20203034	20205377	-	20204205	1.0	1.0
gene:TraesCS1D03G0119300	Chr1D	37512265	37513527	-	37512896	Chr1D	20315085	20316347	-	20315716	1.0	1.0
gene:TraesCS1D03G0119500	Chr1D	38081464	38087523	-	38084493	Chr1D	20878025	20884082	-	20881053	1.0	1.0
gene:TraesCS1D03G0119600	Chr1D	38091114	38095586	-	38093350	Chr1D	20887682	20892152	-	20889917	1.0	1.0
gene:TraesCS1D03G0119800	Chr1D	38227220	38228180	+	38227700	Chr1D	21023790	21024750	+	21024270	1.0	1.0
gene:TraesCS1D03G0119900	Chr1D	38228703	38229456	-	38229079	Chr1D	21025273	21026026	-	21025649	1.0	1.0
gene:TraesCS1D03G0121000	Chr1D	38367052	38367902	-	38367477	Chr1D	21161607	21162457	-	21162032	1.0	1.0
gene:TraesCS1D03G0121400	Chr1D	39131458	39132905	+	39132181	Chr1D	22098256	22099703	+	22098979	1.0	1.0
gene:TraesCS1D03G0121500	Chr1D	39134831	39135626	+	39135228	Chr1D	22101629	22102424	+	22102026	1.0	1.0
gene:TraesCS1D03G0121800	Chr1D	39141484	39142631	-	39142057	Chr1D	22108282	22109429	-	22108855	1.0	1.0
gene:TraesCS1D03G0121900	Chr1D	39180333	39181589	-	39180961	Chr1D	22147129	22148385	-	22147757	1.0	1.0
gene:TraesCS1D03G0122200	Chr1D	39350169	39355776	+	39352972	Chr1D	22317149	22322754	+	22319951	1.0	1.0
gene:TraesCS1D03G0122300	Chr1D	39356139	39362769	-	39359454	Chr1D	22323117	22329747	-	22326432	1.0	1.0
gene:TraesCS1D03G0122400	Chr1D	39431374	39434075	-	39432724	Chr1D	22398385	22401086	-	22399735	1.0	0.995
gene:TraesCS1D03G0122500	Chr1D	39432622	39432985	+	39432803	Chr1D	22399633	22399996	+	22399814	1.0	0.979
gene:TraesCS1D03G0122700	Chr1D	39438631	39440723	-	39439677	Chr1D	22405644	22407736	-	22406690	1.0	1.0
gene:TraesCS1D03G0122800	Chr1D	39646155	39649934	-	39648044	Chr1D	22613058	22616837	-	22614947	1.0	1.0
gene:TraesCS1D03G0123000	Chr1D	39650307	39650970	-	39650638	Chr1D	22617210	22617873	-	22617541	1.0	1.0
gene:TraesCS1D03G0122900	Chr1D	39650230	39656443	+	39653336	Chr1D	22617133	22623345	+	22620239	1.0	1.0
gene:TraesCS1D03G0123100	Chr1D	39657898	39660299	-	39659098	Chr1D	22624800	22627201	-	22626000	1.0	1.0
gene:TraesCS1D03G0123400	Chr1D	40014969	40016271	+	40015620	Chr1D	22981908	22983210	+	22982559	1.0	1.0
gene:TraesCS1D03G0123600	Chr1D	40024614	40032666	+	40028640	Chr1D	22991544	22999598	+	22995571	1.0	0.998
gene:TraesCS1D03G0123900	Chr1D	40231788	40234878	+	40233333	Chr1D	23198581	23201671	+	23200126	1.0	1.0
gene:TraesCS1D03G0124000	Chr1D	40238526	40240673	+	40239599	Chr1D	23205319	23207466	+	23206392	1.0	1.0
gene:TraesCS1D03G0124100	Chr1D	40239870	40240345	-	40240107	Chr1D	23206663	23207138	-	23206900	1.0	1.0
gene:TraesCS1D03G0124200	Chr1D	40244473	40246968	-	40245720	Chr1D	23211267	23213762	-	23212514	1.0	1.0
gene:TraesCS1D03G0124300	Chr1D	40250792	40254623	+	40252707	Chr1D	23217593	23221424	+	23219508	1.0	1.0
gene:TraesCS1D03G0124400	Chr1D	40254658	40256481	+	40255569	Chr1D	23221459	23223282	+	23222370	1.0	1.0
gene:TraesCS1D03G0124500	Chr1D	40265930	40268180	-	40267055	Chr1D	23232733	23234983	-	23233858	1.0	1.0
gene:TraesCS1D03G0124700	Chr1D	40324310	40325247	-	40324778	Chr1D	23291113	23292047	-	23291580	0.996	0.995
gene:TraesCS1D03G0124900	Chr1D	40325639	40327053	+	40326346	Chr1D	23292439	23293853	+	23293146	1.0	0.997
gene:TraesCS1D03G0125300	Chr1D	40337884	40341243	-	40339563	Chr1D	23304887	23308232	-	23306559	1.0	0.998
gene:TraesCS1D03G0125400	Chr1D	40367397	40377061	+	40372229	Chr1D	23338626	23348270	+	23343448	1.0	1.0
gene:TraesCS1D03G0125600	Chr1D	40791549	40795032	+	40793290	Chr1D	23610739	23614222	+	23612480	1.0	0.998
gene:TraesCS1D03G0125700	Chr1D	40799398	40799826	+	40799612	Chr1D	23618584	23619012	+	23618798	1.0	0.997
gene:TraesCS1D03G0125900	Chr1D	40808946	40809514	+	40809230	Chr1D	23628084	23628653	+	23628368	1.0	1.0
gene:TraesCS1D03G0126200	Chr1D	40873367	40874344	-	40873855	Chr1D	23692270	23693246	-	23692758	0.998	0.994
gene:TraesCS1D03G0126300	Chr1D	40874751	40875842	-	40875296	Chr1D	23693653	23694744	-	23694198	1.0	0.998
gene:TraesCS1D03G0126500	Chr1D	41160179	41161326	+	41160752	Chr1D	23966837	23967984	+	23967410	1.0	0.997
gene:TraesCS1D03G0126600	Chr1D	41167787	41169155	-	41168471	Chr1D	23974442	23975809	-	23975125	0.999	0.997
gene:TraesCS1D03G0126700	Chr1D	41202985	41205141	+	41204063	Chr1D	24005318	24007474	+	24006396	1.0	0.994
gene:TraesCS1D03G0126800	Chr1D	41273617	41277866	-	41275741	Chr1D	24051032	24055304	-	24053168	0.999	0.987
gene:TraesCS1D03G0127000	Chr1D	41457802	41461684	+	41459743	Chr1D	24219894	24223770	+	24221832	0.998	0.996
gene:TraesCS1D03G0127200	Chr1D	41466595	41468304	-	41467449	Chr1D	24228733	24230442	-	24229587	1.0	0.995
gene:TraesCS1D03G0127300	Chr1D	41489964	41491670	-	41490817	Chr1D	24238072	24239777	-	24238924	0.999	0.985
gene:TraesCS1D03G0127400	Chr1D	41496264	41496719	-	41496491	Chr1D	24245144	24245599	-	24245371	1.0	0.997
gene:TraesCS1D03G0127500	Chr1D	41496750	41497223	-	41496986	Chr1D	24245630	24246103	-	24245866	1.0	0.995
gene:TraesCS1D03G0127600	Chr1D	41563158	41564328	+	41563743	Chr1D	24293471	24294641	+	24294056	1.0	0.999
gene:TraesCS1D03G0127700	Chr1D	41565126	41567095	-	41566110	Chr1D	24295439	24297410	-	24296424	1.0	0.995
gene:TraesCS1D03G0127800	Chr1D	41634437	41637536	+	41635986	Chr1D	24346859	24349969	+	24348414	1.0	0.997
gene:TraesCS1D03G0128200	Chr1D	41688331	41697299	+	41692815	Chr1D	24395484	24405553	+	24400518	0.989	0.97
gene:TraesCS1D03G0128700	Chr1D	41816067	41820593	+	41818330	Chr1D	24505792	24510315	+	24508053	1.0	0.997
gene:TraesCS1D03G0128800	Chr1D	41826629	41828018	-	41827323	Chr1D	24535843	24537232	-	24536537	1.0	0.996
gene:TraesCS1D03G0129100	Chr1D	42193445	42198068	-	42195756	Chr1D	24919606	24924229	-	24921917	1.0	0.999
gene:TraesCS1D03G0129800	Chr1D	42693277	42695625	+	42694451	Chr1D	25467413	25469763	+	25468588	1.0	0.994
gene:TraesCS1D03G0130100	Chr1D	42771766	42776241	-	42774003	Chr1D	25615146	25619617	-	25617381	0.996	0.991
gene:TraesCS1D03G0130200	Chr1D	42846769	42852250	+	42849509	Chr1D	25695035	25700493	+	25697764	0.992	0.985
gene:TraesCS1D03G0130300	Chr1D	42852418	42854132	-	42853275	Chr1D	25700661	25702385	-	25701523	0.996	0.981
gene:TraesCS1D03G0130500	Chr1D	42902567	42903994	-	42903280	Chr1D	25709043	25710470	-	25709756	1.0	0.995
gene:TraesCS1D03G0130600	Chr1D	43067996	43070350	-	43069173	Chr1D	25863696	25866050	-	25864873	1.0	0.997
gene:TraesCS1D03G0131000	Chr1D	43145190	43146014	+	43145602	Chr1D	25910552	25911364	+	25910958	0.985	0.933
gene:TraesCS1D03G0131500	Chr1D	43334141	43334950	+	43334545	Chr1D	25945282	25946091	+	25945686	1.0	0.995
gene:TraesCS1D03G0131800	Chr1D	43497907	43499982	+	43498944	Chr1D	26028317	26030399	-	26029358	0.997	0.993
gene:TraesCS1D03G0131900	Chr1D	43694943	43696851	-	43695897	Chr1D	26178458	26180366	-	26179412	1.0	0.987
gene:TraesCS1D03G0132000	Chr1D	43773775	43777733	-	43775754	Chr1D	26257307	26261270	-	26259288	1.0	0.996
gene:TraesCS1D03G0132200	Chr1D	44051921	44054122	-	44053021	Chr1D	26526812	26529011	-	26527911	0.998	0.995
gene:TraesCS1D03G0132300	Chr1D	44195270	44197533	-	44196401	Chr1D	26665719	26667995	-	26666857	1.0	0.991
gene:TraesCS1D03G0132500	Chr1D	44214698	44218140	-	44216419	Chr1D	26720332	26723753	-	26722042	0.983	0.966
gene:TraesCS1D03G0132800	Chr1D	44416336	44421255	-	44418795	Chr1D	26880713	26885639	-	26883176	0.999	0.997
gene:TraesCS1D03G0132900	Chr1D	44475324	44476701	-	44476012	Chr1D	26900202	26901582	-	26900892	1.0	0.99
gene:TraesCS1D03G0133300	Chr1D	44500039	44501114	+	44500576	Chr1D	26959162	26960175	+	26959668	0.942	0.924
gene:TraesCS1D03G0133500	Chr1D	44506899	44509075	+	44507987	Chr1D	26964023	26966199	+	26965111	1.0	0.998
gene:TraesCS1D03G0133600	Chr1D	44626457	44630944	+	44628700	Chr1D	27094152	27098634	+	27096393	0.996	0.981
gene:TraesCS1D03G0133700	Chr1D	44656425	44658917	+	44657671	Chr1D	27116655	27119182	+	27117918	0.989	0.954
gene:TraesCS1D03G0133800	Chr1D	44662646	44664397	-	44663521	Chr1D	27158459	27160249	-	27159354	1.0	0.963
gene:TraesCS1D03G0133900	Chr1D	44672371	44673276	+	44672823	Chr1D	27168096	27169001	+	27168548	1.0	1.0
gene:TraesCS1D03G0134200	Chr1D	44728660	44729645	+	44729152	Chr1D	27235741	27236725	+	27236233	1.0	0.995
gene:TraesCS1D03G0134300	Chr1D	44732191	44733257	+	44732724	Chr1D	27239262	27240348	+	27239805	1.0	0.997
gene:TraesCS1D03G0134500	Chr1D	44774193	44775024	+	44774608	Chr1D	27284777	27285608	+	27285192	1.0	0.996
gene:TraesCS1D03G0134700	Chr1D	44820577	44821289	+	44820933	Chr1D	27325414	27326104	+	27325759	1.0	0.959
gene:TraesCS1D03G0134800	Chr1D	44895131	44912421	-	44903776	Chr1D	27379241	27389400	-	27384320	0.998	0.992
gene:TraesCS1D03G0136400	Chr1D	45285664	45286685	+	45286174	Chr1D	27589302	27590329	+	27589815	1.0	0.979
gene:TraesCS1D03G0136500	Chr1D	45357872	45358750	+	45358311	Chr1D	27675141	27676021	+	27675581	0.998	0.985
gene:TraesCS1D03G0137300	Chr1D	45726358	45738105	-	45732231	Chr1D	27997508	28009237	-	28003372	1.0	0.968
gene:TraesCS1D03G0137400	Chr1D	45785340	45789972	+	45787656	Chr1D	28051362	28056031	+	28053696	0.998	0.988
gene:TraesCS1D03G0138200	Chr1D	45870980	45871638	-	45871309	Chr1D	28129390	28130048	-	28129719	1.0	0.996
gene:TraesCS1D03G0138400	Chr1D	46147985	46151923	+	46149954	Chr1D	28416489	28420508	+	28418498	0.998	0.977
gene:TraesCS1D03G0138600	Chr1D	46204333	46205572	-	46204952	Chr1D	28480777	28482058	-	28481417	1.0	0.955
gene:TraesCS1D03G0140200	Chr1D	46344075	46352037	+	46348056	Chr1D	28650649	28658580	+	28654614	0.999	0.992
gene:TraesCS1D03G0140600	Chr1D	46375977	46376605	+	46376291	Chr1D	28681159	28681787	+	28681473	1.0	0.989
gene:TraesCS1D03G0140700	Chr1D	46892846	46893671	+	46893258	Chr1D	29177884	29178708	+	29178296	0.998	0.983
gene:TraesCS1D03G0141200	Chr1D	47342099	47342844	+	47342471	Chr1D	29538136	29538884	+	29538510	1.0	0.981
gene:TraesCS1D03G0141300	Chr1D	47377350	47377736	+	47377543	Chr1D	29578404	29578789	+	29578596	0.997	0.984
gene:TraesCS1D03G0141800	Chr1D	47707171	47708987	-	47708079	Chr1D	29746949	29748794	-	29747871	0.997	0.938
gene:TraesCS1D03G0141900	Chr1D	47709108	47713001	+	47711054	Chr1D	29748915	29752819	+	29750867	1.0	0.997
gene:TraesCS1D03G0142000	Chr1D	47713932	47717768	-	47715850	Chr1D	29753753	29757582	-	29755667	0.998	0.992
gene:TraesCS1D03G0142700	Chr1D	48314788	48315550	-	48315169	Chr1D	31770377	31771138	-	31770757	1.0	0.977
gene:TraesCS1D03G0143400	Chr1D	48720874	48727010	+	48723942	Chr1D	32014458	32020595	+	32017526	0.999	0.993
gene:TraesCS1D03G0143800	Chr1D	49329127	49331051	+	49330089	Chr1D	32541047	32542973	+	32542010	0.997	0.99
gene:TraesCS1D03G0144300	Chr1D	49412628	49416448	-	49414538	Chr1D	32634940	32638752	-	32636846	0.994	0.989
gene:TraesCS1D03G0144700	Chr1D	49554163	49555858	+	49555010	Chr1D	32792343	32794016	+	32793179	0.986	0.982
gene:TraesCS1D03G0144900	Chr1D	49565839	49567901	-	49566870	Chr1D	32806253	32807853	-	32807053	0.973	0.971
gene:TraesCS1D03G0145300	Chr1D	49622017	49627540	-	49624778	Chr1D	32873974	32879523	-	32876748	1.0	0.991
gene:TraesCS1D03G0145400	Chr1D	49671147	49678193	-	49674670	Chr1D	32967343	32974345	-	32970844	1.0	0.994
gene:TraesCS1D03G0145500	Chr1D	49680946	49691282	-	49686114	Chr1D	32977102	32987475	-	32982288	1.0	0.995
gene:TraesCS1D03G0145900	Chr1D	49858383	49861884	-	49860133	Chr1D	33127071	33130537	-	33128804	0.971	0.967
gene:TraesCS1D03G0146100	Chr1D	49870537	49871421	-	49870979	Chr1D	33137774	33138658	-	33138216	1.0	0.994
gene:TraesCS1D03G0146900	Chr1D	50147870	50150962	-	50149416	Chr1D	33400708	33403800	-	33402254	1.0	0.998
gene:TraesCS1D03G0147100	Chr1D	50538150	50546272	-	50542211	Chr1D	33651934	33660058	-	33655996	1.0	0.995
gene:TraesCS1D03G0147200	Chr1D	50549085	50552220	-	50550652	Chr1D	33662867	33665999	-	33664433	0.998	0.995
gene:TraesCS1D03G0297100	Chr1D	133280660	133291115	+	133285887	Chr1D	90619151	90629606	+	90624378	1.0	1.0
gene:TraesCS1D03G0297200	Chr1D	133608276	133615233	+	133611754	Chr1D	90945587	90952355	+	90948971	0.999	0.999
gene:TraesCS1D03G0297500	Chr1D	134143174	134148640	+	134145907	Chr1D	91477744	91483201	+	91480472	0.998	0.998
gene:TraesCS1D03G0297700	Chr1D	134285239	134290026	+	134287632	Chr1D	91618877	91623664	+	91621270	1.0	1.0
gene:TraesCS1D03G0297900	Chr1D	134409978	134410625	-	134410301	Chr1D	91743646	91744293	-	91743969	1.0	1.0
gene:TraesCS1D03G0298400	Chr1D	135201366	135208932	+	135205149	Chr1D	92531716	92539274	+	92535495	1.0	0.998
gene:TraesCS1D03G0298700	Chr1D	135846186	135853790	-	135849988	Chr1D	93218129	93225732	-	93221930	1.0	0.999
gene:TraesCS1D03G0298800	Chr1D	136550251	136556256	+	136553253	Chr1D	93922166	93928171	+	93925168	1.0	1.0
gene:TraesCS1D03G0298900	Chr1D	136931283	136942336	+	136936809	Chr1D	94303234	94314287	+	94308760	1.0	1.0
gene:TraesCS1D03G0299200	Chr1D	137661163	137665552	+	137663357	Chr1D	95028435	95032824	+	95030629	1.0	1.0
gene:TraesCS1D03G0299300	Chr1D	137667876	137669798	+	137668837	Chr1D	95035148	95037070	+	95036109	1.0	1.0
gene:TraesCS1D03G0299600	Chr1D	138370096	138370641	+	138370368	Chr1D	95739942	95740487	+	95740214	1.0	1.0
gene:TraesCS1D03G0300000	Chr1D	138700651	138701688	+	138701169	Chr1D	96068388	96069425	+	96068906	1.0	1.0
gene:TraesCS1D03G0300400	Chr1D	139922518	139924867	-	139923692	Chr1D	97281238	97283587	-	97282412	1.0	1.0
gene:TraesCS1D03G0300500	Chr1D	140036835	140047038	+	140041936	Chr1D	97395476	97405351	+	97400413	1.0	1.0
gene:TraesCS1D03G0301000	Chr1D	140401508	140401777	+	140401642	Chr1D	97755336	97755605	+	97755470	1.0	1.0
