gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_IAAS_tgt_chr	CS_IAAS_tgt_start	CS_IAAS_tgt_end	CS_IAAS_tgt_strand	CS_IAAS_tgt_midpoint	CS_IAAS_coverage	CS_IAAS_identity	segment
gene:TraesCS3D02G008800	Chr3D	3030336	3032753	-	3031544	Chr3D	1516901	1519318	+	1518109	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G008900	Chr3D	3040757	3042971	-	3041864	Chr3D	1506680	1508894	+	1507787	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G009000	Chr3D	3072536	3075692	-	3074114	Chr3D	1473959	1477115	+	1475537	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G009100	Chr3D	3083659	3085963	-	3084811	Chr3D	1463688	1465992	+	1464840	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G009200	Chr3D	3087876	3089485	-	3088680	Chr3D	1460166	1461775	+	1460970	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G009300	Chr3D	3096999	3099806	-	3098402	Chr3D	1450575	1453382	+	1451978	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G009400	Chr3D	3196435	3199383	-	3197909	Chr3D	1351836	1354784	+	1353310	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G009500	Chr3D	3222057	3224575	-	3223316	Chr3D	1326579	1329097	+	1327838	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G009600	Chr3D	3232378	3240214	-	3236296	Chr3D	1311306	1319142	+	1315224	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G009700	Chr3D	3293500	3295229	-	3294364	Chr3D	1256974	1258703	+	1257838	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G009800	Chr3D	3297116	3301879	+	3299497	Chr3D	1250324	1255087	-	1252705	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G009900	Chr3D	3335586	3338459	+	3337022	Chr3D	1213892	1216765	-	1215328	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G010000	Chr3D	3545473	3550073	+	3547773	Chr3D	1004787	1009387	-	1007087	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G010100	Chr3D	3562690	3566990	-	3564840	Chr3D	988314	992614	+	990464	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G010200	Chr3D	3619683	3620018	-	3619850	Chr3D	935272	935607	+	935439	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G010300	Chr3D	3627209	3632324	-	3629766	Chr3D	922966	928081	+	925523	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G010400	Chr3D	3769975	3773550	+	3771762	Chr3D	747379	750954	+	749166	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G010500	Chr3D	3822452	3826397	-	3824424	Chr3D	799152	803097	-	801124	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G219600	Chr3D	299590798	299598189	+	299594493	Chr3D	340126158	340133549	-	340129853	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G219700	Chr3D	299599159	299603171	-	299601165	Chr3D	340121176	340125188	+	340123182	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G219800	Chr3D	299745268	299745435	+	299745351	Chr3D	339979458	339979625	-	339979541	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G219900	Chr3D	299906753	299911433	+	299909093	Chr3D	339814118	339818607	-	339816362	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G220000	Chr3D	299925063	299926866	-	299925964	Chr3D	339798685	339800488	+	339799586	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G220100	Chr3D	300500316	300503814	+	300502065	Chr3D	339225454	339228952	-	339227203	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G220200	Chr3D	300569364	300572057	-	300570710	Chr3D	339157579	339160272	+	339158925	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G220300	Chr3D	300681002	300681616	-	300681309	Chr3D	339050124	339050738	+	339050431	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G220400	Chr3D	300771403	300778028	+	300774715	Chr3D	338954350	338960975	-	338957662	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G220500	Chr3D	301221826	301224439	+	301223132	Chr3D	338509462	338512075	-	338510768	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G220600	Chr3D	301346354	301346716	-	301346535	Chr3D	338387398	338387760	+	338387579	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G220700	Chr3D	301413149	301414692	+	301413920	Chr3D	338319422	338320965	-	338320193	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G220800	Chr3D	301420590	301421316	-	301420953	Chr3D	338312798	338313524	+	338313161	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G220900	Chr3D	301439851	301445562	-	301442706	Chr3D	338289101	338294812	+	338291956	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G221000	Chr3D	301577743	301578132	-	301577937	Chr3D	338157845	338158234	+	338158039	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G221100	Chr3D	301580319	301585399	-	301582859	Chr3D	338150578	338155658	+	338153118	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G221200	Chr3D	301737958	301739520	-	301738739	Chr3D	337997189	337998751	+	337997970	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G221300	Chr3D	301771546	301771770	-	301771658	Chr3D	337964939	337965163	+	337965051	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G221400	Chr3D	301848150	301850299	-	301849224	Chr3D	337886609	337888758	+	337887683	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G221500	Chr3D	301850549	301851225	+	301850887	Chr3D	337885683	337886359	-	337886021	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G221600	Chr3D	301891054	301893853	-	301892453	Chr3D	337843055	337845854	+	337844454	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G221700	Chr3D	301965173	301974102	+	301969637	Chr3D	337754091	337762787	-	337758439	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G221800	Chr3D	302265712	302269532	+	302267622	Chr3D	337460411	337464231	-	337462321	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G221900	Chr3D	302847012	302850301	-	302848656	Chr3D	336886328	336889617	+	336887972	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G222000	Chr3D	302924950	302936272	+	302930611	Chr3D	336800292	336811614	-	336805953	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G222100	Chr3D	302947256	302948128	+	302947692	Chr3D	336788436	336789308	-	336788872	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G222300	Chr3D	303397605	303398135	+	303397870	Chr3D	336343116	336343646	-	336343381	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G222200	Chr3D	303397064	303407470	-	303402267	Chr3D	336334129	336344187	+	336339158	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G222400	Chr3D	303462614	303466351	-	303464482	Chr3D	336275248	336278985	+	336277116	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G222500	Chr3D	303480581	303481608	-	303481094	Chr3D	336259991	336261018	+	336260504	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G222600	Chr3D	303577161	303583155	+	303580158	Chr3D	336158904	336164898	-	336161901	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G222700	Chr3D	303583689	303587768	-	303585728	Chr3D	336154669	336158370	+	336156519	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G222800	Chr3D	303590420	303594592	-	303592506	Chr3D	336148073	336152245	+	336150159	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G222900	Chr3D	303787559	303796776	+	303792167	Chr3D	335947058	335956275	-	335951666	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G223000	Chr3D	304025020	304028331	+	304026675	Chr3D	335716754	335720065	-	335718409	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G223100	Chr3D	304027932	304030338	-	304029135	Chr3D	335714747	335717153	+	335715950	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G223200	Chr3D	304031533	304034891	-	304033212	Chr3D	335710194	335713552	+	335711873	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G223300	Chr3D	304327703	304335024	-	304331363	Chr3D	335413245	335420566	+	335416905	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G223400	Chr3D	304909518	304910252	-	304909885	Chr3D	334841330	334842064	+	334841697	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G223500	Chr3D	305245060	305252405	+	305248732	Chr3D	334501956	334508980	-	334505468	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G223600	Chr3D	305317312	305318783	-	305318047	Chr3D	334435837	334437308	+	334436572	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G223700	Chr3D	305322111	305322951	+	305322531	Chr3D	334431669	334432509	-	334432089	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G223800	Chr3D	305446061	305450658	+	305448359	Chr3D	334308367	334312964	-	334310665	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G223900	Chr3D	305452677	305456655	-	305454666	Chr3D	334302585	334306348	+	334304466	0.995	0.995	rearrangement:Chr3D_block3
gene:TraesCS3D02G224000	Chr3D	305579562	305581649	+	305580605	Chr3D	334180471	334182558	-	334181514	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G224100	Chr3D	305622169	305623117	+	305622643	Chr3D	334139309	334140257	-	334139783	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G224200	Chr3D	305627763	305633311	-	305630537	Chr3D	334129115	334134663	+	334131889	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G224300	Chr3D	305654403	305656632	-	305655517	Chr3D	334105719	334107948	+	334106833	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G224400	Chr3D	305745483	305747385	+	305746434	Chr3D	334017629	334019531	-	334018580	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G224500	Chr3D	305860513	305876552	+	305868532	Chr3D	333889598	333905410	-	333897504	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G224600	Chr3D	305876136	305877848	-	305876992	Chr3D	333888302	333890014	+	333889158	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G224700	Chr3D	305879964	305882391	-	305881177	Chr3D	333883759	333886186	+	333884972	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G224800	Chr3D	305891339	305892252	+	305891795	Chr3D	333874241	333875154	-	333874697	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G224900	Chr3D	306016911	306017621	+	306017266	Chr3D	333749709	333750419	-	333750064	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G225000	Chr3D	306024273	306030442	-	306027357	Chr3D	333737108	333743277	+	333740192	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G225100	Chr3D	306073244	306073932	-	306073588	Chr3D	333689813	333690501	+	333690157	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G225200	Chr3D	306080604	306086324	-	306083464	Chr3D	333677421	333683141	+	333680281	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G225300	Chr3D	306498107	306511877	-	306504992	Chr3D	333253786	333267332	+	333260559	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G225400	Chr3D	306516874	306518299	-	306517586	Chr3D	333247364	333248789	+	333248076	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G225500	Chr3D	306736170	306741204	-	306738687	Chr3D	333025305	333030339	+	333027822	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G225600	Chr3D	307226730	307233549	+	307230139	Chr3D	332536975	332543794	-	332540384	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G225700	Chr3D	307234068	307239570	-	307236819	Chr3D	332530954	332536456	+	332533705	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G225800	Chr3D	307567038	307570090	-	307568564	Chr3D	332201036	332204088	+	332202562	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G225900	Chr3D	307794131	307796298	-	307795214	Chr3D	331975122	331977289	+	331976205	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G226000	Chr3D	307832909	307837922	-	307835415	Chr3D	331934039	331939052	+	331936545	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G226100	Chr3D	307879853	307882865	+	307881359	Chr3D	331889319	331892331	-	331890825	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G226200	Chr3D	307939236	307941388	-	307940312	Chr3D	331832027	331834179	+	331833103	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G226300	Chr3D	308056972	308059350	-	308058161	Chr3D	331715075	331717453	+	331716264	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G226400	Chr3D	308264190	308264822	+	308264506	Chr3D	331511336	331511968	-	331511652	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G226500	Chr3D	308265270	308276424	-	308270847	Chr3D	331499734	331510888	+	331505311	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G226600	Chr3D	308525593	308526974	-	308526283	Chr3D	331249680	331251061	+	331250370	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G226700	Chr3D	308557401	308557643	-	308557522	Chr3D	331219011	331219253	+	331219132	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G226800	Chr3D	308558143	308559645	-	308558894	Chr3D	331217009	331218511	+	331217760	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G226900	Chr3D	308565015	308566409	-	308565712	Chr3D	331210245	331211639	+	331210942	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G227000	Chr3D	308581646	308583767	+	308582706	Chr3D	331193212	331195333	-	331194272	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G227100	Chr3D	308739021	308740254	+	308739637	Chr3D	331037776	331039009	-	331038392	1.0	1.0	rearrangement:Chr3D_block3
gene:TraesCS3D02G231700	Chr3D	317550902	317555560	+	317553231	Chr3D	322260378	322265036	-	322262707	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D02G231800	Chr3D	317554200	317558891	-	317556545	Chr3D	322257047	322261738	+	322259392	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D02G231900	Chr3D	318505556	318511650	+	318508603	Chr3D	321310869	321316963	-	321313916	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D02G232100	Chr3D	318571967	318575020	-	318573493	Chr3D	321248241	321251294	+	321249767	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D02G232200	Chr3D	318769613	318771111	-	318770362	Chr3D	321053547	321055045	+	321054296	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D02G232300	Chr3D	319517723	319521926	+	319519824	Chr3D	320306982	320311185	-	320309083	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D02G232400	Chr3D	319831968	319858558	+	319845263	Chr3D	319973841	320000041	-	319986941	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D02G232500	Chr3D	319865025	319866452	+	319865738	Chr3D	319966438	319967865	-	319967151	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D02G232600	Chr3D	320427249	320431656	+	320429452	Chr3D	319406516	319410923	-	319408719	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D02G232700	Chr3D	320505176	320506964	+	320506070	Chr3D	319332595	319334383	-	319333489	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D02G232800	Chr3D	320634528	320638890	-	320636709	Chr3D	319201165	319205527	+	319203346	1.0	0.997	rearrangement:Chr3D_block2
gene:TraesCS3D02G233000	Chr3D	320835243	320840816	-	320838029	Chr3D	319000793	319006366	+	319003579	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D02G233100	Chr3D	321718979	321719932	+	321719455	Chr3D	318128705	318129658	-	318129181	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D02G233200	Chr3D	321869369	321873110	+	321871239	Chr3D	317970203	317973944	-	317972073	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D02G233300	Chr3D	321873197	321875661	-	321874429	Chr3D	317967652	317970116	+	317968884	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D02G233400	Chr3D	321882987	321888516	-	321885751	Chr3D	317955011	317960326	+	317957668	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D02G233600	Chr3D	322063891	322067192	+	322065541	Chr3D	317776566	317779867	-	317778216	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D02G233700	Chr3D	322068388	322071276	+	322069832	Chr3D	317772482	317775370	-	317773926	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D02G233800	Chr3D	322074952	322075820	+	322075386	Chr3D	317767938	317768806	-	317768372	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D02G233900	Chr3D	322433757	322440159	+	322436958	Chr3D	317406082	317412484	-	317409283	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D02G234000	Chr3D	322708979	322711485	+	322710232	Chr3D	317136625	317139131	-	317137878	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D02G234100	Chr3D	323084175	323087720	-	323085947	Chr3D	316771183	316774505	+	316772844	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D02G234200	Chr3D	323149098	323156949	+	323153023	Chr3D	316702410	316710261	-	316706335	1.0	0.993	rearrangement:Chr3D_block2
gene:TraesCS3D02G234300	Chr3D	323256474	323264511	+	323260492	Chr3D	316595066	316603103	-	316599084	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D02G234400	Chr3D	323327122	323334634	+	323330878	Chr3D	316525491	316533003	-	316529247	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D02G234500	Chr3D	323692415	323699351	+	323695883	Chr3D	316162814	316169750	-	316166282	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D02G234600	Chr3D	323718584	323720938	-	323719761	Chr3D	316142317	316144671	+	316143494	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D02G234700	Chr3D	324304837	324320279	+	324312558	Chr3D	315546816	315562258	-	315554537	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D02G000100	Chr3D	325619	325987	-	325803	Chr3D	4216263	4216631	+	4216447	1.0	1.0	collinear
gene:TraesCS3D02G000200	Chr3D	328329	328952	+	328640	Chr3D	4213298	4213921	-	4213609	1.0	1.0	collinear
gene:TraesCS3D02G000300	Chr3D	334518	335729	+	335123	Chr3D	4206521	4207732	-	4207126	1.0	1.0	collinear
gene:TraesCS3D02G000400	Chr3D	356416	357339	-	356877	Chr3D	4184911	4185834	+	4185372	1.0	1.0	collinear
gene:TraesCS3D02G000500	Chr3D	390450	391973	-	391211	Chr3D	4150668	4152191	+	4151429	1.0	1.0	collinear
gene:TraesCS3D02G000600	Chr3D	476642	477785	-	477213	Chr3D	4053019	4054162	+	4053590	1.0	1.0	collinear
gene:TraesCS3D02G000700	Chr3D	478316	479781	-	479048	Chr3D	4051197	4052662	+	4051929	1.0	1.0	collinear
gene:TraesCS3D02G000800	Chr3D	494126	496511	+	495318	Chr3D	4034467	4036852	-	4035659	1.0	1.0	collinear
gene:TraesCS3D02G000900	Chr3D	507597	508251	-	507924	Chr3D	4023294	4023948	+	4023621	1.0	1.0	collinear
gene:TraesCS3D02G001000	Chr3D	640906	641478	+	641192	Chr3D	3881629	3882201	-	3881915	1.0	1.0	collinear
gene:TraesCS3D02G001100	Chr3D	641506	643820	+	642663	Chr3D	3879287	3881601	-	3880444	1.0	1.0	collinear
gene:TraesCS3D02G001200	Chr3D	686714	687105	-	686909	Chr3D	3836397	3836788	+	3836592	1.0	1.0	collinear
gene:TraesCS3D02G001300	Chr3D	692296	698366	-	695331	Chr3D	3825136	3831206	+	3828171	1.0	1.0	collinear
gene:TraesCS3D02G001400	Chr3D	707880	709355	+	708617	Chr3D	3814363	3815838	-	3815100	1.0	1.0	collinear
gene:TraesCS3D02G001500	Chr3D	770364	773698	+	772031	Chr3D	3750345	3753679	-	3752012	1.0	1.0	collinear
gene:TraesCS3D02G001600	Chr3D	774041	778387	-	776214	Chr3D	3745656	3750002	+	3747829	1.0	1.0	collinear
gene:TraesCS3D02G001700	Chr3D	843836	846634	-	845235	Chr3D	3678243	3681041	+	3679642	1.0	1.0	collinear
gene:TraesCS3D02G001800	Chr3D	853402	855095	+	854248	Chr3D	3669782	3671475	-	3670628	1.0	1.0	collinear
gene:TraesCS3D02G001900	Chr3D	865996	870567	-	868281	Chr3D	3654310	3658881	+	3656595	1.0	1.0	collinear
gene:TraesCS3D02G002000	Chr3D	925863	930264	-	928063	Chr3D	3594694	3599095	+	3596894	1.0	1.0	collinear
gene:TraesCS3D02G002100	Chr3D	950970	952775	+	951872	Chr3D	3572624	3574429	-	3573526	1.0	1.0	collinear
gene:TraesCS3D02G002200	Chr3D	1016389	1018081	-	1017235	Chr3D	3508434	3510126	+	3509280	1.0	1.0	collinear
gene:TraesCS3D02G002300	Chr3D	1109698	1110822	+	1110260	Chr3D	3416427	3417551	-	3416989	1.0	1.0	collinear
gene:TraesCS3D02G002400	Chr3D	1112780	1122933	+	1117856	Chr3D	3404537	3414469	-	3409503	1.0	1.0	collinear
gene:TraesCS3D02G002500	Chr3D	1138991	1145797	-	1142394	Chr3D	3381687	3388493	+	3385090	1.0	1.0	collinear
gene:TraesCS3D02G002600	Chr3D	1195709	1196983	-	1196346	Chr3D	3330658	3331932	+	3331295	1.0	1.0	collinear
gene:TraesCS3D02G002700	Chr3D	1252991	1257142	-	1255066	Chr3D	3271979	3275905	+	3273942	1.0	1.0	collinear
gene:TraesCS3D02G002800	Chr3D	1263500	1272210	+	1267855	Chr3D	3256911	3265621	-	3261266	1.0	1.0	collinear
gene:TraesCS3D02G002900	Chr3D	1279421	1281425	+	1280423	Chr3D	3247696	3249700	-	3248698	1.0	1.0	collinear
gene:TraesCS3D02G003000	Chr3D	1296966	1297936	-	1297451	Chr3D	3231185	3232155	+	3231670	1.0	1.0	collinear
gene:TraesCS3D02G003100	Chr3D	1314751	1316071	-	1315411	Chr3D	3213705	3215025	+	3214365	1.0	1.0	collinear
gene:TraesCS3D02G003200	Chr3D	1337527	1339579	+	1338553	Chr3D	3190788	3192840	-	3191814	1.0	1.0	collinear
gene:TraesCS3D02G003300	Chr3D	1345628	1347413	-	1346520	Chr3D	3182954	3184739	+	3183846	1.0	1.0	collinear
gene:TraesCS3D02G003400	Chr3D	1496410	1498407	-	1497408	Chr3D	3028623	3030620	+	3029621	1.0	1.0	collinear
gene:TraesCS3D02G003500	Chr3D	1602462	1602965	-	1602713	Chr3D	2925112	2925615	+	2925363	1.0	1.0	collinear
gene:TraesCS3D02G003600	Chr3D	1606509	1608807	-	1607658	Chr3D	2919270	2921568	+	2920419	1.0	1.0	collinear
gene:TraesCS3D02G003700	Chr3D	1634040	1636188	-	1635114	Chr3D	2892412	2894560	+	2893486	1.0	1.0	collinear
gene:TraesCS3D02G003800	Chr3D	1638722	1640647	-	1639684	Chr3D	2887953	2889878	+	2888915	1.0	1.0	collinear
gene:TraesCS3D02G003900	Chr3D	1655945	1659437	+	1657691	Chr3D	2869163	2872655	-	2870909	1.0	1.0	collinear
gene:TraesCS3D02G004100	Chr3D	1733084	1736612	-	1734848	Chr3D	2793199	2796727	+	2794963	1.0	1.0	collinear
gene:TraesCS3D02G004200	Chr3D	1743755	1745410	+	1744582	Chr3D	2784401	2786056	-	2785228	1.0	1.0	collinear
gene:TraesCS3D02G004300	Chr3D	1748596	1750441	+	1749518	Chr3D	2779370	2781215	-	2780292	1.0	1.0	collinear
gene:TraesCS3D02G004400	Chr3D	1761567	1762730	-	1762148	Chr3D	2767289	2768452	+	2767870	1.0	1.0	collinear
gene:TraesCS3D02G004500	Chr3D	1765787	1771755	-	1768771	Chr3D	2759446	2764232	+	2761839	0.911	0.911	collinear
gene:TraesCS3D02G004600	Chr3D	1845275	1846487	+	1845881	Chr3D	2684604	2685816	-	2685210	1.0	1.0	collinear
gene:TraesCS3D02G004700	Chr3D	1872134	1873688	-	1872911	Chr3D	2657856	2659410	+	2658633	1.0	1.0	collinear
gene:TraesCS3D02G004800	Chr3D	1882953	1883660	+	1883306	Chr3D	2648128	2648835	-	2648481	1.0	1.0	collinear
gene:TraesCS3D02G004900	Chr3D	1889301	1890762	+	1890031	Chr3D	2641026	2642487	-	2641756	1.0	1.0	collinear
gene:TraesCS3D02G005000	Chr3D	1914844	1922686	-	1918765	Chr3D	2609464	2617306	+	2613385	1.0	1.0	collinear
gene:TraesCS3D02G005100	Chr3D	1991299	1993207	-	1992253	Chr3D	2541272	2543180	+	2542226	1.0	1.0	collinear
gene:TraesCS3D02G005200	Chr3D	2044496	2045103	-	2044799	Chr3D	2490430	2491037	+	2490733	1.0	1.0	collinear
