gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	tgt_chr	tgt_start	tgt_end	tgt_strand	tgt_midpoint	coverage	identity	segment
gene:TraesCS1B03G0017600	Chr1B	5044270	5049090	-	5046680	Chr1B	1072869	1077689	-	1075279	1.0	0.999	collinear
gene:TraesCS1B03G0017700	Chr1B	5053269	5054727	-	5053998	Chr1B	1081868	1083328	-	1082598	1.0	0.959	collinear
gene:TraesCS1B03G0019400	Chr1B	5421666	5422574	+	5422120	Chr1B	1953702	1954610	+	1954156	1.0	0.997	collinear
gene:TraesCS1B03G0019700	Chr1B	5447750	5448643	-	5448196	Chr1B	1995546	1996439	+	1995992	1.0	0.979	collinear
gene:TraesCS1B03G0019800	Chr1B	5459628	5460581	-	5460104	Chr1B	1979365	1980319	+	1979842	1.0	0.978	collinear
gene:TraesCS1B03G0020100	Chr1B	5554624	5555675	+	5555149	Chr1B	2207945	2208987	+	2208466	0.945	0.902	collinear
gene:TraesCS1B03G0020500	Chr1B	5592386	5593420	+	5592903	Chr1B	2245580	2246560	+	2246070	0.947	0.947	collinear
gene:TraesCS1B03G0020600	Chr1B	5597356	5598231	+	5597793	Chr1B	2250496	2251371	+	2250933	1.0	1.0	collinear
gene:TraesCS1B03G0020700	Chr1B	5612307	5615571	+	5613939	Chr1B	2265635	2268899	+	2267267	1.0	0.999	collinear
gene:TraesCS1B03G0020800	Chr1B	5614684	5615030	-	5614857	Chr1B	2268012	2268358	-	2268185	1.0	1.0	collinear
gene:TraesCS1B03G0021000	Chr1B	5630788	5631399	+	5631093	Chr1B	2284121	2284732	+	2284426	1.0	0.998	collinear
gene:TraesCS1B03G0021200	Chr1B	5632568	5632786	+	5632677	Chr1B	2285900	2286118	+	2286009	1.0	0.995	collinear
gene:TraesCS1B03G0021800	Chr1B	5836360	5836629	-	5836494	Chr1B	2449797	2450057	-	2449927	0.966	0.955	collinear
gene:TraesCS1B03G0022400	Chr1B	5964797	5965380	+	5965088	Chr1B	2663998	2664581	+	2664289	1.0	0.998	collinear
gene:TraesCS1B03G0022500	Chr1B	5974704	5975771	-	5975237	Chr1B	2673693	2674760	-	2674226	1.0	0.998	collinear
gene:TraesCS1B03G0022700	Chr1B	6140520	6141605	-	6141062	Chr1B	2852717	2853754	-	2853235	0.955	0.95	collinear
gene:TraesCS1B03G0022900	Chr1B	6149955	6153835	+	6151895	Chr1B	2861697	2865577	+	2863637	1.0	0.998	collinear
gene:TraesCS1B03G0023100	Chr1B	6212886	6215721	-	6214303	Chr1B	2923630	2926465	-	2925047	1.0	0.997	collinear
gene:TraesCS1B03G0023400	Chr1B	6304315	6310761	+	6307538	Chr1B	3014918	3021364	+	3018141	1.0	0.999	collinear
gene:TraesCS1B03G0023700	Chr1B	6401330	6404169	+	6402749	Chr1B	3103410	3106248	+	3104829	0.999	0.994	collinear
gene:TraesCS1B03G0023900	Chr1B	6437755	6442448	+	6440101	Chr1B	3156894	3161582	+	3159238	0.998	0.997	collinear
gene:TraesCS1B03G0024300	Chr1B	6511056	6516590	+	6513823	Chr1B	3222680	3228212	+	3225446	1.0	0.999	collinear
gene:TraesCS1B03G0024400	Chr1B	6520803	6523974	+	6522388	Chr1B	3232454	3235625	+	3234039	1.0	0.993	collinear
gene:TraesCS1B03G0024500	Chr1B	6550417	6551283	+	6550850	Chr1B	3566401	3567267	+	3566834	1.0	0.99	collinear
gene:TraesCS1B03G0024800	Chr1B	6561531	6565054	-	6563292	Chr1B	3573501	3576630	-	3575065	0.997	0.99	collinear
gene:TraesCS1B03G0025000	Chr1B	6644278	6650502	+	6647390	Chr1B	3661887	3667746	+	3664816	0.937	0.928	collinear
gene:TraesCS1B03G0027200	Chr1B	6885651	6886706	-	6886178	Chr1B	3970643	3971698	-	3971170	1.0	0.997	collinear
gene:TraesCS1B03G0027400	Chr1B	6892910	6894152	-	6893531	Chr1B	3977900	3979142	-	3978521	1.0	1.0	collinear
gene:TraesCS1B03G0027500	Chr1B	6905201	6905452	+	6905326	Chr1B	3990254	3990505	+	3990379	1.0	1.0	collinear
gene:TraesCS1B03G0027600	Chr1B	6911470	6911771	+	6911620	Chr1B	3996520	3996821	+	3996670	1.0	0.996	collinear
gene:TraesCS1B03G0027900	Chr1B	6922415	6926399	+	6924407	Chr1B	4007569	4011553	+	4009561	1.0	1.0	collinear
gene:TraesCS1B03G0028000	Chr1B	6927495	6930956	+	6929225	Chr1B	4013662	4017123	+	4015392	1.0	1.0	collinear
gene:TraesCS1B03G0028200	Chr1B	6933411	6935465	-	6934438	Chr1B	4019578	4021632	-	4020605	1.0	1.0	collinear
gene:TraesCS1B03G0028800	Chr1B	7136171	7137713	-	7136942	Chr1B	4239907	4241449	-	4240678	1.0	1.0	collinear
gene:TraesCS1B03G0028900	Chr1B	7188725	7190156	-	7189440	Chr1B	4291782	4293213	-	4292497	1.0	0.992	collinear
gene:TraesCS1B03G0029300	Chr1B	7473333	7480121	-	7476727	Chr1B	4566297	4573086	-	4569691	1.0	0.997	collinear
gene:TraesCS1B03G0029400	Chr1B	7480639	7487573	+	7484106	Chr1B	4573564	4580576	+	4577070	1.0	0.995	collinear
gene:TraesCS1B03G0029600	Chr1B	7568099	7569690	-	7568894	Chr1B	4686736	4688329	-	4687532	1.0	0.997	collinear
gene:TraesCS1B03G0029700	Chr1B	7583192	7584485	+	7583838	Chr1B	4704260	4705553	+	4704906	1.0	0.996	collinear
gene:TraesCS1B03G0031200	Chr1B	8001434	8001895	-	8001664	Chr1B	4929525	4929986	-	4929755	1.0	0.922	collinear
gene:TraesCS1B03G0032100	Chr1B	8076414	8076845	-	8076629	Chr1B	4615808	4616239	-	4616023	1.0	0.979	collinear
gene:TraesCS1B03G0034400	Chr1B	8592364	8593919	+	8593141	Chr1B	5129097	5130652	+	5129874	1.0	0.992	collinear
gene:TraesCS1B03G0034500	Chr1B	8645390	8646951	+	8646170	Chr1B	5199080	5200633	+	5199856	1.0	0.996	collinear
gene:TraesCS1B03G0034600	Chr1B	8672509	8677350	-	8674929	Chr1B	5227929	5231011	-	5229470	1.0	0.994	collinear
gene:TraesCS1B03G0035000	Chr1B	8710149	8712378	+	8711263	Chr1B	5280130	5282359	+	5281244	1.0	0.99	collinear
gene:TraesCS1B03G0035300	Chr1B	8731073	8731747	+	8731410	Chr1B	5301097	5301745	+	5301421	1.0	0.99	collinear
gene:TraesCS1B03G0035400	Chr1B	8748973	8750925	+	8749949	Chr1B	5319073	5321025	+	5320049	1.0	0.996	collinear
gene:TraesCS1B03G0035700	Chr1B	8775326	8781500	+	8778413	Chr1B	5373433	5379558	+	5376495	0.994	0.968	collinear
gene:TraesCS1B03G0035800	Chr1B	8781958	8783322	+	8782640	Chr1B	5380022	5381379	+	5380700	0.991	0.945	collinear
gene:TraesCS1B03G0036200	Chr1B	8920793	8921583	-	8921188	Chr1B	5524220	5524956	-	5524588	1.0	0.997	collinear
gene:TraesCS1B03G0036300	Chr1B	8936686	8939403	-	8938044	Chr1B	5540018	5542735	-	5541376	1.0	0.997	collinear
gene:TraesCS1B03G0036500	Chr1B	9081442	9085624	+	9083533	Chr1B	5553001	5556977	+	5554989	0.944	0.94	collinear
gene:TraesCS1B03G0036700	Chr1B	9183329	9184082	+	9183705	Chr1B	5657691	5658444	+	5658067	1.0	1.0	collinear
gene:TraesCS1B03G0036800	Chr1B	9188008	9202582	+	9195295	Chr1B	5662370	5676944	+	5669657	1.0	1.0	collinear
gene:TraesCS1B03G0036900	Chr1B	9221024	9223309	+	9222166	Chr1B	5695464	5697749	+	5696606	1.0	1.0	collinear
gene:TraesCS1B03G0037100	Chr1B	9234708	9235360	-	9235034	Chr1B	5709179	5709831	-	5709505	1.0	1.0	collinear
gene:TraesCS1B03G0037200	Chr1B	9239572	9240364	-	9239968	Chr1B	5714042	5714834	-	5714438	1.0	1.0	collinear
gene:TraesCS1B03G0037500	Chr1B	9294962	9297935	-	9296448	Chr1B	5780402	5783375	-	5781888	1.0	0.999	collinear
gene:TraesCS1B03G0037600	Chr1B	9340006	9342523	-	9341264	Chr1B	5823433	5825950	-	5824691	1.0	0.998	collinear
gene:TraesCS1B03G0038000	Chr1B	9375472	9376307	-	9375889	Chr1B	5859086	5859921	-	5859503	1.0	1.0	collinear
gene:TraesCS1B03G0038200	Chr1B	9386698	9389358	-	9388028	Chr1B	5888573	5891233	-	5889903	1.0	0.986	collinear
gene:TraesCS1B03G0038300	Chr1B	9435993	9438264	-	9437128	Chr1B	6058665	6060650	-	6059657	1.0	0.956	collinear
gene:TraesCS1B03G0038600	Chr1B	9468567	9470728	+	9469647	Chr1B	6098393	6100592	+	6099492	1.0	0.977	collinear
gene:TraesCS1B03G0038700	Chr1B	9512135	9528525	-	9520330	Chr1B	6142124	6158535	-	6150329	1.0	0.996	collinear
gene:TraesCS1B03G0038800	Chr1B	9590685	9594472	-	9592578	Chr1B	6209296	6213083	-	6211189	1.0	1.0	collinear
gene:TraesCS1B03G0038900	Chr1B	9596767	9602349	+	9599558	Chr1B	6215409	6221023	+	6218216	0.993	0.993	collinear
gene:TraesCS1B03G0039000	Chr1B	9602359	9603587	+	9602973	Chr1B	6221033	6222261	+	6221647	1.0	1.0	collinear
gene:TraesCS1B03G0039200	Chr1B	9612378	9613006	-	9612692	Chr1B	6231054	6231682	-	6231368	1.0	1.0	collinear
gene:TraesCS1B03G0039600	Chr1B	9683032	9685542	+	9684287	Chr1B	6301714	6304224	+	6302969	1.0	1.0	collinear
gene:TraesCS1B03G0040000	Chr1B	9779917	9781098	-	9780507	Chr1B	6399901	6401103	-	6400502	1.0	0.974	collinear
gene:TraesCS1B03G0040100	Chr1B	9782826	9784767	+	9783796	Chr1B	6402833	6404774	+	6403803	1.0	1.0	collinear
gene:TraesCS1B03G0040200	Chr1B	9789359	9790975	+	9790167	Chr1B	6409508	6411124	+	6410316	1.0	1.0	collinear
gene:TraesCS1B03G0040300	Chr1B	9800870	9801743	+	9801306	Chr1B	6421019	6421892	+	6421455	1.0	1.0	collinear
gene:TraesCS1B03G0040400	Chr1B	9931905	9932833	-	9932369	Chr1B	6552531	6553459	-	6552995	1.0	1.0	collinear
gene:TraesCS1B03G0040500	Chr1B	9946473	9947669	+	9947071	Chr1B	6567210	6568406	+	6567808	1.0	1.0	collinear
gene:TraesCS1B03G0040600	Chr1B	10006721	10011436	+	10009078	Chr1B	6628277	6632920	+	6630598	1.0	0.999	collinear
gene:TraesCS1B03G0041000	Chr1B	10062709	10067524	-	10065116	Chr1B	6684732	6689542	-	6687137	0.998	0.993	collinear
gene:TraesCS1B03G0041100	Chr1B	10070699	10086054	-	10078376	Chr1B	6691981	6707707	-	6699844	1.0	1.0	collinear
gene:TraesCS1B03G0041200	Chr1B	10093955	10096755	+	10095355	Chr1B	6715608	6718408	+	6717008	1.0	0.999	collinear
gene:TraesCS1B03G0041500	Chr1B	10107955	10111696	-	10109825	Chr1B	6729608	6733349	-	6731478	1.0	1.0	collinear
gene:TraesCS1B03G0041400	Chr1B	10107549	10114755	+	10111152	Chr1B	6729202	6736411	+	6732806	1.0	0.989	collinear
gene:TraesCS1B03G0041800	Chr1B	10161526	10163430	+	10162478	Chr1B	6783872	6785776	+	6784824	1.0	1.0	collinear
gene:TraesCS1B03G0042000	Chr1B	10204289	10205548	-	10204918	Chr1B	6827099	6828342	-	6827720	0.987	0.955	collinear
gene:TraesCS1B03G0042200	Chr1B	10223793	10225081	-	10224437	Chr1B	6843566	6844862	-	6844214	1.0	0.988	collinear
gene:TraesCS1B03G0042300	Chr1B	10227066	10228079	-	10227572	Chr1B	6846895	6847908	-	6847401	1.0	1.0	collinear
gene:TraesCS1B03G0042400	Chr1B	10232241	10236228	-	10234234	Chr1B	6852064	6856051	-	6854057	1.0	1.0	collinear
gene:TraesCS1B03G0042600	Chr1B	10349836	10356359	+	10353097	Chr1B	6957068	6963591	+	6960329	1.0	1.0	collinear
gene:TraesCS1B03G0042700	Chr1B	10357323	10358121	+	10357722	Chr1B	6964555	6965353	+	6964954	1.0	1.0	collinear
gene:TraesCS1B03G0042800	Chr1B	10385166	10387322	+	10386244	Chr1B	6992518	6994674	+	6993596	1.0	1.0	collinear
gene:TraesCS1B03G0042900	Chr1B	10405014	10410446	-	10407730	Chr1B	7012474	7017944	-	7015209	1.0	1.0	collinear
gene:TraesCS1B03G0043100	Chr1B	10445581	10447481	+	10446531	Chr1B	7053183	7055083	+	7054133	1.0	1.0	collinear
gene:TraesCS1B03G0043200	Chr1B	10450132	10452871	-	10451501	Chr1B	7057734	7060473	-	7059103	1.0	1.0	collinear
gene:TraesCS1B03G0043300	Chr1B	10496325	10503200	+	10499762	Chr1B	7104412	7111286	+	7107849	1.0	0.999	collinear
gene:TraesCS1B03G0043500	Chr1B	10515279	10518098	-	10516688	Chr1B	7122918	7125737	-	7124327	1.0	1.0	collinear
gene:TraesCS1B03G0043700	Chr1B	10525410	10527335	+	10526372	Chr1B	7132487	7134412	+	7133449	1.0	0.999	collinear
gene:TraesCS1B03G0044100	Chr1B	10570455	10573606	+	10572030	Chr1B	7178150	7181301	+	7179725	1.0	1.0	collinear
gene:TraesCS1B03G0044300	Chr1B	10583195	10586486	+	10584840	Chr1B	7190891	7194511	+	7192701	0.996	0.976	collinear
gene:TraesCS1B03G0044200	Chr1B	10577886	10592699	-	10585292	Chr1B	7185581	7200738	-	7193159	1.0	0.988	collinear
gene:TraesCS1B03G0044500	Chr1B	10621984	10623686	-	10622835	Chr1B	7205774	7207476	-	7206625	1.0	1.0	collinear
gene:TraesCS1B03G0044700	Chr1B	10631853	10634419	-	10633136	Chr1B	7215644	7218210	-	7216927	1.0	1.0	collinear
gene:TraesCS1B03G0044800	Chr1B	10638363	10641651	-	10640007	Chr1B	7222154	7225442	-	7223798	1.0	0.999	collinear
gene:TraesCS1B03G0045000	Chr1B	10646033	10648577	-	10647305	Chr1B	7229824	7232341	-	7231082	1.0	0.992	collinear
gene:TraesCS1B03G0045500	Chr1B	10737663	10740370	-	10739016	Chr1B	7321725	7324474	-	7323099	0.975	0.941	collinear
gene:TraesCS1B03G0045800	Chr1B	10890974	10899911	-	10895442	Chr1B	7390660	7399539	-	7395099	0.987	0.962	collinear
gene:TraesCS1B03G0046000	Chr1B	10946142	10948229	+	10947185	Chr1B	7420983	7422908	+	7421945	0.998	0.915	collinear
gene:TraesCS1B03G0046800	Chr1B	11097649	11101734	-	11099691	Chr1B	7501731	7505670	-	7503700	0.994	0.946	collinear
gene:TraesCS1B03G0047300	Chr1B	11473684	11477472	+	11475578	Chr1B	7745618	7755446	+	7750532	0.999	0.956	collinear
gene:TraesCS1B03G0047600	Chr1B	11660706	11661221	-	11660963	Chr1B	7992457	7992972	-	7992714	1.0	0.996	collinear
gene:TraesCS1B03G0047700	Chr1B	11705253	11710444	-	11707848	Chr1B	8046783	8051930	-	8049356	0.956	0.951	collinear
gene:TraesCS1B03G0047800	Chr1B	11744428	11746681	+	11745554	Chr1B	8085877	8088140	+	8087008	1.0	0.994	collinear
gene:TraesCS1B03G0047900	Chr1B	11932852	11935452	+	11934152	Chr1B	8226073	8228675	+	8227374	1.0	0.998	collinear
gene:TraesCS1B03G0048500	Chr1B	12155898	12157261	+	12156579	Chr1B	8429700	8431061	+	8430380	1.0	0.993	collinear
gene:TraesCS1B03G0048600	Chr1B	12212874	12214358	-	12213616	Chr1B	8481641	8483083	-	8482362	0.985	0.981	collinear
gene:TraesCS1B03G0048700	Chr1B	12216550	12222860	-	12219705	Chr1B	8485682	8492024	-	8488853	0.999	0.972	collinear
gene:TraesCS1B03G0048800	Chr1B	12376675	12379736	+	12378205	Chr1B	8725399	8728445	+	8726922	0.991	0.983	collinear
gene:TraesCS1B03G0049000	Chr1B	12403367	12410785	+	12407076	Chr1B	8741688	8749364	+	8745526	0.985	0.963	collinear
gene:TraesCS1B03G0049600	Chr1B	12608888	12609961	+	12609424	Chr1B	8847112	8848174	+	8847643	0.989	0.949	collinear
gene:TraesCS1B03G0050000	Chr1B	12856625	12856867	-	12856746	Chr1B	9093080	9093302	-	9093191	0.917	0.913	collinear
gene:TraesCS1B03G0050200	Chr1B	12859498	12863918	+	12861708	Chr1B	9102510	9106928	+	9104719	0.998	0.996	collinear
gene:TraesCS1B03G0050300	Chr1B	12871155	12871370	+	12871262	Chr1B	9114180	9114395	+	9114287	1.0	1.0	collinear
gene:TraesCS1B03G0050400	Chr1B	12886537	12886779	-	12886658	Chr1B	9129639	9129881	-	9129760	1.0	1.0	collinear
gene:TraesCS1B03G0050600	Chr1B	12900275	12900898	-	12900586	Chr1B	9143488	9144111	-	9143799	1.0	1.0	collinear
gene:TraesCS1B03G0051100	Chr1B	12939129	12944677	-	12941903	Chr1B	9181628	9186881	-	9184254	0.95	0.95	collinear
gene:TraesCS1B03G0051200	Chr1B	13011432	13011673	+	13011552	Chr1B	9262299	9262541	+	9262420	1.0	0.995	collinear
gene:TraesCS1B03G0051300	Chr1B	13071722	13071964	+	13071843	Chr1B	9322838	9323080	+	9322959	1.0	1.0	collinear
gene:TraesCS1B03G0052000	Chr1B	13261342	13261557	-	13261449	Chr1B	9495997	9496212	-	9496104	1.0	0.935	collinear
gene:TraesCS1B03G0052300	Chr1B	13282427	13285263	+	13283845	Chr1B	9403100	9405889	+	9404494	0.969	0.961	collinear
gene:TraesCS1B03G0053500	Chr1B	13438831	13442118	+	13440474	Chr1B	9437920	9441035	+	9439477	0.998	0.991	collinear
gene:TraesCS1B03G0053600	Chr1B	13471192	13471901	-	13471546	Chr1B	9455890	9456599	-	9456244	1.0	0.993	collinear
gene:TraesCS1B03G0053800	Chr1B	13505365	13505580	+	13505472	Chr1B	9489266	9489481	+	9489373	1.0	0.995	collinear
gene:TraesCS1B03G0053900	Chr1B	13509180	13509422	+	13509301	Chr1B	9493156	9493398	+	9493277	1.0	0.995	collinear
gene:TraesCS1B03G0054600	Chr1B	13735279	13740170	-	13737724	Chr1B	9537084	9541965	-	9539524	0.994	0.991	collinear
gene:TraesCS1B03G0054700	Chr1B	13759157	13767992	+	13763574	Chr1B	9560945	9569833	+	9565389	1.0	0.996	collinear
gene:TraesCS1B03G0055700	Chr1B	13977558	13982523	-	13980040	Chr1B	9643336	9648300	-	9645818	1.0	0.993	collinear
gene:TraesCS1B03G0056000	Chr1B	13999014	14002404	+	14000709	Chr1B	9665084	9668515	+	9666799	1.0	0.99	collinear
gene:TraesCS1B03G0056100	Chr1B	14012900	14013607	-	14013253	Chr1B	9678335	9679042	-	9678688	1.0	0.991	collinear
gene:TraesCS1B03G0056200	Chr1B	14061989	14062204	+	14062096	Chr1B	9742677	9742892	+	9742784	1.0	0.995	collinear
gene:TraesCS1B03G0056300	Chr1B	14065926	14066168	+	14066047	Chr1B	9746723	9746965	+	9746844	1.0	1.0	collinear
gene:TraesCS1B03G0056400	Chr1B	14068724	14068939	-	14068831	Chr1B	9749526	9749741	-	9749633	1.0	0.995	collinear
gene:TraesCS1B03G0056500	Chr1B	14127521	14127736	-	14127628	Chr1B	9806589	9806804	-	9806696	1.0	0.995	collinear
gene:TraesCS1B03G0056800	Chr1B	14206800	14207042	+	14206921	Chr1B	9877395	9877637	+	9877516	1.0	0.987	collinear
gene:TraesCS1B03G0057200	Chr1B	14434688	14434924	+	14434806	Chr1B	10092835	10093071	+	10092953	1.0	0.991	collinear
gene:TraesCS1B03G0057300	Chr1B	14440531	14440761	+	14440646	Chr1B	10098685	10098915	+	10098800	1.0	0.991	collinear
gene:TraesCS1B03G0057400	Chr1B	14654433	14660861	+	14657647	Chr1B	10298812	10304792	+	10301802	1.0	0.991	collinear
gene:TraesCS1B03G0057600	Chr1B	14726947	14731776	+	14729361	Chr1B	10382500	10384818	+	10383659	1.0	0.993	collinear
gene:TraesCS1B03G0057700	Chr1B	14791130	14792757	-	14791943	Chr1B	10426299	10427926	-	10427112	1.0	0.996	collinear
gene:TraesCS1B03G0057800	Chr1B	14859044	14861496	-	14860270	Chr1B	10490334	10492774	-	10491554	0.994	0.986	collinear
gene:TraesCS1B03G0058000	Chr1B	14898675	14900216	+	14899445	Chr1B	10519921	10521447	+	10520684	0.995	0.967	collinear
gene:TraesCS1B03G0058100	Chr1B	14905984	14913993	+	14909988	Chr1B	10575184	10583201	+	10579192	1.0	0.995	collinear
gene:TraesCS1B03G0058200	Chr1B	14917149	14927182	+	14922165	Chr1B	10586358	10596159	+	10591258	0.993	0.975	collinear
gene:TraesCS1B03G0058300	Chr1B	14930908	14931165	+	14931036	Chr1B	10599886	10600143	+	10600014	1.0	0.972	collinear
gene:TraesCS1B03G0058400	Chr1B	14947192	14948329	-	14947760	Chr1B	10616124	10617261	-	10616692	1.0	0.997	collinear
gene:TraesCS1B03G0058500	Chr1B	15041521	15043347	-	15042434	Chr1B	10710874	10712701	-	10711787	1.0	0.993	collinear
gene:TraesCS1B03G0059500	Chr1B	15376263	15397877	+	15387070	Chr1B	11135100	11159381	+	11147240	1.0	0.995	collinear
gene:TraesCS1B03G0059600	Chr1B	15431893	15432748	-	15432320	Chr1B	11187591	11188471	-	11188031	1.0	0.993	collinear
gene:TraesCS1B03G0060500	Chr1B	15598209	15600219	+	15599214	Chr1B	11313745	11315655	+	11314700	1.0	0.985	collinear
gene:TraesCS1B03G0060600	Chr1B	15660641	15662758	+	15661699	Chr1B	11403126	11405243	+	11404184	1.0	0.996	collinear
gene:TraesCS1B03G0060700	Chr1B	15681611	15683469	-	15682540	Chr1B	11432329	11434187	-	11433258	1.0	0.996	collinear
gene:TraesCS1B03G0061300	Chr1B	15768286	15772299	-	15770292	Chr1B	11498761	11502726	-	11500743	0.998	0.996	collinear
gene:TraesCS1B03G0061400	Chr1B	15825822	15828269	-	15827045	Chr1B	11536417	11538863	-	11537640	1.0	0.996	collinear
gene:TraesCS1B03G0061500	Chr1B	15835962	15840274	-	15838118	Chr1B	11546641	11550958	-	11548799	1.0	0.994	collinear
gene:TraesCS1B03G0061600	Chr1B	15869185	15870367	+	15869776	Chr1B	11589676	11590859	+	11590267	1.0	0.998	collinear
gene:TraesCS1B03G0061900	Chr1B	15893423	15904711	-	15899067	Chr1B	11613902	11625165	-	11619533	0.998	0.997	collinear
gene:TraesCS1B03G0062100	Chr1B	15963181	15964428	-	15963804	Chr1B	11686902	11688149	-	11687525	1.0	0.995	collinear
gene:TraesCS1B03G0062300	Chr1B	16014390	16016621	+	16015505	Chr1B	11732461	11734460	+	11733460	1.0	0.989	collinear
gene:TraesCS1B03G0062400	Chr1B	16016684	16022024	-	16019354	Chr1B	11734517	11739812	-	11737164	1.0	0.996	collinear
gene:TraesCS1B03G0063000	Chr1B	16143964	16144161	+	16144062	Chr1B	11790964	11791161	+	11791062	1.0	0.994	collinear
