gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	ArinaLrFor_tgt_chr	ArinaLrFor_tgt_start	ArinaLrFor_tgt_end	ArinaLrFor_tgt_strand	ArinaLrFor_tgt_midpoint	ArinaLrFor_coverage	ArinaLrFor_identity	segment
gene:TraesCS6B03G0526300	Chr6B	254689830	254691811	-	254690820	Chr6B	253409449	253411430	-	253410439	1.0	0.998	rearrangement:Chr6B_block2
gene:TraesCS6B03G0526800	Chr6B	255622776	255624209	-	255623492	Chr6B	254341108	254342541	-	254341824	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B03G0526900	Chr6B	255671195	255671407	-	255671301	Chr6B	254389222	254389434	-	254389328	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B03G0527500	Chr6B	256302377	256303347	-	256302862	Chr6B	254999504	255000478	-	254999991	1.0	0.995	rearrangement:Chr6B_block2
gene:TraesCS6B03G0528000	Chr6B	256756571	256759638	-	256758104	Chr6B	255434373	255437440	-	255435906	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B03G0528600	Chr6B	256957997	256958955	-	256958476	Chr6B	255635750	255636712	-	255636231	1.0	0.987	rearrangement:Chr6B_block2
gene:TraesCS6B03G0529000	Chr6B	257543962	257546677	-	257545319	Chr6B	256220640	256223441	-	256222040	1.0	0.937	rearrangement:Chr6B_block2
gene:TraesCS6B03G0529200	Chr6B	257707538	257710048	-	257708793	Chr6B	256374225	256376737	-	256375481	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B03G0530700	Chr6B	259109968	259113256	-	259111612	Chr6B	257708149	257711437	-	257709793	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B03G0531500	Chr6B	261262678	261263436	-	261263057	Chr6B	259867829	259868569	-	259868199	0.976	0.974	rearrangement:Chr6B_block2
gene:TraesCS6B03G0531700	Chr6B	261329855	261331804	-	261330829	Chr6B	259932788	259934741	-	259933764	1.0	0.996	rearrangement:Chr6B_block2
gene:TraesCS6B03G0532400	Chr6B	261462368	261470202	-	261466285	Chr6B	260062557	260070393	-	260066475	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B03G0532600	Chr6B	261522264	261526188	+	261524226	Chr6B	260129686	260133610	+	260131648	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B03G0532700	Chr6B	261526704	261529508	-	261528106	Chr6B	260134126	260136930	-	260135528	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B03G0533300	Chr6B	261923430	261931458	+	261927444	Chr6B	260472893	260481105	+	260476999	1.0	0.946	rearrangement:Chr6B_block2
gene:TraesCS6B03G0533800	Chr6B	262270518	262272376	-	262271447	Chr6B	260822422	260824280	-	260823351	1.0	0.998	rearrangement:Chr6B_block2
gene:TraesCS6B03G0534700	Chr6B	262569294	262581296	+	262575295	Chr6B	261133142	261145292	+	261139217	1.0	0.999	rearrangement:Chr6B_block2
gene:TraesCS6B03G0535200	Chr6B	262750158	262752289	-	262751223	Chr6B	261287597	261289728	-	261288662	1.0	0.998	rearrangement:Chr6B_block2
gene:TraesCS6B03G0536700	Chr6B	263631218	263633178	-	263632198	Chr6B	262184507	262186468	-	262185487	1.0	0.994	rearrangement:Chr6B_block2
gene:TraesCS6B03G0537200	Chr6B	263863420	263866867	+	263865143	Chr6B	262433550	262436996	+	262435273	1.0	0.998	rearrangement:Chr6B_block2
gene:TraesCS6B03G0537300	Chr6B	263874952	263875098	+	263875025	Chr6B	262445048	262445194	+	262445121	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B03G0538500	Chr6B	264073995	264075743	-	264074869	Chr6B	262636665	262638413	-	262637539	1.0	0.998	rearrangement:Chr6B_block2
gene:TraesCS6B03G0538600	Chr6B	264283790	264289547	+	264286668	Chr6B	262847662	262853420	+	262850541	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B03G0538700	Chr6B	264298030	264304862	+	264301446	Chr6B	262861888	262868720	+	262865304	1.0	0.998	rearrangement:Chr6B_block2
gene:TraesCS6B03G0538900	Chr6B	264525968	264526788	-	264526378	Chr6B	263083697	263084517	-	263084107	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B03G0539100	Chr6B	265047025	265052644	+	265049834	Chr6B	263657278	263662884	+	263660081	0.989	0.989	rearrangement:Chr6B_block2
gene:TraesCS6B03G0539500	Chr6B	265362830	265366490	+	265364660	Chr6B	263985718	263989378	+	263987548	1.0	0.998	rearrangement:Chr6B_block2
gene:TraesCS6B03G0539600	Chr6B	265374232	265375350	-	265374791	Chr6B	263997161	263998279	-	263997720	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B03G0539700	Chr6B	265575757	265584759	+	265580258	Chr6B	264186629	264195703	+	264191166	1.0	0.999	rearrangement:Chr6B_block2
gene:TraesCS6B03G0540100	Chr6B	266157859	266168925	-	266163392	Chr6B	264747466	264758539	-	264753002	1.0	0.992	rearrangement:Chr6B_block2
gene:TraesCS6B03G0540200	Chr6B	266371665	266378642	+	266375153	Chr6B	264960703	264967662	+	264964182	0.997	0.995	rearrangement:Chr6B_block2
gene:TraesCS6B03G0540800	Chr6B	266814459	266818127	-	266816293	Chr6B	265394415	265397844	-	265396129	1.0	0.998	rearrangement:Chr6B_block2
gene:TraesCS6B03G0541200	Chr6B	267045342	267047060	-	267046201	Chr6B	265617536	265619254	-	265618395	1.0	0.999	rearrangement:Chr6B_block2
gene:TraesCS6B03G0541500	Chr6B	267713168	267718879	+	267716023	Chr6B	266254917	266260631	+	266257774	1.0	0.995	rearrangement:Chr6B_block2
gene:TraesCS6B03G0541700	Chr6B	267791049	267795062	+	267793055	Chr6B	266344654	266348666	+	266346660	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B03G0541800	Chr6B	267847616	267849378	+	267848497	Chr6B	266380687	266382448	+	266381567	0.999	0.987	rearrangement:Chr6B_block2
gene:TraesCS6B03G0542500	Chr6B	268514742	268517746	+	268516244	Chr6B	267275620	267278634	+	267277127	0.996	0.969	rearrangement:Chr6B_block2
gene:TraesCS6B03G0543100	Chr6B	268711139	268715346	-	268713242	Chr6B	267417630	267421941	-	267419785	0.999	0.963	rearrangement:Chr6B_block2
gene:TraesCS6B03G0001400	Chr6B	303846	304801	+	304323	Chr6B	2731508	2732463	-	2731985	1.0	0.949	collinear
gene:TraesCS6B03G0002600	Chr6B	800270	802828	-	801549	Chr6B	4018882	4021440	+	4020161	1.0	0.988	collinear
gene:TraesCS6B03G0003800	Chr6B	1126724	1127689	-	1127206	Chr6B	3593208	3594171	-	3593689	0.997	0.904	collinear
gene:TraesCS6B03G0004500	Chr6B	1356705	1358539	+	1357622	Chr6B	4339894	4341736	-	4340815	1.0	0.988	collinear
gene:TraesCS6B03G0004800	Chr6B	1449770	1452891	-	1451330	Chr6B	4245562	4248685	+	4247123	1.0	0.994	collinear
gene:TraesCS6B03G0004900	Chr6B	1463243	1464019	+	1463631	Chr6B	4234021	4234797	-	4234409	1.0	0.993	collinear
gene:TraesCS6B03G0006600	Chr6B	1918826	1930684	+	1924755	Chr6B	3296927	3308888	-	3302907	1.0	0.992	collinear
gene:TraesCS6B03G0006900	Chr6B	1960140	1964803	+	1962471	Chr6B	3262823	3267452	-	3265137	0.999	0.995	collinear
gene:TraesCS6B03G0007000	Chr6B	2097695	2158332	-	2128013	Chr6B	3067144	3129812	+	3098478	1.0	0.999	collinear
gene:TraesCS6B03G0007100	Chr6B	2163047	2165544	-	2164295	Chr6B	3059727	3062224	+	3060975	1.0	0.999	collinear
gene:TraesCS6B03G0007200	Chr6B	2258074	2311692	-	2284883	Chr6B	2861761	2922555	+	2892158	1.0	0.999	collinear
gene:TraesCS6B03G0007500	Chr6B	2396042	2397882	+	2396962	Chr6B	2795316	2797156	-	2796236	1.0	0.997	collinear
gene:TraesCS6B03G0007800	Chr6B	2515997	2524753	-	2520375	Chr6B	4803290	4811585	+	4807437	0.998	0.958	collinear
gene:TraesCS6B03G0010200	Chr6B	3324499	3325296	+	3324897	Chr6B	4565765	4566562	-	4566163	0.998	0.974	collinear
gene:TraesCS6B03G0011500	Chr6B	4061981	4062939	+	4062460	Chr6B	2695618	2696573	-	2696095	1.0	0.948	collinear
gene:TraesCS6B03G0011600	Chr6B	4066472	4067398	+	4066935	Chr6B	2685325	2686251	-	2685788	1.0	0.987	collinear
gene:TraesCS6B03G0011900	Chr6B	4074231	4078635	-	4076433	Chr6B	2677352	2681765	+	2679558	1.0	0.998	collinear
gene:TraesCS6B03G0012000	Chr6B	4088101	4092324	+	4090212	Chr6B	2663621	2668013	-	2665817	1.0	0.923	collinear
gene:TraesCS6B03G0012100	Chr6B	4094308	4095305	-	4094806	Chr6B	2660656	2661645	+	2661150	0.99	0.947	collinear
gene:TraesCS6B03G0012200	Chr6B	4101789	4102203	+	4101996	Chr6B	2653772	2654186	-	2653979	1.0	1.0	collinear
gene:TraesCS6B03G0012400	Chr6B	4125013	4125984	+	4125498	Chr6B	2603430	2604404	-	2603917	0.995	0.948	collinear
gene:TraesCS6B03G0013100	Chr6B	4365827	4370767	+	4368297	Chr6B	2361501	2366251	-	2363876	0.998	0.991	collinear
gene:TraesCS6B03G0013400	Chr6B	4391416	4398100	+	4394758	Chr6B	2334546	2341230	-	2337888	1.0	0.999	collinear
gene:TraesCS6B03G0013500	Chr6B	4404062	4404739	+	4404400	Chr6B	2327905	2328582	-	2328243	1.0	0.997	collinear
gene:TraesCS6B03G0013700	Chr6B	4413195	4419297	+	4416246	Chr6B	2298111	2304216	-	2301163	1.0	0.996	collinear
gene:TraesCS6B03G0013900	Chr6B	4435732	4443343	-	4439537	Chr6B	2253364	2260963	-	2257163	1.0	0.993	collinear
gene:TraesCS6B03G0014800	Chr6B	4784208	4787302	+	4785755	Chr6B	1541220	1543719	+	1542469	1.0	0.981	collinear
gene:TraesCS6B03G0015900	Chr6B	4988145	4990408	+	4989276	Chr6B	2066388	2068324	-	2067356	0.996	0.949	collinear
gene:TraesCS6B03G0016500	Chr6B	5031400	5035651	-	5033525	Chr6B	1892390	1896619	+	1894504	0.972	0.939	collinear
gene:TraesCS6B03G0016600	Chr6B	5267504	5271857	+	5269680	Chr6B	1678900	1683285	-	1681092	0.996	0.98	collinear
gene:TraesCS6B03G0016900	Chr6B	5275373	5277237	+	5276305	Chr6B	1673705	1675514	-	1674609	0.959	0.933	collinear
gene:TraesCS6B03G0017400	Chr6B	5286921	5287880	-	5287400	Chr6B	1587754	1588713	+	1588233	1.0	0.968	collinear
gene:TraesCS6B03G0018500	Chr6B	5432365	5434175	-	5433270	Chr6B	645182	646912	+	646047	1.0	0.936	collinear
gene:TraesCS6B03G0018700	Chr6B	5530350	5532958	-	5531654	Chr6B	1440592	1443206	+	1441899	1.0	0.992	collinear
gene:TraesCS6B03G0019300	Chr6B	5639201	5640067	-	5639634	Chr6B	1325537	1326403	+	1325970	1.0	0.996	collinear
gene:TraesCS6B03G0019400	Chr6B	6025414	6031378	-	6028396	Chr6B	768450	773758	+	771104	0.906	0.904	collinear
gene:TraesCS6B03G0019700	Chr6B	6077589	6087397	-	6082493	Chr6B	541313	551059	-	546186	0.994	0.968	collinear
gene:TraesCS6B03G0022100	Chr6B	6622598	6625061	+	6623829	Chr6B	50972	53418	-	52195	0.985	0.959	collinear
gene:TraesCS6B03G0022200	Chr6B	6626180	6626836	+	6626508	Chr6B	49151	49807	-	49479	1.0	0.996	collinear
gene:TraesCS6B03G0022300	Chr6B	6626882	6627442	+	6627162	Chr6B	48545	49105	-	48825	1.0	0.989	collinear
gene:TraesCS6B03G0022900	Chr6B	6924085	6926402	+	6925243	Chr6B	7991418	7993734	-	7992576	0.999	0.994	collinear
gene:TraesCS6B03G0023000	Chr6B	6936001	6937452	+	6936726	Chr6B	7983514	7984960	-	7984237	0.995	0.981	collinear
gene:TraesCS6B03G0023300	Chr6B	7061530	7064275	-	7062902	Chr6B	7882091	7884881	+	7883486	0.984	0.932	collinear
gene:TraesCS6B03G0023500	Chr6B	7089330	7090701	-	7090015	Chr6B	7777291	7778661	+	7777976	0.997	0.975	collinear
gene:TraesCS6B03G0023700	Chr6B	7091353	7092945	+	7092149	Chr6B	7775000	7776575	-	7775787	0.989	0.969	collinear
gene:TraesCS6B03G0023900	Chr6B	7115022	7120828	-	7117925	Chr6B	7765813	7771606	+	7768709	0.999	0.994	collinear
gene:TraesCS6B03G0024000	Chr6B	7164686	7167146	-	7165916	Chr6B	7726443	7728902	+	7727672	0.999	0.972	collinear
gene:TraesCS6B03G0024300	Chr6B	7232910	7239589	+	7236249	Chr6B	7653877	7660556	-	7657216	1.0	1.0	collinear
gene:TraesCS6B03G0024600	Chr6B	7405188	7405569	+	7405378	Chr6B	7318968	7319349	-	7319158	1.0	1.0	collinear
gene:TraesCS6B03G0024700	Chr6B	7407123	7412012	+	7409567	Chr6B	7312530	7317448	-	7314989	0.999	0.974	collinear
gene:TraesCS6B03G0024800	Chr6B	7432566	7436828	+	7434697	Chr6B	7278738	7283057	-	7280897	0.995	0.958	collinear
gene:TraesCS6B03G0024900	Chr6B	7497813	7501390	+	7499601	Chr6B	7182612	7186048	-	7184330	0.995	0.951	collinear
gene:TraesCS6B03G0025000	Chr6B	7523590	7525907	-	7524748	Chr6B	7158942	7161261	+	7160101	0.999	0.957	collinear
gene:TraesCS6B03G0025100	Chr6B	7576423	7578474	-	7577448	Chr6B	7113693	7115744	+	7114718	1.0	0.997	collinear
gene:TraesCS6B03G0025200	Chr6B	7681205	7681873	-	7681539	Chr6B	7007755	7008433	+	7008094	1.0	0.981	collinear
gene:TraesCS6B03G0025300	Chr6B	7684532	7685381	-	7684956	Chr6B	7000877	7001738	+	7001307	1.0	0.983	collinear
gene:TraesCS6B03G0025400	Chr6B	7696523	7697623	-	7697073	Chr6B	6989122	6990222	+	6989672	1.0	0.995	collinear
gene:TraesCS6B03G0025500	Chr6B	7709642	7711029	-	7710335	Chr6B	6975677	6977064	+	6976370	1.0	1.0	collinear
gene:TraesCS6B03G0025700	Chr6B	7728916	7729548	-	7729232	Chr6B	6957322	6957954	+	6957638	1.0	0.996	collinear
gene:TraesCS6B03G0025800	Chr6B	7743786	7748627	+	7746206	Chr6B	6938455	6943315	-	6940885	1.0	0.998	collinear
gene:TraesCS6B03G0026000	Chr6B	7761991	7764628	+	7763309	Chr6B	6925169	6927811	-	6926490	1.0	0.998	collinear
gene:TraesCS6B03G0026300	Chr6B	8097787	8103181	-	8100484	Chr6B	8167835	8173229	-	8170532	1.0	1.0	collinear
gene:TraesCS6B03G0026400	Chr6B	8126490	8126794	+	8126642	Chr6B	8196960	8197264	+	8197112	1.0	1.0	collinear
gene:TraesCS6B03G0026500	Chr6B	8167066	8167630	+	8167348	Chr6B	8195364	8195928	+	8195646	1.0	0.997	collinear
gene:TraesCS6B03G0026800	Chr6B	8499736	8501849	-	8500792	Chr6B	8532227	8534340	-	8533283	1.0	0.998	collinear
gene:TraesCS6B03G0027300	Chr6B	9653692	9654627	-	9654159	Chr6B	9247164	9248099	-	9247631	1.0	1.0	collinear
gene:TraesCS6B03G0027400	Chr6B	9658978	9662044	-	9660511	Chr6B	9252049	9255115	-	9253582	1.0	0.998	collinear
gene:TraesCS6B03G0027900	Chr6B	9741098	9747771	-	9744434	Chr6B	9290364	9297037	-	9293700	1.0	0.999	collinear
gene:TraesCS6B03G0028000	Chr6B	9849485	9853509	-	9851497	Chr6B	9421189	9425197	-	9423193	0.998	0.998	collinear
gene:TraesCS6B03G0028100	Chr6B	9926549	9932499	-	9929524	Chr6B	9500329	9506279	-	9503304	1.0	1.0	collinear
gene:TraesCS6B03G0028400	Chr6B	9941555	9944126	-	9942840	Chr6B	9515335	9517906	-	9516620	1.0	1.0	collinear
gene:TraesCS6B03G0028500	Chr6B	10037046	10039187	+	10038116	Chr6B	9610865	9613006	+	9611935	1.0	1.0	collinear
gene:TraesCS6B03G0029000	Chr6B	10213284	10216091	-	10214687	Chr6B	9743262	9746063	-	9744662	1.0	0.996	collinear
gene:TraesCS6B03G0029100	Chr6B	10225478	10230400	+	10227939	Chr6B	9775902	9780824	+	9778363	1.0	0.999	collinear
gene:TraesCS6B03G0029200	Chr6B	10240300	10250359	+	10245329	Chr6B	9790733	9800791	+	9795762	1.0	0.999	collinear
gene:TraesCS6B03G0029300	Chr6B	10250755	10251366	-	10251060	Chr6B	9801187	9801798	-	9801492	1.0	1.0	collinear
gene:TraesCS6B03G0029400	Chr6B	10251988	10252587	-	10252287	Chr6B	9802420	9803019	-	9802719	1.0	1.0	collinear
gene:TraesCS6B03G0029500	Chr6B	10257018	10260872	+	10258945	Chr6B	9807450	9811304	+	9809377	1.0	1.0	collinear
gene:TraesCS6B03G0029700	Chr6B	10268900	10269590	+	10269245	Chr6B	9819332	9820022	+	9819677	1.0	1.0	collinear
gene:TraesCS6B03G0030000	Chr6B	10272843	10274651	-	10273747	Chr6B	9823275	9825077	-	9824176	1.0	1.0	collinear
gene:TraesCS6B03G0030100	Chr6B	10276242	10276790	+	10276516	Chr6B	9826668	9827216	+	9826942	1.0	0.997	collinear
gene:TraesCS6B03G0030500	Chr6B	10421683	10434797	+	10428240	Chr6B	9972408	9985340	+	9978874	1.0	1.0	collinear
gene:TraesCS6B03G0031100	Chr6B	10484606	10485902	+	10485254	Chr6B	10033945	10035241	+	10034593	1.0	1.0	collinear
gene:TraesCS6B03G0032400	Chr6B	10680346	10680846	-	10680596	Chr6B	10214976	10215476	+	10215226	1.0	1.0	collinear
gene:TraesCS6B03G0032700	Chr6B	10721073	10721825	+	10721449	Chr6B	10286578	10287330	+	10286954	1.0	0.996	collinear
gene:TraesCS6B03G0032900	Chr6B	10807269	10808929	-	10808099	Chr6B	10666139	10667793	+	10666966	0.995	0.978	collinear
gene:TraesCS6B03G0033000	Chr6B	10813143	10815983	+	10814563	Chr6B	10398212	10401051	+	10399631	1.0	0.986	collinear
gene:TraesCS6B03G0033300	Chr6B	10901175	10901981	+	10901578	Chr6B	10479630	10480436	+	10480033	1.0	0.991	collinear
gene:TraesCS6B03G0033400	Chr6B	10905821	10908096	+	10906958	Chr6B	10484281	10486556	+	10485418	1.0	0.996	collinear
gene:TraesCS6B03G0033500	Chr6B	10938435	10940673	+	10939554	Chr6B	10517656	10519894	+	10518775	1.0	0.997	collinear
gene:TraesCS6B03G0033600	Chr6B	10962075	10964296	+	10963185	Chr6B	10541517	10543670	+	10542593	1.0	0.997	collinear
gene:TraesCS6B03G0033700	Chr6B	10982922	10985033	+	10983977	Chr6B	10563074	10565183	+	10564128	1.0	0.995	collinear
gene:TraesCS6B03G0033800	Chr6B	10998475	11001018	-	10999746	Chr6B	10593237	10595780	-	10594508	1.0	0.994	collinear
gene:TraesCS6B03G0034000	Chr6B	11046893	11049024	-	11047958	Chr6B	10641391	10643522	-	10642456	1.0	0.993	collinear
gene:TraesCS6B03G0034300	Chr6B	11071854	11073487	+	11072670	Chr6B	10392262	10393883	-	10393072	0.991	0.982	collinear
gene:TraesCS6B03G0034700	Chr6B	11183815	11188148	-	11185981	Chr6B	10834778	10839080	-	10836929	0.995	0.938	collinear
gene:TraesCS6B03G0039400	Chr6B	13077700	13079362	-	13078531	Chr6B	11434765	11436428	-	11435596	1.0	0.998	collinear
gene:TraesCS6B03G0039500	Chr6B	13080243	13084757	-	13082500	Chr6B	11437310	11441822	-	11439566	1.0	0.996	collinear
gene:TraesCS6B03G0039900	Chr6B	13233885	13235360	+	13234622	Chr6B	11588667	11590115	+	11589391	0.981	0.968	collinear
gene:TraesCS6B03G0040000	Chr6B	13256822	13258912	+	13257867	Chr6B	11595762	11597853	+	11596807	0.998	0.992	collinear
gene:TraesCS6B03G0040100	Chr6B	13265186	13266661	-	13265923	Chr6B	11604079	11605527	-	11604803	0.981	0.97	collinear
gene:TraesCS6B03G0041000	Chr6B	13502812	13504261	+	13503536	Chr6B	12140079	12141528	+	12140803	1.0	0.992	collinear
gene:TraesCS6B03G0041100	Chr6B	13732403	13734287	-	13733345	Chr6B	12306106	12307971	-	12307038	0.989	0.979	collinear
gene:TraesCS6B03G0041500	Chr6B	13773673	13777225	-	13775449	Chr6B	12473009	12476794	-	12474901	0.992	0.944	collinear
gene:TraesCS6B03G0041700	Chr6B	13786184	13786858	-	13786521	Chr6B	12480267	12480941	-	12480604	1.0	0.997	collinear
gene:TraesCS6B03G0041900	Chr6B	13805020	13813648	-	13809334	Chr6B	12498725	12507013	-	12502869	0.99	0.977	collinear
gene:TraesCS6B03G0042000	Chr6B	13896154	13896780	-	13896467	Chr6B	12552541	12553191	-	12552866	1.0	0.913	collinear
gene:TraesCS6B03G0042100	Chr6B	13915421	13916323	-	13915872	Chr6B	12575738	12576620	-	12576179	0.989	0.917	collinear
gene:TraesCS6B03G0042300	Chr6B	13957233	13958006	-	13957619	Chr6B	12604778	12605552	-	12605165	1.0	0.966	collinear
gene:TraesCS6B03G0042400	Chr6B	14001416	14002066	-	14001741	Chr6B	12620200	12620850	-	12620525	1.0	0.976	collinear
gene:TraesCS6B03G0042500	Chr6B	14007864	14013433	-	14010648	Chr6B	12626564	12632347	-	12629455	1.0	0.981	collinear
gene:TraesCS6B03G0042600	Chr6B	14025460	14027670	+	14026565	Chr6B	12648404	12650616	+	12649510	1.0	0.995	collinear
gene:TraesCS6B03G0042800	Chr6B	14027886	14029565	-	14028725	Chr6B	12650832	12652523	-	12651677	1.0	0.984	collinear
