gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	tgt_chr	tgt_start	tgt_end	tgt_strand	tgt_midpoint	coverage	identity	segment
gene:TraesCS1A03G0020900	Chr1A	5039590	5039808	+	5039699	Chr1A	7778693	7778911	+	7778802	1.0	0.958	collinear
gene:TraesCS1A03G0021200	Chr1A	5048045	5048254	+	5048149	Chr1A	7975800	7976009	+	7975904	1.0	0.976	collinear
gene:TraesCS1A03G0021500	Chr1A	5185968	5186757	-	5186362	Chr1A	8153924	8154664	-	8154294	0.937	0.912	collinear
gene:TraesCS1A03G0023800	Chr1A	6068357	6073773	-	6071065	Chr1A	8860838	8866344	-	8863591	1.0	0.982	collinear
gene:TraesCS1A03G0024300	Chr1A	6273767	6275702	+	6274734	Chr1A	9103118	9105119	+	9104118	1.0	0.978	collinear
gene:TraesCS1A03G0024500	Chr1A	6665657	6669742	+	6667699	Chr1A	9331934	9336019	+	9333976	1.0	0.981	collinear
gene:TraesCS1A03G0028000	Chr1A	7625934	7626749	-	7626341	Chr1A	9432532	9433054	-	9432793	0.96	0.947	collinear
gene:TraesCS1A03G0028300	Chr1A	7705071	7705988	+	7705529	Chr1A	9492877	9493794	+	9493335	1.0	0.991	collinear
gene:TraesCS1A03G0028500	Chr1A	7877764	7878655	+	7878209	Chr1A	9521609	9522493	+	9522051	0.976	0.937	collinear
gene:TraesCS1A03G0029300	Chr1A	8076711	8080232	-	8078471	Chr1A	9561197	9564599	-	9562898	0.984	0.977	collinear
gene:TraesCS1A03G0029500	Chr1A	8082307	8082522	-	8082414	Chr1A	9565505	9565720	-	9565612	1.0	0.949	collinear
gene:TraesCS1A03G0029600	Chr1A	8089436	8089945	-	8089690	Chr1A	9595695	9596198	-	9595946	0.982	0.959	collinear
gene:TraesCS1A03G0031500	Chr1A	8526026	8532786	+	8529406	Chr1A	9646355	9652989	+	9649672	0.959	0.941	collinear
gene:TraesCS1A03G0031600	Chr1A	8533323	8534333	+	8533828	Chr1A	9653516	9654526	+	9654021	1.0	0.982	collinear
gene:TraesCS1A03G0031900	Chr1A	8575612	8576836	-	8576224	Chr1A	9693232	9694469	-	9693850	1.0	0.978	collinear
gene:TraesCS1A03G0032000	Chr1A	8616326	8617328	+	8616827	Chr1A	9704423	9705425	+	9704924	1.0	0.992	collinear
gene:TraesCS1A03G0032100	Chr1A	8618386	8621059	+	8619722	Chr1A	9706395	9708935	+	9707665	0.917	0.911	collinear
gene:TraesCS1A03G0032200	Chr1A	8623361	8635717	+	8629539	Chr1A	9710068	9722358	+	9716213	0.985	0.975	collinear
gene:TraesCS1A03G0032400	Chr1A	8652783	8653352	+	8653067	Chr1A	9745595	9746182	+	9745888	0.996	0.935	collinear
gene:TraesCS1A03G0032500	Chr1A	8656184	8666852	+	8661518	Chr1A	9750918	9765668	+	9758293	0.987	0.978	collinear
gene:TraesCS1A03G0033200	Chr1A	8866181	8866776	-	8866478	Chr1A	9950404	9951001	-	9950702	1.0	0.996	collinear
gene:TraesCS1A03G0033300	Chr1A	8875965	8876255	+	8876110	Chr1A	9967883	9968173	+	9968028	1.0	0.986	collinear
gene:TraesCS1A03G0033600	Chr1A	8981643	8982502	+	8982072	Chr1A	10055311	10056181	+	10055746	1.0	0.982	collinear
gene:TraesCS1A03G0033800	Chr1A	8990493	8993152	-	8991822	Chr1A	10133312	10136144	+	10134728	0.995	0.976	collinear
gene:TraesCS1A03G0033900	Chr1A	8996174	9008804	-	9002489	Chr1A	10112472	10125166	+	10118819	1.0	0.986	collinear
gene:TraesCS1A03G0034000	Chr1A	9014494	9016070	-	9015282	Chr1A	10106935	10108509	+	10107722	0.998	0.996	collinear
gene:TraesCS1A03G0034600	Chr1A	9149837	9152212	+	9151024	Chr1A	10234159	10236534	+	10235346	1.0	0.979	collinear
gene:TraesCS1A03G0034700	Chr1A	9169077	9169745	+	9169411	Chr1A	10485317	10485991	-	10485654	1.0	0.98	collinear
gene:TraesCS1A03G0034800	Chr1A	9173491	9176022	+	9174756	Chr1A	10477811	10480342	-	10479076	1.0	0.98	collinear
gene:TraesCS1A03G0036100	Chr1A	9480719	9483259	-	9481989	Chr1A	10578523	10581063	-	10579793	1.0	0.994	collinear
gene:TraesCS1A03G0036200	Chr1A	9496105	9498615	-	9497360	Chr1A	10593799	10596309	-	10595054	1.0	1.0	collinear
gene:TraesCS1A03G0036900	Chr1A	9577016	9578170	-	9577593	Chr1A	10647377	10648531	-	10647954	1.0	1.0	collinear
gene:TraesCS1A03G0037000	Chr1A	9578228	9583585	-	9580906	Chr1A	10648589	10653958	-	10651273	1.0	0.999	collinear
gene:TraesCS1A03G0037100	Chr1A	9585976	9590029	+	9588002	Chr1A	10656348	10660401	+	10658374	1.0	1.0	collinear
gene:TraesCS1A03G0037200	Chr1A	9598810	9600750	+	9599780	Chr1A	10669166	10671125	+	10670145	1.0	0.989	collinear
gene:TraesCS1A03G0037300	Chr1A	9602925	9605100	-	9604012	Chr1A	10673300	10675475	-	10674387	1.0	0.999	collinear
gene:TraesCS1A03G0037500	Chr1A	9630108	9631642	-	9630875	Chr1A	10700213	10701747	-	10700980	1.0	1.0	collinear
gene:TraesCS1A03G0037600	Chr1A	9634267	9636102	+	9635184	Chr1A	10704372	10706207	+	10705289	1.0	1.0	collinear
gene:TraesCS1A03G0037700	Chr1A	9650321	9652002	+	9651161	Chr1A	10720426	10722107	+	10721266	1.0	1.0	collinear
gene:TraesCS1A03G0037800	Chr1A	9659454	9661345	+	9660399	Chr1A	10729559	10731450	+	10730504	1.0	1.0	collinear
gene:TraesCS1A03G0037900	Chr1A	9664474	9668558	+	9666516	Chr1A	10734579	10738663	+	10736621	1.0	1.0	collinear
gene:TraesCS1A03G0038100	Chr1A	9670581	9673361	+	9671971	Chr1A	10740686	10743466	+	10742076	1.0	1.0	collinear
gene:TraesCS1A03G0038300	Chr1A	9680666	9683489	+	9682077	Chr1A	10750771	10753594	+	10752182	1.0	1.0	collinear
gene:TraesCS1A03G0038700	Chr1A	9949251	9953276	-	9951263	Chr1A	11024942	11028967	-	11026954	1.0	1.0	collinear
gene:TraesCS1A03G0038800	Chr1A	9965439	9971270	-	9968354	Chr1A	11041130	11046961	-	11044045	1.0	1.0	collinear
gene:TraesCS1A03G0038900	Chr1A	10001491	10006436	+	10003963	Chr1A	11077425	11082372	+	11079898	1.0	1.0	collinear
gene:TraesCS1A03G0039100	Chr1A	10051524	10055292	-	10053408	Chr1A	11127511	11131279	-	11129395	1.0	1.0	collinear
gene:TraesCS1A03G0039200	Chr1A	10068509	10068733	+	10068621	Chr1A	11144608	11144832	+	11144720	1.0	1.0	collinear
gene:TraesCS1A03G0039300	Chr1A	10424358	10427431	+	10425894	Chr1A	11500202	11503275	+	11501738	1.0	1.0	collinear
gene:TraesCS1A03G0039400	Chr1A	10437621	10438698	-	10438159	Chr1A	11516833	11517910	-	11517371	1.0	1.0	collinear
gene:TraesCS1A03G0039500	Chr1A	10439448	10445246	-	10442347	Chr1A	11518660	11524458	-	11521559	1.0	1.0	collinear
gene:TraesCS1A03G0039600	Chr1A	10453750	10457809	+	10455779	Chr1A	11533243	11536914	+	11535078	0.92	0.92	collinear
gene:TraesCS1A03G0039700	Chr1A	10460531	10460698	+	10460614	Chr1A	11539636	11539803	+	11539719	1.0	1.0	collinear
gene:TraesCS1A03G0039800	Chr1A	10461606	10464101	-	10462853	Chr1A	11540711	11543206	-	11541958	1.0	0.999	collinear
gene:TraesCS1A03G0040000	Chr1A	10490914	10491929	+	10491421	Chr1A	11641319	11642337	+	11641828	1.0	0.986	collinear
gene:TraesCS1A03G0040800	Chr1A	10589661	10591464	-	10590562	Chr1A	11670065	11671865	-	11670965	0.998	0.991	collinear
gene:TraesCS1A03G0040900	Chr1A	10602571	10606265	-	10604418	Chr1A	11678007	11681497	-	11679752	0.999	0.964	collinear
gene:TraesCS1A03G0041800	Chr1A	10710567	10713989	+	10712278	Chr1A	11779192	11782614	+	11780903	1.0	0.998	collinear
gene:TraesCS1A03G0041900	Chr1A	10725091	10727687	-	10726389	Chr1A	11793540	11796145	-	11794842	0.998	0.969	collinear
gene:TraesCS1A03G0042000	Chr1A	10728950	10733440	+	10731195	Chr1A	13245590	13250115	-	13247852	0.993	0.959	collinear
gene:TraesCS1A03G0043200	Chr1A	10931226	10932882	-	10932054	Chr1A	13241236	13242881	+	13242058	0.993	0.971	collinear
gene:TraesCS1A03G0043400	Chr1A	10942115	10945096	-	10943605	Chr1A	13228969	13231945	+	13230457	1.0	0.981	collinear
gene:TraesCS1A03G0043500	Chr1A	10949253	10953370	-	10951311	Chr1A	13221078	13224572	+	13222825	0.994	0.981	collinear
gene:TraesCS1A03G0043600	Chr1A	10956205	10959149	-	10957677	Chr1A	13215299	13218243	+	13216771	1.0	0.993	collinear
gene:TraesCS1A03G0044000	Chr1A	11011915	11014621	-	11013268	Chr1A	13129964	13132689	+	13131326	0.999	0.969	collinear
gene:TraesCS1A03G0044800	Chr1A	11131772	11133821	+	11132796	Chr1A	13108718	13110767	-	13109742	1.0	0.995	collinear
gene:TraesCS1A03G0045000	Chr1A	11141822	11143311	+	11142566	Chr1A	13094858	13096347	-	13095602	1.0	0.978	collinear
gene:TraesCS1A03G0045100	Chr1A	11156810	11158429	-	11157619	Chr1A	13079852	13081459	+	13080655	0.992	0.967	collinear
gene:TraesCS1A03G0045500	Chr1A	11308760	11310967	+	11309863	Chr1A	12984717	12986918	-	12985817	0.999	0.983	collinear
gene:TraesCS1A03G0045600	Chr1A	11338411	11342293	+	11340352	Chr1A	12972575	12976317	-	12974446	0.991	0.95	collinear
gene:TraesCS1A03G0045700	Chr1A	11349421	11350443	+	11349932	Chr1A	12962727	12963748	-	12963237	1.0	0.995	collinear
gene:TraesCS1A03G0045800	Chr1A	11353883	11355153	+	11354518	Chr1A	12957979	12959249	-	12958614	1.0	0.994	collinear
gene:TraesCS1A03G0045900	Chr1A	11363580	11364105	-	11363842	Chr1A	12950239	12950765	+	12950502	1.0	0.992	collinear
gene:TraesCS1A03G0046000	Chr1A	11374596	11377413	-	11376004	Chr1A	12936911	12939748	+	12938329	1.0	0.988	collinear
gene:TraesCS1A03G0046100	Chr1A	11417412	11419979	-	11418695	Chr1A	12910274	12912843	+	12911558	0.999	0.981	collinear
gene:TraesCS1A03G0046200	Chr1A	11421349	11427850	-	11424599	Chr1A	12900643	12907057	+	12903850	0.998	0.988	collinear
gene:TraesCS1A03G0046500	Chr1A	11439104	11441975	-	11440539	Chr1A	12881360	12884354	+	12882857	0.999	0.961	collinear
gene:TraesCS1A03G0046600	Chr1A	11443246	11454401	+	11448823	Chr1A	12872175	12880109	-	12876142	0.994	0.99	collinear
gene:TraesCS1A03G0046900	Chr1A	11495332	11497221	+	11496276	Chr1A	12811323	12813234	-	12812278	0.999	0.987	collinear
gene:TraesCS1A03G0047100	Chr1A	11501540	11501983	+	11501761	Chr1A	12807075	12807518	-	12807296	1.0	0.966	collinear
gene:TraesCS1A03G0047200	Chr1A	11504567	11504946	+	11504756	Chr1A	12804073	12804466	-	12804269	1.0	0.977	collinear
gene:TraesCS1A03G0047300	Chr1A	11519726	11521384	+	11520555	Chr1A	12785733	12787329	-	12786531	0.962	0.922	collinear
gene:TraesCS1A03G0047400	Chr1A	11524459	11529220	-	11526839	Chr1A	12770292	12775066	+	12772679	1.0	0.986	collinear
gene:TraesCS1A03G0047600	Chr1A	11541507	11542143	+	11541825	Chr1A	12734950	12735586	-	12735268	1.0	0.984	collinear
gene:TraesCS1A03G0047800	Chr1A	11579525	11580104	-	11579814	Chr1A	12728347	12728933	+	12728640	1.0	0.977	collinear
gene:TraesCS1A03G0048100	Chr1A	11595786	11610084	-	11602935	Chr1A	12661220	12668906	+	12665063	1.0	0.979	collinear
gene:TraesCS1A03G0048800	Chr1A	11790508	11792148	-	11791328	Chr1A	12544880	12546519	+	12545699	0.998	0.966	collinear
gene:TraesCS1A03G0049900	Chr1A	12082077	12082292	+	12082184	Chr1A	12362684	12362899	-	12362791	1.0	0.981	collinear
gene:TraesCS1A03G0050000	Chr1A	12094747	12094989	+	12094868	Chr1A	12356549	12356791	-	12356670	1.0	0.958	collinear
gene:TraesCS1A03G0050100	Chr1A	12100859	12101074	-	12100966	Chr1A	12350886	12351101	+	12350993	1.0	0.981	collinear
gene:TraesCS1A03G0050200	Chr1A	12133347	12135790	+	12134568	Chr1A	12336525	12338958	-	12337741	1.0	0.952	collinear
gene:TraesCS1A03G0052400	Chr1A	12776082	12777463	+	12776772	Chr1A	12059260	12060639	-	12059949	1.0	0.995	collinear
gene:TraesCS1A03G0053100	Chr1A	12915599	12916915	+	12916257	Chr1A	12030418	12031734	-	12031076	1.0	0.984	collinear
gene:TraesCS1A03G0053300	Chr1A	12939671	12941173	+	12940422	Chr1A	12019295	12020799	-	12020047	1.0	0.984	collinear
gene:TraesCS1A03G0053400	Chr1A	12949198	12957146	+	12953172	Chr1A	12006359	12014394	-	12010376	0.998	0.978	collinear
gene:TraesCS1A03G0053900	Chr1A	13028665	13029764	-	13029214	Chr1A	13345973	13347074	-	13346523	1.0	0.985	collinear
gene:TraesCS1A03G0054100	Chr1A	13046527	13050288	+	13048407	Chr1A	13364991	13368729	+	13366860	0.971	0.939	collinear
gene:TraesCS1A03G0054800	Chr1A	13193060	13197008	+	13195034	Chr1A	13603444	13607427	+	13605435	0.999	0.987	collinear
gene:TraesCS1A03G0054900	Chr1A	13200484	13206622	-	13203553	Chr1A	13614298	13620302	-	13617300	0.956	0.946	collinear
gene:TraesCS1A03G0055000	Chr1A	13270380	13272107	+	13271243	Chr1A	13670714	13672420	+	13671567	0.993	0.965	collinear
gene:TraesCS1A03G0056500	Chr1A	13538184	13540331	+	13539257	Chr1A	13877700	13879837	+	13878768	0.956	0.92	collinear
gene:TraesCS1A03G0056600	Chr1A	13540431	13545694	-	13543062	Chr1A	13879937	13885013	-	13882475	0.977	0.942	collinear
gene:TraesCS1A03G0056700	Chr1A	13551171	13551368	+	13551269	Chr1A	13892522	13892719	+	13892620	1.0	0.979	collinear
gene:TraesCS1A03G0057300	Chr1A	13570933	13571130	+	13571031	Chr1A	13949791	13949988	+	13949889	1.0	0.974	collinear
gene:TraesCS1A03G0057500	Chr1A	13583292	13585867	-	13584579	Chr1A	13959370	13961943	-	13960656	0.999	0.989	collinear
gene:TraesCS1A03G0057600	Chr1A	13598375	13603180	-	13600777	Chr1A	13986636	13991116	-	13988876	0.99	0.95	collinear
gene:TraesCS1A03G0059400	Chr1A	13742969	13751080	-	13747024	Chr1A	14355564	14364070	-	14359817	0.995	0.976	collinear
gene:TraesCS1A03G0059500	Chr1A	13752584	13757887	-	13755235	Chr1A	14364841	14370237	-	14367539	0.994	0.979	collinear
gene:TraesCS1A03G0059600	Chr1A	13794443	13796028	+	13795235	Chr1A	14372287	14373791	+	14373039	0.938	0.916	collinear
gene:TraesCS1A03G0059700	Chr1A	13802993	13809219	+	13806106	Chr1A	14378410	14384624	+	14381517	0.998	0.99	collinear
gene:TraesCS1A03G0059900	Chr1A	13810432	13811881	+	13811156	Chr1A	14385846	14387302	+	14386574	1.0	0.98	collinear
gene:TraesCS1A03G0060100	Chr1A	13843225	13844310	-	13843767	Chr1A	14444962	14446041	-	14445501	1.0	0.983	collinear
gene:TraesCS1A03G0060600	Chr1A	13939627	13944153	+	13941890	Chr1A	14558143	14562673	+	14560408	1.0	0.994	collinear
gene:TraesCS1A03G0061600	Chr1A	14134880	14135104	-	14134992	Chr1A	15086873	15087097	+	15086985	1.0	0.973	collinear
gene:TraesCS1A03G0062700	Chr1A	14382916	14384857	+	14383886	Chr1A	14640151	14642009	+	14641080	0.991	0.965	collinear
gene:TraesCS1A03G0063400	Chr1A	14475459	14477535	-	14476497	Chr1A	15039461	15041534	+	15040497	0.997	0.978	collinear
gene:TraesCS1A03G0063500	Chr1A	14549053	14554242	+	14551647	Chr1A	14870810	14876080	-	14873445	0.997	0.989	collinear
gene:TraesCS1A03G0064000	Chr1A	14687049	14688908	+	14687978	Chr1A	14667983	14669855	-	14668919	1.0	0.977	collinear
gene:TraesCS1A03G0064100	Chr1A	14703540	14705592	+	14704566	Chr1A	14655222	14657279	-	14656250	1.0	0.977	collinear
gene:TraesCS1A03G0064300	Chr1A	14731100	14731699	+	14731399	Chr1A	15050155	15050754	+	15050454	1.0	1.0	collinear
gene:TraesCS1A03G0064500	Chr1A	14746688	14748301	+	14747494	Chr1A	15066319	15067892	+	15067105	1.0	0.98	collinear
gene:TraesCS1A03G0064700	Chr1A	14780440	14780675	-	14780557	Chr1A	15071401	15071637	-	15071519	1.0	0.976	collinear
gene:TraesCS1A03G0066200	Chr1A	15201632	15206132	+	15203882	Chr1A	15162857	15166774	+	15164815	0.998	0.925	collinear
gene:TraesCS1A03G0066300	Chr1A	15208234	15214544	-	15211389	Chr1A	15170230	15176726	-	15173478	1.0	0.984	collinear
gene:TraesCS1A03G0066600	Chr1A	15300898	15306904	+	15303901	Chr1A	15265620	15271825	+	15268722	0.999	0.988	collinear
gene:TraesCS1A03G0066700	Chr1A	15310891	15314093	+	15312492	Chr1A	15273512	15276753	+	15275132	0.999	0.958	collinear
gene:TraesCS1A03G0067100	Chr1A	15343635	15345440	+	15344537	Chr1A	15305573	15307256	+	15306414	0.93	0.909	collinear
gene:TraesCS1A03G0067300	Chr1A	15368889	15369587	+	15369238	Chr1A	15350594	15351306	+	15350950	0.985	0.928	collinear
gene:TraesCS1A03G0067400	Chr1A	15392629	15397707	-	15395168	Chr1A	15396937	15402109	-	15399523	0.99	0.922	collinear
gene:TraesCS1A03G0067500	Chr1A	15399523	15401294	-	15400408	Chr1A	15403915	15405711	-	15404813	1.0	0.96	collinear
gene:TraesCS1A03G0068200	Chr1A	15584010	15594529	+	15589269	Chr1A	15769756	15780382	+	15775069	0.996	0.985	collinear
gene:TraesCS1A03G0068300	Chr1A	15601197	15603641	-	15602419	Chr1A	15788441	15790873	-	15789657	0.992	0.943	collinear
gene:TraesCS1A03G0068500	Chr1A	15613570	15615690	-	15614630	Chr1A	15859957	15862077	-	15861017	1.0	0.986	collinear
gene:TraesCS1A03G0068800	Chr1A	15646443	15648744	-	15647593	Chr1A	15872815	15875113	-	15873964	1.0	0.987	collinear
gene:TraesCS1A03G0069000	Chr1A	15678023	15681931	+	15679977	Chr1A	15895160	15899059	+	15897109	0.994	0.961	collinear
gene:TraesCS1A03G0069100	Chr1A	15681929	15684246	-	15683087	Chr1A	15899057	15901425	-	15900241	0.978	0.937	collinear
gene:TraesCS1A03G0069300	Chr1A	15698654	15701587	+	15700120	Chr1A	15975023	15977954	+	15976488	0.998	0.971	collinear
gene:TraesCS1A03G0070500	Chr1A	16003801	16005231	+	16004516	Chr1A	16501234	16502650	+	16501942	0.988	0.977	collinear
gene:TraesCS1A03G0071500	Chr1A	16085058	16085762	+	16085410	Chr1A	16481768	16482472	-	16482120	1.0	0.96	collinear
gene:TraesCS1A03G0071800	Chr1A	16119778	16122030	+	16120904	Chr1A	16667621	16669850	+	16668735	0.988	0.941	collinear
gene:TraesCS1A03G0071900	Chr1A	16124458	16129008	-	16126733	Chr1A	16703521	16707812	-	16705666	0.991	0.985	collinear
gene:TraesCS1A03G0072200	Chr1A	16277726	16282241	-	16279983	Chr1A	16980333	16985461	-	16982897	1.0	0.983	collinear
gene:TraesCS1A03G0072400	Chr1A	16332592	16333993	-	16333292	Chr1A	16995275	16996675	-	16995975	0.995	0.975	collinear
gene:TraesCS1A03G0072500	Chr1A	16370756	16372334	-	16371545	Chr1A	17024310	17025871	-	17025090	1.0	0.95	collinear
gene:TraesCS1A03G0073200	Chr1A	16715916	16717729	+	16716822	Chr1A	17264631	17266471	+	17265551	1.0	0.956	collinear
gene:TraesCS1A03G0073300	Chr1A	16720131	16725111	+	16722621	Chr1A	17268769	17273668	+	17271218	0.978	0.968	collinear
gene:TraesCS1A03G0073400	Chr1A	17211267	17212859	+	17212063	Chr1A	17315926	17317518	+	17316722	1.0	0.986	collinear
gene:TraesCS1A03G0073500	Chr1A	17230250	17235171	-	17232710	Chr1A	17321809	17327114	-	17324461	0.998	0.979	collinear
gene:TraesCS1A03G0073700	Chr1A	17316169	17323323	+	17319746	Chr1A	17358700	17365601	+	17362150	0.98	0.953	collinear
gene:TraesCS1A03G0073800	Chr1A	17324074	17327414	-	17325744	Chr1A	17366564	17369832	-	17368198	0.985	0.973	collinear
gene:TraesCS1A03G0074000	Chr1A	17404383	17406315	+	17405349	Chr1A	17470361	17472244	-	17471302	0.974	0.944	collinear
gene:TraesCS1A03G0074600	Chr1A	17808423	17808955	-	17808689	Chr1A	17646050	17646588	-	17646319	1.0	0.938	collinear
gene:TraesCS1A03G0075000	Chr1A	17922489	17924062	+	17923275	Chr1A	17780109	17781681	+	17780895	1.0	0.992	collinear
gene:TraesCS1A03G0075700	Chr1A	18254682	18255170	+	18254926	Chr1A	17851313	17851801	+	17851557	1.0	0.969	collinear
gene:TraesCS1A03G0076000	Chr1A	18269082	18271719	+	18270400	Chr1A	17859820	17862478	+	17861149	0.966	0.907	collinear
gene:TraesCS1A03G0076400	Chr1A	18287645	18290838	+	18289241	Chr1A	17877708	17880243	+	17878975	0.978	0.951	collinear
gene:TraesCS1A03G0076600	Chr1A	18305729	18308421	+	18307075	Chr1A	17936898	17939527	+	17938212	0.966	0.931	collinear
gene:TraesCS1A03G0076700	Chr1A	18312344	18316851	+	18314597	Chr1A	17944525	17949053	+	17946789	1.0	0.985	collinear
gene:TraesCS1A03G0077600	Chr1A	18714748	18715749	+	18715248	Chr1A	18235671	18236675	+	18236173	1.0	0.978	collinear
gene:TraesCS1A03G0078000	Chr1A	18789724	18795494	+	18792609	Chr1A	18270452	18276128	+	18273290	1.0	0.986	collinear
gene:TraesCS1A03G0078100	Chr1A	18801107	18801394	-	18801250	Chr1A	18281836	18282123	-	18281979	1.0	0.961	collinear
gene:TraesCS1A03G0079100	Chr1A	19114419	19118034	+	19116226	Chr1A	18562809	18566395	+	18564602	0.992	0.973	collinear
gene:TraesCS1A03G0079200	Chr1A	19121653	19123323	-	19122488	Chr1A	18570022	18571657	-	18570839	0.977	0.965	collinear
gene:TraesCS1A03G0079600	Chr1A	19132419	19133114	-	19132766	Chr1A	18608208	18608934	-	18608571	0.998	0.923	collinear
gene:TraesCS1A03G0081200	Chr1A	20173897	20175747	+	20174822	Chr1A	19356817	19358673	+	19357745	1.0	0.984	collinear
gene:TraesCS1A03G0081500	Chr1A	20321933	20323911	-	20322922	Chr1A	19524857	19526838	-	19525847	1.0	0.992	collinear
