gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	ArinaLrFor_tgt_chr	ArinaLrFor_tgt_start	ArinaLrFor_tgt_end	ArinaLrFor_tgt_strand	ArinaLrFor_tgt_midpoint	ArinaLrFor_coverage	ArinaLrFor_identity	segment
gene:TraesCS1D03G0014100	Chr1D	3654017	3654448	+	3654232	Chr1D	2862302	2862733	+	2862517	1.0	0.965	collinear
gene:TraesCS1D03G0014200	Chr1D	3667788	3668400	+	3668094	Chr1D	2875768	2876380	+	2876074	1.0	0.996	collinear
gene:TraesCS1D03G0014300	Chr1D	3673182	3675464	-	3674323	Chr1D	2881446	2883724	-	2882585	1.0	0.995	collinear
gene:TraesCS1D03G0014700	Chr1D	3726798	3728037	+	3727417	Chr1D	2946293	2947532	+	2946912	1.0	1.0	collinear
gene:TraesCS1D03G0014900	Chr1D	3787854	3789079	-	3788466	Chr1D	3005577	3006802	-	3006189	1.0	1.0	collinear
gene:TraesCS1D03G0015100	Chr1D	3821069	3822598	+	3821833	Chr1D	3040130	3041659	+	3040894	1.0	1.0	collinear
gene:TraesCS1D03G0015200	Chr1D	3916114	3917013	-	3916563	Chr1D	3134719	3135618	-	3135168	1.0	1.0	collinear
gene:TraesCS1D03G0015300	Chr1D	3943302	3944607	-	3943954	Chr1D	3161450	3162755	-	3162102	1.0	1.0	collinear
gene:TraesCS1D03G0015500	Chr1D	4008439	4008696	+	4008567	Chr1D	3225821	3226078	+	3225949	1.0	1.0	collinear
gene:TraesCS1D03G0015600	Chr1D	4031888	4032790	-	4032339	Chr1D	3253569	3254471	-	3254020	1.0	1.0	collinear
gene:TraesCS1D03G0015900	Chr1D	4161332	4165555	+	4163443	Chr1D	3382370	3386593	+	3384481	1.0	1.0	collinear
gene:TraesCS1D03G0016000	Chr1D	4168175	4172160	+	4170167	Chr1D	3389212	3393197	+	3391204	1.0	1.0	collinear
gene:TraesCS1D03G0016100	Chr1D	4172892	4176565	+	4174728	Chr1D	3393929	3397602	+	3395765	1.0	1.0	collinear
gene:TraesCS1D03G0016200	Chr1D	4177197	4182517	-	4179857	Chr1D	3398234	3403554	-	3400894	1.0	0.99	collinear
gene:TraesCS1D03G0016600	Chr1D	4286412	4287695	-	4287053	Chr1D	3508017	3509300	-	3508658	1.0	1.0	collinear
gene:TraesCS1D03G0016700	Chr1D	4386351	4395126	-	4390738	Chr1D	3605659	3614455	-	3610057	1.0	1.0	collinear
gene:TraesCS1D03G0016800	Chr1D	4395798	4401534	+	4398666	Chr1D	3615127	3620860	+	3617993	1.0	1.0	collinear
gene:TraesCS1D03G0017100	Chr1D	4441316	4442197	-	4441756	Chr1D	3663213	3664094	-	3663653	1.0	1.0	collinear
gene:TraesCS1D03G0017400	Chr1D	4485187	4486277	-	4485732	Chr1D	3707241	3708331	-	3707786	1.0	1.0	collinear
gene:TraesCS1D03G0017500	Chr1D	4511639	4512641	-	4512140	Chr1D	3733799	3734801	-	3734300	1.0	0.998	collinear
gene:TraesCS1D03G0017600	Chr1D	4546440	4547558	+	4546999	Chr1D	3768613	3769734	+	3769173	1.0	0.997	collinear
gene:TraesCS1D03G0018300	Chr1D	4940040	4941015	-	4940527	Chr1D	4161299	4162274	-	4161786	1.0	1.0	collinear
gene:TraesCS1D03G0018500	Chr1D	5055567	5056764	-	5056165	Chr1D	4251230	4252427	-	4251828	1.0	1.0	collinear
gene:TraesCS1D03G0018700	Chr1D	5085791	5087899	+	5086845	Chr1D	4280753	4282861	+	4281807	1.0	1.0	collinear
gene:TraesCS1D03G0018900	Chr1D	5217817	5223338	+	5220577	Chr1D	4413030	4418993	+	4416011	1.0	1.0	collinear
gene:TraesCS1D03G0019300	Chr1D	5269306	5276316	+	5272811	Chr1D	4465133	4472143	+	4468638	1.0	0.998	collinear
gene:TraesCS1D03G0019400	Chr1D	5314169	5316891	-	5315530	Chr1D	4510264	4512986	-	4511625	1.0	1.0	collinear
gene:TraesCS1D03G0019700	Chr1D	5321435	5327699	-	5324567	Chr1D	4517530	4523794	-	4520662	1.0	1.0	collinear
gene:TraesCS1D03G0020000	Chr1D	5416602	5418218	-	5417410	Chr1D	4629041	4630657	-	4629849	1.0	1.0	collinear
gene:TraesCS1D03G0020600	Chr1D	5575968	5580858	-	5578413	Chr1D	4788825	4793715	-	4791270	1.0	0.999	collinear
gene:TraesCS1D03G0020700	Chr1D	5584625	5585680	+	5585152	Chr1D	4797482	4798537	+	4798009	1.0	1.0	collinear
gene:TraesCS1D03G0020900	Chr1D	5619330	5620109	-	5619719	Chr1D	4831773	4832552	-	4832162	1.0	1.0	collinear
gene:TraesCS1D03G0021000	Chr1D	5687938	5689538	+	5688738	Chr1D	4900412	4902012	+	4901212	1.0	1.0	collinear
gene:TraesCS1D03G0021100	Chr1D	5695036	5696676	+	5695856	Chr1D	4907510	4909150	+	4908330	1.0	0.999	collinear
gene:TraesCS1D03G0021200	Chr1D	5734745	5736216	+	5735480	Chr1D	4947258	4948729	+	4947993	1.0	1.0	collinear
gene:TraesCS1D03G0021300	Chr1D	5787123	5792364	-	5789743	Chr1D	4999750	5005024	-	5002387	1.0	1.0	collinear
gene:TraesCS1D03G0021400	Chr1D	5800416	5801330	+	5800873	Chr1D	5013076	5013990	+	5013533	1.0	0.998	collinear
gene:TraesCS1D03G0021500	Chr1D	5850271	5855556	-	5852913	Chr1D	5052129	5057511	-	5054820	1.0	1.0	collinear
gene:TraesCS1D03G0021700	Chr1D	5866018	5869520	+	5867769	Chr1D	5067973	5071475	+	5069724	1.0	1.0	collinear
gene:TraesCS1D03G0021800	Chr1D	5870381	5874515	-	5872448	Chr1D	5072336	5076470	-	5074403	1.0	1.0	collinear
gene:TraesCS1D03G0021900	Chr1D	5887607	5888518	+	5888062	Chr1D	5090425	5091336	+	5090880	1.0	1.0	collinear
gene:TraesCS1D03G0022000	Chr1D	5889906	5894463	+	5892184	Chr1D	5092724	5097281	+	5095002	1.0	1.0	collinear
gene:TraesCS1D03G0022100	Chr1D	5895435	5897468	+	5896451	Chr1D	5098253	5100286	+	5099269	1.0	1.0	collinear
gene:TraesCS1D03G0022200	Chr1D	5899194	5901390	+	5900292	Chr1D	5102000	5104196	+	5103098	1.0	1.0	collinear
gene:TraesCS1D03G0022700	Chr1D	5955107	5961830	+	5958468	Chr1D	5158076	5164799	+	5161437	1.0	1.0	collinear
gene:TraesCS1D03G0022800	Chr1D	5962133	5963519	+	5962826	Chr1D	5165102	5166488	+	5165795	1.0	1.0	collinear
gene:TraesCS1D03G0022900	Chr1D	5965029	5967804	-	5966416	Chr1D	5168065	5170840	-	5169452	1.0	1.0	collinear
gene:TraesCS1D03G0023500	Chr1D	6574304	6577432	+	6575868	Chr1D	5781597	5784725	+	5783161	1.0	1.0	collinear
gene:TraesCS1D03G0023700	Chr1D	6607032	6641306	+	6624169	Chr1D	5814500	5848946	+	5831723	1.0	1.0	collinear
gene:TraesCS1D03G0023900	Chr1D	6664438	6678885	+	6671661	Chr1D	5872072	5886558	+	5879315	1.0	1.0	collinear
gene:TraesCS1D03G0024100	Chr1D	6702026	6705310	-	6703668	Chr1D	5909708	5912807	-	5911257	0.991	0.964	collinear
gene:TraesCS1D03G0024300	Chr1D	6717424	6717978	-	6717701	Chr1D	5924922	5925476	-	5925199	1.0	1.0	collinear
gene:TraesCS1D03G0024400	Chr1D	6734472	6735112	-	6734792	Chr1D	5942029	5942669	-	5942349	1.0	1.0	collinear
gene:TraesCS1D03G0024500	Chr1D	6762398	6765377	-	6763887	Chr1D	5971494	5974473	-	5972983	1.0	1.0	collinear
gene:TraesCS1D03G0024600	Chr1D	6768889	6782560	-	6775724	Chr1D	5977985	5991656	-	5984820	1.0	0.999	collinear
gene:TraesCS1D03G0024700	Chr1D	6788386	6789994	-	6789190	Chr1D	5997560	5999168	-	5998364	1.0	1.0	collinear
gene:TraesCS1D03G0024800	Chr1D	6803517	6804251	-	6803884	Chr1D	6012694	6013428	-	6013061	1.0	1.0	collinear
gene:TraesCS1D03G0025100	Chr1D	6836115	6836863	-	6836489	Chr1D	6045292	6046020	-	6045656	0.968	0.967	collinear
gene:TraesCS1D03G0025200	Chr1D	6847588	6847915	-	6847751	Chr1D	6056749	6057076	-	6056912	1.0	1.0	collinear
gene:TraesCS1D03G0025400	Chr1D	6896537	6898345	-	6897441	Chr1D	6097296	6099104	-	6098200	1.0	1.0	collinear
gene:TraesCS1D03G0025500	Chr1D	6910143	6911975	+	6911059	Chr1D	6110914	6112746	+	6111830	1.0	1.0	collinear
gene:TraesCS1D03G0026000	Chr1D	6974090	6976661	-	6975375	Chr1D	6174854	6177425	-	6176139	1.0	1.0	collinear
gene:TraesCS1D03G0026200	Chr1D	6981796	6982558	-	6982177	Chr1D	6182576	6183338	-	6182957	1.0	1.0	collinear
gene:TraesCS1D03G0026400	Chr1D	7025015	7028044	-	7026529	Chr1D	6225400	6228429	-	6226914	1.0	1.0	collinear
gene:TraesCS1D03G0026800	Chr1D	7142988	7145861	-	7144424	Chr1D	6338668	6341541	-	6340104	1.0	0.999	collinear
gene:TraesCS1D03G0026900	Chr1D	7150081	7152861	-	7151471	Chr1D	6345761	6348541	-	6347151	1.0	1.0	collinear
gene:TraesCS1D03G0027100	Chr1D	7162457	7164005	-	7163231	Chr1D	6358136	6359684	-	6358910	1.0	1.0	collinear
gene:TraesCS1D03G0027500	Chr1D	7198014	7203075	-	7200544	Chr1D	6393643	6398704	-	6396173	1.0	1.0	collinear
gene:TraesCS1D03G0027600	Chr1D	7205594	7209460	+	7207527	Chr1D	6401223	6405089	+	6403156	1.0	1.0	collinear
gene:TraesCS1D03G0027700	Chr1D	7209703	7211493	-	7210598	Chr1D	6405332	6407122	-	6406227	1.0	1.0	collinear
gene:TraesCS1D03G0027800	Chr1D	7217568	7219054	-	7218311	Chr1D	6412932	6414418	-	6413675	1.0	1.0	collinear
gene:TraesCS1D03G0027900	Chr1D	7220638	7226063	+	7223350	Chr1D	6416012	6421437	+	6418724	1.0	1.0	collinear
gene:TraesCS1D03G0028000	Chr1D	7248635	7250357	+	7249496	Chr1D	6442884	6444606	+	6443745	1.0	1.0	collinear
gene:TraesCS1D03G0028400	Chr1D	7295347	7297250	+	7296298	Chr1D	6489456	6491359	+	6490407	1.0	1.0	collinear
gene:TraesCS1D03G0028500	Chr1D	7329510	7332180	+	7330845	Chr1D	6523310	6525980	+	6524645	1.0	0.999	collinear
gene:TraesCS1D03G0028600	Chr1D	7344236	7345795	+	7345015	Chr1D	6537673	6539232	+	6538452	1.0	1.0	collinear
gene:TraesCS1D03G0028700	Chr1D	7346429	7346764	+	7346596	Chr1D	6539866	6540201	+	6540033	1.0	1.0	collinear
gene:TraesCS1D03G0029000	Chr1D	7444347	7445118	-	7444732	Chr1D	6641399	6642170	-	6641784	1.0	1.0	collinear
gene:TraesCS1D03G0029100	Chr1D	7448772	7453083	+	7450927	Chr1D	6645824	6650119	+	6647971	1.0	1.0	collinear
gene:TraesCS1D03G0029300	Chr1D	7458483	7460471	+	7459477	Chr1D	6655519	6657507	+	6656513	1.0	1.0	collinear
gene:TraesCS1D03G0029400	Chr1D	7461845	7465604	-	7463724	Chr1D	6658881	6662640	-	6660760	1.0	1.0	collinear
gene:TraesCS1D03G0029500	Chr1D	7469380	7470382	-	7469881	Chr1D	6666394	6667396	-	6666895	1.0	1.0	collinear
gene:TraesCS1D03G0029700	Chr1D	7485862	7490452	-	7488157	Chr1D	6682876	6687466	-	6685171	1.0	1.0	collinear
gene:TraesCS1D03G0029900	Chr1D	7495928	7498713	-	7497320	Chr1D	6692942	6695727	-	6694334	1.0	1.0	collinear
gene:TraesCS1D03G0030000	Chr1D	7504293	7508717	+	7506505	Chr1D	6701308	6705722	+	6703515	1.0	1.0	collinear
gene:TraesCS1D03G0030400	Chr1D	7557933	7558861	-	7558397	Chr1D	6755048	6755976	-	6755512	1.0	1.0	collinear
gene:TraesCS1D03G0030700	Chr1D	7584288	7585388	-	7584838	Chr1D	6781527	6782627	-	6782077	1.0	1.0	collinear
gene:TraesCS1D03G0030800	Chr1D	7609089	7610266	+	7609677	Chr1D	6806692	6807869	+	6807280	1.0	0.998	collinear
gene:TraesCS1D03G0030900	Chr1D	7632197	7635495	-	7633846	Chr1D	6829894	6833192	-	6831543	1.0	1.0	collinear
gene:TraesCS1D03G0031000	Chr1D	7636833	7639437	+	7638135	Chr1D	6835904	6838508	+	6837206	1.0	1.0	collinear
gene:TraesCS1D03G0031100	Chr1D	7640389	7642599	-	7641494	Chr1D	6839460	6841670	-	6840565	1.0	1.0	collinear
gene:TraesCS1D03G0031300	Chr1D	7703824	7706918	-	7705371	Chr1D	6902645	6905739	-	6904192	1.0	0.997	collinear
gene:TraesCS1D03G0031400	Chr1D	7742263	7744697	+	7743480	Chr1D	6941265	6943699	+	6942482	1.0	0.999	collinear
gene:TraesCS1D03G0031500	Chr1D	7766021	7767467	-	7766744	Chr1D	6964591	6966037	-	6965314	1.0	1.0	collinear
gene:TraesCS1D03G0031800	Chr1D	7772412	7776370	-	7774391	Chr1D	6970982	6974940	-	6972961	1.0	0.999	collinear
gene:TraesCS1D03G0031700	Chr1D	7771995	7779704	+	7775849	Chr1D	6970565	6978274	+	6974419	1.0	0.999	collinear
gene:TraesCS1D03G0031900	Chr1D	7797379	7799716	+	7798547	Chr1D	6995948	6998285	+	6997116	1.0	0.999	collinear
gene:TraesCS1D03G0032000	Chr1D	7806662	7810184	-	7808423	Chr1D	7005273	7008795	-	7007034	1.0	1.0	collinear
gene:TraesCS1D03G0032300	Chr1D	7843644	7847436	-	7845540	Chr1D	7042430	7046222	-	7044326	1.0	1.0	collinear
gene:TraesCS1D03G0032400	Chr1D	7854309	7869098	+	7861703	Chr1D	7053095	7067713	+	7060404	1.0	1.0	collinear
gene:TraesCS1D03G0032500	Chr1D	7890500	7891777	-	7891138	Chr1D	7089301	7090578	-	7089939	1.0	1.0	collinear
gene:TraesCS1D03G0032700	Chr1D	7896242	7902109	-	7899175	Chr1D	7095043	7100910	-	7097976	1.0	1.0	collinear
gene:TraesCS1D03G0032900	Chr1D	7925981	7929834	+	7927907	Chr1D	7124024	7127878	+	7125951	1.0	1.0	collinear
gene:TraesCS1D03G0033000	Chr1D	7933872	7935232	+	7934552	Chr1D	7131916	7133276	+	7132596	1.0	1.0	collinear
gene:TraesCS1D03G0033100	Chr1D	8006183	8010570	-	8008376	Chr1D	7205131	7209518	-	7207324	1.0	1.0	collinear
gene:TraesCS1D03G0033200	Chr1D	8015283	8031795	+	8023539	Chr1D	7214231	7230742	+	7222486	1.0	1.0	collinear
gene:TraesCS1D03G0033800	Chr1D	8093813	8098708	+	8096260	Chr1D	7292693	7297588	+	7295140	1.0	0.999	collinear
gene:TraesCS1D03G0033900	Chr1D	8101658	8103140	+	8102399	Chr1D	7300810	7302292	+	7301551	1.0	0.999	collinear
gene:TraesCS1D03G0034100	Chr1D	8116295	8117076	+	8116685	Chr1D	7315447	7316228	+	7315837	1.0	1.0	collinear
gene:TraesCS1D03G0034200	Chr1D	8137290	8139047	+	8138168	Chr1D	7336747	7338504	+	7337625	1.0	1.0	collinear
gene:TraesCS1D03G0034400	Chr1D	8166280	8177789	+	8172034	Chr1D	7366019	7376769	+	7371394	1.0	1.0	collinear
gene:TraesCS1D03G0035000	Chr1D	8189624	8191287	+	8190455	Chr1D	7388640	7390303	+	7389471	1.0	1.0	collinear
gene:TraesCS1D03G0035100	Chr1D	8241841	8244372	+	8243106	Chr1D	7440858	7443389	+	7442123	1.0	1.0	collinear
gene:TraesCS1D03G0035200	Chr1D	8254180	8255126	+	8254653	Chr1D	7453190	7454137	+	7453663	1.0	0.984	collinear
gene:TraesCS1D03G0035300	Chr1D	8287580	8291578	+	8289579	Chr1D	7514294	7518135	+	7516214	0.956	0.931	collinear
gene:TraesCS1D03G0035400	Chr1D	8293631	8295994	-	8294812	Chr1D	7520188	7522551	-	7521369	1.0	1.0	collinear
gene:TraesCS1D03G0035500	Chr1D	8296531	8299442	+	8297986	Chr1D	7523088	7525999	+	7524543	1.0	1.0	collinear
gene:TraesCS1D03G0035600	Chr1D	8315967	8318268	-	8317117	Chr1D	7542524	7544825	-	7543674	1.0	1.0	collinear
gene:TraesCS1D03G0035700	Chr1D	8318805	8321664	+	8320234	Chr1D	7545362	7548221	+	7546791	1.0	1.0	collinear
gene:TraesCS1D03G0035800	Chr1D	8324667	8326267	-	8325467	Chr1D	7551224	7552824	-	7552024	1.0	1.0	collinear
gene:TraesCS1D03G0035900	Chr1D	8332217	8336281	-	8334249	Chr1D	7558800	7562864	-	7560832	1.0	1.0	collinear
gene:TraesCS1D03G0036000	Chr1D	8337814	8340700	-	8339257	Chr1D	7564397	7567283	-	7565840	1.0	1.0	collinear
gene:TraesCS1D03G0036100	Chr1D	8363677	8369101	-	8366389	Chr1D	7590090	7595514	-	7592802	1.0	1.0	collinear
gene:TraesCS1D03G0036200	Chr1D	8425686	8428027	+	8426856	Chr1D	7652423	7654770	+	7653596	1.0	1.0	collinear
gene:TraesCS1D03G0036400	Chr1D	8513539	8514237	-	8513888	Chr1D	7740495	7741193	-	7740844	1.0	1.0	collinear
gene:TraesCS1D03G0036500	Chr1D	8591248	8594687	-	8592967	Chr1D	7818262	7821701	-	7819981	1.0	0.999	collinear
gene:TraesCS1D03G0036700	Chr1D	8633821	8637432	-	8635626	Chr1D	7861970	7865581	-	7863775	1.0	1.0	collinear
gene:TraesCS1D03G0036800	Chr1D	8667203	8668447	+	8667825	Chr1D	7895465	7896709	+	7896087	1.0	1.0	collinear
gene:TraesCS1D03G0036900	Chr1D	8676817	8678607	+	8677712	Chr1D	7905071	7906861	+	7905966	1.0	1.0	collinear
gene:TraesCS1D03G0037000	Chr1D	8686742	8689043	-	8687892	Chr1D	7915026	7917327	-	7916176	1.0	1.0	collinear
gene:TraesCS1D03G0037300	Chr1D	8727511	8729922	+	8728716	Chr1D	7955904	7958315	+	7957109	1.0	1.0	collinear
gene:TraesCS1D03G0037400	Chr1D	8799437	8803408	+	8801422	Chr1D	8027572	8031543	+	8029557	1.0	1.0	collinear
gene:TraesCS1D03G0037900	Chr1D	8922917	8923896	+	8923406	Chr1D	8111923	8112902	+	8112412	1.0	0.998	collinear
gene:TraesCS1D03G0038400	Chr1D	9022044	9027361	+	9024702	Chr1D	8149100	8154244	+	8151672	0.958	0.958	collinear
gene:TraesCS1D03G0038500	Chr1D	9029515	9030704	-	9030109	Chr1D	8156398	8157587	-	8156992	1.0	1.0	collinear
gene:TraesCS1D03G0038600	Chr1D	9033681	9040126	-	9036903	Chr1D	8160564	8167009	-	8163786	1.0	1.0	collinear
gene:TraesCS1D03G0038800	Chr1D	9121342	9124455	+	9122898	Chr1D	8248527	8251640	+	8250083	1.0	1.0	collinear
gene:TraesCS1D03G0038900	Chr1D	9124737	9127417	-	9126077	Chr1D	8251922	8254602	-	8253262	1.0	1.0	collinear
gene:TraesCS1D03G0039000	Chr1D	9129416	9137638	+	9133527	Chr1D	8256601	8264823	+	8260712	1.0	1.0	collinear
gene:TraesCS1D03G0039100	Chr1D	9154545	9157552	+	9156048	Chr1D	8281740	8284747	+	8283243	1.0	1.0	collinear
gene:TraesCS1D03G0039200	Chr1D	9206067	9207887	+	9206977	Chr1D	8333881	8335701	+	8334791	1.0	1.0	collinear
gene:TraesCS1D03G0039300	Chr1D	9227821	9228352	+	9228086	Chr1D	8355716	8356247	+	8355981	1.0	1.0	collinear
gene:TraesCS1D03G0039400	Chr1D	9245157	9246124	+	9245640	Chr1D	8373339	8374306	+	8373822	1.0	1.0	collinear
gene:TraesCS1D03G0039500	Chr1D	9247527	9249158	-	9248342	Chr1D	8375708	8377339	-	8376523	1.0	1.0	collinear
gene:TraesCS1D03G0039600	Chr1D	9262555	9264156	+	9263355	Chr1D	8390768	8392369	+	8391568	1.0	1.0	collinear
gene:TraesCS1D03G0039700	Chr1D	9327845	9334250	-	9331047	Chr1D	8456169	8462576	-	8459372	1.0	0.999	collinear
gene:TraesCS1D03G0040100	Chr1D	9396284	9405243	-	9400763	Chr1D	8524781	8533741	-	8529261	1.0	1.0	collinear
gene:TraesCS1D03G0040200	Chr1D	9435351	9444224	-	9439787	Chr1D	8565521	8576046	-	8570783	1.0	0.997	collinear
gene:TraesCS1D03G0040300	Chr1D	9461479	9465994	+	9463736	Chr1D	8593465	8597982	+	8595723	1.0	0.996	collinear
gene:TraesCS1D03G0040500	Chr1D	9623480	9623999	-	9623739	Chr1D	8756735	8757254	-	8756994	1.0	1.0	collinear
gene:TraesCS1D03G0040800	Chr1D	9677228	9681756	+	9679492	Chr1D	8809991	8814454	+	8812222	1.0	0.999	collinear
gene:TraesCS1D03G0041100	Chr1D	9688210	9693529	+	9690869	Chr1D	8820887	8826197	+	8823542	1.0	0.996	collinear
gene:TraesCS1D03G0041300	Chr1D	9722460	9732333	-	9727396	Chr1D	8855159	8865032	-	8860095	1.0	0.998	collinear
gene:TraesCS1D03G0041600	Chr1D	9742405	9753140	-	9747772	Chr1D	8875081	8885818	-	8880449	1.0	1.0	collinear
gene:TraesCS1D03G0041800	Chr1D	9768946	9769323	-	9769134	Chr1D	8900866	8901243	-	8901054	1.0	1.0	collinear
gene:TraesCS1D03G0042100	Chr1D	9802988	9804033	-	9803510	Chr1D	8936122	8937167	-	8936644	1.0	1.0	collinear
gene:TraesCS1D03G0042200	Chr1D	9823512	9823727	-	9823619	Chr1D	8958860	8959075	-	8958967	1.0	1.0	collinear
gene:TraesCS1D03G0042300	Chr1D	9829325	9829540	+	9829432	Chr1D	8964673	8964888	+	8964780	1.0	1.0	collinear
