gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity	segment
gene:TraesCS2A02G233000	Chr2A	277603305	277607994	-	277605649	Chr2A	239070031	239074720	+	239072375	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A02G233100	Chr2A	277610633	277614709	-	277612671	Chr2A	239063315	239067391	+	239065353	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G233200	Chr2A	278344103	278344420	+	278344261	Chr2A	238379351	238379668	-	238379509	1.0	0.993	rearrangement:Chr2A_block1
gene:TraesCS2A02G233300	Chr2A	278414812	278420058	-	278417435	Chr2A	238299840	238305085	+	238302462	1.0	0.998	rearrangement:Chr2A_block1
gene:TraesCS2A02G233400	Chr2A	278445853	278467939	-	278456896	Chr2A	238247915	238269002	+	238258458	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G233500	Chr2A	278903600	278908276	-	278905938	Chr2A	237821717	237826391	+	237824054	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A02G233600	Chr2A	278909045	278911320	-	278910182	Chr2A	237818673	237820948	+	237819810	1.0	0.998	rearrangement:Chr2A_block1
gene:TraesCS2A02G233700	Chr2A	278915285	278923029	-	278919157	Chr2A	237806373	237814117	+	237810245	1.0	0.999	rearrangement:Chr2A_block1
gene:TraesCS2A02G240400	Chr2A	335804503	335804874	-	335804688	Chr2A	335376180	335376551	+	335376365	1.0	0.991	rearrangement:Chr2A_block2
gene:TraesCS2A02G240500	Chr2A	335818512	335823693	+	335821102	Chr2A	335357557	335362738	-	335360147	1.0	0.991	rearrangement:Chr2A_block2
gene:TraesCS2A02G240700	Chr2A	335821235	335821606	-	335821420	Chr2A	335359644	335360015	+	335359829	1.0	0.997	rearrangement:Chr2A_block2
gene:TraesCS2A02G240900	Chr2A	335825312	335825562	-	335825437	Chr2A	335355688	335355938	+	335355813	1.0	0.987	rearrangement:Chr2A_block2
gene:TraesCS2A02G241100	Chr2A	335826693	335826806	+	335826749	Chr2A	335354445	335354558	-	335354501	1.0	1.0	rearrangement:Chr2A_block2
gene:TraesCS2A02G241300	Chr2A	335828438	335828914	-	335828676	Chr2A	335352337	335352813	+	335352575	1.0	0.997	rearrangement:Chr2A_block2
gene:TraesCS2A02G241400	Chr2A	335829027	335829419	-	335829223	Chr2A	335351834	335352226	+	335352030	1.0	0.992	rearrangement:Chr2A_block2
gene:TraesCS2A02G241600	Chr2A	335830275	335830468	-	335830371	Chr2A	335351065	335351258	+	335351161	1.0	1.0	rearrangement:Chr2A_block2
gene:TraesCS2A02G241700	Chr2A	335831613	335832664	+	335832138	Chr2A	335348944	335349995	-	335349469	1.0	0.992	rearrangement:Chr2A_block2
gene:TraesCS2A02G242100	Chr2A	335839117	335839278	+	335839197	Chr2A	335342344	335342505	-	335342424	1.0	0.993	rearrangement:Chr2A_block2
gene:TraesCS2A02G242200	Chr2A	335843890	335844066	-	335843978	Chr2A	335337559	335337735	+	335337647	1.0	1.0	rearrangement:Chr2A_block2
gene:TraesCS2A02G242300	Chr2A	335844126	335844380	-	335844253	Chr2A	335337245	335337499	+	335337372	1.0	0.992	rearrangement:Chr2A_block2
gene:TraesCS2A02G242400	Chr2A	335848335	335848879	+	335848607	Chr2A	335332749	335333293	-	335333021	1.0	0.997	rearrangement:Chr2A_block2
gene:TraesCS2A02G242500	Chr2A	337663688	337670268	+	337666978	Chr2A	333510950	333517532	-	333514241	1.0	0.998	rearrangement:Chr2A_block2
gene:TraesCS2A02G242600	Chr2A	337721632	337723055	+	337722343	Chr2A	333324496	333325919	-	333325207	1.0	0.998	rearrangement:Chr2A_block2
gene:TraesCS2A02G242700	Chr2A	337859586	337862860	+	337861223	Chr2A	333464959	333468233	-	333466596	1.0	0.998	rearrangement:Chr2A_block2
gene:TraesCS2A02G242800	Chr2A	338279491	338280635	+	338280063	Chr2A	332785515	332786659	-	332786087	1.0	0.994	rearrangement:Chr2A_block2
gene:TraesCS2A02G242900	Chr2A	338517188	338522392	+	338519790	Chr2A	332537221	332542424	-	332539822	1.0	0.998	rearrangement:Chr2A_block2
gene:TraesCS2A02G243000	Chr2A	338545715	338547482	+	338546598	Chr2A	332512540	332514307	-	332513423	1.0	0.991	rearrangement:Chr2A_block2
gene:TraesCS2A02G243400	Chr2A	342542932	342547024	-	342544978	Chr2A	364561987	364566079	+	364564033	1.0	0.999	rearrangement:Chr2A_block4
gene:TraesCS2A02G243500	Chr2A	342645279	342649755	-	342647517	Chr2A	364461565	364465932	+	364463748	1.0	0.971	rearrangement:Chr2A_block4
gene:TraesCS2A02G243600	Chr2A	343417184	343419557	+	343418370	Chr2A	363704376	363706748	-	363705562	1.0	0.996	rearrangement:Chr2A_block4
gene:TraesCS2A02G243700	Chr2A	343444970	343445803	-	343445386	Chr2A	363678922	363679755	+	363679338	1.0	0.998	rearrangement:Chr2A_block4
gene:TraesCS2A02G243800	Chr2A	344447847	344450383	+	344449115	Chr2A	362728456	362730992	-	362729724	1.0	0.997	rearrangement:Chr2A_block4
gene:TraesCS2A02G243900	Chr2A	345461885	345462175	-	345462030	Chr2A	361743141	361743431	+	361743286	1.0	0.996	rearrangement:Chr2A_block4
gene:TraesCS2A02G244000	Chr2A	345477820	345496291	+	345487055	Chr2A	361698133	361727499	-	361712816	1.0	0.999	rearrangement:Chr2A_block4
gene:TraesCS2A02G244100	Chr2A	346203235	346211680	+	346207457	Chr2A	360984019	360992462	-	360988240	1.0	0.998	rearrangement:Chr2A_block4
gene:TraesCS2A02G244200	Chr2A	348089209	348093743	-	348091476	Chr2A	359112724	359117260	+	359114992	1.0	0.999	rearrangement:Chr2A_block4
gene:TraesCS2A02G244300	Chr2A	348245733	348246443	-	348246088	Chr2A	358948008	358948718	+	358948363	1.0	1.0	rearrangement:Chr2A_block4
gene:TraesCS2A02G247400	Chr2A	366382649	366384677	-	366383663	Chr2A	366195710	366197749	+	366196729	1.0	0.997	rearrangement:Chr2A_block4
gene:TraesCS2A02G247500	Chr2A	366719774	366721279	-	366720526	Chr2A	365870687	365872192	+	365871439	1.0	0.998	rearrangement:Chr2A_block4
gene:TraesCS2A02G247600	Chr2A	367579841	367580134	-	367579987	Chr2A	364994726	364995019	+	364994872	1.0	0.996	rearrangement:Chr2A_block4
gene:TraesCS2A02G247700	Chr2A	367579855	367588508	+	367584181	Chr2A	364986348	364995005	-	364990676	1.0	0.997	rearrangement:Chr2A_block4
gene:TraesCS2A02G245600	Chr2A	354529929	354530396	+	354530162	Chr2A	352549017	352549484	-	352549250	1.0	0.993	rearrangement:Chr2A_block3
gene:TraesCS2A02G245700	Chr2A	355454121	355461260	+	355457690	Chr2A	351619734	351626801	-	351623267	1.0	0.999	rearrangement:Chr2A_block3
gene:TraesCS2A02G245800	Chr2A	356678716	356723446	+	356701081	Chr2A	350361288	350405604	-	350383446	0.999	0.998	rearrangement:Chr2A_block3
gene:TraesCS2A02G245900	Chr2A	357324378	357327171	+	357325774	Chr2A	349726978	349729713	-	349728345	1.0	0.962	rearrangement:Chr2A_block3
gene:TraesCS2A02G246000	Chr2A	358939874	358957906	-	358948890	Chr2A	348118390	348136063	+	348127226	1.0	0.998	rearrangement:Chr2A_block3
gene:TraesCS2A02G246100	Chr2A	360414893	360425430	+	360420161	Chr2A	371718699	371729237	-	371723968	1.0	0.998	rearrangement:Chr2A_block5
gene:TraesCS2A02G246200	Chr2A	360428438	360436954	-	360432696	Chr2A	371707179	371715693	+	371711436	0.998	0.996	rearrangement:Chr2A_block5
gene:TraesCS2A02G246300	Chr2A	360738362	360748707	+	360743534	Chr2A	371398074	371408418	-	371403246	1.0	0.999	rearrangement:Chr2A_block5
gene:TraesCS2A02G246400	Chr2A	360749773	360750993	-	360750383	Chr2A	371395788	371397008	+	371396398	1.0	1.0	rearrangement:Chr2A_block5
gene:TraesCS2A02G246600	Chr2A	360868372	360871806	+	360870089	Chr2A	371277489	371280913	-	371279201	0.995	0.994	rearrangement:Chr2A_block5
gene:TraesCS2A02G000100	Chr2A	249837	258387	+	254112	Chr2A	245791	254340	+	250065	0.999	0.999	collinear
gene:TraesCS2A02G000200	Chr2A	258830	262973	-	260901	Chr2A	254783	258926	-	256854	1.0	1.0	collinear
gene:TraesCS2A02G000300	Chr2A	272124	273067	-	272595	Chr2A	268090	269033	-	268561	1.0	0.998	collinear
gene:TraesCS2A02G000400	Chr2A	278821	289215	+	284018	Chr2A	274787	284867	+	279827	1.0	1.0	collinear
gene:TraesCS2A02G000500	Chr2A	326106	327106	-	326606	Chr2A	321759	322759	-	322259	1.0	1.0	collinear
gene:TraesCS2A02G000600	Chr2A	389168	391345	+	390256	Chr2A	384552	386729	+	385640	1.0	1.0	collinear
gene:TraesCS2A02G000700	Chr2A	396124	400932	-	398528	Chr2A	391502	396302	-	393902	0.995	0.995	collinear
gene:TraesCS2A02G000800	Chr2A	473496	474573	-	474034	Chr2A	467535	468614	-	468074	1.0	0.998	collinear
gene:TraesCS2A02G000900	Chr2A	500410	504019	+	502214	Chr2A	494443	498052	+	496247	1.0	1.0	collinear
gene:TraesCS2A02G001000	Chr2A	512885	516471	+	514678	Chr2A	506918	510504	+	508711	1.0	1.0	collinear
gene:TraesCS2A02G001100	Chr2A	525386	528729	+	527057	Chr2A	519273	522616	+	520944	1.0	1.0	collinear
gene:TraesCS2A02G001200	Chr2A	529346	533102	-	531224	Chr2A	523233	526985	-	525109	1.0	1.0	collinear
gene:TraesCS2A02G001300	Chr2A	533300	536209	+	534754	Chr2A	529567	532476	+	531021	1.0	1.0	collinear
gene:TraesCS2A02G001400	Chr2A	562911	565826	-	564368	Chr2A	558901	561816	-	560358	1.0	0.998	collinear
gene:TraesCS2A02G001500	Chr2A	580888	585420	-	583154	Chr2A	576878	581410	-	579144	1.0	1.0	collinear
gene:TraesCS2A02G001600	Chr2A	658359	660448	+	659403	Chr2A	652748	654837	+	653792	1.0	1.0	collinear
gene:TraesCS2A02G001700	Chr2A	662867	665222	+	664044	Chr2A	656550	658905	+	657727	1.0	0.998	collinear
gene:TraesCS2A02G001800	Chr2A	715377	716198	+	715787	Chr2A	708489	709310	+	708899	1.0	0.997	collinear
gene:TraesCS2A02G001900	Chr2A	746916	747789	+	747352	Chr2A	740332	741205	+	740768	1.0	1.0	collinear
gene:TraesCS2A02G002000	Chr2A	819919	820675	+	820297	Chr2A	813357	814113	+	813735	1.0	0.994	collinear
gene:TraesCS2A02G002100	Chr2A	1163741	1165344	-	1164542	Chr2A	1208928	1210531	-	1209729	1.0	1.0	collinear
gene:TraesCS2A02G002400	Chr2A	1364422	1365450	-	1364936	Chr2A	1381334	1382371	-	1381852	1.0	0.99	collinear
gene:TraesCS2A02G002500	Chr2A	1370229	1381768	-	1375998	Chr2A	1387181	1398791	-	1392986	1.0	0.969	collinear
gene:TraesCS2A02G002600	Chr2A	1608666	1609163	+	1608914	Chr2A	1766575	1767072	+	1766823	1.0	1.0	collinear
gene:TraesCS2A02G002700	Chr2A	1685582	1687293	+	1686437	Chr2A	1869283	1870994	+	1870138	1.0	0.999	collinear
gene:TraesCS2A02G002800	Chr2A	1776596	1778573	+	1777584	Chr2A	1959296	1961273	+	1960284	1.0	1.0	collinear
gene:TraesCS2A02G002900	Chr2A	1783499	1785409	-	1784454	Chr2A	1966067	1967977	-	1967022	1.0	1.0	collinear
gene:TraesCS2A02G003000	Chr2A	1857935	1863412	-	1860673	Chr2A	2039808	2045077	-	2042442	1.0	1.0	collinear
gene:TraesCS2A02G003100	Chr2A	1871479	1877682	+	1874580	Chr2A	2053146	2059248	+	2056197	1.0	1.0	collinear
gene:TraesCS2A02G003200	Chr2A	2226935	2231232	+	2229083	Chr2A	2274647	2278944	+	2276795	1.0	0.999	collinear
gene:TraesCS2A02G003400	Chr2A	2273380	2274666	-	2274023	Chr2A	3211375	3212661	-	3212018	1.0	1.0	collinear
gene:TraesCS2A02G003600	Chr2A	2321343	2325578	+	2323460	Chr2A	3256697	3260932	+	3258814	1.0	0.999	collinear
gene:TraesCS2A02G003700	Chr2A	2331523	2337129	+	2334326	Chr2A	3266877	3272482	+	3269679	1.0	1.0	collinear
gene:TraesCS2A02G003800	Chr2A	2352114	2353022	-	2352568	Chr2A	3287467	3288375	-	3287921	1.0	1.0	collinear
gene:TraesCS2A02G004100	Chr2A	2366335	2367372	+	2366853	Chr2A	3301882	3302919	+	3302400	1.0	0.999	collinear
gene:TraesCS2A02G003900	Chr2A	2355896	2382397	+	2369146	Chr2A	3291249	3317948	+	3304598	1.0	1.0	collinear
gene:TraesCS2A02G004200	Chr2A	2373231	2377514	-	2375372	Chr2A	3308778	3313061	-	3310919	1.0	0.999	collinear
gene:TraesCS2A02G004300	Chr2A	2377872	2379498	+	2378685	Chr2A	3313419	3315049	+	3314234	1.0	0.996	collinear
gene:TraesCS2A02G004400	Chr2A	2402808	2403208	+	2403008	Chr2A	3338106	3338506	+	3338306	1.0	1.0	collinear
gene:TraesCS2A02G004500	Chr2A	2405864	2407866	+	2406865	Chr2A	3341162	3343164	+	3342163	1.0	1.0	collinear
gene:TraesCS2A02G004600	Chr2A	2463117	2466740	-	2464928	Chr2A	3398444	3402067	-	3400255	1.0	1.0	collinear
gene:TraesCS2A02G004700	Chr2A	2476815	2481845	-	2479330	Chr2A	3411744	3416774	-	3414259	1.0	1.0	collinear
gene:TraesCS2A02G004800	Chr2A	2481972	2487182	+	2484577	Chr2A	3416901	3422111	+	3419506	1.0	1.0	collinear
gene:TraesCS2A02G004900	Chr2A	2488830	2495245	-	2492037	Chr2A	3423759	3430174	-	3426966	1.0	0.998	collinear
gene:TraesCS2A02G005000	Chr2A	2637762	2653834	+	2645798	Chr2A	3972970	3988993	-	3980981	0.999	0.995	collinear
gene:TraesCS2A02G005100	Chr2A	2655708	2657588	+	2656648	Chr2A	3968865	3970918	-	3969891	0.999	0.905	collinear
gene:TraesCS2A02G005200	Chr2A	2657374	2660973	-	2659173	Chr2A	3965481	3969078	+	3967279	1.0	0.994	collinear
gene:TraesCS2A02G005300	Chr2A	2693455	2697385	+	2695420	Chr2A	3946277	3950210	-	3948243	1.0	0.995	collinear
gene:TraesCS2A02G005400	Chr2A	2700528	2700923	-	2700725	Chr2A	3942717	3943112	+	3942914	1.0	0.989	collinear
gene:TraesCS2A02G005500	Chr2A	2708175	2708888	-	2708531	Chr2A	3934463	3935176	+	3934819	1.0	0.998	collinear
gene:TraesCS2A02G005600	Chr2A	2713730	2714453	+	2714091	Chr2A	3928910	3929633	-	3929271	1.0	0.991	collinear
gene:TraesCS2A02G005700	Chr2A	2726159	2727824	+	2726991	Chr2A	3915583	3917219	-	3916401	0.975	0.909	collinear
gene:TraesCS2A02G005800	Chr2A	2739129	2740683	-	2739906	Chr2A	3910768	3912312	+	3911540	0.997	0.989	collinear
gene:TraesCS2A02G006000	Chr2A	2791671	2794776	-	2793223	Chr2A	3864022	3867355	+	3865688	1.0	0.999	collinear
gene:TraesCS2A02G006100	Chr2A	2817615	2820056	-	2818835	Chr2A	3838743	3841184	+	3839963	1.0	0.999	collinear
gene:TraesCS2A02G006200	Chr2A	2839126	2854913	+	2847019	Chr2A	3805012	3820194	-	3812603	1.0	0.991	collinear
gene:TraesCS2A02G006300	Chr2A	2860739	2862513	+	2861626	Chr2A	3797442	3799216	-	3798329	1.0	0.999	collinear
gene:TraesCS2A02G006400	Chr2A	2876139	2877842	+	2876990	Chr2A	3782271	3783974	-	3783122	1.0	0.998	collinear
gene:TraesCS2A02G006500	Chr2A	2880736	2885432	+	2883084	Chr2A	3774662	3779358	-	3777010	1.0	0.998	collinear
gene:TraesCS2A02G006600	Chr2A	2892625	2893791	-	2893208	Chr2A	3766272	3767438	+	3766855	1.0	1.0	collinear
gene:TraesCS2A02G006700	Chr2A	2895357	2896658	+	2896007	Chr2A	3763406	3764707	-	3764056	1.0	0.999	collinear
gene:TraesCS2A02G006800	Chr2A	2914803	2920979	+	2917891	Chr2A	3739089	3745253	-	3742171	0.997	0.997	collinear
gene:TraesCS2A02G006900	Chr2A	2964420	2965424	+	2964922	Chr2A	3695719	3696723	-	3696221	1.0	1.0	collinear
gene:TraesCS2A02G007000	Chr2A	2986007	2990362	+	2988184	Chr2A	3671130	3675485	-	3673307	1.0	1.0	collinear
gene:TraesCS2A02G007200	Chr2A	3106369	3111490	+	3108929	Chr2A	5418499	5423620	-	5421059	1.0	1.0	collinear
gene:TraesCS2A02G007300	Chr2A	3111972	3114111	+	3113041	Chr2A	5415878	5418017	-	5416947	1.0	0.997	collinear
gene:TraesCS2A02G007500	Chr2A	3333157	3336110	-	3334633	Chr2A	5454788	5457739	-	5456263	1.0	0.996	collinear
gene:TraesCS2A02G007600	Chr2A	3351281	3351679	+	3351480	Chr2A	5472608	5473006	+	5472807	1.0	0.996	collinear
gene:TraesCS2A02G007700	Chr2A	3400981	3406474	-	3403727	Chr2A	5521960	5527193	-	5524576	1.0	1.0	collinear
gene:TraesCS2A02G007800	Chr2A	3442301	3447773	+	3445037	Chr2A	5562234	5567716	+	5564975	1.0	0.996	collinear
gene:TraesCS2A02G007900	Chr2A	3448583	3450490	-	3449536	Chr2A	5568525	5570431	-	5569478	1.0	0.993	collinear
gene:TraesCS2A02G008000	Chr2A	3523032	3524646	+	3523839	Chr2A	5634736	5636351	+	5635543	1.0	0.981	collinear
gene:TraesCS2A02G008100	Chr2A	3532809	3534386	-	3533597	Chr2A	5644258	5645816	-	5645037	0.987	0.982	collinear
gene:TraesCS2A02G008200	Chr2A	3538294	3540001	+	3539147	Chr2A	5649657	5651288	+	5650472	1.0	0.992	collinear
gene:TraesCS2A02G008300	Chr2A	3594024	3595544	+	3594784	Chr2A	5690063	5691583	+	5690823	1.0	0.994	collinear
gene:TraesCS2A02G008500	Chr2A	3626039	3630710	+	3628374	Chr2A	5703202	5708435	+	5705818	1.0	0.998	collinear
gene:TraesCS2A02G008600	Chr2A	3629933	3630902	+	3630417	Chr2A	5707096	5708627	+	5707861	1.0	0.985	collinear
gene:TraesCS2A02G008700	Chr2A	3632420	3633736	+	3633078	Chr2A	5710146	5711462	+	5710804	1.0	0.992	collinear
gene:TraesCS2A02G008800	Chr2A	3635655	3637184	+	3636419	Chr2A	5713399	5714928	+	5714163	1.0	0.993	collinear
gene:TraesCS2A02G008900	Chr2A	3639742	3641262	+	3640502	Chr2A	5717491	5719011	+	5718251	1.0	0.996	collinear
gene:TraesCS2A02G009000	Chr2A	3754755	3755141	-	3754948	Chr2A	5812258	5812644	-	5812451	1.0	0.997	collinear
gene:TraesCS2A02G009100	Chr2A	3759130	3762320	+	3760725	Chr2A	5816632	5819840	+	5818236	1.0	0.987	collinear
gene:TraesCS2A02G009300	Chr2A	3794470	3797034	+	3795752	Chr2A	5855804	5858368	+	5857086	1.0	0.989	collinear
gene:TraesCS2A02G009400	Chr2A	3794413	3801111	-	3797762	Chr2A	5855747	5862473	-	5859110	1.0	0.987	collinear
gene:TraesCS2A02G009500	Chr2A	3816477	3818177	+	3817327	Chr2A	5877817	5879517	+	5878667	1.0	1.0	collinear
gene:TraesCS2A02G009600	Chr2A	3834207	3844562	-	3839384	Chr2A	5895033	5905248	-	5900140	1.0	1.0	collinear
gene:TraesCS2A02G009700	Chr2A	3848784	3857006	-	3852895	Chr2A	5909273	5917495	-	5913384	1.0	1.0	collinear
gene:TraesCS2A02G009800	Chr2A	3862849	3865016	-	3863932	Chr2A	5923338	5925505	-	5924421	1.0	0.999	collinear
gene:TraesCS2A02G009900	Chr2A	3905386	3930750	-	3918068	Chr2A	5965627	5990987	-	5978307	1.0	1.0	collinear
gene:TraesCS2A02G010000	Chr2A	3954553	3955387	+	3954970	Chr2A	6014607	6015441	+	6015024	1.0	1.0	collinear
gene:TraesCS2A02G010100	Chr2A	3959343	3962913	+	3961128	Chr2A	6019236	6022807	+	6021021	1.0	0.998	collinear
gene:TraesCS2A02G010200	Chr2A	3964835	3968074	-	3966454	Chr2A	6024461	6027700	-	6026080	1.0	1.0	collinear
gene:TraesCS2A02G010300	Chr2A	4037703	4041497	+	4039600	Chr2A	6096396	6100190	+	6098293	1.0	1.0	collinear
gene:TraesCS2A02G010400	Chr2A	4042748	4044634	+	4043691	Chr2A	6101441	6103327	+	6102384	1.0	1.0	collinear
gene:TraesCS2A02G010500	Chr2A	4046474	4047655	-	4047064	Chr2A	6105167	6106348	-	6105757	1.0	1.0	collinear
gene:TraesCS2A02G010600	Chr2A	4083824	4089576	+	4086700	Chr2A	6142112	6147864	+	6144988	1.0	0.999	collinear
gene:TraesCS2A02G010700	Chr2A	4092367	4094111	+	4093239	Chr2A	6150655	6152400	+	6151527	1.0	0.998	collinear
gene:TraesCS2A02G010800	Chr2A	4113715	4114311	+	4114013	Chr2A	6179165	6179761	+	6179463	1.0	0.974	collinear
gene:TraesCS2A02G010900	Chr2A	4137776	4142722	+	4140249	Chr2A	6207673	6212661	+	6210167	1.0	0.985	collinear
gene:TraesCS2A02G011000	Chr2A	4161106	4165285	+	4163195	Chr2A	6294627	6298612	+	6296619	1.0	0.995	collinear
gene:TraesCS2A02G011100	Chr2A	4168036	4172935	-	4170485	Chr2A	6301361	6306294	-	6303827	0.998	0.998	collinear
gene:TraesCS2A02G011200	Chr2A	4180343	4182324	+	4181333	Chr2A	6330643	6332623	+	6331633	1.0	0.996	collinear
gene:TraesCS2A02G011300	Chr2A	4210178	4214118	+	4212148	Chr2A	6356121	6360062	+	6358091	1.0	0.997	collinear
gene:TraesCS2A02G011400	Chr2A	4215799	4221330	-	4218564	Chr2A	6361744	6367333	-	6364538	1.0	0.997	collinear
gene:TraesCS2A02G011500	Chr2A	4291370	4293941	-	4292655	Chr2A	6433113	6435684	-	6434398	1.0	0.997	collinear
gene:TraesCS2A02G011600	Chr2A	4309562	4313889	-	4311725	Chr2A	6451239	6455566	-	6453402	1.0	1.0	collinear
gene:TraesCS2A02G011700	Chr2A	4348696	4349926	-	4349311	Chr2A	6490196	6491426	-	6490811	1.0	1.0	collinear
gene:TraesCS2A02G011800	Chr2A	4363249	4364036	+	4363642	Chr2A	6504439	6505226	+	6504832	1.0	1.0	collinear
