gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity	segment
gene:TraesCS1D02G011200	Chr1D	6168877	6203308	+	6186092	Chr1D	6071624	6105895	+	6088759	1.0	1.0	collinear
gene:TraesCS1D02G011300	Chr1D	6226393	6241143	+	6233768	Chr1D	6129017	6143474	+	6136245	1.0	0.999	collinear
gene:TraesCS1D02G011400	Chr1D	6264619	6268342	-	6266480	Chr1D	6166637	6169921	-	6168279	1.0	1.0	collinear
gene:TraesCS1D02G011500	Chr1D	6280456	6281010	-	6280733	Chr1D	6182036	6182590	-	6182313	1.0	1.0	collinear
gene:TraesCS1D02G011547	Chr1D	6297476	6298116	-	6297796	Chr1D	6199072	6199712	-	6199392	1.0	1.0	collinear
gene:TraesCS1D02G011600	Chr1D	6325402	6328381	-	6326891	Chr1D	6226999	6229978	-	6228488	1.0	1.0	collinear
gene:TraesCS1D02G011700	Chr1D	6331893	6345564	-	6338728	Chr1D	6233490	6247162	-	6240326	1.0	1.0	collinear
gene:TraesCS1D02G011800	Chr1D	6351524	6353132	-	6352328	Chr1D	6252989	6254597	-	6253793	1.0	1.0	collinear
gene:TraesCS1D02G011900	Chr1D	6366655	6367389	-	6367022	Chr1D	6268114	6268848	-	6268481	1.0	1.0	collinear
gene:TraesCS1D02G012000	Chr1D	6399253	6400001	-	6399627	Chr1D	6300712	6301460	-	6301086	1.0	0.998	collinear
gene:TraesCS1D02G012100	Chr1D	6410934	6411261	-	6411097	Chr1D	6312090	6312417	-	6312253	1.0	1.0	collinear
gene:TraesCS1D02G012200	Chr1D	6461577	6463385	-	6462481	Chr1D	6348391	6350200	-	6349295	1.0	0.998	collinear
gene:TraesCS1D02G012300	Chr1D	6475182	6477014	+	6476098	Chr1D	6362013	6363845	+	6362929	1.0	1.0	collinear
gene:TraesCS1D02G012400	Chr1D	6490085	6491176	-	6490630	Chr1D	6376917	6378008	-	6377462	1.0	1.0	collinear
gene:TraesCS1D02G012500	Chr1D	6539891	6542462	-	6541176	Chr1D	6425949	6428520	-	6427234	1.0	1.0	collinear
gene:TraesCS1D02G012600	Chr1D	6547770	6548532	-	6548151	Chr1D	6433655	6434417	-	6434036	1.0	1.0	collinear
gene:TraesCS1D02G012700	Chr1D	6591228	6594257	-	6592742	Chr1D	6476366	6479395	-	6477880	1.0	1.0	collinear
gene:TraesCS1D02G012800	Chr1D	6711752	6714625	-	6713188	Chr1D	6592657	6595530	-	6594093	1.0	0.999	collinear
gene:TraesCS1D02G012900	Chr1D	6718845	6721625	-	6720235	Chr1D	6599750	6602530	-	6601140	1.0	1.0	collinear
gene:TraesCS1D02G013000	Chr1D	6731413	6732961	-	6732187	Chr1D	6612125	6613673	-	6612899	1.0	1.0	collinear
gene:TraesCS1D02G013100	Chr1D	6766844	6771905	-	6769374	Chr1D	6647632	6652693	-	6650162	1.0	1.0	collinear
gene:TraesCS1D02G013200	Chr1D	6774424	6778290	+	6776357	Chr1D	6655212	6659078	+	6657145	1.0	1.0	collinear
gene:TraesCS1D02G013300	Chr1D	6778533	6780323	-	6779428	Chr1D	6659321	6661111	-	6660216	1.0	1.0	collinear
gene:TraesCS1D02G013400	Chr1D	6786398	6787884	-	6787141	Chr1D	6666926	6668412	-	6667669	1.0	1.0	collinear
gene:TraesCS1D02G013500	Chr1D	6789468	6794893	+	6792180	Chr1D	6670003	6675428	+	6672715	1.0	0.999	collinear
gene:TraesCS1D02G013600	Chr1D	6817464	6819186	+	6818325	Chr1D	6697878	6699600	+	6698739	1.0	1.0	collinear
gene:TraesCS1D02G013800	Chr1D	6898428	6901098	+	6899763	Chr1D	6769406	6772076	+	6770741	1.0	1.0	collinear
gene:TraesCS1D02G013900	Chr1D	6913154	6914713	+	6913933	Chr1D	6785265	6786824	+	6786044	1.0	1.0	collinear
gene:TraesCS1D02G014000	Chr1D	6915347	6915682	+	6915514	Chr1D	6787458	6787793	+	6787625	1.0	1.0	collinear
gene:TraesCS1D02G014100	Chr1D	7013497	7014268	-	7013882	Chr1D	6885409	6886180	-	6885794	1.0	1.0	collinear
gene:TraesCS1D02G014200	Chr1D	7017922	7022354	+	7020138	Chr1D	6889834	6894135	+	6891984	1.0	1.0	collinear
gene:TraesCS1D02G014300	Chr1D	7027754	7029742	+	7028748	Chr1D	6899731	6901719	+	6900725	1.0	0.999	collinear
gene:TraesCS1D02G014400	Chr1D	7031116	7034875	-	7032995	Chr1D	6903093	6906852	-	6904972	1.0	0.994	collinear
gene:TraesCS1D02G014500	Chr1D	7038659	7039661	-	7039160	Chr1D	6910615	6911617	-	6911116	1.0	1.0	collinear
gene:TraesCS1D02G014600	Chr1D	7055141	7059731	-	7057436	Chr1D	6927097	6931687	-	6929392	1.0	1.0	collinear
gene:TraesCS1D02G014700	Chr1D	7065207	7067992	-	7066599	Chr1D	6937163	6939948	-	6938555	1.0	1.0	collinear
gene:TraesCS1D02G014900	Chr1D	7073574	7077996	+	7075785	Chr1D	6945542	6949974	+	6947758	1.0	1.0	collinear
gene:TraesCS1D02G015000	Chr1D	7129017	7129945	-	7129481	Chr1D	6999177	7000105	-	6999641	1.0	1.0	collinear
gene:TraesCS1D02G015100	Chr1D	7155530	7156630	-	7156080	Chr1D	7025531	7026631	-	7026081	1.0	1.0	collinear
gene:TraesCS1D02G015200	Chr1D	7180893	7182070	+	7181481	Chr1D	7050320	7051497	+	7050908	1.0	1.0	collinear
gene:TraesCS1D02G015300	Chr1D	7204336	7207634	-	7205985	Chr1D	7073431	7076729	-	7075080	1.0	1.0	collinear
gene:TraesCS1D02G015400	Chr1D	7209284	7211888	+	7210586	Chr1D	7078069	7080673	+	7079371	1.0	1.0	collinear
gene:TraesCS1D02G015412	Chr1D	7212840	7215050	-	7213945	Chr1D	7081625	7083835	-	7082730	1.0	1.0	collinear
gene:TraesCS1D02G015500	Chr1D	7277369	7280463	-	7278916	Chr1D	7145092	7148186	-	7146639	1.0	1.0	collinear
gene:TraesCS1D02G015600	Chr1D	7316111	7318545	+	7317328	Chr1D	7183534	7185968	+	7184751	1.0	1.0	collinear
gene:TraesCS1D02G015700	Chr1D	7340643	7342089	-	7341366	Chr1D	7207281	7208727	-	7208004	1.0	1.0	collinear
gene:TraesCS1D02G015900	Chr1D	7347034	7350992	-	7349013	Chr1D	7213672	7217630	-	7215651	1.0	0.999	collinear
gene:TraesCS1D02G015800	Chr1D	7346617	7354326	+	7350471	Chr1D	7213255	7220964	+	7217109	1.0	0.999	collinear
gene:TraesCS1D02G016000	Chr1D	7372001	7374338	+	7373169	Chr1D	7238638	7240975	+	7239806	1.0	1.0	collinear
gene:TraesCS1D02G016026	Chr1D	7381284	7384806	-	7383045	Chr1D	7247921	7251443	-	7249682	1.0	1.0	collinear
gene:TraesCS1D02G016100	Chr1D	7419157	7422949	-	7421053	Chr1D	7284894	7288686	-	7286790	1.0	1.0	collinear
gene:TraesCS1D02G016200	Chr1D	7429822	7445013	+	7437417	Chr1D	7295559	7310347	+	7302953	1.0	1.0	collinear
gene:TraesCS1D02G016400	Chr1D	7467148	7468425	-	7467786	Chr1D	7331748	7333025	-	7332386	1.0	1.0	collinear
gene:TraesCS1D02G016500	Chr1D	7472890	7478757	-	7475823	Chr1D	7337460	7343327	-	7340393	1.0	1.0	collinear
gene:TraesCS1D02G016600	Chr1D	7502196	7506050	+	7504123	Chr1D	7367299	7371153	+	7369226	1.0	1.0	collinear
gene:TraesCS1D02G016700	Chr1D	7510088	7511448	+	7510768	Chr1D	7375191	7376551	+	7375871	1.0	1.0	collinear
gene:TraesCS1D02G016800	Chr1D	7583590	7587977	-	7585783	Chr1D	7446065	7450453	-	7448259	1.0	1.0	collinear
gene:TraesCS1D02G016900	Chr1D	7592690	7609204	+	7600947	Chr1D	7455166	7471680	+	7463423	1.0	1.0	collinear
gene:TraesCS1D02G016983	Chr1D	7671168	7676063	+	7673615	Chr1D	7533712	7538608	+	7536160	1.0	0.999	collinear
gene:TraesCS1D02G017000	Chr1D	7694093	7694874	+	7694483	Chr1D	7556211	7556992	+	7556601	1.0	1.0	collinear
gene:TraesCS1D02G017100	Chr1D	7715652	7717409	+	7716530	Chr1D	7577210	7578968	+	7578089	1.0	0.999	collinear
gene:TraesCS1D02G017200	Chr1D	7745049	7756461	+	7750755	Chr1D	7604557	7616087	+	7610322	1.0	1.0	collinear
gene:TraesCS1D02G017300	Chr1D	7768698	7770361	+	7769529	Chr1D	7627892	7629555	+	7628723	1.0	1.0	collinear
gene:TraesCS1D02G017400	Chr1D	7820918	7823449	+	7822183	Chr1D	7680117	7682648	+	7681382	1.0	1.0	collinear
gene:TraesCS1D02G017500	Chr1D	7833433	7834379	+	7833906	Chr1D	7692458	7693404	+	7692931	1.0	1.0	collinear
gene:TraesCS1D02G017600	Chr1D	7868467	7872465	+	7870466	Chr1D	7725876	7729874	+	7727875	1.0	1.0	collinear
gene:TraesCS1D02G017700	Chr1D	7874518	7876881	-	7875699	Chr1D	7731927	7734290	-	7733108	1.0	1.0	collinear
gene:TraesCS1D02G017800	Chr1D	7877418	7880329	+	7878873	Chr1D	7734827	7737738	+	7736282	1.0	0.999	collinear
gene:TraesCS1D02G017900	Chr1D	7896854	7899155	-	7898004	Chr1D	7754251	7756552	-	7755401	1.0	1.0	collinear
gene:TraesCS1D02G018000	Chr1D	7899692	7902551	+	7901121	Chr1D	7757089	7759948	+	7758518	1.0	1.0	collinear
gene:TraesCS1D02G018100	Chr1D	7905554	7907154	-	7906354	Chr1D	7762951	7764551	-	7763751	1.0	1.0	collinear
gene:TraesCS1D02G018200	Chr1D	7913104	7917168	-	7915136	Chr1D	7770515	7774579	-	7772547	1.0	1.0	collinear
gene:TraesCS1D02G018300	Chr1D	7918701	7921587	-	7920144	Chr1D	7776112	7778998	-	7777555	1.0	1.0	collinear
gene:TraesCS1D02G018400	Chr1D	7944751	7950175	-	7947463	Chr1D	7801992	7807416	-	7804704	1.0	1.0	collinear
gene:TraesCS1D02G018500	Chr1D	8014222	8016565	+	8015393	Chr1D	7864022	7866383	+	7865202	1.0	1.0	collinear
gene:TraesCS1D02G018600	Chr1D	8104295	8104993	-	8104644	Chr1D	7951915	7952613	-	7952264	1.0	1.0	collinear
gene:TraesCS1D02G018700	Chr1D	8182627	8186066	-	8184346	Chr1D	8029545	8032984	-	8031264	1.0	0.999	collinear
gene:TraesCS1D02G018800	Chr1D	8226547	8230158	-	8228352	Chr1D	8072026	8075637	-	8073831	1.0	1.0	collinear
gene:TraesCS1D02G019000	Chr1D	8259962	8261206	+	8260584	Chr1D	8105425	8106669	+	8106047	1.0	1.0	collinear
gene:TraesCS1D02G019100	Chr1D	8269576	8271366	+	8270471	Chr1D	8115037	8116827	+	8115932	1.0	0.998	collinear
gene:TraesCS1D02G019200	Chr1D	8279639	8281940	-	8280789	Chr1D	8124968	8127269	-	8126118	1.0	1.0	collinear
gene:TraesCS1D02G019300	Chr1D	8320720	8323131	+	8321925	Chr1D	8165735	8168146	+	8166940	1.0	1.0	collinear
gene:TraesCS1D02G019400	Chr1D	8388080	8392051	+	8390065	Chr1D	8237610	8241581	+	8239595	1.0	1.0	collinear
gene:TraesCS1D02G019500	Chr1D	8473982	8474961	+	8474471	Chr1D	8322619	8323598	+	8323108	1.0	1.0	collinear
gene:TraesCS1D02G019600	Chr1D	8605145	8610344	-	8607744	Chr1D	8450951	8456150	-	8453550	1.0	1.0	collinear
gene:TraesCS1D02G019700	Chr1D	8610887	8616204	+	8613545	Chr1D	8456693	8462011	+	8459352	1.0	1.0	collinear
gene:TraesCS1D02G019800	Chr1D	8618358	8619547	-	8618952	Chr1D	8464165	8465354	-	8464759	1.0	1.0	collinear
gene:TraesCS1D02G019900	Chr1D	8622524	8629139	-	8625831	Chr1D	8468331	8474775	-	8471553	1.0	1.0	collinear
gene:TraesCS1D02G020000	Chr1D	8711647	8714760	+	8713203	Chr1D	8555792	8558905	+	8557348	1.0	1.0	collinear
gene:TraesCS1D02G020100	Chr1D	8715042	8717722	-	8716382	Chr1D	8559187	8561867	-	8560527	1.0	1.0	collinear
gene:TraesCS1D02G020200	Chr1D	8719721	8727943	+	8723832	Chr1D	8563866	8572088	+	8567977	1.0	1.0	collinear
gene:TraesCS1D02G020300	Chr1D	8744977	8747984	+	8746480	Chr1D	8588995	8592002	+	8590498	1.0	1.0	collinear
gene:TraesCS1D02G020400	Chr1D	8796980	8798800	+	8797890	Chr1D	8640555	8642375	+	8641465	1.0	1.0	collinear
gene:TraesCS1D02G020500	Chr1D	8819239	8819770	+	8819504	Chr1D	8662318	8662849	+	8662583	1.0	1.0	collinear
gene:TraesCS1D02G020600	Chr1D	8836433	8837400	+	8836916	Chr1D	8679660	8680627	+	8680143	1.0	1.0	collinear
gene:TraesCS1D02G020619	Chr1D	8838803	8842102	-	8840452	Chr1D	8682029	8685117	-	8683573	0.936	0.907	collinear
gene:TraesCS1D02G020700	Chr1D	8854239	8855840	+	8855039	Chr1D	8697067	8698668	+	8697867	1.0	1.0	collinear
gene:TraesCS1D02G020800	Chr1D	8919896	8926301	-	8923098	Chr1D	8762360	8768765	-	8765562	1.0	1.0	collinear
gene:TraesCS1D02G020900	Chr1D	8988695	8997868	-	8993281	Chr1D	8830808	8839767	-	8835287	1.0	1.0	collinear
gene:TraesCS1D02G021000	Chr1D	9028322	9037195	-	9032758	Chr1D	8869886	8878759	-	8874322	1.0	1.0	collinear
gene:TraesCS1D02G021100	Chr1D	9054631	9059146	+	9056888	Chr1D	8896188	8900703	+	8898445	1.0	1.0	collinear
gene:TraesCS1D02G021200	Chr1D	9086119	9091764	-	9088941	Chr1D	8927782	8933427	-	8930604	1.0	0.999	collinear
gene:TraesCS1D02G021400	Chr1D	9217396	9217915	-	9217655	Chr1D	9058202	9058721	-	9058461	1.0	1.0	collinear
gene:TraesCS1D02G021600	Chr1D	9271902	9276824	+	9274363	Chr1D	9111964	9116494	+	9114229	1.0	1.0	collinear
gene:TraesCS1D02G021700	Chr1D	9283505	9288824	+	9286164	Chr1D	9122952	9128271	+	9125611	1.0	1.0	collinear
gene:TraesCS1D02G021800	Chr1D	9338424	9349159	-	9343791	Chr1D	9177158	9187893	-	9182525	1.0	1.0	collinear
gene:TraesCS1D02G021900	Chr1D	9364173	9364550	-	9364361	Chr1D	9203708	9204085	-	9203896	1.0	1.0	collinear
gene:TraesCS1D02G022000	Chr1D	9399302	9400347	-	9399824	Chr1D	9237765	9238810	-	9238287	1.0	1.0	collinear
gene:TraesCS1D02G022100	Chr1D	9420345	9420560	-	9420452	Chr1D	9258294	9258509	-	9258401	1.0	1.0	collinear
gene:TraesCS1D02G022200	Chr1D	9426158	9426373	+	9426265	Chr1D	9264107	9264322	+	9264214	1.0	1.0	collinear
gene:TraesCS1D02G022300	Chr1D	9440832	9443539	+	9442185	Chr1D	9278613	9281320	+	9279966	1.0	1.0	collinear
gene:TraesCS1D02G022400	Chr1D	9481698	9484997	-	9483347	Chr1D	9319042	9322341	-	9320691	1.0	1.0	collinear
gene:TraesCS1D02G022500	Chr1D	9575753	9593333	+	9584543	Chr1D	9412342	9429954	+	9421148	1.0	1.0	collinear
