gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity	segment
gene:TraesCS3D02G016900	Chr3D	5814394	5815759	-	5815076	Chr3D	11179330	11180695	-	11180012	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G017000	Chr3D	5856669	5858004	-	5857336	Chr3D	11221478	11222813	-	11222145	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G017100	Chr3D	5861814	5863543	+	5862678	Chr3D	11226481	11228210	+	11227345	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G017200	Chr3D	5864830	5866648	-	5865739	Chr3D	11229497	11231315	-	11230406	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G017300	Chr3D	5869810	5873304	+	5871557	Chr3D	11234477	11237971	+	11236224	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G017400	Chr3D	5875424	5880650	-	5878037	Chr3D	11240091	11245317	-	11242704	1.0	0.999	rearrangement:Chr3D_block1
gene:TraesCS3D02G017500	Chr3D	6009195	6012248	+	6010721	Chr3D	11376723	11379775	+	11378249	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G017600	Chr3D	6013194	6015417	-	6014305	Chr3D	11380723	11382946	-	11381834	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G017700	Chr3D	6016878	6020801	-	6018839	Chr3D	11384407	11388330	-	11386368	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G017800	Chr3D	6021794	6023847	-	6022820	Chr3D	11389323	11391376	-	11390349	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G017900	Chr3D	6030116	6034026	+	6032071	Chr3D	11397645	11401319	+	11399482	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G018000	Chr3D	6060901	6068841	+	6064871	Chr3D	11426903	11434843	+	11430873	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G018100	Chr3D	6140574	6142644	+	6141609	Chr3D	11504205	11506275	+	11505240	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G018200	Chr3D	6146779	6149852	-	6148315	Chr3D	11510412	11513485	-	11511948	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G018300	Chr3D	6167260	6169993	-	6168626	Chr3D	11530893	11533626	-	11532259	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G018400	Chr3D	6176969	6180284	-	6178626	Chr3D	11540602	11543917	-	11542259	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G018500	Chr3D	6193030	6193813	+	6193421	Chr3D	11556663	11557446	+	11557054	1.0	0.998	rearrangement:Chr3D_block1
gene:TraesCS3D02G018600	Chr3D	6195940	6197761	-	6196850	Chr3D	11559573	11561394	-	11560483	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G018700	Chr3D	6332694	6338567	+	6335630	Chr3D	11695237	11701110	+	11698173	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G018800	Chr3D	6339983	6345137	-	6342560	Chr3D	11702526	11707680	-	11705103	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G018900	Chr3D	6402986	6406703	-	6404844	Chr3D	11765529	11769246	-	11767387	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G019000	Chr3D	6409208	6414977	+	6412092	Chr3D	11771752	11777320	+	11774536	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G019100	Chr3D	6424580	6426506	-	6425543	Chr3D	11786561	11788487	-	11787524	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G019200	Chr3D	6429393	6431005	+	6430199	Chr3D	11791374	11792986	+	11792180	1.0	0.999	rearrangement:Chr3D_block1
gene:TraesCS3D02G019300	Chr3D	6454547	6456104	-	6455325	Chr3D	11816531	11818088	-	11817309	1.0	0.999	rearrangement:Chr3D_block1
gene:TraesCS3D02G019400	Chr3D	6459775	6460973	-	6460374	Chr3D	11821759	11822957	-	11822358	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G019500	Chr3D	6465027	6465890	-	6465458	Chr3D	11826807	11827670	-	11827238	1.0	0.998	rearrangement:Chr3D_block1
gene:TraesCS3D02G019600	Chr3D	6529685	6529972	-	6529828	Chr3D	11890861	11891148	-	11891004	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G019700	Chr3D	6661700	6666999	+	6664349	Chr3D	12021965	12027264	+	12024614	1.0	0.999	rearrangement:Chr3D_block1
gene:TraesCS3D02G019800	Chr3D	6676491	6678131	+	6677311	Chr3D	12036756	12038396	+	12037576	1.0	0.999	rearrangement:Chr3D_block1
gene:TraesCS3D02G019900	Chr3D	6726405	6730004	+	6728204	Chr3D	12086580	12090178	+	12088379	1.0	0.999	rearrangement:Chr3D_block1
gene:TraesCS3D02G020000	Chr3D	6730187	6733680	-	6731933	Chr3D	12090361	12093854	-	12092107	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G020100	Chr3D	6737975	6739045	-	6738510	Chr3D	12098153	12099223	-	12098688	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G020200	Chr3D	6745804	6753986	+	6749895	Chr3D	12105857	12114039	+	12109948	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G020300	Chr3D	6754571	6754816	+	6754693	Chr3D	12114624	12114869	+	12114746	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G020400	Chr3D	6860952	6863358	-	6862155	Chr3D	12227155	12229561	-	12228358	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G020500	Chr3D	6949696	6950286	+	6949991	Chr3D	12315857	12316447	+	12316152	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G020600	Chr3D	6967976	6969806	+	6968891	Chr3D	12333975	12335805	+	12334890	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G020700	Chr3D	6971034	6972707	-	6971870	Chr3D	12337033	12338706	-	12337869	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G020800	Chr3D	6974954	6977481	+	6976217	Chr3D	12340952	12343479	+	12342215	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G021000	Chr3D	7019184	7020276	+	7019730	Chr3D	12384739	12385831	+	12385285	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G021100	Chr3D	7022394	7023338	-	7022866	Chr3D	12387949	12388893	-	12388421	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G021200	Chr3D	7028152	7028934	+	7028543	Chr3D	12393363	12394145	+	12393754	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G021300	Chr3D	7031159	7034403	-	7032781	Chr3D	12396370	12399614	-	12397992	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G021400	Chr3D	7089626	7090567	-	7090096	Chr3D	12454616	12455557	-	12455086	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G021500	Chr3D	7094080	7094604	+	7094342	Chr3D	12459070	12459594	+	12459332	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G021600	Chr3D	7102512	7107200	-	7104856	Chr3D	12467503	12472191	-	12469847	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G021700	Chr3D	7122252	7124816	-	7123534	Chr3D	12486974	12489538	-	12488256	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G021900	Chr3D	7165483	7168646	+	7167064	Chr3D	12506742	12509625	+	12508183	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G022000	Chr3D	7171959	7173620	+	7172789	Chr3D	12512938	12514599	+	12513768	1.0	0.999	rearrangement:Chr3D_block1
gene:TraesCS3D02G022100	Chr3D	7177346	7178987	+	7178166	Chr3D	12518325	12519966	+	12519145	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G022200	Chr3D	7181350	7185372	+	7183361	Chr3D	12522148	12526170	+	12524159	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G022300	Chr3D	7185896	7186717	-	7186306	Chr3D	12526694	12527515	-	12527104	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G022400	Chr3D	7219253	7227153	+	7223203	Chr3D	12559917	12567817	+	12563867	1.0	0.999	rearrangement:Chr3D_block1
gene:TraesCS3D02G022500	Chr3D	7228063	7229549	+	7228806	Chr3D	12568727	12570213	+	12569470	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G022600	Chr3D	7230582	7242955	-	7236768	Chr3D	12571246	12583437	-	12577341	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G022700	Chr3D	7243598	7244977	-	7244287	Chr3D	12584080	12585459	-	12584769	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G022800	Chr3D	7253767	7254330	+	7254048	Chr3D	12594142	12594705	+	12594423	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G022900	Chr3D	7256680	7268617	-	7262648	Chr3D	12596581	12608519	-	12602550	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G023000	Chr3D	7287231	7290690	-	7288960	Chr3D	12626932	12630391	-	12628661	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G023100	Chr3D	7336478	7340461	+	7338469	Chr3D	12676016	12679999	+	12678007	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G023200	Chr3D	7405848	7412003	+	7408925	Chr3D	12744887	12751042	+	12747964	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G023300	Chr3D	7421065	7423893	-	7422479	Chr3D	12760107	12762935	-	12761521	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G023400	Chr3D	7430150	7430404	-	7430277	Chr3D	12769194	12769448	-	12769321	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G023500	Chr3D	7432917	7435989	+	7434453	Chr3D	12771689	12774761	+	12773225	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G023600	Chr3D	7496834	7501605	-	7499219	Chr3D	12835187	12839958	-	12837572	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G023700	Chr3D	7526510	7531543	+	7529026	Chr3D	12864555	12869476	+	12867015	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G023800	Chr3D	7553268	7554851	+	7554059	Chr3D	12891140	12892723	+	12891931	1.0	0.999	rearrangement:Chr3D_block1
gene:TraesCS3D02G023900	Chr3D	7589988	7593971	+	7591979	Chr3D	12927654	12931637	+	12929645	1.0	0.999	rearrangement:Chr3D_block1
gene:TraesCS3D02G024000	Chr3D	7594476	7595769	+	7595122	Chr3D	12932142	12933435	+	12932788	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G024100	Chr3D	7605843	7613892	-	7609867	Chr3D	12943247	12951054	-	12947150	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G024200	Chr3D	7695031	7696076	+	7695553	Chr3D	13031306	13032351	+	13031828	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G024300	Chr3D	8146622	8148295	+	8147458	Chr3D	13479543	13481216	+	13480379	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G024400	Chr3D	8246987	8249812	+	8248399	Chr3D	13577552	13580377	+	13578964	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G024500	Chr3D	8285216	8287818	+	8286517	Chr3D	13615844	13618446	+	13617145	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G024600	Chr3D	8327982	8329138	+	8328560	Chr3D	13657144	13658300	+	13657722	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G024700	Chr3D	8336384	8341411	-	8338897	Chr3D	13664959	13669987	-	13667473	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G024800	Chr3D	8364692	8366020	+	8365356	Chr3D	13693274	13694602	+	13693938	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G024900	Chr3D	8381172	8382421	+	8381796	Chr3D	13709567	13710816	+	13710191	1.0	0.999	rearrangement:Chr3D_block1
gene:TraesCS3D02G025000	Chr3D	8436906	8439801	+	8438353	Chr3D	13763467	13766362	+	13764914	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G025100	Chr3D	8499403	8509170	-	8504286	Chr3D	13825354	13835125	-	13830239	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G025200	Chr3D	8517596	8534206	-	8525901	Chr3D	13843466	13860077	-	13851771	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G025300	Chr3D	8564460	8573804	+	8569132	Chr3D	13890334	13899678	+	13895006	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G025400	Chr3D	8697064	8702401	-	8699732	Chr3D	14020999	14026336	-	14023667	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G025500	Chr3D	8830615	8830926	-	8830770	Chr3D	14150841	14151152	-	14150996	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G025600	Chr3D	8838316	8847966	-	8843141	Chr3D	14158217	14167865	-	14163041	0.999	0.999	rearrangement:Chr3D_block1
gene:TraesCS3D02G025700	Chr3D	8851071	8851688	-	8851379	Chr3D	14170962	14171579	-	14171270	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G025800	Chr3D	8855735	8856732	+	8856233	Chr3D	14175626	14176623	+	14176124	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G025900	Chr3D	8887680	8889290	+	8888485	Chr3D	14204518	14206128	+	14205323	1.0	0.999	rearrangement:Chr3D_block1
gene:TraesCS3D02G026000	Chr3D	8911927	8913736	+	8912831	Chr3D	14228651	14230460	+	14229555	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G026100	Chr3D	8927077	8928954	+	8928015	Chr3D	14243801	14245678	+	14244739	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G026200	Chr3D	8935611	8937215	+	8936413	Chr3D	14252335	14253939	+	14253137	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G026400	Chr3D	8971249	8975091	-	8973170	Chr3D	14287776	14291618	-	14289697	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G026500	Chr3D	9066387	9068862	-	9067624	Chr3D	14374347	14376822	-	14375584	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G026600	Chr3D	9072272	9073315	+	9072793	Chr3D	14379883	14380926	+	14380404	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G026700	Chr3D	9094139	9098190	+	9096164	Chr3D	14401643	14405737	+	14403690	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G026800	Chr3D	9117413	9119045	+	9118229	Chr3D	14424414	14426046	+	14425230	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G026900	Chr3D	9121997	9123333	+	9122665	Chr3D	14428866	14430202	+	14429534	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G027000	Chr3D	9131071	9132089	-	9131580	Chr3D	14437940	14438958	-	14438449	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G027100	Chr3D	9199149	9200922	+	9200035	Chr3D	14506153	14507926	+	14507039	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G027200	Chr3D	9243472	9245200	+	9244336	Chr3D	14550492	14552220	+	14551356	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G027300	Chr3D	9291380	9293047	+	9292213	Chr3D	14596995	14598662	+	14597828	1.0	0.999	rearrangement:Chr3D_block1
gene:TraesCS3D02G027400	Chr3D	9312660	9315268	+	9313964	Chr3D	14617539	14620147	+	14618843	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G027500	Chr3D	9318382	9319369	+	9318875	Chr3D	14623261	14624248	+	14623754	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G027600	Chr3D	9416257	9420218	-	9418237	Chr3D	14719990	14723951	-	14721970	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G027700	Chr3D	9441849	9443013	+	9442431	Chr3D	14744969	14746133	+	14745551	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G027800	Chr3D	9445859	9451187	-	9448523	Chr3D	14748979	14754306	-	14751642	0.999	0.999	rearrangement:Chr3D_block1
gene:TraesCS3D02G027900	Chr3D	9632330	9634114	+	9633222	Chr3D	14933333	14935117	+	14934225	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G028000	Chr3D	9634160	9635720	+	9634940	Chr3D	14935163	14936723	+	14935943	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G028100	Chr3D	9676755	9679604	-	9678179	Chr3D	14977051	14979900	-	14978475	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G028200	Chr3D	9732363	9741764	-	9737063	Chr3D	15030844	15039849	-	15035346	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G028300	Chr3D	9880635	9882400	-	9881517	Chr3D	15177177	15178942	-	15178059	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G028400	Chr3D	9947161	9949118	-	9948139	Chr3D	15242703	15244621	-	15243662	0.978	0.978	rearrangement:Chr3D_block1
gene:TraesCS3D02G028500	Chr3D	10133239	10136539	+	10134889	Chr3D	15429070	15432370	+	15430720	1.0	0.997	rearrangement:Chr3D_block1
gene:TraesCS3D02G028600	Chr3D	10219410	10220669	-	10220039	Chr3D	15514349	15515608	-	15514978	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G028618	Chr3D	10233056	10235802	-	10234429	Chr3D	15527775	15530521	-	15529148	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G028700	Chr3D	10388998	10389592	-	10389295	Chr3D	15856864	15857459	+	15857161	1.0	0.992	rearrangement:Chr3D_block1
gene:TraesCS3D02G028800	Chr3D	10409012	10411521	-	10410266	Chr3D	15700204	15702713	-	15701458	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G028900	Chr3D	10453763	10456812	+	10455287	Chr3D	15744736	15747785	+	15746260	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G029000	Chr3D	10458906	10461617	+	10460261	Chr3D	15749879	15752590	+	15751234	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G029100	Chr3D	10516320	10520334	-	10518327	Chr3D	15807121	15811135	-	15809128	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G029300	Chr3D	10642509	10644759	+	10643634	Chr3D	15932165	15934415	+	15933290	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G029400	Chr3D	10659758	10663012	+	10661385	Chr3D	15949417	15952671	+	15951044	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G029500	Chr3D	10664209	10669501	-	10666855	Chr3D	15953613	15958743	-	15956178	1.0	0.999	rearrangement:Chr3D_block1
gene:TraesCS3D02G029600	Chr3D	10675721	10677063	+	10676392	Chr3D	15964773	15966115	+	15965444	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G029700	Chr3D	10723713	10724965	+	10724339	Chr3D	16012234	16013486	+	16012860	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G029800	Chr3D	10747954	10748175	-	10748064	Chr3D	16036238	16036459	-	16036348	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G029900	Chr3D	10803995	10805079	+	10804537	Chr3D	16086904	16087988	+	16087446	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G030000	Chr3D	10822995	10823831	-	10823413	Chr3D	16120312	16121148	-	16120730	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G030100	Chr3D	10897460	10898239	-	10897849	Chr3D	16194527	16195306	-	16194916	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G030200	Chr3D	11025670	11027604	+	11026637	Chr3D	16460767	16462701	-	16461734	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G030300	Chr3D	11206846	11208625	-	11207735	Chr3D	16281835	16283614	+	16282724	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G030400	Chr3D	11288821	11290035	-	11289428	Chr3D	16592403	16593617	-	16593010	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G030500	Chr3D	11325217	11326115	+	11325666	Chr3D	16626697	16627595	+	16627146	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G030600	Chr3D	11333642	11355705	+	11344673	Chr3D	16635122	16657185	+	16646153	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G030700	Chr3D	11361448	11363105	+	11362276	Chr3D	16662810	16664467	+	16663638	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G030800	Chr3D	11358453	11366510	-	11362481	Chr3D	16659815	16667872	-	16663843	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G030900	Chr3D	11370269	11370994	+	11370631	Chr3D	16671428	16672153	+	16671790	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G031000	Chr3D	11393164	11394763	+	11393963	Chr3D	16693946	16695545	+	16694745	1.0	0.999	rearrangement:Chr3D_block1
gene:TraesCS3D02G031100	Chr3D	11416032	11417876	-	11416954	Chr3D	16716141	16717985	-	16717063	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G031200	Chr3D	11433375	11434688	-	11434031	Chr3D	16733483	16734796	-	16734139	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G031300	Chr3D	11445394	11449904	-	11447649	Chr3D	16745251	16749761	-	16747506	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G031400	Chr3D	11574891	11577390	+	11576140	Chr3D	16874197	16876696	+	16875446	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G031500	Chr3D	11581346	11584447	-	11582896	Chr3D	16880652	16883753	-	16882202	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G031600	Chr3D	11591762	11593640	+	11592701	Chr3D	16891068	16892946	+	16892007	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G031700	Chr3D	11600667	11602151	+	11601409	Chr3D	16899978	16901462	+	16900720	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G031800	Chr3D	11731896	11733355	+	11732625	Chr3D	17029911	17031370	+	17030640	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G031900	Chr3D	11747312	11752405	+	11749858	Chr3D	17045326	17050419	+	17047872	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G032000	Chr3D	11755792	11762963	+	11759377	Chr3D	17053673	17060844	+	17057258	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G032100	Chr3D	11771243	11772935	-	11772089	Chr3D	17069124	17070816	-	17069970	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G032200	Chr3D	11795104	11796787	+	11795945	Chr3D	17092984	17094667	+	17093825	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G032300	Chr3D	11815915	11818041	-	11816978	Chr3D	17113795	17115921	-	17114858	1.0	0.999	rearrangement:Chr3D_block1
gene:TraesCS3D02G032400	Chr3D	11971655	11977094	+	11974374	Chr3D	17323918	17330607	+	17327262	1.0	1.0	rearrangement:Chr3D_block1
