gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Stanley_tgt_chr	Stanley_tgt_start	Stanley_tgt_end	Stanley_tgt_strand	Stanley_tgt_midpoint	Stanley_coverage	Stanley_identity	segment
gene:TraesCS4D02G008800	Chr4D	4284687	4286951	-	4285819	Chr4D	5072705	5074969	-	5073837	1.0	1.0	collinear
gene:TraesCS4D02G008900	Chr4D	4343487	4347914	-	4345700	Chr4D	5131599	5135803	-	5133701	1.0	1.0	collinear
gene:TraesCS4D02G009000	Chr4D	4348380	4352019	-	4350199	Chr4D	5136269	5139908	-	5138088	1.0	0.999	collinear
gene:TraesCS4D02G009100	Chr4D	4353264	4357985	-	4355624	Chr4D	5141307	5146028	-	5143667	1.0	0.999	collinear
gene:TraesCS4D02G009200	Chr4D	4358004	4361982	-	4359993	Chr4D	5146047	5150025	-	5148036	1.0	1.0	collinear
gene:TraesCS4D02G009300	Chr4D	4417011	4420046	+	4418528	Chr4D	5204890	5207925	+	5206407	1.0	1.0	collinear
gene:TraesCS4D02G009400	Chr4D	4458943	4461584	+	4460263	Chr4D	5246831	5249472	+	5248151	1.0	1.0	collinear
gene:TraesCS4D02G009600	Chr4D	4488763	4491481	+	4490122	Chr4D	5276737	5279455	+	5278096	1.0	1.0	collinear
gene:TraesCS4D02G009700	Chr4D	4517917	4520730	+	4519323	Chr4D	5305623	5308437	+	5307030	1.0	1.0	collinear
gene:TraesCS4D02G009800	Chr4D	4524849	4527830	+	4526339	Chr4D	5312556	5315537	+	5314046	1.0	0.998	collinear
gene:TraesCS4D02G009900	Chr4D	4642013	4651637	+	4646825	Chr4D	5433488	5443112	+	5438300	1.0	1.0	collinear
gene:TraesCS4D02G010000	Chr4D	4662214	4665041	+	4663627	Chr4D	5453844	5456671	+	5455257	1.0	1.0	collinear
gene:TraesCS4D02G010100	Chr4D	4759766	4765694	-	4762730	Chr4D	5555850	5561778	-	5558814	1.0	1.0	collinear
gene:TraesCS4D02G010200	Chr4D	4767194	4774274	-	4770734	Chr4D	5563260	5570340	-	5566800	1.0	1.0	collinear
gene:TraesCS4D02G010300	Chr4D	4799120	4800434	-	4799777	Chr4D	5595556	5596870	-	5596213	1.0	1.0	collinear
gene:TraesCS4D02G010400	Chr4D	4953774	4957105	-	4955439	Chr4D	5750179	5753510	-	5751844	1.0	1.0	collinear
gene:TraesCS4D02G010500	Chr4D	4973669	4979351	+	4976510	Chr4D	5770407	5775503	+	5772955	0.958	0.958	collinear
gene:TraesCS4D02G010600	Chr4D	5069728	5071544	+	5070636	Chr4D	5870561	5872377	+	5871469	1.0	1.0	collinear
gene:TraesCS4D02G010700	Chr4D	5100705	5103331	-	5102018	Chr4D	5901538	5904076	-	5902807	1.0	1.0	collinear
gene:TraesCS4D02G010800	Chr4D	5275917	5276706	+	5276311	Chr4D	6075205	6075994	+	6075599	1.0	1.0	collinear
gene:TraesCS4D02G010900	Chr4D	5288175	5290392	-	5289283	Chr4D	6087464	6089681	-	6088572	1.0	1.0	collinear
gene:TraesCS4D02G011000	Chr4D	5320402	5321108	-	5320755	Chr4D	6119543	6120249	-	6119896	1.0	1.0	collinear
gene:TraesCS4D02G011100	Chr4D	5517613	5518215	-	5517914	Chr4D	6306159	6306761	-	6306460	1.0	1.0	collinear
gene:TraesCS4D02G011200	Chr4D	5523443	5527080	+	5525261	Chr4D	6311989	6315626	+	6313807	1.0	1.0	collinear
gene:TraesCS4D02G011300	Chr4D	5550023	5558497	+	5554260	Chr4D	6336844	6345318	+	6341081	1.0	1.0	collinear
gene:TraesCS4D02G011400	Chr4D	5566798	5568243	+	5567520	Chr4D	6353778	6355223	+	6354500	1.0	1.0	collinear
gene:TraesCS4D02G011500	Chr4D	5571776	5574667	+	5573221	Chr4D	6358756	6361647	+	6360201	1.0	1.0	collinear
gene:TraesCS4D02G011600	Chr4D	5578930	5581316	+	5580123	Chr4D	6365910	6368296	+	6367103	1.0	1.0	collinear
gene:TraesCS4D02G011700	Chr4D	5582419	5586724	-	5584571	Chr4D	6369399	6373704	-	6371551	1.0	1.0	collinear
gene:TraesCS4D02G011800	Chr4D	5592376	5597406	-	5594891	Chr4D	6379194	6384224	-	6381709	1.0	1.0	collinear
gene:TraesCS4D02G011900	Chr4D	5660958	5662472	-	5661715	Chr4D	6448457	6449971	-	6449214	1.0	1.0	collinear
gene:TraesCS4D02G012100	Chr4D	5675649	5680089	-	5677869	Chr4D	6463303	6467743	-	6465523	1.0	1.0	collinear
gene:TraesCS4D02G012200	Chr4D	5684962	5685660	+	5685311	Chr4D	6472616	6473314	+	6472965	1.0	1.0	collinear
gene:TraesCS4D02G012300	Chr4D	5686160	5689575	-	5687867	Chr4D	6473814	6477229	-	6475521	1.0	0.999	collinear
gene:TraesCS4D02G012400	Chr4D	5691257	5696284	+	5693770	Chr4D	6478911	6483938	+	6481424	1.0	1.0	collinear
gene:TraesCS4D02G012500	Chr4D	5784450	5785410	+	5784930	Chr4D	6571778	6572738	+	6572258	1.0	1.0	collinear
gene:TraesCS4D02G012600	Chr4D	5811790	5814083	+	5812936	Chr4D	6599323	6601616	+	6600469	1.0	1.0	collinear
gene:TraesCS4D02G012700	Chr4D	5919841	5920941	+	5920391	Chr4D	6706022	6707122	+	6706572	1.0	1.0	collinear
gene:TraesCS4D02G012900	Chr4D	6032395	6038324	+	6035359	Chr4D	6818098	6824015	+	6821056	0.995	0.995	collinear
gene:TraesCS4D02G013000	Chr4D	6037615	6039228	-	6038421	Chr4D	6823306	6824919	-	6824112	1.0	1.0	collinear
gene:TraesCS4D02G013100	Chr4D	6042536	6043878	-	6043207	Chr4D	6828227	6829569	-	6828898	1.0	1.0	collinear
gene:TraesCS4D02G013200	Chr4D	6044594	6047455	-	6046024	Chr4D	6830285	6833146	-	6831715	1.0	1.0	collinear
gene:TraesCS4D02G013300	Chr4D	6269176	6269858	-	6269517	Chr4D	7054536	7055218	-	7054877	1.0	1.0	collinear
gene:TraesCS4D02G013400	Chr4D	6283377	6285590	+	6284483	Chr4D	7068654	7070867	+	7069760	1.0	0.999	collinear
gene:TraesCS4D02G013500	Chr4D	6291692	6293849	-	6292770	Chr4D	7077033	7079190	-	7078111	1.0	1.0	collinear
gene:TraesCS4D02G013600	Chr4D	6422577	6425979	+	6424278	Chr4D	7216085	7219487	+	7217786	1.0	1.0	collinear
gene:TraesCS4D02G013700	Chr4D	6458378	6459439	+	6458908	Chr4D	7251922	7252983	+	7252452	1.0	1.0	collinear
gene:TraesCS4D02G013800	Chr4D	6461479	6462868	-	6462173	Chr4D	7255023	7256412	-	7255717	1.0	1.0	collinear
gene:TraesCS4D02G013900	Chr4D	6492055	6495568	+	6493811	Chr4D	7286268	7289781	+	7288024	1.0	1.0	collinear
gene:TraesCS4D02G014000	Chr4D	6515398	6520045	+	6517721	Chr4D	7309422	7314069	+	7311745	1.0	1.0	collinear
gene:TraesCS4D02G014100	Chr4D	6521094	6522599	-	6521846	Chr4D	7315118	7316623	-	7315870	1.0	1.0	collinear
gene:TraesCS4D02G014200	Chr4D	6573238	6573947	+	6573592	Chr4D	7365583	7366292	+	7365937	1.0	1.0	collinear
gene:TraesCS4D02G014300	Chr4D	6574021	6576534	-	6575277	Chr4D	7366366	7368879	-	7367622	1.0	1.0	collinear
gene:TraesCS4D02G014400	Chr4D	6584728	6589687	-	6587207	Chr4D	7377060	7382020	-	7379540	1.0	1.0	collinear
gene:TraesCS4D02G014500	Chr4D	6593766	6597593	+	6595679	Chr4D	7386342	7389984	+	7388163	1.0	1.0	collinear
gene:TraesCS4D02G014600	Chr4D	6641807	6644017	+	6642912	Chr4D	7449196	7451427	-	7450311	1.0	0.982	collinear
gene:TraesCS4D02G014700	Chr4D	6644217	6646969	-	6645593	Chr4D	7446244	7448996	+	7447620	1.0	1.0	collinear
gene:TraesCS4D02G014800	Chr4D	6647765	6655168	-	6651466	Chr4D	7438045	7445448	+	7441746	1.0	1.0	collinear
gene:TraesCS4D02G014900	Chr4D	6663820	6664131	-	6663975	Chr4D	7429585	7429896	+	7429740	1.0	1.0	collinear
gene:TraesCS4D02G015300	Chr4D	6778254	6779628	-	6778941	Chr4D	7506283	7507657	-	7506970	1.0	1.0	collinear
gene:TraesCS4D02G015400	Chr4D	6896320	6899884	+	6898102	Chr4D	7624360	7627924	+	7626142	1.0	1.0	collinear
gene:TraesCS4D02G015500	Chr4D	6969408	6971103	+	6970255	Chr4D	7696512	7698207	+	7697359	1.0	1.0	collinear
gene:TraesCS4D02G015600	Chr4D	6981723	6982845	+	6982284	Chr4D	7708827	7709949	+	7709388	1.0	1.0	collinear
gene:TraesCS4D02G015700	Chr4D	7012664	7014370	-	7013517	Chr4D	7740106	7741812	-	7740959	1.0	1.0	collinear
gene:TraesCS4D02G015800	Chr4D	7035307	7036544	+	7035925	Chr4D	7769551	7770892	+	7770221	1.0	0.922	collinear
gene:TraesCS4D02G015900	Chr4D	7107798	7112439	+	7110118	Chr4D	7840645	7845286	+	7842965	1.0	1.0	collinear
gene:TraesCS4D02G016000	Chr4D	7182216	7204066	-	7193141	Chr4D	7914474	7936221	-	7925347	1.0	1.0	collinear
gene:TraesCS4D02G016100	Chr4D	7203800	7206343	+	7205071	Chr4D	7935955	7938498	+	7937226	1.0	1.0	collinear
gene:TraesCS4D02G016200	Chr4D	7409365	7410312	+	7409838	Chr4D	8140221	8141168	+	8140694	1.0	1.0	collinear
gene:TraesCS4D02G016300	Chr4D	7411637	7412845	+	7412241	Chr4D	8142493	8143701	+	8143097	1.0	1.0	collinear
gene:TraesCS4D02G016400	Chr4D	7412758	7417644	-	7415201	Chr4D	8143614	8148500	-	8146057	1.0	1.0	collinear
gene:TraesCS4D02G016500	Chr4D	7419730	7421396	+	7420563	Chr4D	8150618	8152284	+	8151451	1.0	1.0	collinear
gene:TraesCS4D02G016600	Chr4D	7459867	7462899	-	7461383	Chr4D	8195220	8198252	-	8196736	1.0	1.0	collinear
gene:TraesCS4D02G016700	Chr4D	7587094	7587877	+	7587485	Chr4D	8319394	8320177	+	8319785	1.0	1.0	collinear
gene:TraesCS4D02G016800	Chr4D	7591012	7594761	+	7592886	Chr4D	8323312	8327061	+	8325186	1.0	1.0	collinear
gene:TraesCS4D02G016900	Chr4D	7642662	7648821	+	7645741	Chr4D	8375125	8381284	+	8378204	1.0	1.0	collinear
gene:TraesCS4D02G017000	Chr4D	7649131	7653640	-	7651385	Chr4D	8381594	8386103	-	8383848	1.0	1.0	collinear
gene:TraesCS4D02G017100	Chr4D	7655023	7655898	+	7655460	Chr4D	8387486	8388361	+	8387923	1.0	1.0	collinear
gene:TraesCS4D02G017200	Chr4D	7735509	7737354	+	7736431	Chr4D	8476383	8478228	+	8477305	1.0	1.0	collinear
gene:TraesCS4D02G017300	Chr4D	7752981	7758143	+	7755562	Chr4D	8493664	8498826	+	8496245	1.0	1.0	collinear
gene:TraesCS4D02G017400	Chr4D	7758282	7761714	-	7759998	Chr4D	8498965	8502397	-	8500681	1.0	1.0	collinear
gene:TraesCS4D02G017500	Chr4D	7769189	7773368	-	7771278	Chr4D	8509874	8514053	-	8511963	1.0	0.999	collinear
gene:TraesCS4D02G017600	Chr4D	7797039	7799457	+	7798248	Chr4D	8537637	8540055	+	8538846	1.0	1.0	collinear
gene:TraesCS4D02G017700	Chr4D	7826751	7834962	+	7830856	Chr4D	8567352	8575563	+	8571457	1.0	1.0	collinear
gene:TraesCS4D02G017800	Chr4D	7836581	7842173	+	7839377	Chr4D	8577182	8582774	+	8579978	1.0	1.0	collinear
gene:TraesCS4D02G017900	Chr4D	7842266	7843453	-	7842859	Chr4D	8582867	8584054	-	8583460	1.0	1.0	collinear
gene:TraesCS4D02G018100	Chr4D	7872863	7874280	-	7873571	Chr4D	8612456	8613873	-	8613164	1.0	1.0	collinear
gene:TraesCS4D02G018200	Chr4D	7889976	7893186	-	7891581	Chr4D	8629568	8632778	-	8631173	1.0	0.997	collinear
gene:TraesCS4D02G018300	Chr4D	7896789	7899492	-	7898140	Chr4D	8636630	8638410	-	8637520	0.931	0.931	collinear
gene:TraesCS4D02G018500	Chr4D	7910944	7911929	+	7911436	Chr4D	8650123	8651108	+	8650615	1.0	1.0	collinear
gene:TraesCS4D02G018600	Chr4D	7912111	7918770	-	7915440	Chr4D	8651290	8659259	-	8655274	1.0	1.0	collinear
gene:TraesCS4D02G018700	Chr4D	7992189	7995548	+	7993868	Chr4D	8738891	8742554	+	8740722	1.0	1.0	collinear
gene:TraesCS4D02G018800	Chr4D	8008771	8012521	+	8010646	Chr4D	8755668	8759418	+	8757543	1.0	1.0	collinear
gene:TraesCS4D02G018900	Chr4D	8077703	8081173	-	8079438	Chr4D	8825400	8828870	-	8827135	1.0	1.0	collinear
gene:TraesCS4D02G019000	Chr4D	8082936	8086346	-	8084641	Chr4D	8830633	8834043	-	8832338	1.0	1.0	collinear
gene:TraesCS4D02G019100	Chr4D	8135697	8137501	-	8136599	Chr4D	8882605	8884409	-	8883507	1.0	1.0	collinear
gene:TraesCS4D02G019200	Chr4D	8148948	8151717	-	8150332	Chr4D	8895857	8898626	-	8897241	1.0	1.0	collinear
gene:TraesCS4D02G019300	Chr4D	8196666	8197427	-	8197046	Chr4D	8940973	8941734	-	8941353	1.0	1.0	collinear
gene:TraesCS4D02G019400	Chr4D	8206939	8207524	-	8207231	Chr4D	8951373	8951958	-	8951665	1.0	1.0	collinear
gene:TraesCS4D02G019500	Chr4D	8256254	8259493	+	8257873	Chr4D	9000754	9003993	+	9002373	1.0	1.0	collinear
gene:TraesCS4D02G019600	Chr4D	8402325	8412432	+	8407378	Chr4D	9144274	9154170	+	9149222	0.995	0.995	collinear
gene:TraesCS4D02G019700	Chr4D	8435830	8437144	-	8436487	Chr4D	9177614	9178928	-	9178271	1.0	1.0	collinear
gene:TraesCS4D02G019800	Chr4D	8592857	8598621	-	8595739	Chr4D	9334961	9340366	-	9337663	1.0	1.0	collinear
gene:TraesCS4D02G019900	Chr4D	8622536	8627952	-	8625244	Chr4D	9364281	9369697	-	9366989	1.0	1.0	collinear
gene:TraesCS4D02G020000	Chr4D	8652797	8653000	+	8652898	Chr4D	9402043	9402246	+	9402144	1.0	1.0	collinear
gene:TraesCS4D02G020100	Chr4D	8653348	8663927	-	8658637	Chr4D	9402594	9413173	-	9407883	1.0	1.0	collinear
gene:TraesCS4D02G020200	Chr4D	8671169	8676540	+	8673854	Chr4D	9420414	9425785	+	9423099	1.0	1.0	collinear
gene:TraesCS4D02G020300	Chr4D	8777205	8779937	+	8778571	Chr4D	9526581	9529020	+	9527800	0.966	0.966	collinear
gene:TraesCS4D02G020400	Chr4D	8817491	8817958	+	8817724	Chr4D	9566610	9567077	+	9566843	1.0	1.0	collinear
gene:TraesCS4D02G020500	Chr4D	8890176	8891654	-	8890915	Chr4D	9639033	9640511	-	9639772	1.0	1.0	collinear
gene:TraesCS4D02G020600	Chr4D	8929762	8930253	-	8930007	Chr4D	9678389	9678880	-	9678634	1.0	1.0	collinear
gene:TraesCS4D02G020700	Chr4D	8939351	8940036	-	8939693	Chr4D	9687978	9688663	-	9688320	1.0	1.0	collinear
gene:TraesCS4D02G020800	Chr4D	8985767	8986513	+	8986140	Chr4D	9734389	9735135	+	9734762	1.0	1.0	collinear
gene:TraesCS4D02G020900	Chr4D	8992350	8993282	+	8992816	Chr4D	9740869	9741801	+	9741335	1.0	1.0	collinear
gene:TraesCS4D02G021000	Chr4D	8997650	8998244	-	8997947	Chr4D	9746274	9746868	-	9746571	1.0	1.0	collinear
gene:TraesCS4D02G021100	Chr4D	9069403	9071423	+	9070413	Chr4D	9817772	9819792	+	9818782	1.0	1.0	collinear
gene:TraesCS4D02G021200	Chr4D	9182832	9185291	+	9184061	Chr4D	9931200	9933659	+	9932429	1.0	0.999	collinear
gene:TraesCS4D02G021300	Chr4D	9206180	9207530	+	9206855	Chr4D	9954549	9955899	+	9955224	1.0	1.0	collinear
gene:TraesCS4D02G021400	Chr4D	9211907	9218783	+	9215345	Chr4D	9960161	9967037	+	9963599	1.0	0.999	collinear
gene:TraesCS4D02G021500	Chr4D	9223304	9228345	+	9225824	Chr4D	9971558	9976599	+	9974078	1.0	1.0	collinear
gene:TraesCS4D02G021600	Chr4D	9239539	9246862	+	9243200	Chr4D	9987803	9994774	+	9991288	1.0	1.0	collinear
gene:TraesCS4D02G021700	Chr4D	9248026	9252971	+	9250498	Chr4D	9995938	10000883	+	9998410	1.0	1.0	collinear
