gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Spelt_tgt_chr	Spelt_tgt_start	Spelt_tgt_end	Spelt_tgt_strand	Spelt_tgt_midpoint	Spelt_coverage	Spelt_identity
gene:TraesCS7D03G0012000	Chr7D	2970217	2974321	+	2972269	Chr7D	5795469	5799573	-	5797521	1.0	1.0
gene:TraesCS7D03G0012900	Chr7D	3139649	3146957	+	3143303	Chr7D	5626384	5633692	-	5630038	1.0	1.0
gene:TraesCS7D03G0013000	Chr7D	3150713	3153119	+	3151916	Chr7D	5620132	5622538	-	5621335	1.0	1.0
gene:TraesCS7D03G0013200	Chr7D	3185961	3190001	+	3187981	Chr7D	5583495	5587535	-	5585515	1.0	1.0
gene:TraesCS7D03G0013400	Chr7D	3203082	3205448	-	3204265	Chr7D	5568828	5570414	+	5569621	0.916	0.916
gene:TraesCS7D03G0013600	Chr7D	3217753	3219522	-	3218637	Chr7D	5554837	5556606	+	5555721	1.0	1.0
gene:TraesCS7D03G0013800	Chr7D	3222772	3225124	-	3223948	Chr7D	5549462	5551814	+	5550638	1.0	1.0
gene:TraesCS7D03G0013900	Chr7D	3403396	3431263	-	3417329	Chr7D	5340928	5368580	+	5354754	1.0	1.0
gene:TraesCS7D03G0014200	Chr7D	3490709	3514797	+	3502753	Chr7D	5258055	5282222	-	5270138	1.0	1.0
gene:TraesCS7D03G0014700	Chr7D	3623478	3625037	-	3624257	Chr7D	5180471	5182030	+	5181250	1.0	1.0
gene:TraesCS7D03G0015500	Chr7D	3814265	3821334	+	3817799	Chr7D	4991545	4998617	-	4995081	1.0	0.999
gene:TraesCS7D03G0015700	Chr7D	3924287	3927124	-	3925705	Chr7D	4885981	4888818	+	4887399	1.0	1.0
gene:TraesCS7D03G0016100	Chr7D	3956593	3957321	+	3956957	Chr7D	4855745	4856473	-	4856109	1.0	1.0
gene:TraesCS7D03G0016200	Chr7D	3958511	3968258	+	3963384	Chr7D	4844808	4854555	-	4849681	1.0	1.0
gene:TraesCS7D03G0016300	Chr7D	3971246	3972943	+	3972094	Chr7D	4840097	4841794	-	4840945	1.0	1.0
gene:TraesCS7D03G0016400	Chr7D	3971969	3972325	-	3972147	Chr7D	4840715	4841071	+	4840893	1.0	1.0
gene:TraesCS7D03G0018100	Chr7D	4155984	4167183	-	4161583	Chr7D	4799215	4810432	+	4804823	0.999	0.983
gene:TraesCS7D03G0018600	Chr7D	4227872	4231741	-	4229806	Chr7D	4734694	4738563	+	4736628	1.0	1.0
gene:TraesCS7D03G0019200	Chr7D	4324503	4325491	+	4324997	Chr7D	4637317	4638305	-	4637811	1.0	1.0
gene:TraesCS7D03G0019300	Chr7D	4373494	4379132	-	4376313	Chr7D	4583417	4589150	+	4586283	0.999	0.994
gene:TraesCS7D03G0019500	Chr7D	4380371	4385812	-	4383091	Chr7D	4576659	4582100	+	4579379	1.0	1.0
gene:TraesCS7D03G0019600	Chr7D	4385864	4387865	+	4386864	Chr7D	4574606	4576607	-	4575606	1.0	1.0
gene:TraesCS7D03G0019800	Chr7D	4393431	4397150	-	4395290	Chr7D	4565315	4569034	+	4567174	1.0	1.0
gene:TraesCS7D03G0020000	Chr7D	4439657	4444783	-	4442220	Chr7D	4517693	4522818	+	4520255	1.0	1.0
gene:TraesCS7D03G0020100	Chr7D	4565258	4568974	-	4567116	Chr7D	4393048	4396764	+	4394906	1.0	1.0
gene:TraesCS7D03G0020400	Chr7D	4634138	4637358	-	4635748	Chr7D	4325257	4328477	+	4326867	1.0	1.0
gene:TraesCS7D03G0020600	Chr7D	4654978	4659334	-	4657156	Chr7D	4303290	4307646	+	4305468	1.0	1.0
gene:TraesCS7D03G0020900	Chr7D	4730087	4731728	+	4730907	Chr7D	4230673	4232314	-	4231493	1.0	1.0
gene:TraesCS7D03G0021000	Chr7D	4776548	4779729	-	4778138	Chr7D	4182785	4185966	+	4184375	1.0	1.0
gene:TraesCS7D03G0021200	Chr7D	4787934	4791139	-	4789536	Chr7D	4171366	4174579	+	4172972	1.0	0.996
gene:TraesCS7D03G0021400	Chr7D	4865746	4867669	-	4866707	Chr7D	4094731	4096654	+	4095692	1.0	1.0
gene:TraesCS7D03G0021600	Chr7D	4879511	4883149	-	4881330	Chr7D	4079251	4082889	+	4081070	1.0	1.0
gene:TraesCS7D03G0021700	Chr7D	4993157	4993798	+	4993477	Chr7D	3969894	3970535	-	3970214	1.0	1.0
gene:TraesCS7D03G0021800	Chr7D	4995759	5006435	-	5001097	Chr7D	3957257	3967933	+	3962595	1.0	1.0
gene:TraesCS7D03G0021900	Chr7D	5011736	5019018	-	5015377	Chr7D	3944940	3952222	+	3948581	1.0	0.999
gene:TraesCS7D03G0022200	Chr7D	5069037	5070965	-	5070001	Chr7D	3894034	3895962	+	3894998	1.0	1.0
gene:TraesCS7D03G0022300	Chr7D	5080642	5082005	-	5081323	Chr7D	3881618	3882981	+	3882299	1.0	1.0
gene:TraesCS7D03G0022500	Chr7D	5156361	5160719	+	5158540	Chr7D	3802842	3807267	-	3805054	1.0	1.0
gene:TraesCS7D03G0023000	Chr7D	5173670	5184406	-	5179038	Chr7D	3777410	3789892	+	3783651	0.999	0.999
gene:TraesCS7D03G0023900	Chr7D	5240086	5241924	+	5241005	Chr7D	3719908	3721746	-	3720827	1.0	1.0
gene:TraesCS7D03G0024200	Chr7D	5347426	5350073	+	5348749	Chr7D	3610296	3612943	-	3611619	1.0	1.0
gene:TraesCS7D03G0024300	Chr7D	5350832	5357886	+	5354359	Chr7D	3602483	3609537	-	3606010	1.0	1.0
gene:TraesCS7D03G0024500	Chr7D	5358011	5359163	-	5358587	Chr7D	3601206	3602358	+	3601782	1.0	1.0
gene:TraesCS7D03G0024600	Chr7D	5370394	5375528	+	5372961	Chr7D	3584842	3589976	-	3587409	1.0	1.0
gene:TraesCS7D03G0024700	Chr7D	5379726	5380734	+	5380230	Chr7D	3579572	3580580	-	3580076	1.0	1.0
gene:TraesCS7D03G0024800	Chr7D	5386839	5388290	+	5387564	Chr7D	3572016	3573467	-	3572741	1.0	0.999
gene:TraesCS7D03G0025000	Chr7D	5397924	5398721	-	5398322	Chr7D	3561584	3562381	+	3561982	1.0	1.0
gene:TraesCS7D03G0025200	Chr7D	5441521	5445663	-	5443592	Chr7D	3514599	3518741	+	3516670	1.0	0.999
gene:TraesCS7D03G0025300	Chr7D	5447418	5450587	+	5449002	Chr7D	3509675	3512844	-	3511259	1.0	1.0
gene:TraesCS7D03G0025400	Chr7D	5453391	5454989	-	5454190	Chr7D	3505273	3506871	+	3506072	1.0	1.0
gene:TraesCS7D03G0025800	Chr7D	5525637	5531073	-	5528355	Chr7D	3429264	3434700	+	3431982	1.0	1.0
gene:TraesCS7D03G0025900	Chr7D	5533462	5539159	+	5536310	Chr7D	3420464	3426800	-	3423632	1.0	1.0
gene:TraesCS7D03G0026100	Chr7D	5539351	5546645	-	5542998	Chr7D	3412982	3420272	+	3416627	0.996	0.992
gene:TraesCS7D03G0026200	Chr7D	5548227	5549057	+	5548642	Chr7D	3214139	3214946	-	3214542	0.967	0.94
gene:TraesCS7D03G0026500	Chr7D	5558765	5567731	-	5563248	Chr7D	3195449	3204360	+	3199904	0.998	0.995
gene:TraesCS7D03G0026800	Chr7D	5667198	5670487	+	5668842	Chr7D	3123070	3126511	-	3124790	0.996	0.906
gene:TraesCS7D03G0027500	Chr7D	5709595	5711772	-	5710683	Chr7D	2934560	2936737	+	2935648	1.0	0.999
gene:TraesCS7D03G0027700	Chr7D	5736459	5739951	-	5738205	Chr7D	2910105	2913904	+	2912004	1.0	0.997
gene:TraesCS7D03G0027800	Chr7D	5745166	5749744	+	5747455	Chr7D	2900331	2904892	-	2902611	1.0	0.995
gene:TraesCS7D03G0028000	Chr7D	5782905	5784707	+	5783806	Chr7D	2862963	2864765	-	2863864	1.0	1.0
gene:TraesCS7D03G0028100	Chr7D	5801719	5806704	-	5804211	Chr7D	2840922	2845853	+	2843387	0.987	0.975
gene:TraesCS7D03G0028400	Chr7D	5816108	5821345	-	5818726	Chr7D	2628451	2629580	+	2629015	0.98	0.972
gene:TraesCS7D03G0030400	Chr7D	6188468	6190301	+	6189384	Chr7D	2566419	2568262	-	2567340	1.0	0.996
gene:TraesCS7D03G0030500	Chr7D	6333691	6333933	+	6333812	Chr7D	2408000	2408242	-	2408121	1.0	0.995
gene:TraesCS7D03G0030700	Chr7D	6363587	6369866	+	6366726	Chr7D	2371859	2378138	-	2374998	1.0	1.0
gene:TraesCS7D03G0031700	Chr7D	6451280	6455354	+	6453317	Chr7D	2286068	2290142	-	2288105	1.0	1.0
gene:TraesCS7D03G0032100	Chr7D	6702669	6703635	-	6703152	Chr7D	2035897	2036863	+	2036380	1.0	1.0
gene:TraesCS7D03G0032200	Chr7D	6725910	6728735	-	6727322	Chr7D	2010565	2013390	+	2011977	1.0	1.0
gene:TraesCS7D03G0032300	Chr7D	6737403	6739639	-	6738521	Chr7D	1999649	2001885	+	2000767	1.0	1.0
gene:TraesCS7D03G0032400	Chr7D	6749327	6749848	-	6749587	Chr7D	1989438	1989959	+	1989698	1.0	1.0
gene:TraesCS7D03G0032500	Chr7D	6786659	6787027	-	6786843	Chr7D	1952082	1952450	+	1952266	1.0	1.0
gene:TraesCS7D03G0032700	Chr7D	6794039	6794913	+	6794476	Chr7D	1944196	1945070	-	1944633	1.0	1.0
gene:TraesCS7D03G0032800	Chr7D	6818107	6820183	-	6819145	Chr7D	1915789	1917865	+	1916827	1.0	1.0
gene:TraesCS7D03G0032900	Chr7D	6820544	6827092	-	6823818	Chr7D	1908880	1915428	+	1912154	1.0	1.0
gene:TraesCS7D03G0033000	Chr7D	6827271	6831540	+	6829405	Chr7D	1904432	1908701	-	1906566	1.0	1.0
gene:TraesCS7D03G0033100	Chr7D	6831774	6834717	+	6833245	Chr7D	1901255	1904198	-	1902726	1.0	1.0
gene:TraesCS7D03G0033200	Chr7D	6839604	6841430	+	6840517	Chr7D	1894542	1896368	-	1895455	1.0	1.0
gene:TraesCS7D03G0044500	Chr7D	9082285	9083856	+	9083070	Chr7D	13740570	13742141	-	13741355	1.0	0.994
gene:TraesCS7D03G0045300	Chr7D	9368185	9368706	-	9368445	Chr7D	13585417	13585938	+	13585677	1.0	0.994
gene:TraesCS7D03G0047000	Chr7D	9636820	9641884	-	9639352	Chr7D	13506229	13511296	+	13508762	1.0	0.994
gene:TraesCS7D03G0047100	Chr7D	9642348	9647312	+	9644830	Chr7D	13500800	13505763	-	13503281	0.999	0.995
gene:TraesCS7D03G0047400	Chr7D	9709899	9711626	+	9710762	Chr7D	13437767	13439492	-	13438629	0.998	0.988
gene:TraesCS7D03G0047800	Chr7D	9730707	9731413	+	9731060	Chr7D	13398495	13399204	-	13398849	1.0	0.991
gene:TraesCS7D03G0049400	Chr7D	10356124	10358772	+	10357448	Chr7D	13119210	13121848	-	13120529	1.0	0.995
gene:TraesCS7D03G0050200	Chr7D	10377049	10378124	+	10377586	Chr7D	13112346	13113421	-	13112883	1.0	0.995
gene:TraesCS7D03G0050400	Chr7D	10405468	10406646	-	10406057	Chr7D	13055153	13056331	+	13055742	1.0	0.994
gene:TraesCS7D03G0052000	Chr7D	10866500	10871299	-	10868899	Chr7D	13025403	13030858	+	13028130	0.998	0.966
gene:TraesCS7D03G0052300	Chr7D	10902680	10904162	-	10903421	Chr7D	12994866	12996351	+	12995608	0.995	0.983
gene:TraesCS7D03G0052500	Chr7D	11019985	11021994	+	11020989	Chr7D	12943098	12945102	-	12944100	0.989	0.975
gene:TraesCS7D03G0052600	Chr7D	11022566	11024797	+	11023681	Chr7D	12940290	12942526	-	12941408	1.0	0.99
gene:TraesCS7D03G0052700	Chr7D	11024983	11025588	+	11025285	Chr7D	12939499	12940104	-	12939801	1.0	0.996
gene:TraesCS7D03G0052800	Chr7D	11111603	11112606	+	11112104	Chr7D	12865751	12866712	-	12866231	0.954	0.9
gene:TraesCS7D03G0052900	Chr7D	11117544	11119073	+	11118308	Chr7D	12853226	12854767	-	12853996	1.0	0.981
gene:TraesCS7D03G0053900	Chr7D	11323512	11328407	+	11325959	Chr7D	12621444	12626339	-	12623891	1.0	0.999
gene:TraesCS7D03G0054000	Chr7D	11376382	11377575	+	11376978	Chr7D	12581884	12583077	-	12582480	1.0	0.998
gene:TraesCS7D03G0054100	Chr7D	11379695	11382219	-	11380957	Chr7D	12577239	12579763	+	12578501	1.0	1.0
gene:TraesCS7D03G0054200	Chr7D	11435436	11436531	-	11435983	Chr7D	12522748	12523855	+	12523301	1.0	1.0
gene:TraesCS7D03G0054500	Chr7D	11569127	11570200	+	11569663	Chr7D	12389021	12390094	-	12389557	1.0	0.998
gene:TraesCS7D03G0055000	Chr7D	11627497	11634848	-	11631172	Chr7D	12325794	12333149	+	12329471	1.0	0.999
gene:TraesCS7D03G0055600	Chr7D	11725501	11727900	-	11726700	Chr7D	12260443	12262890	+	12261666	1.0	0.997
gene:TraesCS7D03G0055700	Chr7D	11728834	11730683	-	11729758	Chr7D	12257643	12259492	+	12258567	1.0	0.991
gene:TraesCS7D03G0055800	Chr7D	11731280	11736454	-	11733867	Chr7D	12251888	12257046	+	12254467	0.993	0.992
gene:TraesCS7D03G0055900	Chr7D	11787653	11788291	-	11787972	Chr7D	12209012	12209650	+	12209331	1.0	0.996
gene:TraesCS7D03G0056600	Chr7D	11905937	11909595	-	11907766	Chr7D	12127238	12130897	+	12129067	1.0	0.999
gene:TraesCS7D03G0056700	Chr7D	11934965	11938985	+	11936975	Chr7D	12097875	12101895	-	12099885	1.0	0.999
gene:TraesCS7D03G0056800	Chr7D	11942273	11943273	+	11942773	Chr7D	12093559	12094559	-	12094059	1.0	0.996
gene:TraesCS7D03G0057000	Chr7D	11963187	11972341	+	11967764	Chr7D	12064487	12073641	-	12069064	1.0	0.999
gene:TraesCS7D03G0057100	Chr7D	11973144	11977583	-	11975363	Chr7D	12059050	12063684	+	12061367	1.0	1.0
gene:TraesCS7D03G0057300	Chr7D	12005583	12006702	-	12006142	Chr7D	12030884	12032000	+	12031442	0.997	0.997
gene:TraesCS7D03G0057700	Chr7D	12026251	12027868	-	12027059	Chr7D	12010489	12012106	+	12011297	1.0	0.996
gene:TraesCS7D03G0057900	Chr7D	12331422	12333890	-	12332656	Chr7D	11796176	11798644	+	11797410	1.0	0.995
gene:TraesCS7D03G0058400	Chr7D	12593304	12594041	+	12593672	Chr7D	11294555	11295292	-	11294923	1.0	1.0
gene:TraesCS7D03G0058500	Chr7D	12649083	12649933	+	12649508	Chr7D	11238888	11239738	-	11239313	1.0	1.0
gene:TraesCS7D03G0059000	Chr7D	12710910	12711648	-	12711279	Chr7D	11186230	11186968	+	11186599	1.0	1.0
gene:TraesCS7D03G0059200	Chr7D	12901630	12902444	-	12902037	Chr7D	10995147	10995961	+	10995554	1.0	1.0
gene:TraesCS7D03G0059300	Chr7D	12909879	12910644	+	12910261	Chr7D	10986782	10987547	-	10987164	1.0	0.998
gene:TraesCS7D03G0059500	Chr7D	12942927	12943142	+	12943034	Chr7D	10954252	10954467	-	10954359	1.0	1.0
gene:TraesCS7D03G0059600	Chr7D	12978199	12982834	+	12980516	Chr7D	10914330	10918965	-	10916647	1.0	1.0
gene:TraesCS7D03G0059700	Chr7D	12987771	12991920	+	12989845	Chr7D	10905245	10909394	-	10907319	1.0	1.0
gene:TraesCS7D03G0059800	Chr7D	12996913	12997734	+	12997323	Chr7D	10899431	10900252	-	10899841	1.0	1.0
gene:TraesCS7D03G0060000	Chr7D	13067066	13067768	-	13067417	Chr7D	10829590	10830292	+	10829941	1.0	1.0
gene:TraesCS7D03G0060100	Chr7D	13069834	13070181	-	13070007	Chr7D	10827177	10827524	+	10827350	1.0	1.0
gene:TraesCS7D03G0060500	Chr7D	13254494	13256627	-	13255560	Chr7D	10640398	10642531	+	10641464	1.0	1.0
gene:TraesCS7D03G0060600	Chr7D	13398536	13421367	+	13409951	Chr7D	10479337	10502168	-	10490752	1.0	0.999
gene:TraesCS7D03G0060700	Chr7D	13427069	13428880	-	13427974	Chr7D	10471824	10473635	+	10472729	1.0	1.0
gene:TraesCS7D03G0060900	Chr7D	13463966	13465927	-	13464946	Chr7D	10434965	10436926	+	10435945	1.0	1.0
gene:TraesCS7D03G0061000	Chr7D	13494314	13495965	-	13495139	Chr7D	10404871	10406521	+	10405696	0.999	0.999
gene:TraesCS7D03G0061100	Chr7D	13849178	13853040	-	13851109	Chr7D	10044793	10048655	+	10046724	1.0	1.0
gene:TraesCS7D03G0061900	Chr7D	13963623	13966739	-	13965181	Chr7D	9930670	9933786	+	9932228	1.0	1.0
gene:TraesCS7D03G0062000	Chr7D	14007248	14014362	+	14010805	Chr7D	9883046	9890160	-	9886603	1.0	1.0
gene:TraesCS7D03G0062100	Chr7D	14028497	14031653	+	14030075	Chr7D	9865754	9868910	-	9867332	1.0	1.0
gene:TraesCS7D03G0062200	Chr7D	14057740	14064669	+	14061204	Chr7D	9832657	9839590	-	9836123	1.0	1.0
gene:TraesCS7D03G0062300	Chr7D	14148914	14157373	+	14153143	Chr7D	9739143	9747603	-	9743373	1.0	1.0
gene:TraesCS7D03G0062400	Chr7D	14160434	14161114	+	14160774	Chr7D	9735257	9735937	-	9735597	1.0	1.0
gene:TraesCS7D03G0062500	Chr7D	14162057	14168402	-	14165229	Chr7D	9727969	9734314	+	9731141	1.0	1.0
gene:TraesCS7D03G0062700	Chr7D	14206828	14211977	-	14209402	Chr7D	9684539	9689688	+	9687113	1.0	1.0
gene:TraesCS7D03G0062800	Chr7D	14223152	14225410	-	14224281	Chr7D	9671106	9673364	+	9672235	1.0	1.0
gene:TraesCS7D03G0062900	Chr7D	14227987	14229734	-	14228860	Chr7D	9666782	9668529	+	9667655	1.0	1.0
gene:TraesCS7D03G0063100	Chr7D	14244591	14246132	-	14245361	Chr7D	9651664	9653205	+	9652434	1.0	1.0
gene:TraesCS7D03G0063400	Chr7D	14260730	14264208	+	14262469	Chr7D	9633591	9637069	-	9635330	1.0	1.0
gene:TraesCS7D03G0063500	Chr7D	14265380	14267684	-	14266532	Chr7D	9630115	9632419	+	9631267	1.0	1.0
gene:TraesCS7D03G0063800	Chr7D	14431962	14432330	-	14432146	Chr7D	9465511	9465879	+	9465695	1.0	1.0
gene:TraesCS7D03G0065000	Chr7D	14960744	14962414	-	14961579	Chr7D	15258769	15260439	+	15259604	1.0	0.999
gene:TraesCS7D03G0065100	Chr7D	14966230	14977061	+	14971645	Chr7D	15244297	15254953	-	15249625	1.0	1.0
gene:TraesCS7D03G0065400	Chr7D	15087216	15092118	-	15089667	Chr7D	15130853	15135754	+	15133303	1.0	1.0
gene:TraesCS7D03G0065600	Chr7D	15126723	15129609	+	15128166	Chr7D	15094184	15097070	-	15095627	1.0	1.0
gene:TraesCS7D03G0065700	Chr7D	15131124	15133361	+	15132242	Chr7D	15090421	15092669	-	15091545	1.0	1.0
gene:TraesCS7D03G0066000	Chr7D	15311814	15312611	-	15312212	Chr7D	14911118	14911915	+	14911516	1.0	1.0
gene:TraesCS7D03G0066200	Chr7D	15348424	15350106	-	15349265	Chr7D	14873491	14875173	+	14874332	1.0	1.0
gene:TraesCS7D03G0066300	Chr7D	15365029	15369729	+	15367379	Chr7D	14854016	14858716	-	14856366	1.0	1.0
gene:TraesCS7D03G0066400	Chr7D	15408314	15413018	-	15410666	Chr7D	14810692	14815396	+	14813044	1.0	0.999
gene:TraesCS7D03G0067400	Chr7D	15841383	15843068	+	15842225	Chr7D	14378567	14380252	-	14379409	1.0	0.998
gene:TraesCS7D03G0067700	Chr7D	16148020	16149121	-	16148570	Chr7D	14072670	14073771	+	14073220	1.0	0.999
gene:TraesCS7D03G0068000	Chr7D	16298182	16301159	-	16299670	Chr7D	13916459	13919436	+	13917947	1.0	0.999
gene:TraesCS7D03G0068100	Chr7D	16346353	16351684	+	16349018	Chr7D	13866047	13871378	-	13868712	1.0	1.0
gene:TraesCS7D03G0068400	Chr7D	16419327	16428378	+	16423852	Chr7D	13789445	13798496	-	13793970	1.0	1.0
gene:TraesCS7D03G0068500	Chr7D	16429515	16430663	-	16430089	Chr7D	13787160	13788308	+	13787734	1.0	1.0
gene:TraesCS7D03G0068700	Chr7D	16452606	16453139	-	16452872	Chr7D	13765236	13765769	+	13765502	1.0	1.0
gene:TraesCS7D03G0069100	Chr7D	16618989	16620080	-	16619534	Chr7D	15504012	15505103	-	15504557	1.0	1.0
gene:TraesCS7D03G0069400	Chr7D	16678560	16680595	-	16679577	Chr7D	15558199	15560234	-	15559216	1.0	1.0
gene:TraesCS7D03G0069600	Chr7D	16713255	16714683	+	16713969	Chr7D	15592448	15593876	+	15593162	1.0	1.0
gene:TraesCS7D03G0069800	Chr7D	16729932	16731237	+	16730584	Chr7D	15609125	15610430	+	15609777	1.0	0.995
gene:TraesCS7D03G0070100	Chr7D	16779661	16783661	+	16781661	Chr7D	15657000	15661000	+	15659000	1.0	1.0
gene:TraesCS7D03G0070200	Chr7D	16814440	16818720	+	16816580	Chr7D	15691103	15695383	+	15693243	1.0	1.0
gene:TraesCS7D03G0070500	Chr7D	16881401	16896854	-	16889127	Chr7D	15756393	15771708	-	15764050	1.0	1.0
gene:TraesCS7D03G0071000	Chr7D	16941600	16946497	-	16944048	Chr7D	15814865	15819762	-	15817313	1.0	1.0
gene:TraesCS7D03G0071600	Chr7D	17194854	17195657	-	17195255	Chr7D	16092715	16093518	-	16093116	1.0	1.0
gene:TraesCS7D03G0071900	Chr7D	17202707	17203487	-	17203097	Chr7D	16100523	16101303	-	16100913	1.0	1.0
gene:TraesCS7D03G0072000	Chr7D	17204669	17205019	-	17204844	Chr7D	16102485	16102835	-	16102660	1.0	1.0
gene:TraesCS7D03G0072600	Chr7D	17366841	17368580	+	17367710	Chr7D	16193304	16195043	+	16194173	1.0	1.0
gene:TraesCS7D03G0072700	Chr7D	17379396	17380250	-	17379823	Chr7D	16205335	16206189	-	16205762	1.0	1.0
gene:TraesCS7D03G0072800	Chr7D	17392558	17393400	-	17392979	Chr7D	16218308	16219150	-	16218729	1.0	1.0
gene:TraesCS7D03G0072900	Chr7D	17396302	17399831	+	17398066	Chr7D	16222052	16225581	+	16223816	1.0	1.0
gene:TraesCS7D03G0073000	Chr7D	17399271	17399777	-	17399524	Chr7D	16225021	16225527	-	16225274	1.0	1.0
gene:TraesCS7D03G0073100	Chr7D	17403605	17404126	-	17403865	Chr7D	16229204	16229725	-	16229464	1.0	1.0
gene:TraesCS7D03G0073200	Chr7D	17405079	17407846	+	17406462	Chr7D	16230456	16233223	+	16231839	1.0	1.0
gene:TraesCS7D03G0073500	Chr7D	17446906	17450015	-	17448460	Chr7D	16272022	16275131	-	16273576	1.0	1.0
gene:TraesCS7D03G0073600	Chr7D	17458914	17460005	+	17459459	Chr7D	16284145	16285236	+	16284690	1.0	1.0
gene:TraesCS7D03G0073700	Chr7D	17467701	17472448	-	17470074	Chr7D	16292974	16297625	-	16295299	1.0	1.0
gene:TraesCS7D03G0074300	Chr7D	17592597	17593360	-	17592978	Chr7D	16416807	16417570	-	16417188	1.0	1.0
gene:TraesCS7D03G0074600	Chr7D	17599556	17601027	-	17600291	Chr7D	16423767	16425238	-	16424502	1.0	1.0
gene:TraesCS7D03G0074700	Chr7D	17610489	17615564	-	17613026	Chr7D	16434471	16439546	-	16437008	1.0	1.0
gene:TraesCS7D03G0074800	Chr7D	17684739	17686011	-	17685375	Chr7D	16504266	16505538	-	16504902	1.0	1.0
gene:TraesCS7D03G0074900	Chr7D	17806954	17812499	+	17809726	Chr7D	16623980	16629525	+	16626752	1.0	1.0
gene:TraesCS7D03G0075300	Chr7D	17887941	17888548	+	17888244	Chr7D	16704262	16704869	+	16704565	1.0	1.0
gene:TraesCS7D03G0075400	Chr7D	17898085	17898537	+	17898311	Chr7D	16714280	16714732	+	16714506	1.0	1.0
gene:TraesCS7D03G0075600	Chr7D	17910667	17911966	+	17911316	Chr7D	16726400	16727699	+	16727049	1.0	1.0
