gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Spelt_tgt_chr	Spelt_tgt_start	Spelt_tgt_end	Spelt_tgt_strand	Spelt_tgt_midpoint	Spelt_coverage	Spelt_identity
gene:TraesCS3B03G0005200	Chr3B	2238754	2241107	-	2239930	Chr3B	2252178	2254432	-	2253305	0.999	0.994
gene:TraesCS3B03G0005300	Chr3B	2251630	2253405	-	2252517	Chr3B	2260911	2262686	-	2261798	1.0	0.997
gene:TraesCS3B03G0005600	Chr3B	2279997	2282921	-	2281459	Chr3B	2428102	2432294	+	2430198	0.992	0.973
gene:TraesCS3B03G0005700	Chr3B	2296800	2299629	-	2298214	Chr3B	2393470	2396297	+	2394883	0.998	0.971
gene:TraesCS3B03G0005800	Chr3B	2305509	2308573	-	2307041	Chr3B	2384975	2388047	+	2386511	1.0	0.964
gene:TraesCS3B03G0006200	Chr3B	2400732	2403083	-	2401907	Chr3B	2326343	2328626	+	2327484	1.0	0.992
gene:TraesCS3B03G0006400	Chr3B	2414282	2422889	+	2418585	Chr3B	2311049	2319509	-	2315279	0.995	0.988
gene:TraesCS3B03G0006500	Chr3B	2431101	2434170	+	2432635	Chr3B	2299861	2302930	-	2301395	1.0	0.995
gene:TraesCS3B03G0006600	Chr3B	2442622	2445483	+	2444052	Chr3B	2288245	2291099	-	2289672	0.993	0.987
gene:TraesCS3B03G0006700	Chr3B	2457176	2459341	+	2458258	Chr3B	2274237	2276397	-	2275317	1.0	0.993
gene:TraesCS3B03G0007000	Chr3B	2478261	2480528	+	2479394	Chr3B	2478116	2480349	+	2479232	0.99	0.96
gene:TraesCS3B03G0007400	Chr3B	2539959	2542446	+	2541202	Chr3B	2511304	2513754	+	2512529	0.979	0.974
gene:TraesCS3B03G0007600	Chr3B	2550258	2551285	-	2550771	Chr3B	2521717	2522744	-	2522230	1.0	1.0
gene:TraesCS3B03G0007800	Chr3B	2560091	2561590	+	2560840	Chr3B	2531659	2533158	+	2532408	1.0	0.999
gene:TraesCS3B03G0007900	Chr3B	2607986	2611253	+	2609619	Chr3B	2579556	2582823	+	2581189	1.0	0.999
gene:TraesCS3B03G0008000	Chr3B	2618273	2621910	+	2620091	Chr3B	2589843	2593480	+	2591661	1.0	1.0
gene:TraesCS3B03G0008200	Chr3B	2625685	2627229	+	2626457	Chr3B	2597255	2598799	+	2598027	1.0	1.0
gene:TraesCS3B03G0008300	Chr3B	2637952	2639202	+	2638577	Chr3B	2609518	2610768	+	2610143	1.0	1.0
gene:TraesCS3B03G0008400	Chr3B	2640962	2642991	+	2641976	Chr3B	2612528	2614557	+	2613542	1.0	0.999
gene:TraesCS3B03G0008500	Chr3B	2644992	2648624	+	2646808	Chr3B	2616558	2620190	+	2618374	1.0	1.0
gene:TraesCS3B03G0008700	Chr3B	2650047	2654817	+	2652432	Chr3B	2621449	2626219	+	2623834	1.0	1.0
gene:TraesCS3B03G0008900	Chr3B	3142976	3145283	+	3144129	Chr3B	2981131	2983438	+	2982284	1.0	1.0
gene:TraesCS3B03G0009200	Chr3B	3160490	3162733	+	3161611	Chr3B	2998649	3000866	+	2999757	0.98	0.972
gene:TraesCS3B03G0011100	Chr3B	3390928	3392733	-	3391830	Chr3B	3543336	3545085	-	3544210	1.0	0.958
gene:TraesCS3B03G0011200	Chr3B	3456099	3457541	+	3456820	Chr3B	3549692	3551179	+	3550435	1.0	0.958
gene:TraesCS3B03G0011700	Chr3B	3476475	3479401	+	3477938	Chr3B	3571150	3574077	+	3572613	1.0	1.0
gene:TraesCS3B03G0011800	Chr3B	3481462	3493401	+	3487431	Chr3B	3576138	3588077	+	3582107	1.0	0.999
gene:TraesCS3B03G0011900	Chr3B	3509554	3512426	-	3510990	Chr3B	3604261	3607133	-	3605697	1.0	1.0
gene:TraesCS3B03G0012000	Chr3B	3519251	3522305	+	3520778	Chr3B	3613960	3617014	+	3615487	1.0	1.0
gene:TraesCS3B03G0012100	Chr3B	3524408	3531567	-	3527987	Chr3B	3619117	3626277	-	3622697	1.0	0.999
gene:TraesCS3B03G0012200	Chr3B	3646467	3646898	+	3646682	Chr3B	3690056	3690487	+	3690271	1.0	0.997
gene:TraesCS3B03G0012700	Chr3B	3750107	3752530	+	3751318	Chr3B	3756020	3758443	+	3757231	1.0	0.983
gene:TraesCS3B03G0012800	Chr3B	3758382	3758978	-	3758680	Chr3B	3764127	3764722	-	3764424	0.997	0.995
gene:TraesCS3B03G0012900	Chr3B	3760385	3761643	-	3761014	Chr3B	3766129	3767376	-	3766752	0.99	0.987
gene:TraesCS3B03G0013400	Chr3B	3821480	3821881	+	3821680	Chr3B	3790990	3791391	+	3791190	1.0	0.98
gene:TraesCS3B03G0013500	Chr3B	3852505	3853085	+	3852795	Chr3B	3810871	3811445	+	3811158	0.987	0.962
gene:TraesCS3B03G0013600	Chr3B	3877659	3878072	+	3877865	Chr3B	3818512	3818925	+	3818718	1.0	0.983
gene:TraesCS3B03G0014100	Chr3B	3975265	3975989	+	3975627	Chr3B	3906790	3907515	+	3907152	1.0	0.972
gene:TraesCS3B03G0014400	Chr3B	3982981	3987045	-	3985013	Chr3B	3915027	3919064	-	3917045	1.0	0.995
gene:TraesCS3B03G0014500	Chr3B	4042103	4049664	+	4045883	Chr3B	3973417	3980677	+	3977047	0.999	0.999
gene:TraesCS3B03G0014700	Chr3B	4088058	4088845	-	4088451	Chr3B	4019195	4019982	-	4019588	1.0	1.0
gene:TraesCS3B03G0014800	Chr3B	4094363	4094890	-	4094626	Chr3B	4025500	4026027	-	4025763	1.0	1.0
gene:TraesCS3B03G0014900	Chr3B	4102252	4103050	+	4102651	Chr3B	4032916	4033714	+	4033315	1.0	1.0
gene:TraesCS3B03G0015000	Chr3B	4129338	4130978	-	4130158	Chr3B	4059063	4060703	-	4059883	1.0	1.0
gene:TraesCS3B03G0015500	Chr3B	4396775	4398430	+	4397602	Chr3B	4328130	4329785	+	4328957	1.0	1.0
gene:TraesCS3B03G0015700	Chr3B	4408492	4410230	-	4409361	Chr3B	4339921	4341659	-	4340790	1.0	1.0
gene:TraesCS3B03G0015800	Chr3B	4412479	4415438	-	4413958	Chr3B	4343908	4346867	-	4345387	1.0	1.0
gene:TraesCS3B03G0015900	Chr3B	4428801	4430849	+	4429825	Chr3B	4360143	4362191	+	4361167	1.0	1.0
gene:TraesCS3B03G0016000	Chr3B	4440305	4445340	+	4442822	Chr3B	4371744	4376570	+	4374157	1.0	0.979
gene:TraesCS3B03G0016300	Chr3B	4501021	4504396	-	4502708	Chr3B	4433025	4436400	-	4434712	1.0	0.999
gene:TraesCS3B03G0016800	Chr3B	4642661	4644619	+	4643640	Chr3B	4576889	4578847	+	4577868	1.0	1.0
gene:TraesCS3B03G0016900	Chr3B	4645981	4646856	+	4646418	Chr3B	4580209	4581084	+	4580646	1.0	1.0
gene:TraesCS3B03G0017100	Chr3B	4647867	4648654	+	4648260	Chr3B	4582095	4582882	+	4582488	1.0	0.998
gene:TraesCS3B03G0017200	Chr3B	4672356	4674432	+	4673394	Chr3B	4606764	4608757	+	4607760	1.0	0.998
gene:TraesCS3B03G0017300	Chr3B	4680357	4681117	+	4680737	Chr3B	4614735	4615495	+	4615115	1.0	1.0
gene:TraesCS3B03G0017600	Chr3B	4701822	4707580	-	4704701	Chr3B	4636545	4641923	-	4639234	1.0	0.999
gene:TraesCS3B03G0018000	Chr3B	4894499	4896037	+	4895268	Chr3B	4834553	4836091	+	4835322	1.0	1.0
gene:TraesCS3B03G0018100	Chr3B	4897488	4899528	-	4898508	Chr3B	4837542	4839582	-	4838562	1.0	1.0
gene:TraesCS3B03G0018200	Chr3B	4994718	4995101	+	4994909	Chr3B	4935098	4935481	+	4935289	1.0	1.0
gene:TraesCS3B03G0018300	Chr3B	4996692	4997971	+	4997331	Chr3B	4937072	4938351	+	4937711	1.0	0.999
gene:TraesCS3B03G0018800	Chr3B	5416010	5420829	-	5418419	Chr3B	5333327	5338146	-	5335736	1.0	0.999
gene:TraesCS3B03G0019600	Chr3B	5706385	5712424	+	5709404	Chr3B	5868094	5873822	+	5870958	1.0	0.996
gene:TraesCS3B03G0019700	Chr3B	5714448	5715228	+	5714838	Chr3B	5875917	5876699	+	5876308	0.998	0.988
gene:TraesCS3B03G0020300	Chr3B	5725847	5727412	-	5726629	Chr3B	5887468	5889034	-	5888251	1.0	0.992
gene:TraesCS3B03G0020400	Chr3B	5797705	5802507	+	5800106	Chr3B	6022518	6027345	+	6024931	0.997	0.992
gene:TraesCS3B03G0020500	Chr3B	5801269	5802494	+	5801881	Chr3B	6026106	6027332	+	6026719	1.0	0.995
gene:TraesCS3B03G0022700	Chr3B	6063054	6064845	+	6063949	Chr3B	6154480	6156273	+	6155376	1.0	0.988
gene:TraesCS3B03G0022800	Chr3B	6073695	6077105	+	6075400	Chr3B	6166193	6169602	+	6167897	1.0	0.994
gene:TraesCS3B03G0022900	Chr3B	6077386	6080144	-	6078765	Chr3B	6169883	6172638	-	6171260	0.998	0.993
gene:TraesCS3B03G0025900	Chr3B	6167831	6168413	+	6168122	Chr3B	6214063	6214645	+	6214354	1.0	1.0
gene:TraesCS3B03G0026000	Chr3B	6167845	6168530	+	6168187	Chr3B	6214077	6214762	+	6214419	1.0	1.0
gene:TraesCS3B03G0026300	Chr3B	6210118	6210479	+	6210298	Chr3B	6219989	6220350	+	6220169	1.0	0.996
gene:TraesCS3B03G0026700	Chr3B	6220771	6222888	-	6221829	Chr3B	6230738	6232864	-	6231801	1.0	0.969
gene:TraesCS3B03G0026800	Chr3B	6220941	6222881	-	6221911	Chr3B	6230908	6232857	-	6231882	1.0	0.966
gene:TraesCS3B03G0026900	Chr3B	6239266	6239636	+	6239451	Chr3B	6276143	6276513	+	6276328	1.0	0.996
gene:TraesCS3B03G0027000	Chr3B	6242148	6243598	+	6242873	Chr3B	6279026	6280436	+	6279731	0.961	0.956
gene:TraesCS3B03G0028100	Chr3B	6375001	6378109	-	6376555	Chr3B	6338035	6341144	-	6339589	1.0	0.994
gene:TraesCS3B03G0028200	Chr3B	6418690	6428060	+	6423375	Chr3B	6382339	6392182	+	6387260	1.0	0.987
gene:TraesCS3B03G0028300	Chr3B	6423173	6427989	+	6425581	Chr3B	6387331	6392111	+	6389721	0.983	0.977
gene:TraesCS3B03G0028500	Chr3B	6432085	6434317	-	6433201	Chr3B	6397477	6399709	-	6398593	1.0	0.999
gene:TraesCS3B03G0028600	Chr3B	6461524	6462461	+	6461992	Chr3B	6426915	6427852	+	6427383	1.0	1.0
gene:TraesCS3B03G0029000	Chr3B	6503456	6505642	-	6504549	Chr3B	6468847	6471033	-	6469940	1.0	1.0
gene:TraesCS3B03G0029200	Chr3B	6514905	6517931	-	6516418	Chr3B	6483035	6486061	-	6484548	1.0	0.999
gene:TraesCS3B03G0029100	Chr3B	6514300	6520754	+	6517527	Chr3B	6482430	6488884	+	6485657	1.0	0.999
gene:TraesCS3B03G0029300	Chr3B	6530621	6531791	+	6531206	Chr3B	6499018	6500188	+	6499603	1.0	1.0
gene:TraesCS3B03G0029700	Chr3B	6593184	6594729	+	6593956	Chr3B	6565183	6566728	+	6565955	1.0	1.0
gene:TraesCS3B03G0029800	Chr3B	6659713	6660813	+	6660263	Chr3B	6632014	6633114	+	6632564	1.0	1.0
gene:TraesCS3B03G0029900	Chr3B	6671564	6673567	+	6672565	Chr3B	6645341	6647344	+	6646342	1.0	1.0
gene:TraesCS3B03G0030000	Chr3B	6681490	6685614	+	6683552	Chr3B	6655267	6659391	+	6657329	1.0	0.998
gene:TraesCS3B03G0030300	Chr3B	6764757	6776638	-	6770697	Chr3B	6738204	6749917	-	6744060	1.0	0.998
gene:TraesCS3B03G0030900	Chr3B	6792313	6794111	-	6793212	Chr3B	6765610	6767407	-	6766508	0.999	0.998
gene:TraesCS3B03G0031100	Chr3B	6796809	6799701	-	6798255	Chr3B	6770691	6773584	-	6772137	1.0	0.998
gene:TraesCS3B03G0031200	Chr3B	6803638	6807916	+	6805777	Chr3B	6777520	6781799	+	6779659	1.0	0.997
gene:TraesCS3B03G0031400	Chr3B	10011961	10013468	-	10012714	Chr3B	9354822	9356329	-	9355575	1.0	0.997
gene:TraesCS3B03G0031700	Chr3B	10462654	10466557	+	10464605	Chr3B	9663372	9667252	+	9665312	1.0	0.994
gene:TraesCS3B03G0031800	Chr3B	10972258	10977458	-	10974858	Chr3B	10188901	10194094	-	10191497	0.997	0.995
gene:TraesCS3B03G0033200	Chr3B	11064590	11065892	-	11065241	Chr3B	4036278	4037580	-	4036929	1.0	1.0
gene:TraesCS3B03G0035700	Chr3B	11460688	11462059	+	11461373	Chr3B	4476586	4477957	+	4477271	1.0	0.991
gene:TraesCS3B03G0037900	Chr3B	11947904	11950970	+	11949437	Chr3B	10325443	10328556	+	10326999	1.0	0.996
gene:TraesCS3B03G0038000	Chr3B	11951308	11954850	-	11953079	Chr3B	10328894	10332433	-	10330663	0.998	0.997
gene:TraesCS3B03G0038200	Chr3B	11956531	11958854	-	11957692	Chr3B	10334166	10336492	-	10335329	1.0	0.99
gene:TraesCS3B03G0038500	Chr3B	11961737	11963712	-	11962724	Chr3B	10339348	10341323	-	10340335	1.0	0.992
gene:TraesCS3B03G0038600	Chr3B	11965423	11968168	+	11966795	Chr3B	10343036	10345769	+	10344402	0.992	0.989
gene:TraesCS3B03G0038800	Chr3B	12071707	12079854	+	12075780	Chr3B	10430822	10434537	+	10432679	0.95	0.946
gene:TraesCS3B03G0038900	Chr3B	12176373	12178583	+	12177478	Chr3B	10530081	10532221	+	10531151	1.0	0.989
gene:TraesCS3B03G0039100	Chr3B	12184132	12185097	+	12184614	Chr3B	10537993	10538958	+	10538475	1.0	0.995
gene:TraesCS3B03G0039200	Chr3B	12185415	12189726	-	12187570	Chr3B	10539276	10543582	-	10541429	1.0	0.995
gene:TraesCS3B03G0039400	Chr3B	12225935	12226465	-	12226200	Chr3B	10627123	10627653	-	10627388	1.0	0.996
gene:TraesCS3B03G0040300	Chr3B	12365034	12368968	+	12367001	Chr3B	10743958	10747892	+	10745925	1.0	0.995
gene:TraesCS3B03G0040400	Chr3B	12369257	12370173	+	12369715	Chr3B	10748181	10749097	+	10748639	1.0	0.994
gene:TraesCS3B03G0040500	Chr3B	12371609	12375309	-	12373459	Chr3B	10750532	10754231	-	10752381	1.0	0.998
gene:TraesCS3B03G0041000	Chr3B	12477307	12481295	-	12479301	Chr3B	10859455	10863444	-	10861449	1.0	0.992
gene:TraesCS3B03G0041100	Chr3B	12485475	12491384	+	12488429	Chr3B	10867562	10873505	+	10870533	0.999	0.996
gene:TraesCS3B03G0041200	Chr3B	12585694	12587050	-	12586372	Chr3B	10912611	10913967	-	10913289	1.0	0.994
gene:TraesCS3B03G0041300	Chr3B	12590773	12592281	+	12591527	Chr3B	10917656	10919164	+	10918410	1.0	0.961
gene:TraesCS3B03G0041400	Chr3B	12595610	12597051	-	12596330	Chr3B	10922470	10923940	-	10923205	1.0	0.948
gene:TraesCS3B03G0041500	Chr3B	12601924	12602601	-	12602262	Chr3B	10932572	10933249	-	10932910	1.0	1.0
gene:TraesCS3B03G0041600	Chr3B	12608171	12608647	-	12608409	Chr3B	10938877	10939353	-	10939115	1.0	1.0
gene:TraesCS3B03G0041800	Chr3B	13120457	13120807	-	13120632	Chr3B	11373479	11373829	-	11373654	1.0	0.994
gene:TraesCS3B03G0042000	Chr3B	13140448	13146598	+	13143523	Chr3B	11392733	11398892	+	11395812	1.0	0.996
gene:TraesCS3B03G0042100	Chr3B	13150614	13151953	+	13151283	Chr3B	11402554	11403893	+	11403223	1.0	0.997
gene:TraesCS3B03G0042200	Chr3B	13155850	13159257	+	13157553	Chr3B	11407792	11411199	+	11409495	1.0	0.995
gene:TraesCS3B03G0042500	Chr3B	13244270	13247808	+	13246039	Chr3B	11471240	11474779	+	11473009	0.979	0.936
gene:TraesCS3B03G0042700	Chr3B	13247846	13251928	-	13249887	Chr3B	11474817	11478881	-	11476849	1.0	1.0
gene:TraesCS3B03G0043500	Chr3B	13267715	13268552	-	13268133	Chr3B	11481962	11482804	-	11482383	1.0	0.991
gene:TraesCS3B03G0044100	Chr3B	13452540	13459855	+	13456197	Chr3B	11670638	11677977	+	11674307	1.0	0.999
gene:TraesCS3B03G0044600	Chr3B	13624135	13625145	+	13624640	Chr3B	11896023	11897031	+	11896527	0.996	0.976
gene:TraesCS3B03G0045000	Chr3B	13638687	13641490	+	13640088	Chr3B	11905857	11908635	+	11907246	0.979	0.971
gene:TraesCS3B03G0045200	Chr3B	13651284	13654171	-	13652727	Chr3B	11918427	11922355	-	11920391	1.0	0.995
gene:TraesCS3B03G0046100	Chr3B	13753742	13756833	-	13755287	Chr3B	12019996	12022917	-	12021456	0.944	0.942
gene:TraesCS3B03G0046200	Chr3B	13794541	13796737	-	13795639	Chr3B	12061378	12063575	-	12062476	1.0	0.996
gene:TraesCS3B03G0046600	Chr3B	13842867	13847314	+	13845090	Chr3B	12081995	12087115	+	12084555	1.0	0.992
gene:TraesCS3B03G0047200	Chr3B	13900782	13902099	+	13901440	Chr3B	12122295	12123620	+	12122957	0.989	0.942
gene:TraesCS3B03G0047500	Chr3B	13908853	13909704	-	13909278	Chr3B	12129736	12130590	-	12130163	1.0	0.969
gene:TraesCS3B03G0047600	Chr3B	13912323	13919989	+	13916156	Chr3B	12138426	12146534	+	12142480	0.999	0.977
gene:TraesCS3B03G0047700	Chr3B	13920909	13922384	+	13921646	Chr3B	12147448	12148923	+	12148185	1.0	0.974
gene:TraesCS3B03G0049200	Chr3B	14197012	14200919	+	14198965	Chr3B	12377448	12381359	+	12379403	1.0	0.996
gene:TraesCS3B03G0049300	Chr3B	14204526	14205980	-	14205253	Chr3B	12384978	12386331	-	12385654	0.927	0.924
gene:TraesCS3B03G0049400	Chr3B	14272431	14284305	-	14278368	Chr3B	12437352	12449115	-	12443233	0.997	0.996
gene:TraesCS3B03G0049500	Chr3B	14294561	14297938	-	14296249	Chr3B	12459237	12462614	-	12460925	1.0	1.0
gene:TraesCS3B03G0050500	Chr3B	14456299	14456661	-	14456480	Chr3B	12620590	12620952	-	12620771	1.0	1.0
gene:TraesCS3B03G0050900	Chr3B	14518868	14523037	+	14520952	Chr3B	12670102	12674271	+	12672186	1.0	1.0
gene:TraesCS3B03G0051000	Chr3B	14526596	14531005	+	14528800	Chr3B	12677404	12681823	+	12679613	1.0	0.995
gene:TraesCS3B03G0051100	Chr3B	14539683	14542511	-	14541097	Chr3B	12724174	12727002	-	12725588	1.0	0.994
gene:TraesCS3B03G0051200	Chr3B	14549103	14549399	-	14549251	Chr3B	12733725	12734021	-	12733873	1.0	1.0
gene:TraesCS3B03G0051600	Chr3B	14690068	14694638	-	14692353	Chr3B	12819680	12824326	-	12822003	1.0	0.995
gene:TraesCS3B03G0052000	Chr3B	14897747	14904386	+	14901066	Chr3B	13038764	13045005	+	13041884	0.984	0.961
gene:TraesCS3B03G0052400	Chr3B	15034510	15038343	+	15036426	Chr3B	13082332	13087662	+	13084997	0.999	0.966
gene:TraesCS3B03G0052500	Chr3B	15043587	15043985	-	15043786	Chr3B	13093082	13093480	-	13093281	1.0	0.994
gene:TraesCS3B03G0052700	Chr3B	15050859	15051645	-	15051252	Chr3B	13102659	13103445	-	13103052	1.0	1.0
gene:TraesCS3B03G0052800	Chr3B	15051800	15059713	-	15055756	Chr3B	13103600	13111514	-	13107557	1.0	0.999
gene:TraesCS3B03G0053000	Chr3B	15128456	15129483	+	15128969	Chr3B	13172287	13173314	+	13172800	1.0	1.0
gene:TraesCS3B03G0053100	Chr3B	15160153	15163258	+	15161705	Chr3B	13204137	13207242	+	13205689	1.0	1.0
gene:TraesCS3B03G0053200	Chr3B	15164778	15165608	-	15165193	Chr3B	13208762	13209592	-	13209177	1.0	1.0
gene:TraesCS3B03G0053600	Chr3B	15283665	15288089	+	15285877	Chr3B	13328172	13332596	+	13330384	1.0	1.0
gene:TraesCS3B03G0053700	Chr3B	15311739	15315173	-	15313456	Chr3B	13356246	13359680	-	13357963	1.0	1.0
gene:TraesCS3B03G0053800	Chr3B	15334364	15335548	+	15334956	Chr3B	13378901	13380085	+	13379493	1.0	0.999
gene:TraesCS3B03G0053900	Chr3B	15344103	15347794	+	15345948	Chr3B	13388668	13392356	+	13390512	0.999	0.993
gene:TraesCS3B03G0054200	Chr3B	15361834	15364625	-	15363229	Chr3B	13413690	13416399	+	13415044	0.955	0.915
gene:TraesCS3B03G0054900	Chr3B	15413768	15421229	-	15417498	Chr3B	13555928	13563409	-	13559668	1.0	0.983
gene:TraesCS3B03G0055000	Chr3B	15437025	15455773	-	15446399	Chr3B	13581509	13594986	-	13588247	1.0	0.986
gene:TraesCS3B03G0055300	Chr3B	15499630	15504311	+	15501970	Chr3B	13638325	13642922	+	13640623	0.964	0.959
gene:TraesCS3B03G0055400	Chr3B	15517604	15518449	+	15518026	Chr3B	13665707	13666552	+	13666129	1.0	0.996
gene:TraesCS3B03G0055900	Chr3B	15673079	15684480	-	15678779	Chr3B	13821197	13832586	-	13826891	1.0	1.0
gene:TraesCS3B03G0056000	Chr3B	15737539	15742920	-	15740229	Chr3B	13883273	13888654	-	13885963	1.0	1.0
gene:TraesCS3B03G0056300	Chr3B	15774884	15775192	-	15775038	Chr3B	13920607	13920915	-	13920761	1.0	0.996
gene:TraesCS3B03G0056500	Chr3B	15817353	15827081	-	15822217	Chr3B	13963324	13972903	-	13968113	1.0	0.998
gene:TraesCS3B03G0056800	Chr3B	15843661	15844865	-	15844263	Chr3B	13989482	13990686	-	13990084	1.0	1.0
gene:TraesCS3B03G0057200	Chr3B	16030592	16032356	+	16031474	Chr3B	14180754	14182518	+	14181636	1.0	1.0
gene:TraesCS3B03G0057500	Chr3B	16061723	16065343	+	16063533	Chr3B	14250549	14254163	+	14252356	0.991	0.953
gene:TraesCS3B03G0057600	Chr3B	16069780	16071754	-	16070767	Chr3B	14255058	14256937	-	14255997	0.946	0.924
gene:TraesCS3B03G0057700	Chr3B	16116348	16118134	-	16117241	Chr3B	14301693	14303479	-	14302586	1.0	0.998
gene:TraesCS3B03G0057800	Chr3B	16172883	16174668	-	16173775	Chr3B	14356627	14358409	-	14357518	0.998	0.997
gene:TraesCS3B03G0058000	Chr3B	16194029	16197637	-	16195833	Chr3B	14378378	14381957	-	14380167	0.983	0.981
gene:TraesCS3B03G0058300	Chr3B	16234949	16236097	+	16235523	Chr3B	14407874	14409024	+	14408449	1.0	0.992
gene:TraesCS3B03G0058900	Chr3B	16337986	16339408	+	16338697	Chr3B	14468429	14469854	+	14469141	1.0	0.982
gene:TraesCS3B03G0059100	Chr3B	16346206	16348027	+	16347116	Chr3B	14475555	14477272	+	14476413	0.942	0.929
gene:TraesCS3B03G0059900	Chr3B	16595969	16597796	+	16596882	Chr3B	14571362	14573189	+	14572275	1.0	0.993
gene:TraesCS3B03G0060000	Chr3B	16599118	16600593	+	16599855	Chr3B	14574519	14575994	+	14575256	0.999	0.995
gene:TraesCS3B03G0060100	Chr3B	16639543	16641393	+	16640468	Chr3B	14614718	14616567	+	14615642	1.0	0.995
gene:TraesCS3B03G0060600	Chr3B	16689738	16691550	+	16690644	Chr3B	14650541	14652353	+	14651447	1.0	0.993
gene:TraesCS3B03G0060700	Chr3B	16729361	16731316	+	16730338	Chr3B	14683500	14685455	+	14684477	1.0	0.996
gene:TraesCS3B03G0061200	Chr3B	16791104	16792637	+	16791870	Chr3B	14747913	14749447	+	14748680	1.0	0.992
gene:TraesCS3B03G0061700	Chr3B	17050106	17051521	+	17050813	Chr3B	9813492	9814919	-	9814205	0.994	0.954
gene:TraesCS3B03G0061800	Chr3B	17053569	17054760	+	17054164	Chr3B	14800874	14802069	+	14801471	1.0	0.955
gene:TraesCS3B03G0062200	Chr3B	17068676	17069813	-	17069244	Chr3B	14828758	14829895	-	14829326	1.0	0.995
gene:TraesCS3B03G0063100	Chr3B	17216773	17218407	-	17217590	Chr3B	14978947	14980581	-	14979764	1.0	0.987
gene:TraesCS3B03G0063200	Chr3B	17230424	17233961	-	17232192	Chr3B	14992727	14996297	-	14994512	1.0	0.988
gene:TraesCS3B03G0063300	Chr3B	17237828	17239182	-	17238505	Chr3B	15000141	15001495	-	15000818	1.0	0.992
gene:TraesCS3B03G0063700	Chr3B	17487044	17487576	+	17487310	Chr3B	15014900	15015432	+	15015166	1.0	0.993
gene:TraesCS3B03G0064000	Chr3B	17525110	17526615	-	17525862	Chr3B	15052707	15054218	-	15053462	1.0	0.994
gene:TraesCS3B03G0064400	Chr3B	17646958	17649498	-	17648228	Chr3B	15186560	15189100	-	15187830	1.0	0.993
gene:TraesCS3B03G0064500	Chr3B	17653463	17653684	+	17653573	Chr3B	15192681	15192902	+	15192791	1.0	0.972
gene:TraesCS3B03G0064600	Chr3B	17661266	17665293	+	17663279	Chr3B	15201064	15204222	+	15202643	0.942	0.926
gene:TraesCS3B03G0064900	Chr3B	17743154	17744549	-	17743851	Chr3B	15337428	15338823	-	15338125	1.0	0.996
gene:TraesCS3B03G0065000	Chr3B	17747202	17752045	+	17749623	Chr3B	15341407	15346613	+	15344010	1.0	0.984
gene:TraesCS3B03G0067100	Chr3B	18743379	18744026	+	18743702	Chr3B	15604050	15604697	+	15604373	1.0	0.993
gene:TraesCS3B03G0067200	Chr3B	18751983	18752520	+	18752251	Chr3B	15613545	15614072	+	15613808	0.986	0.971
gene:TraesCS3B03G0067400	Chr3B	18817045	18822850	+	18819947	Chr3B	15772449	15778269	+	15775359	0.998	0.989
gene:TraesCS3B03G0067600	Chr3B	18838001	18838870	+	18838435	Chr3B	15794901	15795775	+	15795338	1.0	0.982
gene:TraesCS3B03G0067700	Chr3B	18838892	18839194	+	18839043	Chr3B	15795797	15796099	+	15795948	1.0	0.98
