gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Spelt_tgt_chr	Spelt_tgt_start	Spelt_tgt_end	Spelt_tgt_strand	Spelt_tgt_midpoint	Spelt_coverage	Spelt_identity
gene:TraesCS6A03G0314400	Chr6A	107320243	107324461	-	107322352	Chr6A	75380339	75384351	+	75382345	0.997	0.993
gene:TraesCS6A03G0314700	Chr6A	107385343	107391561	+	107388452	Chr6A	75531399	75537617	+	75534508	1.0	0.998
gene:TraesCS6A03G0314800	Chr6A	107407395	107409212	+	107408303	Chr6A	75558605	75560422	+	75559513	1.0	0.997
gene:TraesCS6A03G0315300	Chr6A	107887339	107898216	+	107892777	Chr6A	76015695	76026277	+	76020986	0.952	0.947
gene:TraesCS6A03G0316600	Chr6A	108053580	108058020	+	108055800	Chr6A	76240048	76244490	+	76242269	1.0	0.997
gene:TraesCS6A03G0317300	Chr6A	108431688	108433465	+	108432576	Chr6A	76644016	76645793	+	76644904	1.0	0.997
gene:TraesCS6A03G0317600	Chr6A	108463624	108466120	+	108464872	Chr6A	76676195	76678696	+	76677445	1.0	0.996
gene:TraesCS6A03G0317700	Chr6A	108465996	108483150	-	108474573	Chr6A	76678572	76699244	-	76688908	1.0	0.998
gene:TraesCS6A03G0317900	Chr6A	108508672	108510218	+	108509445	Chr6A	76724741	76726308	+	76725524	0.997	0.969
gene:TraesCS6A03G0318200	Chr6A	108740432	108742525	+	108741478	Chr6A	76951040	76953124	+	76952082	0.995	0.993
gene:TraesCS6A03G0318300	Chr6A	108927582	108927851	-	108927716	Chr6A	77165822	77166091	-	77165956	1.0	0.985
gene:TraesCS6A03G0318400	Chr6A	108947508	108949056	-	108948282	Chr6A	77185973	77187522	-	77186747	1.0	0.996
gene:TraesCS6A03G0318600	Chr6A	109323309	109325334	+	109324321	Chr6A	77527172	77529197	+	77528184	1.0	1.0
gene:TraesCS6A03G0318700	Chr6A	109346105	109348282	+	109347193	Chr6A	77555922	77558093	+	77557007	0.997	0.996
gene:TraesCS6A03G0318900	Chr6A	109560607	109562676	+	109561641	Chr6A	77755767	77757846	+	77756806	1.0	0.992
gene:TraesCS6A03G0319000	Chr6A	109596534	109598579	+	109597556	Chr6A	77796155	77797967	+	77797061	0.932	0.921
gene:TraesCS6A03G0319300	Chr6A	109659119	109662295	+	109660707	Chr6A	77849818	77853001	+	77851409	1.0	0.998
gene:TraesCS6A03G0319500	Chr6A	109739063	109740024	+	109739543	Chr6A	77940825	77941786	+	77941305	1.0	0.997
gene:TraesCS6A03G0319600	Chr6A	109754722	109755960	-	109755341	Chr6A	77966828	77968066	-	77967447	1.0	0.994
gene:TraesCS6A03G0319900	Chr6A	109790584	109797131	-	109793857	Chr6A	77994043	78005789	-	77999916	0.999	0.996
gene:TraesCS6A03G0320200	Chr6A	109842342	109846413	-	109844377	Chr6A	78049921	78053772	-	78051846	1.0	0.996
gene:TraesCS6A03G0320300	Chr6A	109871328	109871798	-	109871563	Chr6A	78078851	78079321	-	78079086	1.0	0.988
gene:TraesCS6A03G0320500	Chr6A	109971700	109973145	-	109972422	Chr6A	78187953	78189398	-	78188675	1.0	0.998
gene:TraesCS6A03G0320600	Chr6A	109975784	109979579	+	109977681	Chr6A	78191679	78195495	+	78193587	1.0	0.993
gene:TraesCS6A03G0320700	Chr6A	110030390	110035494	+	110032942	Chr6A	78246507	78251607	+	78249057	1.0	1.0
gene:TraesCS6A03G0320800	Chr6A	110064224	110067438	+	110065831	Chr6A	78279529	78282743	+	78281136	1.0	1.0
gene:TraesCS6A03G0320900	Chr6A	110069283	110071976	+	110070629	Chr6A	78284591	78287284	+	78285937	1.0	1.0
gene:TraesCS6A03G0321000	Chr6A	110072953	110075883	+	110074418	Chr6A	78288261	78291191	+	78289726	1.0	1.0
gene:TraesCS6A03G0321100	Chr6A	110076490	110077074	-	110076782	Chr6A	78291798	78292382	-	78292090	1.0	1.0
gene:TraesCS6A03G0321300	Chr6A	110110469	110114813	+	110112641	Chr6A	78326230	78330574	+	78328402	1.0	1.0
gene:TraesCS6A03G0321700	Chr6A	110131653	110131868	-	110131760	Chr6A	78347490	78347705	-	78347597	1.0	1.0
gene:TraesCS6A03G0321800	Chr6A	110132803	110133474	+	110133138	Chr6A	78348639	78349310	+	78348974	1.0	1.0
gene:TraesCS6A03G0321900	Chr6A	110137595	110140748	+	110139171	Chr6A	78353431	78356584	+	78355007	1.0	1.0
gene:TraesCS6A03G0322000	Chr6A	110225516	110226326	+	110225921	Chr6A	78441395	78442205	+	78441800	1.0	1.0
gene:TraesCS6A03G0322500	Chr6A	110368677	110378161	+	110373419	Chr6A	78586045	78595529	+	78590787	1.0	1.0
gene:TraesCS6A03G0322800	Chr6A	110547688	110550322	+	110549005	Chr6A	78765019	78767653	+	78766336	1.0	1.0
gene:TraesCS6A03G0322900	Chr6A	110550791	110552847	-	110551819	Chr6A	78768122	78770178	-	78769150	1.0	1.0
gene:TraesCS6A03G0323000	Chr6A	110558387	110568715	+	110563551	Chr6A	78775719	78785989	+	78780854	1.0	1.0
gene:TraesCS6A03G0323900	Chr6A	110702690	110703876	-	110703283	Chr6A	78918426	78919612	-	78919019	1.0	1.0
gene:TraesCS6A03G0324600	Chr6A	110951614	110951925	-	110951769	Chr6A	79159066	79159377	-	79159221	1.0	1.0
gene:TraesCS6A03G0324700	Chr6A	111036916	111038778	+	111037847	Chr6A	79236525	79238387	+	79237456	1.0	1.0
gene:TraesCS6A03G0324800	Chr6A	111040442	111041907	+	111041174	Chr6A	79240050	79241515	+	79240782	1.0	1.0
gene:TraesCS6A03G0325300	Chr6A	111062465	111063409	+	111062937	Chr6A	79261971	79262915	+	79262443	1.0	1.0
gene:TraesCS6A03G0325400	Chr6A	111063433	111065675	-	111064554	Chr6A	79262939	79265181	-	79264060	1.0	1.0
gene:TraesCS6A03G0325600	Chr6A	111069326	111069709	+	111069517	Chr6A	79268832	79269215	+	79269023	1.0	1.0
gene:TraesCS6A03G0325700	Chr6A	111076519	111078023	-	111077271	Chr6A	79276028	79277532	-	79276780	1.0	0.999
gene:TraesCS6A03G0326100	Chr6A	111191854	111192513	-	111192183	Chr6A	79391063	79391722	-	79391392	1.0	1.0
gene:TraesCS6A03G0327300	Chr6A	111780194	111809892	-	111795043	Chr6A	79977138	80007628	-	79992383	1.0	0.999
gene:TraesCS6A03G0327600	Chr6A	111969193	111971182	-	111970187	Chr6A	80161557	80163546	-	80162551	1.0	1.0
gene:TraesCS6A03G0327700	Chr6A	111975375	111980794	+	111978084	Chr6A	80167742	80172771	+	80170256	0.99	0.99
gene:TraesCS6A03G0327800	Chr6A	111991664	111994087	+	111992875	Chr6A	80183653	80186076	+	80184864	1.0	1.0
gene:TraesCS6A03G0328100	Chr6A	112237687	112241857	+	112239772	Chr6A	80430181	80434346	+	80432263	0.996	0.996
gene:TraesCS6A03G0328200	Chr6A	112244091	112244804	+	112244447	Chr6A	80436580	80437293	+	80436936	1.0	1.0
gene:TraesCS6A03G0328400	Chr6A	112335253	112335846	+	112335549	Chr6A	80527762	80528355	+	80528058	1.0	1.0
gene:TraesCS6A03G0328500	Chr6A	112340829	112343649	+	112342239	Chr6A	80533372	80536192	+	80534782	1.0	1.0
gene:TraesCS6A03G0328600	Chr6A	112346887	112350883	+	112348885	Chr6A	80539412	80543408	+	80541410	1.0	1.0
gene:TraesCS6A03G0329000	Chr6A	112836204	112841062	+	112838633	Chr6A	81027172	81032030	+	81029601	1.0	0.999
gene:TraesCS6A03G0329100	Chr6A	112980815	112982234	+	112981524	Chr6A	81171797	81173216	+	81172506	1.0	1.0
gene:TraesCS6A03G0329700	Chr6A	113200650	113204373	-	113202511	Chr6A	81414410	81418156	-	81416283	1.0	1.0
gene:TraesCS6A03G0329800	Chr6A	114295867	114296869	-	114296368	Chr6A	82509140	82510142	-	82509641	1.0	1.0
gene:TraesCS6A03G0329900	Chr6A	114377629	114378830	-	114378229	Chr6A	82590740	82591941	-	82591340	1.0	1.0
gene:TraesCS6A03G0330300	Chr6A	114410566	114413922	-	114412244	Chr6A	82623846	82627202	-	82625524	1.0	1.0
gene:TraesCS6A03G0330400	Chr6A	114585228	114591290	-	114588259	Chr6A	82796915	82802977	-	82799946	1.0	1.0
gene:TraesCS6A03G0331700	Chr6A	116344968	116353014	+	116348991	Chr6A	84555093	84563014	+	84559053	1.0	1.0
gene:TraesCS6A03G0332000	Chr6A	117055788	117069768	+	117062778	Chr6A	85265094	85279066	+	85272080	1.0	1.0
gene:TraesCS6A03G0332100	Chr6A	117098832	117100632	+	117099732	Chr6A	85307519	85309319	+	85308419	1.0	0.999
gene:TraesCS6A03G0332300	Chr6A	117288119	117290123	-	117289121	Chr6A	85496352	85498356	-	85497354	1.0	1.0
gene:TraesCS6A03G0333100	Chr6A	117840772	117841705	-	117841238	Chr6A	86046297	86047230	-	86046763	1.0	1.0
gene:TraesCS6A03G0333000	Chr6A	117840388	117843557	+	117841972	Chr6A	86045898	86049082	+	86047490	1.0	0.99
gene:TraesCS6A03G0333200	Chr6A	117844410	117851168	+	117847789	Chr6A	86049936	86056694	+	86053315	1.0	1.0
gene:TraesCS6A03G0333400	Chr6A	117854256	117858330	+	117856293	Chr6A	86059782	86063856	+	86061819	1.0	1.0
gene:TraesCS6A03G0333600	Chr6A	118096974	118104643	+	118100808	Chr6A	86301674	86309343	+	86305508	1.0	1.0
gene:TraesCS6A03G0333700	Chr6A	118106232	118107482	-	118106857	Chr6A	86310932	86312182	-	86311557	1.0	1.0
gene:TraesCS6A03G0333800	Chr6A	118141580	118146814	-	118144197	Chr6A	86346749	86351983	-	86349366	1.0	1.0
gene:TraesCS6A03G0333900	Chr6A	118164894	118167111	-	118166002	Chr6A	86370222	86372442	-	86371332	1.0	1.0
gene:TraesCS6A03G0334000	Chr6A	118170244	118173755	-	118171999	Chr6A	86375574	86379085	-	86377329	1.0	1.0
gene:TraesCS6A03G0334300	Chr6A	118230754	118236312	-	118233533	Chr6A	86436091	86441650	-	86438870	1.0	0.999
gene:TraesCS6A03G0334400	Chr6A	118285603	118288017	-	118286810	Chr6A	86491222	86493636	-	86492429	1.0	0.999
gene:TraesCS6A03G0334500	Chr6A	118322188	118323180	-	118322684	Chr6A	86521410	86522402	-	86521906	1.0	1.0
gene:TraesCS6A03G0334900	Chr6A	118644996	118649103	-	118647049	Chr6A	86842589	86846696	-	86844642	1.0	0.999
gene:TraesCS6A03G0335200	Chr6A	119150973	119151335	+	119151154	Chr6A	87345878	87346240	+	87346059	1.0	1.0
gene:TraesCS6A03G0335500	Chr6A	119394956	119396430	+	119395693	Chr6A	87588034	87589508	+	87588771	1.0	1.0
gene:TraesCS6A03G0335600	Chr6A	119398679	119399780	+	119399229	Chr6A	87591757	87592858	+	87592307	1.0	1.0
gene:TraesCS6A03G0335700	Chr6A	119400835	119402848	-	119401841	Chr6A	87593913	87595926	-	87594919	1.0	1.0
gene:TraesCS6A03G0335800	Chr6A	119499238	119503034	+	119501136	Chr6A	87692451	87696247	+	87694349	1.0	0.999
gene:TraesCS6A03G0335900	Chr6A	119503802	119504829	+	119504315	Chr6A	87697015	87698042	+	87697528	1.0	1.0
gene:TraesCS6A03G0336000	Chr6A	119519162	119524140	+	119521651	Chr6A	87712375	87717353	+	87714864	1.0	1.0
gene:TraesCS6A03G0336100	Chr6A	119525082	119525306	+	119525194	Chr6A	87718295	87718519	+	87718407	1.0	1.0
gene:TraesCS6A03G0336500	Chr6A	119625827	119626534	-	119626180	Chr6A	87819151	87819858	-	87819504	1.0	1.0
gene:TraesCS6A03G0336600	Chr6A	119719030	119723455	+	119721242	Chr6A	87911827	87916252	+	87914039	1.0	1.0
gene:TraesCS6A03G0336700	Chr6A	119723850	119724954	-	119724402	Chr6A	87916647	87917751	-	87917199	1.0	1.0
gene:TraesCS6A03G0337900	Chr6A	119815209	119816915	-	119816062	Chr6A	88011818	88013524	-	88012671	1.0	1.0
gene:TraesCS6A03G0338100	Chr6A	120156925	120159256	+	120158090	Chr6A	88345185	88347516	+	88346350	1.0	1.0
gene:TraesCS6A03G0338200	Chr6A	120160950	120161240	-	120161095	Chr6A	88349210	88349500	-	88349355	1.0	1.0
gene:TraesCS6A03G0339100	Chr6A	120218281	120221023	-	120219652	Chr6A	88405913	88408655	-	88407284	1.0	1.0
gene:TraesCS6A03G0339300	Chr6A	120240789	120241485	+	120241137	Chr6A	88428486	88429182	+	88428834	1.0	1.0
gene:TraesCS6A03G0340300	Chr6A	121887401	121887601	+	121887501	Chr6A	90076758	90076958	+	90076858	1.0	1.0
gene:TraesCS6A03G0340400	Chr6A	122082987	122085787	+	122084387	Chr6A	90272693	90275493	+	90274093	1.0	0.999
gene:TraesCS6A03G0341100	Chr6A	122401956	122406043	-	122403999	Chr6A	90591250	90595333	-	90593291	1.0	0.999
gene:TraesCS6A03G0341200	Chr6A	122411357	122413499	-	122412428	Chr6A	90600647	90602789	-	90601718	1.0	1.0
gene:TraesCS6A03G0341300	Chr6A	122542209	122545771	+	122543990	Chr6A	90731495	90735057	+	90733276	1.0	1.0
gene:TraesCS6A03G0341600	Chr6A	122580244	122580577	-	122580410	Chr6A	90769671	90770004	-	90769837	1.0	1.0
gene:TraesCS6A03G0341700	Chr6A	122581275	122583992	-	122582633	Chr6A	90770702	90773419	-	90772060	1.0	1.0
gene:TraesCS6A03G0342200	Chr6A	122918699	122920650	-	122919674	Chr6A	91108738	91110689	-	91109713	1.0	1.0
gene:TraesCS6A03G0343300	Chr6A	124023099	124024411	+	124023755	Chr6A	92210210	92211522	+	92210866	1.0	1.0
gene:TraesCS6A03G0343400	Chr6A	124403370	124406651	-	124405010	Chr6A	92590190	92593486	-	92591838	1.0	1.0
gene:TraesCS6A03G0343500	Chr6A	124426581	124429258	+	124427919	Chr6A	92613412	92616089	+	92614750	1.0	1.0
gene:TraesCS6A03G0343900	Chr6A	124437097	124439872	-	124438484	Chr6A	92623917	92626692	-	92625304	1.0	0.999
gene:TraesCS6A03G0344000	Chr6A	124445406	124447464	+	124446435	Chr6A	92632135	92634193	+	92633164	1.0	1.0
gene:TraesCS6A03G0344100	Chr6A	124452773	124453058	+	124452915	Chr6A	92639502	92639787	+	92639644	1.0	1.0
gene:TraesCS6A03G0344300	Chr6A	124457620	124458791	+	124458205	Chr6A	92644349	92645520	+	92644934	1.0	1.0
gene:TraesCS6A03G0344600	Chr6A	124517002	124531037	-	124524019	Chr6A	92703686	92717721	-	92710703	1.0	1.0
gene:TraesCS6A03G0345100	Chr6A	124656180	124658329	+	124657254	Chr6A	92842627	92844776	+	92843701	1.0	1.0
gene:TraesCS6A03G0345200	Chr6A	124669683	124675911	-	124672797	Chr6A	92856114	92862342	-	92859228	1.0	1.0
gene:TraesCS6A03G0345400	Chr6A	124704380	124711916	-	124708148	Chr6A	92890771	92898435	-	92894603	1.0	0.999
gene:TraesCS6A03G0345500	Chr6A	124753626	124760123	+	124756874	Chr6A	92940144	92946641	+	92943392	1.0	1.0
gene:TraesCS6A03G0345700	Chr6A	125461645	125464864	+	125463254	Chr6A	93645808	93649126	+	93647467	1.0	0.987
gene:TraesCS6A03G0345800	Chr6A	125476981	125479838	-	125478409	Chr6A	93661393	93664250	-	93662821	1.0	1.0
gene:TraesCS6A03G0346600	Chr6A	126224986	126226689	+	126225837	Chr6A	94407080	94408783	+	94407931	1.0	1.0
gene:TraesCS6A03G0346700	Chr6A	126234640	126239431	+	126237035	Chr6A	94416710	94421501	+	94419105	1.0	1.0
gene:TraesCS6A03G0347300	Chr6A	126300573	126301156	+	126300864	Chr6A	94482008	94482591	+	94482299	1.0	1.0
gene:TraesCS6A03G0347500	Chr6A	126314771	126320351	-	126317561	Chr6A	94496209	94501809	-	94499009	1.0	0.972
gene:TraesCS6A03G0347700	Chr6A	126740161	126745804	-	126742982	Chr6A	94922280	94927943	-	94925111	1.0	1.0
gene:TraesCS6A03G0347900	Chr6A	127039442	127043251	+	127041346	Chr6A	95221751	95225559	+	95223655	1.0	1.0
gene:TraesCS6A03G0348000	Chr6A	127074240	127077168	+	127075704	Chr6A	95256370	95259298	+	95257834	1.0	1.0
gene:TraesCS6A03G0348100	Chr6A	127077697	127078254	+	127077975	Chr6A	95259827	95260384	+	95260105	1.0	1.0
gene:TraesCS6A03G0348200	Chr6A	127085606	127087158	+	127086382	Chr6A	95267736	95269288	+	95268512	1.0	1.0
gene:TraesCS6A03G0348300	Chr6A	127196370	127197996	+	127197183	Chr6A	95378319	95379945	+	95379132	1.0	1.0
gene:TraesCS6A03G0348500	Chr6A	127485791	127491112	+	127488451	Chr6A	95667957	95673278	+	95670617	1.0	1.0
gene:TraesCS6A03G0349400	Chr6A	128028511	128031587	+	128030049	Chr6A	96209326	96212402	+	96210864	1.0	1.0
gene:TraesCS6A03G0349600	Chr6A	128248916	128255345	+	128252130	Chr6A	96427770	96434199	+	96430984	1.0	1.0
gene:TraesCS6A03G0349700	Chr6A	128265297	128268292	-	128266794	Chr6A	96444151	96447146	-	96445648	1.0	1.0
gene:TraesCS6A03G0349900	Chr6A	128310455	128311537	+	128310996	Chr6A	96488871	96489953	+	96489412	1.0	1.0
gene:TraesCS6A03G0350000	Chr6A	128313648	128318286	-	128315967	Chr6A	96492064	96496702	-	96494383	1.0	1.0
gene:TraesCS6A03G0350100	Chr6A	128645942	128647788	-	128646865	Chr6A	96825840	96827684	-	96826762	0.998	0.998
gene:TraesCS6A03G0350400	Chr6A	129107496	129109533	-	129108514	Chr6A	97286561	97288597	-	97287579	0.999	0.999
gene:TraesCS6A03G0351700	Chr6A	130323389	130325812	+	130324600	Chr6A	97662229	97664652	+	97663440	1.0	1.0
gene:TraesCS6A03G0351900	Chr6A	130359532	130363431	+	130361481	Chr6A	97698385	97702286	+	97700335	1.0	1.0
gene:TraesCS6A03G0352000	Chr6A	130365772	130367680	-	130366726	Chr6A	97704709	97706617	-	97705663	1.0	1.0
gene:TraesCS6A03G0352100	Chr6A	130631746	130636933	-	130634339	Chr6A	97958122	97963634	-	97960878	1.0	1.0
gene:TraesCS6A03G0352300	Chr6A	131186078	131188821	+	131187449	Chr6A	98510927	98513670	+	98512298	1.0	1.0
gene:TraesCS6A03G0352500	Chr6A	131190799	131197634	-	131194216	Chr6A	98515648	98522483	-	98519065	1.0	1.0
gene:TraesCS6A03G0353200	Chr6A	132008162	132011599	+	132009880	Chr6A	99307884	99311321	+	99309602	1.0	1.0
gene:TraesCS6A03G0353400	Chr6A	132071062	132071773	+	132071417	Chr6A	99370813	99371524	+	99371168	1.0	1.0
gene:TraesCS6A03G0353500	Chr6A	132094205	132094858	+	132094531	Chr6A	99393942	99394595	+	99394268	1.0	1.0
gene:TraesCS6A03G0353600	Chr6A	132100525	132100794	+	132100659	Chr6A	99400389	99400658	+	99400523	1.0	1.0
gene:TraesCS6A03G0354000	Chr6A	132104606	132109317	-	132106961	Chr6A	99404470	99409398	-	99406934	1.0	1.0
gene:TraesCS6A03G0354100	Chr6A	132488458	132496705	+	132492581	Chr6A	99787358	99795708	+	99791533	1.0	1.0
gene:TraesCS6A03G0354300	Chr6A	132681643	132684195	+	132682919	Chr6A	99981444	99983996	+	99982720	1.0	1.0
gene:TraesCS6A03G0354600	Chr6A	133154579	133155873	+	133155226	Chr6A	100452331	100453625	+	100452978	1.0	1.0
gene:TraesCS6A03G0354700	Chr6A	133161628	133162674	+	133162151	Chr6A	100459787	100460833	+	100460310	1.0	1.0
gene:TraesCS6A03G0354900	Chr6A	133186732	133192555	-	133189643	Chr6A	100485112	100490935	-	100488023	1.0	1.0
gene:TraesCS6A03G0355100	Chr6A	133688687	133689866	-	133689276	Chr6A	100985216	100986395	-	100985805	1.0	1.0
gene:TraesCS6A03G0355500	Chr6A	133976077	133978026	+	133977051	Chr6A	101273017	101274966	+	101273991	1.0	1.0
gene:TraesCS6A03G0355700	Chr6A	133978257	133982303	-	133980280	Chr6A	101275197	101279243	-	101277220	1.0	1.0
gene:TraesCS6A03G0355900	Chr6A	134181960	134184206	+	134183083	Chr6A	101478965	101481211	+	101480088	1.0	1.0
gene:TraesCS6A03G0356000	Chr6A	134184730	134192183	-	134188456	Chr6A	101481735	101489188	-	101485461	1.0	1.0
gene:TraesCS6A03G0356500	Chr6A	134915354	134916976	-	134916165	Chr6A	102216581	102218195	-	102217388	1.0	1.0
gene:TraesCS6A03G0356900	Chr6A	136034633	136036339	+	136035486	Chr6A	103320877	103322583	+	103321730	1.0	1.0
gene:TraesCS6A03G0357000	Chr6A	136100856	136104020	-	136102438	Chr6A	103387100	103390264	-	103388682	1.0	1.0
gene:TraesCS6A03G0357100	Chr6A	136142566	136147749	-	136145157	Chr6A	103428614	103433797	-	103431205	1.0	1.0
gene:TraesCS6A03G0357400	Chr6A	136483954	136489880	+	136486917	Chr6A	103769716	103775644	+	103772680	1.0	1.0
gene:TraesCS6A03G0358100	Chr6A	136534414	136535068	-	136534741	Chr6A	103820354	103821008	-	103820681	1.0	1.0
gene:TraesCS6A03G0358600	Chr6A	136552408	136553534	-	136552971	Chr6A	103838165	103839291	-	103838728	1.0	1.0
gene:TraesCS6A03G0359000	Chr6A	136897713	136919823	+	136908768	Chr6A	104185323	104207221	+	104196272	1.0	1.0
gene:TraesCS6A03G0359200	Chr6A	136928916	136930298	+	136929607	Chr6A	104216314	104217696	+	104217005	1.0	0.997
gene:TraesCS6A03G0359400	Chr6A	137267102	137270423	+	137268762	Chr6A	104555330	104558651	+	104556990	1.0	1.0
gene:TraesCS6A03G0359700	Chr6A	137274593	137274889	-	137274741	Chr6A	104562821	104563117	-	104562969	1.0	1.0
gene:TraesCS6A03G0359800	Chr6A	137404371	137405923	+	137405147	Chr6A	104692779	104694331	+	104693555	1.0	1.0
gene:TraesCS6A03G0360300	Chr6A	137656975	137657478	+	137657226	Chr6A	104947298	104947801	+	104947549	1.0	1.0
gene:TraesCS6A03G0360400	Chr6A	137669625	137671374	-	137670499	Chr6A	104959947	104961696	-	104960821	1.0	1.0
gene:TraesCS6A03G0361300	Chr6A	137947644	137959115	-	137953379	Chr6A	105236777	105248248	-	105242512	1.0	1.0
gene:TraesCS6A03G0361600	Chr6A	137959386	137968056	+	137963721	Chr6A	105248519	105257189	+	105252854	1.0	1.0
gene:TraesCS6A03G0362400	Chr6A	138142314	138142932	+	138142623	Chr6A	105431089	105431707	+	105431398	1.0	1.0
gene:TraesCS6A03G0362700	Chr6A	138151400	138152222	-	138151811	Chr6A	105440175	105440997	-	105440586	1.0	1.0
gene:TraesCS6A03G0362800	Chr6A	138154103	138157184	+	138155643	Chr6A	105442870	105445951	+	105444410	1.0	0.999
gene:TraesCS6A03G0363200	Chr6A	138163203	138164513	+	138163858	Chr6A	105451970	105453280	+	105452625	1.0	1.0
gene:TraesCS6A03G0363500	Chr6A	138273729	138279529	-	138276629	Chr6A	105562636	105568449	-	105565542	0.998	0.987
gene:TraesCS6A03G0363600	Chr6A	138277499	138277747	+	138277623	Chr6A	105566406	105566654	+	105566530	1.0	1.0
gene:TraesCS6A03G0364000	Chr6A	138873742	138874092	-	138873917	Chr6A	106162753	106163103	-	106162928	1.0	0.997
gene:TraesCS6A03G0364200	Chr6A	139246424	139249551	+	139247987	Chr6A	106535395	106538522	+	106536958	1.0	1.0
gene:TraesCS6A03G0364300	Chr6A	139359591	139366023	+	139362807	Chr6A	106648645	106654856	+	106651750	1.0	0.998
gene:TraesCS6A03G0365100	Chr6A	139650077	139651444	+	139650760	Chr6A	106938883	106940250	+	106939566	1.0	1.0
gene:TraesCS6A03G0366000	Chr6A	140037577	140038816	+	140038196	Chr6A	107325949	107327188	+	107326568	1.0	0.998
gene:TraesCS6A03G0366200	Chr6A	140074537	140078891	+	140076714	Chr6A	107363292	107367691	+	107365491	0.997	0.997
gene:TraesCS6A03G0366300	Chr6A	140079450	140080348	-	140079899	Chr6A	107368250	107369148	-	107368699	1.0	1.0
gene:TraesCS6A03G0366400	Chr6A	140091644	140092450	-	140092047	Chr6A	107380517	107381323	-	107380920	1.0	1.0
gene:TraesCS6A03G0366700	Chr6A	140215772	140231510	+	140223641	Chr6A	107504782	107520518	+	107512650	1.0	0.999
gene:TraesCS6A03G0367000	Chr6A	140320246	140320568	-	140320407	Chr6A	107611628	107611950	-	107611789	1.0	1.0
gene:TraesCS6A03G0367300	Chr6A	140548905	140549168	+	140549036	Chr6A	107839983	107840246	+	107840114	1.0	1.0
gene:TraesCS6A03G0367400	Chr6A	140549997	140552599	-	140551298	Chr6A	107841075	107843677	-	107842376	1.0	0.999
gene:TraesCS6A03G0369000	Chr6A	141874191	141895134	-	141884662	Chr6A	109108159	109128948	-	109118553	1.0	1.0
gene:TraesCS6A03G0370400	Chr6A	143169042	143171210	+	143170126	Chr6A	110405552	110407720	+	110406636	1.0	1.0
gene:TraesCS6A03G0371200	Chr6A	143346021	143348800	-	143347410	Chr6A	110581843	110584622	-	110583232	1.0	1.0
gene:TraesCS6A03G0371400	Chr6A	143463473	143465130	+	143464301	Chr6A	110699516	110701173	+	110700344	1.0	1.0
gene:TraesCS6A03G0371800	Chr6A	144031082	144035072	+	144033077	Chr6A	111266082	111270072	+	111268077	1.0	1.0
gene:TraesCS6A03G0371900	Chr6A	144096908	144104141	+	144100524	Chr6A	111331849	111339082	+	111335465	1.0	1.0
gene:TraesCS6A03G0372600	Chr6A	144588403	144589442	+	144588922	Chr6A	111815516	111816555	+	111816035	1.0	1.0
gene:TraesCS6A03G0372700	Chr6A	144592345	144597098	+	144594721	Chr6A	111819257	111824010	+	111821633	1.0	1.0
