gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Spelt_tgt_chr	Spelt_tgt_start	Spelt_tgt_end	Spelt_tgt_strand	Spelt_tgt_midpoint	Spelt_coverage	Spelt_identity
gene:TraesCS2B03G0019900	Chr2B	5841563	5854226	+	5847894	Chr2B	4553028	4565683	-	4559355	1.0	1.0
gene:TraesCS2B03G0020000	Chr2B	5857938	5873315	-	5865626	Chr2B	4533888	4549249	+	4541568	1.0	0.999
gene:TraesCS2B03G0022500	Chr2B	6468597	6470870	+	6469733	Chr2B	5409227	5411500	+	5410363	1.0	0.994
gene:TraesCS2B03G0022800	Chr2B	6498923	6502372	+	6500647	Chr2B	5451188	5454634	+	5452911	1.0	0.994
gene:TraesCS2B03G0023200	Chr2B	6545063	6548072	-	6546567	Chr2B	5414453	5417477	-	5415965	1.0	0.997
gene:TraesCS2B03G0023300	Chr2B	6570795	6571658	+	6571226	Chr2B	5442718	5443581	+	5443149	1.0	0.997
gene:TraesCS2B03G0023700	Chr2B	6627192	6628976	+	6628084	Chr2B	5497786	5499570	+	5498678	1.0	1.0
gene:TraesCS2B03G0023900	Chr2B	6655874	6658393	+	6657133	Chr2B	5379248	5381766	-	5380507	0.993	0.944
gene:TraesCS2B03G0024000	Chr2B	6699896	6701597	+	6700746	Chr2B	5569684	5571385	+	5570534	1.0	0.998
gene:TraesCS2B03G0024200	Chr2B	6713306	6714708	+	6714007	Chr2B	5583094	5584496	+	5583795	1.0	1.0
gene:TraesCS2B03G0024500	Chr2B	6787357	6789121	+	6788239	Chr2B	4342035	4343797	+	4342916	0.995	0.957
gene:TraesCS2B03G0024700	Chr2B	6821447	6822965	-	6822206	Chr2B	5677489	5679007	-	5678248	1.0	0.998
gene:TraesCS2B03G0024800	Chr2B	6835359	6837114	+	6836236	Chr2B	5691433	5693188	+	5692310	1.0	0.998
gene:TraesCS2B03G0025100	Chr2B	6863809	6865292	-	6864550	Chr2B	5719742	5721225	-	5720483	1.0	0.997
gene:TraesCS2B03G0025300	Chr2B	6882347	6883870	+	6883108	Chr2B	5738280	5739803	+	5739041	1.0	1.0
gene:TraesCS2B03G0025500	Chr2B	6886209	6888033	+	6887121	Chr2B	5741886	5743704	+	5742795	0.996	0.995
gene:TraesCS2B03G0025600	Chr2B	6894552	6896489	-	6895520	Chr2B	5750223	5752160	-	5751191	1.0	0.998
gene:TraesCS2B03G0025700	Chr2B	6898563	6903761	-	6901162	Chr2B	5754235	5759435	-	5756835	1.0	0.998
gene:TraesCS2B03G0026100	Chr2B	7188185	7188382	-	7188283	Chr2B	6032388	6032585	-	6032486	1.0	1.0
gene:TraesCS2B03G0026200	Chr2B	7202008	7208867	-	7205437	Chr2B	6046210	6053069	-	6049639	1.0	0.999
gene:TraesCS2B03G0026300	Chr2B	7231414	7238036	-	7234725	Chr2B	6075204	6081826	-	6078515	1.0	1.0
gene:TraesCS2B03G0026600	Chr2B	7342466	7343956	+	7343211	Chr2B	6137182	6138672	+	6137927	1.0	1.0
gene:TraesCS2B03G0026500	Chr2B	7342428	7347675	-	7345051	Chr2B	6137144	6142391	-	6139767	1.0	0.999
gene:TraesCS2B03G0026800	Chr2B	7368058	7373714	+	7370886	Chr2B	6159043	6164699	+	6161871	1.0	1.0
gene:TraesCS2B03G0026900	Chr2B	7374744	7376852	-	7375798	Chr2B	6165729	6167837	-	6166783	1.0	1.0
gene:TraesCS2B03G0027000	Chr2B	7384257	7389466	+	7386861	Chr2B	6175241	6180450	+	6177845	1.0	0.998
gene:TraesCS2B03G0027200	Chr2B	7418327	7421421	+	7419874	Chr2B	6209317	6212411	+	6210864	1.0	1.0
gene:TraesCS2B03G0027300	Chr2B	7423234	7427119	-	7425176	Chr2B	6214224	6218109	-	6216166	1.0	0.999
gene:TraesCS2B03G0027400	Chr2B	7430644	7430993	-	7430818	Chr2B	6221634	6221983	-	6221808	1.0	1.0
gene:TraesCS2B03G0027500	Chr2B	7457794	7474452	+	7466123	Chr2B	6248796	6265453	+	6257124	1.0	0.999
gene:TraesCS2B03G0027600	Chr2B	7480197	7485085	+	7482641	Chr2B	6271202	6276090	+	6273646	1.0	1.0
gene:TraesCS2B03G0027700	Chr2B	7488542	7503846	+	7496194	Chr2B	6279547	6295519	+	6287533	1.0	1.0
gene:TraesCS2B03G0027800	Chr2B	7503853	7505322	-	7504587	Chr2B	6295526	6296995	-	6296260	1.0	1.0
gene:TraesCS2B03G0027900	Chr2B	7523936	7527616	+	7525776	Chr2B	6401295	6404975	+	6403135	1.0	1.0
gene:TraesCS2B03G0028000	Chr2B	7543649	7547126	+	7545387	Chr2B	6420458	6423935	+	6422196	1.0	0.998
gene:TraesCS2B03G0028100	Chr2B	7550450	7550846	-	7550648	Chr2B	6427259	6427655	-	6427457	1.0	1.0
gene:TraesCS2B03G0028300	Chr2B	7608181	7613666	+	7610923	Chr2B	6485107	6490592	+	6487849	1.0	1.0
gene:TraesCS2B03G0028400	Chr2B	7623099	7624529	+	7623814	Chr2B	6500030	6501460	+	6500745	1.0	1.0
gene:TraesCS2B03G0028700	Chr2B	7643082	7646942	+	7645012	Chr2B	6520023	6523883	+	6521953	1.0	1.0
gene:TraesCS2B03G0028900	Chr2B	7658092	7659718	-	7658905	Chr2B	6535088	6536714	-	6535901	1.0	0.995
gene:TraesCS2B03G0029100	Chr2B	7701267	7705799	-	7703533	Chr2B	6555758	6560274	-	6558016	0.949	0.949
gene:TraesCS2B03G0029200	Chr2B	7868819	7869526	+	7869172	Chr2B	6723720	6724427	+	6724073	1.0	1.0
gene:TraesCS2B03G0029300	Chr2B	7872274	7875518	-	7873896	Chr2B	6727175	6730419	-	6728797	1.0	1.0
gene:TraesCS2B03G0029600	Chr2B	7890473	7900384	-	7895428	Chr2B	6745560	6755490	-	6750525	1.0	0.999
gene:TraesCS2B03G0029700	Chr2B	7911010	7912109	+	7911559	Chr2B	6766182	6767281	+	6766731	1.0	1.0
gene:TraesCS2B03G0030200	Chr2B	7977648	7979453	+	7978550	Chr2B	6833551	6835357	+	6834454	1.0	0.997
gene:TraesCS2B03G0030300	Chr2B	8006235	8010811	+	8008523	Chr2B	6862390	6867107	+	6864748	1.0	1.0
gene:TraesCS2B03G0030400	Chr2B	8013387	8018171	-	8015779	Chr2B	6869683	6874467	-	6872075	1.0	1.0
gene:TraesCS2B03G0030500	Chr2B	8021978	8025987	+	8023982	Chr2B	6878359	6882368	+	6880363	1.0	1.0
gene:TraesCS2B03G0030600	Chr2B	8028120	8034668	-	8031394	Chr2B	6884548	6891096	-	6887822	1.0	1.0
gene:TraesCS2B03G0030700	Chr2B	8065103	8066982	-	8066042	Chr2B	6921532	6923411	-	6922471	1.0	1.0
gene:TraesCS2B03G0030800	Chr2B	8082243	8086823	-	8084533	Chr2B	6938679	6943259	-	6940969	1.0	0.999
gene:TraesCS2B03G0030900	Chr2B	8091004	8091576	-	8091290	Chr2B	6947477	6948049	-	6947763	1.0	1.0
gene:TraesCS2B03G0031000	Chr2B	8098223	8098723	+	8098473	Chr2B	6954696	6955196	+	6954946	1.0	1.0
gene:TraesCS2B03G0031100	Chr2B	8101793	8102553	+	8102173	Chr2B	6958266	6959026	+	6958646	1.0	1.0
gene:TraesCS2B03G0031200	Chr2B	8114748	8116073	-	8115410	Chr2B	6971221	6972547	-	6971884	1.0	1.0
gene:TraesCS2B03G0031900	Chr2B	8209424	8214046	-	8211735	Chr2B	7066334	7070956	-	7068645	1.0	0.999
gene:TraesCS2B03G0032400	Chr2B	8262232	8262546	+	8262389	Chr2B	7119309	7119623	+	7119466	1.0	1.0
gene:TraesCS2B03G0032500	Chr2B	8318794	8321353	+	8320073	Chr2B	7175885	7178444	+	7177164	1.0	1.0
gene:TraesCS2B03G0032900	Chr2B	8569211	8569753	+	8569482	Chr2B	7448544	7449086	+	7448815	1.0	1.0
gene:TraesCS2B03G0033000	Chr2B	8645459	8647142	+	8646300	Chr2B	7524651	7526334	+	7525492	1.0	1.0
gene:TraesCS2B03G0033300	Chr2B	8677011	8677322	+	8677166	Chr2B	7556637	7556948	+	7556792	1.0	1.0
gene:TraesCS2B03G0033400	Chr2B	8696627	8703483	-	8700055	Chr2B	7576243	7583099	-	7579671	1.0	0.999
gene:TraesCS2B03G0033700	Chr2B	8763728	8764291	+	8764009	Chr2B	7644466	7645029	+	7644747	1.0	0.989
gene:TraesCS2B03G0033900	Chr2B	8800833	8804126	-	8802479	Chr2B	7681500	7684793	-	7683146	1.0	1.0
gene:TraesCS2B03G0034000	Chr2B	9042175	9042552	+	9042363	Chr2B	7732195	7732572	+	7732383	1.0	1.0
gene:TraesCS2B03G0034200	Chr2B	9153032	9155753	+	9154392	Chr2B	7842638	7845359	+	7843998	0.999	0.967
gene:TraesCS2B03G0034400	Chr2B	9162506	9163054	+	9162780	Chr2B	7852112	7852660	+	7852386	1.0	1.0
gene:TraesCS2B03G0034800	Chr2B	9231046	9234494	+	9232770	Chr2B	7918834	7922282	+	7920558	1.0	1.0
gene:TraesCS2B03G0035000	Chr2B	9247068	9254229	+	9250648	Chr2B	7934839	7942008	+	7938423	1.0	1.0
gene:TraesCS2B03G0034900	Chr2B	9246803	9289710	-	9268256	Chr2B	7934574	7977582	-	7956078	1.0	0.998
gene:TraesCS2B03G0035200	Chr2B	9343040	9344596	+	9343818	Chr2B	8017257	8018813	+	8018035	1.0	1.0
gene:TraesCS2B03G0035300	Chr2B	9343040	9345337	+	9344188	Chr2B	8017257	8019554	+	8018405	1.0	1.0
gene:TraesCS2B03G0035500	Chr2B	9345406	9346238	+	9345822	Chr2B	8019623	8020455	+	8020039	1.0	1.0
gene:TraesCS2B03G0036600	Chr2B	9591731	9595119	+	9593425	Chr2B	8265578	8268966	+	8267272	1.0	0.999
gene:TraesCS2B03G0036700	Chr2B	9601532	9604373	-	9602952	Chr2B	8275379	8278220	-	8276799	1.0	1.0
gene:TraesCS2B03G0036800	Chr2B	9689277	9694655	+	9691966	Chr2B	8363151	8368529	+	8365840	1.0	1.0
gene:TraesCS2B03G0036900	Chr2B	9696616	9701784	+	9699200	Chr2B	8370583	8375847	+	8373215	1.0	1.0
gene:TraesCS2B03G0037000	Chr2B	9708622	9713131	-	9710876	Chr2B	8382663	8387172	-	8384917	1.0	1.0
gene:TraesCS2B03G0037900	Chr2B	10428959	10429546	+	10429252	Chr2B	8918815	8919402	+	8919108	1.0	1.0
gene:TraesCS2B03G0038000	Chr2B	10466399	10469668	+	10468033	Chr2B	8958285	8961554	+	8959919	1.0	1.0
gene:TraesCS2B03G0038100	Chr2B	10491592	10494176	+	10492884	Chr2B	8981442	8984026	+	8982734	1.0	0.999
gene:TraesCS2B03G0038200	Chr2B	10588029	10591331	+	10589680	Chr2B	9075234	9078536	+	9076885	1.0	1.0
gene:TraesCS2B03G0038400	Chr2B	10647577	10651198	+	10649387	Chr2B	9132826	9136447	+	9134636	1.0	1.0
gene:TraesCS2B03G0038500	Chr2B	10659178	10659779	-	10659478	Chr2B	9144427	9145028	-	9144727	1.0	1.0
gene:TraesCS2B03G0038600	Chr2B	10757228	10760110	-	10758669	Chr2B	9241172	9244053	-	9242612	0.998	0.994
gene:TraesCS2B03G0039900	Chr2B	10878933	10879520	-	10879226	Chr2B	9362035	9362622	-	9362328	1.0	1.0
gene:TraesCS2B03G0040000	Chr2B	10882178	10886156	+	10884167	Chr2B	9365280	9369258	+	9367269	1.0	1.0
gene:TraesCS2B03G0040100	Chr2B	10886848	10888396	-	10887622	Chr2B	9369950	9371498	-	9370724	1.0	1.0
gene:TraesCS2B03G0040200	Chr2B	10903928	10905735	-	10904831	Chr2B	9388861	9390668	-	9389764	1.0	1.0
gene:TraesCS2B03G0040300	Chr2B	10906588	10908620	-	10907604	Chr2B	9391521	9393553	-	9392537	1.0	1.0
gene:TraesCS2B03G0041400	Chr2B	11227892	11229787	-	11228839	Chr2B	9689584	9691479	-	9690531	1.0	1.0
gene:TraesCS2B03G0041600	Chr2B	11261441	11263050	+	11262245	Chr2B	9730119	9731728	+	9730923	1.0	0.999
gene:TraesCS2B03G0041700	Chr2B	11266726	11269064	-	11267895	Chr2B	9735403	9737741	-	9736572	1.0	1.0
gene:TraesCS2B03G0041900	Chr2B	11286708	11288360	+	11287534	Chr2B	9755307	9756959	+	9756133	1.0	1.0
gene:TraesCS2B03G0042000	Chr2B	11291128	11293476	-	11292302	Chr2B	9759708	9762057	-	9760882	1.0	0.998
gene:TraesCS2B03G0042100	Chr2B	11295799	11296835	-	11296317	Chr2B	9764163	9765199	-	9764681	1.0	1.0
gene:TraesCS2B03G0042200	Chr2B	11302011	11303624	+	11302817	Chr2B	9770374	9771987	+	9771180	1.0	0.997
gene:TraesCS2B03G0042300	Chr2B	11306412	11308716	-	11307564	Chr2B	9774776	9777080	-	9775928	1.0	1.0
gene:TraesCS2B03G0042400	Chr2B	11310962	11311999	-	11311480	Chr2B	9779217	9780254	-	9779735	1.0	0.999
gene:TraesCS2B03G0042500	Chr2B	11354501	11355306	-	11354903	Chr2B	9822361	9823166	-	9822763	1.0	0.997
gene:TraesCS2B03G0042700	Chr2B	11421745	11422468	+	11422106	Chr2B	9889377	9890100	+	9889738	1.0	1.0
gene:TraesCS2B03G0043200	Chr2B	11539698	11543017	-	11541357	Chr2B	10057300	10060619	-	10058959	1.0	1.0
gene:TraesCS2B03G0043800	Chr2B	11608498	11608872	+	11608685	Chr2B	10126498	10126872	+	10126685	1.0	0.997
gene:TraesCS2B03G0044000	Chr2B	11664482	11675152	+	11669817	Chr2B	10182494	10193246	+	10187870	1.0	0.999
gene:TraesCS2B03G0044200	Chr2B	11698264	11711290	-	11704777	Chr2B	10215620	10228668	-	10222144	1.0	1.0
gene:TraesCS2B03G0044900	Chr2B	11886292	11888004	-	11887148	Chr2B	10256441	10258154	+	10257297	1.0	0.996
gene:TraesCS2B03G0046000	Chr2B	12127147	12129575	+	12128361	Chr2B	10275801	10278229	+	10277015	1.0	1.0
gene:TraesCS2B03G0047000	Chr2B	12537971	12540326	+	12539148	Chr2B	10661171	10663526	+	10662348	1.0	0.999
gene:TraesCS2B03G0047100	Chr2B	12584834	12585947	-	12585390	Chr2B	10743884	10744997	-	10744440	1.0	1.0
gene:TraesCS2B03G0047200	Chr2B	12595123	12596934	+	12596028	Chr2B	10754173	10755984	+	10755078	1.0	1.0
gene:TraesCS2B03G0047300	Chr2B	12606495	12608204	+	12607349	Chr2B	10765547	10767256	+	10766401	1.0	1.0
gene:TraesCS2B03G0047400	Chr2B	12616252	12628595	+	12622423	Chr2B	10775304	10787673	+	10781488	1.0	1.0
gene:TraesCS2B03G0047600	Chr2B	12734549	12737361	+	12735955	Chr2B	10893737	10896551	+	10895144	1.0	1.0
gene:TraesCS2B03G0047700	Chr2B	12772668	12777056	+	12774862	Chr2B	10902053	10906441	+	10904247	1.0	1.0
gene:TraesCS2B03G0047800	Chr2B	12781702	12782631	+	12782166	Chr2B	10911086	10912015	+	10911550	1.0	1.0
gene:TraesCS2B03G0047900	Chr2B	12783163	12784476	+	12783819	Chr2B	10912547	10913860	+	10913203	1.0	1.0
gene:TraesCS2B03G0048000	Chr2B	12785502	12793555	-	12789528	Chr2B	10914886	10922723	-	10918804	0.998	0.98
gene:TraesCS2B03G0048200	Chr2B	12852446	12853800	+	12853123	Chr2B	10943401	10944723	+	10944062	0.934	0.913
gene:TraesCS2B03G0048300	Chr2B	12858646	12859579	+	12859112	Chr2B	10950337	10951270	+	10950803	1.0	0.987
gene:TraesCS2B03G0048400	Chr2B	12864616	12866219	+	12865417	Chr2B	10956405	10958008	+	10957206	1.0	0.994
gene:TraesCS2B03G0048600	Chr2B	12888956	12891430	-	12890193	Chr2B	10972384	10974861	-	10973622	1.0	0.996
gene:TraesCS2B03G0048700	Chr2B	12902737	12907993	-	12905365	Chr2B	10986177	10991430	-	10988803	0.999	0.997
gene:TraesCS2B03G0048800	Chr2B	12926381	12930952	-	12928666	Chr2B	11009727	11014274	-	11012000	0.98	0.977
gene:TraesCS2B03G0049600	Chr2B	13071865	13080320	-	13076092	Chr2B	11134251	11142408	-	11138329	0.994	0.978
gene:TraesCS2B03G0050200	Chr2B	13099079	13103584	-	13101331	Chr2B	11151397	11155511	-	11153454	0.999	0.998
gene:TraesCS2B03G0050400	Chr2B	13120432	13121992	-	13121212	Chr2B	11182708	11184274	-	11183491	1.0	0.974
gene:TraesCS2B03G0050600	Chr2B	13132669	13133442	+	13133055	Chr2B	11195350	11196123	+	11195736	1.0	1.0
gene:TraesCS2B03G0050700	Chr2B	13182204	13189613	-	13185908	Chr2B	11244626	11251826	-	11248226	1.0	0.996
gene:TraesCS2B03G0051000	Chr2B	13253976	13259260	-	13256618	Chr2B	11331321	11336847	-	11334084	1.0	0.998
gene:TraesCS2B03G0051100	Chr2B	13285094	13286551	+	13285822	Chr2B	11362436	11363896	+	11363166	1.0	0.946
gene:TraesCS2B03G0051300	Chr2B	13296175	13297080	+	13296627	Chr2B	11425292	11426198	+	11425745	1.0	0.982
gene:TraesCS2B03G0053200	Chr2B	13732514	13733128	-	13732821	Chr2B	11929529	11930143	+	11929836	1.0	0.998
gene:TraesCS2B03G0053300	Chr2B	13909547	13910761	-	13910154	Chr2B	11821180	11822394	+	11821787	1.0	0.994
gene:TraesCS2B03G0053400	Chr2B	13912472	13913471	+	13912971	Chr2B	11813731	11814730	-	11814230	1.0	0.995
gene:TraesCS2B03G0054400	Chr2B	14028498	14030981	-	14029739	Chr2B	12585527	12588008	-	12586767	1.0	0.997
gene:TraesCS2B03G0054500	Chr2B	14079067	14081658	-	14080362	Chr2B	12615891	12618482	-	12617186	1.0	0.998
gene:TraesCS2B03G0058900	Chr2B	15164970	15165835	-	15165402	Chr2B	12902374	12903215	-	12902794	0.968	0.952
gene:TraesCS2B03G0059400	Chr2B	15202297	15203277	+	15202787	Chr2B	12839791	12840771	+	12840281	1.0	0.989
gene:TraesCS2B03G0059500	Chr2B	15206589	15220051	+	15213320	Chr2B	12844096	12856555	+	12850325	1.0	0.985
gene:TraesCS2B03G0059700	Chr2B	15236750	15237704	-	15237227	Chr2B	12891174	12892124	-	12891649	0.995	0.987
gene:TraesCS2B03G0059800	Chr2B	15312884	15314326	-	15313605	Chr2B	13059122	13060566	-	13059844	1.0	0.99
gene:TraesCS2B03G0060700	Chr2B	15391038	15392507	+	15391772	Chr2B	13101944	13103413	+	13102678	1.0	0.996
gene:TraesCS2B03G0060800	Chr2B	15400720	15402557	+	15401638	Chr2B	13131334	13133172	+	13132253	1.0	1.0
gene:TraesCS2B03G0060900	Chr2B	15417072	15419414	-	15418243	Chr2B	13155960	13158299	-	13157129	0.998	0.998
gene:TraesCS2B03G0061000	Chr2B	15476370	15477194	-	15476782	Chr2B	13215415	13216239	-	13215827	1.0	1.0
