gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Spelt_tgt_chr	Spelt_tgt_start	Spelt_tgt_end	Spelt_tgt_strand	Spelt_tgt_midpoint	Spelt_coverage	Spelt_identity
gene:TraesCS5B03G0023300	Chr5B	10483169	10487009	-	10485089	Chr5B	10110868	10114708	-	10112788	1.0	1.0
gene:TraesCS5B03G0023400	Chr5B	10487058	10495071	-	10491064	Chr5B	10114757	10122762	-	10118759	1.0	0.996
gene:TraesCS5B03G0023800	Chr5B	10569581	10572063	-	10570822	Chr5B	10195949	10198431	-	10197190	1.0	1.0
gene:TraesCS5B03G0023900	Chr5B	11094914	11095366	+	11095140	Chr5B	10729296	10729748	+	10729522	1.0	1.0
gene:TraesCS5B03G0024100	Chr5B	11123414	11123869	+	11123641	Chr5B	10757765	10758220	+	10757992	1.0	1.0
gene:TraesCS5B03G0024200	Chr5B	11126365	11127792	+	11127078	Chr5B	10760716	10762143	+	10761429	1.0	0.999
gene:TraesCS5B03G0024800	Chr5B	11356992	11359994	-	11358493	Chr5B	10990137	10993139	-	10991638	1.0	1.0
gene:TraesCS5B03G0025000	Chr5B	11505766	11509181	+	11507473	Chr5B	11138922	11142337	+	11140629	1.0	1.0
gene:TraesCS5B03G0025300	Chr5B	11528508	11529623	+	11529065	Chr5B	11156587	11157699	+	11157143	0.997	0.992
gene:TraesCS5B03G0025500	Chr5B	11553967	11555073	+	11554520	Chr5B	11191113	11192220	+	11191666	1.0	0.995
gene:TraesCS5B03G0025700	Chr5B	11563724	11567657	+	11565690	Chr5B	11201009	11204931	+	11202970	1.0	0.995
gene:TraesCS5B03G0025800	Chr5B	11599622	11605376	-	11602499	Chr5B	11230578	11234107	-	11232342	1.0	0.993
gene:TraesCS5B03G0025900	Chr5B	11653192	11653452	-	11653322	Chr5B	11263151	11263411	-	11263281	1.0	0.988
gene:TraesCS5B03G0026100	Chr5B	11812338	11822104	-	11817221	Chr5B	11340447	11350208	-	11345327	1.0	0.999
gene:TraesCS5B03G0026400	Chr5B	12310257	12315207	-	12312732	Chr5B	11823620	11828570	-	11826095	1.0	1.0
gene:TraesCS5B03G0026600	Chr5B	12370913	12372013	-	12371463	Chr5B	11887463	11888560	-	11888011	0.995	0.995
gene:TraesCS5B03G0026700	Chr5B	12374135	12378689	-	12376412	Chr5B	11890682	11895236	-	11892959	1.0	1.0
gene:TraesCS5B03G0026800	Chr5B	12379835	12384505	-	12382170	Chr5B	11896382	11901052	-	11898717	1.0	1.0
gene:TraesCS5B03G0027400	Chr5B	12612938	12617664	-	12615301	Chr5B	12128954	12133686	-	12131320	1.0	1.0
gene:TraesCS5B03G0027500	Chr5B	12619611	12627348	+	12623479	Chr5B	12135633	12143369	+	12139501	1.0	1.0
gene:TraesCS5B03G0027600	Chr5B	12629960	12631747	+	12630853	Chr5B	12145976	12147763	+	12146869	1.0	1.0
gene:TraesCS5B03G0027700	Chr5B	12708205	12708903	+	12708554	Chr5B	12224220	12224918	+	12224569	1.0	1.0
gene:TraesCS5B03G0027900	Chr5B	12894311	12907141	-	12900726	Chr5B	12408266	12421091	-	12414678	1.0	1.0
gene:TraesCS5B03G0028100	Chr5B	13129670	13134023	-	13131846	Chr5B	12643879	12648229	-	12646054	0.998	0.998
gene:TraesCS5B03G0028300	Chr5B	13224220	13225588	-	13224904	Chr5B	12737663	12739046	-	12738354	1.0	0.981
gene:TraesCS5B03G0028400	Chr5B	13232245	13237196	+	13234720	Chr5B	12745596	12750548	+	12748072	1.0	1.0
gene:TraesCS5B03G0028900	Chr5B	13269693	13271649	-	13270671	Chr5B	12783124	12785080	-	12784102	1.0	1.0
gene:TraesCS5B03G0029100	Chr5B	13314077	13314463	+	13314270	Chr5B	12815286	12815672	+	12815479	1.0	0.994
gene:TraesCS5B03G0029200	Chr5B	13317363	13325016	-	13321189	Chr5B	12818287	12825693	-	12821990	0.994	0.962
gene:TraesCS5B03G0029300	Chr5B	13396832	13400806	+	13398819	Chr5B	12979982	12983885	+	12981933	0.996	0.991
gene:TraesCS5B03G0029500	Chr5B	13403971	13404722	-	13404346	Chr5B	12986998	12987749	-	12987373	1.0	0.993
gene:TraesCS5B03G0029800	Chr5B	13469112	13478889	-	13474000	Chr5B	13050008	13059784	-	13054896	1.0	1.0
gene:TraesCS5B03G0030200	Chr5B	13526485	13533166	-	13529825	Chr5B	13107670	13114351	-	13111010	1.0	0.997
gene:TraesCS5B03G0030400	Chr5B	13538016	13539589	-	13538802	Chr5B	13120377	13121950	-	13121163	1.0	0.995
gene:TraesCS5B03G0030600	Chr5B	13739040	13742577	+	13740808	Chr5B	13331947	13335511	+	13333729	1.0	0.987
gene:TraesCS5B03G0030700	Chr5B	13742889	13746219	-	13744554	Chr5B	13335823	13339156	-	13337489	1.0	0.996
gene:TraesCS5B03G0030800	Chr5B	13753139	13756858	-	13754998	Chr5B	13345635	13349116	-	13347375	0.995	0.989
gene:TraesCS5B03G0030900	Chr5B	13761639	13766090	+	13763864	Chr5B	13550708	13554998	-	13552853	0.988	0.96
gene:TraesCS5B03G0031200	Chr5B	13813226	13815754	-	13814490	Chr5B	13666660	13669188	-	13667924	1.0	0.987
gene:TraesCS5B03G0031700	Chr5B	13897917	13901506	+	13899711	Chr5B	14190308	14193766	+	14192037	0.999	0.953
gene:TraesCS5B03G0032000	Chr5B	13958974	13962434	+	13960704	Chr5B	14248751	14252310	+	14250530	0.995	0.958
gene:TraesCS5B03G0032700	Chr5B	14442702	14446192	-	14444447	Chr5B	14782085	14785553	-	14783819	0.99	0.953
gene:TraesCS5B03G0034100	Chr5B	14735969	14739364	+	14737666	Chr5B	15066495	15069912	+	15068203	1.0	0.999
gene:TraesCS5B03G0034400	Chr5B	14964550	14964981	-	14964765	Chr5B	15284751	15285182	-	15284966	1.0	0.995
gene:TraesCS5B03G0034500	Chr5B	14967780	14968459	-	14968119	Chr5B	15287981	15288660	-	15288320	1.0	1.0
gene:TraesCS5B03G0035100	Chr5B	15104616	15105443	+	15105029	Chr5B	15427969	15428780	+	15428374	0.98	0.973
gene:TraesCS5B03G0035300	Chr5B	15107932	15108639	+	15108285	Chr5B	15431264	15431971	+	15431617	1.0	0.997
gene:TraesCS5B03G0035400	Chr5B	15128993	15130601	+	15129797	Chr5B	15443542	15445151	+	15444346	1.0	0.992
gene:TraesCS5B03G0035500	Chr5B	15147679	15148176	+	15147927	Chr5B	15471950	15472447	+	15472198	1.0	0.989
gene:TraesCS5B03G0035700	Chr5B	15178748	15179680	+	15179214	Chr5B	15485725	15486657	+	15486191	1.0	0.998
gene:TraesCS5B03G0035900	Chr5B	15240866	15241639	-	15241252	Chr5B	15528367	15529140	-	15528753	1.0	0.985
gene:TraesCS5B03G0036000	Chr5B	15245683	15246561	-	15246122	Chr5B	15538468	15539346	-	15538907	1.0	0.992
gene:TraesCS5B03G0036100	Chr5B	15251565	15252508	+	15252036	Chr5B	15544297	15545240	+	15544768	1.0	0.993
gene:TraesCS5B03G0036200	Chr5B	15309491	15314690	+	15312090	Chr5B	15600646	15605818	+	15603232	0.994	0.981
gene:TraesCS5B03G0036400	Chr5B	15325766	15326864	+	15326315	Chr5B	15627021	15628047	+	15627534	0.926	0.916
gene:TraesCS5B03G0036500	Chr5B	15384589	15388487	-	15386538	Chr5B	15759024	15762945	-	15760984	1.0	0.991
gene:TraesCS5B03G0036600	Chr5B	15400249	15401399	-	15400824	Chr5B	15783702	15784852	-	15784277	1.0	0.996
gene:TraesCS5B03G0037100	Chr5B	15579855	15586312	+	15583083	Chr5B	16487567	16493801	+	16490684	0.989	0.961
gene:TraesCS5B03G0037200	Chr5B	15590671	15594377	-	15592524	Chr5B	16498041	16501760	-	16499900	0.998	0.997
gene:TraesCS5B03G0038300	Chr5B	16028698	16032699	-	16030698	Chr5B	16512227	16516386	-	16514306	0.986	0.92
gene:TraesCS5B03G0038600	Chr5B	16060220	16065019	-	16062619	Chr5B	16521562	16526357	-	16523959	0.996	0.978
gene:TraesCS5B03G0039400	Chr5B	16411670	16412110	-	16411890	Chr5B	17017884	17018324	-	17018104	1.0	0.995
gene:TraesCS5B03G0039500	Chr5B	16437458	16437898	-	16437678	Chr5B	17058884	17059312	-	17059098	0.972	0.945
gene:TraesCS5B03G0039600	Chr5B	16555952	16556392	-	16556172	Chr5B	17085211	17085651	-	17085431	1.0	0.995
gene:TraesCS5B03G0040100	Chr5B	16607070	16609209	+	16608139	Chr5B	17121251	17123390	+	17122320	1.0	0.996
gene:TraesCS5B03G0040800	Chr5B	17805901	17808859	-	17807380	Chr5B	17926986	17929937	+	17928461	0.985	0.918
gene:TraesCS5B03G0042800	Chr5B	18208883	18210186	+	18209534	Chr5B	18856054	18857356	+	18856705	0.998	0.994
gene:TraesCS5B03G0042900	Chr5B	18221809	18225449	+	18223629	Chr5B	18868952	18872556	+	18870754	0.989	0.979
gene:TraesCS5B03G0043000	Chr5B	18227659	18230690	+	18229174	Chr5B	18874749	18877777	+	18876263	1.0	0.996
gene:TraesCS5B03G0043100	Chr5B	18235926	18240310	-	18238118	Chr5B	18882768	18887146	-	18884957	1.0	0.997
gene:TraesCS5B03G0043500	Chr5B	18359015	18360093	-	18359554	Chr5B	18992955	18994030	-	18993492	0.997	0.994
gene:TraesCS5B03G0044100	Chr5B	18442047	18442310	+	18442178	Chr5B	19099344	19099607	+	19099475	1.0	0.996
gene:TraesCS5B03G0044300	Chr5B	18446125	18447066	-	18446595	Chr5B	19103422	19104363	-	19103892	1.0	0.99
gene:TraesCS5B03G0045200	Chr5B	18667645	18668184	+	18667914	Chr5B	19404799	19405338	+	19405068	1.0	0.99
gene:TraesCS5B03G0045900	Chr5B	18965722	18966648	-	18966185	Chr5B	19748639	19749565	-	19749102	1.0	0.998
gene:TraesCS5B03G0046000	Chr5B	19030152	19032083	+	19031117	Chr5B	19824994	19826947	+	19825970	1.0	0.997
gene:TraesCS5B03G0046200	Chr5B	19263083	19264715	+	19263899	Chr5B	20059743	20061377	+	20060560	1.0	0.983
gene:TraesCS5B03G0046300	Chr5B	19685760	19687547	-	19686653	Chr5B	20501405	20503119	-	20502262	1.0	0.987
gene:TraesCS5B03G0046400	Chr5B	19702854	19704256	-	19703555	Chr5B	20634373	20635770	+	20635071	0.994	0.944
gene:TraesCS5B03G0046900	Chr5B	19794999	19798528	+	19796763	Chr5B	20542787	20546280	-	20544533	0.998	0.971
gene:TraesCS5B03G0047200	Chr5B	19833123	19835984	+	19834553	Chr5B	20788372	20791228	+	20789800	0.998	0.985
gene:TraesCS5B03G0047300	Chr5B	19837961	19839826	-	19838893	Chr5B	20793205	20795071	-	20794138	1.0	0.996
gene:TraesCS5B03G0049100	Chr5B	20275393	20275719	-	20275556	Chr5B	21738060	21738386	+	21738223	1.0	0.923
gene:TraesCS5B03G0049300	Chr5B	20304988	20305515	-	20305251	Chr5B	21754019	21754546	+	21754282	1.0	0.916
gene:TraesCS5B03G0050200	Chr5B	20863179	20864787	-	20863983	Chr5B	21573511	21575118	+	21574314	0.996	0.96
gene:TraesCS5B03G0050600	Chr5B	20903175	20905102	-	20904138	Chr5B	21673030	21674965	-	21673997	0.999	0.977
gene:TraesCS5B03G0050800	Chr5B	20908341	20909100	+	20908720	Chr5B	21696686	21697445	+	21697065	1.0	0.997
gene:TraesCS5B03G0050900	Chr5B	20924632	20925159	+	20924895	Chr5B	21712826	21713353	+	21713089	1.0	0.996
gene:TraesCS5B03G0051000	Chr5B	20962087	20966390	+	20964238	Chr5B	21799461	21803791	+	21801626	1.0	0.992
gene:TraesCS5B03G0051400	Chr5B	21063402	21066829	+	21065115	Chr5B	21807556	21811103	+	21809329	1.0	0.996
gene:TraesCS5B03G0051500	Chr5B	21067129	21068070	-	21067599	Chr5B	21811403	21812347	-	21811875	1.0	0.995
gene:TraesCS5B03G0052600	Chr5B	21384375	21386198	+	21385286	Chr5B	21826205	21828017	+	21827111	0.993	0.982
gene:TraesCS5B03G0053200	Chr5B	21412101	21417989	-	21415045	Chr5B	21866131	21872024	-	21869077	1.0	0.994
gene:TraesCS5B03G0053500	Chr5B	21627713	21632715	+	21630214	Chr5B	22032977	22037979	+	22035478	1.0	1.0
gene:TraesCS5B03G0053600	Chr5B	21637412	21640309	+	21638860	Chr5B	22042715	22045612	+	22044163	1.0	0.999
gene:TraesCS5B03G0053900	Chr5B	21758565	21761308	+	21759936	Chr5B	22158147	22160881	+	22159514	0.993	0.99
gene:TraesCS5B03G0054000	Chr5B	21761757	21765503	-	21763630	Chr5B	22161330	22165076	-	22163203	1.0	1.0
gene:TraesCS5B03G0054300	Chr5B	21823716	21831254	-	21827485	Chr5B	22223214	22230752	-	22226983	1.0	1.0
gene:TraesCS5B03G0054500	Chr5B	21859825	21862127	+	21860976	Chr5B	22260081	22262383	+	22261232	1.0	0.994
gene:TraesCS5B03G0055400	Chr5B	21959340	21969388	+	21964364	Chr5B	22282963	22293338	+	22288150	0.998	0.991
gene:TraesCS5B03G0055500	Chr5B	21973268	21976598	-	21974933	Chr5B	22306004	22309334	-	22307669	1.0	0.998
gene:TraesCS5B03G0055700	Chr5B	22255074	22256283	-	22255678	Chr5B	22677264	22678464	-	22677864	1.0	0.992
gene:TraesCS5B03G0056600	Chr5B	22723032	22726300	-	22724666	Chr5B	23002976	23005953	-	23004464	0.999	0.987
gene:TraesCS5B03G0056700	Chr5B	22728877	22734097	-	22731487	Chr5B	23008215	23013586	-	23010900	0.974	0.919
gene:TraesCS5B03G0057400	Chr5B	23570781	23571459	+	23571120	Chr5B	23617238	23617916	+	23617577	1.0	0.994
gene:TraesCS5B03G0057700	Chr5B	23643223	23646001	-	23644612	Chr5B	23648164	23650942	-	23649553	1.0	0.999
gene:TraesCS5B03G0057900	Chr5B	23766570	23771003	-	23768786	Chr5B	23739727	23744189	-	23741958	1.0	0.981
gene:TraesCS5B03G0058100	Chr5B	23896000	23898756	+	23897378	Chr5B	23933636	23936391	+	23935013	0.999	0.997
gene:TraesCS5B03G0058300	Chr5B	24092985	24093610	+	24093297	Chr5B	24128408	24129033	+	24128720	1.0	0.996
gene:TraesCS5B03G0058400	Chr5B	24102774	24108628	-	24105701	Chr5B	24134009	24139865	-	24136937	1.0	0.996
gene:TraesCS5B03G0058600	Chr5B	24225104	24231144	-	24228124	Chr5B	24237404	24243464	-	24240434	1.0	0.992
gene:TraesCS5B03G0058800	Chr5B	24313329	24317251	+	24315290	Chr5B	24321951	24325873	+	24323912	1.0	0.999
gene:TraesCS5B03G0059100	Chr5B	24329330	24332883	-	24331106	Chr5B	24343531	24347417	-	24345474	1.0	0.996
gene:TraesCS5B03G0059200	Chr5B	24359273	24360515	-	24359894	Chr5B	24364419	24365662	-	24365040	1.0	0.985
gene:TraesCS5B03G0059300	Chr5B	24361320	24363800	-	24362560	Chr5B	24366468	24368951	-	24367709	0.999	0.995
gene:TraesCS5B03G0060100	Chr5B	24529782	24532869	+	24531325	Chr5B	24561196	24564283	+	24562739	1.0	0.983
gene:TraesCS5B03G0060200	Chr5B	24546971	24550124	+	24548547	Chr5B	24622475	24625627	+	24624051	0.997	0.979
gene:TraesCS5B03G0060400	Chr5B	24588998	24591733	+	24590365	Chr5B	24604933	24608009	+	24606471	1.0	0.991
gene:TraesCS5B03G0060500	Chr5B	24632975	24633778	-	24633376	Chr5B	24678793	24679596	-	24679194	1.0	1.0
gene:TraesCS5B03G0061000	Chr5B	24879869	24891541	-	24885705	Chr5B	25024170	25031360	-	25027765	0.999	0.996
gene:TraesCS5B03G0061100	Chr5B	24987156	24990543	-	24988849	Chr5B	25138987	25142353	-	25140670	0.973	0.961
gene:TraesCS5B03G0061600	Chr5B	25131444	25139111	-	25135277	Chr5B	25277281	25284948	-	25281114	1.0	1.0
gene:TraesCS5B03G0061700	Chr5B	25275644	25276760	+	25276202	Chr5B	25421099	25422215	+	25421657	1.0	1.0
gene:TraesCS5B03G0062000	Chr5B	25479122	25484045	-	25481583	Chr5B	25625368	25630294	-	25627831	1.0	0.998
gene:TraesCS5B03G0062500	Chr5B	25873183	25878594	+	25875888	Chr5B	26029369	26034798	+	26032083	1.0	0.996
gene:TraesCS5B03G0062600	Chr5B	25878810	25879603	-	25879206	Chr5B	26035014	26035808	-	26035411	1.0	0.996
gene:TraesCS5B03G0062800	Chr5B	26202637	26205342	+	26203989	Chr5B	26322662	26325367	+	26324014	0.998	0.984
gene:TraesCS5B03G0062900	Chr5B	26215358	26218402	+	26216880	Chr5B	26369729	26372773	+	26371251	1.0	0.997
gene:TraesCS5B03G0063100	Chr5B	26267246	26267794	-	26267520	Chr5B	26430808	26431356	-	26431082	1.0	0.978
gene:TraesCS5B03G0063500	Chr5B	26529461	26533325	-	26531393	Chr5B	26713603	26717455	-	26715529	0.996	0.986
gene:TraesCS5B03G0063900	Chr5B	26652551	26654273	-	26653412	Chr5B	26838576	26840300	-	26839438	1.0	0.997
gene:TraesCS5B03G0064100	Chr5B	26816233	26816676	-	26816454	Chr5B	26988028	26988471	-	26988249	1.0	1.0
gene:TraesCS5B03G0065400	Chr5B	27076210	27083130	-	27079670	Chr5B	28555170	28562091	-	28558630	1.0	0.996
gene:TraesCS5B03G0065600	Chr5B	27118425	27119696	+	27119060	Chr5B	28597279	28598529	+	28597904	0.992	0.966
gene:TraesCS5B03G0065700	Chr5B	27150785	27153335	-	27152060	Chr5B	28612538	28615087	-	28613812	1.0	0.998
gene:TraesCS5B03G0065800	Chr5B	27153640	27155203	-	27154421	Chr5B	28615455	28616999	-	28616227	0.974	0.96
gene:TraesCS5B03G0065900	Chr5B	27334836	27337208	+	27336022	Chr5B	28845280	28847728	+	28846504	0.986	0.964
gene:TraesCS5B03G0066000	Chr5B	27495343	27500322	+	27497832	Chr5B	29565111	29570088	+	29567599	1.0	0.997
gene:TraesCS5B03G0066900	Chr5B	27660357	27662509	-	27661433	Chr5B	29734569	29736711	-	29735640	0.991	0.986
gene:TraesCS5B03G0067000	Chr5B	27686791	27687882	+	27687336	Chr5B	29760748	29761839	+	29761293	1.0	0.997
gene:TraesCS5B03G0067200	Chr5B	27706507	27710843	+	27708675	Chr5B	29779595	29783953	+	29781774	1.0	0.995
gene:TraesCS5B03G0067600	Chr5B	28003519	28007449	+	28005484	Chr5B	29969305	29973233	+	29971269	1.0	0.997
gene:TraesCS5B03G0067700	Chr5B	28013017	28014280	+	28013648	Chr5B	29978917	29980183	+	29979550	0.98	0.972
gene:TraesCS5B03G0067800	Chr5B	28016207	28018644	-	28017425	Chr5B	29982125	29984538	-	29983331	0.976	0.976
gene:TraesCS5B03G0067900	Chr5B	28020485	28026412	-	28023448	Chr5B	29986256	29992175	-	29989215	1.0	0.998
gene:TraesCS5B03G0068000	Chr5B	28029931	28039839	-	28034885	Chr5B	29996823	30006718	-	30001770	0.995	0.989
