gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Spelt_tgt_chr	Spelt_tgt_start	Spelt_tgt_end	Spelt_tgt_strand	Spelt_tgt_midpoint	Spelt_coverage	Spelt_identity
gene:TraesCS1B03G0017700	Chr1B	5053269	5054727	-	5053998	Chr1B	9491064	9492522	-	9491793	1.0	0.999
gene:TraesCS1B03G0017900	Chr1B	5089701	5103902	-	5096801	Chr1B	9525233	9539517	-	9532375	1.0	0.986
gene:TraesCS1B03G0018000	Chr1B	5216768	5220352	-	5218560	Chr1B	9676151	9679751	-	9677951	1.0	0.986
gene:TraesCS1B03G0018400	Chr1B	5269024	5271973	-	5270498	Chr1B	9719365	9722299	-	9720832	1.0	0.99
gene:TraesCS1B03G0018500	Chr1B	5278639	5281249	-	5279944	Chr1B	9729366	9731991	-	9730678	0.998	0.984
gene:TraesCS1B03G0019400	Chr1B	5421666	5422574	+	5422120	Chr1B	9783898	9784806	+	9784352	1.0	0.995
gene:TraesCS1B03G0019700	Chr1B	5447750	5448643	-	5448196	Chr1B	9824446	9825339	+	9824892	1.0	0.976
gene:TraesCS1B03G0019800	Chr1B	5459628	5460581	-	5460104	Chr1B	9810989	9811942	+	9811465	1.0	0.98
gene:TraesCS1B03G0019900	Chr1B	5512517	5513581	+	5513049	Chr1B	9951748	9952831	+	9952289	0.985	0.911
gene:TraesCS1B03G0020500	Chr1B	5592386	5593420	+	5592903	Chr1B	9983371	9984363	+	9983867	0.959	0.95
gene:TraesCS1B03G0020600	Chr1B	5597356	5598231	+	5597793	Chr1B	9988283	9989158	+	9988720	1.0	0.997
gene:TraesCS1B03G0020700	Chr1B	5612307	5615571	+	5613939	Chr1B	9994180	9997444	+	9995812	1.0	0.999
gene:TraesCS1B03G0020800	Chr1B	5614684	5615030	-	5614857	Chr1B	9996557	9996903	-	9996730	1.0	1.0
gene:TraesCS1B03G0021000	Chr1B	5630788	5631399	+	5631093	Chr1B	10012662	10013273	+	10012967	1.0	0.998
gene:TraesCS1B03G0021200	Chr1B	5632568	5632786	+	5632677	Chr1B	10014440	10014658	+	10014549	1.0	0.995
gene:TraesCS1B03G0021800	Chr1B	5836360	5836629	-	5836494	Chr1B	10205879	10206132	-	10206005	0.94	0.937
gene:TraesCS1B03G0022400	Chr1B	5964797	5965380	+	5965088	Chr1B	10339189	10339772	+	10339480	1.0	0.998
gene:TraesCS1B03G0023400	Chr1B	6304315	6310761	+	6307538	Chr1B	11200122	11206736	+	11203429	1.0	0.962
gene:TraesCS1B03G0025900	Chr1B	6761452	6762683	-	6762067	Chr1B	11283022	11284253	-	11283637	1.0	1.0
gene:TraesCS1B03G0026200	Chr1B	6777069	6777582	+	6777325	Chr1B	11298702	11299215	+	11298958	1.0	1.0
gene:TraesCS1B03G0026300	Chr1B	6790344	6791931	+	6791137	Chr1B	11311977	11313564	+	11312770	1.0	0.999
gene:TraesCS1B03G0027200	Chr1B	6885651	6886706	-	6886178	Chr1B	11379881	11380936	-	11380408	1.0	0.997
gene:TraesCS1B03G0027400	Chr1B	6892910	6894152	-	6893531	Chr1B	11387140	11388385	-	11387762	1.0	1.0
gene:TraesCS1B03G0027500	Chr1B	6905201	6905452	+	6905326	Chr1B	11399458	11399709	+	11399583	1.0	1.0
gene:TraesCS1B03G0027600	Chr1B	6911470	6911771	+	6911620	Chr1B	11405723	11406024	+	11405873	1.0	0.993
gene:TraesCS1B03G0027900	Chr1B	6922415	6926399	+	6924407	Chr1B	11416714	11420698	+	11418706	1.0	1.0
gene:TraesCS1B03G0028000	Chr1B	6927495	6930956	+	6929225	Chr1B	11421812	11425273	+	11423542	1.0	1.0
gene:TraesCS1B03G0028200	Chr1B	6933411	6935465	-	6934438	Chr1B	11427728	11429782	-	11428755	1.0	1.0
gene:TraesCS1B03G0028900	Chr1B	7188725	7190156	-	7189440	Chr1B	11640257	11641688	-	11640972	1.0	0.982
gene:TraesCS1B03G0029600	Chr1B	7568099	7569690	-	7568894	Chr1B	12586733	12588319	-	12587526	0.999	0.976
gene:TraesCS1B03G0029700	Chr1B	7583192	7584485	+	7583838	Chr1B	12619649	12620942	+	12620295	1.0	0.997
gene:TraesCS1B03G0030200	Chr1B	7690090	7695144	-	7692617	Chr1B	12507723	12512777	-	12510250	0.999	0.979
gene:TraesCS1B03G0031200	Chr1B	8001434	8001895	-	8001664	Chr1B	13519449	13519910	-	13519679	1.0	0.922
gene:TraesCS1B03G0031900	Chr1B	8067883	8068314	-	8068098	Chr1B	12750371	12750802	-	12750586	1.0	0.974
gene:TraesCS1B03G0032200	Chr1B	8080100	8080864	-	8080482	Chr1B	12753984	12754745	-	12754364	0.995	0.972
gene:TraesCS1B03G0032600	Chr1B	8236364	8237203	-	8236783	Chr1B	12525151	12525980	-	12525565	0.988	0.967
gene:TraesCS1B03G0033600	Chr1B	8458930	8460461	-	8459695	Chr1B	12602395	12603920	-	12603157	0.999	0.978
gene:TraesCS1B03G0034200	Chr1B	8519980	8527072	+	8523526	Chr1B	12378209	12385526	+	12381867	0.999	0.963
gene:TraesCS1B03G0034400	Chr1B	8592364	8593919	+	8593141	Chr1B	13718501	13720056	+	13719278	1.0	0.992
gene:TraesCS1B03G0034500	Chr1B	8645390	8646951	+	8646170	Chr1B	13788428	13789981	+	13789204	1.0	0.996
gene:TraesCS1B03G0034600	Chr1B	8672509	8677350	-	8674929	Chr1B	13817374	13820456	-	13818915	1.0	0.994
gene:TraesCS1B03G0035000	Chr1B	8710149	8712378	+	8711263	Chr1B	13866222	13868451	+	13867336	1.0	0.99
gene:TraesCS1B03G0035300	Chr1B	8731073	8731747	+	8731410	Chr1B	13887169	13887817	+	13887493	1.0	0.99
gene:TraesCS1B03G0035400	Chr1B	8748973	8750925	+	8749949	Chr1B	13905151	13907103	+	13906127	1.0	0.996
gene:TraesCS1B03G0035700	Chr1B	8775326	8781500	+	8778413	Chr1B	13959291	13965416	+	13962353	0.994	0.968
gene:TraesCS1B03G0035800	Chr1B	8781958	8783322	+	8782640	Chr1B	13965880	13967237	+	13966558	0.991	0.945
gene:TraesCS1B03G0036200	Chr1B	8920793	8921583	-	8921188	Chr1B	14110287	14111023	-	14110655	1.0	0.997
gene:TraesCS1B03G0036300	Chr1B	8936686	8939403	-	8938044	Chr1B	14126083	14128800	-	14127441	1.0	0.997
gene:TraesCS1B03G0036500	Chr1B	9081442	9085624	+	9083533	Chr1B	14139231	14143207	+	14141219	0.944	0.94
gene:TraesCS1B03G0036700	Chr1B	9183329	9184082	+	9183705	Chr1B	14243971	14244724	+	14244347	1.0	1.0
gene:TraesCS1B03G0036800	Chr1B	9188008	9202582	+	9195295	Chr1B	14248651	14263225	+	14255938	1.0	1.0
gene:TraesCS1B03G0036900	Chr1B	9221024	9223309	+	9222166	Chr1B	14281706	14283991	+	14282848	1.0	1.0
gene:TraesCS1B03G0037100	Chr1B	9234708	9235360	-	9235034	Chr1B	14295437	14296089	-	14295763	1.0	0.998
gene:TraesCS1B03G0037200	Chr1B	9239572	9240364	-	9239968	Chr1B	14300300	14301092	-	14300696	1.0	0.998
gene:TraesCS1B03G0037500	Chr1B	9294962	9297935	-	9296448	Chr1B	14366911	14369884	-	14368397	1.0	0.999
gene:TraesCS1B03G0037600	Chr1B	9340006	9342523	-	9341264	Chr1B	14410360	14412877	-	14411618	1.0	0.998
gene:TraesCS1B03G0038000	Chr1B	9375472	9376307	-	9375889	Chr1B	14445949	14446784	-	14446366	1.0	1.0
gene:TraesCS1B03G0038200	Chr1B	9386698	9389358	-	9388028	Chr1B	14475572	14478232	-	14476902	1.0	0.986
gene:TraesCS1B03G0038300	Chr1B	9435993	9438264	-	9437128	Chr1B	14651819	14653804	-	14652811	1.0	0.956
gene:TraesCS1B03G0038600	Chr1B	9468567	9470728	+	9469647	Chr1B	14690969	14693168	+	14692068	1.0	0.977
gene:TraesCS1B03G0038700	Chr1B	9512135	9528525	-	9520330	Chr1B	14735000	14751411	-	14743205	1.0	0.996
gene:TraesCS1B03G0038800	Chr1B	9590685	9594472	-	9592578	Chr1B	14813753	14817540	-	14815646	1.0	1.0
gene:TraesCS1B03G0038900	Chr1B	9596767	9602349	+	9599558	Chr1B	14819866	14825564	+	14822715	0.993	0.993
gene:TraesCS1B03G0039000	Chr1B	9602359	9603587	+	9602973	Chr1B	14825574	14826802	+	14826188	1.0	1.0
gene:TraesCS1B03G0039200	Chr1B	9612378	9613006	-	9612692	Chr1B	14835594	14836222	-	14835908	1.0	1.0
gene:TraesCS1B03G0039600	Chr1B	9683032	9685542	+	9684287	Chr1B	14906276	14908786	+	14907531	1.0	1.0
gene:TraesCS1B03G0040000	Chr1B	9779917	9781098	-	9780507	Chr1B	15003375	15004557	-	15003966	1.0	0.995
gene:TraesCS1B03G0040100	Chr1B	9782826	9784767	+	9783796	Chr1B	15006483	15008424	+	15007453	1.0	1.0
gene:TraesCS1B03G0040200	Chr1B	9789359	9790975	+	9790167	Chr1B	15013016	15014632	+	15013824	1.0	1.0
gene:TraesCS1B03G0040300	Chr1B	9800870	9801743	+	9801306	Chr1B	15024526	15025399	+	15024962	1.0	1.0
gene:TraesCS1B03G0040400	Chr1B	9931905	9932833	-	9932369	Chr1B	15147895	15148822	-	15148358	1.0	1.0
gene:TraesCS1B03G0040500	Chr1B	9946473	9947669	+	9947071	Chr1B	15162507	15163703	+	15163105	1.0	1.0
gene:TraesCS1B03G0040600	Chr1B	10006721	10011436	+	10009078	Chr1B	15222001	15226646	+	15224323	1.0	0.999
gene:TraesCS1B03G0041000	Chr1B	10062709	10067524	-	10065116	Chr1B	15277862	15282672	-	15280267	0.998	0.993
gene:TraesCS1B03G0041100	Chr1B	10070699	10086054	-	10078376	Chr1B	15285109	15300269	-	15292689	0.97	0.97
gene:TraesCS1B03G0041500	Chr1B	10107955	10111696	-	10109825	Chr1B	15322170	15325912	-	15324041	1.0	0.999
gene:TraesCS1B03G0041400	Chr1B	10107549	10114755	+	10111152	Chr1B	15321764	15328971	+	15325367	1.0	1.0
gene:TraesCS1B03G0041800	Chr1B	10161526	10163430	+	10162478	Chr1B	15376011	15377915	+	15376963	1.0	1.0
gene:TraesCS1B03G0042000	Chr1B	10204289	10205548	-	10204918	Chr1B	15418859	15420102	-	15419480	0.987	0.955
gene:TraesCS1B03G0042200	Chr1B	10223793	10225081	-	10224437	Chr1B	15435347	15436643	-	15435995	1.0	0.988
gene:TraesCS1B03G0042300	Chr1B	10227066	10228079	-	10227572	Chr1B	15438768	15439781	-	15439274	1.0	1.0
gene:TraesCS1B03G0042400	Chr1B	10232241	10236228	-	10234234	Chr1B	15444005	15447992	-	15445998	1.0	1.0
gene:TraesCS1B03G0042600	Chr1B	10349836	10356359	+	10353097	Chr1B	15542179	15548702	+	15545440	1.0	1.0
gene:TraesCS1B03G0042700	Chr1B	10357323	10358121	+	10357722	Chr1B	15549666	15550464	+	15550065	1.0	1.0
gene:TraesCS1B03G0042800	Chr1B	10385166	10387322	+	10386244	Chr1B	15577699	15579855	+	15578777	1.0	0.999
gene:TraesCS1B03G0042900	Chr1B	10405014	10410446	-	10407730	Chr1B	15597625	15603095	-	15600360	1.0	1.0
gene:TraesCS1B03G0043100	Chr1B	10445581	10447481	+	10446531	Chr1B	15638252	15640152	+	15639202	1.0	1.0
gene:TraesCS1B03G0043200	Chr1B	10450132	10452871	-	10451501	Chr1B	15642803	15645542	-	15644172	1.0	0.999
gene:TraesCS1B03G0043300	Chr1B	10496325	10503200	+	10499762	Chr1B	15718285	15725160	+	15721722	1.0	0.999
gene:TraesCS1B03G0044700	Chr1B	10631853	10634419	-	10633136	Chr1B	15803500	15806069	-	15804784	1.0	0.99
gene:TraesCS1B03G0044800	Chr1B	10638363	10641651	-	10640007	Chr1B	15810038	15818550	-	15814294	1.0	0.996
gene:TraesCS1B03G0045000	Chr1B	10646033	10648577	-	10647305	Chr1B	15822931	15825448	-	15824189	1.0	0.992
gene:TraesCS1B03G0045500	Chr1B	10737663	10740370	-	10739016	Chr1B	15914781	15917530	-	15916155	0.975	0.941
gene:TraesCS1B03G0045800	Chr1B	10890974	10899911	-	10895442	Chr1B	15983094	15991973	-	15987533	0.987	0.962
gene:TraesCS1B03G0046000	Chr1B	10946142	10948229	+	10947185	Chr1B	16014365	16016290	+	16015327	0.998	0.915
gene:TraesCS1B03G0046800	Chr1B	11097649	11101734	-	11099691	Chr1B	16095030	16098969	-	16096999	0.994	0.946
gene:TraesCS1B03G0047600	Chr1B	11660706	11661221	-	11660963	Chr1B	16591258	16591773	-	16591515	1.0	0.996
gene:TraesCS1B03G0047700	Chr1B	11705253	11710444	-	11707848	Chr1B	16648698	16653845	-	16651271	0.956	0.952
gene:TraesCS1B03G0047800	Chr1B	11744428	11746681	+	11745554	Chr1B	16687764	16690027	+	16688895	1.0	0.994
gene:TraesCS1B03G0048500	Chr1B	12155898	12157261	+	12156579	Chr1B	17026763	17028124	+	17027443	1.0	0.993
gene:TraesCS1B03G0048600	Chr1B	12212874	12214358	-	12213616	Chr1B	17076053	17077495	-	17076774	0.985	0.981
gene:TraesCS1B03G0048700	Chr1B	12216550	12222860	-	12219705	Chr1B	17080262	17086573	-	17083417	0.992	0.966
gene:TraesCS1B03G0048800	Chr1B	12376675	12379736	+	12378205	Chr1B	17312785	17315831	+	17314308	0.991	0.983
gene:TraesCS1B03G0049000	Chr1B	12403367	12410785	+	12407076	Chr1B	17329137	17336813	+	17332975	0.985	0.963
gene:TraesCS1B03G0049600	Chr1B	12608888	12609961	+	12609424	Chr1B	17434796	17435858	+	17435327	0.989	0.949
gene:TraesCS1B03G0050300	Chr1B	12871155	12871370	+	12871262	Chr1B	17644052	17644267	+	17644159	1.0	1.0
gene:TraesCS1B03G0050400	Chr1B	12886537	12886779	-	12886658	Chr1B	17659457	17659699	-	17659578	1.0	1.0
gene:TraesCS1B03G0050600	Chr1B	12900275	12900898	-	12900586	Chr1B	17679375	17679998	-	17679686	1.0	1.0
gene:TraesCS1B03G0051500	Chr1B	13180553	13205206	+	13192879	Chr1B	18014885	18039423	+	18027154	0.916	0.914
gene:TraesCS1B03G0051800	Chr1B	13236041	13236831	-	13236436	Chr1B	18070518	18071305	-	18070911	0.994	0.934
gene:TraesCS1B03G0051900	Chr1B	13251376	13251947	-	13251661	Chr1B	18081194	18081767	-	18081480	0.997	0.985
gene:TraesCS1B03G0052000	Chr1B	13261342	13261557	-	13261449	Chr1B	18090849	18091064	-	18090956	1.0	1.0
gene:TraesCS1B03G0052300	Chr1B	13282427	13285263	+	13283845	Chr1B	18111897	18114733	+	18113315	1.0	0.997
gene:TraesCS1B03G0052600	Chr1B	13308308	13310991	-	13309649	Chr1B	18141284	18143962	-	18142623	0.998	0.994
gene:TraesCS1B03G0052700	Chr1B	13312371	13313351	-	13312861	Chr1B	18649599	18650579	+	18650089	1.0	0.992
gene:TraesCS1B03G0052800	Chr1B	13323643	13324701	-	13324172	Chr1B	18151132	18152190	-	18151661	1.0	0.998
gene:TraesCS1B03G0053500	Chr1B	13438831	13442118	+	13440474	Chr1B	18289663	18292929	+	18291296	1.0	0.995
gene:TraesCS1B03G0053600	Chr1B	13471192	13471901	-	13471546	Chr1B	18321538	18322247	-	18321892	1.0	1.0
gene:TraesCS1B03G0053800	Chr1B	13505365	13505580	+	13505472	Chr1B	18359357	18359572	+	18359464	1.0	1.0
gene:TraesCS1B03G0053900	Chr1B	13509180	13509422	+	13509301	Chr1B	18363164	18363406	+	18363285	1.0	1.0
gene:TraesCS1B03G0054200	Chr1B	13534543	13539707	+	13537125	Chr1B	18458489	18463809	+	18461149	0.981	0.921
gene:TraesCS1B03G0054400	Chr1B	13670547	13683383	-	13676965	Chr1B	18592844	18605681	-	18599262	1.0	0.997
gene:TraesCS1B03G0054700	Chr1B	13759157	13767992	+	13763574	Chr1B	18679899	18688763	+	18684331	1.0	0.996
gene:TraesCS1B03G0055700	Chr1B	13977558	13982523	-	13980040	Chr1B	18752893	18757864	-	18755378	1.0	0.991
gene:TraesCS1B03G0056200	Chr1B	14061989	14062204	+	14062096	Chr1B	18864537	18864752	+	18864644	1.0	0.995
gene:TraesCS1B03G0056300	Chr1B	14065926	14066168	+	14066047	Chr1B	18868512	18868754	+	18868633	1.0	0.995
gene:TraesCS1B03G0056400	Chr1B	14068724	14068939	-	14068831	Chr1B	18871308	18871523	-	18871415	1.0	0.995
gene:TraesCS1B03G0056500	Chr1B	14127521	14127736	-	14127628	Chr1B	18940173	18940388	-	18940280	1.0	1.0
gene:TraesCS1B03G0056800	Chr1B	14206800	14207042	+	14206921	Chr1B	19007967	19008209	+	19008088	1.0	0.991
gene:TraesCS1B03G0057100	Chr1B	14428164	14430943	-	14429553	Chr1B	19219545	19222346	-	19220945	1.0	0.978
gene:TraesCS1B03G0057200	Chr1B	14434688	14434924	+	14434806	Chr1B	19226093	19226329	+	19226211	1.0	1.0
gene:TraesCS1B03G0057300	Chr1B	14440531	14440761	+	14440646	Chr1B	19231945	19232154	+	19232049	0.909	0.9
gene:TraesCS1B03G0057400	Chr1B	14654433	14660861	+	14657647	Chr1B	19458178	19464437	+	19461307	0.923	0.921
gene:TraesCS1B03G0057600	Chr1B	14726947	14731776	+	14729361	Chr1B	19530805	19535361	+	19533083	1.0	1.0
gene:TraesCS1B03G0057800	Chr1B	14859044	14861496	-	14860270	Chr1B	19671926	19674523	-	19673224	1.0	0.928
gene:TraesCS1B03G0058000	Chr1B	14898675	14900216	+	14899445	Chr1B	19704980	19706516	+	19705748	0.996	0.98
gene:TraesCS1B03G0058100	Chr1B	14905984	14913993	+	14909988	Chr1B	19712191	19720209	+	19716200	1.0	0.996
gene:TraesCS1B03G0058200	Chr1B	14917149	14927182	+	14922165	Chr1B	19723333	19733172	+	19728252	0.993	0.975
gene:TraesCS1B03G0058300	Chr1B	14930908	14931165	+	14931036	Chr1B	19737113	19737370	+	19737241	1.0	0.961
gene:TraesCS1B03G0058400	Chr1B	14947192	14948329	-	14947760	Chr1B	19761816	19762953	-	19762384	1.0	0.994
gene:TraesCS1B03G0058500	Chr1B	15041521	15043347	-	15042434	Chr1B	19891442	19893269	-	19892355	1.0	0.994
gene:TraesCS1B03G0059500	Chr1B	15376263	15397877	+	15387070	Chr1B	20211143	20215125	+	20213134	0.98	0.977
gene:TraesCS1B03G0059600	Chr1B	15431893	15432748	-	15432320	Chr1B	20243384	20244264	-	20243824	1.0	0.993
gene:TraesCS1B03G0060500	Chr1B	15598209	15600219	+	15599214	Chr1B	20369116	20371026	+	20370071	1.0	0.985
gene:TraesCS1B03G0060600	Chr1B	15660641	15662758	+	15661699	Chr1B	20458144	20460261	+	20459202	1.0	0.996
gene:TraesCS1B03G0060700	Chr1B	15681611	15683469	-	15682540	Chr1B	20487461	20489319	-	20488390	1.0	0.996
gene:TraesCS1B03G0061300	Chr1B	15768286	15772299	-	15770292	Chr1B	20541986	20545933	-	20543959	0.998	0.996
gene:TraesCS1B03G0061400	Chr1B	15825822	15828269	-	15827045	Chr1B	20579878	20582324	-	20581101	1.0	0.997
gene:TraesCS1B03G0061500	Chr1B	15835962	15840274	-	15838118	Chr1B	20590093	20594405	-	20592249	1.0	0.998
gene:TraesCS1B03G0061600	Chr1B	15869185	15870367	+	15869776	Chr1B	20624573	20625756	+	20625164	1.0	1.0
gene:TraesCS1B03G0061900	Chr1B	15893423	15904711	-	15899067	Chr1B	20656439	20667722	-	20662080	0.998	0.997
gene:TraesCS1B03G0062100	Chr1B	15963181	15964428	-	15963804	Chr1B	20735212	20736459	-	20735835	1.0	1.0
gene:TraesCS1B03G0062300	Chr1B	16014390	16016621	+	16015505	Chr1B	20786582	20788619	+	20787600	1.0	1.0
gene:TraesCS1B03G0062400	Chr1B	16016684	16022024	-	16019354	Chr1B	20788682	20794022	-	20791352	1.0	1.0
gene:TraesCS1B03G0062500	Chr1B	16064503	16064748	+	16064625	Chr1B	20835953	20836198	+	20836075	1.0	1.0
gene:TraesCS1B03G0063000	Chr1B	16143964	16144161	+	16144062	Chr1B	20908692	20908889	+	20908790	1.0	1.0
gene:TraesCS1B03G0063100	Chr1B	16161145	16164077	-	16162611	Chr1B	20925869	20928801	-	20927335	1.0	1.0
gene:TraesCS1B03G0063400	Chr1B	16170504	16173273	-	16171888	Chr1B	20935229	20937998	-	20936613	1.0	1.0
gene:TraesCS1B03G0063600	Chr1B	16238734	16241476	-	16240105	Chr1B	21001095	21003837	-	21002466	1.0	1.0
gene:TraesCS1B03G0063700	Chr1B	16247517	16249831	+	16248674	Chr1B	21009850	21012164	+	21011007	1.0	1.0
gene:TraesCS1B03G0063800	Chr1B	16252195	16252392	-	16252293	Chr1B	21014528	21014725	-	21014626	1.0	1.0
gene:TraesCS1B03G0063900	Chr1B	16300401	16301021	+	16300711	Chr1B	21076542	21077162	+	21076852	1.0	1.0
gene:TraesCS1B03G0064400	Chr1B	16361210	16363920	-	16362565	Chr1B	21134805	21137515	-	21136160	1.0	1.0
gene:TraesCS1B03G0064500	Chr1B	16377824	16383870	+	16380847	Chr1B	21151419	21157465	+	21154442	1.0	0.999
gene:TraesCS1B03G0065000	Chr1B	16429794	16435792	+	16432793	Chr1B	21203592	21209590	+	21206591	1.0	1.0
gene:TraesCS1B03G0065200	Chr1B	16463745	16465085	-	16464415	Chr1B	21237025	21238365	-	21237695	1.0	1.0
gene:TraesCS1B03G0065400	Chr1B	16466003	16472286	-	16469144	Chr1B	21239283	21245566	-	21242424	1.0	1.0
gene:TraesCS1B03G0065500	Chr1B	16590974	16596202	+	16593588	Chr1B	21362915	21368143	+	21365529	1.0	1.0
gene:TraesCS1B03G0065600	Chr1B	16596985	16600822	+	16598903	Chr1B	21368926	21372763	+	21370844	1.0	1.0
gene:TraesCS1B03G0065700	Chr1B	16637109	16644999	-	16641054	Chr1B	21398882	21406780	-	21402831	1.0	0.999
gene:TraesCS1B03G0065800	Chr1B	16865135	16865368	+	16865251	Chr1B	21626936	21627169	+	21627052	1.0	1.0
gene:TraesCS1B03G0066200	Chr1B	16929529	16932910	-	16931219	Chr1B	21687069	21690450	-	21688759	1.0	1.0
gene:TraesCS1B03G0066400	Chr1B	16956388	16956702	+	16956545	Chr1B	21713369	21713683	+	21713526	1.0	0.995
