gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Spelt_tgt_chr	Spelt_tgt_start	Spelt_tgt_end	Spelt_tgt_strand	Spelt_tgt_midpoint	Spelt_coverage	Spelt_identity
gene:TraesCS3D03G0106000	Chr3D	23737766	23738474	+	23738120	Chr3D	28170613	28171321	+	28170967	1.0	1.0
gene:TraesCS3D03G0106500	Chr3D	23847218	23849095	+	23848156	Chr3D	28280099	28281976	+	28281037	1.0	1.0
gene:TraesCS3D03G0106600	Chr3D	23877008	23879317	-	23878162	Chr3D	28309882	28312191	-	28311036	1.0	0.996
gene:TraesCS3D03G0107100	Chr3D	23940185	23943004	+	23941594	Chr3D	28373120	28375939	+	28374529	1.0	1.0
gene:TraesCS3D03G0107400	Chr3D	24043195	24047256	+	24045225	Chr3D	28476321	28480382	+	28478351	1.0	0.998
gene:TraesCS3D03G0107500	Chr3D	24078496	24082800	-	24080648	Chr3D	28511629	28515933	-	28513781	1.0	0.999
gene:TraesCS3D03G0107700	Chr3D	24086931	24091430	-	24089180	Chr3D	28520065	28524564	-	28522314	1.0	1.0
gene:TraesCS3D03G0108400	Chr3D	24166805	24167410	-	24167107	Chr3D	28583695	28584300	-	28583997	1.0	1.0
gene:TraesCS3D03G0109100	Chr3D	24173147	24173518	-	24173332	Chr3D	28587862	28588233	-	28588047	1.0	1.0
gene:TraesCS3D03G0109200	Chr3D	24173648	24174091	-	24173869	Chr3D	28588363	28588806	-	28588584	1.0	1.0
gene:TraesCS3D03G0109400	Chr3D	24176772	24177467	-	24177119	Chr3D	28589946	28590641	-	28590293	1.0	1.0
gene:TraesCS3D03G0110200	Chr3D	24504252	24505683	-	24504967	Chr3D	28863232	28864663	-	28863947	1.0	1.0
gene:TraesCS3D03G0110400	Chr3D	24873381	24875849	-	24874615	Chr3D	29233485	29235953	-	29234719	1.0	1.0
gene:TraesCS3D03G0111000	Chr3D	25121620	25126666	+	25124143	Chr3D	29477925	29482971	+	29480448	1.0	0.999
gene:TraesCS3D03G0111200	Chr3D	25131285	25134389	-	25132837	Chr3D	29487590	29490694	-	29489142	1.0	1.0
gene:TraesCS3D03G0111600	Chr3D	25159503	25159643	-	25159573	Chr3D	29515900	29516040	-	29515970	1.0	1.0
gene:TraesCS3D03G0111700	Chr3D	25188945	25189082	-	25189013	Chr3D	29545338	29545475	-	29545406	1.0	1.0
gene:TraesCS3D03G0112300	Chr3D	25513948	25517242	+	25515595	Chr3D	29871641	29874935	+	29873288	1.0	1.0
gene:TraesCS3D03G0112500	Chr3D	25519910	25524444	-	25522177	Chr3D	29877603	29882137	-	29879870	1.0	1.0
gene:TraesCS3D03G0112900	Chr3D	25776651	25778159	-	25777405	Chr3D	30133476	30134984	-	30134230	1.0	1.0
gene:TraesCS3D03G0113200	Chr3D	25957355	25963731	-	25960543	Chr3D	30311856	30318040	-	30314948	1.0	1.0
gene:TraesCS3D03G0113400	Chr3D	25976352	25979778	-	25978065	Chr3D	30330191	30333617	-	30331904	1.0	1.0
gene:TraesCS3D03G0113500	Chr3D	26009959	26011584	-	26010771	Chr3D	30405083	30406708	-	30405895	1.0	0.999
gene:TraesCS3D03G0114000	Chr3D	26064783	26067113	+	26065948	Chr3D	30454817	30457147	+	30455982	1.0	1.0
gene:TraesCS3D03G0114300	Chr3D	26109418	26110785	-	26110101	Chr3D	30498552	30499919	-	30499235	1.0	1.0
gene:TraesCS3D03G0114400	Chr3D	26117909	26119306	-	26118607	Chr3D	30507043	30508440	-	30507741	1.0	1.0
gene:TraesCS3D03G0114500	Chr3D	26153435	26155047	-	26154241	Chr3D	30542444	30544056	-	30543250	1.0	1.0
gene:TraesCS3D03G0114600	Chr3D	26156396	26159954	-	26158175	Chr3D	30545405	30548963	-	30547184	1.0	1.0
gene:TraesCS3D03G0114800	Chr3D	26166491	26168897	-	26167694	Chr3D	30555218	30557624	-	30556421	1.0	1.0
gene:TraesCS3D03G0115000	Chr3D	26207230	26208013	-	26207621	Chr3D	30595703	30596486	-	30596094	1.0	1.0
gene:TraesCS3D03G0115700	Chr3D	26249050	26253484	+	26251267	Chr3D	30637513	30642079	+	30639796	1.0	0.92
gene:TraesCS3D03G0115800	Chr3D	26254069	26254287	+	26254178	Chr3D	30642664	30642882	+	30642773	1.0	1.0
gene:TraesCS3D03G0115900	Chr3D	26262218	26266322	+	26264270	Chr3D	30650813	30654917	+	30652865	1.0	1.0
gene:TraesCS3D03G0116200	Chr3D	26282156	26286063	+	26284109	Chr3D	30670342	30674252	+	30672297	1.0	0.999
gene:TraesCS3D03G0116300	Chr3D	26292409	26296416	+	26294412	Chr3D	30680599	30684606	+	30682602	1.0	1.0
gene:TraesCS3D03G0116400	Chr3D	26295971	26298207	-	26297089	Chr3D	30684161	30686397	-	30685279	1.0	1.0
gene:TraesCS3D03G0116500	Chr3D	26305528	26316697	-	26311112	Chr3D	30693408	30704582	-	30698995	1.0	1.0
gene:TraesCS3D03G0116600	Chr3D	26435432	26438455	+	26436943	Chr3D	30821204	30824227	+	30822715	1.0	1.0
gene:TraesCS3D03G0116700	Chr3D	26441164	26445900	+	26443532	Chr3D	30826936	30831672	+	30829304	1.0	1.0
gene:TraesCS3D03G0116800	Chr3D	26446074	26448043	-	26447058	Chr3D	30831846	30833815	-	30832830	1.0	1.0
gene:TraesCS3D03G0117000	Chr3D	26569668	26570981	+	26570324	Chr3D	30955699	30957012	+	30956355	1.0	1.0
gene:TraesCS3D03G0117300	Chr3D	26575188	26578623	-	26576905	Chr3D	30961219	30964654	-	30962936	1.0	0.999
gene:TraesCS3D03G0117700	Chr3D	26633306	26634114	-	26633710	Chr3D	31019295	31020103	-	31019699	1.0	1.0
gene:TraesCS3D03G0117800	Chr3D	26639877	26640594	-	26640235	Chr3D	31025866	31026583	-	31026224	1.0	1.0
gene:TraesCS3D03G0118000	Chr3D	26671886	26674171	+	26673028	Chr3D	31057910	31060195	+	31059052	1.0	1.0
gene:TraesCS3D03G0118100	Chr3D	26676992	26677488	-	26677240	Chr3D	31063016	31063512	-	31063264	1.0	1.0
gene:TraesCS3D03G0118500	Chr3D	26805039	26807080	-	26806059	Chr3D	31190683	31192724	-	31191703	1.0	1.0
gene:TraesCS3D03G0118600	Chr3D	27044118	27044715	+	27044416	Chr3D	31429179	31429776	+	31429477	1.0	1.0
gene:TraesCS3D03G0118800	Chr3D	27048883	27051208	-	27050045	Chr3D	31433944	31436269	-	31435106	1.0	1.0
gene:TraesCS3D03G0119000	Chr3D	27161273	27161746	-	27161509	Chr3D	31545962	31546435	-	31546198	1.0	1.0
gene:TraesCS3D03G0119100	Chr3D	27234561	27239480	+	27237020	Chr3D	31619710	31624629	+	31622169	1.0	1.0
gene:TraesCS3D03G0119500	Chr3D	27536716	27537384	-	27537050	Chr3D	31908008	31908676	-	31908342	1.0	1.0
gene:TraesCS3D03G0119600	Chr3D	27545507	27550373	+	27547940	Chr3D	31916826	31921692	+	31919259	1.0	1.0
gene:TraesCS3D03G0119800	Chr3D	27637595	27639736	+	27638665	Chr3D	32008616	32010757	+	32009686	1.0	1.0
gene:TraesCS3D03G0119900	Chr3D	27641931	27643871	+	27642901	Chr3D	32012952	32014892	+	32013922	1.0	0.999
gene:TraesCS3D03G0120100	Chr3D	27649359	27652276	+	27650817	Chr3D	32020185	32023102	+	32021643	1.0	1.0
gene:TraesCS3D03G0120300	Chr3D	27666434	27666898	-	27666666	Chr3D	32037340	32037804	-	32037572	1.0	1.0
gene:TraesCS3D03G0120700	Chr3D	27744510	27746205	+	27745357	Chr3D	32115535	32117231	+	32116383	1.0	1.0
gene:TraesCS3D03G0121000	Chr3D	27861853	27865260	-	27863556	Chr3D	32229030	32232437	-	32230733	1.0	1.0
gene:TraesCS3D03G0121100	Chr3D	27863823	27868844	+	27866333	Chr3D	32231000	32236021	+	32233510	1.0	1.0
gene:TraesCS3D03G0121200	Chr3D	27873907	27875136	-	27874521	Chr3D	32241084	32242313	-	32241698	1.0	1.0
gene:TraesCS3D03G0121600	Chr3D	27933948	27935093	-	27934520	Chr3D	32289589	32290734	-	32290161	1.0	1.0
gene:TraesCS3D03G0121700	Chr3D	27938556	27939255	+	27938905	Chr3D	32294197	32294896	+	32294546	1.0	1.0
gene:TraesCS3D03G0121800	Chr3D	27942710	27944423	+	27943566	Chr3D	32298374	32300087	+	32299230	1.0	1.0
gene:TraesCS3D03G0121900	Chr3D	27945368	27950430	-	27947899	Chr3D	32301032	32306094	-	32303563	1.0	0.999
gene:TraesCS3D03G0122000	Chr3D	28114497	28116305	-	28115401	Chr3D	32469387	32471195	-	32470291	1.0	1.0
gene:TraesCS3D03G0122600	Chr3D	28125680	28127826	-	28126753	Chr3D	32480334	32482480	-	32481407	1.0	1.0
gene:TraesCS3D03G0123000	Chr3D	28206725	28209876	-	28208300	Chr3D	32561407	32564558	-	32562982	1.0	1.0
gene:TraesCS3D03G0123300	Chr3D	28224576	28228316	+	28226446	Chr3D	32579258	32582998	+	32581128	1.0	1.0
gene:TraesCS3D03G0123600	Chr3D	28316118	28319115	-	28317616	Chr3D	32671092	32674089	-	32672590	1.0	0.999
gene:TraesCS3D03G0123700	Chr3D	28320299	28322802	+	28321550	Chr3D	32675273	32677776	+	32676524	1.0	1.0
gene:TraesCS3D03G0124000	Chr3D	28370603	28372454	-	28371528	Chr3D	32721902	32723753	-	32722827	1.0	1.0
gene:TraesCS3D03G0124500	Chr3D	28468752	28469273	+	28469012	Chr3D	32819312	32819833	+	32819572	1.0	1.0
gene:TraesCS3D03G0124700	Chr3D	28475122	28477410	+	28476266	Chr3D	32825688	32827976	+	32826832	1.0	1.0
gene:TraesCS3D03G0124800	Chr3D	28483168	28485282	-	28484225	Chr3D	32833734	32835848	-	32834791	1.0	1.0
gene:TraesCS3D03G0125000	Chr3D	28488912	28490998	-	28489955	Chr3D	32839476	32841562	-	32840519	1.0	1.0
gene:TraesCS3D03G0125200	Chr3D	28495236	28500404	-	28497820	Chr3D	32845801	32850969	-	32848385	1.0	1.0
gene:TraesCS3D03G0125300	Chr3D	28535583	28537087	-	28536335	Chr3D	32886428	32887932	-	32887180	1.0	1.0
gene:TraesCS3D03G0125600	Chr3D	28579042	28580603	-	28579822	Chr3D	32930163	32931724	-	32930943	1.0	1.0
gene:TraesCS3D03G0125700	Chr3D	28581825	28585276	-	28583550	Chr3D	32932946	32936397	-	32934671	1.0	1.0
gene:TraesCS3D03G0125900	Chr3D	28722414	28724891	+	28723652	Chr3D	33073030	33075507	+	33074268	1.0	1.0
gene:TraesCS3D03G0126100	Chr3D	28733600	28735486	+	28734543	Chr3D	33084216	33086102	+	33085159	1.0	1.0
gene:TraesCS3D03G0126500	Chr3D	28926300	28927503	+	28926901	Chr3D	33276967	33278170	+	33277568	1.0	1.0
gene:TraesCS3D03G0126800	Chr3D	28947418	28948537	+	28947977	Chr3D	33298132	33299251	+	33298691	1.0	1.0
gene:TraesCS3D03G0126900	Chr3D	28972211	28972953	+	28972582	Chr3D	33322121	33322863	+	33322492	1.0	1.0
gene:TraesCS3D03G0127100	Chr3D	29144684	29151104	-	29147894	Chr3D	33490132	33496701	-	33493416	1.0	1.0
gene:TraesCS3D03G0127600	Chr3D	29227223	29228454	-	29227838	Chr3D	33573119	33574350	-	33573734	1.0	1.0
gene:TraesCS3D03G0127700	Chr3D	29250980	29253692	+	29252336	Chr3D	33596876	33599588	+	33598232	1.0	1.0
gene:TraesCS3D03G0127800	Chr3D	29257043	29258239	+	29257641	Chr3D	33602938	33604134	+	33603536	1.0	0.999
gene:TraesCS3D03G0127900	Chr3D	29283368	29284844	-	29284106	Chr3D	33630717	33632193	-	33631455	1.0	1.0
gene:TraesCS3D03G0128000	Chr3D	29357567	29358143	+	29357855	Chr3D	33704901	33705477	+	33705189	1.0	1.0
gene:TraesCS3D03G0128800	Chr3D	29642923	29643320	+	29643121	Chr3D	33995345	33995742	+	33995543	1.0	1.0
gene:TraesCS3D03G0128900	Chr3D	29644972	29648276	+	29646624	Chr3D	33997394	34000698	+	33999046	1.0	1.0
gene:TraesCS3D03G0129000	Chr3D	29655049	29655743	+	29655396	Chr3D	34007453	34008147	+	34007800	1.0	1.0
gene:TraesCS3D03G0129100	Chr3D	29658695	29659070	+	29658882	Chr3D	34011099	34011474	+	34011286	1.0	1.0
gene:TraesCS3D03G0129300	Chr3D	29679525	29680146	+	29679835	Chr3D	34030934	34031555	+	34031244	1.0	1.0
gene:TraesCS3D03G0129400	Chr3D	29724056	29737010	+	29730533	Chr3D	34075445	34088432	+	34081938	1.0	1.0
gene:TraesCS3D03G0129500	Chr3D	29737578	29740133	+	29738855	Chr3D	34089000	34091555	+	34090277	1.0	1.0
gene:TraesCS3D03G0129900	Chr3D	29823540	29823713	-	29823626	Chr3D	34173392	34173565	-	34173478	1.0	1.0
gene:TraesCS3D03G0130000	Chr3D	29834721	29834891	-	29834806	Chr3D	34184574	34184744	-	34184659	1.0	1.0
gene:TraesCS3D03G0130100	Chr3D	29846073	29846243	-	29846158	Chr3D	34195934	34196104	-	34196019	1.0	1.0
gene:TraesCS3D03G0130200	Chr3D	29894435	29894605	-	29894520	Chr3D	34244433	34244603	-	34244518	1.0	1.0
gene:TraesCS3D03G0130300	Chr3D	29912805	29914962	-	29913883	Chr3D	34262921	34265078	-	34263999	1.0	1.0
gene:TraesCS3D03G0130400	Chr3D	29915741	29921211	-	29918476	Chr3D	34265857	34271327	-	34268592	1.0	1.0
gene:TraesCS3D03G0130800	Chr3D	29972929	29975097	+	29974013	Chr3D	34323272	34325440	+	34324356	1.0	1.0
gene:TraesCS3D03G0130900	Chr3D	29978089	29980119	+	29979104	Chr3D	34328432	34330462	+	34329447	1.0	1.0
gene:TraesCS3D03G0131000	Chr3D	29983824	29985896	+	29984860	Chr3D	34334167	34336239	+	34335203	1.0	1.0
gene:TraesCS3D03G0131100	Chr3D	29999566	30001565	+	30000565	Chr3D	34350087	34352086	+	34351086	1.0	1.0
gene:TraesCS3D03G0131800	Chr3D	30036728	30042236	+	30039482	Chr3D	34387923	34393431	+	34390677	1.0	1.0
gene:TraesCS3D03G0132000	Chr3D	30082267	30089851	+	30086059	Chr3D	34433410	34440994	+	34437202	1.0	1.0
gene:TraesCS3D03G0132100	Chr3D	30090060	30091073	+	30090566	Chr3D	34441203	34442216	+	34441709	1.0	1.0
gene:TraesCS3D03G0132200	Chr3D	30114641	30117879	-	30116260	Chr3D	34465787	34469025	-	34467406	1.0	1.0
gene:TraesCS3D03G0132600	Chr3D	30246947	30259570	-	30253258	Chr3D	34599806	34612428	-	34606117	1.0	1.0
gene:TraesCS3D03G0132700	Chr3D	30262405	30266378	-	30264391	Chr3D	34615263	34619236	-	34617249	1.0	1.0
gene:TraesCS3D03G0133200	Chr3D	30303438	30307748	+	30305593	Chr3D	34656912	34661222	+	34659067	1.0	1.0
gene:TraesCS3D03G0133600	Chr3D	30319348	30327506	+	30323427	Chr3D	34672868	34681026	+	34676947	1.0	1.0
gene:TraesCS3D03G0133700	Chr3D	30384779	30386524	+	30385651	Chr3D	34738985	34740730	+	34739857	1.0	0.999
gene:TraesCS3D03G0133900	Chr3D	30396131	30397538	-	30396834	Chr3D	34750467	34751874	-	34751170	1.0	0.999
gene:TraesCS3D03G0134000	Chr3D	30399608	30400009	-	30399808	Chr3D	34753928	34754329	-	34754128	1.0	1.0
gene:TraesCS3D03G0134200	Chr3D	30435172	30441466	-	30438319	Chr3D	34789683	34796161	-	34792922	1.0	1.0
gene:TraesCS3D03G0134300	Chr3D	30442566	30443784	-	30443175	Chr3D	34797261	34798479	-	34797870	1.0	1.0
gene:TraesCS3D03G0134400	Chr3D	30448892	30455201	+	30452046	Chr3D	34803587	34809907	+	34806747	1.0	1.0
gene:TraesCS3D03G0134900	Chr3D	30692117	30694401	+	30693259	Chr3D	35046291	35048575	+	35047433	1.0	1.0
gene:TraesCS3D03G0135000	Chr3D	30695184	30702580	-	30698882	Chr3D	35049358	35056754	-	35053056	1.0	0.999
gene:TraesCS3D03G0135400	Chr3D	30944252	30946537	-	30945394	Chr3D	35296452	35298737	-	35297594	1.0	1.0
gene:TraesCS3D03G0135700	Chr3D	31000754	31005362	-	31003058	Chr3D	35352478	35357086	-	35354782	1.0	1.0
gene:TraesCS3D03G0136300	Chr3D	31407653	31409800	+	31408726	Chr3D	35759427	35761574	+	35760500	1.0	1.0
gene:TraesCS3D03G0136500	Chr3D	31445380	31452778	+	31449079	Chr3D	35796536	35803934	+	35800235	1.0	1.0
gene:TraesCS3D03G0136600	Chr3D	31461809	31463653	+	31462731	Chr3D	35813171	35815015	+	35814093	1.0	1.0
gene:TraesCS3D03G0136800	Chr3D	31661950	31664494	+	31663222	Chr3D	36013556	36016100	+	36014828	1.0	1.0
gene:TraesCS3D03G0137400	Chr3D	31703923	31708236	+	31706079	Chr3D	36055709	36060287	+	36057998	1.0	1.0
gene:TraesCS3D03G0137700	Chr3D	31729393	31737201	+	31733297	Chr3D	36081487	36089522	+	36085504	1.0	1.0
gene:TraesCS3D03G0137800	Chr3D	31737889	31740213	-	31739051	Chr3D	36090210	36092534	-	36091372	1.0	1.0
gene:TraesCS3D03G0137900	Chr3D	31788028	31790381	-	31789204	Chr3D	36135478	36137831	-	36136654	1.0	1.0
gene:TraesCS3D03G0138300	Chr3D	31815473	31818620	-	31817046	Chr3D	36162202	36165349	-	36163775	1.0	1.0
gene:TraesCS3D03G0138600	Chr3D	31857886	31859893	+	31858889	Chr3D	36204950	36206957	+	36205953	1.0	1.0
gene:TraesCS3D03G0138700	Chr3D	31861125	31861949	-	31861537	Chr3D	36208242	36209066	-	36208654	1.0	0.998
gene:TraesCS3D03G0138800	Chr3D	31879710	31880501	+	31880105	Chr3D	36226897	36227688	+	36227292	1.0	1.0
gene:TraesCS3D03G0139100	Chr3D	31901025	31901300	-	31901162	Chr3D	36248292	36248567	-	36248429	1.0	1.0
gene:TraesCS3D03G0139400	Chr3D	31920649	31922328	+	31921488	Chr3D	36267939	36269618	+	36268778	1.0	1.0
gene:TraesCS3D03G0139600	Chr3D	31973092	31973544	+	31973318	Chr3D	36320388	36320840	+	36320614	1.0	1.0
gene:TraesCS3D03G0140300	Chr3D	32016409	32019285	-	32017847	Chr3D	36364184	36367060	-	36365622	1.0	1.0
gene:TraesCS3D03G0140400	Chr3D	32092683	32095462	-	32094072	Chr3D	36438911	36441690	-	36440300	1.0	0.999
gene:TraesCS3D03G0140500	Chr3D	32155698	32157914	+	32156806	Chr3D	36502441	36504657	+	36503549	1.0	0.999
gene:TraesCS3D03G0141100	Chr3D	32274043	32281237	+	32277640	Chr3D	36620129	36627323	+	36623726	1.0	0.999
gene:TraesCS3D03G0141200	Chr3D	32286131	32290653	+	32288392	Chr3D	36632217	36636739	+	36634478	1.0	1.0
gene:TraesCS3D03G0141500	Chr3D	32310833	32314982	+	32312907	Chr3D	36653666	36657815	+	36655740	1.0	1.0
gene:TraesCS3D03G0141800	Chr3D	32354646	32357938	+	32356292	Chr3D	36697486	36700778	+	36699132	1.0	1.0
gene:TraesCS3D03G0142100	Chr3D	32429871	32433308	-	32431589	Chr3D	36771628	36775065	-	36773346	1.0	1.0
gene:TraesCS3D03G0142600	Chr3D	32593735	32595489	+	32594612	Chr3D	36937894	36939648	+	36938771	1.0	1.0
gene:TraesCS3D03G0142700	Chr3D	32595537	32596217	+	32595877	Chr3D	36939696	36940376	+	36940036	1.0	1.0
gene:TraesCS3D03G0142800	Chr3D	32602079	32604801	+	32603440	Chr3D	36946236	36948958	+	36947597	1.0	0.999
gene:TraesCS3D03G0142900	Chr3D	32721338	32722403	-	32721870	Chr3D	37062895	37063960	-	37063427	1.0	1.0
gene:TraesCS3D03G0143200	Chr3D	33158703	33162399	-	33160551	Chr3D	37500686	37504382	-	37502534	1.0	1.0
gene:TraesCS3D03G0143300	Chr3D	33166563	33169842	-	33168202	Chr3D	37508547	37511826	-	37510186	1.0	1.0
gene:TraesCS3D03G0143400	Chr3D	33185840	33197286	+	33191563	Chr3D	37527839	37539285	+	37533562	1.0	0.999
gene:TraesCS3D03G0143700	Chr3D	33213137	33213691	-	33213414	Chr3D	37555133	37555687	-	37555410	1.0	1.0
gene:TraesCS3D03G0143800	Chr3D	33301184	33302258	+	33301721	Chr3D	37643406	37644480	+	37643943	1.0	1.0
gene:TraesCS3D03G0144100	Chr3D	33332526	33336615	-	33334570	Chr3D	37674792	37678881	-	37676836	1.0	1.0
gene:TraesCS3D03G0144500	Chr3D	33360021	33362990	-	33361505	Chr3D	37702286	37705255	-	37703770	1.0	0.999
gene:TraesCS3D03G0144700	Chr3D	33377532	33379829	-	33378680	Chr3D	37720304	37722601	-	37721452	1.0	0.999
gene:TraesCS3D03G0144800	Chr3D	33384690	33394814	-	33389752	Chr3D	37727786	37737910	-	37732848	1.0	1.0
gene:TraesCS3D03G0145000	Chr3D	33717480	33718746	+	33718113	Chr3D	38059493	38060759	+	38060126	1.0	1.0
gene:TraesCS3D03G0145200	Chr3D	34160496	34161483	+	34160989	Chr3D	38489297	38490284	+	38489790	1.0	1.0
gene:TraesCS3D03G0145700	Chr3D	34804206	34805421	+	34804813	Chr3D	39135109	39136324	+	39135716	1.0	1.0
