gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Spelt_tgt_chr	Spelt_tgt_start	Spelt_tgt_end	Spelt_tgt_strand	Spelt_tgt_midpoint	Spelt_coverage	Spelt_identity
gene:TraesCS4D03G0004100	Chr4D	1318992	1323052	+	1321022	Chr4D	966436	970496	+	968466	1.0	1.0
gene:TraesCS4D03G0004300	Chr4D	1341017	1345302	-	1343159	Chr4D	988528	992814	-	990671	1.0	1.0
gene:TraesCS4D03G0004400	Chr4D	1357145	1360998	-	1359071	Chr4D	1004669	1008522	-	1006595	1.0	1.0
gene:TraesCS4D03G0004500	Chr4D	1362318	1367013	-	1364665	Chr4D	1009842	1014537	-	1012189	1.0	1.0
gene:TraesCS4D03G0004600	Chr4D	1368870	1373554	-	1371212	Chr4D	1016388	1021072	-	1018730	1.0	1.0
gene:TraesCS4D03G0004700	Chr4D	1374679	1379306	-	1376992	Chr4D	1022197	1026656	-	1024426	1.0	1.0
gene:TraesCS4D03G0004800	Chr4D	1390139	1393851	+	1391995	Chr4D	1037335	1041047	+	1039191	1.0	1.0
gene:TraesCS4D03G0004900	Chr4D	1397353	1399554	-	1398453	Chr4D	1044549	1046750	-	1045649	1.0	1.0
gene:TraesCS4D03G0005000	Chr4D	1400675	1404459	-	1402567	Chr4D	1047871	1051655	-	1049763	1.0	0.999
gene:TraesCS4D03G0005100	Chr4D	1406011	1408464	+	1407237	Chr4D	1053207	1055660	+	1054433	1.0	0.999
gene:TraesCS4D03G0008800	Chr4D	3210895	3212125	-	3211510	Chr4D	1376023	1377253	-	1376638	1.0	1.0
gene:TraesCS4D03G0008900	Chr4D	3228396	3230243	+	3229319	Chr4D	1393524	1395371	+	1394447	1.0	1.0
gene:TraesCS4D03G0009000	Chr4D	3236033	3237648	-	3236840	Chr4D	1400913	1402528	-	1401720	1.0	1.0
gene:TraesCS4D03G0009100	Chr4D	3238133	3240692	+	3239412	Chr4D	1403013	1405572	+	1404292	1.0	1.0
gene:TraesCS4D03G0009200	Chr4D	3243144	3247724	-	3245434	Chr4D	1408024	1412604	-	1410314	1.0	1.0
gene:TraesCS4D03G0009500	Chr4D	3271809	3274267	-	3273038	Chr4D	1435989	1438447	-	1437218	1.0	1.0
gene:TraesCS4D03G0010200	Chr4D	3319664	3323787	+	3321725	Chr4D	1483718	1487841	+	1485779	1.0	1.0
gene:TraesCS4D03G0010300	Chr4D	3327946	3335748	-	3331847	Chr4D	1492000	1499802	-	1495901	1.0	0.999
gene:TraesCS4D03G0010800	Chr4D	3382908	3386957	-	3384932	Chr4D	1544899	1548948	-	1546923	1.0	1.0
gene:TraesCS4D03G0011000	Chr4D	3390244	3391395	-	3390819	Chr4D	1552235	1553386	-	1552810	1.0	1.0
gene:TraesCS4D03G0011200	Chr4D	3405419	3408689	-	3407054	Chr4D	1567410	1570680	-	1569045	1.0	0.999
gene:TraesCS4D03G0011300	Chr4D	3413225	3414072	-	3413648	Chr4D	1575216	1576063	-	1575639	1.0	1.0
gene:TraesCS4D03G0011400	Chr4D	3414641	3415376	-	3415008	Chr4D	1576632	1577367	-	1576999	1.0	1.0
gene:TraesCS4D03G0011700	Chr4D	3421045	3424717	-	3422881	Chr4D	1583596	1587268	-	1585432	1.0	1.0
gene:TraesCS4D03G0011900	Chr4D	3667854	3673399	-	3670626	Chr4D	1825354	1830899	-	1828126	1.0	1.0
gene:TraesCS4D03G0012000	Chr4D	3685507	3688331	-	3686919	Chr4D	1842982	1845806	-	1844394	1.0	1.0
gene:TraesCS4D03G0012200	Chr4D	3695617	3698195	+	3696906	Chr4D	1853092	1855670	+	1854381	1.0	1.0
gene:TraesCS4D03G0012300	Chr4D	3698965	3700563	-	3699764	Chr4D	1856440	1858038	-	1857239	1.0	1.0
gene:TraesCS4D03G0012400	Chr4D	3708608	3712645	-	3710626	Chr4D	1866083	1870120	-	1868101	1.0	1.0
gene:TraesCS4D03G0012500	Chr4D	3790975	3794205	+	3792590	Chr4D	1948657	1951872	+	1950264	0.995	0.995
gene:TraesCS4D03G0012600	Chr4D	3811236	3815371	+	3813303	Chr4D	1968805	1972940	+	1970872	1.0	1.0
gene:TraesCS4D03G0012700	Chr4D	3819990	3822163	-	3821076	Chr4D	1977342	1979515	-	1978428	1.0	1.0
gene:TraesCS4D03G0012800	Chr4D	3823587	3827946	-	3825766	Chr4D	1980939	1985296	-	1983117	1.0	0.999
gene:TraesCS4D03G0012900	Chr4D	3851419	3851796	-	3851607	Chr4D	2008812	2009189	-	2009000	1.0	1.0
gene:TraesCS4D03G0013200	Chr4D	3889549	3889926	-	3889737	Chr4D	2046479	2046856	-	2046667	1.0	1.0
gene:TraesCS4D03G0013400	Chr4D	3935959	3939231	-	3937595	Chr4D	2093269	2096541	-	2094905	1.0	1.0
gene:TraesCS4D03G0013500	Chr4D	3953221	3956936	+	3955078	Chr4D	2110712	2114427	+	2112569	1.0	1.0
gene:TraesCS4D03G0013600	Chr4D	3973325	3974731	-	3974028	Chr4D	2130840	2132245	-	2131542	0.999	0.999
gene:TraesCS4D03G0014500	Chr4D	4204342	4208997	+	4206669	Chr4D	2170493	2175148	+	2172820	1.0	1.0
gene:TraesCS4D03G0014600	Chr4D	4229119	4240333	+	4234726	Chr4D	2194471	2205094	+	2199782	1.0	0.999
gene:TraesCS4D03G0014800	Chr4D	4234832	4239056	-	4236944	Chr4D	2200184	2203817	-	2202000	1.0	0.993
gene:TraesCS4D03G0014900	Chr4D	4357845	4360735	+	4359290	Chr4D	2314417	2317307	+	2315862	1.0	1.0
gene:TraesCS4D03G0015000	Chr4D	4383334	4385938	-	4384636	Chr4D	2339522	2342126	-	2340824	1.0	1.0
gene:TraesCS4D03G0015100	Chr4D	4395627	4397891	-	4396759	Chr4D	2351815	2354079	-	2352947	1.0	1.0
gene:TraesCS4D03G0015200	Chr4D	4454427	4458854	-	4456640	Chr4D	2410464	2415640	-	2413052	1.0	1.0
gene:TraesCS4D03G0015300	Chr4D	4459320	4462959	-	4461139	Chr4D	2416106	2419745	-	2417925	1.0	0.999
gene:TraesCS4D03G0015400	Chr4D	4464204	4468925	-	4466564	Chr4D	2420922	2425643	-	2423282	1.0	0.999
gene:TraesCS4D03G0015700	Chr4D	4468944	4472922	-	4470933	Chr4D	2425662	2429640	-	2427651	1.0	1.0
gene:TraesCS4D03G0015800	Chr4D	4527953	4530990	+	4529471	Chr4D	2484093	2487128	+	2485610	1.0	0.998
gene:TraesCS4D03G0015900	Chr4D	4569887	4572528	+	4571207	Chr4D	2526031	2528672	+	2527351	1.0	1.0
gene:TraesCS4D03G0016000	Chr4D	4582540	4589681	+	4586110	Chr4D	2538680	2545816	+	2542248	1.0	1.0
gene:TraesCS4D03G0016200	Chr4D	4599361	4602079	+	4600720	Chr4D	2555480	2558198	+	2556839	1.0	1.0
gene:TraesCS4D03G0016300	Chr4D	4627229	4630042	+	4628635	Chr4D	2583550	2586363	+	2584956	1.0	1.0
gene:TraesCS4D03G0016400	Chr4D	4634161	4637142	+	4635651	Chr4D	2590482	2593463	+	2591972	1.0	1.0
gene:TraesCS4D03G0016500	Chr4D	4750051	4759673	+	4754862	Chr4D	2706101	2715725	+	2710913	1.0	1.0
gene:TraesCS4D03G0016600	Chr4D	4770250	4773081	+	4771665	Chr4D	2726302	2729129	+	2727715	1.0	1.0
gene:TraesCS4D03G0016900	Chr4D	4866670	4872598	-	4869634	Chr4D	2827452	2833380	-	2830416	1.0	1.0
gene:TraesCS4D03G0017000	Chr4D	4874008	4881088	-	4877548	Chr4D	2834425	2841505	-	2837965	1.0	1.0
gene:TraesCS4D03G0017100	Chr4D	4906191	4907505	-	4906848	Chr4D	2866022	2867336	-	2866679	1.0	1.0
gene:TraesCS4D03G0017200	Chr4D	5059902	5063233	-	5061567	Chr4D	3018943	3022274	-	3020608	1.0	1.0
gene:TraesCS4D03G0017300	Chr4D	5079330	5084686	+	5082008	Chr4D	3038370	3043782	+	3041076	1.0	1.0
gene:TraesCS4D03G0017500	Chr4D	5172134	5173950	+	5173042	Chr4D	3138186	3140002	+	3139094	1.0	1.0
gene:TraesCS4D03G0017700	Chr4D	5203108	5205734	-	5204421	Chr4D	3169163	3171787	-	3170475	1.0	1.0
gene:TraesCS4D03G0018000	Chr4D	5378301	5379090	+	5378695	Chr4D	3338303	3339092	+	3338697	1.0	1.0
gene:TraesCS4D03G0018100	Chr4D	5390562	5392779	-	5391670	Chr4D	3350562	3352779	-	3351670	1.0	1.0
gene:TraesCS4D03G0018200	Chr4D	5422036	5422742	-	5422389	Chr4D	3383711	3384417	-	3384064	1.0	1.0
gene:TraesCS4D03G0018500	Chr4D	5618981	5619583	-	5619282	Chr4D	3582262	3582864	-	3582563	1.0	1.0
gene:TraesCS4D03G0018600	Chr4D	5624811	5628448	+	5626629	Chr4D	3588080	3591717	+	3589898	1.0	1.0
gene:TraesCS4D03G0018700	Chr4D	5651294	5659832	+	5655563	Chr4D	3614551	3623025	+	3618788	1.0	1.0
gene:TraesCS4D03G0018800	Chr4D	5667996	5669441	+	5668718	Chr4D	3631467	3632912	+	3632189	1.0	0.999
gene:TraesCS4D03G0018900	Chr4D	5672974	5675865	+	5674419	Chr4D	3636445	3639337	+	3637891	1.0	1.0
gene:TraesCS4D03G0019000	Chr4D	5680128	5682514	+	5681321	Chr4D	3643600	3645986	+	3644793	1.0	1.0
gene:TraesCS4D03G0019100	Chr4D	5683617	5687922	-	5685769	Chr4D	3647089	3651394	-	3649241	1.0	1.0
gene:TraesCS4D03G0019200	Chr4D	5693258	5698277	-	5695767	Chr4D	3656852	3661882	-	3659367	1.0	0.999
gene:TraesCS4D03G0019300	Chr4D	5760412	5761926	-	5761169	Chr4D	3725878	3727392	-	3726635	1.0	1.0
gene:TraesCS4D03G0019600	Chr4D	5774825	5779265	-	5777045	Chr4D	3740325	3744765	-	3742545	1.0	1.0
gene:TraesCS4D03G0019700	Chr4D	5784138	5784836	+	5784487	Chr4D	3749638	3750336	+	3749987	1.0	1.0
gene:TraesCS4D03G0019800	Chr4D	5785336	5788751	-	5787043	Chr4D	3750836	3754251	-	3752543	1.0	1.0
gene:TraesCS4D03G0019900	Chr4D	5790433	5795460	+	5792946	Chr4D	3755933	3760960	+	3758446	1.0	1.0
gene:TraesCS4D03G0020000	Chr4D	5882534	5883494	+	5883014	Chr4D	3848371	3849331	+	3848851	1.0	1.0
gene:TraesCS4D03G0020200	Chr4D	5909110	5911403	+	5910256	Chr4D	3874963	3877256	+	3876109	1.0	1.0
gene:TraesCS4D03G0020400	Chr4D	6015915	6017015	+	6016465	Chr4D	3979329	3980429	+	3979879	1.0	1.0
gene:TraesCS4D03G0020600	Chr4D	6127652	6133581	+	6130616	Chr4D	4091369	4097298	+	4094333	1.0	1.0
gene:TraesCS4D03G0020700	Chr4D	6132872	6134485	-	6133678	Chr4D	4096589	4098202	-	4097395	1.0	1.0
gene:TraesCS4D03G0020800	Chr4D	6137793	6139135	-	6138464	Chr4D	4101510	4102852	-	4102181	1.0	1.0
gene:TraesCS4D03G0020900	Chr4D	6139851	6142712	-	6141281	Chr4D	4103568	4106429	-	4104998	1.0	1.0
gene:TraesCS4D03G0021500	Chr4D	6362454	6363136	-	6362795	Chr4D	4326564	4327246	-	4326905	1.0	1.0
gene:TraesCS4D03G0021700	Chr4D	6376655	6378868	+	6377761	Chr4D	4340482	4342811	+	4341646	1.0	0.95
gene:TraesCS4D03G0021800	Chr4D	6384970	6387127	-	6386048	Chr4D	4348694	4350851	-	4349772	1.0	1.0
gene:TraesCS4D03G0022200	Chr4D	6512322	6515724	+	6514023	Chr4D	4472905	4476306	+	4474605	0.999	0.999
gene:TraesCS4D03G0022300	Chr4D	6548123	6549184	+	6548653	Chr4D	4508475	4509536	+	4509005	1.0	1.0
gene:TraesCS4D03G0022400	Chr4D	6551224	6552613	-	6551918	Chr4D	4511576	4512965	-	4512270	1.0	1.0
gene:TraesCS4D03G0022600	Chr4D	6582071	6585584	+	6583827	Chr4D	4541831	4545344	+	4543587	1.0	0.999
gene:TraesCS4D03G0022700	Chr4D	6605223	6609870	+	6607546	Chr4D	4564987	4569634	+	4567310	1.0	1.0
gene:TraesCS4D03G0022800	Chr4D	6610919	6612424	-	6611671	Chr4D	4570683	4572188	-	4571435	1.0	1.0
gene:TraesCS4D03G0022900	Chr4D	6662176	6662885	+	6662530	Chr4D	4621257	4621966	+	4621611	1.0	1.0
gene:TraesCS4D03G0023000	Chr4D	6662959	6665472	-	6664215	Chr4D	4622040	4624553	-	4623296	1.0	1.0
gene:TraesCS4D03G0023200	Chr4D	6673666	6678625	-	6676145	Chr4D	4632747	4637727	-	4635237	1.0	1.0
gene:TraesCS4D03G0023300	Chr4D	6682704	6686531	+	6684617	Chr4D	4641806	4645493	+	4643649	1.0	1.0
gene:TraesCS4D03G0023700	Chr4D	6751752	6753962	+	6752857	Chr4D	4696198	4698429	+	4697313	1.0	0.982
gene:TraesCS4D03G0023800	Chr4D	6754162	6756914	-	6755538	Chr4D	4698629	4701381	-	4700005	1.0	1.0
gene:TraesCS4D03G0023900	Chr4D	6757710	6765113	-	6761411	Chr4D	4702177	4709580	-	4705878	1.0	1.0
gene:TraesCS4D03G0024000	Chr4D	6773765	6774076	-	6773920	Chr4D	4718061	4718372	-	4718216	1.0	1.0
gene:TraesCS4D03G0024100	Chr4D	6792263	6792547	+	6792405	Chr4D	4736560	4736844	+	4736702	1.0	1.0
gene:TraesCS4D03G0024200	Chr4D	6808984	6809403	+	6809193	Chr4D	4753214	4753633	+	4753423	1.0	1.0
gene:TraesCS4D03G0024300	Chr4D	6813191	6813454	+	6813322	Chr4D	4757422	4757685	+	4757553	1.0	1.0
gene:TraesCS4D03G0024400	Chr4D	6886953	6888327	-	6887640	Chr4D	4828264	4829638	-	4828951	1.0	1.0
gene:TraesCS4D03G0024600	Chr4D	7003467	7007031	+	7005249	Chr4D	4944155	4947719	+	4945937	1.0	1.0
gene:TraesCS4D03G0025200	Chr4D	7074947	7076642	+	7075794	Chr4D	5015715	5017410	+	5016562	1.0	1.0
gene:TraesCS4D03G0025300	Chr4D	7087262	7088384	+	7087823	Chr4D	5028032	5029154	+	5028593	1.0	1.0
gene:TraesCS4D03G0025400	Chr4D	7118234	7119940	-	7119087	Chr4D	5058867	5060573	-	5059720	1.0	1.0
gene:TraesCS4D03G0025500	Chr4D	7140877	7142114	+	7141495	Chr4D	5081510	5082851	+	5082180	1.0	0.922
gene:TraesCS4D03G0026100	Chr4D	7223439	7228080	+	7225759	Chr4D	5152507	5157148	+	5154827	1.0	1.0
gene:TraesCS4D03G0026400	Chr4D	7296580	7318269	-	7307424	Chr4D	5225915	5247830	-	5236872	1.0	0.999
gene:TraesCS4D03G0026600	Chr4D	7318003	7320546	+	7319274	Chr4D	5247564	5250107	+	5248835	1.0	1.0
gene:TraesCS4D03G0026900	Chr4D	7522432	7523379	+	7522905	Chr4D	5450688	5451635	+	5451161	1.0	1.0
gene:TraesCS4D03G0027000	Chr4D	7524704	7525912	+	7525308	Chr4D	5452960	5454168	+	5453564	1.0	1.0
gene:TraesCS4D03G0027100	Chr4D	7525825	7530711	-	7528268	Chr4D	5454081	5458967	-	5456524	1.0	1.0
gene:TraesCS4D03G0027200	Chr4D	7532797	7534463	+	7533630	Chr4D	5460978	5462644	+	5461811	1.0	1.0
gene:TraesCS4D03G0027400	Chr4D	7572934	7575966	-	7574450	Chr4D	5500612	5503644	-	5502128	1.0	1.0
gene:TraesCS4D03G0027500	Chr4D	7696400	7697183	+	7696791	Chr4D	5623523	5624306	+	5623914	1.0	1.0
gene:TraesCS4D03G0027600	Chr4D	7700318	7704016	+	7702167	Chr4D	5627442	5631191	+	5629316	1.0	1.0
gene:TraesCS4D03G0027700	Chr4D	7751430	7757589	+	7754509	Chr4D	5678565	5684724	+	5681644	1.0	1.0
gene:TraesCS4D03G0027800	Chr4D	7757899	7762408	-	7760153	Chr4D	5685034	5689540	-	5687287	0.998	0.998
gene:TraesCS4D03G0027900	Chr4D	7763791	7764666	+	7764228	Chr4D	5690923	5691798	+	5691360	1.0	1.0
gene:TraesCS4D03G0028100	Chr4D	7843492	7845337	+	7844414	Chr4D	5772658	5774503	+	5773580	1.0	1.0
gene:TraesCS4D03G0028200	Chr4D	7860654	7865816	+	7863235	Chr4D	5790079	5795241	+	5792660	1.0	1.0
gene:TraesCS4D03G0028300	Chr4D	7865955	7869386	-	7867670	Chr4D	5795380	5798812	-	5797096	1.0	1.0
gene:TraesCS4D03G0028400	Chr4D	7876861	7881040	-	7878950	Chr4D	5806288	5810467	-	5808377	1.0	0.999
gene:TraesCS4D03G0028600	Chr4D	7904711	7907129	+	7905920	Chr4D	5834139	5836557	+	5835348	1.0	1.0
gene:TraesCS4D03G0028700	Chr4D	7934423	7942634	+	7938528	Chr4D	5863851	5872062	+	5867956	1.0	1.0
gene:TraesCS4D03G0028800	Chr4D	7944253	7949845	+	7947049	Chr4D	5873680	5879272	+	5876476	1.0	1.0
gene:TraesCS4D03G0028900	Chr4D	7949938	7951125	-	7950531	Chr4D	5879365	5880552	-	5879958	1.0	1.0
gene:TraesCS4D03G0029100	Chr4D	7980535	7981952	-	7981243	Chr4D	5908911	5910328	-	5909619	1.0	1.0
gene:TraesCS4D03G0029200	Chr4D	7997648	8000858	-	7999253	Chr4D	5926023	5929233	-	5927628	1.0	0.997
gene:TraesCS4D03G0029300	Chr4D	8004461	8007164	-	8005812	Chr4D	5932601	5935269	-	5933935	0.974	0.973
gene:TraesCS4D03G0029500	Chr4D	8018616	8019601	+	8019108	Chr4D	5946403	5947388	+	5946895	1.0	1.0
gene:TraesCS4D03G0029600	Chr4D	8019783	8026442	-	8023112	Chr4D	5947570	5954215	-	5950892	1.0	1.0
gene:TraesCS4D03G0029900	Chr4D	8105859	8109218	+	8107538	Chr4D	6033860	6037219	+	6035539	1.0	1.0
gene:TraesCS4D03G0030000	Chr4D	8121719	8125469	+	8123594	Chr4D	6046689	6050439	+	6048564	1.0	1.0
gene:TraesCS4D03G0030100	Chr4D	8190069	8193539	-	8191804	Chr4D	6114920	6118390	-	6116655	1.0	1.0
gene:TraesCS4D03G0030200	Chr4D	8195302	8198712	-	8197007	Chr4D	6120153	6123563	-	6121858	1.0	0.999
gene:TraesCS4D03G0030300	Chr4D	8247677	8249481	-	8248579	Chr4D	6172169	6173973	-	6173071	1.0	1.0
gene:TraesCS4D03G0030400	Chr4D	8260928	8263697	-	8262312	Chr4D	6185420	6188189	-	6186804	1.0	1.0
gene:TraesCS4D03G0030800	Chr4D	8305388	8306149	-	8305768	Chr4D	6230267	6231028	-	6230647	1.0	1.0
gene:TraesCS4D03G0030900	Chr4D	8315374	8315959	-	8315666	Chr4D	6240267	6240852	-	6240559	1.0	1.0
gene:TraesCS4D03G0031000	Chr4D	8364633	8367872	+	8366252	Chr4D	6289521	6292760	+	6291140	1.0	1.0
gene:TraesCS4D03G0031100	Chr4D	8507394	8517301	+	8512347	Chr4D	6432984	6443003	+	6437993	1.0	1.0
gene:TraesCS4D03G0031200	Chr4D	8540256	8541570	-	8540913	Chr4D	6466024	6467338	-	6466681	1.0	1.0
gene:TraesCS4D03G0031300	Chr4D	8697103	8702372	-	8699737	Chr4D	6619294	6624807	-	6622050	1.0	1.0
gene:TraesCS4D03G0031500	Chr4D	8767417	8767620	+	8767518	Chr4D	6667250	6667453	+	6667351	1.0	1.0
gene:TraesCS4D03G0031600	Chr4D	8767968	8778546	-	8773257	Chr4D	6667801	6678380	-	6673090	1.0	1.0
gene:TraesCS4D03G0031700	Chr4D	8785788	8791144	+	8788466	Chr4D	6685622	6690993	+	6688307	1.0	1.0
gene:TraesCS4D03G0032000	Chr4D	8891558	8894047	+	8892802	Chr4D	6791502	6793991	+	6792746	1.0	1.0
gene:TraesCS4D03G0032400	Chr4D	8931351	8931818	+	8931584	Chr4D	6831798	6832265	+	6832031	1.0	1.0
gene:TraesCS4D03G0032800	Chr4D	9004036	9005514	-	9004775	Chr4D	6904509	6905987	-	6905248	1.0	1.0
gene:TraesCS4D03G0032900	Chr4D	9043418	9043909	-	9043663	Chr4D	6943865	6944356	-	6944110	1.0	1.0
gene:TraesCS4D03G0033000	Chr4D	9053007	9053692	-	9053349	Chr4D	6953454	6954139	-	6953796	1.0	1.0
gene:TraesCS4D03G0033500	Chr4D	9099426	9100172	+	9099799	Chr4D	6999863	7000609	+	7000236	1.0	1.0
gene:TraesCS4D03G0033600	Chr4D	9106009	9106941	+	9106475	Chr4D	7005848	7006780	+	7006314	1.0	1.0
gene:TraesCS4D03G0033700	Chr4D	9111309	9111903	-	9111606	Chr4D	7011362	7011956	-	7011659	1.0	1.0
gene:TraesCS4D03G0034300	Chr4D	9183062	9185082	+	9184072	Chr4D	7083816	7085836	+	7084826	1.0	1.0
gene:TraesCS4D03G0034400	Chr4D	9296508	9298967	+	9297737	Chr4D	7196666	7199124	+	7197895	1.0	1.0
gene:TraesCS4D03G0034500	Chr4D	9319856	9321206	+	9320531	Chr4D	7220791	7222141	+	7221466	1.0	1.0
gene:TraesCS4D03G0034600	Chr4D	9325373	9332249	+	9328811	Chr4D	7226374	7233250	+	7229812	1.0	0.999
gene:TraesCS4D03G0034900	Chr4D	9336770	9341811	+	9339290	Chr4D	7237771	7242812	+	7240291	1.0	1.0
gene:TraesCS4D03G0035000	Chr4D	9353005	9359976	+	9356490	Chr4D	7254012	7260983	+	7257497	1.0	1.0
gene:TraesCS4D03G0035100	Chr4D	9361140	9366085	+	9363612	Chr4D	7262147	7267092	+	7264619	1.0	1.0
gene:TraesCS4D03G0035200	Chr4D	9368056	9377784	+	9372920	Chr4D	7269063	7278975	+	7274019	1.0	1.0
gene:TraesCS4D03G0035300	Chr4D	9411820	9421344	+	9416582	Chr4D	7313229	7322804	+	7318016	1.0	1.0
gene:TraesCS4D03G0035400	Chr4D	9428312	9432204	-	9430258	Chr4D	7329868	7333761	-	7331814	1.0	1.0
gene:TraesCS4D03G0035500	Chr4D	9432336	9437968	+	9435152	Chr4D	7333893	7339525	+	7336709	1.0	1.0
gene:TraesCS4D03G0035800	Chr4D	9450100	9450420	-	9450260	Chr4D	7347045	7347365	-	7347205	1.0	1.0
gene:TraesCS4D03G0035900	Chr4D	9502597	9504389	-	9503493	Chr4D	7399705	7401499	-	7400602	1.0	1.0
gene:TraesCS4D03G0036000	Chr4D	9544674	9547061	+	9545867	Chr4D	7442124	7444511	+	7443317	1.0	1.0
gene:TraesCS4D03G0036200	Chr4D	9554547	9556608	-	9555577	Chr4D	7451997	7454058	-	7453027	1.0	1.0
gene:TraesCS4D03G0036300	Chr4D	9606812	9611740	-	9609276	Chr4D	7504266	7509194	-	7506730	1.0	1.0
gene:TraesCS4D03G0036500	Chr4D	9672352	9675548	+	9673950	Chr4D	7570031	7573227	+	7571629	1.0	0.998
gene:TraesCS4D03G0036600	Chr4D	9677617	9696408	+	9687012	Chr4D	7575375	7594166	+	7584770	1.0	0.999
gene:TraesCS4D03G0037000	Chr4D	9954255	9954938	+	9954596	Chr4D	7752986	7753669	+	7753327	1.0	1.0
gene:TraesCS4D03G0037100	Chr4D	10067461	10068336	+	10067898	Chr4D	7865613	7866488	+	7866050	1.0	1.0
gene:TraesCS4D03G0037500	Chr4D	10344317	10344868	-	10344592	Chr4D	8141079	8141630	-	8141354	1.0	0.998
gene:TraesCS4D03G0037600	Chr4D	10358060	10358830	-	10358445	Chr4D	8154834	8155604	-	8155219	1.0	1.0
gene:TraesCS4D03G0037700	Chr4D	10587712	10592063	+	10589887	Chr4D	8384259	8388611	+	8386435	1.0	1.0
gene:TraesCS4D03G0037800	Chr4D	10596791	10599838	+	10598314	Chr4D	8393340	8396387	+	8394863	1.0	1.0
gene:TraesCS4D03G0038000	Chr4D	10601117	10605386	+	10603251	Chr4D	8397666	8401935	+	8399800	1.0	1.0
gene:TraesCS4D03G0038200	Chr4D	10617567	10622608	-	10620087	Chr4D	8413584	8418625	-	8416104	1.0	1.0
gene:TraesCS4D03G0038400	Chr4D	10734466	10736286	-	10735376	Chr4D	8529580	8531400	-	8530490	1.0	1.0
gene:TraesCS4D03G0038800	Chr4D	10985502	10987428	+	10986465	Chr4D	8780885	8782811	+	8781848	1.0	1.0
gene:TraesCS4D03G0039100	Chr4D	11027974	11034027	-	11031000	Chr4D	8823174	8829164	-	8826169	1.0	1.0
gene:TraesCS4D03G0039200	Chr4D	11087025	11088162	+	11087593	Chr4D	8882177	8883322	+	8882749	1.0	0.991
