gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Cadenza_v2_tgt_chr	Cadenza_v2_tgt_start	Cadenza_v2_tgt_end	Cadenza_v2_tgt_strand	Cadenza_v2_tgt_midpoint	Cadenza_v2_coverage	Cadenza_v2_identity
gene:TraesCS5D03G0011700	Chr5D	4662688	4663563	+	4663125	Chr5D	4988063	4988938	+	4988500	1.0	0.998
gene:TraesCS5D03G0011800	Chr5D	4685322	4688315	-	4686818	Chr5D	5010651	5013644	-	5012147	1.0	1.0
gene:TraesCS5D03G0012000	Chr5D	4692650	4697978	-	4695314	Chr5D	5017984	5023312	-	5020648	1.0	1.0
gene:TraesCS5D03G0012500	Chr5D	4781972	4785327	+	4783649	Chr5D	5112641	5115996	+	5114318	1.0	1.0
gene:TraesCS5D03G0012700	Chr5D	4872332	4872634	+	4872483	Chr5D	5201920	5202222	+	5202071	1.0	1.0
gene:TraesCS5D03G0013000	Chr5D	4874080	4874303	-	4874191	Chr5D	5203668	5203891	-	5203779	1.0	1.0
gene:TraesCS5D03G0014100	Chr5D	4882647	4883390	+	4883018	Chr5D	5211201	5211944	+	5211572	1.0	0.998
gene:TraesCS5D03G0014300	Chr5D	4884121	4884294	-	4884207	Chr5D	5212675	5212848	-	5212761	1.0	1.0
gene:TraesCS5D03G0014400	Chr5D	4884966	4885211	+	4885088	Chr5D	5213526	5213771	+	5213648	1.0	1.0
gene:TraesCS5D03G0014500	Chr5D	4886766	4887029	+	4886897	Chr5D	5215326	5215589	+	5215457	1.0	0.996
gene:TraesCS5D03G0014600	Chr5D	4887121	4888287	+	4887704	Chr5D	5215681	5216847	+	5216264	1.0	0.999
gene:TraesCS5D03G0014800	Chr5D	4891913	4894165	-	4893039	Chr5D	5220473	5222725	-	5221599	1.0	0.998
gene:TraesCS5D03G0015100	Chr5D	4897812	4898401	-	4898106	Chr5D	5226372	5226961	-	5226666	1.0	0.998
gene:TraesCS5D03G0015300	Chr5D	4901060	4901539	-	4901299	Chr5D	5229621	5230100	-	5229860	1.0	1.0
gene:TraesCS5D03G0015400	Chr5D	4901640	4902071	-	4901855	Chr5D	5230201	5230632	-	5230416	1.0	1.0
gene:TraesCS5D03G0015500	Chr5D	4902366	4902728	-	4902547	Chr5D	5230927	5231289	-	5231108	1.0	1.0
gene:TraesCS5D03G0015700	Chr5D	4904704	4905117	-	4904910	Chr5D	5233265	5233678	-	5233471	1.0	1.0
gene:TraesCS5D03G0016000	Chr5D	4919446	4920810	+	4920128	Chr5D	5248000	5249364	+	5248682	1.0	1.0
gene:TraesCS5D03G0016300	Chr5D	4925161	4925271	-	4925216	Chr5D	5250045	5250155	+	5250100	1.0	1.0
gene:TraesCS5D03G0016400	Chr5D	4925715	4926272	+	4925993	Chr5D	5250486	5251043	+	5250764	1.0	0.996
gene:TraesCS5D03G0016800	Chr5D	4929412	4929555	-	4929483	Chr5D	5254183	5254326	-	5254254	1.0	1.0
gene:TraesCS5D03G0016900	Chr5D	4929660	4929776	-	4929718	Chr5D	5254431	5254547	-	5254489	1.0	1.0
gene:TraesCS5D03G0017300	Chr5D	4931465	4931578	+	4931521	Chr5D	5256236	5256349	+	5256292	1.0	1.0
gene:TraesCS5D03G0017400	Chr5D	4932349	4932477	+	4932413	Chr5D	5257120	5257248	+	5257184	1.0	1.0
gene:TraesCS5D03G0017500	Chr5D	4932918	4933118	+	4933018	Chr5D	5257689	5257889	+	5257789	1.0	1.0
gene:TraesCS5D03G0018000	Chr5D	4935300	4936013	-	4935656	Chr5D	5260072	5260785	-	5260428	1.0	0.998
gene:TraesCS5D03G0018400	Chr5D	4938361	4938492	-	4938426	Chr5D	5263133	5263264	-	5263198	1.0	1.0
gene:TraesCS5D03G0018500	Chr5D	4938596	4938832	+	4938714	Chr5D	5263368	5263604	+	5263486	1.0	1.0
gene:TraesCS5D03G0018700	Chr5D	4939644	4939925	+	4939784	Chr5D	5264416	5264697	+	5264556	1.0	1.0
gene:TraesCS5D03G0019200	Chr5D	4943192	4945435	+	4944313	Chr5D	5267966	5270209	+	5269087	1.0	1.0
gene:TraesCS5D03G0019300	Chr5D	4945761	4945971	+	4945866	Chr5D	5270535	5270745	+	5270640	1.0	1.0
gene:TraesCS5D03G0019800	Chr5D	4948993	4949154	-	4949073	Chr5D	5273767	5273928	-	5273847	1.0	1.0
gene:TraesCS5D03G0020000	Chr5D	4949293	4950393	-	4949843	Chr5D	5274067	5275167	-	5274617	1.0	1.0
gene:TraesCS5D03G0020100	Chr5D	4950002	4950451	+	4950226	Chr5D	5274776	5275225	+	5275000	1.0	1.0
gene:TraesCS5D03G0020300	Chr5D	4950827	4951042	+	4950934	Chr5D	5275601	5275816	+	5275708	1.0	1.0
gene:TraesCS5D03G0020400	Chr5D	4951153	4952147	-	4951650	Chr5D	5275927	5276921	-	5276424	1.0	1.0
gene:TraesCS5D03G0020800	Chr5D	4955589	4956654	-	4956121	Chr5D	5280363	5281428	-	5280895	1.0	1.0
gene:TraesCS5D03G0021000	Chr5D	4957788	4957982	+	4957885	Chr5D	5282562	5282756	+	5282659	1.0	1.0
gene:TraesCS5D03G0021100	Chr5D	4958384	4958494	+	4958439	Chr5D	5283158	5283268	+	5283213	1.0	1.0
gene:TraesCS5D03G0021400	Chr5D	4960287	4960754	+	4960520	Chr5D	5285061	5285528	+	5285294	1.0	1.0
gene:TraesCS5D03G0021800	Chr5D	4962707	4962894	+	4962800	Chr5D	5287481	5287668	+	5287574	1.0	1.0
gene:TraesCS5D03G0022300	Chr5D	4967601	4967705	+	4967653	Chr5D	5292375	5292479	+	5292427	1.0	1.0
gene:TraesCS5D03G0022700	Chr5D	4973102	4973800	+	4973451	Chr5D	5297877	5298575	+	5298226	1.0	1.0
gene:TraesCS5D03G0023300	Chr5D	5013765	5020319	-	5017042	Chr5D	5338541	5345095	-	5341818	1.0	0.999
gene:TraesCS5D03G0023600	Chr5D	5033927	5038681	+	5036304	Chr5D	5358709	5363463	+	5361086	1.0	0.999
gene:TraesCS5D03G0024000	Chr5D	5126830	5130716	-	5128773	Chr5D	5451139	5455025	-	5453082	1.0	1.0
gene:TraesCS5D03G0024200	Chr5D	5310399	5319110	+	5314754	Chr5D	5634753	5643461	+	5639107	1.0	1.0
gene:TraesCS5D03G0024300	Chr5D	5323991	5339694	+	5331842	Chr5D	5648358	5664061	+	5656209	1.0	1.0
gene:TraesCS5D03G0024400	Chr5D	5339945	5343217	-	5341581	Chr5D	5664312	5667584	-	5665948	1.0	1.0
gene:TraesCS5D03G0024600	Chr5D	5501293	5503036	+	5502164	Chr5D	5825668	5827411	+	5826539	1.0	1.0
gene:TraesCS5D03G0024700	Chr5D	5534695	5546126	+	5540410	Chr5D	5859063	5870499	+	5864781	1.0	1.0
gene:TraesCS5D03G0024800	Chr5D	5567761	5575868	-	5571814	Chr5D	5895089	5903196	-	5899142	1.0	1.0
gene:TraesCS5D03G0024900	Chr5D	5706212	5708783	-	5707497	Chr5D	6033541	6036112	-	6034826	1.0	0.999
gene:TraesCS5D03G0025100	Chr5D	5762415	5764094	-	5763254	Chr5D	6089739	6091418	-	6090578	1.0	1.0
gene:TraesCS5D03G0025200	Chr5D	5772359	5775824	-	5774091	Chr5D	6099684	6103149	-	6101416	1.0	1.0
gene:TraesCS5D03G0025300	Chr5D	5853737	5856897	+	5855317	Chr5D	6181079	6184239	+	6182659	1.0	0.998
gene:TraesCS5D03G0025400	Chr5D	5906666	5910254	+	5908460	Chr5D	6234030	6237618	+	6235824	1.0	1.0
gene:TraesCS5D03G0025500	Chr5D	5943007	5947183	+	5945095	Chr5D	6270371	6274547	+	6272459	1.0	1.0
gene:TraesCS5D03G0025600	Chr5D	5953081	5963542	+	5958311	Chr5D	6280444	6290910	+	6285677	1.0	1.0
gene:TraesCS5D03G0025700	Chr5D	5997418	5999830	+	5998624	Chr5D	6324797	6327209	+	6326003	1.0	1.0
gene:TraesCS5D03G0025800	Chr5D	6012640	6017851	+	6015245	Chr5D	6340026	6345237	+	6342631	1.0	1.0
gene:TraesCS5D03G0026800	Chr5D	6773112	6787820	-	6780466	Chr5D	6863766	6878474	-	6871120	1.0	1.0
gene:TraesCS5D03G0026900	Chr5D	6799651	6803622	+	6801636	Chr5D	6889861	6893832	+	6891846	1.0	1.0
gene:TraesCS5D03G0027000	Chr5D	6841065	6847662	+	6844363	Chr5D	6931282	6937867	+	6934574	0.997	0.997
gene:TraesCS5D03G0027100	Chr5D	6850565	6862517	+	6856541	Chr5D	6940770	6952714	+	6946742	1.0	1.0
gene:TraesCS5D03G0027200	Chr5D	7052743	7068887	+	7060815	Chr5D	7140991	7156432	+	7148711	1.0	1.0
gene:TraesCS5D03G0028000	Chr5D	7176715	7179793	+	7178254	Chr5D	7264258	7267336	+	7265797	1.0	1.0
gene:TraesCS5D03G0028200	Chr5D	7225425	7226098	-	7225761	Chr5D	7312970	7313642	-	7313306	1.0	0.998
gene:TraesCS5D03G0028300	Chr5D	7225573	7226071	-	7225822	Chr5D	7313118	7313615	-	7313366	1.0	0.997
gene:TraesCS5D03G0028400	Chr5D	7249912	7250434	-	7250173	Chr5D	7337488	7338010	-	7337749	1.0	1.0
gene:TraesCS5D03G0028600	Chr5D	7542108	7547074	-	7544591	Chr5D	7622719	7627702	-	7625210	1.0	0.999
gene:TraesCS5D03G0028900	Chr5D	7632009	7635649	-	7633829	Chr5D	7712895	7716535	-	7714715	1.0	1.0
gene:TraesCS5D03G0029100	Chr5D	7690081	7698179	+	7694130	Chr5D	7921557	7929655	+	7925606	1.0	1.0
gene:TraesCS5D03G0029200	Chr5D	7717853	7730573	-	7724213	Chr5D	7949329	7962089	-	7955709	1.0	1.0
gene:TraesCS5D03G0029700	Chr5D	7759289	7761729	-	7760509	Chr5D	7990807	7993247	-	7992027	1.0	1.0
gene:TraesCS5D03G0029900	Chr5D	7860986	7877389	-	7869187	Chr5D	8092520	8108076	-	8100298	0.9	0.9
gene:TraesCS5D03G0030400	Chr5D	8051479	8054654	+	8053066	Chr5D	8282513	8285687	+	8284100	1.0	1.0
gene:TraesCS5D03G0030600	Chr5D	8086114	8088828	-	8087471	Chr5D	8316830	8319544	-	8318187	1.0	1.0
gene:TraesCS5D03G0030800	Chr5D	8141689	8143688	+	8142688	Chr5D	8372420	8374419	+	8373419	1.0	1.0
gene:TraesCS5D03G0030900	Chr5D	8154875	8157233	+	8156054	Chr5D	8385606	8387964	+	8386785	1.0	0.999
gene:TraesCS5D03G0031100	Chr5D	8169523	8175293	-	8172408	Chr5D	8400253	8406023	-	8403138	1.0	1.0
gene:TraesCS5D03G0031300	Chr5D	8354136	8383522	+	8368829	Chr5D	8584736	8614064	+	8599400	1.0	1.0
gene:TraesCS5D03G0032500	Chr5D	8526442	8532020	+	8529231	Chr5D	8756482	8762060	+	8759271	1.0	1.0
gene:TraesCS5D03G0032700	Chr5D	8534121	8540085	-	8537103	Chr5D	8764157	8770121	-	8767139	1.0	1.0
gene:TraesCS5D03G0032800	Chr5D	8611516	8614138	-	8612827	Chr5D	8841567	8844189	-	8842878	1.0	1.0
gene:TraesCS5D03G0032900	Chr5D	8614789	8615043	-	8614916	Chr5D	8844840	8845094	-	8844967	1.0	1.0
gene:TraesCS5D03G0033000	Chr5D	8649559	8663338	-	8656448	Chr5D	8879612	8893391	-	8886501	1.0	1.0
gene:TraesCS5D03G0033100	Chr5D	8665040	8668025	-	8666532	Chr5D	8894901	8897886	-	8896393	1.0	1.0
gene:TraesCS5D03G0033700	Chr5D	8760580	8761485	-	8761032	Chr5D	8989245	8990150	-	8989697	1.0	1.0
gene:TraesCS5D03G0033600	Chr5D	8760550	8761728	+	8761139	Chr5D	8989215	8990393	+	8989804	1.0	1.0
gene:TraesCS5D03G0034100	Chr5D	9055345	9056199	+	9055772	Chr5D	9284050	9284904	+	9284477	1.0	1.0
gene:TraesCS5D03G0034200	Chr5D	9072954	9076493	+	9074723	Chr5D	9301658	9305203	+	9303430	1.0	1.0
gene:TraesCS5D03G0034500	Chr5D	9130463	9132648	-	9131555	Chr5D	9359208	9361393	-	9360300	1.0	1.0
gene:TraesCS5D03G0034800	Chr5D	9185614	9186012	+	9185813	Chr5D	9414368	9414766	+	9414567	1.0	1.0
gene:TraesCS5D03G0035100	Chr5D	9225900	9231687	+	9228793	Chr5D	9454689	9460475	+	9457582	1.0	1.0
gene:TraesCS5D03G0035300	Chr5D	9235784	9237983	+	9236883	Chr5D	9464573	9466772	+	9465672	1.0	1.0
gene:TraesCS5D03G0035400	Chr5D	9238099	9242366	-	9240232	Chr5D	9466888	9471155	-	9469021	1.0	1.0
gene:TraesCS5D03G0035600	Chr5D	9333018	9343813	-	9338415	Chr5D	9561132	9571923	-	9566527	1.0	1.0
gene:TraesCS5D03G0035800	Chr5D	9395161	9395820	+	9395490	Chr5D	9623270	9623929	+	9623599	1.0	1.0
gene:TraesCS5D03G0035900	Chr5D	9406057	9407312	+	9406684	Chr5D	9634056	9635311	+	9634683	1.0	1.0
gene:TraesCS5D03G0036100	Chr5D	9446443	9447447	+	9446945	Chr5D	9673552	9674556	+	9674054	1.0	1.0
gene:TraesCS5D03G0036200	Chr5D	9499846	9501662	-	9500754	Chr5D	9726982	9728798	-	9727890	1.0	1.0
gene:TraesCS5D03G0036300	Chr5D	9515824	9518741	-	9517282	Chr5D	9742972	9745889	-	9744430	1.0	1.0
gene:TraesCS5D03G0036400	Chr5D	9583881	9585814	+	9584847	Chr5D	9811036	9812969	+	9812002	1.0	1.0
gene:TraesCS5D03G0036600	Chr5D	9639722	9640204	-	9639963	Chr5D	9866986	9867468	-	9867227	1.0	1.0
gene:TraesCS5D03G0036700	Chr5D	9660913	9661794	+	9661353	Chr5D	9888180	9889061	+	9888620	1.0	1.0
gene:TraesCS5D03G0037100	Chr5D	9688115	9689533	-	9688824	Chr5D	9915383	9916801	-	9916092	1.0	0.999
gene:TraesCS5D03G0037600	Chr5D	9835169	9837618	-	9836393	Chr5D	10062474	10064923	-	10063698	1.0	1.0
gene:TraesCS5D03G0037700	Chr5D	9839250	9844749	-	9841999	Chr5D	10066554	10071814	-	10069184	1.0	1.0
gene:TraesCS5D03G0037800	Chr5D	10011395	10018127	-	10014761	Chr5D	10238457	10245183	-	10241820	1.0	1.0
gene:TraesCS5D03G0038000	Chr5D	10056183	10057176	+	10056679	Chr5D	10283260	10284253	+	10283756	1.0	1.0
gene:TraesCS5D03G0038100	Chr5D	10058326	10066268	-	10062297	Chr5D	10285406	10293348	-	10289377	1.0	1.0
gene:TraesCS5D03G0038300	Chr5D	10149912	10152613	+	10151262	Chr5D	10375671	10378372	+	10377021	1.0	1.0
gene:TraesCS5D03G0038400	Chr5D	10173441	10177390	+	10175415	Chr5D	10399200	10403171	+	10401185	0.999	0.996
gene:TraesCS5D03G0038600	Chr5D	10573532	10577805	+	10575668	Chr5D	10798891	10803164	+	10801027	1.0	1.0
gene:TraesCS5D03G0038700	Chr5D	10576248	10576604	-	10576426	Chr5D	10801607	10801963	-	10801785	1.0	1.0
gene:TraesCS5D03G0038900	Chr5D	10600401	10601132	-	10600766	Chr5D	10825762	10826493	-	10826127	1.0	1.0
gene:TraesCS5D03G0039000	Chr5D	10627124	10633383	+	10630253	Chr5D	10852562	10858821	+	10855691	1.0	0.998
gene:TraesCS5D03G0039300	Chr5D	10642695	10648565	+	10645630	Chr5D	10868133	10874004	+	10871068	1.0	1.0
gene:TraesCS5D03G0039400	Chr5D	10730194	10730646	+	10730420	Chr5D	10955637	10956089	+	10955863	1.0	1.0
gene:TraesCS5D03G0039500	Chr5D	10783165	10783956	+	10783560	Chr5D	11008610	11009401	+	11009005	1.0	1.0
gene:TraesCS5D03G0039900	Chr5D	10878352	10881339	+	10879845	Chr5D	11102777	11105764	+	11104270	1.0	1.0
gene:TraesCS5D03G0040000	Chr5D	11002028	11005811	+	11003919	Chr5D	11225338	11229121	+	11227229	1.0	1.0
gene:TraesCS5D03G0040100	Chr5D	11112799	11113703	-	11113251	Chr5D	11334813	11335717	-	11335265	1.0	1.0
gene:TraesCS5D03G0040700	Chr5D	11400698	11403390	-	11402044	Chr5D	11622946	11625638	-	11624292	1.0	1.0
gene:TraesCS5D03G0040800	Chr5D	11406258	11408192	-	11407225	Chr5D	11628506	11630440	-	11629473	1.0	1.0
gene:TraesCS5D03G0041100	Chr5D	11463934	11465058	+	11464496	Chr5D	11686177	11687301	+	11686739	1.0	0.989
gene:TraesCS5D03G0041200	Chr5D	11529869	11533644	+	11531756	Chr5D	11752179	11755954	+	11754066	1.0	1.0
gene:TraesCS5D03G0041400	Chr5D	11671444	11672550	-	11671997	Chr5D	11893679	11894785	-	11894232	1.0	1.0
gene:TraesCS5D03G0041500	Chr5D	11708289	11709407	-	11708848	Chr5D	11930544	11931662	-	11931103	1.0	0.999
gene:TraesCS5D03G0041900	Chr5D	12041353	12044397	-	12042875	Chr5D	12261730	12264774	-	12263252	1.0	1.0
gene:TraesCS5D03G0042200	Chr5D	12251169	12252599	-	12251884	Chr5D	12471720	12473150	-	12472435	1.0	1.0
gene:TraesCS5D03G0042500	Chr5D	12306016	12313508	-	12309762	Chr5D	12526568	12534060	-	12530314	1.0	0.999
gene:TraesCS5D03G0043100	Chr5D	12674557	12678922	+	12676739	Chr5D	12892786	12897151	+	12894968	1.0	0.999
gene:TraesCS5D03G0043200	Chr5D	12679145	12684151	+	12681648	Chr5D	12897374	12902094	+	12899734	1.0	1.0
gene:TraesCS5D03G0043300	Chr5D	12685547	12686545	+	12686046	Chr5D	12903490	12904488	+	12903989	1.0	1.0
gene:TraesCS5D03G0043400	Chr5D	12688531	12689491	-	12689011	Chr5D	12906474	12907434	-	12906954	1.0	1.0
gene:TraesCS5D03G0044100	Chr5D	13005661	13010693	+	13008177	Chr5D	13221882	13226918	+	13224400	0.998	0.993
gene:TraesCS5D03G0044400	Chr5D	13018386	13018541	-	13018463	Chr5D	13234609	13234764	-	13234686	1.0	1.0
gene:TraesCS5D03G0044600	Chr5D	13049822	13051510	+	13050666	Chr5D	13266049	13267737	+	13266893	1.0	1.0
gene:TraesCS5D03G0044700	Chr5D	13059576	13075331	-	13067453	Chr5D	13275803	13291558	-	13283680	1.0	1.0
gene:TraesCS5D03G0044800	Chr5D	13252970	13254069	-	13253519	Chr5D	13468123	13469222	-	13468672	1.0	1.0
gene:TraesCS5D03G0045200	Chr5D	13394161	13398365	-	13396263	Chr5D	13608560	13612756	-	13610658	1.0	1.0
gene:TraesCS5D03G0045700	Chr5D	13791828	13794523	+	13793175	Chr5D	14010463	14013158	+	14011810	1.0	1.0
gene:TraesCS5D03G0045900	Chr5D	13794740	13795992	-	13795366	Chr5D	14013375	14014627	-	14014001	1.0	1.0
gene:TraesCS5D03G0046000	Chr5D	13803203	13808278	+	13805740	Chr5D	14021837	14026912	+	14024374	1.0	1.0
gene:TraesCS5D03G0046500	Chr5D	13865255	13866905	-	13866080	Chr5D	14083888	14085538	-	14084713	1.0	1.0
gene:TraesCS5D03G0047000	Chr5D	13967581	13976852	-	13972216	Chr5D	14184512	14193402	-	14188957	1.0	1.0
gene:TraesCS5D03G0047300	Chr5D	13998301	14002102	+	14000201	Chr5D	14214549	14218345	+	14216447	1.0	1.0
gene:TraesCS5D03G0047500	Chr5D	14004186	14005504	-	14004845	Chr5D	14220429	14221747	-	14221088	1.0	1.0
gene:TraesCS5D03G0047800	Chr5D	14105647	14106929	+	14106288	Chr5D	14321728	14323010	+	14322369	1.0	1.0
gene:TraesCS5D03G0047900	Chr5D	14191472	14200433	-	14195952	Chr5D	14407407	14416368	-	14411887	1.0	1.0
gene:TraesCS5D03G0048200	Chr5D	14462958	14469410	-	14466184	Chr5D	14678917	14685369	-	14682143	1.0	1.0
gene:TraesCS5D03G0048500	Chr5D	14606373	14607878	-	14607125	Chr5D	14822365	14823870	-	14823117	1.0	1.0
gene:TraesCS5D03G0048800	Chr5D	14809040	14809618	+	14809329	Chr5D	15023901	15024479	+	15024190	1.0	1.0
gene:TraesCS5D03G0049100	Chr5D	15033130	15036689	+	15034909	Chr5D	15247470	15251029	+	15249249	1.0	1.0
