gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Cadenza_v2_tgt_chr	Cadenza_v2_tgt_start	Cadenza_v2_tgt_end	Cadenza_v2_tgt_strand	Cadenza_v2_tgt_midpoint	Cadenza_v2_coverage	Cadenza_v2_identity
gene:TraesCS1A03G0005000	Chr1A	1226759	1227184	-	1226971	Chr1A	1214421	1214846	-	1214633	1.0	1.0
gene:TraesCS1A03G0005200	Chr1A	1230199	1236314	-	1233256	Chr1A	1217861	1224007	-	1220934	0.999	0.991
gene:TraesCS1A03G0005600	Chr1A	1334686	1346171	-	1340428	Chr1A	1321763	1333250	-	1327506	1.0	1.0
gene:TraesCS1A03G0006700	Chr1A	1570115	1571372	-	1570743	Chr1A	1557084	1558341	-	1557712	1.0	0.998
gene:TraesCS1A03G0007600	Chr1A	1938410	1941394	+	1939902	Chr1A	1900722	1903706	+	1902214	1.0	1.0
gene:TraesCS1A03G0007700	Chr1A	1946022	1947181	+	1946601	Chr1A	1908256	1909443	+	1908849	1.0	0.969
gene:TraesCS1A03G0007800	Chr1A	1946792	1947917	+	1947354	Chr1A	1909054	1910179	+	1909616	1.0	1.0
gene:TraesCS1A03G0007900	Chr1A	1963897	1965450	+	1964673	Chr1A	1924816	1926369	+	1925592	1.0	1.0
gene:TraesCS1A03G0008100	Chr1A	2058764	2060237	-	2059500	Chr1A	2019696	2021169	-	2020432	1.0	1.0
gene:TraesCS1A03G0008200	Chr1A	2058764	2060237	-	2059500	Chr1A	2019696	2021169	-	2020432	1.0	1.0
gene:TraesCS1A03G0008500	Chr1A	2058909	2060171	-	2059540	Chr1A	2019841	2021103	-	2020472	1.0	1.0
gene:TraesCS1A03G0008600	Chr1A	2058909	2060171	-	2059540	Chr1A	2019841	2021103	-	2020472	1.0	1.0
gene:TraesCS1A03G0008300	Chr1A	2058909	2060171	-	2059540	Chr1A	2019841	2021103	-	2020472	1.0	1.0
gene:TraesCS1A03G0008400	Chr1A	2058909	2060171	-	2059540	Chr1A	2019841	2021103	-	2020472	1.0	1.0
gene:TraesCS1A03G0009000	Chr1A	2567417	2577225	+	2572321	Chr1A	2460399	2470207	+	2465303	1.0	1.0
gene:TraesCS1A03G0009200	Chr1A	2579251	2580660	+	2579955	Chr1A	2472233	2473642	+	2472937	1.0	1.0
gene:TraesCS1A03G0009700	Chr1A	2599654	2609145	-	2604399	Chr1A	2492635	2502126	-	2497380	1.0	1.0
gene:TraesCS1A03G0009800	Chr1A	2632156	2645682	+	2638919	Chr1A	2525143	2538669	+	2531906	1.0	1.0
gene:TraesCS1A03G0010100	Chr1A	2702309	2725215	+	2713762	Chr1A	2595278	2618182	+	2606730	1.0	1.0
gene:TraesCS1A03G0010400	Chr1A	3066928	3068553	-	3067740	Chr1A	2959870	2961495	-	2960682	1.0	0.999
gene:TraesCS1A03G0010900	Chr1A	3089925	3090365	-	3090145	Chr1A	2982853	2983293	-	2983073	1.0	0.997
gene:TraesCS1A03G0011000	Chr1A	3105946	3108798	+	3107372	Chr1A	2998861	3001713	+	3000287	1.0	0.999
gene:TraesCS1A03G0011100	Chr1A	3134034	3141665	-	3137849	Chr1A	3026959	3034570	-	3030764	1.0	0.999
gene:TraesCS1A03G0011500	Chr1A	3196818	3197822	+	3197320	Chr1A	3089653	3090657	+	3090155	1.0	1.0
gene:TraesCS1A03G0012100	Chr1A	3281811	3283241	-	3282526	Chr1A	3174892	3176322	-	3175607	1.0	0.983
gene:TraesCS1A03G0013100	Chr1A	3442853	3443320	-	3443086	Chr1A	4003662	4004118	-	4003890	0.962	0.912
gene:TraesCS1A03G0013900	Chr1A	3747551	3750600	+	3749075	Chr1A	4011990	4015234	+	4013612	0.95	0.906
gene:TraesCS1A03G0014300	Chr1A	3927688	3931188	+	3929438	Chr1A	4163793	4167273	+	4165533	0.998	0.977
gene:TraesCS1A03G0014400	Chr1A	3927688	3931514	+	3929601	Chr1A	4163793	4167599	+	4165696	0.999	0.978
gene:TraesCS1A03G0014600	Chr1A	3968199	3969779	+	3968989	Chr1A	4251474	4253038	+	4252256	0.989	0.986
gene:TraesCS1A03G0014800	Chr1A	3971915	3974133	-	3973024	Chr1A	4255175	4257393	-	4256284	1.0	1.0
gene:TraesCS1A03G0014900	Chr1A	3975641	3979278	+	3977459	Chr1A	4258899	4262536	+	4260717	1.0	0.997
gene:TraesCS1A03G0015100	Chr1A	4006353	4007991	+	4007172	Chr1A	4289616	4291254	+	4290435	1.0	0.997
gene:TraesCS1A03G0015600	Chr1A	4110192	4111500	+	4110846	Chr1A	4395027	4396335	+	4395681	1.0	0.999
gene:TraesCS1A03G0015700	Chr1A	4112376	4115274	-	4113825	Chr1A	4397211	4400097	-	4398654	0.992	0.992
gene:TraesCS1A03G0016000	Chr1A	4248617	4255576	-	4252096	Chr1A	4532517	4539184	-	4535850	1.0	1.0
gene:TraesCS1A03G0016200	Chr1A	4370836	4376697	+	4373766	Chr1A	4653650	4659511	+	4656580	1.0	1.0
gene:TraesCS1A03G0016300	Chr1A	4379285	4384806	-	4382045	Chr1A	4662099	4667626	-	4664862	1.0	0.999
gene:TraesCS1A03G0016400	Chr1A	4439929	4443198	+	4441563	Chr1A	4721484	4724753	+	4723118	1.0	1.0
gene:TraesCS1A03G0016500	Chr1A	4444852	4447770	-	4446311	Chr1A	4726407	4729325	-	4727866	1.0	1.0
gene:TraesCS1A03G0016700	Chr1A	4455552	4458579	-	4457065	Chr1A	4737107	4740135	-	4738621	1.0	1.0
gene:TraesCS1A03G0017100	Chr1A	4481219	4484678	-	4482948	Chr1A	4762782	4766241	-	4764511	1.0	1.0
gene:TraesCS1A03G0017200	Chr1A	4493001	4496793	-	4494897	Chr1A	4774585	4778377	-	4776481	1.0	1.0
gene:TraesCS1A03G0017400	Chr1A	4524156	4525613	-	4524884	Chr1A	4805740	4807197	-	4806468	1.0	1.0
gene:TraesCS1A03G0017500	Chr1A	4570594	4574086	-	4572340	Chr1A	4852182	4855673	-	4853927	0.999	0.999
gene:TraesCS1A03G0017700	Chr1A	4605426	4609380	-	4607403	Chr1A	4887003	4890957	-	4888980	1.0	1.0
gene:TraesCS1A03G0018400	Chr1A	4643782	4647658	-	4645720	Chr1A	4925364	4929240	-	4927302	1.0	1.0
gene:TraesCS1A03G0018600	Chr1A	4659235	4661188	-	4660211	Chr1A	4940816	4942769	-	4941792	1.0	1.0
gene:TraesCS1A03G0018800	Chr1A	4668102	4669750	-	4668926	Chr1A	4949683	4951331	-	4950507	1.0	1.0
gene:TraesCS1A03G0018900	Chr1A	4688180	4690620	-	4689400	Chr1A	4969761	4972201	-	4970981	1.0	1.0
gene:TraesCS1A03G0019200	Chr1A	4764892	4765791	+	4765341	Chr1A	5046518	5047417	+	5046967	1.0	1.0
gene:TraesCS1A03G0019300	Chr1A	4783488	4784380	+	4783934	Chr1A	5065116	5066008	+	5065562	1.0	1.0
gene:TraesCS1A03G0019600	Chr1A	4833835	4834480	-	4834157	Chr1A	5115469	5116111	-	5115790	0.995	0.995
gene:TraesCS1A03G0019800	Chr1A	4897332	4898204	+	4897768	Chr1A	5178971	5179843	+	5179407	1.0	1.0
gene:TraesCS1A03G0020400	Chr1A	5018187	5019044	+	5018615	Chr1A	5299572	5300429	+	5300000	1.0	1.0
gene:TraesCS1A03G0020500	Chr1A	5026172	5027029	+	5026600	Chr1A	5307292	5308149	+	5307720	1.0	1.0
gene:TraesCS1A03G0020600	Chr1A	5030561	5033532	+	5032046	Chr1A	5311681	5314652	+	5313166	1.0	1.0
gene:TraesCS1A03G0020700	Chr1A	5032814	5033138	-	5032976	Chr1A	5313934	5314258	-	5314096	1.0	1.0
gene:TraesCS1A03G0020800	Chr1A	5038069	5038671	+	5038370	Chr1A	5319189	5319791	+	5319490	1.0	1.0
gene:TraesCS1A03G0020900	Chr1A	5039590	5039808	+	5039699	Chr1A	5320710	5320928	+	5320819	1.0	1.0
gene:TraesCS1A03G0021200	Chr1A	5048045	5048254	+	5048149	Chr1A	5328808	5329017	+	5328912	1.0	1.0
gene:TraesCS1A03G0021300	Chr1A	5080241	5080916	+	5080578	Chr1A	5361005	5361680	+	5361342	1.0	1.0
gene:TraesCS1A03G0021500	Chr1A	5185968	5186757	-	5186362	Chr1A	5466761	5467550	-	5467155	1.0	0.998
gene:TraesCS1A03G0022100	Chr1A	5545869	5552088	+	5548978	Chr1A	5809595	5815868	+	5812731	0.969	0.924
gene:TraesCS1A03G0022300	Chr1A	5597980	5603264	+	5600622	Chr1A	5861820	5867104	+	5864462	1.0	0.997
gene:TraesCS1A03G0023500	Chr1A	5849114	5850676	+	5849895	Chr1A	6264129	6265634	+	6264881	0.958	0.945
gene:TraesCS1A03G0023800	Chr1A	6068357	6073773	-	6071065	Chr1A	6429766	6435184	-	6432475	1.0	0.994
gene:TraesCS1A03G0023900	Chr1A	6173623	6173880	+	6173751	Chr1A	6537752	6538009	+	6537880	1.0	0.996
gene:TraesCS1A03G0024300	Chr1A	6273767	6275702	+	6274734	Chr1A	6939002	6941037	+	6940019	1.0	0.989
gene:TraesCS1A03G0024500	Chr1A	6665657	6669742	+	6667699	Chr1A	7075634	7079722	+	7077678	1.0	0.995
gene:TraesCS1A03G0027300	Chr1A	7411483	7411740	-	7411611	Chr1A	6504824	6505081	+	6504952	1.0	0.91
gene:TraesCS1A03G0027900	Chr1A	7609720	7611140	-	7610430	Chr1A	7392857	7394211	-	7393534	0.953	0.952
gene:TraesCS1A03G0028000	Chr1A	7625934	7626749	-	7626341	Chr1A	7408217	7409032	-	7408624	1.0	1.0
gene:TraesCS1A03G0028100	Chr1A	7660295	7662777	-	7661536	Chr1A	7441249	7443444	-	7442346	1.0	1.0
gene:TraesCS1A03G0028200	Chr1A	7685526	7687743	-	7686634	Chr1A	7466193	7468410	-	7467301	1.0	0.998
gene:TraesCS1A03G0028300	Chr1A	7705071	7705988	+	7705529	Chr1A	7486421	7487335	+	7486878	0.996	0.996
gene:TraesCS1A03G0028500	Chr1A	7877764	7878655	+	7878209	Chr1A	7658056	7658947	+	7658501	1.0	1.0
gene:TraesCS1A03G0028600	Chr1A	7882106	7883939	+	7883022	Chr1A	7662145	7663978	+	7663061	1.0	1.0
gene:TraesCS1A03G0028700	Chr1A	7885355	7892368	-	7888861	Chr1A	7665394	7671971	-	7668682	1.0	1.0
gene:TraesCS1A03G0029000	Chr1A	7970519	7971449	-	7970984	Chr1A	7748102	7749032	-	7748567	1.0	1.0
gene:TraesCS1A03G0029300	Chr1A	8076711	8080232	-	8078471	Chr1A	7853188	7856709	-	7854948	1.0	1.0
gene:TraesCS1A03G0029400	Chr1A	8081207	8081419	-	8081313	Chr1A	7857684	7857896	-	7857790	1.0	1.0
gene:TraesCS1A03G0029500	Chr1A	8082307	8082522	-	8082414	Chr1A	7860140	7860355	-	7860247	1.0	1.0
gene:TraesCS1A03G0029600	Chr1A	8089436	8089945	-	8089690	Chr1A	7867270	7867779	-	7867524	1.0	0.998
gene:TraesCS1A03G0029700	Chr1A	8104538	8109509	+	8107023	Chr1A	7882034	7886733	+	7884383	1.0	0.964
gene:TraesCS1A03G0029800	Chr1A	8233277	8236766	-	8235021	Chr1A	8084770	8088259	-	8086514	1.0	1.0
gene:TraesCS1A03G0029900	Chr1A	8249137	8252647	-	8250892	Chr1A	8100413	8103923	-	8102168	1.0	1.0
gene:TraesCS1A03G0030000	Chr1A	8263670	8265615	-	8264642	Chr1A	8114715	8116660	-	8115687	1.0	1.0
gene:TraesCS1A03G0031000	Chr1A	8448758	8449502	-	8449130	Chr1A	8294417	8295161	-	8294789	1.0	1.0
gene:TraesCS1A03G0031200	Chr1A	8456694	8457124	-	8456909	Chr1A	8302353	8302783	-	8302568	1.0	1.0
gene:TraesCS1A03G0031300	Chr1A	8457959	8463291	-	8460625	Chr1A	8303618	8308951	-	8306284	1.0	1.0
gene:TraesCS1A03G0031500	Chr1A	8526026	8532786	+	8529406	Chr1A	8371704	8378464	+	8375084	1.0	1.0
gene:TraesCS1A03G0031600	Chr1A	8533323	8534333	+	8533828	Chr1A	8379001	8380011	+	8379506	1.0	1.0
gene:TraesCS1A03G0031900	Chr1A	8575612	8576836	-	8576224	Chr1A	8412554	8413778	-	8413166	1.0	0.997
gene:TraesCS1A03G0032000	Chr1A	8616326	8617328	+	8616827	Chr1A	8435998	8437000	+	8436499	1.0	0.995
gene:TraesCS1A03G0032100	Chr1A	8618386	8621059	+	8619722	Chr1A	8438098	8440859	+	8439478	1.0	0.995
gene:TraesCS1A03G0032200	Chr1A	8623361	8635717	+	8629539	Chr1A	8443321	8457727	+	8450524	0.999	0.996
gene:TraesCS1A03G0032400	Chr1A	8652783	8653352	+	8653067	Chr1A	8476542	8477111	+	8476826	1.0	1.0
gene:TraesCS1A03G0032500	Chr1A	8656184	8666852	+	8661518	Chr1A	8479943	8490612	+	8485277	1.0	1.0
gene:TraesCS1A03G0033100	Chr1A	8862666	8862860	-	8862763	Chr1A	8679087	8679281	-	8679184	1.0	1.0
gene:TraesCS1A03G0033200	Chr1A	8866181	8866776	-	8866478	Chr1A	8682602	8683197	-	8682899	1.0	1.0
gene:TraesCS1A03G0033300	Chr1A	8875965	8876255	+	8876110	Chr1A	8692391	8692681	+	8692536	1.0	1.0
gene:TraesCS1A03G0033600	Chr1A	8981643	8982502	+	8982072	Chr1A	8806027	8806886	+	8806456	1.0	1.0
gene:TraesCS1A03G0033800	Chr1A	8990493	8993152	-	8991822	Chr1A	8814879	8817538	-	8816208	1.0	1.0
gene:TraesCS1A03G0033900	Chr1A	8996174	9008804	-	9002489	Chr1A	8820560	8833187	-	8826873	1.0	1.0
gene:TraesCS1A03G0034000	Chr1A	9014494	9016070	-	9015282	Chr1A	8838877	8840453	-	8839665	1.0	1.0
gene:TraesCS1A03G0034100	Chr1A	9023921	9024508	-	9024214	Chr1A	8848196	8848783	-	8848489	1.0	0.997
gene:TraesCS1A03G0034200	Chr1A	9036098	9036996	-	9036547	Chr1A	8860100	8860998	-	8860549	1.0	1.0
gene:TraesCS1A03G0034400	Chr1A	9115955	9117195	-	9116575	Chr1A	8939362	8940602	-	8939982	1.0	1.0
gene:TraesCS1A03G0034600	Chr1A	9149837	9152212	+	9151024	Chr1A	8972705	8975080	+	8973892	1.0	1.0
gene:TraesCS1A03G0034700	Chr1A	9169077	9169745	+	9169411	Chr1A	8992339	8993007	+	8992673	1.0	1.0
gene:TraesCS1A03G0034800	Chr1A	9173491	9176022	+	9174756	Chr1A	8996753	8999284	+	8998018	1.0	1.0
gene:TraesCS1A03G0035100	Chr1A	9295766	9296089	+	9295927	Chr1A	9117830	9118153	+	9117991	1.0	1.0
gene:TraesCS1A03G0035200	Chr1A	9301181	9301960	+	9301570	Chr1A	9123245	9124024	+	9123634	1.0	1.0
gene:TraesCS1A03G0036100	Chr1A	9480719	9483259	-	9481989	Chr1A	9315613	9318153	-	9316883	1.0	1.0
gene:TraesCS1A03G0036200	Chr1A	9496105	9498615	-	9497360	Chr1A	9330576	9333086	-	9331831	1.0	1.0
gene:TraesCS1A03G0036900	Chr1A	9577016	9578170	-	9577593	Chr1A	9437484	9438638	-	9438061	1.0	1.0
gene:TraesCS1A03G0037000	Chr1A	9578228	9583585	-	9580906	Chr1A	9438696	9444065	-	9441380	1.0	0.999
gene:TraesCS1A03G0037100	Chr1A	9585976	9590029	+	9588002	Chr1A	9446456	9450509	+	9448482	1.0	1.0
gene:TraesCS1A03G0037200	Chr1A	9598810	9600750	+	9599780	Chr1A	9459303	9461262	+	9460282	1.0	0.988
gene:TraesCS1A03G0037300	Chr1A	9602925	9605100	-	9604012	Chr1A	9463437	9465612	-	9464524	1.0	0.998
gene:TraesCS1A03G0037500	Chr1A	9630108	9631642	-	9630875	Chr1A	9490168	9491702	-	9490935	1.0	1.0
gene:TraesCS1A03G0037600	Chr1A	9634267	9636102	+	9635184	Chr1A	9494327	9496162	+	9495244	1.0	1.0
gene:TraesCS1A03G0037700	Chr1A	9650321	9652002	+	9651161	Chr1A	9510381	9512062	+	9511221	1.0	1.0
gene:TraesCS1A03G0037800	Chr1A	9659454	9661345	+	9660399	Chr1A	9519514	9521405	+	9520459	1.0	1.0
gene:TraesCS1A03G0037900	Chr1A	9664474	9668558	+	9666516	Chr1A	9524534	9528618	+	9526576	1.0	1.0
gene:TraesCS1A03G0038100	Chr1A	9670581	9673361	+	9671971	Chr1A	9530641	9533421	+	9532031	1.0	1.0
gene:TraesCS1A03G0038300	Chr1A	9680666	9683489	+	9682077	Chr1A	9540726	9543549	+	9542137	1.0	1.0
gene:TraesCS1A03G0038700	Chr1A	9949251	9953276	-	9951263	Chr1A	9812507	9816532	-	9814519	1.0	1.0
gene:TraesCS1A03G0038800	Chr1A	9965439	9971270	-	9968354	Chr1A	9828694	9834525	-	9831609	1.0	0.999
gene:TraesCS1A03G0038900	Chr1A	10001491	10006436	+	10003963	Chr1A	9864735	9869678	+	9867206	1.0	0.999
gene:TraesCS1A03G0039100	Chr1A	10051524	10055292	-	10053408	Chr1A	9914765	9918533	-	9916649	1.0	1.0
gene:TraesCS1A03G0039200	Chr1A	10068509	10068733	+	10068621	Chr1A	9931743	9931967	+	9931855	1.0	1.0
gene:TraesCS1A03G0039300	Chr1A	10424358	10427431	+	10425894	Chr1A	10285232	10288305	+	10286768	1.0	1.0
gene:TraesCS1A03G0039400	Chr1A	10437621	10438698	-	10438159	Chr1A	10302070	10303147	-	10302608	1.0	1.0
gene:TraesCS1A03G0039500	Chr1A	10439448	10445246	-	10442347	Chr1A	10303897	10309695	-	10306796	1.0	1.0
gene:TraesCS1A03G0039600	Chr1A	10453750	10457809	+	10455779	Chr1A	10318422	10322093	+	10320257	0.92	0.92
gene:TraesCS1A03G0039700	Chr1A	10460531	10460698	+	10460614	Chr1A	10324815	10324982	+	10324898	1.0	1.0
gene:TraesCS1A03G0039800	Chr1A	10461606	10464101	-	10462853	Chr1A	10325890	10328385	-	10327137	1.0	1.0
gene:TraesCS1A03G0040000	Chr1A	10490914	10491929	+	10491421	Chr1A	10354565	10355580	+	10355072	1.0	1.0
gene:TraesCS1A03G0040400	Chr1A	10564167	10565112	+	10564639	Chr1A	10406473	10407418	+	10406945	1.0	1.0
gene:TraesCS1A03G0040500	Chr1A	10573150	10574930	+	10574040	Chr1A	10415463	10417243	+	10416353	1.0	1.0
gene:TraesCS1A03G0040800	Chr1A	10589661	10591464	-	10590562	Chr1A	10431674	10433477	-	10432575	1.0	1.0
gene:TraesCS1A03G0041800	Chr1A	10710567	10713989	+	10712278	Chr1A	10463742	10467164	+	10465453	1.0	1.0
gene:TraesCS1A03G0041900	Chr1A	10725091	10727687	-	10726389	Chr1A	10477969	10480565	-	10479267	1.0	1.0
gene:TraesCS1A03G0042000	Chr1A	10728950	10733440	+	10731195	Chr1A	10481828	10486318	+	10484073	1.0	1.0
gene:TraesCS1A03G0042200	Chr1A	10739686	10745366	-	10742526	Chr1A	10492564	10498244	-	10495404	1.0	1.0
gene:TraesCS1A03G0042500	Chr1A	10838561	10839687	+	10839124	Chr1A	10590504	10591630	+	10591067	1.0	1.0
gene:TraesCS1A03G0042600	Chr1A	10845838	10847062	+	10846450	Chr1A	10597547	10598771	+	10598159	1.0	1.0
gene:TraesCS1A03G0042800	Chr1A	10913179	10917797	+	10915488	Chr1A	10664055	10668673	+	10666364	1.0	1.0
gene:TraesCS1A03G0042900	Chr1A	10918795	10921847	-	10920321	Chr1A	10669671	10672723	-	10671197	1.0	1.0
gene:TraesCS1A03G0043100	Chr1A	10923686	10926635	+	10925160	Chr1A	10674562	10677511	+	10676036	1.0	1.0
gene:TraesCS1A03G0043200	Chr1A	10931226	10932882	-	10932054	Chr1A	10681900	10683556	-	10682728	1.0	1.0
gene:TraesCS1A03G0043400	Chr1A	10942115	10945096	-	10943605	Chr1A	10692883	10695864	-	10694373	1.0	1.0
gene:TraesCS1A03G0043500	Chr1A	10949253	10953370	-	10951311	Chr1A	10700021	10703900	-	10701960	1.0	1.0
gene:TraesCS1A03G0043600	Chr1A	10956205	10959149	-	10957677	Chr1A	10706735	10709679	-	10708207	1.0	1.0
gene:TraesCS1A03G0043800	Chr1A	10967522	10970432	-	10968977	Chr1A	10718071	10720849	-	10719460	1.0	1.0
gene:TraesCS1A03G0044000	Chr1A	11011915	11014621	-	11013268	Chr1A	10761231	10763937	-	10762584	1.0	1.0
gene:TraesCS1A03G0044200	Chr1A	11033138	11034392	+	11033765	Chr1A	10782398	10783652	+	10783025	1.0	1.0
gene:TraesCS1A03G0044800	Chr1A	11131772	11133821	+	11132796	Chr1A	10880168	10882217	+	10881192	1.0	0.999
gene:TraesCS1A03G0045000	Chr1A	11141822	11143311	+	11142566	Chr1A	10890051	10891540	+	10890795	1.0	1.0
gene:TraesCS1A03G0045100	Chr1A	11156810	11158429	-	11157619	Chr1A	10904572	10906191	-	10905381	1.0	1.0
gene:TraesCS1A03G0045300	Chr1A	11225627	11228111	+	11226869	Chr1A	10972592	10975076	+	10973834	1.0	1.0
gene:TraesCS1A03G0045500	Chr1A	11308760	11310967	+	11309863	Chr1A	11054553	11056760	+	11055656	1.0	1.0
gene:TraesCS1A03G0045600	Chr1A	11338411	11342293	+	11340352	Chr1A	11082795	11086677	+	11084736	1.0	1.0
gene:TraesCS1A03G0045700	Chr1A	11349421	11350443	+	11349932	Chr1A	11093318	11094212	+	11093765	1.0	0.968
gene:TraesCS1A03G0045900	Chr1A	11363580	11364105	-	11363842	Chr1A	11275804	11276308	+	11276056	0.956	0.916
gene:TraesCS1A03G0046200	Chr1A	11421349	11427850	-	11424599	Chr1A	11295707	11302758	-	11299232	0.992	0.965
gene:TraesCS1A03G0046300	Chr1A	11435719	11438817	+	11437268	Chr1A	11328981	11332083	+	11330532	1.0	0.996
gene:TraesCS1A03G0046500	Chr1A	11439104	11441975	-	11440539	Chr1A	11332370	11335160	-	11333765	0.994	0.982
gene:TraesCS1A03G0046600	Chr1A	11443246	11454401	+	11448823	Chr1A	11336426	11344386	+	11340406	0.999	0.996
gene:TraesCS1A03G0046900	Chr1A	11495332	11497221	+	11496276	Chr1A	11392579	11394461	+	11393520	1.0	0.987
gene:TraesCS1A03G0047100	Chr1A	11501540	11501983	+	11501761	Chr1A	11406702	11407145	+	11406923	1.0	0.978
gene:TraesCS1A03G0047200	Chr1A	11504567	11504946	+	11504756	Chr1A	11409783	11410163	+	11409973	1.0	0.985
gene:TraesCS1A03G0047300	Chr1A	11519726	11521384	+	11520555	Chr1A	11463889	11465517	+	11464703	0.98	0.949
gene:TraesCS1A03G0047400	Chr1A	11524459	11529220	-	11526839	Chr1A	11477574	11482338	-	11479956	1.0	0.995
gene:TraesCS1A03G0047600	Chr1A	11541507	11542143	+	11541825	Chr1A	11494664	11495300	+	11494982	1.0	0.992
gene:TraesCS1A03G0048800	Chr1A	11790508	11792148	-	11791328	Chr1A	11625374	11627014	-	11626194	1.0	0.994
gene:TraesCS1A03G0049100	Chr1A	11862706	11865339	+	11864022	Chr1A	11746103	11747359	+	11746731	1.0	0.943
gene:TraesCS1A03G0049300	Chr1A	11989634	11994688	-	11992161	Chr1A	11753510	11758528	-	11756019	1.0	0.961
gene:TraesCS1A03G0049900	Chr1A	12082077	12082292	+	12082184	Chr1A	11849550	11849765	+	11849657	1.0	0.986
gene:TraesCS1A03G0050000	Chr1A	12094747	12094989	+	12094868	Chr1A	11862322	11862564	+	11862443	1.0	0.975
gene:TraesCS1A03G0050100	Chr1A	12100859	12101074	-	12100966	Chr1A	11868429	11868644	-	11868536	1.0	0.995
gene:TraesCS1A03G0050800	Chr1A	12359423	12362655	-	12361039	Chr1A	11999137	12002249	-	12000693	0.936	0.925
gene:TraesCS1A03G0051100	Chr1A	12415347	12415641	-	12415494	Chr1A	12057011	12057305	-	12057158	1.0	0.991
gene:TraesCS1A03G0052400	Chr1A	12776082	12777463	+	12776772	Chr1A	12314392	12315773	+	12315082	1.0	1.0
gene:TraesCS1A03G0052600	Chr1A	12804837	12809929	-	12807383	Chr1A	12343809	12348902	-	12346355	1.0	0.998
gene:TraesCS1A03G0052700	Chr1A	12810363	12812123	+	12811243	Chr1A	12349336	12351096	+	12350216	1.0	1.0
gene:TraesCS1A03G0053000	Chr1A	12911047	12913620	-	12912333	Chr1A	12471278	12473850	-	12472564	1.0	0.999
gene:TraesCS1A03G0053100	Chr1A	12915599	12916915	+	12916257	Chr1A	12475829	12477145	+	12476487	1.0	1.0
gene:TraesCS1A03G0053300	Chr1A	12939671	12941173	+	12940422	Chr1A	12499927	12501434	+	12500680	1.0	0.992
gene:TraesCS1A03G0053400	Chr1A	12949198	12957146	+	12953172	Chr1A	12509373	12517315	+	12513344	0.999	0.994
gene:TraesCS1A03G0053900	Chr1A	13028665	13029764	-	13029214	Chr1A	12606114	12607213	-	12606663	1.0	0.991
