gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Cadenza_v2_tgt_chr	Cadenza_v2_tgt_start	Cadenza_v2_tgt_end	Cadenza_v2_tgt_strand	Cadenza_v2_tgt_midpoint	Cadenza_v2_coverage	Cadenza_v2_identity
gene:TraesCS6B03G0012200	Chr6B	4101789	4102203	+	4101996	Chr6B	4421342	4421756	+	4421549	1.0	1.0
gene:TraesCS6B03G0012400	Chr6B	4125013	4125984	+	4125498	Chr6B	4471072	4472046	+	4471559	0.995	0.948
gene:TraesCS6B03G0013100	Chr6B	4365827	4370767	+	4368297	Chr6B	4709266	4714016	+	4711641	0.998	0.991
gene:TraesCS6B03G0013400	Chr6B	4391416	4398100	+	4394758	Chr6B	4759216	4765900	+	4762558	1.0	0.999
gene:TraesCS6B03G0013500	Chr6B	4404062	4404739	+	4404400	Chr6B	4771864	4772541	+	4772202	1.0	0.997
gene:TraesCS6B03G0013700	Chr6B	4413195	4419297	+	4416246	Chr6B	4796595	4802700	+	4799647	1.0	0.996
gene:TraesCS6B03G0013900	Chr6B	4435732	4443343	-	4439537	Chr6B	4848535	4856134	+	4852334	1.0	0.993
gene:TraesCS6B03G0014800	Chr6B	4784208	4787302	+	4785755	Chr6B	5586603	5589102	-	5587852	1.0	0.981
gene:TraesCS6B03G0015900	Chr6B	4988145	4990408	+	4989276	Chr6B	5033663	5035599	+	5034631	0.996	0.949
gene:TraesCS6B03G0016400	Chr6B	5017617	5021758	+	5019687	Chr6B	5436405	5440879	-	5438642	0.98	0.902
gene:TraesCS6B03G0016500	Chr6B	5031400	5035651	-	5033525	Chr6B	5213355	5217584	-	5215469	0.972	0.939
gene:TraesCS6B03G0016600	Chr6B	5267504	5271857	+	5269680	Chr6B	5426658	5431043	+	5428850	0.996	0.98
gene:TraesCS6B03G0016900	Chr6B	5275373	5277237	+	5276305	Chr6B	5434429	5436238	+	5435333	0.959	0.933
gene:TraesCS6B03G0017400	Chr6B	5286921	5287880	-	5287400	Chr6B	5541609	5542568	-	5542088	1.0	0.968
gene:TraesCS6B03G0018500	Chr6B	5432365	5434175	-	5433270	Chr6B	5726958	5728719	-	5727838	1.0	0.916
gene:TraesCS6B03G0018700	Chr6B	5530350	5532958	-	5531654	Chr6B	5687268	5689870	-	5688569	1.0	0.996
gene:TraesCS6B03G0019300	Chr6B	5639201	5640067	-	5639634	Chr6B	5766114	5766980	-	5766547	1.0	0.99
gene:TraesCS6B03G0019700	Chr6B	6077589	6087397	-	6082493	Chr6B	6483214	6493166	-	6488190	0.994	0.966
gene:TraesCS6B03G0019800	Chr6B	6099288	6099791	+	6099539	Chr6B	6506188	6506691	+	6506439	1.0	0.983
gene:TraesCS6B03G0019900	Chr6B	6111305	6111814	+	6111559	Chr6B	6516916	6517425	+	6517170	1.0	1.0
gene:TraesCS6B03G0020400	Chr6B	6206476	6209545	-	6208010	Chr6B	6643133	6646202	-	6644667	1.0	0.999
gene:TraesCS6B03G0021800	Chr6B	6396832	6398301	+	6397566	Chr6B	6810568	6812037	+	6811302	1.0	0.972
gene:TraesCS6B03G0021900	Chr6B	6533377	6534963	-	6534170	Chr6B	6928706	6930292	-	6929499	1.0	0.995
gene:TraesCS6B03G0022700	Chr6B	6911203	6914974	+	6913088	Chr6B	7341448	7344818	+	7343133	0.961	0.9
gene:TraesCS6B03G0022800	Chr6B	6919273	6921999	+	6920636	Chr6B	7349701	7352427	+	7351064	1.0	0.983
gene:TraesCS6B03G0022900	Chr6B	6924085	6926402	+	6925243	Chr6B	7459991	7462214	+	7461102	0.953	0.929
gene:TraesCS6B03G0023000	Chr6B	6936001	6937452	+	6936726	Chr6B	7471974	7473425	+	7472699	0.999	0.986
gene:TraesCS6B03G0023300	Chr6B	7061530	7064275	-	7062902	Chr6B	7721867	7724670	-	7723268	0.983	0.947
gene:TraesCS6B03G0023500	Chr6B	7089330	7090701	-	7090015	Chr6B	7826456	7827826	-	7827141	0.997	0.974
gene:TraesCS6B03G0023700	Chr6B	7091353	7092945	+	7092149	Chr6B	7828542	7830117	+	7829329	0.989	0.968
gene:TraesCS6B03G0023900	Chr6B	7115022	7120828	-	7117925	Chr6B	7833505	7839293	-	7836399	0.999	0.995
gene:TraesCS6B03G0024000	Chr6B	7164686	7167146	-	7165916	Chr6B	7369851	7372310	+	7371080	0.999	0.974
gene:TraesCS6B03G0024300	Chr6B	7232910	7239589	+	7236249	Chr6B	7944154	7950833	+	7947493	1.0	1.0
gene:TraesCS6B03G0024600	Chr6B	7405188	7405569	+	7405378	Chr6B	8115744	8116125	+	8115934	1.0	1.0
gene:TraesCS6B03G0024700	Chr6B	7407123	7412012	+	7409567	Chr6B	8117679	8122567	+	8120123	1.0	0.999
gene:TraesCS6B03G0024800	Chr6B	7432566	7436828	+	7434697	Chr6B	8143121	8147383	+	8145252	1.0	0.999
gene:TraesCS6B03G0024900	Chr6B	7497813	7501390	+	7499601	Chr6B	8204493	8208070	+	8206281	1.0	1.0
gene:TraesCS6B03G0025000	Chr6B	7523590	7525907	-	7524748	Chr6B	8230012	8232329	-	8231170	1.0	1.0
gene:TraesCS6B03G0025100	Chr6B	7576423	7578474	-	7577448	Chr6B	8282242	8284293	-	8283267	1.0	1.0
gene:TraesCS6B03G0025200	Chr6B	7681205	7681873	-	7681539	Chr6B	8384296	8384964	-	8384630	1.0	1.0
gene:TraesCS6B03G0025300	Chr6B	7684532	7685381	-	7684956	Chr6B	8387624	8388473	-	8388048	1.0	1.0
gene:TraesCS6B03G0025400	Chr6B	7696523	7697623	-	7697073	Chr6B	8398934	8400034	-	8399484	1.0	1.0
gene:TraesCS6B03G0025500	Chr6B	7709642	7711029	-	7710335	Chr6B	8412047	8413434	-	8412740	1.0	1.0
gene:TraesCS6B03G0025700	Chr6B	7728916	7729548	-	7729232	Chr6B	8431169	8431801	-	8431485	1.0	1.0
gene:TraesCS6B03G0025800	Chr6B	7743786	7748627	+	7746206	Chr6B	8445824	8450665	+	8448244	1.0	1.0
gene:TraesCS6B03G0026000	Chr6B	7761991	7764628	+	7763309	Chr6B	8464027	8466664	+	8465345	1.0	0.999
gene:TraesCS6B03G0026300	Chr6B	8097787	8103181	-	8100484	Chr6B	8786707	8792101	-	8789404	1.0	0.999
gene:TraesCS6B03G0026400	Chr6B	8126490	8126794	+	8126642	Chr6B	8815582	8815886	+	8815734	1.0	1.0
gene:TraesCS6B03G0026500	Chr6B	8167066	8167630	+	8167348	Chr6B	8850269	8850833	+	8850551	1.0	1.0
gene:TraesCS6B03G0026800	Chr6B	8499736	8501849	-	8500792	Chr6B	9181806	9183919	-	9182862	1.0	1.0
gene:TraesCS6B03G0027300	Chr6B	9653692	9654627	-	9654159	Chr6B	10289531	10290466	-	10289998	1.0	1.0
gene:TraesCS6B03G0027400	Chr6B	9658978	9662044	-	9660511	Chr6B	10294466	10297532	-	10295999	1.0	1.0
gene:TraesCS6B03G0027900	Chr6B	9741098	9747771	-	9744434	Chr6B	10375803	10382476	-	10379139	1.0	1.0
gene:TraesCS6B03G0028000	Chr6B	9849485	9853509	-	9851497	Chr6B	10481952	10485970	-	10483961	0.998	0.998
gene:TraesCS6B03G0028100	Chr6B	9926549	9932499	-	9929524	Chr6B	10558699	10564649	-	10561674	1.0	1.0
gene:TraesCS6B03G0028400	Chr6B	9941555	9944126	-	9942840	Chr6B	10573706	10576277	-	10574991	1.0	1.0
gene:TraesCS6B03G0028500	Chr6B	10037046	10039187	+	10038116	Chr6B	10669192	10671333	+	10670262	1.0	1.0
gene:TraesCS6B03G0029000	Chr6B	10213284	10216091	-	10214687	Chr6B	10828705	10831512	-	10830108	1.0	1.0
gene:TraesCS6B03G0029100	Chr6B	10225478	10230400	+	10227939	Chr6B	10840899	10845821	+	10843360	1.0	1.0
gene:TraesCS6B03G0029200	Chr6B	10240300	10250359	+	10245329	Chr6B	10855731	10865793	+	10860762	1.0	0.999
gene:TraesCS6B03G0029300	Chr6B	10250755	10251366	-	10251060	Chr6B	10866189	10866800	-	10866494	1.0	1.0
gene:TraesCS6B03G0029400	Chr6B	10251988	10252587	-	10252287	Chr6B	10867422	10868021	-	10867721	1.0	1.0
gene:TraesCS6B03G0029500	Chr6B	10257018	10260872	+	10258945	Chr6B	10872452	10876306	+	10874379	1.0	0.999
gene:TraesCS6B03G0029700	Chr6B	10268900	10269590	+	10269245	Chr6B	10884333	10885023	+	10884678	1.0	1.0
gene:TraesCS6B03G0030000	Chr6B	10272843	10274651	-	10273747	Chr6B	10888276	10890087	-	10889181	1.0	1.0
gene:TraesCS6B03G0030100	Chr6B	10276242	10276790	+	10276516	Chr6B	10891678	10892226	+	10891952	1.0	1.0
gene:TraesCS6B03G0030500	Chr6B	10421683	10434797	+	10428240	Chr6B	11037110	11050042	+	11043576	1.0	1.0
gene:TraesCS6B03G0031100	Chr6B	10484606	10485902	+	10485254	Chr6B	11100267	11101563	+	11100915	1.0	0.998
gene:TraesCS6B03G0032400	Chr6B	10680346	10680846	-	10680596	Chr6B	11315800	11316300	-	11316050	1.0	1.0
gene:TraesCS6B03G0032500	Chr6B	10687959	10689500	-	10688729	Chr6B	11323411	11324942	-	11324176	1.0	0.991
gene:TraesCS6B03G0032700	Chr6B	10721073	10721825	+	10721449	Chr6B	11381192	11381944	+	11381568	1.0	0.994
gene:TraesCS6B03G0032900	Chr6B	10807269	10808929	-	10808099	Chr6B	11788602	11790256	+	11789429	0.995	0.978
gene:TraesCS6B03G0033000	Chr6B	10813143	10815983	+	10814563	Chr6B	11492820	11495659	+	11494239	1.0	0.986
gene:TraesCS6B03G0033300	Chr6B	10901175	10901981	+	10901578	Chr6B	11572322	11573128	+	11572725	1.0	0.991
gene:TraesCS6B03G0033400	Chr6B	10905821	10908096	+	10906958	Chr6B	11576974	11579249	+	11578111	1.0	0.996
gene:TraesCS6B03G0033500	Chr6B	10938435	10940673	+	10939554	Chr6B	11611026	11613264	+	11612145	1.0	0.997
gene:TraesCS6B03G0033600	Chr6B	10962075	10964296	+	10963185	Chr6B	11634888	11637042	+	11635965	1.0	0.996
gene:TraesCS6B03G0033700	Chr6B	10982922	10985033	+	10983977	Chr6B	11656384	11658493	+	11657438	1.0	0.995
gene:TraesCS6B03G0033800	Chr6B	10998475	11001018	-	10999746	Chr6B	11686529	11689072	-	11687800	1.0	0.994
gene:TraesCS6B03G0034000	Chr6B	11046893	11049024	-	11047958	Chr6B	11734665	11736796	-	11735730	1.0	0.993
gene:TraesCS6B03G0034300	Chr6B	11071854	11073487	+	11072670	Chr6B	11486870	11488491	-	11487680	0.991	0.982
gene:TraesCS6B03G0034700	Chr6B	11183815	11188148	-	11185981	Chr6B	11954944	11959246	-	11957095	0.995	0.938
gene:TraesCS6B03G0039400	Chr6B	13077700	13079362	-	13078531	Chr6B	12590910	12592573	-	12591741	1.0	0.998
gene:TraesCS6B03G0039500	Chr6B	13080243	13084757	-	13082500	Chr6B	12593455	12597967	-	12595711	1.0	0.992
gene:TraesCS6B03G0039900	Chr6B	13233885	13235360	+	13234622	Chr6B	12730162	12731610	+	12730886	0.981	0.968
gene:TraesCS6B03G0040000	Chr6B	13256822	13258912	+	13257867	Chr6B	12737257	12739348	+	12738302	0.998	0.992
gene:TraesCS6B03G0040100	Chr6B	13265186	13266661	-	13265923	Chr6B	12745589	12747037	-	12746313	0.981	0.968
gene:TraesCS6B03G0041000	Chr6B	13502812	13504261	+	13503536	Chr6B	13280200	13281649	+	13280924	1.0	0.992
gene:TraesCS6B03G0041100	Chr6B	13732403	13734287	-	13733345	Chr6B	13445629	13447494	-	13446561	0.989	0.978
gene:TraesCS6B03G0041300	Chr6B	13745451	13748564	-	13747007	Chr6B	13885478	13888254	-	13886866	0.996	0.929
gene:TraesCS6B03G0041500	Chr6B	13773673	13777225	-	13775449	Chr6B	13943684	13947469	-	13945576	0.992	0.944
gene:TraesCS6B03G0041700	Chr6B	13786184	13786858	-	13786521	Chr6B	13950942	13951616	-	13951279	1.0	0.997
gene:TraesCS6B03G0041900	Chr6B	13805020	13813648	-	13809334	Chr6B	13969279	13977410	-	13973344	0.99	0.977
gene:TraesCS6B03G0042000	Chr6B	13896154	13896780	-	13896467	Chr6B	14076524	14077174	-	14076849	1.0	0.913
gene:TraesCS6B03G0042300	Chr6B	13957233	13958006	-	13957619	Chr6B	14191974	14192748	-	14192361	1.0	0.966
gene:TraesCS6B03G0042400	Chr6B	14001416	14002066	-	14001741	Chr6B	14208345	14208995	-	14208670	1.0	0.976
gene:TraesCS6B03G0042500	Chr6B	14007864	14013433	-	14010648	Chr6B	14214621	14220404	-	14217512	1.0	0.981
gene:TraesCS6B03G0042600	Chr6B	14025460	14027670	+	14026565	Chr6B	14234815	14237027	+	14235921	1.0	0.995
gene:TraesCS6B03G0042800	Chr6B	14027886	14029565	-	14028725	Chr6B	14237243	14238934	-	14238088	1.0	0.984
gene:TraesCS6B03G0043100	Chr6B	14059612	14061041	-	14060326	Chr6B	14262517	14263950	-	14263233	0.99	0.977
gene:TraesCS6B03G0043200	Chr6B	14062257	14065736	+	14063996	Chr6B	14265166	14268677	+	14266921	1.0	0.995
gene:TraesCS6B03G0043300	Chr6B	14072311	14073899	-	14073105	Chr6B	14275089	14276677	-	14275883	1.0	0.995
gene:TraesCS6B03G0043400	Chr6B	14080412	14081158	+	14080785	Chr6B	14282894	14283613	+	14283253	0.963	0.962
gene:TraesCS6B03G0043900	Chr6B	14087824	14088411	+	14088117	Chr6B	14285383	14285970	+	14285676	1.0	1.0
gene:TraesCS6B03G0046200	Chr6B	14475295	14475742	-	14475518	Chr6B	14466032	14466480	-	14466256	1.0	0.992
gene:TraesCS6B03G0046600	Chr6B	14601611	14605189	-	14603400	Chr6B	14513337	14516925	-	14515131	0.999	0.992
gene:TraesCS6B03G0047600	Chr6B	15529834	15532751	-	15531292	Chr6B	15053329	15056245	+	15054787	0.999	0.983
gene:TraesCS6B03G0047700	Chr6B	15539564	15541528	+	15540546	Chr6B	15024581	15026468	-	15025524	0.973	0.951
gene:TraesCS6B03G0048100	Chr6B	15557607	15561532	+	15559569	Chr6B	15171339	15175294	+	15173316	0.991	0.967
gene:TraesCS6B03G0048200	Chr6B	15564426	15571930	+	15568178	Chr6B	15178191	15185448	+	15181819	0.99	0.98
gene:TraesCS6B03G0048500	Chr6B	15628039	15628491	+	15628265	Chr6B	15263794	15264246	+	15264020	1.0	0.997
gene:TraesCS6B03G0048600	Chr6B	15650823	15653319	-	15652071	Chr6B	15281389	15283885	-	15282637	1.0	0.997
gene:TraesCS6B03G0048700	Chr6B	15677088	15680259	-	15678673	Chr6B	15307939	15311143	-	15309541	1.0	0.978
gene:TraesCS6B03G0049100	Chr6B	15925509	15926204	+	15925856	Chr6B	15897917	15898613	-	15898265	1.0	0.961
gene:TraesCS6B03G0049700	Chr6B	16476231	16477370	-	16476800	Chr6B	15526504	15527618	-	15527061	0.974	0.903
gene:TraesCS6B03G0050800	Chr6B	16959158	16962952	-	16961055	Chr6B	16080891	16084686	-	16082788	1.0	0.994
gene:TraesCS6B03G0051000	Chr6B	16978023	16980204	-	16979113	Chr6B	16107638	16109819	-	16108728	1.0	0.984
gene:TraesCS6B03G0051100	Chr6B	16988444	16989999	+	16989221	Chr6B	16116488	16118043	+	16117265	1.0	0.974
gene:TraesCS6B03G0051200	Chr6B	16998036	16999306	-	16998671	Chr6B	16325340	16326611	+	16325975	0.99	0.97
gene:TraesCS6B03G0051400	Chr6B	17002091	17003860	-	17002975	Chr6B	16130198	16131964	-	16131081	1.0	0.996
gene:TraesCS6B03G0051600	Chr6B	17119363	17121035	-	17120199	Chr6B	16226577	16228252	-	16227414	1.0	0.995
gene:TraesCS6B03G0051700	Chr6B	17151794	17153507	+	17152650	Chr6B	16259477	16261191	+	16260334	1.0	0.998
gene:TraesCS6B03G0051800	Chr6B	17189455	17190896	+	17190175	Chr6B	16296301	16297744	+	16297022	1.0	0.975
gene:TraesCS6B03G0052000	Chr6B	17273509	17275098	-	17274303	Chr6B	16337753	16339249	-	16338501	0.937	0.921
gene:TraesCS6B03G0052200	Chr6B	17316306	17322278	+	17319292	Chr6B	16363915	16369870	+	16366892	0.989	0.978
gene:TraesCS6B03G0052300	Chr6B	17324936	17329772	+	17327354	Chr6B	16372540	16377330	+	16374935	0.985	0.982
gene:TraesCS6B03G0052500	Chr6B	17332621	17333787	+	17333204	Chr6B	16380238	16381404	+	16380821	1.0	1.0
gene:TraesCS6B03G0052700	Chr6B	17344959	17346496	+	17345727	Chr6B	16384147	16385684	+	16384915	1.0	0.995
gene:TraesCS6B03G0053000	Chr6B	17354873	17356299	+	17355586	Chr6B	16404034	16405460	+	16404747	1.0	0.991
gene:TraesCS6B03G0053100	Chr6B	17361952	17363378	+	17362665	Chr6B	16410999	16412425	+	16411712	1.0	0.991
gene:TraesCS6B03G0053200	Chr6B	17420210	17420749	-	17420479	Chr6B	16486198	16486737	-	16486467	1.0	0.972
gene:TraesCS6B03G0053500	Chr6B	17474757	17476173	-	17475465	Chr6B	16532518	16533898	-	16533208	0.974	0.968
gene:TraesCS6B03G0053600	Chr6B	17477571	17477953	-	17477762	Chr6B	16558373	16558755	-	16558564	1.0	0.987
gene:TraesCS6B03G0053700	Chr6B	17482169	17482761	-	17482465	Chr6B	16562922	16563520	-	16563221	1.0	0.987
gene:TraesCS6B03G0053900	Chr6B	17542927	17548034	-	17545480	Chr6B	16713426	16718527	-	16715976	0.969	0.967
gene:TraesCS6B03G0054200	Chr6B	17570064	17570525	-	17570294	Chr6B	16747183	16747644	-	16747413	1.0	1.0
gene:TraesCS6B03G0054700	Chr6B	17642075	17642536	-	17642305	Chr6B	17643486	17643947	-	17643716	1.0	0.997
gene:TraesCS6B03G0054800	Chr6B	17642646	17643236	-	17642941	Chr6B	17644057	17644677	-	17644367	1.0	0.945
gene:TraesCS6B03G0054900	Chr6B	17647600	17649827	-	17648713	Chr6B	17648222	17650449	-	17649335	1.0	0.996
gene:TraesCS6B03G0055700	Chr6B	17883132	17883398	-	17883265	Chr6B	18162656	18162922	-	18162789	1.0	1.0
gene:TraesCS6B03G0055800	Chr6B	17894796	17895062	+	17894929	Chr6B	18174868	18175134	+	18175001	1.0	1.0
gene:TraesCS6B03G0055900	Chr6B	18118663	18120067	+	18119365	Chr6B	18488606	18490010	+	18489308	1.0	0.997
gene:TraesCS6B03G0056000	Chr6B	18123160	18128009	-	18125584	Chr6B	18493519	18498131	-	18495825	0.943	0.941
gene:TraesCS6B03G0056200	Chr6B	18140661	18146770	+	18143715	Chr6B	18511150	18517172	+	18514161	0.975	0.962
gene:TraesCS6B03G0056800	Chr6B	18230819	18231280	-	18231049	Chr6B	19110696	19111157	-	19110926	1.0	0.997
gene:TraesCS6B03G0057000	Chr6B	18245649	18247177	-	18246413	Chr6B	19137279	19138789	-	19138034	0.988	0.981
gene:TraesCS6B03G0057100	Chr6B	18258902	18261863	-	18260382	Chr6B	19153852	19156738	-	19155295	0.962	0.956
gene:TraesCS6B03G0057400	Chr6B	18286152	18289433	-	18287792	Chr6B	19392624	19395906	-	19394265	1.0	0.993
gene:TraesCS6B03G0057800	Chr6B	18391461	18392135	-	18391798	Chr6B	19480361	19481035	-	19480698	1.0	0.997
gene:TraesCS6B03G0058300	Chr6B	18406857	18408844	-	18407850	Chr6B	19494384	19496371	-	19495377	1.0	0.998
gene:TraesCS6B03G0058400	Chr6B	18722780	18723913	-	18723346	Chr6B	19799748	19800881	-	19800314	1.0	0.999
gene:TraesCS6B03G0058600	Chr6B	18751634	18752794	-	18752214	Chr6B	19828058	19829218	-	19828638	1.0	0.993
gene:TraesCS6B03G0058700	Chr6B	18758565	18759719	-	18759142	Chr6B	19833344	19834498	-	19833921	1.0	0.991
gene:TraesCS6B03G0059200	Chr6B	18789158	18796933	-	18793045	Chr6B	19863904	19871648	-	19867776	0.991	0.985
gene:TraesCS6B03G0059300	Chr6B	18798866	18802124	-	18800495	Chr6B	19873410	19876613	-	19875011	0.968	0.949
gene:TraesCS6B03G0059800	Chr6B	18921169	18921738	-	18921453	Chr6B	19930165	19930734	-	19930449	1.0	0.957
gene:TraesCS6B03G0059900	Chr6B	18925907	18926449	-	18926178	Chr6B	19935326	19935868	-	19935597	1.0	0.966
gene:TraesCS6B03G0060200	Chr6B	18950001	18950570	-	18950285	Chr6B	19940062	19940631	-	19940346	1.0	0.989
gene:TraesCS6B03G0060300	Chr6B	18951652	18955977	-	18953814	Chr6B	19941711	19946007	-	19943859	0.999	0.989
gene:TraesCS6B03G0060400	Chr6B	18959381	18964102	+	18961741	Chr6B	19949367	19954076	+	19951721	0.986	0.97
gene:TraesCS6B03G0060500	Chr6B	19259304	19278233	+	19268768	Chr6B	20204885	20223870	+	20214377	1.0	1.0
gene:TraesCS6B03G0060600	Chr6B	19269168	19269908	+	19269538	Chr6B	20214799	20215539	+	20215169	1.0	0.998
gene:TraesCS6B03G0060800	Chr6B	19286287	19287822	+	19287054	Chr6B	20231922	20233457	+	20232689	1.0	1.0
gene:TraesCS6B03G0061100	Chr6B	19342776	19343237	+	19343006	Chr6B	20288420	20288881	+	20288650	1.0	1.0
gene:TraesCS6B03G0061200	Chr6B	19360463	19361437	+	19360950	Chr6B	20306107	20307081	+	20306594	1.0	1.0
gene:TraesCS6B03G0061500	Chr6B	19449611	19450915	+	19450263	Chr6B	20395223	20396527	+	20395875	1.0	1.0
gene:TraesCS6B03G0061900	Chr6B	19453760	19455056	+	19454408	Chr6B	20399373	20400669	+	20400021	1.0	1.0
gene:TraesCS6B03G0062000	Chr6B	19461239	19464989	+	19463114	Chr6B	20406820	20410570	+	20408695	1.0	1.0
gene:TraesCS6B03G0062600	Chr6B	19566807	19567490	-	19567148	Chr6B	20512342	20513025	-	20512683	1.0	1.0
gene:TraesCS6B03G0062800	Chr6B	19628098	19629681	+	19628889	Chr6B	20573613	20575196	+	20574404	1.0	1.0
gene:TraesCS6B03G0062900	Chr6B	19701508	19702074	+	19701791	Chr6B	20647098	20647664	+	20647381	1.0	1.0
gene:TraesCS6B03G0063300	Chr6B	19984085	19984573	+	19984329	Chr6B	20929874	20930362	+	20930118	1.0	1.0
gene:TraesCS6B03G0063400	Chr6B	20009684	20010319	+	20010001	Chr6B	20955473	20956108	+	20955790	1.0	1.0
gene:TraesCS6B03G0063600	Chr6B	20050119	20050455	-	20050287	Chr6B	20995948	20996284	-	20996116	1.0	1.0
gene:TraesCS6B03G0064100	Chr6B	20104089	20104859	-	20104474	Chr6B	21049924	21050694	-	21050309	1.0	0.998
gene:TraesCS6B03G0064400	Chr6B	20239279	20244945	-	20242112	Chr6B	21184827	21190493	-	21187660	1.0	1.0
gene:TraesCS6B03G0064500	Chr6B	20389866	20392134	+	20391000	Chr6B	21335239	21337507	+	21336373	1.0	1.0
gene:TraesCS6B03G0064700	Chr6B	20408534	20418327	+	20413430	Chr6B	21353097	21362890	+	21357993	1.0	1.0
gene:TraesCS6B03G0064800	Chr6B	20427149	20429657	+	20428403	Chr6B	21371557	21374065	+	21372811	1.0	1.0
gene:TraesCS6B03G0065000	Chr6B	20430039	20433975	-	20432007	Chr6B	21374447	21378383	-	21376415	1.0	1.0
gene:TraesCS6B03G0065100	Chr6B	20512314	20513471	-	20512892	Chr6B	21456560	21457717	-	21457138	1.0	1.0
gene:TraesCS6B03G0065400	Chr6B	20546501	20547743	+	20547122	Chr6B	21490749	21491991	+	21491370	1.0	1.0
gene:TraesCS6B03G0065700	Chr6B	20715922	20716830	-	20716376	Chr6B	21651465	21652373	-	21651919	1.0	1.0
gene:TraesCS6B03G0065800	Chr6B	20739221	20742345	-	20740783	Chr6B	21674439	21677563	-	21676001	1.0	1.0
gene:TraesCS6B03G0066300	Chr6B	20814231	20816681	-	20815456	Chr6B	21748564	21751014	-	21749789	1.0	1.0
gene:TraesCS6B03G0066400	Chr6B	20910951	20929091	+	20920021	Chr6B	21845317	21863456	+	21854386	1.0	0.999
gene:TraesCS6B03G0066800	Chr6B	20970292	20971927	+	20971109	Chr6B	21904335	21905970	+	21905152	1.0	0.999
gene:TraesCS6B03G0067000	Chr6B	21014532	21018710	+	21016621	Chr6B	21949888	21954066	+	21951977	1.0	1.0
gene:TraesCS6B03G0067300	Chr6B	21031108	21035779	+	21033443	Chr6B	21966464	21971186	+	21968825	1.0	0.981
