gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Cadenza_v2_tgt_chr	Cadenza_v2_tgt_start	Cadenza_v2_tgt_end	Cadenza_v2_tgt_strand	Cadenza_v2_tgt_midpoint	Cadenza_v2_coverage	Cadenza_v2_identity
gene:TraesCS3A03G0014700	Chr3A	7285296	7286069	-	7285682	Chr3A	4703715	4704488	-	4704101	1.0	0.983
gene:TraesCS3A03G0014800	Chr3A	7323919	7329828	+	7326873	Chr3A	4787899	4793828	+	4790863	0.998	0.991
gene:TraesCS3A03G0015200	Chr3A	7342556	7344335	-	7343445	Chr3A	4811640	4813421	-	4812530	1.0	0.996
gene:TraesCS3A03G0015300	Chr3A	7348215	7349429	-	7348822	Chr3A	4817553	4818794	-	4818173	0.995	0.951
gene:TraesCS3A03G0015600	Chr3A	7363585	7366969	+	7365277	Chr3A	4855246	4858639	+	4856942	1.0	0.991
gene:TraesCS3A03G0016000	Chr3A	7452849	7457127	-	7454988	Chr3A	5001960	5006326	-	5004143	0.992	0.946
gene:TraesCS3A03G0016300	Chr3A	7500062	7500565	-	7500313	Chr3A	5025023	5025526	-	5025274	1.0	0.998
gene:TraesCS3A03G0016400	Chr3A	7504661	7506864	-	7505762	Chr3A	5029661	5031873	-	5030767	0.997	0.983
gene:TraesCS3A03G0016800	Chr3A	7541942	7543943	-	7542942	Chr3A	5066551	5068570	-	5067560	0.998	0.973
gene:TraesCS3A03G0017200	Chr3A	7711376	7711747	+	7711561	Chr3A	5224466	5224837	+	5224651	1.0	0.991
gene:TraesCS3A03G0017400	Chr3A	7713418	7714814	+	7714116	Chr3A	5227327	5228699	+	5228013	0.969	0.949
gene:TraesCS3A03G0017500	Chr3A	7835763	7836658	+	7836210	Chr3A	5271857	5272774	+	5272315	0.978	0.925
gene:TraesCS3A03G0017800	Chr3A	7873298	7874889	+	7874093	Chr3A	5326005	5327596	+	5326800	1.0	0.991
gene:TraesCS3A03G0018000	Chr3A	7971289	7981899	-	7976594	Chr3A	5399037	5410593	-	5404815	0.996	0.989
gene:TraesCS3A03G0018100	Chr3A	8000243	8004061	+	8002152	Chr3A	5417091	5420919	+	5419005	1.0	0.989
gene:TraesCS3A03G0019100	Chr3A	8214105	8215239	+	8214672	Chr3A	5577364	5578500	+	5577932	0.999	0.957
gene:TraesCS3A03G0019200	Chr3A	8216747	8228758	-	8222752	Chr3A	5582087	5595440	-	5588763	0.999	0.982
gene:TraesCS3A03G0019300	Chr3A	8264742	8266092	-	8265417	Chr3A	5634541	5635890	-	5635215	1.0	0.997
gene:TraesCS3A03G0019400	Chr3A	8307059	8308734	+	8307896	Chr3A	5675360	5677035	+	5676197	1.0	1.0
gene:TraesCS3A03G0019500	Chr3A	8312029	8313781	+	8312905	Chr3A	5680026	5681778	+	5680902	1.0	1.0
gene:TraesCS3A03G0019700	Chr3A	8346895	8348759	+	8347827	Chr3A	5714821	5716685	+	5715753	1.0	1.0
gene:TraesCS3A03G0019800	Chr3A	8367335	8369021	-	8368178	Chr3A	5735253	5736939	-	5736096	1.0	1.0
gene:TraesCS3A03G0019900	Chr3A	8375625	8381694	-	8378659	Chr3A	5743540	5749610	-	5746575	1.0	1.0
gene:TraesCS3A03G0020000	Chr3A	8630226	8631203	+	8630714	Chr3A	5998186	5999163	+	5998674	1.0	0.998
gene:TraesCS3A03G0020300	Chr3A	8675885	8676581	+	8676233	Chr3A	6027763	6028459	+	6028111	1.0	1.0
gene:TraesCS3A03G0020900	Chr3A	8761108	8765593	+	8763350	Chr3A	6112961	6117447	+	6115204	1.0	1.0
gene:TraesCS3A03G0021100	Chr3A	8815764	8817443	-	8816603	Chr3A	6167673	6169352	-	6168512	1.0	1.0
gene:TraesCS3A03G0021300	Chr3A	8871318	8877341	-	8874329	Chr3A	6223165	6229188	-	6226176	1.0	1.0
gene:TraesCS3A03G0021400	Chr3A	8913508	8916672	+	8915090	Chr3A	6308513	6311677	+	6310095	1.0	1.0
gene:TraesCS3A03G0021500	Chr3A	8936932	8941473	+	8939202	Chr3A	6331936	6336479	+	6334207	0.998	0.998
gene:TraesCS3A03G0021700	Chr3A	8941709	8945367	-	8943538	Chr3A	6336715	6340373	-	6338544	1.0	1.0
gene:TraesCS3A03G0021900	Chr3A	8978050	8978574	-	8978312	Chr3A	6373062	6373586	-	6373324	1.0	1.0
gene:TraesCS3A03G0022000	Chr3A	8985209	8987799	-	8986504	Chr3A	6380223	6382813	-	6381518	1.0	0.998
gene:TraesCS3A03G0022200	Chr3A	9011498	9016641	+	9014069	Chr3A	6406689	6411832	+	6409260	1.0	1.0
gene:TraesCS3A03G0022400	Chr3A	9068031	9068433	+	9068232	Chr3A	6475786	6476188	+	6475987	1.0	1.0
gene:TraesCS3A03G0022600	Chr3A	9084051	9084863	+	9084457	Chr3A	6491806	6492618	+	6492212	1.0	1.0
gene:TraesCS3A03G0022900	Chr3A	9122196	9122766	+	9122481	Chr3A	6529955	6530525	+	6530240	1.0	1.0
gene:TraesCS3A03G0023000	Chr3A	9127412	9127948	+	9127680	Chr3A	6535172	6535708	+	6535440	1.0	1.0
gene:TraesCS3A03G0023200	Chr3A	9140921	9143315	-	9142118	Chr3A	6548637	6551031	-	6549834	1.0	0.999
gene:TraesCS3A03G0023300	Chr3A	9149932	9150266	+	9150099	Chr3A	6557648	6557982	+	6557815	1.0	1.0
gene:TraesCS3A03G0023400	Chr3A	9185907	9188079	+	9186993	Chr3A	6593633	6595825	+	6594729	1.0	0.98
gene:TraesCS3A03G0023600	Chr3A	9261431	9262046	+	9261738	Chr3A	6669177	6669792	+	6669484	1.0	1.0
gene:TraesCS3A03G0023700	Chr3A	9267065	9267926	+	9267495	Chr3A	6674811	6675672	+	6675241	1.0	1.0
gene:TraesCS3A03G0023900	Chr3A	9285037	9286005	+	9285521	Chr3A	6692790	6693758	+	6693274	1.0	1.0
gene:TraesCS3A03G0024200	Chr3A	9353587	9354501	-	9354044	Chr3A	6761342	6762256	-	6761799	1.0	1.0
gene:TraesCS3A03G0024300	Chr3A	9359102	9359684	+	9359393	Chr3A	6766879	6767461	+	6767170	1.0	1.0
gene:TraesCS3A03G0025100	Chr3A	9517378	9518223	+	9517800	Chr3A	6924867	6925712	+	6925289	1.0	1.0
gene:TraesCS3A03G0025300	Chr3A	9545280	9546050	+	9545665	Chr3A	6959802	6960572	+	6960187	1.0	1.0
gene:TraesCS3A03G0025400	Chr3A	9552904	9553640	+	9553272	Chr3A	6967424	6968160	+	6967792	1.0	1.0
gene:TraesCS3A03G0025600	Chr3A	9592895	9595184	+	9594039	Chr3A	7007430	7009719	+	7008574	1.0	1.0
gene:TraesCS3A03G0025700	Chr3A	9618194	9622397	-	9620295	Chr3A	7032727	7036930	-	7034828	1.0	0.999
gene:TraesCS3A03G0025800	Chr3A	9627814	9628797	+	9628305	Chr3A	7042365	7043348	+	7042856	1.0	1.0
gene:TraesCS3A03G0026000	Chr3A	9642965	9643977	-	9643471	Chr3A	7057516	7058528	-	7058022	1.0	1.0
gene:TraesCS3A03G0026100	Chr3A	9644666	9645634	+	9645150	Chr3A	7059217	7060185	+	7059701	1.0	0.998
gene:TraesCS3A03G0026200	Chr3A	9653139	9669786	-	9661462	Chr3A	7067697	7084344	-	7076020	1.0	1.0
gene:TraesCS3A03G0026400	Chr3A	9675840	9678026	-	9676933	Chr3A	7090398	7092584	-	7091491	1.0	0.999
gene:TraesCS3A03G0026600	Chr3A	9681672	9684244	-	9682958	Chr3A	7096230	7098802	-	7097516	1.0	1.0
gene:TraesCS3A03G0026500	Chr3A	9681056	9686935	+	9683995	Chr3A	7095614	7101493	+	7098553	1.0	1.0
gene:TraesCS3A03G0026700	Chr3A	9698618	9702084	+	9700351	Chr3A	7113197	7116643	+	7114920	1.0	1.0
gene:TraesCS3A03G0026800	Chr3A	9799271	9815425	-	9807348	Chr3A	7213870	7230026	-	7221948	1.0	1.0
gene:TraesCS3A03G0027000	Chr3A	9838666	9841851	-	9840258	Chr3A	7253264	7256449	-	7254856	1.0	1.0
gene:TraesCS3A03G0027100	Chr3A	9845757	9852029	-	9848893	Chr3A	7260363	7266635	-	7263499	1.0	1.0
gene:TraesCS3A03G0027300	Chr3A	9849094	9851236	+	9850165	Chr3A	7263700	7265842	+	7264771	1.0	0.999
gene:TraesCS3A03G0027400	Chr3A	9878532	9882948	-	9880740	Chr3A	7293593	7298017	-	7295805	1.0	0.996
gene:TraesCS3A03G0027500	Chr3A	9911389	9914507	-	9912948	Chr3A	7328460	7331580	-	7330020	1.0	0.996
gene:TraesCS3A03G0027600	Chr3A	9920569	9923925	+	9922247	Chr3A	7337655	7341011	+	7339333	1.0	0.995
gene:TraesCS3A03G0027800	Chr3A	9955886	9957529	+	9956707	Chr3A	7379394	7381037	+	7380215	1.0	0.996
gene:TraesCS3A03G0027900	Chr3A	9998888	9999945	+	9999416	Chr3A	7417236	7418293	+	7417764	1.0	0.998
gene:TraesCS3A03G0028000	Chr3A	10000200	10001623	+	10000911	Chr3A	7418549	7419968	+	7419258	1.0	0.998
gene:TraesCS3A03G0028100	Chr3A	10018154	10019155	+	10018654	Chr3A	7441393	7442394	+	7441893	1.0	0.996
gene:TraesCS3A03G0028300	Chr3A	10031730	10032560	+	10032145	Chr3A	7447079	7447909	+	7447494	1.0	0.992
gene:TraesCS3A03G0028800	Chr3A	10055001	10064947	-	10059974	Chr3A	7474943	7484667	-	7479805	1.0	0.998
gene:TraesCS3A03G0029000	Chr3A	10209232	10215296	+	10212264	Chr3A	7628819	7634884	+	7631851	1.0	1.0
gene:TraesCS3A03G0029200	Chr3A	10220045	10221046	+	10220545	Chr3A	7639632	7640633	+	7640132	1.0	1.0
gene:TraesCS3A03G0029300	Chr3A	10232174	10234897	+	10233535	Chr3A	7651718	7654441	+	7653079	1.0	1.0
gene:TraesCS3A03G0029500	Chr3A	10278955	10283756	+	10281355	Chr3A	7698502	7703305	+	7700903	1.0	0.992
gene:TraesCS3A03G0029700	Chr3A	10310419	10311840	+	10311129	Chr3A	7713964	7715385	+	7714674	1.0	0.968
gene:TraesCS3A03G0030200	Chr3A	10327162	10329201	-	10328181	Chr3A	7745762	7747813	-	7746787	1.0	0.975
gene:TraesCS3A03G0030500	Chr3A	10336408	10337433	+	10336920	Chr3A	7753817	7754842	+	7754329	1.0	0.994
gene:TraesCS3A03G0031000	Chr3A	10447941	10449839	+	10448890	Chr3A	7793706	7795604	+	7794655	1.0	0.993
gene:TraesCS3A03G0031100	Chr3A	10497436	10508467	+	10502951	Chr3A	7843119	7853828	+	7848473	1.0	0.994
gene:TraesCS3A03G0031400	Chr3A	10518095	10519252	+	10518673	Chr3A	7864811	7865968	+	7865389	1.0	0.991
gene:TraesCS3A03G0031600	Chr3A	10596607	10597776	-	10597191	Chr3A	8156430	8157599	-	8157014	1.0	0.986
gene:TraesCS3A03G0031900	Chr3A	10603343	10604659	+	10604001	Chr3A	8317314	8318630	+	8317972	1.0	0.989
gene:TraesCS3A03G0032000	Chr3A	10629481	10630653	-	10630067	Chr3A	8238643	8239800	-	8239221	0.987	0.967
gene:TraesCS3A03G0032200	Chr3A	10652173	10652544	-	10652358	Chr3A	7763126	7763497	+	7763311	1.0	0.932
gene:TraesCS3A03G0033800	Chr3A	11032664	11036369	-	11034516	Chr3A	8704174	8707879	-	8706026	1.0	0.992
gene:TraesCS3A03G0034400	Chr3A	11101739	11106118	-	11103928	Chr3A	8392050	8396430	-	8394240	1.0	0.994
gene:TraesCS3A03G0034500	Chr3A	11104958	11107846	+	11106402	Chr3A	8395270	8398137	+	8396703	0.988	0.983
gene:TraesCS3A03G0034800	Chr3A	11173580	11178498	-	11176039	Chr3A	8424024	8428941	-	8426482	1.0	0.976
gene:TraesCS3A03G0036200	Chr3A	11275916	11277045	+	11276480	Chr3A	8466506	8467626	+	8467066	0.985	0.926
gene:TraesCS3A03G0036800	Chr3A	11529909	11532065	+	11530987	Chr3A	8503025	8505164	+	8504094	0.966	0.902
gene:TraesCS3A03G0036900	Chr3A	11558550	11561205	-	11559877	Chr3A	8739072	8741814	-	8740443	1.0	0.987
gene:TraesCS3A03G0037900	Chr3A	11637047	11638926	-	11637986	Chr3A	8772008	8773891	-	8772949	1.0	0.993
gene:TraesCS3A03G0038300	Chr3A	11651428	11652730	+	11652079	Chr3A	8777752	8779055	+	8778403	1.0	0.995
gene:TraesCS3A03G0038600	Chr3A	11707954	11710150	+	11709052	Chr3A	8852940	8855127	+	8854033	1.0	0.992
gene:TraesCS3A03G0039000	Chr3A	11781834	11782499	+	11782166	Chr3A	8934903	8935552	-	8935227	0.948	0.906
gene:TraesCS3A03G0039100	Chr3A	11783112	11783333	-	11783222	Chr3A	8933732	8933953	+	8933842	1.0	0.99
gene:TraesCS3A03G0039200	Chr3A	11783112	11783333	-	11783222	Chr3A	8933732	8933953	+	8933842	1.0	0.99
gene:TraesCS3A03G0039500	Chr3A	11852630	11855047	-	11853838	Chr3A	8978229	8980645	-	8979437	1.0	0.993
gene:TraesCS3A03G0039800	Chr3A	11932308	11936854	+	11934581	Chr3A	9051812	9056367	+	9054089	1.0	0.997
gene:TraesCS3A03G0040200	Chr3A	11953618	11959397	-	11956507	Chr3A	9082715	9088496	-	9085605	1.0	0.994
gene:TraesCS3A03G0040400	Chr3A	11984456	11986835	-	11985645	Chr3A	9104828	9107237	-	9106032	0.993	0.973
gene:TraesCS3A03G0040500	Chr3A	12010768	12012573	-	12011670	Chr3A	9131539	9133354	-	9132446	0.995	0.983
gene:TraesCS3A03G0040800	Chr3A	12045365	12046453	-	12045909	Chr3A	9162631	9163719	-	9163175	1.0	0.993
gene:TraesCS3A03G0040900	Chr3A	12054644	12056101	-	12055372	Chr3A	9179831	9181279	-	9180555	0.992	0.989
gene:TraesCS3A03G0041000	Chr3A	12064500	12068200	-	12066350	Chr3A	9190223	9193918	-	9192070	0.998	0.995
gene:TraesCS3A03G0041100	Chr3A	12071349	12072083	+	12071716	Chr3A	9197478	9198212	+	9197845	1.0	0.998
gene:TraesCS3A03G0041200	Chr3A	12075943	12077447	-	12076695	Chr3A	9202103	9203607	-	9202855	1.0	0.999
gene:TraesCS3A03G0041400	Chr3A	12093260	12094336	+	12093798	Chr3A	9214278	9215357	+	9214817	1.0	0.983
gene:TraesCS3A03G0041700	Chr3A	12110477	12114187	+	12112332	Chr3A	9227081	9230826	+	9228953	0.987	0.985
gene:TraesCS3A03G0041900	Chr3A	12118672	12120490	-	12119581	Chr3A	9235270	9237088	-	9236179	1.0	1.0
gene:TraesCS3A03G0042100	Chr3A	12128508	12130477	-	12129492	Chr3A	9245130	9247099	-	9246114	1.0	0.999
gene:TraesCS3A03G0042200	Chr3A	12200162	12201941	-	12201051	Chr3A	9326745	9328524	-	9327634	1.0	0.998
gene:TraesCS3A03G0042300	Chr3A	12209794	12211502	-	12210648	Chr3A	9336379	9338087	-	9337233	1.0	1.0
gene:TraesCS3A03G0042400	Chr3A	12287908	12288978	-	12288443	Chr3A	9414487	9415557	-	9415022	1.0	1.0
gene:TraesCS3A03G0042700	Chr3A	12352050	12353034	-	12352542	Chr3A	9486064	9487048	-	9486556	1.0	0.998
gene:TraesCS3A03G0042800	Chr3A	12356143	12357072	+	12356607	Chr3A	9489997	9490926	+	9490461	1.0	0.993
gene:TraesCS3A03G0043100	Chr3A	12411156	12412208	-	12411682	Chr3A	9596110	9597162	-	9596636	1.0	1.0
gene:TraesCS3A03G0043200	Chr3A	12415290	12425054	+	12420172	Chr3A	9600244	9610057	+	9605150	1.0	0.999
gene:TraesCS3A03G0043300	Chr3A	12436248	12436726	+	12436487	Chr3A	9621250	9621728	+	9621489	1.0	1.0
gene:TraesCS3A03G0043500	Chr3A	12499756	12505087	+	12502421	Chr3A	9684749	9690080	+	9687414	1.0	1.0
gene:TraesCS3A03G0043600	Chr3A	12557004	12564531	+	12560767	Chr3A	9742011	9749537	+	9745774	1.0	1.0
gene:TraesCS3A03G0043700	Chr3A	12591873	12593468	+	12592670	Chr3A	9776876	9778458	+	9777667	1.0	0.997
gene:TraesCS3A03G0043800	Chr3A	12619607	12622553	+	12621080	Chr3A	9831034	9833967	+	9832500	0.998	0.995
gene:TraesCS3A03G0044200	Chr3A	12659773	12663256	+	12661514	Chr3A	9876138	9879623	+	9877880	1.0	0.997
gene:TraesCS3A03G0044400	Chr3A	12671499	12671969	-	12671734	Chr3A	9887878	9888348	-	9888113	1.0	0.991
gene:TraesCS3A03G0044500	Chr3A	12674962	12675767	-	12675364	Chr3A	9891336	9892141	-	9891738	1.0	0.998
gene:TraesCS3A03G0044600	Chr3A	12691263	12693861	+	12692562	Chr3A	9908975	9911644	+	9910309	1.0	0.991
gene:TraesCS3A03G0045600	Chr3A	12953875	12962009	+	12957942	Chr3A	10044607	10052729	+	10048668	0.996	0.992
gene:TraesCS3A03G0046100	Chr3A	12989383	12993109	-	12991246	Chr3A	10082090	10085844	-	10083967	1.0	0.994
gene:TraesCS3A03G0046400	Chr3A	13013432	13018739	-	13016085	Chr3A	10119723	10124424	-	10122073	0.978	0.977
gene:TraesCS3A03G0046500	Chr3A	13029932	13033027	-	13031479	Chr3A	10135622	10138755	-	10137188	1.0	0.959
gene:TraesCS3A03G0046700	Chr3A	13046469	13049752	-	13048110	Chr3A	10157753	10161035	-	10159394	1.0	0.997
gene:TraesCS3A03G0046900	Chr3A	13134758	13138473	+	13136615	Chr3A	10246998	10250712	+	10248855	0.992	0.982
gene:TraesCS3A03G0047000	Chr3A	13146068	13157472	+	13151770	Chr3A	10259200	10270606	+	10264903	1.0	0.998
gene:TraesCS3A03G0047400	Chr3A	13173460	13176299	+	13174879	Chr3A	10286097	10288937	+	10287517	1.0	0.995
gene:TraesCS3A03G0047600	Chr3A	13180225	13184245	+	13182235	Chr3A	10292525	10296515	+	10294520	0.981	0.979
gene:TraesCS3A03G0047800	Chr3A	13200215	13207654	+	13203934	Chr3A	10312627	10320052	+	10316339	1.0	0.998
gene:TraesCS3A03G0047900	Chr3A	13209629	13211419	-	13210524	Chr3A	10322027	10323817	-	10322922	1.0	0.997
gene:TraesCS3A03G0048000	Chr3A	13212111	13220429	-	13216270	Chr3A	10324503	10332600	-	10328551	1.0	0.995
gene:TraesCS3A03G0048300	Chr3A	13251152	13252309	+	13251730	Chr3A	10363965	10365122	+	10364543	1.0	0.997
gene:TraesCS3A03G0048500	Chr3A	13256000	13259537	-	13257768	Chr3A	10368246	10371630	-	10369938	0.919	0.917
gene:TraesCS3A03G0048600	Chr3A	13262335	13263785	-	13263060	Chr3A	10373699	10375149	-	10374424	1.0	0.998
gene:TraesCS3A03G0048700	Chr3A	13266374	13267826	-	13267100	Chr3A	10377737	10379189	-	10378463	1.0	0.986
gene:TraesCS3A03G0049100	Chr3A	13326983	13331969	-	13329476	Chr3A	10424980	10429967	-	10427473	1.0	0.998
gene:TraesCS3A03G0049400	Chr3A	13364456	13367172	+	13365814	Chr3A	10449531	10452248	+	10450889	1.0	0.997
gene:TraesCS3A03G0049500	Chr3A	13374582	13377547	+	13376064	Chr3A	10468019	10471089	+	10469554	1.0	0.999
gene:TraesCS3A03G0049600	Chr3A	13420057	13420751	-	13420404	Chr3A	10513471	10514165	-	10513818	1.0	0.997
gene:TraesCS3A03G0050200	Chr3A	13510570	13511960	-	13511265	Chr3A	10629334	10630724	-	10630029	1.0	0.99
gene:TraesCS3A03G0050400	Chr3A	13530408	13531190	-	13530799	Chr3A	10649250	10650032	-	10649641	1.0	0.997
gene:TraesCS3A03G0050600	Chr3A	13539918	13540966	+	13540442	Chr3A	10658722	10659771	+	10659246	1.0	0.981
gene:TraesCS3A03G0050700	Chr3A	13551825	13552727	-	13552276	Chr3A	10670629	10671531	-	10671080	1.0	0.995
gene:TraesCS3A03G0051100	Chr3A	13585785	13587462	+	13586623	Chr3A	10690107	10691774	+	10690940	0.987	0.979
gene:TraesCS3A03G0051200	Chr3A	13588891	13590341	-	13589616	Chr3A	10693095	10694545	-	10693820	1.0	0.998
gene:TraesCS3A03G0051400	Chr3A	13799143	13807136	-	13803139	Chr3A	10821935	10829930	-	10825932	1.0	0.997
gene:TraesCS3A03G0051500	Chr3A	13812171	13813047	+	13812609	Chr3A	10834908	10835782	+	10835345	0.997	0.995
gene:TraesCS3A03G0051600	Chr3A	13817015	13820570	+	13818792	Chr3A	10839752	10843307	+	10841529	1.0	0.996
gene:TraesCS3A03G0051700	Chr3A	13820553	13824040	-	13822296	Chr3A	10843290	10846805	-	10845047	1.0	0.996
gene:TraesCS3A03G0051800	Chr3A	13837749	13840017	-	13838883	Chr3A	10858299	10860571	-	10859435	1.0	0.998
gene:TraesCS3A03G0052000	Chr3A	13857289	13862785	-	13860037	Chr3A	10914550	10920044	-	10917297	1.0	0.997
gene:TraesCS3A03G0052200	Chr3A	14040952	14041692	-	14041322	Chr3A	11098577	11099318	-	11098947	1.0	0.988
gene:TraesCS3A03G0052300	Chr3A	14120231	14120695	+	14120463	Chr3A	11169288	11169752	+	11169520	1.0	0.997
gene:TraesCS3A03G0052500	Chr3A	14131902	14132951	-	14132426	Chr3A	11180930	11181979	-	11181454	1.0	0.993
gene:TraesCS3A03G0052600	Chr3A	14134546	14135307	+	14134926	Chr3A	11183875	11184636	+	11184255	1.0	0.997
gene:TraesCS3A03G0053000	Chr3A	14200366	14205844	-	14203105	Chr3A	11727586	11733067	-	11730326	0.998	0.989
gene:TraesCS3A03G0053100	Chr3A	14208436	14211617	+	14210026	Chr3A	11735595	11738775	+	11737185	1.0	0.994
gene:TraesCS3A03G0053400	Chr3A	14338574	14342114	+	14340344	Chr3A	11888362	11891901	+	11890131	1.0	0.996
gene:TraesCS3A03G0053500	Chr3A	14344155	14345109	-	14344632	Chr3A	11893934	11894891	-	11894412	1.0	0.995
gene:TraesCS3A03G0053600	Chr3A	14345254	14349480	-	14347367	Chr3A	11895040	11899264	-	11897152	1.0	0.999
gene:TraesCS3A03G0054300	Chr3A	14498314	14498850	+	14498582	Chr3A	12048127	12048663	+	12048395	1.0	1.0
gene:TraesCS3A03G0054400	Chr3A	14572676	14573841	+	14573258	Chr3A	12122509	12123674	+	12123091	1.0	0.993
gene:TraesCS3A03G0054500	Chr3A	14583303	14584864	+	14584083	Chr3A	12133136	12134697	+	12133916	1.0	1.0
gene:TraesCS3A03G0054600	Chr3A	14587724	14588509	-	14588116	Chr3A	12137557	12138342	-	12137949	1.0	1.0
gene:TraesCS3A03G0055000	Chr3A	15050261	15053415	+	15051838	Chr3A	12591424	12594578	+	12593001	1.0	1.0
gene:TraesCS3A03G0055100	Chr3A	15058231	15060659	+	15059445	Chr3A	12599394	12601822	+	12600608	1.0	1.0
gene:TraesCS3A03G0055500	Chr3A	15114158	15116300	-	15115229	Chr3A	12654600	12656742	-	12655671	1.0	1.0
gene:TraesCS3A03G0055600	Chr3A	15142521	15146395	+	15144458	Chr3A	12682690	12686564	+	12684627	1.0	1.0
gene:TraesCS3A03G0055700	Chr3A	15147371	15148340	-	15147855	Chr3A	12687540	12688509	-	12688024	1.0	1.0
gene:TraesCS3A03G0055800	Chr3A	15151106	15153176	-	15152141	Chr3A	12691274	12693344	-	12692309	1.0	1.0
gene:TraesCS3A03G0056100	Chr3A	15218565	15225143	-	15221854	Chr3A	12758356	12764934	-	12761645	1.0	1.0
gene:TraesCS3A03G0056300	Chr3A	15367716	15369852	+	15368784	Chr3A	12908329	12910465	+	12909397	1.0	1.0
