gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Cadenza_v2_tgt_chr	Cadenza_v2_tgt_start	Cadenza_v2_tgt_end	Cadenza_v2_tgt_strand	Cadenza_v2_tgt_midpoint	Cadenza_v2_coverage	Cadenza_v2_identity
gene:TraesCS1D03G0008800	Chr1D	2722891	2723820	-	2723355	Chr1D	2021630	2022550	-	2022090	0.985	0.985
gene:TraesCS1D03G0009100	Chr1D	2796340	2799441	-	2797890	Chr1D	2095144	2098245	-	2096694	1.0	1.0
gene:TraesCS1D03G0009200	Chr1D	2803813	2805476	+	2804644	Chr1D	2102250	2103913	+	2103081	1.0	1.0
gene:TraesCS1D03G0009300	Chr1D	2808366	2809991	-	2809178	Chr1D	2106803	2108356	-	2107579	0.953	0.953
gene:TraesCS1D03G0009400	Chr1D	2818068	2821589	-	2819828	Chr1D	2114458	2117979	-	2116218	1.0	0.99
gene:TraesCS1D03G0009500	Chr1D	2850565	2852033	-	2851299	Chr1D	2208391	2209859	-	2209125	1.0	0.997
gene:TraesCS1D03G0009900	Chr1D	2927907	2928881	+	2928394	Chr1D	2262368	2263351	+	2262859	1.0	0.987
gene:TraesCS1D03G0010000	Chr1D	2945825	2946808	+	2946316	Chr1D	2280034	2281017	+	2280525	1.0	0.994
gene:TraesCS1D03G0010400	Chr1D	3008174	3009061	+	3008617	Chr1D	2346517	2347413	+	2346965	1.0	0.988
gene:TraesCS1D03G0010500	Chr1D	3017359	3018255	+	3017807	Chr1D	2355452	2356348	+	2355900	1.0	0.994
gene:TraesCS1D03G0010600	Chr1D	3035516	3036070	+	3035793	Chr1D	2369749	2370303	+	2370026	1.0	0.998
gene:TraesCS1D03G0010900	Chr1D	3049234	3052252	+	3050743	Chr1D	2383852	2387089	+	2385470	1.0	0.992
gene:TraesCS1D03G0011000	Chr1D	3051473	3051794	-	3051633	Chr1D	2386308	2386629	-	2386468	1.0	0.995
gene:TraesCS1D03G0011200	Chr1D	3058505	3059110	+	3058807	Chr1D	2393067	2393672	+	2393369	1.0	0.998
gene:TraesCS1D03G0011300	Chr1D	3060050	3060268	+	3060159	Chr1D	2608962	2609180	+	2609071	1.0	0.926
gene:TraesCS1D03G0011900	Chr1D	3146520	3146738	+	3146629	Chr1D	2562318	2562536	+	2562427	1.0	0.995
gene:TraesCS1D03G0012000	Chr1D	3156660	3157255	+	3156957	Chr1D	2637098	2637710	+	2637404	0.996	0.944
gene:TraesCS1D03G0012400	Chr1D	3168296	3169363	-	3168829	Chr1D	2647291	2648358	-	2647824	1.0	0.993
gene:TraesCS1D03G0012300	Chr1D	3168296	3169363	-	3168829	Chr1D	2647291	2648358	-	2647824	1.0	0.992
gene:TraesCS1D03G0013000	Chr1D	3377746	3382876	+	3380311	Chr1D	2729816	2734946	+	2732381	1.0	0.993
gene:TraesCS1D03G0013100	Chr1D	3429890	3431151	+	3430520	Chr1D	2772748	2774029	+	2773388	1.0	0.977
gene:TraesCS1D03G0014100	Chr1D	3654017	3654448	+	3654232	Chr1D	3005374	3005805	+	3005589	1.0	0.965
gene:TraesCS1D03G0014200	Chr1D	3667788	3668400	+	3668094	Chr1D	3018844	3019456	+	3019150	1.0	0.996
gene:TraesCS1D03G0014300	Chr1D	3673182	3675464	-	3674323	Chr1D	3024512	3026790	-	3025651	1.0	0.995
gene:TraesCS1D03G0014700	Chr1D	3726798	3728037	+	3727417	Chr1D	3077960	3079199	+	3078579	1.0	1.0
gene:TraesCS1D03G0014900	Chr1D	3787854	3789079	-	3788466	Chr1D	3138214	3139439	-	3138826	1.0	1.0
gene:TraesCS1D03G0015100	Chr1D	3821069	3822598	+	3821833	Chr1D	3170735	3172264	+	3171499	1.0	1.0
gene:TraesCS1D03G0015200	Chr1D	3916114	3917013	-	3916563	Chr1D	3257079	3257978	-	3257528	1.0	0.983
gene:TraesCS1D03G0015300	Chr1D	3943302	3944607	-	3943954	Chr1D	3271278	3272586	-	3271932	1.0	0.99
gene:TraesCS1D03G0015500	Chr1D	4008439	4008696	+	4008567	Chr1D	3329805	3330062	+	3329933	1.0	1.0
gene:TraesCS1D03G0015600	Chr1D	4031888	4032790	-	4032339	Chr1D	3440293	3441189	-	3440741	0.986	0.943
gene:TraesCS1D03G0015900	Chr1D	4161332	4165555	+	4163443	Chr1D	3533114	3536659	+	3534886	0.991	0.97
gene:TraesCS1D03G0016000	Chr1D	4168175	4172160	+	4170167	Chr1D	3540274	3544312	+	3542293	0.993	0.983
gene:TraesCS1D03G0016100	Chr1D	4172892	4176565	+	4174728	Chr1D	3545086	3548769	+	3546927	1.0	0.99
gene:TraesCS1D03G0018500	Chr1D	5055567	5056764	-	5056165	Chr1D	3074449	3075658	+	3075053	1.0	0.952
gene:TraesCS1D03G0020900	Chr1D	5619330	5620109	-	5619719	Chr1D	4878465	4879243	-	4878854	0.998	0.996
gene:TraesCS1D03G0021000	Chr1D	5687938	5689538	+	5688738	Chr1D	4964280	4965880	+	4965080	1.0	0.996
gene:TraesCS1D03G0021100	Chr1D	5695036	5696676	+	5695856	Chr1D	4983074	4984710	+	4983892	0.997	0.989
gene:TraesCS1D03G0021200	Chr1D	5734745	5736216	+	5735480	Chr1D	5015047	5016518	+	5015782	1.0	0.993
gene:TraesCS1D03G0021300	Chr1D	5787123	5792364	-	5789743	Chr1D	5062638	5067896	-	5065267	1.0	0.994
gene:TraesCS1D03G0021500	Chr1D	5850271	5855556	-	5852913	Chr1D	5082317	5087615	-	5084966	1.0	0.999
gene:TraesCS1D03G0021700	Chr1D	5866018	5869520	+	5867769	Chr1D	5097675	5100785	+	5099230	1.0	0.916
gene:TraesCS1D03G0021800	Chr1D	5870381	5874515	-	5872448	Chr1D	5101661	5105793	-	5103727	1.0	0.991
gene:TraesCS1D03G0021900	Chr1D	5887607	5888518	+	5888062	Chr1D	5128242	5129156	+	5128699	0.998	0.992
gene:TraesCS1D03G0022000	Chr1D	5889906	5894463	+	5892184	Chr1D	5130307	5134860	+	5132583	0.995	0.993
gene:TraesCS1D03G0022200	Chr1D	5899194	5901390	+	5900292	Chr1D	5139521	5141723	+	5140622	1.0	0.997
gene:TraesCS1D03G0022700	Chr1D	5955107	5961830	+	5958468	Chr1D	5195438	5202161	+	5198799	1.0	1.0
gene:TraesCS1D03G0022800	Chr1D	5962133	5963519	+	5962826	Chr1D	5202464	5203850	+	5203157	1.0	1.0
gene:TraesCS1D03G0022900	Chr1D	5965029	5967804	-	5966416	Chr1D	5205366	5208141	-	5206753	1.0	1.0
gene:TraesCS1D03G0023500	Chr1D	6574304	6577432	+	6575868	Chr1D	5813414	5816542	+	5814978	1.0	1.0
gene:TraesCS1D03G0023700	Chr1D	6607032	6641306	+	6624169	Chr1D	5846192	5880476	+	5863334	1.0	1.0
gene:TraesCS1D03G0023900	Chr1D	6664438	6678885	+	6671661	Chr1D	5903609	5918064	+	5910836	1.0	1.0
gene:TraesCS1D03G0024100	Chr1D	6702026	6705310	-	6703668	Chr1D	5941213	5944497	-	5942855	1.0	0.999
gene:TraesCS1D03G0024300	Chr1D	6717424	6717978	-	6717701	Chr1D	5956612	5957166	-	5956889	1.0	1.0
gene:TraesCS1D03G0024400	Chr1D	6734472	6735112	-	6734792	Chr1D	5973664	5974304	-	5973984	1.0	1.0
gene:TraesCS1D03G0024500	Chr1D	6762398	6765377	-	6763887	Chr1D	6001590	6004569	-	6003079	1.0	1.0
gene:TraesCS1D03G0024600	Chr1D	6768889	6782560	-	6775724	Chr1D	6008081	6021752	-	6014916	1.0	1.0
gene:TraesCS1D03G0024700	Chr1D	6788386	6789994	-	6789190	Chr1D	6027578	6029186	-	6028382	1.0	1.0
gene:TraesCS1D03G0024800	Chr1D	6803517	6804251	-	6803884	Chr1D	6042708	6043442	-	6043075	1.0	1.0
gene:TraesCS1D03G0025100	Chr1D	6836115	6836863	-	6836489	Chr1D	6075307	6076055	-	6075681	1.0	0.998
gene:TraesCS1D03G0025200	Chr1D	6847588	6847915	-	6847751	Chr1D	6086778	6087105	-	6086941	1.0	1.0
gene:TraesCS1D03G0025400	Chr1D	6896537	6898345	-	6897441	Chr1D	6135730	6137538	-	6136634	1.0	1.0
gene:TraesCS1D03G0025500	Chr1D	6910143	6911975	+	6911059	Chr1D	6149361	6151193	+	6150277	1.0	1.0
gene:TraesCS1D03G0026000	Chr1D	6974090	6976661	-	6975375	Chr1D	6206345	6208916	-	6207630	1.0	1.0
gene:TraesCS1D03G0026200	Chr1D	6981796	6982558	-	6982177	Chr1D	6214049	6214811	-	6214430	1.0	1.0
gene:TraesCS1D03G0026400	Chr1D	7025015	7028044	-	7026529	Chr1D	6256767	6259796	-	6258281	1.0	1.0
gene:TraesCS1D03G0026800	Chr1D	7142988	7145861	-	7144424	Chr1D	6373005	6375878	-	6374441	1.0	0.999
gene:TraesCS1D03G0026900	Chr1D	7150081	7152861	-	7151471	Chr1D	6380102	6382882	-	6381492	1.0	1.0
gene:TraesCS1D03G0027100	Chr1D	7162457	7164005	-	7163231	Chr1D	6392479	6394027	-	6393253	1.0	1.0
gene:TraesCS1D03G0027500	Chr1D	7198014	7203075	-	7200544	Chr1D	6505429	6510490	-	6507959	1.0	1.0
gene:TraesCS1D03G0027600	Chr1D	7205594	7209460	+	7207527	Chr1D	6513009	6516875	+	6514942	1.0	1.0
gene:TraesCS1D03G0027700	Chr1D	7209703	7211493	-	7210598	Chr1D	6517118	6518908	-	6518013	1.0	1.0
gene:TraesCS1D03G0027800	Chr1D	7217568	7219054	-	7218311	Chr1D	6524721	6526207	-	6525464	1.0	1.0
gene:TraesCS1D03G0027900	Chr1D	7220638	7226063	+	7223350	Chr1D	6527791	6533216	+	6530503	1.0	1.0
gene:TraesCS1D03G0028000	Chr1D	7248635	7250357	+	7249496	Chr1D	6554139	6555861	+	6555000	1.0	1.0
gene:TraesCS1D03G0028400	Chr1D	7295347	7297250	+	7296298	Chr1D	6600845	6602748	+	6601796	1.0	1.0
gene:TraesCS1D03G0028500	Chr1D	7329510	7332180	+	7330845	Chr1D	6634701	6637371	+	6636036	1.0	1.0
gene:TraesCS1D03G0028600	Chr1D	7344236	7345795	+	7345015	Chr1D	6650575	6652134	+	6651354	1.0	1.0
gene:TraesCS1D03G0028700	Chr1D	7346429	7346764	+	7346596	Chr1D	6652768	6653103	+	6652935	1.0	1.0
gene:TraesCS1D03G0029000	Chr1D	7444347	7445118	-	7444732	Chr1D	6750642	6751413	-	6751027	1.0	1.0
gene:TraesCS1D03G0029100	Chr1D	7448772	7453083	+	7450927	Chr1D	6755067	6759388	+	6757227	1.0	1.0
gene:TraesCS1D03G0029300	Chr1D	7458483	7460471	+	7459477	Chr1D	6764788	6766776	+	6765782	1.0	1.0
gene:TraesCS1D03G0029400	Chr1D	7461845	7465604	-	7463724	Chr1D	6768150	6771909	-	6770029	1.0	1.0
gene:TraesCS1D03G0029500	Chr1D	7469380	7470382	-	7469881	Chr1D	6775670	6776672	-	6776171	1.0	0.998
gene:TraesCS1D03G0029700	Chr1D	7485862	7490452	-	7488157	Chr1D	6792152	6796742	-	6794447	1.0	1.0
gene:TraesCS1D03G0029900	Chr1D	7495928	7498713	-	7497320	Chr1D	6802218	6805003	-	6803610	1.0	1.0
gene:TraesCS1D03G0030000	Chr1D	7504293	7508717	+	7506505	Chr1D	6810589	6815007	+	6812798	1.0	1.0
gene:TraesCS1D03G0030400	Chr1D	7557933	7558861	-	7558397	Chr1D	6865051	6865979	-	6865515	1.0	1.0
gene:TraesCS1D03G0030700	Chr1D	7584288	7585388	-	7584838	Chr1D	6891404	6892504	-	6891954	1.0	1.0
gene:TraesCS1D03G0030800	Chr1D	7609089	7610266	+	7609677	Chr1D	6916195	6917372	+	6916783	1.0	1.0
gene:TraesCS1D03G0030900	Chr1D	7632197	7635495	-	7633846	Chr1D	6939304	6942602	-	6940953	1.0	0.967
gene:TraesCS1D03G0031000	Chr1D	7636833	7639437	+	7638135	Chr1D	6943948	6946552	+	6945250	1.0	1.0
gene:TraesCS1D03G0031100	Chr1D	7640389	7642599	-	7641494	Chr1D	6947504	6949714	-	6948609	1.0	1.0
gene:TraesCS1D03G0031300	Chr1D	7703824	7706918	-	7705371	Chr1D	7010959	7014053	-	7012506	1.0	1.0
gene:TraesCS1D03G0031400	Chr1D	7742263	7744697	+	7743480	Chr1D	7049395	7051829	+	7050612	1.0	1.0
gene:TraesCS1D03G0031500	Chr1D	7766021	7767467	-	7766744	Chr1D	7073140	7074586	-	7073863	1.0	1.0
gene:TraesCS1D03G0031800	Chr1D	7772412	7776370	-	7774391	Chr1D	7079531	7083489	-	7081510	1.0	0.999
gene:TraesCS1D03G0031700	Chr1D	7771995	7779704	+	7775849	Chr1D	7079114	7086823	+	7082968	1.0	0.999
gene:TraesCS1D03G0031900	Chr1D	7797379	7799716	+	7798547	Chr1D	7104497	7106834	+	7105665	1.0	0.999
gene:TraesCS1D03G0032000	Chr1D	7806662	7810184	-	7808423	Chr1D	7113822	7117344	-	7115583	1.0	1.0
gene:TraesCS1D03G0032300	Chr1D	7843644	7847436	-	7845540	Chr1D	7150802	7154594	-	7152698	1.0	1.0
gene:TraesCS1D03G0032400	Chr1D	7854309	7869098	+	7861703	Chr1D	7161467	7176080	+	7168773	1.0	1.0
gene:TraesCS1D03G0032500	Chr1D	7890500	7891777	-	7891138	Chr1D	7197470	7198747	-	7198108	1.0	1.0
gene:TraesCS1D03G0032700	Chr1D	7896242	7902109	-	7899175	Chr1D	7203212	7209079	-	7206145	1.0	1.0
gene:TraesCS1D03G0032900	Chr1D	7925981	7929834	+	7927907	Chr1D	7232977	7236831	+	7234904	1.0	1.0
gene:TraesCS1D03G0033000	Chr1D	7933872	7935232	+	7934552	Chr1D	7240869	7242229	+	7241549	1.0	1.0
gene:TraesCS1D03G0033100	Chr1D	8006183	8010570	-	8008376	Chr1D	7313274	7317661	-	7315467	1.0	1.0
gene:TraesCS1D03G0033200	Chr1D	8015283	8031795	+	8023539	Chr1D	7322374	7338885	+	7330629	1.0	1.0
gene:TraesCS1D03G0033800	Chr1D	8093813	8098708	+	8096260	Chr1D	7400916	7405811	+	7403363	1.0	0.999
gene:TraesCS1D03G0033900	Chr1D	8101658	8103140	+	8102399	Chr1D	7408765	7410247	+	7409506	1.0	0.999
gene:TraesCS1D03G0034100	Chr1D	8116295	8117076	+	8116685	Chr1D	7423402	7424183	+	7423792	1.0	1.0
gene:TraesCS1D03G0034200	Chr1D	8137290	8139047	+	8138168	Chr1D	7444411	7446168	+	7445289	1.0	1.0
gene:TraesCS1D03G0034400	Chr1D	8166280	8177789	+	8172034	Chr1D	7473413	7484939	+	7479176	1.0	1.0
gene:TraesCS1D03G0035000	Chr1D	8189624	8191287	+	8190455	Chr1D	7496733	7498396	+	7497564	1.0	1.0
gene:TraesCS1D03G0035100	Chr1D	8241841	8244372	+	8243106	Chr1D	7548951	7551482	+	7550216	1.0	1.0
gene:TraesCS1D03G0035200	Chr1D	8254180	8255126	+	8254653	Chr1D	7561292	7562239	+	7561765	1.0	0.984
gene:TraesCS1D03G0035300	Chr1D	8287580	8291578	+	8289579	Chr1D	7623851	7627692	+	7625771	0.956	0.931
gene:TraesCS1D03G0035400	Chr1D	8293631	8295994	-	8294812	Chr1D	7629745	7632108	-	7630926	1.0	1.0
gene:TraesCS1D03G0035500	Chr1D	8296531	8299442	+	8297986	Chr1D	7632645	7635556	+	7634100	1.0	1.0
gene:TraesCS1D03G0035600	Chr1D	8315967	8318268	-	8317117	Chr1D	7652081	7654382	-	7653231	1.0	1.0
gene:TraesCS1D03G0035700	Chr1D	8318805	8321664	+	8320234	Chr1D	7654919	7657778	+	7656348	1.0	1.0
gene:TraesCS1D03G0035800	Chr1D	8324667	8326267	-	8325467	Chr1D	7660781	7662381	-	7661581	1.0	1.0
gene:TraesCS1D03G0035900	Chr1D	8332217	8336281	-	8334249	Chr1D	7668357	7672421	-	7670389	1.0	1.0
gene:TraesCS1D03G0036000	Chr1D	8337814	8340700	-	8339257	Chr1D	7673954	7676840	-	7675397	1.0	1.0
gene:TraesCS1D03G0036100	Chr1D	8363677	8369101	-	8366389	Chr1D	7699828	7705252	-	7702540	1.0	1.0
gene:TraesCS1D03G0036200	Chr1D	8425686	8428027	+	8426856	Chr1D	7761840	7764187	+	7763013	1.0	1.0
gene:TraesCS1D03G0036400	Chr1D	8513539	8514237	-	8513888	Chr1D	7849891	7850589	-	7850240	1.0	1.0
gene:TraesCS1D03G0036500	Chr1D	8591248	8594687	-	8592967	Chr1D	7927538	7930977	-	7929257	1.0	0.999
gene:TraesCS1D03G0036700	Chr1D	8633821	8637432	-	8635626	Chr1D	7970006	7973617	-	7971811	1.0	1.0
gene:TraesCS1D03G0036800	Chr1D	8667203	8668447	+	8667825	Chr1D	8003404	8004648	+	8004026	1.0	1.0
gene:TraesCS1D03G0036900	Chr1D	8676817	8678607	+	8677712	Chr1D	8013017	8014807	+	8013912	1.0	1.0
gene:TraesCS1D03G0037000	Chr1D	8686742	8689043	-	8687892	Chr1D	8022945	8025246	-	8024095	1.0	1.0
gene:TraesCS1D03G0037300	Chr1D	8727511	8729922	+	8728716	Chr1D	8063714	8066125	+	8064919	1.0	1.0
gene:TraesCS1D03G0037400	Chr1D	8799437	8803408	+	8801422	Chr1D	8135661	8139632	+	8137646	1.0	1.0
gene:TraesCS1D03G0037900	Chr1D	8922917	8923896	+	8923406	Chr1D	8256256	8257235	+	8256745	1.0	1.0
gene:TraesCS1D03G0038300	Chr1D	9016302	9021501	-	9018901	Chr1D	8349031	8354230	-	8351630	1.0	1.0
gene:TraesCS1D03G0038400	Chr1D	9022044	9027361	+	9024702	Chr1D	8354773	8360091	+	8357432	1.0	1.0
gene:TraesCS1D03G0038500	Chr1D	9029515	9030704	-	9030109	Chr1D	8362245	8363434	-	8362839	1.0	1.0
gene:TraesCS1D03G0038600	Chr1D	9033681	9040126	-	9036903	Chr1D	8366411	8372856	-	8369633	1.0	1.0
gene:TraesCS1D03G0038800	Chr1D	9121342	9124455	+	9122898	Chr1D	8453876	8456989	+	8455432	1.0	1.0
gene:TraesCS1D03G0038900	Chr1D	9124737	9127417	-	9126077	Chr1D	8457271	8459951	-	8458611	1.0	1.0
gene:TraesCS1D03G0039000	Chr1D	9129416	9137638	+	9133527	Chr1D	8461950	8470172	+	8466061	1.0	1.0
gene:TraesCS1D03G0039100	Chr1D	9154545	9157552	+	9156048	Chr1D	8487081	8490088	+	8488584	1.0	1.0
gene:TraesCS1D03G0039200	Chr1D	9206067	9207887	+	9206977	Chr1D	8538638	8540458	+	8539548	1.0	1.0
gene:TraesCS1D03G0039300	Chr1D	9227821	9228352	+	9228086	Chr1D	8560397	8560928	+	8560662	1.0	1.0
gene:TraesCS1D03G0039400	Chr1D	9245157	9246124	+	9245640	Chr1D	8577741	8578708	+	8578224	1.0	1.0
gene:TraesCS1D03G0039500	Chr1D	9247527	9249158	-	9248342	Chr1D	8580110	8581741	-	8580925	1.0	1.0
gene:TraesCS1D03G0039600	Chr1D	9262555	9264156	+	9263355	Chr1D	8595144	8596745	+	8595944	1.0	1.0
gene:TraesCS1D03G0039700	Chr1D	9327845	9334250	-	9331047	Chr1D	8660439	8666846	-	8663642	1.0	0.999
gene:TraesCS1D03G0040100	Chr1D	9396284	9405243	-	9400763	Chr1D	8728893	8737855	-	8733374	1.0	1.0
gene:TraesCS1D03G0040200	Chr1D	9435351	9444224	-	9439787	Chr1D	8767986	8778511	-	8773248	1.0	0.997
gene:TraesCS1D03G0040300	Chr1D	9461479	9465994	+	9463736	Chr1D	8795726	8800243	+	8797984	1.0	0.996
gene:TraesCS1D03G0040500	Chr1D	9623480	9623999	-	9623739	Chr1D	8958660	8959179	-	8958919	1.0	1.0
gene:TraesCS1D03G0040800	Chr1D	9677228	9681756	+	9679492	Chr1D	9011850	9016313	+	9014081	1.0	0.999
gene:TraesCS1D03G0041100	Chr1D	9688210	9693529	+	9690869	Chr1D	9022746	9028056	+	9025401	1.0	0.996
gene:TraesCS1D03G0041300	Chr1D	9722460	9732333	-	9727396	Chr1D	9056895	9066768	-	9061831	1.0	0.998
gene:TraesCS1D03G0041600	Chr1D	9742405	9753140	-	9747772	Chr1D	9076819	9087556	-	9082187	1.0	1.0
gene:TraesCS1D03G0041800	Chr1D	9768946	9769323	-	9769134	Chr1D	9103968	9104345	-	9104156	1.0	1.0
gene:TraesCS1D03G0042100	Chr1D	9802988	9804033	-	9803510	Chr1D	9138010	9139055	-	9138532	1.0	1.0
gene:TraesCS1D03G0042200	Chr1D	9823512	9823727	-	9823619	Chr1D	9160443	9160658	-	9160550	1.0	1.0
gene:TraesCS1D03G0042300	Chr1D	9829325	9829540	+	9829432	Chr1D	9166256	9166471	+	9166363	1.0	1.0
gene:TraesCS1D03G0042500	Chr1D	9843831	9846538	+	9845184	Chr1D	9180762	9183469	+	9182115	1.0	1.0
gene:TraesCS1D03G0042700	Chr1D	9884257	9887556	-	9885906	Chr1D	9221180	9224479	-	9222829	1.0	1.0
gene:TraesCS1D03G0042800	Chr1D	9977550	9995153	+	9986351	Chr1D	9314472	9332037	+	9323254	1.0	0.999
gene:TraesCS1D03G0043200	Chr1D	10126307	10126930	-	10126618	Chr1D	9499115	9499738	-	9499426	1.0	1.0
gene:TraesCS1D03G0043300	Chr1D	10135325	10137987	-	10136656	Chr1D	9508133	9510795	-	9509464	1.0	1.0
gene:TraesCS1D03G0043400	Chr1D	10144230	10145801	+	10145015	Chr1D	9517038	9518609	+	9517823	1.0	1.0
gene:TraesCS1D03G0043500	Chr1D	10157489	10165721	+	10161605	Chr1D	9530298	9538530	+	9534414	1.0	1.0
gene:TraesCS1D03G0044000	Chr1D	10256969	10257223	+	10257096	Chr1D	9598266	9598520	+	9598393	1.0	1.0
gene:TraesCS1D03G0044100	Chr1D	10261405	10262472	-	10261938	Chr1D	9602702	9603769	-	9603235	1.0	1.0
gene:TraesCS1D03G0044200	Chr1D	10270654	10274452	+	10272553	Chr1D	9611952	9615750	+	9613851	1.0	1.0
gene:TraesCS1D03G0044300	Chr1D	10284018	10286281	+	10285149	Chr1D	9625316	9627579	+	9626447	1.0	1.0
gene:TraesCS1D03G0044600	Chr1D	10328353	10330651	+	10329502	Chr1D	9669666	9671964	+	9670815	1.0	1.0
gene:TraesCS1D03G0044700	Chr1D	10422975	10426120	+	10424547	Chr1D	9764300	9767445	+	9765872	1.0	1.0
gene:TraesCS1D03G0044800	Chr1D	10427768	10430080	-	10428924	Chr1D	9769093	9771405	-	9770249	1.0	1.0
gene:TraesCS1D03G0045000	Chr1D	10460749	10462774	-	10461761	Chr1D	9802081	9804106	-	9803093	1.0	1.0
gene:TraesCS1D03G0045100	Chr1D	10467171	10467863	-	10467517	Chr1D	9808502	9809194	-	9808848	1.0	1.0
gene:TraesCS1D03G0045300	Chr1D	10564890	10567566	-	10566228	Chr1D	9904929	9907605	-	9906267	1.0	1.0
gene:TraesCS1D03G0045400	Chr1D	10581352	10585193	+	10583272	Chr1D	9921393	9925234	+	9923313	1.0	1.0
gene:TraesCS1D03G0045500	Chr1D	10590733	10597060	-	10593896	Chr1D	9930781	9937108	-	9933944	1.0	1.0
gene:TraesCS1D03G0046000	Chr1D	10666814	10678260	-	10672537	Chr1D	10006862	10018308	-	10012585	1.0	1.0
gene:TraesCS1D03G0046200	Chr1D	10702255	10705142	-	10703698	Chr1D	10042308	10045195	-	10043751	1.0	1.0
gene:TraesCS1D03G0046400	Chr1D	10776701	10781413	+	10779057	Chr1D	10116569	10121281	+	10118925	1.0	1.0
gene:TraesCS1D03G0046500	Chr1D	10789220	10791288	+	10790254	Chr1D	10129440	10131514	+	10130477	1.0	0.988
gene:TraesCS1D03G0046600	Chr1D	10791391	10796390	-	10793890	Chr1D	10131589	10136579	-	10134084	0.994	0.99
gene:TraesCS1D03G0047200	Chr1D	10816701	10817387	-	10817044	Chr1D	10223195	10223881	-	10223538	1.0	0.998
gene:TraesCS1D03G0047300	Chr1D	10823735	10826174	-	10824954	Chr1D	10239604	10242043	-	10240823	1.0	0.995
gene:TraesCS1D03G0047600	Chr1D	10841086	10846099	-	10843592	Chr1D	10256932	10261944	-	10259438	1.0	0.997
gene:TraesCS1D03G0047800	Chr1D	10923571	10925026	+	10924298	Chr1D	10350368	10351823	+	10351095	1.0	1.0
