gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Landmark_tgt_chr	Landmark_tgt_start	Landmark_tgt_end	Landmark_tgt_strand	Landmark_tgt_midpoint	Landmark_coverage	Landmark_identity
gene:TraesCS5D03G0007600	Chr5D	3553643	3558815	+	3556229	Chr5D	4168263	4173435	-	4170849	1.0	1.0
gene:TraesCS5D03G0007700	Chr5D	3560879	3562605	-	3561742	Chr5D	4164473	4166199	+	4165336	1.0	1.0
gene:TraesCS5D03G0007800	Chr5D	3566317	3566982	+	3566649	Chr5D	4160096	4160761	-	4160428	1.0	1.0
gene:TraesCS5D03G0007900	Chr5D	3568816	3570710	-	3569763	Chr5D	4156368	4158262	+	4157315	1.0	1.0
gene:TraesCS5D03G0008000	Chr5D	3579222	3582239	-	3580730	Chr5D	4144777	4147794	+	4146285	1.0	1.0
gene:TraesCS5D03G0008100	Chr5D	3584251	3584745	+	3584498	Chr5D	4142271	4142765	-	4142518	1.0	1.0
gene:TraesCS5D03G0008600	Chr5D	3622739	3623188	+	3622963	Chr5D	4119262	4119711	-	4119486	1.0	1.0
gene:TraesCS5D03G0008900	Chr5D	3646131	3647699	+	3646915	Chr5D	4094199	4095767	-	4094983	1.0	0.996
gene:TraesCS5D03G0009200	Chr5D	3649092	3650582	+	3649837	Chr5D	4091316	4092806	-	4092061	1.0	1.0
gene:TraesCS5D03G0009100	Chr5D	3649059	3653270	-	3651164	Chr5D	4088628	4092839	+	4090733	1.0	1.0
gene:TraesCS5D03G0009400	Chr5D	3672490	3674058	-	3673274	Chr5D	4067492	4069060	+	4068276	1.0	1.0
gene:TraesCS5D03G0009800	Chr5D	3763968	3767732	-	3765850	Chr5D	3974487	3978251	+	3976369	1.0	1.0
gene:TraesCS5D03G0009900	Chr5D	3777701	3780330	+	3779015	Chr5D	3961767	3964396	-	3963081	1.0	1.0
gene:TraesCS5D03G0010200	Chr5D	4128339	4134929	+	4131634	Chr5D	3601737	3608327	-	3605032	1.0	1.0
gene:TraesCS5D03G0010300	Chr5D	4138928	4139406	+	4139167	Chr5D	3597259	3597738	-	3597498	1.0	1.0
gene:TraesCS5D03G0010400	Chr5D	4139960	4143802	+	4141881	Chr5D	3592863	3596705	-	3594784	1.0	1.0
gene:TraesCS5D03G0010500	Chr5D	4143972	4149511	-	4146741	Chr5D	3587154	3592693	+	3589923	1.0	1.0
gene:TraesCS5D03G0010700	Chr5D	4214914	4215624	+	4215269	Chr5D	3520574	3521284	-	3520929	1.0	1.0
gene:TraesCS5D03G0010800	Chr5D	4236946	4237494	+	4237220	Chr5D	3497654	3498202	-	3497928	1.0	1.0
gene:TraesCS5D03G0010900	Chr5D	4321657	4325110	+	4323383	Chr5D	3409132	3412585	-	3410858	1.0	1.0
gene:TraesCS5D03G0011400	Chr5D	4601728	4604250	+	4602989	Chr5D	3121346	3123868	-	3122607	1.0	0.999
gene:TraesCS5D03G0011500	Chr5D	4657637	4660576	+	4659106	Chr5D	3065477	3068416	-	3066946	1.0	1.0
gene:TraesCS5D03G0011600	Chr5D	4661997	4662533	+	4662265	Chr5D	3063518	3064054	-	3063786	1.0	1.0
gene:TraesCS5D03G0011700	Chr5D	4662688	4663563	+	4663125	Chr5D	3062488	3063363	-	3062925	1.0	0.998
gene:TraesCS5D03G0011800	Chr5D	4685322	4688315	-	4686818	Chr5D	3037737	3040730	+	3039233	1.0	1.0
gene:TraesCS5D03G0012500	Chr5D	4781972	4785327	+	4783649	Chr5D	2932879	2936234	-	2934556	1.0	1.0
gene:TraesCS5D03G0012700	Chr5D	4872332	4872634	+	4872483	Chr5D	2842501	2842803	-	2842652	1.0	1.0
gene:TraesCS5D03G0013000	Chr5D	4874080	4874303	-	4874191	Chr5D	2840832	2841055	+	2840943	1.0	1.0
gene:TraesCS5D03G0014100	Chr5D	4882647	4883390	+	4883018	Chr5D	2832780	2833523	-	2833151	1.0	0.998
gene:TraesCS5D03G0014300	Chr5D	4884121	4884294	-	4884207	Chr5D	2831876	2832049	+	2831962	1.0	1.0
gene:TraesCS5D03G0014400	Chr5D	4884966	4885211	+	4885088	Chr5D	2830892	2831137	-	2831014	1.0	1.0
gene:TraesCS5D03G0014500	Chr5D	4886766	4887029	+	4886897	Chr5D	2829074	2829337	-	2829205	1.0	1.0
gene:TraesCS5D03G0014600	Chr5D	4887121	4888287	+	4887704	Chr5D	2827816	2828982	-	2828399	1.0	0.999
gene:TraesCS5D03G0014800	Chr5D	4891913	4894165	-	4893039	Chr5D	2821938	2824190	+	2823064	1.0	0.999
gene:TraesCS5D03G0015100	Chr5D	4897812	4898401	-	4898106	Chr5D	2817427	2818016	+	2817721	1.0	1.0
gene:TraesCS5D03G0015300	Chr5D	4901060	4901539	-	4901299	Chr5D	2814760	2815239	+	2814999	1.0	1.0
gene:TraesCS5D03G0015400	Chr5D	4901640	4902071	-	4901855	Chr5D	2814228	2814659	+	2814443	1.0	1.0
gene:TraesCS5D03G0015500	Chr5D	4902366	4902728	-	4902547	Chr5D	2813571	2813933	+	2813752	1.0	1.0
gene:TraesCS5D03G0015700	Chr5D	4904704	4905117	-	4904910	Chr5D	2810950	2811363	+	2811156	1.0	0.997
gene:TraesCS5D03G0016000	Chr5D	4919446	4920810	+	4920128	Chr5D	2795218	2796582	-	2795900	1.0	1.0
gene:TraesCS5D03G0016400	Chr5D	4925715	4926272	+	4925993	Chr5D	2793197	2793754	-	2793475	1.0	0.998
gene:TraesCS5D03G0016800	Chr5D	4929412	4929555	-	4929483	Chr5D	2790236	2790379	+	2790307	1.0	1.0
gene:TraesCS5D03G0016900	Chr5D	4929660	4929776	-	4929718	Chr5D	2790015	2790131	+	2790073	1.0	1.0
gene:TraesCS5D03G0017300	Chr5D	4931465	4931578	+	4931521	Chr5D	2788213	2788326	-	2788269	1.0	1.0
gene:TraesCS5D03G0017400	Chr5D	4932349	4932477	+	4932413	Chr5D	2787314	2787442	-	2787378	1.0	1.0
gene:TraesCS5D03G0017500	Chr5D	4932918	4933118	+	4933018	Chr5D	2786673	2786873	-	2786773	1.0	1.0
gene:TraesCS5D03G0018000	Chr5D	4935300	4936013	-	4935656	Chr5D	2783777	2784490	+	2784133	1.0	1.0
gene:TraesCS5D03G0018400	Chr5D	4938361	4938492	-	4938426	Chr5D	2781298	2781429	+	2781363	1.0	1.0
gene:TraesCS5D03G0018500	Chr5D	4938596	4938832	+	4938714	Chr5D	2780958	2781194	-	2781076	1.0	1.0
gene:TraesCS5D03G0018700	Chr5D	4939644	4939925	+	4939784	Chr5D	2779865	2780146	-	2780005	1.0	1.0
gene:TraesCS5D03G0019200	Chr5D	4943192	4945435	+	4944313	Chr5D	2774353	2776596	-	2775474	1.0	1.0
gene:TraesCS5D03G0019300	Chr5D	4945761	4945971	+	4945866	Chr5D	2773817	2774027	-	2773922	1.0	1.0
gene:TraesCS5D03G0019800	Chr5D	4948993	4949154	-	4949073	Chr5D	2770634	2770795	+	2770714	1.0	1.0
gene:TraesCS5D03G0020000	Chr5D	4949293	4950393	-	4949843	Chr5D	2769395	2770495	+	2769945	1.0	0.998
gene:TraesCS5D03G0020100	Chr5D	4950002	4950451	+	4950226	Chr5D	2769337	2769786	-	2769561	1.0	1.0
gene:TraesCS5D03G0020300	Chr5D	4950827	4951042	+	4950934	Chr5D	2768746	2768961	-	2768853	1.0	1.0
gene:TraesCS5D03G0020400	Chr5D	4951153	4952147	-	4951650	Chr5D	2767641	2768635	+	2768138	1.0	1.0
gene:TraesCS5D03G0020800	Chr5D	4955589	4956654	-	4956121	Chr5D	2763134	2764199	+	2763666	1.0	1.0
gene:TraesCS5D03G0021000	Chr5D	4957788	4957982	+	4957885	Chr5D	2761806	2762000	-	2761903	1.0	1.0
gene:TraesCS5D03G0021100	Chr5D	4958384	4958494	+	4958439	Chr5D	2761294	2761404	-	2761349	1.0	1.0
gene:TraesCS5D03G0021400	Chr5D	4960287	4960754	+	4960520	Chr5D	2759034	2759501	-	2759267	1.0	1.0
gene:TraesCS5D03G0021800	Chr5D	4962707	4962894	+	4962800	Chr5D	2756894	2757081	-	2756987	1.0	1.0
gene:TraesCS5D03G0022700	Chr5D	4973102	4973800	+	4973451	Chr5D	2747232	2747930	-	2747581	1.0	1.0
gene:TraesCS5D03G0023300	Chr5D	5013765	5020319	-	5017042	Chr5D	2697373	2702299	+	2699836	0.97	0.97
gene:TraesCS5D03G0023600	Chr5D	5033927	5038681	+	5036304	Chr5D	2679184	2683938	-	2681561	1.0	0.999
gene:TraesCS5D03G0024000	Chr5D	5126830	5130716	-	5128773	Chr5D	2586823	2590709	+	2588766	1.0	0.999
gene:TraesCS5D03G0024200	Chr5D	5310399	5319110	+	5314754	Chr5D	2394016	2402503	-	2398259	0.972	0.972
gene:TraesCS5D03G0024300	Chr5D	5323991	5339694	+	5331842	Chr5D	2373418	2389121	-	2381269	1.0	1.0
gene:TraesCS5D03G0024400	Chr5D	5339945	5343217	-	5341581	Chr5D	2369895	2373167	+	2371531	1.0	1.0
gene:TraesCS5D03G0024600	Chr5D	5501293	5503036	+	5502164	Chr5D	2208106	2209849	-	2208977	1.0	1.0
gene:TraesCS5D03G0024700	Chr5D	5534695	5546126	+	5540410	Chr5D	2163743	2175170	-	2169456	1.0	0.999
gene:TraesCS5D03G0024800	Chr5D	5567761	5575868	-	5571814	Chr5D	2136878	2145703	+	2141290	1.0	0.999
gene:TraesCS5D03G0024900	Chr5D	5706212	5708783	-	5707497	Chr5D	2002949	2005520	+	2004234	1.0	0.999
gene:TraesCS5D03G0025100	Chr5D	5762415	5764094	-	5763254	Chr5D	1946436	1948115	+	1947275	1.0	1.0
gene:TraesCS5D03G0029100	Chr5D	7690081	7698179	+	7694130	Chr5D	7833863	7841961	+	7837912	1.0	1.0
gene:TraesCS5D03G0029200	Chr5D	7717853	7730573	-	7724213	Chr5D	7861494	7874762	-	7868128	1.0	0.999
gene:TraesCS5D03G0029700	Chr5D	7759289	7761729	-	7760509	Chr5D	7903474	7905914	-	7904694	1.0	1.0
gene:TraesCS5D03G0029900	Chr5D	7860986	7877389	-	7869187	Chr5D	8005410	8020966	-	8013188	0.9	0.9
gene:TraesCS5D03G0030400	Chr5D	8051479	8054654	+	8053066	Chr5D	8205301	8206762	+	8206031	0.905	0.905
gene:TraesCS5D03G0030600	Chr5D	8086114	8088828	-	8087471	Chr5D	8237700	8240414	-	8239057	1.0	1.0
gene:TraesCS5D03G0030800	Chr5D	8141689	8143688	+	8142688	Chr5D	8293842	8295841	+	8294841	1.0	1.0
gene:TraesCS5D03G0030900	Chr5D	8154875	8157233	+	8156054	Chr5D	8307028	8309386	+	8308207	1.0	1.0
gene:TraesCS5D03G0031100	Chr5D	8169523	8175293	-	8172408	Chr5D	8321675	8327445	-	8324560	1.0	1.0
gene:TraesCS5D03G0031300	Chr5D	8354136	8383522	+	8368829	Chr5D	8507126	8537574	+	8522350	1.0	1.0
gene:TraesCS5D03G0032500	Chr5D	8526442	8532020	+	8529231	Chr5D	8682109	8687815	+	8684962	1.0	1.0
gene:TraesCS5D03G0032700	Chr5D	8534121	8540085	-	8537103	Chr5D	8689916	8696009	-	8692962	1.0	1.0
gene:TraesCS5D03G0032800	Chr5D	8611516	8614138	-	8612827	Chr5D	8767137	8769759	-	8768448	1.0	1.0
gene:TraesCS5D03G0032900	Chr5D	8614789	8615043	-	8614916	Chr5D	8770410	8770664	-	8770537	1.0	1.0
gene:TraesCS5D03G0033000	Chr5D	8649559	8663338	-	8656448	Chr5D	8805225	8819004	-	8812114	1.0	1.0
gene:TraesCS5D03G0033100	Chr5D	8665040	8668025	-	8666532	Chr5D	8820514	8823499	-	8822006	1.0	1.0
gene:TraesCS5D03G0033700	Chr5D	8760580	8761485	-	8761032	Chr5D	8915605	8916510	-	8916057	1.0	1.0
gene:TraesCS5D03G0033600	Chr5D	8760550	8761728	+	8761139	Chr5D	8915575	8916753	+	8916164	1.0	1.0
gene:TraesCS5D03G0034100	Chr5D	9055345	9056199	+	9055772	Chr5D	9211966	9212820	+	9212393	1.0	1.0
gene:TraesCS5D03G0034200	Chr5D	9072954	9076493	+	9074723	Chr5D	9229616	9233826	+	9231721	1.0	1.0
gene:TraesCS5D03G0034500	Chr5D	9130463	9132648	-	9131555	Chr5D	9288819	9291004	-	9289911	1.0	1.0
gene:TraesCS5D03G0034800	Chr5D	9185614	9186012	+	9185813	Chr5D	9343973	9344371	+	9344172	1.0	1.0
gene:TraesCS5D03G0035100	Chr5D	9225900	9231687	+	9228793	Chr5D	9384760	9390546	+	9387653	1.0	1.0
gene:TraesCS5D03G0035300	Chr5D	9235784	9237983	+	9236883	Chr5D	9394643	9396842	+	9395742	1.0	1.0
gene:TraesCS5D03G0035400	Chr5D	9238099	9242366	-	9240232	Chr5D	9396958	9401225	-	9399091	1.0	1.0
gene:TraesCS5D03G0035600	Chr5D	9333018	9343813	-	9338415	Chr5D	9491771	9502956	-	9497363	1.0	1.0
gene:TraesCS5D03G0035800	Chr5D	9395161	9395820	+	9395490	Chr5D	9554299	9554958	+	9554628	1.0	1.0
gene:TraesCS5D03G0035900	Chr5D	9406057	9407312	+	9406684	Chr5D	9565384	9566639	+	9566011	1.0	1.0
gene:TraesCS5D03G0036100	Chr5D	9446443	9447447	+	9446945	Chr5D	9606106	9607110	+	9606608	1.0	1.0
gene:TraesCS5D03G0036200	Chr5D	9499846	9501662	-	9500754	Chr5D	9659773	9661589	-	9660681	1.0	1.0
gene:TraesCS5D03G0036300	Chr5D	9515824	9518741	-	9517282	Chr5D	9676090	9679007	-	9677548	1.0	1.0
gene:TraesCS5D03G0036400	Chr5D	9583881	9585814	+	9584847	Chr5D	9744679	9746612	+	9745645	1.0	1.0
gene:TraesCS5D03G0036600	Chr5D	9639722	9640204	-	9639963	Chr5D	9800316	9800798	-	9800557	1.0	1.0
gene:TraesCS5D03G0036700	Chr5D	9660913	9661794	+	9661353	Chr5D	9821621	9822502	+	9822061	1.0	1.0
gene:TraesCS5D03G0037100	Chr5D	9688115	9689533	-	9688824	Chr5D	9848942	9850360	-	9849651	1.0	0.999
gene:TraesCS5D03G0037600	Chr5D	9835169	9837618	-	9836393	Chr5D	9997798	10000247	-	9999022	1.0	1.0
gene:TraesCS5D03G0037700	Chr5D	9839250	9844749	-	9841999	Chr5D	10001878	10007467	-	10004672	1.0	1.0
gene:TraesCS5D03G0037800	Chr5D	10011395	10018127	-	10014761	Chr5D	10173977	10181274	-	10177625	1.0	1.0
gene:TraesCS5D03G0038000	Chr5D	10056183	10057176	+	10056679	Chr5D	10219229	10220222	+	10219725	1.0	1.0
gene:TraesCS5D03G0038100	Chr5D	10058326	10066268	-	10062297	Chr5D	10221443	10229385	-	10225414	1.0	0.999
gene:TraesCS5D03G0038300	Chr5D	10149912	10152613	+	10151262	Chr5D	10312334	10315035	+	10313684	1.0	1.0
gene:TraesCS5D03G0038600	Chr5D	10573532	10577805	+	10575668	Chr5D	10735772	10740045	+	10737908	1.0	1.0
gene:TraesCS5D03G0038700	Chr5D	10576248	10576604	-	10576426	Chr5D	10738488	10738844	-	10738666	1.0	1.0
gene:TraesCS5D03G0038900	Chr5D	10600401	10601132	-	10600766	Chr5D	10762526	10763257	-	10762891	1.0	1.0
gene:TraesCS5D03G0039000	Chr5D	10627124	10633383	+	10630253	Chr5D	10789358	10795617	+	10792487	1.0	0.998
gene:TraesCS5D03G0039300	Chr5D	10642695	10648565	+	10645630	Chr5D	10804929	10810799	+	10807864	1.0	1.0
gene:TraesCS5D03G0039400	Chr5D	10730194	10730646	+	10730420	Chr5D	10892746	10893198	+	10892972	1.0	1.0
gene:TraesCS5D03G0039500	Chr5D	10783165	10783956	+	10783560	Chr5D	10946761	10947552	+	10947156	1.0	1.0
gene:TraesCS5D03G0039900	Chr5D	10878352	10881339	+	10879845	Chr5D	11040903	11043890	+	11042396	1.0	1.0
gene:TraesCS5D03G0040000	Chr5D	11002028	11005811	+	11003919	Chr5D	11163377	11167160	+	11165268	1.0	1.0
gene:TraesCS5D03G0040100	Chr5D	11112799	11113703	-	11113251	Chr5D	11273715	11274619	-	11274167	1.0	1.0
gene:TraesCS5D03G0040700	Chr5D	11400698	11403390	-	11402044	Chr5D	11562786	11565478	-	11564132	1.0	1.0
gene:TraesCS5D03G0040800	Chr5D	11406258	11408192	-	11407225	Chr5D	11568346	11570280	-	11569313	1.0	1.0
gene:TraesCS5D03G0041100	Chr5D	11463934	11465058	+	11464496	Chr5D	11626738	11627862	+	11627300	1.0	0.989
gene:TraesCS5D03G0041200	Chr5D	11529869	11533644	+	11531756	Chr5D	11692924	11696699	+	11694811	1.0	0.999
gene:TraesCS5D03G0041400	Chr5D	11671444	11672550	-	11671997	Chr5D	11837877	11838983	-	11838430	1.0	1.0
gene:TraesCS5D03G0041500	Chr5D	11708289	11709407	-	11708848	Chr5D	11874957	11876075	-	11875516	1.0	0.998
gene:TraesCS5D03G0041900	Chr5D	12041353	12044397	-	12042875	Chr5D	12209097	12212141	-	12210619	1.0	1.0
gene:TraesCS5D03G0042200	Chr5D	12251169	12252599	-	12251884	Chr5D	12425567	12426997	-	12426282	1.0	1.0
gene:TraesCS5D03G0042500	Chr5D	12306016	12313508	-	12309762	Chr5D	12480415	12487907	-	12484161	1.0	0.999
gene:TraesCS5D03G0043100	Chr5D	12674557	12678922	+	12676739	Chr5D	12861798	12866163	+	12863980	1.0	0.999
gene:TraesCS5D03G0043200	Chr5D	12679145	12684151	+	12681648	Chr5D	12866386	12871384	+	12868885	1.0	1.0
gene:TraesCS5D03G0043300	Chr5D	12685547	12686545	+	12686046	Chr5D	12872780	12873778	+	12873279	1.0	1.0
gene:TraesCS5D03G0043400	Chr5D	12688531	12689491	-	12689011	Chr5D	12875764	12876724	-	12876244	1.0	1.0
gene:TraesCS5D03G0044100	Chr5D	13005661	13010693	+	13008177	Chr5D	13192074	13197110	+	13194592	0.998	0.993
gene:TraesCS5D03G0044400	Chr5D	13018386	13018541	-	13018463	Chr5D	13204803	13204958	-	13204880	1.0	1.0
gene:TraesCS5D03G0044600	Chr5D	13049822	13051510	+	13050666	Chr5D	13236199	13237887	+	13237043	1.0	1.0
gene:TraesCS5D03G0044700	Chr5D	13059576	13075331	-	13067453	Chr5D	13245706	13261461	-	13253583	1.0	1.0
gene:TraesCS5D03G0044800	Chr5D	13252970	13254069	-	13253519	Chr5D	13439145	13440244	-	13439694	1.0	1.0
gene:TraesCS5D03G0045200	Chr5D	13394161	13398365	-	13396263	Chr5D	13580582	13584874	-	13582728	1.0	1.0
gene:TraesCS5D03G0045700	Chr5D	13791828	13794523	+	13793175	Chr5D	13979672	13982367	+	13981019	1.0	1.0
gene:TraesCS5D03G0045900	Chr5D	13794740	13795992	-	13795366	Chr5D	13982584	13983836	-	13983210	1.0	1.0
gene:TraesCS5D03G0046000	Chr5D	13803203	13808278	+	13805740	Chr5D	13991046	13996121	+	13993583	1.0	1.0
gene:TraesCS5D03G0046500	Chr5D	13865255	13866905	-	13866080	Chr5D	14053454	14055104	-	14054279	1.0	1.0
gene:TraesCS5D03G0047000	Chr5D	13967581	13976852	-	13972216	Chr5D	14161972	14171025	-	14166498	1.0	1.0
gene:TraesCS5D03G0047300	Chr5D	13998301	14002102	+	14000201	Chr5D	14192427	14196228	+	14194327	1.0	1.0
gene:TraesCS5D03G0047500	Chr5D	14004186	14005504	-	14004845	Chr5D	14198313	14199625	-	14198969	0.995	0.995
gene:TraesCS5D03G0047800	Chr5D	14105647	14106929	+	14106288	Chr5D	14299947	14301229	+	14300588	1.0	1.0
gene:TraesCS5D03G0047900	Chr5D	14191472	14200433	-	14195952	Chr5D	14390931	14399892	-	14395411	1.0	1.0
gene:TraesCS5D03G0048500	Chr5D	14606373	14607878	-	14607125	Chr5D	14810660	14812165	-	14811412	1.0	1.0
gene:TraesCS5D03G0048800	Chr5D	14809040	14809618	+	14809329	Chr5D	15011678	15012256	+	15011967	1.0	1.0
gene:TraesCS5D03G0049100	Chr5D	15033130	15036689	+	15034909	Chr5D	15237038	15240597	+	15238817	1.0	1.0
gene:TraesCS5D03G0049300	Chr5D	15037005	15040200	-	15038602	Chr5D	15240913	15244108	-	15242510	1.0	1.0
gene:TraesCS5D03G0049400	Chr5D	15040350	15045472	-	15042911	Chr5D	15244258	15249380	-	15246819	1.0	0.998
gene:TraesCS5D03G0050600	Chr5D	15295196	15296683	-	15295939	Chr5D	15500447	15502234	-	15501340	1.0	1.0
gene:TraesCS5D03G0050900	Chr5D	15418339	15421052	+	15419695	Chr5D	15624649	15627362	+	15626005	1.0	1.0
gene:TraesCS5D03G0052400	Chr5D	15633620	15634486	-	15634053	Chr5D	15831943	15832809	-	15832376	1.0	1.0
gene:TraesCS5D03G0053100	Chr5D	16333012	16333619	-	16333315	Chr5D	16477755	16478362	-	16478058	1.0	1.0
gene:TraesCS5D03G0053400	Chr5D	16354843	16360505	-	16357674	Chr5D	16499956	16505618	-	16502787	1.0	1.0
gene:TraesCS5D03G0054000	Chr5D	16741808	16742678	-	16742243	Chr5D	16888842	16889712	-	16889277	1.0	1.0
gene:TraesCS5D03G0054400	Chr5D	17382788	17389803	-	17386295	Chr5D	17531067	17538082	-	17534574	1.0	1.0
gene:TraesCS5D03G0055100	Chr5D	18224451	18226157	+	18225304	Chr5D	18370882	18372588	+	18371735	1.0	1.0
gene:TraesCS5D03G0055200	Chr5D	18226316	18227245	+	18226780	Chr5D	18372747	18373676	+	18373211	1.0	1.0
gene:TraesCS5D03G0055600	Chr5D	18313071	18317168	+	18315119	Chr5D	18459911	18464008	+	18461959	1.0	1.0
gene:TraesCS5D03G0056100	Chr5D	18329197	18333439	+	18331318	Chr5D	18476002	18480244	+	18478123	1.0	1.0
gene:TraesCS5D03G0056300	Chr5D	18477814	18478619	-	18478216	Chr5D	18624018	18624823	-	18624420	1.0	1.0
gene:TraesCS5D03G0056500	Chr5D	18886296	18886673	-	18886484	Chr5D	19039834	19040211	-	19040022	1.0	1.0
gene:TraesCS5D03G0057200	Chr5D	19135180	19135557	-	19135368	Chr5D	19286149	19286526	-	19286337	1.0	0.996
gene:TraesCS5D03G0057600	Chr5D	20340509	20341174	+	20340841	Chr5D	20439397	20440062	+	20439729	1.0	1.0
gene:TraesCS5D03G0057700	Chr5D	21083644	21090581	+	21087112	Chr5D	21178315	21185252	+	21181783	1.0	1.0
gene:TraesCS5D03G0058200	Chr5D	21138162	21141749	+	21139955	Chr5D	21232300	21235887	+	21234093	1.0	1.0
gene:TraesCS5D03G0058700	Chr5D	21341035	21344882	+	21342958	Chr5D	23920616	23924463	+	23922539	1.0	1.0
gene:TraesCS5D03G0058800	Chr5D	21373588	21373914	+	21373751	Chr5D	23953169	23953495	+	23953332	1.0	1.0
gene:TraesCS5D03G0059400	Chr5D	21585198	21588882	-	21587040	Chr5D	24179014	24182698	-	24180856	1.0	1.0
gene:TraesCS5D03G0059800	Chr5D	21680203	21681366	-	21680784	Chr5D	24273552	24274715	-	24274133	1.0	1.0
gene:TraesCS5D03G0060300	Chr5D	21792224	21793510	+	21792867	Chr5D	24386472	24387758	+	24387115	1.0	1.0
gene:TraesCS5D03G0061300	Chr5D	22692482	22699224	+	22695853	Chr5D	25117912	25124359	+	25121135	1.0	1.0
gene:TraesCS5D03G0061400	Chr5D	22717273	22721516	-	22719394	Chr5D	25141412	25145655	-	25143533	1.0	1.0
gene:TraesCS5D03G0061500	Chr5D	22751016	22754676	-	22752846	Chr5D	25174260	25177921	-	25176090	1.0	1.0
gene:TraesCS5D03G0061600	Chr5D	22757904	22762954	-	22760429	Chr5D	25181119	25186169	-	25183644	1.0	1.0
gene:TraesCS5D03G0062100	Chr5D	23114073	23115923	+	23114998	Chr5D	25546393	25548243	+	25547318	1.0	1.0
gene:TraesCS5D03G0062500	Chr5D	23177316	23179832	-	23178574	Chr5D	25609617	25612133	-	25610875	1.0	1.0
gene:TraesCS5D03G0062700	Chr5D	23327756	23328196	-	23327976	Chr5D	25761008	25761448	-	25761228	1.0	1.0
gene:TraesCS5D03G0062900	Chr5D	23373427	23374026	-	23373726	Chr5D	25807696	25808295	-	25807995	1.0	1.0
gene:TraesCS5D03G0063000	Chr5D	23389520	23392052	+	23390786	Chr5D	25823726	25826258	+	25824992	1.0	1.0
