gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Landmark_tgt_chr	Landmark_tgt_start	Landmark_tgt_end	Landmark_tgt_strand	Landmark_tgt_midpoint	Landmark_coverage	Landmark_identity
gene:TraesCS1B03G0015100	Chr1B	4338844	4342938	+	4340891	Chr1B	2078548	2082642	+	2080595	1.0	0.999
gene:TraesCS1B03G0015200	Chr1B	4393285	4396599	+	4394942	Chr1B	2133086	2136400	+	2134743	1.0	1.0
gene:TraesCS1B03G0015300	Chr1B	4408161	4409441	+	4408801	Chr1B	2147398	2148678	+	2148038	1.0	1.0
gene:TraesCS1B03G0015400	Chr1B	4410596	4413631	-	4412113	Chr1B	2149833	2152868	-	2151350	1.0	1.0
gene:TraesCS1B03G0015600	Chr1B	4508006	4514125	-	4511065	Chr1B	2248109	2254228	-	2251168	1.0	1.0
gene:TraesCS1B03G0015800	Chr1B	4527377	4530535	+	4528956	Chr1B	2267276	2270434	+	2268855	1.0	0.999
gene:TraesCS1B03G0015900	Chr1B	4532575	4540073	-	4536324	Chr1B	2272474	2279972	-	2276223	1.0	1.0
gene:TraesCS1B03G0016000	Chr1B	4650736	4653351	-	4652043	Chr1B	2443890	2446440	-	2445165	0.969	0.962
gene:TraesCS1B03G0016100	Chr1B	4921959	4923057	+	4922508	Chr1B	2450835	2451932	+	2451383	0.999	0.997
gene:TraesCS1B03G0016200	Chr1B	4933959	4937241	+	4935600	Chr1B	2462852	2466134	+	2464493	1.0	0.997
gene:TraesCS1B03G0016300	Chr1B	4938236	4939656	-	4938946	Chr1B	2467129	2468549	-	2467839	1.0	1.0
gene:TraesCS1B03G0016400	Chr1B	4939976	4941724	-	4940850	Chr1B	2468869	2470617	-	2469743	1.0	0.998
gene:TraesCS1B03G0016600	Chr1B	4964894	4968898	-	4966896	Chr1B	2493782	2497786	-	2495784	1.0	0.997
gene:TraesCS1B03G0016700	Chr1B	4974868	4978200	-	4976534	Chr1B	2503759	2507091	-	2505425	1.0	0.999
gene:TraesCS1B03G0016800	Chr1B	4987227	4988572	-	4987899	Chr1B	2515904	2517249	-	2516576	1.0	0.999
gene:TraesCS1B03G0016900	Chr1B	4990548	4992947	-	4991747	Chr1B	2519227	2521626	-	2520426	1.0	0.998
gene:TraesCS1B03G0017000	Chr1B	4997628	5001729	-	4999678	Chr1B	2526307	2530408	-	2528357	1.0	1.0
gene:TraesCS1B03G0017200	Chr1B	5007868	5008182	-	5008025	Chr1B	2536547	2536861	-	2536704	1.0	1.0
gene:TraesCS1B03G0017300	Chr1B	5016208	5019614	-	5017911	Chr1B	2544888	2548293	-	2546590	0.999	0.998
gene:TraesCS1B03G0017500	Chr1B	5036486	5038000	-	5037243	Chr1B	2565032	2566546	-	2565789	1.0	0.998
gene:TraesCS1B03G0017600	Chr1B	5044270	5049090	-	5046680	Chr1B	2573796	2578616	-	2576206	1.0	0.999
gene:TraesCS1B03G0017700	Chr1B	5053269	5054727	-	5053998	Chr1B	2582795	2584255	-	2583525	1.0	0.959
gene:TraesCS1B03G0019400	Chr1B	5421666	5422574	+	5422120	Chr1B	3282857	3283765	+	3283311	1.0	0.997
gene:TraesCS1B03G0019700	Chr1B	5447750	5448643	-	5448196	Chr1B	3325213	3326106	+	3325659	1.0	0.979
gene:TraesCS1B03G0019800	Chr1B	5459628	5460581	-	5460104	Chr1B	3308659	3309613	+	3309136	1.0	0.978
gene:TraesCS1B03G0019900	Chr1B	5512517	5513581	+	5513049	Chr1B	3494238	3495298	+	3494768	0.996	0.978
gene:TraesCS1B03G0020500	Chr1B	5592386	5593420	+	5592903	Chr1B	3587265	3588251	+	3587758	0.953	0.953
gene:TraesCS1B03G0020600	Chr1B	5597356	5598231	+	5597793	Chr1B	3592187	3593062	+	3592624	1.0	1.0
gene:TraesCS1B03G0020700	Chr1B	5612307	5615571	+	5613939	Chr1B	3606813	3610077	+	3608445	1.0	0.999
gene:TraesCS1B03G0020800	Chr1B	5614684	5615030	-	5614857	Chr1B	3609190	3609536	-	3609363	1.0	1.0
gene:TraesCS1B03G0021000	Chr1B	5630788	5631399	+	5631093	Chr1B	3625625	3626236	+	3625930	1.0	0.998
gene:TraesCS1B03G0021200	Chr1B	5632568	5632786	+	5632677	Chr1B	3627404	3627622	+	3627513	1.0	0.995
gene:TraesCS1B03G0021800	Chr1B	5836360	5836629	-	5836494	Chr1B	3804315	3804584	-	3804449	1.0	1.0
gene:TraesCS1B03G0022400	Chr1B	5964797	5965380	+	5965088	Chr1B	3983753	3984336	+	3984044	1.0	0.998
gene:TraesCS1B03G0022500	Chr1B	5974704	5975771	-	5975237	Chr1B	3993941	3995008	-	3994474	1.0	0.998
gene:TraesCS1B03G0022600	Chr1B	6039923	6040723	-	6040323	Chr1B	4066929	4067729	-	4067329	1.0	1.0
gene:TraesCS1B03G0022700	Chr1B	6140520	6141605	-	6141062	Chr1B	4179903	4180937	-	4180420	0.953	0.947
gene:TraesCS1B03G0022900	Chr1B	6149955	6153835	+	6151895	Chr1B	4188880	4192760	+	4190820	1.0	0.998
gene:TraesCS1B03G0023100	Chr1B	6212886	6215721	-	6214303	Chr1B	4251391	4254226	-	4252808	1.0	1.0
gene:TraesCS1B03G0023400	Chr1B	6304315	6310761	+	6307538	Chr1B	4342791	4349237	+	4346014	1.0	1.0
gene:TraesCS1B03G0023700	Chr1B	6401330	6404169	+	6402749	Chr1B	4441894	4444733	+	4443313	1.0	0.999
gene:TraesCS1B03G0023900	Chr1B	6437755	6442448	+	6440101	Chr1B	4486692	4491385	+	4489038	1.0	0.999
gene:TraesCS1B03G0024000	Chr1B	6474079	6477194	-	6475636	Chr1B	4523439	4527010	-	4525224	1.0	1.0
gene:TraesCS1B03G0024300	Chr1B	6511056	6516590	+	6513823	Chr1B	4560607	4566121	+	4563364	0.996	0.995
gene:TraesCS1B03G0024400	Chr1B	6520803	6523974	+	6522388	Chr1B	4570642	4573813	+	4572227	1.0	0.998
gene:TraesCS1B03G0024500	Chr1B	6550417	6551283	+	6550850	Chr1B	4600347	4601213	+	4600780	1.0	0.996
gene:TraesCS1B03G0024800	Chr1B	6561531	6565054	-	6563292	Chr1B	4607243	4610372	-	4608807	0.997	0.991
gene:TraesCS1B03G0025000	Chr1B	6644278	6650502	+	6647390	Chr1B	4678793	4685017	+	4681905	1.0	0.997
gene:TraesCS1B03G0025400	Chr1B	6731747	6734044	+	6732895	Chr1B	5435735	5438027	+	5436881	0.997	0.995
gene:TraesCS1B03G0025500	Chr1B	6735150	6735832	+	6735491	Chr1B	5439134	5439816	+	5439475	1.0	0.991
gene:TraesCS1B03G0025900	Chr1B	6761452	6762683	-	6762067	Chr1B	5473249	5474480	-	5473864	1.0	0.996
gene:TraesCS1B03G0026200	Chr1B	6777069	6777582	+	6777325	Chr1B	5489326	5489839	+	5489582	1.0	0.995
gene:TraesCS1B03G0026300	Chr1B	6790344	6791931	+	6791137	Chr1B	5503878	5505477	+	5504677	1.0	0.991
gene:TraesCS1B03G0027200	Chr1B	6885651	6886706	-	6886178	Chr1B	5588262	5589317	-	5588789	1.0	0.997
gene:TraesCS1B03G0027400	Chr1B	6892910	6894152	-	6893531	Chr1B	5595521	5596766	-	5596143	1.0	1.0
gene:TraesCS1B03G0027500	Chr1B	6905201	6905452	+	6905326	Chr1B	5608543	5608794	+	5608668	1.0	1.0
gene:TraesCS1B03G0027600	Chr1B	6911470	6911771	+	6911620	Chr1B	5614809	5615110	+	5614959	1.0	0.993
gene:TraesCS1B03G0027900	Chr1B	6922415	6926399	+	6924407	Chr1B	5626050	5630034	+	5628042	1.0	1.0
gene:TraesCS1B03G0028000	Chr1B	6927495	6930956	+	6929225	Chr1B	5631209	5634670	+	5632939	1.0	1.0
gene:TraesCS1B03G0028200	Chr1B	6933411	6935465	-	6934438	Chr1B	5637125	5639179	-	5638152	1.0	1.0
gene:TraesCS1B03G0028800	Chr1B	7136171	7137713	-	7136942	Chr1B	5862605	5864147	-	5863376	1.0	1.0
gene:TraesCS1B03G0028900	Chr1B	7188725	7190156	-	7189440	Chr1B	5915943	5917374	-	5916658	1.0	0.992
gene:TraesCS1B03G0029300	Chr1B	7473333	7480121	-	7476727	Chr1B	6194985	6201774	-	6198379	1.0	0.997
gene:TraesCS1B03G0029400	Chr1B	7480639	7487573	+	7484106	Chr1B	6202252	6209493	+	6205872	1.0	0.995
gene:TraesCS1B03G0029600	Chr1B	7568099	7569690	-	7568894	Chr1B	6316593	6318186	-	6317389	1.0	0.997
gene:TraesCS1B03G0029700	Chr1B	7583192	7584485	+	7583838	Chr1B	6334427	6335720	+	6335073	1.0	0.996
gene:TraesCS1B03G0030500	Chr1B	7851867	7852259	+	7852063	Chr1B	5367830	5368221	-	5368025	0.997	0.984
gene:TraesCS1B03G0030900	Chr1B	7968876	7970120	-	7969498	Chr1B	5251374	5252618	+	5251996	1.0	0.983
gene:TraesCS1B03G0031000	Chr1B	7983452	7987365	+	7985408	Chr1B	5234088	5238031	-	5236059	1.0	0.972
gene:TraesCS1B03G0031200	Chr1B	8001434	8001895	-	8001664	Chr1B	5219471	5219932	+	5219701	1.0	0.993
gene:TraesCS1B03G0031300	Chr1B	8012259	8012916	-	8012587	Chr1B	5208454	5209111	+	5208782	1.0	0.985
gene:TraesCS1B03G0032000	Chr1B	8072145	8072576	-	8072360	Chr1B	6244157	6244588	-	6244372	1.0	0.974
gene:TraesCS1B03G0032100	Chr1B	8076414	8076845	-	8076629	Chr1B	5189271	5189702	+	5189486	1.0	0.988
gene:TraesCS1B03G0034200	Chr1B	8519980	8527072	+	8523526	Chr1B	4988910	4995530	-	4992220	0.998	0.973
gene:TraesCS1B03G0034400	Chr1B	8592364	8593919	+	8593141	Chr1B	6763709	6765264	+	6764486	1.0	0.993
gene:TraesCS1B03G0034500	Chr1B	8645390	8646951	+	8646170	Chr1B	6821214	6822788	+	6822001	0.999	0.994
gene:TraesCS1B03G0034600	Chr1B	8672509	8677350	-	8674929	Chr1B	6856728	6860158	-	6858443	1.0	0.992
gene:TraesCS1B03G0034900	Chr1B	8707883	8709501	+	8708692	Chr1B	6892820	6894438	+	6893629	1.0	0.998
gene:TraesCS1B03G0035000	Chr1B	8710149	8712378	+	8711263	Chr1B	6895087	6897316	+	6896201	1.0	0.998
gene:TraesCS1B03G0035300	Chr1B	8731073	8731747	+	8731410	Chr1B	6916652	6917300	+	6916976	1.0	0.99
gene:TraesCS1B03G0035400	Chr1B	8748973	8750925	+	8749949	Chr1B	6934564	6936516	+	6935540	1.0	0.996
gene:TraesCS1B03G0035700	Chr1B	8775326	8781500	+	8778413	Chr1B	6989277	6995402	+	6992339	0.994	0.968
gene:TraesCS1B03G0035800	Chr1B	8781958	8783322	+	8782640	Chr1B	6995866	6997223	+	6996544	0.991	0.946
gene:TraesCS1B03G0036200	Chr1B	8920793	8921583	-	8921188	Chr1B	7139039	7139777	-	7139408	1.0	0.997
gene:TraesCS1B03G0036300	Chr1B	8936686	8939403	-	8938044	Chr1B	7154833	7157550	-	7156191	1.0	0.997
gene:TraesCS1B03G0036500	Chr1B	9081442	9085624	+	9083533	Chr1B	7168425	7172607	+	7170516	1.0	1.0
gene:TraesCS1B03G0036700	Chr1B	9183329	9184082	+	9183705	Chr1B	7252122	7252875	+	7252498	1.0	0.998
gene:TraesCS1B03G0036800	Chr1B	9188008	9202582	+	9195295	Chr1B	7256801	7270568	+	7263684	0.947	0.946
gene:TraesCS1B03G0036900	Chr1B	9221024	9223309	+	9222166	Chr1B	7288954	7291213	+	7290083	0.973	0.973
gene:TraesCS1B03G0037100	Chr1B	9234708	9235360	-	9235034	Chr1B	7302240	7302892	-	7302566	1.0	1.0
gene:TraesCS1B03G0037200	Chr1B	9239572	9240364	-	9239968	Chr1B	7307104	7307896	-	7307500	1.0	1.0
gene:TraesCS1B03G0037500	Chr1B	9294962	9297935	-	9296448	Chr1B	7362212	7365185	-	7363698	1.0	1.0
gene:TraesCS1B03G0037600	Chr1B	9340006	9342523	-	9341264	Chr1B	7406280	7408797	-	7407538	1.0	1.0
gene:TraesCS1B03G0038000	Chr1B	9375472	9376307	-	9375889	Chr1B	7441680	7442515	-	7442097	1.0	1.0
gene:TraesCS1B03G0038200	Chr1B	9386698	9389358	-	9388028	Chr1B	7453430	7456090	-	7454760	1.0	0.999
gene:TraesCS1B03G0038300	Chr1B	9435993	9438264	-	9437128	Chr1B	7501668	7503939	-	7502803	1.0	1.0
gene:TraesCS1B03G0038400	Chr1B	9439821	9440916	+	9440368	Chr1B	7505492	7506587	+	7506039	1.0	1.0
gene:TraesCS1B03G0038600	Chr1B	9468567	9470728	+	9469647	Chr1B	7534217	7536378	+	7535297	1.0	1.0
gene:TraesCS1B03G0038700	Chr1B	9512135	9528525	-	9520330	Chr1B	7578161	7594872	-	7586516	1.0	1.0
gene:TraesCS1B03G0038800	Chr1B	9590685	9594472	-	9592578	Chr1B	7657815	7661602	-	7659708	1.0	1.0
gene:TraesCS1B03G0038900	Chr1B	9596767	9602349	+	9599558	Chr1B	7663928	7669964	+	7666946	0.993	0.993
gene:TraesCS1B03G0039000	Chr1B	9602359	9603587	+	9602973	Chr1B	7669974	7671202	+	7670588	1.0	1.0
gene:TraesCS1B03G0039200	Chr1B	9612378	9613006	-	9612692	Chr1B	7679994	7680622	-	7680308	1.0	1.0
gene:TraesCS1B03G0039600	Chr1B	9683032	9685542	+	9684287	Chr1B	7750849	7753359	+	7752104	1.0	1.0
gene:TraesCS1B03G0040000	Chr1B	9779917	9781098	-	9780507	Chr1B	7849292	7850474	-	7849883	1.0	0.995
gene:TraesCS1B03G0040100	Chr1B	9782826	9784767	+	9783796	Chr1B	7852201	7854142	+	7853171	1.0	1.0
gene:TraesCS1B03G0040200	Chr1B	9789359	9790975	+	9790167	Chr1B	7858609	7860225	+	7859417	1.0	1.0
gene:TraesCS1B03G0040300	Chr1B	9800870	9801743	+	9801306	Chr1B	7870401	7871274	+	7870837	1.0	1.0
gene:TraesCS1B03G0040400	Chr1B	9931905	9932833	-	9932369	Chr1B	8001954	8002882	-	8002418	1.0	1.0
gene:TraesCS1B03G0040500	Chr1B	9946473	9947669	+	9947071	Chr1B	8016521	8017717	+	8017119	1.0	1.0
gene:TraesCS1B03G0040600	Chr1B	10006721	10011436	+	10009078	Chr1B	8076362	8081172	+	8078767	1.0	0.999
gene:TraesCS1B03G0041000	Chr1B	10062709	10067524	-	10065116	Chr1B	8133111	8137921	-	8135516	0.998	0.993
gene:TraesCS1B03G0041100	Chr1B	10070699	10086054	-	10078376	Chr1B	8140360	8156629	-	8148494	1.0	1.0
gene:TraesCS1B03G0041200	Chr1B	10093955	10096755	+	10095355	Chr1B	8164530	8167330	+	8165930	1.0	0.999
gene:TraesCS1B03G0041500	Chr1B	10107955	10111696	-	10109825	Chr1B	8179135	8182877	-	8181006	1.0	0.999
gene:TraesCS1B03G0041400	Chr1B	10107549	10114755	+	10111152	Chr1B	8178729	8185936	+	8182332	1.0	1.0
gene:TraesCS1B03G0041800	Chr1B	10161526	10163430	+	10162478	Chr1B	8232941	8234845	+	8233893	1.0	1.0
gene:TraesCS1B03G0042000	Chr1B	10204289	10205548	-	10204918	Chr1B	8275441	8276684	-	8276062	0.987	0.955
gene:TraesCS1B03G0042200	Chr1B	10223793	10225081	-	10224437	Chr1B	8292190	8293486	-	8292838	1.0	0.988
gene:TraesCS1B03G0042300	Chr1B	10227066	10228079	-	10227572	Chr1B	8295667	8296680	-	8296173	1.0	1.0
gene:TraesCS1B03G0042400	Chr1B	10232241	10236228	-	10234234	Chr1B	8300907	8304894	-	8302900	1.0	1.0
gene:TraesCS1B03G0042600	Chr1B	10349836	10356359	+	10353097	Chr1B	8421355	8427878	+	8424616	1.0	1.0
gene:TraesCS1B03G0042700	Chr1B	10357323	10358121	+	10357722	Chr1B	8428842	8429640	+	8429241	1.0	1.0
gene:TraesCS1B03G0042800	Chr1B	10385166	10387322	+	10386244	Chr1B	8456735	8458891	+	8457813	1.0	0.999
gene:TraesCS1B03G0042900	Chr1B	10405014	10410446	-	10407730	Chr1B	8477329	8482799	-	8480064	1.0	1.0
gene:TraesCS1B03G0043100	Chr1B	10445581	10447481	+	10446531	Chr1B	8518069	8519969	+	8519019	1.0	1.0
gene:TraesCS1B03G0043200	Chr1B	10450132	10452871	-	10451501	Chr1B	8522620	8525359	-	8523989	1.0	1.0
gene:TraesCS1B03G0043300	Chr1B	10496325	10503200	+	10499762	Chr1B	8569245	8576120	+	8572682	1.0	0.999
gene:TraesCS1B03G0044700	Chr1B	10631853	10634419	-	10633136	Chr1B	8653062	8655631	-	8654346	1.0	0.989
gene:TraesCS1B03G0044800	Chr1B	10638363	10641651	-	10640007	Chr1B	8659600	8663123	-	8661361	1.0	0.996
gene:TraesCS1B03G0045000	Chr1B	10646033	10648577	-	10647305	Chr1B	8667505	8670022	-	8668763	1.0	0.992
gene:TraesCS1B03G0045500	Chr1B	10737663	10740370	-	10739016	Chr1B	8760313	8763062	-	8761687	0.975	0.941
gene:TraesCS1B03G0045800	Chr1B	10890974	10899911	-	10895442	Chr1B	8829817	8838696	-	8834256	0.987	0.962
gene:TraesCS1B03G0046000	Chr1B	10946142	10948229	+	10947185	Chr1B	8859987	8861912	+	8860949	0.998	0.915
gene:TraesCS1B03G0046800	Chr1B	11097649	11101734	-	11099691	Chr1B	8942840	8946779	-	8944809	0.994	0.946
gene:TraesCS1B03G0047300	Chr1B	11473684	11477472	+	11475578	Chr1B	9186310	9196558	+	9191434	0.999	0.956
gene:TraesCS1B03G0047600	Chr1B	11660706	11661221	-	11660963	Chr1B	9278733	9279248	-	9278990	1.0	0.996
gene:TraesCS1B03G0047700	Chr1B	11705253	11710444	-	11707848	Chr1B	9322849	9327996	-	9325422	0.956	0.952
gene:TraesCS1B03G0047800	Chr1B	11744428	11746681	+	11745554	Chr1B	9361218	9363481	+	9362349	1.0	0.994
gene:TraesCS1B03G0047900	Chr1B	11932852	11935452	+	11934152	Chr1B	9502070	9504672	+	9503371	1.0	0.997
gene:TraesCS1B03G0048500	Chr1B	12155898	12157261	+	12156579	Chr1B	9707851	9709212	+	9708531	1.0	0.993
gene:TraesCS1B03G0048600	Chr1B	12212874	12214358	-	12213616	Chr1B	9759207	9760649	-	9759928	0.985	0.981
gene:TraesCS1B03G0048700	Chr1B	12216550	12222860	-	12219705	Chr1B	9763031	9769354	-	9766192	0.996	0.97
gene:TraesCS1B03G0048800	Chr1B	12376675	12379736	+	12378205	Chr1B	10013160	10016206	+	10014683	0.991	0.983
gene:TraesCS1B03G0049000	Chr1B	12403367	12410785	+	12407076	Chr1B	10029787	10037463	+	10033625	0.985	0.963
gene:TraesCS1B03G0049600	Chr1B	12608888	12609961	+	12609424	Chr1B	10135367	10136429	+	10135898	0.989	0.949
gene:TraesCS1B03G0050000	Chr1B	12856625	12856867	-	12856746	Chr1B	10379561	10379783	-	10379672	0.917	0.913
gene:TraesCS1B03G0050200	Chr1B	12859498	12863918	+	12861708	Chr1B	10389289	10393707	+	10391498	0.998	0.996
gene:TraesCS1B03G0050300	Chr1B	12871155	12871370	+	12871262	Chr1B	10400959	10401174	+	10401066	1.0	1.0
gene:TraesCS1B03G0050400	Chr1B	12886537	12886779	-	12886658	Chr1B	10416485	10416727	-	10416606	1.0	1.0
gene:TraesCS1B03G0050600	Chr1B	12900275	12900898	-	12900586	Chr1B	10430985	10431608	-	10431296	1.0	1.0
gene:TraesCS1B03G0051100	Chr1B	12939129	12944677	-	12941903	Chr1B	10469025	10474278	-	10471651	0.95	0.95
gene:TraesCS1B03G0051200	Chr1B	13011432	13011673	+	13011552	Chr1B	10553721	10553963	+	10553842	1.0	0.995
gene:TraesCS1B03G0051300	Chr1B	13071722	13071964	+	13071843	Chr1B	10640072	10640314	+	10640193	1.0	1.0
gene:TraesCS1B03G0052000	Chr1B	13261342	13261557	-	13261449	Chr1B	10814322	10814537	-	10814429	1.0	0.935
gene:TraesCS1B03G0052300	Chr1B	13282427	13285263	+	13283845	Chr1B	10721003	10723792	+	10722397	0.969	0.961
gene:TraesCS1B03G0053500	Chr1B	13438831	13442118	+	13440474	Chr1B	10756143	10759258	+	10757700	0.998	0.991
gene:TraesCS1B03G0053600	Chr1B	13471192	13471901	-	13471546	Chr1B	10774127	10774836	-	10774481	1.0	0.993
gene:TraesCS1B03G0053800	Chr1B	13505365	13505580	+	13505472	Chr1B	10807438	10807653	+	10807545	1.0	0.995
gene:TraesCS1B03G0053900	Chr1B	13509180	13509422	+	13509301	Chr1B	10811481	10811723	+	10811602	1.0	0.995
gene:TraesCS1B03G0054600	Chr1B	13735279	13740170	-	13737724	Chr1B	10856071	10861048	-	10858559	1.0	0.928
gene:TraesCS1B03G0054700	Chr1B	13759157	13767992	+	13763574	Chr1B	10881068	10890210	+	10885639	1.0	0.996
gene:TraesCS1B03G0055700	Chr1B	13977558	13982523	-	13980040	Chr1B	10963699	10968663	-	10966181	1.0	0.993
gene:TraesCS1B03G0056000	Chr1B	13999014	14002404	+	14000709	Chr1B	10985512	10988943	+	10987227	1.0	0.99
gene:TraesCS1B03G0056100	Chr1B	14012900	14013607	-	14013253	Chr1B	10998956	10999663	-	10999309	1.0	0.991
gene:TraesCS1B03G0056200	Chr1B	14061989	14062204	+	14062096	Chr1B	11063949	11064164	+	11064056	1.0	0.995
gene:TraesCS1B03G0056300	Chr1B	14065926	14066168	+	14066047	Chr1B	11067956	11068198	+	11068077	1.0	1.0
gene:TraesCS1B03G0056400	Chr1B	14068724	14068939	-	14068831	Chr1B	11070759	11070974	-	11070866	1.0	0.995
gene:TraesCS1B03G0056500	Chr1B	14127521	14127736	-	14127628	Chr1B	11131999	11132214	-	11132106	1.0	0.995
gene:TraesCS1B03G0056800	Chr1B	14206800	14207042	+	14206921	Chr1B	11203173	11203415	+	11203294	1.0	0.987
gene:TraesCS1B03G0057200	Chr1B	14434688	14434924	+	14434806	Chr1B	11254066	11254302	+	11254184	1.0	0.991
gene:TraesCS1B03G0057300	Chr1B	14440531	14440761	+	14440646	Chr1B	11259916	11260146	+	11260031	1.0	0.991
gene:TraesCS1B03G0057400	Chr1B	14654433	14660861	+	14657647	Chr1B	11460744	11466587	+	11463665	1.0	0.991
gene:TraesCS1B03G0057600	Chr1B	14726947	14731776	+	14729361	Chr1B	11549149	11551467	+	11550308	1.0	0.993
gene:TraesCS1B03G0057700	Chr1B	14791130	14792757	-	14791943	Chr1B	11594129	11595756	-	11594942	1.0	0.996
gene:TraesCS1B03G0057800	Chr1B	14859044	14861496	-	14860270	Chr1B	11658254	11660694	-	11659474	0.994	0.986
gene:TraesCS1B03G0058000	Chr1B	14898675	14900216	+	14899445	Chr1B	11689095	11690621	+	11689858	0.995	0.967
gene:TraesCS1B03G0058100	Chr1B	14905984	14913993	+	14909988	Chr1B	11741444	11749461	+	11745452	1.0	0.995
gene:TraesCS1B03G0058200	Chr1B	14917149	14927182	+	14922165	Chr1B	11752618	11762420	+	11757519	0.993	0.975
gene:TraesCS1B03G0058300	Chr1B	14930908	14931165	+	14931036	Chr1B	11766147	11766404	+	11766275	1.0	0.972
gene:TraesCS1B03G0058400	Chr1B	14947192	14948329	-	14947760	Chr1B	11782685	11783822	-	11783253	1.0	0.997
gene:TraesCS1B03G0058500	Chr1B	15041521	15043347	-	15042434	Chr1B	11885088	11886915	-	11886001	1.0	0.993
