gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Landmark_tgt_chr	Landmark_tgt_start	Landmark_tgt_end	Landmark_tgt_strand	Landmark_tgt_midpoint	Landmark_coverage	Landmark_identity
gene:TraesCS5A03G0009300	Chr5A	4081207	4083626	+	4082416	Chr5A	4901636	4904053	-	4902844	1.0	1.0
gene:TraesCS5A03G0009400	Chr5A	4100653	4103564	-	4102108	Chr5A	4881743	4884654	+	4883198	1.0	1.0
gene:TraesCS5A03G0009500	Chr5A	4120412	4124180	-	4122296	Chr5A	4860600	4864368	+	4862484	1.0	1.0
gene:TraesCS5A03G0009900	Chr5A	4216771	4219824	+	4218297	Chr5A	4763527	4766580	-	4765053	1.0	1.0
gene:TraesCS5A03G0010100	Chr5A	4264649	4265629	-	4265139	Chr5A	4717667	4718647	+	4718157	0.99	0.978
gene:TraesCS5A03G0010300	Chr5A	4274826	4278699	-	4276762	Chr5A	4704199	4708072	+	4706135	1.0	1.0
gene:TraesCS5A03G0010400	Chr5A	4289135	4289901	+	4289518	Chr5A	4692997	4693763	-	4693380	1.0	1.0
gene:TraesCS5A03G0010500	Chr5A	4295044	4309997	+	4302520	Chr5A	4672511	4687853	-	4680182	1.0	1.0
gene:TraesCS5A03G0010600	Chr5A	4314200	4318047	-	4316123	Chr5A	4663840	4667687	+	4665763	1.0	1.0
gene:TraesCS5A03G0010800	Chr5A	4324864	4327830	-	4326347	Chr5A	4653345	4656448	+	4654896	0.931	0.92
gene:TraesCS5A03G0010900	Chr5A	4334824	4335825	-	4335324	Chr5A	4573906	4574907	+	4574406	1.0	0.994
gene:TraesCS5A03G0011000	Chr5A	4338873	4349382	+	4344127	Chr5A	4559673	4570037	-	4564855	1.0	0.996
gene:TraesCS5A03G0011200	Chr5A	4407568	4419230	+	4413399	Chr5A	4489060	4500722	-	4494891	1.0	1.0
gene:TraesCS5A03G0011300	Chr5A	4421557	4424972	+	4423264	Chr5A	4483318	4486733	-	4485025	1.0	1.0
gene:TraesCS5A03G0011400	Chr5A	4427274	4431603	+	4429438	Chr5A	4476886	4481215	-	4479050	1.0	1.0
gene:TraesCS5A03G0011500	Chr5A	4458508	4461918	+	4460213	Chr5A	4446916	4450326	-	4448621	1.0	1.0
gene:TraesCS5A03G0012100	Chr5A	4601170	4603965	+	4602567	Chr5A	4304480	4307275	-	4305877	1.0	0.997
gene:TraesCS5A03G0013300	Chr5A	4930158	4933157	-	4931657	Chr5A	3970597	3972670	+	3971633	1.0	0.993
gene:TraesCS5A03G0013900	Chr5A	4955513	4957493	+	4956503	Chr5A	3940011	3941991	-	3941001	1.0	0.997
gene:TraesCS5A03G0014100	Chr5A	4985496	4986139	-	4985817	Chr5A	3898460	3899103	+	3898781	1.0	0.994
gene:TraesCS5A03G0014200	Chr5A	4993029	4993634	+	4993331	Chr5A	3890864	3891469	-	3891166	1.0	1.0
gene:TraesCS5A03G0015400	Chr5A	5201460	5203706	+	5202583	Chr5A	3676596	3678842	-	3677719	1.0	1.0
gene:TraesCS5A03G0027900	Chr5A	9677168	9677338	+	9677253	Chr5A	9356842	9357012	+	9356927	1.0	1.0
gene:TraesCS5A03G0028100	Chr5A	9690224	9692901	+	9691562	Chr5A	9368629	9371300	+	9369964	1.0	0.995
gene:TraesCS5A03G0028700	Chr5A	9851187	9857576	+	9854381	Chr5A	9535884	9542274	+	9539079	1.0	0.999
gene:TraesCS5A03G0028800	Chr5A	9858552	9864529	+	9861540	Chr5A	9543250	9549227	+	9546238	1.0	0.999
gene:TraesCS5A03G0029100	Chr5A	10114295	10114744	+	10114519	Chr5A	9804412	9804861	+	9804636	1.0	1.0
gene:TraesCS5A03G0029300	Chr5A	10262014	10262538	+	10262276	Chr5A	9952189	9952713	+	9952451	1.0	1.0
gene:TraesCS5A03G0029400	Chr5A	10265922	10267417	+	10266669	Chr5A	9956321	9957816	+	9957068	1.0	1.0
gene:TraesCS5A03G0029500	Chr5A	10317335	10318175	+	10317755	Chr5A	10007998	10008838	+	10008418	1.0	1.0
gene:TraesCS5A03G0030000	Chr5A	10511368	10514727	-	10513047	Chr5A	10203381	10206740	-	10205060	1.0	1.0
gene:TraesCS5A03G0030200	Chr5A	10524836	10525171	-	10525003	Chr5A	10217456	10217791	-	10217623	1.0	1.0
gene:TraesCS5A03G0030600	Chr5A	10930049	10933487	+	10931768	Chr5A	10631761	10635199	+	10633480	1.0	1.0
gene:TraesCS5A03G0030900	Chr5A	10943282	10944054	-	10943668	Chr5A	10644991	10645763	-	10645377	1.0	1.0
gene:TraesCS5A03G0031000	Chr5A	10991585	10992190	-	10991887	Chr5A	10693739	10694344	-	10694041	1.0	1.0
gene:TraesCS5A03G0031500	Chr5A	11231581	11233719	+	11232650	Chr5A	10859223	10861361	+	10860292	1.0	0.991
gene:TraesCS5A03G0031600	Chr5A	11271216	11275164	-	11273190	Chr5A	10906633	10910554	-	10908593	0.982	0.98
gene:TraesCS5A03G0031700	Chr5A	11298923	11300029	-	11299476	Chr5A	10933532	10934638	-	10934085	1.0	0.991
gene:TraesCS5A03G0031800	Chr5A	11321692	11323002	-	11322347	Chr5A	10954405	10955692	-	10955048	0.982	0.977
gene:TraesCS5A03G0031900	Chr5A	11441009	11444083	-	11442546	Chr5A	11103751	11106825	-	11105288	1.0	0.999
gene:TraesCS5A03G0032100	Chr5A	11514200	11515345	-	11514772	Chr5A	11139486	11140631	-	11140058	1.0	0.991
gene:TraesCS5A03G0032200	Chr5A	11537699	11539038	-	11538368	Chr5A	11162907	11164252	-	11163579	1.0	0.994
gene:TraesCS5A03G0032300	Chr5A	11553471	11554906	-	11554188	Chr5A	11179334	11180769	-	11180051	1.0	0.999
gene:TraesCS5A03G0032700	Chr5A	11654193	11660814	-	11657503	Chr5A	11301314	11307932	-	11304623	1.0	0.998
gene:TraesCS5A03G0033000	Chr5A	11694348	11698751	+	11696549	Chr5A	11341467	11345869	+	11343668	1.0	1.0
gene:TraesCS5A03G0033100	Chr5A	11699005	11703374	+	11701189	Chr5A	11346123	11350774	+	11348448	1.0	1.0
gene:TraesCS5A03G0033900	Chr5A	11715248	11715721	-	11715484	Chr5A	11358317	11358790	-	11358553	1.0	0.997
gene:TraesCS5A03G0033800	Chr5A	11715248	11715721	-	11715484	Chr5A	11358317	11358790	-	11358553	1.0	0.997
gene:TraesCS5A03G0033700	Chr5A	11715248	11715721	-	11715484	Chr5A	11358317	11358790	-	11358553	1.0	0.997
gene:TraesCS5A03G0033400	Chr5A	11715248	11715721	-	11715484	Chr5A	11358317	11358790	-	11358553	1.0	0.997
gene:TraesCS5A03G0034000	Chr5A	11715248	11715721	-	11715484	Chr5A	11358317	11358790	-	11358553	1.0	0.997
gene:TraesCS5A03G0033600	Chr5A	11715248	11715721	-	11715484	Chr5A	11358317	11358790	-	11358553	1.0	0.997
gene:TraesCS5A03G0033200	Chr5A	11715248	11715721	-	11715484	Chr5A	11358317	11358790	-	11358553	1.0	0.997
gene:TraesCS5A03G0033300	Chr5A	11715248	11715721	-	11715484	Chr5A	11358317	11358790	-	11358553	1.0	0.997
gene:TraesCS5A03G0033500	Chr5A	11715248	11715721	-	11715484	Chr5A	11358317	11358790	-	11358553	1.0	0.997
gene:TraesCS5A03G0034100	Chr5A	11885871	11890851	+	11888361	Chr5A	11602014	11606972	+	11604493	0.988	0.984
gene:TraesCS5A03G0034200	Chr5A	11895860	11910107	-	11902983	Chr5A	11612106	11626627	-	11619366	1.0	0.997
gene:TraesCS5A03G0034700	Chr5A	12251749	12256420	-	12254084	Chr5A	11978377	11982827	-	11980602	0.945	0.942
gene:TraesCS5A03G0035400	Chr5A	12529770	12533605	+	12531687	Chr5A	12252893	12256691	+	12254792	0.96	0.96
gene:TraesCS5A03G0035500	Chr5A	12533757	12534928	-	12534342	Chr5A	12256871	12258051	-	12257461	1.0	0.991
gene:TraesCS5A03G0035600	Chr5A	12594684	12599889	+	12597286	Chr5A	12323189	12328944	+	12326066	1.0	1.0
gene:TraesCS5A03G0036100	Chr5A	12887867	12889818	-	12888842	Chr5A	12618797	12620748	-	12619772	1.0	1.0
gene:TraesCS5A03G0036600	Chr5A	12978984	12986405	-	12982694	Chr5A	12713251	12720674	-	12716962	1.0	0.995
gene:TraesCS5A03G0036700	Chr5A	13070935	13074950	+	13072942	Chr5A	12805752	12809767	+	12807759	1.0	1.0
gene:TraesCS5A03G0036800	Chr5A	13077346	13078411	-	13077878	Chr5A	12812163	12813228	-	12812695	1.0	1.0
gene:TraesCS5A03G0037100	Chr5A	13103154	13118433	-	13110793	Chr5A	12836707	12852018	-	12844362	1.0	0.999
gene:TraesCS5A03G0037600	Chr5A	13181189	13183029	-	13182109	Chr5A	12915141	12916981	-	12916061	1.0	1.0
gene:TraesCS5A03G0037900	Chr5A	13554097	13557049	+	13555573	Chr5A	13292049	13295001	+	13293525	1.0	1.0
gene:TraesCS5A03G0038100	Chr5A	13557667	13559988	-	13558827	Chr5A	13295619	13297940	-	13296779	1.0	1.0
gene:TraesCS5A03G0038900	Chr5A	13945951	13947357	-	13946654	Chr5A	13740619	13741930	-	13741274	1.0	1.0
gene:TraesCS5A03G0039100	Chr5A	13973695	13981306	+	13977500	Chr5A	13768370	13775981	+	13772175	1.0	1.0
gene:TraesCS5A03G0039300	Chr5A	14003438	14007677	+	14005557	Chr5A	13797790	13802029	+	13799909	1.0	1.0
gene:TraesCS5A03G0039700	Chr5A	14169905	14170834	-	14170369	Chr5A	14015592	14016521	-	14016056	1.0	1.0
gene:TraesCS5A03G0039800	Chr5A	14170921	14172486	-	14171703	Chr5A	14016608	14018173	-	14017390	1.0	1.0
gene:TraesCS5A03G0040100	Chr5A	14385600	14392560	+	14389080	Chr5A	14235020	14241981	+	14238500	1.0	1.0
gene:TraesCS5A03G0040500	Chr5A	14533373	14537750	+	14535561	Chr5A	14382808	14387185	+	14384996	1.0	1.0
gene:TraesCS5A03G0041100	Chr5A	14654769	14654966	-	14654867	Chr5A	14505204	14505401	-	14505302	1.0	0.994
gene:TraesCS5A03G0041300	Chr5A	14794669	14797167	-	14795918	Chr5A	14648400	14650898	-	14649649	1.0	1.0
gene:TraesCS5A03G0042000	Chr5A	15061413	15062058	-	15061735	Chr5A	14917543	14918188	-	14917865	1.0	0.998
gene:TraesCS5A03G0042100	Chr5A	15065943	15066625	-	15066284	Chr5A	14922073	14922755	-	14922414	1.0	1.0
gene:TraesCS5A03G0042400	Chr5A	15111999	15112510	-	15112254	Chr5A	14968712	14969223	-	14968967	1.0	1.0
gene:TraesCS5A03G0042800	Chr5A	15369639	15373889	-	15371764	Chr5A	15231650	15235901	-	15233775	1.0	0.999
gene:TraesCS5A03G0043300	Chr5A	16082731	16086382	+	16084556	Chr5A	15944304	15947955	+	15946129	1.0	1.0
gene:TraesCS5A03G0043600	Chr5A	16133993	16134541	-	16134267	Chr5A	15995811	15996359	-	15996085	1.0	1.0
gene:TraesCS5A03G0043700	Chr5A	16141514	16142455	-	16141984	Chr5A	16003551	16004492	-	16004021	1.0	1.0
gene:TraesCS5A03G0043900	Chr5A	16174078	16175132	-	16174605	Chr5A	16036404	16037458	-	16036931	1.0	1.0
gene:TraesCS5A03G0044100	Chr5A	16201077	16201881	-	16201479	Chr5A	16063764	16064568	-	16064166	1.0	1.0
gene:TraesCS5A03G0044200	Chr5A	16212920	16213650	-	16213285	Chr5A	16075605	16076335	-	16075970	1.0	1.0
gene:TraesCS5A03G0044400	Chr5A	16245555	16246254	+	16245904	Chr5A	16107890	16108589	+	16108239	1.0	1.0
gene:TraesCS5A03G0044500	Chr5A	16362866	16363541	+	16363203	Chr5A	16221037	16221712	+	16221374	1.0	1.0
gene:TraesCS5A03G0044600	Chr5A	16432509	16433288	+	16432898	Chr5A	16290799	16291578	+	16291188	1.0	1.0
gene:TraesCS5A03G0044700	Chr5A	16437331	16438102	+	16437716	Chr5A	16295551	16296322	+	16295936	1.0	1.0
gene:TraesCS5A03G0044800	Chr5A	16442984	16443526	+	16443255	Chr5A	16301203	16301745	+	16301474	1.0	1.0
gene:TraesCS5A03G0044900	Chr5A	16448547	16449328	+	16448937	Chr5A	16306765	16307546	+	16307155	1.0	1.0
gene:TraesCS5A03G0045000	Chr5A	16454101	16454687	+	16454394	Chr5A	16312317	16312903	+	16312610	1.0	1.0
gene:TraesCS5A03G0045500	Chr5A	16789187	16791889	-	16790538	Chr5A	16634436	16637138	-	16635787	1.0	0.998
gene:TraesCS5A03G0045900	Chr5A	16866872	16868390	-	16867631	Chr5A	16711777	16713295	-	16712536	1.0	0.999
gene:TraesCS5A03G0046200	Chr5A	16983697	16984251	-	16983974	Chr5A	16819914	16820468	-	16820191	1.0	1.0
gene:TraesCS5A03G0046800	Chr5A	17790269	17795607	+	17792938	Chr5A	17622501	17628087	+	17625294	1.0	1.0
gene:TraesCS5A03G0046900	Chr5A	17809557	17813693	-	17811625	Chr5A	17641588	17645724	-	17643656	1.0	1.0
gene:TraesCS5A03G0047100	Chr5A	18352947	18355076	-	18354011	Chr5A	18188316	18190445	-	18189380	1.0	1.0
gene:TraesCS5A03G0050000	Chr5A	18560437	18560964	-	18560700	Chr5A	18392727	18393254	-	18392990	1.0	0.996
gene:TraesCS5A03G0050500	Chr5A	18910099	18913086	+	18911592	Chr5A	18743659	18746646	+	18745152	1.0	1.0
gene:TraesCS5A03G0050700	Chr5A	18916182	18923705	-	18919943	Chr5A	18749742	18757266	-	18753504	1.0	1.0
gene:TraesCS5A03G0051400	Chr5A	19168016	19170950	-	19169483	Chr5A	19010648	19013581	-	19012114	1.0	1.0
gene:TraesCS5A03G0051900	Chr5A	19226402	19228090	+	19227246	Chr5A	19073155	19074843	+	19073999	1.0	1.0
gene:TraesCS5A03G0053100	Chr5A	19462990	19464886	-	19463938	Chr5A	19316613	19318509	-	19317561	1.0	1.0
gene:TraesCS5A03G0053200	Chr5A	19472218	19473316	+	19472767	Chr5A	19326743	19327841	+	19327292	1.0	1.0
gene:TraesCS5A03G0053400	Chr5A	19513811	19514992	+	19514401	Chr5A	19368575	19369756	+	19369165	1.0	1.0
gene:TraesCS5A03G0053700	Chr5A	19568441	19570112	+	19569276	Chr5A	19424462	19426133	+	19425297	1.0	1.0
gene:TraesCS5A03G0053800	Chr5A	19571726	19572774	+	19572250	Chr5A	19427748	19428796	+	19428272	1.0	0.996
gene:TraesCS5A03G0054100	Chr5A	19617367	19622081	-	19619724	Chr5A	19473602	19478316	-	19475959	1.0	1.0
gene:TraesCS5A03G0054500	Chr5A	19766788	19770491	+	19768639	Chr5A	19624154	19627857	+	19626005	1.0	1.0
gene:TraesCS5A03G0054600	Chr5A	19772527	19775655	+	19774091	Chr5A	19629891	19633019	+	19631455	1.0	1.0
gene:TraesCS5A03G0054700	Chr5A	19778401	19782788	-	19780594	Chr5A	19635765	19640152	-	19637958	1.0	1.0
gene:TraesCS5A03G0055000	Chr5A	20328995	20329780	-	20329387	Chr5A	20187216	20188001	-	20187608	1.0	1.0
gene:TraesCS5A03G0055100	Chr5A	20334747	20336643	+	20335695	Chr5A	20193066	20194917	+	20193991	1.0	0.992
gene:TraesCS5A03G0055200	Chr5A	20508046	20510726	-	20509386	Chr5A	20369174	20371585	-	20370379	1.0	1.0
gene:TraesCS5A03G0055300	Chr5A	20514042	20515965	+	20515003	Chr5A	20375624	20377547	+	20376585	1.0	1.0
gene:TraesCS5A03G0055400	Chr5A	20575354	20577091	-	20576222	Chr5A	20436484	20438221	-	20437352	1.0	1.0
gene:TraesCS5A03G0055500	Chr5A	20599716	20601776	-	20600746	Chr5A	20488441	20490501	-	20489471	1.0	0.998
gene:TraesCS5A03G0055600	Chr5A	20606418	20609919	+	20608168	Chr5A	20494999	20498513	+	20496756	1.0	0.996
gene:TraesCS5A03G0055800	Chr5A	20616397	20619451	+	20617924	Chr5A	20546327	20549378	+	20547852	0.998	0.988
gene:TraesCS5A03G0057500	Chr5A	20750309	20754701	-	20752505	Chr5A	21004085	21008477	-	21006281	1.0	1.0
gene:TraesCS5A03G0057600	Chr5A	20794666	20796281	+	20795473	Chr5A	21048857	21050472	+	21049664	1.0	1.0
gene:TraesCS5A03G0058100	Chr5A	20841287	20851033	-	20846160	Chr5A	21095518	21105264	-	21100391	1.0	1.0
gene:TraesCS5A03G0058200	Chr5A	20856434	20857896	-	20857165	Chr5A	21110665	21112127	-	21111396	1.0	1.0
gene:TraesCS5A03G0058300	Chr5A	20885980	20887325	-	20886652	Chr5A	21140158	21141506	-	21140832	1.0	0.997
gene:TraesCS5A03G0058400	Chr5A	20887907	20888664	+	20888285	Chr5A	21142088	21142845	+	21142466	1.0	1.0
gene:TraesCS5A03G0058500	Chr5A	21002079	21004310	+	21003194	Chr5A	21256979	21259201	+	21258090	0.995	0.995
gene:TraesCS5A03G0058900	Chr5A	21040081	21043244	+	21041662	Chr5A	21294866	21298029	+	21296447	1.0	1.0
gene:TraesCS5A03G0059600	Chr5A	21156613	21161181	+	21158897	Chr5A	21413149	21417717	+	21415433	1.0	1.0
gene:TraesCS5A03G0059700	Chr5A	21162743	21166518	+	21164630	Chr5A	21419281	21423056	+	21421168	1.0	1.0
gene:TraesCS5A03G0059800	Chr5A	21168150	21168749	-	21168449	Chr5A	21424688	21425287	-	21424987	1.0	1.0
gene:TraesCS5A03G0060600	Chr5A	21187379	21188974	+	21188176	Chr5A	21443982	21445766	+	21444874	1.0	1.0
gene:TraesCS5A03G0060700	Chr5A	21201520	21207239	-	21204379	Chr5A	21458344	21464059	-	21461201	1.0	0.999
gene:TraesCS5A03G0060800	Chr5A	21472978	21475235	-	21474106	Chr5A	21770210	21772467	-	21771338	1.0	1.0
gene:TraesCS5A03G0061200	Chr5A	21589956	21594154	+	21592055	Chr5A	21999649	22003848	+	22001748	1.0	0.996
gene:TraesCS5A03G0061300	Chr5A	21597723	21600479	+	21599101	Chr5A	22008067	22010763	+	22009415	0.937	0.905
gene:TraesCS5A03G0061900	Chr5A	21839966	21842671	+	21841318	Chr5A	22254713	22257418	+	22256065	1.0	0.999
gene:TraesCS5A03G0062000	Chr5A	21904387	21908249	+	21906318	Chr5A	22321488	22325351	+	22323419	1.0	0.997
gene:TraesCS5A03G0062100	Chr5A	21908882	21911764	-	21910323	Chr5A	22325984	22328864	-	22327424	0.999	0.996
gene:TraesCS5A03G0062600	Chr5A	22725464	22726125	+	22725794	Chr5A	23985772	23986433	+	23986102	1.0	1.0
gene:TraesCS5A03G0062700	Chr5A	22746754	22752677	-	22749715	Chr5A	24007302	24013225	-	24010263	1.0	0.999
gene:TraesCS5A03G0062800	Chr5A	22752858	22753978	+	22753418	Chr5A	24013406	24014526	+	24013966	1.0	1.0
gene:TraesCS5A03G0062900	Chr5A	22922593	22928551	-	22925572	Chr5A	24183136	24188839	-	24185987	0.995	0.995
gene:TraesCS5A03G0063200	Chr5A	23332893	23336663	+	23334778	Chr5A	24595066	24598836	+	24596951	1.0	0.997
gene:TraesCS5A03G0063300	Chr5A	23338345	23339885	-	23339115	Chr5A	24600518	24602058	-	24601288	1.0	1.0
gene:TraesCS5A03G0063400	Chr5A	23343735	23345105	+	23344420	Chr5A	24605909	24607279	+	24606594	1.0	1.0
gene:TraesCS5A03G0063500	Chr5A	23355393	23359570	-	23357481	Chr5A	24617797	24621974	-	24619885	1.0	1.0
gene:TraesCS5A03G0063600	Chr5A	23363117	23365985	-	23364551	Chr5A	24625521	24628389	-	24626955	1.0	1.0
gene:TraesCS5A03G0063700	Chr5A	23374020	23375078	+	23374549	Chr5A	24636424	24637482	+	24636953	1.0	1.0
gene:TraesCS5A03G0064000	Chr5A	23610141	23610689	+	23610415	Chr5A	24872257	24872805	+	24872531	1.0	1.0
gene:TraesCS5A03G0065600	Chr5A	23975244	23979065	-	23977154	Chr5A	25242908	25246729	-	25244818	1.0	1.0
gene:TraesCS5A03G0066100	Chr5A	24128682	24138749	+	24133715	Chr5A	25396511	25406573	+	25401542	1.0	1.0
gene:TraesCS5A03G0066300	Chr5A	24142343	24146570	-	24144456	Chr5A	25410167	25414394	-	25412280	1.0	1.0
gene:TraesCS5A03G0066500	Chr5A	24189980	24197718	-	24193849	Chr5A	25457846	25465608	-	25461727	1.0	0.997
gene:TraesCS5A03G0066700	Chr5A	24401940	24403243	-	24402591	Chr5A	25669756	25671059	-	25670407	1.0	1.0
gene:TraesCS5A03G0066900	Chr5A	24631006	24635032	+	24633019	Chr5A	25901281	25905307	+	25903294	1.0	1.0
gene:TraesCS5A03G0067000	Chr5A	24639436	24641084	+	24640260	Chr5A	25909706	25911354	+	25910530	1.0	1.0
gene:TraesCS5A03G0067100	Chr5A	24889241	24894345	+	24891793	Chr5A	26161647	26166751	+	26164199	1.0	1.0
gene:TraesCS5A03G0067200	Chr5A	24894583	24895014	-	24894798	Chr5A	26166989	26167420	-	26167204	1.0	1.0
gene:TraesCS5A03G0067500	Chr5A	25513610	25515094	-	25514352	Chr5A	26778305	26779789	-	26779047	1.0	1.0
gene:TraesCS5A03G0067600	Chr5A	25517496	25520059	-	25518777	Chr5A	26782190	26784753	-	26783471	1.0	1.0
gene:TraesCS5A03G0068800	Chr5A	25806852	25807073	-	25806962	Chr5A	27071353	27071574	-	27071463	1.0	1.0
gene:TraesCS5A03G0068900	Chr5A	25809522	25810361	-	25809941	Chr5A	27074114	27074953	-	27074533	1.0	1.0
gene:TraesCS5A03G0069000	Chr5A	25817643	25818101	-	25817872	Chr5A	27082660	27083118	-	27082889	1.0	1.0
gene:TraesCS5A03G0069300	Chr5A	25836030	25836512	+	25836271	Chr5A	27101558	27102040	+	27101799	1.0	0.995
gene:TraesCS5A03G0069700	Chr5A	26049899	26050318	-	26050108	Chr5A	27319969	27320388	-	27320178	1.0	0.978
gene:TraesCS5A03G0070100	Chr5A	26061887	26062378	+	26062132	Chr5A	27331961	27332452	+	27332206	1.0	1.0
gene:TraesCS5A03G0070200	Chr5A	26077670	26078119	+	26077894	Chr5A	27347964	27348413	+	27348188	1.0	1.0
gene:TraesCS5A03G0070300	Chr5A	26082455	26082937	-	26082696	Chr5A	27352807	27353289	-	27353048	1.0	1.0
gene:TraesCS5A03G0070400	Chr5A	26084992	26085459	+	26085225	Chr5A	27355352	27355819	+	27355585	1.0	1.0
gene:TraesCS5A03G0070500	Chr5A	26088729	26089412	+	26089070	Chr5A	27359294	27359977	+	27359635	1.0	1.0
gene:TraesCS5A03G0070600	Chr5A	26097882	26098718	+	26098300	Chr5A	27368835	27369671	+	27369253	1.0	1.0
gene:TraesCS5A03G0071200	Chr5A	26309668	26313337	-	26311502	Chr5A	27581611	27585150	-	27583380	1.0	1.0
gene:TraesCS5A03G0071600	Chr5A	26666977	26668226	+	26667601	Chr5A	27943602	27944851	+	27944226	1.0	1.0
gene:TraesCS5A03G0071800	Chr5A	26922655	26924258	+	26923456	Chr5A	28219492	28221095	+	28220293	1.0	1.0
gene:TraesCS5A03G0071900	Chr5A	26979717	26980130	-	26979923	Chr5A	28272847	28273260	-	28273053	1.0	1.0
gene:TraesCS5A03G0072000	Chr5A	26995712	26999392	+	26997552	Chr5A	28289279	28292959	+	28291119	1.0	1.0
gene:TraesCS5A03G0072100	Chr5A	26999061	27000888	-	26999974	Chr5A	28292628	28294455	-	28293541	1.0	1.0
