gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Landmark_tgt_chr	Landmark_tgt_start	Landmark_tgt_end	Landmark_tgt_strand	Landmark_tgt_midpoint	Landmark_coverage	Landmark_identity
gene:TraesCS4D03G0006500	Chr4D	1693854	1698641	-	1696247	Chr4D	2148639	2153426	-	2151032	1.0	1.0
gene:TraesCS4D03G0006600	Chr4D	1808058	1813801	+	1810929	Chr4D	2266042	2271785	+	2268913	1.0	1.0
gene:TraesCS4D03G0006900	Chr4D	1857162	1864002	+	1860582	Chr4D	2322973	2329813	+	2326393	1.0	0.999
gene:TraesCS4D03G0007200	Chr4D	2118829	2121262	-	2120045	Chr4D	1065241	1067674	+	1066457	1.0	0.999
gene:TraesCS4D03G0007300	Chr4D	2157319	2157750	+	2157534	Chr4D	1032799	1033230	-	1033014	1.0	1.0
gene:TraesCS4D03G0007400	Chr4D	2159778	2160428	-	2160103	Chr4D	1030121	1030771	+	1030446	1.0	1.0
gene:TraesCS4D03G0007500	Chr4D	2210061	2211185	+	2210623	Chr4D	979943	981067	-	980505	1.0	1.0
gene:TraesCS4D03G0007600	Chr4D	2233090	2237239	-	2235164	Chr4D	953835	957984	+	955909	1.0	0.999
gene:TraesCS4D03G0007700	Chr4D	2275324	2285972	-	2280648	Chr4D	905235	915747	+	910491	1.0	1.0
gene:TraesCS4D03G0008000	Chr4D	2317575	2321028	-	2319301	Chr4D	869483	872936	+	871209	1.0	1.0
gene:TraesCS4D03G0008300	Chr4D	2468842	2469594	-	2469218	Chr4D	750896	751648	+	751272	1.0	1.0
gene:TraesCS4D03G0008500	Chr4D	2503854	2504613	+	2504233	Chr4D	715434	716193	-	715813	1.0	1.0
gene:TraesCS4D03G0008800	Chr4D	3210895	3212125	-	3211510	Chr4D	17369	18599	+	17984	1.0	1.0
gene:TraesCS4D03G0010200	Chr4D	3319664	3323787	+	3321725	Chr4D	3581288	3585411	+	3583349	1.0	1.0
gene:TraesCS4D03G0010300	Chr4D	3327946	3335748	-	3331847	Chr4D	3589570	3597372	-	3593471	1.0	0.999
gene:TraesCS4D03G0010800	Chr4D	3382908	3386957	-	3384932	Chr4D	3638844	3642861	-	3640852	1.0	0.992
gene:TraesCS4D03G0011000	Chr4D	3390244	3391395	-	3390819	Chr4D	3645877	3647028	-	3646452	1.0	0.997
gene:TraesCS4D03G0011200	Chr4D	3405419	3408689	-	3407054	Chr4D	3657478	3660892	-	3659185	1.0	0.951
gene:TraesCS4D03G0011300	Chr4D	3413225	3414072	-	3413648	Chr4D	3664760	3665607	-	3665183	1.0	0.989
gene:TraesCS4D03G0011400	Chr4D	3414641	3415376	-	3415008	Chr4D	3670701	3671473	-	3671087	0.98	0.904
gene:TraesCS4D03G0011500	Chr4D	3416613	3417647	-	3417130	Chr4D	3673469	3674503	-	3673986	1.0	0.989
gene:TraesCS4D03G0011700	Chr4D	3421045	3424717	-	3422881	Chr4D	3677931	3681767	-	3679849	0.98	0.977
gene:TraesCS4D03G0011900	Chr4D	3667854	3673399	-	3670626	Chr4D	3896652	3902197	-	3899424	1.0	1.0
gene:TraesCS4D03G0012000	Chr4D	3685507	3688331	-	3686919	Chr4D	3914437	3917259	-	3915848	1.0	0.996
gene:TraesCS4D03G0012200	Chr4D	3695617	3698195	+	3696906	Chr4D	3924439	3926931	+	3925685	0.922	0.913
gene:TraesCS4D03G0012300	Chr4D	3698965	3700563	-	3699764	Chr4D	3927699	3929295	-	3928497	0.992	0.976
gene:TraesCS4D03G0012400	Chr4D	3708608	3712645	-	3710626	Chr4D	3937099	3940929	-	3939014	1.0	0.993
gene:TraesCS4D03G0012600	Chr4D	3811236	3815371	+	3813303	Chr4D	4024536	4028647	+	4026591	0.994	0.976
gene:TraesCS4D03G0012700	Chr4D	3819990	3822163	-	3821076	Chr4D	4033054	4035227	-	4034140	1.0	1.0
gene:TraesCS4D03G0012800	Chr4D	3823587	3827946	-	3825766	Chr4D	4036651	4041079	-	4038865	1.0	0.998
gene:TraesCS4D03G0012900	Chr4D	3851419	3851796	-	3851607	Chr4D	4064808	4065185	-	4064996	1.0	1.0
gene:TraesCS4D03G0013200	Chr4D	3889549	3889926	-	3889737	Chr4D	4102585	4102962	-	4102773	1.0	1.0
gene:TraesCS4D03G0013400	Chr4D	3935959	3939231	-	3937595	Chr4D	4149184	4152456	-	4150820	1.0	1.0
gene:TraesCS4D03G0013500	Chr4D	3953221	3956936	+	3955078	Chr4D	4166550	4170265	+	4168407	1.0	1.0
gene:TraesCS4D03G0013600	Chr4D	3973325	3974731	-	3974028	Chr4D	4186877	4188283	-	4187580	1.0	1.0
gene:TraesCS4D03G0013700	Chr4D	4018713	4020514	+	4019613	Chr4D	4234367	4236168	+	4235267	1.0	1.0
gene:TraesCS4D03G0014500	Chr4D	4204342	4208997	+	4206669	Chr4D	4417003	4421658	+	4419330	1.0	1.0
gene:TraesCS4D03G0014600	Chr4D	4229119	4240333	+	4234726	Chr4D	4442165	4452788	+	4447476	1.0	1.0
gene:TraesCS4D03G0014800	Chr4D	4234832	4239056	-	4236944	Chr4D	4447878	4451511	-	4449694	1.0	0.992
gene:TraesCS4D03G0014900	Chr4D	4357845	4360735	+	4359290	Chr4D	4561719	4564609	+	4563164	1.0	1.0
gene:TraesCS4D03G0015000	Chr4D	4383334	4385938	-	4384636	Chr4D	4587083	4589687	-	4588385	1.0	1.0
gene:TraesCS4D03G0015100	Chr4D	4395627	4397891	-	4396759	Chr4D	4599376	4601640	-	4600508	1.0	0.999
gene:TraesCS4D03G0015200	Chr4D	4454427	4458854	-	4456640	Chr4D	4658080	4662142	-	4660111	1.0	1.0
gene:TraesCS4D03G0015300	Chr4D	4459320	4462959	-	4461139	Chr4D	4662608	4666247	-	4664427	1.0	0.999
gene:TraesCS4D03G0015400	Chr4D	4464204	4468925	-	4466564	Chr4D	4667771	4672492	-	4670131	1.0	0.999
gene:TraesCS4D03G0015700	Chr4D	4468944	4472922	-	4470933	Chr4D	4672511	4676489	-	4674500	1.0	1.0
gene:TraesCS4D03G0015800	Chr4D	4527953	4530990	+	4529471	Chr4D	4730867	4733902	+	4732384	1.0	1.0
gene:TraesCS4D03G0015900	Chr4D	4569887	4572528	+	4571207	Chr4D	4772811	4775452	+	4774131	1.0	1.0
gene:TraesCS4D03G0016000	Chr4D	4582540	4589681	+	4586110	Chr4D	4785405	4792852	+	4789128	1.0	1.0
gene:TraesCS4D03G0016200	Chr4D	4599361	4602079	+	4600720	Chr4D	4802263	4804981	+	4803622	1.0	1.0
gene:TraesCS4D03G0016300	Chr4D	4627229	4630042	+	4628635	Chr4D	4830357	4833170	+	4831763	1.0	1.0
gene:TraesCS4D03G0016400	Chr4D	4634161	4637142	+	4635651	Chr4D	4837289	4840270	+	4838779	1.0	0.998
gene:TraesCS4D03G0016500	Chr4D	4750051	4759673	+	4754862	Chr4D	4953773	4963396	+	4958584	1.0	1.0
gene:TraesCS4D03G0016600	Chr4D	4770250	4773081	+	4771665	Chr4D	4974082	4976910	+	4975496	1.0	1.0
gene:TraesCS4D03G0016900	Chr4D	4866670	4872598	-	4869634	Chr4D	5076354	5082282	-	5079318	1.0	1.0
gene:TraesCS4D03G0017000	Chr4D	4874008	4881088	-	4877548	Chr4D	5083705	5090785	-	5087245	1.0	1.0
gene:TraesCS4D03G0017100	Chr4D	4906191	4907505	-	4906848	Chr4D	5115815	5117129	-	5116472	1.0	1.0
gene:TraesCS4D03G0017200	Chr4D	5059902	5063233	-	5061567	Chr4D	5271263	5274594	-	5272928	1.0	1.0
gene:TraesCS4D03G0017300	Chr4D	5079330	5084686	+	5082008	Chr4D	5290744	5296043	+	5293393	1.0	0.954
gene:TraesCS4D03G0017500	Chr4D	5172134	5173950	+	5173042	Chr4D	5375776	5377592	+	5376684	1.0	0.999
gene:TraesCS4D03G0017700	Chr4D	5203108	5205734	-	5204421	Chr4D	5406753	5409319	-	5408036	1.0	1.0
gene:TraesCS4D03G0018000	Chr4D	5378301	5379090	+	5378695	Chr4D	5577024	5577813	+	5577418	1.0	1.0
gene:TraesCS4D03G0018100	Chr4D	5390562	5392779	-	5391670	Chr4D	5589267	5591484	-	5590375	1.0	1.0
gene:TraesCS4D03G0018200	Chr4D	5422036	5422742	-	5422389	Chr4D	5619857	5620563	-	5620210	1.0	1.0
gene:TraesCS4D03G0018500	Chr4D	5618981	5619583	-	5619282	Chr4D	5808757	5809359	-	5809058	1.0	0.997
gene:TraesCS4D03G0018600	Chr4D	5624811	5628448	+	5626629	Chr4D	5814587	5818443	+	5816515	1.0	0.943
gene:TraesCS4D03G0018700	Chr4D	5651294	5659832	+	5655563	Chr4D	5841017	5849491	+	5845254	1.0	1.0
gene:TraesCS4D03G0018800	Chr4D	5667996	5669441	+	5668718	Chr4D	5857582	5859027	+	5858304	1.0	1.0
gene:TraesCS4D03G0018900	Chr4D	5672974	5675865	+	5674419	Chr4D	5862560	5865451	+	5864005	1.0	1.0
gene:TraesCS4D03G0019000	Chr4D	5680128	5682514	+	5681321	Chr4D	5869714	5872100	+	5870907	1.0	1.0
gene:TraesCS4D03G0019100	Chr4D	5683617	5687922	-	5685769	Chr4D	5873203	5877508	-	5875355	1.0	1.0
gene:TraesCS4D03G0019200	Chr4D	5693258	5698277	-	5695767	Chr4D	5882670	5887700	-	5885185	1.0	0.999
gene:TraesCS4D03G0019300	Chr4D	5760412	5761926	-	5761169	Chr4D	5950702	5952216	-	5951459	1.0	1.0
gene:TraesCS4D03G0019600	Chr4D	5774825	5779265	-	5777045	Chr4D	5965214	5969654	-	5967434	1.0	1.0
gene:TraesCS4D03G0019700	Chr4D	5784138	5784836	+	5784487	Chr4D	5974527	5975225	+	5974876	1.0	1.0
gene:TraesCS4D03G0019800	Chr4D	5785336	5788751	-	5787043	Chr4D	5975725	5979140	-	5977432	1.0	0.999
gene:TraesCS4D03G0019900	Chr4D	5790433	5795460	+	5792946	Chr4D	5980822	5985849	+	5983335	1.0	1.0
gene:TraesCS4D03G0020000	Chr4D	5882534	5883494	+	5883014	Chr4D	6073754	6074714	+	6074234	1.0	1.0
gene:TraesCS4D03G0020200	Chr4D	5909110	5911403	+	5910256	Chr4D	6101420	6103713	+	6102566	1.0	1.0
gene:TraesCS4D03G0020400	Chr4D	6015915	6017015	+	6016465	Chr4D	6208518	6209618	+	6209068	1.0	1.0
gene:TraesCS4D03G0020600	Chr4D	6127652	6133581	+	6130616	Chr4D	6320210	6326139	+	6323174	1.0	1.0
gene:TraesCS4D03G0020700	Chr4D	6132872	6134485	-	6133678	Chr4D	6325430	6327043	-	6326236	1.0	1.0
gene:TraesCS4D03G0020800	Chr4D	6137793	6139135	-	6138464	Chr4D	6330351	6331693	-	6331022	1.0	1.0
gene:TraesCS4D03G0020900	Chr4D	6139851	6142712	-	6141281	Chr4D	6332409	6335270	-	6333839	1.0	1.0
gene:TraesCS4D03G0021500	Chr4D	6362454	6363136	-	6362795	Chr4D	6554836	6555518	-	6555177	1.0	1.0
gene:TraesCS4D03G0021700	Chr4D	6376655	6378868	+	6377761	Chr4D	6569359	6571572	+	6570465	1.0	0.999
gene:TraesCS4D03G0021800	Chr4D	6384970	6387127	-	6386048	Chr4D	6577525	6579682	-	6578603	1.0	1.0
gene:TraesCS4D03G0022200	Chr4D	6512322	6515724	+	6514023	Chr4D	6709995	6713397	+	6711696	1.0	1.0
gene:TraesCS4D03G0022300	Chr4D	6548123	6549184	+	6548653	Chr4D	6746041	6747102	+	6746571	1.0	1.0
gene:TraesCS4D03G0022400	Chr4D	6551224	6552613	-	6551918	Chr4D	6749142	6750531	-	6749836	1.0	1.0
gene:TraesCS4D03G0022600	Chr4D	6582071	6585584	+	6583827	Chr4D	6778335	6781848	+	6780091	1.0	1.0
gene:TraesCS4D03G0022700	Chr4D	6605223	6609870	+	6607546	Chr4D	6801869	6806516	+	6804192	1.0	1.0
gene:TraesCS4D03G0022800	Chr4D	6610919	6612424	-	6611671	Chr4D	6807565	6809070	-	6808317	1.0	1.0
gene:TraesCS4D03G0022900	Chr4D	6662176	6662885	+	6662530	Chr4D	6858375	6859084	+	6858729	1.0	1.0
gene:TraesCS4D03G0023000	Chr4D	6662959	6665472	-	6664215	Chr4D	6859158	6861671	-	6860414	1.0	1.0
gene:TraesCS4D03G0023200	Chr4D	6673666	6678625	-	6676145	Chr4D	6869852	6874990	-	6872421	1.0	1.0
gene:TraesCS4D03G0023300	Chr4D	6682704	6686531	+	6684617	Chr4D	6879069	6882711	+	6880890	1.0	1.0
gene:TraesCS4D03G0024400	Chr4D	6886953	6888327	-	6887640	Chr4D	6963026	6964400	-	6963713	1.0	1.0
gene:TraesCS4D03G0024600	Chr4D	7003467	7007031	+	7005249	Chr4D	7081020	7084510	+	7082765	0.958	0.958
gene:TraesCS4D03G0025200	Chr4D	7074947	7076642	+	7075794	Chr4D	7153526	7155196	+	7154361	0.984	0.984
gene:TraesCS4D03G0025300	Chr4D	7087262	7088384	+	7087823	Chr4D	7165672	7166794	+	7166233	1.0	1.0
gene:TraesCS4D03G0025400	Chr4D	7118234	7119940	-	7119087	Chr4D	7198127	7199833	-	7198980	1.0	1.0
gene:TraesCS4D03G0025500	Chr4D	7140877	7142114	+	7141495	Chr4D	7230872	7232213	+	7231542	1.0	0.922
gene:TraesCS4D03G0026100	Chr4D	7223439	7228080	+	7225759	Chr4D	7302142	7306783	+	7304462	1.0	1.0
gene:TraesCS4D03G0026400	Chr4D	7296580	7318269	-	7307424	Chr4D	7376734	7398649	-	7387691	1.0	1.0
gene:TraesCS4D03G0026600	Chr4D	7318003	7320546	+	7319274	Chr4D	7398383	7400926	+	7399654	1.0	1.0
gene:TraesCS4D03G0026900	Chr4D	7522432	7523379	+	7522905	Chr4D	7602330	7603277	+	7602803	1.0	1.0
gene:TraesCS4D03G0027000	Chr4D	7524704	7525912	+	7525308	Chr4D	7604602	7605810	+	7605206	1.0	1.0
gene:TraesCS4D03G0027100	Chr4D	7525825	7530711	-	7528268	Chr4D	7605723	7610609	-	7608166	1.0	1.0
gene:TraesCS4D03G0027200	Chr4D	7532797	7534463	+	7533630	Chr4D	7612803	7614469	+	7613636	1.0	1.0
gene:TraesCS4D03G0027400	Chr4D	7572934	7575966	-	7574450	Chr4D	7656277	7659309	-	7657793	1.0	1.0
gene:TraesCS4D03G0027500	Chr4D	7696400	7697183	+	7696791	Chr4D	7786983	7787766	+	7787374	1.0	1.0
gene:TraesCS4D03G0027600	Chr4D	7700318	7704016	+	7702167	Chr4D	7790901	7794650	+	7792775	1.0	1.0
gene:TraesCS4D03G0027700	Chr4D	7751430	7757589	+	7754509	Chr4D	7842588	7848747	+	7845667	1.0	1.0
gene:TraesCS4D03G0027800	Chr4D	7757899	7762408	-	7760153	Chr4D	7849057	7853566	-	7851311	1.0	1.0
gene:TraesCS4D03G0027900	Chr4D	7763791	7764666	+	7764228	Chr4D	7854949	7855824	+	7855386	1.0	1.0
gene:TraesCS4D03G0028100	Chr4D	7843492	7845337	+	7844414	Chr4D	7937545	7939390	+	7938467	1.0	1.0
gene:TraesCS4D03G0028200	Chr4D	7860654	7865816	+	7863235	Chr4D	7954885	7960047	+	7957466	1.0	1.0
gene:TraesCS4D03G0028300	Chr4D	7865955	7869386	-	7867670	Chr4D	7960186	7963618	-	7961902	1.0	1.0
gene:TraesCS4D03G0028400	Chr4D	7876861	7881040	-	7878950	Chr4D	7971095	7975274	-	7973184	1.0	0.999
gene:TraesCS4D03G0028600	Chr4D	7904711	7907129	+	7905920	Chr4D	7998749	8001167	+	7999958	1.0	1.0
gene:TraesCS4D03G0028700	Chr4D	7934423	7942634	+	7938528	Chr4D	8028815	8037026	+	8032920	1.0	1.0
gene:TraesCS4D03G0028800	Chr4D	7944253	7949845	+	7947049	Chr4D	8038645	8044237	+	8041441	1.0	1.0
gene:TraesCS4D03G0028900	Chr4D	7949938	7951125	-	7950531	Chr4D	8044330	8045517	-	8044923	1.0	1.0
gene:TraesCS4D03G0029100	Chr4D	7980535	7981952	-	7981243	Chr4D	8073716	8075133	-	8074424	1.0	1.0
gene:TraesCS4D03G0029200	Chr4D	7997648	8000858	-	7999253	Chr4D	8090828	8094038	-	8092433	1.0	0.997
gene:TraesCS4D03G0029300	Chr4D	8004461	8007164	-	8005812	Chr4D	8097664	8099444	-	8098554	0.931	0.931
gene:TraesCS4D03G0029500	Chr4D	8018616	8019601	+	8019108	Chr4D	8111197	8112182	+	8111689	1.0	1.0
gene:TraesCS4D03G0029600	Chr4D	8019783	8026442	-	8023112	Chr4D	8112364	8125528	-	8118946	1.0	1.0
gene:TraesCS4D03G0030000	Chr4D	8121719	8125469	+	8123594	Chr4D	8205125	8208875	+	8207000	1.0	1.0
gene:TraesCS4D03G0030100	Chr4D	8190069	8193539	-	8191804	Chr4D	8274829	8278299	-	8276564	1.0	1.0
gene:TraesCS4D03G0030200	Chr4D	8195302	8198712	-	8197007	Chr4D	8280062	8283472	-	8281767	1.0	1.0
gene:TraesCS4D03G0030300	Chr4D	8247677	8249481	-	8248579	Chr4D	8331617	8333421	-	8332519	1.0	1.0
gene:TraesCS4D03G0030400	Chr4D	8260928	8263697	-	8262312	Chr4D	8344869	8347638	-	8346253	1.0	1.0
gene:TraesCS4D03G0030800	Chr4D	8305388	8306149	-	8305768	Chr4D	8391060	8391821	-	8391440	1.0	1.0
gene:TraesCS4D03G0030900	Chr4D	8315374	8315959	-	8315666	Chr4D	8401364	8401949	-	8401656	1.0	1.0
gene:TraesCS4D03G0031000	Chr4D	8364633	8367872	+	8366252	Chr4D	8450634	8453873	+	8452253	1.0	1.0
gene:TraesCS4D03G0031100	Chr4D	8507394	8517301	+	8512347	Chr4D	8598055	8607949	+	8603002	1.0	0.999
gene:TraesCS4D03G0031200	Chr4D	8540256	8541570	-	8540913	Chr4D	8631316	8632630	-	8631973	1.0	1.0
gene:TraesCS4D03G0031300	Chr4D	8697103	8702372	-	8699737	Chr4D	8788780	8794335	-	8791557	1.0	1.0
gene:TraesCS4D03G0031400	Chr4D	8726287	8731703	-	8728995	Chr4D	8818250	8823666	-	8820958	1.0	1.0
gene:TraesCS4D03G0031500	Chr4D	8767417	8767620	+	8767518	Chr4D	8859439	8859642	+	8859540	1.0	1.0
gene:TraesCS4D03G0031600	Chr4D	8767968	8778546	-	8773257	Chr4D	8859990	8870569	-	8865279	1.0	1.0
gene:TraesCS4D03G0031700	Chr4D	8785788	8791144	+	8788466	Chr4D	8877810	8883181	+	8880495	1.0	1.0
gene:TraesCS4D03G0032000	Chr4D	8891558	8894047	+	8892802	Chr4D	8983636	8986126	+	8984881	1.0	1.0
gene:TraesCS4D03G0032400	Chr4D	8931351	8931818	+	8931584	Chr4D	9024184	9024651	+	9024417	1.0	1.0
gene:TraesCS4D03G0032800	Chr4D	9004036	9005514	-	9004775	Chr4D	9096144	9097622	-	9096883	1.0	1.0
gene:TraesCS4D03G0032900	Chr4D	9043418	9043909	-	9043663	Chr4D	9135500	9135991	-	9135745	1.0	1.0
gene:TraesCS4D03G0033000	Chr4D	9053007	9053692	-	9053349	Chr4D	9145089	9145774	-	9145431	1.0	1.0
gene:TraesCS4D03G0033500	Chr4D	9099426	9100172	+	9099799	Chr4D	9191503	9192249	+	9191876	1.0	1.0
gene:TraesCS4D03G0033600	Chr4D	9106009	9106941	+	9106475	Chr4D	9197705	9198637	+	9198171	1.0	1.0
gene:TraesCS4D03G0033700	Chr4D	9111309	9111903	-	9111606	Chr4D	9203315	9203909	-	9203612	1.0	1.0
gene:TraesCS4D03G0034300	Chr4D	9183062	9185082	+	9184072	Chr4D	9274551	9276571	+	9275561	1.0	1.0
gene:TraesCS4D03G0034400	Chr4D	9296508	9298967	+	9297737	Chr4D	9401632	9404091	+	9402861	1.0	1.0
gene:TraesCS4D03G0034500	Chr4D	9319856	9321206	+	9320531	Chr4D	9424982	9426332	+	9425657	1.0	1.0
gene:TraesCS4D03G0034600	Chr4D	9325373	9332249	+	9328811	Chr4D	9430307	9437183	+	9433745	1.0	0.999
gene:TraesCS4D03G0034900	Chr4D	9336770	9341811	+	9339290	Chr4D	9441704	9446745	+	9444224	1.0	1.0
gene:TraesCS4D03G0035000	Chr4D	9353005	9359976	+	9356490	Chr4D	9457953	9465598	+	9461775	1.0	1.0
gene:TraesCS4D03G0035100	Chr4D	9361140	9366085	+	9363612	Chr4D	9466762	9471706	+	9469234	1.0	1.0
gene:TraesCS4D03G0035200	Chr4D	9368056	9377784	+	9372920	Chr4D	9473677	9483549	+	9478613	1.0	1.0
gene:TraesCS4D03G0035300	Chr4D	9411820	9421344	+	9416582	Chr4D	9522007	9531723	+	9526865	1.0	1.0
gene:TraesCS4D03G0035400	Chr4D	9428312	9432204	-	9430258	Chr4D	9538825	9542718	-	9540771	1.0	1.0
gene:TraesCS4D03G0035500	Chr4D	9432336	9437968	+	9435152	Chr4D	9542850	9548482	+	9545666	1.0	1.0
gene:TraesCS4D03G0035900	Chr4D	9502597	9504389	-	9503493	Chr4D	9612144	9613936	-	9613040	1.0	1.0
gene:TraesCS4D03G0036000	Chr4D	9544674	9547061	+	9545867	Chr4D	9654467	9656854	+	9655660	1.0	1.0
gene:TraesCS4D03G0036200	Chr4D	9554547	9556608	-	9555577	Chr4D	9664340	9666401	-	9665370	1.0	1.0
gene:TraesCS4D03G0036300	Chr4D	9606812	9611740	-	9609276	Chr4D	9716636	9721564	-	9719100	1.0	1.0
gene:TraesCS4D03G0036500	Chr4D	9672352	9675548	+	9673950	Chr4D	9783212	9786408	+	9784810	1.0	1.0
gene:TraesCS4D03G0036600	Chr4D	9677617	9696408	+	9687012	Chr4D	9788540	9807331	+	9797935	1.0	1.0
gene:TraesCS4D03G0036700	Chr4D	9701313	9703202	+	9702257	Chr4D	9812609	9814498	+	9813553	1.0	0.992
gene:TraesCS4D03G0037000	Chr4D	9954255	9954938	+	9954596	Chr4D	9823845	9824528	+	9824186	1.0	1.0
gene:TraesCS4D03G0037100	Chr4D	10067461	10068336	+	10067898	Chr4D	9938489	9939364	+	9938926	1.0	1.0
gene:TraesCS4D03G0037500	Chr4D	10344317	10344868	-	10344592	Chr4D	10216420	10216971	-	10216695	1.0	1.0
gene:TraesCS4D03G0037600	Chr4D	10358060	10358830	-	10358445	Chr4D	10230166	10230936	-	10230551	1.0	1.0
gene:TraesCS4D03G0037700	Chr4D	10587712	10592063	+	10589887	Chr4D	10459598	10463949	+	10461773	1.0	1.0
gene:TraesCS4D03G0037800	Chr4D	10596791	10599838	+	10598314	Chr4D	10468676	10471723	+	10470199	1.0	1.0
gene:TraesCS4D03G0038000	Chr4D	10601117	10605386	+	10603251	Chr4D	10473002	10477271	+	10475136	1.0	1.0
gene:TraesCS4D03G0037900	Chr4D	10599958	10613135	-	10606546	Chr4D	10471843	10484652	-	10478247	0.922	0.922
gene:TraesCS4D03G0038200	Chr4D	10617567	10622608	-	10620087	Chr4D	10488765	10493806	-	10491285	1.0	1.0
