gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Landmark_tgt_chr	Landmark_tgt_start	Landmark_tgt_end	Landmark_tgt_strand	Landmark_tgt_midpoint	Landmark_coverage	Landmark_identity
gene:TraesCS3B03G0010000	Chr3B	3288829	3291388	-	3290108	Chr3B	4149083	4151642	+	4150362	1.0	0.997
gene:TraesCS3B03G0010400	Chr3B	3319309	3319678	-	3319493	Chr3B	4121473	4121842	+	4121657	1.0	1.0
gene:TraesCS3B03G0010500	Chr3B	3329965	3331410	-	3330687	Chr3B	4109740	4111185	+	4110462	1.0	1.0
gene:TraesCS3B03G0010600	Chr3B	3343534	3343869	-	3343701	Chr3B	4097659	4097994	+	4097826	1.0	1.0
gene:TraesCS3B03G0010700	Chr3B	3351732	3352420	+	3352076	Chr3B	4089115	4089803	-	4089459	1.0	0.992
gene:TraesCS3B03G0011100	Chr3B	3390928	3392733	-	3391830	Chr3B	4048831	4050636	+	4049733	1.0	0.997
gene:TraesCS3B03G0011200	Chr3B	3456099	3457541	+	3456820	Chr3B	3982362	3983848	-	3983105	0.999	0.954
gene:TraesCS3B03G0011700	Chr3B	3476475	3479401	+	3477938	Chr3B	3954677	3957244	-	3955960	0.995	0.99
gene:TraesCS3B03G0011800	Chr3B	3481462	3493401	+	3487431	Chr3B	3940613	3952570	-	3946591	0.999	0.988
gene:TraesCS3B03G0011900	Chr3B	3509554	3512426	-	3510990	Chr3B	3877213	3880035	+	3878624	0.998	0.982
gene:TraesCS3B03G0012000	Chr3B	3519251	3522305	+	3520778	Chr3B	3825572	3828835	-	3827203	0.995	0.936
gene:TraesCS3B03G0012100	Chr3B	3524408	3531567	-	3527987	Chr3B	3816067	3823413	+	3819740	0.947	0.919
gene:TraesCS3B03G0012200	Chr3B	3646467	3646898	+	3646682	Chr3B	3797009	3797440	-	3797224	1.0	0.983
gene:TraesCS3B03G0012700	Chr3B	3750107	3752530	+	3751318	Chr3B	3718410	3720833	-	3719621	0.995	0.963
gene:TraesCS3B03G0012800	Chr3B	3758382	3758978	-	3758680	Chr3B	3709674	3710270	+	3709972	1.0	0.997
gene:TraesCS3B03G0012900	Chr3B	3760385	3761643	-	3761014	Chr3B	3707027	3708269	+	3707648	0.986	0.981
gene:TraesCS3B03G0013100	Chr3B	3792617	3799581	-	3796099	Chr3B	3676058	3683022	+	3679540	1.0	0.997
gene:TraesCS3B03G0013400	Chr3B	3821480	3821881	+	3821680	Chr3B	3576267	3576668	-	3576467	1.0	0.995
gene:TraesCS3B03G0013500	Chr3B	3852505	3853085	+	3852795	Chr3B	3565256	3565830	-	3565543	0.987	0.962
gene:TraesCS3B03G0013600	Chr3B	3877659	3878072	+	3877865	Chr3B	3558122	3558535	-	3558328	1.0	0.983
gene:TraesCS3B03G0014100	Chr3B	3975265	3975989	+	3975627	Chr3B	3339554	3340280	-	3339917	1.0	0.976
gene:TraesCS3B03G0014400	Chr3B	3982981	3987045	-	3985013	Chr3B	3328450	3332512	+	3330481	0.999	0.996
gene:TraesCS3B03G0014800	Chr3B	4094363	4094890	-	4094626	Chr3B	3210907	3211434	+	3211170	1.0	0.992
gene:TraesCS3B03G0014900	Chr3B	4102252	4103050	+	4102651	Chr3B	3198682	3199480	-	3199081	1.0	0.998
gene:TraesCS3B03G0015000	Chr3B	4129338	4130978	-	4130158	Chr3B	3104344	3105984	+	3105164	1.0	0.997
gene:TraesCS3B03G0016800	Chr3B	4642661	4644619	+	4643640	Chr3B	2628390	2630317	-	2629353	0.968	0.967
gene:TraesCS3B03G0017100	Chr3B	4647867	4648654	+	4648260	Chr3B	2624545	2625326	-	2624935	0.991	0.988
gene:TraesCS3B03G0017600	Chr3B	4701822	4707580	-	4704701	Chr3B	2573457	2579851	+	2576654	1.0	0.985
gene:TraesCS3B03G0018000	Chr3B	4894499	4896037	+	4895268	Chr3B	5390772	5392310	-	5391541	1.0	0.994
gene:TraesCS3B03G0018100	Chr3B	4897488	4899528	-	4898508	Chr3B	5387269	5389308	+	5388288	0.999	0.994
gene:TraesCS3B03G0018200	Chr3B	4994718	4995101	+	4994909	Chr3B	5277982	5278365	-	5278173	1.0	0.997
gene:TraesCS3B03G0018300	Chr3B	4996692	4997971	+	4997331	Chr3B	5274801	5276079	-	5275440	0.999	0.998
gene:TraesCS3B03G0018800	Chr3B	5416010	5420829	-	5418419	Chr3B	4937619	4942438	+	4940028	1.0	0.998
gene:TraesCS3B03G0018900	Chr3B	5468707	5469726	+	5469216	Chr3B	4888152	4889171	-	4888661	1.0	1.0
gene:TraesCS3B03G0019600	Chr3B	5706385	5712424	+	5709404	Chr3B	4740557	4746464	-	4743510	0.983	0.946
gene:TraesCS3B03G0019700	Chr3B	5714448	5715228	+	5714838	Chr3B	4735902	4736677	-	4736289	0.989	0.936
gene:TraesCS3B03G0020300	Chr3B	5725847	5727412	-	5726629	Chr3B	4721435	4723000	+	4722217	1.0	0.982
gene:TraesCS3B03G0020400	Chr3B	5797705	5802507	+	5800106	Chr3B	4654536	4659055	-	4656795	0.997	0.985
gene:TraesCS3B03G0020500	Chr3B	5801269	5802494	+	5801881	Chr3B	4654549	4655786	-	4655167	1.0	0.986
gene:TraesCS3B03G0020700	Chr3B	5822740	5826312	-	5824526	Chr3B	5975836	5979464	+	5977650	1.0	0.993
gene:TraesCS3B03G0021000	Chr3B	5914421	5915600	-	5915010	Chr3B	5905051	5906226	+	5905638	1.0	1.0
gene:TraesCS3B03G0021600	Chr3B	5974245	5974995	-	5974620	Chr3B	5847246	5847996	+	5847621	1.0	0.99
gene:TraesCS3B03G0021900	Chr3B	5987469	5988446	-	5987957	Chr3B	5832961	5833938	+	5833449	1.0	0.994
gene:TraesCS3B03G0022700	Chr3B	6063054	6064845	+	6063949	Chr3B	5710241	5712032	-	5711136	1.0	0.998
gene:TraesCS3B03G0022800	Chr3B	6073695	6077105	+	6075400	Chr3B	5698244	5701662	-	5699953	1.0	0.996
gene:TraesCS3B03G0022900	Chr3B	6077386	6080144	-	6078765	Chr3B	5695208	5697963	+	5696585	0.998	0.994
gene:TraesCS3B03G0025900	Chr3B	6167831	6168413	+	6168122	Chr3B	5653789	5654371	-	5654080	1.0	0.993
gene:TraesCS3B03G0026000	Chr3B	6167845	6168530	+	6168187	Chr3B	5653672	5654357	-	5654014	1.0	0.994
gene:TraesCS3B03G0026300	Chr3B	6210118	6210479	+	6210298	Chr3B	5629815	5630176	-	5629995	1.0	0.992
gene:TraesCS3B03G0026800	Chr3B	6220941	6222881	-	6221911	Chr3B	5617671	5619600	+	5618635	0.99	0.979
gene:TraesCS3B03G0027100	Chr3B	6250940	6252156	+	6251548	Chr3B	5549009	5550319	-	5549664	1.0	0.936
gene:TraesCS3B03G0027300	Chr3B	6302591	6303316	-	6302953	Chr3B	6248556	6249281	-	6248918	1.0	0.969
gene:TraesCS3B03G0027400	Chr3B	6305961	6306274	+	6306117	Chr3B	6252600	6252911	+	6252755	1.0	0.946
gene:TraesCS3B03G0028500	Chr3B	6432085	6434317	-	6433201	Chr3B	6505189	6507418	-	6506303	0.998	0.983
gene:TraesCS3B03G0029100	Chr3B	6514300	6520754	+	6517527	Chr3B	6510771	6517515	+	6514143	0.99	0.929
gene:TraesCS3B03G0029700	Chr3B	6593184	6594729	+	6593956	Chr3B	6571550	6573097	+	6572323	1.0	1.0
gene:TraesCS3B03G0029800	Chr3B	6659713	6660813	+	6660263	Chr3B	6638621	6639721	+	6639171	1.0	0.988
gene:TraesCS3B03G0030300	Chr3B	6764757	6776638	-	6770697	Chr3B	6787390	6799103	-	6793246	1.0	0.994
gene:TraesCS3B03G0030900	Chr3B	6792313	6794111	-	6793212	Chr3B	6814796	6816593	-	6815694	0.999	0.998
gene:TraesCS3B03G0031100	Chr3B	6796809	6799701	-	6798255	Chr3B	6819877	6822770	-	6821323	1.0	0.998
gene:TraesCS3B03G0031200	Chr3B	6803638	6807916	+	6805777	Chr3B	6826706	6830985	+	6828845	1.0	0.997
gene:TraesCS3B03G0031400	Chr3B	10011961	10013468	-	10012714	Chr3B	9283032	9284539	-	9283785	1.0	0.997
gene:TraesCS3B03G0031700	Chr3B	10462654	10466557	+	10464605	Chr3B	9762501	9766392	+	9764446	0.999	0.994
gene:TraesCS3B03G0031800	Chr3B	10972258	10977458	-	10974858	Chr3B	10260202	10265396	-	10262799	1.0	0.995
gene:TraesCS3B03G0031900	Chr3B	10984123	10991077	+	10987600	Chr3B	3262191	3269156	-	3265673	0.999	0.997
gene:TraesCS3B03G0033000	Chr3B	11047699	11048402	-	11048050	Chr3B	3218643	3219346	+	3218994	1.0	0.997
gene:TraesCS3B03G0033200	Chr3B	11064590	11065892	-	11065241	Chr3B	3194751	3196067	+	3195409	0.996	0.964
gene:TraesCS3B03G0037900	Chr3B	11947904	11950970	+	11949437	Chr3B	10360738	10363938	+	10362338	1.0	0.997
gene:TraesCS3B03G0038000	Chr3B	11951308	11954850	-	11953079	Chr3B	10364276	10367847	-	10366061	0.998	0.996
gene:TraesCS3B03G0038200	Chr3B	11956531	11958854	-	11957692	Chr3B	10369584	10371627	-	10370605	0.948	0.933
gene:TraesCS3B03G0038500	Chr3B	11961737	11963712	-	11962724	Chr3B	10374599	10376574	-	10375586	1.0	0.995
gene:TraesCS3B03G0038800	Chr3B	12071707	12079854	+	12075780	Chr3B	10465114	10473130	+	10469122	1.0	0.996
gene:TraesCS3B03G0038900	Chr3B	12176373	12178583	+	12177478	Chr3B	10563709	10565852	+	10564780	1.0	0.983
gene:TraesCS3B03G0039100	Chr3B	12184132	12185097	+	12184614	Chr3B	10571561	10572526	+	10572043	1.0	0.994
gene:TraesCS3B03G0039200	Chr3B	12185415	12189726	-	12187570	Chr3B	10572844	10577162	-	10575003	1.0	0.992
gene:TraesCS3B03G0039400	Chr3B	12225935	12226465	-	12226200	Chr3B	10634846	10635376	-	10635111	1.0	0.99
gene:TraesCS3B03G0040300	Chr3B	12365034	12368968	+	12367001	Chr3B	10748438	10752373	+	10750405	1.0	0.995
gene:TraesCS3B03G0040400	Chr3B	12369257	12370173	+	12369715	Chr3B	10752662	10753566	+	10753114	0.986	0.983
gene:TraesCS3B03G0040500	Chr3B	12371609	12375309	-	12373459	Chr3B	10754999	10758699	-	10756849	1.0	0.997
gene:TraesCS3B03G0041000	Chr3B	12477307	12481295	-	12479301	Chr3B	10863845	10867832	-	10865838	0.999	0.995
gene:TraesCS3B03G0041100	Chr3B	12485475	12491384	+	12488429	Chr3B	10872012	10877955	+	10874983	0.999	0.995
gene:TraesCS3B03G0041200	Chr3B	12585694	12587050	-	12586372	Chr3B	11030191	11031547	-	11030869	1.0	0.995
gene:TraesCS3B03G0041300	Chr3B	12590773	12592281	+	12591527	Chr3B	11035270	11036778	+	11036024	1.0	0.993
gene:TraesCS3B03G0041400	Chr3B	12595610	12597051	-	12596330	Chr3B	11040108	11041550	-	11040829	1.0	0.997
gene:TraesCS3B03G0041500	Chr3B	12601924	12602601	-	12602262	Chr3B	11047539	11048216	-	11047877	1.0	1.0
gene:TraesCS3B03G0041600	Chr3B	12608171	12608647	-	12608409	Chr3B	11053943	11054419	-	11054181	1.0	1.0
gene:TraesCS3B03G0041800	Chr3B	13120457	13120807	-	13120632	Chr3B	11499280	11499630	-	11499455	1.0	0.985
gene:TraesCS3B03G0042000	Chr3B	13140448	13146598	+	13143523	Chr3B	11524988	11531121	+	11528054	1.0	0.995
gene:TraesCS3B03G0042100	Chr3B	13150614	13151953	+	13151283	Chr3B	11534783	11536122	+	11535452	1.0	0.996
gene:TraesCS3B03G0042200	Chr3B	13155850	13159257	+	13157553	Chr3B	11540015	11543412	+	11541713	0.997	0.992
gene:TraesCS3B03G0042400	Chr3B	13188801	13190896	+	13189848	Chr3B	11585656	11587701	+	11586678	0.959	0.951
gene:TraesCS3B03G0042500	Chr3B	13244270	13247808	+	13246039	Chr3B	11641606	11645130	+	11643368	0.994	0.99
gene:TraesCS3B03G0042700	Chr3B	13247846	13251928	-	13249887	Chr3B	11645168	11649155	-	11647161	0.946	0.946
gene:TraesCS3B03G0043500	Chr3B	13267715	13268552	-	13268133	Chr3B	11652497	11653334	-	11652915	1.0	0.992
gene:TraesCS3B03G0044100	Chr3B	13452540	13459855	+	13456197	Chr3B	11828155	11835496	+	11831825	1.0	0.999
gene:TraesCS3B03G0044600	Chr3B	13624135	13625145	+	13624640	Chr3B	12054609	12055577	+	12055093	0.958	0.914
gene:TraesCS3B03G0045000	Chr3B	13638687	13641490	+	13640088	Chr3B	12083489	12085663	+	12084576	0.969	0.902
gene:TraesCS3B03G0046200	Chr3B	13794541	13796737	-	13795639	Chr3B	12288589	12290766	-	12289677	0.978	0.933
gene:TraesCS3B03G0046600	Chr3B	13842867	13847314	+	13845090	Chr3B	12294185	12299587	+	12296886	0.999	0.961
gene:TraesCS3B03G0047200	Chr3B	13900782	13902099	+	13901440	Chr3B	12337379	12338669	+	12338024	0.967	0.925
gene:TraesCS3B03G0047500	Chr3B	13908853	13909704	-	13909278	Chr3B	12352909	12353754	-	12353331	0.992	0.957
gene:TraesCS3B03G0047600	Chr3B	13912323	13919989	+	13916156	Chr3B	12356979	12365188	+	12361083	1.0	0.981
gene:TraesCS3B03G0047700	Chr3B	13920909	13922384	+	13921646	Chr3B	12366109	12367584	+	12366846	1.0	0.998
gene:TraesCS3B03G0047800	Chr3B	13924243	13934714	-	13929478	Chr3B	12369444	12379913	-	12374678	1.0	0.997
gene:TraesCS3B03G0048000	Chr3B	13954460	13967646	-	13961053	Chr3B	12401931	12413527	-	12407729	0.974	0.974
gene:TraesCS3B03G0049200	Chr3B	14197012	14200919	+	14198965	Chr3B	12650218	12654125	+	12652171	1.0	1.0
gene:TraesCS3B03G0049300	Chr3B	14204526	14205980	-	14205253	Chr3B	12657733	12659187	-	12658460	1.0	1.0
gene:TraesCS3B03G0049400	Chr3B	14272431	14284305	-	14278368	Chr3B	12720215	12732178	-	12726196	0.997	0.996
gene:TraesCS3B03G0050500	Chr3B	14456299	14456661	-	14456480	Chr3B	12895126	12895488	-	12895307	1.0	0.98
gene:TraesCS3B03G0050900	Chr3B	14518868	14523037	+	14520952	Chr3B	12950178	12954351	+	12952264	1.0	0.997
gene:TraesCS3B03G0051000	Chr3B	14526596	14531005	+	14528800	Chr3B	12957547	12961968	+	12959757	1.0	0.994
gene:TraesCS3B03G0051100	Chr3B	14539683	14542511	-	14541097	Chr3B	12977624	12980452	-	12979038	1.0	0.996
gene:TraesCS3B03G0051200	Chr3B	14549103	14549399	-	14549251	Chr3B	12985447	12985743	-	12985595	0.989	0.97
gene:TraesCS3B03G0051500	Chr3B	14560796	14563932	+	14562364	Chr3B	13004462	13007631	+	13006046	0.99	0.957
gene:TraesCS3B03G0052400	Chr3B	15034510	15038343	+	15036426	Chr3B	13100114	13105410	+	13102762	0.999	0.964
gene:TraesCS3B03G0052500	Chr3B	15043587	15043985	-	15043786	Chr3B	13110903	13111301	-	13111102	1.0	0.994
gene:TraesCS3B03G0052700	Chr3B	15050859	15051645	-	15051252	Chr3B	13119470	13120255	-	13119862	1.0	0.992
gene:TraesCS3B03G0052800	Chr3B	15051800	15059713	-	15055756	Chr3B	13120410	13128321	-	13124365	1.0	0.997
gene:TraesCS3B03G0053000	Chr3B	15128456	15129483	+	15128969	Chr3B	13211979	13213006	+	13212492	1.0	0.996
gene:TraesCS3B03G0053100	Chr3B	15160153	15163258	+	15161705	Chr3B	13245398	13248501	+	13246949	0.999	0.997
gene:TraesCS3B03G0053200	Chr3B	15164778	15165608	-	15165193	Chr3B	13249794	13250624	-	13250209	1.0	0.99
gene:TraesCS3B03G0053700	Chr3B	15311739	15315173	-	15313456	Chr3B	13425111	13428547	-	13426829	1.0	0.997
gene:TraesCS3B03G0053800	Chr3B	15334364	15335548	+	15334956	Chr3B	13449084	13450268	+	13449676	1.0	0.999
gene:TraesCS3B03G0053900	Chr3B	15344103	15347794	+	15345948	Chr3B	13458831	13462525	+	13460678	1.0	0.993
gene:TraesCS3B03G0054200	Chr3B	15361834	15364625	-	15363229	Chr3B	13476874	13479677	-	13478275	1.0	0.981
gene:TraesCS3B03G0054900	Chr3B	15413768	15421229	-	15417498	Chr3B	13699732	13707215	-	13703473	0.999	0.978
gene:TraesCS3B03G0056000	Chr3B	15737539	15742920	-	15740229	Chr3B	13755335	13760700	-	13758017	1.0	0.998
gene:TraesCS3B03G0056300	Chr3B	15774884	15775192	-	15775038	Chr3B	13791458	13791766	-	13791612	1.0	0.993
gene:TraesCS3B03G0056500	Chr3B	15817353	15827081	-	15822217	Chr3B	13838372	13848131	-	13843251	0.999	0.961
gene:TraesCS3B03G0057200	Chr3B	16030592	16032356	+	16031474	Chr3B	14053855	14055619	+	14054737	1.0	0.997
gene:TraesCS3B03G0057500	Chr3B	16061723	16065343	+	16063533	Chr3B	14084115	14087735	+	14085925	1.0	0.999
gene:TraesCS3B03G0057600	Chr3B	16069780	16071754	-	16070767	Chr3B	14092291	14094265	-	14093278	1.0	0.998
gene:TraesCS3B03G0057700	Chr3B	16116348	16118134	-	16117241	Chr3B	14139618	14141404	-	14140511	1.0	1.0
gene:TraesCS3B03G0057800	Chr3B	16172883	16174668	-	16173775	Chr3B	14196699	14198462	-	14197580	0.987	0.987
gene:TraesCS3B03G0058000	Chr3B	16194029	16197637	-	16195833	Chr3B	14218283	14221891	-	14220087	1.0	1.0
gene:TraesCS3B03G0058200	Chr3B	16220505	16234337	-	16227421	Chr3B	14245672	14259492	-	14252582	1.0	1.0
gene:TraesCS3B03G0058300	Chr3B	16234949	16236097	+	16235523	Chr3B	14260104	14261252	+	14260678	1.0	1.0
gene:TraesCS3B03G0058500	Chr3B	16294338	16311959	-	16303148	Chr3B	14323091	14340518	-	14331804	1.0	1.0
gene:TraesCS3B03G0058800	Chr3B	16336336	16337294	-	16336815	Chr3B	14364385	14365343	-	14364864	1.0	1.0
gene:TraesCS3B03G0058900	Chr3B	16337986	16339408	+	16338697	Chr3B	14366035	14367457	+	14366746	1.0	1.0
gene:TraesCS3B03G0059100	Chr3B	16346206	16348027	+	16347116	Chr3B	14374987	14376808	+	14375897	1.0	1.0
gene:TraesCS3B03G0059900	Chr3B	16595969	16597796	+	16596882	Chr3B	14620738	14622565	+	14621651	1.0	1.0
gene:TraesCS3B03G0060000	Chr3B	16599118	16600593	+	16599855	Chr3B	14623887	14625362	+	14624624	1.0	1.0
gene:TraesCS3B03G0060100	Chr3B	16639543	16641393	+	16640468	Chr3B	14665244	14667094	+	14666169	1.0	1.0
gene:TraesCS3B03G0060600	Chr3B	16689738	16691550	+	16690644	Chr3B	14716599	14718411	+	14717505	1.0	1.0
gene:TraesCS3B03G0060700	Chr3B	16729361	16731316	+	16730338	Chr3B	14757092	14759047	+	14758069	1.0	1.0
gene:TraesCS3B03G0060900	Chr3B	16780490	16785416	+	16782953	Chr3B	14809362	14814288	+	14811825	1.0	1.0
gene:TraesCS3B03G0061000	Chr3B	16786385	16787808	-	16787096	Chr3B	14815257	14816680	-	14815968	1.0	1.0
gene:TraesCS3B03G0061200	Chr3B	16791104	16792637	+	16791870	Chr3B	14820177	14821710	+	14820943	1.0	1.0
gene:TraesCS3B03G0061300	Chr3B	16822626	16823847	+	16823236	Chr3B	14850502	14851723	+	14851112	1.0	1.0
gene:TraesCS3B03G0061500	Chr3B	17008884	17010546	+	17009715	Chr3B	15038087	15039749	+	15038918	1.0	1.0
gene:TraesCS3B03G0061600	Chr3B	17034518	17035625	+	17035071	Chr3B	15063719	15064826	+	15064272	1.0	1.0
gene:TraesCS3B03G0061700	Chr3B	17050106	17051521	+	17050813	Chr3B	15079906	15081321	+	15080613	1.0	1.0
gene:TraesCS3B03G0061800	Chr3B	17053569	17054760	+	17054164	Chr3B	15083370	15084561	+	15083965	1.0	1.0
gene:TraesCS3B03G0062200	Chr3B	17068676	17069813	-	17069244	Chr3B	15098824	15099961	-	15099392	1.0	1.0
gene:TraesCS3B03G0063100	Chr3B	17216773	17218407	-	17217590	Chr3B	15247955	15249589	-	15248772	1.0	0.993
gene:TraesCS3B03G0063200	Chr3B	17230424	17233961	-	17232192	Chr3B	15261929	15265471	-	15263700	1.0	0.999
gene:TraesCS3B03G0063300	Chr3B	17237828	17239182	-	17238505	Chr3B	15269337	15270691	-	15270014	1.0	0.998
gene:TraesCS3B03G0063400	Chr3B	17250518	17252886	+	17251702	Chr3B	15282025	15284846	+	15283435	1.0	1.0
gene:TraesCS3B03G0063700	Chr3B	17487044	17487576	+	17487310	Chr3B	15327244	15327776	+	15327510	1.0	1.0
gene:TraesCS3B03G0063800	Chr3B	17493655	17495049	+	17494352	Chr3B	15333855	15335249	+	15334552	1.0	1.0
gene:TraesCS3B03G0064000	Chr3B	17525110	17526615	-	17525862	Chr3B	15365156	15366543	-	15365849	0.914	0.914
gene:TraesCS3B03G0064400	Chr3B	17646958	17649498	-	17648228	Chr3B	15487667	15490408	-	15489037	1.0	1.0
gene:TraesCS3B03G0064500	Chr3B	17653463	17653684	+	17653573	Chr3B	15494373	15494594	+	15494483	1.0	1.0
gene:TraesCS3B03G0064600	Chr3B	17661266	17665293	+	17663279	Chr3B	15502176	15506203	+	15504189	1.0	1.0
gene:TraesCS3B03G0064900	Chr3B	17743154	17744549	-	17743851	Chr3B	15584924	15586319	-	15585621	1.0	1.0
gene:TraesCS3B03G0065000	Chr3B	17747202	17752045	+	17749623	Chr3B	15589225	15594068	+	15591646	1.0	1.0
gene:TraesCS3B03G0065200	Chr3B	17814510	17818105	+	17816307	Chr3B	15657553	15661148	+	15659350	1.0	1.0
gene:TraesCS3B03G0065800	Chr3B	18174755	18178387	-	18176571	Chr3B	16023251	16026883	-	16025067	1.0	1.0
gene:TraesCS3B03G0066500	Chr3B	18385347	18385720	+	18385533	Chr3B	16234341	16234714	+	16234527	1.0	1.0
gene:TraesCS3B03G0067100	Chr3B	18743379	18744026	+	18743702	Chr3B	16594490	16595137	+	16594813	1.0	0.998
gene:TraesCS3B03G0067200	Chr3B	18751983	18752520	+	18752251	Chr3B	16603094	16603631	+	16603362	1.0	1.0
gene:TraesCS3B03G0067400	Chr3B	18817045	18822850	+	18819947	Chr3B	16668497	16674302	+	16671399	1.0	1.0
gene:TraesCS3B03G0067600	Chr3B	18838001	18838870	+	18838435	Chr3B	16690085	16690954	+	16690519	1.0	1.0
gene:TraesCS3B03G0067700	Chr3B	18838892	18839194	+	18839043	Chr3B	16690976	16691278	+	16691127	1.0	1.0
gene:TraesCS3B03G0068400	Chr3B	19055504	19057719	+	19056611	Chr3B	16908845	16911060	+	16909952	1.0	1.0
gene:TraesCS3B03G0068500	Chr3B	19068532	19072888	+	19070710	Chr3B	16921873	16926604	+	16924238	1.0	1.0
gene:TraesCS3B03G0069100	Chr3B	19137455	19140843	+	19139149	Chr3B	16992046	16995434	+	16993740	1.0	0.999
gene:TraesCS3B03G0069200	Chr3B	19143332	19144512	-	19143922	Chr3B	16997923	16999103	-	16998513	1.0	1.0
gene:TraesCS3B03G0069400	Chr3B	19148461	19149069	-	19148765	Chr3B	17003052	17003660	-	17003356	1.0	1.0
