gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Landmark_tgt_chr	Landmark_tgt_start	Landmark_tgt_end	Landmark_tgt_strand	Landmark_tgt_midpoint	Landmark_coverage	Landmark_identity
gene:TraesCS4A03G0008700	Chr4A	3326425	3327669	+	3327047	Chr4A	3385191	3386435	+	3385813	1.0	1.0
gene:TraesCS4A03G0009200	Chr4A	3354842	3356422	+	3355632	Chr4A	3413646	3415226	+	3414436	1.0	1.0
gene:TraesCS4A03G0009300	Chr4A	3365529	3365927	-	3365728	Chr4A	3424333	3424731	-	3424532	1.0	1.0
gene:TraesCS4A03G0009500	Chr4A	3372257	3373213	+	3372735	Chr4A	3431061	3432017	+	3431539	1.0	1.0
gene:TraesCS4A03G0010000	Chr4A	3426660	3429932	+	3428296	Chr4A	3486267	3489539	+	3487903	1.0	1.0
gene:TraesCS4A03G0010100	Chr4A	3430702	3432528	+	3431615	Chr4A	3490309	3492135	+	3491222	1.0	1.0
gene:TraesCS4A03G0010400	Chr4A	3781940	3782996	+	3782468	Chr4A	3842216	3843272	+	3842744	1.0	1.0
gene:TraesCS4A03G0010500	Chr4A	3851393	3859754	-	3855573	Chr4A	3911699	3920060	-	3915879	1.0	1.0
gene:TraesCS4A03G0010700	Chr4A	3982734	3986342	-	3984538	Chr4A	4043056	4046839	-	4044947	1.0	1.0
gene:TraesCS4A03G0011000	Chr4A	4137896	4141435	+	4139665	Chr4A	4199904	4203443	+	4201673	1.0	1.0
gene:TraesCS4A03G0011100	Chr4A	4172321	4175894	-	4174107	Chr4A	4234481	4238054	-	4236267	1.0	0.999
gene:TraesCS4A03G0011200	Chr4A	4219071	4222355	-	4220713	Chr4A	4280650	4283934	-	4282292	1.0	1.0
gene:TraesCS4A03G0011700	Chr4A	4444831	4448386	-	4446608	Chr4A	4518116	4521665	-	4519890	0.998	0.985
gene:TraesCS4A03G0011800	Chr4A	4499291	4504470	-	4501880	Chr4A	4572455	4578107	-	4575281	1.0	1.0
gene:TraesCS4A03G0011900	Chr4A	4560580	4567056	-	4563818	Chr4A	4635078	4641529	-	4638303	1.0	0.999
gene:TraesCS4A03G0012300	Chr4A	4591425	4593909	-	4592667	Chr4A	4665842	4668326	-	4667084	1.0	0.999
gene:TraesCS4A03G0012400	Chr4A	4596684	4602109	-	4599396	Chr4A	4671117	4676542	-	4673829	1.0	0.997
gene:TraesCS4A03G0012600	Chr4A	4608919	4609802	+	4609360	Chr4A	4703007	4703736	+	4703371	0.928	0.928
gene:TraesCS4A03G0012700	Chr4A	4613865	4615981	+	4614923	Chr4A	4707831	4709947	+	4708889	1.0	0.999
gene:TraesCS4A03G0012800	Chr4A	4746764	4750893	-	4748828	Chr4A	4841459	4845595	-	4843527	1.0	1.0
gene:TraesCS4A03G0013000	Chr4A	4765486	4768837	-	4767161	Chr4A	4855135	4858486	-	4856810	1.0	1.0
gene:TraesCS4A03G0013100	Chr4A	4788667	4792278	+	4790472	Chr4A	4878154	4881765	+	4879959	1.0	0.996
gene:TraesCS4A03G0013200	Chr4A	4793797	4794162	+	4793979	Chr4A	4883284	4883619	+	4883451	0.918	0.915
gene:TraesCS4A03G0013400	Chr4A	4804208	4805190	-	4804699	Chr4A	4893665	4894647	-	4894156	1.0	1.0
gene:TraesCS4A03G0013500	Chr4A	4813813	4815493	-	4814653	Chr4A	4903513	4905193	-	4904353	1.0	0.999
gene:TraesCS4A03G0013600	Chr4A	4817972	4819251	+	4818611	Chr4A	4907672	4908951	+	4908311	1.0	1.0
gene:TraesCS4A03G0013700	Chr4A	4836842	4840913	+	4838877	Chr4A	4926908	4930979	+	4928943	1.0	0.999
gene:TraesCS4A03G0014400	Chr4A	5028278	5031575	+	5029926	Chr4A	5126275	5129572	+	5127923	1.0	1.0
gene:TraesCS4A03G0014500	Chr4A	5076587	5077492	-	5077039	Chr4A	5173987	5174892	-	5174439	1.0	1.0
gene:TraesCS4A03G0014600	Chr4A	5084326	5085797	+	5085061	Chr4A	5181727	5183198	+	5182462	1.0	0.992
gene:TraesCS4A03G0014700	Chr4A	5155150	5161485	+	5158317	Chr4A	5252644	5259067	+	5255855	1.0	1.0
gene:TraesCS4A03G0014800	Chr4A	5181978	5189544	-	5185761	Chr4A	5279693	5287840	-	5283766	1.0	1.0
gene:TraesCS4A03G0014900	Chr4A	5308550	5310305	+	5309427	Chr4A	5407043	5408798	+	5407920	1.0	1.0
gene:TraesCS4A03G0015000	Chr4A	5364132	5366668	+	5365400	Chr4A	5467074	5469609	+	5468341	1.0	1.0
gene:TraesCS4A03G0015100	Chr4A	5422681	5425025	+	5423853	Chr4A	5525737	5528081	+	5526909	1.0	1.0
gene:TraesCS4A03G0015500	Chr4A	5483729	5485212	+	5484470	Chr4A	5586727	5588210	+	5587468	1.0	1.0
gene:TraesCS4A03G0015600	Chr4A	5485467	5489196	-	5487331	Chr4A	5588465	5592194	-	5590329	1.0	1.0
gene:TraesCS4A03G0015700	Chr4A	5511627	5512007	-	5511817	Chr4A	5614871	5615251	-	5615061	1.0	1.0
gene:TraesCS4A03G0015800	Chr4A	5512600	5512905	-	5512752	Chr4A	5615844	5616149	-	5615996	1.0	1.0
gene:TraesCS4A03G0015900	Chr4A	5623219	5629414	-	5626316	Chr4A	5731286	5737481	-	5734383	1.0	1.0
gene:TraesCS4A03G0016200	Chr4A	5665706	5666551	+	5666128	Chr4A	5774293	5775138	+	5774715	1.0	1.0
gene:TraesCS4A03G0016300	Chr4A	5701054	5702409	-	5701731	Chr4A	5810404	5811759	-	5811081	1.0	1.0
gene:TraesCS4A03G0016500	Chr4A	5770600	5771973	-	5771286	Chr4A	5880116	5881489	-	5880802	1.0	0.999
gene:TraesCS4A03G0016600	Chr4A	5774081	5775445	-	5774763	Chr4A	5883597	5884961	-	5884279	1.0	0.996
gene:TraesCS4A03G0016700	Chr4A	5791428	5792902	+	5792165	Chr4A	5900999	5902473	+	5901736	1.0	0.997
gene:TraesCS4A03G0016800	Chr4A	5793526	5798387	-	5795956	Chr4A	5903097	5907956	-	5905526	1.0	0.996
gene:TraesCS4A03G0016900	Chr4A	5930148	5930953	+	5930550	Chr4A	6040640	6041445	+	6041042	1.0	1.0
gene:TraesCS4A03G0017000	Chr4A	5940061	5940753	+	5940407	Chr4A	6049952	6050644	+	6050298	1.0	1.0
gene:TraesCS4A03G0017100	Chr4A	5940214	5949407	-	5944810	Chr4A	6050105	6059298	-	6054701	1.0	1.0
gene:TraesCS4A03G0017400	Chr4A	5961057	5965225	+	5963141	Chr4A	6070949	6075053	+	6073001	1.0	1.0
gene:TraesCS4A03G0017500	Chr4A	5966525	5968986	+	5967755	Chr4A	6076353	6079276	+	6077814	1.0	0.998
gene:TraesCS4A03G0017700	Chr4A	5973701	5975480	+	5974590	Chr4A	6083991	6085770	+	6084880	1.0	0.998
gene:TraesCS4A03G0017900	Chr4A	5975822	5976896	-	5976359	Chr4A	6086112	6087186	-	6086649	1.0	1.0
gene:TraesCS4A03G0018000	Chr4A	5977575	5989753	+	5983664	Chr4A	6087865	6100013	+	6093939	1.0	1.0
gene:TraesCS4A03G0018100	Chr4A	5990164	5990274	-	5990219	Chr4A	6100423	6100533	-	6100478	1.0	1.0
gene:TraesCS4A03G0018400	Chr4A	5991936	5995690	-	5993813	Chr4A	6102194	6105948	-	6104071	1.0	0.999
gene:TraesCS4A03G0018700	Chr4A	6296499	6302298	+	6299398	Chr4A	6413851	6419650	+	6416750	1.0	1.0
gene:TraesCS4A03G0018800	Chr4A	6391360	6391976	+	6391668	Chr4A	6508464	6509080	+	6508772	1.0	1.0
gene:TraesCS4A03G0019000	Chr4A	6416551	6417188	+	6416869	Chr4A	6533658	6534295	+	6533976	1.0	1.0
gene:TraesCS4A03G0019100	Chr4A	6432221	6432724	+	6432472	Chr4A	6549345	6549848	+	6549596	1.0	1.0
gene:TraesCS4A03G0019200	Chr4A	6438299	6438727	+	6438513	Chr4A	6555423	6555851	+	6555637	1.0	1.0
gene:TraesCS4A03G0019500	Chr4A	6590079	6593605	-	6591842	Chr4A	6703195	6706721	-	6704958	1.0	1.0
gene:TraesCS4A03G0019600	Chr4A	6757135	6758842	-	6757988	Chr4A	6862363	6864070	-	6863216	1.0	1.0
gene:TraesCS4A03G0019700	Chr4A	6771869	6772548	-	6772208	Chr4A	6877251	6877930	-	6877590	1.0	0.998
gene:TraesCS4A03G0019900	Chr4A	6838732	6842686	+	6840709	Chr4A	6940978	6944500	+	6942739	1.0	1.0
gene:TraesCS4A03G0020000	Chr4A	6843680	6847028	-	6845354	Chr4A	6945494	6948842	-	6947168	1.0	1.0
gene:TraesCS4A03G0020200	Chr4A	6875868	6877346	+	6876607	Chr4A	6978117	6979595	+	6978856	1.0	0.998
gene:TraesCS4A03G0020300	Chr4A	6886387	6891715	-	6889051	Chr4A	6988797	6994129	-	6991463	1.0	0.999
gene:TraesCS4A03G0020700	Chr4A	7109748	7111388	+	7110568	Chr4A	7205239	7206879	+	7206059	1.0	0.996
gene:TraesCS4A03G0020800	Chr4A	7112212	7113115	-	7112663	Chr4A	7207698	7208602	-	7208150	1.0	0.995
gene:TraesCS4A03G0020900	Chr4A	7114886	7115683	-	7115284	Chr4A	7210302	7211099	-	7210700	1.0	0.996
gene:TraesCS4A03G0021000	Chr4A	7120320	7123189	+	7121754	Chr4A	7215716	7218585	+	7217150	1.0	1.0
gene:TraesCS4A03G0021100	Chr4A	7132259	7132465	-	7132362	Chr4A	7227807	7228013	-	7227910	1.0	0.99
gene:TraesCS4A03G0021300	Chr4A	7278836	7280568	-	7279702	Chr4A	7374432	7376155	-	7375293	0.994	0.991
gene:TraesCS4A03G0021400	Chr4A	7354862	7358869	+	7356865	Chr4A	7460844	7464659	+	7462751	1.0	0.995
gene:TraesCS4A03G0021500	Chr4A	7361400	7362491	-	7361945	Chr4A	7467190	7468281	-	7467735	1.0	0.997
gene:TraesCS4A03G0021700	Chr4A	7416747	7419915	-	7418331	Chr4A	7510257	7513544	-	7511900	1.0	0.999
gene:TraesCS4A03G0022100	Chr4A	7567497	7568453	+	7567975	Chr4A	7642663	7643619	+	7643141	1.0	0.997
gene:TraesCS4A03G0022300	Chr4A	7706932	7710397	-	7708664	Chr4A	7781858	7785308	-	7783583	0.995	0.995
gene:TraesCS4A03G0022400	Chr4A	7713930	7717390	+	7715660	Chr4A	7788841	7792301	+	7790571	1.0	1.0
gene:TraesCS4A03G0022500	Chr4A	7717608	7718570	-	7718089	Chr4A	7792519	7793481	-	7793000	1.0	1.0
gene:TraesCS4A03G0022600	Chr4A	7732450	7737522	-	7734986	Chr4A	7807365	7812437	-	7809901	1.0	1.0
gene:TraesCS4A03G0023300	Chr4A	8170087	8173097	+	8171592	Chr4A	8245264	8248274	+	8246769	1.0	1.0
gene:TraesCS4A03G0023700	Chr4A	8476540	8477862	-	8477201	Chr4A	8554919	8556241	-	8555580	1.0	1.0
gene:TraesCS4A03G0023900	Chr4A	8546928	8548721	+	8547824	Chr4A	8625370	8627081	+	8626225	1.0	1.0
gene:TraesCS4A03G0024000	Chr4A	8550707	8553935	-	8552321	Chr4A	8629176	8632404	-	8630790	1.0	1.0
gene:TraesCS4A03G0024100	Chr4A	8557328	8562444	-	8559886	Chr4A	8636104	8641220	-	8638662	1.0	1.0
gene:TraesCS4A03G0024300	Chr4A	9019138	9022576	+	9020857	Chr4A	9113568	9117051	+	9115309	1.0	1.0
gene:TraesCS4A03G0024500	Chr4A	9336564	9336944	+	9336754	Chr4A	9432003	9432383	+	9432193	1.0	1.0
gene:TraesCS4A03G0024600	Chr4A	9339825	9343573	+	9341699	Chr4A	9435264	9439012	+	9437138	1.0	1.0
gene:TraesCS4A03G0024700	Chr4A	9358737	9361433	+	9360085	Chr4A	9454146	9456842	+	9455494	1.0	1.0
gene:TraesCS4A03G0025000	Chr4A	9410835	9413485	-	9412160	Chr4A	9506529	9509179	-	9507854	1.0	0.998
gene:TraesCS4A03G0025100	Chr4A	9414522	9417382	-	9415952	Chr4A	9510216	9513076	-	9511646	1.0	1.0
gene:TraesCS4A03G0025200	Chr4A	9418818	9419593	+	9419205	Chr4A	9514689	9515464	+	9515076	1.0	0.998
gene:TraesCS4A03G0025300	Chr4A	9429774	9430286	+	9430030	Chr4A	9533945	9534457	+	9534201	1.0	0.981
gene:TraesCS4A03G0025400	Chr4A	9446191	9446717	+	9446454	Chr4A	9550670	9551196	+	9550933	1.0	0.998
gene:TraesCS4A03G0025500	Chr4A	9511958	9512320	+	9512139	Chr4A	9615843	9616205	+	9616024	1.0	1.0
gene:TraesCS4A03G0025600	Chr4A	9516751	9517572	+	9517161	Chr4A	9620694	9621515	+	9621104	1.0	0.998
gene:TraesCS4A03G0025900	Chr4A	9586948	9587602	-	9587275	Chr4A	9700886	9701540	-	9701213	1.0	0.998
gene:TraesCS4A03G0026200	Chr4A	9866494	9867996	-	9867245	Chr4A	9981297	9982799	-	9982048	1.0	1.0
gene:TraesCS4A03G0026300	Chr4A	9868737	9873493	-	9871115	Chr4A	9983539	9988295	-	9985917	1.0	0.999
gene:TraesCS4A03G0026400	Chr4A	9889203	9892646	-	9890924	Chr4A	10003848	10007292	-	10005570	1.0	0.997
gene:TraesCS4A03G0026800	Chr4A	10123284	10124347	-	10123815	Chr4A	10232194	10233259	-	10232726	1.0	0.993
gene:TraesCS4A03G0027000	Chr4A	10588371	10591656	-	10590013	Chr4A	10710765	10714262	-	10712513	1.0	0.999
gene:TraesCS4A03G0027200	Chr4A	10887798	10889674	+	10888736	Chr4A	11328846	11330722	+	11329784	1.0	1.0
gene:TraesCS4A03G0027400	Chr4A	11132761	11138297	+	11135529	Chr4A	11576327	11581854	+	11579090	1.0	0.999
gene:TraesCS4A03G0027700	Chr4A	11221347	11222722	-	11222034	Chr4A	11681893	11683268	-	11682580	1.0	0.998
gene:TraesCS4A03G0027800	Chr4A	11245317	11247817	+	11246567	Chr4A	11706253	11708753	+	11707503	1.0	1.0
gene:TraesCS4A03G0028000	Chr4A	11266047	11266965	+	11266506	Chr4A	11727595	11728514	+	11728054	1.0	0.993
gene:TraesCS4A03G0028100	Chr4A	11308483	11312047	+	11310265	Chr4A	11771194	11774780	+	11772987	0.996	0.985
gene:TraesCS4A03G0028300	Chr4A	11312152	11315724	-	11313938	Chr4A	11774900	11778469	-	11776684	1.0	0.997
gene:TraesCS4A03G0028900	Chr4A	11545835	11546206	+	11546020	Chr4A	12011152	12011523	+	12011337	1.0	0.997
gene:TraesCS4A03G0029000	Chr4A	11568182	11568292	-	11568237	Chr4A	12033647	12033757	-	12033702	1.0	0.99
gene:TraesCS4A03G0029100	Chr4A	11591766	11594017	+	11592891	Chr4A	12057843	12060429	+	12059136	1.0	0.996
gene:TraesCS4A03G0029500	Chr4A	11616707	11621495	+	11619101	Chr4A	12093394	12098173	+	12095783	1.0	0.998
gene:TraesCS4A03G0029600	Chr4A	11622018	11624002	-	11623010	Chr4A	12098698	12100682	-	12099690	1.0	0.997
gene:TraesCS4A03G0029700	Chr4A	11651219	11652308	+	11651763	Chr4A	12127876	12128965	+	12128420	1.0	1.0
gene:TraesCS4A03G0029800	Chr4A	11656997	11658342	+	11657669	Chr4A	12133654	12134999	+	12134326	1.0	1.0
gene:TraesCS4A03G0030100	Chr4A	11716245	11720942	+	11718593	Chr4A	12214874	12219567	-	12217220	0.999	0.998
gene:TraesCS4A03G0030200	Chr4A	11717678	11720942	-	11719310	Chr4A	12214874	12218134	+	12216504	1.0	0.999
gene:TraesCS4A03G0030400	Chr4A	11752810	11756395	+	11754602	Chr4A	12239371	12242960	+	12241165	1.0	0.994
gene:TraesCS4A03G0030500	Chr4A	11756499	11758031	-	11757265	Chr4A	12243064	12244596	-	12243830	1.0	0.997
gene:TraesCS4A03G0030600	Chr4A	11761147	11761731	-	11761439	Chr4A	12247610	12248194	-	12247902	1.0	0.989
gene:TraesCS4A03G0030700	Chr4A	11785760	11786350	+	11786055	Chr4A	12297496	12298086	+	12297791	1.0	1.0
gene:TraesCS4A03G0031000	Chr4A	11924219	11925514	+	11924866	Chr4A	12422128	12423423	+	12422775	1.0	0.998
gene:TraesCS4A03G0031400	Chr4A	12089191	12090486	+	12089838	Chr4A	12642588	12643883	+	12643235	1.0	0.972
gene:TraesCS4A03G0031500	Chr4A	12097448	12098719	-	12098083	Chr4A	12650748	12652019	-	12651383	1.0	0.997
gene:TraesCS4A03G0031600	Chr4A	12101574	12105497	-	12103535	Chr4A	12654871	12658791	-	12656831	1.0	0.994
gene:TraesCS4A03G0031700	Chr4A	12144836	12147273	-	12146054	Chr4A	12704588	12707029	-	12705808	1.0	0.996
gene:TraesCS4A03G0031800	Chr4A	12308859	12309316	+	12309087	Chr4A	12874033	12874490	+	12874261	1.0	1.0
gene:TraesCS4A03G0032100	Chr4A	12324169	12326632	+	12325400	Chr4A	12889936	12892399	+	12891167	1.0	1.0
gene:TraesCS4A03G0032200	Chr4A	12327053	12331148	+	12329100	Chr4A	12892820	12896915	+	12894867	1.0	1.0
gene:TraesCS4A03G0032300	Chr4A	12331731	12334143	+	12332937	Chr4A	12897498	12899910	+	12898704	1.0	0.997
gene:TraesCS4A03G0032600	Chr4A	12528070	12529896	+	12528983	Chr4A	13106688	13108514	+	13107601	1.0	0.997
gene:TraesCS4A03G0032700	Chr4A	12532297	12534546	+	12533421	Chr4A	13110844	13113093	+	13111968	1.0	0.997
gene:TraesCS4A03G0032800	Chr4A	12551262	12553027	+	12552144	Chr4A	13129255	13131020	+	13130137	1.0	0.998
gene:TraesCS4A03G0033900	Chr4A	12608574	12613868	-	12611221	Chr4A	13177720	13183014	-	13180367	1.0	1.0
gene:TraesCS4A03G0034400	Chr4A	12920281	12923608	+	12921944	Chr4A	13489573	13492720	+	13491146	1.0	1.0
gene:TraesCS4A03G0035600	Chr4A	13576495	13578019	+	13577257	Chr4A	14156854	14158380	+	14157617	0.999	0.991
gene:TraesCS4A03G0035700	Chr4A	13578230	13581072	-	13579651	Chr4A	14158591	14161697	-	14160144	1.0	0.999
gene:TraesCS4A03G0035800	Chr4A	13663764	13665538	+	13664651	Chr4A	14248669	14250413	+	14249541	0.982	0.975
gene:TraesCS4A03G0035900	Chr4A	13667117	13670453	-	13668785	Chr4A	14251815	14255119	-	14253467	0.989	0.987
gene:TraesCS4A03G0036200	Chr4A	13678392	13680451	-	13679421	Chr4A	14264127	14266186	-	14265156	1.0	0.996
gene:TraesCS4A03G0036500	Chr4A	13939369	13943683	+	13941526	Chr4A	14528847	14533135	+	14530991	0.99	0.981
gene:TraesCS4A03G0036600	Chr4A	13944146	13947532	-	13945839	Chr4A	14534167	14537553	-	14535860	1.0	0.999
gene:TraesCS4A03G0036800	Chr4A	14082392	14082709	+	14082550	Chr4A	14671980	14672297	+	14672138	1.0	1.0
gene:TraesCS4A03G0036700	Chr4A	14081792	14086125	-	14083958	Chr4A	14671380	14675713	-	14673546	1.0	0.996
gene:TraesCS4A03G0037000	Chr4A	14098780	14102940	-	14100860	Chr4A	14688767	14692927	-	14690847	1.0	1.0
gene:TraesCS4A03G0037100	Chr4A	14178468	14182486	+	14180477	Chr4A	14768580	14772598	+	14770589	1.0	1.0
gene:TraesCS4A03G0037400	Chr4A	14256963	14260742	+	14258852	Chr4A	14847506	14851285	+	14849395	1.0	1.0
gene:TraesCS4A03G0037600	Chr4A	14270437	14275635	-	14273036	Chr4A	14861464	14866662	-	14864063	1.0	1.0
gene:TraesCS4A03G0038300	Chr4A	14738966	14740743	-	14739854	Chr4A	15301357	15303134	-	15302245	1.0	1.0
gene:TraesCS4A03G0038600	Chr4A	15024745	15026302	+	15025523	Chr4A	15586399	15587908	+	15587153	1.0	1.0
gene:TraesCS4A03G0038700	Chr4A	15026322	15028447	-	15027384	Chr4A	15587928	15590053	-	15588990	1.0	1.0
gene:TraesCS4A03G0039400	Chr4A	15536197	15539970	+	15538083	Chr4A	16099881	16103656	+	16101768	1.0	1.0
gene:TraesCS4A03G0039500	Chr4A	15545246	15548583	+	15546914	Chr4A	16108931	16112268	+	16110599	1.0	1.0
gene:TraesCS4A03G0039600	Chr4A	15550443	15552931	-	15551687	Chr4A	16114128	16116616	-	16115372	1.0	1.0
gene:TraesCS4A03G0039700	Chr4A	15657327	15658461	+	15657894	Chr4A	16220651	16221785	+	16221218	1.0	1.0
gene:TraesCS4A03G0039800	Chr4A	15664677	15675360	+	15670018	Chr4A	16228553	16239236	+	16233894	1.0	0.999
gene:TraesCS4A03G0039900	Chr4A	15786734	15788236	+	15787485	Chr4A	16351429	16352931	+	16352180	1.0	1.0
gene:TraesCS4A03G0040100	Chr4A	15814873	15829566	-	15822219	Chr4A	16379746	16393566	-	16386656	1.0	1.0
gene:TraesCS4A03G0040600	Chr4A	15943315	15946508	+	15944911	Chr4A	16507821	16511015	+	16509418	1.0	1.0
