gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	JIN50_tgt_strand	JIN50_tgt_midpoint	JIN50_coverage	JIN50_identity
gene:TraesCS6D03G0008300	Chr6D	1576200	1578916	+	1577558	Chr6D	1993836	1996552	+	1995194	1.0	1.0
gene:TraesCS6D03G0008600	Chr6D	1617253	1618208	+	1617730	Chr6D	2034890	2035845	+	2035367	1.0	1.0
gene:TraesCS6D03G0008700	Chr6D	1625389	1626300	+	1625844	Chr6D	2043026	2043937	+	2043481	1.0	1.0
gene:TraesCS6D03G0008900	Chr6D	1750151	1751236	+	1750693	Chr6D	2166470	2167555	+	2167012	1.0	1.0
gene:TraesCS6D03G0009000	Chr6D	1759389	1764048	-	1761718	Chr6D	2175702	2180361	-	2178031	1.0	1.0
gene:TraesCS6D03G0009100	Chr6D	1769252	1772936	+	1771094	Chr6D	2185558	2189242	+	2187400	1.0	1.0
gene:TraesCS6D03G0009200	Chr6D	1787907	1788841	-	1788374	Chr6D	2204218	2205152	-	2204685	1.0	1.0
gene:TraesCS6D03G0009700	Chr6D	1889545	1890474	-	1890009	Chr6D	2305870	2306799	-	2306334	1.0	1.0
gene:TraesCS6D03G0010300	Chr6D	1964939	1967513	+	1966226	Chr6D	2381323	2383897	+	2382610	1.0	1.0
gene:TraesCS6D03G0010400	Chr6D	1983644	1984738	-	1984191	Chr6D	2400030	2401124	-	2400577	1.0	1.0
gene:TraesCS6D03G0010500	Chr6D	2015616	2022835	+	2019225	Chr6D	2432007	2439220	+	2435613	1.0	1.0
gene:TraesCS6D03G0010600	Chr6D	2032784	2037081	-	2034932	Chr6D	2449169	2453466	-	2451317	1.0	1.0
gene:TraesCS6D03G0010700	Chr6D	2052300	2059460	+	2055880	Chr6D	2468689	2475849	+	2472269	1.0	1.0
gene:TraesCS6D03G0010800	Chr6D	2065479	2067149	+	2066314	Chr6D	2481868	2483538	+	2482703	1.0	0.999
gene:TraesCS6D03G0010900	Chr6D	2081888	2088204	+	2085046	Chr6D	2498274	2504590	+	2501432	1.0	1.0
gene:TraesCS6D03G0011000	Chr6D	2091320	2092937	-	2092128	Chr6D	2507706	2509323	-	2508514	1.0	1.0
gene:TraesCS6D03G0011100	Chr6D	2118955	2121958	+	2120456	Chr6D	2535347	2538350	+	2536848	1.0	1.0
gene:TraesCS6D03G0011300	Chr6D	2151178	2151584	+	2151381	Chr6D	2567574	2567980	+	2567777	1.0	1.0
gene:TraesCS6D03G0011500	Chr6D	2153707	2155826	+	2154766	Chr6D	2570103	2572222	+	2571162	1.0	1.0
gene:TraesCS6D03G0011700	Chr6D	2223820	2229371	+	2226595	Chr6D	2640211	2645762	+	2642986	1.0	1.0
gene:TraesCS6D03G0011800	Chr6D	2230085	2234438	-	2232261	Chr6D	2646476	2650829	-	2648652	1.0	1.0
gene:TraesCS6D03G0012000	Chr6D	2248880	2253420	+	2251150	Chr6D	2665270	2669810	+	2667540	1.0	1.0
gene:TraesCS6D03G0012100	Chr6D	2253761	2256109	+	2254935	Chr6D	2670151	2672499	+	2671325	1.0	1.0
gene:TraesCS6D03G0012200	Chr6D	2256122	2258291	+	2257206	Chr6D	2672512	2674681	+	2673596	1.0	1.0
gene:TraesCS6D03G0012400	Chr6D	2258250	2263550	-	2260900	Chr6D	2674640	2679934	-	2677287	0.995	0.992
gene:TraesCS6D03G0012600	Chr6D	2304145	2310167	-	2307156	Chr6D	2720531	2726549	-	2723540	0.999	0.998
gene:TraesCS6D03G0012700	Chr6D	2317605	2319881	-	2318743	Chr6D	2734021	2736297	-	2735159	1.0	1.0
gene:TraesCS6D03G0012800	Chr6D	2336946	2340619	-	2338782	Chr6D	2754494	2758134	-	2756314	0.998	0.99
gene:TraesCS6D03G0012900	Chr6D	2381888	2391593	+	2386740	Chr6D	2798685	2808391	+	2803538	1.0	0.998
gene:TraesCS6D03G0013100	Chr6D	2420566	2421251	+	2420908	Chr6D	2854906	2855591	+	2855248	1.0	1.0
gene:TraesCS6D03G0013800	Chr6D	2595039	2596583	+	2595811	Chr6D	3020394	3021938	+	3021166	1.0	1.0
gene:TraesCS6D03G0014100	Chr6D	2650839	2652374	-	2651606	Chr6D	3076268	3077803	-	3077035	1.0	1.0
gene:TraesCS6D03G0014800	Chr6D	2817020	2819252	+	2818136	Chr6D	3238535	3240767	+	3239651	1.0	1.0
gene:TraesCS6D03G0014900	Chr6D	2831086	2832280	+	2831683	Chr6D	3252601	3253795	+	3253198	1.0	1.0
gene:TraesCS6D03G0015000	Chr6D	2854348	2871319	-	2862833	Chr6D	3275523	3292202	-	3283862	1.0	1.0
gene:TraesCS6D03G0015300	Chr6D	2886437	2890407	+	2888422	Chr6D	3306882	3310852	+	3308867	1.0	1.0
gene:TraesCS6D03G0015400	Chr6D	2895434	2897880	+	2896657	Chr6D	3315879	3318325	+	3317102	1.0	0.999
gene:TraesCS6D03G0015700	Chr6D	2910492	2913432	+	2911962	Chr6D	3330937	3333877	+	3332407	1.0	1.0
gene:TraesCS6D03G0015800	Chr6D	2918728	2920608	+	2919668	Chr6D	3339173	3341053	+	3340113	1.0	1.0
gene:TraesCS6D03G0016000	Chr6D	2954763	2957526	-	2956144	Chr6D	3374046	3376809	-	3375427	1.0	1.0
gene:TraesCS6D03G0016200	Chr6D	2979470	2992784	-	2986127	Chr6D	3398199	3411434	-	3404816	1.0	1.0
gene:TraesCS6D03G0016500	Chr6D	3014273	3017041	-	3015657	Chr6D	3432264	3435032	-	3433648	1.0	1.0
gene:TraesCS6D03G0016600	Chr6D	3023887	3025392	-	3024639	Chr6D	3441890	3443395	-	3442642	1.0	1.0
gene:TraesCS6D03G0016800	Chr6D	3036582	3039393	-	3037987	Chr6D	3454380	3457191	-	3455785	1.0	1.0
gene:TraesCS6D03G0016900	Chr6D	3046129	3052058	-	3049093	Chr6D	3463927	3469856	-	3466891	1.0	1.0
gene:TraesCS6D03G0017000	Chr6D	3073668	3076208	-	3074938	Chr6D	3494836	3497376	-	3496106	1.0	1.0
gene:TraesCS6D03G0017200	Chr6D	3140837	3142923	-	3141880	Chr6D	3561068	3563154	-	3562111	1.0	1.0
gene:TraesCS6D03G0017300	Chr6D	3159367	3163246	+	3161306	Chr6D	3579262	3582827	+	3581044	1.0	1.0
gene:TraesCS6D03G0017400	Chr6D	3271951	3276380	+	3274165	Chr6D	3690722	3695151	+	3692936	1.0	1.0
gene:TraesCS6D03G0017700	Chr6D	3314006	3317537	+	3315771	Chr6D	3732424	3735954	+	3734189	1.0	1.0
gene:TraesCS6D03G0017800	Chr6D	3344049	3346451	-	3345250	Chr6D	3762468	3764870	-	3763669	1.0	1.0
gene:TraesCS6D03G0017900	Chr6D	3419789	3420698	-	3420243	Chr6D	3838511	3839420	-	3838965	1.0	1.0
gene:TraesCS6D03G0018200	Chr6D	3444220	3445174	-	3444697	Chr6D	3862983	3863937	-	3863460	1.0	1.0
gene:TraesCS6D03G0018300	Chr6D	3458684	3459645	-	3459164	Chr6D	3877447	3878408	-	3877927	1.0	1.0
gene:TraesCS6D03G0018400	Chr6D	3461732	3462531	-	3462131	Chr6D	3880493	3881292	-	3880892	1.0	1.0
gene:TraesCS6D03G0018500	Chr6D	3470392	3470754	-	3470573	Chr6D	3888940	3889302	-	3889121	1.0	1.0
gene:TraesCS6D03G0018600	Chr6D	3474826	3475449	-	3475137	Chr6D	3893187	3893801	-	3893494	0.985	0.983
gene:TraesCS6D03G0018800	Chr6D	3480053	3481945	-	3480999	Chr6D	3898404	3900296	-	3899350	1.0	1.0
gene:TraesCS6D03G0018900	Chr6D	3540987	3544172	-	3542579	Chr6D	3992632	3995817	-	3994224	1.0	1.0
gene:TraesCS6D03G0019100	Chr6D	3639176	3645079	+	3642127	Chr6D	4090830	4096734	+	4093782	1.0	1.0
gene:TraesCS6D03G0019200	Chr6D	3648853	3650436	+	3649644	Chr6D	4100508	4102091	+	4101299	1.0	1.0
gene:TraesCS6D03G0019300	Chr6D	3652408	3655251	-	3653829	Chr6D	4103782	4106625	-	4105203	1.0	1.0
gene:TraesCS6D03G0019400	Chr6D	3659436	3659831	-	3659633	Chr6D	4110810	4111205	-	4111007	1.0	1.0
gene:TraesCS6D03G0019800	Chr6D	3843522	3844579	+	3844050	Chr6D	4307714	4308771	+	4308242	1.0	1.0
gene:TraesCS6D03G0019900	Chr6D	3872196	3874213	-	3873204	Chr6D	4336401	4338418	-	4337409	1.0	1.0
gene:TraesCS6D03G0020000	Chr6D	3872727	3874256	-	3873491	Chr6D	4336932	4338461	-	4337696	1.0	1.0
gene:TraesCS6D03G0020200	Chr6D	3885246	3891694	-	3888470	Chr6D	4349446	4355893	-	4352669	1.0	1.0
gene:TraesCS6D03G0020300	Chr6D	3998677	4002797	-	4000737	Chr6D	4462614	4466728	-	4464671	1.0	1.0
gene:TraesCS6D03G0020600	Chr6D	4107775	4114930	-	4111352	Chr6D	4571332	4578487	-	4574909	1.0	1.0
gene:TraesCS6D03G0020700	Chr6D	4127823	4145771	-	4136797	Chr6D	4591380	4609329	-	4600354	1.0	1.0
gene:TraesCS6D03G0021300	Chr6D	4222364	4224863	+	4223613	Chr6D	4686436	4688935	+	4687685	1.0	1.0
gene:TraesCS6D03G0021400	Chr6D	4224996	4225853	-	4225424	Chr6D	4689068	4689925	-	4689496	1.0	1.0
gene:TraesCS6D03G0021500	Chr6D	4226577	4227179	-	4226878	Chr6D	4690649	4691251	-	4690950	1.0	0.998
gene:TraesCS6D03G0021700	Chr6D	4233621	4237386	+	4235503	Chr6D	4698151	4701918	+	4700034	0.998	0.99
gene:TraesCS6D03G0022400	Chr6D	4304708	4307661	-	4306184	Chr6D	4744116	4747076	-	4745596	1.0	0.994
gene:TraesCS6D03G0023600	Chr6D	4514970	4516166	+	4515568	Chr6D	4867352	4868542	+	4867947	0.994	0.974
gene:TraesCS6D03G0023800	Chr6D	4533591	4537917	+	4535754	Chr6D	4896712	4900974	+	4898843	1.0	0.985
gene:TraesCS6D03G0024100	Chr6D	4577257	4577658	-	4577457	Chr6D	4937842	4938243	-	4938042	1.0	0.995
gene:TraesCS6D03G0024200	Chr6D	4581564	4582360	-	4581962	Chr6D	4941777	4942573	-	4942175	1.0	1.0
gene:TraesCS6D03G0024300	Chr6D	4587414	4588758	-	4588086	Chr6D	4947627	4948971	-	4948299	1.0	1.0
gene:TraesCS6D03G0024700	Chr6D	4601769	4625926	-	4613847	Chr6D	4961942	4985671	-	4973806	1.0	0.998
gene:TraesCS6D03G0024800	Chr6D	4658322	4662324	-	4660323	Chr6D	5018065	5022063	-	5020064	1.0	1.0
gene:TraesCS6D03G0024900	Chr6D	4675833	4680495	+	4678164	Chr6D	5040445	5045107	+	5042776	1.0	1.0
gene:TraesCS6D03G0025100	Chr6D	4692810	4695180	+	4693995	Chr6D	5057422	5059792	+	5058607	1.0	1.0
gene:TraesCS6D03G0025200	Chr6D	4695259	4698006	+	4696632	Chr6D	5059871	5062616	+	5061243	1.0	1.0
gene:TraesCS6D03G0025300	Chr6D	4772555	4774774	-	4773664	Chr6D	5135492	5137711	-	5136601	1.0	1.0
gene:TraesCS6D03G0025400	Chr6D	4785676	4787829	-	4786752	Chr6D	5147894	5150049	-	5148971	1.0	1.0
gene:TraesCS6D03G0025500	Chr6D	4798829	4800862	-	4799845	Chr6D	5160671	5162704	-	5161687	1.0	1.0
gene:TraesCS6D03G0025600	Chr6D	4854634	4856985	-	4855809	Chr6D	5216347	5218698	-	5217522	1.0	1.0
gene:TraesCS6D03G0025700	Chr6D	4907721	4910033	-	4908877	Chr6D	5268523	5270835	-	5269679	1.0	1.0
gene:TraesCS6D03G0025800	Chr6D	4912501	4913607	-	4913054	Chr6D	5273303	5274409	-	5273856	1.0	1.0
gene:TraesCS6D03G0025900	Chr6D	4972627	4974279	+	4973453	Chr6D	5333431	5335083	+	5334257	1.0	1.0
gene:TraesCS6D03G0026200	Chr6D	5069423	5071727	+	5070575	Chr6D	5430237	5432541	+	5431389	1.0	1.0
gene:TraesCS6D03G0026700	Chr6D	5190029	5198108	+	5194068	Chr6D	5550843	5558922	+	5554882	0.999	0.99
gene:TraesCS6D03G0026800	Chr6D	5209297	5215286	+	5212291	Chr6D	5570107	5576096	+	5573101	1.0	1.0
gene:TraesCS6D03G0026900	Chr6D	5221538	5225268	-	5223403	Chr6D	5582352	5586078	-	5584215	1.0	1.0
gene:TraesCS6D03G0027300	Chr6D	5279686	5283329	-	5281507	Chr6D	5640601	5644275	-	5642438	1.0	0.987
gene:TraesCS6D03G0027400	Chr6D	5306255	5313290	-	5309772	Chr6D	5667234	5674269	-	5670751	1.0	0.998
gene:TraesCS6D03G0027500	Chr6D	5323022	5327807	-	5325414	Chr6D	5683992	5688797	-	5686394	1.0	0.99
gene:TraesCS6D03G0027700	Chr6D	5402753	5403245	-	5402999	Chr6D	5763777	5764269	-	5764023	1.0	1.0
gene:TraesCS6D03G0028000	Chr6D	5570663	5571223	-	5570943	Chr6D	5935259	5935819	-	5935539	1.0	0.997
gene:TraesCS6D03G0028100	Chr6D	5601880	5605627	-	5603753	Chr6D	5966526	5970273	-	5968399	1.0	1.0
gene:TraesCS6D03G0028200	Chr6D	5617521	5619868	+	5618694	Chr6D	5982167	5984514	+	5983340	1.0	1.0
gene:TraesCS6D03G0028500	Chr6D	5685067	5689369	+	5687218	Chr6D	6049722	6054024	+	6051873	1.0	1.0
gene:TraesCS6D03G0029100	Chr6D	6086042	6088594	+	6087318	Chr6D	6463437	6465989	+	6464713	1.0	1.0
gene:TraesCS6D03G0030400	Chr6D	6200992	6201714	+	6201353	Chr6D	6576818	6577540	+	6577179	1.0	1.0
gene:TraesCS6D03G0030500	Chr6D	6206948	6208261	-	6207604	Chr6D	6582774	6584087	-	6583430	1.0	1.0
gene:TraesCS6D03G0030700	Chr6D	6272369	6275147	-	6273758	Chr6D	6646834	6649612	-	6648223	1.0	1.0
gene:TraesCS6D03G0030800	Chr6D	6303288	6304904	-	6304096	Chr6D	6720988	6722604	-	6721796	1.0	1.0
gene:TraesCS6D03G0030900	Chr6D	6459971	6463125	-	6461548	Chr6D	6876375	6879529	-	6877952	1.0	1.0
gene:TraesCS6D03G0031000	Chr6D	6464480	6465910	-	6465195	Chr6D	6880884	6882314	-	6881599	1.0	1.0
gene:TraesCS6D03G0031100	Chr6D	6470854	6471522	-	6471188	Chr6D	6887258	6887926	-	6887592	1.0	1.0
gene:TraesCS6D03G0031400	Chr6D	6485089	6486929	-	6486009	Chr6D	6901312	6903153	-	6902232	1.0	0.999
gene:TraesCS6D03G0031700	Chr6D	6589647	6616790	-	6603218	Chr6D	7005468	7032657	-	7019062	1.0	1.0
gene:TraesCS6D03G0031800	Chr6D	6636752	6639774	-	6638263	Chr6D	7052473	7055495	-	7053984	1.0	1.0
gene:TraesCS6D03G0032200	Chr6D	6734677	6741096	-	6737886	Chr6D	7150429	7156848	-	7153638	1.0	1.0
gene:TraesCS6D03G0032300	Chr6D	6753350	6756178	+	6754764	Chr6D	7168994	7171822	+	7170408	1.0	0.999
gene:TraesCS6D03G0032600	Chr6D	6793666	6795658	-	6794662	Chr6D	7209306	7211299	-	7210302	1.0	0.998
gene:TraesCS6D03G0032700	Chr6D	6798235	6800283	+	6799259	Chr6D	7213876	7215924	+	7214900	1.0	1.0
gene:TraesCS6D03G0032800	Chr6D	6807160	6807816	+	6807488	Chr6D	7222804	7223460	+	7223132	1.0	1.0
gene:TraesCS6D03G0032900	Chr6D	6821478	6823180	-	6822329	Chr6D	7237121	7238823	-	7237972	1.0	1.0
gene:TraesCS6D03G0033000	Chr6D	6829975	6832192	+	6831083	Chr6D	7245607	7247896	+	7246751	1.0	0.968
gene:TraesCS6D03G0033100	Chr6D	6832421	6833380	+	6832900	Chr6D	7248125	7249084	+	7248604	1.0	1.0
gene:TraesCS6D03G0033300	Chr6D	6848662	6851562	+	6850112	Chr6D	7264365	7267265	+	7265815	1.0	1.0
gene:TraesCS6D03G0033900	Chr6D	6903009	6904736	+	6903872	Chr6D	7318720	7320447	+	7319583	1.0	1.0
gene:TraesCS6D03G0034000	Chr6D	6904794	6905903	+	6905348	Chr6D	7320505	7321614	+	7321059	1.0	1.0
gene:TraesCS6D03G0034100	Chr6D	6918880	6920742	+	6919811	Chr6D	7334596	7336458	+	7335527	1.0	1.0
gene:TraesCS6D03G0034400	Chr6D	6973454	6978847	+	6976150	Chr6D	7389167	7394560	+	7391863	1.0	0.999
gene:TraesCS6D03G0034900	Chr6D	7047712	7051091	-	7049401	Chr6D	7463440	7466819	-	7465129	1.0	1.0
gene:TraesCS6D03G0035900	Chr6D	7429511	7436591	-	7433051	Chr6D	7843318	7850413	-	7846865	1.0	1.0
gene:TraesCS6D03G0036000	Chr6D	7442961	7445690	-	7444325	Chr6D	7856783	7859512	-	7858147	1.0	1.0
gene:TraesCS6D03G0036100	Chr6D	7447661	7449233	+	7448447	Chr6D	7861483	7863055	+	7862269	1.0	1.0
gene:TraesCS6D03G0036200	Chr6D	7497639	7500666	+	7499152	Chr6D	7911460	7914487	+	7912973	1.0	1.0
gene:TraesCS6D03G0036400	Chr6D	7550576	7554072	+	7552324	Chr6D	7964374	7967870	+	7966122	1.0	1.0
gene:TraesCS6D03G0036500	Chr6D	7559925	7563861	+	7561893	Chr6D	7973724	7977660	+	7975692	1.0	1.0
gene:TraesCS6D03G0036600	Chr6D	7564538	7572523	+	7568530	Chr6D	7978337	7986324	+	7982330	1.0	1.0
gene:TraesCS6D03G0036700	Chr6D	7621173	7621862	-	7621517	Chr6D	8034971	8035660	-	8035315	1.0	1.0
gene:TraesCS6D03G0036800	Chr6D	7627527	7628229	+	7627878	Chr6D	8041328	8042030	+	8041679	1.0	1.0
gene:TraesCS6D03G0037100	Chr6D	7671887	7674281	-	7673084	Chr6D	8085701	8088095	-	8086898	1.0	1.0
gene:TraesCS6D03G0037600	Chr6D	7742090	7746780	-	7744435	Chr6D	8155903	8160593	-	8158248	1.0	0.99
gene:TraesCS6D03G0037700	Chr6D	7751821	7755329	-	7753575	Chr6D	8165642	8169149	-	8167395	0.999	0.998
gene:TraesCS6D03G0037900	Chr6D	8268331	8270251	-	8269291	Chr6D	8686936	8688856	-	8687896	1.0	0.999
gene:TraesCS6D03G0038100	Chr6D	8281870	8283483	-	8282676	Chr6D	8699924	8701537	-	8700730	1.0	0.999
gene:TraesCS6D03G0038200	Chr6D	8320907	8324083	+	8322495	Chr6D	8738995	8742171	+	8740583	1.0	1.0
gene:TraesCS6D03G0038300	Chr6D	8328332	8328880	-	8328606	Chr6D	8746420	8746968	-	8746694	1.0	1.0
gene:TraesCS6D03G0038400	Chr6D	8347092	8348346	-	8347719	Chr6D	8765180	8766434	-	8765807	1.0	1.0
gene:TraesCS6D03G0038700	Chr6D	8405069	8408416	-	8406742	Chr6D	8833703	8836886	-	8835294	0.95	0.944
gene:TraesCS6D03G0039000	Chr6D	8455686	8457468	-	8456577	Chr6D	8880319	8882040	-	8881179	1.0	0.994
gene:TraesCS6D03G0039100	Chr6D	8489302	8491148	+	8490225	Chr6D	8912028	8913874	+	8912951	1.0	0.999
gene:TraesCS6D03G0039400	Chr6D	8503495	8505395	-	8504445	Chr6D	8926223	8928123	-	8927173	1.0	1.0
gene:TraesCS6D03G0039500	Chr6D	8581849	8587859	+	8584854	Chr6D	9004581	9010591	+	9007586	1.0	1.0
gene:TraesCS6D03G0039600	Chr6D	8588705	8590266	+	8589485	Chr6D	9011437	9012998	+	9012217	1.0	1.0
gene:TraesCS6D03G0039700	Chr6D	8615956	8622201	+	8619078	Chr6D	9038688	9044933	+	9041810	1.0	1.0
gene:TraesCS6D03G0040000	Chr6D	8632418	8635389	+	8633903	Chr6D	9055156	9058127	+	9056641	1.0	1.0
gene:TraesCS6D03G0040300	Chr6D	8655799	8657007	+	8656403	Chr6D	9078535	9079743	+	9079139	1.0	1.0
gene:TraesCS6D03G0040500	Chr6D	8665460	8666763	+	8666111	Chr6D	9088196	9089499	+	9088847	1.0	0.999
gene:TraesCS6D03G0040600	Chr6D	8672084	8677445	+	8674764	Chr6D	9094820	9100181	+	9097500	1.0	1.0
gene:TraesCS6D03G0040700	Chr6D	8684385	8685013	-	8684699	Chr6D	9107084	9107712	-	9107398	1.0	1.0
gene:TraesCS6D03G0040900	Chr6D	8804269	8804847	+	8804558	Chr6D	9226799	9227377	+	9227088	1.0	1.0
gene:TraesCS6D03G0041100	Chr6D	8822240	8823827	+	8823033	Chr6D	9244797	9246384	+	9245590	1.0	1.0
gene:TraesCS6D03G0041300	Chr6D	8836296	8836586	-	8836441	Chr6D	9258839	9259129	-	9258984	1.0	1.0
gene:TraesCS6D03G0041400	Chr6D	8837762	8838919	+	8838340	Chr6D	9260305	9261462	+	9260883	1.0	1.0
gene:TraesCS6D03G0041600	Chr6D	8898230	8898769	+	8898499	Chr6D	9320797	9321336	+	9321066	1.0	1.0
gene:TraesCS6D03G0041800	Chr6D	8914824	8922953	-	8918888	Chr6D	9337370	9345489	-	9341429	1.0	1.0
gene:TraesCS6D03G0041900	Chr6D	8924161	8925580	-	8924870	Chr6D	9346697	9348116	-	9347406	1.0	1.0
gene:TraesCS6D03G0042000	Chr6D	8927582	8929925	-	8928753	Chr6D	9350118	9352461	-	9351289	1.0	1.0
gene:TraesCS6D03G0042100	Chr6D	8932322	8934555	-	8933438	Chr6D	9354860	9357093	-	9355976	1.0	1.0
gene:TraesCS6D03G0042200	Chr6D	9029104	9030560	-	9029832	Chr6D	9451633	9453089	-	9452361	1.0	1.0
gene:TraesCS6D03G0042500	Chr6D	9074119	9075595	+	9074857	Chr6D	9496474	9497950	+	9497212	1.0	1.0
gene:TraesCS6D03G0042600	Chr6D	9078536	9080945	-	9079740	Chr6D	9500891	9503300	-	9502095	1.0	1.0
gene:TraesCS6D03G0042700	Chr6D	9083599	9089631	-	9086615	Chr6D	9505954	9511986	-	9508970	1.0	1.0
gene:TraesCS6D03G0043100	Chr6D	9183941	9184195	-	9184068	Chr6D	9606121	9606375	-	9606248	1.0	1.0
gene:TraesCS6D03G0043000	Chr6D	9183723	9188298	+	9186010	Chr6D	9605903	9610478	+	9608190	1.0	1.0
gene:TraesCS6D03G0043200	Chr6D	9241950	9244844	-	9243397	Chr6D	9664111	9667005	-	9665558	1.0	1.0
gene:TraesCS6D03G0043500	Chr6D	9274009	9275709	-	9274859	Chr6D	9696165	9697865	-	9697015	1.0	1.0
gene:TraesCS6D03G0043600	Chr6D	9310925	9312676	-	9311800	Chr6D	9733046	9734797	-	9733921	1.0	1.0
gene:TraesCS6D03G0043700	Chr6D	9321998	9322504	-	9322251	Chr6D	9744118	9744624	-	9744371	1.0	1.0
gene:TraesCS6D03G0044000	Chr6D	9403223	9403729	-	9403476	Chr6D	9825381	9825887	-	9825634	1.0	1.0
gene:TraesCS6D03G0044300	Chr6D	9463496	9468488	-	9465992	Chr6D	9885888	9890880	-	9888384	1.0	1.0
gene:TraesCS6D03G0044400	Chr6D	9472225	9475253	-	9473739	Chr6D	9894617	9897645	-	9896131	1.0	1.0
gene:TraesCS6D03G0044500	Chr6D	9480515	9484022	-	9482268	Chr6D	9902909	9906416	-	9904662	1.0	1.0
gene:TraesCS6D03G0044600	Chr6D	9483500	9483745	+	9483622	Chr6D	9905894	9906139	+	9906016	1.0	1.0
gene:TraesCS6D03G0044700	Chr6D	9489725	9490387	-	9490056	Chr6D	9912119	9912781	-	9912450	1.0	1.0
gene:TraesCS6D03G0044900	Chr6D	9499526	9500769	-	9500147	Chr6D	9921918	9923161	-	9922539	1.0	1.0
gene:TraesCS6D03G0045100	Chr6D	9576590	9577750	-	9577170	Chr6D	9998432	9999592	-	9999012	1.0	1.0
gene:TraesCS6D03G0045200	Chr6D	9580147	9581301	-	9580724	Chr6D	10001989	10003143	-	10002566	1.0	1.0
gene:TraesCS6D03G0045300	Chr6D	9583205	9590109	-	9586657	Chr6D	10005047	10011777	-	10008412	0.998	0.998
gene:TraesCS6D03G0045400	Chr6D	9592156	9595609	-	9593882	Chr6D	10013824	10017277	-	10015550	1.0	0.999
gene:TraesCS6D03G0045700	Chr6D	9802051	9802853	-	9802452	Chr6D	10221950	10222752	-	10222351	1.0	1.0
gene:TraesCS6D03G0045800	Chr6D	9817148	9817717	-	9817432	Chr6D	10236727	10237296	-	10237011	1.0	1.0
