gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	JIN50_tgt_strand	JIN50_tgt_midpoint	JIN50_coverage	JIN50_identity
gene:TraesCS6A03G0017600	Chr6A	4467915	4470370	+	4469142	Chr6A	7370240	7372694	-	7371467	1.0	0.978
gene:TraesCS6A03G0017800	Chr6A	4482773	4484432	+	4483602	Chr6A	7360576	7362133	-	7361354	0.933	0.917
gene:TraesCS6A03G0017900	Chr6A	4540850	4543144	-	4541997	Chr6A	7299426	7301723	+	7300574	1.0	0.967
gene:TraesCS6A03G0018100	Chr6A	4566908	4568998	-	4567953	Chr6A	7275195	7277295	+	7276245	0.997	0.988
gene:TraesCS6A03G0018400	Chr6A	4646078	4648289	-	4647183	Chr6A	6921499	6923812	+	6922655	0.996	0.96
gene:TraesCS6A03G0018600	Chr6A	4650144	4650962	-	4650553	Chr6A	6918794	6919618	+	6919206	0.984	0.933
gene:TraesCS6A03G0018800	Chr6A	4707838	4709462	+	4708650	Chr6A	6894645	6896271	-	6895458	1.0	0.983
gene:TraesCS6A03G0019500	Chr6A	4996845	4997894	+	4997369	Chr6A	6786832	6787863	+	6787347	0.982	0.959
gene:TraesCS6A03G0020500	Chr6A	5805544	5807529	+	5806536	Chr6A	6118218	6120203	-	6119210	1.0	0.981
gene:TraesCS6A03G0022200	Chr6A	6352582	6353978	-	6353280	Chr6A	6718001	6719415	+	6718708	0.979	0.968
gene:TraesCS6A03G0023100	Chr6A	6509916	6510644	+	6510280	Chr6A	6045855	6046583	-	6046219	1.0	0.984
gene:TraesCS6A03G0023200	Chr6A	6524784	6526124	-	6525454	Chr6A	6038933	6040273	+	6039603	1.0	0.982
gene:TraesCS6A03G0023700	Chr6A	6596976	6599759	-	6598367	Chr6A	6003951	6007025	+	6005488	0.997	0.985
gene:TraesCS6A03G0023800	Chr6A	6622241	6625659	-	6623950	Chr6A	5979386	5982812	+	5981099	0.994	0.965
gene:TraesCS6A03G0023900	Chr6A	6626599	6627983	-	6627291	Chr6A	5977311	5978696	+	5978003	1.0	0.962
gene:TraesCS6A03G0024000	Chr6A	6629538	6630206	-	6629872	Chr6A	5975105	5975773	+	5975439	1.0	0.971
gene:TraesCS6A03G0024300	Chr6A	6660567	6667306	+	6663936	Chr6A	5954447	5961135	-	5957791	0.968	0.957
gene:TraesCS6A03G0024600	Chr6A	6774114	6781537	-	6777825	Chr6A	5853646	5861076	+	5857361	1.0	0.982
gene:TraesCS6A03G0024900	Chr6A	6804836	6805735	-	6805285	Chr6A	5832659	5833552	+	5833105	1.0	0.98
gene:TraesCS6A03G0025400	Chr6A	6851548	6858477	-	6855012	Chr6A	5740872	5746918	+	5743895	1.0	0.989
gene:TraesCS6A03G0025600	Chr6A	6902719	6905185	+	6903952	Chr6A	5700009	5702177	-	5701093	1.0	0.988
gene:TraesCS6A03G0025800	Chr6A	6905399	6906874	-	6906136	Chr6A	5698073	5699790	+	5698931	1.0	0.984
gene:TraesCS6A03G0027100	Chr6A	7152663	7153604	-	7153133	Chr6A	5691986	5692928	+	5692457	1.0	0.974
gene:TraesCS6A03G0027200	Chr6A	7157642	7159485	+	7158563	Chr6A	5686090	5687901	-	5686995	0.975	0.959
gene:TraesCS6A03G0027300	Chr6A	7168596	7170287	-	7169441	Chr6A	5621464	5623155	+	5622309	1.0	0.988
gene:TraesCS6A03G0027400	Chr6A	7196854	7200678	+	7198766	Chr6A	5605041	5608869	-	5606955	0.999	0.983
gene:TraesCS6A03G0028000	Chr6A	7235005	7238338	+	7236671	Chr6A	5363383	5366711	-	5365047	0.998	0.989
gene:TraesCS6A03G0028200	Chr6A	7482648	7485990	+	7484319	Chr6A	5187845	5191195	-	5189520	0.991	0.955
gene:TraesCS6A03G0029200	Chr6A	7851077	7857869	+	7854473	Chr6A	5017796	5024529	-	5021162	1.0	0.985
gene:TraesCS6A03G0029300	Chr6A	7884487	7896338	-	7890412	Chr6A	4989916	5001732	+	4995824	1.0	0.989
gene:TraesCS6A03G0029900	Chr6A	8006338	8010273	+	8008305	Chr6A	4752063	4755864	-	4753963	0.972	0.94
gene:TraesCS6A03G0030000	Chr6A	8012421	8019811	+	8016116	Chr6A	4743699	4751076	-	4747387	0.995	0.97
gene:TraesCS6A03G0030500	Chr6A	8088519	8089226	-	8088872	Chr6A	4724668	4725382	+	4725025	1.0	0.974
gene:TraesCS6A03G0030700	Chr6A	8173780	8176435	-	8175107	Chr6A	4568944	4571581	+	4570262	0.971	0.926
gene:TraesCS6A03G0050400	Chr6A	12818166	12818997	-	12818581	Chr6A	14222191	14223022	-	14222606	1.0	1.0
gene:TraesCS6A03G0050600	Chr6A	12837260	12838301	-	12837780	Chr6A	14241285	14242326	-	14241805	1.0	1.0
gene:TraesCS6A03G0050800	Chr6A	12900146	12904539	+	12902342	Chr6A	14304176	14308569	+	14306372	1.0	1.0
gene:TraesCS6A03G0050900	Chr6A	12958683	12962150	-	12960416	Chr6A	14362713	14366180	-	14364446	1.0	1.0
gene:TraesCS6A03G0051000	Chr6A	12972559	12975757	-	12974158	Chr6A	14376335	14379533	-	14377934	1.0	1.0
gene:TraesCS6A03G0051100	Chr6A	12991754	12995043	-	12993398	Chr6A	14399766	14403055	-	14401410	1.0	1.0
gene:TraesCS6A03G0051200	Chr6A	13081851	13084351	-	13083101	Chr6A	14489722	14492222	-	14490972	1.0	1.0
gene:TraesCS6A03G0051500	Chr6A	13167817	13168656	-	13168236	Chr6A	14575514	14576353	-	14575933	1.0	1.0
gene:TraesCS6A03G0051800	Chr6A	13185126	13189047	-	13187086	Chr6A	14592823	14596744	-	14594783	1.0	0.994
gene:TraesCS6A03G0051900	Chr6A	13191572	13192475	-	13192023	Chr6A	14599269	14600172	-	14599720	1.0	1.0
gene:TraesCS6A03G0052000	Chr6A	13240709	13241887	-	13241298	Chr6A	14648391	14649569	-	14648980	1.0	1.0
gene:TraesCS6A03G0052200	Chr6A	13283523	13286022	-	13284772	Chr6A	14691207	14693706	-	14692456	1.0	1.0
gene:TraesCS6A03G0052500	Chr6A	13363237	13365679	+	13364458	Chr6A	14770577	14773019	+	14771798	1.0	1.0
gene:TraesCS6A03G0052800	Chr6A	13452977	13456276	+	13454626	Chr6A	14860157	14863456	+	14861806	1.0	1.0
gene:TraesCS6A03G0052900	Chr6A	13475508	13477544	+	13476526	Chr6A	14882708	14884744	+	14883726	1.0	1.0
gene:TraesCS6A03G0053100	Chr6A	13514651	13516894	-	13515772	Chr6A	14921632	14923874	-	14922753	0.999	0.999
gene:TraesCS6A03G0053200	Chr6A	13528644	13530113	+	13529378	Chr6A	14935624	14937093	+	14936358	1.0	1.0
gene:TraesCS6A03G0053400	Chr6A	13624192	13624894	+	13624543	Chr6A	15030365	15031067	+	15030716	1.0	1.0
gene:TraesCS6A03G0053800	Chr6A	13679229	13683414	+	13681321	Chr6A	15085407	15089592	+	15087499	1.0	1.0
gene:TraesCS6A03G0053900	Chr6A	13684327	13686423	-	13685375	Chr6A	15090508	15092604	-	15091556	1.0	1.0
gene:TraesCS6A03G0054100	Chr6A	13708034	13709236	+	13708635	Chr6A	15114214	15115416	+	15114815	1.0	1.0
gene:TraesCS6A03G0054700	Chr6A	13779362	13787511	+	13783436	Chr6A	15185575	15193724	+	15189649	1.0	1.0
gene:TraesCS6A03G0054800	Chr6A	13799042	13806352	+	13802697	Chr6A	15205260	15212570	+	15208915	1.0	1.0
gene:TraesCS6A03G0055000	Chr6A	13814362	13814901	+	13814631	Chr6A	15220575	15221114	+	15220844	1.0	1.0
gene:TraesCS6A03G0055200	Chr6A	13825479	13827181	-	13826330	Chr6A	15231692	15233394	-	15232543	1.0	1.0
gene:TraesCS6A03G0055300	Chr6A	13865987	13874288	+	13870137	Chr6A	15272199	15280500	+	15276349	1.0	1.0
gene:TraesCS6A03G0055400	Chr6A	13981660	13983240	+	13982450	Chr6A	15387382	15388962	+	15388172	1.0	1.0
gene:TraesCS6A03G0055600	Chr6A	14017545	14019339	-	14018442	Chr6A	15423242	15425036	-	15424139	1.0	0.994
gene:TraesCS6A03G0056000	Chr6A	14228359	14230494	-	14229426	Chr6A	15584739	15586865	-	15585802	0.994	0.992
gene:TraesCS6A03G0056100	Chr6A	14249390	14250855	+	14250122	Chr6A	15605747	15607212	+	15606479	1.0	0.998
gene:TraesCS6A03G0056500	Chr6A	14282648	14284420	-	14283534	Chr6A	15639830	15641603	-	15640716	1.0	0.997
gene:TraesCS6A03G0056700	Chr6A	14340565	14341448	+	14341006	Chr6A	15697854	15698739	+	15698296	1.0	0.995
gene:TraesCS6A03G0056800	Chr6A	14349724	14350977	-	14350350	Chr6A	15707041	15708294	-	15707667	1.0	1.0
gene:TraesCS6A03G0056900	Chr6A	14397194	14407207	+	14402200	Chr6A	15754555	15764568	+	15759561	1.0	1.0
gene:TraesCS6A03G0057300	Chr6A	14450508	14454908	+	14452708	Chr6A	15807621	15811989	+	15809805	0.967	0.966
gene:TraesCS6A03G0057400	Chr6A	14454995	14455537	-	14455266	Chr6A	15812076	15812618	-	15812347	1.0	1.0
gene:TraesCS6A03G0057600	Chr6A	14458904	14468241	-	14463572	Chr6A	15815983	15825318	-	15820650	1.0	0.999
gene:TraesCS6A03G0058400	Chr6A	14779983	14783826	-	14781904	Chr6A	16136111	16139954	-	16138032	1.0	1.0
gene:TraesCS6A03G0058600	Chr6A	14830104	14830397	+	14830250	Chr6A	16186269	16186562	+	16186415	1.0	1.0
gene:TraesCS6A03G0058900	Chr6A	14899043	14900702	-	14899872	Chr6A	16255197	16256856	-	16256026	1.0	0.999
gene:TraesCS6A03G0059200	Chr6A	15055580	15060784	+	15058182	Chr6A	16409440	16414644	+	16412042	1.0	0.999
gene:TraesCS6A03G0059300	Chr6A	15060851	15063542	-	15062196	Chr6A	16414711	16417402	-	16416056	1.0	1.0
gene:TraesCS6A03G0059400	Chr6A	15067846	15073239	+	15070542	Chr6A	16421701	16427094	+	16424397	1.0	1.0
gene:TraesCS6A03G0060100	Chr6A	15129564	15133643	+	15131603	Chr6A	16483418	16491374	+	16487396	1.0	0.995
gene:TraesCS6A03G0060400	Chr6A	15201260	15204515	-	15202887	Chr6A	16542796	16545977	-	16544386	1.0	0.991
gene:TraesCS6A03G0061600	Chr6A	15362392	15362748	-	15362570	Chr6A	16689250	16689606	-	16689428	1.0	0.991
gene:TraesCS6A03G0061900	Chr6A	15379189	15386500	-	15382844	Chr6A	16715032	16722108	-	16718570	0.948	0.945
gene:TraesCS6A03G0062800	Chr6A	15629350	15629748	-	15629549	Chr6A	16958269	16958667	-	16958468	1.0	0.992
gene:TraesCS6A03G0063600	Chr6A	15779174	15781136	+	15780155	Chr6A	17098832	17100794	+	17099813	1.0	0.998
gene:TraesCS6A03G0064100	Chr6A	15829832	15833319	-	15831575	Chr6A	17157279	17160766	-	17159022	1.0	0.996
gene:TraesCS6A03G0064200	Chr6A	15846169	15850188	+	15848178	Chr6A	17184459	17188448	+	17186453	1.0	0.997
gene:TraesCS6A03G0064300	Chr6A	15850860	15855023	-	15852941	Chr6A	17189120	17193283	-	17191201	1.0	0.998
gene:TraesCS6A03G0064400	Chr6A	15863127	15863910	+	15863518	Chr6A	17201400	17202182	+	17201791	1.0	1.0
gene:TraesCS6A03G0064500	Chr6A	15866698	15868311	+	15867504	Chr6A	17205018	17206631	+	17205824	1.0	0.996
gene:TraesCS6A03G0065000	Chr6A	15959763	15961013	+	15960388	Chr6A	17301860	17303094	+	17302477	0.987	0.984
gene:TraesCS6A03G0065600	Chr6A	16201072	16204757	-	16202914	Chr6A	17752444	17756273	+	17754358	0.997	0.94
gene:TraesCS6A03G0067700	Chr6A	17077641	17081414	+	17079527	Chr6A	18025604	18029342	+	18027473	0.985	0.963
gene:TraesCS6A03G0067800	Chr6A	17084421	17087543	-	17085982	Chr6A	18059440	18062558	-	18060999	0.998	0.971
gene:TraesCS6A03G0067900	Chr6A	17094375	17097169	+	17095772	Chr6A	18159391	18161973	+	18160682	1.0	0.981
gene:TraesCS6A03G0068000	Chr6A	17098200	17103008	-	17100604	Chr6A	18166325	18172497	-	18169411	1.0	0.973
gene:TraesCS6A03G0068400	Chr6A	17131437	17133122	-	17132279	Chr6A	18139038	18140723	-	18139880	1.0	0.986
gene:TraesCS6A03G0068500	Chr6A	17180912	17183555	+	17182233	Chr6A	18204767	18207414	+	18206090	1.0	0.979
gene:TraesCS6A03G0068800	Chr6A	17216810	17224062	-	17220436	Chr6A	18242605	18250252	-	18246428	0.995	0.947
gene:TraesCS6A03G0069100	Chr6A	17287135	17288629	+	17287882	Chr6A	18306779	18308277	+	18307528	1.0	0.984
gene:TraesCS6A03G0069300	Chr6A	17292536	17295865	-	17294200	Chr6A	18540381	18543707	+	18542044	0.998	0.986
gene:TraesCS6A03G0070400	Chr6A	17366467	17367990	+	17367228	Chr6A	18354778	18356301	+	18355539	1.0	0.925
gene:TraesCS6A03G0070500	Chr6A	17372871	17374394	+	17373632	Chr6A	18360859	18362382	+	18361620	1.0	0.959
gene:TraesCS6A03G0070800	Chr6A	17385877	17387734	+	17386805	Chr6A	18382407	18384282	+	18383344	1.0	0.971
gene:TraesCS6A03G0070900	Chr6A	17394413	17396290	+	17395351	Chr6A	18390134	18392012	+	18391073	1.0	0.95
gene:TraesCS6A03G0071000	Chr6A	17403418	17405442	+	17404430	Chr6A	18396871	18398898	+	18397884	1.0	0.979
gene:TraesCS6A03G0071100	Chr6A	17418355	17420060	-	17419207	Chr6A	18403054	18404759	-	18403906	1.0	0.983
gene:TraesCS6A03G0071400	Chr6A	17465908	17466862	+	17466385	Chr6A	18441283	18442413	+	18441848	0.998	0.958
gene:TraesCS6A03G0071700	Chr6A	17509056	17510216	-	17509636	Chr6A	18508209	18509369	-	18508789	1.0	0.987
gene:TraesCS6A03G0072000	Chr6A	17550014	17550553	-	17550283	Chr6A	18537485	18538024	-	18537754	1.0	0.903
gene:TraesCS6A03G0072400	Chr6A	17569377	17571318	-	17570347	Chr6A	18581882	18583785	-	18582833	0.965	0.926
gene:TraesCS6A03G0072500	Chr6A	17571534	17576154	-	17573844	Chr6A	18585506	18590262	-	18587884	0.997	0.949
gene:TraesCS6A03G0072700	Chr6A	17586957	17588927	-	17587942	Chr6A	18625548	18627514	-	18626531	0.997	0.973
gene:TraesCS6A03G0073300	Chr6A	17858114	17866236	+	17862175	Chr6A	18783956	18791845	+	18787900	0.979	0.964
gene:TraesCS6A03G0073900	Chr6A	18170956	18171270	-	18171113	Chr6A	18997317	18997631	-	18997474	1.0	0.965
gene:TraesCS6A03G0074100	Chr6A	18367636	18369493	+	18368564	Chr6A	19099254	19101107	+	19100180	0.997	0.981
gene:TraesCS6A03G0074200	Chr6A	18383605	18385464	-	18384534	Chr6A	19116186	19118045	-	19117115	1.0	0.984
gene:TraesCS6A03G0074300	Chr6A	18395679	18397506	-	18396592	Chr6A	19146068	19147895	-	19146981	1.0	0.988
gene:TraesCS6A03G0074400	Chr6A	18408212	18410046	-	18409129	Chr6A	19172922	19174756	-	19173839	1.0	0.949
gene:TraesCS6A03G0074500	Chr6A	18417436	18419388	-	18418412	Chr6A	19182120	19184087	-	19183103	0.999	0.97
gene:TraesCS6A03G0074600	Chr6A	18446461	18448024	-	18447242	Chr6A	19225204	19226767	-	19225985	1.0	0.994
gene:TraesCS6A03G0074800	Chr6A	18452129	18453349	-	18452739	Chr6A	19230525	19231747	-	19231136	1.0	0.988
gene:TraesCS6A03G0074900	Chr6A	18457418	18458178	-	18457798	Chr6A	19365764	19366524	-	19366144	1.0	0.987
gene:TraesCS6A03G0075000	Chr6A	18460845	18462495	-	18461670	Chr6A	19367409	19369051	-	19368230	0.994	0.993
gene:TraesCS6A03G0075100	Chr6A	18465397	18469320	-	18467358	Chr6A	19371985	19375913	-	19373949	1.0	0.997
gene:TraesCS6A03G0075200	Chr6A	18470560	18471619	+	18471089	Chr6A	19376971	19378031	+	19377501	1.0	0.982
gene:TraesCS6A03G0075300	Chr6A	18476962	18479289	+	18478125	Chr6A	19381862	19384364	+	19383113	1.0	0.917
gene:TraesCS6A03G0075400	Chr6A	18539909	18541087	+	18540498	Chr6A	19444997	19446175	+	19445586	1.0	1.0
gene:TraesCS6A03G0075600	Chr6A	18566509	18569329	+	18567919	Chr6A	19471858	19474678	+	19473268	1.0	1.0
gene:TraesCS6A03G0075700	Chr6A	18570787	18582227	-	18576507	Chr6A	19476136	19487576	-	19481856	1.0	1.0
gene:TraesCS6A03G0075800	Chr6A	18601478	18602342	-	18601910	Chr6A	19506829	19507693	-	19507261	1.0	1.0
gene:TraesCS6A03G0076100	Chr6A	18634564	18636046	+	18635305	Chr6A	19539924	19541406	+	19540665	1.0	1.0
gene:TraesCS6A03G0076200	Chr6A	18660688	18661448	-	18661068	Chr6A	19566048	19566808	-	19566428	1.0	1.0
gene:TraesCS6A03G0076300	Chr6A	18663615	18664429	-	18664022	Chr6A	19568975	19569789	-	19569382	1.0	1.0
gene:TraesCS6A03G0076500	Chr6A	18675168	18678141	+	18676654	Chr6A	19580527	19583489	+	19582008	1.0	1.0
gene:TraesCS6A03G0076600	Chr6A	18688813	18689739	+	18689276	Chr6A	19594152	19595077	+	19594614	0.998	0.998
gene:TraesCS6A03G0076800	Chr6A	18706400	18707231	+	18706815	Chr6A	19611736	19612567	+	19612151	1.0	1.0
gene:TraesCS6A03G0076900	Chr6A	18710870	18711304	+	18711087	Chr6A	19616206	19616640	+	19616423	1.0	1.0
gene:TraesCS6A03G0077100	Chr6A	18724809	18725778	-	18725293	Chr6A	19630145	19631114	-	19630629	1.0	1.0
gene:TraesCS6A03G0077300	Chr6A	18806219	18807090	-	18806654	Chr6A	19721539	19722410	-	19721974	1.0	1.0
gene:TraesCS6A03G0077500	Chr6A	19032401	19034726	-	19033563	Chr6A	19947698	19950023	-	19948860	1.0	1.0
gene:TraesCS6A03G0078700	Chr6A	19426729	19427879	+	19427304	Chr6A	20345249	20346399	+	20345824	1.0	1.0
gene:TraesCS6A03G0078900	Chr6A	19555265	19558590	+	19556927	Chr6A	20473792	20477117	+	20475454	1.0	1.0
gene:TraesCS6A03G0079100	Chr6A	19566878	19570150	+	19568514	Chr6A	20485405	20488677	+	20487041	1.0	1.0
gene:TraesCS6A03G0079500	Chr6A	19627704	19628435	+	19628069	Chr6A	20546222	20546953	+	20546587	1.0	1.0
gene:TraesCS6A03G0079600	Chr6A	19664299	19667117	-	19665708	Chr6A	20582819	20585637	-	20584228	1.0	1.0
gene:TraesCS6A03G0079900	Chr6A	19678432	19684598	-	19681515	Chr6A	20596966	20603132	-	20600049	1.0	1.0
gene:TraesCS6A03G0080000	Chr6A	19688241	19693301	-	19690771	Chr6A	20606717	20611589	-	20609153	0.999	0.982
gene:TraesCS6A03G0080100	Chr6A	19787740	19792123	-	19789931	Chr6A	20725826	20730208	-	20728017	0.99	0.975
gene:TraesCS6A03G0080500	Chr6A	19851797	19855989	-	19853893	Chr6A	20760998	20765191	-	20763094	1.0	0.996
gene:TraesCS6A03G0080700	Chr6A	19922335	19929088	-	19925711	Chr6A	20847266	20853826	-	20850546	0.94	0.931
gene:TraesCS6A03G0080800	Chr6A	19935459	19945646	-	19940552	Chr6A	20860357	20870501	-	20865429	0.966	0.963
gene:TraesCS6A03G0081500	Chr6A	19967374	19967598	+	19967486	Chr6A	20899782	20900006	+	20899894	0.995	0.982
gene:TraesCS6A03G0081700	Chr6A	19970291	19971708	-	19970999	Chr6A	20902816	20904220	-	20903518	1.0	0.989
gene:TraesCS6A03G0081800	Chr6A	19980206	19982880	+	19981543	Chr6A	20907272	20909938	+	20908605	0.996	0.991
gene:TraesCS6A03G0082600	Chr6A	20102233	20106593	+	20104413	Chr6A	21003204	21007566	+	21005385	1.0	0.998
gene:TraesCS6A03G0082800	Chr6A	20375108	20377889	-	20376498	Chr6A	21252132	21254913	-	21253522	0.999	0.993
gene:TraesCS6A03G0082900	Chr6A	20473135	20473550	+	20473342	Chr6A	21331626	21332041	+	21331833	1.0	1.0
gene:TraesCS6A03G0083000	Chr6A	20494011	20498845	+	20496428	Chr6A	21352529	21357362	+	21354945	1.0	1.0
gene:TraesCS6A03G0083200	Chr6A	20551347	20553582	-	20552464	Chr6A	21400156	21402376	-	21401266	1.0	0.998
gene:TraesCS6A03G0083300	Chr6A	20565402	20566274	+	20565838	Chr6A	21414488	21415360	+	21414924	1.0	0.998
gene:TraesCS6A03G0083400	Chr6A	20613546	20620264	-	20616905	Chr6A	21467326	21474033	-	21470679	0.98	0.961
gene:TraesCS6A03G0083500	Chr6A	20722398	20724592	+	20723495	Chr6A	21596600	21598794	+	21597697	1.0	0.998
gene:TraesCS6A03G0083600	Chr6A	20724758	20728311	-	20726534	Chr6A	21598960	21602513	-	21600736	1.0	0.998
gene:TraesCS6A03G0083700	Chr6A	20728694	20733185	+	20730939	Chr6A	21602881	21607163	+	21605022	1.0	0.981
gene:TraesCS6A03G0085100	Chr6A	21197418	21198157	+	21197787	Chr6A	21921346	21922085	+	21921715	1.0	0.982
gene:TraesCS6A03G0085200	Chr6A	21203717	21204511	-	21204114	Chr6A	22084609	22085418	-	22085013	1.0	0.971
gene:TraesCS6A03G0085900	Chr6A	21357761	21358327	-	21358044	Chr6A	22229228	22229794	-	22229511	1.0	0.992
gene:TraesCS6A03G0087900	Chr6A	22147485	22152910	-	22150197	Chr6A	22445708	22451138	-	22448423	0.999	0.989
gene:TraesCS6A03G0088100	Chr6A	22165707	22166524	-	22166115	Chr6A	22491500	22492317	-	22491908	1.0	0.996
gene:TraesCS6A03G0088300	Chr6A	22189756	22191092	+	22190424	Chr6A	22515324	22516629	+	22515976	0.975	0.967
gene:TraesCS6A03G0088700	Chr6A	22276812	22278391	+	22277601	Chr6A	22593240	22594819	+	22594029	1.0	0.991
gene:TraesCS6A03G0089000	Chr6A	22335068	22335943	-	22335505	Chr6A	22668088	22668964	-	22668526	1.0	0.979
gene:TraesCS6A03G0089100	Chr6A	22364752	22365363	-	22365057	Chr6A	22682283	22682914	-	22682598	1.0	0.95
gene:TraesCS6A03G0089200	Chr6A	22370893	22372597	-	22371745	Chr6A	22750947	22752699	-	22751823	1.0	0.957
gene:TraesCS6A03G0089400	Chr6A	22512901	22516926	+	22514913	Chr6A	22822175	22826201	+	22824188	1.0	0.994
gene:TraesCS6A03G0089500	Chr6A	22529958	22530800	+	22530379	Chr6A	22865740	22866583	+	22866161	1.0	0.995
gene:TraesCS6A03G0089600	Chr6A	22531378	22533148	+	22532263	Chr6A	22876005	22877690	+	22876847	0.938	0.925
gene:TraesCS6A03G0089700	Chr6A	22543696	22544920	-	22544308	Chr6A	22888298	22889524	-	22888911	1.0	0.993
gene:TraesCS6A03G0089800	Chr6A	22568915	22570001	+	22569458	Chr6A	22902841	22903919	+	22903380	1.0	0.982
gene:TraesCS6A03G0090300	Chr6A	22936046	22937319	-	22936682	Chr6A	23112450	23113726	-	23113088	0.999	0.989
gene:TraesCS6A03G0090400	Chr6A	22944034	22944450	+	22944242	Chr6A	23120389	23120805	+	23120597	1.0	0.997
gene:TraesCS6A03G0090600	Chr6A	22970508	22972220	+	22971364	Chr6A	23146878	23148590	+	23147734	1.0	1.0
gene:TraesCS6A03G0090900	Chr6A	23143834	23144673	-	23144253	Chr6A	23320247	23321086	-	23320666	1.0	1.0
gene:TraesCS6A03G0091000	Chr6A	23202726	23203354	-	23203040	Chr6A	23379133	23379761	-	23379447	1.0	1.0
gene:TraesCS6A03G0091100	Chr6A	23205895	23208004	-	23206949	Chr6A	23382293	23384403	-	23383348	1.0	0.999
gene:TraesCS6A03G0091200	Chr6A	23213816	23216480	-	23215148	Chr6A	23390215	23392879	-	23391547	1.0	1.0
gene:TraesCS6A03G0091300	Chr6A	23226371	23226964	+	23226667	Chr6A	23402770	23403363	+	23403066	1.0	1.0
gene:TraesCS6A03G0091600	Chr6A	23370186	23372693	+	23371439	Chr6A	23546596	23549103	+	23547849	1.0	1.0
gene:TraesCS6A03G0092600	Chr6A	23581566	23586886	+	23584226	Chr6A	23852975	23858196	+	23855585	0.963	0.963
gene:TraesCS6A03G0092700	Chr6A	23605440	23616544	-	23610992	Chr6A	23876672	23887778	-	23882225	1.0	1.0
gene:TraesCS6A03G0093000	Chr6A	23636344	23650270	+	23643307	Chr6A	23907582	23921813	+	23914697	1.0	1.0
gene:TraesCS6A03G0093100	Chr6A	23694615	23697349	-	23695982	Chr6A	23966161	23968895	-	23967528	1.0	1.0
gene:TraesCS6A03G0093500	Chr6A	23765624	23766929	-	23766276	Chr6A	24037162	24038467	-	24037814	1.0	1.0
gene:TraesCS6A03G0093600	Chr6A	23808125	23808504	+	23808314	Chr6A	24079740	24080119	+	24079929	1.0	1.0
gene:TraesCS6A03G0093800	Chr6A	24078693	24081162	+	24079927	Chr6A	24348311	24350780	+	24349545	1.0	1.0
gene:TraesCS6A03G0094400	Chr6A	24128026	24129207	+	24128616	Chr6A	24397647	24398828	+	24398237	1.0	1.0
gene:TraesCS6A03G0094800	Chr6A	24224572	24227002	+	24225787	Chr6A	24494229	24496659	+	24495444	1.0	1.0
gene:TraesCS6A03G0094900	Chr6A	24228088	24229416	+	24228752	Chr6A	24497745	24499073	+	24498409	1.0	1.0
