gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	JIN50_tgt_strand	JIN50_tgt_midpoint	JIN50_coverage	JIN50_identity	segment
gene:TraesCS7A03G0019800	Chr7A	4588855	4599542	-	4594198	Chr7A	10449669	10460273	-	10454971	0.995	0.992	collinear
gene:TraesCS7A03G0020200	Chr7A	4644533	4647335	-	4645934	Chr7A	10558910	10561638	-	10560274	1.0	0.995	collinear
gene:TraesCS7A03G0020500	Chr7A	4671373	4675527	-	4673450	Chr7A	10584729	10589359	-	10587044	0.999	0.996	collinear
gene:TraesCS7A03G0020800	Chr7A	4740206	4744501	+	4742353	Chr7A	10638908	10643193	+	10641050	1.0	0.984	collinear
gene:TraesCS7A03G0021000	Chr7A	4800287	4802889	-	4801588	Chr7A	10715336	10717937	-	10716636	1.0	0.998	collinear
gene:TraesCS7A03G0021500	Chr7A	4856737	4859672	+	4858204	Chr7A	10779279	10781989	+	10780634	0.915	0.908	collinear
gene:TraesCS7A03G0021600	Chr7A	4864229	4867081	-	4865655	Chr7A	10785860	10788804	-	10787332	0.997	0.991	collinear
gene:TraesCS7A03G0021700	Chr7A	4878340	4881673	+	4880006	Chr7A	10806976	10810302	+	10808639	0.996	0.954	collinear
gene:TraesCS7A03G0022400	Chr7A	5009654	5015968	+	5012811	Chr7A	10839623	10846155	+	10842889	1.0	0.972	collinear
gene:TraesCS7A03G0023800	Chr7A	5091133	5093122	-	5092127	Chr7A	10854967	10857323	-	10856145	0.971	0.932	collinear
gene:TraesCS7A03G0027900	Chr7A	6035168	6036281	+	6035724	Chr7A	10905794	10906907	+	10906350	1.0	0.991	collinear
gene:TraesCS7A03G0028200	Chr7A	6150579	6151773	+	6151176	Chr7A	11191598	11192792	-	11192195	1.0	0.992	collinear
gene:TraesCS7A03G0028800	Chr7A	6336447	6342372	+	6339409	Chr7A	11224306	11230280	+	11227293	1.0	0.961	collinear
gene:TraesCS7A03G0028900	Chr7A	6372411	6373532	-	6372971	Chr7A	11271074	11272195	-	11271634	1.0	0.993	collinear
gene:TraesCS7A03G0029100	Chr7A	6494615	6499171	+	6496893	Chr7A	11283488	11288043	+	11285765	0.999	0.968	collinear
gene:TraesCS7A03G0029300	Chr7A	6606264	6607268	+	6606766	Chr7A	11322828	11323832	+	11323330	1.0	0.994	collinear
gene:TraesCS7A03G0029500	Chr7A	6626336	6629683	+	6628009	Chr7A	11383997	11390782	+	11387389	0.993	0.969	collinear
gene:TraesCS7A03G0029600	Chr7A	6631147	6634045	-	6632596	Chr7A	12042949	12046667	-	12044808	1.0	0.98	collinear
gene:TraesCS7A03G0029800	Chr7A	6653409	6656928	-	6655168	Chr7A	12066219	12069746	-	12067982	1.0	0.995	collinear
gene:TraesCS7A03G0029900	Chr7A	6658548	6661327	+	6659937	Chr7A	12071368	12074204	+	12072786	1.0	0.999	collinear
gene:TraesCS7A03G0030000	Chr7A	6662289	6666108	-	6664198	Chr7A	12075163	12078982	-	12077072	0.995	0.979	collinear
gene:TraesCS7A03G0030500	Chr7A	6752847	6753131	+	6752989	Chr7A	12242199	12242483	+	12242341	1.0	1.0	collinear
gene:TraesCS7A03G0030900	Chr7A	6822543	6827726	-	6825134	Chr7A	12276709	12281852	-	12279280	0.994	0.984	collinear
gene:TraesCS7A03G0031700	Chr7A	6862393	6871357	-	6866875	Chr7A	12313476	12322773	-	12318124	0.993	0.983	collinear
gene:TraesCS7A03G0033300	Chr7A	7128421	7129914	+	7129167	Chr7A	12610120	12611628	+	12610874	0.997	0.967	collinear
gene:TraesCS7A03G0033500	Chr7A	7170906	7174675	-	7172790	Chr7A	12620947	12624682	-	12622814	1.0	0.988	collinear
gene:TraesCS7A03G0033700	Chr7A	7189004	7192565	+	7190784	Chr7A	12738029	12741588	+	12739808	1.0	0.988	collinear
gene:TraesCS7A03G0033900	Chr7A	7207592	7209410	+	7208501	Chr7A	12753990	12755797	+	12754893	0.993	0.962	collinear
gene:TraesCS7A03G0037400	Chr7A	8065119	8067440	-	8066279	Chr7A	13418121	13420442	-	13419281	1.0	0.995	collinear
gene:TraesCS7A03G0037500	Chr7A	8067789	8074281	-	8071035	Chr7A	13420780	13427248	-	13424014	0.994	0.988	collinear
gene:TraesCS7A03G0037700	Chr7A	8079325	8081812	+	8080568	Chr7A	13431878	13434385	+	13433131	0.976	0.927	collinear
gene:TraesCS7A03G0037800	Chr7A	8109989	8111788	+	8110888	Chr7A	13439094	13440911	+	13440002	0.991	0.926	collinear
gene:TraesCS7A03G0037900	Chr7A	8115358	8116697	+	8116027	Chr7A	13444417	13445737	+	13445077	0.974	0.931	collinear
gene:TraesCS7A03G0038500	Chr7A	8207938	8211349	-	8209643	Chr7A	13497406	13500831	-	13499118	0.988	0.985	collinear
gene:TraesCS7A03G0038600	Chr7A	8246254	8249389	+	8247821	Chr7A	13522433	13525566	+	13523999	0.999	0.985	collinear
gene:TraesCS7A03G0038700	Chr7A	8252788	8254596	-	8253692	Chr7A	13532860	13534675	-	13533767	0.983	0.945	collinear
gene:TraesCS7A03G0039300	Chr7A	8357539	8357709	+	8357624	Chr7A	13604060	13604230	+	13604145	1.0	0.988	collinear
gene:TraesCS7A03G0039600	Chr7A	8392590	8392778	+	8392684	Chr7A	13656410	13656598	+	13656504	1.0	0.968	collinear
gene:TraesCS7A03G0039500	Chr7A	8392181	8395198	-	8393689	Chr7A	13656000	13659059	-	13657529	1.0	0.98	collinear
gene:TraesCS7A03G0039700	Chr7A	8398645	8401230	+	8399937	Chr7A	13664579	13667102	+	13665840	1.0	0.994	collinear
gene:TraesCS7A03G0040000	Chr7A	8413816	8414663	-	8414239	Chr7A	13683970	13684816	-	13684393	0.998	0.982	collinear
gene:TraesCS7A03G0040100	Chr7A	8416437	8418697	+	8417567	Chr7A	13686580	13688830	+	13687705	0.989	0.98	collinear
gene:TraesCS7A03G0041300	Chr7A	8765956	8771484	-	8768720	Chr7A	13750406	13755935	-	13753170	1.0	0.996	collinear
gene:TraesCS7A03G0041400	Chr7A	8773031	8777173	-	8775102	Chr7A	13757432	13761635	-	13759533	0.979	0.951	collinear
gene:TraesCS7A03G0041500	Chr7A	8777742	8780742	-	8779242	Chr7A	13762339	13765340	-	13763839	1.0	0.996	collinear
gene:TraesCS7A03G0041700	Chr7A	8884574	8886768	+	8885671	Chr7A	13861035	13863222	+	13862128	0.994	0.99	collinear
gene:TraesCS7A03G0041900	Chr7A	8886782	8889674	-	8888228	Chr7A	13863236	13866149	-	13864692	0.997	0.991	collinear
gene:TraesCS7A03G0042000	Chr7A	8894178	8896509	+	8895343	Chr7A	13870489	13872821	+	13871655	1.0	0.996	collinear
gene:TraesCS7A03G0042100	Chr7A	8931580	8932227	-	8931903	Chr7A	13884474	13885121	-	13884797	1.0	0.995	collinear
gene:TraesCS7A03G0042200	Chr7A	8931580	8932227	-	8931903	Chr7A	13884474	13885121	-	13884797	1.0	0.994	collinear
gene:TraesCS7A03G0042900	Chr7A	9049554	9051183	+	9050368	Chr7A	13971037	13972666	+	13971851	1.0	0.994	collinear
gene:TraesCS7A03G0043100	Chr7A	9068681	9070066	+	9069373	Chr7A	13991767	13993152	+	13992459	1.0	0.999	collinear
gene:TraesCS7A03G0043200	Chr7A	9103921	9106031	+	9104976	Chr7A	14005014	14007131	+	14006072	1.0	0.986	collinear
gene:TraesCS7A03G0043500	Chr7A	9183618	9187813	+	9185715	Chr7A	14271103	14275482	+	14273292	0.989	0.929	collinear
gene:TraesCS7A03G0044100	Chr7A	9245682	9246275	+	9245978	Chr7A	14298901	14299481	+	14299191	0.973	0.944	collinear
gene:TraesCS7A03G0044400	Chr7A	9286939	9293503	-	9290221	Chr7A	14322099	14327135	-	14324617	1.0	0.998	collinear
gene:TraesCS7A03G0044500	Chr7A	9295865	9303787	+	9299826	Chr7A	14329499	14337436	+	14333467	0.999	0.995	collinear
gene:TraesCS7A03G0044700	Chr7A	9314587	9315742	-	9315164	Chr7A	14348102	14349257	-	14348679	1.0	1.0	collinear
gene:TraesCS7A03G0045000	Chr7A	9334923	9336269	+	9335596	Chr7A	14377211	14378557	+	14377884	1.0	0.998	collinear
gene:TraesCS7A03G0045100	Chr7A	9371627	9393491	-	9382559	Chr7A	14413896	14449604	-	14431750	1.0	0.997	collinear
gene:TraesCS7A03G0045200	Chr7A	9395491	9396856	+	9396173	Chr7A	14451600	14452965	+	14452282	1.0	0.998	collinear
gene:TraesCS7A03G0045300	Chr7A	9400168	9401949	-	9401058	Chr7A	14456307	14458088	-	14457197	0.999	0.996	collinear
gene:TraesCS7A03G0045400	Chr7A	9404289	9405672	-	9404980	Chr7A	14460426	14461807	-	14461116	0.998	0.995	collinear
gene:TraesCS7A03G0045500	Chr7A	9406277	9410400	-	9408338	Chr7A	14462413	14466536	-	14464474	1.0	0.998	collinear
gene:TraesCS7A03G0045600	Chr7A	9425387	9428390	+	9426888	Chr7A	14481539	14484541	+	14483040	1.0	0.998	collinear
gene:TraesCS7A03G0046100	Chr7A	9520738	9524766	+	9522752	Chr7A	14568069	14570881	+	14569475	0.981	0.974	collinear
gene:TraesCS7A03G0046200	Chr7A	9524922	9527287	+	9526104	Chr7A	14571078	14572539	+	14571808	0.996	0.991	collinear
gene:TraesCS7A03G0046600	Chr7A	9620795	9622824	-	9621809	Chr7A	14641862	14643891	-	14642876	1.0	0.996	collinear
gene:TraesCS7A03G0046800	Chr7A	9669894	9670379	-	9670136	Chr7A	14698531	14699016	-	14698773	1.0	0.985	collinear
gene:TraesCS7A03G0046900	Chr7A	9773436	9774540	-	9773988	Chr7A	15294757	15295855	-	15295306	0.988	0.935	collinear
gene:TraesCS7A03G0047300	Chr7A	9873692	9874324	+	9874008	Chr7A	14800846	14801500	+	14801173	1.0	0.926	collinear
gene:TraesCS7A03G0047700	Chr7A	9995310	9996637	+	9995973	Chr7A	15381595	15382922	+	15382258	1.0	0.994	collinear
gene:TraesCS7A03G0048000	Chr7A	10031736	10032905	-	10032320	Chr7A	15437992	15439161	-	15438576	1.0	0.991	collinear
gene:TraesCS7A03G0048500	Chr7A	10077967	10086020	-	10081993	Chr7A	15426580	15432717	-	15429648	1.0	0.993	collinear
gene:TraesCS7A03G0049200	Chr7A	10129853	10131022	-	10130437	Chr7A	15420898	15422067	-	15421482	1.0	0.986	collinear
gene:TraesCS7A03G0049300	Chr7A	10139367	10139822	-	10139594	Chr7A	15447495	15447950	-	15447722	1.0	0.993	collinear
gene:TraesCS7A03G0049500	Chr7A	10168005	10172803	+	10170404	Chr7A	15470368	15475140	+	15472754	0.994	0.987	collinear
gene:TraesCS7A03G0049700	Chr7A	10189124	10189933	-	10189528	Chr7A	15492942	15493751	-	15493346	1.0	0.992	collinear
gene:TraesCS7A03G0049800	Chr7A	10193757	10194669	-	10194213	Chr7A	15497934	15498846	-	15498390	1.0	0.998	collinear
gene:TraesCS7A03G0049900	Chr7A	10195282	10201051	-	10198166	Chr7A	15502024	15507826	-	15504925	1.0	0.991	collinear
gene:TraesCS7A03G0050000	Chr7A	10223940	10225376	-	10224658	Chr7A	15512878	15514255	-	15513566	0.948	0.915	collinear
gene:TraesCS7A03G0050300	Chr7A	10256757	10258745	+	10257751	Chr7A	15553987	15555973	+	15554980	1.0	0.997	collinear
gene:TraesCS7A03G0050400	Chr7A	10259322	10261592	+	10260457	Chr7A	15556550	15558820	+	15557685	0.999	0.993	collinear
gene:TraesCS7A03G0050500	Chr7A	10261761	10262519	+	10262140	Chr7A	15558989	15559747	+	15559368	1.0	0.992	collinear
gene:TraesCS7A03G0051100	Chr7A	10501878	10503003	+	10502440	Chr7A	15794291	15795416	+	15794853	1.0	1.0	collinear
gene:TraesCS7A03G0051300	Chr7A	10521773	10522593	+	10522183	Chr7A	15814185	15815005	+	15814595	1.0	1.0	collinear
gene:TraesCS7A03G0051500	Chr7A	10588165	10588653	+	10588409	Chr7A	15879431	15879919	+	15879675	1.0	1.0	collinear
gene:TraesCS7A03G0051600	Chr7A	10595601	10596839	-	10596220	Chr7A	15886577	15887815	-	15887196	1.0	1.0	collinear
gene:TraesCS7A03G0053100	Chr7A	10856183	10858905	-	10857544	Chr7A	16012840	16015516	-	16014178	0.991	0.931	collinear
gene:TraesCS7A03G0053200	Chr7A	10862271	10863675	-	10862973	Chr7A	16058921	16060325	-	16059623	1.0	0.977	collinear
gene:TraesCS7A03G0053500	Chr7A	10885217	10886303	+	10885760	Chr7A	16423691	16424764	+	16424227	0.99	0.92	collinear
gene:TraesCS7A03G0054500	Chr7A	11141504	11147992	-	11144748	Chr7A	16251005	16257492	-	16254248	1.0	0.994	collinear
gene:TraesCS7A03G0054600	Chr7A	11149423	11149965	-	11149694	Chr7A	16258922	16259477	-	16259199	1.0	0.973	collinear
gene:TraesCS7A03G0054900	Chr7A	11168786	11169010	-	11168898	Chr7A	16265251	16265475	-	16265363	1.0	1.0	collinear
gene:TraesCS7A03G0055000	Chr7A	11168786	11169010	-	11168898	Chr7A	16265251	16265475	-	16265363	1.0	1.0	collinear
gene:TraesCS7A03G0055500	Chr7A	11377353	11383883	-	11380618	Chr7A	16449580	16456112	-	16452846	1.0	0.999	collinear
gene:TraesCS7A03G0055600	Chr7A	11406320	11407464	+	11406892	Chr7A	16490373	16491519	+	16490946	1.0	0.996	collinear
gene:TraesCS7A03G0055800	Chr7A	11426815	11429135	-	11427975	Chr7A	16511080	16513406	-	16512243	1.0	0.993	collinear
gene:TraesCS7A03G0055900	Chr7A	11429656	11434892	-	11432274	Chr7A	16513927	16519269	-	16516598	0.999	0.954	collinear
gene:TraesCS7A03G0056100	Chr7A	11501287	11502342	-	11501814	Chr7A	16578827	16579882	-	16579354	1.0	0.995	collinear
gene:TraesCS7A03G0056600	Chr7A	11573067	11574346	-	11573706	Chr7A	16642159	16643415	-	16642787	0.981	0.964	collinear
gene:TraesCS7A03G0057200	Chr7A	11611051	11620641	+	11615846	Chr7A	16674216	16683800	+	16679008	0.999	0.994	collinear
gene:TraesCS7A03G0057300	Chr7A	11621570	11624837	-	11623203	Chr7A	16684732	16687999	-	16686365	1.0	0.999	collinear
gene:TraesCS7A03G0058100	Chr7A	11784664	11785275	+	11784969	Chr7A	16804020	16804631	+	16804325	1.0	1.0	collinear
gene:TraesCS7A03G0058200	Chr7A	11830012	11830882	-	11830447	Chr7A	16847593	16848463	-	16848028	1.0	1.0	collinear
gene:TraesCS7A03G0058900	Chr7A	11933413	11935096	+	11934254	Chr7A	16949848	16951531	+	16950689	1.0	1.0	collinear
gene:TraesCS7A03G0059400	Chr7A	11951864	11954291	+	11953077	Chr7A	16968299	16970726	+	16969512	1.0	1.0	collinear
gene:TraesCS7A03G0059500	Chr7A	11958670	11959517	+	11959093	Chr7A	16975104	16975951	+	16975527	1.0	1.0	collinear
gene:TraesCS7A03G0059900	Chr7A	12250407	12251235	-	12250821	Chr7A	17259104	17259932	-	17259518	1.0	1.0	collinear
gene:TraesCS7A03G0060100	Chr7A	12329754	12331835	-	12330794	Chr7A	17338225	17340306	-	17339265	1.0	0.999	collinear
gene:TraesCS7A03G0060200	Chr7A	12346353	12346899	-	12346626	Chr7A	17353210	17353756	-	17353483	1.0	1.0	collinear
gene:TraesCS7A03G0061400	Chr7A	12471917	12472822	+	12472369	Chr7A	17480597	17481502	+	17481049	1.0	1.0	collinear
gene:TraesCS7A03G0061600	Chr7A	12514056	12514367	+	12514211	Chr7A	17533015	17533326	+	17533170	1.0	1.0	collinear
gene:TraesCS7A03G0061700	Chr7A	12545609	12546667	-	12546138	Chr7A	17564568	17565626	-	17565097	1.0	1.0	collinear
gene:TraesCS7A03G0062000	Chr7A	12552015	12553213	+	12552614	Chr7A	17572015	17573213	+	17572614	1.0	1.0	collinear
gene:TraesCS7A03G0062500	Chr7A	12598907	12600340	+	12599623	Chr7A	17618827	17620260	+	17619543	1.0	1.0	collinear
gene:TraesCS7A03G0062600	Chr7A	12628070	12628669	-	12628369	Chr7A	17648003	17648602	-	17648302	1.0	1.0	collinear
gene:TraesCS7A03G0062700	Chr7A	12659607	12660420	-	12660013	Chr7A	17679019	17679832	-	17679425	1.0	1.0	collinear
gene:TraesCS7A03G0062800	Chr7A	12668339	12669068	+	12668703	Chr7A	17687434	17688163	+	17687798	1.0	1.0	collinear
gene:TraesCS7A03G0062900	Chr7A	12764894	12769384	+	12767139	Chr7A	17782348	17786838	+	17784593	1.0	0.999	collinear
gene:TraesCS7A03G0063000	Chr7A	12784508	12787215	-	12785861	Chr7A	17801906	17804613	-	17803259	1.0	1.0	collinear
gene:TraesCS7A03G0063200	Chr7A	12796670	12797020	+	12796845	Chr7A	17814068	17814418	+	17814243	1.0	1.0	collinear
gene:TraesCS7A03G0063300	Chr7A	12845309	12849558	+	12847433	Chr7A	17855644	17859894	+	17857769	1.0	1.0	collinear
gene:TraesCS7A03G0063400	Chr7A	12850446	12851294	+	12850870	Chr7A	17860782	17861630	+	17861206	1.0	1.0	collinear
gene:TraesCS7A03G0063600	Chr7A	12866792	12871068	-	12868930	Chr7A	17877133	17881409	-	17879271	1.0	0.997	collinear
gene:TraesCS7A03G0063700	Chr7A	12885335	12885937	+	12885636	Chr7A	17895724	17896326	+	17896025	1.0	0.995	collinear
gene:TraesCS7A03G0064100	Chr7A	12950725	12951072	-	12950898	Chr7A	17960959	17961286	-	17961122	0.942	0.939	collinear
gene:TraesCS7A03G0064200	Chr7A	12976293	12978504	-	12977398	Chr7A	17977187	17979395	-	17978291	0.986	0.973	collinear
gene:TraesCS7A03G0064400	Chr7A	13065682	13088211	+	13076946	Chr7A	18053463	18076411	+	18064937	0.997	0.995	collinear
gene:TraesCS7A03G0064600	Chr7A	13093937	13095572	-	13094754	Chr7A	18082308	18083943	-	18083125	1.0	1.0	collinear
gene:TraesCS7A03G0064700	Chr7A	13117830	13119414	-	13118622	Chr7A	18102183	18103767	-	18102975	1.0	1.0	collinear
gene:TraesCS7A03G0064900	Chr7A	13327550	13329038	-	13328294	Chr7A	18311945	18313433	-	18312689	1.0	1.0	collinear
gene:TraesCS7A03G0065200	Chr7A	13432412	13436403	-	13434407	Chr7A	18416823	18420814	-	18418818	1.0	1.0	collinear
gene:TraesCS7A03G0065300	Chr7A	13486400	13491161	-	13488780	Chr7A	18469290	18474024	-	18471657	1.0	1.0	collinear
gene:TraesCS7A03G0065900	Chr7A	13588226	13592166	+	13590196	Chr7A	18571166	18575106	+	18573136	1.0	0.996	collinear
gene:TraesCS7A03G0066200	Chr7A	13768093	13771466	+	13769779	Chr7A	18751186	18754559	+	18752872	1.0	1.0	collinear
gene:TraesCS7A03G0066300	Chr7A	13777499	13784071	-	13780785	Chr7A	18760595	18767167	-	18763881	1.0	0.999	collinear
gene:TraesCS7A03G0066400	Chr7A	13791411	13792670	-	13792040	Chr7A	18774507	18775766	-	18775136	1.0	1.0	collinear
gene:TraesCS7A03G0066600	Chr7A	13808735	13810131	-	13809433	Chr7A	18791847	18793243	-	18792545	1.0	1.0	collinear
gene:TraesCS7A03G0066700	Chr7A	13854396	13856424	-	13855410	Chr7A	18837512	18839540	-	18838526	1.0	1.0	collinear
gene:TraesCS7A03G0066800	Chr7A	13861957	13863159	-	13862558	Chr7A	18845072	18846274	-	18845673	1.0	1.0	collinear
gene:TraesCS7A03G0066900	Chr7A	13866291	13869696	+	13867993	Chr7A	18849406	18852811	+	18851108	1.0	1.0	collinear
gene:TraesCS7A03G0067000	Chr7A	13870454	13872668	-	13871561	Chr7A	18853569	18855783	-	18854676	1.0	0.998	collinear
gene:TraesCS7A03G0067200	Chr7A	13892221	13905458	-	13898839	Chr7A	18875333	18888619	-	18881976	1.0	1.0	collinear
gene:TraesCS7A03G0067300	Chr7A	13909585	13922098	+	13915841	Chr7A	18895670	18908183	+	18901926	1.0	0.999	collinear
gene:TraesCS7A03G0068000	Chr7A	14299093	14299583	-	14299338	Chr7A	19425913	19426403	-	19426158	1.0	1.0	collinear
gene:TraesCS7A03G0068100	Chr7A	14462840	14463800	-	14463320	Chr7A	19587274	19588234	-	19587754	1.0	1.0	collinear
gene:TraesCS7A03G0068200	Chr7A	14470383	14474121	-	14472252	Chr7A	19594817	19598557	-	19596687	1.0	1.0	collinear
gene:TraesCS7A03G0068300	Chr7A	14500043	14502820	+	14501431	Chr7A	19624483	19627260	+	19625871	1.0	1.0	collinear
gene:TraesCS7A03G0068400	Chr7A	14504479	14506724	+	14505601	Chr7A	19628919	19631164	+	19630041	1.0	0.999	collinear
gene:TraesCS7A03G0069400	Chr7A	14692589	14693822	-	14693205	Chr7A	19819779	19821012	-	19820395	1.0	1.0	collinear
gene:TraesCS7A03G0069500	Chr7A	14719025	14720065	-	14719545	Chr7A	19846244	19847284	-	19846764	1.0	1.0	collinear
