gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	JIN50_tgt_strand	JIN50_tgt_midpoint	JIN50_coverage	JIN50_identity
gene:TraesCS2B03G0012700	Chr2B	3630724	3631650	-	3631187	Chr2B	3742516	3743442	-	3742979	1.0	0.998
gene:TraesCS2B03G0012800	Chr2B	3632392	3635151	-	3633771	Chr2B	3744038	3746808	-	3745423	1.0	0.987
gene:TraesCS2B03G0012900	Chr2B	3685456	3686983	-	3686219	Chr2B	3795995	3797522	-	3796758	1.0	1.0
gene:TraesCS2B03G0013100	Chr2B	3855432	3862083	+	3858757	Chr2B	4028779	4035443	+	4032111	1.0	0.998
gene:TraesCS2B03G0013300	Chr2B	3877680	3878447	+	3878063	Chr2B	4051242	4052009	+	4051625	1.0	0.997
gene:TraesCS2B03G0013400	Chr2B	3880027	3880452	+	3880239	Chr2B	4053590	4054015	+	4053802	1.0	0.997
gene:TraesCS2B03G0013700	Chr2B	3956480	3957106	-	3956793	Chr2B	4101948	4102574	-	4102261	1.0	1.0
gene:TraesCS2B03G0013900	Chr2B	3959709	3961547	-	3960628	Chr2B	4105177	4107015	-	4106096	1.0	1.0
gene:TraesCS2B03G0014300	Chr2B	4031007	4035278	-	4033142	Chr2B	4176571	4180842	-	4178706	1.0	1.0
gene:TraesCS2B03G0014500	Chr2B	4057416	4065064	-	4061240	Chr2B	4202970	4210616	-	4206793	1.0	1.0
gene:TraesCS2B03G0015000	Chr2B	4111148	4113262	-	4112205	Chr2B	4256671	4258785	-	4257728	1.0	0.999
gene:TraesCS2B03G0015100	Chr2B	4116808	4124611	-	4120709	Chr2B	4262331	4270135	-	4266233	1.0	1.0
gene:TraesCS2B03G0015300	Chr2B	4921039	4922226	-	4921632	Chr2B	5172562	5173749	-	5173155	1.0	0.998
gene:TraesCS2B03G0015400	Chr2B	4921039	4925322	-	4923180	Chr2B	5172562	5176845	-	5174703	1.0	0.999
gene:TraesCS2B03G0016000	Chr2B	5016726	5020169	+	5018447	Chr2B	5467842	5471285	+	5469563	1.0	0.999
gene:TraesCS2B03G0016200	Chr2B	5031749	5033515	-	5032632	Chr2B	5482865	5484631	-	5483748	1.0	1.0
gene:TraesCS2B03G0016300	Chr2B	5034478	5034879	-	5034678	Chr2B	5485594	5485995	-	5485794	1.0	1.0
gene:TraesCS2B03G0016400	Chr2B	5035649	5037309	-	5036479	Chr2B	5488125	5489785	-	5488955	1.0	1.0
gene:TraesCS2B03G0016700	Chr2B	5058158	5060304	+	5059231	Chr2B	5510629	5512775	+	5511702	1.0	0.999
gene:TraesCS2B03G0016900	Chr2B	5071624	5076306	+	5073965	Chr2B	5524089	5528771	+	5526430	1.0	1.0
gene:TraesCS2B03G0017200	Chr2B	5133457	5135141	-	5134299	Chr2B	5585926	5587610	-	5586768	1.0	0.999
gene:TraesCS2B03G0017300	Chr2B	5224896	5229545	+	5227220	Chr2B	5677389	5682042	+	5679715	1.0	0.998
gene:TraesCS2B03G0017500	Chr2B	5236031	5237507	+	5236769	Chr2B	5688527	5690003	+	5689265	1.0	1.0
gene:TraesCS2B03G0017600	Chr2B	5295192	5296900	-	5296046	Chr2B	5747699	5749407	-	5748553	1.0	1.0
gene:TraesCS2B03G0017700	Chr2B	5393429	5393683	+	5393556	Chr2B	5845937	5846191	+	5846064	1.0	0.996
gene:TraesCS2B03G0018100	Chr2B	5448721	5450259	+	5449490	Chr2B	5901237	5902775	+	5902006	1.0	1.0
gene:TraesCS2B03G0018300	Chr2B	5465459	5467015	-	5466237	Chr2B	5917977	5919533	-	5918755	1.0	1.0
gene:TraesCS2B03G0018400	Chr2B	5488231	5490367	+	5489299	Chr2B	5940749	5942885	+	5941817	1.0	1.0
gene:TraesCS2B03G0018500	Chr2B	5500410	5504869	+	5502639	Chr2B	5952928	5957387	+	5955157	1.0	0.999
gene:TraesCS2B03G0018600	Chr2B	5525526	5527171	-	5526348	Chr2B	5986805	5988450	-	5987627	1.0	1.0
gene:TraesCS2B03G0018700	Chr2B	5530391	5532332	+	5531361	Chr2B	5991670	5993611	+	5992640	1.0	1.0
gene:TraesCS2B03G0018800	Chr2B	5613315	5614067	-	5613691	Chr2B	6074639	6075391	-	6075015	1.0	1.0
gene:TraesCS2B03G0018900	Chr2B	5619058	5620657	+	5619857	Chr2B	6080382	6081981	+	6081181	1.0	1.0
gene:TraesCS2B03G0019000	Chr2B	5640833	5641228	+	5641030	Chr2B	6102107	6102502	+	6102304	1.0	1.0
gene:TraesCS2B03G0019100	Chr2B	5644403	5648377	-	5646390	Chr2B	6105677	6109649	-	6107663	0.999	0.999
gene:TraesCS2B03G0019200	Chr2B	5654103	5657492	+	5655797	Chr2B	6115377	6118766	+	6117071	1.0	1.0
gene:TraesCS2B03G0019300	Chr2B	5657715	5659851	-	5658783	Chr2B	6118989	6121125	-	6120057	1.0	1.0
gene:TraesCS2B03G0019800	Chr2B	5722565	5736933	-	5729749	Chr2B	6183863	6198236	-	6191049	1.0	1.0
gene:TraesCS2B03G0019900	Chr2B	5841563	5854226	+	5847894	Chr2B	6302419	6315082	+	6308750	1.0	1.0
gene:TraesCS2B03G0020000	Chr2B	5857938	5873315	-	5865626	Chr2B	6318805	6334113	-	6326459	1.0	1.0
gene:TraesCS2B03G0020600	Chr2B	6113325	6116343	-	6114834	Chr2B	6595233	6598251	-	6596742	1.0	1.0
gene:TraesCS2B03G0021300	Chr2B	6161766	6163667	-	6162716	Chr2B	6643043	6645007	-	6644025	1.0	0.998
gene:TraesCS2B03G0021600	Chr2B	6188607	6190076	-	6189341	Chr2B	6679693	6681162	-	6680427	1.0	1.0
gene:TraesCS2B03G0022100	Chr2B	6245944	6247230	+	6246587	Chr2B	6736324	6737610	+	6736967	1.0	1.0
gene:TraesCS2B03G0022200	Chr2B	6269901	6271154	+	6270527	Chr2B	6760078	6761331	+	6760704	1.0	0.999
gene:TraesCS2B03G0022400	Chr2B	6456104	6457096	-	6456600	Chr2B	6946319	6947311	-	6946815	1.0	1.0
gene:TraesCS2B03G0022500	Chr2B	6468597	6470870	+	6469733	Chr2B	6958807	6961080	+	6959943	1.0	0.997
gene:TraesCS2B03G0022800	Chr2B	6498923	6502372	+	6500647	Chr2B	6989145	6992600	+	6990872	1.0	1.0
gene:TraesCS2B03G0022900	Chr2B	6504862	6505866	-	6505364	Chr2B	7283829	7284833	-	7284331	1.0	1.0
gene:TraesCS2B03G0023000	Chr2B	6532801	6533683	+	6533242	Chr2B	7311595	7312477	+	7312036	1.0	1.0
gene:TraesCS2B03G0023200	Chr2B	6545063	6548072	-	6546567	Chr2B	7323858	7326882	-	7325370	1.0	1.0
gene:TraesCS2B03G0023300	Chr2B	6570795	6571658	+	6571226	Chr2B	7393600	7394448	+	7394024	0.982	0.981
gene:TraesCS2B03G0023700	Chr2B	6627192	6628976	+	6628084	Chr2B	7448400	7450184	+	7449292	1.0	1.0
gene:TraesCS2B03G0023900	Chr2B	6655874	6658393	+	6657133	Chr2B	7476773	7479292	+	7478032	1.0	1.0
gene:TraesCS2B03G0024000	Chr2B	6699896	6701597	+	6700746	Chr2B	7520712	7522413	+	7521562	1.0	1.0
gene:TraesCS2B03G0024200	Chr2B	6713306	6714708	+	6714007	Chr2B	7534122	7535524	+	7534823	1.0	1.0
gene:TraesCS2B03G0024500	Chr2B	6787357	6789121	+	6788239	Chr2B	7590884	7592648	+	7591766	1.0	1.0
gene:TraesCS2B03G0024700	Chr2B	6821447	6822965	-	6822206	Chr2B	7629492	7631010	-	7630251	1.0	1.0
gene:TraesCS2B03G0024800	Chr2B	6835359	6837114	+	6836236	Chr2B	7643450	7645205	+	7644327	1.0	0.999
gene:TraesCS2B03G0025100	Chr2B	6863809	6865292	-	6864550	Chr2B	7671852	7673335	-	7672593	1.0	0.999
gene:TraesCS2B03G0025300	Chr2B	6882347	6883870	+	6883108	Chr2B	7690391	7691914	+	7691152	1.0	1.0
gene:TraesCS2B03G0025500	Chr2B	6886209	6888033	+	6887121	Chr2B	7693991	7695815	+	7694903	1.0	1.0
gene:TraesCS2B03G0025600	Chr2B	6894552	6896489	-	6895520	Chr2B	7702335	7704272	-	7703303	1.0	0.998
gene:TraesCS2B03G0025700	Chr2B	6898563	6903761	-	6901162	Chr2B	7706346	7711544	-	7708945	1.0	0.999
gene:TraesCS2B03G0026100	Chr2B	7188185	7188382	-	7188283	Chr2B	7994498	7994695	-	7994596	1.0	1.0
gene:TraesCS2B03G0026200	Chr2B	7202008	7208867	-	7205437	Chr2B	8008321	8015180	-	8011750	1.0	0.999
gene:TraesCS2B03G0026300	Chr2B	7231414	7238036	-	7234725	Chr2B	8037260	8043882	-	8040571	1.0	0.999
gene:TraesCS2B03G0026600	Chr2B	7342466	7343956	+	7343211	Chr2B	8099112	8100602	+	8099857	1.0	0.999
gene:TraesCS2B03G0026500	Chr2B	7342428	7347675	-	7345051	Chr2B	8099074	8104321	-	8101697	1.0	0.999
gene:TraesCS2B03G0026800	Chr2B	7368058	7373714	+	7370886	Chr2B	8124768	8130430	+	8127599	0.999	0.997
gene:TraesCS2B03G0026900	Chr2B	7374744	7376852	-	7375798	Chr2B	8131486	8133594	-	8132540	1.0	0.996
gene:TraesCS2B03G0027000	Chr2B	7384257	7389466	+	7386861	Chr2B	8141015	8146223	+	8143619	1.0	0.994
gene:TraesCS2B03G0027200	Chr2B	7418327	7421421	+	7419874	Chr2B	8177841	8181012	+	8179426	1.0	0.964
gene:TraesCS2B03G0027300	Chr2B	7423234	7427119	-	7425176	Chr2B	8182820	8186692	-	8184756	0.991	0.983
gene:TraesCS2B03G0027400	Chr2B	7430644	7430993	-	7430818	Chr2B	8193287	8193638	-	8193462	1.0	0.991
gene:TraesCS2B03G0027500	Chr2B	7457794	7474452	+	7466123	Chr2B	8213316	8229950	+	8221633	1.0	0.996
gene:TraesCS2B03G0027600	Chr2B	7480197	7485085	+	7482641	Chr2B	8239138	8244026	+	8241582	1.0	0.992
gene:TraesCS2B03G0027700	Chr2B	7488542	7503846	+	7496194	Chr2B	8247508	8260832	+	8254170	1.0	0.994
gene:TraesCS2B03G0027800	Chr2B	7503853	7505322	-	7504587	Chr2B	8260839	8262308	-	8261573	1.0	0.99
gene:TraesCS2B03G0028100	Chr2B	7550450	7550846	-	7550648	Chr2B	8325747	8326143	-	8325945	1.0	0.971
gene:TraesCS2B03G0028400	Chr2B	7623099	7624529	+	7623814	Chr2B	8295538	8296968	+	8296253	1.0	0.993
gene:TraesCS2B03G0028700	Chr2B	7643082	7646942	+	7645012	Chr2B	8316585	8320443	+	8318514	1.0	0.998
gene:TraesCS2B03G0028900	Chr2B	7658092	7659718	-	7658905	Chr2B	8331593	8333237	-	8332415	1.0	0.988
gene:TraesCS2B03G0029100	Chr2B	7701267	7705799	-	7703533	Chr2B	8360332	8364788	-	8362560	0.949	0.94
gene:TraesCS2B03G0029200	Chr2B	7868819	7869526	+	7869172	Chr2B	8509716	8510423	+	8510069	1.0	1.0
gene:TraesCS2B03G0029300	Chr2B	7872274	7875518	-	7873896	Chr2B	8513223	8516359	-	8514791	1.0	0.996
gene:TraesCS2B03G0029600	Chr2B	7890473	7900384	-	7895428	Chr2B	8530463	8540399	-	8535431	1.0	0.985
gene:TraesCS2B03G0029700	Chr2B	7911010	7912109	+	7911559	Chr2B	8558138	8559246	+	8558692	1.0	0.981
gene:TraesCS2B03G0030200	Chr2B	7977648	7979453	+	7978550	Chr2B	8625532	8627340	+	8626436	1.0	0.997
gene:TraesCS2B03G0030300	Chr2B	8006235	8010811	+	8008523	Chr2B	8673610	8678181	+	8675895	1.0	1.0
gene:TraesCS2B03G0030400	Chr2B	8013387	8018171	-	8015779	Chr2B	8680759	8685397	-	8683078	0.91	0.909
gene:TraesCS2B03G0030500	Chr2B	8021978	8025987	+	8023982	Chr2B	8688321	8692330	+	8690325	1.0	0.997
gene:TraesCS2B03G0030600	Chr2B	8028120	8034668	-	8031394	Chr2B	8694461	8701012	-	8697736	1.0	0.997
gene:TraesCS2B03G0030700	Chr2B	8065103	8066982	-	8066042	Chr2B	8728915	8730774	-	8729844	0.979	0.964
gene:TraesCS2B03G0030800	Chr2B	8082243	8086823	-	8084533	Chr2B	8745633	8749525	-	8747579	0.994	0.943
gene:TraesCS2B03G0031000	Chr2B	8098223	8098723	+	8098473	Chr2B	8873891	8874391	+	8874141	1.0	0.975
gene:TraesCS2B03G0031100	Chr2B	8101793	8102553	+	8102173	Chr2B	8897464	8898222	+	8897843	1.0	0.965
gene:TraesCS2B03G0033000	Chr2B	8645459	8647142	+	8646300	Chr2B	9224450	9226012	+	9225231	1.0	0.978
gene:TraesCS2B03G0033300	Chr2B	8677011	8677322	+	8677166	Chr2B	9268873	9269184	+	9269028	1.0	0.964
gene:TraesCS2B03G0033400	Chr2B	8696627	8703483	-	8700055	Chr2B	9319082	9326342	-	9322712	1.0	0.984
gene:TraesCS2B03G0033700	Chr2B	8763728	8764291	+	8764009	Chr2B	9395723	9396286	+	9396004	1.0	0.989
gene:TraesCS2B03G0033900	Chr2B	8800833	8804126	-	8802479	Chr2B	9432861	9436154	-	9434507	1.0	0.998
gene:TraesCS2B03G0034000	Chr2B	9042175	9042552	+	9042363	Chr2B	9556725	9557108	+	9556916	1.0	0.911
gene:TraesCS2B03G0034800	Chr2B	9231046	9234494	+	9232770	Chr2B	9615168	9618619	+	9616893	0.999	0.985
gene:TraesCS2B03G0036800	Chr2B	9689277	9694655	+	9691966	Chr2B	9785953	9791241	+	9788597	1.0	0.985
gene:TraesCS2B03G0036900	Chr2B	9696616	9701784	+	9699200	Chr2B	9793277	9798214	+	9795745	1.0	0.996
gene:TraesCS2B03G0037000	Chr2B	9708622	9713131	-	9710876	Chr2B	9804626	9809138	-	9806882	1.0	0.997
gene:TraesCS2B03G0037600	Chr2B	10352360	10355723	+	10354041	Chr2B	10183583	10186948	+	10185265	1.0	0.995
gene:TraesCS2B03G0037900	Chr2B	10428959	10429546	+	10429252	Chr2B	10387387	10387980	+	10387683	1.0	0.974
gene:TraesCS2B03G0038000	Chr2B	10466399	10469668	+	10468033	Chr2B	10423811	10427059	+	10425435	0.999	0.993
gene:TraesCS2B03G0038100	Chr2B	10491592	10494176	+	10492884	Chr2B	10448468	10451052	+	10449760	1.0	0.99
gene:TraesCS2B03G0038200	Chr2B	10588029	10591331	+	10589680	Chr2B	10534624	10537941	+	10536282	1.0	0.996
gene:TraesCS2B03G0038400	Chr2B	10647577	10651198	+	10649387	Chr2B	10591824	10595759	+	10593791	0.978	0.952
gene:TraesCS2B03G0038500	Chr2B	10659178	10659779	-	10659478	Chr2B	10603740	10604341	-	10604040	1.0	1.0
gene:TraesCS2B03G0038600	Chr2B	10757228	10760110	-	10758669	Chr2B	10681637	10684422	-	10683029	0.948	0.945
gene:TraesCS2B03G0039900	Chr2B	10878933	10879520	-	10879226	Chr2B	10315671	10316255	+	10315963	0.994	0.948
gene:TraesCS2B03G0040000	Chr2B	10882178	10886156	+	10884167	Chr2B	10889565	10893552	+	10891558	1.0	0.999
gene:TraesCS2B03G0040100	Chr2B	10886848	10888396	-	10887622	Chr2B	10894244	10895793	-	10895018	1.0	0.994
gene:TraesCS2B03G0041400	Chr2B	11227892	11229787	-	11228839	Chr2B	10961822	10963732	+	10962777	1.0	0.962
gene:TraesCS2B03G0041900	Chr2B	11286708	11288360	+	11287534	Chr2B	10971629	10973279	+	10972454	0.998	0.992
gene:TraesCS2B03G0042300	Chr2B	11306412	11308716	-	11307564	Chr2B	10976064	10978368	-	10977216	1.0	0.997
gene:TraesCS2B03G0042400	Chr2B	11310962	11311999	-	11311480	Chr2B	10980539	10981576	-	10981057	1.0	0.992
gene:TraesCS2B03G0042500	Chr2B	11354501	11355306	-	11354903	Chr2B	11031553	11032358	-	11031955	1.0	0.988
gene:TraesCS2B03G0042700	Chr2B	11421745	11422468	+	11422106	Chr2B	11366871	11367593	+	11367232	0.998	0.958
gene:TraesCS2B03G0044200	Chr2B	11698264	11711290	-	11704777	Chr2B	11417155	11430180	-	11423667	1.0	1.0
gene:TraesCS2B03G0044500	Chr2B	11728100	11729813	-	11728956	Chr2B	11520134	11521847	-	11520990	1.0	1.0
gene:TraesCS2B03G0044900	Chr2B	11886292	11888004	-	11887148	Chr2B	11606139	11607851	-	11606995	1.0	1.0
gene:TraesCS2B03G0045000	Chr2B	11901573	11904269	+	11902921	Chr2B	11620913	11623609	+	11622261	1.0	0.999
gene:TraesCS2B03G0045200	Chr2B	11908629	11909914	-	11909271	Chr2B	11628031	11629316	-	11628673	1.0	1.0
gene:TraesCS2B03G0045500	Chr2B	11953152	11954641	+	11953896	Chr2B	11676765	11678254	+	11677509	1.0	1.0
gene:TraesCS2B03G0045900	Chr2B	12020844	12022072	+	12021458	Chr2B	11743933	11745161	+	11744547	1.0	1.0
gene:TraesCS2B03G0046000	Chr2B	12127147	12129575	+	12128361	Chr2B	11850319	11852747	+	11851533	1.0	0.999
gene:TraesCS2B03G0046100	Chr2B	12230579	12231627	-	12231103	Chr2B	11951405	11952453	-	11951929	1.0	1.0
gene:TraesCS2B03G0046400	Chr2B	12245084	12246319	+	12245701	Chr2B	11965910	11967145	+	11966527	1.0	1.0
gene:TraesCS2B03G0046300	Chr2B	12245024	12246636	+	12245830	Chr2B	11965850	11967462	+	11966656	1.0	1.0
gene:TraesCS2B03G0046600	Chr2B	12298712	12301127	+	12299919	Chr2B	12019635	12022050	+	12020842	1.0	0.999
gene:TraesCS2B03G0046700	Chr2B	12396725	12399054	+	12397889	Chr2B	12116756	12119085	+	12117920	1.0	1.0
gene:TraesCS2B03G0047000	Chr2B	12537971	12540326	+	12539148	Chr2B	12208712	12211067	+	12209889	1.0	0.999
gene:TraesCS2B03G0047100	Chr2B	12584834	12585947	-	12585390	Chr2B	12303938	12305051	-	12304494	1.0	1.0
gene:TraesCS2B03G0047200	Chr2B	12595123	12596934	+	12596028	Chr2B	12314227	12316038	+	12315132	1.0	1.0
gene:TraesCS2B03G0047300	Chr2B	12606495	12608204	+	12607349	Chr2B	12325605	12327314	+	12326459	1.0	1.0
gene:TraesCS2B03G0047400	Chr2B	12616252	12628595	+	12622423	Chr2B	12335362	12347697	+	12341529	1.0	1.0
gene:TraesCS2B03G0047600	Chr2B	12734549	12737361	+	12735955	Chr2B	12498382	12501192	+	12499787	1.0	0.998
gene:TraesCS2B03G0047700	Chr2B	12772668	12777056	+	12774862	Chr2B	12732070	12736465	+	12734267	1.0	0.995
gene:TraesCS2B03G0047800	Chr2B	12781702	12782631	+	12782166	Chr2B	12741110	12742039	+	12741574	1.0	0.993
gene:TraesCS2B03G0047900	Chr2B	12783163	12784476	+	12783819	Chr2B	12742571	12743884	+	12743227	1.0	0.996
gene:TraesCS2B03G0048000	Chr2B	12785502	12793555	-	12789528	Chr2B	12783664	12791509	-	12787586	0.998	0.98
gene:TraesCS2B03G0048100	Chr2B	12795192	12804217	+	12799704	Chr2B	12793005	12802746	+	12797875	0.949	0.914
gene:TraesCS2B03G0048200	Chr2B	12852446	12853800	+	12853123	Chr2B	12822659	12823995	+	12823327	0.998	0.978
gene:TraesCS2B03G0048600	Chr2B	12888956	12891430	-	12890193	Chr2B	12863260	12865737	-	12864498	1.0	0.995
gene:TraesCS2B03G0048700	Chr2B	12902737	12907993	-	12905365	Chr2B	12877026	12882267	-	12879646	0.999	0.998
gene:TraesCS2B03G0048800	Chr2B	12926381	12930952	-	12928666	Chr2B	12900661	12905214	-	12902937	0.98	0.977
gene:TraesCS2B03G0049400	Chr2B	12981259	12981576	+	12981417	Chr2B	12963780	12964097	+	12963938	1.0	0.987
gene:TraesCS2B03G0049600	Chr2B	13071865	13080320	-	13076092	Chr2B	13041449	13049550	-	13045499	1.0	1.0
gene:TraesCS2B03G0050200	Chr2B	13099079	13103584	-	13101331	Chr2B	13068218	13072325	-	13070271	0.999	0.998
gene:TraesCS2B03G0050400	Chr2B	13120432	13121992	-	13121212	Chr2B	13099450	13101016	-	13100233	1.0	0.974
gene:TraesCS2B03G0050600	Chr2B	13132669	13133442	+	13133055	Chr2B	13111892	13112665	+	13112278	1.0	0.997
gene:TraesCS2B03G0050700	Chr2B	13182204	13189613	-	13185908	Chr2B	13161018	13168208	-	13164613	1.0	0.996
gene:TraesCS2B03G0051000	Chr2B	13253976	13259260	-	13256618	Chr2B	13246004	13251566	-	13248785	1.0	0.999
gene:TraesCS2B03G0051100	Chr2B	13285094	13286551	+	13285822	Chr2B	13275086	13276547	+	13275816	1.0	0.945
gene:TraesCS2B03G0051300	Chr2B	13296175	13297080	+	13296627	Chr2B	13292199	13293103	+	13292651	1.0	0.992
gene:TraesCS2B03G0053200	Chr2B	13732514	13733128	-	13732821	Chr2B	13585106	13585720	+	13585413	1.0	0.998
gene:TraesCS2B03G0053300	Chr2B	13909547	13910761	-	13910154	Chr2B	13477101	13478315	+	13477708	1.0	0.994
gene:TraesCS2B03G0053400	Chr2B	13912472	13913471	+	13912971	Chr2B	13474496	13475495	-	13474995	1.0	0.998
gene:TraesCS2B03G0054400	Chr2B	14028498	14030981	-	14029739	Chr2B	14242240	14244721	-	14243480	1.0	0.997
gene:TraesCS2B03G0054500	Chr2B	14079067	14081658	-	14080362	Chr2B	14272440	14275031	-	14273735	1.0	0.998
gene:TraesCS2B03G0058900	Chr2B	15164970	15165835	-	15165402	Chr2B	14637526	14638367	-	14637946	0.968	0.952
gene:TraesCS2B03G0059100	Chr2B	15181002	15185195	+	15183098	Chr2B	14558107	14562313	+	14560210	1.0	0.987
gene:TraesCS2B03G0059200	Chr2B	15183375	15183677	+	15183526	Chr2B	14560493	14560795	+	14560644	1.0	0.993
gene:TraesCS2B03G0059400	Chr2B	15202297	15203277	+	15202787	Chr2B	14579496	14580476	+	14579986	1.0	0.989
gene:TraesCS2B03G0059500	Chr2B	15206589	15220051	+	15213320	Chr2B	14583800	14596259	+	14590029	1.0	0.985
gene:TraesCS2B03G0059700	Chr2B	15236750	15237704	-	15237227	Chr2B	14628531	14629481	-	14629006	0.995	0.987
gene:TraesCS2B03G0059800	Chr2B	15312884	15314326	-	15313605	Chr2B	15548389	15549833	-	15549111	1.0	0.99
gene:TraesCS2B03G0060000	Chr2B	15336749	15339104	+	15337926	Chr2B	14510406	14512771	+	14511588	0.998	0.943
gene:TraesCS2B03G0060700	Chr2B	15391038	15392507	+	15391772	Chr2B	15591291	15592760	+	15592025	1.0	0.996
gene:TraesCS2B03G0060800	Chr2B	15400720	15402557	+	15401638	Chr2B	15620686	15622523	+	15621604	1.0	1.0
gene:TraesCS2B03G0060900	Chr2B	15417072	15419414	-	15418243	Chr2B	15645311	15647647	-	15646479	0.997	0.997
gene:TraesCS2B03G0061000	Chr2B	15476370	15477194	-	15476782	Chr2B	15704337	15705161	-	15704749	1.0	1.0
gene:TraesCS2B03G0061200	Chr2B	15488914	15492486	-	15490700	Chr2B	15716886	15720458	-	15718672	1.0	1.0
gene:TraesCS2B03G0061300	Chr2B	15493665	15495325	-	15494495	Chr2B	15721637	15723297	-	15722467	1.0	1.0
gene:TraesCS2B03G0061500	Chr2B	15502335	15504197	-	15503266	Chr2B	15730308	15732170	-	15731239	1.0	1.0
gene:TraesCS2B03G0061600	Chr2B	15691603	15693102	+	15692352	Chr2B	15919714	15921213	+	15920463	1.0	1.0
