gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	JIN50_tgt_strand	JIN50_tgt_midpoint	JIN50_coverage	JIN50_identity
gene:TraesCS7B03G0008000	Chr7B	1436165	1437258	+	1436711	Chr7B	1374062	1375131	+	1374596	0.978	0.949
gene:TraesCS7B03G0008100	Chr7B	1480605	1481773	+	1481189	Chr7B	1402730	1403898	+	1403314	1.0	0.998
gene:TraesCS7B03G0008600	Chr7B	1693992	1694231	+	1694111	Chr7B	1623997	1624236	+	1624116	1.0	0.991
gene:TraesCS7B03G0009000	Chr7B	1771948	1772496	-	1772222	Chr7B	1704058	1704606	-	1704332	1.0	0.997
gene:TraesCS7B03G0009900	Chr7B	1935516	1949690	+	1942603	Chr7B	1865049	1878963	+	1872006	1.0	1.0
gene:TraesCS7B03G0010400	Chr7B	2097129	2100452	+	2098790	Chr7B	2026195	2029518	+	2027856	1.0	1.0
gene:TraesCS7B03G0010500	Chr7B	2662842	2663519	-	2663180	Chr7B	2444577	2445254	-	2444915	1.0	0.997
gene:TraesCS7B03G0010700	Chr7B	2668551	2670096	+	2669323	Chr7B	2450286	2451831	+	2451058	1.0	1.0
gene:TraesCS7B03G0011300	Chr7B	2894770	2896423	-	2895596	Chr7B	2676818	2678471	-	2677644	1.0	0.986
gene:TraesCS7B03G0011700	Chr7B	3081146	3082585	+	3081865	Chr7B	2863207	2864646	+	2863926	1.0	1.0
gene:TraesCS7B03G0011800	Chr7B	3116205	3118160	+	3117182	Chr7B	2898266	2900221	+	2899243	1.0	1.0
gene:TraesCS7B03G0011900	Chr7B	3118757	3122830	-	3120793	Chr7B	2900818	2904890	-	2902854	1.0	1.0
gene:TraesCS7B03G0012000	Chr7B	3221369	3227272	-	3224320	Chr7B	3005223	3011127	-	3008175	1.0	1.0
gene:TraesCS7B03G0012200	Chr7B	3242585	3251280	-	3246932	Chr7B	3026438	3035133	-	3030785	1.0	0.999
gene:TraesCS7B03G0012600	Chr7B	3264575	3273390	+	3268982	Chr7B	3048429	3057243	+	3052836	1.0	1.0
gene:TraesCS7B03G0012700	Chr7B	3275744	3280289	-	3278016	Chr7B	3059597	3064142	-	3061869	1.0	1.0
gene:TraesCS7B03G0013100	Chr7B	3425640	3425927	-	3425783	Chr7B	3209436	3209723	-	3209579	1.0	1.0
gene:TraesCS7B03G0013300	Chr7B	3473390	3482107	-	3477748	Chr7B	3256957	3265674	-	3261315	1.0	1.0
gene:TraesCS7B03G0013400	Chr7B	3502025	3506191	+	3504108	Chr7B	3285220	3289386	+	3287303	1.0	1.0
gene:TraesCS7B03G0013500	Chr7B	3510580	3514839	-	3512709	Chr7B	3293775	3298034	-	3295904	1.0	1.0
gene:TraesCS7B03G0013600	Chr7B	3660476	3664218	+	3662347	Chr7B	3442764	3446517	+	3444640	1.0	0.991
gene:TraesCS7B03G0013900	Chr7B	3671994	3673638	-	3672816	Chr7B	3465787	3467417	-	3466602	0.989	0.924
gene:TraesCS7B03G0014800	Chr7B	3869795	3871434	+	3870614	Chr7B	3599183	3600822	+	3600002	1.0	0.993
gene:TraesCS7B03G0014900	Chr7B	4012469	4017710	+	4015089	Chr7B	3746496	3751726	+	3749111	0.989	0.986
gene:TraesCS7B03G0015100	Chr7B	4023337	4024742	-	4024039	Chr7B	3757353	3758746	-	3758049	0.99	0.989
gene:TraesCS7B03G0015200	Chr7B	4028025	4030069	-	4029047	Chr7B	3762037	3764086	-	3763061	1.0	0.998
gene:TraesCS7B03G0016300	Chr7B	4116994	4122172	+	4119583	Chr7B	3787158	3792247	+	3789702	0.985	0.927
gene:TraesCS7B03G0016600	Chr7B	4173687	4176282	+	4174984	Chr7B	3800604	3803200	+	3801902	1.0	0.978
gene:TraesCS7B03G0017000	Chr7B	4217034	4218371	+	4217702	Chr7B	3839147	3840504	+	3839825	0.999	0.934
gene:TraesCS7B03G0017200	Chr7B	4228698	4230727	-	4229712	Chr7B	3852634	3854660	-	3853647	0.989	0.942
gene:TraesCS7B03G0017800	Chr7B	4425740	4431517	+	4428628	Chr7B	4001252	4006954	+	4004103	1.0	0.977
gene:TraesCS7B03G0017900	Chr7B	4469383	4469586	-	4469484	Chr7B	4011046	4011249	-	4011147	1.0	1.0
gene:TraesCS7B03G0018000	Chr7B	4477157	4481340	+	4479248	Chr7B	4018824	4023006	+	4020915	1.0	1.0
gene:TraesCS7B03G0018100	Chr7B	4533463	4533718	-	4533590	Chr7B	4074795	4075050	-	4074922	1.0	0.996
gene:TraesCS7B03G0018200	Chr7B	4646090	4652768	+	4649429	Chr7B	4172014	4178687	+	4175350	0.998	0.998
gene:TraesCS7B03G0018800	Chr7B	4949497	4950210	+	4949853	Chr7B	4455889	4456595	+	4456242	1.0	0.951
gene:TraesCS7B03G0019200	Chr7B	5228037	5231817	-	5229927	Chr7B	4587676	4591469	-	4589572	1.0	0.998
gene:TraesCS7B03G0019300	Chr7B	5234592	5237551	-	5236071	Chr7B	4594351	4597326	-	4595838	0.981	0.947
gene:TraesCS7B03G0019400	Chr7B	5241320	5245276	-	5243298	Chr7B	4607988	4611768	-	4609878	0.984	0.942
gene:TraesCS7B03G0019600	Chr7B	5391944	5395839	+	5393891	Chr7B	4678912	4682805	+	4680858	0.998	0.994
gene:TraesCS7B03G0022000	Chr7B	5843318	5850518	-	5846918	Chr7B	4875817	4883017	-	4879417	1.0	1.0
gene:TraesCS7B03G0022100	Chr7B	6242281	6249615	+	6245948	Chr7B	5274713	5282047	+	5278380	1.0	1.0
gene:TraesCS7B03G0022300	Chr7B	6253855	6255709	-	6254782	Chr7B	5286285	5288139	-	5287212	1.0	0.996
gene:TraesCS7B03G0022700	Chr7B	6307057	6325059	-	6316058	Chr7B	5338687	5356679	-	5347683	1.0	1.0
gene:TraesCS7B03G0022800	Chr7B	6328320	6328690	-	6328505	Chr7B	5359941	5360311	-	5360126	1.0	1.0
gene:TraesCS7B03G0022900	Chr7B	6357986	6359698	-	6358842	Chr7B	5389610	5391322	-	5390466	1.0	1.0
gene:TraesCS7B03G0023000	Chr7B	6390975	6402894	-	6396934	Chr7B	5422581	5434499	-	5428540	1.0	1.0
gene:TraesCS7B03G0023100	Chr7B	6405589	6412988	-	6409288	Chr7B	5437194	5444376	-	5440785	1.0	1.0
gene:TraesCS7B03G0023400	Chr7B	6489035	6493164	+	6491099	Chr7B	5520085	5524214	+	5522149	1.0	1.0
gene:TraesCS7B03G0023500	Chr7B	6515908	6519369	+	6517638	Chr7B	5546959	5550420	+	5548689	1.0	1.0
gene:TraesCS7B03G0023700	Chr7B	6572310	6576009	+	6574159	Chr7B	5602597	5606296	+	5604446	1.0	1.0
gene:TraesCS7B03G0024200	Chr7B	6708493	6711769	+	6710131	Chr7B	5737950	5741230	+	5739590	0.998	0.994
gene:TraesCS7B03G0024600	Chr7B	6730304	6734509	-	6732406	Chr7B	5759787	5763992	-	5761889	1.0	0.998
gene:TraesCS7B03G0025200	Chr7B	7084796	7090671	+	7087733	Chr7B	6083272	6089170	+	6086221	1.0	0.998
gene:TraesCS7B03G0025300	Chr7B	7133948	7134205	+	7134076	Chr7B	6127369	6127626	+	6127497	1.0	1.0
gene:TraesCS7B03G0025500	Chr7B	7170867	7171798	-	7171332	Chr7B	6164333	6165265	-	6164799	1.0	0.997
gene:TraesCS7B03G0025800	Chr7B	7253599	7253856	-	7253727	Chr7B	6242498	6242755	-	6242626	1.0	1.0
gene:TraesCS7B03G0026100	Chr7B	7284286	7310081	+	7297183	Chr7B	6273872	6299675	+	6286773	1.0	0.994
gene:TraesCS7B03G0027000	Chr7B	7363121	7364017	+	7363569	Chr7B	6355918	6356814	+	6356366	1.0	1.0
gene:TraesCS7B03G0027100	Chr7B	7369368	7370606	-	7369987	Chr7B	6362169	6363407	-	6362788	1.0	1.0
gene:TraesCS7B03G0028300	Chr7B	7634994	7640176	-	7637585	Chr7B	6627563	6632745	-	6630154	1.0	1.0
gene:TraesCS7B03G0028700	Chr7B	7848045	7848935	+	7848490	Chr7B	6697330	6698220	+	6697775	1.0	0.997
gene:TraesCS7B03G0028800	Chr7B	7854756	7856155	-	7855455	Chr7B	6704039	6705438	-	6704738	1.0	1.0
gene:TraesCS7B03G0029000	Chr7B	7863320	7865535	+	7864427	Chr7B	6709420	6711635	+	6710527	1.0	0.998
gene:TraesCS7B03G0029100	Chr7B	7939115	7939426	+	7939270	Chr7B	6778165	6778476	+	6778320	1.0	1.0
gene:TraesCS7B03G0029400	Chr7B	8239078	8241378	-	8240228	Chr7B	6960904	6963403	-	6962153	1.0	0.972
gene:TraesCS7B03G0029500	Chr7B	8396140	8398294	-	8397217	Chr7B	7044469	7046623	-	7045546	1.0	0.999
gene:TraesCS7B03G0029600	Chr7B	8408501	8408833	+	8408667	Chr7B	7056018	7056350	+	7056184	1.0	1.0
gene:TraesCS7B03G0029700	Chr7B	8410985	8412968	-	8411976	Chr7B	7058502	7060485	-	7059493	1.0	0.997
gene:TraesCS7B03G0030000	Chr7B	9040037	9043328	+	9041682	Chr7B	7740462	7743396	+	7741929	0.999	0.941
gene:TraesCS7B03G0030400	Chr7B	9194873	9201781	-	9198327	Chr7B	7814317	7821225	-	7817771	1.0	1.0
gene:TraesCS7B03G0030600	Chr7B	9532847	9537156	+	9535001	Chr7B	8153050	8157359	+	8155204	1.0	1.0
gene:TraesCS7B03G0030800	Chr7B	9538747	9541639	-	9540193	Chr7B	8158657	8161549	-	8160103	1.0	1.0
gene:TraesCS7B03G0030900	Chr7B	9554131	9562829	-	9558480	Chr7B	8174049	8183317	-	8178683	0.994	0.979
gene:TraesCS7B03G0031000	Chr7B	9590350	9590803	-	9590576	Chr7B	8234960	8235413	-	8235186	1.0	0.98
gene:TraesCS7B03G0031100	Chr7B	9601762	9602235	-	9601998	Chr7B	8246315	8246788	-	8246551	1.0	1.0
gene:TraesCS7B03G0031200	Chr7B	9605582	9607023	-	9606302	Chr7B	8250135	8251576	-	8250855	1.0	0.997
gene:TraesCS7B03G0031600	Chr7B	9661205	9661672	-	9661438	Chr7B	8305770	8306237	-	8306003	1.0	1.0
gene:TraesCS7B03G0031700	Chr7B	9666048	9666867	-	9666457	Chr7B	8310611	8311430	-	8311020	1.0	0.998
gene:TraesCS7B03G0031800	Chr7B	10072089	10074089	-	10073089	Chr7B	8634767	8636767	-	8635767	1.0	1.0
gene:TraesCS7B03G0032300	Chr7B	10544063	10546385	+	10545224	Chr7B	9084874	9086864	+	9085869	1.0	1.0
gene:TraesCS7B03G0032400	Chr7B	10547429	10553423	-	10550426	Chr7B	9087908	9093939	-	9090923	1.0	0.977
gene:TraesCS7B03G0032600	Chr7B	10604706	10607023	+	10605864	Chr7B	9145225	9147542	+	9146383	1.0	1.0
gene:TraesCS7B03G0032800	Chr7B	10893834	10895764	+	10894799	Chr7B	9434348	9436278	+	9435313	1.0	1.0
gene:TraesCS7B03G0033000	Chr7B	10948512	10952925	-	10950718	Chr7B	9488903	9493316	-	9491109	1.0	1.0
gene:TraesCS7B03G0033100	Chr7B	10966194	10966511	-	10966352	Chr7B	9506628	9506945	-	9506786	1.0	1.0
gene:TraesCS7B03G0033300	Chr7B	10999621	11001946	+	11000783	Chr7B	9540068	9542393	+	9541230	1.0	1.0
gene:TraesCS7B03G0033400	Chr7B	11031814	11032149	-	11031981	Chr7B	9572271	9572606	-	9572438	1.0	1.0
gene:TraesCS7B03G0033700	Chr7B	11347584	11349680	+	11348632	Chr7B	9887990	9890086	+	9889038	1.0	1.0
gene:TraesCS7B03G0033800	Chr7B	11370075	11372420	+	11371247	Chr7B	9911726	9914071	+	9912898	1.0	1.0
gene:TraesCS7B03G0033900	Chr7B	11427489	11429579	+	11428534	Chr7B	9969100	9971190	+	9970145	1.0	1.0
gene:TraesCS7B03G0034400	Chr7B	11754859	11755950	+	11755404	Chr7B	10294984	10296075	+	10295529	1.0	0.998
gene:TraesCS7B03G0035500	Chr7B	12402324	12403972	+	12403148	Chr7B	10850157	10851807	+	10850982	1.0	0.995
gene:TraesCS7B03G0035800	Chr7B	12616448	12616997	+	12616722	Chr7B	11059292	11059841	+	11059566	1.0	1.0
gene:TraesCS7B03G0036400	Chr7B	12825511	12828600	-	12827055	Chr7B	11290972	11294061	-	11292516	1.0	1.0
gene:TraesCS7B03G0036500	Chr7B	12828715	12831509	+	12830112	Chr7B	11294176	11296970	+	11295573	1.0	1.0
gene:TraesCS7B03G0036900	Chr7B	13045181	13046564	+	13045872	Chr7B	11510000	11511383	+	11510691	1.0	1.0
gene:TraesCS7B03G0037100	Chr7B	13058869	13060926	-	13059897	Chr7B	11523696	11525753	-	11524724	1.0	1.0
gene:TraesCS7B03G0037200	Chr7B	13070163	13074003	-	13072083	Chr7B	11534989	11538829	-	11536909	1.0	0.999
gene:TraesCS7B03G0037800	Chr7B	13228297	13231672	-	13229984	Chr7B	11692535	11695910	-	11694222	1.0	1.0
gene:TraesCS7B03G0037900	Chr7B	13245333	13248899	-	13247116	Chr7B	11709131	11712697	-	11710914	1.0	0.999
gene:TraesCS7B03G0038500	Chr7B	13396579	13404775	-	13400677	Chr7B	11865224	11873420	-	11869322	1.0	1.0
gene:TraesCS7B03G0038800	Chr7B	13581064	13582494	-	13581779	Chr7B	12049535	12050965	-	12050250	1.0	1.0
gene:TraesCS7B03G0039400	Chr7B	13814676	13815557	+	13815116	Chr7B	12294130	12295011	+	12294570	1.0	0.993
gene:TraesCS7B03G0039500	Chr7B	13827963	13829345	+	13828654	Chr7B	12372986	12374366	+	12373676	0.997	0.996
gene:TraesCS7B03G0040000	Chr7B	14166727	14168401	+	14167564	Chr7B	12686388	12688062	+	12687225	1.0	0.996
gene:TraesCS7B03G0040100	Chr7B	14188627	14189373	-	14189000	Chr7B	12708083	12708823	-	12708453	0.991	0.989
gene:TraesCS7B03G0040800	Chr7B	14660032	14667783	-	14663907	Chr7B	13195710	13203630	-	13199670	1.0	0.997
gene:TraesCS7B03G0040900	Chr7B	14668269	14669567	-	14668918	Chr7B	13204116	13205413	-	13204764	0.999	0.997
gene:TraesCS7B03G0041300	Chr7B	14717563	14730651	-	14724107	Chr7B	13246853	13259969	-	13253411	0.999	0.997
gene:TraesCS7B03G0041500	Chr7B	14731897	14740343	-	14736120	Chr7B	13261215	13269407	-	13265311	1.0	0.997
gene:TraesCS7B03G0041000	Chr7B	14671227	14930635	-	14800931	Chr7B	13207073	13438560	-	13322816	0.998	0.991
gene:TraesCS7B03G0041600	Chr7B	14921364	14930291	-	14925827	Chr7B	13429294	13438199	-	13433746	0.999	0.992
gene:TraesCS7B03G0042200	Chr7B	15033121	15033834	-	15033477	Chr7B	13547055	13547768	-	13547411	1.0	1.0
gene:TraesCS7B03G0042300	Chr7B	15092775	15093383	+	15093079	Chr7B	13606681	13607289	+	13606985	1.0	1.0
gene:TraesCS7B03G0042400	Chr7B	15262513	15534364	-	15398438	Chr7B	13776404	14053857	-	13915130	1.0	0.999
gene:TraesCS7B03G0042600	Chr7B	15464389	15466426	-	15465407	Chr7B	13978288	13980325	-	13979306	1.0	0.999
gene:TraesCS7B03G0042800	Chr7B	15467641	15482383	-	15475012	Chr7B	13981540	13996282	-	13988911	1.0	0.999
gene:TraesCS7B03G0042900	Chr7B	15514426	15525380	-	15519903	Chr7B	14028711	14039665	-	14034188	1.0	0.999
gene:TraesCS7B03G0043000	Chr7B	15525914	15534375	-	15530144	Chr7B	14040199	14053868	-	14047033	1.0	1.0
gene:TraesCS7B03G0043600	Chr7B	16190995	16191669	+	16191332	Chr7B	14760996	14761670	+	14761333	1.0	0.994
gene:TraesCS7B03G0043500	Chr7B	16190993	16192236	+	16191614	Chr7B	14760994	14762237	+	14761615	1.0	0.996
gene:TraesCS7B03G0043700	Chr7B	16220503	16222168	+	16221335	Chr7B	14790526	14792191	+	14791358	1.0	0.999
gene:TraesCS7B03G0044300	Chr7B	16281292	16281918	-	16281605	Chr7B	14875327	14875953	-	14875640	1.0	1.0
gene:TraesCS7B03G0044400	Chr7B	16359076	16359899	-	16359487	Chr7B	14953224	14954041	-	14953632	0.986	0.949
gene:TraesCS7B03G0044500	Chr7B	16366123	16368890	-	16367506	Chr7B	14960277	14963045	-	14961661	1.0	1.0
gene:TraesCS7B03G0044700	Chr7B	16402440	16403203	+	16402821	Chr7B	14995758	14996521	+	14996139	1.0	1.0
gene:TraesCS7B03G0044800	Chr7B	16473024	16473833	+	16473428	Chr7B	15066422	15067231	+	15066826	1.0	1.0
gene:TraesCS7B03G0045100	Chr7B	16488051	16493595	+	16490823	Chr7B	15081465	15087009	+	15084237	1.0	0.999
gene:TraesCS7B03G0045300	Chr7B	16510169	16510815	+	16510492	Chr7B	15103585	15104231	+	15103908	1.0	1.0
gene:TraesCS7B03G0045400	Chr7B	16511607	16512784	-	16512195	Chr7B	15105023	15106200	-	15105611	1.0	1.0
gene:TraesCS7B03G0045800	Chr7B	16562214	16563686	-	16562950	Chr7B	15155695	15157167	-	15156431	1.0	1.0
gene:TraesCS7B03G0046100	Chr7B	16727031	16734032	+	16730531	Chr7B	15306353	15313354	+	15309853	1.0	0.999
gene:TraesCS7B03G0046700	Chr7B	16798341	16798751	+	16798546	Chr7B	15377660	15378070	+	15377865	1.0	1.0
gene:TraesCS7B03G0046800	Chr7B	16799448	16801323	-	16800385	Chr7B	15378767	15380642	-	15379704	1.0	1.0
gene:TraesCS7B03G0046900	Chr7B	16801637	16808797	-	16805217	Chr7B	15380940	15388035	-	15384487	1.0	0.998
gene:TraesCS7B03G0047100	Chr7B	17004609	17005699	+	17005154	Chr7B	15574539	15575629	+	15575084	1.0	0.997
gene:TraesCS7B03G0047600	Chr7B	17086094	17087923	-	17087008	Chr7B	15665212	15667041	-	15666126	1.0	0.998
gene:TraesCS7B03G0047800	Chr7B	17091182	17101285	-	17096233	Chr7B	15670234	15680337	-	15675285	1.0	0.999
gene:TraesCS7B03G0048700	Chr7B	17211732	17212817	-	17212274	Chr7B	15790810	15791895	-	15791352	1.0	1.0
gene:TraesCS7B03G0049300	Chr7B	17322585	17324534	-	17323559	Chr7B	15901659	15903608	-	15902633	1.0	1.0
gene:TraesCS7B03G0049600	Chr7B	17430587	17432957	+	17431772	Chr7B	16009680	16012050	+	16010865	1.0	0.999
gene:TraesCS7B03G0049800	Chr7B	17631245	17631655	+	17631450	Chr7B	16215372	16215782	+	16215577	1.0	1.0
gene:TraesCS7B03G0050100	Chr7B	17649449	17653326	-	17651387	Chr7B	16233033	16236910	-	16234971	1.0	1.0
gene:TraesCS7B03G0050300	Chr7B	18008514	18010174	+	18009344	Chr7B	16587224	16588884	+	16588054	1.0	1.0
gene:TraesCS7B03G0050500	Chr7B	18017878	18020315	+	18019096	Chr7B	16596589	16599026	+	16597807	1.0	0.999
gene:TraesCS7B03G0050600	Chr7B	18200457	18202223	+	18201340	Chr7B	16778906	16780672	+	16779789	1.0	1.0
gene:TraesCS7B03G0050700	Chr7B	18224629	18226674	+	18225651	Chr7B	16803053	16805098	+	16804075	1.0	1.0
gene:TraesCS7B03G0050900	Chr7B	18324370	18326405	+	18325387	Chr7B	16902907	16904942	+	16903924	1.0	1.0
gene:TraesCS7B03G0051200	Chr7B	18441561	18442715	+	18442138	Chr7B	17020095	17021249	+	17020672	1.0	1.0
gene:TraesCS7B03G0051700	Chr7B	18852894	18853848	-	18853371	Chr7B	17434121	17435075	-	17434598	1.0	1.0
gene:TraesCS7B03G0051800	Chr7B	19010681	19011193	+	19010937	Chr7B	17591261	17591773	+	17591517	1.0	1.0
gene:TraesCS7B03G0052300	Chr7B	19114475	19117399	-	19115937	Chr7B	17694669	17697593	-	17696131	1.0	1.0
gene:TraesCS7B03G0052400	Chr7B	19151308	19159709	+	19155508	Chr7B	17731545	17739953	+	17735749	1.0	0.998
gene:TraesCS7B03G0052500	Chr7B	19164839	19169331	+	19167085	Chr7B	17744896	17749390	+	17747143	1.0	1.0
gene:TraesCS7B03G0053200	Chr7B	19343290	19348906	-	19346098	Chr7B	17958868	17964521	-	17961694	1.0	0.999
gene:TraesCS7B03G0053800	Chr7B	19603609	19609854	-	19606731	Chr7B	18196302	18202545	-	18199423	1.0	0.999
gene:TraesCS7B03G0054000	Chr7B	19705646	19709691	-	19707668	Chr7B	18296246	18300291	-	18298268	1.0	1.0
gene:TraesCS7B03G0054100	Chr7B	19712450	19714751	+	19713600	Chr7B	18303034	18305334	+	18304184	1.0	0.999
gene:TraesCS7B03G0054200	Chr7B	19714301	19724563	-	19719432	Chr7B	18304884	18315146	-	18310015	1.0	1.0
gene:TraesCS7B03G0054700	Chr7B	20010270	20011162	-	20010716	Chr7B	18682610	18683502	-	18683056	1.0	0.995
gene:TraesCS7B03G0055300	Chr7B	20611983	20617556	-	20614769	Chr7B	19225165	19230410	-	19227787	1.0	1.0
gene:TraesCS7B03G0055600	Chr7B	20640873	20641073	-	20640973	Chr7B	19253766	19253966	-	19253866	1.0	1.0
gene:TraesCS7B03G0056700	Chr7B	20771707	20776589	-	20774148	Chr7B	19382442	19387324	-	19384883	1.0	0.999
gene:TraesCS7B03G0056900	Chr7B	21034111	21037779	-	21035945	Chr7B	19640085	19643750	-	19641917	1.0	1.0
gene:TraesCS7B03G0057200	Chr7B	21178765	21182730	-	21180747	Chr7B	19780990	19784955	-	19782972	1.0	1.0
gene:TraesCS7B03G0057500	Chr7B	21384508	21387876	+	21386192	Chr7B	19986559	19989927	+	19988243	1.0	0.999
gene:TraesCS7B03G0058300	Chr7B	21528560	21529586	-	21529073	Chr7B	20130725	20131753	-	20131239	1.0	0.997
gene:TraesCS7B03G0058900	Chr7B	21874555	21875174	+	21874864	Chr7B	20476556	20477175	+	20476865	1.0	1.0
gene:TraesCS7B03G0059400	Chr7B	22840746	22842450	-	22841598	Chr7B	21442798	21444502	-	21443650	1.0	1.0
gene:TraesCS7B03G0059500	Chr7B	22954055	22957840	+	22955947	Chr7B	21556077	21559862	+	21557969	1.0	1.0
gene:TraesCS7B03G0060000	Chr7B	23393953	23395272	-	23394612	Chr7B	21953748	21955067	-	21954407	1.0	1.0
gene:TraesCS7B03G0060500	Chr7B	23765827	23771126	+	23768476	Chr7B	22325771	22331068	+	22328419	1.0	0.998
gene:TraesCS7B03G0060600	Chr7B	23779746	23782250	+	23780998	Chr7B	22339708	22342212	+	22340960	1.0	0.995
gene:TraesCS7B03G0060700	Chr7B	23784081	23784608	-	23784344	Chr7B	22344046	22344573	-	22344309	1.0	0.998
gene:TraesCS7B03G0060900	Chr7B	23833312	23835134	-	23834223	Chr7B	22393327	22395149	-	22394238	1.0	0.997
gene:TraesCS7B03G0061100	Chr7B	23932291	23934368	-	23933329	Chr7B	22488523	22490598	-	22489560	0.998	0.997
gene:TraesCS7B03G0061400	Chr7B	24158363	24163138	+	24160750	Chr7B	22673687	22678466	+	22676076	0.999	0.996
gene:TraesCS7B03G0061500	Chr7B	24163889	24178236	+	24171062	Chr7B	22679217	22693396	+	22686306	0.999	0.996
gene:TraesCS7B03G0062100	Chr7B	24360482	24362112	+	24361297	Chr7B	22883683	22885307	+	22884495	0.995	0.994
gene:TraesCS7B03G0062200	Chr7B	24413259	24413808	+	24413533	Chr7B	22944335	22944884	+	22944609	1.0	0.997
gene:TraesCS7B03G0062400	Chr7B	24534692	24536233	+	24535462	Chr7B	23065678	23067219	+	23066448	1.0	1.0
gene:TraesCS7B03G0062500	Chr7B	24561249	24563328	+	24562288	Chr7B	23092249	23094328	+	23093288	1.0	1.0
gene:TraesCS7B03G0063600	Chr7B	24765901	24767351	+	24766626	Chr7B	23297099	23298549	+	23297824	1.0	0.998
