gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	JIN50_tgt_strand	JIN50_tgt_midpoint	JIN50_coverage	JIN50_identity
gene:TraesCS1D03G0014700	Chr1D	3726798	3728037	+	3727417	Chr1D	3074607	3075846	+	3075226	1.0	1.0
gene:TraesCS1D03G0014900	Chr1D	3787854	3789079	-	3788466	Chr1D	3134860	3136085	-	3135472	1.0	1.0
gene:TraesCS1D03G0015100	Chr1D	3821069	3822598	+	3821833	Chr1D	3167383	3168912	+	3168147	1.0	1.0
gene:TraesCS1D03G0015200	Chr1D	3916114	3917013	-	3916563	Chr1D	3262032	3262931	-	3262481	1.0	1.0
gene:TraesCS1D03G0015300	Chr1D	3943302	3944607	-	3943954	Chr1D	3288637	3289942	-	3289289	1.0	1.0
gene:TraesCS1D03G0015500	Chr1D	4008439	4008696	+	4008567	Chr1D	3352784	3353041	+	3352912	1.0	1.0
gene:TraesCS1D03G0015600	Chr1D	4031888	4032790	-	4032339	Chr1D	3376233	3377135	-	3376684	1.0	1.0
gene:TraesCS1D03G0015900	Chr1D	4161332	4165555	+	4163443	Chr1D	3504948	3509171	+	3507059	1.0	1.0
gene:TraesCS1D03G0016000	Chr1D	4168175	4172160	+	4170167	Chr1D	3511790	3515775	+	3513782	1.0	1.0
gene:TraesCS1D03G0016100	Chr1D	4172892	4176565	+	4174728	Chr1D	3516507	3520180	+	3518343	1.0	1.0
gene:TraesCS1D03G0016200	Chr1D	4177197	4182517	-	4179857	Chr1D	3520812	3526132	-	3523472	1.0	0.99
gene:TraesCS1D03G0016600	Chr1D	4286412	4287695	-	4287053	Chr1D	3630046	3631329	-	3630687	1.0	1.0
gene:TraesCS1D03G0016700	Chr1D	4386351	4395126	-	4390738	Chr1D	3727327	3736117	-	3731722	1.0	1.0
gene:TraesCS1D03G0016800	Chr1D	4395798	4401534	+	4398666	Chr1D	3736789	3742521	+	3739655	1.0	1.0
gene:TraesCS1D03G0017100	Chr1D	4441316	4442197	-	4441756	Chr1D	3782191	3783072	-	3782631	1.0	1.0
gene:TraesCS1D03G0017400	Chr1D	4485187	4486277	-	4485732	Chr1D	3826101	3827191	-	3826646	1.0	1.0
gene:TraesCS1D03G0017500	Chr1D	4511639	4512641	-	4512140	Chr1D	3852555	3853557	-	3853056	1.0	0.998
gene:TraesCS1D03G0017600	Chr1D	4546440	4547558	+	4546999	Chr1D	3887355	3888467	+	3887911	0.994	0.994
gene:TraesCS1D03G0018300	Chr1D	4940040	4941015	-	4940527	Chr1D	4274255	4275230	-	4274742	1.0	1.0
gene:TraesCS1D03G0018400	Chr1D	4950479	4952240	+	4951359	Chr1D	4284690	4286451	+	4285570	1.0	1.0
gene:TraesCS1D03G0018500	Chr1D	5055567	5056764	-	5056165	Chr1D	4417374	4418571	-	4417972	1.0	1.0
gene:TraesCS1D03G0018700	Chr1D	5085791	5087899	+	5086845	Chr1D	4446907	4449015	+	4447961	1.0	1.0
gene:TraesCS1D03G0018900	Chr1D	5217817	5223338	+	5220577	Chr1D	4578968	4584492	+	4581730	1.0	1.0
gene:TraesCS1D03G0019300	Chr1D	5269306	5276316	+	5272811	Chr1D	4630568	4637578	+	4634073	1.0	0.998
gene:TraesCS1D03G0019400	Chr1D	5314169	5316891	-	5315530	Chr1D	4675431	4678153	-	4676792	1.0	1.0
gene:TraesCS1D03G0019700	Chr1D	5321435	5327699	-	5324567	Chr1D	4682697	4688961	-	4685829	1.0	1.0
gene:TraesCS1D03G0020000	Chr1D	5416602	5418218	-	5417410	Chr1D	4776970	4778586	-	4777778	1.0	1.0
gene:TraesCS1D03G0020600	Chr1D	5575968	5580858	-	5578413	Chr1D	4936358	4941248	-	4938803	1.0	0.999
gene:TraesCS1D03G0020700	Chr1D	5584625	5585680	+	5585152	Chr1D	4945015	4946070	+	4945542	1.0	1.0
gene:TraesCS1D03G0020900	Chr1D	5619330	5620109	-	5619719	Chr1D	4979198	4979977	-	4979587	1.0	1.0
gene:TraesCS1D03G0021000	Chr1D	5687938	5689538	+	5688738	Chr1D	5047820	5049420	+	5048620	1.0	1.0
gene:TraesCS1D03G0021100	Chr1D	5695036	5696676	+	5695856	Chr1D	5054918	5056558	+	5055738	1.0	1.0
gene:TraesCS1D03G0021200	Chr1D	5734745	5736216	+	5735480	Chr1D	5094635	5096106	+	5095370	1.0	1.0
gene:TraesCS1D03G0021300	Chr1D	5787123	5792364	-	5789743	Chr1D	5146996	5152240	-	5149618	1.0	1.0
gene:TraesCS1D03G0021400	Chr1D	5800416	5801330	+	5800873	Chr1D	5160291	5161205	+	5160748	1.0	1.0
gene:TraesCS1D03G0021500	Chr1D	5850271	5855556	-	5852913	Chr1D	5210159	5215448	-	5212803	1.0	1.0
gene:TraesCS1D03G0021700	Chr1D	5866018	5869520	+	5867769	Chr1D	5225910	5229412	+	5227661	1.0	1.0
gene:TraesCS1D03G0021800	Chr1D	5870381	5874515	-	5872448	Chr1D	5230273	5234407	-	5232340	1.0	1.0
gene:TraesCS1D03G0021900	Chr1D	5887607	5888518	+	5888062	Chr1D	5248309	5249220	+	5248764	1.0	1.0
gene:TraesCS1D03G0022000	Chr1D	5889906	5894463	+	5892184	Chr1D	5250608	5255165	+	5252886	1.0	0.999
gene:TraesCS1D03G0022100	Chr1D	5895435	5897468	+	5896451	Chr1D	5256137	5258170	+	5257153	1.0	1.0
gene:TraesCS1D03G0022200	Chr1D	5899194	5901390	+	5900292	Chr1D	5259896	5262092	+	5260994	1.0	1.0
gene:TraesCS1D03G0022700	Chr1D	5955107	5961830	+	5958468	Chr1D	5315814	5322537	+	5319175	1.0	1.0
gene:TraesCS1D03G0022800	Chr1D	5962133	5963519	+	5962826	Chr1D	5322840	5324226	+	5323533	1.0	1.0
gene:TraesCS1D03G0022900	Chr1D	5965029	5967804	-	5966416	Chr1D	5325743	5328518	-	5327130	1.0	1.0
gene:TraesCS1D03G0023500	Chr1D	6574304	6577432	+	6575868	Chr1D	5934689	5937817	+	5936253	1.0	1.0
gene:TraesCS1D03G0023700	Chr1D	6607032	6641306	+	6624169	Chr1D	5967480	6001769	+	5984624	1.0	1.0
gene:TraesCS1D03G0023900	Chr1D	6664438	6678885	+	6671661	Chr1D	6024902	6039331	+	6032116	1.0	1.0
gene:TraesCS1D03G0024100	Chr1D	6702026	6705310	-	6703668	Chr1D	6062546	6065830	-	6064188	1.0	0.999
gene:TraesCS1D03G0024300	Chr1D	6717424	6717978	-	6717701	Chr1D	6077945	6078499	-	6078222	1.0	1.0
gene:TraesCS1D03G0024400	Chr1D	6734472	6735112	-	6734792	Chr1D	6095005	6095645	-	6095325	1.0	1.0
gene:TraesCS1D03G0024500	Chr1D	6762398	6765377	-	6763887	Chr1D	6122932	6125911	-	6124421	1.0	1.0
gene:TraesCS1D03G0024600	Chr1D	6768889	6782560	-	6775724	Chr1D	6129423	6143094	-	6136258	1.0	1.0
gene:TraesCS1D03G0024700	Chr1D	6788386	6789994	-	6789190	Chr1D	6148920	6150528	-	6149724	1.0	1.0
gene:TraesCS1D03G0024800	Chr1D	6803517	6804251	-	6803884	Chr1D	6164053	6164787	-	6164420	1.0	1.0
gene:TraesCS1D03G0025100	Chr1D	6836115	6836863	-	6836489	Chr1D	6196651	6197349	-	6197000	0.922	0.916
gene:TraesCS1D03G0025200	Chr1D	6847588	6847915	-	6847751	Chr1D	6208075	6208402	-	6208238	1.0	1.0
gene:TraesCS1D03G0025400	Chr1D	6896537	6898345	-	6897441	Chr1D	6738241	6740050	+	6739145	0.999	0.998
gene:TraesCS1D03G0025500	Chr1D	6910143	6911975	+	6911059	Chr1D	6724592	6726424	-	6725508	1.0	1.0
gene:TraesCS1D03G0026000	Chr1D	6974090	6976661	-	6975375	Chr1D	6659910	6662481	+	6661195	1.0	1.0
gene:TraesCS1D03G0026200	Chr1D	6981796	6982558	-	6982177	Chr1D	6654011	6654773	+	6654392	1.0	1.0
gene:TraesCS1D03G0026400	Chr1D	7025015	7028044	-	7026529	Chr1D	6609040	6612069	+	6610554	1.0	1.0
gene:TraesCS1D03G0026800	Chr1D	7142988	7145861	-	7144424	Chr1D	6492877	6495750	+	6494313	1.0	0.999
gene:TraesCS1D03G0026900	Chr1D	7150081	7152861	-	7151471	Chr1D	6485877	6488657	+	6487267	1.0	1.0
gene:TraesCS1D03G0027100	Chr1D	7162457	7164005	-	7163231	Chr1D	6474734	6476282	+	6475508	1.0	1.0
gene:TraesCS1D03G0027500	Chr1D	7198014	7203075	-	7200544	Chr1D	6435714	6440775	+	6438244	1.0	1.0
gene:TraesCS1D03G0027600	Chr1D	7205594	7209460	+	7207527	Chr1D	6429329	6433195	-	6431262	1.0	1.0
gene:TraesCS1D03G0027700	Chr1D	7209703	7211493	-	7210598	Chr1D	6427296	6429086	+	6428191	1.0	1.0
gene:TraesCS1D03G0027800	Chr1D	7217568	7219054	-	7218311	Chr1D	6419997	6421483	+	6420740	1.0	1.0
gene:TraesCS1D03G0027900	Chr1D	7220638	7226063	+	7223350	Chr1D	6412981	6418406	-	6415693	1.0	1.0
gene:TraesCS1D03G0028000	Chr1D	7248635	7250357	+	7249496	Chr1D	6388821	6390543	-	6389682	1.0	1.0
gene:TraesCS1D03G0028400	Chr1D	7295347	7297250	+	7296298	Chr1D	6341927	6343830	-	6342878	1.0	1.0
gene:TraesCS1D03G0028500	Chr1D	7329510	7332180	+	7330845	Chr1D	6307303	6309973	-	6308638	1.0	1.0
gene:TraesCS1D03G0028600	Chr1D	7344236	7345795	+	7345015	Chr1D	6292550	6294109	-	6293329	1.0	1.0
gene:TraesCS1D03G0028700	Chr1D	7346429	7346764	+	7346596	Chr1D	6291581	6291916	-	6291748	1.0	1.0
gene:TraesCS1D03G0029000	Chr1D	7444347	7445118	-	7444732	Chr1D	6791547	6792318	-	6791932	1.0	1.0
gene:TraesCS1D03G0029100	Chr1D	7448772	7453083	+	7450927	Chr1D	6795972	6800295	+	6798133	1.0	1.0
gene:TraesCS1D03G0029300	Chr1D	7458483	7460471	+	7459477	Chr1D	6805695	6807683	+	6806689	1.0	1.0
gene:TraesCS1D03G0029400	Chr1D	7461845	7465604	-	7463724	Chr1D	6809057	6812816	-	6810936	1.0	1.0
gene:TraesCS1D03G0029500	Chr1D	7469380	7470382	-	7469881	Chr1D	6816585	6817587	-	6817086	1.0	1.0
gene:TraesCS1D03G0029700	Chr1D	7485862	7490452	-	7488157	Chr1D	6833067	6837657	-	6835362	1.0	1.0
gene:TraesCS1D03G0029900	Chr1D	7495928	7498713	-	7497320	Chr1D	6843133	6845918	-	6844525	1.0	1.0
gene:TraesCS1D03G0030000	Chr1D	7504293	7508717	+	7506505	Chr1D	6851499	6855913	+	6853706	1.0	1.0
gene:TraesCS1D03G0030400	Chr1D	7557933	7558861	-	7558397	Chr1D	6905134	6906062	-	6905598	1.0	1.0
gene:TraesCS1D03G0030700	Chr1D	7584288	7585388	-	7584838	Chr1D	6931494	6932594	-	6932044	1.0	0.999
gene:TraesCS1D03G0030800	Chr1D	7609089	7610266	+	7609677	Chr1D	6956293	6957470	+	6956881	1.0	1.0
gene:TraesCS1D03G0030900	Chr1D	7632197	7635495	-	7633846	Chr1D	6979397	6982695	-	6981046	1.0	1.0
gene:TraesCS1D03G0031000	Chr1D	7636833	7639437	+	7638135	Chr1D	6984046	6986650	+	6985348	1.0	0.999
gene:TraesCS1D03G0031100	Chr1D	7640389	7642599	-	7641494	Chr1D	6987602	6989812	-	6988707	1.0	1.0
gene:TraesCS1D03G0031300	Chr1D	7703824	7706918	-	7705371	Chr1D	7051057	7054151	-	7052604	1.0	1.0
gene:TraesCS1D03G0031400	Chr1D	7742263	7744697	+	7743480	Chr1D	7089501	7091935	+	7090718	1.0	1.0
gene:TraesCS1D03G0031500	Chr1D	7766021	7767467	-	7766744	Chr1D	7113247	7114693	-	7113970	1.0	1.0
gene:TraesCS1D03G0031800	Chr1D	7772412	7776370	-	7774391	Chr1D	7119638	7123596	-	7121617	1.0	0.999
gene:TraesCS1D03G0031700	Chr1D	7771995	7779704	+	7775849	Chr1D	7119221	7126930	+	7123075	1.0	0.999
gene:TraesCS1D03G0031900	Chr1D	7797379	7799716	+	7798547	Chr1D	7144604	7146941	+	7145772	1.0	0.999
gene:TraesCS1D03G0032000	Chr1D	7806662	7810184	-	7808423	Chr1D	7153929	7157451	-	7155690	1.0	1.0
gene:TraesCS1D03G0032300	Chr1D	7843644	7847436	-	7845540	Chr1D	7190901	7194693	-	7192797	1.0	0.999
gene:TraesCS1D03G0032400	Chr1D	7854309	7869098	+	7861703	Chr1D	7201566	7216191	+	7208878	1.0	1.0
gene:TraesCS1D03G0032500	Chr1D	7890500	7891777	-	7891138	Chr1D	7237613	7238890	-	7238251	1.0	1.0
gene:TraesCS1D03G0032700	Chr1D	7896242	7902109	-	7899175	Chr1D	7243356	7249223	-	7246289	1.0	1.0
gene:TraesCS1D03G0032900	Chr1D	7925981	7929834	+	7927907	Chr1D	7273144	7276998	+	7275071	1.0	1.0
gene:TraesCS1D03G0033000	Chr1D	7933872	7935232	+	7934552	Chr1D	7281036	7282396	+	7281716	1.0	1.0
gene:TraesCS1D03G0033100	Chr1D	8006183	8010570	-	8008376	Chr1D	7353443	7357830	-	7355636	1.0	0.999
gene:TraesCS1D03G0033200	Chr1D	8015283	8031795	+	8023539	Chr1D	7362543	7379054	+	7370798	1.0	1.0
gene:TraesCS1D03G0033800	Chr1D	8093813	8098708	+	8096260	Chr1D	7441087	7445982	+	7443534	1.0	0.999
gene:TraesCS1D03G0033900	Chr1D	8101658	8103140	+	8102399	Chr1D	7448937	7450419	+	7449678	1.0	0.998
gene:TraesCS1D03G0034100	Chr1D	8116295	8117076	+	8116685	Chr1D	7463574	7464355	+	7463964	1.0	1.0
gene:TraesCS1D03G0034200	Chr1D	8137290	8139047	+	8138168	Chr1D	7484569	7486326	+	7485447	1.0	1.0
gene:TraesCS1D03G0034400	Chr1D	8166280	8177789	+	8172034	Chr1D	7513565	7525091	+	7519328	1.0	1.0
gene:TraesCS1D03G0035000	Chr1D	8189624	8191287	+	8190455	Chr1D	7536911	7538574	+	7537742	1.0	1.0
gene:TraesCS1D03G0035100	Chr1D	8241841	8244372	+	8243106	Chr1D	7589133	7591664	+	7590398	1.0	1.0
gene:TraesCS1D03G0035200	Chr1D	8254180	8255126	+	8254653	Chr1D	7601479	7602426	+	7601952	1.0	0.984
gene:TraesCS1D03G0035400	Chr1D	8293631	8295994	-	8294812	Chr1D	8048099	8050441	-	8049270	0.984	0.964
gene:TraesCS1D03G0035500	Chr1D	8296531	8299442	+	8297986	Chr1D	7868435	7871128	+	7869781	1.0	0.976
gene:TraesCS1D03G0035600	Chr1D	8315967	8318268	-	8317117	Chr1D	8165211	8167562	-	8166386	0.998	0.928
gene:TraesCS1D03G0035800	Chr1D	8324667	8326267	-	8325467	Chr1D	8174787	8176400	-	8175593	1.0	0.977
gene:TraesCS1D03G0035900	Chr1D	8332217	8336281	-	8334249	Chr1D	8299593	8303658	-	8301625	0.996	0.987
gene:TraesCS1D03G0036000	Chr1D	8337814	8340700	-	8339257	Chr1D	8305247	8308155	-	8306701	1.0	0.982
gene:TraesCS1D03G0036100	Chr1D	8363677	8369101	-	8366389	Chr1D	8336582	8342004	-	8339293	0.998	0.989
gene:TraesCS1D03G0036400	Chr1D	8513539	8514237	-	8513888	Chr1D	8532093	8532791	-	8532442	1.0	0.996
gene:TraesCS1D03G0036500	Chr1D	8591248	8594687	-	8592967	Chr1D	8753832	8757314	-	8755573	1.0	0.983
gene:TraesCS1D03G0036700	Chr1D	8633821	8637432	-	8635626	Chr1D	8787253	8790869	-	8789061	0.999	0.99
gene:TraesCS1D03G0036800	Chr1D	8667203	8668447	+	8667825	Chr1D	8826893	8828137	+	8827515	1.0	0.992
gene:TraesCS1D03G0036900	Chr1D	8676817	8678607	+	8677712	Chr1D	8836602	8838392	+	8837497	1.0	0.994
gene:TraesCS1D03G0037000	Chr1D	8686742	8689043	-	8687892	Chr1D	8842488	8844785	-	8843636	0.999	0.99
gene:TraesCS1D03G0037400	Chr1D	8799437	8803408	+	8801422	Chr1D	8939807	8943766	+	8941786	1.0	0.986
gene:TraesCS1D03G0037900	Chr1D	8922917	8923896	+	8923406	Chr1D	8989980	8990959	+	8990469	1.0	0.993
gene:TraesCS1D03G0038300	Chr1D	9016302	9021501	-	9018901	Chr1D	9064491	9069690	-	9067090	1.0	1.0
gene:TraesCS1D03G0038400	Chr1D	9022044	9027361	+	9024702	Chr1D	9070233	9075550	+	9072891	1.0	1.0
gene:TraesCS1D03G0038500	Chr1D	9029515	9030704	-	9030109	Chr1D	9077704	9078893	-	9078298	1.0	1.0
gene:TraesCS1D03G0038600	Chr1D	9033681	9040126	-	9036903	Chr1D	9081870	9088314	-	9085092	1.0	1.0
gene:TraesCS1D03G0038800	Chr1D	9121342	9124455	+	9122898	Chr1D	9162437	9165605	+	9164021	0.999	0.998
gene:TraesCS1D03G0038900	Chr1D	9124737	9127417	-	9126077	Chr1D	9165887	9168567	-	9167227	1.0	1.0
gene:TraesCS1D03G0039000	Chr1D	9129416	9137638	+	9133527	Chr1D	9170566	9178788	+	9174677	1.0	1.0
gene:TraesCS1D03G0039100	Chr1D	9154545	9157552	+	9156048	Chr1D	9195693	9198700	+	9197196	1.0	1.0
gene:TraesCS1D03G0039200	Chr1D	9206067	9207887	+	9206977	Chr1D	9247220	9249040	+	9248130	1.0	1.0
gene:TraesCS1D03G0039300	Chr1D	9227821	9228352	+	9228086	Chr1D	9268977	9269508	+	9269242	1.0	1.0
gene:TraesCS1D03G0039400	Chr1D	9245157	9246124	+	9245640	Chr1D	9286324	9287291	+	9286807	1.0	1.0
gene:TraesCS1D03G0039500	Chr1D	9247527	9249158	-	9248342	Chr1D	9288693	9290324	-	9289508	1.0	1.0
gene:TraesCS1D03G0039600	Chr1D	9262555	9264156	+	9263355	Chr1D	9303724	9305325	+	9304524	1.0	1.0
gene:TraesCS1D03G0039700	Chr1D	9327845	9334250	-	9331047	Chr1D	9369019	9375424	-	9372221	1.0	1.0
gene:TraesCS1D03G0040100	Chr1D	9396284	9405243	-	9400763	Chr1D	9437469	9446428	-	9441948	1.0	1.0
gene:TraesCS1D03G0040200	Chr1D	9435351	9444224	-	9439787	Chr1D	9476268	9485141	-	9480704	1.0	1.0
gene:TraesCS1D03G0040300	Chr1D	9461479	9465994	+	9463736	Chr1D	9502394	9506909	+	9504651	1.0	1.0
gene:TraesCS1D03G0040400	Chr1D	9493072	9498717	-	9495894	Chr1D	9533987	9539632	-	9536809	1.0	0.999
gene:TraesCS1D03G0040500	Chr1D	9623480	9623999	-	9623739	Chr1D	9664379	9664898	-	9664638	1.0	1.0
gene:TraesCS1D03G0040800	Chr1D	9677228	9681756	+	9679492	Chr1D	9718142	9722684	+	9720413	1.0	1.0
gene:TraesCS1D03G0041100	Chr1D	9688210	9693529	+	9690869	Chr1D	9729140	9734459	+	9731799	1.0	1.0
gene:TraesCS1D03G0041300	Chr1D	9722460	9732333	-	9727396	Chr1D	9763397	9773270	-	9768333	1.0	0.999
gene:TraesCS1D03G0041600	Chr1D	9742405	9753140	-	9747772	Chr1D	9783318	9794053	-	9788685	1.0	1.0
gene:TraesCS1D03G0041800	Chr1D	9768946	9769323	-	9769134	Chr1D	9809869	9810246	-	9810057	1.0	1.0
gene:TraesCS1D03G0042100	Chr1D	9802988	9804033	-	9803510	Chr1D	9843924	9844969	-	9844446	1.0	1.0
gene:TraesCS1D03G0042200	Chr1D	9823512	9823727	-	9823619	Chr1D	9864447	9864662	-	9864554	1.0	1.0
gene:TraesCS1D03G0042300	Chr1D	9829325	9829540	+	9829432	Chr1D	9870260	9870475	+	9870367	1.0	1.0
gene:TraesCS1D03G0042500	Chr1D	9843831	9846538	+	9845184	Chr1D	9884769	9887476	+	9886122	1.0	1.0
gene:TraesCS1D03G0042700	Chr1D	9884257	9887556	-	9885906	Chr1D	9925174	9928473	-	9926823	1.0	1.0
gene:TraesCS1D03G0042800	Chr1D	9977550	9995153	+	9986351	Chr1D	10018478	10036081	+	10027279	1.0	1.0
gene:TraesCS1D03G0043200	Chr1D	10126307	10126930	-	10126618	Chr1D	10225549	10226172	-	10225860	1.0	1.0
gene:TraesCS1D03G0043300	Chr1D	10135325	10137987	-	10136656	Chr1D	10234566	10237228	-	10235897	1.0	1.0
gene:TraesCS1D03G0043400	Chr1D	10144230	10145801	+	10145015	Chr1D	10243471	10245042	+	10244256	1.0	1.0
gene:TraesCS1D03G0043500	Chr1D	10157489	10165721	+	10161605	Chr1D	10256730	10264962	+	10260846	1.0	1.0
gene:TraesCS1D03G0043600	Chr1D	10173955	10179362	+	10176658	Chr1D	10272717	10278124	+	10275420	1.0	1.0
gene:TraesCS1D03G0043800	Chr1D	10199037	10210936	+	10204986	Chr1D	10297799	10309703	+	10303751	1.0	1.0
gene:TraesCS1D03G0044000	Chr1D	10256969	10257223	+	10257096	Chr1D	10355760	10356014	+	10355887	1.0	1.0
gene:TraesCS1D03G0044100	Chr1D	10261405	10262472	-	10261938	Chr1D	10360197	10361264	-	10360730	1.0	1.0
gene:TraesCS1D03G0044200	Chr1D	10270654	10274452	+	10272553	Chr1D	10369448	10373246	+	10371347	1.0	1.0
