gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	JIN50_tgt_strand	JIN50_tgt_midpoint	JIN50_coverage	JIN50_identity
gene:TraesCS5A03G0004000	Chr5A	2741825	2743021	-	2742423	Chr5A	5126729	5127925	-	5127327	1.0	0.997
gene:TraesCS5A03G0004500	Chr5A	2854750	2859673	-	2857211	Chr5A	5248045	5252764	-	5250404	0.991	0.985
gene:TraesCS5A03G0004900	Chr5A	2989002	2993252	-	2991127	Chr5A	5399295	5403544	-	5401419	1.0	0.997
gene:TraesCS5A03G0005200	Chr5A	3010374	3014596	+	3012485	Chr5A	5412430	5416672	+	5414551	1.0	0.987
gene:TraesCS5A03G0005300	Chr5A	3015603	3020596	+	3018099	Chr5A	5417646	5422593	+	5420119	0.999	0.995
gene:TraesCS5A03G0005400	Chr5A	3027435	3033237	-	3030336	Chr5A	5429036	5434845	-	5431940	0.999	0.992
gene:TraesCS5A03G0005500	Chr5A	3081377	3084416	-	3082896	Chr5A	5524773	5527806	-	5526289	0.997	0.995
gene:TraesCS5A03G0006300	Chr5A	3306994	3308561	-	3307777	Chr5A	5728471	5730026	-	5729248	0.991	0.984
gene:TraesCS5A03G0006400	Chr5A	3312509	3313435	+	3312972	Chr5A	5795365	5796291	+	5795828	1.0	0.992
gene:TraesCS5A03G0006500	Chr5A	3315802	3317881	-	3316841	Chr5A	5798501	5800519	-	5799510	0.992	0.991
gene:TraesCS5A03G0006600	Chr5A	3318157	3321929	-	3320043	Chr5A	5800795	5804581	-	5802688	0.991	0.972
gene:TraesCS5A03G0006700	Chr5A	3323908	3324402	+	3324155	Chr5A	5806550	5807044	+	5806797	1.0	0.997
gene:TraesCS5A03G0006800	Chr5A	3330540	3332847	+	3331693	Chr5A	5810474	5812777	+	5811625	1.0	0.999
gene:TraesCS5A03G0007000	Chr5A	3335666	3337315	-	3336490	Chr5A	5815585	5817221	-	5816403	0.992	0.985
gene:TraesCS5A03G0007500	Chr5A	3522415	3524184	-	3523299	Chr5A	5855642	5857409	-	5856525	0.998	0.988
gene:TraesCS5A03G0007700	Chr5A	3551523	3556494	-	3554008	Chr5A	5883614	5888585	-	5886099	1.0	0.999
gene:TraesCS5A03G0007900	Chr5A	3632961	3634579	+	3633770	Chr5A	5965050	5966668	+	5965859	1.0	1.0
gene:TraesCS5A03G0008000	Chr5A	3769384	3773677	+	3771530	Chr5A	6101395	6105688	+	6103541	1.0	1.0
gene:TraesCS5A03G0008100	Chr5A	3774296	3777820	-	3776058	Chr5A	6106307	6109848	-	6108077	1.0	1.0
gene:TraesCS5A03G0008300	Chr5A	3796488	3802877	-	3799682	Chr5A	6128517	6134859	-	6131688	0.986	0.985
gene:TraesCS5A03G0008600	Chr5A	3869700	3875455	-	3872577	Chr5A	6193300	6199055	-	6196177	1.0	1.0
gene:TraesCS5A03G0008900	Chr5A	3992185	3995626	+	3993905	Chr5A	6315880	6319307	+	6317593	0.994	0.994
gene:TraesCS5A03G0009200	Chr5A	4072714	4080157	+	4076435	Chr5A	6396418	6403861	+	6400139	1.0	1.0
gene:TraesCS5A03G0009300	Chr5A	4081207	4083626	+	4082416	Chr5A	6404911	6407330	+	6406120	1.0	1.0
gene:TraesCS5A03G0009400	Chr5A	4100653	4103564	-	4102108	Chr5A	6424359	6427266	-	6425812	1.0	1.0
gene:TraesCS5A03G0009500	Chr5A	4120412	4124180	-	4122296	Chr5A	6444119	6447887	-	6446003	1.0	1.0
gene:TraesCS5A03G0009700	Chr5A	4186460	4199135	+	4192797	Chr5A	6509677	6522352	+	6516014	1.0	1.0
gene:TraesCS5A03G0009900	Chr5A	4216771	4219824	+	4218297	Chr5A	6539986	6543039	+	6541512	1.0	1.0
gene:TraesCS5A03G0010100	Chr5A	4264649	4265629	-	4265139	Chr5A	6572716	6573696	-	6573206	1.0	0.998
gene:TraesCS5A03G0010300	Chr5A	4274826	4278699	-	4276762	Chr5A	6582895	6586768	-	6584831	1.0	1.0
gene:TraesCS5A03G0010400	Chr5A	4289135	4289901	+	4289518	Chr5A	6597205	6597971	+	6597588	1.0	0.997
gene:TraesCS5A03G0010500	Chr5A	4295044	4309997	+	4302520	Chr5A	6603132	6618097	+	6610614	1.0	1.0
gene:TraesCS5A03G0010600	Chr5A	4314200	4318047	-	4316123	Chr5A	6622295	6626142	-	6624218	1.0	1.0
gene:TraesCS5A03G0010800	Chr5A	4324864	4327830	-	4326347	Chr5A	6632956	6636059	-	6634507	0.931	0.92
gene:TraesCS5A03G0010900	Chr5A	4334824	4335825	-	4335324	Chr5A	6714797	6715798	-	6715297	1.0	0.994
gene:TraesCS5A03G0011000	Chr5A	4338873	4349382	+	4344127	Chr5A	6719560	6730062	+	6724811	1.0	0.996
gene:TraesCS5A03G0011200	Chr5A	4407568	4419230	+	4413399	Chr5A	6788440	6800102	+	6794271	1.0	1.0
gene:TraesCS5A03G0011300	Chr5A	4421557	4424972	+	4423264	Chr5A	6802429	6805844	+	6804136	1.0	0.999
gene:TraesCS5A03G0011400	Chr5A	4427274	4431603	+	4429438	Chr5A	6807596	6811931	+	6809763	0.994	0.992
gene:TraesCS5A03G0011500	Chr5A	4458508	4461918	+	4460213	Chr5A	6838842	6842252	+	6840547	1.0	1.0
gene:TraesCS5A03G0012100	Chr5A	4601170	4603965	+	4602567	Chr5A	6950541	6953336	+	6951938	1.0	0.998
gene:TraesCS5A03G0013200	Chr5A	4919883	4925344	+	4922613	Chr5A	7307392	7312848	+	7310120	1.0	0.993
gene:TraesCS5A03G0013300	Chr5A	4930158	4933157	-	4931657	Chr5A	7317664	7319737	-	7318700	1.0	0.993
gene:TraesCS5A03G0013900	Chr5A	4955513	4957493	+	4956503	Chr5A	7348790	7350770	+	7349780	1.0	0.997
gene:TraesCS5A03G0014100	Chr5A	4985496	4986139	-	4985817	Chr5A	7390801	7391444	-	7391122	1.0	0.994
gene:TraesCS5A03G0014200	Chr5A	4993029	4993634	+	4993331	Chr5A	7398334	7398939	+	7398636	1.0	1.0
gene:TraesCS5A03G0015400	Chr5A	5201460	5203706	+	5202583	Chr5A	7606323	7608569	+	7607446	1.0	1.0
gene:TraesCS5A03G0015700	Chr5A	5513746	5517685	+	5515715	Chr5A	7918342	7922281	+	7920311	1.0	1.0
gene:TraesCS5A03G0016200	Chr5A	5595617	5601458	+	5598537	Chr5A	7992871	7998732	+	7995801	1.0	0.997
gene:TraesCS5A03G0017300	Chr5A	5963526	5964147	-	5963836	Chr5A	8161499	8162120	-	8161809	1.0	0.994
gene:TraesCS5A03G0017400	Chr5A	5969124	5969789	-	5969456	Chr5A	8167103	8167771	-	8167437	1.0	0.994
gene:TraesCS5A03G0017500	Chr5A	6014157	6019058	-	6016607	Chr5A	8204182	8209049	-	8206615	0.987	0.985
gene:TraesCS5A03G0017800	Chr5A	6121420	6125041	-	6123230	Chr5A	8313998	8317622	-	8315810	1.0	0.993
gene:TraesCS5A03G0018600	Chr5A	6449947	6462537	+	6456242	Chr5A	8804061	8816649	+	8810355	1.0	0.996
gene:TraesCS5A03G0018900	Chr5A	6859842	6878845	+	6869343	Chr5A	9212286	9231693	+	9221989	1.0	0.997
gene:TraesCS5A03G0019200	Chr5A	7127244	7130490	-	7128867	Chr5A	9464804	9468071	-	9466437	1.0	0.988
gene:TraesCS5A03G0019300	Chr5A	7146913	7157001	+	7151957	Chr5A	9484169	9497184	+	9490676	0.998	0.976
gene:TraesCS5A03G0019500	Chr5A	7302024	7303817	+	7302920	Chr5A	9677827	9679622	+	9678724	1.0	0.989
gene:TraesCS5A03G0019600	Chr5A	7304442	7323297	+	7313869	Chr5A	9680248	9693939	+	9687093	0.997	0.994
gene:TraesCS5A03G0020600	Chr5A	7409534	7412849	+	7411191	Chr5A	9766304	9769565	+	9767934	0.964	0.954
gene:TraesCS5A03G0020700	Chr5A	7443708	7446821	-	7445264	Chr5A	9799749	9802743	-	9801246	1.0	0.995
gene:TraesCS5A03G0020800	Chr5A	7567427	7569538	+	7568482	Chr5A	9931922	9934033	+	9932977	1.0	0.997
gene:TraesCS5A03G0020900	Chr5A	7578368	7580621	+	7579494	Chr5A	9942794	9945047	+	9943920	1.0	0.996
gene:TraesCS5A03G0021000	Chr5A	7595016	7596460	-	7595738	Chr5A	9961587	9963031	-	9962309	1.0	0.991
gene:TraesCS5A03G0021600	Chr5A	7658120	7662278	-	7660199	Chr5A	9991515	9995672	-	9993593	1.0	0.997
gene:TraesCS5A03G0021800	Chr5A	7691295	7692095	+	7691695	Chr5A	10009183	10009983	+	10009583	1.0	0.996
gene:TraesCS5A03G0022100	Chr5A	7735086	7738589	+	7736837	Chr5A	10055612	10059123	+	10057367	0.999	0.989
gene:TraesCS5A03G0022200	Chr5A	7767606	7779699	+	7773652	Chr5A	10096739	10108672	+	10102705	0.995	0.983
gene:TraesCS5A03G0022300	Chr5A	7782872	7788336	+	7785604	Chr5A	10111790	10117252	+	10114521	0.994	0.987
gene:TraesCS5A03G0022400	Chr5A	7789487	7796081	-	7792784	Chr5A	10118051	10124588	-	10121319	1.0	0.986
gene:TraesCS5A03G0023300	Chr5A	7870862	7882905	-	7876883	Chr5A	10214069	10226095	-	10220082	0.995	0.994
gene:TraesCS5A03G0023800	Chr5A	7940806	7941798	-	7941302	Chr5A	10277572	10278564	-	10278068	1.0	0.988
gene:TraesCS5A03G0023900	Chr5A	7965573	7966784	-	7966178	Chr5A	10464940	10466141	-	10465540	0.991	0.986
gene:TraesCS5A03G0024600	Chr5A	8147370	8148388	+	8147879	Chr5A	10637047	10638041	+	10637544	1.0	0.986
gene:TraesCS5A03G0024900	Chr5A	8268730	8270961	-	8269845	Chr5A	10766717	10768948	-	10767832	1.0	0.994
gene:TraesCS5A03G0025000	Chr5A	8330560	8331320	+	8330940	Chr5A	10817325	10818087	+	10817706	1.0	0.994
gene:TraesCS5A03G0025200	Chr5A	8352960	8358898	+	8355929	Chr5A	10847095	10853031	+	10850063	1.0	0.996
gene:TraesCS5A03G0025300	Chr5A	8522478	8524641	+	8523559	Chr5A	10988631	10990795	+	10989713	1.0	0.999
gene:TraesCS5A03G0025400	Chr5A	8524711	8528863	-	8526787	Chr5A	10990865	10995017	-	10992941	1.0	0.998
gene:TraesCS5A03G0025800	Chr5A	8648473	8649403	+	8648938	Chr5A	11045852	11046782	+	11046317	1.0	0.997
gene:TraesCS5A03G0026200	Chr5A	8665908	8667736	-	8666822	Chr5A	11061690	11063518	-	11062604	1.0	0.997
gene:TraesCS5A03G0026600	Chr5A	8730184	8733043	+	8731613	Chr5A	11125783	11128646	+	11127214	1.0	0.998
gene:TraesCS5A03G0026700	Chr5A	8778276	8780216	+	8779246	Chr5A	11160051	11161991	+	11161021	1.0	0.996
gene:TraesCS5A03G0026900	Chr5A	8814105	8814896	-	8814500	Chr5A	11195740	11196531	-	11196135	1.0	0.997
gene:TraesCS5A03G0027000	Chr5A	8838964	8840127	+	8839545	Chr5A	11220611	11221774	+	11221192	1.0	0.999
gene:TraesCS5A03G0027900	Chr5A	9677168	9677338	+	9677253	Chr5A	12110709	12110879	+	12110794	1.0	1.0
gene:TraesCS5A03G0028100	Chr5A	9690224	9692901	+	9691562	Chr5A	12122503	12125174	+	12123838	1.0	0.995
gene:TraesCS5A03G0028700	Chr5A	9851187	9857576	+	9854381	Chr5A	12292215	12298600	+	12295407	0.998	0.996
gene:TraesCS5A03G0028800	Chr5A	9858552	9864529	+	9861540	Chr5A	12299618	12305606	+	12302612	1.0	0.997
gene:TraesCS5A03G0029100	Chr5A	10114295	10114744	+	10114519	Chr5A	12506087	12506536	+	12506311	1.0	0.995
gene:TraesCS5A03G0029300	Chr5A	10262014	10262538	+	10262276	Chr5A	12674680	12675204	+	12674942	1.0	1.0
gene:TraesCS5A03G0029400	Chr5A	10265922	10267417	+	10266669	Chr5A	12678552	12680048	+	12679300	1.0	0.996
gene:TraesCS5A03G0029500	Chr5A	10317335	10318175	+	10317755	Chr5A	12728727	12729549	+	12729138	0.976	0.974
gene:TraesCS5A03G0030000	Chr5A	10511368	10514727	-	10513047	Chr5A	12930917	12934162	-	12932539	0.999	0.998
gene:TraesCS5A03G0030200	Chr5A	10524836	10525171	-	10525003	Chr5A	12944285	12944620	-	12944452	1.0	0.991
gene:TraesCS5A03G0030600	Chr5A	10930049	10933487	+	10931768	Chr5A	13338227	13341665	+	13339946	1.0	0.997
gene:TraesCS5A03G0030900	Chr5A	10943282	10944054	-	10943668	Chr5A	13351390	13352162	-	13351776	1.0	0.984
gene:TraesCS5A03G0031000	Chr5A	10991585	10992190	-	10991887	Chr5A	13399296	13399901	-	13399598	1.0	0.993
gene:TraesCS5A03G0031500	Chr5A	11231581	11233719	+	11232650	Chr5A	13570735	13572873	+	13571804	1.0	0.995
gene:TraesCS5A03G0031600	Chr5A	11271216	11275164	-	11273190	Chr5A	13626115	13630063	-	13628089	1.0	1.0
gene:TraesCS5A03G0031800	Chr5A	11321692	11323002	-	11322347	Chr5A	13682132	13683442	-	13682787	1.0	0.996
gene:TraesCS5A03G0031900	Chr5A	11441009	11444083	-	11442546	Chr5A	13691005	13694079	-	13692542	1.0	0.997
gene:TraesCS5A03G0032100	Chr5A	11514200	11515345	-	11514772	Chr5A	13778105	13779250	-	13778677	1.0	0.994
gene:TraesCS5A03G0032200	Chr5A	11537699	11539038	-	11538368	Chr5A	13802453	13803798	-	13803125	1.0	0.998
gene:TraesCS5A03G0032300	Chr5A	11553471	11554906	-	11554188	Chr5A	13817002	13818437	-	13817719	1.0	0.999
gene:TraesCS5A03G0032700	Chr5A	11654193	11660814	-	11657503	Chr5A	13927375	13933995	-	13930685	1.0	0.998
gene:TraesCS5A03G0033000	Chr5A	11694348	11698751	+	11696549	Chr5A	13977596	13982097	+	13979846	1.0	0.991
gene:TraesCS5A03G0033100	Chr5A	11699005	11703374	+	11701189	Chr5A	13982384	13986705	+	13984544	0.994	0.991
gene:TraesCS5A03G0033900	Chr5A	11715248	11715721	-	11715484	Chr5A	14007129	14007602	-	14007365	1.0	0.993
gene:TraesCS5A03G0033300	Chr5A	11715248	11715721	-	11715484	Chr5A	14007129	14007602	-	14007365	1.0	0.993
gene:TraesCS5A03G0033400	Chr5A	11715248	11715721	-	11715484	Chr5A	14007129	14007602	-	14007365	1.0	0.993
gene:TraesCS5A03G0033500	Chr5A	11715248	11715721	-	11715484	Chr5A	14007129	14007602	-	14007365	1.0	0.993
gene:TraesCS5A03G0033700	Chr5A	11715248	11715721	-	11715484	Chr5A	14007129	14007602	-	14007365	1.0	0.993
gene:TraesCS5A03G0033200	Chr5A	11715248	11715721	-	11715484	Chr5A	14007129	14007602	-	14007365	1.0	0.993
gene:TraesCS5A03G0033800	Chr5A	11715248	11715721	-	11715484	Chr5A	14007129	14007602	-	14007365	1.0	0.993
gene:TraesCS5A03G0034000	Chr5A	11715248	11715721	-	11715484	Chr5A	14007129	14007602	-	14007365	1.0	0.993
gene:TraesCS5A03G0033600	Chr5A	11715248	11715721	-	11715484	Chr5A	14007129	14007602	-	14007365	1.0	0.993
gene:TraesCS5A03G0034100	Chr5A	11885871	11890851	+	11888361	Chr5A	14206218	14211193	+	14208705	1.0	0.997
gene:TraesCS5A03G0034200	Chr5A	11895860	11910107	-	11902983	Chr5A	14215991	14230257	-	14223124	1.0	0.997
gene:TraesCS5A03G0034700	Chr5A	12251749	12256420	-	12254084	Chr5A	14589247	14593705	-	14591476	0.947	0.944
gene:TraesCS5A03G0035400	Chr5A	12529770	12533605	+	12531687	Chr5A	14861502	14865300	+	14863401	0.96	0.96
gene:TraesCS5A03G0035500	Chr5A	12533757	12534928	-	12534342	Chr5A	14865480	14866660	-	14866070	1.0	0.991
gene:TraesCS5A03G0035600	Chr5A	12594684	12599889	+	12597286	Chr5A	14918976	14924211	+	14921593	1.0	1.0
gene:TraesCS5A03G0036100	Chr5A	12887867	12889818	-	12888842	Chr5A	15210996	15212947	-	15211971	1.0	1.0
gene:TraesCS5A03G0036600	Chr5A	12978984	12986405	-	12982694	Chr5A	15325208	15332629	-	15328918	1.0	0.997
gene:TraesCS5A03G0036700	Chr5A	13070935	13074950	+	13072942	Chr5A	15422774	15426789	+	15424781	1.0	1.0
gene:TraesCS5A03G0036800	Chr5A	13077346	13078411	-	13077878	Chr5A	15429185	15430250	-	15429717	1.0	1.0
gene:TraesCS5A03G0037100	Chr5A	13103154	13118433	-	13110793	Chr5A	15453708	15469002	-	15461355	1.0	0.998
gene:TraesCS5A03G0037600	Chr5A	13181189	13183029	-	13182109	Chr5A	15531755	15533595	-	15532675	1.0	1.0
gene:TraesCS5A03G0037900	Chr5A	13554097	13557049	+	13555573	Chr5A	15903915	15906867	+	15905391	1.0	1.0
gene:TraesCS5A03G0038100	Chr5A	13557667	13559988	-	13558827	Chr5A	15907485	15909806	-	15908645	1.0	0.997
gene:TraesCS5A03G0038900	Chr5A	13945951	13947357	-	13946654	Chr5A	16375163	16376569	-	16375866	1.0	1.0
gene:TraesCS5A03G0039100	Chr5A	13973695	13981306	+	13977500	Chr5A	16402911	16410522	+	16406716	1.0	1.0
gene:TraesCS5A03G0039300	Chr5A	14003438	14007677	+	14005557	Chr5A	16432647	16436886	+	16434766	1.0	1.0
gene:TraesCS5A03G0039700	Chr5A	14169905	14170834	-	14170369	Chr5A	16661478	16662407	-	16661942	1.0	1.0
gene:TraesCS5A03G0039800	Chr5A	14170921	14172486	-	14171703	Chr5A	16662494	16664059	-	16663276	1.0	1.0
gene:TraesCS5A03G0040100	Chr5A	14385600	14392560	+	14389080	Chr5A	16877472	16884433	+	16880952	1.0	1.0
gene:TraesCS5A03G0040500	Chr5A	14533373	14537750	+	14535561	Chr5A	17025213	17029590	+	17027401	1.0	1.0
gene:TraesCS5A03G0041100	Chr5A	14654769	14654966	-	14654867	Chr5A	17146201	17146398	-	17146299	1.0	0.994
gene:TraesCS5A03G0041300	Chr5A	14794669	14797167	-	14795918	Chr5A	17284378	17286876	-	17285627	1.0	1.0
gene:TraesCS5A03G0042000	Chr5A	15061413	15062058	-	15061735	Chr5A	17551549	17552194	-	17551871	1.0	0.998
gene:TraesCS5A03G0042100	Chr5A	15065943	15066625	-	15066284	Chr5A	17556079	17556761	-	17556420	1.0	1.0
gene:TraesCS5A03G0042400	Chr5A	15111999	15112510	-	15112254	Chr5A	17602119	17602630	-	17602374	1.0	1.0
gene:TraesCS5A03G0042800	Chr5A	15369639	15373889	-	15371764	Chr5A	17859831	17864087	-	17861959	1.0	0.999
gene:TraesCS5A03G0042900	Chr5A	15376024	15377704	-	15376864	Chr5A	17866222	17867902	-	17867062	1.0	1.0
gene:TraesCS5A03G0043300	Chr5A	16082731	16086382	+	16084556	Chr5A	18568014	18571665	+	18569839	1.0	1.0
gene:TraesCS5A03G0043600	Chr5A	16133993	16134541	-	16134267	Chr5A	18619258	18619806	-	18619532	1.0	1.0
gene:TraesCS5A03G0043700	Chr5A	16141514	16142455	-	16141984	Chr5A	18626782	18627723	-	18627252	1.0	1.0
gene:TraesCS5A03G0043900	Chr5A	16174078	16175132	-	16174605	Chr5A	18659355	18660409	-	18659882	1.0	1.0
gene:TraesCS5A03G0044100	Chr5A	16201077	16201881	-	16201479	Chr5A	18686361	18687165	-	18686763	1.0	1.0
gene:TraesCS5A03G0044200	Chr5A	16212920	16213650	-	16213285	Chr5A	18698204	18698934	-	18698569	1.0	1.0
gene:TraesCS5A03G0044400	Chr5A	16245555	16246254	+	16245904	Chr5A	18730838	18731537	+	18731187	1.0	1.0
gene:TraesCS5A03G0044500	Chr5A	16362866	16363541	+	16363203	Chr5A	18836499	18837174	+	18836836	1.0	1.0
gene:TraesCS5A03G0044600	Chr5A	16432509	16433288	+	16432898	Chr5A	18906141	18906920	+	18906530	1.0	1.0
gene:TraesCS5A03G0044700	Chr5A	16437331	16438102	+	16437716	Chr5A	18910963	18911734	+	18911348	1.0	1.0
gene:TraesCS5A03G0044800	Chr5A	16442984	16443526	+	16443255	Chr5A	18916616	18917158	+	18916887	1.0	1.0
gene:TraesCS5A03G0044900	Chr5A	16448547	16449328	+	16448937	Chr5A	18922179	18922960	+	18922569	1.0	1.0
gene:TraesCS5A03G0045000	Chr5A	16454101	16454687	+	16454394	Chr5A	18927733	18928319	+	18928026	1.0	1.0
gene:TraesCS5A03G0045100	Chr5A	16459724	16460266	+	16459995	Chr5A	18933356	18933898	+	18933627	1.0	1.0
gene:TraesCS5A03G0045200	Chr5A	16465254	16466071	+	16465662	Chr5A	18938886	18939704	+	18939295	1.0	0.998
gene:TraesCS5A03G0045500	Chr5A	16789187	16791889	-	16790538	Chr5A	19261943	19264645	-	19263294	1.0	0.999
gene:TraesCS5A03G0045900	Chr5A	16866872	16868390	-	16867631	Chr5A	19339785	19341303	-	19340544	1.0	0.999
gene:TraesCS5A03G0046200	Chr5A	16983697	16984251	-	16983974	Chr5A	19447033	19447587	-	19447310	1.0	1.0
gene:TraesCS5A03G0046800	Chr5A	17790269	17795607	+	17792938	Chr5A	20243800	20249146	+	20246473	1.0	1.0
gene:TraesCS5A03G0046900	Chr5A	17809557	17813693	-	17811625	Chr5A	20263106	20267242	-	20265174	1.0	1.0
gene:TraesCS5A03G0047100	Chr5A	18352947	18355076	-	18354011	Chr5A	20806269	20808398	-	20807333	1.0	1.0
gene:TraesCS5A03G0050000	Chr5A	18560437	18560964	-	18560700	Chr5A	21012016	21012543	-	21012279	1.0	0.998
gene:TraesCS5A03G0050500	Chr5A	18910099	18913086	+	18911592	Chr5A	21360992	21363979	+	21362485	1.0	1.0
gene:TraesCS5A03G0050700	Chr5A	18916182	18923705	-	18919943	Chr5A	21367075	21374599	-	21370837	1.0	1.0
gene:TraesCS5A03G0051400	Chr5A	19168016	19170950	-	19169483	Chr5A	21616839	21619773	-	21618306	1.0	1.0
gene:TraesCS5A03G0051900	Chr5A	19226402	19228090	+	19227246	Chr5A	21671639	21673327	+	21672483	1.0	1.0
gene:TraesCS5A03G0053100	Chr5A	19462990	19464886	-	19463938	Chr5A	21908302	21910198	-	21909250	1.0	1.0
gene:TraesCS5A03G0053200	Chr5A	19472218	19473316	+	19472767	Chr5A	21917554	21918652	+	21918103	1.0	1.0
gene:TraesCS5A03G0053400	Chr5A	19513811	19514992	+	19514401	Chr5A	21959167	21960348	+	21959757	1.0	1.0
gene:TraesCS5A03G0053700	Chr5A	19568441	19570112	+	19569276	Chr5A	22013828	22015499	+	22014663	1.0	1.0
gene:TraesCS5A03G0053800	Chr5A	19571726	19572774	+	19572250	Chr5A	22017114	22018162	+	22017638	1.0	0.996
gene:TraesCS5A03G0054100	Chr5A	19617367	19622081	-	19619724	Chr5A	22062724	22067438	-	22065081	1.0	1.0
gene:TraesCS5A03G0054500	Chr5A	19766788	19770491	+	19768639	Chr5A	22211936	22215639	+	22213787	1.0	1.0
gene:TraesCS5A03G0054600	Chr5A	19772527	19775655	+	19774091	Chr5A	22217673	22220801	+	22219237	1.0	1.0
gene:TraesCS5A03G0054700	Chr5A	19778401	19782788	-	19780594	Chr5A	22223547	22227934	-	22225740	1.0	1.0
gene:TraesCS5A03G0055000	Chr5A	20328995	20329780	-	20329387	Chr5A	22773677	22774462	-	22774069	1.0	1.0
gene:TraesCS5A03G0055100	Chr5A	20334747	20336643	+	20335695	Chr5A	22779429	22781325	+	22780377	1.0	1.0
gene:TraesCS5A03G0055400	Chr5A	20575354	20577091	-	20576222	Chr5A	23011907	23013644	-	23012775	1.0	1.0
gene:TraesCS5A03G0055500	Chr5A	20599716	20601776	-	20600746	Chr5A	23061993	23064053	-	23063023	1.0	0.998
gene:TraesCS5A03G0055600	Chr5A	20606418	20609919	+	20608168	Chr5A	23068476	23071990	+	23070233	1.0	0.996
gene:TraesCS5A03G0055800	Chr5A	20616397	20619451	+	20617924	Chr5A	23119086	23122137	+	23120611	0.998	0.988
gene:TraesCS5A03G0057500	Chr5A	20750309	20754701	-	20752505	Chr5A	23578328	23582720	-	23580524	1.0	1.0
gene:TraesCS5A03G0057600	Chr5A	20794666	20796281	+	20795473	Chr5A	23622619	23624234	+	23623426	1.0	1.0
gene:TraesCS5A03G0058100	Chr5A	20841287	20851033	-	20846160	Chr5A	23669253	23678999	-	23674126	1.0	1.0
gene:TraesCS5A03G0058200	Chr5A	20856434	20857896	-	20857165	Chr5A	23684400	23685862	-	23685131	1.0	1.0
gene:TraesCS5A03G0058300	Chr5A	20885980	20887325	-	20886652	Chr5A	23713952	23715300	-	23714626	1.0	0.997
gene:TraesCS5A03G0058400	Chr5A	20887907	20888664	+	20888285	Chr5A	23715882	23716639	+	23716260	1.0	1.0
gene:TraesCS5A03G0058500	Chr5A	21002079	21004310	+	21003194	Chr5A	23830026	23832248	+	23831137	0.995	0.995
gene:TraesCS5A03G0058900	Chr5A	21040081	21043244	+	21041662	Chr5A	23868018	23871181	+	23869599	1.0	1.0
gene:TraesCS5A03G0059600	Chr5A	21156613	21161181	+	21158897	Chr5A	23982776	23987344	+	23985060	1.0	1.0
gene:TraesCS5A03G0059700	Chr5A	21162743	21166518	+	21164630	Chr5A	23988908	23992683	+	23990795	1.0	1.0
gene:TraesCS5A03G0059800	Chr5A	21168150	21168749	-	21168449	Chr5A	23994315	23994914	-	23994614	1.0	1.0
gene:TraesCS5A03G0060600	Chr5A	21187379	21188974	+	21188176	Chr5A	24013545	24015140	+	24014342	1.0	1.0
gene:TraesCS5A03G0060700	Chr5A	21201520	21207239	-	21204379	Chr5A	24027685	24033400	-	24030542	1.0	0.999
gene:TraesCS5A03G0060800	Chr5A	21472978	21475235	-	21474106	Chr5A	24326851	24329108	-	24327979	1.0	1.0
