gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_IAAS_tgt_chr	CS_IAAS_tgt_start	CS_IAAS_tgt_end	CS_IAAS_tgt_strand	CS_IAAS_tgt_midpoint	CS_IAAS_coverage	CS_IAAS_identity
gene:TraesCS1D03G0003300	Chr1D	588197	590502	-	589349	Chr1D	691817	694122	-	692969	1.0	1.0
gene:TraesCS1D03G0003500	Chr1D	670994	672152	+	671573	Chr1D	774730	775888	+	775309	1.0	1.0
gene:TraesCS1D03G0003600	Chr1D	683590	686755	+	685172	Chr1D	787328	790493	+	788910	1.0	1.0
gene:TraesCS1D03G0003900	Chr1D	715245	719435	+	717340	Chr1D	818988	823178	+	821083	1.0	1.0
gene:TraesCS1D03G0004300	Chr1D	770686	771560	+	771123	Chr1D	874427	875301	+	874864	1.0	1.0
gene:TraesCS1D03G0004700	Chr1D	885654	889258	-	887456	Chr1D	989412	993016	-	991214	1.0	1.0
gene:TraesCS1D03G0005400	Chr1D	1296235	1296570	+	1296402	Chr1D	1746410	1746745	+	1746577	1.0	1.0
gene:TraesCS1D03G0006000	Chr1D	1869733	1878337	-	1874035	Chr1D	2318177	2326781	-	2322479	1.0	1.0
gene:TraesCS1D03G0006600	Chr1D	2097562	2098525	-	2098043	Chr1D	2545182	2546145	-	2545663	1.0	1.0
gene:TraesCS1D03G0006800	Chr1D	2215187	2215661	-	2215424	Chr1D	2662807	2663272	-	2663039	1.0	0.984
gene:TraesCS1D03G0006900	Chr1D	2225968	2228621	+	2227294	Chr1D	2673382	2676035	+	2674708	1.0	1.0
gene:TraesCS1D03G0007000	Chr1D	2291123	2291984	-	2291553	Chr1D	2738537	2739398	-	2738967	1.0	1.0
gene:TraesCS1D03G0007600	Chr1D	2536433	2539112	+	2537772	Chr1D	2981875	2984554	+	2983214	1.0	1.0
gene:TraesCS1D03G0007700	Chr1D	2582400	2586245	-	2584322	Chr1D	3027841	3031686	-	3029763	1.0	1.0
gene:TraesCS1D03G0007900	Chr1D	2605425	2608487	+	2606956	Chr1D	3050460	3053522	+	3051991	1.0	1.0
gene:TraesCS1D03G0008000	Chr1D	2612463	2616304	+	2614383	Chr1D	3057444	3061285	+	3059364	1.0	1.0
gene:TraesCS1D03G0008100	Chr1D	2617136	2620159	-	2618647	Chr1D	3062117	3065140	-	3063628	1.0	1.0
gene:TraesCS1D03G0008200	Chr1D	2648853	2656401	+	2652627	Chr1D	3093834	3101382	+	3097608	1.0	1.0
gene:TraesCS1D03G0008400	Chr1D	2658914	2664872	-	2661893	Chr1D	3103895	3109853	-	3106874	1.0	1.0
gene:TraesCS1D03G0008500	Chr1D	2679004	2685472	+	2682238	Chr1D	3123237	3129705	+	3126471	1.0	1.0
gene:TraesCS1D03G0008600	Chr1D	2718545	2721537	+	2720041	Chr1D	3162556	3165548	+	3164052	1.0	1.0
gene:TraesCS1D03G0008800	Chr1D	2722891	2723820	-	2723355	Chr1D	3166902	3167831	-	3167366	1.0	1.0
gene:TraesCS1D03G0009100	Chr1D	2796340	2799441	-	2797890	Chr1D	3240421	3243522	-	3241971	1.0	1.0
gene:TraesCS1D03G0009200	Chr1D	2803813	2805476	+	2804644	Chr1D	3247516	3249179	+	3248347	1.0	1.0
gene:TraesCS1D03G0009300	Chr1D	2808366	2809991	-	2809178	Chr1D	3252069	3253694	-	3252881	1.0	1.0
gene:TraesCS1D03G0009400	Chr1D	2818068	2821589	-	2819828	Chr1D	3261771	3265292	-	3263531	1.0	1.0
gene:TraesCS1D03G0009500	Chr1D	2850565	2852033	-	2851299	Chr1D	3294123	3295591	-	3294857	1.0	1.0
gene:TraesCS1D03G0009700	Chr1D	2872931	2876359	-	2874645	Chr1D	3315793	3319221	-	3317507	1.0	1.0
gene:TraesCS1D03G0009900	Chr1D	2927907	2928881	+	2928394	Chr1D	3370277	3371251	+	3370764	1.0	1.0
gene:TraesCS1D03G0010000	Chr1D	2945825	2946808	+	2946316	Chr1D	3387948	3388931	+	3388439	1.0	1.0
gene:TraesCS1D03G0010400	Chr1D	3008174	3009061	+	3008617	Chr1D	3449875	3450762	+	3450318	1.0	1.0
gene:TraesCS1D03G0010500	Chr1D	3017359	3018255	+	3017807	Chr1D	3458666	3459562	+	3459114	1.0	1.0
gene:TraesCS1D03G0010600	Chr1D	3035516	3036070	+	3035793	Chr1D	3472890	3473444	+	3473167	1.0	1.0
gene:TraesCS1D03G0010900	Chr1D	3049234	3052252	+	3050743	Chr1D	3486608	3489626	+	3488117	1.0	1.0
gene:TraesCS1D03G0011000	Chr1D	3051473	3051794	-	3051633	Chr1D	3488847	3489168	-	3489007	1.0	1.0
gene:TraesCS1D03G0011200	Chr1D	3058505	3059110	+	3058807	Chr1D	3495607	3496212	+	3495909	1.0	1.0
gene:TraesCS1D03G0011300	Chr1D	3060050	3060268	+	3060159	Chr1D	3497152	3497370	+	3497261	1.0	1.0
gene:TraesCS1D03G0011800	Chr1D	3134519	3134782	-	3134650	Chr1D	3571515	3571778	-	3571646	1.0	1.0
gene:TraesCS1D03G0011900	Chr1D	3146520	3146738	+	3146629	Chr1D	3583074	3583292	+	3583183	1.0	1.0
gene:TraesCS1D03G0012000	Chr1D	3156660	3157255	+	3156957	Chr1D	3593214	3593809	+	3593511	1.0	1.0
gene:TraesCS1D03G0012400	Chr1D	3168296	3169363	-	3168829	Chr1D	3604850	3605917	-	3605383	1.0	1.0
gene:TraesCS1D03G0012300	Chr1D	3168296	3169363	-	3168829	Chr1D	3604850	3605917	-	3605383	1.0	1.0
gene:TraesCS1D03G0012500	Chr1D	3190753	3196211	+	3193482	Chr1D	3627307	3632765	+	3630036	1.0	1.0
gene:TraesCS1D03G0012700	Chr1D	3317114	3318407	+	3317760	Chr1D	3750886	3752179	+	3751532	1.0	1.0
gene:TraesCS1D03G0012800	Chr1D	3350322	3352192	+	3351257	Chr1D	3783726	3785596	+	3784661	1.0	1.0
gene:TraesCS1D03G0013000	Chr1D	3377746	3382876	+	3380311	Chr1D	3812816	3817946	+	3815381	1.0	1.0
gene:TraesCS1D03G0013100	Chr1D	3429890	3431151	+	3430520	Chr1D	3862447	3863708	+	3863077	1.0	1.0
gene:TraesCS1D03G0013800	Chr1D	3627105	3631812	-	3629458	Chr1D	4055852	4060559	-	4058205	1.0	1.0
gene:TraesCS1D03G0014100	Chr1D	3654017	3654448	+	3654232	Chr1D	4082658	4083089	+	4082873	1.0	1.0
gene:TraesCS1D03G0014200	Chr1D	3667788	3668400	+	3668094	Chr1D	4096176	4096788	+	4096482	1.0	1.0
gene:TraesCS1D03G0014300	Chr1D	3673182	3675464	-	3674323	Chr1D	4101290	4103572	-	4102431	1.0	1.0
gene:TraesCS1D03G0014700	Chr1D	3726798	3728037	+	3727417	Chr1D	4154736	4155975	+	4155355	1.0	1.0
gene:TraesCS1D03G0014900	Chr1D	3787854	3789079	-	3788466	Chr1D	4214960	4216185	-	4215572	1.0	1.0
gene:TraesCS1D03G0015100	Chr1D	3821069	3822598	+	3821833	Chr1D	4247492	4249021	+	4248256	1.0	1.0
gene:TraesCS1D03G0015200	Chr1D	3916114	3917013	-	3916563	Chr1D	4342041	4342940	-	4342490	1.0	1.0
gene:TraesCS1D03G0015300	Chr1D	3943302	3944607	-	3943954	Chr1D	4368639	4369944	-	4369291	1.0	1.0
gene:TraesCS1D03G0015500	Chr1D	4008439	4008696	+	4008567	Chr1D	4432756	4433013	+	4432884	1.0	1.0
gene:TraesCS1D03G0015600	Chr1D	4031888	4032790	-	4032339	Chr1D	4456205	4457107	-	4456656	1.0	1.0
gene:TraesCS1D03G0015900	Chr1D	4161332	4165555	+	4163443	Chr1D	4584870	4589093	+	4586981	1.0	1.0
gene:TraesCS1D03G0016000	Chr1D	4168175	4172160	+	4170167	Chr1D	4591713	4595698	+	4593705	1.0	1.0
gene:TraesCS1D03G0016100	Chr1D	4172892	4176565	+	4174728	Chr1D	4596430	4600103	+	4598266	1.0	1.0
gene:TraesCS1D03G0016200	Chr1D	4177197	4182517	-	4179857	Chr1D	4600735	4606055	-	4603395	1.0	1.0
gene:TraesCS1D03G0016600	Chr1D	4286412	4287695	-	4287053	Chr1D	4709958	4711241	-	4710599	1.0	1.0
gene:TraesCS1D03G0016700	Chr1D	4386351	4395126	-	4390738	Chr1D	4809911	4818692	-	4814301	1.0	1.0
gene:TraesCS1D03G0016800	Chr1D	4395798	4401534	+	4398666	Chr1D	4819364	4825100	+	4822232	1.0	1.0
gene:TraesCS1D03G0017100	Chr1D	4441316	4442197	-	4441756	Chr1D	4864765	4865646	-	4865205	1.0	1.0
gene:TraesCS1D03G0017400	Chr1D	4485187	4486277	-	4485732	Chr1D	4908673	4909763	-	4909218	1.0	1.0
gene:TraesCS1D03G0017500	Chr1D	4511639	4512641	-	4512140	Chr1D	4935130	4936132	-	4935631	1.0	1.0
gene:TraesCS1D03G0017600	Chr1D	4546440	4547558	+	4546999	Chr1D	4969933	4971048	+	4970490	0.997	0.997
gene:TraesCS1D03G0018300	Chr1D	4940040	4941015	-	4940527	Chr1D	5360844	5361819	-	5361331	1.0	1.0
gene:TraesCS1D03G0018400	Chr1D	4950479	4952240	+	4951359	Chr1D	5371285	5373046	+	5372165	1.0	1.0
gene:TraesCS1D03G0018500	Chr1D	5055567	5056764	-	5056165	Chr1D	5503997	5505194	-	5504595	1.0	1.0
gene:TraesCS1D03G0018700	Chr1D	5085791	5087899	+	5086845	Chr1D	5552301	5554409	+	5553355	1.0	1.0
gene:TraesCS1D03G0018900	Chr1D	5217817	5223338	+	5220577	Chr1D	5684355	5689877	+	5687116	1.0	1.0
gene:TraesCS1D03G0019300	Chr1D	5269306	5276316	+	5272811	Chr1D	5735941	5742951	+	5739446	1.0	0.998
gene:TraesCS1D03G0019400	Chr1D	5314169	5316891	-	5315530	Chr1D	5780804	5783526	-	5782165	1.0	1.0
gene:TraesCS1D03G0019700	Chr1D	5321435	5327699	-	5324567	Chr1D	5788070	5794334	-	5791202	1.0	1.0
gene:TraesCS1D03G0020000	Chr1D	5416602	5418218	-	5417410	Chr1D	5882332	5883948	-	5883140	1.0	1.0
gene:TraesCS1D03G0020600	Chr1D	5575968	5580858	-	5578413	Chr1D	6041714	6046604	-	6044159	1.0	1.0
gene:TraesCS1D03G0020700	Chr1D	5584625	5585680	+	5585152	Chr1D	6050371	6051426	+	6050898	1.0	1.0
gene:TraesCS1D03G0020900	Chr1D	5619330	5620109	-	5619719	Chr1D	6085078	6085857	-	6085467	1.0	1.0
gene:TraesCS1D03G0021000	Chr1D	5687938	5689538	+	5688738	Chr1D	6153693	6155293	+	6154493	1.0	1.0
gene:TraesCS1D03G0021100	Chr1D	5695036	5696676	+	5695856	Chr1D	6160791	6162431	+	6161611	1.0	1.0
gene:TraesCS1D03G0021200	Chr1D	5734745	5736216	+	5735480	Chr1D	6200501	6201972	+	6201236	1.0	1.0
gene:TraesCS1D03G0021300	Chr1D	5787123	5792364	-	5789743	Chr1D	6252887	6258131	-	6255509	1.0	1.0
gene:TraesCS1D03G0021400	Chr1D	5800416	5801330	+	5800873	Chr1D	6266183	6267097	+	6266640	1.0	1.0
gene:TraesCS1D03G0021500	Chr1D	5850271	5855556	-	5852913	Chr1D	6316046	6321333	-	6318689	1.0	1.0
gene:TraesCS1D03G0021700	Chr1D	5866018	5869520	+	5867769	Chr1D	6331795	6335297	+	6333546	1.0	1.0
gene:TraesCS1D03G0021800	Chr1D	5870381	5874515	-	5872448	Chr1D	6336158	6340292	-	6338225	1.0	1.0
gene:TraesCS1D03G0021900	Chr1D	5887607	5888518	+	5888062	Chr1D	6353382	6354293	+	6353837	1.0	1.0
gene:TraesCS1D03G0022000	Chr1D	5889906	5894463	+	5892184	Chr1D	6355681	6360238	+	6357959	1.0	1.0
gene:TraesCS1D03G0022100	Chr1D	5895435	5897468	+	5896451	Chr1D	6361210	6363243	+	6362226	1.0	1.0
gene:TraesCS1D03G0022200	Chr1D	5899194	5901390	+	5900292	Chr1D	6364969	6367165	+	6366067	1.0	1.0
gene:TraesCS1D03G0022700	Chr1D	5955107	5961830	+	5958468	Chr1D	6420885	6427608	+	6424246	1.0	1.0
gene:TraesCS1D03G0022800	Chr1D	5962133	5963519	+	5962826	Chr1D	6427911	6429297	+	6428604	1.0	1.0
gene:TraesCS1D03G0022900	Chr1D	5965029	5967804	-	5966416	Chr1D	6430808	6433583	-	6432195	1.0	1.0
gene:TraesCS1D03G0023500	Chr1D	6574304	6577432	+	6575868	Chr1D	7039349	7042477	+	7040913	1.0	1.0
gene:TraesCS1D03G0023700	Chr1D	6607032	6641306	+	6624169	Chr1D	7072145	7106422	+	7089283	1.0	1.0
gene:TraesCS1D03G0023900	Chr1D	6664438	6678885	+	6671661	Chr1D	7129555	7144003	+	7136779	1.0	1.0
gene:TraesCS1D03G0024100	Chr1D	6702026	6705310	-	6703668	Chr1D	7167144	7170428	-	7168786	1.0	1.0
gene:TraesCS1D03G0024300	Chr1D	6717424	6717978	-	6717701	Chr1D	7182542	7183096	-	7182819	1.0	1.0
gene:TraesCS1D03G0024400	Chr1D	6734472	6735112	-	6734792	Chr1D	7199598	7200238	-	7199918	1.0	1.0
gene:TraesCS1D03G0024500	Chr1D	6762398	6765377	-	6763887	Chr1D	7227524	7230503	-	7229013	1.0	1.0
gene:TraesCS1D03G0024600	Chr1D	6768889	6782560	-	6775724	Chr1D	7234015	7247686	-	7240850	1.0	1.0
gene:TraesCS1D03G0024700	Chr1D	6788386	6789994	-	6789190	Chr1D	7253512	7255120	-	7254316	1.0	1.0
gene:TraesCS1D03G0024800	Chr1D	6803517	6804251	-	6803884	Chr1D	7268643	7269377	-	7269010	1.0	1.0
gene:TraesCS1D03G0025100	Chr1D	6836115	6836863	-	6836489	Chr1D	7301241	7301989	-	7301615	1.0	1.0
gene:TraesCS1D03G0025200	Chr1D	6847588	6847915	-	6847751	Chr1D	7312717	7313044	-	7312880	1.0	1.0
gene:TraesCS1D03G0025400	Chr1D	6896537	6898345	-	6897441	Chr1D	7361662	7363470	-	7362566	1.0	1.0
gene:TraesCS1D03G0025500	Chr1D	6910143	6911975	+	6911059	Chr1D	7375268	7377100	+	7376184	1.0	1.0
gene:TraesCS1D03G0026000	Chr1D	6974090	6976661	-	6975375	Chr1D	7439205	7441776	-	7440490	1.0	1.0
gene:TraesCS1D03G0026200	Chr1D	6981796	6982558	-	6982177	Chr1D	7446913	7447675	-	7447294	1.0	1.0
gene:TraesCS1D03G0026400	Chr1D	7025015	7028044	-	7026529	Chr1D	7489631	7492660	-	7491145	1.0	1.0
gene:TraesCS1D03G0026800	Chr1D	7142988	7145861	-	7144424	Chr1D	7606639	7609512	-	7608075	1.0	1.0
gene:TraesCS1D03G0026900	Chr1D	7150081	7152861	-	7151471	Chr1D	7613732	7616512	-	7615122	1.0	1.0
gene:TraesCS1D03G0027100	Chr1D	7162457	7164005	-	7163231	Chr1D	7626108	7627656	-	7626882	1.0	1.0
gene:TraesCS1D03G0027500	Chr1D	7198014	7203075	-	7200544	Chr1D	7661615	7666676	-	7664145	1.0	1.0
gene:TraesCS1D03G0027600	Chr1D	7205594	7209460	+	7207527	Chr1D	7669195	7673061	+	7671128	1.0	1.0
gene:TraesCS1D03G0027700	Chr1D	7209703	7211493	-	7210598	Chr1D	7673304	7675094	-	7674199	1.0	1.0
gene:TraesCS1D03G0027800	Chr1D	7217568	7219054	-	7218311	Chr1D	7680907	7682393	-	7681650	1.0	1.0
gene:TraesCS1D03G0027900	Chr1D	7220638	7226063	+	7223350	Chr1D	7683977	7689402	+	7686689	1.0	1.0
gene:TraesCS1D03G0028000	Chr1D	7248635	7250357	+	7249496	Chr1D	7722769	7724491	+	7723630	1.0	1.0
gene:TraesCS1D03G0028400	Chr1D	7295347	7297250	+	7296298	Chr1D	7769481	7771384	+	7770432	1.0	1.0
gene:TraesCS1D03G0028500	Chr1D	7329510	7332180	+	7330845	Chr1D	7803340	7806010	+	7804675	1.0	1.0
gene:TraesCS1D03G0028600	Chr1D	7344236	7345795	+	7345015	Chr1D	7819220	7820779	+	7819999	1.0	1.0
gene:TraesCS1D03G0028700	Chr1D	7346429	7346764	+	7346596	Chr1D	7821413	7821748	+	7821580	1.0	1.0
gene:TraesCS1D03G0029000	Chr1D	7444347	7445118	-	7444732	Chr1D	7919254	7920025	-	7919639	1.0	1.0
gene:TraesCS1D03G0029100	Chr1D	7448772	7453083	+	7450927	Chr1D	7923679	7927992	+	7925835	1.0	1.0
gene:TraesCS1D03G0029300	Chr1D	7458483	7460471	+	7459477	Chr1D	7933392	7935380	+	7934386	1.0	1.0
gene:TraesCS1D03G0029400	Chr1D	7461845	7465604	-	7463724	Chr1D	7936754	7940513	-	7938633	1.0	1.0
gene:TraesCS1D03G0029500	Chr1D	7469380	7470382	-	7469881	Chr1D	7944278	7945280	-	7944779	1.0	1.0
gene:TraesCS1D03G0029700	Chr1D	7485862	7490452	-	7488157	Chr1D	7960760	7965350	-	7963055	1.0	1.0
gene:TraesCS1D03G0029900	Chr1D	7495928	7498713	-	7497320	Chr1D	7970826	7973611	-	7972218	1.0	1.0
gene:TraesCS1D03G0030000	Chr1D	7504293	7508717	+	7506505	Chr1D	7979193	7983615	+	7981404	1.0	1.0
gene:TraesCS1D03G0030400	Chr1D	7557933	7558861	-	7558397	Chr1D	8032847	8033775	-	8033311	1.0	1.0
gene:TraesCS1D03G0030700	Chr1D	7584288	7585388	-	7584838	Chr1D	8059204	8060304	-	8059754	1.0	1.0
gene:TraesCS1D03G0030800	Chr1D	7609089	7610266	+	7609677	Chr1D	8084003	8085180	+	8084591	1.0	1.0
gene:TraesCS1D03G0030900	Chr1D	7632197	7635495	-	7633846	Chr1D	8107114	8110412	-	8108763	1.0	1.0
gene:TraesCS1D03G0031000	Chr1D	7636833	7639437	+	7638135	Chr1D	8111756	8114360	+	8113058	1.0	1.0
gene:TraesCS1D03G0031100	Chr1D	7640389	7642599	-	7641494	Chr1D	8115312	8117522	-	8116417	1.0	1.0
gene:TraesCS1D03G0031300	Chr1D	7703824	7706918	-	7705371	Chr1D	8178751	8181845	-	8180298	1.0	1.0
gene:TraesCS1D03G0031400	Chr1D	7742263	7744697	+	7743480	Chr1D	8217195	8219629	+	8218412	1.0	1.0
gene:TraesCS1D03G0031500	Chr1D	7766021	7767467	-	7766744	Chr1D	8240949	8242395	-	8241672	1.0	1.0
gene:TraesCS1D03G0031800	Chr1D	7772412	7776370	-	7774391	Chr1D	8247340	8251298	-	8249319	1.0	1.0
gene:TraesCS1D03G0031700	Chr1D	7771995	7779704	+	7775849	Chr1D	8246923	8254632	+	8250777	1.0	1.0
gene:TraesCS1D03G0031900	Chr1D	7797379	7799716	+	7798547	Chr1D	8272307	8274644	+	8273475	1.0	0.999
gene:TraesCS1D03G0032000	Chr1D	7806662	7810184	-	7808423	Chr1D	8281590	8285112	-	8283351	1.0	1.0
gene:TraesCS1D03G0032300	Chr1D	7843644	7847436	-	7845540	Chr1D	8318560	8322352	-	8320456	1.0	1.0
gene:TraesCS1D03G0032400	Chr1D	7854309	7869098	+	7861703	Chr1D	8329225	8344021	+	8336623	1.0	1.0
gene:TraesCS1D03G0032500	Chr1D	7890500	7891777	-	7891138	Chr1D	8365424	8366701	-	8366062	1.0	1.0
gene:TraesCS1D03G0032700	Chr1D	7896242	7902109	-	7899175	Chr1D	8371166	8377033	-	8374099	1.0	1.0
gene:TraesCS1D03G0032900	Chr1D	7925981	7929834	+	7927907	Chr1D	8400905	8404759	+	8402832	1.0	1.0
gene:TraesCS1D03G0033000	Chr1D	7933872	7935232	+	7934552	Chr1D	8408797	8410157	+	8409477	1.0	1.0
gene:TraesCS1D03G0033100	Chr1D	8006183	8010570	-	8008376	Chr1D	8481206	8485593	-	8483399	1.0	1.0
gene:TraesCS1D03G0033200	Chr1D	8015283	8031795	+	8023539	Chr1D	8490306	8506820	+	8498563	1.0	1.0
gene:TraesCS1D03G0033800	Chr1D	8093813	8098708	+	8096260	Chr1D	8568841	8573736	+	8571288	1.0	1.0
gene:TraesCS1D03G0033900	Chr1D	8101658	8103140	+	8102399	Chr1D	8576684	8578166	+	8577425	1.0	1.0
gene:TraesCS1D03G0034100	Chr1D	8116295	8117076	+	8116685	Chr1D	8591321	8592102	+	8591711	1.0	1.0
gene:TraesCS1D03G0034200	Chr1D	8137290	8139047	+	8138168	Chr1D	8612315	8614072	+	8613193	1.0	1.0
gene:TraesCS1D03G0034400	Chr1D	8166280	8177789	+	8172034	Chr1D	8641310	8652838	+	8647074	1.0	1.0
gene:TraesCS1D03G0035000	Chr1D	8189624	8191287	+	8190455	Chr1D	8664655	8666318	+	8665486	1.0	1.0
gene:TraesCS1D03G0035100	Chr1D	8241841	8244372	+	8243106	Chr1D	8716875	8719406	+	8718140	1.0	1.0
gene:TraesCS1D03G0035200	Chr1D	8254180	8255126	+	8254653	Chr1D	8729215	8730161	+	8729688	1.0	1.0
gene:TraesCS1D03G0035300	Chr1D	8287580	8291578	+	8289579	Chr1D	8762626	8766624	+	8764625	1.0	1.0
gene:TraesCS1D03G0035400	Chr1D	8293631	8295994	-	8294812	Chr1D	8768677	8771040	-	8769858	1.0	1.0
gene:TraesCS1D03G0035500	Chr1D	8296531	8299442	+	8297986	Chr1D	8771577	8774488	+	8773032	1.0	1.0
gene:TraesCS1D03G0035600	Chr1D	8315967	8318268	-	8317117	Chr1D	8791013	8793314	-	8792163	1.0	1.0
gene:TraesCS1D03G0035700	Chr1D	8318805	8321664	+	8320234	Chr1D	8793851	8796710	+	8795280	1.0	1.0
gene:TraesCS1D03G0035800	Chr1D	8324667	8326267	-	8325467	Chr1D	8799713	8801313	-	8800513	1.0	1.0
gene:TraesCS1D03G0035900	Chr1D	8332217	8336281	-	8334249	Chr1D	8807263	8811327	-	8809295	1.0	1.0
gene:TraesCS1D03G0036000	Chr1D	8337814	8340700	-	8339257	Chr1D	8812860	8815746	-	8814303	1.0	1.0
gene:TraesCS1D03G0036100	Chr1D	8363677	8369101	-	8366389	Chr1D	8838730	8844154	-	8841442	1.0	1.0
gene:TraesCS1D03G0036200	Chr1D	8425686	8428027	+	8426856	Chr1D	8900744	8903089	+	8901916	1.0	1.0
gene:TraesCS1D03G0036400	Chr1D	8513539	8514237	-	8513888	Chr1D	8988594	8989292	-	8988943	1.0	1.0
gene:TraesCS1D03G0036500	Chr1D	8591248	8594687	-	8592967	Chr1D	9066221	9069660	-	9067940	1.0	1.0
gene:TraesCS1D03G0036700	Chr1D	8633821	8637432	-	8635626	Chr1D	9108657	9112268	-	9110462	1.0	1.0
gene:TraesCS1D03G0036800	Chr1D	8667203	8668447	+	8667825	Chr1D	9142039	9143283	+	9142661	1.0	1.0
gene:TraesCS1D03G0036900	Chr1D	8676817	8678607	+	8677712	Chr1D	9151653	9153443	+	9152548	1.0	1.0
gene:TraesCS1D03G0037000	Chr1D	8686742	8689043	-	8687892	Chr1D	9161579	9163880	-	9162729	1.0	1.0
gene:TraesCS1D03G0037300	Chr1D	8727511	8729922	+	8728716	Chr1D	9202350	9204761	+	9203555	1.0	1.0
gene:TraesCS1D03G0037400	Chr1D	8799437	8803408	+	8801422	Chr1D	9274278	9278249	+	9276263	1.0	1.0
gene:TraesCS1D03G0037900	Chr1D	8922917	8923896	+	8923406	Chr1D	9394879	9395858	+	9395368	1.0	1.0
gene:TraesCS1D03G0038300	Chr1D	9016302	9021501	-	9018901	Chr1D	9487595	9492794	-	9490194	1.0	1.0
gene:TraesCS1D03G0038400	Chr1D	9022044	9027361	+	9024702	Chr1D	9493337	9498654	+	9495995	1.0	1.0
gene:TraesCS1D03G0038500	Chr1D	9029515	9030704	-	9030109	Chr1D	9500808	9501997	-	9501402	1.0	1.0
gene:TraesCS1D03G0038600	Chr1D	9033681	9040126	-	9036903	Chr1D	9504974	9511419	-	9508196	1.0	1.0
gene:TraesCS1D03G0038800	Chr1D	9121342	9124455	+	9122898	Chr1D	9592436	9595549	+	9593992	1.0	1.0
gene:TraesCS1D03G0038900	Chr1D	9124737	9127417	-	9126077	Chr1D	9595831	9598511	-	9597171	1.0	1.0
gene:TraesCS1D03G0039000	Chr1D	9129416	9137638	+	9133527	Chr1D	9600510	9608732	+	9604621	1.0	1.0
gene:TraesCS1D03G0039100	Chr1D	9154545	9157552	+	9156048	Chr1D	9625638	9628645	+	9627141	1.0	1.0
gene:TraesCS1D03G0039200	Chr1D	9206067	9207887	+	9206977	Chr1D	9677160	9678980	+	9678070	1.0	1.0
gene:TraesCS1D03G0039300	Chr1D	9227821	9228352	+	9228086	Chr1D	9698918	9699449	+	9699183	1.0	1.0
gene:TraesCS1D03G0039400	Chr1D	9245157	9246124	+	9245640	Chr1D	9716262	9717229	+	9716745	1.0	1.0
gene:TraesCS1D03G0039500	Chr1D	9247527	9249158	-	9248342	Chr1D	9718632	9720263	-	9719447	1.0	1.0
gene:TraesCS1D03G0039600	Chr1D	9262555	9264156	+	9263355	Chr1D	9733663	9735264	+	9734463	1.0	1.0
gene:TraesCS1D03G0039700	Chr1D	9327845	9334250	-	9331047	Chr1D	9798955	9805360	-	9802157	1.0	1.0
gene:TraesCS1D03G0040100	Chr1D	9396284	9405243	-	9400763	Chr1D	9867396	9876356	-	9871876	1.0	1.0
