gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_IAAS_tgt_chr	CS_IAAS_tgt_start	CS_IAAS_tgt_end	CS_IAAS_tgt_strand	CS_IAAS_tgt_midpoint	CS_IAAS_coverage	CS_IAAS_identity
gene:TraesCS5B03G0029800	Chr5B	13469112	13478889	-	13474000	Chr5B	19363493	19373270	-	19368381	1.0	1.0
gene:TraesCS5B03G0030200	Chr5B	13526485	13533166	-	13529825	Chr5B	19420878	19427559	-	19424218	1.0	1.0
gene:TraesCS5B03G0030400	Chr5B	13538016	13539589	-	13538802	Chr5B	19432398	19433971	-	19433184	1.0	1.0
gene:TraesCS5B03G0030600	Chr5B	13739040	13742577	+	13740808	Chr5B	19632544	19636081	+	19634312	1.0	1.0
gene:TraesCS5B03G0030700	Chr5B	13742889	13746219	-	13744554	Chr5B	19636393	19639723	-	19638058	1.0	1.0
gene:TraesCS5B03G0030800	Chr5B	13753139	13756858	-	13754998	Chr5B	19646309	19650028	-	19648168	1.0	1.0
gene:TraesCS5B03G0030900	Chr5B	13761639	13766090	+	13763864	Chr5B	19654733	19659184	+	19656958	1.0	1.0
gene:TraesCS5B03G0031200	Chr5B	13813226	13815754	-	13814490	Chr5B	19706480	19709008	-	19707744	1.0	1.0
gene:TraesCS5B03G0031700	Chr5B	13897917	13901506	+	13899711	Chr5B	19791169	19794758	+	19792963	1.0	1.0
gene:TraesCS5B03G0032000	Chr5B	13958974	13962434	+	13960704	Chr5B	20312244	20315704	+	20313974	1.0	1.0
gene:TraesCS5B03G0032200	Chr5B	14182176	14194472	-	14188324	Chr5B	20534983	20547278	-	20541130	1.0	1.0
gene:TraesCS5B03G0032300	Chr5B	14229159	14231884	-	14230521	Chr5B	20581964	20584689	-	20583326	1.0	1.0
gene:TraesCS5B03G0032700	Chr5B	14442702	14446192	-	14444447	Chr5B	20795531	20799021	-	20797276	1.0	1.0
gene:TraesCS5B03G0034100	Chr5B	14735969	14739364	+	14737666	Chr5B	21087894	21091289	+	21089591	1.0	1.0
gene:TraesCS5B03G0034400	Chr5B	14964550	14964981	-	14964765	Chr5B	21327634	21328065	-	21327849	1.0	1.0
gene:TraesCS5B03G0034500	Chr5B	14967780	14968459	-	14968119	Chr5B	21330864	21331543	-	21331203	1.0	1.0
gene:TraesCS5B03G0034800	Chr5B	15060069	15060977	-	15060523	Chr5B	21423166	21424074	-	21423620	1.0	1.0
gene:TraesCS5B03G0035100	Chr5B	15104616	15105443	+	15105029	Chr5B	21467717	21468544	+	21468130	1.0	1.0
gene:TraesCS5B03G0035300	Chr5B	15107932	15108639	+	15108285	Chr5B	21471033	21471740	+	21471386	1.0	1.0
gene:TraesCS5B03G0035400	Chr5B	15128993	15130601	+	15129797	Chr5B	21492095	21493703	+	21492899	1.0	1.0
gene:TraesCS5B03G0035500	Chr5B	15147679	15148176	+	15147927	Chr5B	21510791	21511288	+	21511039	1.0	1.0
gene:TraesCS5B03G0035700	Chr5B	15178748	15179680	+	15179214	Chr5B	21541863	21542795	+	21542329	1.0	1.0
gene:TraesCS5B03G0035900	Chr5B	15240866	15241639	-	15241252	Chr5B	21604245	21605018	-	21604631	1.0	1.0
gene:TraesCS5B03G0036000	Chr5B	15245683	15246561	-	15246122	Chr5B	21609062	21609940	-	21609501	1.0	1.0
gene:TraesCS5B03G0036100	Chr5B	15251565	15252508	+	15252036	Chr5B	21614855	21615798	+	21615326	1.0	1.0
gene:TraesCS5B03G0036200	Chr5B	15309491	15314690	+	15312090	Chr5B	21671422	21676621	+	21674021	1.0	1.0
gene:TraesCS5B03G0036300	Chr5B	15319588	15320877	-	15320232	Chr5B	21681519	21682808	-	21682163	1.0	1.0
gene:TraesCS5B03G0036400	Chr5B	15325766	15326864	+	15326315	Chr5B	21687697	21688795	+	21688246	1.0	1.0
gene:TraesCS5B03G0036500	Chr5B	15384589	15388487	-	15386538	Chr5B	21746532	21750430	-	21748481	1.0	1.0
gene:TraesCS5B03G0036600	Chr5B	15400249	15401399	-	15400824	Chr5B	21762192	21763342	-	21762767	1.0	1.0
gene:TraesCS5B03G0037100	Chr5B	15579855	15586312	+	15583083	Chr5B	21969507	21975964	+	21972735	1.0	1.0
gene:TraesCS5B03G0037200	Chr5B	15590671	15594377	-	15592524	Chr5B	21980321	21984026	-	21982173	1.0	1.0
gene:TraesCS5B03G0038300	Chr5B	16028698	16032699	-	16030698	Chr5B	22418478	22422479	-	22420478	1.0	1.0
gene:TraesCS5B03G0038500	Chr5B	16038879	16039148	+	16039013	Chr5B	22428660	22428929	+	22428794	1.0	1.0
gene:TraesCS5B03G0038600	Chr5B	16060220	16065019	-	16062619	Chr5B	22449949	22454748	-	22452348	1.0	1.0
gene:TraesCS5B03G0039400	Chr5B	16411670	16412110	-	16411890	Chr5B	22796617	22797057	-	22796837	1.0	1.0
gene:TraesCS5B03G0039500	Chr5B	16437458	16437898	-	16437678	Chr5B	22822405	22822845	-	22822625	1.0	1.0
gene:TraesCS5B03G0039600	Chr5B	16555952	16556392	-	16556172	Chr5B	22942923	22943363	-	22943143	1.0	1.0
gene:TraesCS5B03G0040100	Chr5B	16607070	16609209	+	16608139	Chr5B	22992303	22994442	+	22993372	1.0	1.0
gene:TraesCS5B03G0040200	Chr5B	16609420	16617087	-	16613253	Chr5B	22994653	23002320	-	22998486	1.0	1.0
gene:TraesCS5B03G0040800	Chr5B	17805901	17808859	-	17807380	Chr5B	24232964	24235922	-	24234443	1.0	1.0
gene:TraesCS5B03G0041000	Chr5B	17832779	17835696	+	17834237	Chr5B	24259843	24262760	+	24261301	1.0	1.0
gene:TraesCS5B03G0041900	Chr5B	17977310	17987229	+	17982269	Chr5B	24404264	24414183	+	24409223	1.0	1.0
gene:TraesCS5B03G0042300	Chr5B	18073200	18074246	-	18073723	Chr5B	24500158	24501204	-	24500681	1.0	1.0
gene:TraesCS5B03G0042800	Chr5B	18208883	18210186	+	18209534	Chr5B	24635850	24637153	+	24636501	1.0	1.0
gene:TraesCS5B03G0042900	Chr5B	18221809	18225449	+	18223629	Chr5B	24648776	24652363	+	24650569	1.0	1.0
gene:TraesCS5B03G0043000	Chr5B	18227659	18230690	+	18229174	Chr5B	24654573	24657604	+	24656088	1.0	1.0
gene:TraesCS5B03G0043100	Chr5B	18235926	18240310	-	18238118	Chr5B	24662597	24667171	-	24664884	1.0	1.0
gene:TraesCS5B03G0043200	Chr5B	18253033	18254696	-	18253864	Chr5B	24679894	24681557	-	24680725	1.0	1.0
gene:TraesCS5B03G0043500	Chr5B	18359015	18360093	-	18359554	Chr5B	24785877	24786955	-	24786416	1.0	1.0
gene:TraesCS5B03G0044100	Chr5B	18442047	18442310	+	18442178	Chr5B	24868932	24869195	+	24869063	1.0	1.0
gene:TraesCS5B03G0044300	Chr5B	18446125	18447066	-	18446595	Chr5B	24873010	24873951	-	24873480	1.0	1.0
gene:TraesCS5B03G0045200	Chr5B	18667645	18668184	+	18667914	Chr5B	25094856	25095395	+	25095125	1.0	1.0
gene:TraesCS5B03G0045900	Chr5B	18965722	18966648	-	18966185	Chr5B	25392934	25393860	-	25393397	1.0	1.0
gene:TraesCS5B03G0046000	Chr5B	19030152	19032083	+	19031117	Chr5B	25457367	25459299	+	25458333	1.0	1.0
gene:TraesCS5B03G0046200	Chr5B	19263083	19264715	+	19263899	Chr5B	25690306	25691938	+	25691122	1.0	1.0
gene:TraesCS5B03G0046300	Chr5B	19685760	19687547	-	19686653	Chr5B	26112779	26114566	-	26113672	1.0	1.0
gene:TraesCS5B03G0046400	Chr5B	19702854	19704256	-	19703555	Chr5B	26129890	26131292	-	26130591	1.0	1.0
gene:TraesCS5B03G0046600	Chr5B	19706358	19707182	-	19706770	Chr5B	26133394	26134218	-	26133806	1.0	1.0
gene:TraesCS5B03G0046900	Chr5B	19794999	19798528	+	19796763	Chr5B	26222031	26225560	+	26223795	1.0	1.0
gene:TraesCS5B03G0047100	Chr5B	19818773	19822715	+	19820744	Chr5B	26245805	26249747	+	26247776	1.0	1.0
gene:TraesCS5B03G0047200	Chr5B	19833123	19835984	+	19834553	Chr5B	26260155	26263016	+	26261585	1.0	1.0
gene:TraesCS5B03G0047300	Chr5B	19837961	19839826	-	19838893	Chr5B	26264993	26266858	-	26265925	1.0	1.0
gene:TraesCS5B03G0048400	Chr5B	20033282	20035406	-	20034344	Chr5B	26460284	26462408	-	26461346	1.0	1.0
gene:TraesCS5B03G0048600	Chr5B	20056666	20058118	-	20057392	Chr5B	26483667	26485119	-	26484393	1.0	1.0
gene:TraesCS5B03G0048700	Chr5B	20196338	20202385	+	20199361	Chr5B	26622316	26628363	+	26625339	1.0	1.0
gene:TraesCS5B03G0048900	Chr5B	20252668	20252994	-	20252831	Chr5B	26677692	26678018	-	26677855	1.0	1.0
gene:TraesCS5B03G0049000	Chr5B	20253889	20254961	+	20254425	Chr5B	26678913	26679985	+	26679449	1.0	1.0
gene:TraesCS5B03G0049100	Chr5B	20275393	20275719	-	20275556	Chr5B	26700458	26700784	-	26700621	1.0	1.0
gene:TraesCS5B03G0049200	Chr5B	20276828	20288299	+	20282563	Chr5B	26701893	26713368	+	26707630	1.0	1.0
gene:TraesCS5B03G0049300	Chr5B	20304988	20305515	-	20305251	Chr5B	26730058	26730585	-	26730321	1.0	1.0
gene:TraesCS5B03G0049400	Chr5B	20311900	20313380	+	20312640	Chr5B	26736970	26738450	+	26737710	1.0	1.0
gene:TraesCS5B03G0050000	Chr5B	20393384	20406130	+	20399757	Chr5B	26818466	26831212	+	26824839	1.0	1.0
gene:TraesCS5B03G0050100	Chr5B	20409003	20410073	-	20409538	Chr5B	26834085	26835155	-	26834620	1.0	1.0
gene:TraesCS5B03G0050200	Chr5B	20863179	20864787	-	20863983	Chr5B	27287744	27289352	-	27288548	1.0	1.0
gene:TraesCS5B03G0050400	Chr5B	20881242	20887011	+	20884126	Chr5B	27305807	27311576	+	27308691	1.0	1.0
gene:TraesCS5B03G0050500	Chr5B	20888765	20894114	-	20891439	Chr5B	27313330	27318679	-	27316004	1.0	1.0
gene:TraesCS5B03G0050600	Chr5B	20903175	20905102	-	20904138	Chr5B	27327740	27329667	-	27328703	1.0	1.0
gene:TraesCS5B03G0050700	Chr5B	20906430	20907670	-	20907050	Chr5B	27330995	27332235	-	27331615	1.0	1.0
gene:TraesCS5B03G0050800	Chr5B	20908341	20909100	+	20908720	Chr5B	27332906	27333665	+	27333285	1.0	1.0
gene:TraesCS5B03G0050900	Chr5B	20924632	20925159	+	20924895	Chr5B	27349196	27349723	+	27349459	1.0	1.0
gene:TraesCS5B03G0051000	Chr5B	20962087	20966390	+	20964238	Chr5B	27386651	27390955	+	27388803	1.0	1.0
gene:TraesCS5B03G0051300	Chr5B	21045880	21048235	-	21047057	Chr5B	27469732	27472087	-	27470909	1.0	1.0
gene:TraesCS5B03G0051400	Chr5B	21063402	21066829	+	21065115	Chr5B	27487257	27490683	+	27488970	1.0	1.0
gene:TraesCS5B03G0051500	Chr5B	21067129	21068070	-	21067599	Chr5B	27490983	27491924	-	27491453	1.0	1.0
gene:TraesCS5B03G0051600	Chr5B	21267486	21269548	-	21268517	Chr5B	27691340	27693402	-	27692371	1.0	1.0
gene:TraesCS5B03G0052300	Chr5B	21339653	21339907	+	21339780	Chr5B	27763507	27763761	+	27763634	1.0	1.0
gene:TraesCS5B03G0052600	Chr5B	21384375	21386198	+	21385286	Chr5B	27808231	27810054	+	27809142	1.0	1.0
gene:TraesCS5B03G0053200	Chr5B	21412101	21417989	-	21415045	Chr5B	27835959	27841847	-	27838903	1.0	0.999
gene:TraesCS5B03G0053500	Chr5B	21627713	21632715	+	21630214	Chr5B	28051531	28056533	+	28054032	1.0	1.0
gene:TraesCS5B03G0053600	Chr5B	21637412	21640309	+	21638860	Chr5B	28061296	28064193	+	28062744	1.0	1.0
gene:TraesCS5B03G0053800	Chr5B	21751116	21753413	+	21752264	Chr5B	28173824	28176121	+	28174972	1.0	1.0
gene:TraesCS5B03G0053900	Chr5B	21758565	21761308	+	21759936	Chr5B	28181273	28184016	+	28182644	1.0	1.0
gene:TraesCS5B03G0054000	Chr5B	21761757	21765503	-	21763630	Chr5B	28184465	28188211	-	28186338	1.0	1.0
gene:TraesCS5B03G0054300	Chr5B	21823716	21831254	-	21827485	Chr5B	28246427	28253964	-	28250195	1.0	1.0
gene:TraesCS5B03G0054500	Chr5B	21859825	21862127	+	21860976	Chr5B	28282537	28284839	+	28283688	1.0	1.0
gene:TraesCS5B03G0055400	Chr5B	21959340	21969388	+	21964364	Chr5B	28382049	28392097	+	28387073	1.0	1.0
gene:TraesCS5B03G0055500	Chr5B	21973268	21976598	-	21974933	Chr5B	28395977	28399307	-	28397642	1.0	1.0
gene:TraesCS5B03G0055700	Chr5B	22255074	22256283	-	22255678	Chr5B	30302996	30304205	-	30303600	1.0	1.0
gene:TraesCS5B03G0055800	Chr5B	22258802	22267208	+	22263005	Chr5B	30306724	30314803	+	30310763	1.0	1.0
gene:TraesCS5B03G0056300	Chr5B	22327575	22331140	+	22329357	Chr5B	30374031	30377596	+	30375813	1.0	1.0
gene:TraesCS5B03G0056400	Chr5B	22336680	22338890	+	22337785	Chr5B	30383136	30385346	+	30384241	1.0	1.0
gene:TraesCS5B03G0056600	Chr5B	22723032	22726300	-	22724666	Chr5B	30767984	30771252	-	30769618	1.0	1.0
gene:TraesCS5B03G0056700	Chr5B	22728877	22734097	-	22731487	Chr5B	30773829	30779049	-	30776439	1.0	1.0
gene:TraesCS5B03G0057400	Chr5B	23570781	23571459	+	23571120	Chr5B	31611515	31612193	+	31611854	1.0	1.0
gene:TraesCS5B03G0057700	Chr5B	23643223	23646001	-	23644612	Chr5B	31683195	31685973	-	31684584	1.0	1.0
gene:TraesCS5B03G0057900	Chr5B	23766570	23771003	-	23768786	Chr5B	31806292	31810725	-	31808508	1.0	1.0
