gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_IAAS_tgt_chr	CS_IAAS_tgt_start	CS_IAAS_tgt_end	CS_IAAS_tgt_strand	CS_IAAS_tgt_midpoint	CS_IAAS_coverage	CS_IAAS_identity
gene:TraesCS3D03G0098900	Chr3D	22086168	22094049	+	22090108	Chr3D	26808254	26816137	+	26812195	1.0	1.0
gene:TraesCS3D03G0099000	Chr3D	22130478	22130898	-	22130688	Chr3D	26852567	26852987	-	26852777	1.0	1.0
gene:TraesCS3D03G0099800	Chr3D	22223292	22224989	+	22224140	Chr3D	26945387	26947084	+	26946235	1.0	1.0
gene:TraesCS3D03G0100100	Chr3D	22271797	22273444	+	22272620	Chr3D	26993974	26995621	+	26994797	1.0	1.0
gene:TraesCS3D03G0100200	Chr3D	22275335	22279685	+	22277510	Chr3D	26997513	27001863	+	26999688	1.0	1.0
gene:TraesCS3D03G0100300	Chr3D	22279964	22284122	-	22282043	Chr3D	27002142	27006300	-	27004221	1.0	1.0
gene:TraesCS3D03G0100700	Chr3D	22326877	22330418	-	22328647	Chr3D	27049060	27052601	-	27050830	1.0	1.0
gene:TraesCS3D03G0100800	Chr3D	22362429	22367701	+	22365065	Chr3D	27084612	27089884	+	27087248	1.0	1.0
gene:TraesCS3D03G0100900	Chr3D	22365767	22366717	-	22366242	Chr3D	27087950	27088900	-	27088425	1.0	1.0
gene:TraesCS3D03G0101000	Chr3D	22367619	22372527	-	22370073	Chr3D	27089802	27094710	-	27092256	1.0	1.0
gene:TraesCS3D03G0101200	Chr3D	22373968	22376581	+	22375274	Chr3D	27096151	27098764	+	27097457	1.0	1.0
gene:TraesCS3D03G0101300	Chr3D	22381332	22385165	+	22383248	Chr3D	27103515	27107349	+	27105432	1.0	1.0
gene:TraesCS3D03G0101600	Chr3D	22674791	22677510	+	22676150	Chr3D	27397010	27399729	+	27398369	1.0	1.0
gene:TraesCS3D03G0101900	Chr3D	22723383	22724441	-	22723912	Chr3D	27445636	27446694	-	27446165	1.0	1.0
gene:TraesCS3D03G0102200	Chr3D	22924555	22925568	+	22925061	Chr3D	27647337	27648264	+	27647800	1.0	1.0
gene:TraesCS3D03G0102700	Chr3D	23049628	23052085	+	23050856	Chr3D	27769851	27772308	+	27771079	1.0	1.0
gene:TraesCS3D03G0102800	Chr3D	23053202	23056905	+	23055053	Chr3D	27773425	27777128	+	27775276	1.0	1.0
gene:TraesCS3D03G0102900	Chr3D	23057202	23060599	-	23058900	Chr3D	27777425	27780822	-	27779123	1.0	1.0
gene:TraesCS3D03G0103200	Chr3D	23071603	23072961	-	23072282	Chr3D	27791454	27792812	-	27792133	1.0	1.0
gene:TraesCS3D03G0103300	Chr3D	23077192	23081106	-	23079149	Chr3D	27797043	27800957	-	27799000	1.0	1.0
gene:TraesCS3D03G0103600	Chr3D	23087305	23088112	+	23087708	Chr3D	27807156	27807963	+	27807559	1.0	1.0
gene:TraesCS3D03G0103700	Chr3D	23138631	23139184	-	23138907	Chr3D	27858489	27859042	-	27858765	1.0	1.0
gene:TraesCS3D03G0103800	Chr3D	23141784	23154001	-	23147892	Chr3D	27861642	27873859	-	27867750	1.0	1.0
gene:TraesCS3D03G0104000	Chr3D	23167198	23169723	-	23168460	Chr3D	27887058	27889583	-	27888320	1.0	1.0
gene:TraesCS3D03G0104100	Chr3D	23188947	23191263	-	23190105	Chr3D	27908718	27911034	-	27909876	1.0	1.0
gene:TraesCS3D03G0104200	Chr3D	23222124	23223980	-	23223052	Chr3D	27941047	27942903	-	27941975	1.0	1.0
gene:TraesCS3D03G0105400	Chr3D	23604959	23609745	+	23607352	Chr3D	28323483	28328269	+	28325876	1.0	1.0
gene:TraesCS3D03G0105500	Chr3D	23658232	23661925	+	23660078	Chr3D	28376757	28380450	+	28378603	1.0	1.0
gene:TraesCS3D03G0105600	Chr3D	23665414	23669374	+	23667394	Chr3D	28383939	28387899	+	28385919	1.0	1.0
gene:TraesCS3D03G0105700	Chr3D	23721063	23723372	-	23722217	Chr3D	28439565	28441874	-	28440719	1.0	1.0
gene:TraesCS3D03G0105900	Chr3D	23735355	23736956	+	23736155	Chr3D	28453859	28455460	+	28454659	1.0	1.0
gene:TraesCS3D03G0106000	Chr3D	23737766	23738474	+	23738120	Chr3D	28456270	28456978	+	28456624	1.0	1.0
gene:TraesCS3D03G0106500	Chr3D	23847218	23849095	+	23848156	Chr3D	28565731	28567608	+	28566669	1.0	1.0
gene:TraesCS3D03G0106600	Chr3D	23877008	23879317	-	23878162	Chr3D	28595524	28597833	-	28596678	1.0	1.0
gene:TraesCS3D03G0107100	Chr3D	23940185	23943004	+	23941594	Chr3D	28658696	28661515	+	28660105	1.0	1.0
gene:TraesCS3D03G0107400	Chr3D	24043195	24047256	+	24045225	Chr3D	28761690	28765751	+	28763720	1.0	1.0
gene:TraesCS3D03G0107500	Chr3D	24078496	24082800	-	24080648	Chr3D	28796998	28801302	-	28799150	1.0	1.0
gene:TraesCS3D03G0107700	Chr3D	24086931	24091430	-	24089180	Chr3D	28805433	28809932	-	28807682	1.0	1.0
gene:TraesCS3D03G0108400	Chr3D	24166805	24167410	-	24167107	Chr3D	28896135	28896740	-	28896437	1.0	1.0
gene:TraesCS3D03G0109100	Chr3D	24173147	24173518	-	24173332	Chr3D	28900306	28900677	-	28900491	1.0	1.0
gene:TraesCS3D03G0109200	Chr3D	24173648	24174091	-	24173869	Chr3D	28900807	28901250	-	28901028	1.0	1.0
gene:TraesCS3D03G0109400	Chr3D	24176772	24177467	-	24177119	Chr3D	28902390	28903085	-	28902737	1.0	1.0
gene:TraesCS3D03G0110200	Chr3D	24504252	24505683	-	24504967	Chr3D	29227263	29228694	-	29227978	1.0	1.0
gene:TraesCS3D03G0110400	Chr3D	24873381	24875849	-	24874615	Chr3D	29595306	29597774	-	29596540	1.0	1.0
gene:TraesCS3D03G0111000	Chr3D	25121620	25126666	+	25124143	Chr3D	29843377	29848423	+	29845900	1.0	1.0
gene:TraesCS3D03G0111200	Chr3D	25131285	25134389	-	25132837	Chr3D	29853042	29856146	-	29854594	1.0	1.0
gene:TraesCS3D03G0111600	Chr3D	25159503	25159643	-	25159573	Chr3D	29881261	29881401	-	29881331	1.0	1.0
gene:TraesCS3D03G0111700	Chr3D	25188945	25189082	-	25189013	Chr3D	29910699	29910836	-	29910767	1.0	1.0
gene:TraesCS3D03G0112300	Chr3D	25513948	25517242	+	25515595	Chr3D	30235064	30238358	+	30236711	1.0	1.0
gene:TraesCS3D03G0112500	Chr3D	25519910	25524444	-	25522177	Chr3D	30241026	30245560	-	30243293	1.0	1.0
gene:TraesCS3D03G0112900	Chr3D	25776651	25778159	-	25777405	Chr3D	30497788	30499296	-	30498542	1.0	1.0
gene:TraesCS3D03G0113200	Chr3D	25957355	25963731	-	25960543	Chr3D	30675133	30681278	-	30678205	1.0	1.0
gene:TraesCS3D03G0113400	Chr3D	25976352	25979778	-	25978065	Chr3D	30693336	30696762	-	30695049	1.0	1.0
gene:TraesCS3D03G0113500	Chr3D	26009959	26011584	-	26010771	Chr3D	30755629	30757254	-	30756441	1.0	1.0
gene:TraesCS3D03G0114000	Chr3D	26064783	26067113	+	26065948	Chr3D	30805361	30807691	+	30806526	1.0	1.0
gene:TraesCS3D03G0114300	Chr3D	26109418	26110785	-	26110101	Chr3D	30849169	30850536	-	30849852	1.0	1.0
gene:TraesCS3D03G0114400	Chr3D	26117909	26119306	-	26118607	Chr3D	30857660	30859057	-	30858358	1.0	1.0
gene:TraesCS3D03G0114500	Chr3D	26153435	26155047	-	26154241	Chr3D	30892887	30894499	-	30893693	1.0	1.0
gene:TraesCS3D03G0114600	Chr3D	26156396	26159954	-	26158175	Chr3D	30895848	30899406	-	30897627	1.0	1.0
gene:TraesCS3D03G0114800	Chr3D	26166491	26168897	-	26167694	Chr3D	30905600	30908006	-	30906803	1.0	1.0
gene:TraesCS3D03G0115000	Chr3D	26207230	26208013	-	26207621	Chr3D	30945905	30946688	-	30946296	1.0	1.0
gene:TraesCS3D03G0115700	Chr3D	26249050	26253484	+	26251267	Chr3D	30987725	30992159	+	30989942	1.0	1.0
gene:TraesCS3D03G0115800	Chr3D	26254069	26254287	+	26254178	Chr3D	30992744	30992962	+	30992853	1.0	1.0
gene:TraesCS3D03G0115900	Chr3D	26262218	26266322	+	26264270	Chr3D	31000893	31004997	+	31002945	1.0	1.0
gene:TraesCS3D03G0116200	Chr3D	26282156	26286063	+	26284109	Chr3D	31020363	31024270	+	31022316	1.0	1.0
gene:TraesCS3D03G0116300	Chr3D	26292409	26296416	+	26294412	Chr3D	31030616	31034623	+	31032619	1.0	1.0
gene:TraesCS3D03G0116400	Chr3D	26295971	26298207	-	26297089	Chr3D	31034178	31036414	-	31035296	1.0	1.0
gene:TraesCS3D03G0116500	Chr3D	26305528	26316697	-	26311112	Chr3D	31043343	31054514	-	31048928	1.0	1.0
gene:TraesCS3D03G0116600	Chr3D	26435432	26438455	+	26436943	Chr3D	31170659	31173682	+	31172170	1.0	1.0
gene:TraesCS3D03G0116700	Chr3D	26441164	26445900	+	26443532	Chr3D	31176391	31181127	+	31178759	1.0	1.0
gene:TraesCS3D03G0116800	Chr3D	26446074	26448043	-	26447058	Chr3D	31181301	31183270	-	31182285	1.0	1.0
gene:TraesCS3D03G0117000	Chr3D	26569668	26570981	+	26570324	Chr3D	31305425	31306738	+	31306081	1.0	1.0
gene:TraesCS3D03G0117300	Chr3D	26575188	26578623	-	26576905	Chr3D	31310945	31314380	-	31312662	1.0	1.0
gene:TraesCS3D03G0117700	Chr3D	26633306	26634114	-	26633710	Chr3D	31369075	31369883	-	31369479	1.0	1.0
gene:TraesCS3D03G0117800	Chr3D	26639877	26640594	-	26640235	Chr3D	31375646	31376363	-	31376004	1.0	1.0
gene:TraesCS3D03G0118000	Chr3D	26671886	26674171	+	26673028	Chr3D	31407667	31409952	+	31408809	1.0	1.0
gene:TraesCS3D03G0118100	Chr3D	26676992	26677488	-	26677240	Chr3D	31412773	31413269	-	31413021	1.0	1.0
gene:TraesCS3D03G0118500	Chr3D	26805039	26807080	-	26806059	Chr3D	31540823	31542864	-	31541843	1.0	1.0
gene:TraesCS3D03G0118600	Chr3D	27044118	27044715	+	27044416	Chr3D	31778962	31779559	+	31779260	1.0	1.0
gene:TraesCS3D03G0118800	Chr3D	27048883	27051208	-	27050045	Chr3D	31783727	31786052	-	31784889	1.0	1.0
gene:TraesCS3D03G0119000	Chr3D	27161273	27161746	-	27161509	Chr3D	31896122	31896595	-	31896358	1.0	1.0
gene:TraesCS3D03G0119100	Chr3D	27234561	27239480	+	27237020	Chr3D	31969418	31974337	+	31971877	1.0	1.0
gene:TraesCS3D03G0119500	Chr3D	27536716	27537384	-	27537050	Chr3D	32271628	32272296	-	32271962	1.0	1.0
gene:TraesCS3D03G0119600	Chr3D	27545507	27550373	+	27547940	Chr3D	32280421	32285287	+	32282854	1.0	1.0
gene:TraesCS3D03G0119800	Chr3D	27637595	27639736	+	27638665	Chr3D	32372512	32374653	+	32373582	1.0	1.0
gene:TraesCS3D03G0119900	Chr3D	27641931	27643871	+	27642901	Chr3D	32376848	32378788	+	32377818	1.0	1.0
gene:TraesCS3D03G0120100	Chr3D	27649359	27652276	+	27650817	Chr3D	32384030	32386947	+	32385488	1.0	1.0
gene:TraesCS3D03G0120300	Chr3D	27666434	27666898	-	27666666	Chr3D	32401106	32401570	-	32401338	1.0	1.0
gene:TraesCS3D03G0120700	Chr3D	27744510	27746205	+	27745357	Chr3D	32478820	32480515	+	32479667	1.0	1.0
gene:TraesCS3D03G0121000	Chr3D	27861853	27865260	-	27863556	Chr3D	32594811	32598218	-	32596514	1.0	1.0
gene:TraesCS3D03G0121100	Chr3D	27863823	27868844	+	27866333	Chr3D	32596781	32601802	+	32599291	1.0	1.0
gene:TraesCS3D03G0121200	Chr3D	27873907	27875136	-	27874521	Chr3D	32606865	32608094	-	32607479	1.0	1.0
gene:TraesCS3D03G0121600	Chr3D	27933948	27935093	-	27934520	Chr3D	32666916	32668061	-	32667488	1.0	1.0
gene:TraesCS3D03G0121700	Chr3D	27938556	27939255	+	27938905	Chr3D	32671524	32672223	+	32671873	1.0	1.0
gene:TraesCS3D03G0121800	Chr3D	27942710	27944423	+	27943566	Chr3D	32675679	32677392	+	32676535	1.0	1.0
gene:TraesCS3D03G0121900	Chr3D	27945368	27950430	-	27947899	Chr3D	32678337	32683399	-	32680868	1.0	1.0
gene:TraesCS3D03G0122000	Chr3D	28114497	28116305	-	28115401	Chr3D	32846227	32848035	-	32847131	1.0	1.0
gene:TraesCS3D03G0122600	Chr3D	28125680	28127826	-	28126753	Chr3D	32857188	32859334	-	32858261	1.0	1.0
gene:TraesCS3D03G0123000	Chr3D	28206725	28209876	-	28208300	Chr3D	32938283	32941434	-	32939858	1.0	1.0
gene:TraesCS3D03G0123300	Chr3D	28224576	28228316	+	28226446	Chr3D	32956134	32959874	+	32958004	1.0	1.0
gene:TraesCS3D03G0123600	Chr3D	28316118	28319115	-	28317616	Chr3D	33047676	33050673	-	33049174	1.0	1.0
gene:TraesCS3D03G0123700	Chr3D	28320299	28322802	+	28321550	Chr3D	33051857	33054360	+	33053108	1.0	1.0
gene:TraesCS3D03G0124000	Chr3D	28370603	28372454	-	28371528	Chr3D	33098486	33100337	-	33099411	1.0	1.0
gene:TraesCS3D03G0124500	Chr3D	28468752	28469273	+	28469012	Chr3D	33196179	33196700	+	33196439	1.0	1.0
gene:TraesCS3D03G0124700	Chr3D	28475122	28477410	+	28476266	Chr3D	33202554	33204842	+	33203698	1.0	1.0
gene:TraesCS3D03G0124800	Chr3D	28483168	28485282	-	28484225	Chr3D	33210600	33212714	-	33211657	1.0	1.0
gene:TraesCS3D03G0125000	Chr3D	28488912	28490998	-	28489955	Chr3D	33216344	33218430	-	33217387	1.0	1.0
gene:TraesCS3D03G0125200	Chr3D	28495236	28500404	-	28497820	Chr3D	33222668	33227836	-	33225252	1.0	1.0
gene:TraesCS3D03G0125300	Chr3D	28535583	28537087	-	28536335	Chr3D	33263103	33264607	-	33263855	1.0	1.0
gene:TraesCS3D03G0125600	Chr3D	28579042	28580603	-	28579822	Chr3D	33306566	33308127	-	33307346	1.0	1.0
gene:TraesCS3D03G0125700	Chr3D	28581825	28585276	-	28583550	Chr3D	33309349	33312800	-	33311074	1.0	1.0
gene:TraesCS3D03G0125900	Chr3D	28722414	28724891	+	28723652	Chr3D	33449849	33452326	+	33451087	1.0	1.0
gene:TraesCS3D03G0126100	Chr3D	28733600	28735486	+	28734543	Chr3D	33461038	33462924	+	33461981	1.0	1.0
gene:TraesCS3D03G0126500	Chr3D	28926300	28927503	+	28926901	Chr3D	33653754	33654957	+	33654355	1.0	1.0
gene:TraesCS3D03G0126800	Chr3D	28947418	28948537	+	28947977	Chr3D	33674870	33675989	+	33675429	1.0	1.0
gene:TraesCS3D03G0126900	Chr3D	28972211	28972953	+	28972582	Chr3D	33699666	33700408	+	33700037	1.0	1.0
gene:TraesCS3D03G0127100	Chr3D	29144684	29151104	-	29147894	Chr3D	33867933	33874355	-	33871144	1.0	1.0
gene:TraesCS3D03G0127600	Chr3D	29227223	29228454	-	29227838	Chr3D	33950485	33951716	-	33951100	1.0	1.0
gene:TraesCS3D03G0127700	Chr3D	29250980	29253692	+	29252336	Chr3D	33974324	33977036	+	33975680	1.0	1.0
gene:TraesCS3D03G0127800	Chr3D	29257043	29258239	+	29257641	Chr3D	33980388	33981584	+	33980986	1.0	1.0
gene:TraesCS3D03G0127900	Chr3D	29283368	29284844	-	29284106	Chr3D	34006717	34008193	-	34007455	1.0	1.0
gene:TraesCS3D03G0128000	Chr3D	29357567	29358143	+	29357855	Chr3D	34080905	34081481	+	34081193	1.0	1.0
gene:TraesCS3D03G0128800	Chr3D	29642923	29643320	+	29643121	Chr3D	34364653	34365050	+	34364851	1.0	1.0
gene:TraesCS3D03G0128900	Chr3D	29644972	29648276	+	29646624	Chr3D	34366702	34370006	+	34368354	1.0	1.0
gene:TraesCS3D03G0129000	Chr3D	29655049	29655743	+	29655396	Chr3D	34376777	34377471	+	34377124	1.0	1.0
gene:TraesCS3D03G0129100	Chr3D	29658695	29659070	+	29658882	Chr3D	34380423	34380798	+	34380610	1.0	1.0
gene:TraesCS3D03G0129300	Chr3D	29679525	29680146	+	29679835	Chr3D	34401257	34401878	+	34401567	1.0	1.0
gene:TraesCS3D03G0129400	Chr3D	29724056	29737010	+	29730533	Chr3D	34445788	34458740	+	34452264	1.0	1.0
gene:TraesCS3D03G0129500	Chr3D	29737578	29740133	+	29738855	Chr3D	34459308	34461863	+	34460585	1.0	1.0
gene:TraesCS3D03G0129900	Chr3D	29823540	29823713	-	29823626	Chr3D	34545499	34545672	-	34545585	1.0	1.0
gene:TraesCS3D03G0130000	Chr3D	29834721	29834891	-	29834806	Chr3D	34556680	34556850	-	34556765	1.0	1.0
gene:TraesCS3D03G0130100	Chr3D	29846073	29846243	-	29846158	Chr3D	34568032	34568202	-	34568117	1.0	1.0
gene:TraesCS3D03G0130200	Chr3D	29894435	29894605	-	29894520	Chr3D	34616396	34616566	-	34616481	1.0	1.0
gene:TraesCS3D03G0130300	Chr3D	29912805	29914962	-	29913883	Chr3D	34634767	34636924	-	34635845	1.0	1.0
gene:TraesCS3D03G0130400	Chr3D	29915741	29921211	-	29918476	Chr3D	34637703	34643173	-	34640438	1.0	1.0
gene:TraesCS3D03G0130800	Chr3D	29972929	29975097	+	29974013	Chr3D	34694892	34697060	+	34695976	1.0	1.0
gene:TraesCS3D03G0130900	Chr3D	29978089	29980119	+	29979104	Chr3D	34700052	34702082	+	34701067	1.0	1.0
gene:TraesCS3D03G0131000	Chr3D	29983824	29985896	+	29984860	Chr3D	34705787	34707859	+	34706823	1.0	1.0
gene:TraesCS3D03G0131100	Chr3D	29999566	30001565	+	30000565	Chr3D	34721533	34723532	+	34722532	1.0	1.0
gene:TraesCS3D03G0131800	Chr3D	30036728	30042236	+	30039482	Chr3D	34758700	34764208	+	34761454	1.0	1.0
gene:TraesCS3D03G0132000	Chr3D	30082267	30089851	+	30086059	Chr3D	34804249	34811833	+	34808041	1.0	1.0
gene:TraesCS3D03G0132100	Chr3D	30090060	30091073	+	30090566	Chr3D	34812042	34813055	+	34812548	1.0	1.0
gene:TraesCS3D03G0132200	Chr3D	30114641	30117879	-	30116260	Chr3D	34836624	34839862	-	34838243	1.0	1.0
gene:TraesCS3D03G0132600	Chr3D	30246947	30259570	-	30253258	Chr3D	34969456	34982080	-	34975768	1.0	1.0
gene:TraesCS3D03G0132700	Chr3D	30262405	30266378	-	30264391	Chr3D	34984916	34988889	-	34986902	1.0	1.0
gene:TraesCS3D03G0133200	Chr3D	30303438	30307748	+	30305593	Chr3D	35025945	35030255	+	35028100	1.0	1.0
gene:TraesCS3D03G0133600	Chr3D	30319348	30327506	+	30323427	Chr3D	35041855	35050013	+	35045934	1.0	1.0
gene:TraesCS3D03G0133700	Chr3D	30384779	30386524	+	30385651	Chr3D	35107290	35109035	+	35108162	1.0	1.0
gene:TraesCS3D03G0133900	Chr3D	30396131	30397538	-	30396834	Chr3D	35118642	35120049	-	35119345	1.0	1.0
gene:TraesCS3D03G0134000	Chr3D	30399608	30400009	-	30399808	Chr3D	35122119	35122520	-	35122319	1.0	1.0
gene:TraesCS3D03G0134200	Chr3D	30435172	30441466	-	30438319	Chr3D	35157713	35164011	-	35160862	1.0	1.0
gene:TraesCS3D03G0134300	Chr3D	30442566	30443784	-	30443175	Chr3D	35165111	35166329	-	35165720	1.0	1.0
gene:TraesCS3D03G0134400	Chr3D	30448892	30455201	+	30452046	Chr3D	35171437	35177746	+	35174591	1.0	1.0
gene:TraesCS3D03G0134900	Chr3D	30692117	30694401	+	30693259	Chr3D	35413654	35415938	+	35414796	1.0	1.0
gene:TraesCS3D03G0135000	Chr3D	30695184	30702580	-	30698882	Chr3D	35416721	35424117	-	35420419	1.0	0.999
gene:TraesCS3D03G0135400	Chr3D	30944252	30946537	-	30945394	Chr3D	35665833	35668118	-	35666975	1.0	1.0
gene:TraesCS3D03G0135700	Chr3D	31000754	31005362	-	31003058	Chr3D	35722335	35726943	-	35724639	1.0	1.0
gene:TraesCS3D03G0136300	Chr3D	31407653	31409800	+	31408726	Chr3D	36128586	36130733	+	36129659	1.0	1.0
gene:TraesCS3D03G0136500	Chr3D	31445380	31452778	+	31449079	Chr3D	36166292	36173690	+	36169991	1.0	1.0
gene:TraesCS3D03G0136600	Chr3D	31461809	31463653	+	31462731	Chr3D	36182713	36184557	+	36183635	1.0	1.0
gene:TraesCS3D03G0136800	Chr3D	31661950	31664494	+	31663222	Chr3D	36382852	36385396	+	36384124	1.0	1.0
gene:TraesCS3D03G0137400	Chr3D	31703923	31708236	+	31706079	Chr3D	36424839	36429152	+	36426995	1.0	1.0
gene:TraesCS3D03G0137700	Chr3D	31729393	31737201	+	31733297	Chr3D	36450314	36458118	+	36454216	1.0	1.0
gene:TraesCS3D03G0137800	Chr3D	31737889	31740213	-	31739051	Chr3D	36458806	36461130	-	36459968	1.0	1.0
gene:TraesCS3D03G0137900	Chr3D	31788028	31790381	-	31789204	Chr3D	36508948	36511301	-	36510124	1.0	1.0
gene:TraesCS3D03G0138300	Chr3D	31815473	31818620	-	31817046	Chr3D	36536394	36539541	-	36537967	1.0	1.0
gene:TraesCS3D03G0138600	Chr3D	31857886	31859893	+	31858889	Chr3D	36578842	36580849	+	36579845	1.0	1.0
gene:TraesCS3D03G0138700	Chr3D	31861125	31861949	-	31861537	Chr3D	36582081	36582905	-	36582493	1.0	1.0
gene:TraesCS3D03G0138800	Chr3D	31879710	31880501	+	31880105	Chr3D	36600665	36601456	+	36601060	1.0	1.0
gene:TraesCS3D03G0139100	Chr3D	31901025	31901300	-	31901162	Chr3D	36621982	36622257	-	36622119	1.0	1.0
gene:TraesCS3D03G0139400	Chr3D	31920649	31922328	+	31921488	Chr3D	36641609	36643288	+	36642448	1.0	1.0
gene:TraesCS3D03G0139600	Chr3D	31973092	31973544	+	31973318	Chr3D	36694055	36694507	+	36694281	1.0	1.0
gene:TraesCS3D03G0140300	Chr3D	32016409	32019285	-	32017847	Chr3D	36737380	36740256	-	36738818	1.0	1.0
gene:TraesCS3D03G0140400	Chr3D	32092683	32095462	-	32094072	Chr3D	36813704	36816483	-	36815093	1.0	1.0
gene:TraesCS3D03G0140500	Chr3D	32155698	32157914	+	32156806	Chr3D	36876725	36878941	+	36877833	1.0	1.0
gene:TraesCS3D03G0141100	Chr3D	32274043	32281237	+	32277640	Chr3D	36994299	37001493	+	36997896	1.0	1.0
gene:TraesCS3D03G0141200	Chr3D	32286131	32290653	+	32288392	Chr3D	37006387	37010909	+	37008648	1.0	1.0
gene:TraesCS3D03G0141500	Chr3D	32310833	32314982	+	32312907	Chr3D	37031089	37035238	+	37033163	1.0	1.0
gene:TraesCS3D03G0141800	Chr3D	32354646	32357938	+	32356292	Chr3D	37074904	37078196	+	37076550	1.0	1.0
gene:TraesCS3D03G0142100	Chr3D	32429871	32433308	-	32431589	Chr3D	37150134	37153571	-	37151852	1.0	1.0
gene:TraesCS3D03G0142600	Chr3D	32593735	32595489	+	32594612	Chr3D	37313454	37315208	+	37314331	1.0	1.0
gene:TraesCS3D03G0142700	Chr3D	32595537	32596217	+	32595877	Chr3D	37315256	37315936	+	37315596	1.0	1.0
gene:TraesCS3D03G0142800	Chr3D	32602079	32604801	+	32603440	Chr3D	37321798	37324520	+	37323159	1.0	1.0
gene:TraesCS3D03G0142900	Chr3D	32721338	32722403	-	32721870	Chr3D	37438318	37439383	-	37438850	1.0	1.0
gene:TraesCS3D03G0143200	Chr3D	33158703	33162399	-	33160551	Chr3D	37875803	37879499	-	37877651	1.0	1.0
gene:TraesCS3D03G0143300	Chr3D	33166563	33169842	-	33168202	Chr3D	37883663	37886942	-	37885302	1.0	1.0
gene:TraesCS3D03G0143400	Chr3D	33185840	33197286	+	33191563	Chr3D	37902954	37914400	+	37908677	1.0	1.0
gene:TraesCS3D03G0143700	Chr3D	33213137	33213691	-	33213414	Chr3D	37930248	37930802	-	37930525	1.0	1.0
gene:TraesCS3D03G0143800	Chr3D	33301184	33302258	+	33301721	Chr3D	38018318	38019392	+	38018855	1.0	1.0
gene:TraesCS3D03G0144100	Chr3D	33332526	33336615	-	33334570	Chr3D	38049661	38053750	-	38051705	1.0	1.0
gene:TraesCS3D03G0144500	Chr3D	33360021	33362990	-	33361505	Chr3D	38077156	38080125	-	38078640	1.0	1.0
gene:TraesCS3D03G0144700	Chr3D	33377532	33379829	-	33378680	Chr3D	38094677	38096974	-	38095825	1.0	0.999
gene:TraesCS3D03G0144800	Chr3D	33384690	33394814	-	33389752	Chr3D	38101828	38111952	-	38106890	1.0	1.0
gene:TraesCS3D03G0145000	Chr3D	33717480	33718746	+	33718113	Chr3D	38434080	38435346	+	38434713	1.0	1.0
gene:TraesCS3D03G0145200	Chr3D	34160496	34161483	+	34160989	Chr3D	38888193	38889180	+	38888686	1.0	1.0
gene:TraesCS3D03G0145700	Chr3D	34804206	34805421	+	34804813	Chr3D	39535750	39536965	+	39536357	1.0	1.0
gene:TraesCS3D03G0146000	Chr3D	35156920	35158314	+	35157617	Chr3D	39888475	39889869	+	39889172	1.0	1.0
