gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_IAAS_tgt_chr	CS_IAAS_tgt_start	CS_IAAS_tgt_end	CS_IAAS_tgt_strand	CS_IAAS_tgt_midpoint	CS_IAAS_coverage	CS_IAAS_identity
gene:TraesCS4A03G0003200	Chr4A	1904683	1907590	-	1906136	Chr4A	1891093	1894000	-	1892546	1.0	1.0
gene:TraesCS4A03G0003300	Chr4A	1908725	1910020	-	1909372	Chr4A	1895135	1896430	-	1895782	1.0	1.0
gene:TraesCS4A03G0003600	Chr4A	2034845	2039676	-	2037260	Chr4A	2020965	2025796	-	2023380	1.0	1.0
gene:TraesCS4A03G0003800	Chr4A	2144567	2151745	-	2148156	Chr4A	2130690	2137659	-	2134174	1.0	1.0
gene:TraesCS4A03G0004000	Chr4A	2396423	2406197	+	2401310	Chr4A	2380598	2390086	+	2385342	1.0	1.0
gene:TraesCS4A03G0004100	Chr4A	2407157	2412110	-	2409633	Chr4A	2391046	2395999	-	2393522	1.0	1.0
gene:TraesCS4A03G0004200	Chr4A	2539821	2543289	-	2541555	Chr4A	2522945	2526413	-	2524679	1.0	1.0
gene:TraesCS4A03G0004300	Chr4A	2549120	2550253	-	2549686	Chr4A	2532244	2533377	-	2532810	1.0	1.0
gene:TraesCS4A03G0004700	Chr4A	2613805	2615102	+	2614453	Chr4A	2596636	2597933	+	2597284	1.0	1.0
gene:TraesCS4A03G0004800	Chr4A	2630028	2631685	-	2630856	Chr4A	2612982	2614639	-	2613810	1.0	1.0
gene:TraesCS4A03G0004900	Chr4A	2636507	2637932	-	2637219	Chr4A	2619265	2620690	-	2619977	1.0	1.0
gene:TraesCS4A03G0005100	Chr4A	2731327	2733151	+	2732239	Chr4A	2713693	2715517	+	2714605	1.0	1.0
gene:TraesCS4A03G0005200	Chr4A	2767289	2768680	+	2767984	Chr4A	2749656	2751047	+	2750351	1.0	1.0
gene:TraesCS4A03G0005400	Chr4A	2778918	2779295	-	2779106	Chr4A	2761285	2761662	-	2761473	1.0	1.0
gene:TraesCS4A03G0005500	Chr4A	2783068	2789950	-	2786509	Chr4A	2765431	2772313	-	2768872	1.0	1.0
gene:TraesCS4A03G0005700	Chr4A	2896900	2897945	-	2897422	Chr4A	2878780	2879825	-	2879302	1.0	1.0
gene:TraesCS4A03G0005800	Chr4A	2930585	2932852	+	2931718	Chr4A	2912465	2914732	+	2913598	1.0	1.0
gene:TraesCS4A03G0006100	Chr4A	2934653	2937212	+	2935932	Chr4A	2916533	2919092	+	2917812	1.0	1.0
gene:TraesCS4A03G0006200	Chr4A	2936960	2940182	-	2938571	Chr4A	2918840	2922062	-	2920451	1.0	1.0
gene:TraesCS4A03G0006300	Chr4A	2942998	2949575	-	2946286	Chr4A	2924878	2931455	-	2928166	1.0	1.0
gene:TraesCS4A03G0006700	Chr4A	2964010	2964348	+	2964179	Chr4A	2945893	2946231	+	2946062	1.0	1.0
gene:TraesCS4A03G0006900	Chr4A	2973914	2984600	-	2979257	Chr4A	2955797	2966483	-	2961140	1.0	1.0
gene:TraesCS4A03G0007100	Chr4A	3050569	3055204	-	3052886	Chr4A	3032513	3037148	-	3034830	1.0	1.0
gene:TraesCS4A03G0007300	Chr4A	3066937	3070613	-	3068775	Chr4A	3048881	3052557	-	3050719	1.0	1.0
gene:TraesCS4A03G0007500	Chr4A	3096625	3101109	-	3098867	Chr4A	3078569	3083053	-	3080811	1.0	1.0
gene:TraesCS4A03G0007600	Chr4A	3101459	3105097	-	3103278	Chr4A	3083403	3087041	-	3085222	1.0	1.0
gene:TraesCS4A03G0007700	Chr4A	3107379	3109574	-	3108476	Chr4A	3089124	3091319	-	3090221	1.0	1.0
gene:TraesCS4A03G0008000	Chr4A	3121834	3127155	-	3124494	Chr4A	3103382	3108703	-	3106042	1.0	1.0
gene:TraesCS4A03G0008100	Chr4A	3129258	3135283	+	3132270	Chr4A	3110806	3116831	+	3113818	1.0	1.0
gene:TraesCS4A03G0008200	Chr4A	3134254	3140594	-	3137424	Chr4A	3115802	3122136	-	3118969	1.0	1.0
gene:TraesCS4A03G0008300	Chr4A	3205933	3206955	+	3206444	Chr4A	3187477	3188499	+	3187988	1.0	1.0
gene:TraesCS4A03G0008400	Chr4A	3238765	3239608	+	3239186	Chr4A	3219788	3220631	+	3220209	1.0	1.0
gene:TraesCS4A03G0008600	Chr4A	3261415	3263213	+	3262314	Chr4A	3242442	3244240	+	3243341	1.0	1.0
gene:TraesCS4A03G0008700	Chr4A	3326425	3327669	+	3327047	Chr4A	3307452	3308696	+	3308074	1.0	1.0
gene:TraesCS4A03G0009200	Chr4A	3354842	3356422	+	3355632	Chr4A	3335868	3337448	+	3336658	1.0	1.0
gene:TraesCS4A03G0009300	Chr4A	3365529	3365927	-	3365728	Chr4A	3346555	3346953	-	3346754	1.0	1.0
gene:TraesCS4A03G0009500	Chr4A	3372257	3373213	+	3372735	Chr4A	3353283	3354239	+	3353761	1.0	1.0
gene:TraesCS4A03G0010000	Chr4A	3426660	3429932	+	3428296	Chr4A	3407686	3410958	+	3409322	1.0	1.0
gene:TraesCS4A03G0010100	Chr4A	3430702	3432528	+	3431615	Chr4A	3411728	3413554	+	3412641	1.0	1.0
gene:TraesCS4A03G0010400	Chr4A	3781940	3782996	+	3782468	Chr4A	3762267	3763323	+	3762795	1.0	1.0
gene:TraesCS4A03G0010500	Chr4A	3851393	3859754	-	3855573	Chr4A	3831379	3839740	-	3835559	1.0	1.0
gene:TraesCS4A03G0010700	Chr4A	3982734	3986342	-	3984538	Chr4A	3962872	3966483	-	3964677	1.0	1.0
gene:TraesCS4A03G0011000	Chr4A	4137896	4141435	+	4139665	Chr4A	4118041	4121580	+	4119810	1.0	1.0
gene:TraesCS4A03G0011100	Chr4A	4172321	4175894	-	4174107	Chr4A	4152467	4156040	-	4154253	1.0	1.0
gene:TraesCS4A03G0011200	Chr4A	4219071	4222355	-	4220713	Chr4A	4199223	4202507	-	4200865	1.0	1.0
gene:TraesCS4A03G0011700	Chr4A	4444831	4448386	-	4446608	Chr4A	4425075	4428624	-	4426849	0.998	0.985
gene:TraesCS4A03G0011800	Chr4A	4499291	4504470	-	4501880	Chr4A	4479533	4484713	-	4482123	1.0	1.0
gene:TraesCS4A03G0011900	Chr4A	4560580	4567056	-	4563818	Chr4A	4540823	4547299	-	4544061	1.0	1.0
gene:TraesCS4A03G0012300	Chr4A	4591425	4593909	-	4592667	Chr4A	4571671	4574155	-	4572913	1.0	1.0
gene:TraesCS4A03G0012400	Chr4A	4596684	4602109	-	4599396	Chr4A	4576930	4582355	-	4579642	1.0	1.0
gene:TraesCS4A03G0012600	Chr4A	4608919	4609802	+	4609360	Chr4A	4589159	4590042	+	4589600	1.0	1.0
gene:TraesCS4A03G0012700	Chr4A	4613865	4615981	+	4614923	Chr4A	4594137	4596253	+	4595195	1.0	1.0
gene:TraesCS4A03G0012800	Chr4A	4746764	4750893	-	4748828	Chr4A	4727041	4731170	-	4729105	1.0	1.0
gene:TraesCS4A03G0013000	Chr4A	4765486	4768837	-	4767161	Chr4A	4745765	4749116	-	4747440	1.0	1.0
gene:TraesCS4A03G0013100	Chr4A	4788667	4792278	+	4790472	Chr4A	4768949	4772560	+	4770754	1.0	1.0
gene:TraesCS4A03G0013200	Chr4A	4793797	4794162	+	4793979	Chr4A	4774079	4774444	+	4774261	1.0	1.0
gene:TraesCS4A03G0013400	Chr4A	4804208	4805190	-	4804699	Chr4A	4784490	4785472	-	4784981	1.0	1.0
gene:TraesCS4A03G0013500	Chr4A	4813813	4815493	-	4814653	Chr4A	4794097	4795777	-	4794937	1.0	1.0
gene:TraesCS4A03G0013600	Chr4A	4817972	4819251	+	4818611	Chr4A	4798256	4799535	+	4798895	1.0	1.0
gene:TraesCS4A03G0013700	Chr4A	4836842	4840913	+	4838877	Chr4A	4817138	4821209	+	4819173	1.0	1.0
gene:TraesCS4A03G0014400	Chr4A	5028278	5031575	+	5029926	Chr4A	5007464	5010761	+	5009112	1.0	1.0
gene:TraesCS4A03G0014500	Chr4A	5076587	5077492	-	5077039	Chr4A	5063203	5064108	-	5063655	1.0	1.0
gene:TraesCS4A03G0014600	Chr4A	5084326	5085797	+	5085061	Chr4A	5070942	5072413	+	5071677	1.0	1.0
gene:TraesCS4A03G0014700	Chr4A	5155150	5161485	+	5158317	Chr4A	5141780	5148120	+	5144950	1.0	1.0
gene:TraesCS4A03G0014800	Chr4A	5181978	5189544	-	5185761	Chr4A	5168348	5175729	-	5172038	1.0	1.0
gene:TraesCS4A03G0014900	Chr4A	5308550	5310305	+	5309427	Chr4A	5294258	5296013	+	5295135	1.0	1.0
gene:TraesCS4A03G0015000	Chr4A	5364132	5366668	+	5365400	Chr4A	5349836	5352372	+	5351104	1.0	1.0
gene:TraesCS4A03G0015100	Chr4A	5422681	5425025	+	5423853	Chr4A	5408148	5410492	+	5409320	1.0	1.0
gene:TraesCS4A03G0015500	Chr4A	5483729	5485212	+	5484470	Chr4A	5468395	5469878	+	5469136	1.0	1.0
gene:TraesCS4A03G0015600	Chr4A	5485467	5489196	-	5487331	Chr4A	5470133	5473862	-	5471997	1.0	1.0
gene:TraesCS4A03G0015700	Chr4A	5511627	5512007	-	5511817	Chr4A	5496085	5496465	-	5496275	1.0	1.0
gene:TraesCS4A03G0015800	Chr4A	5512600	5512905	-	5512752	Chr4A	5497058	5497363	-	5497210	1.0	1.0
gene:TraesCS4A03G0015900	Chr4A	5623219	5629414	-	5626316	Chr4A	5607644	5613839	-	5610741	1.0	1.0
gene:TraesCS4A03G0016200	Chr4A	5665706	5666551	+	5666128	Chr4A	5650131	5650976	+	5650553	1.0	1.0
gene:TraesCS4A03G0016300	Chr4A	5701054	5702409	-	5701731	Chr4A	5685483	5686838	-	5686160	1.0	1.0
gene:TraesCS4A03G0016500	Chr4A	5770600	5771973	-	5771286	Chr4A	5754643	5756016	-	5755329	1.0	1.0
gene:TraesCS4A03G0016600	Chr4A	5774081	5775445	-	5774763	Chr4A	5758124	5759488	-	5758806	1.0	1.0
gene:TraesCS4A03G0016700	Chr4A	5791428	5792902	+	5792165	Chr4A	5775473	5776947	+	5776210	1.0	1.0
gene:TraesCS4A03G0016800	Chr4A	5793526	5798387	-	5795956	Chr4A	5777571	5782432	-	5780001	1.0	1.0
gene:TraesCS4A03G0016900	Chr4A	5930148	5930953	+	5930550	Chr4A	5914181	5914986	+	5914583	1.0	1.0
gene:TraesCS4A03G0017000	Chr4A	5940061	5940753	+	5940407	Chr4A	5924095	5924787	+	5924441	1.0	1.0
gene:TraesCS4A03G0017100	Chr4A	5940214	5949407	-	5944810	Chr4A	5924248	5933441	-	5928844	1.0	1.0
gene:TraesCS4A03G0017400	Chr4A	5961057	5965225	+	5963141	Chr4A	5945092	5949260	+	5947176	1.0	1.0
gene:TraesCS4A03G0017500	Chr4A	5966525	5968986	+	5967755	Chr4A	5950560	5953022	+	5951791	1.0	1.0
gene:TraesCS4A03G0017700	Chr4A	5973701	5975480	+	5974590	Chr4A	5957737	5959516	+	5958626	1.0	1.0
gene:TraesCS4A03G0017900	Chr4A	5975822	5976896	-	5976359	Chr4A	5959858	5960932	-	5960395	1.0	1.0
gene:TraesCS4A03G0018000	Chr4A	5977575	5989753	+	5983664	Chr4A	5961611	5973792	+	5967701	1.0	1.0
gene:TraesCS4A03G0018100	Chr4A	5990164	5990274	-	5990219	Chr4A	5974203	5974313	-	5974258	1.0	1.0
gene:TraesCS4A03G0018400	Chr4A	5991936	5995690	-	5993813	Chr4A	5975975	5979729	-	5977852	1.0	1.0
gene:TraesCS4A03G0018700	Chr4A	6296499	6302298	+	6299398	Chr4A	6280533	6286332	+	6283432	1.0	1.0
gene:TraesCS4A03G0018800	Chr4A	6391360	6391976	+	6391668	Chr4A	6375510	6376126	+	6375818	1.0	1.0
gene:TraesCS4A03G0019000	Chr4A	6416551	6417188	+	6416869	Chr4A	6400702	6401339	+	6401020	1.0	1.0
gene:TraesCS4A03G0019100	Chr4A	6432221	6432724	+	6432472	Chr4A	6416372	6416875	+	6416623	1.0	1.0
gene:TraesCS4A03G0019200	Chr4A	6438299	6438727	+	6438513	Chr4A	6422450	6422878	+	6422664	1.0	1.0
gene:TraesCS4A03G0019500	Chr4A	6590079	6593605	-	6591842	Chr4A	6572491	6576017	-	6574254	1.0	1.0
gene:TraesCS4A03G0019600	Chr4A	6757135	6758842	-	6757988	Chr4A	6732562	6734269	-	6733415	1.0	1.0
gene:TraesCS4A03G0019700	Chr4A	6771869	6772548	-	6772208	Chr4A	6747296	6747975	-	6747635	1.0	1.0
gene:TraesCS4A03G0019900	Chr4A	6838732	6842686	+	6840709	Chr4A	6811262	6815004	+	6813133	1.0	1.0
gene:TraesCS4A03G0020000	Chr4A	6843680	6847028	-	6845354	Chr4A	6815998	6819346	-	6817672	1.0	1.0
gene:TraesCS4A03G0020200	Chr4A	6875868	6877346	+	6876607	Chr4A	6848186	6849664	+	6848925	1.0	1.0
gene:TraesCS4A03G0020300	Chr4A	6886387	6891715	-	6889051	Chr4A	6858705	6864033	-	6861369	1.0	1.0
gene:TraesCS4A03G0020700	Chr4A	7109748	7111388	+	7110568	Chr4A	7082069	7083709	+	7082889	1.0	1.0
gene:TraesCS4A03G0020800	Chr4A	7112212	7113115	-	7112663	Chr4A	7084533	7085436	-	7084984	1.0	1.0
gene:TraesCS4A03G0020900	Chr4A	7114886	7115683	-	7115284	Chr4A	7087207	7088004	-	7087605	1.0	1.0
gene:TraesCS4A03G0021000	Chr4A	7120320	7123189	+	7121754	Chr4A	7092641	7095510	+	7094075	1.0	1.0
gene:TraesCS4A03G0021100	Chr4A	7132259	7132465	-	7132362	Chr4A	7104580	7104786	-	7104683	1.0	1.0
gene:TraesCS4A03G0021300	Chr4A	7278836	7280568	-	7279702	Chr4A	7251096	7252828	-	7251962	1.0	1.0
gene:TraesCS4A03G0021400	Chr4A	7354862	7358869	+	7356865	Chr4A	7326876	7330883	+	7328879	1.0	1.0
gene:TraesCS4A03G0021500	Chr4A	7361400	7362491	-	7361945	Chr4A	7333414	7334505	-	7333959	1.0	1.0
gene:TraesCS4A03G0021700	Chr4A	7416747	7419915	-	7418331	Chr4A	7388328	7391379	-	7389853	1.0	1.0
gene:TraesCS4A03G0022100	Chr4A	7567497	7568453	+	7567975	Chr4A	7533660	7534616	+	7534138	1.0	1.0
gene:TraesCS4A03G0022300	Chr4A	7706932	7710397	-	7708664	Chr4A	7673090	7676555	-	7674822	1.0	1.0
gene:TraesCS4A03G0022400	Chr4A	7713930	7717390	+	7715660	Chr4A	7680088	7683548	+	7681818	1.0	1.0
gene:TraesCS4A03G0022500	Chr4A	7717608	7718570	-	7718089	Chr4A	7683766	7684728	-	7684247	1.0	1.0
gene:TraesCS4A03G0022600	Chr4A	7732450	7737522	-	7734986	Chr4A	7698606	7703678	-	7701142	1.0	1.0
gene:TraesCS4A03G0023300	Chr4A	8170087	8173097	+	8171592	Chr4A	8134825	8137835	+	8136330	1.0	1.0
gene:TraesCS4A03G0023700	Chr4A	8476540	8477862	-	8477201	Chr4A	8440781	8442103	-	8441442	1.0	1.0
gene:TraesCS4A03G0023900	Chr4A	8546928	8548721	+	8547824	Chr4A	8511166	8512959	+	8512062	1.0	1.0
gene:TraesCS4A03G0024000	Chr4A	8550707	8553935	-	8552321	Chr4A	8514949	8518177	-	8516563	1.0	1.0
gene:TraesCS4A03G0024100	Chr4A	8557328	8562444	-	8559886	Chr4A	8521571	8526687	-	8524129	1.0	1.0
gene:TraesCS4A03G0024300	Chr4A	9019138	9022576	+	9020857	Chr4A	8982829	8986267	+	8984548	1.0	1.0
gene:TraesCS4A03G0024500	Chr4A	9336564	9336944	+	9336754	Chr4A	9300338	9300718	+	9300528	1.0	1.0
gene:TraesCS4A03G0024600	Chr4A	9339825	9343573	+	9341699	Chr4A	9303599	9307347	+	9305473	1.0	1.0
gene:TraesCS4A03G0024700	Chr4A	9358737	9361433	+	9360085	Chr4A	9322509	9325205	+	9323857	1.0	1.0
gene:TraesCS4A03G0025000	Chr4A	9410835	9413485	-	9412160	Chr4A	9374609	9377259	-	9375934	1.0	1.0
gene:TraesCS4A03G0025100	Chr4A	9414522	9417382	-	9415952	Chr4A	9378296	9381156	-	9379726	1.0	1.0
gene:TraesCS4A03G0025200	Chr4A	9418818	9419593	+	9419205	Chr4A	9382592	9383367	+	9382979	1.0	1.0
gene:TraesCS4A03G0025300	Chr4A	9429774	9430286	+	9430030	Chr4A	9393548	9394060	+	9393804	1.0	1.0
gene:TraesCS4A03G0025400	Chr4A	9446191	9446717	+	9446454	Chr4A	9409967	9410493	+	9410230	1.0	1.0
gene:TraesCS4A03G0025500	Chr4A	9511958	9512320	+	9512139	Chr4A	9475342	9475704	+	9475523	1.0	1.0
gene:TraesCS4A03G0025600	Chr4A	9516751	9517572	+	9517161	Chr4A	9480135	9480956	+	9480545	1.0	1.0
gene:TraesCS4A03G0025700	Chr4A	9575947	9581895	+	9578921	Chr4A	9539333	9545285	+	9542309	1.0	1.0
gene:TraesCS4A03G0025800	Chr4A	9584030	9584740	-	9584385	Chr4A	9547420	9548131	-	9547775	1.0	0.998
gene:TraesCS4A03G0025900	Chr4A	9586948	9587602	-	9587275	Chr4A	9550339	9550993	-	9550666	1.0	1.0
gene:TraesCS4A03G0026200	Chr4A	9866494	9867996	-	9867245	Chr4A	9829881	9831383	-	9830632	1.0	1.0
gene:TraesCS4A03G0026300	Chr4A	9868737	9873493	-	9871115	Chr4A	9832124	9836880	-	9834502	1.0	1.0
gene:TraesCS4A03G0026400	Chr4A	9889203	9892646	-	9890924	Chr4A	9852410	9855853	-	9854131	1.0	1.0
gene:TraesCS4A03G0026800	Chr4A	10123284	10124347	-	10123815	Chr4A	10085850	10086913	-	10086381	1.0	1.0
gene:TraesCS4A03G0026900	Chr4A	10491113	10491433	-	10491273	Chr4A	10453553	10453873	-	10453713	1.0	1.0
gene:TraesCS4A03G0027000	Chr4A	10588371	10591656	-	10590013	Chr4A	10550820	10554103	-	10552461	1.0	1.0
gene:TraesCS4A03G0027200	Chr4A	10887798	10889674	+	10888736	Chr4A	10850231	10852107	+	10851169	1.0	1.0
gene:TraesCS4A03G0027400	Chr4A	11132761	11138297	+	11135529	Chr4A	11095202	11100738	+	11097970	1.0	1.0
gene:TraesCS4A03G0027700	Chr4A	11221347	11222722	-	11222034	Chr4A	11183915	11185290	-	11184602	1.0	1.0
gene:TraesCS4A03G0027800	Chr4A	11245317	11247817	+	11246567	Chr4A	11207885	11210385	+	11209135	1.0	1.0
gene:TraesCS4A03G0028000	Chr4A	11266047	11266965	+	11266506	Chr4A	11228616	11229534	+	11229075	1.0	1.0
gene:TraesCS4A03G0028100	Chr4A	11308483	11312047	+	11310265	Chr4A	11271048	11274615	+	11272831	1.0	1.0
gene:TraesCS4A03G0028300	Chr4A	11312152	11315724	-	11313938	Chr4A	11274720	11278292	-	11276506	1.0	1.0
gene:TraesCS4A03G0028900	Chr4A	11545835	11546206	+	11546020	Chr4A	11507472	11507843	+	11507657	1.0	1.0
gene:TraesCS4A03G0029000	Chr4A	11568182	11568292	-	11568237	Chr4A	11529819	11529929	-	11529874	1.0	1.0
gene:TraesCS4A03G0029100	Chr4A	11591766	11594017	+	11592891	Chr4A	11553403	11555654	+	11554528	1.0	1.0
gene:TraesCS4A03G0029500	Chr4A	11616707	11621495	+	11619101	Chr4A	11578344	11583132	+	11580738	1.0	1.0
gene:TraesCS4A03G0029600	Chr4A	11622018	11624002	-	11623010	Chr4A	11583655	11585639	-	11584647	1.0	1.0
gene:TraesCS4A03G0029700	Chr4A	11651219	11652308	+	11651763	Chr4A	11612858	11613947	+	11613402	1.0	1.0
gene:TraesCS4A03G0029800	Chr4A	11656997	11658342	+	11657669	Chr4A	11618636	11619981	+	11619308	1.0	1.0
gene:TraesCS4A03G0030000	Chr4A	11661466	11663925	-	11662695	Chr4A	11623105	11625564	-	11624334	1.0	1.0
gene:TraesCS4A03G0030100	Chr4A	11716245	11720942	+	11718593	Chr4A	11677886	11682583	+	11680234	1.0	1.0
gene:TraesCS4A03G0030200	Chr4A	11717678	11720942	-	11719310	Chr4A	11679319	11682583	-	11680951	1.0	1.0
gene:TraesCS4A03G0030400	Chr4A	11752810	11756395	+	11754602	Chr4A	11714474	11718059	+	11716266	1.0	1.0
gene:TraesCS4A03G0030500	Chr4A	11756499	11758031	-	11757265	Chr4A	11718163	11719695	-	11718929	1.0	1.0
gene:TraesCS4A03G0030600	Chr4A	11761147	11761731	-	11761439	Chr4A	11722809	11723393	-	11723101	1.0	1.0
gene:TraesCS4A03G0030700	Chr4A	11785760	11786350	+	11786055	Chr4A	11747454	11748044	+	11747749	1.0	1.0
gene:TraesCS4A03G0031000	Chr4A	11924219	11925514	+	11924866	Chr4A	11885586	11886881	+	11886233	1.0	1.0
gene:TraesCS4A03G0031400	Chr4A	12089191	12090486	+	12089838	Chr4A	12050570	12051865	+	12051217	1.0	1.0
gene:TraesCS4A03G0031500	Chr4A	12097448	12098719	-	12098083	Chr4A	12058827	12060098	-	12059462	1.0	1.0
gene:TraesCS4A03G0031600	Chr4A	12101574	12105497	-	12103535	Chr4A	12062953	12066876	-	12064914	1.0	1.0
gene:TraesCS4A03G0031700	Chr4A	12144836	12147273	-	12146054	Chr4A	12106212	12108649	-	12107430	1.0	1.0
gene:TraesCS4A03G0031800	Chr4A	12308859	12309316	+	12309087	Chr4A	12270329	12270786	+	12270557	1.0	1.0
gene:TraesCS4A03G0032100	Chr4A	12324169	12326632	+	12325400	Chr4A	12285639	12288102	+	12286870	1.0	1.0
gene:TraesCS4A03G0032200	Chr4A	12327053	12331148	+	12329100	Chr4A	12288523	12292618	+	12290570	1.0	1.0
gene:TraesCS4A03G0032300	Chr4A	12331731	12334143	+	12332937	Chr4A	12293201	12295613	+	12294407	1.0	1.0
gene:TraesCS4A03G0032600	Chr4A	12528070	12529896	+	12528983	Chr4A	12489020	12490846	+	12489933	1.0	1.0
gene:TraesCS4A03G0032700	Chr4A	12532297	12534546	+	12533421	Chr4A	12493250	12495499	+	12494374	1.0	1.0
gene:TraesCS4A03G0032800	Chr4A	12551262	12553027	+	12552144	Chr4A	12512215	12513980	+	12513097	1.0	1.0
gene:TraesCS4A03G0033900	Chr4A	12608574	12613868	-	12611221	Chr4A	12569564	12574858	-	12572211	1.0	1.0
gene:TraesCS4A03G0034400	Chr4A	12920281	12923608	+	12921944	Chr4A	12881218	12884545	+	12882881	1.0	1.0
gene:TraesCS4A03G0035600	Chr4A	13576495	13578019	+	13577257	Chr4A	13536832	13538356	+	13537594	1.0	1.0
gene:TraesCS4A03G0035700	Chr4A	13578230	13581072	-	13579651	Chr4A	13538567	13541409	-	13539988	1.0	1.0
gene:TraesCS4A03G0035800	Chr4A	13663764	13665538	+	13664651	Chr4A	13624092	13625866	+	13624979	1.0	1.0
gene:TraesCS4A03G0035900	Chr4A	13667117	13670453	-	13668785	Chr4A	13627445	13630781	-	13629113	1.0	1.0
gene:TraesCS4A03G0036200	Chr4A	13678392	13680451	-	13679421	Chr4A	13638722	13640781	-	13639751	1.0	0.997
gene:TraesCS4A03G0036500	Chr4A	13939369	13943683	+	13941526	Chr4A	13899884	13904193	+	13902038	1.0	0.99
gene:TraesCS4A03G0036600	Chr4A	13944146	13947532	-	13945839	Chr4A	13904669	13908055	-	13906362	1.0	1.0
gene:TraesCS4A03G0036800	Chr4A	14082392	14082709	+	14082550	Chr4A	14042929	14043246	+	14043087	1.0	1.0
gene:TraesCS4A03G0036700	Chr4A	14081792	14086125	-	14083958	Chr4A	14042329	14046662	-	14044495	1.0	1.0
gene:TraesCS4A03G0037000	Chr4A	14098780	14102940	-	14100860	Chr4A	14059318	14063478	-	14061398	1.0	1.0
gene:TraesCS4A03G0037100	Chr4A	14178468	14182486	+	14180477	Chr4A	14139010	14143028	+	14141019	1.0	1.0
gene:TraesCS4A03G0037400	Chr4A	14256963	14260742	+	14258852	Chr4A	14218167	14221946	+	14220056	1.0	1.0
gene:TraesCS4A03G0037600	Chr4A	14270437	14275635	-	14273036	Chr4A	14231640	14236838	-	14234239	1.0	1.0
gene:TraesCS4A03G0038300	Chr4A	14738966	14740743	-	14739854	Chr4A	14698660	14700437	-	14699548	1.0	1.0
gene:TraesCS4A03G0038600	Chr4A	15024745	15026302	+	15025523	Chr4A	14983318	14984877	+	14984097	1.0	1.0
gene:TraesCS4A03G0038700	Chr4A	15026322	15028447	-	15027384	Chr4A	14984897	14987022	-	14985959	1.0	1.0
gene:TraesCS4A03G0039400	Chr4A	15536197	15539970	+	15538083	Chr4A	15494380	15498153	+	15496266	1.0	1.0
gene:TraesCS4A03G0039500	Chr4A	15545246	15548583	+	15546914	Chr4A	15503429	15506766	+	15505097	1.0	1.0
gene:TraesCS4A03G0039600	Chr4A	15550443	15552931	-	15551687	Chr4A	15508626	15511114	-	15509870	1.0	1.0
