gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_IAAS_tgt_chr	CS_IAAS_tgt_start	CS_IAAS_tgt_end	CS_IAAS_tgt_strand	CS_IAAS_tgt_midpoint	CS_IAAS_coverage	CS_IAAS_identity
gene:TraesCS4D03G0003000	Chr4D	1239892	1242834	+	1241363	Chr4D	1078652	1081595	+	1080123	1.0	1.0
gene:TraesCS4D03G0003100	Chr4D	1245411	1245824	-	1245617	Chr4D	1084172	1084585	-	1084378	1.0	1.0
gene:TraesCS4D03G0003500	Chr4D	1279798	1281379	+	1280588	Chr4D	1118563	1120144	+	1119353	1.0	1.0
gene:TraesCS4D03G0003700	Chr4D	1281940	1284304	+	1283122	Chr4D	1120705	1123069	+	1121887	1.0	1.0
gene:TraesCS4D03G0003800	Chr4D	1291459	1294621	+	1293040	Chr4D	1130224	1133386	+	1131805	1.0	1.0
gene:TraesCS4D03G0004000	Chr4D	1304418	1305152	-	1304785	Chr4D	1143185	1143919	-	1143552	1.0	1.0
gene:TraesCS4D03G0004100	Chr4D	1318992	1323052	+	1321022	Chr4D	1157766	1161826	+	1159796	1.0	1.0
gene:TraesCS4D03G0004300	Chr4D	1341017	1345302	-	1343159	Chr4D	1179792	1184077	-	1181934	1.0	1.0
gene:TraesCS4D03G0004400	Chr4D	1357145	1360998	-	1359071	Chr4D	1195919	1199772	-	1197845	1.0	1.0
gene:TraesCS4D03G0004500	Chr4D	1362318	1367013	-	1364665	Chr4D	1201092	1205787	-	1203439	1.0	1.0
gene:TraesCS4D03G0004600	Chr4D	1368870	1373554	-	1371212	Chr4D	1207644	1212328	-	1209986	1.0	1.0
gene:TraesCS4D03G0004700	Chr4D	1374679	1379306	-	1376992	Chr4D	1213453	1217786	-	1215619	1.0	1.0
gene:TraesCS4D03G0004800	Chr4D	1390139	1393851	+	1391995	Chr4D	1228466	1232178	+	1230322	1.0	1.0
gene:TraesCS4D03G0004900	Chr4D	1397353	1399554	-	1398453	Chr4D	1235680	1237881	-	1236780	1.0	1.0
gene:TraesCS4D03G0005000	Chr4D	1400675	1404459	-	1402567	Chr4D	1239002	1242786	-	1240894	1.0	1.0
gene:TraesCS4D03G0005100	Chr4D	1406011	1408464	+	1407237	Chr4D	1244338	1246791	+	1245564	1.0	1.0
gene:TraesCS4D03G0005800	Chr4D	1630996	1636148	-	1633572	Chr4D	2288308	2293462	-	2290885	1.0	1.0
gene:TraesCS4D03G0006100	Chr4D	1655892	1658459	+	1657175	Chr4D	2313206	2315773	+	2314489	1.0	1.0
gene:TraesCS4D03G0006500	Chr4D	1693854	1698641	-	1696247	Chr4D	2351170	2355957	-	2353563	1.0	1.0
gene:TraesCS4D03G0006600	Chr4D	1808058	1813801	+	1810929	Chr4D	2465397	2471140	+	2468268	1.0	1.0
gene:TraesCS4D03G0006900	Chr4D	1857162	1864002	+	1860582	Chr4D	2514503	2521343	+	2517923	1.0	1.0
gene:TraesCS4D03G0007200	Chr4D	2118829	2121262	-	2120045	Chr4D	3202662	3205095	-	3203878	1.0	1.0
gene:TraesCS4D03G0007300	Chr4D	2157319	2157750	+	2157534	Chr4D	3236707	3237138	+	3236922	1.0	1.0
gene:TraesCS4D03G0007400	Chr4D	2159778	2160428	-	2160103	Chr4D	3239166	3239816	-	3239491	1.0	1.0
gene:TraesCS4D03G0007500	Chr4D	2210061	2211185	+	2210623	Chr4D	3287279	3288403	+	3287841	1.0	1.0
gene:TraesCS4D03G0007600	Chr4D	2233090	2237239	-	2235164	Chr4D	3309733	3313882	-	3311807	1.0	1.0
gene:TraesCS4D03G0007700	Chr4D	2275324	2285972	-	2280648	Chr4D	3351589	3362477	-	3357033	1.0	1.0
gene:TraesCS4D03G0008000	Chr4D	2317575	2321028	-	2319301	Chr4D	3393610	3397063	-	3395336	1.0	1.0
gene:TraesCS4D03G0008300	Chr4D	2468842	2469594	-	2469218	Chr4D	3542545	3543297	-	3542921	1.0	1.0
gene:TraesCS4D03G0008500	Chr4D	2503854	2504613	+	2504233	Chr4D	3577559	3578318	+	3577938	1.0	1.0
gene:TraesCS4D03G0008800	Chr4D	3210895	3212125	-	3211510	Chr4D	4436821	4438051	-	4437436	1.0	1.0
gene:TraesCS4D03G0008900	Chr4D	3228396	3230243	+	3229319	Chr4D	4454322	4456169	+	4455245	1.0	1.0
gene:TraesCS4D03G0009000	Chr4D	3236033	3237648	-	3236840	Chr4D	4461674	4463289	-	4462481	1.0	1.0
gene:TraesCS4D03G0009100	Chr4D	3238133	3240692	+	3239412	Chr4D	4463774	4466333	+	4465053	1.0	1.0
gene:TraesCS4D03G0009200	Chr4D	3243144	3247724	-	3245434	Chr4D	4468785	4473365	-	4471075	1.0	1.0
gene:TraesCS4D03G0009500	Chr4D	3271809	3274267	-	3273038	Chr4D	4496213	4498671	-	4497442	1.0	1.0
gene:TraesCS4D03G0010200	Chr4D	3319664	3323787	+	3321725	Chr4D	4543911	4548034	+	4545972	1.0	1.0
gene:TraesCS4D03G0010300	Chr4D	3327946	3335748	-	3331847	Chr4D	4552193	4559995	-	4556094	1.0	1.0
gene:TraesCS4D03G0010800	Chr4D	3382908	3386957	-	3384932	Chr4D	4606423	4610472	-	4608447	1.0	1.0
gene:TraesCS4D03G0011000	Chr4D	3390244	3391395	-	3390819	Chr4D	4613759	4614910	-	4614334	1.0	1.0
gene:TraesCS4D03G0011200	Chr4D	3405419	3408689	-	3407054	Chr4D	4628934	4632204	-	4630569	1.0	1.0
gene:TraesCS4D03G0011300	Chr4D	3413225	3414072	-	3413648	Chr4D	4636740	4637587	-	4637163	1.0	1.0
gene:TraesCS4D03G0011400	Chr4D	3414641	3415376	-	3415008	Chr4D	4638156	4638891	-	4638523	1.0	1.0
gene:TraesCS4D03G0011500	Chr4D	3416613	3417647	-	3417130	Chr4D	4640128	4641162	-	4640645	1.0	1.0
gene:TraesCS4D03G0011700	Chr4D	3421045	3424717	-	3422881	Chr4D	4644560	4648232	-	4646396	1.0	1.0
gene:TraesCS4D03G0011900	Chr4D	3667854	3673399	-	3670626	Chr4D	4899626	4905171	-	4902398	1.0	1.0
gene:TraesCS4D03G0012000	Chr4D	3685507	3688331	-	3686919	Chr4D	4917279	4920103	-	4918691	1.0	1.0
gene:TraesCS4D03G0012200	Chr4D	3695617	3698195	+	3696906	Chr4D	4927389	4929967	+	4928678	1.0	1.0
gene:TraesCS4D03G0012300	Chr4D	3698965	3700563	-	3699764	Chr4D	4930737	4932335	-	4931536	1.0	1.0
gene:TraesCS4D03G0012400	Chr4D	3708608	3712645	-	3710626	Chr4D	4940380	4944417	-	4942398	1.0	1.0
gene:TraesCS4D03G0012500	Chr4D	3790975	3794205	+	3792590	Chr4D	5022806	5026036	+	5024421	1.0	1.0
gene:TraesCS4D03G0012600	Chr4D	3811236	3815371	+	3813303	Chr4D	5043072	5047207	+	5045139	1.0	1.0
gene:TraesCS4D03G0012700	Chr4D	3819990	3822163	-	3821076	Chr4D	5051826	5053999	-	5052912	1.0	1.0
gene:TraesCS4D03G0012800	Chr4D	3823587	3827946	-	3825766	Chr4D	5055423	5059781	-	5057602	1.0	0.999
gene:TraesCS4D03G0012900	Chr4D	3851419	3851796	-	3851607	Chr4D	5083253	5083630	-	5083441	1.0	1.0
gene:TraesCS4D03G0013200	Chr4D	3889549	3889926	-	3889737	Chr4D	5121387	5121764	-	5121575	1.0	1.0
gene:TraesCS4D03G0013400	Chr4D	3935959	3939231	-	3937595	Chr4D	5167796	5171068	-	5169432	1.0	1.0
gene:TraesCS4D03G0013500	Chr4D	3953221	3956936	+	3955078	Chr4D	5185063	5188778	+	5186920	1.0	1.0
gene:TraesCS4D03G0013600	Chr4D	3973325	3974731	-	3974028	Chr4D	5205181	5206587	-	5205884	1.0	1.0
gene:TraesCS4D03G0013700	Chr4D	4018713	4020514	+	4019613	Chr4D	5250571	5252372	+	5251471	1.0	1.0
gene:TraesCS4D03G0014500	Chr4D	4204342	4208997	+	4206669	Chr4D	5433509	5438164	+	5435836	1.0	1.0
gene:TraesCS4D03G0014600	Chr4D	4229119	4240333	+	4234726	Chr4D	5458316	5468936	+	5463626	1.0	1.0
gene:TraesCS4D03G0014800	Chr4D	4234832	4239056	-	4236944	Chr4D	5464029	5467659	-	5465844	1.0	1.0
gene:TraesCS4D03G0014900	Chr4D	4357845	4360735	+	4359290	Chr4D	5585995	5588885	+	5587440	1.0	1.0
gene:TraesCS4D03G0015000	Chr4D	4383334	4385938	-	4384636	Chr4D	5611027	5613631	-	5612329	1.0	1.0
gene:TraesCS4D03G0015100	Chr4D	4395627	4397891	-	4396759	Chr4D	5623320	5625584	-	5624452	1.0	1.0
gene:TraesCS4D03G0015200	Chr4D	4454427	4458854	-	4456640	Chr4D	5681886	5686036	-	5683961	1.0	1.0
gene:TraesCS4D03G0015300	Chr4D	4459320	4462959	-	4461139	Chr4D	5686502	5690141	-	5688321	1.0	1.0
gene:TraesCS4D03G0015400	Chr4D	4464204	4468925	-	4466564	Chr4D	5691295	5696016	-	5693655	1.0	1.0
gene:TraesCS4D03G0015700	Chr4D	4468944	4472922	-	4470933	Chr4D	5696035	5700013	-	5698024	1.0	1.0
gene:TraesCS4D03G0015800	Chr4D	4527953	4530990	+	4529471	Chr4D	5754347	5757382	+	5755864	1.0	1.0
gene:TraesCS4D03G0015900	Chr4D	4569887	4572528	+	4571207	Chr4D	5796279	5798920	+	5797599	1.0	1.0
gene:TraesCS4D03G0016000	Chr4D	4582540	4589681	+	4586110	Chr4D	5808932	5816068	+	5812500	1.0	1.0
gene:TraesCS4D03G0016200	Chr4D	4599361	4602079	+	4600720	Chr4D	5825745	5828463	+	5827104	1.0	1.0
gene:TraesCS4D03G0016300	Chr4D	4627229	4630042	+	4628635	Chr4D	5853646	5856459	+	5855052	1.0	1.0
gene:TraesCS4D03G0016400	Chr4D	4634161	4637142	+	4635651	Chr4D	5860578	5863559	+	5862068	1.0	1.0
gene:TraesCS4D03G0016500	Chr4D	4750051	4759673	+	4754862	Chr4D	5976520	5986144	+	5981332	1.0	1.0
gene:TraesCS4D03G0016600	Chr4D	4770250	4773081	+	4771665	Chr4D	5996721	5999548	+	5998134	1.0	1.0
gene:TraesCS4D03G0016900	Chr4D	4866670	4872598	-	4869634	Chr4D	6097408	6103336	-	6100372	1.0	1.0
gene:TraesCS4D03G0017000	Chr4D	4874008	4881088	-	4877548	Chr4D	6104734	6111814	-	6108274	1.0	1.0
gene:TraesCS4D03G0017100	Chr4D	4906191	4907505	-	4906848	Chr4D	6136915	6138229	-	6137572	1.0	1.0
gene:TraesCS4D03G0017200	Chr4D	5059902	5063233	-	5061567	Chr4D	6289965	6293296	-	6291630	1.0	1.0
gene:TraesCS4D03G0017300	Chr4D	5079330	5084686	+	5082008	Chr4D	6309394	6314749	+	6312071	1.0	1.0
gene:TraesCS4D03G0017500	Chr4D	5172134	5173950	+	5173042	Chr4D	6402218	6404034	+	6403126	1.0	1.0
gene:TraesCS4D03G0017700	Chr4D	5203108	5205734	-	5204421	Chr4D	6433195	6435821	-	6434508	1.0	1.0
gene:TraesCS4D03G0018000	Chr4D	5378301	5379090	+	5378695	Chr4D	6608404	6609193	+	6608798	1.0	1.0
gene:TraesCS4D03G0018100	Chr4D	5390562	5392779	-	5391670	Chr4D	6620662	6622879	-	6621770	1.0	1.0
gene:TraesCS4D03G0018200	Chr4D	5422036	5422742	-	5422389	Chr4D	6652186	6652892	-	6652539	1.0	1.0
gene:TraesCS4D03G0018500	Chr4D	5618981	5619583	-	5619282	Chr4D	6851648	6852250	-	6851949	1.0	1.0
gene:TraesCS4D03G0018600	Chr4D	5624811	5628448	+	5626629	Chr4D	6857478	6861115	+	6859296	1.0	1.0
gene:TraesCS4D03G0018700	Chr4D	5651294	5659832	+	5655563	Chr4D	6883962	6892436	+	6888199	1.0	1.0
gene:TraesCS4D03G0018800	Chr4D	5667996	5669441	+	5668718	Chr4D	6900600	6902045	+	6901322	1.0	1.0
gene:TraesCS4D03G0018900	Chr4D	5672974	5675865	+	5674419	Chr4D	6905578	6908469	+	6907023	1.0	1.0
gene:TraesCS4D03G0019000	Chr4D	5680128	5682514	+	5681321	Chr4D	6912732	6915118	+	6913925	1.0	1.0
gene:TraesCS4D03G0019100	Chr4D	5683617	5687922	-	5685769	Chr4D	6916221	6920526	-	6918373	1.0	1.0
gene:TraesCS4D03G0019200	Chr4D	5693258	5698277	-	5695767	Chr4D	6925864	6930894	-	6928379	1.0	0.999
gene:TraesCS4D03G0019300	Chr4D	5760412	5761926	-	5761169	Chr4D	6993045	6994559	-	6993802	1.0	1.0
gene:TraesCS4D03G0019600	Chr4D	5774825	5779265	-	5777045	Chr4D	7007457	7011897	-	7009677	1.0	1.0
gene:TraesCS4D03G0019700	Chr4D	5784138	5784836	+	5784487	Chr4D	7016770	7017468	+	7017119	1.0	1.0
gene:TraesCS4D03G0019800	Chr4D	5785336	5788751	-	5787043	Chr4D	7017968	7021383	-	7019675	1.0	1.0
gene:TraesCS4D03G0019900	Chr4D	5790433	5795460	+	5792946	Chr4D	7023065	7028092	+	7025578	1.0	1.0
gene:TraesCS4D03G0020000	Chr4D	5882534	5883494	+	5883014	Chr4D	7115179	7116139	+	7115659	1.0	1.0
gene:TraesCS4D03G0020200	Chr4D	5909110	5911403	+	5910256	Chr4D	7141781	7144074	+	7142927	1.0	1.0
gene:TraesCS4D03G0020400	Chr4D	6015915	6017015	+	6016465	Chr4D	7248608	7249708	+	7249158	1.0	1.0
gene:TraesCS4D03G0020600	Chr4D	6127652	6133581	+	6130616	Chr4D	7360357	7366286	+	7363321	1.0	1.0
gene:TraesCS4D03G0020700	Chr4D	6132872	6134485	-	6133678	Chr4D	7365577	7367190	-	7366383	1.0	1.0
gene:TraesCS4D03G0020800	Chr4D	6137793	6139135	-	6138464	Chr4D	7370498	7371840	-	7371169	1.0	1.0
gene:TraesCS4D03G0020900	Chr4D	6139851	6142712	-	6141281	Chr4D	7372556	7375417	-	7373986	1.0	1.0
gene:TraesCS4D03G0021500	Chr4D	6362454	6363136	-	6362795	Chr4D	7594798	7595480	-	7595139	1.0	1.0
gene:TraesCS4D03G0021700	Chr4D	6376655	6378868	+	6377761	Chr4D	7608485	7610698	+	7609591	1.0	1.0
gene:TraesCS4D03G0021800	Chr4D	6384970	6387127	-	6386048	Chr4D	7616378	7618535	-	7617456	1.0	1.0
gene:TraesCS4D03G0022200	Chr4D	6512322	6515724	+	6514023	Chr4D	7740022	7743424	+	7741723	1.0	1.0
gene:TraesCS4D03G0022300	Chr4D	6548123	6549184	+	6548653	Chr4D	7775654	7776715	+	7776184	1.0	1.0
gene:TraesCS4D03G0022400	Chr4D	6551224	6552613	-	6551918	Chr4D	7778755	7780144	-	7779449	1.0	1.0
gene:TraesCS4D03G0022600	Chr4D	6582071	6585584	+	6583827	Chr4D	7809608	7813121	+	7811364	1.0	1.0
gene:TraesCS4D03G0022700	Chr4D	6605223	6609870	+	6607546	Chr4D	7832763	7837410	+	7835086	1.0	1.0
gene:TraesCS4D03G0022800	Chr4D	6610919	6612424	-	6611671	Chr4D	7838459	7839964	-	7839211	1.0	1.0
gene:TraesCS4D03G0022900	Chr4D	6662176	6662885	+	6662530	Chr4D	7888994	7889703	+	7889348	1.0	1.0
gene:TraesCS4D03G0023000	Chr4D	6662959	6665472	-	6664215	Chr4D	7889777	7892290	-	7891033	1.0	1.0
gene:TraesCS4D03G0023200	Chr4D	6673666	6678625	-	6676145	Chr4D	7900484	7905443	-	7902963	1.0	1.0
gene:TraesCS4D03G0023300	Chr4D	6682704	6686531	+	6684617	Chr4D	7909522	7913166	+	7911344	1.0	1.0
gene:TraesCS4D03G0023700	Chr4D	6751752	6753962	+	6752857	Chr4D	7974844	7977054	+	7975949	1.0	1.0
gene:TraesCS4D03G0023800	Chr4D	6754162	6756914	-	6755538	Chr4D	7977254	7980006	-	7978630	1.0	1.0
gene:TraesCS4D03G0023900	Chr4D	6757710	6765113	-	6761411	Chr4D	7980802	7988205	-	7984503	1.0	1.0
gene:TraesCS4D03G0024000	Chr4D	6773765	6774076	-	6773920	Chr4D	7996685	7996996	-	7996840	1.0	1.0
gene:TraesCS4D03G0024100	Chr4D	6792263	6792547	+	6792405	Chr4D	8015183	8015467	+	8015325	1.0	1.0
gene:TraesCS4D03G0024200	Chr4D	6808984	6809403	+	6809193	Chr4D	8031627	8032046	+	8031836	1.0	1.0
gene:TraesCS4D03G0024300	Chr4D	6813191	6813454	+	6813322	Chr4D	8035834	8036097	+	8035965	1.0	1.0
gene:TraesCS4D03G0024400	Chr4D	6886953	6888327	-	6887640	Chr4D	8108030	8109404	-	8108717	1.0	1.0
gene:TraesCS4D03G0024600	Chr4D	7003467	7007031	+	7005249	Chr4D	8224560	8228124	+	8226342	1.0	1.0
gene:TraesCS4D03G0025200	Chr4D	7074947	7076642	+	7075794	Chr4D	8296037	8297732	+	8296884	1.0	1.0
gene:TraesCS4D03G0025300	Chr4D	7087262	7088384	+	7087823	Chr4D	8308352	8309474	+	8308913	1.0	1.0
gene:TraesCS4D03G0025400	Chr4D	7118234	7119940	-	7119087	Chr4D	8339338	8341044	-	8340191	1.0	1.0
gene:TraesCS4D03G0025500	Chr4D	7140877	7142114	+	7141495	Chr4D	8361981	8363218	+	8362599	1.0	1.0
gene:TraesCS4D03G0026100	Chr4D	7223439	7228080	+	7225759	Chr4D	8444549	8449190	+	8446869	1.0	1.0
gene:TraesCS4D03G0026400	Chr4D	7296580	7318269	-	7307424	Chr4D	8517696	8539391	-	8528543	1.0	1.0
gene:TraesCS4D03G0026600	Chr4D	7318003	7320546	+	7319274	Chr4D	8539125	8541668	+	8540396	1.0	1.0
gene:TraesCS4D03G0026900	Chr4D	7522432	7523379	+	7522905	Chr4D	8741793	8742740	+	8742266	1.0	1.0
gene:TraesCS4D03G0027000	Chr4D	7524704	7525912	+	7525308	Chr4D	8744065	8745273	+	8744669	1.0	1.0
gene:TraesCS4D03G0027100	Chr4D	7525825	7530711	-	7528268	Chr4D	8745186	8750072	-	8747629	1.0	1.0
gene:TraesCS4D03G0027200	Chr4D	7532797	7534463	+	7533630	Chr4D	8752041	8753707	+	8752874	1.0	1.0
gene:TraesCS4D03G0027400	Chr4D	7572934	7575966	-	7574450	Chr4D	8791372	8794404	-	8792888	1.0	1.0
gene:TraesCS4D03G0027500	Chr4D	7696400	7697183	+	7696791	Chr4D	8914069	8914852	+	8914460	1.0	1.0
gene:TraesCS4D03G0027600	Chr4D	7700318	7704016	+	7702167	Chr4D	8917987	8921736	+	8919861	1.0	1.0
gene:TraesCS4D03G0027700	Chr4D	7751430	7757589	+	7754509	Chr4D	8969152	8975311	+	8972231	1.0	1.0
gene:TraesCS4D03G0027800	Chr4D	7757899	7762408	-	7760153	Chr4D	8975621	8980130	-	8977875	1.0	1.0
gene:TraesCS4D03G0027900	Chr4D	7763791	7764666	+	7764228	Chr4D	8981513	8982388	+	8981950	1.0	1.0
gene:TraesCS4D03G0028100	Chr4D	7843492	7845337	+	7844414	Chr4D	9058414	9060259	+	9059336	1.0	1.0
gene:TraesCS4D03G0028200	Chr4D	7860654	7865816	+	7863235	Chr4D	9075579	9080741	+	9078160	1.0	1.0
gene:TraesCS4D03G0028300	Chr4D	7865955	7869386	-	7867670	Chr4D	9080880	9084312	-	9082596	1.0	1.0
gene:TraesCS4D03G0028400	Chr4D	7876861	7881040	-	7878950	Chr4D	9091787	9095966	-	9093876	1.0	1.0
gene:TraesCS4D03G0028600	Chr4D	7904711	7907129	+	7905920	Chr4D	9119637	9122055	+	9120846	1.0	1.0
gene:TraesCS4D03G0028700	Chr4D	7934423	7942634	+	7938528	Chr4D	9149349	9157560	+	9153454	1.0	1.0
gene:TraesCS4D03G0028800	Chr4D	7944253	7949845	+	7947049	Chr4D	9159179	9164771	+	9161975	1.0	1.0
gene:TraesCS4D03G0028900	Chr4D	7949938	7951125	-	7950531	Chr4D	9164864	9166051	-	9165457	1.0	1.0
gene:TraesCS4D03G0029000	Chr4D	7951462	7955039	-	7953250	Chr4D	9166388	9169965	-	9168176	1.0	1.0
gene:TraesCS4D03G0029100	Chr4D	7980535	7981952	-	7981243	Chr4D	9194835	9196252	-	9195543	1.0	1.0
gene:TraesCS4D03G0029200	Chr4D	7997648	8000858	-	7999253	Chr4D	9211948	9215158	-	9213553	1.0	0.997
gene:TraesCS4D03G0029300	Chr4D	8004461	8007164	-	8005812	Chr4D	9218459	9221162	-	9219810	1.0	1.0
gene:TraesCS4D03G0029500	Chr4D	8018616	8019601	+	8019108	Chr4D	9232289	9233274	+	9232781	1.0	1.0
gene:TraesCS4D03G0029600	Chr4D	8019783	8026442	-	8023112	Chr4D	9233456	9240101	-	9236778	1.0	1.0
gene:TraesCS4D03G0029900	Chr4D	8105859	8109218	+	8107538	Chr4D	9319189	9322548	+	9320868	1.0	1.0
gene:TraesCS4D03G0030000	Chr4D	8121719	8125469	+	8123594	Chr4D	9335052	9338802	+	9336927	1.0	1.0
gene:TraesCS4D03G0030100	Chr4D	8190069	8193539	-	8191804	Chr4D	9403402	9406872	-	9405137	1.0	1.0
gene:TraesCS4D03G0030200	Chr4D	8195302	8198712	-	8197007	Chr4D	9408635	9412045	-	9410340	1.0	1.0
gene:TraesCS4D03G0030300	Chr4D	8247677	8249481	-	8248579	Chr4D	9460319	9462123	-	9461221	1.0	1.0
gene:TraesCS4D03G0030400	Chr4D	8260928	8263697	-	8262312	Chr4D	9473570	9476339	-	9474954	1.0	1.0
gene:TraesCS4D03G0030800	Chr4D	8305388	8306149	-	8305768	Chr4D	9518036	9518797	-	9518416	1.0	1.0
gene:TraesCS4D03G0030900	Chr4D	8315374	8315959	-	8315666	Chr4D	9528023	9528608	-	9528315	1.0	1.0
gene:TraesCS4D03G0031000	Chr4D	8364633	8367872	+	8366252	Chr4D	9577283	9580522	+	9578902	1.0	1.0
gene:TraesCS4D03G0031100	Chr4D	8507394	8517301	+	8512347	Chr4D	9720118	9730024	+	9725071	1.0	1.0
gene:TraesCS4D03G0031200	Chr4D	8540256	8541570	-	8540913	Chr4D	9753014	9754328	-	9753671	1.0	1.0
gene:TraesCS4D03G0031300	Chr4D	8697103	8702372	-	8699737	Chr4D	9909873	9915146	-	9912509	1.0	1.0
gene:TraesCS4D03G0031400	Chr4D	8726287	8731703	-	8728995	Chr4D	9939061	9944477	-	9941769	1.0	1.0
gene:TraesCS4D03G0031500	Chr4D	8767417	8767620	+	8767518	Chr4D	9980189	9980392	+	9980290	1.0	1.0
gene:TraesCS4D03G0031600	Chr4D	8767968	8778546	-	8773257	Chr4D	9980740	9991319	-	9986029	1.0	1.0
gene:TraesCS4D03G0031700	Chr4D	8785788	8791144	+	8788466	Chr4D	9998561	10003932	+	10001246	1.0	1.0
gene:TraesCS4D03G0032000	Chr4D	8891558	8894047	+	8892802	Chr4D	10104345	10106834	+	10105589	1.0	1.0
gene:TraesCS4D03G0032400	Chr4D	8931351	8931818	+	8931584	Chr4D	10144144	10144611	+	10144377	1.0	1.0
gene:TraesCS4D03G0032800	Chr4D	9004036	9005514	-	9004775	Chr4D	10216829	10218307	-	10217568	1.0	1.0
gene:TraesCS4D03G0032900	Chr4D	9043418	9043909	-	9043663	Chr4D	10256211	10256702	-	10256456	1.0	1.0
gene:TraesCS4D03G0033000	Chr4D	9053007	9053692	-	9053349	Chr4D	10265800	10266485	-	10266142	1.0	1.0
gene:TraesCS4D03G0033500	Chr4D	9099426	9100172	+	9099799	Chr4D	10312218	10312964	+	10312591	1.0	1.0
gene:TraesCS4D03G0033600	Chr4D	9106009	9106941	+	9106475	Chr4D	10318203	10319135	+	10318669	1.0	1.0
gene:TraesCS4D03G0033700	Chr4D	9111309	9111903	-	9111606	Chr4D	10323610	10324204	-	10323907	1.0	1.0
gene:TraesCS4D03G0034300	Chr4D	9183062	9185082	+	9184072	Chr4D	10394574	10396594	+	10395584	1.0	1.0
gene:TraesCS4D03G0034400	Chr4D	9296508	9298967	+	9297737	Chr4D	10507258	10509717	+	10508487	1.0	1.0
gene:TraesCS4D03G0034500	Chr4D	9319856	9321206	+	9320531	Chr4D	10530606	10531956	+	10531281	1.0	1.0
gene:TraesCS4D03G0034600	Chr4D	9325373	9332249	+	9328811	Chr4D	10536125	10543001	+	10539563	1.0	1.0
gene:TraesCS4D03G0034900	Chr4D	9336770	9341811	+	9339290	Chr4D	10547522	10552563	+	10550042	1.0	1.0
gene:TraesCS4D03G0035000	Chr4D	9353005	9359976	+	9356490	Chr4D	10563757	10570728	+	10567242	1.0	1.0
gene:TraesCS4D03G0035100	Chr4D	9361140	9366085	+	9363612	Chr4D	10571892	10576837	+	10574364	1.0	1.0
gene:TraesCS4D03G0035200	Chr4D	9368056	9377784	+	9372920	Chr4D	10578808	10588536	+	10583672	1.0	1.0
gene:TraesCS4D03G0035300	Chr4D	9411820	9421344	+	9416582	Chr4D	10622577	10632100	+	10627338	1.0	1.0
gene:TraesCS4D03G0035400	Chr4D	9428312	9432204	-	9430258	Chr4D	10639071	10642964	-	10641017	1.0	1.0
