gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_IAAS_tgt_chr	CS_IAAS_tgt_start	CS_IAAS_tgt_end	CS_IAAS_tgt_strand	CS_IAAS_tgt_midpoint	CS_IAAS_coverage	CS_IAAS_identity
gene:TraesCS4B03G0003100	Chr4B	1304995	1306038	+	1305516	Chr4B	1757032	1758075	+	1757553	1.0	1.0
gene:TraesCS4B03G0003200	Chr4B	1322700	1324740	+	1323720	Chr4B	1774737	1776777	+	1775757	1.0	1.0
gene:TraesCS4B03G0003300	Chr4B	1336993	1338899	+	1337946	Chr4B	1789030	1790936	+	1789983	1.0	1.0
gene:TraesCS4B03G0003400	Chr4B	1351991	1352386	-	1352188	Chr4B	1804031	1804426	-	1804228	1.0	1.0
gene:TraesCS4B03G0003600	Chr4B	1386123	1388841	+	1387482	Chr4B	1837932	1840650	+	1839291	1.0	1.0
gene:TraesCS4B03G0003700	Chr4B	1405651	1408832	+	1407241	Chr4B	1857460	1860641	+	1859050	1.0	1.0
gene:TraesCS4B03G0003800	Chr4B	1685750	1687075	+	1686412	Chr4B	2688313	2689638	+	2688975	1.0	1.0
gene:TraesCS4B03G0004200	Chr4B	1757457	1761476	+	1759466	Chr4B	2759469	2763488	+	2761478	1.0	1.0
gene:TraesCS4B03G0004300	Chr4B	1762923	1767453	+	1765188	Chr4B	2764935	2769338	+	2767136	1.0	1.0
gene:TraesCS4B03G0004400	Chr4B	1769850	1774224	+	1772037	Chr4B	2771581	2775955	+	2773768	1.0	1.0
gene:TraesCS4B03G0004500	Chr4B	1775068	1779099	+	1777083	Chr4B	2776799	2780830	+	2778814	1.0	1.0
gene:TraesCS4B03G0004900	Chr4B	1839220	1843075	+	1841147	Chr4B	2840937	2844792	+	2842864	1.0	1.0
gene:TraesCS4B03G0005100	Chr4B	1966977	1971429	-	1969203	Chr4B	2968692	2973144	-	2970918	1.0	1.0
gene:TraesCS4B03G0005300	Chr4B	2021348	2025490	-	2023419	Chr4B	3022862	3027004	-	3024933	1.0	1.0
gene:TraesCS4B03G0005400	Chr4B	2134054	2136160	+	2135107	Chr4B	3240099	3242205	+	3241152	1.0	1.0
gene:TraesCS4B03G0006400	Chr4B	2318788	2320128	-	2319458	Chr4B	3424869	3426209	-	3425539	1.0	1.0
gene:TraesCS4B03G0006600	Chr4B	2361690	2362465	-	2362077	Chr4B	3467794	3468569	-	3468181	1.0	1.0
gene:TraesCS4B03G0007000	Chr4B	2416943	2418089	+	2417516	Chr4B	3523053	3524199	+	3523626	1.0	1.0
gene:TraesCS4B03G0007500	Chr4B	2443066	2488821	+	2465943	Chr4B	3549179	3594942	+	3572060	1.0	1.0
gene:TraesCS4B03G0007800	Chr4B	3611489	3612627	+	3612058	Chr4B	5543768	5544906	-	5544337	1.0	1.0
gene:TraesCS4B03G0008000	Chr4B	3629912	3630922	-	3630417	Chr4B	5525771	5526781	+	5526276	1.0	1.0
gene:TraesCS4B03G0008500	Chr4B	3739290	3747740	+	3743515	Chr4B	4808003	4812040	+	4810021	1.0	0.999
gene:TraesCS4B03G0008700	Chr4B	3827314	3833721	+	3830517	Chr4B	4883270	4889677	+	4886473	1.0	1.0
gene:TraesCS4B03G0008800	Chr4B	3842707	3849034	+	3845870	Chr4B	4898851	4905178	+	4902014	1.0	1.0
gene:TraesCS4B03G0009100	Chr4B	3859442	3864519	+	3861980	Chr4B	4915397	4920375	+	4917886	1.0	1.0
gene:TraesCS4B03G0009200	Chr4B	3875185	3875885	+	3875535	Chr4B	4931041	4931741	+	4931391	1.0	1.0
gene:TraesCS4B03G0009300	Chr4B	3880766	3883099	+	3881932	Chr4B	4936622	4938822	+	4937722	1.0	1.0
gene:TraesCS4B03G0009600	Chr4B	4394789	4395654	-	4395221	Chr4B	5462130	5462995	-	5462562	1.0	1.0
gene:TraesCS4B03G0010100	Chr4B	4628508	4631877	-	4630192	Chr4B	5777726	5781095	-	5779410	1.0	1.0
gene:TraesCS4B03G0010200	Chr4B	4649709	4654096	+	4651902	Chr4B	5798930	5803317	+	5801123	1.0	1.0
gene:TraesCS4B03G0010400	Chr4B	4694467	4701478	+	4697972	Chr4B	5843711	5850722	+	5847216	1.0	1.0
gene:TraesCS4B03G0010500	Chr4B	4702115	4703499	+	4702807	Chr4B	5851359	5852743	+	5852051	1.0	1.0
gene:TraesCS4B03G0010600	Chr4B	4704103	4704905	+	4704504	Chr4B	5853347	5854149	+	5853748	1.0	1.0
gene:TraesCS4B03G0010700	Chr4B	4748349	4751329	-	4749839	Chr4B	5897583	5900563	-	5899073	1.0	1.0
gene:TraesCS4B03G0010800	Chr4B	4757354	4758546	-	4757950	Chr4B	5906596	5907788	-	5907192	1.0	1.0
gene:TraesCS4B03G0011200	Chr4B	5005176	5006735	+	5005955	Chr4B	6154452	6156011	+	6155231	1.0	1.0
gene:TraesCS4B03G0011300	Chr4B	5013958	5015724	-	5014841	Chr4B	6163234	6165000	-	6164117	1.0	1.0
gene:TraesCS4B03G0011400	Chr4B	5016147	5018598	+	5017372	Chr4B	6165423	6167874	+	6166648	1.0	1.0
gene:TraesCS4B03G0011500	Chr4B	5038625	5040507	-	5039566	Chr4B	6187574	6189245	-	6188409	1.0	1.0
gene:TraesCS4B03G0011700	Chr4B	5043923	5045938	+	5044930	Chr4B	6192661	6194676	+	6193668	1.0	1.0
gene:TraesCS4B03G0011800	Chr4B	5050011	5052020	-	5051015	Chr4B	6198634	6200643	-	6199638	1.0	1.0
gene:TraesCS4B03G0012100	Chr4B	5077523	5082200	+	5079861	Chr4B	6225427	6230104	+	6227765	1.0	1.0
gene:TraesCS4B03G0012200	Chr4B	5087164	5091352	-	5089258	Chr4B	6235068	6239256	-	6237162	1.0	1.0
gene:TraesCS4B03G0012400	Chr4B	5318530	5319996	-	5319263	Chr4B	6461068	6462534	-	6461801	1.0	1.0
gene:TraesCS4B03G0012500	Chr4B	5320101	5321234	-	5320667	Chr4B	6462639	6463772	-	6463205	1.0	1.0
gene:TraesCS4B03G0013100	Chr4B	5665779	5670020	-	5667899	Chr4B	7469104	7473591	-	7471347	1.0	1.0
gene:TraesCS4B03G0013200	Chr4B	5674268	5676260	-	5675264	Chr4B	7477365	7479357	-	7478361	1.0	1.0
gene:TraesCS4B03G0013300	Chr4B	5730119	5731654	-	5730886	Chr4B	7533220	7534755	-	7533987	1.0	1.0
gene:TraesCS4B03G0013400	Chr4B	5753494	5754438	-	5753966	Chr4B	7556596	7557540	-	7557068	1.0	1.0
gene:TraesCS4B03G0013500	Chr4B	5772706	5776139	-	5774422	Chr4B	7575808	7579241	-	7577524	1.0	1.0
gene:TraesCS4B03G0013600	Chr4B	5779687	5781436	-	5780561	Chr4B	7582789	7584538	-	7583663	1.0	1.0
gene:TraesCS4B03G0013700	Chr4B	5784701	5785668	-	5785184	Chr4B	7587803	7588770	-	7588286	1.0	1.0
gene:TraesCS4B03G0013900	Chr4B	5803248	5807228	-	5805238	Chr4B	7606350	7610330	-	7608340	1.0	1.0
gene:TraesCS4B03G0014100	Chr4B	5878408	5881448	+	5879928	Chr4B	7681526	7684566	+	7683046	1.0	1.0
gene:TraesCS4B03G0014600	Chr4B	6029853	6032274	+	6031063	Chr4B	7832853	7835273	+	7834063	1.0	1.0
gene:TraesCS4B03G0015000	Chr4B	6269662	6271092	+	6270377	Chr4B	8072658	8074088	+	8073373	1.0	1.0
gene:TraesCS4B03G0015100	Chr4B	6272493	6273128	+	6272810	Chr4B	8075489	8076124	+	8075806	1.0	1.0
gene:TraesCS4B03G0015200	Chr4B	6274207	6274850	-	6274528	Chr4B	8077203	8077846	-	8077524	1.0	1.0
gene:TraesCS4B03G0015300	Chr4B	6276095	6276960	+	6276527	Chr4B	8079091	8079956	+	8079523	1.0	1.0
gene:TraesCS4B03G0015500	Chr4B	6283520	6284166	-	6283843	Chr4B	8086513	8087159	-	8086836	1.0	1.0
gene:TraesCS4B03G0015700	Chr4B	6338082	6340667	-	6339374	Chr4B	8142027	8144612	-	8143319	1.0	1.0
gene:TraesCS4B03G0015800	Chr4B	6346102	6348397	+	6347249	Chr4B	8150047	8152342	+	8151194	1.0	1.0
gene:TraesCS4B03G0015900	Chr4B	6349266	6350916	-	6350091	Chr4B	8153211	8154861	-	8154036	1.0	1.0
gene:TraesCS4B03G0016000	Chr4B	6396293	6400437	-	6398365	Chr4B	8200242	8204386	-	8202314	1.0	1.0
gene:TraesCS4B03G0016200	Chr4B	6438288	6442488	-	6440388	Chr4B	8242122	8246327	-	8244224	1.0	1.0
gene:TraesCS4B03G0016500	Chr4B	6542399	6542847	+	6542623	Chr4B	8345999	8346447	+	8346223	1.0	1.0
gene:TraesCS4B03G0016700	Chr4B	6603474	6606350	+	6604912	Chr4B	8406563	8409439	+	8408001	1.0	1.0
gene:TraesCS4B03G0016800	Chr4B	6622209	6624334	+	6623271	Chr4B	8425298	8427423	+	8426360	1.0	1.0
gene:TraesCS4B03G0017400	Chr4B	6779772	6782952	+	6781362	Chr4B	8582842	8586022	+	8584432	1.0	1.0
gene:TraesCS4B03G0017700	Chr4B	6802311	6806219	-	6804265	Chr4B	8605381	8609289	-	8607335	1.0	1.0
gene:TraesCS4B03G0017800	Chr4B	6841063	6845077	+	6843070	Chr4B	8644135	8648149	+	8646142	1.0	1.0
gene:TraesCS4B03G0017900	Chr4B	6898433	6901748	-	6900090	Chr4B	8700806	8704121	-	8702463	1.0	1.0
gene:TraesCS4B03G0018000	Chr4B	6902643	6905948	-	6904295	Chr4B	8705016	8708321	-	8706668	1.0	1.0
gene:TraesCS4B03G0018100	Chr4B	6943116	6947537	-	6945326	Chr4B	8745263	8749684	-	8747473	1.0	1.0
gene:TraesCS4B03G0018300	Chr4B	7074978	7077800	-	7076389	Chr4B	8876662	8879484	-	8878073	1.0	1.0
gene:TraesCS4B03G0018400	Chr4B	7084337	7087845	+	7086091	Chr4B	8886021	8889529	+	8887775	1.0	1.0
gene:TraesCS4B03G0019500	Chr4B	7253579	7257515	+	7255547	Chr4B	9055275	9059211	+	9057243	1.0	1.0
gene:TraesCS4B03G0019600	Chr4B	7266869	7273008	+	7269938	Chr4B	9068580	9074719	+	9071649	1.0	1.0
gene:TraesCS4B03G0019900	Chr4B	7276002	7276726	-	7276364	Chr4B	9077713	9078437	-	9078075	1.0	1.0
gene:TraesCS4B03G0020000	Chr4B	7459008	7461775	+	7460391	Chr4B	9260720	9263487	+	9262103	1.0	1.0
gene:TraesCS4B03G0020300	Chr4B	7681207	7683033	+	7682120	Chr4B	9415989	9417815	+	9416902	1.0	1.0
gene:TraesCS4B03G0020400	Chr4B	7684152	7686148	+	7685150	Chr4B	9418934	9420930	+	9419932	1.0	1.0
gene:TraesCS4B03G0020500	Chr4B	7857196	7862596	-	7859896	Chr4B	9558336	9563736	-	9561036	1.0	1.0
gene:TraesCS4B03G0020700	Chr4B	7957320	7962746	-	7960033	Chr4B	9658471	9663897	-	9661184	1.0	1.0
gene:TraesCS4B03G0020900	Chr4B	8273296	8276777	-	8275036	Chr4B	9973205	9976686	-	9974945	1.0	1.0
gene:TraesCS4B03G0021100	Chr4B	8349077	8352483	-	8350780	Chr4B	10048831	10052237	-	10050534	1.0	1.0
gene:TraesCS4B03G0021200	Chr4B	8354847	8360894	-	8357870	Chr4B	10054601	10060649	-	10057625	1.0	1.0
gene:TraesCS4B03G0021300	Chr4B	8360912	8364647	-	8362779	Chr4B	10060667	10064402	-	10062534	1.0	1.0
gene:TraesCS4B03G0021400	Chr4B	8419281	8420199	+	8419740	Chr4B	10118826	10119744	+	10119285	1.0	1.0
gene:TraesCS4B03G0021500	Chr4B	8487556	8490533	+	8489044	Chr4B	10186760	10189734	+	10188247	0.997	0.997
gene:TraesCS4B03G0021600	Chr4B	8534247	8537334	+	8535790	Chr4B	10232880	10235967	+	10234423	1.0	1.0
gene:TraesCS4B03G0021700	Chr4B	8578630	8581537	+	8580083	Chr4B	10277329	10280236	+	10278782	1.0	1.0
gene:TraesCS4B03G0021800	Chr4B	8623962	8626909	+	8625435	Chr4B	10322558	10325505	+	10324031	1.0	1.0
gene:TraesCS4B03G0021900	Chr4B	8668879	8671759	+	8670319	Chr4B	10366846	10369726	+	10368286	1.0	1.0
gene:TraesCS4B03G0022000	Chr4B	8690949	8694149	+	8692549	Chr4B	10388223	10391423	+	10389823	1.0	1.0
gene:TraesCS4B03G0022100	Chr4B	8696794	8699786	+	8698290	Chr4B	10394068	10397060	+	10395564	1.0	1.0
gene:TraesCS4B03G0022200	Chr4B	8713800	8721462	+	8717631	Chr4B	10411074	10418488	+	10414781	1.0	1.0
gene:TraesCS4B03G0022300	Chr4B	8778184	8781081	+	8779632	Chr4B	10473933	10476830	+	10475381	1.0	1.0
gene:TraesCS4B03G0022400	Chr4B	8928149	8930990	+	8929569	Chr4B	10622986	10625827	+	10624406	1.0	1.0
gene:TraesCS4B03G0022600	Chr4B	8969015	8972206	+	8970610	Chr4B	10663490	10666681	+	10665085	1.0	1.0
gene:TraesCS4B03G0022900	Chr4B	9188963	9190624	+	9189793	Chr4B	10882044	10883705	+	10882874	1.0	1.0
gene:TraesCS4B03G0023000	Chr4B	9197152	9202090	+	9199621	Chr4B	10890233	10895171	+	10892702	1.0	1.0
gene:TraesCS4B03G0023200	Chr4B	9235129	9243483	-	9239306	Chr4B	10928211	10936536	-	10932373	1.0	1.0
gene:TraesCS4B03G0023300	Chr4B	9242541	9249609	-	9246075	Chr4B	10935594	10942662	-	10939128	1.0	1.0
gene:TraesCS4B03G0023500	Chr4B	9257978	9259039	-	9258508	Chr4B	10951031	10952092	-	10951561	1.0	1.0
gene:TraesCS4B03G0023700	Chr4B	9284155	9286184	+	9285169	Chr4B	10977046	10979075	+	10978060	1.0	1.0
gene:TraesCS4B03G0024000	Chr4B	9312201	9316723	-	9314462	Chr4B	11005098	11009620	-	11007359	1.0	1.0
gene:TraesCS4B03G0024100	Chr4B	9321836	9323497	-	9322666	Chr4B	11014733	11016394	-	11015563	1.0	1.0
gene:TraesCS4B03G0024400	Chr4B	9542136	9544219	+	9543177	Chr4B	11231637	11233720	+	11232678	1.0	1.0
gene:TraesCS4B03G0024500	Chr4B	9631181	9633297	+	9632239	Chr4B	11320286	11322402	+	11321344	1.0	1.0
gene:TraesCS4B03G0024800	Chr4B	9790333	9792797	+	9791565	Chr4B	11481953	11484417	+	11483185	1.0	1.0
gene:TraesCS4B03G0024900	Chr4B	9842957	9847003	-	9844980	Chr4B	11533984	11538030	-	11536007	1.0	1.0
gene:TraesCS4B03G0025600	Chr4B	10400582	10403964	-	10402273	Chr4B	12088378	12091762	-	12090070	1.0	1.0
gene:TraesCS4B03G0026100	Chr4B	10803185	10805569	+	10804377	Chr4B	12488741	12491125	+	12489933	1.0	1.0
gene:TraesCS4B03G0026600	Chr4B	10847041	10851294	+	10849167	Chr4B	12532601	12536854	+	12534727	1.0	1.0
gene:TraesCS4B03G0027200	Chr4B	10931857	10935497	-	10933677	Chr4B	12619937	12623577	-	12621757	1.0	1.0
gene:TraesCS4B03G0027400	Chr4B	11093025	11100708	+	11096866	Chr4B	12778893	12786595	+	12782744	1.0	1.0
gene:TraesCS4B03G0027500	Chr4B	11107511	11109226	+	11108368	Chr4B	12793398	12795113	+	12794255	1.0	1.0
gene:TraesCS4B03G0027600	Chr4B	11111048	11113357	+	11112202	Chr4B	12796935	12799244	+	12798089	1.0	1.0
gene:TraesCS4B03G0027900	Chr4B	11120139	11124482	-	11122310	Chr4B	12806027	12810370	-	12808198	1.0	1.0
gene:TraesCS4B03G0028100	Chr4B	11668860	11670629	-	11669744	Chr4B	13369644	13371413	-	13370528	1.0	1.0
gene:TraesCS4B03G0028200	Chr4B	11672668	11675712	-	11674190	Chr4B	13373452	13376496	-	13374974	1.0	1.0
gene:TraesCS4B03G0028300	Chr4B	11677119	11681241	+	11679180	Chr4B	13377903	13382025	+	13379964	1.0	1.0
gene:TraesCS4B03G0028500	Chr4B	12157687	12158558	+	12158122	Chr4B	13857871	13858742	+	13858306	1.0	1.0
gene:TraesCS4B03G0029700	Chr4B	12236367	12238738	+	12237552	Chr4B	13936556	13938927	+	13937741	1.0	1.0
gene:TraesCS4B03G0029800	Chr4B	12242993	12245251	-	12244122	Chr4B	13943183	13945441	-	13944312	1.0	1.0
gene:TraesCS4B03G0030000	Chr4B	12307140	12311868	+	12309504	Chr4B	14006933	14011661	+	14009297	1.0	1.0
gene:TraesCS4B03G0030100	Chr4B	12311772	12313549	-	12312660	Chr4B	14011762	14013046	-	14012404	0.921	0.921
gene:TraesCS4B03G0030200	Chr4B	12327262	12328629	-	12327945	Chr4B	14026640	14028007	-	14027323	1.0	1.0
gene:TraesCS4B03G0030300	Chr4B	12329369	12332339	-	12330854	Chr4B	14028747	14031717	-	14030232	1.0	1.0
gene:TraesCS4B03G0031300	Chr4B	13064511	13066817	-	13065664	Chr4B	14769017	14771323	-	14770170	1.0	1.0
gene:TraesCS4B03G0031400	Chr4B	13150070	13152283	+	13151176	Chr4B	14854382	14856595	+	14855488	1.0	1.0
gene:TraesCS4B03G0031700	Chr4B	13283883	13286103	+	13284993	Chr4B	14996792	14999012	+	14997902	1.0	1.0
gene:TraesCS4B03G0032100	Chr4B	13326019	13326527	+	13326273	Chr4B	15038929	15039437	+	15039183	1.0	1.0
gene:TraesCS4B03G0032200	Chr4B	13371547	13375209	-	13373378	Chr4B	15084457	15088119	-	15086288	1.0	1.0
gene:TraesCS4B03G0032300	Chr4B	13387538	13391363	+	13389450	Chr4B	15100450	15104275	+	15102362	1.0	1.0
gene:TraesCS4B03G0032400	Chr4B	13425673	13430257	+	13427965	Chr4B	15138575	15143159	+	15140867	1.0	1.0
gene:TraesCS4B03G0032700	Chr4B	13449724	13450466	+	13450095	Chr4B	15162618	15163360	+	15162989	1.0	1.0
gene:TraesCS4B03G0032800	Chr4B	13450549	13454028	-	13452288	Chr4B	15163443	15166922	-	15165182	1.0	1.0
gene:TraesCS4B03G0032900	Chr4B	13455718	13461325	-	13458521	Chr4B	15168612	15174220	-	15171416	1.0	1.0
gene:TraesCS4B03G0033000	Chr4B	13464420	13467636	+	13466028	Chr4B	15177313	15180530	+	15178921	1.0	1.0
gene:TraesCS4B03G0033100	Chr4B	13613526	13625103	-	13619314	Chr4B	15324678	15336255	-	15330466	1.0	1.0
gene:TraesCS4B03G0033200	Chr4B	13619936	13622133	+	13621034	Chr4B	15331088	15333285	+	15332186	1.0	1.0
gene:TraesCS4B03G0033300	Chr4B	13627329	13635247	-	13631288	Chr4B	15338484	15346378	-	15342431	1.0	1.0
gene:TraesCS4B03G0033400	Chr4B	13643817	13644143	-	13643980	Chr4B	15354953	15355279	-	15355116	1.0	1.0
gene:TraesCS4B03G0033500	Chr4B	13711206	13711493	+	13711349	Chr4B	15421222	15421509	+	15421365	1.0	1.0
gene:TraesCS4B03G0033600	Chr4B	13731974	13732261	+	13732117	Chr4B	15441005	15441292	+	15441148	1.0	1.0
gene:TraesCS4B03G0033700	Chr4B	13767289	13767576	+	13767432	Chr4B	15473890	15474177	+	15474033	1.0	1.0
gene:TraesCS4B03G0034700	Chr4B	13857744	13859586	-	13858665	Chr4B	15564344	15566186	-	15565265	1.0	1.0
gene:TraesCS4B03G0034900	Chr4B	13970511	13974126	+	13972318	Chr4B	15677093	15680708	+	15678900	1.0	1.0
gene:TraesCS4B03G0035200	Chr4B	13994176	13995863	+	13995019	Chr4B	15700759	15702446	+	15701602	1.0	1.0
gene:TraesCS4B03G0035500	Chr4B	14234601	14235387	-	14234994	Chr4B	15955499	15956285	-	15955892	1.0	1.0
gene:TraesCS4B03G0035600	Chr4B	14269259	14273323	+	14271291	Chr4B	15990109	15994173	+	15992141	1.0	1.0
gene:TraesCS4B03G0036600	Chr4B	14793756	14795965	-	14794860	Chr4B	16535794	16538003	-	16536898	1.0	1.0
gene:TraesCS4B03G0037000	Chr4B	14819047	14821688	+	14820367	Chr4B	16561082	16563723	+	16562402	1.0	1.0
gene:TraesCS4B03G0037100	Chr4B	14829643	14834893	+	14832268	Chr4B	16572012	16577262	+	16574637	1.0	1.0
gene:TraesCS4B03G0037200	Chr4B	14835047	14839810	+	14837428	Chr4B	16577416	16582179	+	16579797	1.0	1.0
gene:TraesCS4B03G0037300	Chr4B	14866669	14868524	-	14867596	Chr4B	16609045	16610900	-	16609972	1.0	1.0
gene:TraesCS4B03G0037700	Chr4B	15018264	15019321	+	15018792	Chr4B	16760642	16761699	+	16761170	1.0	1.0
gene:TraesCS4B03G0037800	Chr4B	15020905	15022023	+	15021464	Chr4B	16763283	16764401	+	16763842	1.0	1.0
gene:TraesCS4B03G0037900	Chr4B	15022046	15026127	-	15024086	Chr4B	16764424	16768505	-	16766464	1.0	1.0
gene:TraesCS4B03G0038000	Chr4B	15038365	15039493	+	15038929	Chr4B	16780744	16781872	+	16781308	1.0	1.0
gene:TraesCS4B03G0038100	Chr4B	15040448	15043277	-	15041862	Chr4B	16782827	16785656	-	16784241	1.0	1.0
gene:TraesCS4B03G0038200	Chr4B	15136397	15136759	+	15136578	Chr4B	16878776	16879138	+	16878957	1.0	1.0
gene:TraesCS4B03G0038300	Chr4B	15149172	15152263	+	15150717	Chr4B	16891551	16894642	+	16893096	1.0	1.0
gene:TraesCS4B03G0038400	Chr4B	15156746	15162716	+	15159731	Chr4B	16899125	16905095	+	16902110	1.0	1.0
gene:TraesCS4B03G0038500	Chr4B	15162926	15167293	-	15165109	Chr4B	16905305	16909672	-	16907488	1.0	1.0
gene:TraesCS4B03G0038900	Chr4B	15684259	15687307	+	15685783	Chr4B	17430321	17433369	+	17431845	1.0	1.0
gene:TraesCS4B03G0039100	Chr4B	15712104	15715791	+	15713947	Chr4B	17458200	17461890	+	17460045	1.0	0.998
gene:TraesCS4B03G0039300	Chr4B	15716043	15720952	-	15718497	Chr4B	17462142	17467051	-	17464596	1.0	1.0
gene:TraesCS4B03G0039400	Chr4B	15732613	15734448	-	15733530	Chr4B	17478714	17480549	-	17479631	1.0	1.0
gene:TraesCS4B03G0039500	Chr4B	15737018	15740036	-	15738527	Chr4B	17483119	17486137	-	17484628	1.0	1.0
gene:TraesCS4B03G0039700	Chr4B	15751071	15753626	+	15752348	Chr4B	17497172	17499727	+	17498449	1.0	1.0
gene:TraesCS4B03G0040200	Chr4B	15766863	15767150	-	15767006	Chr4B	17512959	17513246	-	17513102	1.0	1.0
gene:TraesCS4B03G0040700	Chr4B	15792986	15794572	+	15793779	Chr4B	17539084	17540670	+	17539877	1.0	1.0
gene:TraesCS4B03G0040800	Chr4B	15841975	15845957	+	15843966	Chr4B	17588098	17592080	+	17590089	1.0	1.0
gene:TraesCS4B03G0040900	Chr4B	15846816	15848032	+	15847424	Chr4B	17592939	17594155	+	17593547	1.0	1.0
gene:TraesCS4B03G0041000	Chr4B	15848203	15853551	-	15850877	Chr4B	17594326	17599674	-	17597000	1.0	1.0
gene:TraesCS4B03G0041100	Chr4B	15855377	15863470	-	15859423	Chr4B	17601500	17609599	-	17605549	1.0	0.999
gene:TraesCS4B03G0041200	Chr4B	16001794	16004653	+	16003223	Chr4B	17747934	17750793	+	17749363	1.0	1.0
gene:TraesCS4B03G0041300	Chr4B	16006143	16010111	+	16008127	Chr4B	17752283	17756251	+	17754267	1.0	1.0
gene:TraesCS4B03G0041500	Chr4B	16124182	16125149	+	16124665	Chr4B	17865740	17866707	+	17866223	1.0	1.0
gene:TraesCS4B03G0041600	Chr4B	16127192	16132169	+	16129680	Chr4B	17868750	17873727	+	17871238	1.0	1.0
gene:TraesCS4B03G0041700	Chr4B	16219932	16223106	+	16221519	Chr4B	18271514	18274688	+	18273101	1.0	1.0
gene:TraesCS4B03G0041900	Chr4B	16331857	16336823	+	16334340	Chr4B	18383251	18388232	+	18385741	1.0	1.0
gene:TraesCS4B03G0042000	Chr4B	16590794	16592741	+	16591767	Chr4B	18642216	18644163	+	18643189	1.0	1.0
gene:TraesCS4B03G0042200	Chr4B	16639081	16642183	+	16640632	Chr4B	18690507	18693609	+	18692058	1.0	1.0
gene:TraesCS4B03G0042700	Chr4B	16826066	16828173	+	16827119	Chr4B	18877519	18879626	+	18878572	1.0	1.0
gene:TraesCS4B03G0042900	Chr4B	16840055	16840876	+	16840465	Chr4B	18891512	18892333	+	18891922	1.0	1.0
gene:TraesCS4B03G0043300	Chr4B	16946042	16949083	+	16947562	Chr4B	18997526	19000567	+	18999046	1.0	1.0
gene:TraesCS4B03G0043800	Chr4B	17141319	17146978	+	17144148	Chr4B	19227666	19233325	+	19230495	1.0	1.0
gene:TraesCS4B03G0043900	Chr4B	17148921	17154014	-	17151467	Chr4B	19235264	19240357	-	19237810	1.0	1.0
gene:TraesCS4B03G0044000	Chr4B	17159796	17164440	-	17162118	Chr4B	19246148	19250792	-	19248470	1.0	1.0
gene:TraesCS4B03G0044900	Chr4B	17328711	17330355	-	17329533	Chr4B	19414487	19416131	-	19415309	1.0	1.0
