gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Aikang58_tgt_chr	Aikang58_tgt_start	Aikang58_tgt_end	Aikang58_tgt_strand	Aikang58_tgt_midpoint	Aikang58_coverage	Aikang58_identity
gene:TraesCS7D03G0004600	Chr7D	1423297	1428624	-	1425960	Chr7D	1562043	1567370	-	1564706	1.0	1.0
gene:TraesCS7D03G0004700	Chr7D	1568149	1569787	+	1568968	Chr7D	1764061	1765699	-	1764880	1.0	1.0
gene:TraesCS7D03G0005200	Chr7D	1622734	1623927	-	1623330	Chr7D	1709897	1711090	+	1710493	1.0	1.0
gene:TraesCS7D03G0005300	Chr7D	1630150	1631499	-	1630824	Chr7D	1702325	1703674	+	1702999	1.0	1.0
gene:TraesCS7D03G0005400	Chr7D	1638146	1638877	-	1638511	Chr7D	1694947	1695678	+	1695312	1.0	1.0
gene:TraesCS7D03G0005500	Chr7D	1648975	1654512	-	1651743	Chr7D	1679279	1684816	+	1682047	1.0	1.0
gene:TraesCS7D03G0005800	Chr7D	1673923	1675253	+	1674588	Chr7D	1821876	1823206	+	1822541	1.0	1.0
gene:TraesCS7D03G0005900	Chr7D	1812284	1819521	+	1815902	Chr7D	1948447	1955679	+	1952063	1.0	1.0
gene:TraesCS7D03G0006000	Chr7D	1859225	1861790	-	1860507	Chr7D	2005553	2008118	-	2006835	1.0	1.0
gene:TraesCS7D03G0007000	Chr7D	2228806	2234143	+	2231474	Chr7D	2217250	2222587	+	2219918	1.0	1.0
gene:TraesCS7D03G0007200	Chr7D	2250873	2256744	+	2253808	Chr7D	2240008	2245879	+	2242943	1.0	1.0
gene:TraesCS7D03G0007300	Chr7D	2256864	2262070	-	2259467	Chr7D	2245999	2251205	-	2248602	1.0	1.0
gene:TraesCS7D03G0007400	Chr7D	2264975	2273161	+	2269068	Chr7D	2254110	2262296	+	2258203	1.0	0.999
gene:TraesCS7D03G0007600	Chr7D	2278478	2284668	-	2281573	Chr7D	2267614	2273743	-	2270678	1.0	1.0
gene:TraesCS7D03G0007800	Chr7D	2290415	2291827	-	2291121	Chr7D	2279302	2280714	-	2280008	1.0	1.0
gene:TraesCS7D03G0007900	Chr7D	2327893	2330761	-	2329327	Chr7D	2316474	2319374	-	2317924	1.0	0.988
gene:TraesCS7D03G0008100	Chr7D	2339553	2341226	-	2340389	Chr7D	2327913	2329586	-	2328749	1.0	1.0
gene:TraesCS7D03G0008300	Chr7D	2344023	2345195	+	2344609	Chr7D	2332383	2333555	+	2332969	1.0	1.0
gene:TraesCS7D03G0008400	Chr7D	2379429	2390488	-	2384958	Chr7D	2367622	2378444	-	2373033	1.0	1.0
gene:TraesCS7D03G0008800	Chr7D	2434315	2435737	+	2435026	Chr7D	2421985	2423407	+	2422696	1.0	1.0
gene:TraesCS7D03G0009200	Chr7D	2527421	2532947	-	2530184	Chr7D	2511420	2516945	-	2514182	1.0	0.999
gene:TraesCS7D03G0009300	Chr7D	2533886	2537181	-	2535533	Chr7D	2517884	2521179	-	2519531	1.0	1.0
gene:TraesCS7D03G0009400	Chr7D	2540503	2541469	+	2540986	Chr7D	2524428	2525394	+	2524911	1.0	1.0
gene:TraesCS7D03G0009500	Chr7D	2542055	2546243	-	2544149	Chr7D	2525980	2530168	-	2528074	1.0	1.0
gene:TraesCS7D03G0009700	Chr7D	2616995	2622421	+	2619708	Chr7D	2600938	2606364	+	2603651	1.0	1.0
gene:TraesCS7D03G0010000	Chr7D	2635314	2645413	+	2640363	Chr7D	2619257	2629356	+	2624306	1.0	1.0
gene:TraesCS7D03G0010100	Chr7D	2645699	2651710	-	2648704	Chr7D	2629642	2635653	-	2632647	1.0	0.999
gene:TraesCS7D03G0010300	Chr7D	2699940	2703571	+	2701755	Chr7D	2683237	2686886	+	2685061	1.0	0.994
gene:TraesCS7D03G0010400	Chr7D	2719052	2723210	+	2721131	Chr7D	2705047	2709205	+	2707126	1.0	0.999
gene:TraesCS7D03G0010500	Chr7D	2732001	2735374	-	2733687	Chr7D	2717869	2721242	-	2719555	1.0	0.999
gene:TraesCS7D03G0011000	Chr7D	2812476	2817119	-	2814797	Chr7D	2785477	2790120	-	2787798	1.0	1.0
gene:TraesCS7D03G0011100	Chr7D	2820284	2820931	-	2820607	Chr7D	2793285	2793932	-	2793608	1.0	0.983
gene:TraesCS7D03G0011300	Chr7D	2839717	2842723	-	2841220	Chr7D	2812173	2815179	-	2813676	1.0	1.0
gene:TraesCS7D03G0011700	Chr7D	2886179	2887647	-	2886913	Chr7D	2858820	2860288	-	2859554	1.0	1.0
gene:TraesCS7D03G0011900	Chr7D	2926331	2932062	-	2929196	Chr7D	2907836	2913567	-	2910701	1.0	0.999
gene:TraesCS7D03G0012000	Chr7D	2970217	2974321	+	2972269	Chr7D	2951223	2955327	+	2953275	1.0	1.0
gene:TraesCS7D03G0012800	Chr7D	3066939	3070686	-	3068812	Chr7D	3053092	3056841	-	3054966	1.0	1.0
gene:TraesCS7D03G0012900	Chr7D	3139649	3146957	+	3143303	Chr7D	3129973	3137281	+	3133627	1.0	1.0
gene:TraesCS7D03G0013000	Chr7D	3150713	3153119	+	3151916	Chr7D	3141037	3143443	+	3142240	1.0	1.0
gene:TraesCS7D03G0013200	Chr7D	3185961	3190001	+	3187981	Chr7D	3175988	3180028	+	3178008	1.0	0.999
gene:TraesCS7D03G0013400	Chr7D	3203082	3205448	-	3204265	Chr7D	3197872	3199597	-	3198734	0.993	0.919
gene:TraesCS7D03G0015500	Chr7D	3814265	3821334	+	3817799	Chr7D	3322254	3329240	+	3325747	0.999	0.993
gene:TraesCS7D03G0015700	Chr7D	3924287	3927124	-	3925705	Chr7D	3465095	3467931	-	3466513	1.0	0.998
gene:TraesCS7D03G0018000	Chr7D	4152973	4155247	+	4154110	Chr7D	3728667	3730908	+	3729787	1.0	0.989
gene:TraesCS7D03G0018100	Chr7D	4155984	4167183	-	4161583	Chr7D	3731642	3742854	-	3737248	0.996	0.938
gene:TraesCS7D03G0018600	Chr7D	4227872	4231741	-	4229806	Chr7D	3868877	3872725	-	3870801	0.994	0.981
gene:TraesCS7D03G0019300	Chr7D	4373494	4379132	-	4376313	Chr7D	4037977	4044027	-	4041002	0.991	0.904
gene:TraesCS7D03G0019500	Chr7D	4380371	4385812	-	4383091	Chr7D	4045201	4050642	-	4047921	1.0	1.0
gene:TraesCS7D03G0019600	Chr7D	4385864	4387865	+	4386864	Chr7D	4050694	4052695	+	4051694	1.0	1.0
gene:TraesCS7D03G0019800	Chr7D	4393431	4397150	-	4395290	Chr7D	4058273	4061992	-	4060132	1.0	1.0
gene:TraesCS7D03G0020000	Chr7D	4439657	4444783	-	4442220	Chr7D	4104510	4109636	-	4107073	1.0	1.0
gene:TraesCS7D03G0020100	Chr7D	4565258	4568974	-	4567116	Chr7D	4230153	4233868	-	4232010	0.999	0.999
gene:TraesCS7D03G0020400	Chr7D	4634138	4637358	-	4635748	Chr7D	4298436	4301656	-	4300046	1.0	0.999
gene:TraesCS7D03G0020600	Chr7D	4654978	4659334	-	4657156	Chr7D	4319773	4324129	-	4321951	1.0	0.999
gene:TraesCS7D03G0020900	Chr7D	4730087	4731728	+	4730907	Chr7D	4395625	4397266	+	4396445	1.0	1.0
gene:TraesCS7D03G0021000	Chr7D	4776548	4779729	-	4778138	Chr7D	4441983	4445164	-	4443573	1.0	1.0
gene:TraesCS7D03G0021200	Chr7D	4787934	4791139	-	4789536	Chr7D	4453376	4456581	-	4454978	1.0	0.997
gene:TraesCS7D03G0021400	Chr7D	4865746	4867669	-	4866707	Chr7D	4531172	4533095	-	4532133	1.0	0.997
gene:TraesCS7D03G0021600	Chr7D	4879511	4883149	-	4881330	Chr7D	4544937	4548575	-	4546756	1.0	0.999
gene:TraesCS7D03G0021700	Chr7D	4993157	4993798	+	4993477	Chr7D	4661600	4662241	+	4661920	1.0	0.982
gene:TraesCS7D03G0021800	Chr7D	4995759	5006435	-	5001097	Chr7D	4664208	4674891	-	4669549	0.999	0.995
gene:TraesCS7D03G0022200	Chr7D	5069037	5070965	-	5070001	Chr7D	4738849	4740777	-	4739813	1.0	1.0
gene:TraesCS7D03G0022300	Chr7D	5080642	5082005	-	5081323	Chr7D	4750434	4751797	-	4751115	1.0	1.0
gene:TraesCS7D03G0022500	Chr7D	5156361	5160719	+	5158540	Chr7D	4825770	4830160	+	4827965	1.0	0.999
gene:TraesCS7D03G0023000	Chr7D	5173670	5184406	-	5179038	Chr7D	4843127	4853823	-	4848475	1.0	0.998
gene:TraesCS7D03G0023900	Chr7D	5240086	5241924	+	5241005	Chr7D	4902337	4904175	+	4903256	1.0	0.999
gene:TraesCS7D03G0024000	Chr7D	5257696	5260720	-	5259208	Chr7D	4911183	4913896	-	4912539	0.912	0.91
gene:TraesCS7D03G0024300	Chr7D	5350832	5357886	+	5354359	Chr7D	4980032	4987118	+	4983575	0.999	0.99
gene:TraesCS7D03G0024500	Chr7D	5358011	5359163	-	5358587	Chr7D	4987242	4988407	-	4987824	1.0	0.998
gene:TraesCS7D03G0024600	Chr7D	5370394	5375528	+	5372961	Chr7D	5071052	5076123	+	5073587	0.995	0.963
gene:TraesCS7D03G0024700	Chr7D	5379726	5380734	+	5380230	Chr7D	5080178	5081183	+	5080680	0.996	0.981
gene:TraesCS7D03G0025200	Chr7D	5441521	5445663	-	5443592	Chr7D	5122681	5126823	-	5124752	1.0	0.999
gene:TraesCS7D03G0025300	Chr7D	5447418	5450587	+	5449002	Chr7D	5128578	5131747	+	5130162	1.0	1.0
gene:TraesCS7D03G0025400	Chr7D	5453391	5454989	-	5454190	Chr7D	5134551	5136149	-	5135350	1.0	1.0
gene:TraesCS7D03G0025800	Chr7D	5525637	5531073	-	5528355	Chr7D	5207274	5212710	-	5209992	1.0	1.0
gene:TraesCS7D03G0025900	Chr7D	5533462	5539159	+	5536310	Chr7D	5215104	5221440	+	5218272	1.0	1.0
gene:TraesCS7D03G0026100	Chr7D	5539351	5546645	-	5542998	Chr7D	5221632	5228926	-	5225279	1.0	1.0
gene:TraesCS7D03G0026200	Chr7D	5548227	5549057	+	5548642	Chr7D	5230508	5231338	+	5230923	1.0	1.0
gene:TraesCS7D03G0026500	Chr7D	5558765	5567731	-	5563248	Chr7D	5241047	5250013	-	5245530	1.0	1.0
gene:TraesCS7D03G0026600	Chr7D	5660265	5660726	+	5660495	Chr7D	5342757	5343218	+	5342987	1.0	1.0
gene:TraesCS7D03G0026800	Chr7D	5667198	5670487	+	5668842	Chr7D	5349672	5352961	+	5351316	1.0	1.0
gene:TraesCS7D03G0027100	Chr7D	5684817	5685430	-	5685123	Chr7D	5367287	5367900	-	5367593	1.0	1.0
gene:TraesCS7D03G0027200	Chr7D	5689945	5696449	+	5693197	Chr7D	5372415	5378914	+	5375664	0.999	0.999
gene:TraesCS7D03G0027500	Chr7D	5709595	5711772	-	5710683	Chr7D	5392079	5394256	-	5393167	1.0	0.999
gene:TraesCS7D03G0027700	Chr7D	5736459	5739951	-	5738205	Chr7D	5418928	5422420	-	5420674	1.0	1.0
gene:TraesCS7D03G0027800	Chr7D	5745166	5749744	+	5747455	Chr7D	5427635	5432213	+	5429924	1.0	0.998
gene:TraesCS7D03G0028000	Chr7D	5782905	5784707	+	5783806	Chr7D	5465364	5467166	+	5466265	1.0	1.0
gene:TraesCS7D03G0028100	Chr7D	5801719	5806704	-	5804211	Chr7D	5484189	5489174	-	5486681	1.0	1.0
gene:TraesCS7D03G0028400	Chr7D	5816108	5821345	-	5818726	Chr7D	5498579	5503816	-	5501197	1.0	1.0
gene:TraesCS7D03G0028700	Chr7D	5839445	5843405	-	5841425	Chr7D	5521938	5525898	-	5523918	1.0	1.0
gene:TraesCS7D03G0028800	Chr7D	5866173	5874086	-	5870129	Chr7D	5548065	5556000	-	5552032	1.0	1.0
gene:TraesCS7D03G0029200	Chr7D	5989386	5992001	-	5990693	Chr7D	5671941	5674556	-	5673248	1.0	1.0
gene:TraesCS7D03G0029400	Chr7D	6001014	6003809	-	6002411	Chr7D	5683569	5686364	-	5684966	1.0	1.0
gene:TraesCS7D03G0029700	Chr7D	6091786	6093056	-	6092421	Chr7D	5774338	5775608	-	5774973	1.0	1.0
gene:TraesCS7D03G0030000	Chr7D	6139297	6143157	-	6141227	Chr7D	5823094	5826954	-	5825024	1.0	0.999
gene:TraesCS7D03G0030400	Chr7D	6188468	6190301	+	6189384	Chr7D	5872920	5874753	+	5873836	1.0	1.0
gene:TraesCS7D03G0030500	Chr7D	6333691	6333933	+	6333812	Chr7D	6022885	6023127	+	6023006	1.0	1.0
gene:TraesCS7D03G0030700	Chr7D	6363587	6369866	+	6366726	Chr7D	6053464	6059743	+	6056603	1.0	1.0
gene:TraesCS7D03G0031700	Chr7D	6451280	6455354	+	6453317	Chr7D	6141454	6145529	+	6143491	1.0	1.0
gene:TraesCS7D03G0032100	Chr7D	6702669	6703635	-	6703152	Chr7D	6395535	6396501	-	6396018	1.0	1.0
gene:TraesCS7D03G0032200	Chr7D	6725910	6728735	-	6727322	Chr7D	6419527	6422352	-	6420939	1.0	1.0
gene:TraesCS7D03G0032300	Chr7D	6737403	6739639	-	6738521	Chr7D	6431032	6433268	-	6432150	1.0	1.0
gene:TraesCS7D03G0032400	Chr7D	6749327	6749848	-	6749587	Chr7D	6442957	6443478	-	6443217	1.0	1.0
gene:TraesCS7D03G0032500	Chr7D	6786659	6787027	-	6786843	Chr7D	6480284	6480652	-	6480468	1.0	1.0
gene:TraesCS7D03G0032700	Chr7D	6794039	6794913	+	6794476	Chr7D	6487664	6488538	+	6488101	1.0	1.0
gene:TraesCS7D03G0032800	Chr7D	6818107	6820183	-	6819145	Chr7D	6518037	6520113	-	6519075	1.0	1.0
gene:TraesCS7D03G0032900	Chr7D	6820544	6827092	-	6823818	Chr7D	6520474	6527022	-	6523748	1.0	1.0
gene:TraesCS7D03G0033000	Chr7D	6827271	6831540	+	6829405	Chr7D	6527201	6531470	+	6529335	1.0	1.0
gene:TraesCS7D03G0033100	Chr7D	6831774	6834717	+	6833245	Chr7D	6531704	6534647	+	6533175	1.0	1.0
gene:TraesCS7D03G0033200	Chr7D	6839604	6841430	+	6840517	Chr7D	6539534	6541360	+	6540447	1.0	1.0
gene:TraesCS7D03G0033300	Chr7D	6930735	6932599	+	6931667	Chr7D	6636919	6638783	+	6637851	1.0	1.0
gene:TraesCS7D03G0033400	Chr7D	7042530	7045480	-	7044005	Chr7D	6748717	6751667	-	6750192	1.0	1.0
gene:TraesCS7D03G0033800	Chr7D	7097584	7102366	+	7099975	Chr7D	6808796	6813581	+	6811188	1.0	1.0
gene:TraesCS7D03G0033900	Chr7D	7115748	7119106	-	7117427	Chr7D	6826959	6830702	-	6828830	1.0	0.999
gene:TraesCS7D03G0034000	Chr7D	7126208	7129321	+	7127764	Chr7D	6837804	6840917	+	6839360	1.0	1.0
gene:TraesCS7D03G0034400	Chr7D	7139322	7141221	-	7140271	Chr7D	6850918	6852817	-	6851867	1.0	1.0
gene:TraesCS7D03G0034500	Chr7D	7165452	7165685	+	7165568	Chr7D	6877032	6877265	+	6877148	1.0	1.0
gene:TraesCS7D03G0034900	Chr7D	7429924	7430103	+	7430013	Chr7D	7163961	7164140	+	7164050	1.0	0.994
gene:TraesCS7D03G0035100	Chr7D	7432081	7432269	+	7432175	Chr7D	7166118	7166306	+	7166212	1.0	1.0
gene:TraesCS7D03G0035000	Chr7D	7431827	7434698	-	7433262	Chr7D	7165864	7168735	-	7167299	1.0	1.0
gene:TraesCS7D03G0035200	Chr7D	7436717	7439176	+	7437946	Chr7D	7170754	7173213	+	7171983	1.0	1.0
gene:TraesCS7D03G0035800	Chr7D	7530208	7532630	+	7531419	Chr7D	7264019	7266441	+	7265230	1.0	1.0
gene:TraesCS7D03G0036200	Chr7D	7651162	7658087	-	7654624	Chr7D	7386010	7392935	-	7389472	1.0	1.0
gene:TraesCS7D03G0036300	Chr7D	7658537	7660780	-	7659658	Chr7D	7393385	7395628	-	7394506	1.0	1.0
gene:TraesCS7D03G0036400	Chr7D	7661478	7665197	-	7663337	Chr7D	7396326	7400045	-	7398185	1.0	1.0
gene:TraesCS7D03G0036500	Chr7D	7801942	7803310	+	7802626	Chr7D	7537441	7538809	+	7538125	1.0	0.994
gene:TraesCS7D03G0036600	Chr7D	7803635	7806911	-	7805273	Chr7D	7539134	7542085	-	7540609	0.998	0.989
gene:TraesCS7D03G0036700	Chr7D	7811025	7813078	+	7812051	Chr7D	7546160	7548204	+	7547182	1.0	1.0
gene:TraesCS7D03G0037000	Chr7D	7822729	7823382	-	7823055	Chr7D	7557685	7558338	-	7558011	1.0	0.987
gene:TraesCS7D03G0037200	Chr7D	7851372	7852928	+	7852150	Chr7D	7586244	7587800	+	7587022	1.0	0.995
gene:TraesCS7D03G0037300	Chr7D	7891420	7892988	-	7892204	Chr7D	7624217	7625785	-	7625001	1.0	0.992
gene:TraesCS7D03G0037500	Chr7D	7904938	7907145	+	7906041	Chr7D	7634885	7637092	+	7635988	1.0	0.985
gene:TraesCS7D03G0037600	Chr7D	7917704	7919634	+	7918669	Chr7D	7647634	7649564	+	7648599	1.0	0.997
gene:TraesCS7D03G0040100	Chr7D	8527061	8529751	+	8528406	Chr7D	7812584	7815271	+	7813927	0.998	0.982
gene:TraesCS7D03G0041200	Chr7D	8600205	8601566	+	8600885	Chr7D	8022568	8023961	+	8023264	0.998	0.964
gene:TraesCS7D03G0041300	Chr7D	8602069	8606311	-	8604190	Chr7D	8024466	8028707	-	8026586	0.999	0.996
gene:TraesCS7D03G0041600	Chr7D	8692848	8697378	-	8695113	Chr7D	8092424	8096954	-	8094689	1.0	0.998
gene:TraesCS7D03G0041900	Chr7D	8703393	8706360	+	8704876	Chr7D	8102988	8105956	+	8104472	1.0	0.997
gene:TraesCS7D03G0042400	Chr7D	8764448	8772792	-	8768620	Chr7D	8171329	8179678	-	8175503	1.0	0.998
gene:TraesCS7D03G0042500	Chr7D	8780335	8781278	-	8780806	Chr7D	8187007	8187954	-	8187480	1.0	0.991
gene:TraesCS7D03G0042600	Chr7D	8783760	8784387	+	8784073	Chr7D	8190456	8191083	+	8190769	1.0	1.0
gene:TraesCS7D03G0043000	Chr7D	8809130	8810609	-	8809869	Chr7D	8216360	8217839	-	8217099	1.0	0.998
gene:TraesCS7D03G0043100	Chr7D	8812269	8816111	-	8814190	Chr7D	8218703	8222551	-	8220627	1.0	0.987
gene:TraesCS7D03G0043600	Chr7D	8906542	8908571	-	8907556	Chr7D	8312010	8314041	-	8313025	1.0	0.992
gene:TraesCS7D03G0043700	Chr7D	8945922	8946350	-	8946136	Chr7D	8366274	8366702	-	8366488	1.0	0.986
gene:TraesCS7D03G0043800	Chr7D	8989832	8990007	-	8989919	Chr7D	8423008	8423183	-	8423095	1.0	0.994
gene:TraesCS7D03G0044000	Chr7D	9007678	9008118	-	9007898	Chr7D	8431379	8431819	-	8431599	1.0	0.988
gene:TraesCS7D03G0044200	Chr7D	9015869	9016030	-	9015949	Chr7D	8478571	8478732	-	8478651	1.0	0.993
gene:TraesCS7D03G0044400	Chr7D	9038079	9038555	-	9038317	Chr7D	8489433	8489909	-	8489671	1.0	0.981
gene:TraesCS7D03G0044500	Chr7D	9082285	9083856	+	9083070	Chr7D	8507346	8508917	+	8508131	1.0	0.994
gene:TraesCS7D03G0045300	Chr7D	9368185	9368706	-	9368445	Chr7D	8664154	8664675	-	8664414	1.0	0.994
gene:TraesCS7D03G0047000	Chr7D	9636820	9641884	-	9639352	Chr7D	8740681	8745748	-	8743214	1.0	0.994
gene:TraesCS7D03G0047100	Chr7D	9642348	9647312	+	9644830	Chr7D	8746214	8751177	+	8748695	0.999	0.995
gene:TraesCS7D03G0047400	Chr7D	9709899	9711626	+	9710762	Chr7D	8823988	8825713	+	8824850	0.998	0.988
gene:TraesCS7D03G0047800	Chr7D	9730707	9731413	+	9731060	Chr7D	8868590	8869299	+	8868944	1.0	0.991
gene:TraesCS7D03G0049400	Chr7D	10356124	10358772	+	10357448	Chr7D	9160815	9163453	+	9162134	1.0	0.995
gene:TraesCS7D03G0050200	Chr7D	10377049	10378124	+	10377586	Chr7D	9169242	9170317	+	9169779	1.0	0.995
gene:TraesCS7D03G0050400	Chr7D	10405468	10406646	-	10406057	Chr7D	9233341	9234519	-	9233930	1.0	0.995
gene:TraesCS7D03G0052000	Chr7D	10866500	10871299	-	10868899	Chr7D	9259107	9264562	-	9261834	0.998	0.966
gene:TraesCS7D03G0052300	Chr7D	10902680	10904162	-	10903421	Chr7D	9293401	9294886	-	9294143	0.995	0.983
gene:TraesCS7D03G0052500	Chr7D	11019985	11021994	+	11020989	Chr7D	9345279	9347283	+	9346281	0.989	0.975
gene:TraesCS7D03G0052600	Chr7D	11022566	11024797	+	11023681	Chr7D	9347855	9350091	+	9348973	1.0	0.99
gene:TraesCS7D03G0052700	Chr7D	11024983	11025588	+	11025285	Chr7D	9350277	9350882	+	9350579	1.0	0.996
gene:TraesCS7D03G0052800	Chr7D	11111603	11112606	+	11112104	Chr7D	9423859	9424820	+	9424339	0.954	0.9
gene:TraesCS7D03G0052900	Chr7D	11117544	11119073	+	11118308	Chr7D	9435821	9437362	+	9436591	1.0	0.981
gene:TraesCS7D03G0053900	Chr7D	11323512	11328407	+	11325959	Chr7D	9663666	9668561	+	9666113	1.0	0.999
gene:TraesCS7D03G0054000	Chr7D	11376382	11377575	+	11376978	Chr7D	9706935	9708128	+	9707531	1.0	0.998
gene:TraesCS7D03G0054100	Chr7D	11379695	11382219	-	11380957	Chr7D	9710249	9712773	-	9711511	1.0	1.0
gene:TraesCS7D03G0054200	Chr7D	11435436	11436531	-	11435983	Chr7D	9771490	9772597	-	9772043	1.0	1.0
gene:TraesCS7D03G0054500	Chr7D	11569127	11570200	+	11569663	Chr7D	9912438	9913511	+	9912974	1.0	0.998
gene:TraesCS7D03G0055000	Chr7D	11627497	11634848	-	11631172	Chr7D	9970064	9977419	-	9973741	1.0	1.0
gene:TraesCS7D03G0055600	Chr7D	11725501	11727900	-	11726700	Chr7D	10045543	10047990	-	10046766	1.0	0.997
gene:TraesCS7D03G0055700	Chr7D	11728834	11730683	-	11729758	Chr7D	10048941	10050790	-	10049865	1.0	0.991
gene:TraesCS7D03G0055800	Chr7D	11731280	11736454	-	11733867	Chr7D	10051387	10056545	-	10053966	0.993	0.992
gene:TraesCS7D03G0055900	Chr7D	11787653	11788291	-	11787972	Chr7D	10099229	10099867	-	10099548	1.0	0.996
gene:TraesCS7D03G0056600	Chr7D	11905937	11909595	-	11907766	Chr7D	10187361	10191020	-	10189190	1.0	0.999
gene:TraesCS7D03G0056700	Chr7D	11934965	11938985	+	11936975	Chr7D	10216362	10220382	+	10218372	1.0	0.999
gene:TraesCS7D03G0056800	Chr7D	11942273	11943273	+	11942773	Chr7D	10223697	10224697	+	10224197	1.0	0.996
gene:TraesCS7D03G0057000	Chr7D	11963187	11972341	+	11967764	Chr7D	10244618	10253772	+	10249195	1.0	0.999
gene:TraesCS7D03G0057300	Chr7D	12005583	12006702	-	12006142	Chr7D	10288258	10289374	-	10288816	0.997	0.997
gene:TraesCS7D03G0057700	Chr7D	12026251	12027868	-	12027059	Chr7D	10305285	10306902	-	10306093	1.0	0.997
gene:TraesCS7D03G0057900	Chr7D	12331422	12333890	-	12332656	Chr7D	10438351	10440816	-	10439583	1.0	0.995
gene:TraesCS7D03G0058400	Chr7D	12593304	12594041	+	12593672	Chr7D	10859279	10860016	+	10859647	1.0	0.998
gene:TraesCS7D03G0058500	Chr7D	12649083	12649933	+	12649508	Chr7D	10914825	10915675	+	10915250	1.0	0.998
gene:TraesCS7D03G0059000	Chr7D	12710910	12711648	-	12711279	Chr7D	10974952	10975690	-	10975321	1.0	1.0
gene:TraesCS7D03G0059200	Chr7D	12901630	12902444	-	12902037	Chr7D	11165096	11165910	-	11165503	1.0	1.0
gene:TraesCS7D03G0059300	Chr7D	12909879	12910644	+	12910261	Chr7D	11173404	11174169	+	11173786	1.0	0.998
gene:TraesCS7D03G0059500	Chr7D	12942927	12943142	+	12943034	Chr7D	11206457	11206672	+	11206564	1.0	0.995
gene:TraesCS7D03G0059600	Chr7D	12978199	12982834	+	12980516	Chr7D	11259405	11264046	+	11261725	1.0	0.999
gene:TraesCS7D03G0059700	Chr7D	12987771	12991920	+	12989845	Chr7D	11268947	11273045	+	11270996	0.999	0.965
gene:TraesCS7D03G0059800	Chr7D	12996913	12997734	+	12997323	Chr7D	11281665	11282503	+	11282084	0.998	0.919
gene:TraesCS7D03G0060000	Chr7D	13067066	13067768	-	13067417	Chr7D	11611205	11611904	+	11611554	0.994	0.974
gene:TraesCS7D03G0060100	Chr7D	13069834	13070181	-	13070007	Chr7D	11608776	11609119	+	11608947	0.988	0.977
gene:TraesCS7D03G0060600	Chr7D	13398536	13421367	+	13409951	Chr7D	11932499	11955455	+	11943977	1.0	0.998
gene:TraesCS7D03G0060700	Chr7D	13427069	13428880	-	13427974	Chr7D	11961201	11963012	-	11962106	1.0	0.997
gene:TraesCS7D03G0060900	Chr7D	13463966	13465927	-	13464946	Chr7D	11989382	11991343	-	11990362	1.0	0.998
gene:TraesCS7D03G0061000	Chr7D	13494314	13495965	-	13495139	Chr7D	12022536	12024184	-	12023360	0.997	0.997
