gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Aikang58_tgt_chr	Aikang58_tgt_start	Aikang58_tgt_end	Aikang58_tgt_strand	Aikang58_tgt_midpoint	Aikang58_coverage	Aikang58_identity
gene:TraesCS1D03G0014700	Chr1D	3726798	3728037	+	3727417	Chr1D	2912120	2913359	+	2912739	1.0	1.0
gene:TraesCS1D03G0014900	Chr1D	3787854	3789079	-	3788466	Chr1D	2975354	2976579	-	2975966	1.0	1.0
gene:TraesCS1D03G0015100	Chr1D	3821069	3822598	+	3821833	Chr1D	3012900	3014429	+	3013664	1.0	1.0
gene:TraesCS1D03G0015200	Chr1D	3916114	3917013	-	3916563	Chr1D	3107915	3108814	-	3108364	1.0	0.998
gene:TraesCS1D03G0015300	Chr1D	3943302	3944607	-	3943954	Chr1D	3135182	3136487	-	3135834	1.0	1.0
gene:TraesCS1D03G0015500	Chr1D	4008439	4008696	+	4008567	Chr1D	3204365	3204622	+	3204493	1.0	1.0
gene:TraesCS1D03G0015600	Chr1D	4031888	4032790	-	4032339	Chr1D	3227799	3228701	-	3228250	1.0	1.0
gene:TraesCS1D03G0015900	Chr1D	4161332	4165555	+	4163443	Chr1D	3367406	3371629	+	3369517	1.0	1.0
gene:TraesCS1D03G0016000	Chr1D	4168175	4172160	+	4170167	Chr1D	3374249	3378234	+	3376241	1.0	1.0
gene:TraesCS1D03G0016100	Chr1D	4172892	4176565	+	4174728	Chr1D	3378966	3382639	+	3380802	1.0	1.0
gene:TraesCS1D03G0016200	Chr1D	4177197	4182517	-	4179857	Chr1D	3383270	3388590	-	3385930	1.0	0.99
gene:TraesCS1D03G0016600	Chr1D	4286412	4287695	-	4287053	Chr1D	3493102	3494385	-	3493743	1.0	1.0
gene:TraesCS1D03G0016700	Chr1D	4386351	4395126	-	4390738	Chr1D	3607928	3616736	-	3612332	1.0	0.999
gene:TraesCS1D03G0016800	Chr1D	4395798	4401534	+	4398666	Chr1D	3617408	3623140	+	3620274	1.0	1.0
gene:TraesCS1D03G0017100	Chr1D	4441316	4442197	-	4441756	Chr1D	3665719	3666600	-	3666159	1.0	1.0
gene:TraesCS1D03G0017400	Chr1D	4485187	4486277	-	4485732	Chr1D	3710859	3711949	-	3711404	1.0	1.0
gene:TraesCS1D03G0017500	Chr1D	4511639	4512641	-	4512140	Chr1D	3738068	3739070	-	3738569	1.0	0.997
gene:TraesCS1D03G0017600	Chr1D	4546440	4547558	+	4546999	Chr1D	3772876	3773985	+	3773430	0.991	0.991
gene:TraesCS1D03G0018400	Chr1D	4950479	4952240	+	4951359	Chr1D	4176300	4178117	+	4177208	0.992	0.922
gene:TraesCS1D03G0018500	Chr1D	5055567	5056764	-	5056165	Chr1D	4254232	4255429	-	4254830	1.0	1.0
gene:TraesCS1D03G0018700	Chr1D	5085791	5087899	+	5086845	Chr1D	4284909	4287017	+	4285963	1.0	1.0
gene:TraesCS1D03G0018900	Chr1D	5217817	5223338	+	5220577	Chr1D	4415192	4420707	+	4417949	1.0	1.0
gene:TraesCS1D03G0019300	Chr1D	5269306	5276316	+	5272811	Chr1D	4468090	4475100	+	4471595	1.0	0.998
gene:TraesCS1D03G0019400	Chr1D	5314169	5316891	-	5315530	Chr1D	4512942	4515664	-	4514303	1.0	1.0
gene:TraesCS1D03G0019700	Chr1D	5321435	5327699	-	5324567	Chr1D	4520208	4526472	-	4523340	1.0	1.0
gene:TraesCS1D03G0020000	Chr1D	5416602	5418218	-	5417410	Chr1D	4627046	4628662	-	4627854	1.0	1.0
gene:TraesCS1D03G0020600	Chr1D	5575968	5580858	-	5578413	Chr1D	4787605	4792495	-	4790050	1.0	0.999
gene:TraesCS1D03G0020700	Chr1D	5584625	5585680	+	5585152	Chr1D	4796262	4797317	+	4796789	1.0	1.0
gene:TraesCS1D03G0020900	Chr1D	5619330	5620109	-	5619719	Chr1D	4830443	4831222	-	4830832	1.0	1.0
gene:TraesCS1D03G0021000	Chr1D	5687938	5689538	+	5688738	Chr1D	4899089	4900689	+	4899889	1.0	1.0
gene:TraesCS1D03G0021100	Chr1D	5695036	5696676	+	5695856	Chr1D	4906187	4907827	+	4907007	1.0	1.0
gene:TraesCS1D03G0021200	Chr1D	5734745	5736216	+	5735480	Chr1D	4945899	4947370	+	4946634	1.0	0.999
gene:TraesCS1D03G0021300	Chr1D	5787123	5792364	-	5789743	Chr1D	4998969	5004210	-	5001589	1.0	1.0
gene:TraesCS1D03G0021400	Chr1D	5800416	5801330	+	5800873	Chr1D	5012262	5013176	+	5012719	1.0	1.0
gene:TraesCS1D03G0021500	Chr1D	5850271	5855556	-	5852913	Chr1D	5051923	5059277	-	5055600	1.0	1.0
gene:TraesCS1D03G0021700	Chr1D	5866018	5869520	+	5867769	Chr1D	5069739	5073241	+	5071490	1.0	1.0
gene:TraesCS1D03G0021800	Chr1D	5870381	5874515	-	5872448	Chr1D	5074102	5078236	-	5076169	1.0	0.999
gene:TraesCS1D03G0021900	Chr1D	5887607	5888518	+	5888062	Chr1D	5092146	5093057	+	5092601	1.0	1.0
gene:TraesCS1D03G0022000	Chr1D	5889906	5894463	+	5892184	Chr1D	5094445	5099002	+	5096723	1.0	1.0
gene:TraesCS1D03G0022100	Chr1D	5895435	5897468	+	5896451	Chr1D	5099974	5102007	+	5100990	1.0	1.0
gene:TraesCS1D03G0022200	Chr1D	5899194	5901390	+	5900292	Chr1D	5103733	5105930	+	5104831	1.0	1.0
gene:TraesCS1D03G0022700	Chr1D	5955107	5961830	+	5958468	Chr1D	5159646	5166369	+	5163007	1.0	1.0
gene:TraesCS1D03G0022800	Chr1D	5962133	5963519	+	5962826	Chr1D	5166672	5168058	+	5167365	1.0	1.0
gene:TraesCS1D03G0022900	Chr1D	5965029	5967804	-	5966416	Chr1D	5169574	5172349	-	5170961	1.0	1.0
gene:TraesCS1D03G0023500	Chr1D	6574304	6577432	+	6575868	Chr1D	5796883	5800011	+	5798447	1.0	1.0
gene:TraesCS1D03G0023700	Chr1D	6607032	6641306	+	6624169	Chr1D	5829648	5863934	+	5846791	1.0	1.0
gene:TraesCS1D03G0023900	Chr1D	6664438	6678885	+	6671661	Chr1D	5887048	5901493	+	5894270	1.0	1.0
gene:TraesCS1D03G0024100	Chr1D	6702026	6705310	-	6703668	Chr1D	5925221	5928407	-	5926814	0.957	0.95
gene:TraesCS1D03G0024300	Chr1D	6717424	6717978	-	6717701	Chr1D	5940522	5941076	-	5940799	1.0	1.0
gene:TraesCS1D03G0024400	Chr1D	6734472	6735112	-	6734792	Chr1D	5957755	5958395	-	5958075	1.0	1.0
gene:TraesCS1D03G0024500	Chr1D	6762398	6765377	-	6763887	Chr1D	5985682	5988661	-	5987171	1.0	1.0
gene:TraesCS1D03G0024600	Chr1D	6768889	6782560	-	6775724	Chr1D	5992173	6005844	-	5999008	1.0	0.999
gene:TraesCS1D03G0024700	Chr1D	6788386	6789994	-	6789190	Chr1D	6011670	6013278	-	6012474	1.0	1.0
gene:TraesCS1D03G0024800	Chr1D	6803517	6804251	-	6803884	Chr1D	6026812	6027546	-	6027179	1.0	1.0
gene:TraesCS1D03G0025100	Chr1D	6836115	6836863	-	6836489	Chr1D	6059410	6060158	-	6059784	1.0	0.998
gene:TraesCS1D03G0025200	Chr1D	6847588	6847915	-	6847751	Chr1D	6070880	6071207	-	6071043	1.0	1.0
gene:TraesCS1D03G0025400	Chr1D	6896537	6898345	-	6897441	Chr1D	6122763	6124571	-	6123667	1.0	1.0
gene:TraesCS1D03G0025500	Chr1D	6910143	6911975	+	6911059	Chr1D	6136374	6138206	+	6137290	1.0	1.0
gene:TraesCS1D03G0026000	Chr1D	6974090	6976661	-	6975375	Chr1D	6206909	6209480	-	6208194	1.0	1.0
gene:TraesCS1D03G0026200	Chr1D	6981796	6982558	-	6982177	Chr1D	6214615	6215377	-	6214996	1.0	1.0
gene:TraesCS1D03G0026400	Chr1D	7025015	7028044	-	7026529	Chr1D	6257323	6260352	-	6258837	1.0	0.998
gene:TraesCS1D03G0026800	Chr1D	7142988	7145861	-	7144424	Chr1D	6380134	6383007	-	6381570	1.0	0.999
gene:TraesCS1D03G0026900	Chr1D	7150081	7152861	-	7151471	Chr1D	6387227	6390007	-	6388617	1.0	1.0
gene:TraesCS1D03G0027100	Chr1D	7162457	7164005	-	7163231	Chr1D	6400171	6401719	-	6400945	1.0	1.0
gene:TraesCS1D03G0027500	Chr1D	7198014	7203075	-	7200544	Chr1D	6435457	6440518	-	6437987	1.0	1.0
gene:TraesCS1D03G0027600	Chr1D	7205594	7209460	+	7207527	Chr1D	6443037	6446903	+	6444970	1.0	1.0
gene:TraesCS1D03G0027700	Chr1D	7209703	7211493	-	7210598	Chr1D	6447146	6448936	-	6448041	1.0	1.0
gene:TraesCS1D03G0027800	Chr1D	7217568	7219054	-	7218311	Chr1D	6454749	6456235	-	6455492	1.0	1.0
gene:TraesCS1D03G0027900	Chr1D	7220638	7226063	+	7223350	Chr1D	6457820	6463245	+	6460532	1.0	1.0
gene:TraesCS1D03G0028000	Chr1D	7248635	7250357	+	7249496	Chr1D	6486130	6487852	+	6486991	1.0	1.0
gene:TraesCS1D03G0028400	Chr1D	7295347	7297250	+	7296298	Chr1D	6532977	6534880	+	6533928	1.0	1.0
gene:TraesCS1D03G0028500	Chr1D	7329510	7332180	+	7330845	Chr1D	6566850	6569520	+	6568185	1.0	1.0
gene:TraesCS1D03G0028600	Chr1D	7344236	7345795	+	7345015	Chr1D	6582312	6583871	+	6583091	1.0	1.0
gene:TraesCS1D03G0028700	Chr1D	7346429	7346764	+	7346596	Chr1D	6584505	6584840	+	6584672	1.0	0.997
gene:TraesCS1D03G0029000	Chr1D	7444347	7445118	-	7444732	Chr1D	6684800	6685571	-	6685185	1.0	1.0
gene:TraesCS1D03G0029100	Chr1D	7448772	7453083	+	7450927	Chr1D	6689225	6693585	+	6691405	1.0	1.0
gene:TraesCS1D03G0029300	Chr1D	7458483	7460471	+	7459477	Chr1D	6698985	6700973	+	6699979	1.0	1.0
gene:TraesCS1D03G0029400	Chr1D	7461845	7465604	-	7463724	Chr1D	6702347	6706106	-	6704226	1.0	1.0
gene:TraesCS1D03G0029500	Chr1D	7469380	7470382	-	7469881	Chr1D	6709865	6710867	-	6710366	1.0	1.0
gene:TraesCS1D03G0029700	Chr1D	7485862	7490452	-	7488157	Chr1D	6726347	6730937	-	6728642	1.0	1.0
gene:TraesCS1D03G0029900	Chr1D	7495928	7498713	-	7497320	Chr1D	6736413	6739198	-	6737805	1.0	1.0
gene:TraesCS1D03G0030000	Chr1D	7504293	7508717	+	7506505	Chr1D	6744786	6749210	+	6746998	1.0	1.0
gene:TraesCS1D03G0030400	Chr1D	7557933	7558861	-	7558397	Chr1D	6814913	6815841	-	6815377	1.0	1.0
gene:TraesCS1D03G0030800	Chr1D	7609089	7610266	+	7609677	Chr1D	6866058	6867235	+	6866646	1.0	1.0
gene:TraesCS1D03G0030900	Chr1D	7632197	7635495	-	7633846	Chr1D	6889729	6893027	-	6891378	1.0	1.0
gene:TraesCS1D03G0031000	Chr1D	7636833	7639437	+	7638135	Chr1D	6894363	6896967	+	6895665	1.0	1.0
gene:TraesCS1D03G0031100	Chr1D	7640389	7642599	-	7641494	Chr1D	6897919	6900129	-	6899024	1.0	1.0
gene:TraesCS1D03G0031300	Chr1D	7703824	7706918	-	7705371	Chr1D	6961367	6964461	-	6962914	1.0	1.0
gene:TraesCS1D03G0031400	Chr1D	7742263	7744697	+	7743480	Chr1D	7013673	7016107	+	7014890	1.0	1.0
gene:TraesCS1D03G0031500	Chr1D	7766021	7767467	-	7766744	Chr1D	7037421	7038867	-	7038144	1.0	1.0
gene:TraesCS1D03G0031800	Chr1D	7772412	7776370	-	7774391	Chr1D	7043812	7047770	-	7045791	1.0	0.999
gene:TraesCS1D03G0031700	Chr1D	7771995	7779704	+	7775849	Chr1D	7043395	7051104	+	7047249	1.0	0.999
gene:TraesCS1D03G0031900	Chr1D	7797379	7799716	+	7798547	Chr1D	7068779	7071116	+	7069947	1.0	0.999
gene:TraesCS1D03G0032000	Chr1D	7806662	7810184	-	7808423	Chr1D	7078104	7081626	-	7079865	1.0	0.999
gene:TraesCS1D03G0032300	Chr1D	7843644	7847436	-	7845540	Chr1D	7115065	7118857	-	7116961	1.0	1.0
gene:TraesCS1D03G0032400	Chr1D	7854309	7869098	+	7861703	Chr1D	7125730	7140524	+	7133127	1.0	1.0
gene:TraesCS1D03G0032500	Chr1D	7890500	7891777	-	7891138	Chr1D	7161755	7163032	-	7162393	1.0	1.0
gene:TraesCS1D03G0032700	Chr1D	7896242	7902109	-	7899175	Chr1D	7167497	7173364	-	7170430	1.0	1.0
gene:TraesCS1D03G0032900	Chr1D	7925981	7929834	+	7927907	Chr1D	7196550	7200404	+	7198477	1.0	0.999
gene:TraesCS1D03G0033000	Chr1D	7933872	7935232	+	7934552	Chr1D	7204442	7205802	+	7205122	1.0	1.0
gene:TraesCS1D03G0033100	Chr1D	8006183	8010570	-	8008376	Chr1D	7282031	7286418	-	7284224	1.0	1.0
gene:TraesCS1D03G0033200	Chr1D	8015283	8031795	+	8023539	Chr1D	7291131	7307639	+	7299385	1.0	0.999
gene:TraesCS1D03G0033800	Chr1D	8093813	8098708	+	8096260	Chr1D	7376164	7381059	+	7378611	1.0	0.999
gene:TraesCS1D03G0033900	Chr1D	8101658	8103140	+	8102399	Chr1D	7384526	7386008	+	7385267	1.0	0.999
gene:TraesCS1D03G0034100	Chr1D	8116295	8117076	+	8116685	Chr1D	7399163	7399944	+	7399553	1.0	1.0
gene:TraesCS1D03G0034200	Chr1D	8137290	8139047	+	8138168	Chr1D	7420147	7421904	+	7421025	1.0	1.0
gene:TraesCS1D03G0034400	Chr1D	8166280	8177789	+	8172034	Chr1D	7449154	7460536	+	7454845	1.0	1.0
gene:TraesCS1D03G0035000	Chr1D	8189624	8191287	+	8190455	Chr1D	7472370	7474033	+	7473201	1.0	1.0
gene:TraesCS1D03G0035100	Chr1D	8241841	8244372	+	8243106	Chr1D	7524590	7527121	+	7525855	1.0	1.0
gene:TraesCS1D03G0035200	Chr1D	8254180	8255126	+	8254653	Chr1D	7536924	7537870	+	7537397	1.0	1.0
gene:TraesCS1D03G0035300	Chr1D	8287580	8291578	+	8289579	Chr1D	7584247	7588088	+	7586167	0.956	0.931
gene:TraesCS1D03G0035400	Chr1D	8293631	8295994	-	8294812	Chr1D	7590141	7592504	-	7591322	1.0	1.0
gene:TraesCS1D03G0035500	Chr1D	8296531	8299442	+	8297986	Chr1D	7593041	7595952	+	7594496	1.0	1.0
gene:TraesCS1D03G0035600	Chr1D	8315967	8318268	-	8317117	Chr1D	7612477	7614778	-	7613627	1.0	1.0
gene:TraesCS1D03G0035700	Chr1D	8318805	8321664	+	8320234	Chr1D	7615315	7618174	+	7616744	1.0	1.0
gene:TraesCS1D03G0035800	Chr1D	8324667	8326267	-	8325467	Chr1D	7621177	7622777	-	7621977	1.0	1.0
gene:TraesCS1D03G0035900	Chr1D	8332217	8336281	-	8334249	Chr1D	7628753	7632817	-	7630785	1.0	1.0
gene:TraesCS1D03G0036000	Chr1D	8337814	8340700	-	8339257	Chr1D	7634350	7637236	-	7635793	1.0	1.0
gene:TraesCS1D03G0036100	Chr1D	8363677	8369101	-	8366389	Chr1D	7661078	7666502	-	7663790	1.0	1.0
gene:TraesCS1D03G0036200	Chr1D	8425686	8428027	+	8426856	Chr1D	7722634	7724981	+	7723807	1.0	1.0
gene:TraesCS1D03G0036400	Chr1D	8513539	8514237	-	8513888	Chr1D	7838913	7839611	-	7839262	1.0	1.0
gene:TraesCS1D03G0036500	Chr1D	8591248	8594687	-	8592967	Chr1D	7916550	7919989	-	7918269	1.0	0.999
gene:TraesCS1D03G0036700	Chr1D	8633821	8637432	-	8635626	Chr1D	7961410	7965021	-	7963215	1.0	1.0
gene:TraesCS1D03G0036800	Chr1D	8667203	8668447	+	8667825	Chr1D	7994811	7996055	+	7995433	1.0	1.0
gene:TraesCS1D03G0036900	Chr1D	8676817	8678607	+	8677712	Chr1D	8004424	8006214	+	8005319	1.0	1.0
gene:TraesCS1D03G0037000	Chr1D	8686742	8689043	-	8687892	Chr1D	8014375	8016676	-	8015525	1.0	1.0
gene:TraesCS1D03G0037300	Chr1D	8727511	8729922	+	8728716	Chr1D	8059437	8061848	+	8060642	1.0	1.0
gene:TraesCS1D03G0037400	Chr1D	8799437	8803408	+	8801422	Chr1D	8147995	8151966	+	8149980	1.0	1.0
gene:TraesCS1D03G0037900	Chr1D	8922917	8923896	+	8923406	Chr1D	8308747	8309726	+	8309236	1.0	1.0
gene:TraesCS1D03G0038300	Chr1D	9016302	9021501	-	9018901	Chr1D	8403241	8408440	-	8405840	1.0	1.0
gene:TraesCS1D03G0038400	Chr1D	9022044	9027361	+	9024702	Chr1D	8408983	8414300	+	8411641	1.0	1.0
gene:TraesCS1D03G0038500	Chr1D	9029515	9030704	-	9030109	Chr1D	8416454	8417643	-	8417048	1.0	1.0
gene:TraesCS1D03G0038600	Chr1D	9033681	9040126	-	9036903	Chr1D	8420620	8427065	-	8423842	1.0	1.0
gene:TraesCS1D03G0038800	Chr1D	9121342	9124455	+	9122898	Chr1D	8508398	8511511	+	8509954	1.0	1.0
gene:TraesCS1D03G0038900	Chr1D	9124737	9127417	-	9126077	Chr1D	8511793	8514473	-	8513133	1.0	1.0
gene:TraesCS1D03G0039000	Chr1D	9129416	9137638	+	9133527	Chr1D	8516472	8524694	+	8520583	1.0	1.0
gene:TraesCS1D03G0039100	Chr1D	9154545	9157552	+	9156048	Chr1D	8541607	8544614	+	8543110	1.0	1.0
gene:TraesCS1D03G0039200	Chr1D	9206067	9207887	+	9206977	Chr1D	8593653	8595473	+	8594563	1.0	1.0
gene:TraesCS1D03G0039300	Chr1D	9227821	9228352	+	9228086	Chr1D	8615407	8615938	+	8615672	1.0	1.0
gene:TraesCS1D03G0039400	Chr1D	9245157	9246124	+	9245640	Chr1D	8633435	8634402	+	8633918	1.0	1.0
gene:TraesCS1D03G0039500	Chr1D	9247527	9249158	-	9248342	Chr1D	8635804	8637435	-	8636619	1.0	1.0
gene:TraesCS1D03G0039600	Chr1D	9262555	9264156	+	9263355	Chr1D	8650837	8652438	+	8651637	1.0	1.0
gene:TraesCS1D03G0039700	Chr1D	9327845	9334250	-	9331047	Chr1D	8717019	8723424	-	8720221	1.0	1.0
gene:TraesCS1D03G0040100	Chr1D	9396284	9405243	-	9400763	Chr1D	8786250	8795208	-	8790729	1.0	1.0
gene:TraesCS1D03G0040200	Chr1D	9435351	9444224	-	9439787	Chr1D	8825323	8834196	-	8829759	1.0	0.999
gene:TraesCS1D03G0040300	Chr1D	9461479	9465994	+	9463736	Chr1D	8851456	8855970	+	8853713	1.0	1.0
gene:TraesCS1D03G0040400	Chr1D	9493072	9498717	-	9495894	Chr1D	8884160	8889599	-	8886879	0.953	0.952
gene:TraesCS1D03G0040500	Chr1D	9623480	9623999	-	9623739	Chr1D	9019681	9020200	-	9019940	1.0	1.0
gene:TraesCS1D03G0040800	Chr1D	9677228	9681756	+	9679492	Chr1D	9073358	9078605	+	9075981	1.0	1.0
gene:TraesCS1D03G0041100	Chr1D	9688210	9693529	+	9690869	Chr1D	9085056	9090376	+	9087716	1.0	1.0
gene:TraesCS1D03G0041300	Chr1D	9722460	9732333	-	9727396	Chr1D	9119322	9129195	-	9124258	1.0	0.999
gene:TraesCS1D03G0041600	Chr1D	9742405	9753140	-	9747772	Chr1D	9139253	9149989	-	9144621	1.0	1.0
gene:TraesCS1D03G0041800	Chr1D	9768946	9769323	-	9769134	Chr1D	9166718	9167095	-	9166906	1.0	1.0
gene:TraesCS1D03G0042100	Chr1D	9802988	9804033	-	9803510	Chr1D	9201629	9202674	-	9202151	1.0	1.0
gene:TraesCS1D03G0042200	Chr1D	9823512	9823727	-	9823619	Chr1D	9222129	9222344	-	9222236	1.0	1.0
gene:TraesCS1D03G0042300	Chr1D	9829325	9829540	+	9829432	Chr1D	9227942	9228157	+	9228049	1.0	1.0
gene:TraesCS1D03G0042500	Chr1D	9843831	9846538	+	9845184	Chr1D	9242440	9245147	+	9243793	1.0	1.0
gene:TraesCS1D03G0042700	Chr1D	9884257	9887556	-	9885906	Chr1D	9284024	9287323	-	9285673	1.0	1.0
gene:TraesCS1D03G0042800	Chr1D	9977550	9995153	+	9986351	Chr1D	9377955	9395551	+	9386753	1.0	1.0
