gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Aikang58_tgt_chr	Aikang58_tgt_start	Aikang58_tgt_end	Aikang58_tgt_strand	Aikang58_tgt_midpoint	Aikang58_coverage	Aikang58_identity
gene:TraesCS1A03G0020400	Chr1A	5018187	5019044	+	5018615	Chr1A	5179731	5180588	+	5180159	1.0	0.989
gene:TraesCS1A03G0020500	Chr1A	5026172	5027029	+	5026600	Chr1A	5172048	5172905	+	5172476	1.0	0.986
gene:TraesCS1A03G0020600	Chr1A	5030561	5033532	+	5032046	Chr1A	5187236	5190270	+	5188753	0.979	0.925
gene:TraesCS1A03G0020800	Chr1A	5038069	5038671	+	5038370	Chr1A	5194312	5194914	+	5194613	1.0	0.995
gene:TraesCS1A03G0021500	Chr1A	5185968	5186757	-	5186362	Chr1A	5568179	5568968	-	5568573	0.988	0.949
gene:TraesCS1A03G0023800	Chr1A	6068357	6073773	-	6071065	Chr1A	6289864	6295370	-	6292617	1.0	0.982
gene:TraesCS1A03G0024300	Chr1A	6273767	6275702	+	6274734	Chr1A	6547055	6549056	+	6548055	1.0	0.978
gene:TraesCS1A03G0024500	Chr1A	6665657	6669742	+	6667699	Chr1A	6777020	6781105	+	6779062	1.0	0.981
gene:TraesCS1A03G0028000	Chr1A	7625934	7626749	-	7626341	Chr1A	7636914	7637436	-	7637175	0.96	0.947
gene:TraesCS1A03G0028300	Chr1A	7705071	7705988	+	7705529	Chr1A	7659070	7659987	+	7659528	1.0	0.992
gene:TraesCS1A03G0028500	Chr1A	7877764	7878655	+	7878209	Chr1A	7702931	7703815	+	7703373	0.976	0.934
gene:TraesCS1A03G0029000	Chr1A	7970519	7971449	-	7970984	Chr1A	7752723	7753662	-	7753192	1.0	0.987
gene:TraesCS1A03G0029300	Chr1A	8076711	8080232	-	8078471	Chr1A	7804565	7807984	-	7806274	0.994	0.981
gene:TraesCS1A03G0029400	Chr1A	8081207	8081419	-	8081313	Chr1A	7808886	7809101	-	7808993	1.0	0.935
gene:TraesCS1A03G0029600	Chr1A	8089436	8089945	-	8089690	Chr1A	7827353	7827856	-	7827604	0.982	0.955
gene:TraesCS1A03G0031500	Chr1A	8526026	8532786	+	8529406	Chr1A	7882139	7888965	+	7885552	0.994	0.989
gene:TraesCS1A03G0031600	Chr1A	8533323	8534333	+	8533828	Chr1A	7889502	7890512	+	7890007	1.0	0.984
gene:TraesCS1A03G0031900	Chr1A	8575612	8576836	-	8576224	Chr1A	7922932	7924171	-	7923551	1.0	0.978
gene:TraesCS1A03G0032000	Chr1A	8616326	8617328	+	8616827	Chr1A	7946512	7947514	+	7947013	1.0	0.992
gene:TraesCS1A03G0032100	Chr1A	8618386	8621059	+	8619722	Chr1A	7948611	7951286	+	7949948	1.0	0.994
gene:TraesCS1A03G0032200	Chr1A	8623361	8635717	+	8629539	Chr1A	7954221	7968486	+	7961353	1.0	0.992
gene:TraesCS1A03G0032400	Chr1A	8652783	8653352	+	8653067	Chr1A	7987298	7987867	+	7987582	1.0	0.991
gene:TraesCS1A03G0032500	Chr1A	8656184	8666852	+	8661518	Chr1A	7990699	8001360	+	7996029	1.0	0.996
gene:TraesCS1A03G0033100	Chr1A	8862666	8862860	-	8862763	Chr1A	8187708	8187902	-	8187805	1.0	1.0
gene:TraesCS1A03G0033200	Chr1A	8866181	8866776	-	8866478	Chr1A	8191219	8191816	-	8191517	1.0	1.0
gene:TraesCS1A03G0033300	Chr1A	8875965	8876255	+	8876110	Chr1A	8201465	8201755	+	8201610	1.0	0.989
gene:TraesCS1A03G0033600	Chr1A	8981643	8982502	+	8982072	Chr1A	8314974	8315833	+	8315403	1.0	0.997
gene:TraesCS1A03G0033800	Chr1A	8990493	8993152	-	8991822	Chr1A	8323827	8326487	-	8325157	1.0	0.999
gene:TraesCS1A03G0033900	Chr1A	8996174	9008804	-	9002489	Chr1A	8329503	8342419	-	8335961	1.0	0.998
gene:TraesCS1A03G0034000	Chr1A	9014494	9016070	-	9015282	Chr1A	8348120	8349694	-	8348907	0.998	0.998
gene:TraesCS1A03G0034100	Chr1A	9023921	9024508	-	9024214	Chr1A	8357443	8358030	-	8357736	1.0	0.997
gene:TraesCS1A03G0034200	Chr1A	9036098	9036996	-	9036547	Chr1A	8369346	8370247	-	8369796	1.0	0.991
gene:TraesCS1A03G0034400	Chr1A	9115955	9117195	-	9116575	Chr1A	8448593	8449833	-	8449213	1.0	1.0
gene:TraesCS1A03G0034600	Chr1A	9149837	9152212	+	9151024	Chr1A	8495973	8498348	+	8497160	1.0	0.998
gene:TraesCS1A03G0034700	Chr1A	9169077	9169745	+	9169411	Chr1A	8516430	8517098	+	8516764	1.0	0.992
gene:TraesCS1A03G0034800	Chr1A	9173491	9176022	+	9174756	Chr1A	8520851	8523382	+	8522116	1.0	0.997
gene:TraesCS1A03G0035100	Chr1A	9295766	9296089	+	9295927	Chr1A	8641916	8642239	+	8642077	1.0	1.0
gene:TraesCS1A03G0035200	Chr1A	9301181	9301960	+	9301570	Chr1A	8647331	8648110	+	8647720	1.0	1.0
gene:TraesCS1A03G0036100	Chr1A	9480719	9483259	-	9481989	Chr1A	8831367	8833907	-	8832637	1.0	0.998
gene:TraesCS1A03G0036200	Chr1A	9496105	9498615	-	9497360	Chr1A	8846324	8848834	-	8847579	1.0	1.0
gene:TraesCS1A03G0036900	Chr1A	9577016	9578170	-	9577593	Chr1A	8896217	8897371	-	8896794	1.0	1.0
gene:TraesCS1A03G0037000	Chr1A	9578228	9583585	-	9580906	Chr1A	8897429	8902798	-	8900113	1.0	0.999
gene:TraesCS1A03G0037100	Chr1A	9585976	9590029	+	9588002	Chr1A	8905188	8909241	+	8907214	1.0	1.0
gene:TraesCS1A03G0037200	Chr1A	9598810	9600750	+	9599780	Chr1A	8918017	8919976	+	8918996	1.0	0.989
gene:TraesCS1A03G0037300	Chr1A	9602925	9605100	-	9604012	Chr1A	8922151	8924326	-	8923238	1.0	0.999
gene:TraesCS1A03G0037500	Chr1A	9630108	9631642	-	9630875	Chr1A	8951386	8952920	-	8952153	1.0	1.0
gene:TraesCS1A03G0037600	Chr1A	9634267	9636102	+	9635184	Chr1A	8955545	8957380	+	8956462	1.0	1.0
gene:TraesCS1A03G0037700	Chr1A	9650321	9652002	+	9651161	Chr1A	8971599	8973280	+	8972439	1.0	1.0
gene:TraesCS1A03G0037800	Chr1A	9659454	9661345	+	9660399	Chr1A	8980732	8982623	+	8981677	1.0	1.0
gene:TraesCS1A03G0037900	Chr1A	9664474	9668558	+	9666516	Chr1A	8985752	8989836	+	8987794	1.0	1.0
gene:TraesCS1A03G0038100	Chr1A	9670581	9673361	+	9671971	Chr1A	8991859	8994639	+	8993249	1.0	1.0
gene:TraesCS1A03G0038300	Chr1A	9680666	9683489	+	9682077	Chr1A	9001944	9004767	+	9003355	1.0	0.999
gene:TraesCS1A03G0038700	Chr1A	9949251	9953276	-	9951263	Chr1A	9292040	9296065	-	9294052	1.0	1.0
gene:TraesCS1A03G0038800	Chr1A	9965439	9971270	-	9968354	Chr1A	9308228	9314059	-	9311143	1.0	1.0
gene:TraesCS1A03G0038900	Chr1A	10001491	10006436	+	10003963	Chr1A	9344234	9349185	+	9346709	1.0	1.0
gene:TraesCS1A03G0039100	Chr1A	10051524	10055292	-	10053408	Chr1A	9394266	9398034	-	9396150	1.0	1.0
gene:TraesCS1A03G0039200	Chr1A	10068509	10068733	+	10068621	Chr1A	9411246	9411470	+	9411358	1.0	1.0
gene:TraesCS1A03G0039300	Chr1A	10424358	10427431	+	10425894	Chr1A	9774095	9777168	+	9775631	1.0	1.0
gene:TraesCS1A03G0039400	Chr1A	10437621	10438698	-	10438159	Chr1A	9788967	9790044	-	9789505	1.0	1.0
gene:TraesCS1A03G0039500	Chr1A	10439448	10445246	-	10442347	Chr1A	9790794	9796592	-	9793693	1.0	1.0
gene:TraesCS1A03G0039600	Chr1A	10453750	10457809	+	10455779	Chr1A	9805309	9808980	+	9807144	0.92	0.92
gene:TraesCS1A03G0039700	Chr1A	10460531	10460698	+	10460614	Chr1A	9811702	9811869	+	9811785	1.0	1.0
gene:TraesCS1A03G0039800	Chr1A	10461606	10464101	-	10462853	Chr1A	9812777	9815272	-	9814024	1.0	0.999
gene:TraesCS1A03G0040000	Chr1A	10490914	10491929	+	10491421	Chr1A	9841381	9842396	+	9841888	1.0	0.997
gene:TraesCS1A03G0040400	Chr1A	10564167	10565112	+	10564639	Chr1A	9895303	9896223	+	9895763	0.97	0.968
gene:TraesCS1A03G0040500	Chr1A	10573150	10574930	+	10574040	Chr1A	9904269	9906049	+	9905159	1.0	1.0
gene:TraesCS1A03G0040900	Chr1A	10602571	10606265	-	10604418	Chr1A	9936650	9940344	-	9938497	1.0	0.997
gene:TraesCS1A03G0041800	Chr1A	10710567	10713989	+	10712278	Chr1A	10034352	10037774	+	10036063	1.0	0.998
gene:TraesCS1A03G0041900	Chr1A	10725091	10727687	-	10726389	Chr1A	10049371	10051967	-	10050669	1.0	0.999
gene:TraesCS1A03G0042000	Chr1A	10728950	10733440	+	10731195	Chr1A	10053230	10057723	+	10055476	1.0	0.997
gene:TraesCS1A03G0042200	Chr1A	10739686	10745366	-	10742526	Chr1A	10063960	10069640	-	10066800	1.0	0.999
gene:TraesCS1A03G0042500	Chr1A	10838561	10839687	+	10839124	Chr1A	10162275	10163401	+	10162838	1.0	1.0
gene:TraesCS1A03G0042600	Chr1A	10845838	10847062	+	10846450	Chr1A	10169815	10171039	+	10170427	1.0	1.0
gene:TraesCS1A03G0042800	Chr1A	10913179	10917797	+	10915488	Chr1A	10236025	10240643	+	10238334	1.0	1.0
gene:TraesCS1A03G0042900	Chr1A	10918795	10921847	-	10920321	Chr1A	10241641	10244693	-	10243167	1.0	0.998
gene:TraesCS1A03G0043100	Chr1A	10923686	10926635	+	10925160	Chr1A	10246532	10249481	+	10248006	1.0	1.0
gene:TraesCS1A03G0043200	Chr1A	10931226	10932882	-	10932054	Chr1A	10253870	10255520	-	10254695	0.995	0.993
gene:TraesCS1A03G0043400	Chr1A	10942115	10945096	-	10943605	Chr1A	10265493	10268475	-	10266984	1.0	0.983
gene:TraesCS1A03G0043500	Chr1A	10949253	10953370	-	10951311	Chr1A	10272631	10276509	-	10274570	1.0	1.0
gene:TraesCS1A03G0043600	Chr1A	10956205	10959149	-	10957677	Chr1A	10279343	10282278	-	10280810	0.992	0.989
gene:TraesCS1A03G0043800	Chr1A	10967522	10970432	-	10968977	Chr1A	10290688	10293345	-	10292016	0.98	0.979
gene:TraesCS1A03G0044000	Chr1A	11011915	11014621	-	11013268	Chr1A	10334195	10336901	-	10335548	1.0	0.996
gene:TraesCS1A03G0044200	Chr1A	11033138	11034392	+	11033765	Chr1A	10355363	10356617	+	10355990	1.0	1.0
gene:TraesCS1A03G0044800	Chr1A	11131772	11133821	+	11132796	Chr1A	10452652	10454701	+	10453676	1.0	0.999
gene:TraesCS1A03G0045000	Chr1A	11141822	11143311	+	11142566	Chr1A	10462534	10464023	+	10463278	1.0	0.991
gene:TraesCS1A03G0045100	Chr1A	11156810	11158429	-	11157619	Chr1A	10477017	10478630	-	10477823	0.996	0.986
gene:TraesCS1A03G0045300	Chr1A	11225627	11228111	+	11226869	Chr1A	10545241	10547725	+	10546483	1.0	1.0
gene:TraesCS1A03G0045500	Chr1A	11308760	11310967	+	11309863	Chr1A	10627612	10629813	+	10628712	0.999	0.99
gene:TraesCS1A03G0045600	Chr1A	11338411	11342293	+	11340352	Chr1A	10656816	10660688	+	10658752	0.999	0.988
gene:TraesCS1A03G0045700	Chr1A	11349421	11350443	+	11349932	Chr1A	10667477	10668498	+	10667987	1.0	0.997
gene:TraesCS1A03G0045800	Chr1A	11353883	11355153	+	11354518	Chr1A	10671940	10673210	+	10672575	1.0	0.995
gene:TraesCS1A03G0045900	Chr1A	11363580	11364105	-	11363842	Chr1A	10681287	10681812	-	10681549	1.0	0.994
gene:TraesCS1A03G0046000	Chr1A	11374596	11377413	-	11376004	Chr1A	10692304	10695122	-	10693713	1.0	0.993
gene:TraesCS1A03G0046100	Chr1A	11417412	11419979	-	11418695	Chr1A	10734452	10737019	-	10735735	1.0	0.995
gene:TraesCS1A03G0046200	Chr1A	11421349	11427850	-	11424599	Chr1A	10738389	10744888	-	10741638	1.0	0.998
gene:TraesCS1A03G0046300	Chr1A	11435719	11438817	+	11437268	Chr1A	10752760	10755857	+	10754308	0.998	0.996
gene:TraesCS1A03G0046500	Chr1A	11439104	11441975	-	11440539	Chr1A	10755978	10758861	-	10757419	0.999	0.965
gene:TraesCS1A03G0046600	Chr1A	11443246	11454401	+	11448823	Chr1A	10760146	10771298	+	10765722	0.999	0.996
gene:TraesCS1A03G0047300	Chr1A	11519726	11521384	+	11520555	Chr1A	10818340	10819998	+	10819169	1.0	0.996
gene:TraesCS1A03G0047400	Chr1A	11524459	11529220	-	11526839	Chr1A	10823071	10827835	-	10825453	1.0	0.995
gene:TraesCS1A03G0047600	Chr1A	11541507	11542143	+	11541825	Chr1A	10840158	10840794	+	10840476	1.0	0.988
gene:TraesCS1A03G0047800	Chr1A	11579525	11580104	-	11579814	Chr1A	10846825	10847411	-	10847118	1.0	0.988
gene:TraesCS1A03G0048100	Chr1A	11595786	11610084	-	11602935	Chr1A	10863322	10877641	-	10870481	1.0	0.983
gene:TraesCS1A03G0048800	Chr1A	11790508	11792148	-	11791328	Chr1A	11043598	11045238	-	11044418	1.0	0.981
gene:TraesCS1A03G0048900	Chr1A	11834494	11840648	-	11837571	Chr1A	11087601	11093754	-	11090677	1.0	0.997
gene:TraesCS1A03G0049000	Chr1A	11846705	11856506	-	11851605	Chr1A	11099811	11109612	-	11104711	1.0	1.0
gene:TraesCS1A03G0049100	Chr1A	11862706	11865339	+	11864022	Chr1A	11115812	11118445	+	11117128	1.0	0.987
gene:TraesCS1A03G0049300	Chr1A	11989634	11994688	-	11992161	Chr1A	11244543	11249597	-	11247070	1.0	0.992
gene:TraesCS1A03G0049900	Chr1A	12082077	12082292	+	12082184	Chr1A	11347704	11347919	+	11347811	1.0	0.981
gene:TraesCS1A03G0050000	Chr1A	12094747	12094989	+	12094868	Chr1A	11360653	11360895	+	11360774	1.0	1.0
gene:TraesCS1A03G0050100	Chr1A	12100859	12101074	-	12100966	Chr1A	11372697	11372912	-	11372804	1.0	0.986
gene:TraesCS1A03G0050200	Chr1A	12133347	12135790	+	12134568	Chr1A	11405305	11407747	+	11406526	1.0	1.0
gene:TraesCS1A03G0050800	Chr1A	12359423	12362655	-	12361039	Chr1A	11624149	11627381	-	11625765	1.0	1.0
gene:TraesCS1A03G0051100	Chr1A	12415347	12415641	-	12415494	Chr1A	11681810	11682104	-	11681957	1.0	0.995
gene:TraesCS1A03G0051900	Chr1A	12616918	12619597	-	12618257	Chr1A	11858206	11860885	-	11859545	1.0	1.0
gene:TraesCS1A03G0052000	Chr1A	12628142	12629906	+	12629024	Chr1A	11869438	11871202	+	11870320	1.0	1.0
gene:TraesCS1A03G0052400	Chr1A	12776082	12777463	+	12776772	Chr1A	12051108	12052489	+	12051798	1.0	0.993
gene:TraesCS1A03G0053300	Chr1A	12939671	12941173	+	12940422	Chr1A	12560382	12561886	+	12561134	1.0	0.986
gene:TraesCS1A03G0053400	Chr1A	12949198	12957146	+	12953172	Chr1A	12584361	12592295	+	12588328	0.992	0.967
gene:TraesCS1A03G0053900	Chr1A	13028665	13029764	-	13029214	Chr1A	12620607	12621709	-	12621158	1.0	0.992
gene:TraesCS1A03G0054100	Chr1A	13046527	13050288	+	13048407	Chr1A	12638168	12641905	+	12640036	0.989	0.982
gene:TraesCS1A03G0054700	Chr1A	13110955	13112951	-	13111953	Chr1A	12753049	12755204	-	12754126	1.0	0.97
gene:TraesCS1A03G0054800	Chr1A	13193060	13197008	+	13195034	Chr1A	12811216	12815147	+	12813181	0.999	0.991
gene:TraesCS1A03G0054900	Chr1A	13200484	13206622	-	13203553	Chr1A	12818624	12824309	-	12821466	1.0	0.994
gene:TraesCS1A03G0055000	Chr1A	13270380	13272107	+	13271243	Chr1A	12872887	12874616	+	12873751	1.0	0.986
gene:TraesCS1A03G0055800	Chr1A	13445163	13449063	-	13447113	Chr1A	12999309	13003209	-	13001259	1.0	1.0
gene:TraesCS1A03G0056400	Chr1A	13531531	13535236	+	13533383	Chr1A	13085762	13089468	+	13087615	1.0	0.997
gene:TraesCS1A03G0056500	Chr1A	13538184	13540331	+	13539257	Chr1A	13106066	13108191	+	13107128	0.992	0.957
gene:TraesCS1A03G0056600	Chr1A	13540431	13545694	-	13543062	Chr1A	13108291	13119362	-	13113826	0.984	0.969
gene:TraesCS1A03G0057300	Chr1A	13570933	13571130	+	13571031	Chr1A	13148982	13149179	+	13149080	1.0	0.974
gene:TraesCS1A03G0057400	Chr1A	13580148	13580345	+	13580246	Chr1A	13159596	13159793	+	13159694	1.0	0.984
gene:TraesCS1A03G0057500	Chr1A	13583292	13585867	-	13584579	Chr1A	13162694	13165339	-	13164016	0.999	0.991
gene:TraesCS1A03G0057600	Chr1A	13598375	13603180	-	13600777	Chr1A	13172788	13177594	-	13175191	0.999	0.998
gene:TraesCS1A03G0057700	Chr1A	13611381	13611578	-	13611479	Chr1A	13185784	13185981	-	13185882	1.0	0.979
gene:TraesCS1A03G0057900	Chr1A	13625274	13626338	-	13625806	Chr1A	13223804	13224871	-	13224337	1.0	0.993
gene:TraesCS1A03G0058100	Chr1A	13648044	13656420	-	13652232	Chr1A	13246515	13254898	-	13250706	1.0	1.0
gene:TraesCS1A03G0059400	Chr1A	13742969	13751080	-	13747024	Chr1A	13341252	13349374	-	13345313	1.0	0.991
gene:TraesCS1A03G0059500	Chr1A	13752584	13757887	-	13755235	Chr1A	13350878	13356281	-	13353579	1.0	0.996
gene:TraesCS1A03G0059600	Chr1A	13794443	13796028	+	13795235	Chr1A	13393370	13394959	+	13394164	0.998	0.982
gene:TraesCS1A03G0059700	Chr1A	13802993	13809219	+	13806106	Chr1A	13401919	13408133	+	13405026	0.998	0.99
gene:TraesCS1A03G0059900	Chr1A	13810432	13811881	+	13811156	Chr1A	13409355	13410811	+	13410083	1.0	0.98
gene:TraesCS1A03G0060600	Chr1A	13939627	13944153	+	13941890	Chr1A	13549925	13554455	+	13552190	1.0	0.994
gene:TraesCS1A03G0061600	Chr1A	14134880	14135104	-	14134992	Chr1A	14126096	14126320	+	14126208	1.0	0.973
gene:TraesCS1A03G0062700	Chr1A	14382916	14384857	+	14383886	Chr1A	13633869	13635727	+	13634798	0.991	0.965
gene:TraesCS1A03G0063400	Chr1A	14475459	14477535	-	14476497	Chr1A	14046180	14048253	+	14047216	0.997	0.978
gene:TraesCS1A03G0063500	Chr1A	14549053	14554242	+	14551647	Chr1A	13877525	13882795	-	13880160	0.997	0.989
gene:TraesCS1A03G0064000	Chr1A	14687049	14688908	+	14687978	Chr1A	13661701	13663573	-	13662637	1.0	0.977
gene:TraesCS1A03G0064100	Chr1A	14703540	14705592	+	14704566	Chr1A	13648940	13650997	-	13649968	1.0	0.977
gene:TraesCS1A03G0064300	Chr1A	14731100	14731699	+	14731399	Chr1A	14056874	14057473	+	14057173	1.0	1.0
gene:TraesCS1A03G0064500	Chr1A	14746688	14748301	+	14747494	Chr1A	14071896	14073469	+	14072682	1.0	0.98
gene:TraesCS1A03G0064700	Chr1A	14780440	14780675	-	14780557	Chr1A	14076978	14077214	-	14077096	1.0	0.976
gene:TraesCS1A03G0066200	Chr1A	15201632	15206132	+	15203882	Chr1A	14207559	14211476	+	14209517	0.998	0.925
gene:TraesCS1A03G0066300	Chr1A	15208234	15214544	-	15211389	Chr1A	14214932	14221428	-	14218180	1.0	0.984
gene:TraesCS1A03G0066600	Chr1A	15300898	15306904	+	15303901	Chr1A	14316945	14323150	+	14320047	0.999	0.988
gene:TraesCS1A03G0066700	Chr1A	15310891	15314093	+	15312492	Chr1A	14324837	14328078	+	14326457	0.999	0.958
gene:TraesCS1A03G0067100	Chr1A	15343635	15345440	+	15344537	Chr1A	14373324	14375007	+	14374165	0.93	0.909
gene:TraesCS1A03G0067300	Chr1A	15368889	15369587	+	15369238	Chr1A	14418245	14418957	+	14418601	0.985	0.928
gene:TraesCS1A03G0067400	Chr1A	15392629	15397707	-	15395168	Chr1A	14464922	14470094	-	14467508	0.99	0.922
gene:TraesCS1A03G0067500	Chr1A	15399523	15401294	-	15400408	Chr1A	14471900	14473648	-	14472774	0.972	0.94
gene:TraesCS1A03G0068200	Chr1A	15584010	15594529	+	15589269	Chr1A	14839190	14849816	+	14844503	0.996	0.985
gene:TraesCS1A03G0068300	Chr1A	15601197	15603641	-	15602419	Chr1A	14857875	14860307	-	14859091	0.992	0.943
gene:TraesCS1A03G0068500	Chr1A	15613570	15615690	-	15614630	Chr1A	14929331	14931451	-	14930391	1.0	0.986
