gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Aikang58_tgt_chr	Aikang58_tgt_start	Aikang58_tgt_end	Aikang58_tgt_strand	Aikang58_tgt_midpoint	Aikang58_coverage	Aikang58_identity
gene:TraesCS1B03G0252200	Chr1B	102024101	102035554	-	102029827	Chr1B	82305862	82310641	-	82308251	0.962	0.922
gene:TraesCS1B03G0252800	Chr1B	102799039	102802387	-	102800713	Chr1B	83619680	83622745	-	83621212	0.975	0.903
gene:TraesCS1B03G0253000	Chr1B	102870827	102876453	+	102873640	Chr1B	82941087	82946808	-	82943947	0.997	0.975
gene:TraesCS1B03G0254600	Chr1B	104445788	104448650	+	104447219	Chr1B	85661389	85663893	+	85662641	0.967	0.922
gene:TraesCS1B03G0255000	Chr1B	104732306	104733297	-	104732801	Chr1B	85745908	85746891	-	85746399	1.0	0.967
gene:TraesCS1B03G0255400	Chr1B	105007132	105010894	-	105009013	Chr1B	85877023	85880858	-	85878940	0.999	0.973
gene:TraesCS1B03G0256900	Chr1B	105871475	105874050	+	105872762	Chr1B	86113549	86116035	+	86114792	0.976	0.928
gene:TraesCS1B03G0257000	Chr1B	105874569	105879004	-	105876786	Chr1B	86116618	86121176	-	86118897	0.985	0.917
gene:TraesCS1B03G0257100	Chr1B	105987153	105991151	+	105989152	Chr1B	86265666	86270756	+	86268211	0.967	0.906
gene:TraesCS1B03G0257300	Chr1B	106028868	106032727	-	106030797	Chr1B	86450244	86454331	-	86452287	0.994	0.973
gene:TraesCS1B03G0258300	Chr1B	106696074	106697600	+	106696837	Chr1B	96931875	96933382	-	96932628	0.977	0.911
gene:TraesCS1B03G0258700	Chr1B	106902200	106903660	+	106902930	Chr1B	96452737	96454222	-	96453479	0.983	0.907
gene:TraesCS1B03G0259300	Chr1B	107411359	107412807	+	107412083	Chr1B	96241397	96242822	-	96242109	0.977	0.914
gene:TraesCS1B03G0262500	Chr1B	110595190	110596667	+	110595928	Chr1B	95573807	95575272	-	95574539	0.977	0.92
gene:TraesCS1B03G0262700	Chr1B	110709830	110714019	+	110711924	Chr1B	95356304	95360632	-	95358468	0.979	0.925
gene:TraesCS1B03G0262900	Chr1B	110714305	110718579	-	110716442	Chr1B	95351631	95355701	+	95353666	0.974	0.911
gene:TraesCS1B03G0263100	Chr1B	110967062	110968327	-	110967694	Chr1B	94719089	94720373	+	94719731	0.982	0.908
gene:TraesCS1B03G0263600	Chr1B	111023270	111027650	-	111025460	Chr1B	94616643	94620947	+	94618795	0.97	0.908
gene:TraesCS1B03G0263700	Chr1B	111028784	111031561	-	111030172	Chr1B	94586668	94589364	+	94588016	0.996	0.967
gene:TraesCS1B03G0263800	Chr1B	111034153	111035286	-	111034719	Chr1B	94576181	94577317	+	94576749	0.994	0.918
gene:TraesCS1B03G0264000	Chr1B	111359100	111363084	-	111361092	Chr1B	94087277	94091497	+	94089387	0.956	0.908
