gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_v1_tgt_chr	CS_v1_tgt_start	CS_v1_tgt_end	CS_v1_tgt_strand	CS_v1_tgt_midpoint	CS_v1_coverage	CS_v1_identity
gene:TraesCS2B03G0030700	Chr2B	8065103	8066982	-	8066042	Chr2B	5628214	5630093	+	5629153	1.0	1.0
gene:TraesCS2B03G0030800	Chr2B	8082243	8086823	-	8084533	Chr2B	5608373	5612953	+	5610663	1.0	0.999
gene:TraesCS2B03G0030900	Chr2B	8091004	8091576	-	8091290	Chr2B	5603620	5604192	+	5603906	1.0	1.0
gene:TraesCS2B03G0031000	Chr2B	8098223	8098723	+	8098473	Chr2B	5596473	5596973	-	5596723	1.0	1.0
gene:TraesCS2B03G0031100	Chr2B	8101793	8102553	+	8102173	Chr2B	5592643	5593403	-	5593023	1.0	1.0
gene:TraesCS2B03G0031200	Chr2B	8114748	8116073	-	8115410	Chr2B	5579123	5580448	+	5579785	1.0	1.0
gene:TraesCS2B03G0031900	Chr2B	8209424	8214046	-	8211735	Chr2B	5479231	5483853	+	5481542	1.0	1.0
gene:TraesCS2B03G0032400	Chr2B	8262232	8262546	+	8262389	Chr2B	5430438	5430752	-	5430595	1.0	1.0
gene:TraesCS2B03G0032500	Chr2B	8318794	8321353	+	8320073	Chr2B	5370563	5373122	-	5371842	1.0	1.0
gene:TraesCS2B03G0032900	Chr2B	8569211	8569753	+	8569482	Chr2B	5118894	5119436	-	5119165	1.0	1.0
gene:TraesCS2B03G0033000	Chr2B	8645459	8647142	+	8646300	Chr2B	5041095	5042778	-	5041936	1.0	1.0
gene:TraesCS2B03G0033300	Chr2B	8677011	8677322	+	8677166	Chr2B	5010495	5010806	-	5010650	1.0	1.0
gene:TraesCS2B03G0033400	Chr2B	8696627	8703483	-	8700055	Chr2B	4984078	4990934	+	4987506	1.0	1.0
gene:TraesCS2B03G0033700	Chr2B	8763728	8764291	+	8764009	Chr2B	4923626	4924189	-	4923907	1.0	0.989
gene:TraesCS2B03G0034200	Chr2B	9153032	9155753	+	9154392	Chr2B	1171680	1174401	+	1173040	0.999	0.967
gene:TraesCS2B03G0034400	Chr2B	9162506	9163054	+	9162780	Chr2B	1181154	1181702	+	1181428	1.0	1.0
gene:TraesCS2B03G0034800	Chr2B	9231046	9234494	+	9232770	Chr2B	1248784	1252232	+	1250508	1.0	1.0
gene:TraesCS2B03G0035000	Chr2B	9247068	9254229	+	9250648	Chr2B	1265344	1272505	+	1268924	1.0	1.0
gene:TraesCS2B03G0034900	Chr2B	9246803	9289710	-	9268256	Chr2B	1265079	1308155	-	1286617	1.0	1.0
gene:TraesCS2B03G0035200	Chr2B	9343040	9344596	+	9343818	Chr2B	3659755	3661311	-	3660533	1.0	1.0
gene:TraesCS2B03G0035300	Chr2B	9343040	9345337	+	9344188	Chr2B	3659014	3661311	-	3660162	1.0	1.0
gene:TraesCS2B03G0035500	Chr2B	9345406	9346238	+	9345822	Chr2B	3658113	3658945	-	3658529	1.0	1.0
gene:TraesCS2B03G0036600	Chr2B	9591731	9595119	+	9593425	Chr2B	3407138	3410526	-	3408832	1.0	1.0
gene:TraesCS2B03G0036700	Chr2B	9601532	9604373	-	9602952	Chr2B	3397884	3400725	+	3399304	1.0	1.0
gene:TraesCS2B03G0036800	Chr2B	9689277	9694655	+	9691966	Chr2B	3307435	3312813	-	3310124	1.0	1.0
gene:TraesCS2B03G0036900	Chr2B	9696616	9701784	+	9699200	Chr2B	3299928	3305297	-	3302612	1.0	1.0
gene:TraesCS2B03G0037000	Chr2B	9708622	9713131	-	9710876	Chr2B	3288581	3293090	+	3290835	1.0	1.0
gene:TraesCS2B03G0037600	Chr2B	10352360	10355723	+	10354041	Chr2B	2639862	2643225	-	2641543	1.0	1.0
gene:TraesCS2B03G0037900	Chr2B	10428959	10429546	+	10429252	Chr2B	2566039	2566626	-	2566332	1.0	1.0
gene:TraesCS2B03G0038000	Chr2B	10466399	10469668	+	10468033	Chr2B	2525898	2529167	-	2527532	1.0	1.0
gene:TraesCS2B03G0038100	Chr2B	10491592	10494176	+	10492884	Chr2B	2501390	2503974	-	2502682	1.0	1.0
gene:TraesCS2B03G0038200	Chr2B	10588029	10591331	+	10589680	Chr2B	2404235	2407537	-	2405886	1.0	1.0
gene:TraesCS2B03G0038400	Chr2B	10647577	10651198	+	10649387	Chr2B	2344368	2347989	-	2346178	1.0	1.0
gene:TraesCS2B03G0038500	Chr2B	10659178	10659779	-	10659478	Chr2B	2335787	2336388	+	2336087	1.0	1.0
gene:TraesCS2B03G0038600	Chr2B	10757228	10760110	-	10758669	Chr2B	2235456	2238338	+	2236897	1.0	1.0
gene:TraesCS2B03G0039900	Chr2B	10878933	10879520	-	10879226	Chr2B	2116046	2116633	+	2116339	1.0	1.0
gene:TraesCS2B03G0040000	Chr2B	10882178	10886156	+	10884167	Chr2B	2109410	2113388	-	2111399	1.0	1.0
gene:TraesCS2B03G0040100	Chr2B	10886848	10888396	-	10887622	Chr2B	2107170	2108718	+	2107944	1.0	1.0
gene:TraesCS2B03G0040200	Chr2B	10903928	10905735	-	10904831	Chr2B	2089831	2091638	+	2090734	1.0	1.0
gene:TraesCS2B03G0040300	Chr2B	10906588	10908620	-	10907604	Chr2B	2086946	2088978	+	2087962	1.0	1.0
gene:TraesCS2B03G0044900	Chr2B	11886292	11888004	-	11887148	Chr2B	3772263	3773975	-	3773119	1.0	1.0
gene:TraesCS2B03G0045000	Chr2B	11901573	11904269	+	11902921	Chr2B	3787544	3790240	+	3788892	1.0	1.0
gene:TraesCS2B03G0045200	Chr2B	11908629	11909914	-	11909271	Chr2B	3794600	3795885	-	3795242	1.0	1.0
gene:TraesCS2B03G0045500	Chr2B	11953152	11954641	+	11953896	Chr2B	3839122	3840611	+	3839866	1.0	1.0
gene:TraesCS2B03G0045900	Chr2B	12020844	12022072	+	12021458	Chr2B	3907016	3908244	+	3907630	1.0	1.0
gene:TraesCS2B03G0046000	Chr2B	12127147	12129575	+	12128361	Chr2B	4013566	4015994	+	4014780	1.0	1.0
gene:TraesCS2B03G0046100	Chr2B	12230579	12231627	-	12231103	Chr2B	4117000	4118048	-	4117524	1.0	1.0
gene:TraesCS2B03G0046400	Chr2B	12245084	12246319	+	12245701	Chr2B	4131505	4132740	+	4132122	1.0	1.0
gene:TraesCS2B03G0046300	Chr2B	12245024	12246636	+	12245830	Chr2B	4131445	4133057	+	4132251	1.0	1.0
gene:TraesCS2B03G0046600	Chr2B	12298712	12301127	+	12299919	Chr2B	4185133	4187548	+	4186340	1.0	1.0
gene:TraesCS2B03G0046700	Chr2B	12396725	12399054	+	12397889	Chr2B	4283146	4285475	+	4284310	1.0	1.0
gene:TraesCS2B03G0047000	Chr2B	12537971	12540326	+	12539148	Chr2B	4376551	4378906	+	4377728	1.0	0.999
gene:TraesCS2B03G0047100	Chr2B	12584834	12585947	-	12585390	Chr2B	4471513	4472626	-	4472069	1.0	1.0
gene:TraesCS2B03G0047200	Chr2B	12595123	12596934	+	12596028	Chr2B	4481802	4483613	+	4482707	1.0	1.0
gene:TraesCS2B03G0047300	Chr2B	12606495	12608204	+	12607349	Chr2B	4493174	4494883	+	4494028	1.0	1.0
gene:TraesCS2B03G0047400	Chr2B	12616252	12628595	+	12622423	Chr2B	4502931	4515467	+	4509199	1.0	1.0
gene:TraesCS2B03G0047600	Chr2B	12734549	12737361	+	12735955	Chr2B	4622069	4625035	+	4623552	1.0	1.0
gene:TraesCS2B03G0047700	Chr2B	12772668	12777056	+	12774862	Chr2B	4633720	4638108	+	4635914	1.0	1.0
gene:TraesCS2B03G0047800	Chr2B	12781702	12782631	+	12782166	Chr2B	4642754	4643683	+	4643218	1.0	1.0
gene:TraesCS2B03G0047900	Chr2B	12783163	12784476	+	12783819	Chr2B	4644215	4645528	+	4644871	1.0	1.0
gene:TraesCS2B03G0048000	Chr2B	12785502	12793555	-	12789528	Chr2B	4646554	4654607	-	4650580	1.0	1.0
gene:TraesCS2B03G0048100	Chr2B	12795192	12804217	+	12799704	Chr2B	4656499	4665524	+	4661011	1.0	1.0
gene:TraesCS2B03G0048200	Chr2B	12852446	12853800	+	12853123	Chr2B	4714253	4715607	+	4714930	1.0	1.0
gene:TraesCS2B03G0048300	Chr2B	12858646	12859579	+	12859112	Chr2B	4720640	4721573	+	4721106	1.0	1.0
gene:TraesCS2B03G0048400	Chr2B	12864616	12866219	+	12865417	Chr2B	4726909	4728512	+	4727710	1.0	1.0
gene:TraesCS2B03G0048500	Chr2B	12877573	12878121	+	12877847	Chr2B	4740306	4740854	+	4740580	1.0	0.995
gene:TraesCS2B03G0048600	Chr2B	12888956	12891430	-	12890193	Chr2B	4751819	4754293	-	4753056	1.0	1.0
gene:TraesCS2B03G0048700	Chr2B	12902737	12907993	-	12905365	Chr2B	4766161	4771417	-	4768789	1.0	1.0
gene:TraesCS2B03G0048800	Chr2B	12926381	12930952	-	12928666	Chr2B	4789969	4794540	-	4792254	1.0	1.0
gene:TraesCS2B03G0049400	Chr2B	12981259	12981576	+	12981417	Chr2B	4846099	4846416	+	4846257	1.0	1.0
gene:TraesCS2B03G0049600	Chr2B	13071865	13080320	-	13076092	Chr2B	11176298	11184753	-	11180525	1.0	1.0
gene:TraesCS2B03G0050200	Chr2B	13099079	13103584	-	13101331	Chr2B	11203512	11208017	-	11205764	1.0	1.0
gene:TraesCS2B03G0050400	Chr2B	13120432	13121992	-	13121212	Chr2B	11224865	11226425	-	11225645	1.0	1.0
gene:TraesCS2B03G0050600	Chr2B	13132669	13133442	+	13133055	Chr2B	11237102	11237875	+	11237488	1.0	1.0
gene:TraesCS2B03G0050700	Chr2B	13182204	13189613	-	13185908	Chr2B	11286637	11294046	-	11290341	1.0	1.0
gene:TraesCS2B03G0051000	Chr2B	13253976	13259260	-	13256618	Chr2B	11358443	11363727	-	11361085	1.0	1.0
gene:TraesCS2B03G0051100	Chr2B	13285094	13286551	+	13285822	Chr2B	11389561	11391018	+	11390289	1.0	1.0
gene:TraesCS2B03G0051300	Chr2B	13296175	13297080	+	13296627	Chr2B	11400642	11401547	+	11401094	1.0	1.0
gene:TraesCS2B03G0051600	Chr2B	13340976	13341932	+	13341454	Chr2B	11445443	11446399	+	11445921	1.0	1.0
gene:TraesCS2B03G0051800	Chr2B	13348269	13349759	-	13349014	Chr2B	11452736	11454226	-	11453481	1.0	1.0
gene:TraesCS2B03G0051900	Chr2B	13354219	13358897	-	13356558	Chr2B	11458686	11463364	-	11461025	1.0	1.0
gene:TraesCS2B03G0052000	Chr2B	13412369	13413850	-	13413109	Chr2B	11516836	11518317	-	11517576	1.0	1.0
gene:TraesCS2B03G0052500	Chr2B	13433734	13435191	-	13434462	Chr2B	11538201	11539658	-	11538929	1.0	1.0
gene:TraesCS2B03G0052700	Chr2B	13453543	13455138	-	13454340	Chr2B	11558010	11559605	-	11558807	1.0	1.0
gene:TraesCS2B03G0052900	Chr2B	13555036	13564201	-	13559618	Chr2B	11659503	11668668	-	11664085	1.0	1.0
gene:TraesCS2B03G0053000	Chr2B	13619007	13620911	-	13619959	Chr2B	11723474	11725378	-	11724426	1.0	1.0
gene:TraesCS2B03G0053200	Chr2B	13732514	13733128	-	13732821	Chr2B	11836978	11837592	-	11837285	1.0	1.0
gene:TraesCS2B03G0053300	Chr2B	13909547	13910761	-	13910154	Chr2B	11905703	11906917	-	11906310	1.0	1.0
gene:TraesCS2B03G0053400	Chr2B	13912472	13913471	+	13912971	Chr2B	11908628	11909627	+	11909127	1.0	1.0
gene:TraesCS2B03G0053800	Chr2B	13988408	13989622	+	13989015	Chr2B	11984564	11985778	+	11985171	1.0	1.0
gene:TraesCS2B03G0054400	Chr2B	14028498	14030981	-	14029739	Chr2B	12024654	12027137	-	12025895	1.0	1.0
gene:TraesCS2B03G0054500	Chr2B	14079067	14081658	-	14080362	Chr2B	12075223	12077814	-	12076518	1.0	1.0
gene:TraesCS2B03G0055700	Chr2B	14423940	14425421	+	14424680	Chr2B	12422314	12423795	+	12423054	1.0	1.0
gene:TraesCS2B03G0056000	Chr2B	14842559	14851874	+	14847216	Chr2B	12841126	12850441	+	12845783	1.0	1.0
gene:TraesCS2B03G0056200	Chr2B	14851905	14854208	+	14853056	Chr2B	12850472	12852775	+	12851623	1.0	1.0
gene:TraesCS2B03G0056300	Chr2B	14878192	14884749	+	14881470	Chr2B	12875422	12881979	+	12878700	1.0	1.0
gene:TraesCS2B03G0056500	Chr2B	14916612	14918380	+	14917496	Chr2B	12914399	12916167	+	12915283	1.0	1.0
gene:TraesCS2B03G0056800	Chr2B	14931634	14946100	+	14938867	Chr2B	12929421	12943887	+	12936654	1.0	1.0
gene:TraesCS2B03G0056900	Chr2B	14950883	14955112	+	14952997	Chr2B	12948670	12952899	+	12950784	1.0	1.0
gene:TraesCS2B03G0057800	Chr2B	14995711	14997185	-	14996448	Chr2B	12994493	12995967	-	12995230	1.0	1.0
gene:TraesCS2B03G0057900	Chr2B	15020941	15022701	-	15021821	Chr2B	13020548	13022308	-	13021428	1.0	1.0
gene:TraesCS2B03G0058000	Chr2B	15040304	15044216	+	15042260	Chr2B	13040356	13044268	+	13042312	1.0	1.0
gene:TraesCS2B03G0058100	Chr2B	15056953	15058428	-	15057690	Chr2B	13057304	13058779	-	13058041	1.0	1.0
gene:TraesCS2B03G0058200	Chr2B	15066509	15067231	-	15066870	Chr2B	13067051	13067773	-	13067412	1.0	1.0
gene:TraesCS2B03G0058800	Chr2B	15153345	15155117	+	15154231	Chr2B	13154057	13155829	+	13154943	1.0	1.0
gene:TraesCS2B03G0058900	Chr2B	15164970	15165835	-	15165402	Chr2B	13165682	13166547	-	13166114	1.0	1.0
gene:TraesCS2B03G0059100	Chr2B	15181002	15185195	+	15183098	Chr2B	13181954	13186147	+	13184050	1.0	1.0
gene:TraesCS2B03G0059200	Chr2B	15183375	15183677	+	15183526	Chr2B	13184327	13184629	+	13184478	1.0	1.0
gene:TraesCS2B03G0059400	Chr2B	15202297	15203277	+	15202787	Chr2B	13203249	13204229	+	13203739	1.0	1.0
gene:TraesCS2B03G0059500	Chr2B	15206589	15220051	+	15213320	Chr2B	13207541	13221003	+	13214272	1.0	1.0
gene:TraesCS2B03G0059700	Chr2B	15236750	15237704	-	15237227	Chr2B	13237702	13238656	-	13238179	1.0	1.0
gene:TraesCS2B03G0059800	Chr2B	15312884	15314326	-	15313605	Chr2B	13313662	13315104	-	13314383	1.0	1.0
gene:TraesCS2B03G0060000	Chr2B	15336749	15339104	+	15337926	Chr2B	13338097	13340452	+	13339274	1.0	1.0
gene:TraesCS2B03G0060200	Chr2B	15343619	15345038	-	15344328	Chr2B	13344967	13346386	-	13345676	1.0	1.0
gene:TraesCS2B03G0060500	Chr2B	15357145	15358855	+	15358000	Chr2B	13358498	13360208	+	13359353	1.0	1.0
gene:TraesCS2B03G0060600	Chr2B	15388048	15390077	+	15389062	Chr2B	13389107	13391136	+	13390121	1.0	1.0
gene:TraesCS2B03G0060700	Chr2B	15391038	15392507	+	15391772	Chr2B	13392097	13393566	+	13392831	1.0	1.0
gene:TraesCS2B03G0060800	Chr2B	15400720	15402557	+	15401638	Chr2B	13402029	13403866	+	13402947	1.0	1.0
gene:TraesCS2B03G0060900	Chr2B	15417072	15419414	-	15418243	Chr2B	13418381	13420723	-	13419552	1.0	1.0
gene:TraesCS2B03G0061000	Chr2B	15476370	15477194	-	15476782	Chr2B	13479464	13480288	-	13479876	1.0	1.0
gene:TraesCS2B03G0061200	Chr2B	15488914	15492486	-	15490700	Chr2B	13492578	13496150	-	13494364	1.0	1.0
gene:TraesCS2B03G0061300	Chr2B	15493665	15495325	-	15494495	Chr2B	13497329	13498989	-	13498159	1.0	1.0
gene:TraesCS2B03G0061500	Chr2B	15502335	15504197	-	15503266	Chr2B	13505999	13507861	-	13506930	1.0	1.0
gene:TraesCS2B03G0061600	Chr2B	15691603	15693102	+	15692352	Chr2B	13716298	13717797	+	13717047	1.0	1.0
gene:TraesCS2B03G0061700	Chr2B	15705799	15711751	+	15708775	Chr2B	13730862	13737387	+	13734124	1.0	1.0
gene:TraesCS2B03G0061800	Chr2B	15714189	15715772	-	15714980	Chr2B	13739825	13741408	-	13740616	1.0	1.0
gene:TraesCS2B03G0061900	Chr2B	15715800	15719528	-	15717664	Chr2B	13741436	13745164	-	13743300	1.0	1.0
gene:TraesCS2B03G0062000	Chr2B	15734666	15742419	+	15738542	Chr2B	13761206	13768959	+	13765082	1.0	1.0
gene:TraesCS2B03G0062100	Chr2B	15744804	15761068	+	15752936	Chr2B	13771344	13787752	+	13779548	1.0	1.0
gene:TraesCS2B03G0062300	Chr2B	15771452	15772210	+	15771831	Chr2B	13797664	13798422	+	13798043	1.0	1.0
gene:TraesCS2B03G0062400	Chr2B	15784449	15788634	-	15786541	Chr2B	13810799	13814984	-	13812891	1.0	1.0
gene:TraesCS2B03G0062900	Chr2B	15885181	15888466	-	15886823	Chr2B	13912945	13916230	-	13914587	1.0	1.0
gene:TraesCS2B03G0063000	Chr2B	16017616	16023460	+	16020538	Chr2B	14045642	14051486	+	14048564	1.0	1.0
gene:TraesCS2B03G0063100	Chr2B	16027451	16031718	-	16029584	Chr2B	14055477	14059744	-	14057610	1.0	1.0
gene:TraesCS2B03G0063400	Chr2B	16183726	16186214	-	16184970	Chr2B	14211752	14214240	-	14212996	1.0	1.0
gene:TraesCS2B03G0063600	Chr2B	16320725	16323530	-	16322127	Chr2B	14348751	14351556	-	14350153	1.0	1.0
gene:TraesCS2B03G0063700	Chr2B	16376422	16379328	-	16377875	Chr2B	14404448	14407354	-	14405901	1.0	1.0
gene:TraesCS2B03G0063800	Chr2B	16384086	16387128	+	16385607	Chr2B	14412112	14415154	+	14413633	1.0	1.0
gene:TraesCS2B03G0064000	Chr2B	16405168	16406778	-	16405973	Chr2B	14433194	14434804	-	14433999	1.0	1.0
gene:TraesCS2B03G0064200	Chr2B	16430735	16432617	-	16431676	Chr2B	14458761	14460643	-	14459702	1.0	1.0
gene:TraesCS2B03G0064600	Chr2B	16459531	16462754	-	16461142	Chr2B	14487557	14490780	-	14489168	1.0	1.0
gene:TraesCS2B03G0064800	Chr2B	16476596	16478267	-	16477431	Chr2B	14504622	14506293	-	14505457	1.0	1.0
gene:TraesCS2B03G0065200	Chr2B	16589219	16591647	-	16590433	Chr2B	14617245	14619673	-	14618459	1.0	1.0
gene:TraesCS2B03G0065300	Chr2B	16759495	16766061	+	16762778	Chr2B	14788702	14796017	+	14792359	1.0	1.0
gene:TraesCS2B03G0065500	Chr2B	16802889	16806438	-	16804663	Chr2B	14833211	14836760	-	14834985	1.0	1.0
gene:TraesCS2B03G0065700	Chr2B	16910638	16912587	-	16911612	Chr2B	14950636	14952585	-	14951610	1.0	1.0
gene:TraesCS2B03G0066100	Chr2B	17067715	17069496	-	17068605	Chr2B	15088418	15090199	-	15089308	1.0	1.0
gene:TraesCS2B03G0066200	Chr2B	17097251	17098928	-	17098089	Chr2B	15117954	15119631	-	15118792	1.0	1.0
gene:TraesCS2B03G0066300	Chr2B	17186539	17186802	-	17186670	Chr2B	15207242	15207505	-	15207373	1.0	1.0
gene:TraesCS2B03G0066500	Chr2B	17470385	17473608	+	17471996	Chr2B	15461378	15464601	+	15462989	1.0	1.0
gene:TraesCS2B03G0066600	Chr2B	17644370	17644987	-	17644678	Chr2B	15636853	15637470	-	15637161	1.0	1.0
