gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_v1_tgt_chr	CS_v1_tgt_start	CS_v1_tgt_end	CS_v1_tgt_strand	CS_v1_tgt_midpoint	CS_v1_coverage	CS_v1_identity	segment
gene:TraesCS1D03G0003500	Chr1D	670994	672152	+	671573	Chr1D	2671267	2672425	+	2671846	1.0	1.0	collinear
gene:TraesCS1D03G0003600	Chr1D	683590	686755	+	685172	Chr1D	2684225	2687390	+	2685807	1.0	1.0	collinear
gene:TraesCS1D03G0003900	Chr1D	715245	719435	+	717340	Chr1D	2716787	2720977	+	2718882	1.0	1.0	collinear
gene:TraesCS1D03G0004300	Chr1D	770686	771560	+	771123	Chr1D	2771193	2772067	+	2771630	1.0	1.0	collinear
gene:TraesCS1D03G0004700	Chr1D	885654	889258	-	887456	Chr1D	2885245	2888849	-	2887047	1.0	1.0	collinear
gene:TraesCS1D03G0005400	Chr1D	1296235	1296570	+	1296402	Chr1D	1836498	1836833	-	1836665	1.0	1.0	collinear
gene:TraesCS1D03G0006000	Chr1D	1869733	1878337	-	1874035	Chr1D	1248500	1257346	+	1252923	1.0	1.0	collinear
gene:TraesCS1D03G0006600	Chr1D	2097562	2098525	-	2098043	Chr1D	1025499	1026462	+	1025980	1.0	1.0	collinear
gene:TraesCS1D03G0006800	Chr1D	2215187	2215661	-	2215424	Chr1D	906800	907265	+	907032	1.0	0.984	collinear
gene:TraesCS1D03G0006900	Chr1D	2225968	2228621	+	2227294	Chr1D	893853	896506	-	895179	1.0	1.0	collinear
gene:TraesCS1D03G0007000	Chr1D	2291123	2291984	-	2291553	Chr1D	829734	830595	+	830164	1.0	1.0	collinear
gene:TraesCS1D03G0007600	Chr1D	2536433	2539112	+	2537772	Chr1D	694529	697208	-	695868	1.0	1.0	collinear
gene:TraesCS1D03G0007700	Chr1D	2582400	2586245	-	2584322	Chr1D	647396	651241	+	649318	1.0	1.0	collinear
gene:TraesCS1D03G0007900	Chr1D	2605425	2608487	+	2606956	Chr1D	625154	628216	-	626685	1.0	1.0	collinear
gene:TraesCS1D03G0008000	Chr1D	2612463	2616304	+	2614383	Chr1D	617337	621178	-	619257	1.0	1.0	collinear
gene:TraesCS1D03G0008100	Chr1D	2617136	2620159	-	2618647	Chr1D	613482	616505	+	614993	1.0	1.0	collinear
gene:TraesCS1D03G0008200	Chr1D	2648853	2656401	+	2652627	Chr1D	577240	584788	-	581014	1.0	1.0	collinear
gene:TraesCS1D03G0008400	Chr1D	2658914	2664872	-	2661893	Chr1D	568769	574727	+	571748	1.0	1.0	collinear
gene:TraesCS1D03G0008500	Chr1D	2679004	2685472	+	2682238	Chr1D	548169	554637	-	551403	1.0	1.0	collinear
gene:TraesCS1D03G0008600	Chr1D	2718545	2721537	+	2720041	Chr1D	512104	515096	-	513600	1.0	1.0	collinear
gene:TraesCS1D03G0008800	Chr1D	2722891	2723820	-	2723355	Chr1D	509821	510750	+	510285	1.0	1.0	collinear
gene:TraesCS1D03G0009100	Chr1D	2796340	2799441	-	2797890	Chr1D	469277	472378	+	470827	1.0	1.0	collinear
gene:TraesCS1D03G0009200	Chr1D	2803813	2805476	+	2804644	Chr1D	463242	464905	-	464073	1.0	1.0	collinear
gene:TraesCS1D03G0009300	Chr1D	2808366	2809991	-	2809178	Chr1D	458727	460352	+	459539	1.0	1.0	collinear
gene:TraesCS1D03G0009400	Chr1D	2818068	2821589	-	2819828	Chr1D	447129	450650	+	448889	1.0	1.0	collinear
gene:TraesCS1D03G0009500	Chr1D	2850565	2852033	-	2851299	Chr1D	416685	418153	+	417419	1.0	1.0	collinear
gene:TraesCS1D03G0009700	Chr1D	2872931	2876359	-	2874645	Chr1D	392359	395787	+	394073	1.0	1.0	collinear
gene:TraesCS1D03G0009800	Chr1D	2886543	2887782	+	2887162	Chr1D	380936	382175	-	381555	1.0	1.0	collinear
gene:TraesCS1D03G0009900	Chr1D	2927907	2928881	+	2928394	Chr1D	339837	340811	-	340324	1.0	1.0	collinear
gene:TraesCS1D03G0010000	Chr1D	2945825	2946808	+	2946316	Chr1D	321910	322893	-	322401	1.0	1.0	collinear
gene:TraesCS1D03G0010400	Chr1D	3008174	3009061	+	3008617	Chr1D	259657	260544	-	260100	1.0	1.0	collinear
gene:TraesCS1D03G0010500	Chr1D	3017359	3018255	+	3017807	Chr1D	250463	251359	-	250911	1.0	1.0	collinear
gene:TraesCS1D03G0010600	Chr1D	3035516	3036070	+	3035793	Chr1D	232648	233202	-	232925	1.0	1.0	collinear
gene:TraesCS1D03G0010900	Chr1D	3049234	3052252	+	3050743	Chr1D	216466	219484	-	217975	1.0	1.0	collinear
gene:TraesCS1D03G0011000	Chr1D	3051473	3051794	-	3051633	Chr1D	216924	217245	+	217084	1.0	1.0	collinear
gene:TraesCS1D03G0011200	Chr1D	3058505	3059110	+	3058807	Chr1D	209608	210213	-	209910	1.0	1.0	collinear
gene:TraesCS1D03G0011300	Chr1D	3060050	3060268	+	3060159	Chr1D	208450	208668	-	208559	1.0	1.0	collinear
gene:TraesCS1D03G0011800	Chr1D	3134519	3134782	-	3134650	Chr1D	133936	134199	+	134067	1.0	1.0	collinear
gene:TraesCS1D03G0011900	Chr1D	3146520	3146738	+	3146629	Chr1D	121980	122198	-	122089	1.0	1.0	collinear
gene:TraesCS1D03G0012000	Chr1D	3156660	3157255	+	3156957	Chr1D	111463	112058	-	111760	1.0	1.0	collinear
gene:TraesCS1D03G0012400	Chr1D	3168296	3169363	-	3168829	Chr1D	99355	100422	+	99888	1.0	1.0	collinear
gene:TraesCS1D03G0012300	Chr1D	3168296	3169363	-	3168829	Chr1D	99355	100422	+	99888	1.0	1.0	collinear
gene:TraesCS1D03G0012500	Chr1D	3190753	3196211	+	3193482	Chr1D	72507	77965	-	75236	1.0	1.0	collinear
gene:TraesCS1D03G0012700	Chr1D	3317114	3318407	+	3317760	Chr1D	3115248	3116541	+	3115894	1.0	1.0	collinear
gene:TraesCS1D03G0012800	Chr1D	3350322	3352192	+	3351257	Chr1D	3148456	3150326	+	3149391	1.0	1.0	collinear
gene:TraesCS1D03G0013000	Chr1D	3377746	3382876	+	3380311	Chr1D	3175880	3181010	+	3178445	1.0	1.0	collinear
gene:TraesCS1D03G0013100	Chr1D	3429890	3431151	+	3430520	Chr1D	3228024	3229285	+	3228654	1.0	1.0	collinear
gene:TraesCS1D03G0013800	Chr1D	3627105	3631812	-	3629458	Chr1D	3425239	3429946	-	3427592	1.0	1.0	collinear
gene:TraesCS1D03G0014100	Chr1D	3654017	3654448	+	3654232	Chr1D	3452151	3452582	+	3452366	1.0	1.0	collinear
gene:TraesCS1D03G0014200	Chr1D	3667788	3668400	+	3668094	Chr1D	3465922	3466534	+	3466228	1.0	1.0	collinear
gene:TraesCS1D03G0014300	Chr1D	3673182	3675464	-	3674323	Chr1D	3471316	3473598	-	3472457	1.0	1.0	collinear
gene:TraesCS1D03G0014700	Chr1D	3726798	3728037	+	3727417	Chr1D	3520304	3521543	+	3520923	1.0	1.0	collinear
gene:TraesCS1D03G0014900	Chr1D	3787854	3789079	-	3788466	Chr1D	3581360	3582585	-	3581972	1.0	1.0	collinear
gene:TraesCS1D03G0015100	Chr1D	3821069	3822598	+	3821833	Chr1D	3614575	3616104	+	3615339	1.0	1.0	collinear
gene:TraesCS1D03G0015200	Chr1D	3916114	3917013	-	3916563	Chr1D	3709621	3710520	-	3710070	1.0	1.0	collinear
gene:TraesCS1D03G0015300	Chr1D	3943302	3944607	-	3943954	Chr1D	3736809	3738114	-	3737461	1.0	1.0	collinear
gene:TraesCS1D03G0015500	Chr1D	4008439	4008696	+	4008567	Chr1D	3801946	3802203	+	3802074	1.0	1.0	collinear
gene:TraesCS1D03G0015600	Chr1D	4031888	4032790	-	4032339	Chr1D	3825395	3826297	-	3825846	1.0	1.0	collinear
gene:TraesCS1D03G0015900	Chr1D	4161332	4165555	+	4163443	Chr1D	3954518	3958741	+	3956629	1.0	1.0	collinear
gene:TraesCS1D03G0016000	Chr1D	4168175	4172160	+	4170167	Chr1D	3961361	3965346	+	3963353	1.0	1.0	collinear
gene:TraesCS1D03G0016100	Chr1D	4172892	4176565	+	4174728	Chr1D	3966078	3969751	+	3967914	1.0	1.0	collinear
gene:TraesCS1D03G0016200	Chr1D	4177197	4182517	-	4179857	Chr1D	3970383	3975703	-	3973043	1.0	1.0	collinear
gene:TraesCS1D03G0016600	Chr1D	4286412	4287695	-	4287053	Chr1D	4081074	4082357	-	4081715	1.0	1.0	collinear
gene:TraesCS1D03G0016700	Chr1D	4386351	4395126	-	4390738	Chr1D	4179395	4188321	-	4183858	1.0	1.0	collinear
gene:TraesCS1D03G0016800	Chr1D	4395798	4401534	+	4398666	Chr1D	4188993	4194729	+	4191861	1.0	1.0	collinear
gene:TraesCS1D03G0017100	Chr1D	4441316	4442197	-	4441756	Chr1D	4234991	4235872	-	4235431	1.0	1.0	collinear
gene:TraesCS1D03G0017400	Chr1D	4485187	4486277	-	4485732	Chr1D	4279561	4280651	-	4280106	1.0	1.0	collinear
gene:TraesCS1D03G0017500	Chr1D	4511639	4512641	-	4512140	Chr1D	4306735	4307737	-	4307236	1.0	1.0	collinear
gene:TraesCS1D03G0017600	Chr1D	4546440	4547558	+	4546999	Chr1D	4341746	4342864	+	4342305	1.0	1.0	collinear
gene:TraesCS1D03G0018400	Chr1D	4950479	4952240	+	4951359	Chr1D	4525134	4526895	+	4526014	1.0	1.0	collinear
gene:TraesCS1D03G0018500	Chr1D	5055567	5056764	-	5056165	Chr1D	4604730	4605927	-	4605328	1.0	1.0	collinear
gene:TraesCS1D03G0018700	Chr1D	5085791	5087899	+	5086845	Chr1D	4635249	4637357	+	4636303	1.0	1.0	collinear
gene:TraesCS1D03G0018900	Chr1D	5217817	5223338	+	5220577	Chr1D	4769129	4774849	+	4771989	1.0	1.0	collinear
gene:TraesCS1D03G0019300	Chr1D	5269306	5276316	+	5272811	Chr1D	4821093	4828103	+	4824598	1.0	0.998	collinear
gene:TraesCS1D03G0019400	Chr1D	5314169	5316891	-	5315530	Chr1D	4866795	4869517	-	4868156	1.0	1.0	collinear
gene:TraesCS1D03G0019700	Chr1D	5321435	5327699	-	5324567	Chr1D	4874061	4880325	-	4877193	1.0	1.0	collinear
gene:TraesCS1D03G0020000	Chr1D	5416602	5418218	-	5417410	Chr1D	4969766	4971382	-	4970574	1.0	1.0	collinear
gene:TraesCS1D03G0020600	Chr1D	5575968	5580858	-	5578413	Chr1D	5130474	5135364	-	5132919	1.0	1.0	collinear
gene:TraesCS1D03G0020700	Chr1D	5584625	5585680	+	5585152	Chr1D	5139131	5140186	+	5139658	1.0	1.0	collinear
gene:TraesCS1D03G0020900	Chr1D	5619330	5620109	-	5619719	Chr1D	5174270	5175049	-	5174659	1.0	1.0	collinear
gene:TraesCS1D03G0021000	Chr1D	5687938	5689538	+	5688738	Chr1D	5243664	5245264	+	5244464	1.0	1.0	collinear
gene:TraesCS1D03G0021100	Chr1D	5695036	5696676	+	5695856	Chr1D	5250762	5252402	+	5251582	1.0	1.0	collinear
gene:TraesCS1D03G0021200	Chr1D	5734745	5736216	+	5735480	Chr1D	5290638	5292109	+	5291373	1.0	1.0	collinear
gene:TraesCS1D03G0021300	Chr1D	5787123	5792364	-	5789743	Chr1D	5343240	5348712	-	5345976	1.0	1.0	collinear
gene:TraesCS1D03G0021400	Chr1D	5800416	5801330	+	5800873	Chr1D	5356764	5357678	+	5357221	1.0	1.0	collinear
gene:TraesCS1D03G0021500	Chr1D	5850271	5855556	-	5852913	Chr1D	5405428	5410957	-	5408192	1.0	1.0	collinear
gene:TraesCS1D03G0021700	Chr1D	5866018	5869520	+	5867769	Chr1D	5421419	5424921	+	5423170	1.0	1.0	collinear
gene:TraesCS1D03G0021800	Chr1D	5870381	5874515	-	5872448	Chr1D	5425782	5429916	-	5427849	1.0	1.0	collinear
gene:TraesCS1D03G0021900	Chr1D	5887607	5888518	+	5888062	Chr1D	5443299	5444210	+	5443754	1.0	1.0	collinear
gene:TraesCS1D03G0022000	Chr1D	5889906	5894463	+	5892184	Chr1D	5445598	5450155	+	5447876	1.0	1.0	collinear
gene:TraesCS1D03G0022100	Chr1D	5895435	5897468	+	5896451	Chr1D	5451127	5453160	+	5452143	1.0	1.0	collinear
gene:TraesCS1D03G0022200	Chr1D	5899194	5901390	+	5900292	Chr1D	5454886	5457082	+	5455984	1.0	1.0	collinear
gene:TraesCS1D03G0022700	Chr1D	5955107	5961830	+	5958468	Chr1D	5511254	5517977	+	5514615	1.0	1.0	collinear
gene:TraesCS1D03G0022800	Chr1D	5962133	5963519	+	5962826	Chr1D	5518280	5519666	+	5518973	1.0	1.0	collinear
gene:TraesCS1D03G0022900	Chr1D	5965029	5967804	-	5966416	Chr1D	5521399	5524174	-	5522786	1.0	1.0	collinear
gene:TraesCS1D03G0023500	Chr1D	6574304	6577432	+	6575868	Chr1D	6135823	6138951	+	6137387	1.0	1.0	collinear
gene:TraesCS1D03G0023700	Chr1D	6607032	6641306	+	6624169	Chr1D	6168877	6203308	+	6186092	1.0	1.0	collinear
gene:TraesCS1D03G0023900	Chr1D	6664438	6678885	+	6671661	Chr1D	6226393	6241143	+	6233768	1.0	1.0	collinear
gene:TraesCS1D03G0024100	Chr1D	6702026	6705310	-	6703668	Chr1D	6264619	6268342	-	6266480	1.0	1.0	collinear
gene:TraesCS1D03G0024300	Chr1D	6717424	6717978	-	6717701	Chr1D	6280456	6281010	-	6280733	1.0	1.0	collinear
gene:TraesCS1D03G0024400	Chr1D	6734472	6735112	-	6734792	Chr1D	6297476	6298116	-	6297796	1.0	1.0	collinear
gene:TraesCS1D03G0024500	Chr1D	6762398	6765377	-	6763887	Chr1D	6325402	6328381	-	6326891	1.0	1.0	collinear
gene:TraesCS1D03G0024600	Chr1D	6768889	6782560	-	6775724	Chr1D	6331893	6345564	-	6338728	1.0	1.0	collinear
gene:TraesCS1D03G0024700	Chr1D	6788386	6789994	-	6789190	Chr1D	6351524	6353132	-	6352328	1.0	1.0	collinear
gene:TraesCS1D03G0024800	Chr1D	6803517	6804251	-	6803884	Chr1D	6366655	6367389	-	6367022	1.0	1.0	collinear
gene:TraesCS1D03G0025100	Chr1D	6836115	6836863	-	6836489	Chr1D	6399253	6400001	-	6399627	1.0	1.0	collinear
gene:TraesCS1D03G0025200	Chr1D	6847588	6847915	-	6847751	Chr1D	6410934	6411261	-	6411097	1.0	1.0	collinear
gene:TraesCS1D03G0025400	Chr1D	6896537	6898345	-	6897441	Chr1D	6461577	6463385	-	6462481	1.0	1.0	collinear
gene:TraesCS1D03G0025500	Chr1D	6910143	6911975	+	6911059	Chr1D	6475182	6477014	+	6476098	1.0	1.0	collinear
gene:TraesCS1D03G0026000	Chr1D	6974090	6976661	-	6975375	Chr1D	6539891	6542462	-	6541176	1.0	1.0	collinear
gene:TraesCS1D03G0026200	Chr1D	6981796	6982558	-	6982177	Chr1D	6547770	6548532	-	6548151	1.0	1.0	collinear
gene:TraesCS1D03G0026400	Chr1D	7025015	7028044	-	7026529	Chr1D	6591228	6594257	-	6592742	1.0	1.0	collinear
gene:TraesCS1D03G0026800	Chr1D	7142988	7145861	-	7144424	Chr1D	6711752	6714625	-	6713188	1.0	1.0	collinear
gene:TraesCS1D03G0026900	Chr1D	7150081	7152861	-	7151471	Chr1D	6718845	6721625	-	6720235	1.0	1.0	collinear
gene:TraesCS1D03G0027100	Chr1D	7162457	7164005	-	7163231	Chr1D	6731413	6732961	-	6732187	1.0	1.0	collinear
gene:TraesCS1D03G0027500	Chr1D	7198014	7203075	-	7200544	Chr1D	6766844	6771905	-	6769374	1.0	1.0	collinear
gene:TraesCS1D03G0027600	Chr1D	7205594	7209460	+	7207527	Chr1D	6774424	6778290	+	6776357	1.0	1.0	collinear
gene:TraesCS1D03G0027700	Chr1D	7209703	7211493	-	7210598	Chr1D	6778533	6780323	-	6779428	1.0	1.0	collinear
gene:TraesCS1D03G0027800	Chr1D	7217568	7219054	-	7218311	Chr1D	6786398	6787884	-	6787141	1.0	1.0	collinear
gene:TraesCS1D03G0027900	Chr1D	7220638	7226063	+	7223350	Chr1D	6789468	6794893	+	6792180	1.0	1.0	collinear
gene:TraesCS1D03G0028000	Chr1D	7248635	7250357	+	7249496	Chr1D	6817464	6819186	+	6818325	1.0	1.0	collinear
gene:TraesCS1D03G0028400	Chr1D	7295347	7297250	+	7296298	Chr1D	6864265	6866168	+	6865216	1.0	1.0	collinear
gene:TraesCS1D03G0028500	Chr1D	7329510	7332180	+	7330845	Chr1D	6898428	6901098	+	6899763	1.0	1.0	collinear
gene:TraesCS1D03G0028600	Chr1D	7344236	7345795	+	7345015	Chr1D	6913154	6914713	+	6913933	1.0	1.0	collinear
gene:TraesCS1D03G0028700	Chr1D	7346429	7346764	+	7346596	Chr1D	6915347	6915682	+	6915514	1.0	1.0	collinear
gene:TraesCS1D03G0029000	Chr1D	7444347	7445118	-	7444732	Chr1D	7013497	7014268	-	7013882	1.0	1.0	collinear
gene:TraesCS1D03G0029100	Chr1D	7448772	7453083	+	7450927	Chr1D	7017922	7022354	+	7020138	1.0	1.0	collinear
gene:TraesCS1D03G0029300	Chr1D	7458483	7460471	+	7459477	Chr1D	7027754	7029742	+	7028748	1.0	1.0	collinear
gene:TraesCS1D03G0029400	Chr1D	7461845	7465604	-	7463724	Chr1D	7031116	7034875	-	7032995	1.0	1.0	collinear
gene:TraesCS1D03G0029500	Chr1D	7469380	7470382	-	7469881	Chr1D	7038659	7039661	-	7039160	1.0	1.0	collinear
gene:TraesCS1D03G0029700	Chr1D	7485862	7490452	-	7488157	Chr1D	7055141	7059731	-	7057436	1.0	1.0	collinear
gene:TraesCS1D03G0029900	Chr1D	7495928	7498713	-	7497320	Chr1D	7065207	7067992	-	7066599	1.0	1.0	collinear
gene:TraesCS1D03G0030000	Chr1D	7504293	7508717	+	7506505	Chr1D	7073574	7077996	+	7075785	1.0	1.0	collinear
gene:TraesCS1D03G0030400	Chr1D	7557933	7558861	-	7558397	Chr1D	7129017	7129945	-	7129481	1.0	1.0	collinear
gene:TraesCS1D03G0030700	Chr1D	7584288	7585388	-	7584838	Chr1D	7155530	7156630	-	7156080	1.0	1.0	collinear
gene:TraesCS1D03G0030800	Chr1D	7609089	7610266	+	7609677	Chr1D	7180893	7182070	+	7181481	1.0	1.0	collinear
gene:TraesCS1D03G0030900	Chr1D	7632197	7635495	-	7633846	Chr1D	7204336	7207634	-	7205985	1.0	1.0	collinear
gene:TraesCS1D03G0031000	Chr1D	7636833	7639437	+	7638135	Chr1D	7209284	7211888	+	7210586	1.0	1.0	collinear
gene:TraesCS1D03G0031100	Chr1D	7640389	7642599	-	7641494	Chr1D	7212840	7215050	-	7213945	1.0	1.0	collinear
gene:TraesCS1D03G0031300	Chr1D	7703824	7706918	-	7705371	Chr1D	7277369	7280463	-	7278916	1.0	1.0	collinear
gene:TraesCS1D03G0031400	Chr1D	7742263	7744697	+	7743480	Chr1D	7316111	7318545	+	7317328	1.0	1.0	collinear
gene:TraesCS1D03G0031500	Chr1D	7766021	7767467	-	7766744	Chr1D	7340643	7342089	-	7341366	1.0	1.0	collinear
gene:TraesCS1D03G0031800	Chr1D	7772412	7776370	-	7774391	Chr1D	7347034	7350992	-	7349013	1.0	1.0	collinear
gene:TraesCS1D03G0031700	Chr1D	7771995	7779704	+	7775849	Chr1D	7346617	7354326	+	7350471	1.0	1.0	collinear
gene:TraesCS1D03G0031900	Chr1D	7797379	7799716	+	7798547	Chr1D	7372001	7374338	+	7373169	1.0	0.999	collinear
gene:TraesCS1D03G0032000	Chr1D	7806662	7810184	-	7808423	Chr1D	7381284	7384806	-	7383045	1.0	1.0	collinear
gene:TraesCS1D03G0032300	Chr1D	7843644	7847436	-	7845540	Chr1D	7419157	7422949	-	7421053	1.0	1.0	collinear
gene:TraesCS1D03G0032400	Chr1D	7854309	7869098	+	7861703	Chr1D	7429822	7445013	+	7437417	1.0	1.0	collinear
gene:TraesCS1D03G0032500	Chr1D	7890500	7891777	-	7891138	Chr1D	7467148	7468425	-	7467786	1.0	1.0	collinear
gene:TraesCS1D03G0032700	Chr1D	7896242	7902109	-	7899175	Chr1D	7472890	7478757	-	7475823	1.0	1.0	collinear
gene:TraesCS1D03G0032900	Chr1D	7925981	7929834	+	7927907	Chr1D	7502196	7506050	+	7504123	1.0	1.0	collinear
gene:TraesCS1D03G0033000	Chr1D	7933872	7935232	+	7934552	Chr1D	7510088	7511448	+	7510768	1.0	1.0	collinear
gene:TraesCS1D03G0033100	Chr1D	8006183	8010570	-	8008376	Chr1D	7583590	7587977	-	7585783	1.0	1.0	collinear
gene:TraesCS1D03G0033200	Chr1D	8015283	8031795	+	8023539	Chr1D	7592690	7609204	+	7600947	1.0	1.0	collinear
gene:TraesCS1D03G0033800	Chr1D	8093813	8098708	+	8096260	Chr1D	7671168	7676063	+	7673615	1.0	1.0	collinear
gene:TraesCS1D03G0033900	Chr1D	8101658	8103140	+	8102399	Chr1D	7679456	7680938	+	7680197	1.0	1.0	collinear
gene:TraesCS1D03G0034100	Chr1D	8116295	8117076	+	8116685	Chr1D	7694093	7694874	+	7694483	1.0	1.0	collinear
gene:TraesCS1D03G0034200	Chr1D	8137290	8139047	+	8138168	Chr1D	7715652	7717409	+	7716530	1.0	1.0	collinear
gene:TraesCS1D03G0034400	Chr1D	8166280	8177789	+	8172034	Chr1D	7745049	7756461	+	7750755	1.0	1.0	collinear
gene:TraesCS1D03G0035000	Chr1D	8189624	8191287	+	8190455	Chr1D	7768698	7770361	+	7769529	1.0	1.0	collinear
gene:TraesCS1D03G0035100	Chr1D	8241841	8244372	+	8243106	Chr1D	7820918	7823449	+	7822183	1.0	1.0	collinear
gene:TraesCS1D03G0035200	Chr1D	8254180	8255126	+	8254653	Chr1D	7833433	7834379	+	7833906	1.0	1.0	collinear
gene:TraesCS1D03G0035300	Chr1D	8287580	8291578	+	8289579	Chr1D	7868467	7872465	+	7870466	1.0	1.0	collinear
gene:TraesCS1D03G0035400	Chr1D	8293631	8295994	-	8294812	Chr1D	7874518	7876881	-	7875699	1.0	1.0	collinear
gene:TraesCS1D03G0035500	Chr1D	8296531	8299442	+	8297986	Chr1D	7877418	7880329	+	7878873	1.0	1.0	collinear
gene:TraesCS1D03G0035600	Chr1D	8315967	8318268	-	8317117	Chr1D	7896854	7899155	-	7898004	1.0	1.0	collinear
gene:TraesCS1D03G0035700	Chr1D	8318805	8321664	+	8320234	Chr1D	7899692	7902551	+	7901121	1.0	1.0	collinear
gene:TraesCS1D03G0035800	Chr1D	8324667	8326267	-	8325467	Chr1D	7905554	7907154	-	7906354	1.0	1.0	collinear
gene:TraesCS1D03G0035900	Chr1D	8332217	8336281	-	8334249	Chr1D	7913104	7917168	-	7915136	1.0	1.0	collinear
gene:TraesCS1D03G0036000	Chr1D	8337814	8340700	-	8339257	Chr1D	7918701	7921587	-	7920144	1.0	1.0	collinear
gene:TraesCS1D03G0036100	Chr1D	8363677	8369101	-	8366389	Chr1D	7944751	7950175	-	7947463	1.0	1.0	collinear
gene:TraesCS1D03G0036200	Chr1D	8425686	8428027	+	8426856	Chr1D	8014222	8016565	+	8015393	1.0	1.0	collinear
gene:TraesCS1D03G0036400	Chr1D	8513539	8514237	-	8513888	Chr1D	8104295	8104993	-	8104644	1.0	1.0	collinear
gene:TraesCS1D03G0036500	Chr1D	8591248	8594687	-	8592967	Chr1D	8182627	8186066	-	8184346	1.0	1.0	collinear
gene:TraesCS1D03G0036700	Chr1D	8633821	8637432	-	8635626	Chr1D	8226547	8230158	-	8228352	1.0	1.0	collinear
gene:TraesCS1D03G0036800	Chr1D	8667203	8668447	+	8667825	Chr1D	8259962	8261206	+	8260584	1.0	1.0	collinear
gene:TraesCS1D03G0036900	Chr1D	8676817	8678607	+	8677712	Chr1D	8269576	8271366	+	8270471	1.0	1.0	collinear
gene:TraesCS1D03G0037000	Chr1D	8686742	8689043	-	8687892	Chr1D	8279639	8281940	-	8280789	1.0	1.0	collinear
gene:TraesCS1D03G0037300	Chr1D	8727511	8729922	+	8728716	Chr1D	8320720	8323131	+	8321925	1.0	1.0	collinear
gene:TraesCS1D03G0037400	Chr1D	8799437	8803408	+	8801422	Chr1D	8388080	8392051	+	8390065	1.0	1.0	collinear
gene:TraesCS1D03G0037900	Chr1D	8922917	8923896	+	8923406	Chr1D	8511760	8512739	+	8512249	1.0	1.0	collinear
gene:TraesCS1D03G0038300	Chr1D	9016302	9021501	-	9018901	Chr1D	8605145	8610344	-	8607744	1.0	1.0	collinear
gene:TraesCS1D03G0038400	Chr1D	9022044	9027361	+	9024702	Chr1D	8610887	8616204	+	8613545	1.0	1.0	collinear
