gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_v1_tgt_chr	CS_v1_tgt_start	CS_v1_tgt_end	CS_v1_tgt_strand	CS_v1_tgt_midpoint	CS_v1_coverage	CS_v1_identity
gene:TraesCS7B03G0006300	Chr7B	1279040	1286019	-	1282529	Chr7B	1269606	1276585	-	1273095	1.0	1.0
gene:TraesCS7B03G0006400	Chr7B	1286695	1293028	-	1289861	Chr7B	1277261	1283594	-	1280427	1.0	1.0
gene:TraesCS7B03G0006500	Chr7B	1313496	1318517	+	1316006	Chr7B	1304370	1309391	+	1306880	1.0	1.0
gene:TraesCS7B03G0006700	Chr7B	1322519	1336722	+	1329620	Chr7B	1313393	1327596	+	1320494	1.0	1.0
gene:TraesCS7B03G0006800	Chr7B	1340667	1341047	+	1340857	Chr7B	1331541	1331921	+	1331731	1.0	1.0
gene:TraesCS7B03G0007200	Chr7B	1360503	1361234	+	1360868	Chr7B	1351479	1352210	+	1351844	1.0	1.0
gene:TraesCS7B03G0007400	Chr7B	1373321	1373710	+	1373515	Chr7B	1364532	1364921	+	1364726	1.0	1.0
gene:TraesCS7B03G0008000	Chr7B	1436165	1437258	+	1436711	Chr7B	1436945	1438038	+	1437491	1.0	1.0
gene:TraesCS7B03G0008100	Chr7B	1480605	1481773	+	1481189	Chr7B	1482228	1483396	+	1482812	1.0	1.0
gene:TraesCS7B03G0008600	Chr7B	1693992	1694231	+	1694111	Chr7B	1697699	1697938	+	1697818	1.0	1.0
gene:TraesCS7B03G0009000	Chr7B	1771948	1772496	-	1772222	Chr7B	1775655	1776203	-	1775929	1.0	1.0
gene:TraesCS7B03G0009900	Chr7B	1935516	1949690	+	1942603	Chr7B	1939223	1953397	+	1946310	1.0	1.0
gene:TraesCS7B03G0010400	Chr7B	2097129	2100452	+	2098790	Chr7B	2098559	2101882	+	2100220	1.0	1.0
gene:TraesCS7B03G0010500	Chr7B	2662842	2663519	-	2663180	Chr7B	2328395	2329072	-	2328733	1.0	1.0
gene:TraesCS7B03G0010700	Chr7B	2668551	2670096	+	2669323	Chr7B	2334104	2335649	+	2334876	1.0	1.0
gene:TraesCS7B03G0011300	Chr7B	2894770	2896423	-	2895596	Chr7B	2561961	2563614	-	2562787	1.0	0.986
gene:TraesCS7B03G0011700	Chr7B	3081146	3082585	+	3081865	Chr7B	2749130	2750569	+	2749849	1.0	1.0
gene:TraesCS7B03G0011800	Chr7B	3116205	3118160	+	3117182	Chr7B	2784380	2786335	+	2785357	1.0	1.0
gene:TraesCS7B03G0011900	Chr7B	3118757	3122830	-	3120793	Chr7B	2786932	2791262	-	2789097	1.0	0.968
gene:TraesCS7B03G0012000	Chr7B	3221369	3227272	-	3224320	Chr7B	2889801	2895704	-	2892752	1.0	1.0
gene:TraesCS7B03G0012200	Chr7B	3242585	3251280	-	3246932	Chr7B	2911028	2919723	-	2915375	1.0	1.0
gene:TraesCS7B03G0012600	Chr7B	3264575	3273390	+	3268982	Chr7B	2933018	2941833	+	2937425	1.0	1.0
gene:TraesCS7B03G0012700	Chr7B	3275744	3280289	-	3278016	Chr7B	2944187	2948732	-	2946459	1.0	1.0
gene:TraesCS7B03G0013100	Chr7B	3425640	3425927	-	3425783	Chr7B	3094550	3094837	-	3094693	1.0	1.0
gene:TraesCS7B03G0013300	Chr7B	3473390	3482107	-	3477748	Chr7B	3142300	3151017	-	3146658	1.0	1.0
gene:TraesCS7B03G0013400	Chr7B	3502025	3506191	+	3504108	Chr7B	3170935	3175101	+	3173018	1.0	1.0
gene:TraesCS7B03G0013500	Chr7B	3510580	3514839	-	3512709	Chr7B	3179490	3183749	-	3181619	1.0	1.0
gene:TraesCS7B03G0013600	Chr7B	3660476	3664218	+	3662347	Chr7B	3329386	3333128	+	3331257	1.0	1.0
gene:TraesCS7B03G0013900	Chr7B	3671994	3673638	-	3672816	Chr7B	3340904	3342548	-	3341726	1.0	1.0
gene:TraesCS7B03G0014000	Chr7B	3694071	3695816	+	3694943	Chr7B	3362838	3364583	+	3363710	1.0	1.0
gene:TraesCS7B03G0014800	Chr7B	3869795	3871434	+	3870614	Chr7B	3540080	3541719	+	3540899	1.0	1.0
gene:TraesCS7B03G0014900	Chr7B	4012469	4017710	+	4015089	Chr7B	3684186	3689427	+	3686806	1.0	1.0
gene:TraesCS7B03G0015100	Chr7B	4023337	4024742	-	4024039	Chr7B	3695054	3696459	-	3695756	1.0	1.0
gene:TraesCS7B03G0015200	Chr7B	4028025	4030069	-	4029047	Chr7B	3699820	3701864	-	3700842	1.0	1.0
gene:TraesCS7B03G0016300	Chr7B	4116994	4122172	+	4119583	Chr7B	3789679	3794857	+	3792268	1.0	1.0
gene:TraesCS7B03G0016400	Chr7B	4122371	4124879	-	4123625	Chr7B	3795056	3797564	-	3796310	1.0	1.0
gene:TraesCS7B03G0016600	Chr7B	4173687	4176282	+	4174984	Chr7B	3846939	3849534	+	3848236	1.0	1.0
gene:TraesCS7B03G0017000	Chr7B	4217034	4218371	+	4217702	Chr7B	3882349	3883686	+	3883017	1.0	1.0
gene:TraesCS7B03G0017200	Chr7B	4228698	4230727	-	4229712	Chr7B	3894585	3896614	-	3895599	1.0	1.0
gene:TraesCS7B03G0017600	Chr7B	4338296	4345659	+	4341977	Chr7B	4005015	4012898	+	4008956	1.0	1.0
gene:TraesCS7B03G0017800	Chr7B	4425740	4431517	+	4428628	Chr7B	4093717	4099494	+	4096605	1.0	1.0
gene:TraesCS7B03G0017900	Chr7B	4469383	4469586	-	4469484	Chr7B	4137615	4137818	-	4137716	1.0	1.0
gene:TraesCS7B03G0018000	Chr7B	4477157	4481340	+	4479248	Chr7B	4145677	4149860	+	4147768	1.0	1.0
gene:TraesCS7B03G0018100	Chr7B	4533463	4533718	-	4533590	Chr7B	4202081	4202336	-	4202208	1.0	1.0
gene:TraesCS7B03G0018200	Chr7B	4646090	4652768	+	4649429	Chr7B	4312036	4318714	+	4315375	1.0	1.0
gene:TraesCS7B03G0018700	Chr7B	4939060	4939788	-	4939424	Chr7B	4603586	4604314	-	4603950	1.0	1.0
gene:TraesCS7B03G0018800	Chr7B	4949497	4950210	+	4949853	Chr7B	4614023	4614736	+	4614379	1.0	1.0
gene:TraesCS7B03G0019200	Chr7B	5228037	5231817	-	5229927	Chr7B	4894707	4898487	-	4896597	1.0	1.0
gene:TraesCS7B03G0019300	Chr7B	5234592	5237551	-	5236071	Chr7B	4901262	4904221	-	4902741	1.0	1.0
gene:TraesCS7B03G0019400	Chr7B	5241320	5245276	-	5243298	Chr7B	4907990	4911946	-	4909968	1.0	1.0
gene:TraesCS7B03G0019500	Chr7B	5387627	5391814	-	5389720	Chr7B	5054533	5058720	-	5056626	1.0	1.0
gene:TraesCS7B03G0019600	Chr7B	5391944	5395839	+	5393891	Chr7B	5058850	5062745	+	5060797	1.0	1.0
gene:TraesCS7B03G0020300	Chr7B	5526569	5531037	+	5528803	Chr7B	5194664	5199132	+	5196898	1.0	1.0
gene:TraesCS7B03G0020400	Chr7B	5547385	5551965	+	5549675	Chr7B	5215473	5220053	+	5217763	1.0	1.0
gene:TraesCS7B03G0020700	Chr7B	5597550	5600418	+	5598984	Chr7B	5266805	5269673	+	5268239	1.0	1.0
gene:TraesCS7B03G0020800	Chr7B	5611673	5616462	+	5614067	Chr7B	5281079	5285868	+	5283473	1.0	1.0
gene:TraesCS7B03G0020900	Chr7B	5647531	5653592	+	5650561	Chr7B	5316876	5322937	+	5319906	1.0	1.0
gene:TraesCS7B03G0021400	Chr7B	5832558	5833912	+	5833235	Chr7B	5503197	5504551	+	5503874	1.0	1.0
gene:TraesCS7B03G0021800	Chr7B	5837952	5842042	+	5839997	Chr7B	5508591	5512681	+	5510636	1.0	1.0
gene:TraesCS7B03G0022000	Chr7B	5843318	5850518	-	5846918	Chr7B	5513957	5521157	-	5517557	1.0	1.0
gene:TraesCS7B03G0022100	Chr7B	6242281	6249615	+	6245948	Chr7B	5915828	5923162	+	5919495	1.0	1.0
gene:TraesCS7B03G0022300	Chr7B	6253855	6255709	-	6254782	Chr7B	5927401	5929255	-	5928328	1.0	0.996
gene:TraesCS7B03G0022700	Chr7B	6307057	6325059	-	6316058	Chr7B	5981561	5999719	-	5990640	1.0	1.0
gene:TraesCS7B03G0022800	Chr7B	6328320	6328690	-	6328505	Chr7B	6002981	6003351	-	6003166	1.0	1.0
gene:TraesCS7B03G0022900	Chr7B	6357986	6359698	-	6358842	Chr7B	6033052	6034764	-	6033908	1.0	1.0
gene:TraesCS7B03G0023000	Chr7B	6390975	6402894	-	6396934	Chr7B	6066133	6078702	-	6072417	1.0	1.0
gene:TraesCS7B03G0023100	Chr7B	6405589	6412988	-	6409288	Chr7B	6081397	6088796	-	6085096	1.0	1.0
gene:TraesCS7B03G0023400	Chr7B	6489035	6493164	+	6491099	Chr7B	6150031	6154160	+	6152095	1.0	1.0
gene:TraesCS7B03G0023500	Chr7B	6515908	6519369	+	6517638	Chr7B	6176904	6180365	+	6178634	1.0	1.0
gene:TraesCS7B03G0023700	Chr7B	6572310	6576009	+	6574159	Chr7B	6233306	6237005	+	6235155	1.0	1.0
gene:TraesCS7B03G0024200	Chr7B	6708493	6711769	+	6710131	Chr7B	6369488	6372764	+	6371126	1.0	1.0
gene:TraesCS7B03G0024600	Chr7B	6730304	6734509	-	6732406	Chr7B	6391299	6395504	-	6393401	1.0	1.0
gene:TraesCS7B03G0025200	Chr7B	7084796	7090671	+	7087733	Chr7B	6747372	6753247	+	6750309	1.0	1.0
gene:TraesCS7B03G0025300	Chr7B	7133948	7134205	+	7134076	Chr7B	6797030	6797287	+	6797158	1.0	1.0
gene:TraesCS7B03G0025500	Chr7B	7170867	7171798	-	7171332	Chr7B	6834338	6835269	-	6834803	1.0	1.0
gene:TraesCS7B03G0025800	Chr7B	7253599	7253856	-	7253727	Chr7B	6921009	6921266	-	6921137	1.0	1.0
gene:TraesCS7B03G0026000	Chr7B	7275874	7276509	+	7276191	Chr7B	6943524	6944159	+	6943841	1.0	1.0
gene:TraesCS7B03G0026100	Chr7B	7284286	7310081	+	7297183	Chr7B	6952144	6977940	+	6965042	1.0	1.0
gene:TraesCS7B03G0027000	Chr7B	7363121	7364017	+	7363569	Chr7B	7030959	7031855	+	7031407	1.0	1.0
gene:TraesCS7B03G0027100	Chr7B	7369368	7370606	-	7369987	Chr7B	7037206	7038444	-	7037825	1.0	1.0
gene:TraesCS7B03G0028300	Chr7B	7634994	7640176	-	7637585	Chr7B	7306366	7311548	-	7308957	1.0	1.0
gene:TraesCS7B03G0028700	Chr7B	7848045	7848935	+	7848490	Chr7B	7350128	7351018	+	7350573	1.0	1.0
gene:TraesCS7B03G0028800	Chr7B	7854756	7856155	-	7855455	Chr7B	7356839	7358238	-	7357538	1.0	1.0
gene:TraesCS7B03G0029000	Chr7B	7863320	7865535	+	7864427	Chr7B	7365403	7367618	+	7366510	1.0	1.0
gene:TraesCS7B03G0029100	Chr7B	7939115	7939426	+	7939270	Chr7B	7441198	7441509	+	7441353	1.0	1.0
gene:TraesCS7B03G0029200	Chr7B	8039434	8040813	+	8040123	Chr7B	7541517	7542896	+	7542206	1.0	1.0
gene:TraesCS7B03G0029400	Chr7B	8239078	8241378	-	8240228	Chr7B	7558482	7560782	-	7559632	1.0	1.0
gene:TraesCS7B03G0029500	Chr7B	8396140	8398294	-	8397217	Chr7B	7715544	7717698	-	7716621	1.0	1.0
gene:TraesCS7B03G0029600	Chr7B	8408501	8408833	+	8408667	Chr7B	7727905	7728237	+	7728071	1.0	1.0
gene:TraesCS7B03G0029700	Chr7B	8410985	8412968	-	8411976	Chr7B	7730389	7732372	-	7731380	1.0	1.0
gene:TraesCS7B03G0030000	Chr7B	9040037	9043328	+	9041682	Chr7B	8364004	8367295	+	8365649	1.0	1.0
gene:TraesCS7B03G0030400	Chr7B	9194873	9201781	-	9198327	Chr7B	8519789	8526697	-	8523243	1.0	1.0
gene:TraesCS7B03G0030600	Chr7B	9532847	9537156	+	9535001	Chr7B	8859289	8863598	+	8861443	1.0	1.0
gene:TraesCS7B03G0030800	Chr7B	9538747	9541639	-	9540193	Chr7B	8865538	8868430	-	8866984	1.0	1.0
gene:TraesCS7B03G0030900	Chr7B	9554131	9562829	-	9558480	Chr7B	8880922	8889623	-	8885272	1.0	1.0
gene:TraesCS7B03G0031000	Chr7B	9590350	9590803	-	9590576	Chr7B	8917144	8917597	-	8917370	1.0	1.0
gene:TraesCS7B03G0031100	Chr7B	9601762	9602235	-	9601998	Chr7B	8928556	8929029	-	8928792	1.0	1.0
gene:TraesCS7B03G0031200	Chr7B	9605582	9607023	-	9606302	Chr7B	8932376	8933817	-	8933096	1.0	1.0
gene:TraesCS7B03G0031600	Chr7B	9661205	9661672	-	9661438	Chr7B	8988470	8988937	-	8988703	1.0	1.0
gene:TraesCS7B03G0031700	Chr7B	9666048	9666867	-	9666457	Chr7B	8993313	8994132	-	8993722	1.0	1.0
gene:TraesCS7B03G0031800	Chr7B	10072089	10074089	-	10073089	Chr7B	9702354	9704354	+	9703354	1.0	1.0
gene:TraesCS7B03G0032300	Chr7B	10544063	10546385	+	10545224	Chr7B	9750728	9753050	+	9751889	1.0	1.0
gene:TraesCS7B03G0032400	Chr7B	10547429	10553423	-	10550426	Chr7B	9754094	9760088	-	9757091	1.0	1.0
gene:TraesCS7B03G0032600	Chr7B	10604706	10607023	+	10605864	Chr7B	9811371	9813688	+	9812529	1.0	1.0
gene:TraesCS7B03G0032800	Chr7B	10893834	10895764	+	10894799	Chr7B	10101970	10103900	+	10102935	1.0	1.0
gene:TraesCS7B03G0033000	Chr7B	10948512	10952925	-	10950718	Chr7B	10156648	10161061	-	10158854	1.0	1.0
gene:TraesCS7B03G0033100	Chr7B	10966194	10966511	-	10966352	Chr7B	10174613	10174930	-	10174771	1.0	1.0
gene:TraesCS7B03G0033300	Chr7B	10999621	11001946	+	11000783	Chr7B	10208404	10210729	+	10209566	1.0	1.0
gene:TraesCS7B03G0033400	Chr7B	11031814	11032149	-	11031981	Chr7B	10241189	10241524	-	10241356	1.0	1.0
gene:TraesCS7B03G0033700	Chr7B	11347584	11349680	+	11348632	Chr7B	10558933	10561029	+	10559981	1.0	1.0
gene:TraesCS7B03G0033800	Chr7B	11370075	11372420	+	11371247	Chr7B	10581949	10584294	+	10583121	1.0	1.0
gene:TraesCS7B03G0033900	Chr7B	11427489	11429579	+	11428534	Chr7B	10639319	10641409	+	10640364	1.0	1.0
gene:TraesCS7B03G0034300	Chr7B	11700400	11703701	+	11702050	Chr7B	10892132	10895433	+	10893782	1.0	1.0
gene:TraesCS7B03G0034400	Chr7B	11754859	11755950	+	11755404	Chr7B	10946591	10947682	+	10947136	1.0	1.0
gene:TraesCS7B03G0035500	Chr7B	12402324	12403972	+	12403148	Chr7B	11529794	11531442	+	11530618	1.0	1.0
gene:TraesCS7B03G0035800	Chr7B	12616448	12616997	+	12616722	Chr7B	11744804	11745353	+	11745078	1.0	1.0
gene:TraesCS7B03G0036400	Chr7B	12825511	12828600	-	12827055	Chr7B	11956967	11960056	-	11958511	1.0	1.0
gene:TraesCS7B03G0036500	Chr7B	12828715	12831509	+	12830112	Chr7B	11960171	11962965	+	11961568	1.0	1.0
gene:TraesCS7B03G0036900	Chr7B	13045181	13046564	+	13045872	Chr7B	12179279	12180662	+	12179970	1.0	1.0
gene:TraesCS7B03G0037100	Chr7B	13058869	13060926	-	13059897	Chr7B	12193225	12195282	-	12194253	1.0	1.0
gene:TraesCS7B03G0037200	Chr7B	13070163	13074003	-	13072083	Chr7B	12204519	12208359	-	12206439	1.0	1.0
gene:TraesCS7B03G0037800	Chr7B	13228297	13231672	-	13229984	Chr7B	12363280	12366655	-	12364967	1.0	1.0
gene:TraesCS7B03G0037900	Chr7B	13245333	13248899	-	13247116	Chr7B	12380316	12383882	-	12382099	1.0	1.0
gene:TraesCS7B03G0038500	Chr7B	13396579	13404775	-	13400677	Chr7B	12531909	12540105	-	12536007	1.0	1.0
gene:TraesCS7B03G0038800	Chr7B	13581064	13582494	-	13581779	Chr7B	12717837	12719267	-	12718552	1.0	1.0
gene:TraesCS7B03G0039400	Chr7B	13814676	13815557	+	13815116	Chr7B	12952614	12953495	+	12953054	1.0	1.0
gene:TraesCS7B03G0039500	Chr7B	13827963	13829345	+	13828654	Chr7B	12966292	12967674	+	12966983	1.0	1.0
gene:TraesCS7B03G0039600	Chr7B	13913211	13913659	-	13913435	Chr7B	13052693	13053141	-	13052917	1.0	1.0
gene:TraesCS7B03G0040000	Chr7B	14166727	14168401	+	14167564	Chr7B	13307009	13308683	+	13307846	1.0	1.0
gene:TraesCS7B03G0040100	Chr7B	14188627	14189373	-	14189000	Chr7B	13328909	13329655	-	13329282	1.0	1.0
gene:TraesCS7B03G0040800	Chr7B	14660032	14667783	-	14663907	Chr7B	13801020	13808771	-	13804895	1.0	1.0
gene:TraesCS7B03G0040900	Chr7B	14668269	14669567	-	14668918	Chr7B	13809257	13810555	-	13809906	1.0	1.0
gene:TraesCS7B03G0041300	Chr7B	14717563	14730651	-	14724107	Chr7B	13858551	13871639	-	13865095	1.0	1.0
gene:TraesCS7B03G0041500	Chr7B	14731897	14740343	-	14736120	Chr7B	13872885	13881331	-	13877108	1.0	1.0
gene:TraesCS7B03G0041000	Chr7B	14671227	14930635	-	14800931	Chr7B	13812215	14072392	-	13942303	0.999	0.992
gene:TraesCS7B03G0041600	Chr7B	14921364	14930291	-	14925827	Chr7B	14063107	14072046	-	14067576	0.999	0.992
gene:TraesCS7B03G0042200	Chr7B	15033121	15033834	-	15033477	Chr7B	14174860	14175573	-	14175216	1.0	1.0
gene:TraesCS7B03G0043600	Chr7B	16190995	16191669	+	16191332	Chr7B	14696998	14697672	+	14697335	1.0	1.0
gene:TraesCS7B03G0043500	Chr7B	16190993	16192236	+	16191614	Chr7B	14696996	14698239	+	14697617	1.0	1.0
gene:TraesCS7B03G0043700	Chr7B	16220503	16222168	+	16221335	Chr7B	14726749	14728414	+	14727581	1.0	1.0
gene:TraesCS7B03G0044300	Chr7B	16281292	16281918	-	16281605	Chr7B	14787945	14788571	-	14788258	1.0	1.0
gene:TraesCS7B03G0044400	Chr7B	16359076	16359899	-	16359487	Chr7B	14865746	14866569	-	14866157	1.0	1.0
gene:TraesCS7B03G0044500	Chr7B	16366123	16368890	-	16367506	Chr7B	14873088	14875855	-	14874471	1.0	1.0
gene:TraesCS7B03G0044600	Chr7B	16393105	16393990	+	16393547	Chr7B	14900070	14900955	+	14900512	1.0	1.0
gene:TraesCS7B03G0044700	Chr7B	16402440	16403203	+	16402821	Chr7B	14909748	14910511	+	14910129	1.0	1.0
gene:TraesCS7B03G0044800	Chr7B	16473024	16473833	+	16473428	Chr7B	14980715	14981524	+	14981119	1.0	1.0
gene:TraesCS7B03G0045100	Chr7B	16488051	16493595	+	16490823	Chr7B	14996011	15001555	+	14998783	1.0	1.0
gene:TraesCS7B03G0045300	Chr7B	16510169	16510815	+	16510492	Chr7B	15018129	15018775	+	15018452	1.0	1.0
gene:TraesCS7B03G0045400	Chr7B	16511607	16512784	-	16512195	Chr7B	15019567	15020744	-	15020155	1.0	1.0
gene:TraesCS7B03G0045800	Chr7B	16562214	16563686	-	16562950	Chr7B	15070836	15072308	-	15071572	1.0	1.0
gene:TraesCS7B03G0046100	Chr7B	16727031	16734032	+	16730531	Chr7B	15227062	15234063	+	15230562	1.0	1.0
gene:TraesCS7B03G0046700	Chr7B	16798341	16798751	+	16798546	Chr7B	15298372	15298782	+	15298577	1.0	1.0
gene:TraesCS7B03G0046800	Chr7B	16799448	16801323	-	16800385	Chr7B	15299479	15301354	-	15300416	1.0	1.0
gene:TraesCS7B03G0046900	Chr7B	16801637	16808797	-	16805217	Chr7B	15301668	15308804	-	15305236	1.0	1.0
gene:TraesCS7B03G0047100	Chr7B	17004609	17005699	+	17005154	Chr7B	15505816	15506906	+	15506361	1.0	1.0
gene:TraesCS7B03G0047600	Chr7B	17086094	17087923	-	17087008	Chr7B	15587312	15589141	-	15588226	1.0	1.0
gene:TraesCS7B03G0047800	Chr7B	17091182	17101285	-	17096233	Chr7B	15592400	15602503	-	15597451	1.0	1.0
gene:TraesCS7B03G0048700	Chr7B	17211732	17212817	-	17212274	Chr7B	15713548	15714633	-	15714090	1.0	1.0
gene:TraesCS7B03G0049300	Chr7B	17322585	17324534	-	17323559	Chr7B	15826762	15828711	-	15827736	1.0	1.0
gene:TraesCS7B03G0049600	Chr7B	17430587	17432957	+	17431772	Chr7B	15935336	15937706	+	15936521	1.0	1.0
gene:TraesCS7B03G0049800	Chr7B	17631245	17631655	+	17631450	Chr7B	16136069	16136479	+	16136274	1.0	1.0
gene:TraesCS7B03G0050100	Chr7B	17649449	17653326	-	17651387	Chr7B	16154273	16158150	-	16156211	1.0	1.0
gene:TraesCS7B03G0050300	Chr7B	18008514	18010174	+	18009344	Chr7B	16514970	16516630	+	16515800	1.0	1.0
gene:TraesCS7B03G0050500	Chr7B	18017878	18020315	+	18019096	Chr7B	16524334	16526771	+	16525552	1.0	1.0
gene:TraesCS7B03G0050600	Chr7B	18200457	18202223	+	18201340	Chr7B	16707414	16709180	+	16708297	1.0	1.0
gene:TraesCS7B03G0050700	Chr7B	18224629	18226674	+	18225651	Chr7B	16732365	16734410	+	16733387	1.0	1.0
gene:TraesCS7B03G0050900	Chr7B	18324370	18326405	+	18325387	Chr7B	16833162	16835197	+	16834179	1.0	1.0
gene:TraesCS7B03G0051200	Chr7B	18441561	18442715	+	18442138	Chr7B	16951030	16952184	+	16951607	1.0	1.0
gene:TraesCS7B03G0051700	Chr7B	18852894	18853848	-	18853371	Chr7B	17348436	17349390	-	17348913	1.0	1.0
gene:TraesCS7B03G0051800	Chr7B	19010681	19011193	+	19010937	Chr7B	17507731	17508243	+	17507987	1.0	1.0
gene:TraesCS7B03G0052300	Chr7B	19114475	19117399	-	19115937	Chr7B	17611998	17614922	-	17613460	1.0	1.0
gene:TraesCS7B03G0052400	Chr7B	19151308	19159709	+	19155508	Chr7B	17648831	17657232	+	17653031	1.0	1.0
gene:TraesCS7B03G0052500	Chr7B	19164839	19169331	+	19167085	Chr7B	17662362	17666854	+	17664608	1.0	1.0
gene:TraesCS7B03G0053200	Chr7B	19343290	19348906	-	19346098	Chr7B	17842048	17847664	-	17844856	1.0	1.0
gene:TraesCS7B03G0053800	Chr7B	19603609	19609854	-	19606731	Chr7B	18097198	18103443	-	18100320	1.0	1.0
gene:TraesCS7B03G0054000	Chr7B	19705646	19709691	-	19707668	Chr7B	18199334	18203379	-	18201356	1.0	1.0
gene:TraesCS7B03G0054100	Chr7B	19712450	19714751	+	19713600	Chr7B	18206139	18208440	+	18207289	1.0	1.0
gene:TraesCS7B03G0054200	Chr7B	19714301	19724563	-	19719432	Chr7B	18207990	18218252	-	18213121	1.0	1.0
gene:TraesCS7B03G0054700	Chr7B	20010270	20011162	-	20010716	Chr7B	18505319	18506211	-	18505765	1.0	1.0
gene:TraesCS7B03G0055300	Chr7B	20611983	20617556	-	20614769	Chr7B	19112106	19117679	-	19114892	1.0	1.0
gene:TraesCS7B03G0055600	Chr7B	20640873	20641073	-	20640973	Chr7B	19140996	19141196	-	19141096	1.0	1.0
gene:TraesCS7B03G0056700	Chr7B	20771707	20776589	-	20774148	Chr7B	19271829	19276711	-	19274270	1.0	1.0
gene:TraesCS7B03G0056900	Chr7B	21034111	21037779	-	21035945	Chr7B	19535687	19539355	-	19537521	1.0	1.0
gene:TraesCS7B03G0057200	Chr7B	21178765	21182730	-	21180747	Chr7B	19680385	19684350	-	19682367	1.0	1.0
gene:TraesCS7B03G0057500	Chr7B	21384508	21387876	+	21386192	Chr7B	19887976	19891344	+	19889660	1.0	1.0
gene:TraesCS7B03G0058300	Chr7B	21528560	21529586	-	21529073	Chr7B	20034508	20035534	-	20035021	1.0	1.0
gene:TraesCS7B03G0058900	Chr7B	21874555	21875174	+	21874864	Chr7B	20384292	20384911	+	20384601	1.0	1.0
gene:TraesCS7B03G0059400	Chr7B	22840746	22842450	-	22841598	Chr7B	20720112	20721816	-	20720964	1.0	1.0
