gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_v1_tgt_chr	CS_v1_tgt_start	CS_v1_tgt_end	CS_v1_tgt_strand	CS_v1_tgt_midpoint	CS_v1_coverage	CS_v1_identity
gene:TraesCS1A03G0031900	Chr1A	8575612	8576836	-	8576224	Chr1A	7228719	7229943	-	7229331	1.0	1.0
gene:TraesCS1A03G0032000	Chr1A	8616326	8617328	+	8616827	Chr1A	7274801	7275803	+	7275302	1.0	1.0
gene:TraesCS1A03G0032100	Chr1A	8618386	8621059	+	8619722	Chr1A	7276861	7279534	+	7278197	1.0	1.0
gene:TraesCS1A03G0032200	Chr1A	8623361	8635717	+	8629539	Chr1A	7281836	7294634	+	7288235	1.0	1.0
gene:TraesCS1A03G0032400	Chr1A	8652783	8653352	+	8653067	Chr1A	7311700	7312269	+	7311984	1.0	1.0
gene:TraesCS1A03G0032500	Chr1A	8656184	8666852	+	8661518	Chr1A	7315101	7325769	+	7320435	1.0	1.0
gene:TraesCS1A03G0033100	Chr1A	8862666	8862860	-	8862763	Chr1A	7522337	7522531	-	7522434	1.0	1.0
gene:TraesCS1A03G0033200	Chr1A	8866181	8866776	-	8866478	Chr1A	7525852	7526447	-	7526149	1.0	1.0
gene:TraesCS1A03G0033300	Chr1A	8875965	8876255	+	8876110	Chr1A	7536155	7536445	+	7536300	1.0	1.0
gene:TraesCS1A03G0033600	Chr1A	8981643	8982502	+	8982072	Chr1A	7642614	7643473	+	7643043	1.0	1.0
gene:TraesCS1A03G0033800	Chr1A	8990493	8993152	-	8991822	Chr1A	7651464	7654123	-	7652793	1.0	1.0
gene:TraesCS1A03G0033900	Chr1A	8996174	9008804	-	9002489	Chr1A	7657145	7669998	-	7663571	1.0	1.0
gene:TraesCS1A03G0034000	Chr1A	9014494	9016070	-	9015282	Chr1A	7675688	7677264	-	7676476	1.0	1.0
gene:TraesCS1A03G0034100	Chr1A	9023921	9024508	-	9024214	Chr1A	7685115	7685702	-	7685408	1.0	1.0
gene:TraesCS1A03G0034200	Chr1A	9036098	9036996	-	9036547	Chr1A	7697292	7698190	-	7697741	1.0	1.0
gene:TraesCS1A03G0034400	Chr1A	9115955	9117195	-	9116575	Chr1A	7777149	7778389	-	7777769	1.0	1.0
gene:TraesCS1A03G0034600	Chr1A	9149837	9152212	+	9151024	Chr1A	7811031	7813406	+	7812218	1.0	1.0
gene:TraesCS1A03G0034700	Chr1A	9169077	9169745	+	9169411	Chr1A	7830271	7830939	+	7830605	1.0	1.0
gene:TraesCS1A03G0034800	Chr1A	9173491	9176022	+	9174756	Chr1A	7834685	7837216	+	7835950	1.0	1.0
gene:TraesCS1A03G0035100	Chr1A	9295766	9296089	+	9295927	Chr1A	7956960	7957283	+	7957121	1.0	1.0
gene:TraesCS1A03G0035200	Chr1A	9301181	9301960	+	9301570	Chr1A	7962375	7963154	+	7962764	1.0	1.0
gene:TraesCS1A03G0036100	Chr1A	9480719	9483259	-	9481989	Chr1A	8141960	8144500	-	8143230	1.0	1.0
gene:TraesCS1A03G0036200	Chr1A	9496105	9498615	-	9497360	Chr1A	8157346	8159856	-	8158601	1.0	1.0
gene:TraesCS1A03G0036900	Chr1A	9577016	9578170	-	9577593	Chr1A	8238257	8239411	-	8238834	1.0	1.0
gene:TraesCS1A03G0037000	Chr1A	9578228	9583585	-	9580906	Chr1A	8239469	8244826	-	8242147	1.0	1.0
gene:TraesCS1A03G0037100	Chr1A	9585976	9590029	+	9588002	Chr1A	8247217	8251270	+	8249243	1.0	1.0
gene:TraesCS1A03G0037200	Chr1A	9598810	9600750	+	9599780	Chr1A	8260051	8261991	+	8261021	1.0	1.0
gene:TraesCS1A03G0037300	Chr1A	9602925	9605100	-	9604012	Chr1A	8264166	8266341	-	8265253	1.0	1.0
gene:TraesCS1A03G0037500	Chr1A	9630108	9631642	-	9630875	Chr1A	8291349	8292883	-	8292116	1.0	1.0
gene:TraesCS1A03G0037600	Chr1A	9634267	9636102	+	9635184	Chr1A	8295508	8297343	+	8296425	1.0	1.0
gene:TraesCS1A03G0037700	Chr1A	9650321	9652002	+	9651161	Chr1A	8311562	8313243	+	8312402	1.0	1.0
gene:TraesCS1A03G0037800	Chr1A	9659454	9661345	+	9660399	Chr1A	8320695	8322586	+	8321640	1.0	1.0
gene:TraesCS1A03G0037900	Chr1A	9664474	9668558	+	9666516	Chr1A	8325715	8329799	+	8327757	1.0	1.0
gene:TraesCS1A03G0038100	Chr1A	9670581	9673361	+	9671971	Chr1A	8331822	8334602	+	8333212	1.0	1.0
gene:TraesCS1A03G0038300	Chr1A	9680666	9683489	+	9682077	Chr1A	8341907	8344730	+	8343318	1.0	1.0
gene:TraesCS1A03G0038700	Chr1A	9949251	9953276	-	9951263	Chr1A	8611945	8615970	-	8613957	1.0	1.0
gene:TraesCS1A03G0038800	Chr1A	9965439	9971270	-	9968354	Chr1A	8628133	8633964	-	8631048	1.0	1.0
gene:TraesCS1A03G0038900	Chr1A	10001491	10006436	+	10003963	Chr1A	8665006	8669951	+	8667478	1.0	1.0
gene:TraesCS1A03G0039100	Chr1A	10051524	10055292	-	10053408	Chr1A	8715361	8719129	-	8717245	1.0	1.0
gene:TraesCS1A03G0039200	Chr1A	10068509	10068733	+	10068621	Chr1A	8732467	8732691	+	8732579	1.0	1.0
gene:TraesCS1A03G0039300	Chr1A	10424358	10427431	+	10425894	Chr1A	9089751	9092824	+	9091287	1.0	1.0
gene:TraesCS1A03G0039400	Chr1A	10437621	10438698	-	10438159	Chr1A	9103014	9104091	-	9103552	1.0	1.0
gene:TraesCS1A03G0039500	Chr1A	10439448	10445246	-	10442347	Chr1A	9104841	9110639	-	9107740	1.0	1.0
gene:TraesCS1A03G0039600	Chr1A	10453750	10457809	+	10455779	Chr1A	9119143	9123202	+	9121172	1.0	1.0
gene:TraesCS1A03G0039700	Chr1A	10460531	10460698	+	10460614	Chr1A	9125924	9126091	+	9126007	1.0	1.0
gene:TraesCS1A03G0039800	Chr1A	10461606	10464101	-	10462853	Chr1A	9126999	9129494	-	9128246	1.0	1.0
gene:TraesCS1A03G0040000	Chr1A	10490914	10491929	+	10491421	Chr1A	9156307	9157322	+	9156814	1.0	1.0
gene:TraesCS1A03G0040400	Chr1A	10564167	10565112	+	10564639	Chr1A	9194440	9195385	+	9194912	1.0	1.0
gene:TraesCS1A03G0040500	Chr1A	10573150	10574930	+	10574040	Chr1A	9203430	9205210	+	9204320	1.0	1.0
gene:TraesCS1A03G0040800	Chr1A	10589661	10591464	-	10590562	Chr1A	9219941	9221744	-	9220842	1.0	1.0
gene:TraesCS1A03G0040900	Chr1A	10602571	10606265	-	10604418	Chr1A	9232851	9236545	-	9234698	1.0	1.0
gene:TraesCS1A03G0041800	Chr1A	10710567	10713989	+	10712278	Chr1A	9340848	9344270	+	9342559	1.0	1.0
gene:TraesCS1A03G0041900	Chr1A	10725091	10727687	-	10726389	Chr1A	9355372	9357968	-	9356670	1.0	1.0
gene:TraesCS1A03G0042000	Chr1A	10728950	10733440	+	10731195	Chr1A	9359231	9363721	+	9361476	1.0	1.0
gene:TraesCS1A03G0042200	Chr1A	10739686	10745366	-	10742526	Chr1A	9369967	9375647	-	9372807	1.0	1.0
gene:TraesCS1A03G0042500	Chr1A	10838561	10839687	+	10839124	Chr1A	9468842	9469968	+	9469405	1.0	1.0
gene:TraesCS1A03G0042600	Chr1A	10845838	10847062	+	10846450	Chr1A	9476119	9477343	+	9476731	1.0	1.0
gene:TraesCS1A03G0042800	Chr1A	10913179	10917797	+	10915488	Chr1A	9543460	9548078	+	9545769	1.0	1.0
gene:TraesCS1A03G0042900	Chr1A	10918795	10921847	-	10920321	Chr1A	9549076	9552128	-	9550602	1.0	1.0
gene:TraesCS1A03G0043100	Chr1A	10923686	10926635	+	10925160	Chr1A	9553967	9556916	+	9555441	1.0	1.0
gene:TraesCS1A03G0043200	Chr1A	10931226	10932882	-	10932054	Chr1A	9561507	9563163	-	9562335	1.0	1.0
gene:TraesCS1A03G0043400	Chr1A	10942115	10945096	-	10943605	Chr1A	9572396	9575377	-	9573886	1.0	1.0
gene:TraesCS1A03G0043500	Chr1A	10949253	10953370	-	10951311	Chr1A	9579534	9583651	-	9581592	1.0	1.0
gene:TraesCS1A03G0043600	Chr1A	10956205	10959149	-	10957677	Chr1A	9586486	9589430	-	9587958	1.0	1.0
gene:TraesCS1A03G0043800	Chr1A	10967522	10970432	-	10968977	Chr1A	9597803	9600713	-	9599258	1.0	1.0
gene:TraesCS1A03G0044000	Chr1A	11011915	11014621	-	11013268	Chr1A	9642195	9644901	-	9643548	1.0	1.0
gene:TraesCS1A03G0044200	Chr1A	11033138	11034392	+	11033765	Chr1A	9663418	9664672	+	9664045	1.0	1.0
gene:TraesCS1A03G0044800	Chr1A	11131772	11133821	+	11132796	Chr1A	9762052	9764101	+	9763076	1.0	1.0
gene:TraesCS1A03G0045000	Chr1A	11141822	11143311	+	11142566	Chr1A	9772102	9773591	+	9772846	1.0	1.0
gene:TraesCS1A03G0045100	Chr1A	11156810	11158429	-	11157619	Chr1A	9787090	9788709	-	9787899	1.0	1.0
gene:TraesCS1A03G0045300	Chr1A	11225627	11228111	+	11226869	Chr1A	9855921	9858405	+	9857163	1.0	1.0
gene:TraesCS1A03G0045500	Chr1A	11308760	11310967	+	11309863	Chr1A	9939053	9941260	+	9940156	1.0	1.0
gene:TraesCS1A03G0045600	Chr1A	11338411	11342293	+	11340352	Chr1A	9968704	9972586	+	9970645	1.0	1.0
gene:TraesCS1A03G0045700	Chr1A	11349421	11350443	+	11349932	Chr1A	9979714	9980736	+	9980225	1.0	1.0
gene:TraesCS1A03G0045800	Chr1A	11353883	11355153	+	11354518	Chr1A	9984176	9985446	+	9984811	1.0	1.0
gene:TraesCS1A03G0045900	Chr1A	11363580	11364105	-	11363842	Chr1A	9993873	9994398	-	9994135	1.0	1.0
gene:TraesCS1A03G0046000	Chr1A	11374596	11377413	-	11376004	Chr1A	10004889	10007706	-	10006297	1.0	1.0
gene:TraesCS1A03G0046100	Chr1A	11417412	11419979	-	11418695	Chr1A	10047783	10050350	-	10049066	1.0	1.0
gene:TraesCS1A03G0046200	Chr1A	11421349	11427850	-	11424599	Chr1A	10051720	10058221	-	10054970	1.0	1.0
gene:TraesCS1A03G0046300	Chr1A	11435719	11438817	+	11437268	Chr1A	10066113	10069211	+	10067662	1.0	1.0
gene:TraesCS1A03G0046500	Chr1A	11439104	11441975	-	11440539	Chr1A	10069498	10072370	-	10070934	1.0	1.0
gene:TraesCS1A03G0046600	Chr1A	11443246	11454401	+	11448823	Chr1A	10074020	10085175	+	10079597	1.0	1.0
gene:TraesCS1A03G0046900	Chr1A	11495332	11497221	+	11496276	Chr1A	10126424	10128313	+	10127368	1.0	1.0
gene:TraesCS1A03G0047100	Chr1A	11501540	11501983	+	11501761	Chr1A	10132632	10133075	+	10132853	1.0	1.0
gene:TraesCS1A03G0047200	Chr1A	11504567	11504946	+	11504756	Chr1A	10135659	10136038	+	10135848	1.0	1.0
gene:TraesCS1A03G0047300	Chr1A	11519726	11521384	+	11520555	Chr1A	10150818	10152476	+	10151647	1.0	1.0
gene:TraesCS1A03G0047400	Chr1A	11524459	11529220	-	11526839	Chr1A	10155551	10160312	-	10157931	1.0	1.0
