gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_v1_tgt_chr	CS_v1_tgt_start	CS_v1_tgt_end	CS_v1_tgt_strand	CS_v1_tgt_midpoint	CS_v1_coverage	CS_v1_identity	segment
gene:TraesCS4A03G0347700	Chr4A	263500942	263503285	+	263502113	Chr4A	281409097	281411440	+	281410268	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0347900	Chr4A	263684774	263685456	-	263685115	Chr4A	281593154	281593836	-	281593495	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0348000	Chr4A	263773065	263788816	+	263780940	Chr4A	281682293	281698044	+	281690168	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0348100	Chr4A	264169952	264175159	+	264172555	Chr4A	282080827	282086233	+	282083530	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0348800	Chr4A	266690761	266693316	+	266692038	Chr4A	284629181	284631736	+	284630458	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0350000	Chr4A	267009244	267012782	+	267011013	Chr4A	284948799	284952337	+	284950568	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0350600	Chr4A	268800333	268812910	+	268806621	Chr4A	286744191	286756768	+	286750479	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0351600	Chr4A	270715513	270723520	+	270719516	Chr4A	288674169	288682176	+	288678172	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0352100	Chr4A	272394181	272399422	-	272396801	Chr4A	290367429	290372670	-	290370049	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0352400	Chr4A	274098755	274122629	-	274110692	Chr4A	292089772	292113646	-	292101709	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0352800	Chr4A	274924066	274929893	+	274926979	Chr4A	292923910	292929737	+	292926823	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0354200	Chr4A	276291065	276295858	+	276293461	Chr4A	294296154	294300947	+	294298550	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0354700	Chr4A	277132364	277132990	+	277132677	Chr4A	295133491	295134117	+	295133804	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0354800	Chr4A	277166308	277167598	-	277166953	Chr4A	295167435	295168725	-	295168080	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0356700	Chr4A	277271689	277271943	+	277271816	Chr4A	295273577	295273831	+	295273704	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0357200	Chr4A	278314612	278324505	-	278319558	Chr4A	296321725	296331928	-	296326826	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0357800	Chr4A	278891036	278895120	-	278893078	Chr4A	296902092	296906176	-	296904134	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0358200	Chr4A	280305140	280325223	+	280315181	Chr4A	317070673	317090756	+	317080714	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0358500	Chr4A	281265332	281275951	-	281270641	Chr4A	318034542	318045161	-	318039851	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0359800	Chr4A	283043913	283068268	+	283056090	Chr4A	319820171	319844862	+	319832516	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0360100	Chr4A	283492206	283495623	-	283493914	Chr4A	320270523	320273940	-	320272231	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0360700	Chr4A	284391010	284401078	-	284396044	Chr4A	321174277	321184345	-	321179311	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0360800	Chr4A	284402503	284412374	+	284407438	Chr4A	321185770	321195641	+	321190705	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0360900	Chr4A	285115118	285121338	-	285118228	Chr4A	321899581	321905801	-	321902691	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0362300	Chr4A	286257139	286261681	-	286259410	Chr4A	323047071	323051613	-	323049342	1.0	0.995	rearrangement:Chr4A_block1
gene:TraesCS4A03G0362900	Chr4A	286977282	286978019	+	286977650	Chr4A	323785110	323785847	+	323785478	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0363000	Chr4A	286980615	286981381	-	286980998	Chr4A	323788443	323789209	-	323788826	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0363100	Chr4A	287042749	287046472	-	287044610	Chr4A	323850577	323854300	-	323852438	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0363700	Chr4A	287896622	287899515	+	287898068	Chr4A	324705836	324708729	+	324707282	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0364100	Chr4A	288376940	288381704	-	288379322	Chr4A	325191688	325196452	-	325194070	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0364500	Chr4A	289312282	289315851	+	289314066	Chr4A	326134376	326137945	+	326136160	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0365100	Chr4A	290428996	290435910	+	290432453	Chr4A	327253852	327261042	+	327257447	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0366500	Chr4A	290912564	290912851	-	290912707	Chr4A	327747093	327747380	-	327747236	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0366600	Chr4A	290914462	290923191	-	290918826	Chr4A	327748991	327757720	-	327753355	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0366700	Chr4A	291399215	291399445	-	291399330	Chr4A	246655723	246655953	-	246655838	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0367000	Chr4A	291400422	291401218	-	291400820	Chr4A	246656930	246657726	-	246657328	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0367100	Chr4A	291401515	291401952	+	291401733	Chr4A	246658023	246658460	+	246658241	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0367300	Chr4A	291404500	291405072	-	291404786	Chr4A	246661008	246661580	-	246661294	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0367600	Chr4A	291415980	291416225	-	291416102	Chr4A	246672488	246672733	-	246672610	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0367700	Chr4A	291423014	291423659	-	291423336	Chr4A	246679666	246680311	-	246679988	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0368100	Chr4A	291452235	291457775	-	291455005	Chr4A	246708879	246714419	-	246711649	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0369100	Chr4A	293590024	293593368	+	293591696	Chr4A	248830130	248833474	+	248831802	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0369200	Chr4A	293593860	293595993	-	293594926	Chr4A	248833966	248836099	-	248835032	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0369800	Chr4A	295176390	295185213	+	295180801	Chr4A	250425908	250434731	+	250430319	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0369900	Chr4A	295274769	295276175	+	295275472	Chr4A	250524628	250526034	+	250525331	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0370400	Chr4A	295708899	295709768	+	295709333	Chr4A	250949905	250950774	+	250950339	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0371100	Chr4A	297399193	297425456	+	297412324	Chr4A	252657315	252683578	+	252670446	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0371400	Chr4A	297949166	297951668	+	297950417	Chr4A	253213337	253215839	+	253214588	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0371600	Chr4A	298180566	298180970	-	298180768	Chr4A	253445513	253445917	-	253445715	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0372400	Chr4A	299327245	299327704	+	299327474	Chr4A	254605545	254606004	+	254605774	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0372800	Chr4A	300025433	300061083	+	300043258	Chr4A	255305486	255341165	+	255323325	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0373200	Chr4A	300306647	300311062	-	300308854	Chr4A	255590167	255594582	-	255592374	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0373500	Chr4A	300542582	300542792	-	300542687	Chr4A	255830701	255830911	-	255830806	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0374100	Chr4A	302049727	302050155	-	302049941	Chr4A	257351558	257351986	-	257351772	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0374500	Chr4A	303322494	303323173	-	303322833	Chr4A	258636491	258637170	-	258636830	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0374800	Chr4A	304369677	304370915	-	304370296	Chr4A	259689956	259691194	-	259690575	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0374900	Chr4A	304429203	304434767	+	304431985	Chr4A	259750425	259755989	+	259753207	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0375100	Chr4A	304435052	304455050	-	304445051	Chr4A	259756274	259776272	-	259766273	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0375400	Chr4A	305640828	305641376	+	305641102	Chr4A	260967943	260968491	+	260968217	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0375900	Chr4A	306575850	306581886	-	306578868	Chr4A	261910659	261916930	-	261913794	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0376400	Chr4A	307448493	307450107	+	307449300	Chr4A	262787068	262788682	+	262787875	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0376700	Chr4A	308537956	308538408	-	308538182	Chr4A	263896923	263897375	-	263897149	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0376800	Chr4A	309445605	309447465	+	309446535	Chr4A	297764800	297766660	+	297765730	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0377400	Chr4A	309919235	309924784	-	309922009	Chr4A	298240240	298245789	-	298243014	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0377500	Chr4A	309925113	309927114	-	309926113	Chr4A	298246426	298248427	-	298247426	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0378200	Chr4A	311272272	311275748	-	311274010	Chr4A	299599108	299602584	-	299600846	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0378800	Chr4A	312116980	312134208	+	312125594	Chr4A	300449242	300466470	+	300457856	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0379600	Chr4A	314335710	314339275	+	314337492	Chr4A	302677608	302681173	+	302679390	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0380000	Chr4A	314376034	314379242	-	314377638	Chr4A	302718019	302721227	-	302719623	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0381500	Chr4A	317948013	317953536	-	317950774	Chr4A	306315187	306320710	-	306317948	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0382000	Chr4A	318715337	318716161	+	318715749	Chr4A	307088253	307089077	+	307088665	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0382300	Chr4A	319687327	319687608	+	319687467	Chr4A	308058611	308058892	+	308058751	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0383000	Chr4A	320690316	320705811	-	320698063	Chr4A	309074674	309090743	-	309082708	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0383300	Chr4A	320885345	320898966	+	320892155	Chr4A	309272468	309286089	+	309279278	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0383400	Chr4A	320899294	320899707	+	320899500	Chr4A	309286417	309286830	+	309286623	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0383700	Chr4A	320901669	320902037	+	320901853	Chr4A	309288792	309289160	+	309288976	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0384000	Chr4A	320987607	320988038	+	320987822	Chr4A	309375004	309375435	+	309375219	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0384100	Chr4A	320988139	320988619	+	320988379	Chr4A	309375536	309376016	+	309375776	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0385100	Chr4A	321059108	321059353	-	321059230	Chr4A	309446505	309446750	-	309446627	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0385300	Chr4A	321060016	321060189	+	321060102	Chr4A	309447413	309447586	+	309447499	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0385200	Chr4A	321059922	321060665	-	321060293	Chr4A	309447319	309448062	-	309447690	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0385400	Chr4A	321060934	321061630	-	321061282	Chr4A	309448331	309449027	-	309448679	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0386500	Chr4A	321090793	321091044	-	321090918	Chr4A	309478190	309478441	-	309478315	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0386600	Chr4A	321091263	321091485	+	321091374	Chr4A	309478660	309478882	+	309478771	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0387700	Chr4A	321101950	321102186	-	321102068	Chr4A	309489347	309489583	-	309489465	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0388000	Chr4A	321116849	321117316	-	321117082	Chr4A	309504246	309504713	-	309504479	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0388200	Chr4A	321118897	321119007	-	321118952	Chr4A	309506294	309506404	-	309506349	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0388800	Chr4A	321123660	321124025	+	321123842	Chr4A	309511057	309511422	+	309511239	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0389000	Chr4A	321125047	321126223	+	321125635	Chr4A	309512444	309513620	+	309513032	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0389100	Chr4A	321126332	321126547	-	321126439	Chr4A	309513729	309513944	-	309513836	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0389200	Chr4A	321126610	321127375	-	321126992	Chr4A	309514007	309514772	-	309514389	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0389400	Chr4A	321126984	321128048	+	321127516	Chr4A	309514381	309515445	+	309514913	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0389600	Chr4A	321128222	321128383	+	321128302	Chr4A	309515619	309515780	+	309515699	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0389700	Chr4A	321128974	321129114	+	321129044	Chr4A	309516371	309516511	+	309516441	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0390200	Chr4A	321850601	321852441	+	321851521	Chr4A	310239528	310241368	+	310240448	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0390300	Chr4A	321852492	321856784	-	321854638	Chr4A	310241419	310245711	-	310243565	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0390500	Chr4A	322337159	322337269	-	322337214	Chr4A	310729745	310729855	-	310729800	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0390600	Chr4A	322337673	322337855	-	322337764	Chr4A	310730259	310730441	-	310730350	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0390900	Chr4A	322341836	322342425	+	322342130	Chr4A	310734422	310735011	+	310734716	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0391200	Chr4A	322344607	322344861	-	322344734	Chr4A	310737193	310737447	-	310737320	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0391400	Chr4A	322345243	322345656	+	322345449	Chr4A	310737829	310738242	+	310738035	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0391500	Chr4A	322346238	322346639	-	322346438	Chr4A	310738824	310739225	-	310739024	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0391600	Chr4A	322346500	322346661	+	322346580	Chr4A	310739086	310739247	+	310739166	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0391700	Chr4A	322347252	322347392	+	322347322	Chr4A	310739838	310739978	+	310739908	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0392100	Chr4A	322349668	322349866	-	322349767	Chr4A	310742254	310742452	-	310742353	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0392700	Chr4A	322356001	322356375	+	322356188	Chr4A	310748587	310748961	+	310748774	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0392800	Chr4A	322357648	322358019	+	322357833	Chr4A	310750234	310750605	+	310750419	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0392900	Chr4A	322363430	322363630	-	322363530	Chr4A	310756016	310756216	-	310756116	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0393500	Chr4A	322369705	322369917	+	322369811	Chr4A	310762291	310762503	+	310762397	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0393700	Chr4A	322370821	322371075	+	322370948	Chr4A	310763407	310763661	+	310763534	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0394000	Chr4A	322372827	322374263	+	322373545	Chr4A	310765413	310766849	+	310766131	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0394100	Chr4A	322375037	322375579	-	322375308	Chr4A	310767623	310768165	-	310767894	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0394900	Chr4A	322384013	322384249	-	322384131	Chr4A	310776599	310776835	-	310776717	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0395200	Chr4A	322389875	322390246	-	322390060	Chr4A	310782461	310782832	-	310782646	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0395300	Chr4A	322391594	322391898	-	322391746	Chr4A	310784180	310784484	-	310784332	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0395900	Chr4A	322396666	322397328	+	322396997	Chr4A	310789252	310789914	+	310789583	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0396000	Chr4A	322397488	322398989	+	322398238	Chr4A	310790074	310791575	+	310790824	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0397400	Chr4A	323220278	323266795	-	323243536	Chr4A	311618303	311664820	-	311641561	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0399300	Chr4A	324266006	324305376	-	324285691	Chr4A	312669507	312708877	-	312689192	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0400100	Chr4A	324475432	324479322	+	324477377	Chr4A	312879555	312883445	+	312881500	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0400400	Chr4A	325219086	325232427	+	325225756	Chr4A	313625988	313639691	+	313632839	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0400700	Chr4A	325343877	325344570	+	325344223	Chr4A	313751722	313752415	+	313752068	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0401300	Chr4A	326234677	326261985	-	326248331	Chr4A	314670365	314697897	-	314684131	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0000100	Chr4A	80751	81905	-	81328	Chr4A	82124	83278	-	82701	1.0	0.999	collinear
gene:TraesCS4A03G0000200	Chr4A	186233	189459	+	187846	Chr4A	189541	192767	+	191154	1.0	1.0	collinear
gene:TraesCS4A03G0000300	Chr4A	189629	191253	-	190441	Chr4A	192937	194561	-	193749	1.0	1.0	collinear
gene:TraesCS4A03G0000700	Chr4A	192479	193797	-	193138	Chr4A	195787	197105	-	196446	1.0	1.0	collinear
gene:TraesCS4A03G0000800	Chr4A	204132	208744	+	206438	Chr4A	207440	212052	+	209746	1.0	1.0	collinear
gene:TraesCS4A03G0001000	Chr4A	527393	528028	-	527710	Chr4A	533491	534126	-	533808	1.0	1.0	collinear
gene:TraesCS4A03G0001100	Chr4A	724229	730229	-	727229	Chr4A	731622	737622	-	734622	1.0	1.0	collinear
gene:TraesCS4A03G0001300	Chr4A	737645	742881	-	740263	Chr4A	745038	750274	-	747656	1.0	1.0	collinear
gene:TraesCS4A03G0001500	Chr4A	879654	880180	+	879917	Chr4A	887662	888188	+	887925	1.0	1.0	collinear
gene:TraesCS4A03G0001600	Chr4A	890746	894177	+	892461	Chr4A	898756	902187	+	900471	1.0	1.0	collinear
gene:TraesCS4A03G0001700	Chr4A	899296	900070	+	899683	Chr4A	907552	908326	+	907939	1.0	1.0	collinear
gene:TraesCS4A03G0001800	Chr4A	923950	925283	-	924616	Chr4A	932349	933682	-	933015	1.0	1.0	collinear
gene:TraesCS4A03G0001900	Chr4A	1067430	1067825	+	1067627	Chr4A	1076557	1076952	+	1076754	1.0	1.0	collinear
gene:TraesCS4A03G0002000	Chr4A	1144047	1145891	-	1144969	Chr4A	1153174	1155018	-	1154096	1.0	1.0	collinear
gene:TraesCS4A03G0002100	Chr4A	1219342	1222566	+	1220954	Chr4A	1228469	1231693	+	1230081	1.0	1.0	collinear
gene:TraesCS4A03G0002200	Chr4A	1519322	1519796	-	1519559	Chr4A	1530917	1531391	-	1531154	1.0	1.0	collinear
gene:TraesCS4A03G0002600	Chr4A	1720645	1723263	+	1721954	Chr4A	1725549	1728167	+	1726858	1.0	1.0	collinear
gene:TraesCS4A03G0002900	Chr4A	1872733	1874596	-	1873664	Chr4A	1875289	1877152	-	1876220	1.0	1.0	collinear
gene:TraesCS4A03G0003000	Chr4A	1876368	1884930	-	1880649	Chr4A	1878924	1887486	-	1883205	1.0	1.0	collinear
gene:TraesCS4A03G0003100	Chr4A	1887453	1896045	-	1891749	Chr4A	1890009	1899497	-	1894753	1.0	1.0	collinear
gene:TraesCS4A03G0003200	Chr4A	1904683	1907590	-	1906136	Chr4A	1908589	1911496	-	1910042	1.0	1.0	collinear
gene:TraesCS4A03G0003300	Chr4A	1908725	1910020	-	1909372	Chr4A	1912631	1913926	-	1913278	1.0	1.0	collinear
gene:TraesCS4A03G0003600	Chr4A	2034845	2039676	-	2037260	Chr4A	2039524	2044355	-	2041939	1.0	1.0	collinear
gene:TraesCS4A03G0003800	Chr4A	2144567	2151745	-	2148156	Chr4A	2150588	2157766	-	2154177	1.0	1.0	collinear
gene:TraesCS4A03G0004000	Chr4A	2396423	2406197	+	2401310	Chr4A	2402444	2412218	+	2407331	1.0	1.0	collinear
gene:TraesCS4A03G0004100	Chr4A	2407157	2412110	-	2409633	Chr4A	2413178	2418131	-	2415654	1.0	1.0	collinear
gene:TraesCS4A03G0004200	Chr4A	2539821	2543289	-	2541555	Chr4A	2545842	2549310	-	2547576	1.0	1.0	collinear
gene:TraesCS4A03G0004300	Chr4A	2549120	2550253	-	2549686	Chr4A	2555141	2556274	-	2555707	1.0	1.0	collinear
gene:TraesCS4A03G0004700	Chr4A	2613805	2615102	+	2614453	Chr4A	2619826	2621123	+	2620474	1.0	1.0	collinear
gene:TraesCS4A03G0004800	Chr4A	2630028	2631685	-	2630856	Chr4A	2636049	2637706	-	2636877	1.0	1.0	collinear
gene:TraesCS4A03G0004900	Chr4A	2636507	2637932	-	2637219	Chr4A	2642528	2643953	-	2643240	1.0	1.0	collinear
gene:TraesCS4A03G0005100	Chr4A	2731327	2733151	+	2732239	Chr4A	2737336	2739160	+	2738248	1.0	1.0	collinear
gene:TraesCS4A03G0005200	Chr4A	2767289	2768680	+	2767984	Chr4A	2774646	2776037	+	2775341	1.0	1.0	collinear
gene:TraesCS4A03G0005400	Chr4A	2778918	2779295	-	2779106	Chr4A	2786275	2786652	-	2786463	1.0	1.0	collinear
gene:TraesCS4A03G0005500	Chr4A	2783068	2789950	-	2786509	Chr4A	2790602	2797484	-	2794043	1.0	1.0	collinear
gene:TraesCS4A03G0005700	Chr4A	2896900	2897945	-	2897422	Chr4A	2905137	2906182	-	2905659	1.0	1.0	collinear
gene:TraesCS4A03G0005800	Chr4A	2930585	2932852	+	2931718	Chr4A	2938822	2941089	+	2939955	1.0	1.0	collinear
gene:TraesCS4A03G0006100	Chr4A	2934653	2937212	+	2935932	Chr4A	2942890	2945449	+	2944169	1.0	1.0	collinear
gene:TraesCS4A03G0006200	Chr4A	2936960	2940182	-	2938571	Chr4A	2945197	2948419	-	2946808	1.0	1.0	collinear
gene:TraesCS4A03G0006300	Chr4A	2942998	2949575	-	2946286	Chr4A	2951235	2959545	-	2955390	1.0	1.0	collinear
gene:TraesCS4A03G0006700	Chr4A	2964010	2964348	+	2964179	Chr4A	2974257	2974595	+	2974426	1.0	1.0	collinear
gene:TraesCS4A03G0006900	Chr4A	2973914	2984600	-	2979257	Chr4A	2984490	2995176	-	2989833	1.0	1.0	collinear
gene:TraesCS4A03G0007100	Chr4A	3050569	3055204	-	3052886	Chr4A	3062629	3067264	-	3064946	1.0	1.0	collinear
gene:TraesCS4A03G0007300	Chr4A	3066937	3070613	-	3068775	Chr4A	3079731	3083407	-	3081569	1.0	1.0	collinear
gene:TraesCS4A03G0007500	Chr4A	3096625	3101109	-	3098867	Chr4A	3109721	3114205	-	3111963	1.0	1.0	collinear
