gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_v1_tgt_chr	CS_v1_tgt_start	CS_v1_tgt_end	CS_v1_tgt_strand	CS_v1_tgt_midpoint	CS_v1_coverage	CS_v1_identity	segment
gene:TraesCS3D03G0004000	Chr3D	946485	948516	+	947500	Chr3D	2967474	2969505	-	2968489	1.0	1.0	collinear
gene:TraesCS3D03G0004100	Chr3D	1003700	1005908	+	1004804	Chr3D	2909397	2911605	-	2910501	1.0	1.0	collinear
gene:TraesCS3D03G0004700	Chr3D	1033659	1036001	+	1034830	Chr3D	2879304	2881646	-	2880475	1.0	1.0	collinear
gene:TraesCS3D03G0004900	Chr3D	1138223	1138747	-	1138485	Chr3D	2773343	2773867	+	2773605	1.0	1.0	collinear
gene:TraesCS3D03G0005000	Chr3D	1157913	1158474	-	1158193	Chr3D	2753359	2753920	+	2753639	1.0	1.0	collinear
gene:TraesCS3D03G0005100	Chr3D	1161614	1161970	-	1161792	Chr3D	2749638	2749994	+	2749816	1.0	1.0	collinear
gene:TraesCS3D03G0005200	Chr3D	1190842	1191189	-	1191015	Chr3D	2720422	2720769	+	2720595	1.0	1.0	collinear
gene:TraesCS3D03G0005300	Chr3D	1192861	1193316	-	1193088	Chr3D	2718295	2718750	+	2718522	1.0	1.0	collinear
gene:TraesCS3D03G0005400	Chr3D	1281513	1290345	-	1285929	Chr3D	2619155	2627987	+	2623571	1.0	1.0	collinear
gene:TraesCS3D03G0005700	Chr3D	1306177	1308940	+	1307558	Chr3D	2600356	2603119	-	2601737	1.0	1.0	collinear
gene:TraesCS3D03G0005800	Chr3D	1311820	1319448	-	1315634	Chr3D	2589848	2597476	+	2593662	1.0	1.0	collinear
gene:TraesCS3D03G0006000	Chr3D	1438099	1438536	+	1438317	Chr3D	2469159	2469596	-	2469377	1.0	1.0	collinear
gene:TraesCS3D03G0006100	Chr3D	1442015	1445174	+	1443594	Chr3D	2462521	2465680	-	2464100	1.0	1.0	collinear
gene:TraesCS3D03G0006200	Chr3D	1445437	1445859	+	1445648	Chr3D	2461836	2462258	-	2462047	1.0	1.0	collinear
gene:TraesCS3D03G0006300	Chr3D	1454041	1455036	+	1454538	Chr3D	2452535	2453530	-	2453032	1.0	1.0	collinear
gene:TraesCS3D03G0006400	Chr3D	1456044	1459329	+	1457686	Chr3D	2448239	2451524	-	2449881	1.0	0.995	collinear
gene:TraesCS3D03G0006500	Chr3D	1492135	1493450	-	1492792	Chr3D	2413787	2415102	+	2414444	1.0	1.0	collinear
gene:TraesCS3D03G0007100	Chr3D	1528154	1536879	+	1532516	Chr3D	2370310	2379035	-	2374672	1.0	1.0	collinear
gene:TraesCS3D03G0008200	Chr3D	1597665	1598401	-	1598033	Chr3D	2308597	2309333	+	2308965	1.0	1.0	collinear
gene:TraesCS3D03G0008300	Chr3D	1599656	1600469	-	1600062	Chr3D	2306529	2307342	+	2306935	1.0	1.0	collinear
gene:TraesCS3D03G0008600	Chr3D	1634647	1635048	+	1634847	Chr3D	2271951	2272352	-	2272151	1.0	1.0	collinear
gene:TraesCS3D03G0008700	Chr3D	1640311	1640715	+	1640513	Chr3D	2266111	2266515	-	2266313	1.0	1.0	collinear
gene:TraesCS3D03G0008900	Chr3D	1650019	1650432	+	1650225	Chr3D	2256220	2256633	-	2256426	1.0	1.0	collinear
gene:TraesCS3D03G0009200	Chr3D	1663003	1663416	+	1663209	Chr3D	2242930	2243343	-	2243136	1.0	1.0	collinear
gene:TraesCS3D03G0009300	Chr3D	1666794	1667266	+	1667030	Chr3D	2239080	2239552	-	2239316	1.0	1.0	collinear
gene:TraesCS3D03G0009500	Chr3D	1703702	1704112	+	1703907	Chr3D	2201394	2201804	-	2201599	1.0	1.0	collinear
gene:TraesCS3D03G0009700	Chr3D	1710714	1711334	+	1711024	Chr3D	2194172	2194792	-	2194482	1.0	1.0	collinear
gene:TraesCS3D03G0009800	Chr3D	1743259	1753813	+	1748536	Chr3D	2152072	2162952	-	2157512	1.0	1.0	collinear
gene:TraesCS3D03G0009900	Chr3D	1754612	1755127	+	1754869	Chr3D	2150758	2151273	-	2151015	1.0	1.0	collinear
gene:TraesCS3D03G0010000	Chr3D	1755449	1757937	+	1756693	Chr3D	2147948	2150436	-	2149192	1.0	1.0	collinear
gene:TraesCS3D03G0010200	Chr3D	1762394	1764826	-	1763610	Chr3D	2141059	2143491	+	2142275	1.0	1.0	collinear
gene:TraesCS3D03G0010400	Chr3D	1805922	1810130	-	1808026	Chr3D	2094681	2098889	+	2096785	1.0	1.0	collinear
gene:TraesCS3D03G0010800	Chr3D	1859508	1860115	+	1859811	Chr3D	2044496	2045103	-	2044799	1.0	1.0	collinear
gene:TraesCS3D03G0010900	Chr3D	1910403	1912311	+	1911357	Chr3D	1991299	1993207	-	1992253	1.0	1.0	collinear
gene:TraesCS3D03G0011300	Chr3D	1978580	1986420	+	1982500	Chr3D	1914844	1922686	-	1918765	1.0	1.0	collinear
gene:TraesCS3D03G0011500	Chr3D	2010145	2011606	-	2010875	Chr3D	1889301	1890762	+	1890031	1.0	1.0	collinear
gene:TraesCS3D03G0011600	Chr3D	2017247	2017954	-	2017600	Chr3D	1882953	1883660	+	1883306	1.0	1.0	collinear
gene:TraesCS3D03G0011800	Chr3D	2026973	2028527	+	2027750	Chr3D	1872134	1873688	-	1872911	1.0	1.0	collinear
gene:TraesCS3D03G0012000	Chr3D	2053716	2054928	-	2054322	Chr3D	1845275	1846487	+	1845881	1.0	1.0	collinear
gene:TraesCS3D03G0012100	Chr3D	2127753	2133721	+	2130737	Chr3D	1765787	1771755	-	1768771	1.0	1.0	collinear
gene:TraesCS3D03G0012200	Chr3D	2136778	2137941	+	2137359	Chr3D	1761567	1762730	-	1762148	1.0	1.0	collinear
gene:TraesCS3D03G0012400	Chr3D	2149067	2150912	-	2149989	Chr3D	1748596	1750441	+	1749518	1.0	1.0	collinear
gene:TraesCS3D03G0012500	Chr3D	2154098	2155753	-	2154925	Chr3D	1743755	1745410	+	1744582	1.0	1.0	collinear
gene:TraesCS3D03G0012600	Chr3D	2162896	2166424	+	2164660	Chr3D	1733084	1736612	-	1734848	1.0	1.0	collinear
gene:TraesCS3D03G0013200	Chr3D	2238841	2242333	-	2240587	Chr3D	1655945	1659437	+	1657691	1.0	1.0	collinear
gene:TraesCS3D03G0013300	Chr3D	2257630	2259555	+	2258592	Chr3D	1638722	1640647	-	1639684	1.0	1.0	collinear
gene:TraesCS3D03G0013600	Chr3D	2262089	2264237	+	2263163	Chr3D	1634040	1636188	-	1635114	1.0	1.0	collinear
gene:TraesCS3D03G0013700	Chr3D	2288946	2291244	+	2290095	Chr3D	1606509	1608807	-	1607658	1.0	1.0	collinear
gene:TraesCS3D03G0013800	Chr3D	2294788	2295291	+	2295039	Chr3D	1602462	1602965	-	1602713	1.0	1.0	collinear
gene:TraesCS3D03G0014000	Chr3D	2398280	2400277	+	2399278	Chr3D	1496410	1498407	-	1497408	1.0	1.0	collinear
gene:TraesCS3D03G0014600	Chr3D	2552601	2554386	+	2553493	Chr3D	1345628	1347413	-	1346520	1.0	0.999	collinear
gene:TraesCS3D03G0014700	Chr3D	2560435	2562487	-	2561461	Chr3D	1337527	1339579	+	1338553	1.0	1.0	collinear
gene:TraesCS3D03G0014900	Chr3D	2583351	2584671	+	2584011	Chr3D	1314751	1316071	-	1315411	1.0	1.0	collinear
gene:TraesCS3D03G0015000	Chr3D	2600829	2601799	+	2601314	Chr3D	1296966	1297936	-	1297451	1.0	1.0	collinear
gene:TraesCS3D03G0015300	Chr3D	2617340	2619344	-	2618342	Chr3D	1279421	1281425	+	1280423	1.0	1.0	collinear
gene:TraesCS3D03G0015400	Chr3D	2626555	2635265	-	2630910	Chr3D	1263500	1272210	+	1267855	1.0	1.0	collinear
gene:TraesCS3D03G0015600	Chr3D	2641623	2645541	+	2643582	Chr3D	1252991	1257140	-	1255065	0.999	0.999	collinear
gene:TraesCS3D03G0015800	Chr3D	2700272	2701546	+	2700909	Chr3D	1195709	1196983	-	1196346	1.0	1.0	collinear
gene:TraesCS3D03G0016100	Chr3D	2774139	2784069	-	2779104	Chr3D	1112780	1122933	+	1117856	1.0	1.0	collinear
gene:TraesCS3D03G0016200	Chr3D	2786027	2787151	-	2786589	Chr3D	1109698	1110822	+	1110260	1.0	1.0	collinear
gene:TraesCS3D03G0016400	Chr3D	2878039	2879731	+	2878885	Chr3D	1016389	1018081	-	1017235	1.0	1.0	collinear
gene:TraesCS3D03G0016800	Chr3D	2943292	2945097	-	2944194	Chr3D	950970	952775	+	951872	1.0	1.0	collinear
gene:TraesCS3D03G0016900	Chr3D	2965361	2969762	+	2967561	Chr3D	925863	930264	-	928063	1.0	1.0	collinear
gene:TraesCS3D03G0017100	Chr3D	3024974	3029545	+	3027259	Chr3D	865996	870567	-	868281	1.0	1.0	collinear
gene:TraesCS3D03G0017200	Chr3D	3040446	3042139	-	3041292	Chr3D	853402	855095	+	854248	1.0	1.0	collinear
gene:TraesCS3D03G0017300	Chr3D	3048907	3051705	+	3050306	Chr3D	843836	846634	-	845235	1.0	1.0	collinear
gene:TraesCS3D03G0017400	Chr3D	3116522	3120868	+	3118695	Chr3D	774041	778387	-	776214	1.0	1.0	collinear
gene:TraesCS3D03G0017500	Chr3D	3124047	3124545	-	3124296	Chr3D	770364	770862	+	770613	1.0	1.0	collinear
gene:TraesCS3D03G0017900	Chr3D	3185368	3186843	-	3186105	Chr3D	707880	709355	+	708617	1.0	1.0	collinear
gene:TraesCS3D03G0018000	Chr3D	3196139	3202209	+	3199174	Chr3D	692296	698366	-	695331	1.0	1.0	collinear
gene:TraesCS3D03G0018100	Chr3D	3207400	3207791	+	3207595	Chr3D	686714	687105	-	686909	1.0	1.0	collinear
gene:TraesCS3D03G0018200	Chr3D	3250288	3252602	-	3251445	Chr3D	641506	643820	+	642663	1.0	1.0	collinear
gene:TraesCS3D03G0018300	Chr3D	3252630	3253202	-	3252916	Chr3D	640906	641478	+	641192	1.0	1.0	collinear
gene:TraesCS3D03G0019200	Chr3D	3384909	3385563	+	3385236	Chr3D	507597	508251	-	507924	1.0	1.0	collinear
gene:TraesCS3D03G0019300	Chr3D	3396088	3398473	-	3397280	Chr3D	494126	496511	+	495318	1.0	1.0	collinear
gene:TraesCS3D03G0019400	Chr3D	3412818	3414283	+	3413550	Chr3D	478316	479781	-	479048	1.0	1.0	collinear
gene:TraesCS3D03G0019500	Chr3D	3414637	3415780	+	3415208	Chr3D	476642	477785	-	477213	1.0	1.0	collinear
gene:TraesCS3D03G0019900	Chr3D	3512636	3514159	+	3513397	Chr3D	390450	391973	-	391211	1.0	1.0	collinear
gene:TraesCS3D03G0020000	Chr3D	3546869	3547792	+	3547330	Chr3D	356416	357339	-	356877	1.0	1.0	collinear
gene:TraesCS3D03G0020200	Chr3D	3568479	3569690	-	3569084	Chr3D	334518	335729	+	335123	1.0	1.0	collinear
gene:TraesCS3D03G0020300	Chr3D	3575256	3575879	-	3575567	Chr3D	328329	328952	+	328640	1.0	1.0	collinear
gene:TraesCS3D03G0020400	Chr3D	3578221	3578589	+	3578405	Chr3D	325619	325987	-	325803	1.0	1.0	collinear
gene:TraesCS3D03G0020600	Chr3D	3967316	3972655	+	3969985	Chr3D	3978768	3984107	+	3981437	1.0	1.0	collinear
gene:TraesCS3D03G0020900	Chr3D	3975249	3979260	-	3977254	Chr3D	3986954	3990965	-	3988959	1.0	1.0	collinear
gene:TraesCS3D03G0021000	Chr3D	3997940	3998751	-	3998345	Chr3D	4010575	4011386	-	4010980	1.0	1.0	collinear
gene:TraesCS3D03G0021100	Chr3D	3999469	4000474	+	3999971	Chr3D	4012104	4013109	+	4012606	1.0	1.0	collinear
gene:TraesCS3D03G0021200	Chr3D	4031672	4032662	-	4032167	Chr3D	4044313	4045303	-	4044808	1.0	1.0	collinear
gene:TraesCS3D03G0021300	Chr3D	4033298	4034189	+	4033743	Chr3D	4045939	4046830	+	4046384	1.0	1.0	collinear
gene:TraesCS3D03G0021400	Chr3D	4053385	4056293	-	4054839	Chr3D	4066322	4069230	-	4067776	1.0	1.0	collinear
gene:TraesCS3D03G0021500	Chr3D	4059067	4062689	-	4060878	Chr3D	4072004	4075626	-	4073815	1.0	1.0	collinear
gene:TraesCS3D03G0021600	Chr3D	4061948	4065524	+	4063736	Chr3D	4074885	4078461	+	4076673	1.0	1.0	collinear
gene:TraesCS3D03G0021800	Chr3D	4098245	4099227	+	4098736	Chr3D	4111863	4112845	+	4112354	1.0	1.0	collinear
gene:TraesCS3D03G0021900	Chr3D	4120743	4121812	+	4121277	Chr3D	4134343	4135412	+	4134877	1.0	1.0	collinear
gene:TraesCS3D03G0022000	Chr3D	4125165	4126281	+	4125723	Chr3D	4138765	4139881	+	4139323	1.0	1.0	collinear
gene:TraesCS3D03G0022100	Chr3D	4152526	4155542	-	4154034	Chr3D	4166848	4169864	-	4168356	1.0	1.0	collinear
gene:TraesCS3D03G0022300	Chr3D	4155163	4158552	+	4156857	Chr3D	4169485	4172874	+	4171179	1.0	1.0	collinear
gene:TraesCS3D03G0022400	Chr3D	4165437	4168414	-	4166925	Chr3D	4179986	4182963	-	4181474	1.0	1.0	collinear
gene:TraesCS3D03G0022500	Chr3D	4172309	4181762	+	4177035	Chr3D	4186858	4196619	+	4191738	1.0	1.0	collinear
gene:TraesCS3D03G0022800	Chr3D	4274705	4275732	+	4275218	Chr3D	4290648	4291925	+	4291286	1.0	1.0	collinear
gene:TraesCS3D03G0023000	Chr3D	4301512	4303273	+	4302392	Chr3D	4317721	4319482	+	4318601	1.0	1.0	collinear
gene:TraesCS3D03G0023100	Chr3D	4328669	4330120	+	4329394	Chr3D	4345486	4346937	+	4346211	1.0	1.0	collinear
gene:TraesCS3D03G0023200	Chr3D	4339528	4347505	-	4343516	Chr3D	4356515	4364492	-	4360503	0.999	0.999	collinear
gene:TraesCS3D03G0023300	Chr3D	4375581	4381618	+	4378599	Chr3D	4393193	4399230	+	4396211	1.0	1.0	collinear
gene:TraesCS3D03G0023400	Chr3D	4387252	4391881	+	4389566	Chr3D	4404864	4409493	+	4407178	1.0	1.0	collinear
gene:TraesCS3D03G0023900	Chr3D	4443801	4445381	+	4444591	Chr3D	4461025	4462605	+	4461815	1.0	1.0	collinear
gene:TraesCS3D03G0024000	Chr3D	4449683	4452131	+	4450907	Chr3D	4466907	4469355	+	4468131	1.0	1.0	collinear
gene:TraesCS3D03G0024300	Chr3D	4468799	4477250	-	4473024	Chr3D	4486023	4494474	-	4490248	1.0	1.0	collinear
gene:TraesCS3D03G0024400	Chr3D	4487254	4488429	+	4487841	Chr3D	4504881	4506056	+	4505468	1.0	1.0	collinear
gene:TraesCS3D03G0024500	Chr3D	4630318	4631634	+	4630976	Chr3D	4648966	4650282	+	4649624	1.0	0.993	collinear
gene:TraesCS3D03G0024800	Chr3D	4798087	4799427	-	4798757	Chr3D	4818149	4819489	-	4818819	1.0	1.0	collinear
gene:TraesCS3D03G0025100	Chr3D	4830495	4833579	+	4832037	Chr3D	4850718	4853897	+	4852307	1.0	0.999	collinear
gene:TraesCS3D03G0025200	Chr3D	4845352	4845861	-	4845606	Chr3D	4866164	4866673	-	4866418	1.0	1.0	collinear
gene:TraesCS3D03G0025900	Chr3D	4928177	4929445	-	4928811	Chr3D	4949654	4950922	-	4950288	1.0	1.0	collinear
gene:TraesCS3D03G0026000	Chr3D	4935230	4935895	-	4935562	Chr3D	4956998	4957663	-	4957330	1.0	1.0	collinear
gene:TraesCS3D03G0026100	Chr3D	4935908	4937074	-	4936491	Chr3D	4957676	4958842	-	4958259	1.0	1.0	collinear
gene:TraesCS3D03G0026300	Chr3D	4944501	4947286	-	4945893	Chr3D	4966269	4969054	-	4967661	1.0	1.0	collinear
gene:TraesCS3D03G0026400	Chr3D	4947878	4951368	+	4949623	Chr3D	4969646	4973136	+	4971391	1.0	1.0	collinear
gene:TraesCS3D03G0026500	Chr3D	4961782	4963552	-	4962667	Chr3D	4983872	4985642	-	4984757	1.0	1.0	collinear
gene:TraesCS3D03G0026700	Chr3D	4964476	4967939	+	4966207	Chr3D	4986566	4990029	+	4988297	1.0	1.0	collinear
gene:TraesCS3D03G0026900	Chr3D	4973490	4975174	+	4974332	Chr3D	4995592	4997276	+	4996434	1.0	1.0	collinear
gene:TraesCS3D03G0027000	Chr3D	4976720	4977724	+	4977222	Chr3D	4998822	4999826	+	4999324	1.0	1.0	collinear
gene:TraesCS3D03G0027200	Chr3D	4983534	4986082	-	4984808	Chr3D	5005701	5008249	-	5006975	1.0	0.998	collinear
gene:TraesCS3D03G0027300	Chr3D	4991113	4994395	+	4992754	Chr3D	5013282	5016625	+	5014953	1.0	0.988	collinear
gene:TraesCS3D03G0027600	Chr3D	5018773	5020888	+	5019830	Chr3D	5041591	5043706	+	5042648	1.0	1.0	collinear
gene:TraesCS3D03G0027900	Chr3D	5123600	5124617	+	5124108	Chr3D	5147067	5148084	+	5147575	1.0	1.0	collinear
gene:TraesCS3D03G0028000	Chr3D	5150285	5152919	-	5151602	Chr3D	5173752	5176386	-	5175069	1.0	1.0	collinear
gene:TraesCS3D03G0028400	Chr3D	5207240	5211099	+	5209169	Chr3D	5230815	5234674	+	5232744	1.0	0.999	collinear
gene:TraesCS3D03G0028500	Chr3D	5218049	5224103	-	5221076	Chr3D	5241689	5247743	-	5244716	1.0	1.0	collinear
gene:TraesCS3D03G0028600	Chr3D	5346035	5349635	-	5347835	Chr3D	5372968	5376568	-	5374768	1.0	1.0	collinear
gene:TraesCS3D03G0028700	Chr3D	5379183	5382995	-	5381089	Chr3D	5406391	5410203	-	5408297	1.0	1.0	collinear
gene:TraesCS3D03G0028800	Chr3D	5384693	5385410	+	5385051	Chr3D	5411900	5412617	+	5412258	1.0	1.0	collinear
gene:TraesCS3D03G0029100	Chr3D	5402548	5402835	-	5402691	Chr3D	5430178	5430465	-	5430321	1.0	1.0	collinear
gene:TraesCS3D03G0029200	Chr3D	5609039	5613244	-	5611141	Chr3D	5601666	5605871	-	5603768	1.0	1.0	collinear
gene:TraesCS3D03G0029300	Chr3D	5616378	5617808	+	5617093	Chr3D	5609005	5610435	+	5609720	1.0	1.0	collinear
gene:TraesCS3D03G0029400	Chr3D	5621041	5625400	-	5623220	Chr3D	5613668	5618027	-	5615847	1.0	1.0	collinear
gene:TraesCS3D03G0029500	Chr3D	5656561	5658853	+	5657707	Chr3D	5649356	5651648	+	5650502	1.0	1.0	collinear
gene:TraesCS3D03G0029600	Chr3D	5661975	5667801	+	5664888	Chr3D	5654770	5660596	+	5657683	1.0	1.0	collinear
gene:TraesCS3D03G0029700	Chr3D	5686609	5688092	-	5687350	Chr3D	5680014	5681497	-	5680755	1.0	1.0	collinear
gene:TraesCS3D03G0029900	Chr3D	5731894	5733309	+	5732601	Chr3D	5725298	5726713	+	5726005	1.0	1.0	collinear
gene:TraesCS3D03G0030000	Chr3D	5739726	5743791	-	5741758	Chr3D	5733130	5737195	-	5735162	1.0	1.0	collinear
gene:TraesCS3D03G0030100	Chr3D	5763633	5767044	-	5765338	Chr3D	5757697	5761111	-	5759404	1.0	1.0	collinear
gene:TraesCS3D03G0030200	Chr3D	5797017	5800765	+	5798891	Chr3D	5790619	5794367	+	5792493	1.0	1.0	collinear
gene:TraesCS3D03G0030300	Chr3D	5809005	5810319	+	5809662	Chr3D	5802877	5804191	+	5803534	1.0	1.0	collinear
gene:TraesCS3D03G0030400	Chr3D	5816005	5816940	+	5816472	Chr3D	5810253	5811188	+	5810720	1.0	1.0	collinear
gene:TraesCS3D03G0030500	Chr3D	5818304	5819531	-	5818917	Chr3D	5812552	5813779	-	5813165	1.0	1.0	collinear
gene:TraesCS3D03G0030600	Chr3D	5820146	5821511	-	5820828	Chr3D	5814394	5815759	-	5815076	1.0	1.0	collinear
gene:TraesCS3D03G0030900	Chr3D	5862195	5863530	-	5862862	Chr3D	5856669	5858004	-	5857336	1.0	1.0	collinear
gene:TraesCS3D03G0031000	Chr3D	5867190	5868919	+	5868054	Chr3D	5861814	5863543	+	5862678	1.0	1.0	collinear
gene:TraesCS3D03G0031100	Chr3D	5870206	5872024	-	5871115	Chr3D	5864830	5866648	-	5865739	1.0	1.0	collinear
gene:TraesCS3D03G0031200	Chr3D	5875186	5878680	+	5876933	Chr3D	5869810	5873304	+	5871557	1.0	1.0	collinear
gene:TraesCS3D03G0031300	Chr3D	5880800	5886024	-	5883412	Chr3D	5875424	5880648	-	5878036	1.0	1.0	collinear
gene:TraesCS3D03G0031400	Chr3D	6013557	6016610	+	6015083	Chr3D	6009195	6012248	+	6010721	1.0	1.0	collinear
gene:TraesCS3D03G0031600	Chr3D	6017542	6019765	-	6018653	Chr3D	6013194	6015417	-	6014305	1.0	1.0	collinear
gene:TraesCS3D03G0031700	Chr3D	6021226	6025147	-	6023186	Chr3D	6016878	6020801	-	6018839	1.0	1.0	collinear
gene:TraesCS3D03G0031800	Chr3D	6026140	6028193	-	6027166	Chr3D	6021794	6023847	-	6022820	1.0	1.0	collinear
gene:TraesCS3D03G0031900	Chr3D	6034462	6038139	+	6036300	Chr3D	6030116	6034026	+	6032071	1.0	1.0	collinear
gene:TraesCS3D03G0032000	Chr3D	6063729	6071669	+	6067699	Chr3D	6060901	6068841	+	6064871	1.0	1.0	collinear
gene:TraesCS3D03G0032100	Chr3D	6141043	6143113	+	6142078	Chr3D	6140574	6142644	+	6141609	1.0	1.0	collinear
gene:TraesCS3D03G0032200	Chr3D	6147248	6150321	-	6148784	Chr3D	6146779	6149852	-	6148315	1.0	1.0	collinear
gene:TraesCS3D03G0032400	Chr3D	6167729	6170462	-	6169095	Chr3D	6167260	6169993	-	6168626	1.0	1.0	collinear
gene:TraesCS3D03G0032700	Chr3D	6177438	6180753	-	6179095	Chr3D	6176969	6180284	-	6178626	1.0	1.0	collinear
gene:TraesCS3D03G0032800	Chr3D	6193499	6194282	+	6193890	Chr3D	6193030	6193813	+	6193421	1.0	1.0	collinear
gene:TraesCS3D03G0032900	Chr3D	6196409	6198230	-	6197319	Chr3D	6195940	6197761	-	6196850	1.0	1.0	collinear
gene:TraesCS3D03G0033400	Chr3D	6332166	6338039	+	6335102	Chr3D	6332694	6338567	+	6335630	1.0	1.0	collinear
gene:TraesCS3D03G0033500	Chr3D	6339455	6344609	-	6342032	Chr3D	6339983	6345137	-	6342560	1.0	1.0	collinear
gene:TraesCS3D03G0033600	Chr3D	6402458	6406175	-	6404316	Chr3D	6402986	6406703	-	6404844	1.0	1.0	collinear
gene:TraesCS3D03G0033700	Chr3D	6408680	6414449	+	6411564	Chr3D	6409208	6414977	+	6412092	1.0	1.0	collinear
gene:TraesCS3D03G0033800	Chr3D	6424052	6425978	-	6425015	Chr3D	6424580	6426506	-	6425543	1.0	1.0	collinear
gene:TraesCS3D03G0033900	Chr3D	6428865	6430477	+	6429671	Chr3D	6429393	6431005	+	6430199	1.0	1.0	collinear
gene:TraesCS3D03G0034100	Chr3D	6454019	6455576	-	6454797	Chr3D	6454547	6456104	-	6455325	1.0	1.0	collinear
gene:TraesCS3D03G0034200	Chr3D	6459248	6460446	-	6459847	Chr3D	6459775	6460973	-	6460374	1.0	1.0	collinear
gene:TraesCS3D03G0034300	Chr3D	6464310	6465173	-	6464741	Chr3D	6465027	6465890	-	6465458	1.0	1.0	collinear
gene:TraesCS3D03G0034400	Chr3D	6528383	6528670	-	6528526	Chr3D	6529685	6529972	-	6529828	1.0	1.0	collinear
gene:TraesCS3D03G0034800	Chr3D	6659972	6665271	+	6662621	Chr3D	6661700	6666999	+	6664349	1.0	1.0	collinear
gene:TraesCS3D03G0034900	Chr3D	6674763	6676403	+	6675583	Chr3D	6676491	6678131	+	6677311	1.0	1.0	collinear
gene:TraesCS3D03G0035000	Chr3D	6724677	6728276	+	6726476	Chr3D	6726405	6730004	+	6728204	1.0	1.0	collinear
gene:TraesCS3D03G0035100	Chr3D	6728459	6731952	-	6730205	Chr3D	6730187	6733680	-	6731933	1.0	1.0	collinear
gene:TraesCS3D03G0035200	Chr3D	6736247	6737317	-	6736782	Chr3D	6737975	6739045	-	6738510	1.0	1.0	collinear
gene:TraesCS3D03G0035300	Chr3D	6744076	6752258	+	6748167	Chr3D	6745804	6753986	+	6749895	1.0	1.0	collinear
gene:TraesCS3D03G0035400	Chr3D	6752843	6753088	+	6752965	Chr3D	6754571	6754816	+	6754693	1.0	1.0	collinear
gene:TraesCS3D03G0035600	Chr3D	6859224	6861630	-	6860427	Chr3D	6860952	6863358	-	6862155	1.0	1.0	collinear
gene:TraesCS3D03G0035700	Chr3D	6947951	6948541	+	6948246	Chr3D	6949696	6950286	+	6949991	1.0	1.0	collinear
gene:TraesCS3D03G0035900	Chr3D	6966063	6967893	+	6966978	Chr3D	6967976	6969806	+	6968891	1.0	1.0	collinear
