gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_v1_tgt_chr	CS_v1_tgt_start	CS_v1_tgt_end	CS_v1_tgt_strand	CS_v1_tgt_midpoint	CS_v1_coverage	CS_v1_identity	segment
gene:TraesCS6A03G0007900	Chr6A	2282496	2284138	-	2283317	Chr6A	1730409	1732051	-	1731230	1.0	1.0	collinear
gene:TraesCS6A03G0008000	Chr6A	2306532	2309729	-	2308130	Chr6A	1754446	1757643	-	1756044	1.0	1.0	collinear
gene:TraesCS6A03G0008200	Chr6A	2360136	2366375	+	2363255	Chr6A	1808051	1814286	+	1811168	1.0	1.0	collinear
gene:TraesCS6A03G0008600	Chr6A	2382984	2385706	+	2384345	Chr6A	1830944	1833666	+	1832305	1.0	1.0	collinear
gene:TraesCS6A03G0008700	Chr6A	2422514	2423194	-	2422854	Chr6A	1871111	1871791	-	1871451	1.0	1.0	collinear
gene:TraesCS6A03G0009000	Chr6A	2428560	2434504	-	2431532	Chr6A	1877157	1883101	-	1880129	1.0	1.0	collinear
gene:TraesCS6A03G0009100	Chr6A	2436943	2441208	+	2439075	Chr6A	1885540	1889805	+	1887672	1.0	1.0	collinear
gene:TraesCS6A03G0009300	Chr6A	2445174	2450370	+	2447772	Chr6A	1893771	1898967	+	1896369	1.0	1.0	collinear
gene:TraesCS6A03G0009400	Chr6A	2451784	2453964	+	2452874	Chr6A	1900642	1902822	+	1901732	1.0	1.0	collinear
gene:TraesCS6A03G0009500	Chr6A	2472064	2474776	+	2473420	Chr6A	1921601	1924313	+	1922957	1.0	1.0	collinear
gene:TraesCS6A03G0010100	Chr6A	2492564	2499034	+	2495799	Chr6A	1942409	1948879	+	1945644	1.0	1.0	collinear
gene:TraesCS6A03G0010200	Chr6A	2510567	2511779	+	2511173	Chr6A	1960642	1961854	+	1961248	1.0	1.0	collinear
gene:TraesCS6A03G0010300	Chr6A	2522326	2525232	+	2523779	Chr6A	1972751	1975657	+	1974204	1.0	1.0	collinear
gene:TraesCS6A03G0010400	Chr6A	2534695	2537409	+	2536052	Chr6A	1985120	1987834	+	1986477	1.0	1.0	collinear
gene:TraesCS6A03G0010800	Chr6A	2677756	2680999	+	2679377	Chr6A	2130377	2133736	+	2132056	1.0	1.0	collinear
gene:TraesCS6A03G0010900	Chr6A	2692132	2692392	-	2692262	Chr6A	2144869	2145129	-	2144999	1.0	1.0	collinear
gene:TraesCS6A03G0011100	Chr6A	2724971	2727654	-	2726312	Chr6A	2177764	2180753	-	2179258	1.0	1.0	collinear
gene:TraesCS6A03G0011500	Chr6A	2767759	2769038	-	2768398	Chr6A	2221023	2222302	-	2221662	1.0	1.0	collinear
gene:TraesCS6A03G0011700	Chr6A	2780187	2780928	-	2780557	Chr6A	2233768	2234509	-	2234138	1.0	1.0	collinear
gene:TraesCS6A03G0011900	Chr6A	2793785	2794712	-	2794248	Chr6A	2247617	2248544	-	2248080	1.0	1.0	collinear
gene:TraesCS6A03G0012000	Chr6A	2809641	2810003	-	2809822	Chr6A	2263473	2263835	-	2263654	1.0	1.0	collinear
gene:TraesCS6A03G0012100	Chr6A	2811038	2811415	-	2811226	Chr6A	2264870	2265247	-	2265058	1.0	1.0	collinear
gene:TraesCS6A03G0012200	Chr6A	2819892	2823290	-	2821591	Chr6A	2273724	2277122	-	2275423	1.0	1.0	collinear
gene:TraesCS6A03G0012600	Chr6A	2942228	2947777	+	2945002	Chr6A	2397497	2403046	+	2400271	1.0	1.0	collinear
gene:TraesCS6A03G0012800	Chr6A	2952615	2956528	-	2954571	Chr6A	2407884	2411797	-	2409840	1.0	1.0	collinear
gene:TraesCS6A03G0013300	Chr6A	3493875	3497254	-	3495564	Chr6A	2716291	2719670	-	2717980	1.0	1.0	collinear
gene:TraesCS6A03G0013400	Chr6A	3501820	3502695	-	3502257	Chr6A	2724236	2725111	-	2724673	1.0	1.0	collinear
gene:TraesCS6A03G0013500	Chr6A	3505130	3509572	-	3507351	Chr6A	2727546	2731988	-	2729767	1.0	1.0	collinear
gene:TraesCS6A03G0013700	Chr6A	3526852	3527448	+	3527150	Chr6A	2749268	2749864	+	2749566	1.0	1.0	collinear
gene:TraesCS6A03G0013800	Chr6A	3528505	3529406	+	3528955	Chr6A	2750921	2751822	+	2751371	1.0	1.0	collinear
gene:TraesCS6A03G0014100	Chr6A	3568117	3572740	+	3570428	Chr6A	2790533	2795156	+	2792844	1.0	1.0	collinear
gene:TraesCS6A03G0014200	Chr6A	3576627	3578939	+	3577783	Chr6A	2799043	2801355	+	2800199	1.0	1.0	collinear
gene:TraesCS6A03G0014800	Chr6A	3702665	3706690	+	3704677	Chr6A	2925081	2929106	+	2927093	1.0	1.0	collinear
gene:TraesCS6A03G0015000	Chr6A	3729503	3735623	+	3732563	Chr6A	2951919	2958039	+	2954979	1.0	1.0	collinear
gene:TraesCS6A03G0015200	Chr6A	3748307	3752517	+	3750412	Chr6A	2970723	2974933	+	2972828	1.0	1.0	collinear
gene:TraesCS6A03G0015300	Chr6A	3778599	3780690	+	3779644	Chr6A	3001015	3003106	+	3002060	1.0	1.0	collinear
gene:TraesCS6A03G0015400	Chr6A	3791624	3795065	+	3793344	Chr6A	3014040	3017481	+	3015760	1.0	1.0	collinear
gene:TraesCS6A03G0015500	Chr6A	3983778	3984395	+	3984086	Chr6A	3206194	3206811	+	3206502	1.0	1.0	collinear
gene:TraesCS6A03G0015600	Chr6A	4015558	4016051	+	4015804	Chr6A	3237974	3238467	+	3238220	1.0	1.0	collinear
gene:TraesCS6A03G0015800	Chr6A	4066078	4066922	+	4066500	Chr6A	3288495	3289339	+	3288917	1.0	1.0	collinear
gene:TraesCS6A03G0015900	Chr6A	4067499	4068797	+	4068148	Chr6A	3289916	3291214	+	3290565	1.0	1.0	collinear
gene:TraesCS6A03G0016100	Chr6A	4087618	4089424	+	4088521	Chr6A	3310035	3311841	+	3310938	1.0	1.0	collinear
gene:TraesCS6A03G0016200	Chr6A	4103715	4106727	-	4105221	Chr6A	3326132	3329144	-	3327638	1.0	1.0	collinear
gene:TraesCS6A03G0016400	Chr6A	4129159	4137343	-	4133251	Chr6A	3351576	3359760	-	3355668	1.0	1.0	collinear
gene:TraesCS6A03G0016600	Chr6A	4307131	4307625	+	4307378	Chr6A	3529548	3530042	+	3529795	1.0	1.0	collinear
gene:TraesCS6A03G0017000	Chr6A	4373883	4374647	-	4374265	Chr6A	3596300	3597064	-	3596682	1.0	1.0	collinear
gene:TraesCS6A03G0017500	Chr6A	4465472	4467836	+	4466654	Chr6A	3687889	3690253	+	3689071	1.0	1.0	collinear
gene:TraesCS6A03G0017600	Chr6A	4467915	4470370	+	4469142	Chr6A	3690332	3692787	+	3691559	1.0	1.0	collinear
gene:TraesCS6A03G0017800	Chr6A	4482773	4484432	+	4483602	Chr6A	3705190	3706849	+	3706019	1.0	1.0	collinear
gene:TraesCS6A03G0017900	Chr6A	4540850	4543144	-	4541997	Chr6A	3745929	3748223	-	3747076	1.0	1.0	collinear
gene:TraesCS6A03G0018100	Chr6A	4566908	4568998	-	4567953	Chr6A	3771987	3774077	-	3773032	1.0	1.0	collinear
gene:TraesCS6A03G0018400	Chr6A	4646078	4648289	-	4647183	Chr6A	3851157	3853368	-	3852262	1.0	1.0	collinear
gene:TraesCS6A03G0018600	Chr6A	4650144	4650962	-	4650553	Chr6A	3855223	3856041	-	3855632	1.0	1.0	collinear
gene:TraesCS6A03G0018800	Chr6A	4707838	4709462	+	4708650	Chr6A	3912917	3914541	+	3913729	1.0	1.0	collinear
gene:TraesCS6A03G0019000	Chr6A	4946827	4976993	+	4961910	Chr6A	4151906	4182072	+	4166989	1.0	1.0	collinear
gene:TraesCS6A03G0019100	Chr6A	4971569	4973159	+	4972364	Chr6A	4176648	4178238	+	4177443	1.0	1.0	collinear
gene:TraesCS6A03G0019500	Chr6A	4996845	4997894	+	4997369	Chr6A	4201924	4202973	+	4202448	1.0	1.0	collinear
gene:TraesCS6A03G0020100	Chr6A	5768534	5769171	-	5768852	Chr6A	4541303	4541940	-	4541621	1.0	1.0	collinear
gene:TraesCS6A03G0020200	Chr6A	5797775	5802045	+	5799910	Chr6A	4570544	4574814	+	4572679	1.0	1.0	collinear
gene:TraesCS6A03G0020500	Chr6A	5805544	5807529	+	5806536	Chr6A	4578313	4580298	+	4579305	1.0	1.0	collinear
gene:TraesCS6A03G0020600	Chr6A	5819794	5824850	-	5822322	Chr6A	4592563	4597619	-	4595091	1.0	1.0	collinear
gene:TraesCS6A03G0021000	Chr6A	5905718	5911911	-	5908814	Chr6A	4678487	4684680	-	4681583	1.0	1.0	collinear
gene:TraesCS6A03G0021200	Chr6A	6012694	6014898	-	6013796	Chr6A	4709761	4711965	-	4710863	1.0	1.0	collinear
gene:TraesCS6A03G0021400	Chr6A	6070556	6076563	-	6073559	Chr6A	4767623	4773630	-	4770626	1.0	1.0	collinear
gene:TraesCS6A03G0022100	Chr6A	6339952	6341107	+	6340529	Chr6A	5035363	5036518	+	5035940	1.0	1.0	collinear
gene:TraesCS6A03G0022200	Chr6A	6352582	6353978	-	6353280	Chr6A	5048234	5049630	-	5048932	1.0	1.0	collinear
gene:TraesCS6A03G0022300	Chr6A	6371425	6373326	+	6372375	Chr6A	5067249	5069150	+	5068199	1.0	0.996	collinear
gene:TraesCS6A03G0022500	Chr6A	6375337	6378626	+	6376981	Chr6A	5071161	5074450	+	5072805	1.0	1.0	collinear
gene:TraesCS6A03G0022600	Chr6A	6411841	6413804	+	6412822	Chr6A	5107820	5109783	+	5108801	1.0	1.0	collinear
gene:TraesCS6A03G0022900	Chr6A	6438448	6439725	-	6439086	Chr6A	5134588	5135865	-	5135226	1.0	1.0	collinear
gene:TraesCS6A03G0023100	Chr6A	6509916	6510644	+	6510280	Chr6A	5206572	5207300	+	5206936	1.0	1.0	collinear
gene:TraesCS6A03G0023200	Chr6A	6524784	6526124	-	6525454	Chr6A	5221442	5222782	-	5222112	1.0	1.0	collinear
gene:TraesCS6A03G0023700	Chr6A	6596976	6599759	-	6598367	Chr6A	5294255	5297203	-	5295729	1.0	1.0	collinear
gene:TraesCS6A03G0023800	Chr6A	6622241	6625659	-	6623950	Chr6A	5319080	5322498	-	5320789	1.0	1.0	collinear
gene:TraesCS6A03G0023900	Chr6A	6626599	6627983	-	6627291	Chr6A	5323438	5324822	-	5324130	1.0	1.0	collinear
gene:TraesCS6A03G0024000	Chr6A	6629538	6630206	-	6629872	Chr6A	5326377	5327045	-	5326711	1.0	1.0	collinear
gene:TraesCS6A03G0024300	Chr6A	6660567	6667306	+	6663936	Chr6A	5358104	5364843	+	5361473	1.0	1.0	collinear
gene:TraesCS6A03G0024600	Chr6A	6774114	6781537	-	6777825	Chr6A	5473439	5480862	-	5477150	1.0	1.0	collinear
gene:TraesCS6A03G0024900	Chr6A	6804836	6805735	-	6805285	Chr6A	5504161	5505060	-	5504610	1.0	1.0	collinear
gene:TraesCS6A03G0025400	Chr6A	6851548	6858477	-	6855012	Chr6A	5551169	5558354	-	5554761	1.0	1.0	collinear
gene:TraesCS6A03G0025600	Chr6A	6902719	6905185	+	6903952	Chr6A	5603131	5605597	+	5604364	1.0	1.0	collinear
gene:TraesCS6A03G0025800	Chr6A	6905399	6906874	-	6906136	Chr6A	5605811	5607286	-	5606548	1.0	1.0	collinear
gene:TraesCS6A03G0026000	Chr6A	6969512	6974428	+	6971970	Chr6A	5671555	5676470	+	5674012	0.999	0.998	collinear
gene:TraesCS6A03G0026700	Chr6A	7070593	7072906	+	7071749	Chr6A	5774197	5776510	+	5775353	1.0	1.0	collinear
gene:TraesCS6A03G0027100	Chr6A	7152663	7153604	-	7153133	Chr6A	5856594	5857535	-	5857064	1.0	1.0	collinear
gene:TraesCS6A03G0027200	Chr6A	7157642	7159485	+	7158563	Chr6A	5861573	5863417	+	5862495	1.0	0.999	collinear
gene:TraesCS6A03G0027300	Chr6A	7168596	7170287	-	7169441	Chr6A	5872687	5874378	-	5873532	1.0	1.0	collinear
gene:TraesCS6A03G0027400	Chr6A	7196854	7200678	+	7198766	Chr6A	5900684	5904508	+	5902596	1.0	1.0	collinear
gene:TraesCS6A03G0027500	Chr6A	7212383	7214424	+	7213403	Chr6A	5916514	5918555	+	5917534	1.0	1.0	collinear
gene:TraesCS6A03G0027600	Chr6A	7214456	7215426	+	7214941	Chr6A	5918587	5919557	+	5919072	1.0	1.0	collinear
gene:TraesCS6A03G0028000	Chr6A	7235005	7238338	+	7236671	Chr6A	5939421	5942754	+	5941087	1.0	1.0	collinear
gene:TraesCS6A03G0028200	Chr6A	7482648	7485990	+	7484319	Chr6A	6189852	6193194	+	6191523	1.0	1.0	collinear
gene:TraesCS6A03G0029200	Chr6A	7851077	7857869	+	7854473	Chr6A	6562757	6569872	+	6566314	1.0	1.0	collinear
gene:TraesCS6A03G0029300	Chr6A	7884487	7896338	-	7890412	Chr6A	6596738	6609077	-	6602907	1.0	1.0	collinear
gene:TraesCS6A03G0029600	Chr6A	7984516	7986708	+	7985612	Chr6A	6699199	6701391	+	6700295	1.0	1.0	collinear
gene:TraesCS6A03G0029900	Chr6A	8006338	8010273	+	8008305	Chr6A	6721481	6725416	+	6723448	1.0	1.0	collinear
gene:TraesCS6A03G0030000	Chr6A	8012421	8019811	+	8016116	Chr6A	6727564	6735295	+	6731429	1.0	1.0	collinear
gene:TraesCS6A03G0030100	Chr6A	8024378	8025300	+	8024839	Chr6A	6739737	6740659	+	6740198	1.0	1.0	collinear
gene:TraesCS6A03G0030200	Chr6A	8026626	8027021	-	8026823	Chr6A	6741985	6742380	-	6742182	1.0	1.0	collinear
gene:TraesCS6A03G0030500	Chr6A	8088519	8089226	-	8088872	Chr6A	6804413	6805120	-	6804766	1.0	1.0	collinear
gene:TraesCS6A03G0030700	Chr6A	8173780	8176435	-	8175107	Chr6A	6890789	6893444	-	6892116	1.0	1.0	collinear
gene:TraesCS6A03G0030800	Chr6A	8178068	8179258	+	8178663	Chr6A	6895077	6896267	+	6895672	1.0	1.0	collinear
gene:TraesCS6A03G0031100	Chr6A	8254315	8259017	-	8256666	Chr6A	6972974	6977676	-	6975325	1.0	1.0	collinear
gene:TraesCS6A03G0031400	Chr6A	8311404	8311667	+	8311535	Chr6A	7030744	7031007	+	7030875	1.0	1.0	collinear
gene:TraesCS6A03G0031500	Chr6A	8359684	8360445	+	8360064	Chr6A	7079617	7080378	+	7079997	1.0	1.0	collinear
gene:TraesCS6A03G0031600	Chr6A	8360643	8361830	+	8361236	Chr6A	7080576	7081763	+	7081169	1.0	1.0	collinear
gene:TraesCS6A03G0031700	Chr6A	8371392	8372387	+	8371889	Chr6A	7091325	7092320	+	7091822	1.0	1.0	collinear
gene:TraesCS6A03G0032000	Chr6A	8426090	8431181	+	8428635	Chr6A	7145822	7150913	+	7148367	1.0	1.0	collinear
gene:TraesCS6A03G0032100	Chr6A	8453662	8456939	-	8455300	Chr6A	7173529	7176806	-	7175167	1.0	1.0	collinear
gene:TraesCS6A03G0032400	Chr6A	8464780	8465505	-	8465142	Chr6A	7184647	7185372	-	7185009	1.0	1.0	collinear
gene:TraesCS6A03G0032500	Chr6A	8465688	8466935	-	8466311	Chr6A	7185555	7186802	-	7186178	1.0	1.0	collinear
gene:TraesCS6A03G0032600	Chr6A	8480777	8483787	+	8482282	Chr6A	7200746	7203756	+	7202251	1.0	1.0	collinear
gene:TraesCS6A03G0033800	Chr6A	8672781	8673413	-	8673097	Chr6A	7394432	7395064	-	7394748	1.0	1.0	collinear
gene:TraesCS6A03G0034000	Chr6A	8675368	8676936	-	8676152	Chr6A	7397019	7398587	-	7397803	1.0	1.0	collinear
gene:TraesCS6A03G0034100	Chr6A	8871064	8872769	-	8871916	Chr6A	7595345	7597050	-	7596197	1.0	1.0	collinear
gene:TraesCS6A03G0034200	Chr6A	8972166	8973845	+	8973005	Chr6A	7697400	7699079	+	7698239	1.0	1.0	collinear
gene:TraesCS6A03G0034300	Chr6A	8997549	8999123	+	8998336	Chr6A	7723203	7724777	+	7723990	1.0	1.0	collinear
gene:TraesCS6A03G0034500	Chr6A	9005874	9007685	-	9006779	Chr6A	7731528	7733339	-	7732433	1.0	1.0	collinear
gene:TraesCS6A03G0034700	Chr6A	9243241	9251040	+	9247140	Chr6A	7969464	7977263	+	7973363	1.0	1.0	collinear
gene:TraesCS6A03G0034800	Chr6A	9251429	9255197	+	9253313	Chr6A	7977652	7981420	+	7979536	1.0	1.0	collinear
gene:TraesCS6A03G0034900	Chr6A	9257732	9258127	+	9257929	Chr6A	7983955	7984350	+	7984152	1.0	1.0	collinear
gene:TraesCS6A03G0035000	Chr6A	9258228	9258707	+	9258467	Chr6A	7984451	7984930	+	7984690	1.0	1.0	collinear
gene:TraesCS6A03G0035100	Chr6A	9260463	9263599	+	9262031	Chr6A	7986686	7989822	+	7988254	1.0	1.0	collinear
gene:TraesCS6A03G0035200	Chr6A	9265010	9266230	+	9265620	Chr6A	7991233	7992453	+	7991843	1.0	1.0	collinear
gene:TraesCS6A03G0035400	Chr6A	9271095	9276490	+	9273792	Chr6A	7997318	8002713	+	8000015	1.0	1.0	collinear
gene:TraesCS6A03G0035500	Chr6A	9283912	9284858	-	9284385	Chr6A	8010136	8011082	-	8010609	1.0	1.0	collinear
gene:TraesCS6A03G0035900	Chr6A	9444032	9445186	+	9444609	Chr6A	8170486	8171640	+	8171063	1.0	1.0	collinear
gene:TraesCS6A03G0036100	Chr6A	9448531	9449670	+	9449100	Chr6A	8174985	8176124	+	8175554	1.0	1.0	collinear
gene:TraesCS6A03G0036500	Chr6A	9470666	9471235	-	9470950	Chr6A	8197311	8197880	-	8197595	1.0	1.0	collinear
gene:TraesCS6A03G0036600	Chr6A	9473682	9475429	-	9474555	Chr6A	8200649	8202396	-	8201522	1.0	1.0	collinear
gene:TraesCS6A03G0036700	Chr6A	9481564	9485669	-	9483616	Chr6A	8208530	8212635	-	8210582	1.0	1.0	collinear
gene:TraesCS6A03G0037100	Chr6A	9658772	9660162	+	9659467	Chr6A	8387900	8389290	+	8388595	1.0	1.0	collinear
gene:TraesCS6A03G0037200	Chr6A	9665556	9666056	-	9665806	Chr6A	8394911	8395411	-	8395161	1.0	1.0	collinear
gene:TraesCS6A03G0037400	Chr6A	9668873	9669166	+	9669019	Chr6A	8398228	8398521	+	8398374	1.0	1.0	collinear
gene:TraesCS6A03G0037500	Chr6A	9867419	9868633	+	9868026	Chr6A	8598582	8599796	+	8599189	1.0	1.0	collinear
gene:TraesCS6A03G0037600	Chr6A	9877826	9879013	+	9878419	Chr6A	8608989	8610176	+	8609582	1.0	1.0	collinear
gene:TraesCS6A03G0037700	Chr6A	9888984	9893419	-	9891201	Chr6A	8620147	8624582	-	8622364	1.0	1.0	collinear
gene:TraesCS6A03G0038200	Chr6A	9962522	9968219	-	9965370	Chr6A	8694483	8700180	-	8697331	1.0	1.0	collinear
gene:TraesCS6A03G0038400	Chr6A	9979995	9980516	+	9980255	Chr6A	8712254	8712775	+	8712514	1.0	1.0	collinear
gene:TraesCS6A03G0038500	Chr6A	9980644	9981150	+	9980897	Chr6A	8712903	8713409	+	8713156	1.0	1.0	collinear
gene:TraesCS6A03G0038700	Chr6A	9982202	9982945	-	9982573	Chr6A	8714461	8715204	-	8714832	1.0	1.0	collinear
gene:TraesCS6A03G0038800	Chr6A	10020588	10022382	-	10021485	Chr6A	8753392	8755186	-	8754289	1.0	1.0	collinear
gene:TraesCS6A03G0038900	Chr6A	10058301	10060057	-	10059179	Chr6A	8791105	8792861	-	8791983	1.0	1.0	collinear
gene:TraesCS6A03G0039300	Chr6A	10070593	10071054	-	10070823	Chr6A	8803397	8803858	-	8803627	1.0	1.0	collinear
gene:TraesCS6A03G0039500	Chr6A	10195542	10197545	-	10196543	Chr6A	8867153	8869156	-	8868154	1.0	1.0	collinear
gene:TraesCS6A03G0039900	Chr6A	10318880	10322522	-	10320701	Chr6A	8991545	8995187	-	8993366	1.0	1.0	collinear
gene:TraesCS6A03G0040000	Chr6A	10339644	10342926	-	10341285	Chr6A	9012310	9015592	-	9013951	1.0	1.0	collinear
gene:TraesCS6A03G0040300	Chr6A	10363470	10373065	-	10368267	Chr6A	9036553	9046148	-	9041350	1.0	1.0	collinear
gene:TraesCS6A03G0040500	Chr6A	10376015	10380589	+	10378302	Chr6A	9049098	9053672	+	9051385	1.0	1.0	collinear
gene:TraesCS6A03G0040600	Chr6A	10381223	10381792	+	10381507	Chr6A	9054306	9054875	+	9054590	1.0	1.0	collinear
gene:TraesCS6A03G0040700	Chr6A	10422946	10423200	+	10423073	Chr6A	9098776	9099030	+	9098903	1.0	1.0	collinear
gene:TraesCS6A03G0041000	Chr6A	10428638	10429207	+	10428922	Chr6A	9104468	9105037	+	9104752	1.0	1.0	collinear
gene:TraesCS6A03G0041300	Chr6A	10440680	10441222	+	10440951	Chr6A	9116510	9117052	+	9116781	1.0	1.0	collinear
gene:TraesCS6A03G0041500	Chr6A	10443656	10447229	+	10445442	Chr6A	9119486	9123059	+	9121272	1.0	1.0	collinear
gene:TraesCS6A03G0041800	Chr6A	10500342	10501771	+	10501056	Chr6A	9185748	9187177	+	9186462	1.0	1.0	collinear
gene:TraesCS6A03G0042300	Chr6A	10631402	10634755	+	10633078	Chr6A	9316808	9320161	+	9318484	1.0	1.0	collinear
gene:TraesCS6A03G0042400	Chr6A	10635627	10643113	+	10639370	Chr6A	9321033	9328519	+	9324776	1.0	1.0	collinear
gene:TraesCS6A03G0042600	Chr6A	10650636	10652928	+	10651782	Chr6A	9336042	9338334	+	9337188	1.0	1.0	collinear
gene:TraesCS6A03G0042700	Chr6A	10653443	10656426	+	10654934	Chr6A	9338849	9341832	+	9340340	1.0	1.0	collinear
gene:TraesCS6A03G0042800	Chr6A	10661528	10662935	+	10662231	Chr6A	9346961	9348368	+	9347664	1.0	1.0	collinear
gene:TraesCS6A03G0042900	Chr6A	10664808	10665941	+	10665374	Chr6A	9350241	9351374	+	9350807	1.0	1.0	collinear
gene:TraesCS6A03G0043100	Chr6A	10670192	10670905	+	10670548	Chr6A	9355625	9356338	+	9355981	1.0	1.0	collinear
gene:TraesCS6A03G0043200	Chr6A	10679442	10679948	+	10679695	Chr6A	9365253	9365759	+	9365506	1.0	1.0	collinear
gene:TraesCS6A03G0043300	Chr6A	10686487	10692926	-	10689706	Chr6A	9372298	9378625	-	9375461	1.0	1.0	collinear
