gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_v1_tgt_chr	CS_v1_tgt_start	CS_v1_tgt_end	CS_v1_tgt_strand	CS_v1_tgt_midpoint	CS_v1_coverage	CS_v1_identity
gene:TraesCS7A03G0016200	Chr7A	3702171	3706803	+	3704487	Chr7A	3580873	3585505	+	3583189	1.0	1.0
gene:TraesCS7A03G0016500	Chr7A	3748234	3755701	-	3751967	Chr7A	3627362	3634829	-	3631095	1.0	1.0
gene:TraesCS7A03G0016700	Chr7A	3898594	3902526	+	3900560	Chr7A	3779199	3783131	+	3781165	1.0	1.0
gene:TraesCS7A03G0017000	Chr7A	3922888	3926902	-	3924895	Chr7A	3803493	3807737	-	3805615	1.0	1.0
gene:TraesCS7A03G0017300	Chr7A	3958659	3963485	-	3961072	Chr7A	3839735	3844561	-	3842148	1.0	1.0
gene:TraesCS7A03G0017400	Chr7A	3964572	3969793	-	3967182	Chr7A	3845648	3850869	-	3848258	1.0	1.0
gene:TraesCS7A03G0017500	Chr7A	3969939	3972006	+	3970972	Chr7A	3851015	3853082	+	3852048	1.0	1.0
gene:TraesCS7A03G0017700	Chr7A	3977724	3980995	-	3979359	Chr7A	3858931	3862202	-	3860566	1.0	1.0
gene:TraesCS7A03G0017900	Chr7A	4025082	4030195	-	4027638	Chr7A	3906483	3911596	-	3909039	1.0	1.0
gene:TraesCS7A03G0018000	Chr7A	4096204	4096524	+	4096364	Chr7A	3977784	3978104	+	3977944	1.0	1.0
gene:TraesCS7A03G0018100	Chr7A	4100967	4104780	-	4102873	Chr7A	3982822	3986635	-	3984728	1.0	1.0
gene:TraesCS7A03G0018600	Chr7A	4132285	4134938	-	4133611	Chr7A	4014507	4017160	-	4015833	1.0	1.0
gene:TraesCS7A03G0018700	Chr7A	4138504	4139672	+	4139088	Chr7A	4020726	4021894	+	4021310	1.0	1.0
gene:TraesCS7A03G0018900	Chr7A	4184804	4189871	-	4187337	Chr7A	4067455	4072522	-	4069988	1.0	1.0
gene:TraesCS7A03G0019200	Chr7A	4325829	4328918	-	4327373	Chr7A	4206019	4209108	-	4207563	1.0	1.0
gene:TraesCS7A03G0019300	Chr7A	4371114	4374524	-	4372819	Chr7A	4251676	4255084	-	4253380	1.0	1.0
gene:TraesCS7A03G0019500	Chr7A	4446713	4449380	-	4448046	Chr7A	4327689	4330356	-	4329022	1.0	1.0
gene:TraesCS7A03G0019700	Chr7A	4547141	4552873	-	4550007	Chr7A	4429532	4433441	-	4431486	0.978	0.978
gene:TraesCS7A03G0019800	Chr7A	4588855	4599542	-	4594198	Chr7A	4472189	4481890	-	4477039	0.984	0.984
gene:TraesCS7A03G0020200	Chr7A	4644533	4647335	-	4645934	Chr7A	4528469	4531271	-	4529870	1.0	1.0
gene:TraesCS7A03G0020500	Chr7A	4671373	4675527	-	4673450	Chr7A	4555704	4559858	-	4557781	1.0	1.0
gene:TraesCS7A03G0020800	Chr7A	4740206	4744501	+	4742353	Chr7A	4625252	4629547	+	4627399	1.0	1.0
gene:TraesCS7A03G0021000	Chr7A	4800287	4802889	-	4801588	Chr7A	4685333	4687935	-	4686634	1.0	1.0
gene:TraesCS7A03G0021500	Chr7A	4856737	4859672	+	4858204	Chr7A	4742410	4745345	+	4743877	1.0	1.0
gene:TraesCS7A03G0021600	Chr7A	4864229	4867081	-	4865655	Chr7A	4749535	4752387	-	4750961	1.0	1.0
gene:TraesCS7A03G0021700	Chr7A	4878340	4881673	+	4880006	Chr7A	4763894	4767227	+	4765560	1.0	1.0
gene:TraesCS7A03G0022300	Chr7A	4916433	4920844	+	4918638	Chr7A	4802969	4807380	+	4805174	1.0	1.0
gene:TraesCS7A03G0022400	Chr7A	5009654	5015968	+	5012811	Chr7A	4891028	4897342	+	4894185	1.0	1.0
gene:TraesCS7A03G0022500	Chr7A	5016478	5018222	-	5017350	Chr7A	4898068	4899812	-	4898940	1.0	1.0
gene:TraesCS7A03G0022900	Chr7A	5066588	5067160	+	5066874	Chr7A	4948178	4948750	+	4948464	1.0	1.0
gene:TraesCS7A03G0023300	Chr7A	5079248	5079566	+	5079407	Chr7A	4960838	4961156	+	4960997	1.0	1.0
gene:TraesCS7A03G0023400	Chr7A	5080748	5081470	+	5081109	Chr7A	4962338	4963060	+	4962699	1.0	1.0
gene:TraesCS7A03G0023800	Chr7A	5091133	5093122	-	5092127	Chr7A	4973224	4975213	-	4974218	1.0	1.0
gene:TraesCS7A03G0024000	Chr7A	5117447	5120524	+	5118985	Chr7A	4999477	5002554	+	5001015	1.0	1.0
gene:TraesCS7A03G0024200	Chr7A	5132823	5133746	+	5133284	Chr7A	5014853	5015776	+	5015314	1.0	1.0
gene:TraesCS7A03G0024300	Chr7A	5140701	5142543	+	5141622	Chr7A	5022731	5024573	+	5023652	1.0	1.0
gene:TraesCS7A03G0024500	Chr7A	5195512	5204240	-	5199876	Chr7A	5077671	5086399	-	5082035	1.0	1.0
gene:TraesCS7A03G0024800	Chr7A	5268412	5270855	+	5269633	Chr7A	5151100	5153543	+	5152321	1.0	1.0
gene:TraesCS7A03G0024900	Chr7A	5296945	5301240	-	5299092	Chr7A	5180089	5184384	-	5182236	1.0	1.0
gene:TraesCS7A03G0025000	Chr7A	5316257	5319011	+	5317634	Chr7A	5199401	5202155	+	5200778	1.0	1.0
gene:TraesCS7A03G0025300	Chr7A	5496403	5499150	-	5497776	Chr7A	5351283	5354030	-	5352656	1.0	1.0
gene:TraesCS7A03G0025400	Chr7A	5507071	5509862	+	5508466	Chr7A	5361951	5364742	+	5363346	1.0	1.0
gene:TraesCS7A03G0025500	Chr7A	5511051	5512881	-	5511966	Chr7A	5365931	5367761	-	5366846	1.0	1.0
gene:TraesCS7A03G0025600	Chr7A	5564288	5566143	+	5565215	Chr7A	5419326	5421181	+	5420253	1.0	1.0
gene:TraesCS7A03G0025900	Chr7A	5577734	5580627	+	5579180	Chr7A	5432770	5435663	+	5434216	1.0	1.0
gene:TraesCS7A03G0026000	Chr7A	5617281	5617708	-	5617494	Chr7A	5472092	5472519	-	5472305	1.0	1.0
gene:TraesCS7A03G0026500	Chr7A	5668781	5674042	+	5671411	Chr7A	5525387	5530648	+	5528017	1.0	1.0
gene:TraesCS7A03G0026700	Chr7A	5751437	5754641	+	5753039	Chr7A	5609948	5613152	+	5611550	1.0	1.0
gene:TraesCS7A03G0026800	Chr7A	5755527	5757899	-	5756713	Chr7A	5614038	5616410	-	5615224	1.0	1.0
gene:TraesCS7A03G0027000	Chr7A	5819767	5822102	+	5820934	Chr7A	5678988	5681323	+	5680155	1.0	1.0
gene:TraesCS7A03G0027400	Chr7A	5885898	5888914	-	5887406	Chr7A	5746018	5749034	-	5747526	1.0	1.0
gene:TraesCS7A03G0027900	Chr7A	6035168	6036281	+	6035724	Chr7A	5795181	5796294	+	5795737	1.0	1.0
gene:TraesCS7A03G0028200	Chr7A	6150579	6151773	+	6151176	Chr7A	5910601	5911795	+	5911198	1.0	1.0
gene:TraesCS7A03G0028800	Chr7A	6336447	6342372	+	6339409	Chr7A	6096469	6102394	+	6099431	1.0	1.0
gene:TraesCS7A03G0028900	Chr7A	6372411	6373532	-	6372971	Chr7A	6132433	6133554	-	6132993	1.0	1.0
gene:TraesCS7A03G0029100	Chr7A	6494615	6499171	+	6496893	Chr7A	6165203	6169759	+	6167481	1.0	1.0
gene:TraesCS7A03G0029200	Chr7A	6564709	6568468	+	6566588	Chr7A	6235298	6239057	+	6237177	1.0	1.0
gene:TraesCS7A03G0029300	Chr7A	6606264	6607268	+	6606766	Chr7A	6276854	6277858	+	6277356	1.0	1.0
gene:TraesCS7A03G0029500	Chr7A	6626336	6629683	+	6628009	Chr7A	6297519	6300866	+	6299192	1.0	1.0
gene:TraesCS7A03G0029600	Chr7A	6631147	6634045	-	6632596	Chr7A	6302330	6305228	-	6303779	1.0	1.0
gene:TraesCS7A03G0029800	Chr7A	6653409	6656928	-	6655168	Chr7A	6325342	6328861	-	6327101	1.0	1.0
gene:TraesCS7A03G0029900	Chr7A	6658548	6661327	+	6659937	Chr7A	6330481	6333318	+	6331899	1.0	1.0
gene:TraesCS7A03G0030000	Chr7A	6662289	6666108	-	6664198	Chr7A	6334277	6338101	-	6336189	0.999	0.995
gene:TraesCS7A03G0030500	Chr7A	6752847	6753131	+	6752989	Chr7A	6425385	6425669	+	6425527	1.0	1.0
gene:TraesCS7A03G0030700	Chr7A	6815571	6816641	-	6816106	Chr7A	6488375	6489445	-	6488910	1.0	1.0
gene:TraesCS7A03G0030900	Chr7A	6822543	6827726	-	6825134	Chr7A	6495347	6500530	-	6497938	1.0	1.0
gene:TraesCS7A03G0031000	Chr7A	6830243	6836892	+	6833567	Chr7A	6503047	6509696	+	6506371	1.0	1.0
gene:TraesCS7A03G0031200	Chr7A	6837675	6853871	-	6845773	Chr7A	6510479	6527033	-	6518756	1.0	1.0
gene:TraesCS7A03G0031600	Chr7A	6858607	6861545	+	6860076	Chr7A	6531769	6534707	+	6533238	1.0	1.0
gene:TraesCS7A03G0031700	Chr7A	6862393	6871357	-	6866875	Chr7A	6535850	6544814	-	6540332	1.0	1.0
gene:TraesCS7A03G0031800	Chr7A	6921839	6925305	+	6923572	Chr7A	6595334	6598800	+	6597067	1.0	1.0
gene:TraesCS7A03G0031900	Chr7A	6977752	6985318	+	6981535	Chr7A	6650955	6658521	+	6654738	1.0	1.0
gene:TraesCS7A03G0032100	Chr7A	6990682	6993923	+	6992302	Chr7A	6663885	6667126	+	6665505	1.0	1.0
gene:TraesCS7A03G0032300	Chr7A	7006177	7006518	-	7006347	Chr7A	6679380	6679721	-	6679550	1.0	1.0
gene:TraesCS7A03G0032400	Chr7A	7036398	7037277	+	7036837	Chr7A	6709789	6710668	+	6710228	1.0	1.0
gene:TraesCS7A03G0032700	Chr7A	7082037	7082611	+	7082324	Chr7A	6755752	6756326	+	6756039	1.0	1.0
gene:TraesCS7A03G0032800	Chr7A	7095091	7102497	+	7098794	Chr7A	6768806	6776212	+	6772509	1.0	1.0
gene:TraesCS7A03G0033300	Chr7A	7128421	7129914	+	7129167	Chr7A	6802504	6803997	+	6803250	1.0	1.0
gene:TraesCS7A03G0033500	Chr7A	7170906	7174675	-	7172790	Chr7A	6845713	6849482	-	6847597	1.0	1.0
gene:TraesCS7A03G0033700	Chr7A	7189004	7192565	+	7190784	Chr7A	6863811	6867372	+	6865591	1.0	1.0
gene:TraesCS7A03G0033900	Chr7A	7207592	7209410	+	7208501	Chr7A	6882679	6884497	+	6883588	1.0	1.0
gene:TraesCS7A03G0034000	Chr7A	7248653	7253990	-	7251321	Chr7A	6924053	6929390	-	6926721	1.0	1.0
gene:TraesCS7A03G0034300	Chr7A	7365585	7369431	-	7367508	Chr7A	7041419	7045265	-	7043342	1.0	1.0
gene:TraesCS7A03G0034600	Chr7A	7389200	7390800	+	7390000	Chr7A	7065034	7066634	+	7065834	1.0	1.0
gene:TraesCS7A03G0034900	Chr7A	7609907	7619739	+	7614823	Chr7A	7126698	7136530	+	7131614	1.0	1.0
gene:TraesCS7A03G0035200	Chr7A	7773811	7783696	+	7778753	Chr7A	7290947	7301293	+	7296120	1.0	1.0
gene:TraesCS7A03G0035300	Chr7A	7800067	7810625	-	7805346	Chr7A	7317980	7328538	-	7323259	1.0	1.0
gene:TraesCS7A03G0035900	Chr7A	7904287	7905432	+	7904859	Chr7A	7422832	7423977	+	7423404	1.0	0.997
gene:TraesCS7A03G0036100	Chr7A	7911888	7914356	+	7913122	Chr7A	7430434	7432902	+	7431668	1.0	1.0
gene:TraesCS7A03G0036500	Chr7A	7967871	7968134	-	7968002	Chr7A	7486586	7486849	-	7486717	1.0	1.0
gene:TraesCS7A03G0036700	Chr7A	7973089	7980063	+	7976576	Chr7A	7491804	7498778	+	7495291	1.0	1.0
gene:TraesCS7A03G0037000	Chr7A	7992562	7995885	+	7994223	Chr7A	7511277	7514600	+	7512938	1.0	1.0
gene:TraesCS7A03G0037100	Chr7A	8003275	8005952	+	8004613	Chr7A	7521990	7524667	+	7523328	1.0	1.0
gene:TraesCS7A03G0037400	Chr7A	8065119	8067440	-	8066279	Chr7A	7583834	7586155	-	7584994	1.0	1.0
gene:TraesCS7A03G0037500	Chr7A	8067789	8074281	-	8071035	Chr7A	7586504	7592996	-	7589750	1.0	1.0
gene:TraesCS7A03G0037600	Chr7A	8074507	8078975	+	8076741	Chr7A	7593222	7597690	+	7595456	1.0	1.0
gene:TraesCS7A03G0037700	Chr7A	8079325	8081812	+	8080568	Chr7A	7598040	7600527	+	7599283	1.0	1.0
gene:TraesCS7A03G0037800	Chr7A	8109989	8111788	+	8110888	Chr7A	7628704	7630503	+	7629603	1.0	1.0
gene:TraesCS7A03G0037900	Chr7A	8115358	8116697	+	8116027	Chr7A	7634073	7635412	+	7634742	1.0	1.0
gene:TraesCS7A03G0038000	Chr7A	8150447	8151361	+	8150904	Chr7A	7669382	7670296	+	7669839	1.0	1.0
gene:TraesCS7A03G0038300	Chr7A	8183400	8185152	+	8184276	Chr7A	7702333	7704085	+	7703209	1.0	1.0
gene:TraesCS7A03G0038500	Chr7A	8207938	8211349	-	8209643	Chr7A	7727287	7730698	-	7728992	1.0	1.0
gene:TraesCS7A03G0038600	Chr7A	8246254	8249389	+	8247821	Chr7A	7765603	7768738	+	7767170	1.0	1.0
gene:TraesCS7A03G0038700	Chr7A	8252788	8254596	-	8253692	Chr7A	7772601	7774409	-	7773505	1.0	1.0
gene:TraesCS7A03G0038800	Chr7A	8297439	8298818	+	8298128	Chr7A	7817259	7818638	+	7817948	1.0	1.0
gene:TraesCS7A03G0038900	Chr7A	8304816	8306652	+	8305734	Chr7A	7824637	7826473	+	7825555	1.0	1.0
gene:TraesCS7A03G0039100	Chr7A	8312535	8314855	+	8313695	Chr7A	7832356	7834676	+	7833516	1.0	1.0
gene:TraesCS7A03G0039300	Chr7A	8357539	8357709	+	8357624	Chr7A	7877859	7878029	+	7877944	1.0	1.0
gene:TraesCS7A03G0039600	Chr7A	8392590	8392778	+	8392684	Chr7A	7912911	7913099	+	7913005	1.0	1.0
gene:TraesCS7A03G0039500	Chr7A	8392181	8395198	-	8393689	Chr7A	7912502	7915519	-	7914010	1.0	1.0
gene:TraesCS7A03G0039700	Chr7A	8398645	8401230	+	8399937	Chr7A	7918966	7921551	+	7920258	1.0	1.0
gene:TraesCS7A03G0040000	Chr7A	8413816	8414663	-	8414239	Chr7A	7934137	7934984	-	7934560	1.0	1.0
gene:TraesCS7A03G0040100	Chr7A	8416437	8418697	+	8417567	Chr7A	7936758	7939018	+	7937888	1.0	1.0
gene:TraesCS7A03G0040200	Chr7A	8445274	8446080	+	8445677	Chr7A	7965956	7966762	+	7966359	1.0	1.0
gene:TraesCS7A03G0040400	Chr7A	8577403	8577825	+	8577614	Chr7A	8062903	8063325	+	8063114	1.0	1.0
gene:TraesCS7A03G0040600	Chr7A	8592534	8592797	-	8592665	Chr7A	8078034	8078297	-	8078165	1.0	1.0
gene:TraesCS7A03G0040700	Chr7A	8619674	8620480	+	8620077	Chr7A	8105174	8105980	+	8105577	1.0	1.0
gene:TraesCS7A03G0041300	Chr7A	8765956	8771484	-	8768720	Chr7A	8251456	8256984	-	8254220	1.0	1.0
gene:TraesCS7A03G0041400	Chr7A	8773031	8777173	-	8775102	Chr7A	8258531	8262673	-	8260602	1.0	1.0
gene:TraesCS7A03G0041500	Chr7A	8777742	8780742	-	8779242	Chr7A	8263242	8266242	-	8264742	1.0	1.0
gene:TraesCS7A03G0041700	Chr7A	8884574	8886768	+	8885671	Chr7A	8371523	8373717	+	8372620	1.0	1.0
gene:TraesCS7A03G0041900	Chr7A	8886782	8889674	-	8888228	Chr7A	8373731	8376623	-	8375177	1.0	1.0
gene:TraesCS7A03G0042000	Chr7A	8894178	8896509	+	8895343	Chr7A	8381127	8383458	+	8382292	1.0	1.0
gene:TraesCS7A03G0042100	Chr7A	8931580	8932227	-	8931903	Chr7A	8410460	8411107	-	8410783	1.0	1.0
gene:TraesCS7A03G0042200	Chr7A	8931580	8932227	-	8931903	Chr7A	8410460	8411107	-	8410783	1.0	1.0
gene:TraesCS7A03G0042900	Chr7A	9049554	9051183	+	9050368	Chr7A	8529069	8530698	+	8529883	1.0	1.0
gene:TraesCS7A03G0043100	Chr7A	9068681	9070066	+	9069373	Chr7A	8548646	8550031	+	8549338	1.0	1.0
gene:TraesCS7A03G0043200	Chr7A	9103921	9106031	+	9104976	Chr7A	8590273	8592383	+	8591328	1.0	1.0
gene:TraesCS7A03G0043300	Chr7A	9147513	9150814	+	9149163	Chr7A	8634427	8637728	+	8636077	1.0	1.0
gene:TraesCS7A03G0043400	Chr7A	9166827	9169280	+	9168053	Chr7A	8653739	8656192	+	8654965	1.0	1.0
gene:TraesCS7A03G0043500	Chr7A	9183618	9187813	+	9185715	Chr7A	8670530	8674724	+	8672627	0.999	0.999
gene:TraesCS7A03G0043600	Chr7A	9201573	9203157	+	9202365	Chr7A	8688484	8690068	+	8689276	1.0	1.0
gene:TraesCS7A03G0043800	Chr7A	9203699	9208536	-	9206117	Chr7A	8690610	8695447	-	8693028	1.0	1.0
gene:TraesCS7A03G0044100	Chr7A	9245682	9246275	+	9245978	Chr7A	8733345	8733938	+	8733641	1.0	1.0
gene:TraesCS7A03G0044300	Chr7A	9274232	9275345	-	9274788	Chr7A	8761896	8763009	-	8762452	1.0	1.0
gene:TraesCS7A03G0044400	Chr7A	9286939	9293503	-	9290221	Chr7A	8774656	8781215	-	8777935	1.0	1.0
gene:TraesCS7A03G0044500	Chr7A	9295865	9303787	+	9299826	Chr7A	8783577	8791499	+	8787538	1.0	1.0
gene:TraesCS7A03G0044700	Chr7A	9314587	9315742	-	9315164	Chr7A	8802585	8803740	-	8803162	1.0	1.0
