gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_v1_tgt_chr	CS_v1_tgt_start	CS_v1_tgt_end	CS_v1_tgt_strand	CS_v1_tgt_midpoint	CS_v1_coverage	CS_v1_identity
gene:TraesCS2A03G0027400	Chr2A	6897295	6903634	+	6900464	Chr2A	4970401	4976740	+	4973570	1.0	1.0
gene:TraesCS2A03G0027500	Chr2A	6904995	6909268	-	6907131	Chr2A	4978101	4982374	-	4980237	1.0	1.0
gene:TraesCS2A03G0027900	Chr2A	7114869	7118510	+	7116689	Chr2A	5187975	5191616	+	5189795	1.0	1.0
gene:TraesCS2A03G0028400	Chr2A	7216325	7216822	-	7216573	Chr2A	5290647	5291144	-	5290895	1.0	1.0
gene:TraesCS2A03G0028800	Chr2A	7233754	7237627	+	7235690	Chr2A	5308405	5312278	+	5310341	1.0	1.0
gene:TraesCS2A03G0029000	Chr2A	7328862	7329442	-	7329152	Chr2A	5404732	5405312	-	5405022	1.0	1.0
gene:TraesCS2A03G0029100	Chr2A	7406482	7410268	-	7408375	Chr2A	5483072	5486858	-	5484965	1.0	1.0
gene:TraesCS2A03G0029200	Chr2A	7448913	7452453	-	7450683	Chr2A	5525814	5529354	-	5527584	1.0	1.0
gene:TraesCS2A03G0029500	Chr2A	7555929	7559228	+	7557578	Chr2A	5634066	5637365	+	5635715	1.0	1.0
gene:TraesCS2A03G0029600	Chr2A	7563339	7564570	-	7563954	Chr2A	5641476	5642707	-	5642091	1.0	1.0
gene:TraesCS2A03G0029700	Chr2A	7569124	7569672	-	7569398	Chr2A	5646829	5647377	-	5647103	1.0	1.0
gene:TraesCS2A03G0029800	Chr2A	7574152	7575954	+	7575053	Chr2A	5651861	5653663	+	5652762	1.0	1.0
gene:TraesCS2A03G0029900	Chr2A	7585507	7588045	-	7586776	Chr2A	5663471	5666009	-	5664740	1.0	1.0
gene:TraesCS2A03G0030000	Chr2A	7594702	7595382	+	7595042	Chr2A	5672666	5673346	+	5673006	1.0	1.0
gene:TraesCS2A03G0030200	Chr2A	7598011	7601005	+	7599508	Chr2A	5675975	5678969	+	5677472	1.0	1.0
gene:TraesCS2A03G0030500	Chr2A	7611561	7614909	-	7613235	Chr2A	5689525	5692873	-	5691199	1.0	1.0
gene:TraesCS2A03G0030600	Chr2A	7629304	7633851	+	7631577	Chr2A	5707439	5711986	+	5709712	1.0	1.0
gene:TraesCS2A03G0030800	Chr2A	7703695	7706561	-	7705128	Chr2A	5782815	5785681	-	5784248	1.0	1.0
gene:TraesCS2A03G0030900	Chr2A	7708277	7709952	-	7709114	Chr2A	5787397	5789072	-	5788234	1.0	1.0
gene:TraesCS2A03G0031000	Chr2A	7821445	7821819	+	7821632	Chr2A	5901042	5901416	+	5901229	1.0	1.0
gene:TraesCS2A03G0031100	Chr2A	7828624	7832791	+	7830707	Chr2A	5908221	5912388	+	5910304	1.0	1.0
gene:TraesCS2A03G0031200	Chr2A	7847760	7850284	+	7849022	Chr2A	5927556	5930080	+	5928818	1.0	1.0
gene:TraesCS2A03G0031500	Chr2A	7974393	7974638	-	7974515	Chr2A	6055857	6056102	-	6055979	1.0	1.0
gene:TraesCS2A03G0032000	Chr2A	8046439	8047681	+	8047060	Chr2A	6127903	6129145	+	6128524	1.0	1.0
gene:TraesCS2A03G0032100	Chr2A	8053305	8054623	+	8053964	Chr2A	6082025	6083343	+	6082684	1.0	1.0
gene:TraesCS2A03G0032600	Chr2A	8161335	8161580	+	8161457	Chr2A	6243555	6243800	+	6243677	1.0	1.0
gene:TraesCS2A03G0033200	Chr2A	8496588	8497826	+	8497207	Chr2A	7328301	7329539	+	7328920	1.0	1.0
gene:TraesCS2A03G0033300	Chr2A	8548521	8554912	+	8551716	Chr2A	7380550	7387205	+	7383877	1.0	1.0
gene:TraesCS2A03G0034000	Chr2A	8678044	8678999	-	8678521	Chr2A	7513301	7514256	-	7513778	1.0	1.0
gene:TraesCS2A03G0034300	Chr2A	8691026	8692151	+	8691588	Chr2A	7526283	7527408	+	7526845	1.0	1.0
gene:TraesCS2A03G0034400	Chr2A	8709301	8716514	-	8712907	Chr2A	7544927	7552383	-	7548655	1.0	1.0
gene:TraesCS2A03G0034600	Chr2A	8850722	8856225	-	8853473	Chr2A	7687208	7692711	-	7689959	1.0	1.0
gene:TraesCS2A03G0034700	Chr2A	8890522	8892207	+	8891364	Chr2A	7727315	7729000	+	7728157	1.0	1.0
gene:TraesCS2A03G0034800	Chr2A	8904391	8906110	+	8905250	Chr2A	7741495	7743214	+	7742354	1.0	1.0
gene:TraesCS2A03G0034900	Chr2A	8908282	8912918	+	8910600	Chr2A	7745388	7750024	+	7747706	1.0	1.0
gene:TraesCS2A03G0035200	Chr2A	8949289	8950740	+	8950014	Chr2A	7786502	7787953	+	7787227	1.0	1.0
gene:TraesCS2A03G0035500	Chr2A	9497087	9499842	+	9498464	Chr2A	7806748	7809503	+	7808125	1.0	1.0
gene:TraesCS2A03G0036100	Chr2A	9609521	9612375	+	9610948	Chr2A	7919182	7922036	+	7920609	1.0	1.0
gene:TraesCS2A03G0036200	Chr2A	9614291	9618881	-	9616586	Chr2A	7923952	7928542	-	7926247	1.0	1.0
gene:TraesCS2A03G0036800	Chr2A	9831458	9833452	-	9832455	Chr2A	8141118	8143112	-	8142115	1.0	1.0
gene:TraesCS2A03G0036900	Chr2A	9838071	9840946	+	9839508	Chr2A	8147731	8150606	+	8149168	1.0	1.0
gene:TraesCS2A03G0037000	Chr2A	9864423	9870187	+	9867305	Chr2A	8174083	8179847	+	8176965	1.0	1.0
gene:TraesCS2A03G0037100	Chr2A	9870676	9873085	-	9871880	Chr2A	8180336	8182745	-	8181540	1.0	1.0
gene:TraesCS2A03G0037300	Chr2A	10057499	10059853	-	10058676	Chr2A	8368596	8370950	-	8369773	1.0	1.0
gene:TraesCS2A03G0037500	Chr2A	10101484	10102944	+	10102214	Chr2A	8413111	8414571	+	8413841	1.0	1.0
gene:TraesCS2A03G0037700	Chr2A	10229780	10230394	+	10230087	Chr2A	8543341	8543955	+	8543648	1.0	1.0
gene:TraesCS2A03G0037900	Chr2A	10312993	10314464	+	10313728	Chr2A	8627425	8628896	+	8628160	1.0	1.0
gene:TraesCS2A03G0038000	Chr2A	10316507	10318063	+	10317285	Chr2A	8630939	8632495	+	8631717	1.0	1.0
gene:TraesCS2A03G0038100	Chr2A	10368296	10369996	+	10369146	Chr2A	8682728	8684428	+	8683578	1.0	1.0
gene:TraesCS2A03G0038200	Chr2A	10392963	10394455	+	10393709	Chr2A	8707395	8708887	+	8708141	1.0	1.0
gene:TraesCS2A03G0038300	Chr2A	10404599	10408710	+	10406654	Chr2A	8719425	8723536	+	8721480	1.0	1.0
gene:TraesCS2A03G0038400	Chr2A	10412476	10414101	+	10413288	Chr2A	8727302	8728927	+	8728114	1.0	1.0
gene:TraesCS2A03G0038500	Chr2A	10419981	10421441	-	10420711	Chr2A	8735357	8736817	-	8736087	1.0	1.0
gene:TraesCS2A03G0038800	Chr2A	10440469	10442337	-	10441403	Chr2A	8755845	8757713	-	8756779	1.0	1.0
gene:TraesCS2A03G0039100	Chr2A	11017143	11018591	-	11017867	Chr2A	9982953	9984401	+	9983677	1.0	1.0
gene:TraesCS2A03G0039400	Chr2A	11049077	11050675	+	11049876	Chr2A	9949729	9951327	-	9950528	1.0	1.0
gene:TraesCS2A03G0039500	Chr2A	11054856	11056310	-	11055583	Chr2A	9944094	9945548	+	9944821	1.0	1.0
gene:TraesCS2A03G0039700	Chr2A	11060893	11063346	+	11062119	Chr2A	9936881	9939334	-	9938107	1.0	1.0
gene:TraesCS2A03G0039800	Chr2A	11150494	11152195	-	11151344	Chr2A	9847578	9849279	+	9848428	1.0	1.0
gene:TraesCS2A03G0039900	Chr2A	11157585	11158064	-	11157824	Chr2A	9841709	9842188	+	9841948	1.0	1.0
gene:TraesCS2A03G0040600	Chr2A	11218311	11221536	-	11219923	Chr2A	9776430	9779655	+	9778042	1.0	1.0
gene:TraesCS2A03G0040700	Chr2A	11308933	11312689	-	11310811	Chr2A	9681842	9685598	+	9683720	1.0	1.0
gene:TraesCS2A03G0041300	Chr2A	11324593	11326032	-	11325312	Chr2A	9668499	9669938	+	9669218	1.0	1.0
gene:TraesCS2A03G0041200	Chr2A	11324593	11326032	-	11325312	Chr2A	9668499	9669938	+	9669218	1.0	1.0
gene:TraesCS2A03G0041400	Chr2A	11328015	11328869	-	11328442	Chr2A	9665662	9666516	+	9666089	1.0	1.0
gene:TraesCS2A03G0041600	Chr2A	11328015	11328869	-	11328442	Chr2A	9665662	9666516	+	9666089	1.0	1.0
gene:TraesCS2A03G0041500	Chr2A	11328015	11328869	-	11328442	Chr2A	9665662	9666516	+	9666089	1.0	1.0
gene:TraesCS2A03G0041800	Chr2A	11363454	11372152	-	11367803	Chr2A	8788810	8797508	-	8793159	1.0	1.0
gene:TraesCS2A03G0042000	Chr2A	11381853	11383879	+	11382866	Chr2A	8807209	8809235	+	8808222	1.0	1.0
gene:TraesCS2A03G0042300	Chr2A	11632000	11634387	+	11633193	Chr2A	9057934	9060321	+	9059127	1.0	1.0
gene:TraesCS2A03G0042400	Chr2A	11662733	11663308	-	11663020	Chr2A	9088667	9089242	-	9088954	1.0	1.0
gene:TraesCS2A03G0042500	Chr2A	11666485	11667438	-	11666961	Chr2A	9093031	9093984	-	9093507	1.0	0.981
gene:TraesCS2A03G0042800	Chr2A	11683659	11684394	-	11684026	Chr2A	9110381	9111116	-	9110748	1.0	1.0
gene:TraesCS2A03G0042900	Chr2A	11693710	11694898	-	11694304	Chr2A	9120432	9121620	-	9121026	1.0	1.0
gene:TraesCS2A03G0043400	Chr2A	11752168	11754017	+	11753092	Chr2A	9180390	9182239	+	9181314	1.0	0.996
gene:TraesCS2A03G0043600	Chr2A	11887767	11889468	+	11888617	Chr2A	9316530	9318231	+	9317380	1.0	1.0
gene:TraesCS2A03G0044400	Chr2A	11966365	11967985	+	11967175	Chr2A	9395128	9396748	+	9395938	1.0	1.0
gene:TraesCS2A03G0044500	Chr2A	12103080	12103741	+	12103410	Chr2A	9537127	9537788	+	9537457	1.0	1.0
gene:TraesCS2A03G0044800	Chr2A	12279438	12281423	-	12280430	Chr2A	10373829	10375814	+	10374821	1.0	1.0
gene:TraesCS2A03G0045000	Chr2A	12415768	12416658	+	12416213	Chr2A	10238043	10238933	-	10238488	1.0	1.0
gene:TraesCS2A03G0045100	Chr2A	12436869	12437720	+	12437294	Chr2A	10216981	10217832	-	10217406	1.0	1.0
gene:TraesCS2A03G0045200	Chr2A	12453651	12456342	-	12454996	Chr2A	10198359	10201050	+	10199704	1.0	1.0
gene:TraesCS2A03G0045500	Chr2A	12797591	12799207	+	12798399	Chr2A	10464812	10466428	+	10465620	1.0	1.0
gene:TraesCS2A03G0045600	Chr2A	12817959	12819670	-	12818814	Chr2A	10485180	10486891	-	10486035	1.0	1.0
gene:TraesCS2A03G0045700	Chr2A	12838317	12841002	+	12839659	Chr2A	10506080	10508765	+	10507422	1.0	1.0
gene:TraesCS2A03G0046000	Chr2A	12913556	12918974	+	12916265	Chr2A	10582186	10587604	+	10584895	1.0	1.0
gene:TraesCS2A03G0046100	Chr2A	12928695	12934990	-	12931842	Chr2A	10596264	10602559	-	10599411	1.0	1.0
gene:TraesCS2A03G0046400	Chr2A	13060511	13064012	+	13062261	Chr2A	10728899	10732400	+	10730649	1.0	1.0
gene:TraesCS2A03G0046500	Chr2A	13065737	13082790	-	13074263	Chr2A	10734405	10751458	-	10742931	1.0	1.0
gene:TraesCS2A03G0046800	Chr2A	13174258	13176698	-	13175478	Chr2A	10843480	10845920	-	10844700	1.0	1.0
gene:TraesCS2A03G0046900	Chr2A	13241542	13245181	+	13243361	Chr2A	10911042	10914681	+	10912861	1.0	0.998
gene:TraesCS2A03G0047000	Chr2A	13310636	13312962	+	13311799	Chr2A	10980928	10983254	+	10982091	1.0	1.0
gene:TraesCS2A03G0047100	Chr2A	13321859	13325316	-	13323587	Chr2A	10992545	10996031	-	10994288	0.988	0.966
gene:TraesCS2A03G0047300	Chr2A	13352800	13354685	-	13353742	Chr2A	11023818	11025703	-	11024760	1.0	1.0
