gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_v1_tgt_chr	CS_v1_tgt_start	CS_v1_tgt_end	CS_v1_tgt_strand	CS_v1_tgt_midpoint	CS_v1_coverage	CS_v1_identity	segment
gene:TraesCS5A03G0010500	Chr5A	4295044	4309997	+	4302520	Chr5A	3390922	3406014	+	3398468	1.0	1.0	collinear
gene:TraesCS5A03G0010600	Chr5A	4314200	4318047	-	4316123	Chr5A	3410396	3414243	-	3412319	1.0	1.0	collinear
gene:TraesCS5A03G0010800	Chr5A	4324864	4327830	-	4326347	Chr5A	3421438	3424404	-	3422921	1.0	1.0	collinear
gene:TraesCS5A03G0010900	Chr5A	4334824	4335825	-	4335324	Chr5A	3431398	3432399	-	3431898	1.0	1.0	collinear
gene:TraesCS5A03G0011000	Chr5A	4338873	4349382	+	4344127	Chr5A	3435395	3445904	+	3440649	1.0	1.0	collinear
gene:TraesCS5A03G0011200	Chr5A	4407568	4419230	+	4413399	Chr5A	3504754	3516416	+	3510585	1.0	1.0	collinear
gene:TraesCS5A03G0011300	Chr5A	4421557	4424972	+	4423264	Chr5A	3518743	3522158	+	3520450	1.0	1.0	collinear
gene:TraesCS5A03G0011400	Chr5A	4427274	4431603	+	4429438	Chr5A	3524460	3528789	+	3526624	1.0	1.0	collinear
gene:TraesCS5A03G0011500	Chr5A	4458508	4461918	+	4460213	Chr5A	3555694	3559104	+	3557399	1.0	1.0	collinear
gene:TraesCS5A03G0012100	Chr5A	4601170	4603965	+	4602567	Chr5A	3699014	3701809	+	3700411	1.0	1.0	collinear
gene:TraesCS5A03G0012300	Chr5A	4671465	4675475	+	4673470	Chr5A	3769294	3773304	+	3771299	1.0	1.0	collinear
gene:TraesCS5A03G0013100	Chr5A	4904676	4905811	+	4905243	Chr5A	3991976	3993111	+	3992543	1.0	1.0	collinear
gene:TraesCS5A03G0013200	Chr5A	4919883	4925344	+	4922613	Chr5A	4007183	4012644	+	4009913	1.0	1.0	collinear
gene:TraesCS5A03G0013300	Chr5A	4930158	4933157	-	4931657	Chr5A	4017458	4020457	-	4018957	1.0	1.0	collinear
gene:TraesCS5A03G0013900	Chr5A	4955513	4957493	+	4956503	Chr5A	4043173	4045153	+	4044163	1.0	1.0	collinear
gene:TraesCS5A03G0014100	Chr5A	4985496	4986139	-	4985817	Chr5A	4073230	4073873	-	4073551	1.0	1.0	collinear
gene:TraesCS5A03G0014200	Chr5A	4993029	4993634	+	4993331	Chr5A	4080763	4081368	+	4081065	1.0	1.0	collinear
gene:TraesCS5A03G0015400	Chr5A	5201460	5203706	+	5202583	Chr5A	4292805	4295051	+	4293928	1.0	1.0	collinear
gene:TraesCS5A03G0015700	Chr5A	5513746	5517685	+	5515715	Chr5A	4607991	4611930	+	4609960	1.0	1.0	collinear
gene:TraesCS5A03G0016200	Chr5A	5595617	5601458	+	5598537	Chr5A	4691284	4697125	+	4694204	1.0	1.0	collinear
gene:TraesCS5A03G0017300	Chr5A	5963526	5964147	-	5963836	Chr5A	4790243	4790864	-	4790553	1.0	1.0	collinear
gene:TraesCS5A03G0017400	Chr5A	5969124	5969789	-	5969456	Chr5A	4795839	4796504	-	4796171	1.0	1.0	collinear
gene:TraesCS5A03G0017500	Chr5A	6014157	6019058	-	6016607	Chr5A	4847805	4852706	-	4850255	1.0	1.0	collinear
gene:TraesCS5A03G0017800	Chr5A	6121420	6125041	-	6123230	Chr5A	4956291	4959912	-	4958101	1.0	1.0	collinear
gene:TraesCS5A03G0018600	Chr5A	6449947	6462537	+	6456242	Chr5A	5286347	5298937	+	5292642	1.0	1.0	collinear
gene:TraesCS5A03G0018900	Chr5A	6859842	6878845	+	6869343	Chr5A	5700716	5719719	+	5710217	1.0	1.0	collinear
gene:TraesCS5A03G0019200	Chr5A	7127244	7130490	-	7128867	Chr5A	5969479	5972725	-	5971102	1.0	1.0	collinear
gene:TraesCS5A03G0019300	Chr5A	7146913	7157001	+	7151957	Chr5A	5989148	5999236	+	5994192	1.0	1.0	collinear
gene:TraesCS5A03G0019500	Chr5A	7302024	7303817	+	7302920	Chr5A	6144261	6146054	+	6145157	1.0	1.0	collinear
gene:TraesCS5A03G0019600	Chr5A	7304442	7323297	+	7313869	Chr5A	6146679	6165534	+	6156106	1.0	1.0	collinear
gene:TraesCS5A03G0020600	Chr5A	7409534	7412849	+	7411191	Chr5A	6253185	6256500	+	6254842	1.0	1.0	collinear
gene:TraesCS5A03G0020700	Chr5A	7443708	7446821	-	7445264	Chr5A	6287359	6290472	-	6288915	1.0	1.0	collinear
gene:TraesCS5A03G0020800	Chr5A	7567427	7569538	+	7568482	Chr5A	6411078	6413189	+	6412133	1.0	1.0	collinear
gene:TraesCS5A03G0020900	Chr5A	7578368	7580621	+	7579494	Chr5A	6422019	6424272	+	6423145	1.0	1.0	collinear
gene:TraesCS5A03G0021000	Chr5A	7595016	7596460	-	7595738	Chr5A	6438667	6440111	-	6439389	1.0	1.0	collinear
gene:TraesCS5A03G0021100	Chr5A	7601280	7605921	-	7603600	Chr5A	6444931	6449572	-	6447251	1.0	1.0	collinear
gene:TraesCS5A03G0021500	Chr5A	7650808	7656539	-	7653673	Chr5A	6482289	6488020	-	6485154	1.0	1.0	collinear
gene:TraesCS5A03G0021600	Chr5A	7658120	7662278	-	7660199	Chr5A	6489601	6493759	-	6491680	1.0	1.0	collinear
gene:TraesCS5A03G0021800	Chr5A	7691295	7692095	+	7691695	Chr5A	6522776	6523576	+	6523176	1.0	1.0	collinear
gene:TraesCS5A03G0022100	Chr5A	7735086	7738589	+	7736837	Chr5A	6566567	6570070	+	6568318	1.0	1.0	collinear
gene:TraesCS5A03G0022200	Chr5A	7767606	7779699	+	7773652	Chr5A	6599471	6611564	+	6605517	1.0	1.0	collinear
gene:TraesCS5A03G0022300	Chr5A	7782872	7788336	+	7785604	Chr5A	6614883	6620347	+	6617615	1.0	1.0	collinear
gene:TraesCS5A03G0022400	Chr5A	7789487	7796081	-	7792784	Chr5A	6621498	6628092	-	6624795	1.0	1.0	collinear
gene:TraesCS5A03G0022900	Chr5A	7831211	7831586	+	7831398	Chr5A	6663221	6663596	+	6663408	1.0	1.0	collinear
gene:TraesCS5A03G0023000	Chr5A	7833794	7836326	-	7835060	Chr5A	6665804	6668336	-	6667070	1.0	1.0	collinear
gene:TraesCS5A03G0023200	Chr5A	7837241	7845507	-	7841374	Chr5A	6669251	6677498	-	6673374	1.0	1.0	collinear
gene:TraesCS5A03G0023300	Chr5A	7870862	7882905	-	7876883	Chr5A	6702856	6715117	-	6708986	1.0	1.0	collinear
gene:TraesCS5A03G0023400	Chr5A	7886476	7895065	-	7890770	Chr5A	6718688	6727277	-	6722982	1.0	1.0	collinear
gene:TraesCS5A03G0023800	Chr5A	7940806	7941798	-	7941302	Chr5A	6773230	6774222	-	6773726	1.0	1.0	collinear
gene:TraesCS5A03G0023900	Chr5A	7965573	7966784	-	7966178	Chr5A	6797997	6799208	-	6798602	1.0	1.0	collinear
gene:TraesCS5A03G0024600	Chr5A	8147370	8148388	+	8147879	Chr5A	6982513	6983531	+	6983022	1.0	1.0	collinear
gene:TraesCS5A03G0024800	Chr5A	8268114	8268377	-	8268245	Chr5A	7105085	7105348	-	7105216	1.0	1.0	collinear
gene:TraesCS5A03G0024900	Chr5A	8268730	8270961	-	8269845	Chr5A	7105701	7107932	-	7106816	1.0	1.0	collinear
gene:TraesCS5A03G0025000	Chr5A	8330560	8331320	+	8330940	Chr5A	7167643	7168403	+	7168023	1.0	1.0	collinear
gene:TraesCS5A03G0025200	Chr5A	8352960	8358898	+	8355929	Chr5A	7189904	7195842	+	7192873	1.0	1.0	collinear
gene:TraesCS5A03G0025300	Chr5A	8522478	8524641	+	8523559	Chr5A	7360180	7362343	+	7361261	1.0	1.0	collinear
gene:TraesCS5A03G0025400	Chr5A	8524711	8528863	-	8526787	Chr5A	7362413	7366565	-	7364489	1.0	1.0	collinear
gene:TraesCS5A03G0025800	Chr5A	8648473	8649403	+	8648938	Chr5A	7487068	7487998	+	7487533	1.0	1.0	collinear
gene:TraesCS5A03G0026000	Chr5A	8656475	8657504	+	8656989	Chr5A	7495070	7496099	+	7495584	1.0	1.0	collinear
gene:TraesCS5A03G0026200	Chr5A	8665908	8667736	-	8666822	Chr5A	7504654	7506482	-	7505568	1.0	1.0	collinear
gene:TraesCS5A03G0026600	Chr5A	8730184	8733043	+	8731613	Chr5A	7569462	7572321	+	7570891	1.0	1.0	collinear
gene:TraesCS5A03G0026700	Chr5A	8778276	8780216	+	8779246	Chr5A	7619165	7621105	+	7620135	1.0	1.0	collinear
gene:TraesCS5A03G0026900	Chr5A	8814105	8814896	-	8814500	Chr5A	7654994	7655785	-	7655389	1.0	1.0	collinear
gene:TraesCS5A03G0027000	Chr5A	8838964	8840127	+	8839545	Chr5A	7679511	7680674	+	7680092	1.0	1.0	collinear
gene:TraesCS5A03G0027900	Chr5A	9677168	9677338	+	9677253	Chr5A	8059137	8059307	+	8059222	1.0	1.0	collinear
gene:TraesCS5A03G0028000	Chr5A	9680260	9688090	+	9684175	Chr5A	8062229	8070059	+	8066144	1.0	1.0	collinear
gene:TraesCS5A03G0028100	Chr5A	9690224	9692901	+	9691562	Chr5A	8072193	8074870	+	8073531	1.0	1.0	collinear
gene:TraesCS5A03G0028700	Chr5A	9851187	9857576	+	9854381	Chr5A	8233156	8239545	+	8236350	1.0	1.0	collinear
gene:TraesCS5A03G0028800	Chr5A	9858552	9864529	+	9861540	Chr5A	8240521	8246498	+	8243509	1.0	1.0	collinear
gene:TraesCS5A03G0029100	Chr5A	10114295	10114744	+	10114519	Chr5A	8505116	8505565	+	8505340	1.0	1.0	collinear
gene:TraesCS5A03G0029300	Chr5A	10262014	10262538	+	10262276	Chr5A	8653089	8653613	+	8653351	1.0	1.0	collinear
gene:TraesCS5A03G0029400	Chr5A	10265922	10267417	+	10266669	Chr5A	8656997	8658492	+	8657744	1.0	1.0	collinear
gene:TraesCS5A03G0029500	Chr5A	10317335	10318175	+	10317755	Chr5A	8708883	8709723	+	8709303	1.0	1.0	collinear
gene:TraesCS5A03G0030000	Chr5A	10511368	10514727	-	10513047	Chr5A	8903925	8907284	-	8905604	1.0	1.0	collinear
gene:TraesCS5A03G0030200	Chr5A	10524836	10525171	-	10525003	Chr5A	8917623	8917958	-	8917790	1.0	1.0	collinear
gene:TraesCS5A03G0030600	Chr5A	10930049	10933487	+	10931768	Chr5A	9323259	9326697	+	9324978	1.0	1.0	collinear
gene:TraesCS5A03G0030900	Chr5A	10943282	10944054	-	10943668	Chr5A	9336658	9337430	-	9337044	1.0	1.0	collinear
gene:TraesCS5A03G0031000	Chr5A	10991585	10992190	-	10991887	Chr5A	9384961	9385566	-	9385263	1.0	1.0	collinear
gene:TraesCS5A03G0032100	Chr5A	11514200	11515345	-	11514772	Chr5A	9469255	9470400	-	9469827	1.0	1.0	collinear
gene:TraesCS5A03G0032200	Chr5A	11537699	11539038	-	11538368	Chr5A	9492979	9494318	-	9493648	1.0	1.0	collinear
gene:TraesCS5A03G0032300	Chr5A	11553471	11554906	-	11554188	Chr5A	9508948	9510383	-	9509665	1.0	1.0	collinear
gene:TraesCS5A03G0032400	Chr5A	11633830	11640443	-	11637136	Chr5A	9589964	9596577	-	9593270	1.0	1.0	collinear
gene:TraesCS5A03G0032700	Chr5A	11654193	11660814	-	11657503	Chr5A	9610327	9616948	-	9613637	1.0	1.0	collinear
gene:TraesCS5A03G0033000	Chr5A	11694348	11698751	+	11696549	Chr5A	9650482	9654885	+	9652683	1.0	1.0	collinear
gene:TraesCS5A03G0033100	Chr5A	11699005	11703374	+	11701189	Chr5A	9655139	9659910	+	9657524	1.0	1.0	collinear
gene:TraesCS5A03G0034100	Chr5A	11885871	11890851	+	11888361	Chr5A	9830494	9835474	+	9832984	1.0	1.0	collinear
gene:TraesCS5A03G0034200	Chr5A	11895860	11910107	-	11902983	Chr5A	9840483	9854956	-	9847719	1.0	1.0	collinear
gene:TraesCS5A03G0034700	Chr5A	12251749	12256420	-	12254084	Chr5A	10196759	10201360	-	10199059	0.991	0.991	collinear
gene:TraesCS5A03G0035400	Chr5A	12529770	12533605	+	12531687	Chr5A	10476109	10479944	+	10478026	1.0	1.0	collinear
gene:TraesCS5A03G0035500	Chr5A	12533757	12534928	-	12534342	Chr5A	10480096	10481267	-	10480681	1.0	1.0	collinear
gene:TraesCS5A03G0035600	Chr5A	12594684	12599889	+	12597286	Chr5A	10541023	10546228	+	10543625	1.0	1.0	collinear
gene:TraesCS5A03G0036100	Chr5A	12887867	12889818	-	12888842	Chr5A	10835189	10837140	-	10836164	1.0	1.0	collinear
gene:TraesCS5A03G0036600	Chr5A	12978984	12986405	-	12982694	Chr5A	10927835	10935254	-	10931544	1.0	1.0	collinear
gene:TraesCS5A03G0036700	Chr5A	13070935	13074950	+	13072942	Chr5A	11022073	11026088	+	11024080	1.0	1.0	collinear
gene:TraesCS5A03G0036800	Chr5A	13077346	13078411	-	13077878	Chr5A	11028484	11029549	-	11029016	1.0	1.0	collinear
gene:TraesCS5A03G0037100	Chr5A	13103154	13118433	-	13110793	Chr5A	11054292	11069752	-	11062022	1.0	1.0	collinear
gene:TraesCS5A03G0037600	Chr5A	13181189	13183029	-	13182109	Chr5A	11133328	11135168	-	11134248	1.0	1.0	collinear
gene:TraesCS5A03G0037900	Chr5A	13554097	13557049	+	13555573	Chr5A	11515593	11518545	+	11517069	1.0	1.0	collinear
gene:TraesCS5A03G0038100	Chr5A	13557667	13559988	-	13558827	Chr5A	11519163	11521484	-	11520323	1.0	1.0	collinear
gene:TraesCS5A03G0038900	Chr5A	13945951	13947357	-	13946654	Chr5A	11907808	11909024	-	11908416	1.0	1.0	collinear
gene:TraesCS5A03G0039100	Chr5A	13973695	13981306	+	13977500	Chr5A	11935532	11943143	+	11939337	1.0	1.0	collinear
gene:TraesCS5A03G0039300	Chr5A	14003438	14007677	+	14005557	Chr5A	11965275	11969514	+	11967394	1.0	1.0	collinear
gene:TraesCS5A03G0039700	Chr5A	14169905	14170834	-	14170369	Chr5A	12191633	12192562	-	12192097	1.0	1.0	collinear
gene:TraesCS5A03G0039800	Chr5A	14170921	14172486	-	14171703	Chr5A	12192649	12194214	-	12193431	1.0	1.0	collinear
gene:TraesCS5A03G0040100	Chr5A	14385600	14392560	+	14389080	Chr5A	12408198	12415158	+	12411678	1.0	1.0	collinear
gene:TraesCS5A03G0040500	Chr5A	14533373	14537750	+	14535561	Chr5A	12556840	12561217	+	12559028	1.0	1.0	collinear
gene:TraesCS5A03G0041100	Chr5A	14654769	14654966	-	14654867	Chr5A	12678629	12678826	-	12678727	1.0	1.0	collinear
gene:TraesCS5A03G0041300	Chr5A	14794669	14797167	-	14795918	Chr5A	12818973	12821471	-	12820222	1.0	1.0	collinear
gene:TraesCS5A03G0042000	Chr5A	15061413	15062058	-	15061735	Chr5A	13090750	13091395	-	13091072	1.0	1.0	collinear
gene:TraesCS5A03G0042100	Chr5A	15065943	15066625	-	15066284	Chr5A	13095280	13095962	-	13095621	1.0	1.0	collinear
gene:TraesCS5A03G0042400	Chr5A	15111999	15112510	-	15112254	Chr5A	13141891	13142402	-	13142146	1.0	1.0	collinear
gene:TraesCS5A03G0042800	Chr5A	15369639	15373889	-	15371764	Chr5A	13408975	13413225	-	13411100	1.0	1.0	collinear
gene:TraesCS5A03G0042900	Chr5A	15376024	15377704	-	15376864	Chr5A	13415677	13417357	-	13416517	1.0	1.0	collinear
gene:TraesCS5A03G0043300	Chr5A	16082731	16086382	+	16084556	Chr5A	14134206	14137857	+	14136031	1.0	1.0	collinear
gene:TraesCS5A03G0043600	Chr5A	16133993	16134541	-	16134267	Chr5A	14185800	14186348	-	14186074	1.0	1.0	collinear
gene:TraesCS5A03G0043700	Chr5A	16141514	16142455	-	16141984	Chr5A	14193321	14194262	-	14193791	1.0	1.0	collinear
gene:TraesCS5A03G0043900	Chr5A	16174078	16175132	-	16174605	Chr5A	14227124	14228178	-	14227651	1.0	1.0	collinear
gene:TraesCS5A03G0044100	Chr5A	16201077	16201881	-	16201479	Chr5A	14254415	14255219	-	14254817	1.0	1.0	collinear
gene:TraesCS5A03G0044200	Chr5A	16212920	16213650	-	16213285	Chr5A	14266258	14266988	-	14266623	1.0	1.0	collinear
gene:TraesCS5A03G0044400	Chr5A	16245555	16246254	+	16245904	Chr5A	14299076	14299775	+	14299425	1.0	1.0	collinear
gene:TraesCS5A03G0044500	Chr5A	16362866	16363541	+	16363203	Chr5A	14416683	14417358	+	14417020	1.0	1.0	collinear
gene:TraesCS5A03G0044600	Chr5A	16432509	16433288	+	16432898	Chr5A	14486694	14487473	+	14487083	1.0	1.0	collinear
gene:TraesCS5A03G0044700	Chr5A	16437331	16438102	+	16437716	Chr5A	14491516	14492287	+	14491901	1.0	1.0	collinear
gene:TraesCS5A03G0044800	Chr5A	16442984	16443526	+	16443255	Chr5A	14497169	14497711	+	14497440	1.0	1.0	collinear
gene:TraesCS5A03G0044900	Chr5A	16448547	16449328	+	16448937	Chr5A	14502732	14503513	+	14503122	1.0	1.0	collinear
gene:TraesCS5A03G0045000	Chr5A	16454101	16454687	+	16454394	Chr5A	14508286	14508872	+	14508579	1.0	1.0	collinear
gene:TraesCS5A03G0045100	Chr5A	16459724	16460266	+	16459995	Chr5A	14513909	14514451	+	14514180	1.0	1.0	collinear
gene:TraesCS5A03G0045200	Chr5A	16465254	16466071	+	16465662	Chr5A	14519439	14520256	+	14519847	1.0	1.0	collinear
gene:TraesCS5A03G0045500	Chr5A	16789187	16791889	-	16790538	Chr5A	14844320	14847022	-	14845671	1.0	1.0	collinear
gene:TraesCS5A03G0045900	Chr5A	16866872	16868390	-	16867631	Chr5A	14922005	14923523	-	14922764	1.0	1.0	collinear
gene:TraesCS5A03G0046100	Chr5A	16974309	16975571	+	16974940	Chr5A	15029443	15030705	+	15030074	1.0	1.0	collinear
gene:TraesCS5A03G0046200	Chr5A	16983697	16984251	-	16983974	Chr5A	15038831	15039385	-	15039108	1.0	1.0	collinear
gene:TraesCS5A03G0046800	Chr5A	17790269	17795607	+	17792938	Chr5A	15845410	15850922	+	15848166	1.0	1.0	collinear
gene:TraesCS5A03G0046900	Chr5A	17809557	17813693	-	17811625	Chr5A	15864712	15868848	-	15866780	1.0	1.0	collinear
gene:TraesCS5A03G0047100	Chr5A	18352947	18355076	-	18354011	Chr5A	16413138	16415267	-	16414202	1.0	1.0	collinear
gene:TraesCS5A03G0050000	Chr5A	18560437	18560964	-	18560700	Chr5A	16621745	16622272	-	16622008	1.0	1.0	collinear
gene:TraesCS5A03G0050500	Chr5A	18910099	18913086	+	18911592	Chr5A	16974088	16977075	+	16975581	1.0	1.0	collinear
gene:TraesCS5A03G0050700	Chr5A	18916182	18923705	-	18919943	Chr5A	16980171	16987695	-	16983933	1.0	1.0	collinear
gene:TraesCS5A03G0051400	Chr5A	19168016	19170950	-	19169483	Chr5A	17221404	17224338	-	17222871	1.0	1.0	collinear
gene:TraesCS5A03G0051900	Chr5A	19226402	19228090	+	19227246	Chr5A	17281244	17282932	+	17282088	1.0	1.0	collinear
gene:TraesCS5A03G0053100	Chr5A	19462990	19464886	-	19463938	Chr5A	17518462	17520358	-	17519410	1.0	1.0	collinear
gene:TraesCS5A03G0053200	Chr5A	19472218	19473316	+	19472767	Chr5A	17528343	17529441	+	17528892	1.0	1.0	collinear
gene:TraesCS5A03G0053400	Chr5A	19513811	19514992	+	19514401	Chr5A	17570415	17571596	+	17571005	1.0	1.0	collinear
gene:TraesCS5A03G0053700	Chr5A	19568441	19570112	+	19569276	Chr5A	17625329	17627000	+	17626164	1.0	1.0	collinear
gene:TraesCS5A03G0053800	Chr5A	19571726	19572774	+	19572250	Chr5A	17628614	17629662	+	17629138	1.0	1.0	collinear
gene:TraesCS5A03G0054100	Chr5A	19617367	19622081	-	19619724	Chr5A	17674321	17679035	-	17676678	1.0	1.0	collinear
gene:TraesCS5A03G0054500	Chr5A	19766788	19770491	+	19768639	Chr5A	17824367	17828070	+	17826218	1.0	1.0	collinear
gene:TraesCS5A03G0054600	Chr5A	19772527	19775655	+	19774091	Chr5A	17830106	17833234	+	17831670	1.0	1.0	collinear
gene:TraesCS5A03G0054700	Chr5A	19778401	19782788	-	19780594	Chr5A	17835980	17840367	-	17838173	1.0	1.0	collinear
gene:TraesCS5A03G0055000	Chr5A	20328995	20329780	-	20329387	Chr5A	18389036	18389821	-	18389428	1.0	1.0	collinear
gene:TraesCS5A03G0055100	Chr5A	20334747	20336643	+	20335695	Chr5A	18394927	18396991	+	18395959	1.0	1.0	collinear
gene:TraesCS5A03G0055200	Chr5A	20508046	20510726	-	20509386	Chr5A	18569945	18572610	-	18571277	1.0	1.0	collinear
gene:TraesCS5A03G0055300	Chr5A	20514042	20515965	+	20515003	Chr5A	18576061	18577984	+	18577022	1.0	1.0	collinear
