gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	Mace_tgt_strand	Mace_tgt_midpoint	Mace_coverage	Mace_identity
gene:TraesCS7A03G0020500	Chr7A	4671373	4675527	-	4673450	Chr7A	4875355	4879985	+	4877670	0.999	0.995
gene:TraesCS7A03G0020800	Chr7A	4740206	4744501	+	4742353	Chr7A	4808503	4812798	-	4810650	1.0	1.0
gene:TraesCS7A03G0021000	Chr7A	4800287	4802889	-	4801588	Chr7A	4750490	4753092	+	4751791	1.0	1.0
gene:TraesCS7A03G0021500	Chr7A	4856737	4859672	+	4858204	Chr7A	4693712	4696647	-	4695179	1.0	1.0
gene:TraesCS7A03G0021600	Chr7A	4864229	4867081	-	4865655	Chr7A	4686765	4689617	+	4688191	1.0	1.0
gene:TraesCS7A03G0021700	Chr7A	4878340	4881673	+	4880006	Chr7A	4672107	4675440	-	4673773	1.0	0.999
gene:TraesCS7A03G0022300	Chr7A	4916433	4920844	+	4918638	Chr7A	4632311	4636722	-	4634516	1.0	1.0
gene:TraesCS7A03G0022400	Chr7A	5009654	5015968	+	5012811	Chr7A	4550733	4557047	-	4553890	1.0	1.0
gene:TraesCS7A03G0022500	Chr7A	5016478	5018222	-	5017350	Chr7A	4548335	4550079	+	4549207	1.0	1.0
gene:TraesCS7A03G0022900	Chr7A	5066588	5067160	+	5066874	Chr7A	4499396	4499968	-	4499682	1.0	1.0
gene:TraesCS7A03G0023300	Chr7A	5079248	5079566	+	5079407	Chr7A	4486987	4487305	-	4487146	1.0	1.0
gene:TraesCS7A03G0023400	Chr7A	5080748	5081470	+	5081109	Chr7A	4485083	4485805	-	4485444	1.0	1.0
gene:TraesCS7A03G0023800	Chr7A	5091133	5093122	-	5092127	Chr7A	4473320	4475309	+	4474314	1.0	1.0
gene:TraesCS7A03G0024000	Chr7A	5117447	5120524	+	5118985	Chr7A	4445896	4448973	-	4447434	1.0	1.0
gene:TraesCS7A03G0024200	Chr7A	5132823	5133746	+	5133284	Chr7A	4432692	4433615	-	4433153	1.0	1.0
gene:TraesCS7A03G0024300	Chr7A	5140701	5142543	+	5141622	Chr7A	4423895	4425737	-	4424816	1.0	1.0
gene:TraesCS7A03G0024500	Chr7A	5195512	5204240	-	5199876	Chr7A	4362069	4370797	+	4366433	1.0	1.0
gene:TraesCS7A03G0024800	Chr7A	5268412	5270855	+	5269633	Chr7A	4295428	4297871	-	4296649	1.0	1.0
gene:TraesCS7A03G0024900	Chr7A	5296945	5301240	-	5299092	Chr7A	4265150	4269445	+	4267297	1.0	1.0
gene:TraesCS7A03G0025000	Chr7A	5316257	5319011	+	5317634	Chr7A	4247410	4250149	-	4248779	0.99	0.99
gene:TraesCS7A03G0025300	Chr7A	5496403	5499150	-	5497776	Chr7A	4078306	4081053	+	4079679	1.0	1.0
gene:TraesCS7A03G0025400	Chr7A	5507071	5509862	+	5508466	Chr7A	4067751	4070542	-	4069146	1.0	0.999
gene:TraesCS7A03G0025500	Chr7A	5511051	5512881	-	5511966	Chr7A	4064732	4066562	+	4065647	1.0	0.999
gene:TraesCS7A03G0025600	Chr7A	5564288	5566143	+	5565215	Chr7A	4011339	4013194	-	4012266	1.0	1.0
gene:TraesCS7A03G0025900	Chr7A	5577734	5580627	+	5579180	Chr7A	3996787	3999680	-	3998233	1.0	0.999
gene:TraesCS7A03G0026000	Chr7A	5617281	5617708	-	5617494	Chr7A	3960971	3961398	+	3961184	1.0	1.0
gene:TraesCS7A03G0026500	Chr7A	5668781	5674042	+	5671411	Chr7A	3905106	3910367	-	3907736	1.0	0.999
gene:TraesCS7A03G0026700	Chr7A	5751437	5754641	+	5753039	Chr7A	3824139	3827343	-	3825741	1.0	1.0
gene:TraesCS7A03G0026800	Chr7A	5755527	5757899	-	5756713	Chr7A	3820881	3823253	+	3822067	1.0	1.0
gene:TraesCS7A03G0027000	Chr7A	5819767	5822102	+	5820934	Chr7A	3756468	3758803	-	3757635	1.0	0.999
gene:TraesCS7A03G0027400	Chr7A	5885898	5888914	-	5887406	Chr7A	3690536	3693552	+	3692044	1.0	1.0
gene:TraesCS7A03G0027500	Chr7A	5908125	5909249	+	5908687	Chr7A	3670294	3671419	-	3670856	1.0	0.998
gene:TraesCS7A03G0027900	Chr7A	6035168	6036281	+	6035724	Chr7A	3591461	3592574	-	3592017	1.0	1.0
gene:TraesCS7A03G0028200	Chr7A	6150579	6151773	+	6151176	Chr7A	3476883	3478077	-	3477480	1.0	1.0
gene:TraesCS7A03G0028800	Chr7A	6336447	6342372	+	6339409	Chr7A	3293706	3299631	-	3296668	1.0	1.0
gene:TraesCS7A03G0028900	Chr7A	6372411	6373532	-	6372971	Chr7A	3262546	3263667	+	3263106	1.0	1.0
gene:TraesCS7A03G0029100	Chr7A	6494615	6499171	+	6496893	Chr7A	3192226	3196782	-	3194504	1.0	0.999
gene:TraesCS7A03G0029200	Chr7A	6564709	6568468	+	6566588	Chr7A	3143665	3147832	-	3145748	1.0	0.901
gene:TraesCS7A03G0029300	Chr7A	6606264	6607268	+	6606766	Chr7A	3220697	3221701	-	3221199	1.0	1.0
gene:TraesCS7A03G0029500	Chr7A	6626336	6629683	+	6628009	Chr7A	3082716	3086063	-	3084389	1.0	1.0
gene:TraesCS7A03G0029600	Chr7A	6631147	6634045	-	6632596	Chr7A	3078354	3081252	+	3079803	1.0	1.0
gene:TraesCS7A03G0029800	Chr7A	6653409	6656928	-	6655168	Chr7A	3055140	3058659	+	3056899	1.0	1.0
gene:TraesCS7A03G0029900	Chr7A	6658548	6661327	+	6659937	Chr7A	3050683	3053520	-	3052101	1.0	1.0
gene:TraesCS7A03G0030000	Chr7A	6662289	6666108	-	6664198	Chr7A	3045900	3049724	+	3047812	0.999	0.995
gene:TraesCS7A03G0030500	Chr7A	6752847	6753131	+	6752989	Chr7A	2959731	2960015	-	2959873	1.0	1.0
gene:TraesCS7A03G0030700	Chr7A	6815571	6816641	-	6816106	Chr7A	2896554	2897624	+	2897089	1.0	1.0
gene:TraesCS7A03G0030900	Chr7A	6822543	6827726	-	6825134	Chr7A	2885523	2890706	+	2888114	1.0	1.0
gene:TraesCS7A03G0031000	Chr7A	6830243	6836892	+	6833567	Chr7A	2876357	2883006	-	2879681	1.0	1.0
gene:TraesCS7A03G0031200	Chr7A	6837675	6853871	-	6845773	Chr7A	2859156	2875574	+	2867365	1.0	1.0
gene:TraesCS7A03G0031600	Chr7A	6858607	6861545	+	6860076	Chr7A	2851482	2854420	-	2852951	1.0	1.0
gene:TraesCS7A03G0031700	Chr7A	6862393	6871357	-	6866875	Chr7A	2841670	2850634	+	2846152	1.0	1.0
gene:TraesCS7A03G0031800	Chr7A	6921839	6925305	+	6923572	Chr7A	2787651	2791135	-	2789393	1.0	1.0
gene:TraesCS7A03G0031900	Chr7A	6977752	6985318	+	6981535	Chr7A	2728025	2735608	-	2731816	1.0	0.998
gene:TraesCS7A03G0032100	Chr7A	6990682	6993923	+	6992302	Chr7A	2719420	2722661	-	2721040	1.0	1.0
gene:TraesCS7A03G0032300	Chr7A	7006177	7006518	-	7006347	Chr7A	2706825	2707166	+	2706995	1.0	1.0
gene:TraesCS7A03G0032400	Chr7A	7036398	7037277	+	7036837	Chr7A	2676061	2676940	-	2676500	1.0	1.0
gene:TraesCS7A03G0032700	Chr7A	7082037	7082611	+	7082324	Chr7A	2630088	2630662	-	2630375	1.0	1.0
gene:TraesCS7A03G0032800	Chr7A	7095091	7102497	+	7098794	Chr7A	2610201	2617607	-	2613904	1.0	1.0
gene:TraesCS7A03G0033300	Chr7A	7128421	7129914	+	7129167	Chr7A	2582859	2584352	-	2583605	1.0	1.0
gene:TraesCS7A03G0033500	Chr7A	7170906	7174675	-	7172790	Chr7A	2539161	2542930	+	2541045	1.0	1.0
gene:TraesCS7A03G0033700	Chr7A	7189004	7192565	+	7190784	Chr7A	2521273	2524834	-	2523053	1.0	1.0
gene:TraesCS7A03G0033900	Chr7A	7207592	7209410	+	7208501	Chr7A	2505482	2507300	-	2506391	1.0	1.0
gene:TraesCS7A03G0034000	Chr7A	7248653	7253990	-	7251321	Chr7A	2467773	2473110	+	2470441	1.0	1.0
gene:TraesCS7A03G0034300	Chr7A	7365585	7369431	-	7367508	Chr7A	2352905	2356751	+	2354828	1.0	0.999
gene:TraesCS7A03G0034600	Chr7A	7389200	7390800	+	7390000	Chr7A	2332050	2333650	-	2332850	1.0	1.0
gene:TraesCS7A03G0034900	Chr7A	7609907	7619739	+	7614823	Chr7A	7574620	7584443	+	7579531	1.0	1.0
gene:TraesCS7A03G0035200	Chr7A	7773811	7783696	+	7778753	Chr7A	7738678	7748765	+	7743721	1.0	1.0
gene:TraesCS7A03G0035300	Chr7A	7800067	7810625	-	7805346	Chr7A	7764751	7775309	-	7770030	1.0	1.0
gene:TraesCS7A03G0035900	Chr7A	7904287	7905432	+	7904859	Chr7A	7868779	7869924	+	7869351	1.0	0.997
gene:TraesCS7A03G0036100	Chr7A	7911888	7914356	+	7913122	Chr7A	7876380	7878848	+	7877614	1.0	1.0
gene:TraesCS7A03G0036500	Chr7A	7967871	7968134	-	7968002	Chr7A	7932484	7932747	-	7932615	1.0	1.0
gene:TraesCS7A03G0036700	Chr7A	7973089	7980063	+	7976576	Chr7A	7937689	7944662	+	7941175	1.0	1.0
gene:TraesCS7A03G0037000	Chr7A	7992562	7995885	+	7994223	Chr7A	7957684	7961007	+	7959345	1.0	1.0
gene:TraesCS7A03G0037100	Chr7A	8003275	8005952	+	8004613	Chr7A	7968455	7971132	+	7969793	1.0	1.0
gene:TraesCS7A03G0037400	Chr7A	8065119	8067440	-	8066279	Chr7A	8029283	8031565	-	8030424	0.971	0.968
gene:TraesCS7A03G0037500	Chr7A	8067789	8074281	-	8071035	Chr7A	8031928	8038417	-	8035172	0.996	0.991
gene:TraesCS7A03G0037600	Chr7A	8074507	8078975	+	8076741	Chr7A	8038670	8042810	+	8040740	0.942	0.901
gene:TraesCS7A03G0037700	Chr7A	8079325	8081812	+	8080568	Chr7A	8043088	8045595	+	8044341	0.976	0.927
gene:TraesCS7A03G0037800	Chr7A	8109989	8111788	+	8110888	Chr7A	8050303	8052120	+	8051211	0.991	0.927
gene:TraesCS7A03G0037900	Chr7A	8115358	8116697	+	8116027	Chr7A	8055793	8057142	+	8056467	0.997	0.953
gene:TraesCS7A03G0038500	Chr7A	8207938	8211349	-	8209643	Chr7A	8116822	8120259	-	8118540	1.0	0.999
gene:TraesCS7A03G0038600	Chr7A	8246254	8249389	+	8247821	Chr7A	8126687	8129822	+	8128254	1.0	0.988
gene:TraesCS7A03G0038700	Chr7A	8252788	8254596	-	8253692	Chr7A	8134967	8136782	-	8135874	0.983	0.945
gene:TraesCS7A03G0038900	Chr7A	8304816	8306652	+	8305734	Chr7A	8144765	8146601	+	8145683	1.0	0.997
gene:TraesCS7A03G0039100	Chr7A	8312535	8314855	+	8313695	Chr7A	8151410	8153575	+	8152492	0.973	0.904
gene:TraesCS7A03G0039300	Chr7A	8357539	8357709	+	8357624	Chr7A	8202347	8202517	+	8202432	1.0	0.994
gene:TraesCS7A03G0039600	Chr7A	8392590	8392778	+	8392684	Chr7A	8245156	8245344	+	8245250	1.0	0.973
gene:TraesCS7A03G0039500	Chr7A	8392181	8395198	-	8393689	Chr7A	8244746	8247803	-	8246274	1.0	0.981
gene:TraesCS7A03G0039700	Chr7A	8398645	8401230	+	8399937	Chr7A	8250225	8252799	+	8251512	1.0	0.997
gene:TraesCS7A03G0040000	Chr7A	8413816	8414663	-	8414239	Chr7A	8277036	8277883	-	8277459	1.0	0.986
gene:TraesCS7A03G0040100	Chr7A	8416437	8418697	+	8417567	Chr7A	8279636	8281970	+	8280803	1.0	0.988
gene:TraesCS7A03G0041300	Chr7A	8765956	8771484	-	8768720	Chr7A	8353098	8358756	-	8355927	0.99	0.974
gene:TraesCS7A03G0041400	Chr7A	8773031	8777173	-	8775102	Chr7A	8360251	8364212	-	8362231	0.997	0.964
gene:TraesCS7A03G0041500	Chr7A	8777742	8780742	-	8779242	Chr7A	8364914	8367915	-	8366414	1.0	0.994
gene:TraesCS7A03G0041700	Chr7A	8884574	8886768	+	8885671	Chr7A	8466070	8468237	+	8467153	0.985	0.98
gene:TraesCS7A03G0041900	Chr7A	8886782	8889674	-	8888228	Chr7A	8468244	8471191	-	8469717	0.913	0.909
gene:TraesCS7A03G0042000	Chr7A	8894178	8896509	+	8895343	Chr7A	8475517	8477836	+	8476676	1.0	0.993
gene:TraesCS7A03G0042200	Chr7A	8931580	8932227	-	8931903	Chr7A	8489364	8490011	-	8489687	1.0	0.994
gene:TraesCS7A03G0042100	Chr7A	8931580	8932227	-	8931903	Chr7A	8489364	8490011	-	8489687	1.0	0.995
gene:TraesCS7A03G0042900	Chr7A	9049554	9051183	+	9050368	Chr7A	8590268	8591894	+	8591081	0.998	0.987
gene:TraesCS7A03G0043100	Chr7A	9068681	9070066	+	9069373	Chr7A	8611023	8612408	+	8611715	1.0	0.997
gene:TraesCS7A03G0043200	Chr7A	9103921	9106031	+	9104976	Chr7A	8624007	8626117	+	8625062	1.0	0.995
gene:TraesCS7A03G0043500	Chr7A	9183618	9187813	+	9185715	Chr7A	8893669	8898051	+	8895860	0.985	0.922
gene:TraesCS7A03G0044100	Chr7A	9245682	9246275	+	9245978	Chr7A	8921603	8922183	+	8921893	0.973	0.944
gene:TraesCS7A03G0044700	Chr7A	9314587	9315742	-	9315164	Chr7A	8962096	8963250	-	8962673	0.998	0.991
gene:TraesCS7A03G0045400	Chr7A	9404289	9405672	-	9404980	Chr7A	9090704	9092085	-	9091394	0.998	0.992
gene:TraesCS7A03G0045500	Chr7A	9406277	9410400	-	9408338	Chr7A	9092689	9096819	-	9094754	1.0	0.989
gene:TraesCS7A03G0045600	Chr7A	9425387	9428390	+	9426888	Chr7A	9111615	9114616	+	9113115	0.999	0.995
gene:TraesCS7A03G0046000	Chr7A	9509323	9520268	-	9514795	Chr7A	9191326	9202342	-	9196834	1.0	0.996
gene:TraesCS7A03G0046100	Chr7A	9520738	9524766	+	9522752	Chr7A	9202812	9206840	+	9204826	1.0	0.999
gene:TraesCS7A03G0046200	Chr7A	9524922	9527287	+	9526104	Chr7A	9206996	9209361	+	9208178	1.0	1.0
gene:TraesCS7A03G0046600	Chr7A	9620795	9622824	-	9621809	Chr7A	9303506	9305535	-	9304520	1.0	0.999
gene:TraesCS7A03G0046800	Chr7A	9669894	9670379	-	9670136	Chr7A	9352951	9353436	-	9353193	1.0	1.0
gene:TraesCS7A03G0046900	Chr7A	9773436	9774540	-	9773988	Chr7A	9456884	9457988	-	9457436	1.0	1.0
gene:TraesCS7A03G0047000	Chr7A	9828187	9828844	-	9828515	Chr7A	9510726	9511383	-	9511054	1.0	1.0
gene:TraesCS7A03G0047100	Chr7A	9837698	9845560	+	9841629	Chr7A	9520248	9528107	+	9524177	0.999	0.998
gene:TraesCS7A03G0047300	Chr7A	9873692	9874324	+	9874008	Chr7A	9556327	9556959	+	9556643	1.0	0.998
gene:TraesCS7A03G0047500	Chr7A	9891363	9893043	+	9892203	Chr7A	9573996	9575676	+	9574836	1.0	0.998
gene:TraesCS7A03G0047600	Chr7A	9920525	9922493	+	9921509	Chr7A	9604355	9606324	+	9605339	1.0	0.998
gene:TraesCS7A03G0047700	Chr7A	9995310	9996637	+	9995973	Chr7A	9679356	9680683	+	9680019	1.0	0.998
gene:TraesCS7A03G0048000	Chr7A	10031736	10032905	-	10032320	Chr7A	9714578	9715747	-	9715162	1.0	0.999
gene:TraesCS7A03G0048100	Chr7A	10031736	10040600	-	10036168	Chr7A	9714578	9723441	-	9719009	1.0	0.999
gene:TraesCS7A03G0048400	Chr7A	10062286	10062861	-	10062573	Chr7A	9746891	9747466	-	9747178	1.0	1.0
gene:TraesCS7A03G0048900	Chr7A	10114260	10115429	-	10114844	Chr7A	9793730	9794899	-	9794314	1.0	1.0
gene:TraesCS7A03G0049200	Chr7A	10129853	10131022	-	10130437	Chr7A	9809238	9810407	-	9809822	1.0	1.0
gene:TraesCS7A03G0049300	Chr7A	10139367	10139822	-	10139594	Chr7A	9818880	9819335	-	9819107	1.0	1.0
gene:TraesCS7A03G0049500	Chr7A	10168005	10172803	+	10170404	Chr7A	9847368	9852166	+	9849767	1.0	1.0
gene:TraesCS7A03G0049700	Chr7A	10189124	10189933	-	10189528	Chr7A	9868465	9869274	-	9868869	1.0	1.0
gene:TraesCS7A03G0049800	Chr7A	10193757	10194669	-	10194213	Chr7A	9873457	9874369	-	9873913	1.0	0.998
gene:TraesCS7A03G0049900	Chr7A	10195282	10201051	-	10198166	Chr7A	9877547	9883348	-	9880447	1.0	0.991
gene:TraesCS7A03G0050000	Chr7A	10223940	10225376	-	10224658	Chr7A	9887876	9889253	-	9888564	0.948	0.915
gene:TraesCS7A03G0050300	Chr7A	10256757	10258745	+	10257751	Chr7A	9928876	9930862	+	9929869	1.0	0.997
gene:TraesCS7A03G0050400	Chr7A	10259322	10261592	+	10260457	Chr7A	9931439	9933706	+	9932572	0.997	0.992
gene:TraesCS7A03G0050500	Chr7A	10261761	10262519	+	10262140	Chr7A	9933875	9934633	+	9934254	1.0	0.992
gene:TraesCS7A03G0051100	Chr7A	10501878	10503003	+	10502440	Chr7A	10172435	10173560	+	10172997	1.0	1.0
gene:TraesCS7A03G0051300	Chr7A	10521773	10522593	+	10522183	Chr7A	10192335	10193155	+	10192745	1.0	1.0
gene:TraesCS7A03G0051500	Chr7A	10588165	10588653	+	10588409	Chr7A	10257699	10258187	+	10257943	1.0	0.997
gene:TraesCS7A03G0051600	Chr7A	10595601	10596839	-	10596220	Chr7A	10264892	10266130	-	10265511	1.0	1.0
gene:TraesCS7A03G0053200	Chr7A	10862271	10863675	-	10862973	Chr7A	10437000	10438404	-	10437702	1.0	0.977
gene:TraesCS7A03G0053500	Chr7A	10885217	10886303	+	10885760	Chr7A	10809401	10810474	+	10809937	0.99	0.918
gene:TraesCS7A03G0054500	Chr7A	11141504	11147992	-	11144748	Chr7A	10611898	10618386	-	10615142	1.0	0.996
gene:TraesCS7A03G0054600	Chr7A	11149423	11149965	-	11149694	Chr7A	10619816	10620358	-	10620087	1.0	1.0
gene:TraesCS7A03G0054900	Chr7A	11168786	11169010	-	11168898	Chr7A	10625963	10626187	-	10626075	1.0	1.0
gene:TraesCS7A03G0055000	Chr7A	11168786	11169010	-	11168898	Chr7A	10625963	10626187	-	10626075	1.0	1.0
gene:TraesCS7A03G0055400	Chr7A	11371433	11378070	+	11374751	Chr7A	10821864	10828509	+	10825186	0.999	0.992
gene:TraesCS7A03G0055500	Chr7A	11377353	11383883	-	11380618	Chr7A	10827794	10834325	-	10831059	0.999	0.999
gene:TraesCS7A03G0055600	Chr7A	11406320	11407464	+	11406892	Chr7A	10867604	10868750	+	10868177	1.0	0.996
gene:TraesCS7A03G0055800	Chr7A	11426815	11429135	-	11427975	Chr7A	10887840	10890166	-	10889003	1.0	0.993
gene:TraesCS7A03G0055900	Chr7A	11429656	11434892	-	11432274	Chr7A	10890687	10896029	-	10893358	0.999	0.954
gene:TraesCS7A03G0056100	Chr7A	11501287	11502342	-	11501814	Chr7A	10955603	10956658	-	10956130	1.0	0.995
gene:TraesCS7A03G0056600	Chr7A	11573067	11574346	-	11573706	Chr7A	11018908	11020164	-	11019536	0.981	0.964
gene:TraesCS7A03G0057200	Chr7A	11611051	11620641	+	11615846	Chr7A	11050963	11060547	+	11055755	0.999	0.994
gene:TraesCS7A03G0057300	Chr7A	11621570	11624837	-	11623203	Chr7A	11061479	11064746	-	11063112	1.0	0.999
gene:TraesCS7A03G0058100	Chr7A	11784664	11785275	+	11784969	Chr7A	11179344	11179954	+	11179649	0.998	0.988
gene:TraesCS7A03G0058200	Chr7A	11830012	11830882	-	11830447	Chr7A	11211334	11212204	-	11211769	1.0	0.998
gene:TraesCS7A03G0059400	Chr7A	11951864	11954291	+	11953077	Chr7A	12159032	12161078	+	12160055	0.94	0.911
gene:TraesCS7A03G0059500	Chr7A	11958670	11959517	+	11959093	Chr7A	12165362	12166209	+	12165785	1.0	0.998
gene:TraesCS7A03G0059900	Chr7A	12250407	12251235	-	12250821	Chr7A	12217835	12218663	-	12218249	1.0	0.975
gene:TraesCS7A03G0061600	Chr7A	12514056	12514367	+	12514211	Chr7A	12295177	12295488	+	12295332	1.0	0.983
gene:TraesCS7A03G0062000	Chr7A	12552015	12553213	+	12552614	Chr7A	12288542	12289735	+	12289138	1.0	0.964
gene:TraesCS7A03G0062700	Chr7A	12659607	12660420	-	12660013	Chr7A	12386153	12386966	-	12386559	1.0	0.991
gene:TraesCS7A03G0062800	Chr7A	12668339	12669068	+	12668703	Chr7A	12394581	12395335	+	12394958	0.998	0.939
gene:TraesCS7A03G0062900	Chr7A	12764894	12769384	+	12767139	Chr7A	12466495	12470984	+	12468739	1.0	0.996
gene:TraesCS7A03G0063200	Chr7A	12796670	12797020	+	12796845	Chr7A	12496531	12496881	+	12496706	1.0	0.991
gene:TraesCS7A03G0063300	Chr7A	12845309	12849558	+	12847433	Chr7A	12518257	12522507	+	12520382	1.0	1.0
gene:TraesCS7A03G0063400	Chr7A	12850446	12851294	+	12850870	Chr7A	12523395	12524243	+	12523819	1.0	1.0
gene:TraesCS7A03G0063600	Chr7A	12866792	12871068	-	12868930	Chr7A	12540150	12544426	-	12542288	1.0	0.997
gene:TraesCS7A03G0063700	Chr7A	12885335	12885937	+	12885636	Chr7A	12558762	12559364	+	12559063	1.0	0.995
