gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	Mace_tgt_strand	Mace_tgt_midpoint	Mace_coverage	Mace_identity
gene:TraesCS5D03G0010400	Chr5D	4139960	4143802	+	4141881	Chr5D	4209606	4213448	+	4211527	1.0	1.0
gene:TraesCS5D03G0010500	Chr5D	4143972	4149511	-	4146741	Chr5D	4213618	4219157	-	4216387	1.0	1.0
gene:TraesCS5D03G0010700	Chr5D	4214914	4215624	+	4215269	Chr5D	4284424	4285134	+	4284779	1.0	1.0
gene:TraesCS5D03G0010800	Chr5D	4236946	4237494	+	4237220	Chr5D	4306102	4306650	+	4306376	1.0	1.0
gene:TraesCS5D03G0010900	Chr5D	4321657	4325110	+	4323383	Chr5D	4391172	4394625	+	4392898	1.0	1.0
gene:TraesCS5D03G0011400	Chr5D	4601728	4604250	+	4602989	Chr5D	4675684	4678206	+	4676945	1.0	1.0
gene:TraesCS5D03G0011500	Chr5D	4657637	4660576	+	4659106	Chr5D	4731622	4734561	+	4733091	1.0	1.0
gene:TraesCS5D03G0011600	Chr5D	4661997	4662533	+	4662265	Chr5D	4735980	4736516	+	4736248	1.0	1.0
gene:TraesCS5D03G0011700	Chr5D	4662688	4663563	+	4663125	Chr5D	4736671	4737546	+	4737108	1.0	0.998
gene:TraesCS5D03G0011800	Chr5D	4685322	4688315	-	4686818	Chr5D	4759423	4762418	-	4760920	1.0	1.0
gene:TraesCS5D03G0012000	Chr5D	4692650	4697978	-	4695314	Chr5D	4766762	4772092	-	4769427	1.0	1.0
gene:TraesCS5D03G0012500	Chr5D	4781972	4785327	+	4783649	Chr5D	4861945	4865300	+	4863622	1.0	1.0
gene:TraesCS5D03G0012700	Chr5D	4872332	4872634	+	4872483	Chr5D	4951394	4951696	+	4951545	1.0	0.996
gene:TraesCS5D03G0013000	Chr5D	4874080	4874303	-	4874191	Chr5D	4953142	4953365	-	4953253	1.0	1.0
gene:TraesCS5D03G0014100	Chr5D	4882647	4883390	+	4883018	Chr5D	4961189	4961932	+	4961560	1.0	0.998
gene:TraesCS5D03G0014300	Chr5D	4884121	4884294	-	4884207	Chr5D	4962663	4962836	-	4962749	1.0	1.0
gene:TraesCS5D03G0014400	Chr5D	4884966	4885211	+	4885088	Chr5D	4963510	4963755	+	4963632	1.0	1.0
gene:TraesCS5D03G0014500	Chr5D	4886766	4887029	+	4886897	Chr5D	4965310	4965573	+	4965441	1.0	1.0
gene:TraesCS5D03G0014600	Chr5D	4887121	4888287	+	4887704	Chr5D	4965665	4966831	+	4966248	1.0	0.995
gene:TraesCS5D03G0015300	Chr5D	4901060	4901539	-	4901299	Chr5D	4972717	4973196	-	4972956	1.0	1.0
gene:TraesCS5D03G0015400	Chr5D	4901640	4902071	-	4901855	Chr5D	4973297	4973728	-	4973512	1.0	1.0
gene:TraesCS5D03G0015500	Chr5D	4902366	4902728	-	4902547	Chr5D	4974023	4974385	-	4974204	1.0	1.0
gene:TraesCS5D03G0015700	Chr5D	4904704	4905117	-	4904910	Chr5D	4976361	4976774	-	4976567	1.0	1.0
gene:TraesCS5D03G0016000	Chr5D	4919446	4920810	+	4920128	Chr5D	4991103	4992467	+	4991785	1.0	1.0
gene:TraesCS5D03G0016800	Chr5D	4929412	4929555	-	4929483	Chr5D	4997730	4997873	-	4997801	1.0	1.0
gene:TraesCS5D03G0016900	Chr5D	4929660	4929776	-	4929718	Chr5D	4997978	4998094	-	4998036	1.0	1.0
gene:TraesCS5D03G0018000	Chr5D	4935300	4936013	-	4935656	Chr5D	4999366	5000079	-	4999722	1.0	1.0
gene:TraesCS5D03G0018400	Chr5D	4938361	4938492	-	4938426	Chr5D	5002427	5002558	-	5002492	1.0	1.0
gene:TraesCS5D03G0018500	Chr5D	4938596	4938832	+	4938714	Chr5D	5002662	5002898	+	5002780	1.0	1.0
gene:TraesCS5D03G0018700	Chr5D	4939644	4939925	+	4939784	Chr5D	5003710	5003991	+	5003850	1.0	1.0
gene:TraesCS5D03G0019200	Chr5D	4943192	4945435	+	4944313	Chr5D	5007260	5009503	+	5008381	1.0	1.0
gene:TraesCS5D03G0019300	Chr5D	4945761	4945971	+	4945866	Chr5D	5009829	5010039	+	5009934	1.0	1.0
gene:TraesCS5D03G0019800	Chr5D	4948993	4949154	-	4949073	Chr5D	5013061	5013222	-	5013141	1.0	0.993
gene:TraesCS5D03G0020000	Chr5D	4949293	4950393	-	4949843	Chr5D	5013361	5014461	-	5013911	1.0	1.0
gene:TraesCS5D03G0020100	Chr5D	4950002	4950451	+	4950226	Chr5D	5014070	5014519	+	5014294	1.0	1.0
gene:TraesCS5D03G0020300	Chr5D	4950827	4951042	+	4950934	Chr5D	5014895	5015110	+	5015002	1.0	1.0
gene:TraesCS5D03G0020400	Chr5D	4951153	4952147	-	4951650	Chr5D	5015221	5016215	-	5015718	1.0	1.0
gene:TraesCS5D03G0020800	Chr5D	4955589	4956654	-	4956121	Chr5D	5019657	5020722	-	5020189	1.0	1.0
gene:TraesCS5D03G0021000	Chr5D	4957788	4957982	+	4957885	Chr5D	5021856	5022050	+	5021953	1.0	1.0
gene:TraesCS5D03G0021100	Chr5D	4958384	4958494	+	4958439	Chr5D	5022452	5022562	+	5022507	1.0	1.0
gene:TraesCS5D03G0021400	Chr5D	4960287	4960754	+	4960520	Chr5D	5024355	5024822	+	5024588	1.0	1.0
gene:TraesCS5D03G0021800	Chr5D	4962707	4962894	+	4962800	Chr5D	5026775	5026962	+	5026868	1.0	1.0
gene:TraesCS5D03G0022700	Chr5D	4973102	4973800	+	4973451	Chr5D	5036888	5037586	+	5037237	1.0	1.0
gene:TraesCS5D03G0023300	Chr5D	5013765	5020319	-	5017042	Chr5D	5078685	5083623	-	5081154	0.975	0.975
gene:TraesCS5D03G0023600	Chr5D	5033927	5038681	+	5036304	Chr5D	5097079	5101833	+	5099456	1.0	0.999
gene:TraesCS5D03G0023900	Chr5D	5049581	5050871	+	5050226	Chr5D	5112762	5114054	+	5113408	1.0	0.981
gene:TraesCS5D03G0024000	Chr5D	5126830	5130716	-	5128773	Chr5D	5189605	5193491	-	5191548	1.0	1.0
gene:TraesCS5D03G0024200	Chr5D	5310399	5319110	+	5314754	Chr5D	5373316	5382161	+	5377738	1.0	1.0
gene:TraesCS5D03G0024300	Chr5D	5323991	5339694	+	5331842	Chr5D	5387058	5402761	+	5394909	1.0	1.0
gene:TraesCS5D03G0024400	Chr5D	5339945	5343217	-	5341581	Chr5D	5403003	5406261	-	5404632	1.0	1.0
gene:TraesCS5D03G0024600	Chr5D	5501293	5503036	+	5502164	Chr5D	5563098	5564841	+	5563969	1.0	1.0
gene:TraesCS5D03G0024700	Chr5D	5534695	5546126	+	5540410	Chr5D	5596559	5607978	+	5602268	1.0	1.0
gene:TraesCS5D03G0024800	Chr5D	5567761	5575868	-	5571814	Chr5D	5623140	5631247	-	5627193	1.0	0.999
gene:TraesCS5D03G0024900	Chr5D	5706212	5708783	-	5707497	Chr5D	5761640	5764211	-	5762925	1.0	0.999
gene:TraesCS5D03G0025100	Chr5D	5762415	5764094	-	5763254	Chr5D	5817612	5819291	-	5818451	1.0	1.0
gene:TraesCS5D03G0025200	Chr5D	5772359	5775824	-	5774091	Chr5D	5827553	5831018	-	5829285	1.0	1.0
gene:TraesCS5D03G0025300	Chr5D	5853737	5856897	+	5855317	Chr5D	5908749	5911909	+	5910329	1.0	0.998
gene:TraesCS5D03G0025400	Chr5D	5906666	5910254	+	5908460	Chr5D	5965122	5968710	+	5966916	1.0	0.999
gene:TraesCS5D03G0025500	Chr5D	5943007	5947183	+	5945095	Chr5D	5996335	6000511	+	5998423	1.0	0.998
gene:TraesCS5D03G0025600	Chr5D	5953081	5963542	+	5958311	Chr5D	6006409	6016875	+	6011642	1.0	1.0
gene:TraesCS5D03G0025700	Chr5D	5997418	5999830	+	5998624	Chr5D	6050727	6053139	+	6051933	1.0	1.0
gene:TraesCS5D03G0025800	Chr5D	6012640	6017851	+	6015245	Chr5D	6065817	6071028	+	6068422	1.0	0.999
gene:TraesCS5D03G0026800	Chr5D	6773112	6787820	-	6780466	Chr5D	6485701	6500409	-	6493055	1.0	1.0
gene:TraesCS5D03G0026900	Chr5D	6799651	6803622	+	6801636	Chr5D	6511892	6515863	+	6513877	1.0	1.0
gene:TraesCS5D03G0027000	Chr5D	6841065	6847662	+	6844363	Chr5D	6553906	6560560	+	6557233	1.0	0.988
gene:TraesCS5D03G0027100	Chr5D	6850565	6862517	+	6856541	Chr5D	6563463	6575436	+	6569449	1.0	1.0
gene:TraesCS5D03G0027200	Chr5D	7052743	7068887	+	7060815	Chr5D	6767191	6782046	+	6774618	1.0	1.0
gene:TraesCS5D03G0028000	Chr5D	7176715	7179793	+	7178254	Chr5D	6889144	6892222	+	6890683	1.0	1.0
gene:TraesCS5D03G0028200	Chr5D	7225425	7226098	-	7225761	Chr5D	6937406	6938077	-	6937741	1.0	0.998
gene:TraesCS5D03G0028300	Chr5D	7225573	7226071	-	7225822	Chr5D	6937554	6938050	-	6937802	1.0	0.997
gene:TraesCS5D03G0028400	Chr5D	7249912	7250434	-	7250173	Chr5D	6956810	6957332	-	6957071	1.0	1.0
gene:TraesCS5D03G0028600	Chr5D	7542108	7547074	-	7544591	Chr5D	7241935	7246918	-	7244426	1.0	0.999
gene:TraesCS5D03G0028900	Chr5D	7632009	7635649	-	7633829	Chr5D	7332408	7336048	-	7334228	1.0	1.0
gene:TraesCS5D03G0029100	Chr5D	7690081	7698179	+	7694130	Chr5D	7388600	7396698	+	7392649	1.0	1.0
gene:TraesCS5D03G0029200	Chr5D	7717853	7730573	-	7724213	Chr5D	7416399	7429167	-	7422783	1.0	1.0
gene:TraesCS5D03G0029700	Chr5D	7759289	7761729	-	7760509	Chr5D	7457881	7460321	-	7459101	1.0	1.0
gene:TraesCS5D03G0029900	Chr5D	7860986	7877389	-	7869187	Chr5D	7557292	7572848	-	7565070	0.9	0.9
gene:TraesCS5D03G0030400	Chr5D	8051479	8054654	+	8053066	Chr5D	7747323	7750582	+	7748952	1.0	0.999
gene:TraesCS5D03G0030600	Chr5D	8086114	8088828	-	8087471	Chr5D	7781543	7784257	-	7782900	1.0	1.0
gene:TraesCS5D03G0030800	Chr5D	8141689	8143688	+	8142688	Chr5D	7837129	7839128	+	7838128	1.0	1.0
gene:TraesCS5D03G0030900	Chr5D	8154875	8157233	+	8156054	Chr5D	7850315	7852673	+	7851494	1.0	1.0
gene:TraesCS5D03G0031100	Chr5D	8169523	8175293	-	8172408	Chr5D	7864962	7870732	-	7867847	1.0	1.0
gene:TraesCS5D03G0031300	Chr5D	8354136	8383522	+	8368829	Chr5D	8048932	8078209	+	8063570	1.0	1.0
gene:TraesCS5D03G0032500	Chr5D	8526442	8532020	+	8529231	Chr5D	8220228	8225806	+	8223017	1.0	1.0
gene:TraesCS5D03G0032700	Chr5D	8534121	8540085	-	8537103	Chr5D	8227907	8233871	-	8230889	1.0	1.0
gene:TraesCS5D03G0032800	Chr5D	8611516	8614138	-	8612827	Chr5D	8304547	8307169	-	8305858	1.0	1.0
gene:TraesCS5D03G0032900	Chr5D	8614789	8615043	-	8614916	Chr5D	8307820	8308074	-	8307947	1.0	1.0
gene:TraesCS5D03G0033000	Chr5D	8649559	8663338	-	8656448	Chr5D	8342592	8356371	-	8349481	1.0	0.999
gene:TraesCS5D03G0033100	Chr5D	8665040	8668025	-	8666532	Chr5D	8357881	8360866	-	8359373	1.0	1.0
gene:TraesCS5D03G0033700	Chr5D	8760580	8761485	-	8761032	Chr5D	8452485	8453390	-	8452937	1.0	1.0
gene:TraesCS5D03G0033600	Chr5D	8760550	8761728	+	8761139	Chr5D	8452455	8453633	+	8453044	1.0	1.0
gene:TraesCS5D03G0034100	Chr5D	9055345	9056199	+	9055772	Chr5D	8747060	8747914	+	8747487	1.0	1.0
gene:TraesCS5D03G0034200	Chr5D	9072954	9076493	+	9074723	Chr5D	8764726	8768273	+	8766499	1.0	1.0
gene:TraesCS5D03G0034500	Chr5D	9130463	9132648	-	9131555	Chr5D	8821675	8823860	-	8822767	1.0	1.0
gene:TraesCS5D03G0034800	Chr5D	9185614	9186012	+	9185813	Chr5D	8876928	8877326	+	8877127	1.0	1.0
gene:TraesCS5D03G0035100	Chr5D	9225900	9231687	+	9228793	Chr5D	8917565	8923351	+	8920458	1.0	1.0
gene:TraesCS5D03G0035300	Chr5D	9235784	9237983	+	9236883	Chr5D	8927448	8929647	+	8928547	1.0	1.0
gene:TraesCS5D03G0035400	Chr5D	9238099	9242366	-	9240232	Chr5D	8929763	8934030	-	8931896	1.0	1.0
gene:TraesCS5D03G0035600	Chr5D	9333018	9343813	-	9338415	Chr5D	9024084	9034901	-	9029492	1.0	1.0
gene:TraesCS5D03G0035800	Chr5D	9395161	9395820	+	9395490	Chr5D	9086248	9086907	+	9086577	1.0	1.0
gene:TraesCS5D03G0035900	Chr5D	9406057	9407312	+	9406684	Chr5D	9097029	9098284	+	9097656	1.0	1.0
gene:TraesCS5D03G0036100	Chr5D	9446443	9447447	+	9446945	Chr5D	9136759	9137763	+	9137261	1.0	1.0
gene:TraesCS5D03G0036200	Chr5D	9499846	9501662	-	9500754	Chr5D	9189842	9191658	-	9190750	1.0	1.0
gene:TraesCS5D03G0036300	Chr5D	9515824	9518741	-	9517282	Chr5D	9205838	9208755	-	9207296	1.0	1.0
gene:TraesCS5D03G0036400	Chr5D	9583881	9585814	+	9584847	Chr5D	9274048	9275981	+	9275014	1.0	1.0
gene:TraesCS5D03G0036600	Chr5D	9639722	9640204	-	9639963	Chr5D	9331300	9331782	-	9331541	1.0	1.0
gene:TraesCS5D03G0036700	Chr5D	9660913	9661794	+	9661353	Chr5D	9352156	9353037	+	9352596	1.0	1.0
gene:TraesCS5D03G0037100	Chr5D	9688115	9689533	-	9688824	Chr5D	9379360	9380778	-	9380069	1.0	0.999
gene:TraesCS5D03G0037600	Chr5D	9835169	9837618	-	9836393	Chr5D	9526494	9528943	-	9527718	1.0	1.0
gene:TraesCS5D03G0037700	Chr5D	9839250	9844749	-	9841999	Chr5D	9530574	9535930	-	9533252	1.0	1.0
gene:TraesCS5D03G0037800	Chr5D	10011395	10018127	-	10014761	Chr5D	9702124	9708919	-	9705521	1.0	1.0
gene:TraesCS5D03G0038000	Chr5D	10056183	10057176	+	10056679	Chr5D	9747661	9748654	+	9748157	1.0	1.0
gene:TraesCS5D03G0038100	Chr5D	10058326	10066268	-	10062297	Chr5D	9749836	9757778	-	9753807	1.0	1.0
gene:TraesCS5D03G0038300	Chr5D	10149912	10152613	+	10151262	Chr5D	9839859	9842560	+	9841209	1.0	1.0
gene:TraesCS5D03G0038600	Chr5D	10573532	10577805	+	10575668	Chr5D	10261104	10265377	+	10263240	1.0	1.0
gene:TraesCS5D03G0038700	Chr5D	10576248	10576604	-	10576426	Chr5D	10263820	10264176	-	10263998	1.0	1.0
gene:TraesCS5D03G0038900	Chr5D	10600401	10601132	-	10600766	Chr5D	10288194	10288925	-	10288559	1.0	1.0
gene:TraesCS5D03G0039000	Chr5D	10627124	10633383	+	10630253	Chr5D	10314336	10320595	+	10317465	1.0	0.998
gene:TraesCS5D03G0039300	Chr5D	10642695	10648565	+	10645630	Chr5D	10329907	10335777	+	10332842	1.0	1.0
gene:TraesCS5D03G0039400	Chr5D	10730194	10730646	+	10730420	Chr5D	10417260	10417712	+	10417486	1.0	1.0
gene:TraesCS5D03G0039500	Chr5D	10783165	10783956	+	10783560	Chr5D	10469754	10470545	+	10470149	1.0	1.0
gene:TraesCS5D03G0039900	Chr5D	10878352	10881339	+	10879845	Chr5D	10563296	10566283	+	10564789	1.0	1.0
gene:TraesCS5D03G0040000	Chr5D	11002028	11005811	+	11003919	Chr5D	10686481	10690282	+	10688381	1.0	0.983
gene:TraesCS5D03G0040100	Chr5D	11112799	11113703	-	11113251	Chr5D	10795049	10795953	-	10795501	1.0	1.0
gene:TraesCS5D03G0040700	Chr5D	11400698	11403390	-	11402044	Chr5D	11078989	11081681	-	11080335	1.0	1.0
gene:TraesCS5D03G0040800	Chr5D	11406258	11408192	-	11407225	Chr5D	11084549	11086483	-	11085516	1.0	1.0
gene:TraesCS5D03G0041100	Chr5D	11463934	11465058	+	11464496	Chr5D	11142243	11143367	+	11142805	1.0	0.989
gene:TraesCS5D03G0041200	Chr5D	11529869	11533644	+	11531756	Chr5D	11208293	11212068	+	11210180	1.0	0.999
gene:TraesCS5D03G0041400	Chr5D	11671444	11672550	-	11671997	Chr5D	11350445	11351551	-	11350998	1.0	1.0
gene:TraesCS5D03G0041500	Chr5D	11708289	11709407	-	11708848	Chr5D	11387282	11388400	-	11387841	1.0	0.998
gene:TraesCS5D03G0041900	Chr5D	12041353	12044397	-	12042875	Chr5D	11715888	11718932	-	11717410	1.0	1.0
gene:TraesCS5D03G0042200	Chr5D	12251169	12252599	-	12251884	Chr5D	11922782	11924212	-	11923497	1.0	1.0
gene:TraesCS5D03G0042500	Chr5D	12306016	12313508	-	12309762	Chr5D	11977683	11985175	-	11981429	1.0	0.999
gene:TraesCS5D03G0043100	Chr5D	12674557	12678922	+	12676739	Chr5D	12355667	12360032	+	12357849	1.0	0.999
gene:TraesCS5D03G0043200	Chr5D	12679145	12684151	+	12681648	Chr5D	12360255	12365022	+	12362638	1.0	1.0
gene:TraesCS5D03G0043300	Chr5D	12685547	12686545	+	12686046	Chr5D	12366417	12367415	+	12366916	1.0	1.0
gene:TraesCS5D03G0043400	Chr5D	12688531	12689491	-	12689011	Chr5D	12369401	12370361	-	12369881	1.0	1.0
gene:TraesCS5D03G0044100	Chr5D	13005661	13010693	+	13008177	Chr5D	12685246	12690282	+	12687764	0.998	0.993
gene:TraesCS5D03G0044400	Chr5D	13018386	13018541	-	13018463	Chr5D	12697976	12698131	-	12698053	1.0	1.0
gene:TraesCS5D03G0044600	Chr5D	13049822	13051510	+	13050666	Chr5D	12729788	12731476	+	12730632	1.0	1.0
gene:TraesCS5D03G0044700	Chr5D	13059576	13075331	-	13067453	Chr5D	12739128	12754883	-	12747005	1.0	1.0
gene:TraesCS5D03G0044800	Chr5D	13252970	13254069	-	13253519	Chr5D	12931830	12932929	-	12932379	1.0	1.0
gene:TraesCS5D03G0045200	Chr5D	13394161	13398365	-	13396263	Chr5D	13072476	13076779	-	13074627	1.0	1.0
gene:TraesCS5D03G0045700	Chr5D	13791828	13794523	+	13793175	Chr5D	13468885	13471580	+	13470232	1.0	1.0
gene:TraesCS5D03G0045900	Chr5D	13794740	13795992	-	13795366	Chr5D	13471797	13473049	-	13472423	1.0	0.999
gene:TraesCS5D03G0046000	Chr5D	13803203	13808278	+	13805740	Chr5D	13480258	13485333	+	13482795	1.0	1.0
gene:TraesCS5D03G0046500	Chr5D	13865255	13866905	-	13866080	Chr5D	13542418	13544068	-	13543243	1.0	1.0
gene:TraesCS5D03G0047000	Chr5D	13967581	13976852	-	13972216	Chr5D	13643905	13652871	-	13648388	1.0	1.0
gene:TraesCS5D03G0047300	Chr5D	13998301	14002102	+	14000201	Chr5D	13673955	13677756	+	13675855	1.0	1.0
gene:TraesCS5D03G0047500	Chr5D	14004186	14005504	-	14004845	Chr5D	13679841	13681153	-	13680497	0.995	0.995
gene:TraesCS5D03G0047800	Chr5D	14105647	14106929	+	14106288	Chr5D	13781126	13782408	+	13781767	1.0	1.0
gene:TraesCS5D03G0047900	Chr5D	14191472	14200433	-	14195952	Chr5D	13868411	13877372	-	13872891	1.0	1.0
gene:TraesCS5D03G0048200	Chr5D	14462958	14469410	-	14466184	Chr5D	14140374	14146750	-	14143562	1.0	1.0
gene:TraesCS5D03G0048500	Chr5D	14606373	14607878	-	14607125	Chr5D	14283147	14284652	-	14283899	1.0	1.0
gene:TraesCS5D03G0048800	Chr5D	14809040	14809618	+	14809329	Chr5D	14486559	14487125	+	14486842	0.979	0.979
gene:TraesCS5D03G0049100	Chr5D	15033130	15036689	+	15034909	Chr5D	14710919	14714478	+	14712698	1.0	1.0
gene:TraesCS5D03G0049300	Chr5D	15037005	15040200	-	15038602	Chr5D	14714794	14717989	-	14716391	1.0	1.0
gene:TraesCS5D03G0049400	Chr5D	15040350	15045472	-	15042911	Chr5D	14718139	14723261	-	14720700	1.0	0.998
gene:TraesCS5D03G0050600	Chr5D	15295196	15296683	-	15295939	Chr5D	14973231	14974715	-	14973973	1.0	1.0
gene:TraesCS5D03G0050900	Chr5D	15418339	15421052	+	15419695	Chr5D	15096580	15099293	+	15097936	1.0	1.0
gene:TraesCS5D03G0052400	Chr5D	15633620	15634486	-	15634053	Chr5D	15310948	15311814	-	15311381	1.0	1.0
gene:TraesCS5D03G0053100	Chr5D	16333012	16333619	-	16333315	Chr5D	15967332	15967939	-	15967635	1.0	1.0
gene:TraesCS5D03G0053400	Chr5D	16354843	16360505	-	16357674	Chr5D	15989232	15994894	-	15992063	1.0	1.0
gene:TraesCS5D03G0054000	Chr5D	16741808	16742678	-	16742243	Chr5D	16377748	16378618	-	16378183	1.0	1.0
gene:TraesCS5D03G0054400	Chr5D	17382788	17389803	-	17386295	Chr5D	17017761	17024776	-	17021268	1.0	0.999
gene:TraesCS5D03G0055100	Chr5D	18224451	18226157	+	18225304	Chr5D	17854752	17856458	+	17855605	1.0	0.999
