gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	Mace_tgt_strand	Mace_tgt_midpoint	Mace_coverage	Mace_identity
gene:TraesCS2B03G0020000	Chr2B	5857938	5873315	-	5865626	Chr2B	7080692	7096036	-	7088364	1.0	0.999
gene:TraesCS2B03G0020600	Chr2B	6113325	6116343	-	6114834	Chr2B	349873	352891	+	351382	1.0	0.998
gene:TraesCS2B03G0021300	Chr2B	6161766	6163667	-	6162716	Chr2B	278653	280617	-	279635	1.0	0.993
gene:TraesCS2B03G0021600	Chr2B	6188607	6190076	-	6189341	Chr2B	303348	304817	+	304082	1.0	0.997
gene:TraesCS2B03G0022100	Chr2B	6245944	6247230	+	6246587	Chr2B	190527	191814	-	191170	1.0	0.999
gene:TraesCS2B03G0022200	Chr2B	6269901	6271154	+	6270527	Chr2B	166802	168055	-	167428	1.0	0.999
gene:TraesCS2B03G0022400	Chr2B	6456104	6457096	-	6456600	Chr2B	46905	47897	+	47401	1.0	0.996
gene:TraesCS2B03G0022500	Chr2B	6468597	6470870	+	6469733	Chr2B	33138	35411	-	34274	1.0	0.997
gene:TraesCS2B03G0022800	Chr2B	6498923	6502372	+	6500647	Chr2B	6186341	6189799	-	6188070	1.0	0.995
gene:TraesCS2B03G0023200	Chr2B	6545063	6548072	-	6546567	Chr2B	6223512	6226536	+	6225024	1.0	0.996
gene:TraesCS2B03G0023300	Chr2B	6570795	6571658	+	6571226	Chr2B	6197406	6198269	-	6197837	1.0	0.998
gene:TraesCS2B03G0023700	Chr2B	6627192	6628976	+	6628084	Chr2B	6141530	6143314	-	6142422	1.0	0.999
gene:TraesCS2B03G0023900	Chr2B	6655874	6658393	+	6657133	Chr2B	6112169	6114688	-	6113428	1.0	0.999
gene:TraesCS2B03G0024000	Chr2B	6699896	6701597	+	6700746	Chr2B	6025005	6026706	+	6025855	1.0	0.998
gene:TraesCS2B03G0024500	Chr2B	6787357	6789121	+	6788239	Chr2B	6017316	6019080	-	6018198	1.0	0.999
gene:TraesCS2B03G0024700	Chr2B	6821447	6822965	-	6822206	Chr2B	5962574	5964092	+	5963333	1.0	0.998
gene:TraesCS2B03G0024800	Chr2B	6835359	6837114	+	6836236	Chr2B	7291935	7293689	-	7292812	0.996	0.955
gene:TraesCS2B03G0025300	Chr2B	6882347	6883870	+	6883108	Chr2B	5943967	5945490	-	5944728	1.0	1.0
gene:TraesCS2B03G0025500	Chr2B	6886209	6888033	+	6887121	Chr2B	5940010	5941834	-	5940922	1.0	0.999
gene:TraesCS2B03G0025600	Chr2B	6894552	6896489	-	6895520	Chr2B	5931554	5933491	+	5932522	1.0	0.998
gene:TraesCS2B03G0025700	Chr2B	6898563	6903761	-	6901162	Chr2B	5924280	5929480	+	5926880	1.0	0.998
gene:TraesCS2B03G0026100	Chr2B	7188185	7188382	-	7188283	Chr2B	5642155	5642352	+	5642253	1.0	1.0
gene:TraesCS2B03G0026200	Chr2B	7202008	7208867	-	7205437	Chr2B	5621670	5628529	+	5625099	1.0	0.999
gene:TraesCS2B03G0026300	Chr2B	7231414	7238036	-	7234725	Chr2B	5592975	5599597	+	5596286	1.0	1.0
gene:TraesCS2B03G0026600	Chr2B	7342466	7343956	+	7343211	Chr2B	5535923	5537413	-	5536668	1.0	1.0
gene:TraesCS2B03G0026500	Chr2B	7342428	7347675	-	7345051	Chr2B	5532204	5537451	+	5534827	1.0	0.999
gene:TraesCS2B03G0026800	Chr2B	7368058	7373714	+	7370886	Chr2B	5506358	5512014	-	5509186	1.0	1.0
gene:TraesCS2B03G0026900	Chr2B	7374744	7376852	-	7375798	Chr2B	5503220	5505328	+	5504274	1.0	1.0
gene:TraesCS2B03G0027000	Chr2B	7384257	7389466	+	7386861	Chr2B	5490627	5495815	-	5493221	1.0	1.0
gene:TraesCS2B03G0027300	Chr2B	7423234	7427119	-	7425176	Chr2B	5449867	5453692	+	5451779	0.971	0.964
gene:TraesCS2B03G0027400	Chr2B	7430644	7430993	-	7430818	Chr2B	5445992	5446340	+	5446166	1.0	0.987
gene:TraesCS2B03G0027500	Chr2B	7457794	7474452	+	7466123	Chr2B	5418559	5424435	-	5421497	0.909	0.905
gene:TraesCS2B03G0027600	Chr2B	7480197	7485085	+	7482641	Chr2B	5404471	5409359	-	5406915	1.0	0.993
gene:TraesCS2B03G0027700	Chr2B	7488542	7503846	+	7496194	Chr2B	5386108	5401011	-	5393559	1.0	0.996
gene:TraesCS2B03G0027800	Chr2B	7503853	7505322	-	7504587	Chr2B	5384632	5386101	+	5385366	1.0	0.997
gene:TraesCS2B03G0027900	Chr2B	7523936	7527616	+	7525776	Chr2B	5278595	5282275	-	5280435	1.0	1.0
gene:TraesCS2B03G0028000	Chr2B	7543649	7547126	+	7545387	Chr2B	5259085	5262562	-	5260823	1.0	0.998
gene:TraesCS2B03G0028100	Chr2B	7550450	7550846	-	7550648	Chr2B	5255365	5255761	+	5255563	1.0	1.0
gene:TraesCS2B03G0028300	Chr2B	7608181	7613666	+	7610923	Chr2B	5193509	5198245	-	5195877	1.0	1.0
gene:TraesCS2B03G0028400	Chr2B	7623099	7624529	+	7623814	Chr2B	5182625	5184055	-	5183340	1.0	1.0
gene:TraesCS2B03G0028700	Chr2B	7643082	7646942	+	7645012	Chr2B	5160202	5164062	-	5162132	1.0	1.0
gene:TraesCS2B03G0028900	Chr2B	7658092	7659718	-	7658905	Chr2B	5147429	5149055	+	5148242	1.0	0.995
gene:TraesCS2B03G0029000	Chr2B	7693007	7694798	-	7693902	Chr2B	5130080	5131871	+	5130975	1.0	1.0
gene:TraesCS2B03G0029100	Chr2B	7701267	7705799	-	7703533	Chr2B	5111138	5115654	+	5113396	0.949	0.949
gene:TraesCS2B03G0029200	Chr2B	7868819	7869526	+	7869172	Chr2B	4948141	4948848	-	4948494	1.0	1.0
gene:TraesCS2B03G0029300	Chr2B	7872274	7875518	-	7873896	Chr2B	4942149	4945393	+	4943771	1.0	1.0
gene:TraesCS2B03G0029600	Chr2B	7890473	7900384	-	7895428	Chr2B	4917044	4927099	+	4922071	1.0	0.999
gene:TraesCS2B03G0029700	Chr2B	7911010	7912109	+	7911559	Chr2B	4905318	4906417	-	4905867	1.0	1.0
gene:TraesCS2B03G0030200	Chr2B	7977648	7979453	+	7978550	Chr2B	4837080	4838886	-	4837983	1.0	0.999
gene:TraesCS2B03G0030300	Chr2B	8006235	8010811	+	8008523	Chr2B	4805708	4810306	-	4808007	1.0	1.0
gene:TraesCS2B03G0030400	Chr2B	8013387	8018171	-	8015779	Chr2B	4798723	4803507	+	4801115	1.0	1.0
gene:TraesCS2B03G0030500	Chr2B	8021978	8025987	+	8023982	Chr2B	4790909	4794918	-	4792913	1.0	1.0
gene:TraesCS2B03G0030600	Chr2B	8028120	8034668	-	8031394	Chr2B	4782788	4789337	+	4786062	1.0	1.0
gene:TraesCS2B03G0030700	Chr2B	8065103	8066982	-	8066042	Chr2B	4757510	4759369	+	4758439	0.988	0.987
gene:TraesCS2B03G0030800	Chr2B	8082243	8086823	-	8084533	Chr2B	4737632	4742212	+	4739922	1.0	0.999
gene:TraesCS2B03G0030900	Chr2B	8091004	8091576	-	8091290	Chr2B	4732877	4733449	+	4733163	1.0	1.0
gene:TraesCS2B03G0031000	Chr2B	8098223	8098723	+	8098473	Chr2B	4725730	4726230	-	4725980	1.0	1.0
gene:TraesCS2B03G0031100	Chr2B	8101793	8102553	+	8102173	Chr2B	4721892	4722652	-	4722272	1.0	0.998
gene:TraesCS2B03G0031200	Chr2B	8114748	8116073	-	8115410	Chr2B	4708363	4709688	+	4709025	1.0	1.0
gene:TraesCS2B03G0031900	Chr2B	8209424	8214046	-	8211735	Chr2B	4610182	4614804	+	4612493	1.0	0.999
gene:TraesCS2B03G0032500	Chr2B	8318794	8321353	+	8320073	Chr2B	4502624	4505183	-	4503903	1.0	0.998
gene:TraesCS2B03G0032900	Chr2B	8569211	8569753	+	8569482	Chr2B	4232241	4232783	-	4232512	1.0	1.0
gene:TraesCS2B03G0033000	Chr2B	8645459	8647142	+	8646300	Chr2B	4155617	4157300	-	4156458	1.0	1.0
gene:TraesCS2B03G0033300	Chr2B	8677011	8677322	+	8677166	Chr2B	4125197	4125508	-	4125352	1.0	1.0
gene:TraesCS2B03G0033400	Chr2B	8696627	8703483	-	8700055	Chr2B	4066762	4074069	+	4070415	0.986	0.962
gene:TraesCS2B03G0034000	Chr2B	9042175	9042552	+	9042363	Chr2B	4001552	4001929	-	4001740	1.0	0.994
gene:TraesCS2B03G0034200	Chr2B	9153032	9155753	+	9154392	Chr2B	3881721	3884442	-	3883081	0.999	0.967
gene:TraesCS2B03G0034400	Chr2B	9162506	9163054	+	9162780	Chr2B	3874420	3874968	-	3874694	1.0	0.997
gene:TraesCS2B03G0034800	Chr2B	9231046	9234494	+	9232770	Chr2B	3804848	3808296	-	3806572	1.0	1.0
gene:TraesCS2B03G0035000	Chr2B	9247068	9254229	+	9250648	Chr2B	3784955	3792120	-	3788537	1.0	0.998
gene:TraesCS2B03G0034900	Chr2B	9246803	9289710	-	9268256	Chr2B	3749316	3792385	+	3770850	1.0	1.0
gene:TraesCS2B03G0035200	Chr2B	9343040	9344596	+	9343818	Chr2B	3694562	3696118	-	3695340	1.0	0.999
gene:TraesCS2B03G0035300	Chr2B	9343040	9345337	+	9344188	Chr2B	3693821	3696118	-	3694969	1.0	0.999
gene:TraesCS2B03G0035500	Chr2B	9345406	9346238	+	9345822	Chr2B	3692920	3693752	-	3693336	1.0	1.0
gene:TraesCS2B03G0036600	Chr2B	9591731	9595119	+	9593425	Chr2B	3444641	3448029	-	3446335	1.0	0.999
gene:TraesCS2B03G0036700	Chr2B	9601532	9604373	-	9602952	Chr2B	3435389	3438228	+	3436808	1.0	1.0
gene:TraesCS2B03G0036800	Chr2B	9689277	9694655	+	9691966	Chr2B	3345019	3350397	-	3347708	1.0	1.0
gene:TraesCS2B03G0036900	Chr2B	9696616	9701784	+	9699200	Chr2B	3338093	3343029	-	3340561	1.0	0.996
gene:TraesCS2B03G0037000	Chr2B	9708622	9713131	-	9710876	Chr2B	3325243	3329773	+	3327508	0.996	0.958
gene:TraesCS2B03G0048200	Chr2B	12852446	12853800	+	12853123	Chr2B	12927832	12929168	-	12928500	0.998	0.978
gene:TraesCS2B03G0048500	Chr2B	12877573	12878121	+	12877847	Chr2B	7497056	7497604	+	7497330	1.0	0.995
gene:TraesCS2B03G0048600	Chr2B	12888956	12891430	-	12890193	Chr2B	12885798	12888275	+	12887036	1.0	0.995
gene:TraesCS2B03G0048700	Chr2B	12902737	12907993	-	12905365	Chr2B	12869170	12874396	+	12871783	0.999	0.998
gene:TraesCS2B03G0048800	Chr2B	12926381	12930952	-	12928666	Chr2B	12846211	12850764	+	12848487	0.98	0.977
gene:TraesCS2B03G0049400	Chr2B	12981259	12981576	+	12981417	Chr2B	12787906	12788223	-	12788064	1.0	0.987
gene:TraesCS2B03G0049600	Chr2B	13071865	13080320	-	13076092	Chr2B	12705803	12713900	+	12709851	1.0	1.0
gene:TraesCS2B03G0050200	Chr2B	13099079	13103584	-	13101331	Chr2B	12682866	12686997	+	12684931	0.998	0.998
gene:TraesCS2B03G0050400	Chr2B	13120432	13121992	-	13121212	Chr2B	12654869	12656435	+	12655652	1.0	0.974
gene:TraesCS2B03G0050600	Chr2B	13132669	13133442	+	13133055	Chr2B	12643986	12644759	-	12644372	1.0	0.997
gene:TraesCS2B03G0050700	Chr2B	13182204	13189613	-	13185908	Chr2B	12588960	12596163	+	12592561	1.0	0.996
gene:TraesCS2B03G0051000	Chr2B	13253976	13259260	-	13256618	Chr2B	12505447	12511009	+	12508228	1.0	0.999
gene:TraesCS2B03G0051300	Chr2B	13296175	13297080	+	13296627	Chr2B	12463909	12464813	-	12464361	1.0	0.992
gene:TraesCS2B03G0051600	Chr2B	13340976	13341932	+	13341454	Chr2B	10732120	10733077	+	10732598	1.0	0.988
gene:TraesCS2B03G0051800	Chr2B	13348269	13349759	-	13349014	Chr2B	10739007	10740497	-	10739752	1.0	0.994
gene:TraesCS2B03G0051900	Chr2B	13354219	13358897	-	13356558	Chr2B	10744996	10749283	-	10747139	1.0	0.997
gene:TraesCS2B03G0053200	Chr2B	13732514	13733128	-	13732821	Chr2B	12172902	12173516	-	12173209	1.0	1.0
gene:TraesCS2B03G0053300	Chr2B	13909547	13910761	-	13910154	Chr2B	12279737	12280951	-	12280344	1.0	0.993
gene:TraesCS2B03G0053400	Chr2B	13912472	13913471	+	13912971	Chr2B	12282556	12283555	+	12283055	1.0	0.998
gene:TraesCS2B03G0054400	Chr2B	14028498	14030981	-	14029739	Chr2B	11526979	11529458	+	11528218	1.0	0.997
gene:TraesCS2B03G0054500	Chr2B	14079067	14081658	-	14080362	Chr2B	11497007	11499598	+	11498302	1.0	0.998
gene:TraesCS2B03G0055700	Chr2B	14423940	14425421	+	14424680	Chr2B	11170992	11172473	-	11171732	1.0	0.997
gene:TraesCS2B03G0056000	Chr2B	14842559	14851874	+	14847216	Chr2B	10848378	10857692	-	10853035	1.0	0.996
gene:TraesCS2B03G0056200	Chr2B	14851905	14854208	+	14853056	Chr2B	10846044	10848347	-	10847195	1.0	0.995
gene:TraesCS2B03G0056300	Chr2B	14878192	14884749	+	14881470	Chr2B	10816813	10823370	-	10820091	1.0	0.998
gene:TraesCS2B03G0056500	Chr2B	14916612	14918380	+	14917496	Chr2B	10781585	10783353	-	10782469	1.0	0.988
gene:TraesCS2B03G0056800	Chr2B	14931634	14946100	+	14938867	Chr2B	10754071	10768327	-	10761199	1.0	0.997
gene:TraesCS2B03G0058100	Chr2B	15056953	15058428	-	15057690	Chr2B	10710366	10711832	+	10711099	0.993	0.958
gene:TraesCS2B03G0058200	Chr2B	15066509	15067231	-	15066870	Chr2B	10701790	10702512	+	10702151	1.0	0.984
gene:TraesCS2B03G0059800	Chr2B	15312884	15314326	-	15313605	Chr2B	12997348	12998792	-	12998070	1.0	0.99
gene:TraesCS2B03G0060700	Chr2B	15391038	15392507	+	15391772	Chr2B	13039275	13040744	+	13040009	1.0	0.996
gene:TraesCS2B03G0060800	Chr2B	15400720	15402557	+	15401638	Chr2B	13069132	13070969	+	13070050	1.0	1.0
gene:TraesCS2B03G0060900	Chr2B	15417072	15419414	-	15418243	Chr2B	13093757	13096096	-	13094926	0.998	0.998
gene:TraesCS2B03G0061000	Chr2B	15476370	15477194	-	15476782	Chr2B	13152126	13152950	-	13152538	1.0	1.0
gene:TraesCS2B03G0061200	Chr2B	15488914	15492486	-	15490700	Chr2B	13164240	13167791	-	13166015	0.991	0.991
gene:TraesCS2B03G0061300	Chr2B	15493665	15495325	-	15494495	Chr2B	13168970	13170630	-	13169800	1.0	1.0
gene:TraesCS2B03G0061500	Chr2B	15502335	15504197	-	15503266	Chr2B	13177641	13179503	-	13178572	1.0	1.0
gene:TraesCS2B03G0061600	Chr2B	15691603	15693102	+	15692352	Chr2B	13367593	13369092	+	13368342	1.0	1.0
gene:TraesCS2B03G0061700	Chr2B	15705799	15711751	+	15708775	Chr2B	13381773	13387822	+	13384797	1.0	1.0
gene:TraesCS2B03G0061800	Chr2B	15714189	15715772	-	15714980	Chr2B	13390261	13391844	-	13391052	1.0	1.0
gene:TraesCS2B03G0061900	Chr2B	15715800	15719528	-	15717664	Chr2B	13391872	13395600	-	13393736	1.0	0.999
gene:TraesCS2B03G0062000	Chr2B	15734666	15742419	+	15738542	Chr2B	13410712	13418465	+	13414588	1.0	0.999
gene:TraesCS2B03G0062100	Chr2B	15744804	15761068	+	15752936	Chr2B	13420849	13437049	+	13428949	1.0	1.0
gene:TraesCS2B03G0062300	Chr2B	15771452	15772210	+	15771831	Chr2B	13446891	13447649	+	13447270	1.0	1.0
gene:TraesCS2B03G0062400	Chr2B	15784449	15788634	-	15786541	Chr2B	13460031	13464216	-	13462123	1.0	1.0
gene:TraesCS2B03G0062900	Chr2B	15885181	15888466	-	15886823	Chr2B	13561667	13564952	-	13563309	1.0	1.0
gene:TraesCS2B03G0063000	Chr2B	16017616	16023460	+	16020538	Chr2B	13692935	13698779	+	13695857	1.0	1.0
gene:TraesCS2B03G0063100	Chr2B	16027451	16031718	-	16029584	Chr2B	13702593	13706860	-	13704726	1.0	1.0
gene:TraesCS2B03G0063400	Chr2B	16183726	16186214	-	16184970	Chr2B	13858538	13861026	-	13859782	1.0	1.0
gene:TraesCS2B03G0063600	Chr2B	16320725	16323530	-	16322127	Chr2B	13993021	13995826	-	13994423	1.0	0.999
gene:TraesCS2B03G0063700	Chr2B	16376422	16379328	-	16377875	Chr2B	14048823	14051729	-	14050276	1.0	1.0
gene:TraesCS2B03G0063800	Chr2B	16384086	16387128	+	16385607	Chr2B	14055916	14058958	+	14057437	1.0	1.0
gene:TraesCS2B03G0064000	Chr2B	16405168	16406778	-	16405973	Chr2B	14076666	14078276	-	14077471	1.0	1.0
gene:TraesCS2B03G0064200	Chr2B	16430735	16432617	-	16431676	Chr2B	14102855	14104624	-	14103739	0.924	0.923
gene:TraesCS2B03G0064800	Chr2B	16476596	16478267	-	16477431	Chr2B	14119337	14121008	-	14120172	1.0	1.0
gene:TraesCS2B03G0065200	Chr2B	16589219	16591647	-	16590433	Chr2B	14647901	14650329	+	14649115	1.0	1.0
gene:TraesCS2B03G0065300	Chr2B	16759495	16766061	+	16762778	Chr2B	14472698	14479530	-	14476114	0.998	0.998
gene:TraesCS2B03G0065500	Chr2B	16802889	16806438	-	16804663	Chr2B	14432227	14435776	+	14434001	1.0	1.0
gene:TraesCS2B03G0065700	Chr2B	16910638	16912587	-	16911612	Chr2B	14327303	14329252	+	14328277	1.0	1.0
gene:TraesCS2B03G0066100	Chr2B	17067715	17069496	-	17068605	Chr2B	14170331	14172112	+	14171221	1.0	0.999
gene:TraesCS2B03G0066500	Chr2B	17470385	17473608	+	17471996	Chr2B	14811057	14814280	+	14812668	1.0	1.0
gene:TraesCS2B03G0066600	Chr2B	17644370	17644987	-	17644678	Chr2B	14979257	14979874	-	14979565	1.0	1.0
gene:TraesCS2B03G0066700	Chr2B	17687507	17706103	+	17696805	Chr2B	15021980	15039860	+	15030920	1.0	0.999
gene:TraesCS2B03G0067200	Chr2B	17749713	17753085	+	17751399	Chr2B	15081508	15084879	+	15083193	0.999	0.998
gene:TraesCS2B03G0067400	Chr2B	17765779	17767569	+	17766674	Chr2B	15096758	15098548	+	15097653	1.0	0.996
gene:TraesCS2B03G0067800	Chr2B	17794264	17795398	-	17794831	Chr2B	15123450	15124584	-	15124017	1.0	1.0
gene:TraesCS2B03G0068600	Chr2B	17886739	17888851	-	17887795	Chr2B	15288520	15290632	-	15289576	1.0	0.994
gene:TraesCS2B03G0069000	Chr2B	17966416	17968132	-	17967274	Chr2B	15219924	15221640	-	15220782	1.0	0.998
gene:TraesCS2B03G0069200	Chr2B	18075997	18076383	-	18076190	Chr2B	15240627	15241013	-	15240820	1.0	1.0
gene:TraesCS2B03G0071500	Chr2B	18854395	18856318	-	18855356	Chr2B	15467438	15469421	-	15468429	0.997	0.946
gene:TraesCS2B03G0071600	Chr2B	18895753	18898711	+	18897232	Chr2B	15506036	15509026	+	15507531	1.0	0.964
gene:TraesCS2B03G0071700	Chr2B	18907811	18910613	+	18909212	Chr2B	15517477	15520291	+	15518884	1.0	0.998
gene:TraesCS2B03G0071800	Chr2B	18910934	18911453	+	18911193	Chr2B	15520612	15521131	+	15520871	1.0	0.994
gene:TraesCS2B03G0072500	Chr2B	18976655	18979429	-	18978042	Chr2B	15660681	15663475	-	15662078	1.0	0.982
gene:TraesCS2B03G0072600	Chr2B	18986839	18988803	-	18987821	Chr2B	15628869	15630596	-	15629732	1.0	0.989
gene:TraesCS2B03G0072700	Chr2B	19040151	19041798	-	19040974	Chr2B	15726353	15728000	-	15727176	1.0	0.986
gene:TraesCS2B03G0072800	Chr2B	19050030	19052053	-	19051041	Chr2B	15990293	15992497	+	15991395	0.999	0.973
gene:TraesCS2B03G0072900	Chr2B	19069938	19072375	+	19071156	Chr2B	15771442	15773873	+	15772657	0.997	0.99
gene:TraesCS2B03G0073000	Chr2B	19103655	19107150	+	19105402	Chr2B	15804924	15808419	+	15806671	1.0	0.995
gene:TraesCS2B03G0073100	Chr2B	19120250	19122171	+	19121210	Chr2B	15821724	15823644	+	15822684	0.999	0.996
gene:TraesCS2B03G0073400	Chr2B	19190051	19191732	+	19190891	Chr2B	15892778	15894459	+	15893618	1.0	0.996
gene:TraesCS2B03G0073500	Chr2B	19223207	19229584	+	19226395	Chr2B	15926164	15932535	+	15929349	0.996	0.981
gene:TraesCS2B03G0073600	Chr2B	19232027	19240431	+	19236229	Chr2B	15935047	15942401	+	15938724	1.0	0.991
gene:TraesCS2B03G0074600	Chr2B	19280617	19281536	+	19281076	Chr2B	15736529	15737381	-	15736955	1.0	0.981
gene:TraesCS2B03G0075000	Chr2B	19419340	19422539	+	19420939	Chr2B	16059786	16063007	+	16061396	0.999	0.962
gene:TraesCS2B03G0075400	Chr2B	19440259	19442986	-	19441622	Chr2B	15601511	15604181	+	15602846	0.999	0.969
gene:TraesCS2B03G0076800	Chr2B	19532920	19534614	+	19533767	Chr2B	15948719	15950417	+	15949568	0.999	0.978
gene:TraesCS2B03G0077300	Chr2B	19558814	19565723	-	19562268	Chr2B	16197950	16199939	-	16198944	1.0	0.965
gene:TraesCS2B03G0077400	Chr2B	19568823	19572034	-	19570428	Chr2B	16203207	16206417	-	16204812	1.0	0.993
gene:TraesCS2B03G0077500	Chr2B	19575081	19576745	-	19575913	Chr2B	16209545	16211209	-	16210377	1.0	0.996
gene:TraesCS2B03G0077600	Chr2B	19586562	19588321	-	19587441	Chr2B	16218342	16220101	-	16219221	1.0	0.996
gene:TraesCS2B03G0078100	Chr2B	19636707	19643274	+	19639990	Chr2B	16270199	16276912	+	16273555	1.0	0.986
gene:TraesCS2B03G0079300	Chr2B	19847863	19864430	-	19856146	Chr2B	16280878	16297169	-	16289023	0.993	0.976
gene:TraesCS2B03G0079700	Chr2B	19895885	19899631	-	19897758	Chr2B	16327042	16330798	-	16328920	0.996	0.978
gene:TraesCS2B03G0079800	Chr2B	19904005	19906548	-	19905276	Chr2B	16335896	16338455	-	16337175	1.0	0.961
gene:TraesCS2B03G0080200	Chr2B	19940441	19941727	-	19941084	Chr2B	16357198	16358484	-	16357841	1.0	0.997
gene:TraesCS2B03G0080400	Chr2B	19949339	19951089	-	19950214	Chr2B	16366112	16367862	-	16366987	1.0	0.996
gene:TraesCS2B03G0082200	Chr2B	20238865	20241034	+	20239949	Chr2B	16557791	16559895	+	16558843	0.976	0.971
gene:TraesCS2B03G0082300	Chr2B	20241048	20242667	-	20241857	Chr2B	16559909	16561518	-	16560713	1.0	0.998
gene:TraesCS2B03G0082400	Chr2B	20260490	20261879	-	20261184	Chr2B	16582750	16584152	-	16583451	1.0	0.952
gene:TraesCS2B03G0082600	Chr2B	20324578	20327381	+	20325979	Chr2B	16599685	16602512	+	16601098	0.984	0.929
gene:TraesCS2B03G0082700	Chr2B	20328298	20340185	+	20334241	Chr2B	16603949	16615028	+	16609488	0.996	0.981
gene:TraesCS2B03G0082900	Chr2B	20370257	20375297	-	20372777	Chr2B	16621732	16626752	-	16624242	0.987	0.954
gene:TraesCS2B03G0083000	Chr2B	20383222	20384914	-	20384068	Chr2B	16631309	16633004	-	16632156	1.0	0.995
gene:TraesCS2B03G0083100	Chr2B	20449626	20451293	-	20450459	Chr2B	16698266	16699933	-	16699099	1.0	0.996
gene:TraesCS2B03G0083400	Chr2B	20723134	20728421	-	20725777	Chr2B	16910118	16915714	-	16912916	1.0	0.995
gene:TraesCS2B03G0084200	Chr2B	21263746	21270294	+	21267020	Chr2B	16959653	16966219	+	16962936	1.0	0.986
gene:TraesCS2B03G0085100	Chr2B	21473256	21487855	+	21480555	Chr2B	17259270	17273887	+	17266578	1.0	0.994
gene:TraesCS2B03G0085200	Chr2B	21483804	21487258	-	21485531	Chr2B	17269822	17273289	-	17271555	1.0	0.988
gene:TraesCS2B03G0085300	Chr2B	21488153	21490714	-	21489433	Chr2B	17274184	17276737	-	17275460	0.995	0.985
gene:TraesCS2B03G0086200	Chr2B	21608410	21610352	-	21609381	Chr2B	17302334	17304263	-	17303298	0.984	0.934
gene:TraesCS2B03G0086300	Chr2B	21611707	21612433	-	21612070	Chr2B	17305637	17306363	-	17306000	1.0	0.997
gene:TraesCS2B03G0086500	Chr2B	21635943	21637760	-	21636851	Chr2B	17323781	17325592	-	17324686	0.996	0.992
gene:TraesCS2B03G0086600	Chr2B	21706944	21709923	-	21708433	Chr2B	17374447	17377428	-	17375937	1.0	0.999
gene:TraesCS2B03G0086900	Chr2B	21909828	21911610	-	21910719	Chr2B	17574133	17575985	-	17575059	1.0	0.997
gene:TraesCS2B03G0087100	Chr2B	21928523	21931900	-	21930211	Chr2B	17592998	17596375	-	17594686	1.0	0.997
gene:TraesCS2B03G0087200	Chr2B	21948115	21950923	+	21949519	Chr2B	17772933	17775752	+	17774342	1.0	0.991
gene:TraesCS2B03G0087300	Chr2B	21975258	21980212	+	21977735	Chr2B	17810680	17815605	+	17813142	0.979	0.944
