gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	Mace_tgt_strand	Mace_tgt_midpoint	Mace_coverage	Mace_identity
gene:TraesCS3D03G0036500	Chr3D	7017167	7018259	+	7017713	Chr3D	3330427	3331519	+	3330973	1.0	0.999
gene:TraesCS3D03G0036700	Chr3D	7020377	7021321	-	7020849	Chr3D	3333637	3334581	-	3334109	1.0	1.0
gene:TraesCS3D03G0036900	Chr3D	7026135	7026917	+	7026526	Chr3D	3339275	3340057	+	3339666	1.0	1.0
gene:TraesCS3D03G0037100	Chr3D	7029142	7032386	-	7030764	Chr3D	3342282	3345526	-	3343904	1.0	1.0
gene:TraesCS3D03G0037400	Chr3D	7087609	7088550	-	7088079	Chr3D	3401201	3402142	-	3401671	1.0	1.0
gene:TraesCS3D03G0037500	Chr3D	7092063	7092587	+	7092325	Chr3D	3405655	3406179	+	3405917	1.0	1.0
gene:TraesCS3D03G0037600	Chr3D	7100495	7105183	-	7102839	Chr3D	3414131	3418819	-	3416475	1.0	1.0
gene:TraesCS3D03G0037900	Chr3D	7120235	7122799	-	7121517	Chr3D	3433733	3436297	-	3435015	1.0	1.0
gene:TraesCS3D03G0038000	Chr3D	7127769	7132579	+	7130174	Chr3D	3441276	3446086	+	3443681	1.0	1.0
gene:TraesCS3D03G0038200	Chr3D	7163467	7166630	+	7165048	Chr3D	3469838	3472756	+	3471297	1.0	1.0
gene:TraesCS3D03G0038500	Chr3D	7169943	7171604	+	7170773	Chr3D	3476069	3477730	+	3476899	1.0	1.0
gene:TraesCS3D03G0038600	Chr3D	7175330	7176971	+	7176150	Chr3D	3481526	3483167	+	3482346	1.0	1.0
gene:TraesCS3D03G0038800	Chr3D	7179334	7183356	+	7181345	Chr3D	3485391	3489413	+	3487402	1.0	1.0
gene:TraesCS3D03G0039000	Chr3D	7183880	7184701	-	7184290	Chr3D	3489937	3490758	-	3490347	1.0	1.0
gene:TraesCS3D03G0039200	Chr3D	7217237	7225137	+	7221187	Chr3D	3522743	3530643	+	3526693	1.0	1.0
gene:TraesCS3D03G0039300	Chr3D	7226047	7227533	+	7226790	Chr3D	3531553	3533039	+	3532296	1.0	1.0
gene:TraesCS3D03G0039400	Chr3D	7228566	7240939	-	7234752	Chr3D	3534072	3546335	-	3540203	1.0	1.0
gene:TraesCS3D03G0039500	Chr3D	7241582	7242961	-	7242271	Chr3D	3546978	3548357	-	3547667	1.0	1.0
gene:TraesCS3D03G0039600	Chr3D	7251751	7252314	+	7252032	Chr3D	3557221	3557784	+	3557502	1.0	1.0
gene:TraesCS3D03G0039700	Chr3D	7254664	7266601	-	7260632	Chr3D	3559847	3571756	-	3565801	0.992	0.992
gene:TraesCS3D03G0040000	Chr3D	7285215	7288674	-	7286944	Chr3D	3590306	3593765	-	3592035	1.0	1.0
gene:TraesCS3D03G0040200	Chr3D	7334462	7338445	+	7336453	Chr3D	3637872	3641855	+	3639863	1.0	1.0
gene:TraesCS3D03G0040400	Chr3D	7403155	7409310	+	7406232	Chr3D	3706585	3712932	+	3709758	1.0	1.0
gene:TraesCS3D03G0040700	Chr3D	7418373	7421201	-	7419787	Chr3D	3721198	3724026	-	3722612	1.0	1.0
gene:TraesCS3D03G0040800	Chr3D	7427458	7427712	-	7427585	Chr3D	3730283	3730537	-	3730410	1.0	1.0
gene:TraesCS3D03G0040900	Chr3D	7429965	7433037	+	7431501	Chr3D	3732778	3735850	+	3734314	1.0	1.0
gene:TraesCS3D03G0041000	Chr3D	7493463	7498234	-	7495848	Chr3D	3795731	3800502	-	3798116	1.0	1.0
gene:TraesCS3D03G0041400	Chr3D	7549339	7550922	+	7550130	Chr3D	3850096	3851679	+	3850887	1.0	1.0
gene:TraesCS3D03G0041800	Chr3D	7585847	7589830	+	7587838	Chr3D	3889387	3893370	+	3891378	1.0	0.999
gene:TraesCS3D03G0041900	Chr3D	7590335	7591628	+	7590981	Chr3D	3893875	3895168	+	3894521	1.0	1.0
gene:TraesCS3D03G0042300	Chr3D	7601444	7609251	-	7605347	Chr3D	3905092	3912898	-	3908995	1.0	1.0
gene:TraesCS3D03G0042400	Chr3D	7690390	7691435	+	7690912	Chr3D	3992999	3994044	+	3993521	1.0	1.0
gene:TraesCS3D03G0043300	Chr3D	8138893	8140566	+	8139729	Chr3D	4443704	4445377	+	4444540	1.0	1.0
gene:TraesCS3D03G0043500	Chr3D	8239258	8242083	+	8240670	Chr3D	4540316	4543141	+	4541728	1.0	1.0
gene:TraesCS3D03G0043600	Chr3D	8277487	8280089	+	8278788	Chr3D	4578543	4581145	+	4579844	1.0	1.0
gene:TraesCS3D03G0043700	Chr3D	8320259	8321415	+	8320837	Chr3D	4618714	4619870	+	4619292	1.0	1.0
gene:TraesCS3D03G0043900	Chr3D	8328071	8333098	-	8330584	Chr3D	4626596	4631623	-	4629109	1.0	1.0
gene:TraesCS3D03G0044100	Chr3D	8356379	8357707	+	8357043	Chr3D	4654669	4655997	+	4655333	1.0	1.0
gene:TraesCS3D03G0044200	Chr3D	8372701	8373950	+	8373325	Chr3D	4671012	4672261	+	4671636	1.0	1.0
gene:TraesCS3D03G0044300	Chr3D	8426587	8429482	+	8428034	Chr3D	4722951	4725846	+	4724398	1.0	1.0
gene:TraesCS3D03G0044600	Chr3D	8487360	8497127	-	8492243	Chr3D	4775677	4785357	-	4780517	1.0	1.0
gene:TraesCS3D03G0044700	Chr3D	8505458	8522068	-	8513763	Chr3D	4792721	4809330	-	4801025	1.0	1.0
gene:TraesCS3D03G0045000	Chr3D	8552322	8561666	+	8556994	Chr3D	4838980	4848324	+	4843652	1.0	1.0
gene:TraesCS3D03G0045300	Chr3D	8683024	8688361	-	8685692	Chr3D	4973217	4978554	-	4975885	1.0	1.0
gene:TraesCS3D03G0045500	Chr3D	8812791	8813102	-	8812946	Chr3D	5091003	5091314	-	5091158	1.0	1.0
gene:TraesCS3D03G0045600	Chr3D	8820162	8829812	-	8824987	Chr3D	5098564	5108212	-	5103388	0.999	0.999
gene:TraesCS3D03G0045700	Chr3D	8832917	8833534	-	8833225	Chr3D	5111305	5111922	-	5111613	1.0	1.0
gene:TraesCS3D03G0045800	Chr3D	8837581	8838578	+	8838079	Chr3D	5115969	5116966	+	5116467	1.0	1.0
gene:TraesCS3D03G0046000	Chr3D	8866479	8868089	+	8867284	Chr3D	5144862	5146472	+	5145667	1.0	0.999
gene:TraesCS3D03G0046200	Chr3D	8890606	8892415	+	8891510	Chr3D	5169149	5170958	+	5170053	1.0	1.0
gene:TraesCS3D03G0046300	Chr3D	8905756	8907633	+	8906694	Chr3D	5184299	5186176	+	5185237	1.0	1.0
gene:TraesCS3D03G0046500	Chr3D	8914290	8915894	+	8915092	Chr3D	5191390	5192994	+	5192192	1.0	1.0
gene:TraesCS3D03G0046800	Chr3D	8949746	8953588	-	8951667	Chr3D	5226967	5230809	-	5228888	1.0	1.0
gene:TraesCS3D03G0047200	Chr3D	9040120	9042595	-	9041357	Chr3D	5317283	5319758	-	5318520	1.0	1.0
gene:TraesCS3D03G0047300	Chr3D	9045663	9046706	+	9046184	Chr3D	5322170	5323213	+	5322691	1.0	1.0
gene:TraesCS3D03G0047400	Chr3D	9067415	9071466	+	9069440	Chr3D	5342656	5346750	+	5344703	1.0	0.999
gene:TraesCS3D03G0047500	Chr3D	9090174	9091806	+	9090990	Chr3D	5365435	5367067	+	5366251	1.0	1.0
gene:TraesCS3D03G0047600	Chr3D	9094624	9095960	+	9095292	Chr3D	5369936	5371272	+	5370604	1.0	1.0
gene:TraesCS3D03G0047800	Chr3D	9103707	9104725	-	9104216	Chr3D	5378954	5379972	-	5379463	1.0	1.0
gene:TraesCS3D03G0048000	Chr3D	9171904	9173677	+	9172790	Chr3D	5446707	5448480	+	5447593	1.0	1.0
gene:TraesCS3D03G0048100	Chr3D	9216227	9217955	+	9217091	Chr3D	5491307	5493035	+	5492171	1.0	1.0
gene:TraesCS3D03G0048300	Chr3D	9262697	9264364	+	9263530	Chr3D	5538156	5539803	+	5538979	0.987	0.986
gene:TraesCS3D03G0048600	Chr3D	9283273	9285881	+	9284577	Chr3D	5558622	5561230	+	5559926	1.0	0.999
gene:TraesCS3D03G0048700	Chr3D	9288987	9289975	+	9289481	Chr3D	5564344	5565331	+	5564837	1.0	1.0
gene:TraesCS3D03G0048900	Chr3D	9385721	9389682	-	9387701	Chr3D	5676337	5680298	-	5678317	1.0	1.0
gene:TraesCS3D03G0049000	Chr3D	9410879	9412043	+	9411461	Chr3D	5701433	5702597	+	5702015	1.0	1.0
gene:TraesCS3D03G0049100	Chr3D	9414889	9420217	-	9417553	Chr3D	5705443	5710771	-	5708107	1.0	1.0
gene:TraesCS3D03G0049600	Chr3D	9599209	9600993	+	9600101	Chr3D	5889422	5891206	+	5890314	1.0	1.0
gene:TraesCS3D03G0049700	Chr3D	9601039	9602599	+	9601819	Chr3D	5891252	5892812	+	5892032	1.0	1.0
gene:TraesCS3D03G0049800	Chr3D	9642912	9645761	-	9644336	Chr3D	5932858	5935707	-	5934282	1.0	1.0
gene:TraesCS3D03G0049900	Chr3D	9696728	9705737	-	9701232	Chr3D	5986152	5995397	-	5990774	1.0	1.0
gene:TraesCS3D03G0050200	Chr3D	9843184	9844949	-	9844066	Chr3D	6132762	6134527	-	6133644	1.0	1.0
gene:TraesCS3D03G0050300	Chr3D	9908667	9910624	-	9909645	Chr3D	6180645	6182602	-	6181623	1.0	1.0
gene:TraesCS3D03G0050700	Chr3D	10093256	10096556	+	10094906	Chr3D	6363704	6366973	+	6365338	0.99	0.99
gene:TraesCS3D03G0050900	Chr3D	10179632	10180891	-	10180261	Chr3D	6448994	6450253	-	6449623	1.0	1.0
gene:TraesCS3D03G0051000	Chr3D	10193063	10195809	-	10194436	Chr3D	6462370	6465116	-	6463743	1.0	1.0
gene:TraesCS3D03G0051800	Chr3D	10347697	10348291	-	10347994	Chr3D	6616278	6616872	-	6616575	1.0	0.995
gene:TraesCS3D03G0052000	Chr3D	10367251	10369760	-	10368505	Chr3D	6636652	6639161	-	6637906	1.0	1.0
gene:TraesCS3D03G0052200	Chr3D	10412012	10415061	+	10413536	Chr3D	6682921	6685970	+	6684445	1.0	1.0
gene:TraesCS3D03G0052300	Chr3D	10417155	10419866	+	10418510	Chr3D	6688064	6690775	+	6689419	1.0	1.0
gene:TraesCS3D03G0052400	Chr3D	10474435	10478449	-	10476442	Chr3D	6745353	6749367	-	6747360	1.0	1.0
gene:TraesCS3D03G0052600	Chr3D	10523717	10524844	+	10524280	Chr3D	6796050	6797196	+	6796623	0.977	0.924
gene:TraesCS3D03G0052800	Chr3D	10599469	10601719	+	10600594	Chr3D	6871784	6874034	+	6872909	1.0	1.0
gene:TraesCS3D03G0053000	Chr3D	10616718	10619972	+	10618345	Chr3D	6888916	6892170	+	6890543	1.0	1.0
gene:TraesCS3D03G0053100	Chr3D	10620906	10626048	-	10623477	Chr3D	6893147	6898259	-	6895703	1.0	1.0
gene:TraesCS3D03G0053200	Chr3D	10632072	10633414	+	10632743	Chr3D	6904143	6905485	+	6904814	1.0	1.0
gene:TraesCS3D03G0053400	Chr3D	10679533	10680785	+	10680159	Chr3D	6951629	6952881	+	6952255	1.0	1.0
gene:TraesCS3D03G0053500	Chr3D	10703482	10703703	-	10703592	Chr3D	6976705	6976926	-	6976815	1.0	1.0
gene:TraesCS3D03G0053600	Chr3D	10759523	10760607	+	10760065	Chr3D	7041374	7042458	+	7041916	1.0	1.0
gene:TraesCS3D03G0053700	Chr3D	10778523	10779359	-	10778941	Chr3D	7047033	7047869	-	7047451	1.0	1.0
gene:TraesCS3D03G0054000	Chr3D	10852987	10853766	-	10853376	Chr3D	7123096	7123875	-	7123485	1.0	1.0
gene:TraesCS3D03G0054300	Chr3D	10941650	10943429	+	10942539	Chr3D	7207990	7209769	+	7208879	1.0	1.0
gene:TraesCS3D03G0054500	Chr3D	11120492	11122426	-	11121459	Chr3D	7387181	7389115	-	7388148	1.0	1.0
gene:TraesCS3D03G0054800	Chr3D	11252272	11253486	-	11252879	Chr3D	7506527	7507741	-	7507134	1.0	1.0
gene:TraesCS3D03G0054900	Chr3D	11286658	11287556	+	11287107	Chr3D	7540466	7541364	+	7540915	1.0	1.0
gene:TraesCS3D03G0055000	Chr3D	11295083	11317146	+	11306114	Chr3D	7548916	7570989	+	7559952	1.0	1.0
gene:TraesCS3D03G0055300	Chr3D	11322770	11324427	+	11323598	Chr3D	7576625	7578282	+	7577453	1.0	1.0
gene:TraesCS3D03G0055200	Chr3D	11319775	11327829	-	11323802	Chr3D	7573630	7581687	-	7577658	1.0	1.0
gene:TraesCS3D03G0055400	Chr3D	11331377	11332102	+	11331739	Chr3D	7585275	7586000	+	7585637	1.0	1.0
gene:TraesCS3D03G0055600	Chr3D	11353894	11355493	+	11354693	Chr3D	7607815	7609414	+	7608614	1.0	0.999
gene:TraesCS3D03G0055900	Chr3D	11376093	11377937	-	11377015	Chr3D	7630032	7631876	-	7630954	1.0	1.0
gene:TraesCS3D03G0056000	Chr3D	11393436	11394749	-	11394092	Chr3D	7647374	7648687	-	7648030	1.0	1.0
gene:TraesCS3D03G0056200	Chr3D	11405206	11409716	-	11407461	Chr3D	7659135	7663645	-	7661390	1.0	1.0
gene:TraesCS3D03G0056600	Chr3D	11534102	11536601	+	11535351	Chr3D	7787988	7790478	+	7789233	0.994	0.994
gene:TraesCS3D03G0056700	Chr3D	11540557	11543658	-	11542107	Chr3D	7794434	7797535	-	7795984	1.0	1.0
gene:TraesCS3D03G0056800	Chr3D	11550973	11552851	+	11551912	Chr3D	7804850	7806728	+	7805789	1.0	1.0
gene:TraesCS3D03G0057000	Chr3D	11559878	11561362	+	11560620	Chr3D	7813975	7815459	+	7814717	1.0	1.0
gene:TraesCS3D03G0057300	Chr3D	11689821	11691280	+	11690550	Chr3D	7946362	7947821	+	7947091	1.0	1.0
gene:TraesCS3D03G0057400	Chr3D	11705237	11710330	+	11707783	Chr3D	7961778	7966871	+	7964324	1.0	1.0
gene:TraesCS3D03G0057500	Chr3D	11713717	11720888	+	11717302	Chr3D	7970261	7977432	+	7973846	1.0	1.0
gene:TraesCS3D03G0057600	Chr3D	11729168	11730860	-	11730014	Chr3D	7985712	7987404	-	7986558	1.0	1.0
gene:TraesCS3D03G0057800	Chr3D	11753029	11754712	+	11753870	Chr3D	8008539	8010222	+	8009380	1.0	1.0
gene:TraesCS3D03G0057900	Chr3D	11773840	11775966	-	11774903	Chr3D	8029350	8031476	-	8030413	1.0	0.999
gene:TraesCS3D03G0058400	Chr3D	11929579	11935018	+	11932298	Chr3D	8167350	8174038	+	8170694	1.0	1.0
gene:TraesCS3D03G0058500	Chr3D	11939031	11942557	+	11940794	Chr3D	8178051	8181577	+	8179814	1.0	0.998
gene:TraesCS3D03G0058600	Chr3D	12051723	12053124	-	12052423	Chr3D	8301498	8302899	-	8302198	1.0	1.0
gene:TraesCS3D03G0059000	Chr3D	12145088	12149650	-	12147369	Chr3D	8395395	8400025	-	8397710	1.0	1.0
gene:TraesCS3D03G0059200	Chr3D	12184720	12185958	+	12185339	Chr3D	8435112	8436297	+	8435704	0.957	0.957
gene:TraesCS3D03G0059300	Chr3D	12194738	12200764	-	12197751	Chr3D	8444548	8450574	-	8447561	1.0	1.0
gene:TraesCS3D03G0059500	Chr3D	12231058	12234059	+	12232558	Chr3D	8481076	8484077	+	8482576	1.0	1.0
gene:TraesCS3D03G0059600	Chr3D	12238171	12239093	+	12238632	Chr3D	8487064	8487986	+	8487525	1.0	1.0
gene:TraesCS3D03G0059700	Chr3D	12254168	12256167	-	12255167	Chr3D	8573393	8575390	+	8574391	1.0	0.994
gene:TraesCS3D03G0060200	Chr3D	12307575	12308744	-	12308159	Chr3D	8552689	8553858	-	8553273	1.0	1.0
gene:TraesCS3D03G0060300	Chr3D	12312383	12313360	+	12312871	Chr3D	8557497	8558474	+	8557985	1.0	1.0
gene:TraesCS3D03G0060400	Chr3D	12328239	12330238	+	12329238	Chr3D	8499107	8501104	-	8500105	0.994	0.949
gene:TraesCS3D03G0060600	Chr3D	12338508	12339926	+	12339217	Chr3D	8583636	8585054	+	8584345	1.0	1.0
gene:TraesCS3D03G0060900	Chr3D	12373634	12374040	+	12373837	Chr3D	8618358	8618764	+	8618561	1.0	1.0
gene:TraesCS3D03G0061000	Chr3D	12374733	12375842	-	12375287	Chr3D	8619457	8620566	-	8620011	1.0	1.0
gene:TraesCS3D03G0061200	Chr3D	12385127	12385551	-	12385339	Chr3D	8629812	8630236	-	8630024	1.0	1.0
gene:TraesCS3D03G0061300	Chr3D	12406781	12407953	-	12407367	Chr3D	8651468	8652640	-	8652054	1.0	1.0
gene:TraesCS3D03G0061400	Chr3D	12409401	12410057	+	12409729	Chr3D	8654088	8654744	+	8654416	1.0	1.0
gene:TraesCS3D03G0061500	Chr3D	12415658	12416526	+	12416092	Chr3D	8660345	8661213	+	8660779	1.0	1.0
gene:TraesCS3D03G0061600	Chr3D	12453590	12458078	-	12455834	Chr3D	8698201	8702689	-	8700445	1.0	1.0
gene:TraesCS3D03G0062400	Chr3D	12590049	12591430	+	12590739	Chr3D	8824380	8825761	+	8825070	1.0	0.999
gene:TraesCS3D03G0062500	Chr3D	12659508	12659978	+	12659743	Chr3D	11244082	11244552	-	11244317	1.0	1.0
gene:TraesCS3D03G0062600	Chr3D	12663049	12665321	+	12664185	Chr3D	11238606	11240931	-	11239768	1.0	1.0
gene:TraesCS3D03G0062700	Chr3D	12670851	12673999	+	12672425	Chr3D	11229999	11233148	-	11231573	1.0	0.996
gene:TraesCS3D03G0062900	Chr3D	12689229	12689654	+	12689441	Chr3D	11214234	11214659	-	11214446	1.0	0.995
gene:TraesCS3D03G0063000	Chr3D	12697285	12700740	-	12699012	Chr3D	11203071	11206527	+	11204799	1.0	0.997
gene:TraesCS3D03G0063300	Chr3D	12744562	12747173	-	12745867	Chr3D	11155563	11158174	+	11156868	1.0	0.999
gene:TraesCS3D03G0063400	Chr3D	12751108	12752085	-	12751596	Chr3D	11150654	11151631	+	11151142	1.0	1.0
gene:TraesCS3D03G0063600	Chr3D	12755191	12757952	-	12756571	Chr3D	11144787	11147548	+	11146167	1.0	1.0
gene:TraesCS3D03G0063700	Chr3D	12767971	12768842	+	12768406	Chr3D	11134558	11135429	-	11134993	1.0	1.0
gene:TraesCS3D03G0063800	Chr3D	12777088	12777513	+	12777300	Chr3D	11125942	11126367	-	11126154	1.0	1.0
