gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	Mace_tgt_strand	Mace_tgt_midpoint	Mace_coverage	Mace_identity
gene:TraesCS4D03G0008500	Chr4D	2503854	2504613	+	2504233	Chr4D	6249824	6250583	-	6250203	1.0	1.0
gene:TraesCS4D03G0008800	Chr4D	3210895	3212125	-	3211510	Chr4D	5547482	5548712	+	5548097	1.0	1.0
gene:TraesCS4D03G0008900	Chr4D	3228396	3230243	+	3229319	Chr4D	5529364	5531211	-	5530287	1.0	1.0
gene:TraesCS4D03G0009000	Chr4D	3236033	3237648	-	3236840	Chr4D	5522190	5523805	+	5522997	1.0	0.999
gene:TraesCS4D03G0009100	Chr4D	3238133	3240692	+	3239412	Chr4D	5519146	5521705	-	5520425	1.0	1.0
gene:TraesCS4D03G0009200	Chr4D	3243144	3247724	-	3245434	Chr4D	5512114	5516694	+	5514404	1.0	0.999
gene:TraesCS4D03G0009500	Chr4D	3271809	3274267	-	3273038	Chr4D	5486549	5489009	+	5487779	1.0	0.998
gene:TraesCS4D03G0010200	Chr4D	3319664	3323787	+	3321725	Chr4D	5437106	5441229	-	5439167	1.0	1.0
gene:TraesCS4D03G0010300	Chr4D	3327946	3335748	-	3331847	Chr4D	5425145	5432947	+	5429046	1.0	0.999
gene:TraesCS4D03G0010800	Chr4D	3382908	3386957	-	3384932	Chr4D	5375538	5379587	+	5377562	1.0	1.0
gene:TraesCS4D03G0011000	Chr4D	3390244	3391395	-	3390819	Chr4D	5371100	5372251	+	5371675	1.0	1.0
gene:TraesCS4D03G0011200	Chr4D	3405419	3408689	-	3407054	Chr4D	5353806	5357076	+	5355441	1.0	0.999
gene:TraesCS4D03G0011300	Chr4D	3413225	3414072	-	3413648	Chr4D	5348423	5349270	+	5348846	1.0	1.0
gene:TraesCS4D03G0011400	Chr4D	3414641	3415376	-	3415008	Chr4D	5347119	5347854	+	5347486	1.0	1.0
gene:TraesCS4D03G0011500	Chr4D	3416613	3417647	-	3417130	Chr4D	5344097	5345131	+	5344614	1.0	1.0
gene:TraesCS4D03G0011700	Chr4D	3421045	3424717	-	3422881	Chr4D	5337027	5340699	+	5338863	1.0	1.0
gene:TraesCS4D03G0011900	Chr4D	3667854	3673399	-	3670626	Chr4D	5091323	5096868	+	5094095	1.0	1.0
gene:TraesCS4D03G0012000	Chr4D	3685507	3688331	-	3686919	Chr4D	5076401	5079225	+	5077813	1.0	1.0
gene:TraesCS4D03G0012200	Chr4D	3695617	3698195	+	3696906	Chr4D	5066537	5069115	-	5067826	1.0	1.0
gene:TraesCS4D03G0012300	Chr4D	3698965	3700563	-	3699764	Chr4D	5064169	5065767	+	5064968	1.0	1.0
gene:TraesCS4D03G0012400	Chr4D	3708608	3712645	-	3710626	Chr4D	5052086	5056123	+	5054104	1.0	1.0
gene:TraesCS4D03G0012500	Chr4D	3790975	3794205	+	3792590	Chr4D	4970759	4973974	-	4972366	0.995	0.995
gene:TraesCS4D03G0012600	Chr4D	3811236	3815371	+	3813303	Chr4D	4949528	4953663	-	4951595	1.0	1.0
gene:TraesCS4D03G0012700	Chr4D	3819990	3822163	-	3821076	Chr4D	4942953	4945126	+	4944039	1.0	1.0
gene:TraesCS4D03G0012800	Chr4D	3823587	3827946	-	3825766	Chr4D	4937173	4941529	+	4939351	1.0	0.999
gene:TraesCS4D03G0012900	Chr4D	3851419	3851796	-	3851607	Chr4D	4913827	4914204	+	4914015	1.0	1.0
gene:TraesCS4D03G0013200	Chr4D	3889549	3889926	-	3889737	Chr4D	4876550	4876927	+	4876738	1.0	1.0
gene:TraesCS4D03G0013400	Chr4D	3935959	3939231	-	3937595	Chr4D	4827039	4830311	+	4828675	1.0	1.0
gene:TraesCS4D03G0013500	Chr4D	3953221	3956936	+	3955078	Chr4D	4809206	4812921	-	4811063	1.0	1.0
gene:TraesCS4D03G0013600	Chr4D	3973325	3974731	-	3974028	Chr4D	4791329	4792735	+	4792032	1.0	1.0
gene:TraesCS4D03G0013700	Chr4D	4018713	4020514	+	4019613	Chr4D	4746036	4747837	-	4746936	1.0	1.0
gene:TraesCS4D03G0014500	Chr4D	4204342	4208997	+	4206669	Chr4D	4564853	4569508	-	4567180	1.0	1.0
gene:TraesCS4D03G0014600	Chr4D	4229119	4240333	+	4234726	Chr4D	4534266	4544889	-	4539577	1.0	1.0
gene:TraesCS4D03G0014800	Chr4D	4234832	4239056	-	4236944	Chr4D	4535543	4539176	+	4537359	1.0	0.993
gene:TraesCS4D03G0014900	Chr4D	4357845	4360735	+	4359290	Chr4D	4431663	4434553	-	4433108	1.0	1.0
gene:TraesCS4D03G0015000	Chr4D	4383334	4385938	-	4384636	Chr4D	4407380	4409984	+	4408682	1.0	1.0
gene:TraesCS4D03G0015100	Chr4D	4395627	4397891	-	4396759	Chr4D	4395427	4397691	+	4396559	1.0	1.0
gene:TraesCS4D03G0015200	Chr4D	4454427	4458854	-	4456640	Chr4D	4335026	4339108	+	4337067	1.0	1.0
gene:TraesCS4D03G0015300	Chr4D	4459320	4462959	-	4461139	Chr4D	4330921	4334560	+	4332740	1.0	0.999
gene:TraesCS4D03G0015400	Chr4D	4464204	4468925	-	4466564	Chr4D	4325021	4329742	+	4327381	1.0	0.999
gene:TraesCS4D03G0015700	Chr4D	4468944	4472922	-	4470933	Chr4D	4321024	4325002	+	4323013	1.0	1.0
gene:TraesCS4D03G0015800	Chr4D	4527953	4530990	+	4529471	Chr4D	4264490	4267525	-	4266007	1.0	1.0
gene:TraesCS4D03G0015900	Chr4D	4569887	4572528	+	4571207	Chr4D	4222934	4225575	-	4224254	1.0	1.0
gene:TraesCS4D03G0016000	Chr4D	4582540	4589681	+	4586110	Chr4D	4205762	4212925	-	4209343	1.0	1.0
gene:TraesCS4D03G0016200	Chr4D	4599361	4602079	+	4600720	Chr4D	4193594	4196312	-	4194953	1.0	1.0
gene:TraesCS4D03G0016300	Chr4D	4627229	4630042	+	4628635	Chr4D	4165686	4168499	-	4167092	1.0	0.998
gene:TraesCS4D03G0016400	Chr4D	4634161	4637142	+	4635651	Chr4D	4158586	4161567	-	4160076	1.0	0.998
gene:TraesCS4D03G0016500	Chr4D	4750051	4759673	+	4754862	Chr4D	4035360	4044984	-	4040172	1.0	1.0
gene:TraesCS4D03G0016600	Chr4D	4770250	4773081	+	4771665	Chr4D	4021830	4024659	-	4023244	1.0	1.0
gene:TraesCS4D03G0016900	Chr4D	4866670	4872598	-	4869634	Chr4D	3918514	3924442	+	3921478	1.0	1.0
gene:TraesCS4D03G0017000	Chr4D	4874008	4881088	-	4877548	Chr4D	3910075	3917140	+	3913607	0.995	0.995
gene:TraesCS4D03G0017100	Chr4D	4906191	4907505	-	4906848	Chr4D	3884288	3885602	+	3884945	1.0	1.0
gene:TraesCS4D03G0017200	Chr4D	5059902	5063233	-	5061567	Chr4D	3729352	3732683	+	3731017	1.0	1.0
gene:TraesCS4D03G0017300	Chr4D	5079330	5084686	+	5082008	Chr4D	3707729	3713256	-	3710492	1.0	1.0
gene:TraesCS4D03G0017500	Chr4D	5172134	5173950	+	5173042	Chr4D	3612413	3614229	-	3613321	1.0	1.0
gene:TraesCS4D03G0017700	Chr4D	5203108	5205734	-	5204421	Chr4D	3580800	3583252	+	3582026	1.0	1.0
gene:TraesCS4D03G0018000	Chr4D	5378301	5379090	+	5378695	Chr4D	3409434	3410223	-	3409828	1.0	1.0
gene:TraesCS4D03G0018100	Chr4D	5390562	5392779	-	5391670	Chr4D	3395749	3397966	+	3396857	1.0	1.0
gene:TraesCS4D03G0018200	Chr4D	5422036	5422742	-	5422389	Chr4D	3359357	3360063	+	3359710	1.0	1.0
gene:TraesCS4D03G0018500	Chr4D	5618981	5619583	-	5619282	Chr4D	3160851	3161453	+	3161152	1.0	1.0
gene:TraesCS4D03G0018600	Chr4D	5624811	5628448	+	5626629	Chr4D	3151954	3155591	-	3153772	1.0	1.0
gene:TraesCS4D03G0018700	Chr4D	5651294	5659832	+	5655563	Chr4D	3120816	3129290	-	3125053	1.0	1.0
gene:TraesCS4D03G0018800	Chr4D	5667996	5669441	+	5668718	Chr4D	3111058	3112503	-	3111780	1.0	1.0
gene:TraesCS4D03G0018900	Chr4D	5672974	5675865	+	5674419	Chr4D	3104634	3107525	-	3106079	1.0	1.0
gene:TraesCS4D03G0019000	Chr4D	5680128	5682514	+	5681321	Chr4D	3097985	3100371	-	3099178	1.0	1.0
gene:TraesCS4D03G0019100	Chr4D	5683617	5687922	-	5685769	Chr4D	3092577	3096882	+	3094729	1.0	1.0
gene:TraesCS4D03G0019200	Chr4D	5693258	5698277	-	5695767	Chr4D	3082184	3087214	+	3084699	1.0	0.999
gene:TraesCS4D03G0019300	Chr4D	5760412	5761926	-	5761169	Chr4D	3020061	3021575	+	3020818	1.0	1.0
gene:TraesCS4D03G0019600	Chr4D	5774825	5779265	-	5777045	Chr4D	3002735	3007175	+	3004955	1.0	1.0
gene:TraesCS4D03G0019700	Chr4D	5784138	5784836	+	5784487	Chr4D	2997164	2997862	-	2997513	1.0	1.0
gene:TraesCS4D03G0019800	Chr4D	5785336	5788751	-	5787043	Chr4D	2993249	2996664	+	2994956	1.0	1.0
gene:TraesCS4D03G0019900	Chr4D	5790433	5795460	+	5792946	Chr4D	2986540	2991567	-	2989053	1.0	1.0
gene:TraesCS4D03G0020000	Chr4D	5882534	5883494	+	5883014	Chr4D	2898638	2899598	-	2899118	1.0	1.0
gene:TraesCS4D03G0020200	Chr4D	5909110	5911403	+	5910256	Chr4D	2870902	2873195	-	2872048	1.0	1.0
gene:TraesCS4D03G0020400	Chr4D	6015915	6017015	+	6016465	Chr4D	2764878	2765978	-	2765428	1.0	1.0
gene:TraesCS4D03G0020600	Chr4D	6127652	6133581	+	6130616	Chr4D	2647820	2653749	-	2650784	1.0	1.0
gene:TraesCS4D03G0020700	Chr4D	6132872	6134485	-	6133678	Chr4D	2646916	2648529	+	2647722	1.0	1.0
gene:TraesCS4D03G0020800	Chr4D	6137793	6139135	-	6138464	Chr4D	2642266	2643608	+	2642937	1.0	1.0
gene:TraesCS4D03G0020900	Chr4D	6139851	6142712	-	6141281	Chr4D	2638689	2641550	+	2640119	1.0	1.0
gene:TraesCS4D03G0021500	Chr4D	6362454	6363136	-	6362795	Chr4D	2417734	2418416	+	2418075	1.0	1.0
gene:TraesCS4D03G0021700	Chr4D	6376655	6378868	+	6377761	Chr4D	2402228	2404441	-	2403334	1.0	1.0
gene:TraesCS4D03G0021800	Chr4D	6384970	6387127	-	6386048	Chr4D	2394306	2396463	+	2395384	1.0	1.0
gene:TraesCS4D03G0022200	Chr4D	6512322	6515724	+	6514023	Chr4D	2269168	2272570	-	2270869	1.0	1.0
gene:TraesCS4D03G0022300	Chr4D	6548123	6549184	+	6548653	Chr4D	2235874	2236935	-	2236404	1.0	1.0
gene:TraesCS4D03G0022400	Chr4D	6551224	6552613	-	6551918	Chr4D	2232445	2233834	+	2233139	1.0	1.0
gene:TraesCS4D03G0022600	Chr4D	6582071	6585584	+	6583827	Chr4D	2203471	2206984	-	2205227	1.0	1.0
gene:TraesCS4D03G0022700	Chr4D	6605223	6609870	+	6607546	Chr4D	2179183	2183830	-	2181506	1.0	1.0
gene:TraesCS4D03G0022800	Chr4D	6610919	6612424	-	6611671	Chr4D	2176629	2178134	+	2177381	1.0	1.0
gene:TraesCS4D03G0022900	Chr4D	6662176	6662885	+	6662530	Chr4D	2127164	2127873	-	2127518	1.0	1.0
gene:TraesCS4D03G0023000	Chr4D	6662959	6665472	-	6664215	Chr4D	2124577	2127090	+	2125833	1.0	1.0
gene:TraesCS4D03G0023200	Chr4D	6673666	6678625	-	6676145	Chr4D	2111436	2116396	+	2113916	1.0	1.0
gene:TraesCS4D03G0023300	Chr4D	6682704	6686531	+	6684617	Chr4D	2103715	2107357	-	2105536	1.0	1.0
gene:TraesCS4D03G0023700	Chr4D	6751752	6753962	+	6752857	Chr4D	2042628	2044859	+	2043743	1.0	0.982
gene:TraesCS4D03G0023800	Chr4D	6754162	6756914	-	6755538	Chr4D	2045059	2047811	-	2046435	1.0	1.0
gene:TraesCS4D03G0023900	Chr4D	6757710	6765113	-	6761411	Chr4D	2048607	2056010	-	2052308	1.0	1.0
gene:TraesCS4D03G0024000	Chr4D	6773765	6774076	-	6773920	Chr4D	2064625	2064936	-	2064780	1.0	1.0
gene:TraesCS4D03G0024100	Chr4D	6792263	6792547	+	6792405	Chr4D	2083127	2083411	+	2083269	1.0	1.0
gene:TraesCS4D03G0024400	Chr4D	6886953	6888327	-	6887640	Chr4D	7178277	7179651	-	7178964	1.0	1.0
gene:TraesCS4D03G0024600	Chr4D	7003467	7007031	+	7005249	Chr4D	7295323	7298887	+	7297105	1.0	1.0
gene:TraesCS4D03G0025200	Chr4D	7074947	7076642	+	7075794	Chr4D	7367170	7368865	+	7368017	1.0	1.0
gene:TraesCS4D03G0025300	Chr4D	7087262	7088384	+	7087823	Chr4D	7379485	7380607	+	7380046	1.0	1.0
gene:TraesCS4D03G0025400	Chr4D	7118234	7119940	-	7119087	Chr4D	7408986	7410692	-	7409839	1.0	1.0
gene:TraesCS4D03G0025500	Chr4D	7140877	7142114	+	7141495	Chr4D	7431629	7432970	+	7432299	1.0	0.922
gene:TraesCS4D03G0026100	Chr4D	7223439	7228080	+	7225759	Chr4D	7502483	7507124	+	7504803	1.0	1.0
gene:TraesCS4D03G0026400	Chr4D	7296580	7318269	-	7307424	Chr4D	7574697	7596122	-	7585409	1.0	1.0
gene:TraesCS4D03G0026600	Chr4D	7318003	7320546	+	7319274	Chr4D	7595856	7598399	+	7597127	1.0	1.0
gene:TraesCS4D03G0026900	Chr4D	7522432	7523379	+	7522905	Chr4D	7797966	7798913	+	7798439	1.0	1.0
gene:TraesCS4D03G0027000	Chr4D	7524704	7525912	+	7525308	Chr4D	7800238	7801446	+	7800842	1.0	1.0
gene:TraesCS4D03G0027100	Chr4D	7525825	7530711	-	7528268	Chr4D	7801359	7806245	-	7803802	1.0	1.0
gene:TraesCS4D03G0027200	Chr4D	7532797	7534463	+	7533630	Chr4D	7808266	7809932	+	7809099	1.0	1.0
gene:TraesCS4D03G0027400	Chr4D	7572934	7575966	-	7574450	Chr4D	7847716	7850748	-	7849232	1.0	1.0
gene:TraesCS4D03G0027500	Chr4D	7696400	7697183	+	7696791	Chr4D	7971083	7971866	+	7971474	1.0	1.0
gene:TraesCS4D03G0027600	Chr4D	7700318	7704016	+	7702167	Chr4D	7975001	7978750	+	7976875	1.0	1.0
gene:TraesCS4D03G0027700	Chr4D	7751430	7757589	+	7754509	Chr4D	8026156	8032315	+	8029235	1.0	1.0
gene:TraesCS4D03G0027800	Chr4D	7757899	7762408	-	7760153	Chr4D	8032625	8037134	-	8034879	1.0	1.0
gene:TraesCS4D03G0027900	Chr4D	7763791	7764666	+	7764228	Chr4D	8038517	8039392	+	8038954	1.0	1.0
gene:TraesCS4D03G0028100	Chr4D	7843492	7845337	+	7844414	Chr4D	8114845	8116690	+	8115767	1.0	1.0
gene:TraesCS4D03G0028200	Chr4D	7860654	7865816	+	7863235	Chr4D	8132114	8137276	+	8134695	1.0	1.0
gene:TraesCS4D03G0028300	Chr4D	7865955	7869386	-	7867670	Chr4D	8137415	8140847	-	8139131	1.0	1.0
gene:TraesCS4D03G0028400	Chr4D	7876861	7881040	-	7878950	Chr4D	8148321	8152500	-	8150410	1.0	0.999
gene:TraesCS4D03G0028600	Chr4D	7904711	7907129	+	7905920	Chr4D	8176263	8178681	+	8177472	1.0	1.0
gene:TraesCS4D03G0028700	Chr4D	7934423	7942634	+	7938528	Chr4D	8205975	8214186	+	8210080	1.0	1.0
gene:TraesCS4D03G0028800	Chr4D	7944253	7949845	+	7947049	Chr4D	8215805	8221397	+	8218601	1.0	1.0
gene:TraesCS4D03G0028900	Chr4D	7949938	7951125	-	7950531	Chr4D	8221490	8222677	-	8222083	1.0	1.0
gene:TraesCS4D03G0029100	Chr4D	7980535	7981952	-	7981243	Chr4D	8250942	8252359	-	8251650	1.0	1.0
gene:TraesCS4D03G0029200	Chr4D	7997648	8000858	-	7999253	Chr4D	8268056	8271266	-	8269661	1.0	0.997
gene:TraesCS4D03G0029300	Chr4D	8004461	8007164	-	8005812	Chr4D	8274608	8277311	-	8275959	1.0	1.0
gene:TraesCS4D03G0029400	Chr4D	8009884	8011393	+	8010638	Chr4D	8280035	8281544	+	8280789	1.0	0.974
gene:TraesCS4D03G0029500	Chr4D	8018616	8019601	+	8019108	Chr4D	8288513	8289498	+	8289005	1.0	1.0
gene:TraesCS4D03G0029600	Chr4D	8019783	8026442	-	8023112	Chr4D	8289680	8297711	-	8293695	1.0	1.0
gene:TraesCS4D03G0029900	Chr4D	8105859	8109218	+	8107538	Chr4D	8376407	8379766	+	8378086	1.0	1.0
gene:TraesCS4D03G0030000	Chr4D	8121719	8125469	+	8123594	Chr4D	8392354	8396104	+	8394229	1.0	1.0
gene:TraesCS4D03G0030100	Chr4D	8190069	8193539	-	8191804	Chr4D	8460460	8463930	-	8462195	1.0	1.0
gene:TraesCS4D03G0030200	Chr4D	8195302	8198712	-	8197007	Chr4D	8465693	8469103	-	8467398	1.0	1.0
gene:TraesCS4D03G0030300	Chr4D	8247677	8249481	-	8248579	Chr4D	8517518	8519322	-	8518420	1.0	1.0
gene:TraesCS4D03G0030400	Chr4D	8260928	8263697	-	8262312	Chr4D	8530770	8533539	-	8532154	1.0	1.0
gene:TraesCS4D03G0030800	Chr4D	8305388	8306149	-	8305768	Chr4D	8574741	8575502	-	8575121	1.0	1.0
gene:TraesCS4D03G0030900	Chr4D	8315374	8315959	-	8315666	Chr4D	8584871	8585456	-	8585163	1.0	1.0
gene:TraesCS4D03G0031000	Chr4D	8364633	8367872	+	8366252	Chr4D	8634623	8637862	+	8636242	1.0	1.0
gene:TraesCS4D03G0031100	Chr4D	8507394	8517301	+	8512347	Chr4D	8776871	8786813	+	8781842	1.0	1.0
gene:TraesCS4D03G0031200	Chr4D	8540256	8541570	-	8540913	Chr4D	8809821	8811135	-	8810478	1.0	1.0
gene:TraesCS4D03G0031300	Chr4D	8697103	8702372	-	8699737	Chr4D	8966534	8972004	-	8969269	1.0	1.0
gene:TraesCS4D03G0031500	Chr4D	8767417	8767620	+	8767518	Chr4D	9013141	9013344	+	9013242	1.0	1.0
gene:TraesCS4D03G0031700	Chr4D	8785788	8791144	+	8788466	Chr4D	9032171	9037542	+	9034856	1.0	0.999
gene:TraesCS4D03G0032000	Chr4D	8891558	8894047	+	8892802	Chr4D	9137977	9140466	+	9139221	1.0	1.0
gene:TraesCS4D03G0032400	Chr4D	8931351	8931818	+	8931584	Chr4D	9176883	9177350	+	9177116	1.0	1.0
gene:TraesCS4D03G0032800	Chr4D	9004036	9005514	-	9004775	Chr4D	9248634	9250112	-	9249373	1.0	1.0
gene:TraesCS4D03G0032900	Chr4D	9043418	9043909	-	9043663	Chr4D	9287995	9288486	-	9288240	1.0	1.0
gene:TraesCS4D03G0033000	Chr4D	9053007	9053692	-	9053349	Chr4D	9297584	9298269	-	9297926	1.0	1.0
gene:TraesCS4D03G0033500	Chr4D	9099426	9100172	+	9099799	Chr4D	9343997	9344743	+	9344370	1.0	1.0
gene:TraesCS4D03G0033600	Chr4D	9106009	9106941	+	9106475	Chr4D	9349982	9350914	+	9350448	1.0	1.0
gene:TraesCS4D03G0033700	Chr4D	9111309	9111903	-	9111606	Chr4D	9355500	9356094	-	9355797	1.0	1.0
gene:TraesCS4D03G0034300	Chr4D	9183062	9185082	+	9184072	Chr4D	9411115	9413135	+	9412125	1.0	1.0
gene:TraesCS4D03G0034400	Chr4D	9296508	9298967	+	9297737	Chr4D	9523365	9525824	+	9524594	1.0	1.0
gene:TraesCS4D03G0034500	Chr4D	9319856	9321206	+	9320531	Chr4D	9546714	9548064	+	9547389	1.0	1.0
gene:TraesCS4D03G0034600	Chr4D	9325373	9332249	+	9328811	Chr4D	9552315	9559191	+	9555753	1.0	0.999
gene:TraesCS4D03G0034900	Chr4D	9336770	9341811	+	9339290	Chr4D	9563712	9568753	+	9566232	1.0	1.0
gene:TraesCS4D03G0035000	Chr4D	9353005	9359976	+	9356490	Chr4D	9579957	9586932	+	9583444	1.0	1.0
gene:TraesCS4D03G0035100	Chr4D	9361140	9366085	+	9363612	Chr4D	9588096	9593041	+	9590568	1.0	1.0
gene:TraesCS4D03G0035200	Chr4D	9368056	9377784	+	9372920	Chr4D	9595012	9604820	+	9599916	1.0	1.0
gene:TraesCS4D03G0035300	Chr4D	9411820	9421344	+	9416582	Chr4D	9638779	9648328	+	9643553	1.0	1.0
gene:TraesCS4D03G0035400	Chr4D	9428312	9432204	-	9430258	Chr4D	9655526	9659419	-	9657472	1.0	1.0
gene:TraesCS4D03G0035500	Chr4D	9432336	9437968	+	9435152	Chr4D	9659551	9665183	+	9662367	1.0	1.0
gene:TraesCS4D03G0035800	Chr4D	9450100	9450420	-	9450260	Chr4D	9672703	9673023	-	9672863	1.0	1.0
gene:TraesCS4D03G0035900	Chr4D	9502597	9504389	-	9503493	Chr4D	9725204	9726996	-	9726100	1.0	1.0
gene:TraesCS4D03G0036000	Chr4D	9544674	9547061	+	9545867	Chr4D	9766016	9768403	+	9767209	1.0	1.0
gene:TraesCS4D03G0036200	Chr4D	9554547	9556608	-	9555577	Chr4D	9775889	9777950	-	9776919	1.0	1.0
