gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	Mace_tgt_strand	Mace_tgt_midpoint	Mace_coverage	Mace_identity
gene:TraesCS3B03G0041100	Chr3B	12485475	12491384	+	12488429	Chr3B	14679705	14685647	+	14682676	0.999	0.996
gene:TraesCS3B03G0041200	Chr3B	12585694	12587050	-	12586372	Chr3B	14771943	14773299	-	14772621	1.0	0.997
gene:TraesCS3B03G0041300	Chr3B	12590773	12592281	+	12591527	Chr3B	14777022	14778530	+	14777776	1.0	0.995
gene:TraesCS3B03G0041400	Chr3B	12595610	12597051	-	12596330	Chr3B	14781861	14783330	-	14782595	0.995	0.944
gene:TraesCS3B03G0041500	Chr3B	12601924	12602601	-	12602262	Chr3B	14791967	14792644	-	14792305	1.0	0.998
gene:TraesCS3B03G0041600	Chr3B	12608171	12608647	-	12608409	Chr3B	14798273	14798749	-	14798511	1.0	1.0
gene:TraesCS3B03G0041800	Chr3B	13120457	13120807	-	13120632	Chr3B	15208299	15208649	-	15208474	1.0	0.988
gene:TraesCS3B03G0042000	Chr3B	13140448	13146598	+	13143523	Chr3B	15228122	15233331	+	15230726	0.976	0.948
gene:TraesCS3B03G0042500	Chr3B	13244270	13247808	+	13246039	Chr3B	15410537	15414179	+	15412358	0.98	0.932
gene:TraesCS3B03G0042700	Chr3B	13247846	13251928	-	13249887	Chr3B	15414217	15418282	-	15416249	1.0	0.997
gene:TraesCS3B03G0043500	Chr3B	13267715	13268552	-	13268133	Chr3B	15421359	15422196	-	15421777	1.0	0.992
gene:TraesCS3B03G0044100	Chr3B	13452540	13459855	+	13456197	Chr3B	15623265	15630603	+	15626934	1.0	0.999
gene:TraesCS3B03G0044600	Chr3B	13624135	13625145	+	13624640	Chr3B	15838526	15839534	+	15839030	0.996	0.974
gene:TraesCS3B03G0045000	Chr3B	13638687	13641490	+	13640088	Chr3B	15862817	15865600	+	15864208	0.983	0.976
gene:TraesCS3B03G0045900	Chr3B	13743583	13744821	-	13744202	Chr3B	15967203	15968441	-	15967822	1.0	0.997
gene:TraesCS3B03G0046100	Chr3B	13753742	13756833	-	13755287	Chr3B	15978240	15981161	-	15979700	0.944	0.942
gene:TraesCS3B03G0046200	Chr3B	13794541	13796737	-	13795639	Chr3B	16019783	16021979	-	16020881	1.0	0.997
gene:TraesCS3B03G0046600	Chr3B	13842867	13847314	+	13845090	Chr3B	16049718	16054463	+	16052090	1.0	0.996
gene:TraesCS3B03G0046900	Chr3B	13889123	13890558	+	13889840	Chr3B	16096536	16097972	+	16097254	1.0	0.997
gene:TraesCS3B03G0047100	Chr3B	13894018	13894831	+	13894424	Chr3B	16101435	16102242	+	16101838	0.991	0.987
gene:TraesCS3B03G0047200	Chr3B	13900782	13902099	+	13901440	Chr3B	16107367	16108684	+	16108025	1.0	0.997
gene:TraesCS3B03G0047300	Chr3B	13904992	13908357	+	13906674	Chr3B	16111744	16115110	+	16113427	1.0	0.997
gene:TraesCS3B03G0047500	Chr3B	13908853	13909704	-	13909278	Chr3B	16115606	16116457	-	16116031	1.0	0.995
gene:TraesCS3B03G0047600	Chr3B	13912323	13919989	+	13916156	Chr3B	16119044	16126702	+	16122873	1.0	0.998
gene:TraesCS3B03G0047700	Chr3B	13920909	13922384	+	13921646	Chr3B	16127616	16129090	+	16128353	1.0	0.997
gene:TraesCS3B03G0047800	Chr3B	13924243	13934714	-	13929478	Chr3B	16130950	16141427	-	16136188	1.0	0.997
gene:TraesCS3B03G0049300	Chr3B	14204526	14205980	-	14205253	Chr3B	16210907	16212266	-	16211586	0.927	0.925
gene:TraesCS3B03G0049400	Chr3B	14272431	14284305	-	14278368	Chr3B	16278737	16290518	-	16284627	0.997	0.996
gene:TraesCS3B03G0049500	Chr3B	14294561	14297938	-	14296249	Chr3B	16300537	16303914	-	16302225	1.0	1.0
gene:TraesCS3B03G0050500	Chr3B	14456299	14456661	-	14456480	Chr3B	16453804	16454166	-	16453985	1.0	1.0
gene:TraesCS3B03G0050900	Chr3B	14518868	14523037	+	14520952	Chr3B	16505471	16509640	+	16507555	1.0	1.0
gene:TraesCS3B03G0051000	Chr3B	14526596	14531005	+	14528800	Chr3B	16513255	16517664	+	16515459	1.0	0.995
gene:TraesCS3B03G0051100	Chr3B	14539683	14542511	-	14541097	Chr3B	16525809	16528637	-	16527223	1.0	0.995
gene:TraesCS3B03G0051200	Chr3B	14549103	14549399	-	14549251	Chr3B	16535229	16535525	-	16535377	1.0	1.0
gene:TraesCS3B03G0051600	Chr3B	14690068	14694638	-	14692353	Chr3B	14426435	14431081	+	14428758	1.0	0.995
gene:TraesCS3B03G0052000	Chr3B	14897747	14904386	+	14901066	Chr3B	14209373	14215692	-	14212532	0.98	0.964
gene:TraesCS3B03G0052400	Chr3B	15034510	15038343	+	15036426	Chr3B	14169246	14174515	-	14171880	0.999	0.967
gene:TraesCS3B03G0052500	Chr3B	15043587	15043985	-	15043786	Chr3B	14163428	14163826	+	14163627	1.0	0.994
gene:TraesCS3B03G0052700	Chr3B	15050859	15051645	-	15051252	Chr3B	14155681	14156467	+	14156074	1.0	1.0
gene:TraesCS3B03G0052800	Chr3B	15051800	15059713	-	15055756	Chr3B	14147611	14155526	+	14151568	1.0	0.999
gene:TraesCS3B03G0053000	Chr3B	15128456	15129483	+	15128969	Chr3B	14075724	14076751	-	14076237	1.0	1.0
gene:TraesCS3B03G0053100	Chr3B	15160153	15163258	+	15161705	Chr3B	14041831	14044936	-	14043383	1.0	0.999
gene:TraesCS3B03G0053200	Chr3B	15164778	15165608	-	15165193	Chr3B	14039481	14040311	+	14039896	1.0	1.0
gene:TraesCS3B03G0053600	Chr3B	15283665	15288089	+	15285877	Chr3B	13916808	13921232	-	13919020	1.0	1.0
gene:TraesCS3B03G0053700	Chr3B	15311739	15315173	-	15313456	Chr3B	13889743	13893178	+	13891460	1.0	0.998
gene:TraesCS3B03G0053800	Chr3B	15334364	15335548	+	15334956	Chr3B	13860519	13861703	-	13861111	1.0	0.998
gene:TraesCS3B03G0053900	Chr3B	15344103	15347794	+	15345948	Chr3B	13848243	13851932	-	13850087	0.999	0.994
gene:TraesCS3B03G0054200	Chr3B	15361834	15364625	-	15363229	Chr3B	13826849	13829650	+	13828249	0.998	0.979
gene:TraesCS3B03G0054900	Chr3B	15413768	15421229	-	15417498	Chr3B	13558215	13565660	+	13561937	0.99	0.972
gene:TraesCS3B03G0055000	Chr3B	15437025	15455773	-	15446399	Chr3B	13508702	13519633	+	13514167	1.0	0.989
gene:TraesCS3B03G0055300	Chr3B	15499630	15504311	+	15501970	Chr3B	13469139	13473734	-	13471436	0.964	0.959
gene:TraesCS3B03G0055400	Chr3B	15517604	15518449	+	15518026	Chr3B	13445522	13446367	-	13445944	1.0	0.996
gene:TraesCS3B03G0055900	Chr3B	15673079	15684480	-	15678779	Chr3B	13279396	13290778	+	13285087	1.0	0.997
gene:TraesCS3B03G0056000	Chr3B	15737539	15742920	-	15740229	Chr3B	13208210	13213575	+	13210892	1.0	0.998
gene:TraesCS3B03G0056300	Chr3B	15774884	15775192	-	15775038	Chr3B	13177290	13177598	+	13177444	1.0	0.996
gene:TraesCS3B03G0056500	Chr3B	15817353	15827081	-	15822217	Chr3B	13125502	13135079	+	13130290	1.0	0.999
gene:TraesCS3B03G0056800	Chr3B	15843661	15844865	-	15844263	Chr3B	13107763	13108967	+	13108365	1.0	0.999
gene:TraesCS3B03G0057200	Chr3B	16030592	16032356	+	16031474	Chr3B	12918427	12920191	-	12919309	1.0	0.995
gene:TraesCS3B03G0057500	Chr3B	16061723	16065343	+	16063533	Chr3B	12880524	12884099	-	12882311	0.976	0.972
gene:TraesCS3B03G0057600	Chr3B	16069780	16071754	-	16070767	Chr3B	12873947	12875924	+	12874935	1.0	0.981
gene:TraesCS3B03G0057700	Chr3B	16116348	16118134	-	16117241	Chr3B	12850231	12852021	+	12851126	1.0	0.996
gene:TraesCS3B03G0057800	Chr3B	16172883	16174668	-	16173775	Chr3B	12792155	12793940	+	12793047	1.0	0.998
gene:TraesCS3B03G0058000	Chr3B	16194029	16197637	-	16195833	Chr3B	12773084	12776693	+	12774888	1.0	0.988
gene:TraesCS3B03G0058300	Chr3B	16234949	16236097	+	16235523	Chr3B	12746491	12747641	-	12747066	1.0	0.994
gene:TraesCS3B03G0058800	Chr3B	16336336	16337294	-	16336815	Chr3B	12662424	12663382	+	12662903	1.0	0.997
gene:TraesCS3B03G0058900	Chr3B	16337986	16339408	+	16338697	Chr3B	12660312	12661733	-	12661022	0.999	0.993
gene:TraesCS3B03G0059100	Chr3B	16346206	16348027	+	16347116	Chr3B	12652780	12654601	-	12653690	1.0	0.992
gene:TraesCS3B03G0059900	Chr3B	16595969	16597796	+	16596882	Chr3B	12391640	12393467	-	12392553	1.0	0.993
gene:TraesCS3B03G0060000	Chr3B	16599118	16600593	+	16599855	Chr3B	12388835	12390310	-	12389572	0.999	0.995
gene:TraesCS3B03G0060100	Chr3B	16639543	16641393	+	16640468	Chr3B	12348200	12350049	-	12349124	1.0	0.995
gene:TraesCS3B03G0060600	Chr3B	16689738	16691550	+	16690644	Chr3B	12312528	12314340	-	12313434	1.0	0.993
gene:TraesCS3B03G0060700	Chr3B	16729361	16731316	+	16730338	Chr3B	12279685	12281640	-	12280662	1.0	0.996
gene:TraesCS3B03G0060900	Chr3B	16780490	16785416	+	16782953	Chr3B	12226356	12231543	-	12228949	1.0	0.99
gene:TraesCS3B03G0061700	Chr3B	17050106	17051521	+	17050813	Chr3B	17618830	17620259	+	17619544	0.993	0.954
gene:TraesCS3B03G0063700	Chr3B	17487044	17487576	+	17487310	Chr3B	18073148	18073671	-	18073409	1.0	0.935
gene:TraesCS3B03G0082800	Chr3B	23129639	23132618	+	23131128	Chr3B	26280809	26283787	+	26282298	1.0	0.997
gene:TraesCS3B03G0082900	Chr3B	23140730	23141474	+	23141102	Chr3B	26288528	26289272	+	26288900	1.0	0.996
gene:TraesCS3B03G0083500	Chr3B	23295525	23296903	-	23296214	Chr3B	26448085	26449453	-	26448769	1.0	0.986
gene:TraesCS3B03G0083600	Chr3B	23301845	23302870	-	23302357	Chr3B	26453850	26454875	-	26454362	1.0	0.996
gene:TraesCS3B03G0083700	Chr3B	23318117	23319643	-	23318880	Chr3B	26470190	26471716	-	26470953	1.0	0.997
gene:TraesCS3B03G0083900	Chr3B	23377283	23378223	+	23377753	Chr3B	26528456	26529396	+	26528926	1.0	0.997
gene:TraesCS3B03G0084100	Chr3B	23466833	23468142	-	23467487	Chr3B	26554066	26555345	-	26554705	0.95	0.908
gene:TraesCS3B03G0084200	Chr3B	23483911	23484366	+	23484138	Chr3B	26571133	26571588	+	26571360	1.0	0.997
gene:TraesCS3B03G0084300	Chr3B	23497478	23499572	+	23498525	Chr3B	26584897	26586991	+	26585944	1.0	0.995
gene:TraesCS3B03G0084500	Chr3B	23506986	23507381	+	23507183	Chr3B	26595995	26596390	+	26596192	1.0	0.993
gene:TraesCS3B03G0084600	Chr3B	23509651	23510460	-	23510055	Chr3B	26598640	26599449	-	26599044	1.0	1.0
gene:TraesCS3B03G0085600	Chr3B	23664305	23665203	+	23664754	Chr3B	26627897	26628794	+	26628345	0.998	0.986
gene:TraesCS3B03G0085800	Chr3B	23752174	23757535	+	23754854	Chr3B	26723368	26728730	+	26726049	1.0	0.995
gene:TraesCS3B03G0085900	Chr3B	23761603	23762028	+	23761815	Chr3B	26733375	26733787	+	26733581	0.969	0.92
gene:TraesCS3B03G0086000	Chr3B	23813413	23813844	+	23813628	Chr3B	26756544	26756975	+	26756759	1.0	1.0
gene:TraesCS3B03G0086200	Chr3B	23900740	23901165	+	23900952	Chr3B	26876234	26876662	+	26876448	1.0	0.953
gene:TraesCS3B03G0086300	Chr3B	23932941	23933366	+	23933153	Chr3B	26820221	26820646	+	26820433	1.0	0.988
gene:TraesCS3B03G0086400	Chr3B	23937999	23938433	+	23938216	Chr3B	26824454	26824888	+	26824671	1.0	0.983
gene:TraesCS3B03G0086800	Chr3B	23974741	23975169	+	23974955	Chr3B	26854901	26855329	+	26855115	1.0	0.995
gene:TraesCS3B03G0087700	Chr3B	24071309	24072186	-	24071747	Chr3B	26922857	26923734	-	26923295	1.0	0.986
gene:TraesCS3B03G0087800	Chr3B	24168011	24179805	-	24173908	Chr3B	27026553	27038385	-	27032469	1.0	0.995
gene:TraesCS3B03G0088200	Chr3B	24403142	24406473	+	24404807	Chr3B	27117603	27121009	+	27119306	0.983	0.917
gene:TraesCS3B03G0088600	Chr3B	24447191	24451928	+	24449559	Chr3B	27163321	27168044	+	27165682	1.0	0.997
gene:TraesCS3B03G0088700	Chr3B	24476394	24478016	-	24477205	Chr3B	27182156	27183778	-	27182967	1.0	0.997
gene:TraesCS3B03G0088800	Chr3B	24488707	24495168	-	24491937	Chr3B	27194559	27201267	-	27197913	1.0	0.969
gene:TraesCS3B03G0088900	Chr3B	24500919	24503936	+	24502427	Chr3B	27207319	27210179	+	27208749	0.999	0.984
gene:TraesCS3B03G0089600	Chr3B	24722512	24725243	+	24723877	Chr3B	27410660	27413391	+	27412025	1.0	0.997
gene:TraesCS3B03G0090100	Chr3B	24977421	24981205	+	24979313	Chr3B	27597490	27601102	+	27599296	0.998	0.981
gene:TraesCS3B03G0090200	Chr3B	24981113	24982909	-	24982011	Chr3B	27601010	27602799	-	27601904	0.994	0.988
gene:TraesCS3B03G0090300	Chr3B	24983297	24990189	-	24986743	Chr3B	27603186	27610071	-	27606628	0.998	0.997
gene:TraesCS3B03G0090400	Chr3B	25106426	25113419	+	25109922	Chr3B	27747407	27754384	+	27750895	1.0	0.998
gene:TraesCS3B03G0090600	Chr3B	25114219	25116825	-	25115522	Chr3B	27755184	27757820	-	27756502	1.0	0.984
gene:TraesCS3B03G0091100	Chr3B	25453885	25455491	+	25454688	Chr3B	28093018	28094624	+	28093821	1.0	0.998
gene:TraesCS3B03G0091200	Chr3B	25631372	25634207	-	25632789	Chr3B	28197706	28200541	-	28199123	1.0	0.998
gene:TraesCS3B03G0091300	Chr3B	25638544	25640659	+	25639601	Chr3B	28204661	28206756	+	28205708	1.0	1.0
gene:TraesCS3B03G0092100	Chr3B	25765100	25765213	-	25765156	Chr3B	28308849	28308962	-	28308905	1.0	1.0
gene:TraesCS3B03G0092300	Chr3B	25807260	25811089	-	25809174	Chr3B	28367312	28371115	-	28369213	0.988	0.985
gene:TraesCS3B03G0092900	Chr3B	26071807	26073494	+	26072650	Chr3B	28644720	28646258	+	28645489	0.909	0.903
gene:TraesCS3B03G0093000	Chr3B	26099419	26110200	+	26104809	Chr3B	28660198	28670839	+	28665518	0.997	0.983
gene:TraesCS3B03G0093100	Chr3B	26129587	26130997	+	26130292	Chr3B	28690694	28692104	+	28691399	1.0	0.998
gene:TraesCS3B03G0093200	Chr3B	26133518	26134887	-	26134202	Chr3B	28694625	28695994	-	28695309	1.0	0.994
gene:TraesCS3B03G0093300	Chr3B	26180811	26181493	-	26181152	Chr3B	28741115	28741797	-	28741456	1.0	0.997
gene:TraesCS3B03G0093500	Chr3B	26200921	26203107	-	26202014	Chr3B	28761862	28764048	-	28762955	1.0	0.996
gene:TraesCS3B03G0093600	Chr3B	26209866	26210674	-	26210270	Chr3B	28770795	28771614	-	28771204	1.0	0.984
gene:TraesCS3B03G0093800	Chr3B	26223973	26226267	+	26225120	Chr3B	28784925	28787219	+	28786072	1.0	0.993
gene:TraesCS3B03G0094300	Chr3B	26280731	26283757	+	26282244	Chr3B	28833922	28836948	+	28835435	1.0	1.0
gene:TraesCS3B03G0094400	Chr3B	26458474	26463150	+	26460812	Chr3B	29011886	29016562	+	29014224	1.0	1.0
gene:TraesCS3B03G0094600	Chr3B	26539371	26540230	+	26539800	Chr3B	29092856	29093715	+	29093285	1.0	1.0
gene:TraesCS3B03G0095000	Chr3B	26580466	26582511	-	26581488	Chr3B	29132628	29134672	-	29133650	0.999	0.994
gene:TraesCS3B03G0095300	Chr3B	26738051	26739111	-	26738581	Chr3B	29270985	29272035	-	29271510	0.99	0.987
gene:TraesCS3B03G0095800	Chr3B	27076672	27077670	-	27077171	Chr3B	29596441	29597437	-	29596939	0.996	0.985
gene:TraesCS3B03G0095900	Chr3B	27115133	27118075	-	27116604	Chr3B	29670890	29673832	-	29672361	1.0	0.977
gene:TraesCS3B03G0096000	Chr3B	27133165	27136135	+	27134650	Chr3B	29678636	29681689	+	29680162	0.999	0.951
gene:TraesCS3B03G0097000	Chr3B	27499623	27501166	-	27500394	Chr3B	30044948	30046491	-	30045719	1.0	1.0
gene:TraesCS3B03G0097700	Chr3B	27609344	27609607	+	27609475	Chr3B	30154600	30154863	+	30154731	1.0	1.0
gene:TraesCS3B03G0097900	Chr3B	27781124	27784358	+	27782741	Chr3B	30326427	30329661	+	30328044	1.0	1.0
gene:TraesCS3B03G0098000	Chr3B	27827819	27828867	-	27828343	Chr3B	30372885	30373933	-	30373409	1.0	1.0
gene:TraesCS3B03G0098300	Chr3B	27856523	27857855	-	27857189	Chr3B	30401516	30402848	-	30402182	1.0	1.0
gene:TraesCS3B03G0098600	Chr3B	27891354	27892996	+	27892175	Chr3B	30436506	30438148	+	30437327	1.0	1.0
gene:TraesCS3B03G0098700	Chr3B	27897961	27899689	+	27898825	Chr3B	30443113	30444841	+	30443977	1.0	0.999
gene:TraesCS3B03G0099100	Chr3B	27921530	27924180	+	27922855	Chr3B	30466688	30469338	+	30468013	1.0	1.0
gene:TraesCS3B03G0099200	Chr3B	27925724	27926152	+	27925938	Chr3B	30470882	30471310	+	30471096	1.0	1.0
gene:TraesCS3B03G0099300	Chr3B	27927090	27931220	+	27929155	Chr3B	30472248	30476378	+	30474313	1.0	0.999
gene:TraesCS3B03G0099400	Chr3B	27933987	27936993	+	27935490	Chr3B	30479145	30482151	+	30480648	1.0	1.0
gene:TraesCS3B03G0099600	Chr3B	28045562	28048560	-	28047061	Chr3B	30591748	30594746	-	30593247	1.0	1.0
gene:TraesCS3B03G0099700	Chr3B	28069149	28073908	-	28071528	Chr3B	30615366	30620169	-	30617767	1.0	1.0
gene:TraesCS3B03G0099800	Chr3B	28086246	28092711	+	28089478	Chr3B	30632507	30638972	+	30635739	1.0	1.0
gene:TraesCS3B03G0100200	Chr3B	28148626	28155231	-	28151928	Chr3B	30694880	30701545	-	30698212	1.0	1.0
gene:TraesCS3B03G0100400	Chr3B	28175931	28177651	-	28176791	Chr3B	30722244	30723964	-	30723104	1.0	1.0
gene:TraesCS3B03G0100500	Chr3B	28181566	28184842	-	28183204	Chr3B	30727879	30731154	-	30729516	1.0	1.0
gene:TraesCS3B03G0100600	Chr3B	28195444	28197999	-	28196721	Chr3B	30741756	30744311	-	30743033	1.0	1.0
gene:TraesCS3B03G0100800	Chr3B	28233298	28236154	+	28234726	Chr3B	30779648	30782504	+	30781076	1.0	1.0
gene:TraesCS3B03G0100900	Chr3B	28239419	28242305	+	28240862	Chr3B	30785769	30788655	+	30787212	1.0	1.0
gene:TraesCS3B03G0101100	Chr3B	28247209	28247826	-	28247517	Chr3B	30793559	30794176	-	30793867	1.0	1.0
gene:TraesCS3B03G0101200	Chr3B	28267639	28272294	-	28269966	Chr3B	30813973	30818628	-	30816300	1.0	1.0
gene:TraesCS3B03G0101500	Chr3B	28387872	28389480	-	28388676	Chr3B	30933351	30934959	-	30934155	1.0	1.0
gene:TraesCS3B03G0101600	Chr3B	28396864	28398719	+	28397791	Chr3B	30942162	30944017	+	30943089	1.0	1.0
gene:TraesCS3B03G0101900	Chr3B	28420932	28422515	+	28421723	Chr3B	30965902	30967485	+	30966693	1.0	1.0
gene:TraesCS3B03G0102000	Chr3B	28493932	28497959	+	28495945	Chr3B	31036770	31040797	+	31038783	1.0	0.999
gene:TraesCS3B03G0102100	Chr3B	28505754	28511437	+	28508595	Chr3B	31048346	31053998	+	31051172	1.0	1.0
gene:TraesCS3B03G0102300	Chr3B	28523721	28527310	+	28525515	Chr3B	31066278	31069867	+	31068072	1.0	1.0
gene:TraesCS3B03G0102500	Chr3B	28552305	28558719	+	28555512	Chr3B	31094703	31101088	+	31097895	1.0	1.0
gene:TraesCS3B03G0102600	Chr3B	28558754	28560225	+	28559489	Chr3B	31101123	31102594	+	31101858	1.0	1.0
gene:TraesCS3B03G0102700	Chr3B	28562288	28566390	-	28564339	Chr3B	31104657	31108759	-	31106708	1.0	1.0
gene:TraesCS3B03G0102900	Chr3B	28581242	28582910	+	28582076	Chr3B	31123355	31125023	+	31124189	1.0	1.0
gene:TraesCS3B03G0103000	Chr3B	28636607	28639074	+	28637840	Chr3B	31178714	31181181	+	31179947	1.0	1.0
gene:TraesCS3B03G0103100	Chr3B	28738582	28741531	+	28740056	Chr3B	31282692	31285641	+	31284166	1.0	1.0
gene:TraesCS3B03G0103400	Chr3B	28855567	28856217	-	28855892	Chr3B	31399887	31400537	-	31400212	1.0	1.0
gene:TraesCS3B03G0103500	Chr3B	28900786	28902984	+	28901885	Chr3B	31445161	31447359	+	31446260	1.0	1.0
gene:TraesCS3B03G0103700	Chr3B	29077109	29077841	+	29077475	Chr3B	31620458	31621190	+	31620824	1.0	1.0
gene:TraesCS3B03G0104500	Chr3B	29312657	29316890	+	29314773	Chr3B	31855057	31859464	+	31857260	1.0	1.0
gene:TraesCS3B03G0104600	Chr3B	29398931	29401849	+	29400390	Chr3B	31941862	31944779	+	31943320	1.0	1.0
gene:TraesCS3B03G0104700	Chr3B	29404610	29405933	+	29405271	Chr3B	31947540	31948863	+	31948201	1.0	0.998
gene:TraesCS3B03G0104800	Chr3B	29408509	29409777	-	29409143	Chr3B	31951439	31952707	-	31952073	1.0	1.0
gene:TraesCS3B03G0104900	Chr3B	29418971	29422762	+	29420866	Chr3B	31961880	31965678	+	31963779	1.0	1.0
gene:TraesCS3B03G0105000	Chr3B	29428531	29430151	-	29429341	Chr3B	31971487	31973107	-	31972297	1.0	1.0
gene:TraesCS3B03G0105100	Chr3B	29479727	29482296	-	29481011	Chr3B	32022958	32025527	-	32024242	1.0	1.0
gene:TraesCS3B03G0105200	Chr3B	29496851	29502083	-	29499467	Chr3B	32040082	32045083	-	32042582	1.0	0.999
gene:TraesCS3B03G0105400	Chr3B	29641966	29643695	+	29642830	Chr3B	32183913	32185642	+	32184777	1.0	1.0
