gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Paragon_v3_tgt_chr	Paragon_v3_tgt_start	Paragon_v3_tgt_end	Paragon_v3_tgt_strand	Paragon_v3_tgt_midpoint	Paragon_v3_coverage	Paragon_v3_identity
gene:TraesCS2B03G0018300	Chr2B	5465459	5467015	-	5466237	Chr2B	8420311	8421867	-	8421089	1.0	1.0
gene:TraesCS2B03G0018400	Chr2B	5488231	5490367	+	5489299	Chr2B	8443084	8445220	+	8444152	1.0	0.999
gene:TraesCS2B03G0018500	Chr2B	5500410	5504869	+	5502639	Chr2B	8455272	8459731	+	8457501	1.0	0.998
gene:TraesCS2B03G0018600	Chr2B	5525526	5527171	-	5526348	Chr2B	8480391	8482036	-	8481213	1.0	1.0
gene:TraesCS2B03G0018700	Chr2B	5530391	5532332	+	5531361	Chr2B	8485257	8487198	+	8486227	1.0	1.0
gene:TraesCS2B03G0018800	Chr2B	5613315	5614067	-	5613691	Chr2B	8568188	8568940	-	8568564	1.0	1.0
gene:TraesCS2B03G0018900	Chr2B	5619058	5620657	+	5619857	Chr2B	8573931	8575530	+	8574730	1.0	1.0
gene:TraesCS2B03G0019000	Chr2B	5640833	5641228	+	5641030	Chr2B	8595656	8596051	+	8595853	1.0	1.0
gene:TraesCS2B03G0019100	Chr2B	5644403	5648377	-	5646390	Chr2B	8599226	8603198	-	8601212	0.999	0.999
gene:TraesCS2B03G0019200	Chr2B	5654103	5657492	+	5655797	Chr2B	8608926	8612315	+	8610620	1.0	1.0
gene:TraesCS2B03G0019300	Chr2B	5657715	5659851	-	5658783	Chr2B	8612538	8614674	-	8613606	1.0	1.0
gene:TraesCS2B03G0019800	Chr2B	5722565	5736933	-	5729749	Chr2B	8677417	8691790	-	8684603	1.0	1.0
gene:TraesCS2B03G0019900	Chr2B	5841563	5854226	+	5847894	Chr2B	8795959	8808616	+	8802287	1.0	1.0
gene:TraesCS2B03G0020000	Chr2B	5857938	5873315	-	5865626	Chr2B	8812334	8827638	-	8819986	1.0	1.0
gene:TraesCS2B03G0020600	Chr2B	6113325	6116343	-	6114834	Chr2B	9092799	9095817	-	9094308	1.0	1.0
gene:TraesCS2B03G0021300	Chr2B	6161766	6163667	-	6162716	Chr2B	9140597	9142561	-	9141579	1.0	0.999
gene:TraesCS2B03G0021600	Chr2B	6188607	6190076	-	6189341	Chr2B	9177240	9178709	-	9177974	1.0	1.0
gene:TraesCS2B03G0022100	Chr2B	6245944	6247230	+	6246587	Chr2B	9233863	9235149	+	9234506	1.0	1.0
gene:TraesCS2B03G0022200	Chr2B	6269901	6271154	+	6270527	Chr2B	9257617	9258870	+	9258243	1.0	0.999
gene:TraesCS2B03G0022400	Chr2B	6456104	6457096	-	6456600	Chr2B	9443856	9444848	-	9444352	1.0	1.0
gene:TraesCS2B03G0022500	Chr2B	6468597	6470870	+	6469733	Chr2B	9456344	9458617	+	9457480	1.0	0.997
gene:TraesCS2B03G0022800	Chr2B	6498923	6502372	+	6500647	Chr2B	9486686	9490153	+	9488419	1.0	1.0
gene:TraesCS2B03G0022900	Chr2B	6504862	6505866	-	6505364	Chr2B	9492643	9493647	-	9493145	1.0	1.0
gene:TraesCS2B03G0023000	Chr2B	6532801	6533683	+	6533242	Chr2B	9809046	9809928	+	9809487	1.0	1.0
gene:TraesCS2B03G0023200	Chr2B	6545063	6548072	-	6546567	Chr2B	9821309	9824333	-	9822821	1.0	1.0
gene:TraesCS2B03G0023300	Chr2B	6570795	6571658	+	6571226	Chr2B	9920289	9921152	+	9920720	1.0	1.0
gene:TraesCS2B03G0023700	Chr2B	6627192	6628976	+	6628084	Chr2B	9975160	9976944	+	9976052	1.0	1.0
gene:TraesCS2B03G0023900	Chr2B	6655874	6658393	+	6657133	Chr2B	10003520	10006039	+	10004779	1.0	1.0
gene:TraesCS2B03G0024000	Chr2B	6699896	6701597	+	6700746	Chr2B	10047451	10049152	+	10048301	1.0	1.0
gene:TraesCS2B03G0024200	Chr2B	6713306	6714708	+	6714007	Chr2B	10060861	10062263	+	10061562	1.0	1.0
gene:TraesCS2B03G0024500	Chr2B	6787357	6789121	+	6788239	Chr2B	10125198	10126962	+	10126080	1.0	1.0
gene:TraesCS2B03G0024700	Chr2B	6821447	6822965	-	6822206	Chr2B	10163808	10165326	-	10164567	1.0	1.0
gene:TraesCS2B03G0024800	Chr2B	6835359	6837114	+	6836236	Chr2B	10177752	10179507	+	10178629	1.0	0.999
gene:TraesCS2B03G0025100	Chr2B	6863809	6865292	-	6864550	Chr2B	10206154	10207637	-	10206895	1.0	0.999
gene:TraesCS2B03G0025300	Chr2B	6882347	6883870	+	6883108	Chr2B	10224692	10226215	+	10225453	1.0	1.0
gene:TraesCS2B03G0025500	Chr2B	6886209	6888033	+	6887121	Chr2B	10228291	10230115	+	10229203	1.0	1.0
gene:TraesCS2B03G0025600	Chr2B	6894552	6896489	-	6895520	Chr2B	10236635	10238572	-	10237603	1.0	0.998
gene:TraesCS2B03G0025700	Chr2B	6898563	6903761	-	6901162	Chr2B	10240646	10245844	-	10243245	1.0	0.999
gene:TraesCS2B03G0026100	Chr2B	7188185	7188382	-	7188283	Chr2B	10528830	10529027	-	10528928	1.0	1.0
gene:TraesCS2B03G0026200	Chr2B	7202008	7208867	-	7205437	Chr2B	10542652	10549511	-	10546081	1.0	0.999
gene:TraesCS2B03G0026300	Chr2B	7231414	7238036	-	7234725	Chr2B	10571589	10578211	-	10574900	1.0	0.999
gene:TraesCS2B03G0026600	Chr2B	7342466	7343956	+	7343211	Chr2B	10633454	10634944	+	10634199	1.0	0.999
gene:TraesCS2B03G0026500	Chr2B	7342428	7347675	-	7345051	Chr2B	10633416	10638663	-	10636039	1.0	0.999
gene:TraesCS2B03G0026800	Chr2B	7368058	7373714	+	7370886	Chr2B	10659352	10665008	+	10662180	1.0	1.0
gene:TraesCS2B03G0026900	Chr2B	7374744	7376852	-	7375798	Chr2B	10666038	10668146	-	10667092	1.0	1.0
gene:TraesCS2B03G0027000	Chr2B	7384257	7389466	+	7386861	Chr2B	10675551	10680760	+	10678155	1.0	1.0
gene:TraesCS2B03G0027200	Chr2B	7418327	7421421	+	7419874	Chr2B	10709628	10712722	+	10711175	1.0	1.0
gene:TraesCS2B03G0027300	Chr2B	7423234	7427119	-	7425176	Chr2B	10714535	10718420	-	10716477	1.0	1.0
gene:TraesCS2B03G0027400	Chr2B	7430644	7430993	-	7430818	Chr2B	10721945	10722294	-	10722119	1.0	1.0
gene:TraesCS2B03G0027500	Chr2B	7457794	7474452	+	7466123	Chr2B	10749105	10765760	+	10757432	1.0	0.999
gene:TraesCS2B03G0027600	Chr2B	7480197	7485085	+	7482641	Chr2B	10771504	10776392	+	10773948	1.0	1.0
gene:TraesCS2B03G0027700	Chr2B	7488542	7503846	+	7496194	Chr2B	10779849	10795157	+	10787503	1.0	0.999
gene:TraesCS2B03G0027800	Chr2B	7503853	7505322	-	7504587	Chr2B	10795164	10796633	-	10795898	1.0	1.0
gene:TraesCS2B03G0027900	Chr2B	7523936	7527616	+	7525776	Chr2B	10900499	10904179	+	10902339	1.0	1.0
gene:TraesCS2B03G0028000	Chr2B	7543649	7547126	+	7545387	Chr2B	10920216	10923693	+	10921954	1.0	0.998
gene:TraesCS2B03G0028100	Chr2B	7550450	7550846	-	7550648	Chr2B	10927017	10927413	-	10927215	1.0	1.0
gene:TraesCS2B03G0028300	Chr2B	7608181	7613666	+	7610923	Chr2B	10984816	10990301	+	10987558	1.0	1.0
gene:TraesCS2B03G0028400	Chr2B	7623099	7624529	+	7623814	Chr2B	10999732	11001162	+	11000447	1.0	1.0
gene:TraesCS2B03G0028700	Chr2B	7643082	7646942	+	7645012	Chr2B	11019716	11023576	+	11021646	1.0	1.0
gene:TraesCS2B03G0028900	Chr2B	7658092	7659718	-	7658905	Chr2B	11034729	11036355	-	11035542	1.0	0.995
gene:TraesCS2B03G0029000	Chr2B	7693007	7694798	-	7693902	Chr2B	11060668	11062459	-	11061563	1.0	1.0
gene:TraesCS2B03G0029100	Chr2B	7701267	7705799	-	7703533	Chr2B	11068950	11073466	-	11071208	0.949	0.949
gene:TraesCS2B03G0029200	Chr2B	7868819	7869526	+	7869172	Chr2B	11236562	11237269	+	11236915	1.0	1.0
gene:TraesCS2B03G0029300	Chr2B	7872274	7875518	-	7873896	Chr2B	11240017	11243261	-	11241639	1.0	1.0
gene:TraesCS2B03G0029600	Chr2B	7890473	7900384	-	7895428	Chr2B	11258254	11268172	-	11263213	1.0	0.999
gene:TraesCS2B03G0029700	Chr2B	7911010	7912109	+	7911559	Chr2B	11278797	11279896	+	11279346	1.0	1.0
gene:TraesCS2B03G0030200	Chr2B	7977648	7979453	+	7978550	Chr2B	11345462	11347268	+	11346365	1.0	0.999
gene:TraesCS2B03G0030300	Chr2B	8006235	8010811	+	8008523	Chr2B	11374039	11378618	+	11376328	1.0	1.0
gene:TraesCS2B03G0030400	Chr2B	8013387	8018171	-	8015779	Chr2B	11381194	11385978	-	11383586	1.0	1.0
gene:TraesCS2B03G0030500	Chr2B	8021978	8025987	+	8023982	Chr2B	11389800	11393809	+	11391804	1.0	1.0
gene:TraesCS2B03G0030600	Chr2B	8028120	8034668	-	8031394	Chr2B	11395942	11402490	-	11399216	1.0	1.0
gene:TraesCS2B03G0030700	Chr2B	8065103	8066982	-	8066042	Chr2B	11432919	11434778	-	11433848	0.979	0.964
gene:TraesCS2B03G0030800	Chr2B	8082243	8086823	-	8084533	Chr2B	11450018	11454598	-	11452308	1.0	0.999
gene:TraesCS2B03G0030900	Chr2B	8091004	8091576	-	8091290	Chr2B	11458781	11459353	-	11459067	1.0	1.0
gene:TraesCS2B03G0031000	Chr2B	8098223	8098723	+	8098473	Chr2B	11466000	11466500	+	11466250	1.0	1.0
gene:TraesCS2B03G0031100	Chr2B	8101793	8102553	+	8102173	Chr2B	11469578	11470338	+	11469958	1.0	0.998
gene:TraesCS2B03G0031200	Chr2B	8114748	8116073	-	8115410	Chr2B	11482542	11483867	-	11483204	1.0	1.0
gene:TraesCS2B03G0031900	Chr2B	8209424	8214046	-	8211735	Chr2B	11577225	11581847	-	11579536	1.0	0.999
gene:TraesCS2B03G0032500	Chr2B	8318794	8321353	+	8320073	Chr2B	11686542	11689101	+	11687821	1.0	0.998
gene:TraesCS2B03G0032900	Chr2B	8569211	8569753	+	8569482	Chr2B	11959110	11959652	+	11959381	1.0	1.0
gene:TraesCS2B03G0033000	Chr2B	8645459	8647142	+	8646300	Chr2B	12035357	12037040	+	12036198	1.0	1.0
gene:TraesCS2B03G0033300	Chr2B	8677011	8677322	+	8677166	Chr2B	12066926	12067237	+	12067081	1.0	1.0
gene:TraesCS2B03G0033400	Chr2B	8696627	8703483	-	8700055	Chr2B	12122089	12129396	-	12125742	0.986	0.962
gene:TraesCS2B03G0034000	Chr2B	9042175	9042552	+	9042363	Chr2B	12193053	12193430	+	12193241	1.0	0.994
gene:TraesCS2B03G0034200	Chr2B	9153032	9155753	+	9154392	Chr2B	12310370	12313091	+	12311730	0.999	0.967
gene:TraesCS2B03G0034400	Chr2B	9162506	9163054	+	9162780	Chr2B	12319844	12320392	+	12320118	1.0	1.0
gene:TraesCS2B03G0034800	Chr2B	9231046	9234494	+	9232770	Chr2B	12388369	12391817	+	12390093	1.0	1.0
gene:TraesCS2B03G0035000	Chr2B	9247068	9254229	+	9250648	Chr2B	12404400	12411567	+	12407983	1.0	1.0
gene:TraesCS2B03G0034900	Chr2B	9246803	9289710	-	9268256	Chr2B	12404135	12447134	-	12425634	1.0	1.0
gene:TraesCS2B03G0035200	Chr2B	9343040	9344596	+	9343818	Chr2B	12500461	12502017	+	12501239	1.0	1.0
gene:TraesCS2B03G0035300	Chr2B	9343040	9345337	+	9344188	Chr2B	12500461	12502758	+	12501609	1.0	1.0
gene:TraesCS2B03G0035500	Chr2B	9345406	9346238	+	9345822	Chr2B	12502827	12503659	+	12503243	1.0	1.0
gene:TraesCS2B03G0036600	Chr2B	9591731	9595119	+	9593425	Chr2B	12731434	12734822	+	12733128	1.0	0.999
gene:TraesCS2B03G0036700	Chr2B	9601532	9604373	-	9602952	Chr2B	12741221	12744062	-	12742641	1.0	1.0
gene:TraesCS2B03G0036800	Chr2B	9689277	9694655	+	9691966	Chr2B	12828974	12834352	+	12831663	1.0	1.0
gene:TraesCS2B03G0036900	Chr2B	9696616	9701784	+	9699200	Chr2B	12836316	12841485	+	12838900	1.0	1.0
gene:TraesCS2B03G0037000	Chr2B	9708622	9713131	-	9710876	Chr2B	12848324	12852833	-	12850578	1.0	1.0
gene:TraesCS2B03G0037600	Chr2B	10352360	10355723	+	10354041	Chr2B	13534250	13537613	+	13535931	1.0	1.0
gene:TraesCS2B03G0037900	Chr2B	10428959	10429546	+	10429252	Chr2B	13609220	13609807	+	13609513	1.0	1.0
gene:TraesCS2B03G0038000	Chr2B	10466399	10469668	+	10468033	Chr2B	13648589	13651858	+	13650223	1.0	1.0
gene:TraesCS2B03G0038100	Chr2B	10491592	10494176	+	10492884	Chr2B	13691310	13693894	+	13692602	1.0	1.0
gene:TraesCS2B03G0038200	Chr2B	10588029	10591331	+	10589680	Chr2B	13784721	13788023	+	13786372	1.0	1.0
gene:TraesCS2B03G0038400	Chr2B	10647577	10651198	+	10649387	Chr2B	13842440	13846061	+	13844250	1.0	1.0
gene:TraesCS2B03G0038500	Chr2B	10659178	10659779	-	10659478	Chr2B	13854041	13854642	-	13854341	1.0	1.0
gene:TraesCS2B03G0038600	Chr2B	10757228	10760110	-	10758669	Chr2B	13950461	13953342	-	13951901	0.998	0.994
gene:TraesCS2B03G0039900	Chr2B	10878933	10879520	-	10879226	Chr2B	14071779	14072366	-	14072072	1.0	1.0
gene:TraesCS2B03G0040000	Chr2B	10882178	10886156	+	10884167	Chr2B	14075024	14079002	+	14077013	1.0	1.0
gene:TraesCS2B03G0040100	Chr2B	10886848	10888396	-	10887622	Chr2B	14079694	14081242	-	14080468	1.0	1.0
gene:TraesCS2B03G0040200	Chr2B	10903928	10905735	-	10904831	Chr2B	14096777	14098584	-	14097680	1.0	1.0
gene:TraesCS2B03G0040300	Chr2B	10906588	10908620	-	10907604	Chr2B	14099437	14101469	-	14100453	1.0	1.0
gene:TraesCS2B03G0041400	Chr2B	11227892	11229787	-	11228839	Chr2B	14418237	14420132	-	14419184	1.0	1.0
gene:TraesCS2B03G0041600	Chr2B	11261441	11263050	+	11262245	Chr2B	14459185	14460794	+	14459989	1.0	0.999
gene:TraesCS2B03G0041700	Chr2B	11266726	11269064	-	11267895	Chr2B	14464469	14466726	-	14465597	0.951	0.951
gene:TraesCS2B03G0041900	Chr2B	11286708	11288360	+	11287534	Chr2B	14483931	14485583	+	14484757	1.0	1.0
gene:TraesCS2B03G0042000	Chr2B	11291128	11293476	-	11292302	Chr2B	14503394	14505742	-	14504568	1.0	0.994
gene:TraesCS2B03G0042100	Chr2B	11295799	11296835	-	11296317	Chr2B	14507865	14508901	-	14508383	1.0	0.998
gene:TraesCS2B03G0042200	Chr2B	11302011	11303624	+	11302817	Chr2B	14514076	14515689	+	14514882	1.0	0.997
gene:TraesCS2B03G0042300	Chr2B	11306412	11308716	-	11307564	Chr2B	14518478	14520782	-	14519630	1.0	1.0
gene:TraesCS2B03G0042400	Chr2B	11310962	11311999	-	11311480	Chr2B	14522927	14523964	-	14523445	1.0	0.999
gene:TraesCS2B03G0042500	Chr2B	11354501	11355306	-	11354903	Chr2B	14565978	14566783	-	14566380	1.0	0.998
gene:TraesCS2B03G0042700	Chr2B	11421745	11422468	+	11422106	Chr2B	14632779	14633502	+	14633140	1.0	1.0
gene:TraesCS2B03G0043200	Chr2B	11539698	11543017	-	11541357	Chr2B	14841882	14845201	-	14843541	1.0	1.0
gene:TraesCS2B03G0043300	Chr2B	11562536	11562888	+	11562712	Chr2B	14864721	14865074	+	14864897	1.0	0.992
gene:TraesCS2B03G0043800	Chr2B	11608498	11608872	+	11608685	Chr2B	14910695	14911069	+	14910882	1.0	0.997
gene:TraesCS2B03G0044000	Chr2B	11664482	11675152	+	11669817	Chr2B	14966711	14977400	+	14972055	1.0	0.999
gene:TraesCS2B03G0044200	Chr2B	11698264	11711290	-	11704777	Chr2B	15000522	15013547	-	15007034	1.0	1.0
gene:TraesCS2B03G0044500	Chr2B	11728100	11729813	-	11728956	Chr2B	15102164	15103877	-	15103020	1.0	1.0
gene:TraesCS2B03G0044900	Chr2B	11886292	11888004	-	11887148	Chr2B	15188166	15189878	-	15189022	1.0	1.0
gene:TraesCS2B03G0045000	Chr2B	11901573	11904269	+	11902921	Chr2B	15203089	15205785	+	15204437	1.0	1.0
gene:TraesCS2B03G0045200	Chr2B	11908629	11909914	-	11909271	Chr2B	15210208	15211493	-	15210850	1.0	1.0
gene:TraesCS2B03G0045500	Chr2B	11953152	11954641	+	11953896	Chr2B	15258977	15260466	+	15259721	1.0	1.0
gene:TraesCS2B03G0045900	Chr2B	12020844	12022072	+	12021458	Chr2B	15326154	15327382	+	15326768	1.0	1.0
gene:TraesCS2B03G0046000	Chr2B	12127147	12129575	+	12128361	Chr2B	15432564	15434992	+	15433778	1.0	1.0
gene:TraesCS2B03G0046100	Chr2B	12230579	12231627	-	12231103	Chr2B	15533646	15534694	-	15534170	1.0	0.998
gene:TraesCS2B03G0046400	Chr2B	12245084	12246319	+	12245701	Chr2B	15548152	15549387	+	15548769	1.0	1.0
gene:TraesCS2B03G0046300	Chr2B	12245024	12246636	+	12245830	Chr2B	15548092	15549704	+	15548898	1.0	0.999
gene:TraesCS2B03G0046600	Chr2B	12298712	12301127	+	12299919	Chr2B	15601873	15604287	+	15603080	0.999	0.997
gene:TraesCS2B03G0046700	Chr2B	12396725	12399054	+	12397889	Chr2B	15699008	15701337	+	15700172	1.0	1.0
gene:TraesCS2B03G0047000	Chr2B	12537971	12540326	+	12539148	Chr2B	15790416	15792771	+	15791593	1.0	0.999
gene:TraesCS2B03G0047100	Chr2B	12584834	12585947	-	12585390	Chr2B	15885582	15886695	-	15886138	1.0	1.0
gene:TraesCS2B03G0047200	Chr2B	12595123	12596934	+	12596028	Chr2B	15895871	15897682	+	15896776	1.0	1.0
gene:TraesCS2B03G0047300	Chr2B	12606495	12608204	+	12607349	Chr2B	15907244	15908953	+	15908098	1.0	1.0
gene:TraesCS2B03G0047400	Chr2B	12616252	12628595	+	12622423	Chr2B	15917001	15929341	+	15923171	1.0	0.999
gene:TraesCS2B03G0047600	Chr2B	12734549	12737361	+	12735955	Chr2B	16035244	16038060	+	16036652	1.0	1.0
gene:TraesCS2B03G0047700	Chr2B	12772668	12777056	+	12774862	Chr2B	16045855	16050243	+	16048049	1.0	1.0
gene:TraesCS2B03G0047800	Chr2B	12781702	12782631	+	12782166	Chr2B	16054888	16055817	+	16055352	1.0	1.0
gene:TraesCS2B03G0047900	Chr2B	12783163	12784476	+	12783819	Chr2B	16056349	16057662	+	16057005	1.0	1.0
